Orthogroup	Vespa_mandarinia	Osmia_bicornis
OG0002852	XP_035726452.1	XP_029055920.1, XP_029055921.1
OG0002856	XP_035738485.1, XP_035738474.1	XP_029052136.1
OG0002857	XP_035724076.1	XP_029055658.1, XP_029055774.1
OG0002858	XP_035729095.1	XP_029046605.1
OG0002859	XP_035728412.1	XP_029035243.1
OG0002860	XP_035723669.1	XP_029052121.1
OG0002861	XP_035726863.1	XP_029043329.1
OG0002863	XP_035727157.1, XP_035727244.1, XP_035727337.1	XP_029048631.1
OG0002864	XP_035738793.1	XP_029052140.1
OG0002865	XP_035741522.1	XP_029040557.1, XP_029040556.1
OG0002866	XP_035734052.1, XP_035734044.1, XP_035734039.1, XP_035734031.1	XP_029049444.1
OG0002867	XP_035735340.1, XP_035735339.1	XP_029034584.1
OG0002868	XP_035723136.1, XP_035723197.1, XP_035723198.1, XP_035723196.1	XP_029049122.1
OG0002869	XP_035738046.1	XP_029040300.1
OG0002870	XP_035731142.1	XP_029049798.1
OG0002871	XP_035731918.1	XP_029053118.1
OG0002872	XP_035738728.1	XP_029047696.1
OG0002873	XP_035734008.1	XP_029054463.1, XP_029054462.1
OG0002874	XP_035739228.1	XP_029050366.1, XP_029050365.1, XP_029050367.1
OG0002875	XP_035728793.1	XP_029040757.1
OG0002876	XP_035725215.1	XP_029036409.1, XP_029036410.1
OG0002877	XP_035735147.1	XP_029039644.1
OG0002878	XP_035740782.1, XP_035740785.1, XP_035740781.1, XP_035740786.1, XP_035740783.1	XP_029043472.1
OG0002879	XP_035742914.1	XP_029051411.1, XP_029051410.1
OG0002880	XP_035734861.1	XP_029051741.1
OG0002881	XP_035717184.1	XP_029033282.1
OG0002882	XP_035727830.1	XP_029041429.1
OG0002883	XP_035733544.1	XP_029051538.1
OG0002884	XP_035740103.1, XP_035740102.1	XP_029049526.1
OG0002885	XP_035732625.1	XP_029056064.1, XP_029056074.1
OG0002886	XP_035722649.1, XP_035722650.1, XP_035722651.1, XP_035722652.1, XP_035722653.1	XP_029044366.1
OG0002887	XP_035738708.1	XP_029049906.1, XP_029049904.1, XP_029049905.1
OG0002888	XP_035723046.1	XP_029043433.1, XP_029043434.1
OG0002889	XP_035738104.1	XP_029040742.1, XP_029040741.1
OG0002890	XP_035732684.1	XP_029038844.1
OG0002891	XP_035723503.1	XP_029051543.1, XP_029051544.1
OG0002892	XP_035735618.1	XP_029050229.1
OG0002893	XP_035735431.1, XP_035735421.1	XP_029037338.1
OG0002894	XP_035735812.1	XP_029043314.1, XP_029043313.1
OG0002895	XP_035737951.1	XP_029036933.1
OG0002896	XP_035734593.1	XP_029033008.1
OG0002897	XP_035724611.1	XP_029039923.1
OG0002898	XP_035721190.1	XP_029048485.1
OG0002899	XP_035723255.1, XP_035723254.1, XP_035723251.1, XP_035723252.1, XP_035723253.1	XP_029037507.1
OG0002900	XP_035735168.1	XP_029045938.1
OG0002901	XP_035736306.1, XP_035736307.1	XP_029032921.1
OG0002902	XP_035743613.1	XP_029037467.1
OG0002903	XP_035740911.1	XP_029040420.1
OG0002904	XP_035732548.1	XP_029036633.1
OG0002905	XP_035726045.1	XP_029049992.1
OG0002906	XP_035730268.1	XP_029044972.1
OG0002907	XP_035728884.1	XP_029040755.1
OG0002908	XP_035731947.1	XP_029041432.1
OG0002909	XP_035732674.1	XP_029042925.1
OG0002910	XP_035727237.1	XP_029037039.1, XP_029037040.1
OG0002911	XP_035727333.1, XP_035727331.1, XP_035727332.1	XP_029037688.1
OG0002912	XP_035742979.1, XP_035742978.1	XP_029047540.1
OG0002913	XP_035723487.1	XP_029047807.1
OG0002914	XP_035743255.1	XP_029047609.1, XP_029047610.1
OG0002915	XP_035730542.1, XP_035730544.1, XP_035730545.1	XP_029047614.1
OG0002916	XP_035737079.1	XP_029039525.1
OG0002917	XP_035719940.1	XP_029042111.1
OG0002918	XP_035730521.1	XP_029041581.1, XP_029041860.1
OG0002919	XP_035722870.1, XP_035722868.1	XP_029052284.1, XP_029052285.1
OG0002920	XP_035729811.1, XP_035730153.1	XP_029052943.1, XP_029038295.1
OG0002921	XP_035721264.1	XP_029044209.1
OG0002922	XP_035718078.1	XP_029036994.1
OG0002923	XP_035721480.1	XP_029050451.1
OG0002924	XP_035736930.1, XP_035736951.1, XP_035736941.1, XP_035736899.1, XP_035736908.1, XP_035736919.1	XP_029037569.1
OG0002925	XP_035734392.1, XP_035734394.1	XP_029041195.1
OG0002926	XP_035727529.1, XP_035727525.1	XP_029046021.1
OG0002927	XP_035722209.1	XP_029035136.1
OG0002928	XP_035722179.1, XP_035722203.1	XP_029041444.1
OG0002929	XP_035743487.1	XP_029055491.1
OG0002930	XP_035743625.1	XP_029033783.1
OG0002931	XP_035728619.1	XP_029056556.1
OG0002932	XP_035737328.1, XP_035737329.1	XP_029041649.1, XP_029041650.1, XP_029041651.1
OG0002933	XP_035729418.1	XP_029042078.1
OG0002934	XP_035719082.1	XP_029042783.1
OG0002935	XP_035735881.1	XP_029042928.1, XP_029042927.1
OG0002936	XP_035732658.1	XP_029036726.1
OG0002937	XP_035717169.1, XP_035717160.1, XP_035717178.1	XP_029052384.1
OG0002938	XP_035719813.1	XP_029044102.1, XP_029044946.1
OG0002939	XP_035738920.1	XP_029049786.1
OG0002940	XP_035734247.1, XP_035734239.1	XP_029048375.1, XP_029048376.1
OG0002941	XP_035734275.1	XP_029050452.1
OG0002942	XP_035727437.1	XP_029046030.1
OG0002943	XP_035729711.1	XP_029045616.1, XP_029045615.1, XP_029045614.1
OG0002944	XP_035729866.1, XP_035729867.1	XP_029045609.1, XP_029045610.1, XP_029045607.1, XP_029045608.1
OG0002945	XP_035736480.1	XP_029048246.1
OG0002946	XP_035721337.1	XP_029041445.1, XP_029040855.1
OG0002947	XP_035735555.1, XP_035735554.1	XP_029048560.1
OG0002948	XP_035717772.1	XP_029037054.1
OG0002949	XP_035738584.1	XP_029044573.1, XP_029044572.1
OG0002950	XP_035735148.1	XP_029036950.1
OG0002952	XP_035728171.1	XP_029045794.1, XP_029045792.1
OG0002953	XP_035737396.1	XP_029046595.1, XP_029046596.1
OG0002954	XP_035743064.1	XP_029038797.1
OG0002955	XP_035737116.1	XP_029050823.1
OG0002956	XP_035740981.1, XP_035740980.1	XP_029053094.1
OG0002957	XP_035719480.1	XP_029036072.1, XP_029036078.1, XP_029036076.1
OG0002958	XP_035725006.1, XP_035725002.1	XP_029048955.1
OG0002959	XP_035723838.1	XP_029037277.1
OG0002960	XP_035721327.1, XP_035721328.1	XP_029043209.1
OG0002962	XP_035727270.1	XP_029038819.1
OG0002963	XP_035729345.1	XP_029048094.1, XP_029048095.1
OG0002964	XP_035722118.1	XP_029054590.1
OG0002965	XP_035724015.1	XP_029036569.1
OG0002966	XP_035734850.1	XP_029041933.1
OG0002967	XP_035726516.1, XP_035726515.1	XP_029047127.1
OG0002968	XP_035719222.1	XP_029047911.1
OG0002969	XP_035731336.1	XP_029051578.1
OG0002970	XP_035735081.1, XP_035735091.1, XP_035735064.1, XP_035735056.1, XP_035735072.1	XP_029034768.1
OG0002971	XP_035722334.1	XP_029050846.1
OG0002972	XP_035722492.1	XP_029046531.1
OG0002973	XP_035736001.1, XP_035736002.1	XP_029055652.1
OG0002974	XP_035741101.1, XP_035741100.1, XP_035741099.1	XP_029052308.1
OG0002975	XP_035738554.1, XP_035738557.1, XP_035738559.1	XP_029044571.1
OG0002976	XP_035732329.1	XP_029041276.1, XP_029041278.1, XP_029041277.1
OG0002977	XP_035735748.1, XP_035735742.1	XP_029051170.1
OG0002979	XP_035732468.1, XP_035732469.1	XP_029032166.1
OG0002980	XP_035722661.1, XP_035722662.1	XP_029055096.1
OG0002981	XP_035737233.1	XP_029053056.1
OG0002982	XP_035734961.1	XP_029040079.1
OG0002983	XP_035731233.1	XP_029039784.1
OG0002984	XP_035735377.1	XP_029054274.1
OG0002985	XP_035740491.1	XP_029045094.1
OG0002986	XP_035735639.1, XP_035735638.1	XP_029046261.1
OG0002987	XP_035732808.1	XP_029046693.1
OG0002988	XP_035734389.1	XP_029040974.1
OG0002989	XP_035735379.1	XP_029034382.1
OG0002990	XP_035741772.1	XP_029039182.1, XP_029039180.1, XP_029039178.1, XP_029039179.1
OG0002991	XP_035740864.1	XP_029045214.1
OG0002992	XP_035718701.1	XP_029052950.1
OG0002993	XP_035718817.1	XP_029033924.1, XP_029033922.1
OG0002994	XP_035732496.1	XP_029047068.1
OG0002995	XP_035735182.1	XP_029047639.1
OG0002996	XP_035723381.1, XP_035723380.1, XP_035723382.1	XP_029049612.1
OG0002997	XP_035739809.1	XP_029037362.1
OG0002998	XP_035723821.1	XP_029039799.1, XP_029039797.1, XP_029039798.1
OG0002999	XP_035738295.1	XP_029040516.1, XP_029040513.1
OG0003000	XP_035723843.1	XP_029044721.1
OG0003001	XP_035731315.1	XP_029042414.1
OG0003002	XP_035739438.1, XP_035739435.1, XP_035739436.1, XP_035739433.1	XP_029041420.1
OG0003003	XP_035722132.1	XP_029054426.1
OG0003004	XP_035739707.1	XP_029038962.1
OG0003005	XP_035719841.1, XP_035719846.1	XP_029048694.1
OG0003006	XP_035721063.1	XP_029041875.1
OG0003007	XP_035743650.1	XP_029055105.1
OG0003008	XP_035724214.1	XP_029042167.1
OG0003009	XP_035737445.1	XP_029050779.1
OG0003010	XP_035726737.1	XP_029047057.1
OG0003011	XP_035726171.1	XP_029055829.1
OG0003012	XP_035729349.1	XP_029045349.1
OG0003013	XP_035718387.1	XP_029047239.1
OG0003014	XP_035734769.1	XP_029054155.1
OG0003015	XP_035719282.1	XP_029043836.1
OG0003016	XP_035727098.1, XP_035727100.1	XP_029032416.1
OG0003017	XP_035739303.1	XP_029042341.1
OG0003018	XP_035739477.1	XP_029046277.1
OG0003019	XP_035744234.1, XP_035744232.1, XP_035744231.1, XP_035744230.1, XP_035744229.1	XP_029046752.1, XP_029046751.1
OG0003020	XP_035743361.1, XP_035743358.1	XP_029050076.1
OG0003021	XP_035734192.1	XP_029055847.1
OG0003022	XP_035730262.1	XP_029041194.1, XP_029041193.1
OG0003023	XP_035725420.1	XP_029041774.1
OG0003024	XP_035734775.1	XP_029050680.1
OG0003025	XP_035730533.1	XP_029047611.1
OG0003026	XP_035735883.1, XP_035735884.1	XP_029039944.1
OG0003027	XP_035740384.1	XP_029044258.1
OG0003028	XP_035730819.1	XP_029048195.1
OG0003029	XP_035741993.1	XP_029038081.1
OG0003030	XP_035737992.1, XP_035737993.1	XP_029042554.1
OG0003031	XP_035729388.1	XP_029045388.1
OG0003032	XP_035742893.1, XP_035729397.1	XP_029034676.1
OG0003033	XP_035735560.1	XP_029047268.1
OG0003034	XP_035726677.1	XP_029051693.1, XP_029051692.1
OG0003035	XP_035738068.1	XP_029040316.1
OG0003036	XP_035740988.1	XP_029045404.1
OG0003037	XP_035721845.1	XP_029052665.1
OG0003038	XP_035736702.1	XP_029049262.1
OG0003039	XP_035719353.1, XP_035719354.1	XP_029040345.1, XP_029040344.1
OG0003040	XP_035743662.1	XP_029051758.1
OG0003041	XP_035737397.1	XP_029051944.1
OG0003042	XP_035738406.1	XP_029042293.1
OG0003043	XP_035724350.1	XP_029034861.1
OG0003044	XP_035724312.1	XP_029047394.1, XP_029047392.1
OG0003045	XP_035718652.1	XP_029044491.1, XP_029044493.1
OG0003046	XP_035741802.1	XP_029055497.1
OG0003047	XP_035722543.1	XP_029032374.1
OG0003048	XP_035743355.1	XP_029032006.1, XP_029056369.1
OG0003049	XP_035734652.1, XP_035734653.1	XP_029035271.1, XP_029035272.1, XP_029035273.1, XP_029035270.1
OG0003050	XP_035717654.1	XP_029038774.1
OG0003051	XP_035721827.1	XP_029035944.1, XP_029035945.1
OG0003052	XP_035729115.1	XP_029047741.1
OG0003053	XP_035740611.1	XP_029053630.1
OG0003054	XP_035743012.1	XP_029053614.1
OG0003055	XP_035722891.1	XP_029032969.1
OG0003056	XP_035732992.1	XP_029055513.1
OG0003057	XP_035732301.1, XP_035732300.1	XP_029033777.1, XP_029033776.1
OG0003058	XP_035730650.1	XP_029036882.1
OG0003059	XP_035724803.1	XP_029036523.1
OG0003060	XP_035736088.1	XP_029041790.1
OG0003061	XP_035735506.1	XP_029049893.1
OG0003062	XP_035718130.1	XP_029035268.1
OG0003063	XP_035729650.1	XP_029035740.1
OG0003064	XP_035743523.1	XP_029040193.1
OG0003065	XP_035739488.1, XP_035739487.1, XP_035739486.1	XP_029037175.1
OG0003066	XP_035738460.1	XP_029055655.1
OG0003067	XP_035729532.1	XP_029048448.1
OG0003068	XP_035743526.1	XP_029056470.1
OG0003069	XP_035738664.1	XP_029049181.1
OG0003070	XP_035724206.1	XP_029053044.1, XP_029053047.1, XP_029053046.1, XP_029053045.1
OG0003071	XP_035721308.1	XP_029037853.1
OG0003072	XP_035723048.1	XP_029040896.1
OG0003073	XP_035729252.1	XP_029050045.1, XP_029050044.1
OG0003074	XP_035741351.1	XP_029032560.1
OG0003075	XP_035717159.1, XP_035717162.1	XP_029051995.1, XP_029051998.1
OG0003076	XP_035722959.1	XP_029039279.1
OG0003077	XP_035739388.1, XP_035739389.1, XP_035739390.1, XP_035739391.1, XP_035739393.1	XP_029053003.1
OG0003078	XP_035730961.1	XP_029050959.1, XP_029050957.1, XP_029050956.1, XP_029050958.1
OG0003079	XP_035739179.1	XP_029045340.1
OG0003080	XP_035734417.1, XP_035734421.1	XP_029043135.1
OG0003081	XP_035729790.1	XP_029038041.1
OG0003082	XP_035722485.1	XP_029037194.1
OG0003083	XP_035732162.1	XP_029038673.1
OG0003084	XP_035728606.1	XP_029038988.1
OG0003085	XP_035721155.1	XP_029046024.1
OG0003086	XP_035723100.1, XP_035720232.1	XP_029045464.1
OG0003087	XP_035729530.1	XP_029038258.1, XP_029038257.1, XP_029038256.1
OG0003088	XP_035724519.1	XP_029048242.1
OG0003089	XP_035729131.1, XP_035729130.1	XP_029039411.1
OG0003090	XP_035726981.1	XP_029039226.1
OG0003091	XP_035722584.1	XP_029042594.1
OG0003092	XP_035730022.1	XP_029053723.1
OG0003093	XP_035727972.1, XP_035727973.1	XP_029047167.1
OG0003094	XP_035739529.1, XP_035739528.1, XP_035739530.1	XP_029036466.1
OG0003095	XP_035738386.1	XP_029048006.1, XP_029048009.1
OG0003096	XP_035729702.1	XP_029035030.1, XP_029035031.1
OG0003097	XP_035721617.1	XP_029050827.1
OG0003098	XP_035732607.1, XP_035732608.1	XP_029045513.1, XP_029045514.1
OG0003099	XP_035724956.1	XP_029041002.1, XP_029041003.1
OG0003101	XP_035718153.1	XP_029046294.1
OG0003102	XP_035730737.1	XP_029048988.1
OG0003103	XP_035733856.1	XP_029032655.1
OG0003104	XP_035719100.1, XP_035719103.1	XP_029038999.1
OG0003105	XP_035739653.1	XP_029040932.1, XP_029040934.1
OG0003106	XP_035719860.1	XP_029038228.1
OG0003107	XP_035733991.1	XP_029038338.1, XP_029038339.1
OG0003108	XP_035729322.1	XP_029049344.1
OG0003109	XP_035722707.1	XP_029050717.1
OG0003110	XP_035723181.1	XP_029032616.1
OG0003111	XP_035721020.1	XP_029052459.1
OG0003112	XP_035730168.1	XP_029035024.1, XP_029035025.1
OG0003113	XP_035723466.1	XP_029040172.1, XP_029040191.1, XP_029040199.1, XP_029040181.1
OG0003114	XP_035721168.1	XP_029038362.1
OG0003115	XP_035731533.1, XP_035731543.1	XP_029032158.1
OG0003116	XP_035717549.1	XP_029040524.1
OG0003118	XP_035743780.1	XP_029037475.1, XP_029037474.1
OG0003119	XP_035724308.1	XP_029044698.1
OG0003120	XP_035726218.1	XP_029031859.1, XP_029031854.1
OG0003121	XP_035724881.1	XP_029040884.1
OG0003122	XP_035718113.1	XP_029033109.1
OG0003123	XP_035739386.1	XP_029051007.1
OG0003124	XP_035738726.1	XP_029050347.1, XP_029050339.1
OG0003125	XP_035728497.1	XP_029051421.1, XP_029051422.1
OG0003126	XP_035725881.1	XP_029050881.1
OG0003127	XP_035724528.1	XP_029048208.1
OG0003128	XP_035736175.1	XP_029038056.1
OG0003129	XP_035718044.1, XP_035718054.1	XP_029052473.1
OG0003130	XP_035728780.1	XP_029055045.1
OG0003131	XP_035732650.1	XP_029045506.1
OG0003132	XP_035729515.1, XP_035729527.1	XP_029034914.1
OG0003133	XP_035741348.1	XP_029041719.1
OG0003134	XP_035720061.1	XP_029056650.1
OG0003135	XP_035728138.1	XP_029047038.1, XP_029051651.1, XP_029051649.1
OG0003136	XP_035720162.1	XP_029050704.1
OG0003137	XP_035730345.1	XP_029037723.1
OG0003138	XP_035717363.1	XP_029049867.1
OG0003139	XP_035720769.1	XP_029031853.1
OG0003140	XP_035717442.1	XP_029035778.1
OG0003141	XP_035728759.1	XP_029031990.1, XP_029031993.1
OG0003142	XP_035724740.1, XP_035724746.1	XP_029053878.1
OG0003143	XP_035720414.1	XP_029040982.1
OG0003144	XP_035738144.1, XP_035738143.1, XP_035738142.1	XP_029039735.1, XP_029039736.1
OG0003145	XP_035743773.1	XP_029038958.1, XP_029038957.1
OG0003146	XP_035739816.1	XP_029035646.1
OG0003147	XP_035739881.1, XP_035739905.1	XP_029051204.1
OG0003148	XP_035740587.1	XP_029051473.1
OG0003149	XP_035721803.1, XP_035721804.1	XP_029050252.1
OG0003150	XP_035721681.1	XP_029045532.1
OG0003151	XP_035730845.1	XP_029046439.1
OG0003152	XP_035722675.1	XP_029032262.1
OG0003153	XP_035731794.1	XP_029045240.1, XP_029045239.1
OG0003154	XP_035717806.1	XP_029032972.1
OG0003155	XP_035725045.1	XP_029052521.1
OG0003156	XP_035723116.1	XP_029047046.1
OG0003157	XP_035722710.1	XP_029044208.1, XP_029044207.1, XP_029044206.1
OG0003158	XP_035727596.1, XP_035727597.1	XP_029048018.1, XP_029048017.1
OG0003159	XP_035743513.1	XP_029050913.1
OG0003160	XP_035733208.1	XP_029037642.1
OG0003161	XP_035738561.1	XP_029049876.1, XP_029049875.1
OG0003162	XP_035742435.1	XP_029049885.1, XP_029049884.1
OG0003163	XP_035725850.1	XP_029033956.1
OG0003164	XP_035717219.1	XP_029047250.1
OG0003165	XP_035740868.1, XP_035740859.1	XP_029053229.1
OG0003166	XP_035726721.1	XP_029050135.1, XP_029050136.1
OG0003167	XP_035731967.1	XP_029047522.1
OG0003168	XP_035729716.1	XP_029045660.1
OG0003169	XP_035720821.1	XP_029055967.1
OG0003170	XP_035726074.1	XP_029038111.1
OG0003171	XP_035733635.1	XP_029032597.1
OG0003172	XP_035730371.1, XP_035730372.1	XP_029037023.1
OG0003173	XP_035735272.1	XP_029037551.1
OG0003174	XP_035738845.1	XP_029043233.1
OG0003175	XP_035734197.1	XP_029048342.1, XP_029048341.1
OG0003176	XP_035725380.1	XP_029046871.1, XP_029046870.1
OG0003177	XP_035720528.1	XP_029031900.1, XP_029031901.1
OG0003178	XP_035740207.1	XP_029042647.1, XP_029042646.1
OG0003179	XP_035738061.1, XP_035738062.1	XP_029055364.1
OG0003180	XP_035721188.1	XP_029032159.1
OG0003181	XP_035738939.1	XP_029041296.1
OG0003182	XP_035723388.1	XP_029040774.1
OG0003183	XP_035739782.1	XP_029056059.1
OG0003184	XP_035735969.1	XP_029051212.1
OG0003185	XP_035725168.1, XP_035725160.1	XP_029043765.1, XP_029043764.1, XP_029043763.1, XP_029043762.1, XP_029043761.1, XP_029043767.1
OG0003187	XP_035718757.1, XP_035718758.1	XP_029041484.1
OG0003188	XP_035733772.1, XP_035733754.1	XP_029051459.1
OG0003189	XP_035720611.1	XP_029044496.1
OG0003190	XP_035734350.1	XP_029038599.1
OG0003191	XP_035740710.1	XP_029056542.1
OG0003193	XP_035726997.1, XP_035727038.1	XP_029052446.1, XP_029052435.1
OG0003194	XP_035732788.1	XP_029045706.1, XP_029045707.1, XP_029045704.1, XP_029045705.1
OG0003195	XP_035719921.1, XP_035719911.1	XP_029053242.1
OG0003197	XP_035743003.1	XP_029053613.1
OG0003198	XP_035728056.1	XP_029031906.1
OG0003199	XP_035744181.1	XP_029034506.1
OG0003201	XP_035725568.1	XP_029048525.1
OG0003203	XP_035742243.1	XP_029036355.1
OG0003204	XP_035737978.1, XP_035737976.1, XP_035737977.1, XP_035737974.1, XP_035737975.1	XP_029051700.1
OG0003205	XP_035736340.1	XP_029045021.1
OG0003206	XP_035740849.1	XP_029034691.1
OG0003207	XP_035717491.1	XP_029044137.1
OG0003208	XP_035720212.1	XP_029031967.1
OG0003209	XP_035734588.1	XP_029042368.1
OG0003211	XP_035729202.1, XP_035729201.1	XP_029038725.1, XP_029038724.1
OG0003212	XP_035717961.1	XP_029048280.1
OG0003213	XP_035718465.1	XP_029051295.1
OG0003214	XP_035729460.1	XP_029048311.1
OG0003215	XP_035738960.1, XP_035738962.1, XP_035738959.1	XP_029049794.1
OG0003217	XP_035742185.1	XP_029052379.1, XP_029049961.1, XP_029050043.1, XP_029052294.1
OG0003218	XP_035738815.1	XP_029052309.1, XP_029052310.1
OG0003219	XP_035733429.1	XP_029050349.1
OG0003220	XP_035726253.1, XP_035726254.1	XP_029050196.1
OG0003221	XP_035739503.1, XP_035739504.1	XP_029056573.1, XP_029056572.1
OG0003222	XP_035736230.1	XP_029038502.1
OG0003223	XP_035720948.1, XP_035720950.1	XP_029044494.1
OG0003224	XP_035738141.1	XP_029032320.1
OG0003225	XP_035732666.1, XP_035732667.1	XP_029045498.1, XP_029045497.1, XP_029045496.1, XP_029045495.1
OG0003226	XP_035723101.1	XP_029045451.1, XP_029045449.1, XP_029045450.1
OG0003227	XP_035732916.1	XP_029037593.1
OG0003228	XP_035731210.1	XP_029035128.1
OG0003229	XP_035736448.1	XP_029051005.1
OG0003230	XP_035742903.1	XP_029051424.1
OG0003231	XP_035723023.1, XP_035723038.1	XP_029039372.1
OG0003232	XP_035738321.1	XP_029046559.1, XP_029046560.1
OG0003234	XP_035719420.1	XP_029036048.1
OG0003236	XP_035741971.1, XP_035741974.1	XP_029033940.1, XP_029033939.1, XP_029033937.1, XP_029033942.1, XP_029033936.1, XP_029033941.1
OG0003237	XP_035723597.1, XP_035723596.1, XP_035723599.1, XP_035723598.1	XP_029039319.1, XP_029039318.1, XP_029039320.1
OG0003238	XP_035723443.1	XP_029033076.1
OG0003240	XP_035743699.1	XP_029039119.1
OG0003241	XP_035740857.1	XP_029034172.1, XP_029034170.1, XP_029034171.1
OG0003242	XP_035721921.1	XP_029033244.1
OG0003243	XP_035740901.1, XP_035740904.1	XP_029039837.1
OG0003244	XP_035723224.1, XP_035723222.1, XP_035723223.1	XP_029040759.1
OG0003245	XP_035743592.1	XP_029038291.1
OG0003246	XP_035739588.1	XP_029033143.1
OG0003247	XP_035727831.1	XP_029043793.1, XP_029043788.1, XP_029043787.1, XP_029043790.1, XP_029043786.1, XP_029043791.1
OG0003248	XP_035742638.1	XP_029037439.1
OG0003249	XP_035725044.1	XP_029052520.1
OG0003250	XP_035735197.1	XP_029047646.1, XP_029047645.1
OG0003251	XP_035717234.1, XP_035717235.1, XP_035717239.1, XP_035717236.1, XP_035717237.1	XP_029048284.1, XP_029048287.1
OG0003252	XP_035739731.1	XP_029037353.1
OG0003254	XP_035739966.1	XP_029035417.1
OG0003255	XP_035738422.1	XP_029047718.1
OG0003256	XP_035740230.1	XP_029051895.1
OG0003257	XP_035718494.1	XP_029038093.1
OG0003259	XP_035719642.1	XP_029047129.1
OG0003261	XP_035735048.1	XP_029048332.1, XP_029048333.1, XP_029048334.1
OG0003262	XP_035718628.1, XP_035718638.1	XP_029035374.1
OG0003263	XP_035738705.1, XP_035738706.1	XP_029054423.1
OG0003264	XP_035728111.1	XP_029045347.1
OG0003265	XP_035724031.1	XP_029039951.1
OG0003266	XP_035731454.1	XP_029046470.1
OG0003267	XP_035742865.1	XP_029046714.1
OG0003268	XP_035742161.1	XP_029048629.1
OG0003269	XP_035726610.1	XP_029050920.1, XP_029050919.1
OG0003270	XP_035738651.1	XP_029037692.1
OG0003271	XP_035734515.1	XP_029038145.1
OG0003272	XP_035728469.1	XP_029040648.1
OG0003273	XP_035729187.1	XP_029042610.1
OG0003274	XP_035737352.1, XP_035737353.1	XP_029041322.1
OG0003275	XP_035724285.1	XP_029052812.1
OG0003276	XP_035737487.1	XP_029054506.1
OG0003277	XP_035732970.1	XP_029054757.1
OG0003278	XP_035724255.1, XP_035724284.1, XP_035724307.1, XP_035724270.1, XP_035724258.1, XP_035724259.1	XP_029044702.1
OG0003279	XP_035743705.1	XP_029055244.1
OG0003280	XP_035734371.1	XP_029046450.1
OG0003281	XP_035718063.1	XP_029036171.1
OG0003282	XP_035718327.1, XP_035718326.1	XP_029035415.1
OG0003283	XP_035741166.1, XP_035741165.1, XP_035741170.1, XP_035741169.1, XP_035741168.1	XP_029037548.1
OG0003284	XP_035718654.1	XP_029032193.1
OG0003285	XP_035741164.1, XP_035741163.1	XP_029031846.1
OG0003286	XP_035718630.1, XP_035718629.1	XP_029041147.1, XP_029041148.1
OG0003287	XP_035731424.1	XP_029032547.1
OG0003288	XP_035732216.1	XP_029046057.1
OG0003289	XP_035729298.1	XP_029044281.1, XP_029044280.1
OG0003290	XP_035727552.1	XP_029048082.1
OG0003291	XP_035732120.1	XP_029052841.1, XP_029052840.1
OG0003292	XP_035733518.1	XP_029035285.1
OG0003293	XP_035718330.1	XP_029052560.1
OG0003294	XP_035739275.1	XP_029053223.1
OG0003295	XP_035732410.1	XP_029032302.1
OG0003296	XP_035733153.1	XP_029051095.1
OG0003297	XP_035735798.1	XP_029035216.1
OG0003298	XP_035726311.1	XP_029053000.1, XP_029052794.1
OG0003299	XP_035739810.1	XP_029034601.1
OG0003300	XP_035725357.1	XP_029047910.1
OG0003301	XP_035738509.1	XP_029037785.1
OG0003302	XP_035735804.1	XP_029039151.1
OG0003303	XP_035730093.1	XP_029034634.1
OG0003304	XP_035723209.1, XP_035723208.1	XP_029036018.1
OG0003305	XP_035741062.1	XP_029052320.1
OG0003306	XP_035741320.1	XP_029032028.1, XP_029032030.1, XP_029032029.1
OG0003307	XP_035717540.1	XP_029034485.1, XP_029034484.1
OG0003308	XP_035722530.1	XP_029045175.1
OG0003309	XP_035731693.1	XP_029044808.1
OG0003310	XP_035729941.1, XP_035729946.1	XP_029048797.1
OG0003311	XP_035724561.1	XP_029040595.1
OG0003312	XP_035744115.1, XP_035744113.1, XP_035744114.1	XP_029035200.1, XP_029035199.1
OG0003313	XP_035732310.1	XP_029044498.1
OG0003314	XP_035737276.1	XP_029048944.1, XP_029048945.1
OG0003315	XP_035732121.1	XP_029044488.1
OG0003316	XP_035738863.1	XP_029053558.1
OG0003317	XP_035727167.1	XP_029035363.1
OG0003318	XP_035732012.1	XP_029038653.1
OG0003319	XP_035733870.1	XP_029050448.1
OG0003320	XP_035743483.1, XP_035743482.1	XP_029033496.1, XP_029033717.1
OG0003321	XP_035741235.1, XP_035741236.1	XP_029050230.1
OG0003322	XP_035729026.1, XP_035729027.1	XP_029052261.1
OG0003323	XP_035728786.1	XP_029051429.1
OG0003324	XP_035719720.1	XP_029038826.1
OG0003325	XP_035718690.1	XP_029041517.1, XP_029041516.1
OG0003326	XP_035728527.1, XP_035728522.1	XP_029056574.1, XP_029056577.1
OG0003327	XP_035723794.1	XP_029050085.1
OG0003328	XP_035736788.1	XP_029041663.1
OG0003329	XP_035728919.1, XP_035731780.1	XP_029044788.1
OG0003330	XP_035718836.1	XP_029036803.1
OG0003331	XP_035731361.1	XP_029033364.1
OG0003332	XP_035729221.1, XP_035729220.1	XP_029046348.1
OG0003333	XP_035741779.1	XP_029055496.1, XP_029055495.1
OG0003334	XP_035743484.1	XP_029033543.1, XP_029033589.1
OG0003335	XP_035727168.1	XP_029056186.1, XP_029056228.1
OG0003336	XP_035728871.1	XP_029042215.1
OG0003337	XP_035723562.1	XP_029050587.1
