Orthogroup	Vespa_mandarinia	Bombyx_mori
OG0004020	XP_035731783.1	XP_037866796.1
OG0004021	XP_035721210.1	XP_037869295.1
OG0004022	XP_035737401.1	XP_021207600.1
OG0004023	XP_035740389.1	XP_037873199.1
OG0004026	XP_035732181.1	XP_037876311.1
OG0004027	XP_035722201.1, XP_035722199.1	XP_004923893.1
OG0004028	XP_035736761.1, XP_035736764.1	XP_012544241.1
OG0004029	XP_035730803.1	XP_037870693.1
OG0004030	XP_035740912.1	XP_037872866.1, XP_037872867.1
OG0004031	XP_035728618.1	XP_004923757.1
OG0004033	XP_035739824.1	XP_012547603.2
OG0004034	XP_035733213.1	XP_004923392.2
OG0004035	XP_035738641.1	NP_001040314.1, XP_012551725.1
OG0004036	XP_035733409.1	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1
OG0004037	XP_035744271.1	XP_037875629.1
OG0004038	XP_035732499.1	XP_004929014.1
OG0004040	XP_035720761.1	XP_004928222.1
OG0004042	XP_035742856.1	XP_037867811.1, NP_001036993.1
OG0004043	XP_035736668.1	XP_012553204.1, XP_021201806.1
OG0004044	XP_035735054.1, XP_035735057.1	XP_012544043.1, XP_021202217.1, XP_004924011.1
OG0004045	XP_035732093.1	XP_004933047.1
OG0004046	XP_035720290.1, XP_035720281.1, XP_035720301.1	XP_004925413.1
OG0004047	XP_035737864.1, XP_035737856.1	XP_004933797.2
OG0004048	XP_035734390.1	XP_004925882.2
OG0004049	XP_035738694.1	XP_004921635.1
OG0004050	XP_035741161.1	XP_004933431.1
OG0004051	XP_035731634.1	NP_001041679.1
OG0004052	XP_035722510.1	XP_037876514.1
OG0004053	XP_035742586.1	XP_012550083.2
OG0004054	XP_035722839.1	XP_004929361.2
OG0004055	XP_035737011.1, XP_035737067.1	XP_037869808.1
OG0004056	XP_035742556.1, XP_035742555.1	XP_004923357.2
OG0004058	XP_035730639.1	XP_004930619.1
OG0004059	XP_035728869.1	XP_037868054.1
OG0004060	XP_035723583.1	NP_001296493.1
OG0004061	XP_035736892.1, XP_035736893.1	XP_021207327.1
OG0004062	XP_035730239.1	XP_004928244.1
OG0004063	XP_035734463.1	XP_037869504.1
OG0004064	XP_035718783.1	XP_037870738.1
OG0004065	XP_035728980.1, XP_035728982.1	XP_004928297.1
OG0004066	XP_035736379.1	XP_004924862.1
OG0004067	XP_035723608.1	XP_012544048.3
OG0004068	XP_035723988.1	XP_012545011.2, NP_001036978.1
OG0004069	XP_035731934.1	NP_001037339.1
OG0004070	XP_035729983.1	XP_012544142.1, XP_012544143.1
OG0004072	XP_035741311.1	XP_012545691.1, XP_004925991.1
OG0004073	XP_035732673.1	XP_004921583.1
OG0004074	XP_035740733.1	XP_004922411.1
OG0004075	XP_035735660.1	XP_021204167.1
OG0004076	XP_035731134.1	XP_004923876.1
OG0004077	XP_035728076.1, XP_035728078.1	XP_004928512.1, XP_004928484.2
OG0004078	XP_035718984.1	XP_004927166.1
OG0004079	XP_035740056.1	XP_037868019.1
OG0004080	XP_035733503.1	XP_012549094.1
OG0004081	XP_035739709.1, XP_035739717.1	XP_037868944.1, XP_037868436.1
OG0004082	XP_035734984.1	XP_012549767.2
OG0004083	XP_035734731.1	NP_001040444.1
OG0004085	XP_035730173.1	XP_004931989.1
OG0004086	XP_035739570.1	XP_012545779.1
OG0004087	XP_035732052.1	NP_001189457.1, XP_012553185.1
OG0004088	XP_035734587.1	XP_037868298.1
OG0004089	XP_035743579.1	XP_037874462.1
OG0004090	XP_035734598.1, XP_035734599.1, XP_035734600.1	XP_004933421.1
OG0004091	XP_035732055.1	XP_037870891.1
OG0004092	XP_035735811.1	XP_004932361.1, XP_021207711.1
OG0004093	XP_035722822.1	XP_037868377.1
OG0004094	XP_035720188.1	XP_037870639.1
OG0004095	XP_035738075.1	XP_004930179.1
OG0004096	XP_035720249.1	NP_001186937.1, XP_012553167.2
OG0004097	XP_035731266.1	XP_037873438.1, XP_037873439.1
OG0004099	XP_035722522.1	XP_004930594.1
OG0004100	XP_035738349.1	XP_021205578.2
OG0004101	XP_035727444.1	XP_037873940.1
OG0004102	XP_035727231.1	XP_004924707.1
OG0004103	XP_035741524.1	XP_037874307.1
OG0004104	XP_035744037.1	XP_037877656.1
OG0004105	XP_035741443.1	XP_012552106.1, NP_001036873.1
OG0004106	XP_035736722.1	XP_004931162.2
OG0004107	XP_035729761.1, XP_035729760.1	XP_004926250.2
OG0004108	XP_035724162.1	XP_037868744.1
OG0004109	XP_035736981.1	XP_012553048.1
OG0004110	XP_035742862.1	XP_004933483.1
OG0004111	XP_035734205.1, XP_035734206.1	NP_001124374.1
OG0004112	XP_035737666.1	XP_021205236.2
OG0004113	XP_035739124.1, XP_035739123.1	XP_004923504.1, XP_037877285.1
OG0004114	XP_035738465.1, XP_035738464.1	NP_001036825.1, XP_012544207.1
OG0004116	XP_035731895.1	XP_004925881.2
OG0004117	XP_035732283.1, XP_035732284.1, XP_035732287.1	XP_004930200.1, XP_021206199.1
OG0004120	XP_035742838.1	XP_004924498.1
OG0004121	XP_035717536.1	XP_012547852.1, XP_012547851.1
OG0004122	XP_035734137.1	XP_037871974.1
OG0004123	XP_035726648.1	XP_037871593.1
OG0004124	XP_035743002.1	XP_037868460.1
OG0004125	XP_035742806.1	XP_004922019.1
OG0004126	XP_035721947.1	XP_004932926.1
OG0004127	XP_035738378.1	XP_021205335.1, XP_037871713.1, XP_037871714.1, XP_037871712.1
OG0004128	XP_035744133.1	XP_037877065.1
OG0004129	XP_035717419.1, XP_035717418.1, XP_035717420.1, XP_035717417.1	XP_004931987.1
OG0004130	XP_035733718.1	XP_012547988.1, XP_012547984.1
OG0004131	XP_035739715.1	XP_012547588.1
OG0004132	XP_035737227.1	XP_012545443.1, XP_004925721.1
OG0004135	XP_035731909.1, XP_035731907.1, XP_035731908.1	NP_001272895.1
OG0004137	XP_035729638.1, XP_035729636.1, XP_035729637.1	XP_004929005.1
OG0004138	XP_035723449.1	XP_021204369.1
OG0004141	XP_035741127.1	XP_004933432.2
OG0004142	XP_035739033.1	XP_037876778.1
OG0004143	XP_035732269.1	XP_004925912.2
OG0004144	XP_035742935.1	XP_012546358.1, XP_012546359.1, XP_004926797.1
OG0004145	XP_035724100.1	XP_037868374.1, XP_037868371.1
OG0004146	XP_035728347.1	XP_004931521.1
OG0004147	XP_035741514.1	XP_037867032.1
OG0004148	XP_035743559.1	XP_037868227.1
OG0004149	XP_035743892.1	XP_004931529.2
OG0004150	XP_035734499.1, XP_035734497.1, XP_035734498.1	XP_037872399.1
OG0004151	XP_035736769.1	XP_004924322.2
OG0004152	XP_035735258.1, XP_035735259.1, XP_035735518.1	XP_021207568.2
OG0004153	XP_035723985.1	XP_037876188.1
OG0004154	XP_035730364.1	XP_004929679.1
OG0004155	XP_035741937.1	XP_037869731.1
OG0004158	XP_035743063.1	XP_021204928.2, XP_004931898.3
OG0004160	XP_035744269.1	XP_021202139.2
OG0004162	XP_035725411.1	XP_037875455.1
OG0004163	XP_035726235.1	XP_012549158.1
OG0004164	XP_035722211.1, XP_035722212.1, XP_035722213.1	XP_012545388.1
OG0004165	XP_035738420.1	XP_021203754.2
OG0004166	XP_035737609.1, XP_035737610.1	XP_021205160.1
OG0004167	XP_035720534.1	XP_012552466.1
OG0004168	XP_035734484.1	XP_004924837.1
OG0004169	XP_035724798.1	NP_001233204.1, XP_012551167.2
OG0004170	XP_035729232.1	XP_037870866.1
OG0004171	XP_035744276.1	XP_012547802.3
OG0004172	XP_035730777.1, XP_035730775.1	XP_012549305.2
OG0004174	XP_035744171.1, XP_035744117.1	NP_001245290.1, XP_037873382.1
OG0004175	XP_035738839.1	XP_004924258.1
OG0004176	XP_035730765.1, XP_035730771.1	XP_037866857.1
OG0004177	XP_035733606.1, XP_035733617.1	XP_021205230.1
OG0004178	XP_035722587.1	XP_037874863.1
OG0004180	XP_035737312.1	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2
OG0004181	XP_035730027.1, XP_035730028.1	NP_001036936.1
OG0004182	XP_035740117.1	XP_037866555.1, XP_037866556.1
OG0004183	XP_035719791.1, XP_035719792.1	XP_004922162.1
OG0004184	XP_035728549.1	XP_037876568.1
OG0004185	XP_035744067.1	XP_021207509.1, XP_012550751.1, XP_037874740.1, XP_021202683.2, XP_037874862.1
OG0004186	XP_035718296.1	XP_037866428.1
OG0004187	XP_035738826.1	XP_012552759.1
OG0004188	XP_035738124.1	XP_021203240.1
OG0004189	XP_035734845.1	XP_037869227.1
OG0004190	XP_035722618.1	XP_037872421.1, XP_037872426.1
OG0004191	XP_035741700.1	XP_037869752.1
OG0004192	XP_035732056.1	XP_004924988.1
OG0004193	XP_035737284.1	XP_037873419.1
OG0004194	XP_035722501.1	XP_037871385.1
OG0004195	XP_035725698.1, XP_035725696.1, XP_035725699.1, XP_035725697.1	XP_012549631.1
OG0004196	XP_035730379.1, XP_035730377.1	XP_021203638.1, XP_021203639.1
OG0004197	XP_035742036.1	XP_037870346.1, XP_037870347.1, XP_037870345.1
OG0004198	XP_035726708.1	XP_004930154.1
OG0004201	XP_035740723.1, XP_035740721.1	XP_004923544.1
OG0004202	XP_035725976.1	XP_004924232.1, XP_037873558.1
OG0004203	XP_035736300.1	XP_012548984.1
OG0004204	XP_035740250.1	XP_012545354.1
OG0004205	XP_035739604.1	NP_001093080.1
OG0004206	XP_035730713.1	XP_021208388.1, XP_037870953.1, XP_037877245.1
OG0004207	XP_035717802.1	XP_004925253.1, XP_012545111.1
OG0004209	XP_035728915.1	XP_004922257.1
OG0004210	XP_035730546.1, XP_035730537.1	XP_012548015.1
OG0004211	XP_035737251.1, XP_035737252.1	XP_004924280.1
OG0004212	XP_035740886.1	XP_004923553.1
OG0004213	XP_035732614.1	XP_004932624.2
OG0004214	XP_035731116.1	XP_004921920.2
OG0004216	XP_035742724.1	XP_004922913.1
OG0004217	XP_035720784.1	XP_012548802.1, XP_004929659.1, XP_004929658.1
OG0004218	XP_035720626.1	XP_021206364.1
OG0004220	XP_035731785.1	XP_004930730.1
OG0004223	XP_035724226.1, XP_035724227.1	XP_004924492.2, XP_004924489.1
OG0004224	XP_035743280.1	XP_004922262.2
OG0004228	XP_035722092.1, XP_035722093.1	XP_004923683.1
OG0004229	XP_035717345.1	XP_004925281.1
OG0004230	XP_035727206.1, XP_035727195.1	XP_012544861.2
OG0004231	XP_035739737.1	XP_012544978.2, XP_037875828.1
OG0004232	XP_035718508.1	XP_037876619.1
OG0004234	XP_035720682.1	XP_012550820.1
OG0004235	XP_035743645.1, XP_035743640.1	XP_037870208.1
OG0004236	XP_035727943.1	XP_021202665.1, XP_021202663.1
OG0004237	XP_035743204.1	XP_004928571.2
OG0004238	XP_035736031.1, XP_035736021.1	XP_037868820.1, NP_001232931.1
OG0004240	XP_035736401.1, XP_035736382.1, XP_035736392.1	XP_004929308.1
OG0004241	XP_035729264.1, XP_035729265.1	XP_021205681.1
OG0004242	XP_035742066.1	NP_001171667.1
OG0004243	XP_035722921.1, XP_035722922.1	XP_012547247.1
OG0004244	XP_035728426.1	XP_012549416.1
OG0004246	XP_035723859.1	NP_001108462.1, XP_012549556.2
OG0004247	XP_035729992.1	NP_001243994.1, XP_037873014.1
OG0004248	XP_035741996.1	XP_012547300.1
OG0004249	XP_035717140.1	XP_037876178.1
OG0004251	XP_035726876.1	XP_012547340.2
OG0004252	XP_035731440.1	XP_021202111.2, XP_004921746.1, XP_037868070.1, XP_037868011.1, XP_037868010.1, XP_037875256.1, XP_037875106.1, XP_004921745.2, XP_012543888.2
OG0004253	XP_035718481.1	XP_037866659.1, XP_037866658.1, XP_004929200.2
OG0004254	XP_035728872.1	XP_037868525.1
OG0004257	XP_035740383.1	XP_004933554.2, XP_037877081.1
OG0004258	XP_035725116.1	XP_021202164.2, XP_037875585.1
OG0004259	XP_035718281.1, XP_035718280.1	XP_004922243.2
OG0004260	XP_035741730.1	XP_012547393.1
OG0004261	XP_035717515.1, XP_035717526.1, XP_035717535.1	NP_001040380.1, XP_012544671.1
OG0004262	XP_035727233.1	XP_004930073.1
OG0004263	XP_035734406.1	XP_037877347.1, XP_037876846.1
OG0004264	XP_035725740.1, XP_035725739.1, XP_035725734.1	XP_004927281.3
OG0004267	XP_035736283.1, XP_035736284.1, XP_035736279.1, XP_035736282.1, XP_035736281.1	NP_001040423.1
OG0004268	XP_035740275.1	XP_012551637.2
OG0004269	XP_035738338.1	XP_037869431.1
OG0004275	XP_035727960.1	XP_037867596.1
OG0004276	XP_035726615.1	NP_001037219.1, XP_021207863.1
OG0004277	XP_035737110.1	NP_001037159.1, XP_021208658.2
OG0004278	XP_035717356.1	NP_001037275.1
OG0004279	XP_035739348.1	XP_004932946.1
OG0004280	XP_035741808.1	XP_004928974.1
OG0004281	XP_035729783.1	NP_001124349.1
OG0004282	XP_035730957.1	XP_021206888.1, NP_001037135.1
OG0004283	XP_035722999.1	NP_001037253.1
OG0004284	XP_035738067.1	NP_001037255.1
OG0004285	XP_035727761.1	XP_004931084.2
OG0004286	XP_035730538.1	XP_004932205.1
OG0004287	XP_035741042.1	XP_004929900.1
OG0004288	XP_035720808.1, XP_035720826.1	XP_012548257.2
OG0004289	XP_035727551.1	XP_004926447.1
OG0004290	XP_035720101.1	NP_001124377.1
OG0004291	XP_035726119.1	XP_004922528.1
OG0004292	XP_035725596.1	XP_004926302.1
OG0004293	XP_035736655.1	XP_004927897.1
OG0004294	XP_035738185.1	XP_004921574.1
OG0004296	XP_035733883.1	NP_001091762.1
OG0004297	XP_035723241.1	XP_004931546.1
OG0004298	XP_035718206.1, XP_035718208.1	NP_001040401.1
OG0004299	XP_035743342.1	XP_004930348.1
OG0004300	XP_035723863.1, XP_035723864.1	XP_004930631.2
OG0004301	XP_035732070.1	XP_004929017.1
OG0004302	XP_035720276.1	XP_004931543.1
OG0004303	XP_035744082.1	XP_004929446.1
OG0004304	XP_035725524.1, XP_035734512.1	NP_001040276.1
OG0004305	XP_035743709.1	XP_004929158.1
OG0004306	XP_035722333.1	XP_004932719.1
OG0004307	XP_035734525.1	NP_001037522.1
OG0004308	XP_035739345.1	NP_001040151.1
OG0004309	XP_035734934.1	XP_004925424.1
OG0004310	XP_035740428.1	XP_004924987.1
OG0004311	XP_035738344.1	XP_012550551.1, NP_001040136.1
OG0004312	XP_035723092.1	NP_001040496.1, XP_012550108.1
OG0004313	XP_035723192.1	XP_037867585.1
OG0004314	XP_035740078.1	XP_004923945.1
OG0004315	XP_035717558.1	NP_001037082.1
OG0004316	XP_035719056.1	NP_001037580.1
OG0004317	XP_035730712.1, XP_035730359.1	NP_001037508.1
OG0004318	XP_035743742.1	NP_001037556.1
OG0004319	XP_035731619.1	XP_021207332.1
OG0004320	XP_035719797.1	XP_004924660.1
OG0004321	XP_035717572.1, XP_035717573.1	XP_004927929.1
OG0004322	XP_035741521.1	XP_004924733.1
OG0004323	XP_035743440.1	NP_001040110.1
OG0004324	XP_035737538.1, XP_035737529.1	NP_001037273.1
OG0004325	XP_035728019.1	XP_037867744.1, XP_004926849.1
OG0004326	XP_035730703.1, XP_035730701.1, XP_035730702.1	XP_004933571.2
OG0004327	XP_035743997.1	XP_004924517.1
OG0004328	XP_035730001.1	NP_001040387.1
OG0004329	XP_035718212.1	NP_001091750.1
OG0004330	XP_035719235.1	NP_001040280.1
OG0004331	XP_035738981.1, XP_035738973.1	XP_004925913.1
OG0004332	XP_035737341.1	XP_021203157.1, NP_001040397.1
OG0004333	XP_035738992.1	NP_001037390.1
OG0004334	XP_035720278.1	XP_012550250.1, NP_001040310.1
OG0004335	XP_035735736.1	XP_012549424.1, XP_012549423.1
OG0004336	XP_035718626.1, XP_035718627.1	XP_004924094.1
OG0004337	XP_035735630.1	XP_037868058.1
OG0004338	XP_035729419.1	XP_037869104.1
OG0004339	XP_035734501.1	XP_004933751.1
OG0004340	XP_035722582.1, XP_035722583.1	XP_004926461.1
OG0004341	XP_035734660.1	XP_004924871.1
OG0004343	XP_035727573.1	NP_001037094.1
OG0004344	XP_035737638.1	NP_001040439.1
OG0004345	XP_035742721.1	XP_012551528.2
OG0004346	XP_035728115.1	XP_004933671.1, XP_037869651.1
OG0004347	XP_035727554.1	XP_004925786.1
OG0004348	XP_035741454.1	XP_004931111.2
OG0004349	XP_035737735.1	NP_001091827.1
OG0004351	XP_035740789.1	XP_004922412.2
OG0004352	XP_035734849.1	XP_004925782.1
OG0004353	XP_035728821.1, XP_035728822.1	XP_004928164.1
OG0004354	XP_035723908.1	XP_012547325.1
OG0004355	XP_035736519.1	NP_001040384.1
OG0004356	XP_035733235.1	XP_004925473.1
OG0004357	XP_035735529.1	XP_004921584.1
OG0004358	XP_035734762.1	NP_001037299.1, XP_037874153.1
OG0004359	XP_035736150.1, XP_035736149.1	XP_004925255.1
OG0004360	XP_035723047.1	NP_001269152.1
OG0004361	XP_035728805.1	XP_004924614.1
OG0004362	XP_035729464.1	XP_012545769.1
OG0004363	XP_035725378.1	XP_004928927.1
OG0004364	XP_035742523.1	NP_001037102.1
OG0004365	XP_035735989.1	XP_004922522.1
OG0004366	XP_035730413.1, XP_035730414.1	XP_004933534.1
OG0004367	XP_035725831.1	XP_037868832.1, XP_012550222.1
OG0004368	XP_035717229.1	XP_012553136.1
OG0004369	XP_035730363.1	XP_021203230.1, NP_001040390.1
OG0004370	XP_035737342.1	NP_001040275.1
OG0004371	XP_035732309.1	NP_001129357.1
OG0004372	XP_035722400.1, XP_035742347.1	XP_004928871.1
OG0004373	XP_035726767.1	XP_004931816.1
OG0004374	XP_035721645.1, XP_035721643.1, XP_035721644.1	XP_004931896.1
OG0004375	XP_035729799.1	XP_004923828.1, XP_021202090.1
OG0004376	XP_035739273.1	XP_004930241.3
OG0004377	XP_035730346.1	XP_012547760.1
OG0004378	XP_035721318.1	NP_001296469.1
OG0004379	XP_035744060.1	XP_004925730.1
OG0004380	XP_035727476.1	XP_037867326.1, NP_001040229.1
OG0004381	XP_035730908.1	XP_004931120.1
OG0004382	XP_035743149.1	XP_037869285.1
OG0004383	XP_035737713.1	XP_037877691.1
OG0004384	XP_035737157.1	XP_004926239.1
OG0004385	XP_035719500.1	NP_001040538.1
OG0004386	XP_035728610.1	XP_004928867.1
OG0004387	XP_035728475.1	XP_004922580.1, XP_004922589.1
OG0004388	XP_035718412.1	XP_012549974.1
OG0004389	XP_035724824.1, XP_035724818.1	NP_001040186.1
OG0004390	XP_035743668.1	XP_037868814.1
OG0004391	XP_035733585.1	XP_037871984.1
OG0004393	XP_035732776.1, XP_035732775.1	NP_001037105.1
OG0004394	XP_035728866.1	XP_012552792.1
OG0004395	XP_035740486.1, XP_035740485.1	NP_001040356.1
OG0004396	XP_035729293.1	XP_037867106.1
OG0004397	XP_035735802.1	XP_012551911.1
OG0004398	XP_035723869.1	XP_004929393.1, NP_001170880.1
OG0004400	XP_035733355.1	XP_037872499.1
OG0004401	XP_035718275.1	XP_012552909.2
OG0004402	XP_035736680.1	NP_001040509.1, XP_012543996.1
OG0004403	XP_035732186.1	XP_012545483.1
OG0004404	XP_035723780.1	NP_001153659.1
OG0004405	XP_035741747.1, XP_035741748.1	XP_037869481.1
OG0004406	XP_035738543.1, XP_035738534.1	XP_037869513.1
OG0004407	XP_035739319.1	NP_001127727.1, XP_037877636.1, XP_004929240.1
OG0004408	XP_035730627.1	XP_021204847.1, XP_012547412.1
OG0004409	XP_035728419.1	XP_004926345.2
OG0004410	XP_035720846.1	XP_004933293.1
OG0004411	XP_035722405.1	XP_004933256.1, XP_037876327.1
OG0004412	XP_035719195.1	NP_001040148.1
OG0004414	XP_035738576.1	XP_037869727.1
OG0004416	XP_035738970.1	XP_004931870.1
OG0004417	XP_035729764.1	XP_004922278.1
OG0004418	XP_035730683.1	XP_004933565.1
OG0004419	XP_035732549.1	XP_012550117.2, XP_021206649.1
OG0004420	XP_035731618.1, XP_035731617.1, XP_035731616.1	XP_004925324.1
OG0004421	XP_035720456.1	XP_004925566.1
OG0004422	XP_035740657.1	XP_004928435.1
OG0004423	XP_035720991.1	XP_012549290.1
OG0004424	XP_035743112.1	NP_001157386.1, XP_012545026.1
OG0004425	XP_035723415.1	XP_004926812.1
OG0004426	XP_035724104.1	XP_004930472.2
OG0004427	XP_035739301.1	XP_004924406.1
OG0004428	XP_035736768.1	NP_001129356.1
OG0004429	XP_035732065.1	XP_004925622.1
OG0004430	XP_035739616.1	XP_004928252.2
OG0004431	XP_035722511.1	XP_004922106.1
OG0004432	XP_035741162.1	XP_004932553.1
OG0004433	XP_035731987.1	XP_037866638.1, XP_037866639.1, XP_037866640.1, XP_037866641.1
OG0004434	XP_035734164.1	XP_021204518.1
OG0004436	XP_035730356.1	NP_001138799.1, XP_012547715.1
OG0004437	XP_035724802.1	XP_037875079.1
OG0004438	XP_035727371.1	XP_021207788.2
OG0004439	XP_035718572.1	NP_001266353.1, XP_021207445.2
OG0004440	XP_035727370.1	NP_001037602.1
OG0004441	XP_035738273.1	NP_001093308.1, XP_012550230.1
OG0004442	XP_035740372.1	XP_004932564.1
OG0004443	XP_035731329.1	XP_037871924.1, XP_037871925.1
OG0004444	XP_035740096.1	XP_004929444.1
OG0004445	XP_035723788.1	NP_001106224.1, XP_021207530.1
OG0004446	XP_035719324.1	XP_004922901.1
OG0004447	XP_035735179.1, XP_035735188.1	XP_037868292.1
OG0004448	XP_035728727.1	XP_004928620.1
OG0004449	XP_035743694.1	XP_012545915.2
OG0004450	XP_035727401.1	XP_012546120.1, XP_012546119.1, XP_021203885.1
OG0004451	XP_035725506.1	XP_004925914.2
OG0004452	XP_035731645.1	NP_001166808.1
OG0004453	XP_035720216.1	NP_001136085.1
OG0004454	XP_035736689.1	XP_037871803.1
OG0004455	XP_035727968.1	XP_021202583.2
OG0004457	XP_035736630.1	XP_004929281.1
OG0004458	XP_035724766.1, XP_035724762.1, XP_035724763.1, XP_035724765.1	XP_004926768.1
OG0004459	XP_035731942.1	XP_004929750.1
OG0004460	XP_035721446.1	XP_037868050.1
OG0004461	XP_035718765.1	XP_004932074.2
OG0004462	XP_035722733.1	XP_037868896.1
OG0004463	XP_035721801.1, XP_035721800.1	XP_037867166.1
OG0004465	XP_035726580.1	XP_004922073.1
OG0004466	XP_035732099.1	XP_021206330.1, XP_004922393.1
OG0004467	XP_035737645.1	XP_004924429.2
OG0004468	XP_035734723.1	XP_004930943.1
OG0004469	XP_035725041.1	XP_021205574.2
OG0004470	XP_035744270.1	XP_004923758.2
OG0004471	XP_035730247.1	XP_021208505.1, NP_001040146.1
OG0004472	XP_035727785.1	XP_004927286.1
OG0004473	XP_035733284.1	XP_004923352.2
OG0004474	XP_035725461.1	XP_012551241.2
OG0004475	XP_035743318.1	XP_021204191.1
OG0004476	XP_035718399.1	XP_012552109.1
OG0004478	XP_035730715.1	XP_004927741.2
OG0004479	XP_035722946.1	XP_004928540.2
OG0004480	XP_035736483.1	XP_004926613.2, XP_037877374.1
OG0004481	XP_035733454.1	XP_037871521.1, NP_001037015.1
OG0004483	XP_035730996.1	XP_004931686.2
OG0004484	XP_035732547.1	XP_012550143.1
OG0004485	XP_035740480.1	XP_037869915.1
OG0004486	XP_035717168.1	NP_001296544.1
OG0004487	XP_035730145.1	XP_021205891.1
OG0004490	XP_035725932.1	XP_021203669.1
OG0004491	XP_035744192.1	XP_004931937.1
OG0004492	XP_035744278.1	XP_004927204.2
OG0004493	XP_035743917.1	XP_004922061.3
OG0004494	XP_035742984.1, XP_035742982.1, XP_035742983.1	NP_001040545.1, XP_037872570.1
OG0004495	XP_035740269.1	XP_004932393.1
OG0004496	XP_035728802.1	XP_037868699.1
OG0004497	XP_035742527.1	XP_037870498.1
OG0004498	XP_035738459.1	XP_004931902.2
OG0004499	XP_035726016.1	XP_012547044.2
OG0004500	XP_035717636.1, XP_035717647.1	XP_004923356.1, XP_037876238.1
OG0004501	XP_035736381.1	XP_012549502.2
OG0004502	XP_035719188.1	XP_004924030.1
OG0004503	XP_035739249.1	XP_004930888.2
OG0004504	XP_035723438.1	XP_037869269.1, XP_012549535.1
OG0004505	XP_035717360.1	XP_037871579.1
OG0004506	XP_035736812.1	XP_021206434.2
OG0004507	XP_035718493.1	XP_012551824.2, NP_001040548.1
OG0004508	XP_035742525.1	XP_004921717.1
OG0004509	XP_035720458.1	XP_012544620.2
OG0004510	XP_035740791.1	XP_037868142.1
OG0004511	XP_035726964.1, XP_035726965.1, XP_035727102.1, XP_035727101.1	XP_004926798.1
OG0004512	XP_035738958.1	XP_037867183.1
OG0004513	XP_035743899.1	XP_004925974.1
OG0004514	XP_035718083.1	XP_004924190.1
OG0004515	XP_035723012.1	XP_004928585.1
OG0004516	XP_035719360.1	XP_037877318.1, XP_037871723.1
OG0004517	XP_035733513.1	XP_021204138.1
OG0004518	XP_035739395.1, XP_035739400.1	XP_037874751.1
OG0004519	XP_035732781.1	XP_037876118.1, NP_001036900.1
OG0004520	XP_035731589.1	XP_004930185.1, XP_004930184.1, XP_004930183.1
OG0004521	XP_035724029.1	NP_001166283.1, XP_037874249.1
OG0004522	XP_035736624.1	XP_012550146.1
OG0004524	XP_035726861.1	XP_037868919.1
OG0004525	XP_035727535.1, XP_035727534.1	XP_012549849.2
OG0004527	XP_035741321.1	XP_037877355.1
OG0004528	XP_035732005.1	NP_001091810.1
OG0004529	XP_035725981.1	XP_037867115.1
OG0004530	XP_035732562.1	XP_004929406.1
OG0004531	XP_035743346.1	XP_037871728.1
OG0004532	XP_035722309.1	XP_004925125.1
OG0004533	XP_035724228.1	XP_004927924.1
OG0004534	XP_035744288.1	XP_037877609.1
OG0004535	XP_035720361.1	XP_004923114.2
OG0004536	XP_035728877.1	NP_001093276.1
OG0004537	XP_035727784.1, XP_035727783.1	XP_037867597.1
OG0004538	XP_035742290.1	XP_004927885.1, XP_037870948.1
OG0004539	XP_035739489.1, XP_035739491.1, XP_035739492.1	XP_004921572.1
OG0004540	XP_035741431.1	XP_004925261.1
OG0004541	XP_035733690.1	NP_001159615.1, XP_037872549.1
OG0004542	XP_035721472.1, XP_035721471.1	XP_037869561.1, NP_001037009.1
OG0004543	XP_035725469.1	XP_012548030.1
OG0004544	XP_035728685.1	XP_004924603.1
OG0004545	XP_035720694.1	XP_004925979.1
OG0004546	XP_035717775.1	XP_037872933.1
OG0004547	XP_035734168.1	XP_012545466.1, XP_021203391.1, XP_021203392.1
OG0004548	XP_035718891.1, XP_035718885.1	NP_001041678.1, XP_037874643.1
OG0004549	XP_035734368.1	XP_004921859.1
OG0004550	XP_035723468.1, XP_035723469.1	XP_037875309.1
OG0004551	XP_035741618.1	XP_004930352.1
OG0004552	XP_035744247.1	XP_004922110.2
OG0004553	XP_035736693.1	XP_037877807.1
OG0004554	XP_035732265.1	XP_021202751.1
OG0004555	XP_035719814.1	XP_004926997.1
OG0004556	XP_035729879.1	XP_004925803.1
OG0004557	XP_035718826.1	XP_037876725.1
OG0004558	XP_035739619.1, XP_035739618.1	XP_004928427.1
OG0004559	XP_035727085.1	XP_004931495.1
OG0004560	XP_035741070.1	XP_021207502.1, XP_012550797.1, XP_012550795.1
OG0004561	XP_035740066.1, XP_035740064.1, XP_035740065.1, XP_035740067.1	NP_001040132.1
OG0004563	XP_035738719.1, XP_035738720.1	XP_004926318.1
OG0004564	XP_035719074.1	XP_004927446.1
OG0004565	XP_035732967.1	XP_004926267.1
OG0004566	XP_035738102.1	NP_001040367.1
OG0004567	XP_035727965.1	XP_004925491.1
OG0004568	XP_035717632.1	XP_037867040.1
OG0004569	XP_035736598.1	XP_004926257.1
OG0004570	XP_035737834.1	NP_001188366.1
OG0004571	XP_035730160.1	XP_004928163.3
OG0004572	XP_035739695.1	NP_001138798.1, XP_037877641.1
