Orthogroup	Vespa_mandarinia	Drosophila_melanogaster
OG0003932	XP_035741680.1	NP_001036655.1
OG0003933	XP_035738414.1	NP_477445.1
OG0003934	XP_035730344.1	NP_648581.1
OG0003935	XP_035722585.1	NP_001287055.1
OG0003936	XP_035737650.1	NP_524483.1
OG0003937	XP_035719140.1, XP_035719138.1	NP_611251.2
OG0003938	XP_035724446.1	NP_001262741.1
OG0003939	XP_035723858.1	NP_001259461.1
OG0003940	XP_035727976.1	NP_650512.1
OG0003941	XP_035732011.1	NP_001259608.1
OG0003943	XP_035744238.1	NP_649905.1
OG0003944	XP_035731900.1	NP_001261149.1
OG0003945	XP_035726780.1	NP_608585.1
OG0003946	XP_035740564.1	NP_647768.3
OG0003947	XP_035725105.1	NP_651180.3
OG0003948	XP_035728655.1, XP_035728647.1, XP_035728640.1	NP_001286414.1
OG0003950	XP_035728307.1, XP_035728308.1	NP_731494.1, NP_731495.1
OG0003951	XP_035741587.1	NP_996299.1
OG0003952	XP_035729498.1	NP_649594.1
OG0003953	XP_035740232.1	NP_001188991.1, NP_001162855.1, NP_733175.1
OG0003954	XP_035735045.1	NP_611769.2, NP_001245708.1
OG0003955	XP_035731385.1	NP_001247152.1
OG0003956	XP_035729488.1	NP_477397.1
OG0003957	XP_035720866.1	NP_001261167.1
OG0003958	XP_035722542.1	NP_477224.1
OG0003959	XP_035735302.1	NP_001261183.1
OG0003960	XP_035725349.1	NP_001097394.1
OG0003961	XP_035729470.1	NP_610107.1
OG0003962	XP_035732961.1	NP_523811.1
OG0003963	XP_035731686.1	NP_611832.1
OG0003964	XP_035730442.1, XP_035730431.1	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1
OG0003965	XP_035732470.1	NP_648590.1
OG0003966	XP_035741154.1	NP_001286169.1
OG0003967	XP_035735200.1	NP_649099.1
OG0003968	XP_035730862.1	NP_610398.1
OG0003969	XP_035743294.1	NP_569880.1
OG0003970	XP_035721059.1	NP_001262490.1, NP_731657.2
OG0003971	XP_035739064.1	NP_001285692.1
OG0003972	XP_035730853.1	NP_611539.1
OG0003973	XP_035717559.1	NP_001286341.1, NP_725128.2, NP_610757.1
OG0003974	XP_035730852.1	NP_651278.2
OG0003975	XP_035724857.1	NP_649552.1
OG0003976	XP_035728148.1	NP_001246589.1
OG0003977	XP_035718687.1	NP_570081.2
OG0003978	XP_035738462.1	NP_001285330.1, NP_001263122.1
OG0003979	XP_035739671.1	NP_611690.2
OG0003980	XP_035739757.1	NP_572722.2
OG0003981	XP_035734974.1, XP_035734968.1	NP_610429.2
OG0003982	XP_035743591.1	NP_609079.2
OG0003983	XP_035721291.1	NP_001137958.1
OG0003984	XP_035718571.1	NP_611900.1
OG0003985	XP_035728130.1	NP_572747.1
OG0003986	XP_035724336.1	NP_511064.2
OG0003987	XP_035744210.1	NP_001286391.1
OG0003988	XP_035724570.1, XP_035724562.1	NP_001163748.1
OG0003989	XP_035732054.1	NP_001163103.1
OG0003990	XP_035724405.1	NP_524448.3
OG0003991	XP_035734801.1	NP_524623.2
OG0003992	XP_035742085.1	NP_573116.2
OG0003994	XP_035739544.1	NP_001286707.1
OG0003995	XP_035731443.1	NP_001284866.1
OG0003996	XP_035732664.1	NP_001259362.1, NP_650489.1
OG0003997	XP_035728931.1	NP_001246522.1, NP_722917.2, NP_608787.1
OG0003998	XP_035723077.1	NP_001162829.1
OG0003999	XP_035721916.1	NP_523723.1
OG0004000	XP_035733367.1	NP_001246063.1
OG0004002	XP_035733605.1	NP_001303384.1
OG0004003	XP_035739471.1	NP_001162933.1
OG0004004	XP_035733374.1	NP_609954.1, NP_001286084.1
OG0004005	XP_035724095.1	NP_732452.1
OG0004006	XP_035717929.1, XP_035717928.1	NP_724569.1
OG0004008	XP_035728446.1	NP_001097360.1
OG0004009	XP_035729440.1	NP_731065.1
OG0004010	XP_035728881.1	NP_572391.1
OG0004011	XP_035733862.1	NP_001260641.1
OG0004012	XP_035736804.1	NP_001096948.2
OG0004014	XP_035735369.1	NP_572951.1
OG0004016	XP_035729441.1	NP_001189283.1
OG0004017	XP_035723806.1	NP_001286893.1
OG0004018	XP_035731393.1	NP_728546.1
OG0004020	XP_035731783.1	NP_001287463.1
OG0004021	XP_035721210.1	NP_001259691.1
OG0004022	XP_035737401.1	NP_001285276.1
OG0004023	XP_035740389.1	NP_001285665.1
OG0004026	XP_035732181.1	NP_524473.2
OG0004027	XP_035722201.1, XP_035722199.1	NP_648926.3
OG0004029	XP_035730803.1	NP_001097121.1
OG0004030	XP_035740912.1	NP_001262385.1, NP_001189194.1
OG0004031	XP_035728618.1	NP_524815.1
OG0004033	XP_035739824.1	NP_477436.1
OG0004034	XP_035733213.1	NP_609890.2
OG0004035	XP_035738641.1	NP_001285328.1
OG0004036	XP_035733409.1	NP_649324.1
OG0004037	XP_035744271.1	NP_001262772.1
OG0004038	XP_035732499.1	NP_001245836.1
OG0004040	XP_035720761.1	NP_001285092.1, NP_572658.2
OG0004042	XP_035742856.1	NP_523917.2
OG0004043	XP_035736668.1	NP_001259062.1
OG0004044	XP_035735054.1, XP_035735057.1	NP_572373.1
OG0004045	XP_035732093.1	NP_523806.2, NP_524607.1
OG0004046	XP_035720290.1, XP_035720281.1, XP_035720301.1	NP_001189212.1
OG0004047	XP_035737864.1, XP_035737856.1	NP_649701.2
OG0004048	XP_035734390.1	NP_001097680.1
OG0004049	XP_035738694.1	NP_610466.2
OG0004050	XP_035741161.1	NP_573088.1
OG0004051	XP_035731634.1	NP_573193.1, NP_650498.3
OG0004052	XP_035722510.1	NP_001262451.1
OG0004053	XP_035742586.1	NP_001260958.1
OG0004054	XP_035722839.1	NP_001260969.1
OG0004055	XP_035737011.1, XP_035737067.1	NP_649411.1
OG0004056	XP_035742556.1, XP_035742555.1	NP_001259979.1
OG0004058	XP_035730639.1	NP_477114.1
OG0004059	XP_035728869.1	NP_001261609.1
OG0004060	XP_035723583.1	NP_476576.1
OG0004061	XP_035736892.1, XP_035736893.1	NP_001285590.1
OG0004062	XP_035730239.1	NP_001245607.1
OG0004063	XP_035734463.1	NP_001162975.1
OG0004064	XP_035718783.1	NP_001259152.1
OG0004065	XP_035728980.1, XP_035728982.1	NP_001286823.1, NP_001259234.1
OG0004066	XP_035736379.1	NP_573146.1
OG0004067	XP_035723608.1	NP_001261227.1
OG0004068	XP_035723988.1	NP_725626.1, NP_476863.1
OG0004069	XP_035731934.1	NP_001368995.1
OG0004070	XP_035729983.1	NP_001162753.1, NP_001285243.1
OG0004071	XP_035724626.1	NP_996010.2
OG0004072	XP_035741311.1	NP_572759.1
OG0004073	XP_035732673.1	NP_648318.2
OG0004074	XP_035740733.1	NP_001286846.1
OG0004075	XP_035735660.1	NP_788639.1
OG0004076	XP_035731134.1	NP_608550.1
OG0004077	XP_035728076.1, XP_035728078.1	NP_650693.1
OG0004078	XP_035718984.1	NP_649890.1
OG0004079	XP_035740056.1	NP_001137777.1
OG0004080	XP_035733503.1	NP_523890.2
OG0004081	XP_035739709.1, XP_035739717.1	NP_001188938.1
OG0004082	XP_035734984.1	NP_001260586.1
OG0004083	XP_035734731.1	NP_569978.1
OG0004085	XP_035730173.1	NP_001246647.1
OG0004086	XP_035739570.1	NP_001138108.1
OG0004087	XP_035732052.1	NP_001259779.1
OG0004088	XP_035734587.1	NP_723510.1
OG0004089	XP_035743579.1	NP_001260005.1
OG0004090	XP_035734598.1, XP_035734599.1, XP_035734600.1	NP_609643.2
OG0004091	XP_035732055.1	NP_609204.2
OG0004092	XP_035735811.1	NP_001285421.1
OG0004093	XP_035722822.1	NP_001259507.1
OG0004094	XP_035720188.1	NP_511152.2
OG0004095	XP_035738075.1	NP_477374.1
OG0004096	XP_035720249.1	NP_725637.1
OG0004097	XP_035731266.1	NP_001286067.1
OG0004099	XP_035722522.1	NP_650205.1
OG0004100	XP_035738349.1	NP_609183.1
OG0004101	XP_035727444.1	NP_723188.1
OG0004102	XP_035727231.1	NP_001262443.1
OG0004103	XP_035741524.1	NP_001027038.3
OG0004105	XP_035741443.1	NP_001260476.1
OG0004106	XP_035736722.1	NP_649461.2
OG0004107	XP_035729761.1, XP_035729760.1	NP_647638.1
OG0004108	XP_035724162.1	NP_788735.1
OG0004109	XP_035736981.1	NP_523920.1
OG0004110	XP_035742862.1	NP_611023.1
OG0004111	XP_035734205.1, XP_035734206.1	NP_523982.2
OG0004112	XP_035737666.1	NP_608410.2
OG0004113	XP_035739124.1, XP_035739123.1	NP_524712.1
OG0004114	XP_035738465.1, XP_035738464.1	NP_476905.1
OG0004116	XP_035731895.1	NP_651973.4
OG0004117	XP_035732283.1, XP_035732284.1, XP_035732287.1	NP_648367.1
OG0004119	XP_035735994.1, XP_035735818.1, XP_035735911.1	NP_651939.4
OG0004120	XP_035742838.1	NP_001263153.1
OG0004121	XP_035717536.1	NP_523790.1
OG0004122	XP_035734137.1	NP_648520.1
OG0004123	XP_035726648.1	NP_001260855.1
OG0004124	XP_035743002.1	NP_523879.2, NP_728565.1
OG0004125	XP_035742806.1	NP_573215.1
OG0004126	XP_035721947.1	NP_001260594.1
OG0004128	XP_035744133.1	NP_001286068.1
OG0004129	XP_035717419.1, XP_035717418.1, XP_035717420.1, XP_035717417.1	NP_001245829.1
OG0004130	XP_035733718.1	NP_001245938.1
OG0004131	XP_035739715.1	NP_001284898.1, NP_001284897.1
OG0004132	XP_035737227.1	NP_001285233.1
OG0004133	XP_035739242.1	NP_001259348.1
OG0004137	XP_035729638.1, XP_035729636.1, XP_035729637.1	NP_610611.1
OG0004138	XP_035723449.1	NP_001027221.1
OG0004139	XP_035741841.1	NP_001262795.1
OG0004141	XP_035741127.1	NP_524372.1, NP_525036.2
OG0004142	XP_035739033.1	NP_723952.2
OG0004143	XP_035732269.1	NP_523942.2
OG0004144	XP_035742935.1	NP_001259820.1
OG0004145	XP_035724100.1	NP_001097306.2
OG0004146	XP_035728347.1	NP_648847.3
OG0004147	XP_035741514.1	NP_001014556.1
OG0004148	XP_035743559.1	NP_001245598.1
OG0004149	XP_035743892.1	NP_572236.3
OG0004150	XP_035734499.1, XP_035734497.1, XP_035734498.1	NP_649909.1
OG0004151	XP_035736769.1	NP_648032.1
OG0004153	XP_035723985.1	NP_001036757.1
OG0004154	XP_035730364.1	NP_611433.3, NP_651549.1
OG0004155	XP_035741937.1	NP_524453.1
OG0004157	XP_035727222.1	NP_610845.1
OG0004158	XP_035743063.1	NP_001261442.1
OG0004159	XP_035729994.1	NP_609541.1
OG0004160	XP_035744269.1	NP_610297.2
OG0004161	XP_035717907.1, XP_035717915.1	NP_610792.2
OG0004162	XP_035725411.1	NP_001097114.2
OG0004163	XP_035726235.1	NP_001260044.1
OG0004164	XP_035722211.1, XP_035722212.1, XP_035722213.1	NP_001097850.3
OG0004166	XP_035737609.1, XP_035737610.1	NP_610783.1
OG0004167	XP_035720534.1	NP_001245796.1
OG0004168	XP_035734484.1	NP_651717.1
OG0004169	XP_035724798.1	NP_477088.2
OG0004170	XP_035729232.1	NP_001097606.1
OG0004171	XP_035744276.1	NP_611857.3
OG0004172	XP_035730777.1, XP_035730775.1	NP_476845.2
OG0004173	XP_035718583.1	NP_001261621.2, NP_476855.1
OG0004174	XP_035744171.1, XP_035744117.1	NP_001261172.1
OG0004175	XP_035738839.1	NP_001369072.1
OG0004176	XP_035730765.1, XP_035730771.1	NP_001246184.1
OG0004177	XP_035733606.1, XP_035733617.1	NP_001260615.1
OG0004178	XP_035722587.1	NP_001027420.2
OG0004180	XP_035737312.1	NP_001162639.2
OG0004181	XP_035730027.1, XP_035730028.1	NP_477219.1
OG0004182	XP_035740117.1	NP_610116.2
OG0004183	XP_035719791.1, XP_035719792.1	NP_001260578.1
OG0004184	XP_035728549.1	NP_477022.1
OG0004186	XP_035718296.1	NP_001097184.2
OG0004187	XP_035738826.1	NP_651004.1
OG0004188	XP_035738124.1	NP_608524.1
OG0004189	XP_035734845.1	NP_648455.2
OG0004190	XP_035722618.1	NP_001096996.1
OG0004191	XP_035741700.1	NP_001261503.1
OG0004192	XP_035732056.1	NP_651851.1
OG0004193	XP_035737284.1	NP_001163275.2
OG0004194	XP_035722501.1	NP_001261636.1
OG0004195	XP_035725698.1, XP_035725696.1, XP_035725699.1, XP_035725697.1	NP_001303365.1
OG0004196	XP_035730379.1, XP_035730377.1	NP_572860.2, NP_608430.2, NP_650728.1
OG0004197	XP_035742036.1	NP_523924.1
OG0004198	XP_035726708.1	NP_652562.2
OG0004199	XP_035737594.1, XP_035737601.1	NP_001259983.1
OG0004201	XP_035740723.1, XP_035740721.1	NP_651849.1
OG0004202	XP_035725976.1	NP_001260133.1
OG0004203	XP_035736300.1	NP_648267.1
OG0004205	XP_035739604.1	NP_608637.1
OG0004206	XP_035730713.1	NP_610556.1
OG0004207	XP_035717802.1	NP_001286287.1, NP_001247263.1
OG0004209	XP_035728915.1	NP_001287316.1
OG0004210	XP_035730546.1, XP_035730537.1	NP_611540.1, NP_723119.1
OG0004211	XP_035737251.1, XP_035737252.1	NP_726630.2
OG0004212	XP_035740886.1	NP_001260087.1
OG0004213	XP_035732614.1	NP_649590.1
OG0004214	XP_035731116.1	NP_524783.1, NP_001262446.1
OG0004215	XP_035719584.1	NP_001260417.1
OG0004216	XP_035742724.1	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1
OG0004219	XP_035728938.1, XP_035728939.1	NP_648343.1
OG0004220	XP_035731785.1	NP_477041.1
OG0004222	XP_035724454.1, XP_035724456.1, XP_035724455.1	NP_611021.1
OG0004224	XP_035743280.1	NP_001189250.2
OG0004225	XP_035721143.1	NP_650989.6
OG0004228	XP_035722092.1, XP_035722093.1	NP_001284939.1
OG0004229	XP_035717345.1	NP_001163414.1
OG0004230	XP_035727206.1, XP_035727195.1	NP_001261376.1
OG0004231	XP_035739737.1	NP_001368969.1
OG0004232	XP_035718508.1	NP_001262107.1
OG0004234	XP_035720682.1	NP_610253.1
OG0004236	XP_035727943.1	NP_001369050.1
OG0004237	XP_035743204.1	NP_001285677.1, NP_609042.1
OG0004238	XP_035736031.1, XP_035736021.1	NP_724428.1
OG0004240	XP_035736401.1, XP_035736382.1, XP_035736392.1	NP_476601.1, NP_476732.1, NP_476600.1
OG0004241	XP_035729264.1, XP_035729265.1	NP_001303313.1
OG0004242	XP_035742066.1	NP_001356934.1
OG0004243	XP_035722921.1, XP_035722922.1	NP_648724.1
OG0004244	XP_035728426.1	NP_727768.1
OG0004246	XP_035723859.1	NP_001014610.1
OG0004247	XP_035729992.1	NP_001260710.1
OG0004248	XP_035741996.1	NP_001137610.1
OG0004249	XP_035717140.1	NP_610325.1
OG0004251	XP_035726876.1	NP_001259575.1
OG0004252	XP_035731440.1	NP_001246441.1
OG0004253	XP_035718481.1	NP_722629.1
OG0004257	XP_035740383.1	NP_572166.1, NP_572616.1
OG0004258	XP_035725116.1	NP_001286256.1
OG0004264	XP_035725740.1, XP_035725739.1, XP_035725734.1	NP_001188568.1
OG0004275	XP_035727960.1	NP_001287569.1
OG0004276	XP_035726615.1	NP_523774.1
OG0004277	XP_035737110.1	NP_523975.1
OG0004278	XP_035717356.1	NP_524315.2
OG0004279	XP_035739348.1	NP_650333.1, NP_648622.1
OG0004280	XP_035741808.1	NP_650696.1, NP_648616.1, NP_648615.1
OG0004281	XP_035729783.1	NP_001188972.1
OG0004282	XP_035730957.1	NP_001097151.1, NP_001285794.1
OG0004283	XP_035722999.1	NP_001287481.1
OG0004284	XP_035738067.1	NP_001245404.1
OG0004285	XP_035727761.1	NP_724783.1
OG0004286	XP_035730538.1	NP_001246362.1
OG0004287	XP_035741042.1	NP_001188682.1, NP_570087.1
OG0004288	XP_035720808.1, XP_035720826.1	NP_572478.1
OG0004289	XP_035727551.1	NP_650780.1
OG0004290	XP_035720101.1	NP_001261742.1
OG0004291	XP_035726119.1	NP_650301.1
OG0004292	XP_035725596.1	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2
OG0004293	XP_035736655.1	NP_730662.2
OG0004294	XP_035738185.1	NP_001262039.1
OG0004295	XP_035727192.1	NP_001287206.1
OG0004296	XP_035733883.1	NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1
OG0004297	XP_035723241.1	NP_524938.1
OG0004298	XP_035718206.1, XP_035718208.1	NP_524779.1
OG0004299	XP_035743342.1	NP_001137795.2
OG0004300	XP_035723863.1, XP_035723864.1	NP_001287572.1
OG0004301	XP_035732070.1	NP_001285193.1
OG0004302	XP_035720276.1	NP_648377.1
OG0004303	XP_035744082.1	NP_001260495.1
OG0004304	XP_035725524.1, XP_035734512.1	NP_001260293.1
OG0004305	XP_035743709.1	NP_001259881.1
OG0004306	XP_035722333.1	NP_001262472.1
OG0004307	XP_035734525.1	NP_001188689.2
OG0004308	XP_035739345.1	NP_524051.1
OG0004309	XP_035734934.1	NP_001245541.1
OG0004310	XP_035740428.1	NP_001137770.1
OG0004311	XP_035738344.1	NP_001246045.1
OG0004312	XP_035723092.1	NP_001261435.1
OG0004313	XP_035723192.1	NP_001285137.1
OG0004314	XP_035740078.1	NP_001285543.1
OG0004315	XP_035717558.1	NP_647792.1
OG0004316	XP_035719056.1	NP_001263104.1
OG0004317	XP_035730712.1, XP_035730359.1	NP_001286731.1
OG0004318	XP_035743742.1	NP_001286506.1
OG0004320	XP_035719797.1	NP_731523.1
OG0004321	XP_035717572.1, XP_035717573.1	NP_611092.2
OG0004322	XP_035741521.1	NP_001163347.1
OG0004323	XP_035743440.1	NP_001260233.1, NP_609197.2, NP_001260232.1
OG0004324	XP_035737538.1, XP_035737529.1	NP_001286410.1
OG0004325	XP_035728019.1	NP_524275.1
OG0004326	XP_035730703.1, XP_035730701.1, XP_035730702.1	NP_610463.2
OG0004327	XP_035743997.1	NP_524452.4
OG0004328	XP_035730001.1	NP_724834.1
OG0004329	XP_035718212.1	NP_001259822.1
OG0004330	XP_035719235.1	NP_649676.1
OG0004331	XP_035738981.1, XP_035738973.1	NP_647991.1
OG0004332	XP_035737341.1	NP_650987.1
OG0004333	XP_035738992.1	NP_524260.1, NP_477414.1
OG0004334	XP_035720278.1	NP_001163571.1, NP_649912.1
OG0004335	XP_035735736.1	NP_610220.1
OG0004336	XP_035718626.1, XP_035718627.1	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1
OG0004337	XP_035735630.1	NP_001261269.1
OG0004338	XP_035729419.1	NP_609845.1
OG0004339	XP_035734501.1	NP_649908.1
OG0004340	XP_035722582.1, XP_035722583.1	NP_001286348.1
OG0004341	XP_035734660.1	NP_609351.1
OG0004342	XP_035725064.1, XP_035725063.1, XP_035725065.1, XP_035725061.1, XP_035725062.1	NP_001097058.1
OG0004343	XP_035727573.1	NP_001097094.1
OG0004344	XP_035737638.1	NP_001259272.1
OG0004345	XP_035742721.1	NP_649252.1
OG0004346	XP_035728115.1	NP_609805.1
OG0004347	XP_035727554.1	NP_524207.1
OG0004348	XP_035741454.1	NP_001163845.1, NP_001015476.1
OG0004349	XP_035737735.1	NP_611559.1
OG0004351	XP_035740789.1	NP_525119.1
OG0004352	XP_035734849.1	NP_649028.3
OG0004353	XP_035728821.1, XP_035728822.1	NP_001285310.1
OG0004354	XP_035723908.1	NP_001287035.1
OG0004355	XP_035736519.1	NP_536744.2
OG0004356	XP_035733235.1	NP_611425.1
OG0004357	XP_035735529.1	NP_572562.1
OG0004358	XP_035734762.1	NP_001286503.1
OG0004359	XP_035736150.1, XP_035736149.1	NP_001189211.1
OG0004360	XP_035723047.1	NP_650056.1
OG0004361	XP_035728805.1	NP_650673.1
OG0004362	XP_035729464.1	NP_001262304.1
OG0004363	XP_035725378.1	NP_001261322.1
OG0004365	XP_035735989.1	NP_648494.2
OG0004366	XP_035730413.1, XP_035730414.1	NP_523476.1
OG0004367	XP_035725831.1	NP_732020.2
OG0004368	XP_035717229.1	NP_524318.1
OG0004369	XP_035730363.1	NP_523582.4
OG0004370	XP_035737342.1	NP_001138143.2
OG0004371	XP_035732309.1	NP_648188.2
OG0004372	XP_035722400.1, XP_035742347.1	NP_001262726.1
OG0004373	XP_035726767.1	NP_728447.2, NP_996529.1, NP_728443.1
OG0004374	XP_035721645.1, XP_035721643.1, XP_035721644.1	NP_001303568.1
OG0004375	XP_035729799.1	NP_608830.3
OG0004376	XP_035739273.1	NP_647775.1
OG0004377	XP_035730346.1	NP_001138105.1
OG0004378	XP_035721318.1	NP_001137873.1
OG0004379	XP_035744060.1	NP_001285662.1
OG0004380	XP_035727476.1	NP_001247273.1
OG0004381	XP_035730908.1	NP_001260780.1
OG0004382	XP_035743149.1	NP_996490.1
OG0004383	XP_035737713.1	NP_610545.1
OG0004384	XP_035737157.1	NP_609443.1
OG0004385	XP_035719500.1	NP_788616.1, NP_001189205.1
OG0004386	XP_035728610.1	NP_611691.1
OG0004387	XP_035728475.1	NP_001285889.1
OG0004388	XP_035718412.1	NP_723505.2
OG0004389	XP_035724824.1, XP_035724818.1	NP_523561.1
OG0004390	XP_035743668.1	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1
OG0004391	XP_035733585.1	NP_001260317.1
OG0004393	XP_035732776.1, XP_035732775.1	NP_610677.1
OG0004394	XP_035728866.1	NP_650976.1
OG0004395	XP_035740486.1, XP_035740485.1	NP_651456.1
OG0004396	XP_035729293.1	NP_610554.1
OG0004397	XP_035735802.1	NP_726779.1
OG0004398	XP_035723869.1	NP_476730.1, NP_476834.1
OG0004399	XP_035738328.1, XP_035738327.1	NP_001246624.1
OG0004400	XP_035733355.1	NP_729935.1
OG0004401	XP_035718275.1	NP_649256.1
OG0004402	XP_035736680.1	NP_524923.1
OG0004403	XP_035732186.1	NP_651498.1
OG0004404	XP_035723780.1	NP_524030.2
OG0004405	XP_035741747.1, XP_035741748.1	NP_649570.1
OG0004406	XP_035738543.1, XP_035738534.1	NP_733063.1
OG0004407	XP_035739319.1	NP_001162940.3, NP_995925.2
OG0004408	XP_035730627.1	NP_001287062.1
OG0004409	XP_035728419.1	NP_524182.3
OG0004410	XP_035720846.1	NP_651927.1
OG0004411	XP_035722405.1	NP_001163296.1
OG0004412	XP_035719195.1	NP_609399.1
OG0004414	XP_035738576.1	NP_001261930.1
OG0004416	XP_035738970.1	NP_001261410.1
OG0004417	XP_035729764.1	NP_001260142.1
OG0004418	XP_035730683.1	NP_610327.1, NP_724615.1
OG0004419	XP_035732549.1	NP_001097352.1
OG0004420	XP_035731618.1, XP_035731617.1, XP_035731616.1	NP_477283.1
OG0004421	XP_035720456.1	NP_650270.1
OG0004422	XP_035740657.1	NP_651243.1
OG0004423	XP_035720991.1	NP_001285908.1
OG0004424	XP_035743112.1	NP_001262473.1
OG0004425	XP_035723415.1	NP_608827.1
OG0004426	XP_035724104.1	NP_609783.1
OG0004427	XP_035739301.1	NP_001285801.1, NP_609721.1
OG0004428	XP_035736768.1	NP_648239.1
OG0004429	XP_035732065.1	NP_001259068.1
OG0004430	XP_035739616.1	NP_001259372.1
OG0004431	XP_035722511.1	NP_996303.1
OG0004432	XP_035741162.1	NP_001261247.1, NP_001261517.1
OG0004433	XP_035731987.1	NP_001287204.1, NP_524846.1
OG0004434	XP_035734164.1	NP_001285891.1
OG0004436	XP_035730356.1	NP_001259475.1
OG0004437	XP_035724802.1	NP_001287385.1
OG0004438	XP_035727371.1	NP_650751.3
OG0004439	XP_035718572.1	NP_995932.1
OG0004440	XP_035727370.1	NP_611228.1
OG0004441	XP_035738273.1	NP_523951.1
OG0004442	XP_035740372.1	NP_650942.1
OG0004443	XP_035731329.1	NP_611162.2
OG0004444	XP_035740096.1	NP_001260777.1
OG0004445	XP_035723788.1	NP_650123.1
OG0004446	XP_035719324.1	NP_001260104.1, NP_573142.1
OG0004447	XP_035735179.1, XP_035735188.1	NP_001284739.1
OG0004448	XP_035728727.1	NP_608704.2, NP_001259956.1
OG0004449	XP_035743694.1	NP_788342.1
OG0004450	XP_035727401.1	NP_001285397.1
OG0004451	XP_035725506.1	NP_728642.2
OG0004452	XP_035731645.1	NP_732176.1
OG0004453	XP_035720216.1	NP_610921.1
OG0004454	XP_035736689.1	NP_524151.2
OG0004455	XP_035727968.1	NP_001287493.1
OG0004457	XP_035736630.1	NP_573232.1
OG0004458	XP_035724766.1, XP_035724762.1, XP_035724763.1, XP_035724765.1	NP_608825.2
OG0004459	XP_035731942.1	NP_001162710.2
OG0004460	XP_035721446.1	NP_477121.1
OG0004461	XP_035718765.1	NP_608740.2
OG0004462	XP_035722733.1	NP_651528.2
OG0004463	XP_035721801.1, XP_035721800.1	NP_001027435.2
OG0004465	XP_035726580.1	NP_649466.1
OG0004466	XP_035732099.1	NP_608999.2
OG0004467	XP_035737645.1	NP_608883.1
OG0004469	XP_035725041.1	NP_572952.1
OG0004470	XP_035744270.1	NP_001259370.1
OG0004471	XP_035730247.1	NP_477202.2
OG0004472	XP_035727785.1	NP_001137613.1
OG0004473	XP_035733284.1	NP_524462.2
OG0004475	XP_035743318.1	NP_001262708.1
OG0004478	XP_035730715.1	NP_524183.2
OG0004479	XP_035722946.1	NP_610333.1
OG0004480	XP_035736483.1	NP_651582.1
OG0004481	XP_035733454.1	NP_001259161.1
OG0004483	XP_035730996.1	NP_651314.1
OG0004484	XP_035732547.1	NP_608777.1
OG0004485	XP_035740480.1	NP_001247347.1
OG0004486	XP_035717168.1	NP_608781.2
OG0004487	XP_035730145.1	NP_726358.2
OG0004489	XP_035739350.1, XP_035739349.1	NP_651251.3
OG0004490	XP_035725932.1	NP_648780.1
OG0004491	XP_035744192.1	NP_650248.1
OG0004492	XP_035744278.1	NP_611300.2
OG0004493	XP_035743917.1	NP_651664.2
OG0004494	XP_035742984.1, XP_035742982.1, XP_035742983.1	NP_476901.1
OG0004495	XP_035740269.1	NP_724769.2
OG0004496	XP_035728802.1	NP_651349.1
OG0004498	XP_035738459.1	NP_001246734.1
OG0004499	XP_035726016.1	NP_733352.3
OG0004500	XP_035717636.1, XP_035717647.1	NP_651635.2
OG0004501	XP_035736381.1	NP_523615.2, NP_001260679.1
OG0004502	XP_035719188.1	NP_001247091.1
OG0004503	XP_035739249.1	NP_001027230.1
OG0004504	XP_035723438.1	NP_001286484.1
OG0004505	XP_035717360.1	NP_608388.2
OG0004506	XP_035736812.1	NP_001286174.1
OG0004507	XP_035718493.1	NP_001263099.1, NP_001303460.1
OG0004508	XP_035742525.1	NP_569873.1
OG0004509	XP_035720458.1	NP_001286999.1
OG0004510	XP_035740791.1	NP_732773.1
OG0004511	XP_035726964.1, XP_035726965.1, XP_035727102.1, XP_035727101.1	NP_650686.1
OG0004512	XP_035738958.1	NP_476975.1
OG0004513	XP_035743899.1	NP_648570.1
OG0004514	XP_035718083.1	NP_001260173.1
OG0004515	XP_035723012.1	NP_001285130.1
OG0004516	XP_035719360.1	NP_650432.1
OG0004517	XP_035733513.1	NP_787963.2
OG0004518	XP_035739395.1, XP_035739400.1	NP_650939.2
OG0004519	XP_035732781.1	NP_001262894.1
OG0004520	XP_035731589.1	NP_001245456.1
OG0004521	XP_035724029.1	NP_511044.1
OG0004524	XP_035726861.1	NP_572945.1
OG0004526	XP_035725124.1	NP_001163323.1
OG0004527	XP_035741321.1	NP_001260639.1
OG0004528	XP_035732005.1	NP_001262168.1
OG0004529	XP_035725981.1	NP_651081.1
OG0004530	XP_035732562.1	NP_001260420.1
OG0004531	XP_035743346.1	NP_001261906.1
OG0004532	XP_035722309.1	NP_523465.2
OG0004533	XP_035724228.1	NP_001262116.1
OG0004534	XP_035744288.1	NP_001286215.1
OG0004535	XP_035720361.1	NP_612103.1
OG0004536	XP_035728877.1	NP_523708.2
OG0004537	XP_035727784.1, XP_035727783.1	NP_610279.3
OG0004538	XP_035742290.1	NP_572638.1
