Orthogroup	Vespa_mandarinia	Osmia_lignaria
OG0002990	XP_035741772.1	XP_034191563.1
OG0002991	XP_035740864.1	XP_034190991.1, XP_034190992.1
OG0002992	XP_035718701.1	XP_034184690.1
OG0002993	XP_035718817.1	XP_034172988.1
OG0002994	XP_035732496.1	XP_034187343.1
OG0002995	XP_035735182.1	XP_034179662.1
OG0002996	XP_035723381.1, XP_035723380.1, XP_035723382.1	XP_034184872.1
OG0002997	XP_035739809.1	XP_034175471.1
OG0002998	XP_035723821.1	XP_034190149.1, XP_034190150.1
OG0002999	XP_035738295.1	XP_034183820.1, XP_034183818.1
OG0003000	XP_035723843.1	XP_034195640.1
OG0003001	XP_035731315.1	XP_034191341.1, XP_034191343.1, XP_034191342.1
OG0003002	XP_035739438.1, XP_035739435.1, XP_035739436.1, XP_035739433.1	XP_034180691.1
OG0003003	XP_035722132.1	XP_034196540.1
OG0003004	XP_035739707.1	XP_034186951.1, XP_034186952.1, XP_034186953.1, XP_034186954.1, XP_034186955.1
OG0003005	XP_035719841.1, XP_035719846.1	XP_034177490.1
OG0003006	XP_035721063.1	XP_034180789.1
OG0003007	XP_035743650.1	XP_034176191.1
OG0003008	XP_035724214.1	XP_034177206.1
OG0003009	XP_035737445.1	XP_034190262.1, XP_034190263.1
OG0003010	XP_035726737.1	XP_034190552.1
OG0003011	XP_035726171.1	XP_034177600.1
OG0003012	XP_035729349.1	XP_034180382.1
OG0003013	XP_035718387.1	XP_034183369.1, XP_034183359.1
OG0003014	XP_035734769.1	XP_034192143.1
OG0003015	XP_035719282.1	XP_034176859.1
OG0003016	XP_035727098.1, XP_035727100.1	XP_034173768.1
OG0003017	XP_035739303.1	XP_034175337.1
OG0003018	XP_035739477.1	XP_034194464.1
OG0003019	XP_035744234.1, XP_035744232.1, XP_035744231.1, XP_035744230.1, XP_035744229.1	XP_034190658.1, XP_034190657.1
OG0003020	XP_035743361.1, XP_035743358.1	XP_034188511.1
OG0003021	XP_035734192.1	XP_034177066.1
OG0003022	XP_035730262.1	XP_034181362.1, XP_034181361.1, XP_034181363.1, XP_034181360.1
OG0003023	XP_035725420.1	XP_034180029.1
OG0003024	XP_035734775.1	XP_034191820.1
OG0003025	XP_035730533.1	XP_034182542.1
OG0003026	XP_035735883.1, XP_035735884.1	XP_034190114.1
OG0003027	XP_035740384.1	XP_034185228.1
OG0003028	XP_035730819.1	XP_034177439.1
OG0003029	XP_035741993.1	XP_034173015.1
OG0003030	XP_035737992.1, XP_035737993.1	XP_034172882.1, XP_034172883.1
OG0003031	XP_035729388.1	XP_034180360.1
OG0003032	XP_035742893.1, XP_035729397.1	XP_034179646.1
OG0003033	XP_035735560.1	XP_034175744.1, XP_034175739.1
OG0003034	XP_035726677.1	XP_034173490.1, XP_034173491.1
OG0003035	XP_035738068.1	XP_034187147.1
OG0003036	XP_035740988.1	XP_034180477.1
OG0003037	XP_035721845.1	XP_034188468.1
OG0003038	XP_035736702.1	XP_034178046.1
OG0003039	XP_035719353.1, XP_035719354.1	XP_034187161.1
OG0003040	XP_035743662.1	XP_034187274.1
OG0003041	XP_035737397.1	XP_034173459.1
OG0003042	XP_035738406.1	XP_034191385.1
OG0003043	XP_035724350.1	XP_034185671.1
OG0003044	XP_035724312.1	XP_034172842.1
OG0003045	XP_035718652.1	XP_034178645.1
OG0003046	XP_035741802.1	XP_034174993.1
OG0003047	XP_035722543.1	XP_034188813.1
OG0003048	XP_035743355.1	XP_034195786.1
OG0003049	XP_035734652.1, XP_035734653.1	XP_034192914.1
OG0003050	XP_035717654.1	XP_034184531.1
OG0003051	XP_035721827.1	XP_034187465.1, XP_034187464.1, XP_034187463.1
OG0003052	XP_035729115.1	XP_034179585.1
OG0003053	XP_035740611.1	XP_034192454.1
OG0003054	XP_035743012.1	XP_034192148.1
OG0003055	XP_035722891.1	XP_034182070.1
OG0003056	XP_035732992.1	XP_034196204.1
OG0003057	XP_035732301.1, XP_035732300.1	XP_034188652.1
OG0003058	XP_035730650.1	XP_034193559.1
OG0003059	XP_035724803.1	XP_034192949.1
OG0003060	XP_035736088.1	XP_034180036.1
OG0003061	XP_035735506.1	XP_034194379.1, XP_034194382.1, XP_034194380.1, XP_034194383.1
OG0003062	XP_035718130.1	XP_034192785.1
OG0003063	XP_035729650.1	XP_034174798.1
OG0003064	XP_035743523.1	XP_034196435.1
OG0003065	XP_035739488.1, XP_035739487.1, XP_035739486.1	XP_034182745.1
OG0003066	XP_035738460.1	XP_034172477.1
OG0003067	XP_035729532.1	XP_034193388.1
OG0003068	XP_035743526.1	XP_034179283.1
OG0003069	XP_035738664.1	XP_034175237.1
OG0003070	XP_035724206.1	XP_034177231.1, XP_034177232.1, XP_034177233.1, XP_034177234.1
OG0003071	XP_035721308.1	XP_034196424.1
OG0003072	XP_035723048.1	XP_034179166.1
OG0003073	XP_035729252.1	XP_034179891.1, XP_034179890.1
OG0003074	XP_035741351.1	XP_034182576.1
OG0003075	XP_035717159.1, XP_035717162.1	XP_034173397.1
OG0003076	XP_035722959.1	XP_034187359.1
OG0003077	XP_035739388.1, XP_035739389.1, XP_035739390.1, XP_035739391.1, XP_035739393.1	XP_034186912.1
OG0003078	XP_035730961.1	XP_034186761.1, XP_034186760.1
OG0003079	XP_035739179.1	XP_034180367.1
OG0003080	XP_035734417.1, XP_035734421.1	XP_034188804.1, XP_034188805.1
OG0003081	XP_035729790.1	XP_034173209.1
OG0003082	XP_035722485.1	XP_034182271.1
OG0003083	XP_035732162.1	XP_034195851.1
OG0003084	XP_035728606.1	XP_034186816.1
OG0003085	XP_035721155.1	XP_034174019.1, XP_034174022.1, XP_034174023.1, XP_034174024.1, XP_034174020.1
OG0003086	XP_035723100.1, XP_035720232.1	XP_034180110.1
OG0003087	XP_035729530.1	XP_034175244.1, XP_034175245.1, XP_034175246.1
OG0003088	XP_035724519.1	XP_034177879.1, XP_034177881.1, XP_034177880.1
OG0003089	XP_035729131.1, XP_035729130.1	XP_034180165.1
OG0003090	XP_035726981.1	XP_034191605.1
OG0003091	XP_035722584.1	XP_034192153.1
OG0003092	XP_035730022.1	XP_034196477.1, XP_034196476.1, XP_034196478.1
OG0003093	XP_035727972.1, XP_035727973.1	XP_034188288.1, XP_034188290.1
OG0003094	XP_035739529.1, XP_035739528.1, XP_035739530.1	XP_034184512.1
OG0003095	XP_035738386.1	XP_034196390.1, XP_034196395.1
OG0003096	XP_035729702.1	XP_034185189.1
OG0003097	XP_035721617.1	XP_034190566.1
OG0003098	XP_035732607.1, XP_035732608.1	XP_034177132.1, XP_034177131.1
OG0003099	XP_035724956.1	XP_034181544.1, XP_034181545.1
OG0003101	XP_035718153.1	XP_034181462.1
OG0003102	XP_035730737.1	XP_034183045.1
OG0003103	XP_035733856.1	XP_034178164.1
OG0003104	XP_035719100.1, XP_035719103.1	XP_034186842.1
OG0003105	XP_035739653.1	XP_034179215.1, XP_034179218.1
OG0003106	XP_035719860.1	XP_034181511.1
OG0003107	XP_035733991.1	XP_034176549.1
OG0003108	XP_035729322.1	XP_034179401.1
OG0003109	XP_035722707.1	XP_034195544.1
OG0003110	XP_035723181.1	XP_034182239.1, XP_034182232.1, XP_034182249.1
OG0003111	XP_035721020.1	XP_034184792.1
OG0003112	XP_035730168.1	XP_034185187.1
OG0003113	XP_035723466.1	XP_034179948.1, XP_034179958.1
OG0003114	XP_035721168.1	XP_034184533.1, XP_034184534.1
OG0003115	XP_035731533.1, XP_035731543.1	XP_034174348.1
OG0003116	XP_035717549.1	XP_034183703.1
OG0003118	XP_035743780.1	XP_034193399.1, XP_034193397.1
OG0003120	XP_035726218.1	XP_034188718.1, XP_034188716.1
OG0003121	XP_035724881.1	XP_034179179.1
OG0003122	XP_035718113.1	XP_034182675.1
OG0003123	XP_035739386.1	XP_034186903.1
OG0003124	XP_035738726.1	XP_034181976.1
OG0003125	XP_035728497.1	XP_034183780.1
OG0003126	XP_035725881.1	XP_034172115.1
OG0003127	XP_035724528.1	XP_034177889.1
OG0003128	XP_035736175.1	XP_034173306.1
OG0003129	XP_035718044.1, XP_035718054.1	XP_034184805.1
OG0003130	XP_035728780.1	XP_034170962.1
OG0003131	XP_035732650.1	XP_034177125.1
OG0003132	XP_035729515.1, XP_035729527.1	XP_034185051.1
OG0003133	XP_035741348.1	XP_034183251.1
OG0003134	XP_035720061.1	XP_034171943.1
OG0003135	XP_035728138.1	XP_034181169.1, XP_034192501.1
OG0003136	XP_035720162.1	XP_034191840.1
OG0003137	XP_035730345.1	XP_034185787.1
OG0003138	XP_035717363.1	XP_034194347.1, XP_034194351.1
OG0003139	XP_035720769.1	XP_034196620.1
OG0003140	XP_035717442.1	XP_034172298.1
OG0003141	XP_035728759.1	XP_034170990.1
OG0003142	XP_035724740.1, XP_035724746.1	XP_034177075.1
OG0003143	XP_035720414.1	XP_034188053.1
OG0003144	XP_035738144.1, XP_035738143.1, XP_035738142.1	XP_034189991.1
OG0003145	XP_035743773.1	XP_034186956.1
OG0003146	XP_035739816.1	XP_034174533.1
OG0003147	XP_035739881.1, XP_035739905.1	XP_034180974.1
OG0003148	XP_035740587.1	XP_034184726.1
OG0003149	XP_035721803.1, XP_035721804.1	XP_034173415.1
OG0003150	XP_035721681.1	XP_034176937.1, XP_034176938.1
OG0003151	XP_035730845.1	XP_034176857.1, XP_034176852.1, XP_034176851.1
OG0003152	XP_035722675.1	XP_034182420.1
OG0003153	XP_035731794.1	XP_034191226.1, XP_034191227.1
OG0003154	XP_035717806.1	XP_034182720.1
OG0003155	XP_035725045.1	XP_034177610.1
OG0003156	XP_035723116.1	XP_034180533.1
OG0003157	XP_035722710.1	XP_034184819.1, XP_034184818.1
OG0003158	XP_035727596.1, XP_035727597.1	XP_034192397.1
OG0003159	XP_035743513.1	XP_034172110.1
OG0003160	XP_035733208.1	XP_034191546.1
OG0003161	XP_035738561.1	XP_034194353.1, XP_034194354.1
OG0003162	XP_035742435.1	XP_034194369.1, XP_034194368.1
OG0003163	XP_035725850.1	XP_034172711.1
OG0003164	XP_035717219.1	XP_034173878.1, XP_034173873.1
OG0003165	XP_035740868.1, XP_035740859.1	XP_034194360.1
OG0003166	XP_035726721.1	XP_034175977.1
OG0003167	XP_035731967.1	XP_034174197.1
OG0003168	XP_035729716.1	XP_034189912.1
OG0003169	XP_035720821.1	XP_034171757.1
OG0003170	XP_035726074.1	XP_034173049.1
OG0003171	XP_035733635.1	XP_034188539.1
OG0003172	XP_035730371.1, XP_035730372.1	XP_034189708.1
OG0003173	XP_035735272.1	XP_034191778.1
OG0003174	XP_035738845.1	XP_034188732.1
OG0003175	XP_035734197.1	XP_034175230.1, XP_034175228.1
OG0003176	XP_035725380.1	XP_034180872.1, XP_034180876.1
OG0003177	XP_035720528.1	XP_034189314.1
OG0003178	XP_035740207.1	XP_034175438.1, XP_034175435.1
OG0003179	XP_035738061.1, XP_035738062.1	XP_034183877.1
OG0003180	XP_035721188.1	XP_034193192.1
OG0003181	XP_035738939.1	XP_034192915.1
OG0003182	XP_035723388.1	XP_034172670.1
OG0003183	XP_035739782.1	XP_034186528.1, XP_034186525.1
OG0003184	XP_035735969.1	XP_034180904.1
OG0003187	XP_035718757.1, XP_035718758.1	XP_034174032.1
OG0003188	XP_035733772.1, XP_035733754.1	XP_034183653.1, XP_034183654.1, XP_034183651.1, XP_034183652.1
OG0003189	XP_035720611.1	XP_034178641.1
OG0003190	XP_035734350.1	XP_034194999.1
OG0003191	XP_035740710.1	XP_034171159.1
OG0003193	XP_035726997.1, XP_035727038.1	XP_034183632.1
OG0003194	XP_035732788.1	XP_034183427.1
OG0003195	XP_035719921.1, XP_035719911.1	XP_034179709.1
OG0003197	XP_035743003.1	XP_034192221.1
OG0003198	XP_035728056.1	XP_034170819.1, XP_034170818.1
OG0003199	XP_035744181.1	XP_034174595.1
OG0003200	XP_035730190.1	XP_034178455.1
OG0003201	XP_035725568.1	XP_034181784.1
OG0003203	XP_035742243.1	XP_034192685.1
OG0003204	XP_035737978.1, XP_035737976.1, XP_035737977.1, XP_035737974.1, XP_035737975.1	XP_034172343.1
OG0003205	XP_035736340.1	XP_034177967.1
OG0003206	XP_035740849.1	XP_034179436.1
OG0003207	XP_035717491.1	XP_034175059.1
OG0003208	XP_035720212.1	XP_034196615.1
OG0003209	XP_035734588.1	XP_034191377.1
OG0003211	XP_035729202.1, XP_035729201.1	XP_034184581.1, XP_034184582.1
OG0003212	XP_035717961.1	XP_034171527.1
OG0003213	XP_035718465.1	XP_034178571.1
OG0003214	XP_035729460.1	XP_034193305.1
OG0003215	XP_035738960.1, XP_035738962.1, XP_035738959.1	XP_034193300.1
OG0003217	XP_035742185.1	XP_034196240.1
OG0003218	XP_035738815.1	XP_034185460.1, XP_034185461.1
OG0003219	XP_035733429.1	XP_034178263.1
OG0003220	XP_035726253.1, XP_035726254.1	XP_034174979.1
OG0003221	XP_035739503.1, XP_035739504.1	XP_034189323.1, XP_034189322.1, XP_034189324.1
OG0003222	XP_035736230.1	XP_034180113.1
OG0003223	XP_035720948.1, XP_035720950.1	XP_034178647.1
OG0003224	XP_035738141.1	XP_034181139.1
OG0003225	XP_035732666.1, XP_035732667.1	XP_034177135.1
OG0003226	XP_035723101.1	XP_034180111.1
OG0003227	XP_035732916.1	XP_034191714.1
OG0003228	XP_035731210.1	XP_034185009.1
OG0003229	XP_035736448.1	XP_034186781.1
OG0003230	XP_035742903.1	XP_034183554.1
OG0003231	XP_035723023.1, XP_035723038.1	XP_034180812.1, XP_034180815.1
OG0003232	XP_035738321.1	XP_034176127.1
OG0003234	XP_035719420.1	XP_034178729.1
OG0003236	XP_035741971.1, XP_035741974.1	XP_034172736.1
OG0003237	XP_035723597.1, XP_035723596.1, XP_035723599.1, XP_035723598.1	XP_034174304.1, XP_034174303.1
OG0003238	XP_035723443.1	XP_034182512.1, XP_034182511.1
OG0003240	XP_035743699.1	XP_034191961.1
OG0003241	XP_035740857.1	XP_034189200.1, XP_034189201.1
OG0003242	XP_035721921.1	XP_034190731.1
OG0003243	XP_035740901.1, XP_035740904.1	XP_034190024.1
OG0003244	XP_035723224.1, XP_035723222.1, XP_035723223.1	XP_034172480.1, XP_034172481.1
OG0003245	XP_035743592.1	XP_034175539.1
OG0003246	XP_035739588.1	XP_034190714.1
OG0003247	XP_035727831.1	XP_034178520.1
OG0003248	XP_035742638.1	XP_034184187.1
OG0003249	XP_035725044.1	XP_034177609.1
OG0003250	XP_035735197.1	XP_034179667.1, XP_034179666.1
OG0003251	XP_035717234.1, XP_035717235.1, XP_035717239.1, XP_035717236.1, XP_035717237.1	XP_034170849.1
OG0003252	XP_035739731.1	XP_034175458.1, XP_034175459.1
OG0003254	XP_035739966.1	XP_034175834.1, XP_034175836.1, XP_034175835.1
OG0003255	XP_035738422.1	XP_034186164.1
OG0003256	XP_035740230.1	XP_034190195.1
OG0003257	XP_035718494.1	XP_034173025.1
OG0003258	XP_035726741.1, XP_035726742.1	XP_034190553.1
OG0003259	XP_035719642.1	XP_034190339.1
OG0003261	XP_035735048.1	XP_034193425.1, XP_034193426.1
OG0003262	XP_035718628.1, XP_035718638.1	XP_034173900.1
OG0003263	XP_035738705.1, XP_035738706.1	XP_034184036.1
OG0003264	XP_035728111.1	XP_034180379.1
OG0003265	XP_035724031.1	XP_034190139.1
OG0003266	XP_035731454.1	XP_034174278.1
OG0003267	XP_035742865.1	XP_034177664.1
OG0003268	XP_035742161.1	XP_034196221.1
OG0003269	XP_035726610.1	XP_034172123.1, XP_034172124.1
OG0003270	XP_035738651.1	XP_034185944.1
OG0003271	XP_035734515.1	XP_034180952.1
OG0003272	XP_035728469.1	XP_034188432.1
OG0003273	XP_035729187.1	XP_034176573.1
OG0003274	XP_035737352.1, XP_035737353.1	XP_034176910.1
OG0003275	XP_035724285.1	XP_034187907.1
OG0003276	XP_035737487.1	XP_034196559.1
OG0003277	XP_035732970.1	XP_034192322.1
OG0003278	XP_035724255.1, XP_035724284.1, XP_035724307.1, XP_035724270.1, XP_035724258.1, XP_035724259.1	XP_034189076.1
OG0003279	XP_035743705.1	XP_034176525.1, XP_034176535.1
OG0003280	XP_035734371.1	XP_034177309.1
OG0003281	XP_035718063.1	XP_034178509.1
OG0003282	XP_035718327.1, XP_035718326.1	XP_034175818.1, XP_034175817.1, XP_034175819.1
OG0003283	XP_035741166.1, XP_035741165.1, XP_035741170.1, XP_035741169.1, XP_035741168.1	XP_034191774.1
OG0003284	XP_035718654.1	XP_034174511.1
OG0003285	XP_035741164.1, XP_035741163.1	XP_034171505.1
OG0003286	XP_035718630.1, XP_035718629.1	XP_034181398.1
OG0003287	XP_035731424.1	XP_034174465.1
OG0003288	XP_035732216.1	XP_034177661.1
OG0003289	XP_035729298.1	XP_034185560.1
OG0003290	XP_035727552.1	XP_034196014.1
OG0003291	XP_035732120.1	XP_034178233.1
OG0003292	XP_035733518.1	XP_034188214.1
OG0003293	XP_035718330.1	XP_034177632.1
OG0003294	XP_035739275.1	XP_034194401.1
OG0003295	XP_035732410.1	XP_034177685.1
OG0003296	XP_035733153.1	XP_034186242.1
OG0003297	XP_035735798.1	XP_034177104.1
OG0003298	XP_035726311.1	XP_034195528.1
OG0003299	XP_035739810.1	XP_034173787.1, XP_034173786.1
OG0003300	XP_035725357.1	XP_034174275.1
OG0003301	XP_035738509.1	XP_034171305.1
OG0003302	XP_035735804.1	XP_034192127.1
OG0003303	XP_035730093.1	XP_034183329.1
OG0003304	XP_035723209.1, XP_035723208.1	XP_034187548.1
OG0003305	XP_035741062.1	XP_034185470.1
OG0003306	XP_035741320.1	XP_034171716.1, XP_034171715.1, XP_034171717.1, XP_034171714.1
OG0003307	XP_035717540.1	XP_034183575.1
OG0003308	XP_035722530.1	XP_034190996.1, XP_034190995.1
OG0003309	XP_035731693.1	XP_034186093.1
OG0003310	XP_035729949.1	XP_034172501.1
OG0003310	XP_035729941.1, XP_035729946.1	XP_034172506.1
OG0003311	XP_035724561.1	XP_034188433.1
OG0003312	XP_035744115.1, XP_035744113.1, XP_035744114.1	XP_034173709.1
OG0003313	XP_035732310.1	XP_034178649.1, XP_034178650.1
OG0003314	XP_035737276.1	XP_034176692.1
OG0003315	XP_035732121.1	XP_034178032.1
OG0003316	XP_035738863.1	XP_034185870.1, XP_034185869.1, XP_034185868.1
OG0003317	XP_035727167.1	XP_034173830.1, XP_034173829.1
OG0003318	XP_035732012.1	XP_034195855.1
OG0003319	XP_035733870.1	XP_034194001.1
OG0003320	XP_035743483.1, XP_035743482.1	XP_034186087.1
OG0003321	XP_035741235.1, XP_035741236.1	XP_034194520.1
OG0003322	XP_035729026.1, XP_035729027.1	XP_034171458.1
OG0003323	XP_035728786.1	XP_034183749.1
OG0003324	XP_035719720.1	XP_034182880.1
OG0003325	XP_035718690.1	XP_034170949.1
OG0003326	XP_035728527.1, XP_035728522.1	XP_034171740.1, XP_034171744.1
OG0003327	XP_035723794.1	XP_034188481.1
OG0003328	XP_035736788.1	XP_034183264.1
OG0003329	XP_035728919.1, XP_035731780.1	XP_034184170.1
OG0003330	XP_035718836.1	XP_034193683.1
OG0003331	XP_035731361.1	XP_034174434.1
OG0003332	XP_035729221.1, XP_035729220.1	XP_034181714.1
OG0003333	XP_035741779.1	XP_034174884.1, XP_034174870.1, XP_034174869.1, XP_034174873.1
OG0003334	XP_035743484.1	XP_034186091.1
OG0003335	XP_035727168.1	XP_034186539.1
OG0003336	XP_035728871.1	XP_034187934.1
OG0003337	XP_035723562.1	XP_034194790.1
OG0003339	XP_035741663.1	XP_034187876.1
OG0003340	XP_035738602.1	XP_034175270.1
OG0003341	XP_035721880.1	XP_034186966.1, XP_034186964.1, XP_034186963.1, XP_034186965.1
OG0003342	XP_035725102.1	XP_034191793.1
OG0003343	XP_035723889.1	XP_034179772.1
OG0003344	XP_035725686.1	XP_034186389.1
OG0003345	XP_035718124.1	XP_034175115.1
OG0003346	XP_035731959.1	XP_034182836.1
OG0003347	XP_035723668.1	XP_034174078.1
OG0003348	XP_035721843.1	XP_034196215.1
OG0003349	XP_035732552.1, XP_035732553.1, XP_035732554.1	XP_034177899.1
OG0003350	XP_035727967.1	XP_034176866.1
OG0003351	XP_035724391.1	XP_034189957.1
OG0003352	XP_035721624.1, XP_035721623.1, XP_035721625.1	XP_034180778.1
OG0003353	XP_035735740.1	XP_034182842.1
OG0003354	XP_035718365.1	XP_034183808.1, XP_034183809.1
OG0003355	XP_035728055.1	XP_034184339.1
OG0003356	XP_035722726.1	XP_034191174.1
OG0003357	XP_035724204.1	XP_034177203.1, XP_034177201.1
OG0003358	XP_035722483.1, XP_035722484.1	XP_034182268.1
OG0003359	XP_035724812.1	XP_034195730.1
OG0003360	XP_035728885.1	XP_034172721.1
OG0003361	XP_035727479.1	XP_034183355.1
OG0003362	XP_035720015.1	XP_034176186.1
OG0003363	XP_035720403.1	XP_034171754.1
OG0003364	XP_035740889.1	XP_034189546.1
OG0003365	XP_035717297.1	XP_034182806.1
OG0003366	XP_035739617.1	XP_034171254.1
OG0003367	XP_035718967.1	XP_034178988.1
OG0003368	XP_035739305.1	XP_034176090.1
OG0003369	XP_035724767.1	XP_034177349.1
OG0003370	XP_035717656.1	XP_034189256.1, XP_034189255.1
OG0003371	XP_035736333.1	XP_034178051.1
OG0003372	XP_035726938.1	XP_034188512.1
OG0003374	XP_035720667.1	XP_034177350.1
OG0003376	XP_035722990.1	XP_034189320.1
OG0003377	XP_035738674.1	XP_034188635.1
OG0003378	XP_035727593.1	XP_034191372.1
OG0003379	XP_035718219.1, XP_035718220.1, XP_035718218.1	XP_034178493.1
OG0003380	XP_035726937.1	XP_034191311.1, XP_034191310.1
OG0003381	XP_035741813.1, XP_035741814.1	XP_034170944.1
OG0003382	XP_035725909.1	XP_034178924.1
OG0003383	XP_035727252.1	XP_034180054.1
OG0003384	XP_035734296.1, XP_035734295.1	XP_034178388.1
OG0003385	XP_035736855.1	XP_034172582.1, XP_034172581.1
OG0003387	XP_035722998.1	XP_034196712.1, XP_034196711.1
OG0003388	XP_035718223.1, XP_035718221.1	XP_034178497.1
OG0003389	XP_035717111.1	XP_034188153.1
OG0003390	XP_035726519.1	XP_034183140.1
OG0003391	XP_035729229.1	XP_034180052.1
OG0003392	XP_035732084.1, XP_035732086.1	XP_034179846.1, XP_034179845.1
OG0003393	XP_035717916.1	XP_034175736.1
OG0003394	XP_035738593.1, XP_035738595.1, XP_035738596.1, XP_035738594.1	XP_034182713.1, XP_034182714.1
OG0003395	XP_035720392.1	XP_034189131.1, XP_034189132.1, XP_034189133.1, XP_034189134.1, XP_034189130.1
OG0003397	XP_035719266.1	XP_034190764.1
OG0003398	XP_035719951.1	XP_034176473.1
OG0003399	XP_035744144.1	XP_034177659.1, XP_034177658.1
OG0003400	XP_035739357.1	XP_034182023.1, XP_034182025.1
OG0003401	XP_035738196.1	XP_034192181.1
OG0003402	XP_035729389.1, XP_035729390.1	XP_034180362.1
OG0003403	XP_035738309.1	XP_034175430.1
OG0003404	XP_035730589.1	XP_034188387.1
OG0003405	XP_035722368.1	XP_034171314.1
OG0003406	XP_035729691.1, XP_035729689.1	XP_034187595.1
OG0003407	XP_035726440.1, XP_035726441.1	XP_034191578.1
OG0003408	XP_035731927.1	XP_034174213.1
OG0003410	XP_035725212.1	XP_034189393.1
OG0003411	XP_035743732.1	XP_034172550.1
OG0003412	XP_035719157.1	XP_034177438.1
OG0003413	XP_035720341.1, XP_035720342.1	XP_034171665.1
OG0003414	XP_035721820.1	XP_034191410.1
OG0003415	XP_035723163.1	XP_034176616.1
OG0003416	XP_035718744.1	XP_034191693.1
OG0003417	XP_035733678.1	XP_034181184.1
OG0003419	XP_035721055.1	XP_034175888.1
OG0003420	XP_035717779.1	XP_034189059.1
OG0003421	XP_035733630.1	XP_034181136.1
OG0003422	XP_035730649.1	XP_034177073.1
OG0003423	XP_035730539.1, XP_035730540.1	XP_034182544.1, XP_034182543.1
OG0003424	XP_035721506.1	XP_034185876.1
OG0003425	XP_035732435.1	XP_034196373.1
OG0003426	XP_035743362.1	XP_034181785.1
OG0003427	XP_035730274.1	XP_034193285.1
OG0003428	XP_035719989.1	XP_034187021.1
OG0003429	XP_035723467.1	XP_034190659.1
OG0003430	XP_035724172.1, XP_035724163.1	XP_034181591.1, XP_034181589.1, XP_034181590.1
OG0003431	XP_035733301.1	XP_034187727.1, XP_034187728.1
OG0003432	XP_035725437.1	XP_034181158.1
OG0003433	XP_035741120.1, XP_035741121.1	XP_034175601.1
OG0003434	XP_035735513.1	XP_034188268.1
OG0003435	XP_035740650.1, XP_035725169.1	XP_034182262.1
OG0003436	XP_035727257.1	XP_034176444.1, XP_034176445.1, XP_034176446.1, XP_034176443.1
OG0003437	XP_035719949.1, XP_035719945.1, XP_035719957.1	XP_034175256.1
OG0003438	XP_035742845.1	XP_034177287.1
OG0003439	XP_035743413.1	XP_034185616.1
OG0003441	XP_035735648.1	XP_034182980.1
OG0003442	XP_035739149.1, XP_035739233.1	XP_034175214.1
OG0003443	XP_035741581.1	XP_034187607.1
OG0003444	XP_035735680.1	XP_034178163.1
OG0003445	XP_035724660.1	XP_034171493.1
OG0003446	XP_035725082.1	XP_034187200.1
OG0003447	XP_035744102.1	XP_034180467.1
OG0003448	XP_035720707.1, XP_035720709.1, XP_035720708.1	XP_034191104.1, XP_034191114.1, XP_034191122.1
OG0003449	XP_035719816.1	XP_034171460.1, XP_034171452.1
OG0003450	XP_035735266.1	XP_034188526.1
OG0003451	XP_035728590.1	XP_034170994.1, XP_034170993.1
OG0003452	XP_035721502.1	XP_034180478.1, XP_034180470.1
OG0003453	XP_035734224.1	XP_034176326.1
OG0003454	XP_035735593.1, XP_035735594.1	XP_034180914.1
OG0003455	XP_035722544.1	XP_034192497.1
OG0003456	XP_035720055.1, XP_035720058.1, XP_035720056.1, XP_035720060.1, XP_035720059.1	XP_034171939.1, XP_034171938.1
OG0003457	XP_035738969.1	XP_034195653.1
OG0003458	XP_035733700.1	XP_034193478.1, XP_034193477.1
OG0003459	XP_035739605.1	XP_034183952.1
OG0003460	XP_035732966.1	XP_034188814.1
OG0003461	XP_035735651.1, XP_035735652.1, XP_035735655.1	XP_034191616.1, XP_034191608.1
OG0003463	XP_035719502.1	XP_034186222.1
OG0003464	XP_035717463.1	XP_034172129.1
OG0003465	XP_035730976.1, XP_035730988.1	XP_034186769.1
OG0003466	XP_035722097.1	XP_034190208.1
OG0003467	XP_035739108.1	XP_034187901.1
OG0003468	XP_035731548.1	XP_034190865.1
OG0003469	XP_035732757.1	XP_034193015.1
OG0003471	XP_035724488.1	XP_034187930.1, XP_034187931.1, XP_034187932.1
OG0003472	XP_035718671.1	XP_034188584.1, XP_034188587.1, XP_034188586.1, XP_034188585.1
OG0003473	XP_035740031.1	XP_034193459.1
OG0003474	XP_035722625.1	XP_034174015.1
OG0003475	XP_035737256.1	XP_034183925.1
OG0003476	XP_035735088.1	XP_034193537.1
OG0003477	XP_035738717.1, XP_035738718.1	XP_034186257.1
OG0003478	XP_035723090.1	XP_034184762.1
OG0003479	XP_035727087.1	XP_034183661.1
OG0003480	XP_035730689.1, XP_035730708.1	XP_034171268.1
OG0003481	XP_035738941.1, XP_035738952.1, XP_035738931.1, XP_035738961.1	XP_034186008.1
OG0003482	XP_035723792.1, XP_035723791.1	XP_034195510.1
OG0003483	XP_035724112.1	XP_034176893.1, XP_034176894.1
OG0003484	XP_035720488.1	XP_034195451.1
OG0003485	XP_035719203.1	XP_034192852.1
OG0003486	XP_035729809.1, XP_035729810.1, XP_035729808.1	XP_034182613.1
OG0003487	XP_035717432.1	XP_034190356.1
OG0003488	XP_035719078.1	XP_034177482.1
OG0003489	XP_035725986.1	XP_034173011.1
OG0003490	XP_035723257.1	XP_034184782.1, XP_034184781.1, XP_034184783.1
