Orthogroup	Vespa_mandarinia	Aedes_aegypti
OG0003450	XP_035735266.1	XP_001647935.2, XP_001647937.2, XP_001647936.2
OG0003451	XP_035728590.1	XP_021713405.1
OG0003452	XP_035721502.1	XP_021705078.1, XP_021705079.1, XP_021705080.1
OG0003453	XP_035734224.1	XP_001654273.2
OG0003454	XP_035735593.1, XP_035735594.1	XP_001662432.1
OG0003455	XP_035722544.1	XP_001657756.2
OG0003456	XP_035720055.1, XP_035720058.1, XP_035720056.1, XP_035720060.1, XP_035720059.1	XP_001648651.1
OG0003457	XP_035738969.1	XP_001661208.1
OG0003458	XP_035733700.1	XP_001652791.2
OG0003459	XP_035739605.1	XP_001650928.1
OG0003460	XP_035732966.1	XP_001661200.1, XP_021712284.1
OG0003461	XP_035735651.1, XP_035735652.1, XP_035735655.1	XP_021702974.1, XP_021702992.1
OG0003463	XP_035719502.1	XP_001649212.2
OG0003464	XP_035717463.1	XP_001659196.2
OG0003465	XP_035730976.1, XP_035730988.1	XP_001650323.1
OG0003466	XP_035722097.1	XP_001650815.2
OG0003467	XP_035739108.1	XP_001656428.1
OG0003468	XP_035731548.1	XP_021706135.1, XP_021712256.1
OG0003470	XP_035718829.1	XP_021697599.1, XP_021697600.1, XP_021697598.1, XP_021697596.1
OG0003471	XP_035724488.1	XP_001664029.1, XP_021694734.1
OG0003472	XP_035718671.1	XP_021709179.1
OG0003473	XP_035740031.1	XP_001663844.1
OG0003474	XP_035722625.1	XP_001660095.2, XP_021712864.1
OG0003475	XP_035737256.1	XP_001664044.1
OG0003476	XP_035735088.1	XP_021704549.1, XP_021704550.1
OG0003477	XP_035738717.1, XP_035738718.1	XP_011493555.1
OG0003478	XP_035723090.1	XP_021704956.1, XP_021704957.1, XP_001663120.1
OG0003479	XP_035727087.1	XP_021698798.1
OG0003480	XP_035730689.1, XP_035730708.1	XP_001653389.1
OG0003481	XP_035738941.1, XP_035738952.1, XP_035738931.1, XP_035738961.1	XP_021698973.1
OG0003482	XP_035723792.1, XP_035723791.1	XP_021707584.1
OG0003483	XP_035724112.1	XP_001650303.1
OG0003484	XP_035720488.1	XP_001656451.2
OG0003485	XP_035719203.1	XP_021693874.1
OG0003486	XP_035729809.1, XP_035729810.1, XP_035729808.1	XP_001660583.2
OG0003487	XP_035717432.1	XP_021694695.1
OG0003488	XP_035719078.1	XP_021705877.1, XP_001652210.1
OG0003489	XP_035725986.1	XP_021698111.1, XP_001648011.1, XP_001651232.2
OG0003491	XP_035734012.1	XP_001656061.1
OG0003493	XP_035725217.1	XP_001648225.1, XP_001648224.1
OG0003494	XP_035728926.1, XP_035728925.1	XP_001657669.2
OG0003495	XP_035739750.1	XP_021693960.1, XP_021693959.1, XP_021693958.1, XP_021693957.1, XP_021693956.1, XP_021693955.1
OG0003496	XP_035727473.1	XP_021697821.1
OG0003497	XP_035717989.1	XP_021707132.1, XP_021712764.1, XP_021705146.1
OG0003498	XP_035732560.1, XP_035732559.1, XP_035732561.1, XP_035732558.1	XP_001651510.2
OG0003499	XP_035737779.1, XP_035737771.1	XP_021711565.1
OG0003500	XP_035737356.1, XP_035737354.1, XP_035737355.1	XP_021698173.1
OG0003501	XP_035740613.1	XP_021708648.1, XP_021708649.1, XP_001660026.1
OG0003502	XP_035738145.1	XP_001661830.1
OG0003503	XP_035731958.1	XP_021704432.1
OG0003504	XP_035742148.1	XP_021712713.1, XP_001650890.2
OG0003506	XP_035720775.1	XP_001660737.2
OG0003507	XP_035726875.1	XP_001652711.2
OG0003508	XP_035738765.1, XP_035738767.1, XP_035738766.1	XP_021694125.1
OG0003509	XP_035722353.1	XP_021700503.1
OG0003510	XP_035718282.1	XP_021705802.1
OG0003511	XP_035741063.1	XP_021704391.1, XP_021704392.1
OG0003512	XP_035720217.1	XP_021710188.1
OG0003513	XP_035718942.1	XP_021696112.1
OG0003514	XP_035729687.1, XP_035729686.1	XP_021712069.1, XP_001654201.1
OG0003515	XP_035732586.1, XP_035732590.1	XP_021705993.1
OG0003516	XP_035732681.1, XP_035732683.1, XP_035732682.1	XP_001655445.1
OG0003517	XP_035738336.1	XP_001658626.2
OG0003518	XP_035718417.1	XP_001663586.1
OG0003519	XP_035734592.1	XP_021706584.1
OG0003520	XP_035743414.1	XP_021709532.1, XP_021709534.1, XP_021709536.1
OG0003521	XP_035734073.1	XP_021693355.1, XP_021693358.1, XP_021693352.1
OG0003523	XP_035742503.1	XP_001661656.2
OG0003524	XP_035722043.1	XP_001664284.1
OG0003525	XP_035720476.1, XP_035720475.1	XP_021696876.1, XP_021696874.1, XP_021696875.1
OG0003527	XP_035718095.1	XP_021713117.1
OG0003529	XP_035743257.1	XP_001652025.1
OG0003530	XP_035729917.1, XP_035729918.1, XP_035729916.1	XP_001664302.1
OG0003532	XP_035742315.1	XP_021693046.1
OG0003533	XP_035724094.1, XP_035723847.1	XP_001653936.2
OG0003534	XP_035736183.1	XP_021708256.1, XP_021708252.1
OG0003535	XP_035737568.1	XP_021708213.1, XP_021712044.1
OG0003536	XP_035739524.1	XP_021697461.1
OG0003537	XP_035735664.1	XP_021711531.1, XP_021712008.1, XP_021712007.1
OG0003538	XP_035732596.1, XP_035732595.1	XP_001651650.2
OG0003539	XP_035718047.1	XP_021699864.1
OG0003541	XP_035717964.1	XP_021708654.1, XP_021708653.1
OG0003542	XP_035723678.1, XP_035723677.1, XP_035723676.1	XP_021702739.1, XP_001660639.1
OG0003543	XP_035742292.1	XP_001653099.1
OG0003544	XP_035728278.1	XP_001659424.1
OG0003546	XP_035736975.1	XP_001654726.1
OG0003547	XP_035730562.1	XP_021697339.1
OG0003548	XP_035732987.1	XP_021704490.1, XP_001658837.1
OG0003549	XP_035738447.1	XP_001660943.1
OG0003550	XP_035732609.1	XP_001659134.1
OG0003551	XP_035727353.1	XP_021697730.1
OG0003552	XP_035729972.1	XP_021710310.1
OG0003553	XP_035738616.1	XP_001649447.2, XP_021696172.1, XP_021696171.1, XP_021696173.1
OG0003554	XP_035721413.1, XP_035721411.1, XP_035721412.1	XP_001648132.1
OG0003555	XP_035734856.1, XP_035734860.1, XP_035734859.1, XP_035734857.1	XP_001661240.1
OG0003556	XP_035739412.1	XP_021694873.1, XP_021694874.1, XP_001661441.2
OG0003557	XP_035742101.1	XP_021705403.1, XP_001647925.2, XP_021705404.1
OG0003560	XP_035724341.1	XP_001650296.2
OG0003561	XP_035734788.1	XP_001659704.1
OG0003562	XP_035730958.1	XP_021695151.1
OG0003563	XP_035737868.1, XP_035737862.1	XP_021695568.1
OG0003564	XP_035736469.1	XP_021702976.1
OG0003565	XP_035741019.1	XP_021701986.1, XP_021701985.1, XP_021701988.1, XP_021701987.1, XP_021701989.1
OG0003566	XP_035733197.1, XP_035733198.1	XP_021695732.1
OG0003567	XP_035719678.1, XP_035719677.1	XP_021708971.1, XP_001650452.1
OG0003568	XP_035718635.1, XP_035718632.1	XP_021708942.1, XP_021708941.1, XP_021708940.1, XP_021708944.1, XP_021708943.1
OG0003569	XP_035718458.1	XP_021694582.1
OG0003570	XP_035735335.1	XP_001654322.2
OG0003571	XP_035742635.1	XP_001656530.1
OG0003572	XP_035736274.1	XP_001662725.1
OG0003573	XP_035717792.1	XP_021694624.1, XP_021694599.1
OG0003574	XP_035734451.1	XP_001655116.1
OG0003575	XP_035729876.1	XP_001661904.1
OG0003576	XP_035734505.1	XP_001649063.1, XP_021700853.1
OG0003577	XP_035740899.1	XP_021700382.1
OG0003578	XP_035741956.1	XP_001653802.1
OG0003579	XP_035736814.1	XP_021706674.1
OG0003580	XP_035721139.1	XP_001653905.2
OG0003581	XP_035724089.1	XP_021696709.1
OG0003582	XP_035722593.1, XP_035722590.1	XP_021705002.1
OG0003583	XP_035737943.1, XP_035737942.1	XP_001657963.1
OG0003584	XP_035719058.1	XP_021704287.1
OG0003585	XP_035724190.1	XP_001657219.1, XP_021712295.1
OG0003586	XP_035731957.1, XP_035731956.1	XP_021697526.1
OG0003587	XP_035740442.1	XP_001654456.2
OG0003588	XP_035726162.1	XP_021710488.1
OG0003589	XP_035735323.1, XP_035735322.1	XP_001647586.2
OG0003591	XP_035729344.1	XP_021703285.1
OG0003592	XP_035718908.1	XP_021699727.1
OG0003593	XP_035726199.1	XP_021704858.1
OG0003596	XP_035723065.1	XP_001656772.1
OG0003597	XP_035734533.1	XP_021708665.1, XP_021708669.1
OG0003598	XP_035729133.1	XP_021707950.1
OG0003599	XP_035742048.1	XP_021703495.1
OG0003600	XP_035735316.1	XP_021705975.1, XP_001658839.2
OG0003601	XP_035740299.1	XP_001651353.1
OG0003602	XP_035736266.1	XP_001661151.2
OG0003603	XP_035723696.1, XP_035726673.1	XP_001647944.1
OG0003604	XP_035719057.1	XP_001664321.2, XP_021695567.1
OG0003605	XP_035740947.1	XP_021699308.1
OG0003606	XP_035717568.1	XP_001661673.2
OG0003607	XP_035721862.1, XP_035721863.1	XP_001652885.1, XP_021698487.1
OG0003608	XP_035731593.1	XP_021700872.1
OG0003609	XP_035737104.1	XP_021704042.1
OG0003610	XP_035723787.1	XP_021692946.1, XP_021692947.1, XP_021692945.1
OG0003611	XP_035723396.1	XP_021706718.1
OG0003612	XP_035731103.1, XP_035731102.1	XP_021699398.1
OG0003613	XP_035742709.1	XP_001656754.1
OG0003614	XP_035725582.1	XP_021703595.1
OG0003615	XP_035724749.1	XP_001651747.1
OG0003616	XP_035738090.1, XP_035738091.1	XP_001661828.1
OG0003618	XP_035728156.1	XP_001662645.1
OG0003619	XP_035725507.1	XP_021712597.1, XP_001651263.1
OG0003620	XP_035727757.1	XP_001656012.2
OG0003621	XP_035729589.1	XP_021698469.1, XP_021698470.1
OG0003623	XP_035726128.1	XP_001652305.2
OG0003624	XP_035730249.1	XP_021701314.1
OG0003625	XP_035741765.1	XP_021708630.1
OG0003626	XP_035734107.1	XP_021697874.1, XP_001662556.2
OG0003627	XP_035735634.1, XP_035735635.1	XP_001664274.1, XP_001664270.2
OG0003628	XP_035742363.1	XP_021703108.1, XP_021703136.1
OG0003629	XP_035736010.1	XP_001656412.1, XP_021710799.1
OG0003630	XP_035743900.1	XP_021706155.1
OG0003631	XP_035721186.1, XP_035721194.1	XP_001653593.1
OG0003632	XP_035728479.1	XP_021705228.1
OG0003634	XP_035743875.1	XP_021709387.1, XP_021709386.1
OG0003635	XP_035717783.1	XP_021703979.1
OG0003636	XP_035736309.1	XP_021701960.1, XP_021701958.1
OG0003637	XP_035737409.1	XP_021705987.1, XP_021705985.1, XP_021705986.1, XP_021712240.1, XP_021712239.1
OG0003638	XP_035744072.1	XP_021705247.1, XP_001655324.1
OG0003639	XP_035740130.1	XP_021708574.1
OG0003640	XP_035718345.1	XP_021712466.1, XP_021701405.1
OG0003641	XP_035741082.1	XP_021694113.1
OG0003642	XP_035742421.1	XP_021713299.1
OG0003644	XP_035735602.1	XP_021696985.1
OG0003645	XP_035727181.1, XP_035727184.1	XP_021695005.1, XP_021695009.1, XP_021695007.1
OG0003646	XP_035734040.1	XP_001659237.1
OG0003647	XP_035730333.1	XP_021704955.1
OG0003648	XP_035731944.1, XP_035731946.1	XP_001651932.2
OG0003649	XP_035731682.1	XP_001652236.1
OG0003650	XP_035739885.1	XP_021700494.1
OG0003653	XP_035718461.1	XP_021704545.1
OG0003654	XP_035737719.1	XP_001649177.2
OG0003656	XP_035730032.1	XP_001649466.1
OG0003657	XP_035731843.1	XP_021711064.1, XP_021711065.1, XP_021711063.1, XP_021711068.1, XP_021711069.1, XP_021711066.1, XP_021711067.1, XP_001651601.1
OG0003658	XP_035723194.1	XP_001652190.1
OG0003659	XP_035719470.1	XP_001663067.1, XP_021699607.1, XP_021711761.1, XP_021699606.1, XP_001663066.1, XP_001663064.2, XP_021699605.1, XP_001653288.2, XP_021695218.1, XP_001659454.2, XP_001663065.1
OG0003660	XP_035740601.1, XP_035740589.1, XP_035740591.1	XP_001654283.2
OG0003661	XP_035731876.1	XP_001654782.2
OG0003662	XP_035719007.1, XP_035719001.1	XP_001657522.1
OG0003663	XP_035718473.1	XP_001658864.2
OG0003664	XP_035727421.1, XP_035727434.1	XP_001659278.2
OG0003665	XP_035727599.1, XP_035727600.1, XP_035727598.1	XP_001659999.1
OG0003666	XP_035726279.1	XP_021710291.1, XP_001660008.2
OG0003667	XP_035736229.1	XP_001660103.3
OG0003668	XP_035739792.1, XP_035739793.1	XP_001660889.2
OG0003669	XP_035739111.1	XP_001661303.2
OG0003671	XP_035741291.1, XP_035741290.1	XP_001662377.1
OG0003672	XP_035726739.1, XP_035726740.1	XP_001662476.2
OG0003673	XP_035741432.1	XP_001662575.2
OG0003674	XP_035743211.1, XP_035743212.1, XP_035743213.1	XP_021693472.1
OG0003675	XP_035725489.1, XP_035722541.1	XP_021693608.1, XP_021693613.1, XP_021693612.1
OG0003676	XP_035719745.1	XP_021693797.1
OG0003677	XP_035734367.1, XP_035734362.1, XP_035734365.1, XP_035734364.1, XP_035734363.1	XP_021712596.1, XP_021694543.1
OG0003678	XP_035732466.1	XP_021695396.1
OG0003679	XP_035735540.1	XP_021695616.1
OG0003680	XP_035742894.1	XP_021695658.1
OG0003681	XP_035717332.1	XP_021696832.1, XP_021696834.1, XP_021696833.1, XP_021696835.1, XP_021696836.1
OG0003682	XP_035742902.1	XP_021699193.1
OG0003683	XP_035743102.1	XP_021699577.1
OG0003684	XP_035730815.1	XP_021703527.1, XP_021703528.1
OG0003685	XP_035743277.1	XP_021704367.1
OG0003686	XP_035734872.1	XP_021704593.1, XP_021712640.1
OG0003687	XP_035720043.1	XP_021704767.1
OG0003688	XP_035737162.1, XP_035737166.1	XP_021704949.1
OG0003690	XP_035734199.1, XP_035734198.1	XP_021705279.1
OG0003691	XP_035740341.1	XP_021707933.1, XP_021707928.1
OG0003692	XP_035721136.1	XP_021709589.1, XP_021709585.1
OG0003709	XP_035721107.1	XP_001662942.1
OG0003710	XP_035721209.1	XP_001655409.1
OG0003711	XP_035731824.1, XP_035731823.1, XP_035731825.1	XP_001662142.2
OG0003712	XP_035717220.1	XP_001655016.1
OG0003713	XP_035742730.1	XP_021711618.1
OG0003714	XP_035728137.1	XP_001653367.1
OG0003715	XP_035723504.1	XP_021696923.1, XP_021696928.1
OG0003716	XP_035740419.1	XP_021709703.1
OG0003717	XP_035723180.1	XP_021698198.1
OG0003719	XP_035718953.1	XP_001657591.2
OG0003720	XP_035732272.1	XP_021694868.1
OG0003721	XP_035722954.1	XP_001657556.2
OG0003722	XP_035738704.1, XP_035738703.1	XP_001657463.1
OG0003723	XP_035717773.1	XP_001653472.1, XP_021700287.1
OG0003724	XP_035727824.1, XP_035727823.1, XP_035727819.1	XP_001662683.1
OG0003726	XP_035728449.1	XP_011493702.1
OG0003727	XP_035735509.1	XP_001648337.2, XP_001652295.2
OG0003729	XP_035733295.1	XP_001662452.2
OG0003730	XP_035738775.1	XP_001649526.2
OG0003731	XP_035743407.1	XP_021695482.1
OG0003732	XP_035734415.1, XP_035734416.1	XP_001658246.1
OG0003733	XP_035730417.1	XP_001661398.1
OG0003734	XP_035735853.1, XP_035735854.1, XP_035735852.1	XP_001652571.1
OG0003735	XP_035736167.1	XP_001648745.1
OG0003736	XP_035735508.1	XP_001655313.1
OG0003737	XP_035741238.1	XP_001659486.1
OG0003738	XP_035730686.1	XP_001651881.1, XP_011493333.1
OG0003739	XP_035725732.1	XP_001657837.1
OG0003740	XP_035721572.1	XP_001659760.2
OG0003741	XP_035735375.1	XP_001661366.1
OG0003742	XP_035725097.1	XP_001663179.2
OG0003743	XP_035720548.1	XP_011493496.1
OG0003744	XP_035735640.1	XP_021707104.1
OG0003745	XP_035722887.1, XP_035722886.1, XP_035722888.1, XP_035722889.1	XP_001656296.1
OG0003746	XP_035740276.1	XP_001649793.1
OG0003747	XP_035738972.1	XP_001655229.2
OG0003748	XP_035719469.1	XP_001652909.2
OG0003749	XP_035732500.1	XP_021692929.1, XP_001655587.1
OG0003750	XP_035719685.1	XP_001662199.1
OG0003751	XP_035742636.1	XP_021709914.1
OG0003752	XP_035719151.1	XP_021701509.1
OG0003753	XP_035721023.1	XP_021707677.1, XP_001652369.2, XP_021707675.1
OG0003754	XP_035726957.1	XP_001656704.1
OG0003755	XP_035732404.1	XP_001660910.1
OG0003756	XP_035720659.1	XP_001662215.1, XP_021693478.1
OG0003757	XP_035733637.1	XP_021712506.1, XP_001648152.1
OG0003758	XP_035739827.1	XP_021693543.1
OG0003759	XP_035719760.1	XP_001648518.2
OG0003760	XP_035722648.1	XP_001654039.1
OG0003761	XP_035741208.1	XP_001663268.1
OG0003762	XP_035721898.1	XP_021694009.1, XP_021694010.1
OG0003763	XP_035736789.1	XP_001662322.1
OG0003765	XP_035720698.1	XP_001656438.1, XP_001656439.1, XP_021707902.1
OG0003766	XP_035741958.1	XP_021694739.1
OG0003767	XP_035729971.1, XP_035730134.1	XP_001657049.1
OG0003768	XP_035724873.1, XP_035724874.1	XP_001661488.1
OG0003769	XP_035734481.1	XP_001651748.1
OG0003770	XP_035732680.1	XP_001657686.1
OG0003771	XP_035727612.1, XP_035727611.1, XP_035727610.1	XP_001650454.1
OG0003772	XP_035717352.1	XP_001662743.2
OG0003773	XP_035732447.1	XP_001654977.1
OG0003774	XP_035736354.1	XP_001656083.2
OG0003775	XP_035735219.1, XP_035735220.1	XP_001661593.2
OG0003776	XP_035718985.1	XP_021694395.1, XP_001652535.1
OG0003777	XP_035731567.1	XP_001658298.2
OG0003778	XP_035726602.1	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1
OG0003779	XP_035717771.1	XP_021712912.1, XP_021700313.1, XP_001652464.1
OG0003780	XP_035739526.1	XP_021712657.1, XP_001659976.1
OG0003781	XP_035721564.1	XP_001649798.1, XP_001649797.1
OG0003782	XP_035723121.1	XP_001661446.1
OG0003783	XP_035743190.1	XP_001649193.1, XP_021703005.1
OG0003784	XP_035732109.1	XP_001652781.2
OG0003785	XP_035725080.1	XP_001658792.2
OG0003786	XP_035721979.1	XP_001648956.2
OG0003787	XP_035731861.1	XP_001651583.1
OG0003788	XP_035734594.1	XP_001654840.2
OG0003789	XP_035728477.1	XP_001653962.1, XP_021698748.1
OG0003791	XP_035734129.1	XP_001648889.1, XP_021702650.1
OG0003792	XP_035738407.1	XP_021705065.1, XP_021705077.1, XP_001657323.2
OG0003793	XP_035737994.1	XP_021693375.1
OG0003794	XP_035718533.1	XP_021711326.1, XP_021711976.1, XP_021712582.1
OG0003795	XP_035718982.1, XP_035718981.1	XP_001659519.2
OG0003796	XP_035733545.1	XP_021706928.1
OG0003798	XP_035731086.1	XP_001655156.1
OG0003799	XP_035737933.1	XP_001661559.1, XP_021699899.1
OG0003800	XP_035741846.1	XP_001648396.2
OG0003801	XP_035735252.1	XP_001654530.1
OG0003802	XP_035728149.1	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1
OG0003803	XP_035724971.1	XP_001658911.2
OG0003804	XP_035719615.1	XP_001663601.1
OG0003805	XP_035724681.1, XP_035724680.1	XP_001659004.1, XP_021711740.1
OG0003806	XP_035723193.1	XP_001662176.1
OG0003807	XP_035735552.1	XP_001664324.1
OG0003808	XP_035727605.1, XP_035744048.1	XP_001657976.1
OG0003809	XP_035720850.1, XP_035720849.1	XP_001660589.1, XP_001660055.1
OG0003810	XP_035742145.1, XP_035742144.1, XP_035742147.1	XP_001653335.1
OG0003811	XP_035728879.1	XP_001654770.1
OG0003812	XP_035728413.1	XP_021695117.1
OG0003813	XP_035742745.1, XP_035742744.1	XP_001649114.1
OG0003814	XP_035720868.1	XP_001657759.2, XP_021712282.1
OG0003815	XP_035735905.1, XP_035735904.1	XP_021708060.1
OG0003816	XP_035731093.1	XP_021707033.1, XP_021707032.1, XP_021707034.1
OG0003817	XP_035738918.1	XP_001655646.2
OG0003818	XP_035719142.1	XP_001663382.1
OG0003819	XP_035735161.1	XP_001657212.1
OG0003820	XP_035743778.1	XP_021702616.1, XP_021702615.1
OG0003821	XP_035718217.1	XP_001661061.2
OG0003822	XP_035743460.1	XP_021708747.1
OG0003823	XP_035729097.1	XP_021707432.1
OG0003824	XP_035721941.1, XP_035721940.1	XP_021703756.1
OG0003825	XP_035737088.1	XP_021706789.1, XP_021712613.1
OG0003826	XP_035725871.1	XP_021712347.1, XP_021712762.1
OG0003827	XP_035726669.1	XP_001657822.1
OG0003828	XP_035740971.1	XP_001654799.1
OG0003829	XP_035728371.1	XP_001654181.2, XP_021708179.1
OG0003830	XP_035726771.1	XP_021704066.1
OG0003831	XP_035735598.1, XP_035735599.1	XP_021703199.1
OG0003832	XP_035730088.1	XP_021695532.1, XP_021699518.1
OG0003833	XP_035731786.1	XP_001661938.2
OG0003834	XP_035731104.1	XP_001662630.2
OG0003835	XP_035727550.1	XP_001652138.1, XP_001652139.1, XP_021705143.1
OG0003836	XP_035742747.1, XP_035742754.1	XP_021693058.1
OG0003837	XP_035734909.1	XP_001662412.1
OG0003838	XP_035739876.1	XP_001653078.1
OG0003839	XP_035717427.1	XP_021711629.1
OG0003840	XP_035728110.1, XP_035728109.1	XP_001661343.2
OG0003841	XP_035718343.1, XP_035718344.1	XP_001654714.2
OG0003842	XP_035729846.1	XP_021694382.1
OG0003843	XP_035717944.1	XP_001660441.2
OG0003844	XP_035735128.1	XP_021707551.1
OG0003845	XP_035739934.1	XP_001649000.2
OG0003846	XP_035743352.1	XP_021706125.1
OG0003847	XP_035722162.1	XP_021708495.1, XP_021712558.1, XP_021708482.1
OG0003848	XP_035727970.1, XP_035727969.1	XP_021696983.1
OG0003849	XP_035734278.1	XP_001652019.2
OG0003850	XP_035736696.1	XP_021712438.1, XP_021706760.1
OG0003851	XP_035734667.1	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2
OG0003852	XP_035724992.1	XP_001658892.1
OG0003853	XP_035721416.1	XP_021700780.1
OG0003854	XP_035731886.1	XP_021700498.1, XP_001663280.1
OG0003855	XP_035738009.1	XP_001660954.2
OG0003856	XP_035733799.1, XP_035733797.1, XP_035733796.1	XP_021712110.1, XP_021709765.1
OG0003857	XP_035730798.1	XP_021702630.1
OG0003859	XP_035723901.1	XP_021707309.1
OG0003860	XP_035717409.1	XP_001652321.1, XP_001652320.1
OG0003861	XP_035740311.1, XP_035740310.1	XP_001656735.1
OG0003864	XP_035742818.1	XP_001656018.1
OG0003866	XP_035729570.1	XP_021712507.1, XP_021695534.1
OG0003867	XP_035723875.1	XP_001659451.2
OG0003868	XP_035733187.1	XP_001654697.2
OG0003869	XP_035723122.1	XP_001648285.1
OG0003870	XP_035740870.1	XP_001661749.2
OG0003871	XP_035724594.1	XP_021695709.1
OG0003872	XP_035738828.1, XP_035738827.1	XP_001659890.2
OG0003874	XP_035728688.1	XP_021706516.1
OG0003875	XP_035726108.1	XP_001662456.2
OG0003876	XP_035738388.1	XP_021702721.1
OG0003877	XP_035727676.1, XP_035727677.1, XP_035727675.1	XP_001660412.2
OG0003878	XP_035720369.1	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1
OG0003879	XP_035723050.1	XP_021696170.1
OG0003880	XP_035721142.1	XP_001656304.2, XP_001656305.2
OG0003881	XP_035717227.1	XP_001654590.2, XP_021697830.1
OG0003882	XP_035722477.1, XP_035722479.1	XP_021709571.1, XP_001652645.2, XP_021712426.1
OG0003883	XP_035721277.1	XP_021705455.1, XP_001654858.1
OG0003884	XP_035724247.1	XP_021699626.1
OG0003885	XP_035741602.1, XP_035741601.1	XP_001661054.1
OG0003886	XP_035743684.1	XP_011493478.1, XP_001653732.1
OG0003887	XP_035740302.1, XP_035740303.1	XP_021703871.1
OG0003888	XP_035737789.1	XP_001655730.1
OG0003889	XP_035742474.1, XP_035742475.1, XP_035733598.1	XP_021697630.1, XP_021697631.1
OG0003890	XP_035734065.1, XP_035734063.1	XP_001655215.2
OG0003891	XP_035736151.1	XP_021699581.1, XP_021699590.1
OG0003892	XP_035743337.1	XP_021695220.1, XP_001663598.1
OG0003893	XP_035742324.1	XP_021705123.1
OG0003894	XP_035738443.1	XP_021699376.1
OG0003895	XP_035726725.1, XP_035726724.1, XP_035726723.1	XP_021707813.1
OG0003896	XP_035727124.1	XP_001655804.1
OG0003897	XP_035739094.1	XP_001651351.1
OG0003898	XP_035741665.1	XP_001659598.2
OG0003899	XP_035725468.1	XP_001663037.1
OG0003900	XP_035724330.1	XP_001659208.2, XP_001655211.2
OG0003901	XP_035717672.1	XP_021703990.1, XP_021711911.1
OG0003902	XP_035731275.1	XP_021700599.1
OG0003903	XP_035718088.1	XP_001653972.2
OG0003904	XP_035730598.1, XP_035730600.1, XP_035730599.1	XP_001656005.2
OG0003905	XP_035737153.1	XP_021709806.1
OG0003906	XP_035730548.1	XP_021709295.1
OG0003907	XP_035739183.1	XP_021711081.1
OG0003908	XP_035726411.1	XP_001654758.1
OG0003909	XP_035743286.1	XP_021710690.1
OG0003910	XP_035726258.1, XP_035726257.1	XP_021710831.1
OG0003912	XP_035721017.1	XP_021699757.1
OG0003913	XP_035740890.1	XP_021696947.1, XP_021712521.1
OG0003914	XP_035737812.1	XP_001656235.1, XP_001651277.1
OG0003915	XP_035738805.1, XP_035738804.1	XP_021711028.1
OG0003916	XP_035736861.1	XP_021701480.1
OG0003917	XP_035729612.1	XP_001657094.2
OG0003918	XP_035727577.1	XP_021705412.1
OG0003919	XP_035717224.1, XP_035717223.1	XP_021709379.1
OG0003920	XP_035730515.1	XP_001659582.2, XP_021708173.1, XP_021708174.1
OG0003921	XP_035740875.1	XP_021695344.1
OG0003922	XP_035723258.1, XP_035723259.1	XP_001648170.1
OG0003923	XP_035722871.1, XP_035722872.1	XP_001661544.2
OG0003924	XP_035740268.1	XP_001664268.2
OG0003925	XP_035720346.1	XP_021694826.1, XP_021694825.1
OG0003926	XP_035738103.1	XP_021707443.1, XP_001661261.1
OG0003927	XP_035720710.1	XP_021709363.1, XP_021709357.1
OG0003928	XP_035729501.1	XP_001659506.1
OG0003929	XP_035737732.1	XP_001656965.1
OG0003930	XP_035724600.1	XP_001651241.1
OG0003931	XP_035735006.1	XP_001649557.2
OG0003932	XP_035741680.1	XP_021706704.1, XP_021706706.1, XP_021706705.1
OG0003933	XP_035738414.1	XP_001652674.1
OG0003934	XP_035730344.1	XP_001652176.1
OG0003935	XP_035722585.1	XP_021698972.1
OG0003936	XP_035737650.1	XP_021708266.1
OG0003937	XP_035719140.1, XP_035719138.1	XP_021698472.1
OG0003938	XP_035724446.1	XP_001662656.2, XP_021711097.1
OG0003939	XP_035723858.1	XP_021697499.1
OG0003940	XP_035727976.1	XP_021706762.1
OG0003941	XP_035732011.1	XP_001649065.1
OG0003943	XP_035744238.1	XP_001653215.1
OG0003944	XP_035731900.1	XP_001657769.1
OG0003945	XP_035726780.1	XP_001661277.2
OG0003946	XP_035740564.1	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1
OG0003947	XP_035725105.1	XP_021713347.1
OG0003948	XP_035728655.1, XP_035728647.1, XP_035728640.1	XP_021709456.1
OG0003950	XP_035728307.1, XP_035728308.1	XP_001654759.2
OG0003951	XP_035741587.1	XP_001660822.1
OG0003952	XP_035729498.1	XP_001655616.2
OG0003953	XP_035740232.1	XP_001651486.2
OG0003954	XP_035735045.1	XP_001662443.1
OG0003955	XP_035731385.1	XP_001650872.2
OG0003956	XP_035729488.1	XP_021694075.1
OG0003957	XP_035720866.1	XP_001654781.1
OG0003958	XP_035722542.1	XP_001657386.1
OG0003959	XP_035735302.1	XP_021695380.1, XP_001652653.1
OG0003960	XP_035725349.1	XP_021708194.1, XP_021708192.1
OG0003961	XP_035729470.1	XP_021701277.1
OG0003962	XP_035732961.1	XP_001658571.2
OG0003963	XP_035731686.1	XP_001653821.1
