Orthogroup	Apis_mellifera	Bombus_terrestris	Ceratina_calcarata	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria
OG0007063	XP_026295487.1	XP_020723614.1	XP_017879127.1	XP_015429669.1	XP_017754503.1	XP_017798012.1	XP_003704472.1	XP_033327472.1	XP_031850383.1	XP_029031867.1	XP_034171165.1
OG0007064	XP_026295494.1	XP_003402876.1	XP_017878876.1	XP_015437877.1	XP_017754458.1	XP_017797947.1	XP_003704529.1	XP_033326207.1	XP_031850387.1	XP_029031889.1	XP_034171192.1
OG0007065	XP_026295510.1	XP_020723599.1	XP_026667012.1	XP_015434372.1	XP_017755963.1	XP_017791694.1	XP_012151098.1	XP_033323118.1	XP_031850534.1	XP_029040570.1	XP_034182764.1
OG0007066	XP_026295530.1	XP_012169544.1	XP_017875940.1	XP_015432890.1	XP_017754022.1	XP_017799075.1	XP_003703868.1	XP_033341541.1	XP_031839332.1	XP_029050932.1	XP_034172941.1
OG0007067	XP_026295533.1	XP_020723305.1	XP_017886999.1	XP_015434336.1	XP_017753082.1	XP_017795297.1	XP_012145015.1	XP_033321991.1	XP_031840781.1	XP_029033861.1	XP_034188312.1
OG0007068	XP_026295543.1	XP_020719784.1	XP_026667187.1	XP_015432831.1	XP_017765972.1	XP_017798989.1	XP_012141651.1	XP_033341496.1	XP_031839439.1	XP_029037813.1	XP_034173318.1
OG0007069	XP_026295559.1	XP_012169311.1	XP_026667377.1	XP_015432828.1	XP_017765975.1	XP_017798992.1	XP_012141649.1	XP_033341397.1	XP_031839424.1	XP_029038064.1	XP_034173317.1
OG0007070	XP_026295577.1	XP_020724288.1	XP_017875105.1	XP_015432830.1	XP_017765974.1	XP_017798990.1	XP_012141928.1	XP_033341495.1	XP_031839442.1	XP_029038054.1	XP_034172322.1
OG0007071	XP_026295592.1, XP_026295593.1, XP_026295594.1	XP_020718255.1	XP_017880586.1		XP_017762370.1	XP_017788248.1		XP_033322185.1	XP_031844672.1	XP_029049566.1	XP_034182022.1
OG0007072	XP_026295603.1	XP_020724154.1	XP_017877535.1	XP_015434776.1	XP_017755415.1	XP_017788168.1	XP_012151041.1	XP_033341761.1	XP_031844636.1	XP_029033088.1	XP_034182407.1
OG0007073	XP_026295613.1	XP_003394323.1	XP_026670522.1	XP_015429772.1	XP_017764742.1	XP_017789450.1	XP_012146817.1	XP_033321658.1	XP_031840812.1	XP_029037201.1	XP_034182292.1
OG0007074	XP_026295632.1	XP_012175897.1	XP_017893540.1	XP_015438041.1	XP_017764348.1	XP_017796375.1	XP_003705805.1	XP_033323112.1	XP_031840912.1	XP_029040586.1	XP_034182084.1
OG0007075	XP_026295641.1	XP_012174586.1	XP_017875893.1	XP_015429664.1	XP_017762340.1	XP_017793819.1	XP_012143372.1	XP_033324610.1	XP_031850313.1	XP_029031870.1	XP_034171166.1
OG0007076	XP_026295645.1	XP_012168368.1	XP_017875709.1	XP_015438581.1	XP_017764751.1	XP_017790479.1	XP_012149271.1	XP_033330478.1	XP_031843762.1	XP_029039657.1	XP_034189521.1
OG0007077	XP_026295651.1	XP_003394240.1	XP_017882330.1	XP_015435876.1	XP_017767021.1	XP_017788618.1	XP_003708231.1	XP_033321834.1	XP_031844599.1	XP_029032846.1	XP_034182161.1
OG0007078	XP_026295796.1	XP_012174129.1	XP_017878027.2	XP_015430863.1	XP_017756493.1	XP_017798092.1	XP_012152817.1	XP_033327197.1	XP_031829318.1	XP_029047794.1	XP_034174237.1
OG0007079	XP_026295802.1	XP_012163369.1	XP_017885348.1	XP_015430866.1	XP_017757249.1	XP_017798056.1	XP_012135008.1	XP_033324262.1	XP_031845032.1	XP_029042949.1	XP_034187394.1
OG0007080	XP_026295807.1	XP_003395128.1	XP_017878140.1	XP_015431727.1	XP_017758589.1	XP_017797190.1	XP_012134950.1	XP_033332095.1	XP_031834438.1	XP_029047044.1	XP_034187339.1
OG0007081	XP_026295810.1	XP_003395190.2	XP_017877896.1	XP_015431666.1	XP_017761105.1	XP_017795267.1	XP_012139924.1	XP_033322470.1	XP_031834424.1	XP_029047313.1	XP_034173854.1
OG0007082	XP_026295825.1	XP_012163095.2	XP_017877371.1, XP_026668014.1	XP_015430626.1	XP_017757133.1	XP_017798054.1	XP_003708440.1	XP_033338115.1	XP_031845023.1	XP_029042937.1	
OG0007083	XP_026295826.1	XP_003395094.1	XP_026666845.1	XP_015430747.1	XP_017758622.1	XP_017796721.1	XP_003703042.1	XP_033336870.1	XP_031845112.1	XP_029035591.1	XP_034174538.1
OG0007084	XP_026295827.1	XP_012163518.1	XP_017893627.1	XP_015430737.1	XP_017758583.1	XP_017796819.1	XP_012139948.1	XP_033336767.1	XP_031845099.1	XP_029035567.1	XP_034174521.1
OG0007085	XP_026295861.1	XP_003394899.1	XP_017877989.1	XP_015430680.1	XP_017757149.1	XP_017798148.1	XP_003706219.1	XP_033327017.1	XP_031845292.1	XP_029034275.1	XP_034173776.1
OG0007086	XP_026295869.1	XP_012163593.1	XP_017888697.1	XP_015431753.1	XP_017758596.1	XP_017796018.1	XP_003708071.1	XP_033329721.1	XP_031846031.1	XP_029035529.1	XP_034174053.1
OG0007087	XP_026295881.1	XP_003396212.1	XP_017877099.1	XP_015434204.1	XP_017759649.1	XP_017797794.1	XP_012149900.1	XP_033323578.1	XP_031843627.1	XP_029036984.1	XP_034190045.1
OG0007088	XP_026295896.1	XP_003395189.1	XP_017877968.1	XP_015431663.1	XP_017761106.1	XP_017795278.1	XP_003703011.1	XP_033332375.1	XP_031834430.1	XP_029045839.1	XP_034174718.1
OG0007089	XP_026295900.1	XP_012163640.2	XP_017893115.2	XP_015431741.1	XP_017760057.1	XP_017796971.1	XP_012147595.1	XP_033329756.1	XP_031834344.1	XP_029039321.1	XP_034174305.1
OG0007090	XP_026295913.1	XP_012163493.1	XP_017881780.1	XP_015439253.1	XP_017765877.1	XP_017797209.1	XP_012137904.1	XP_033324146.1	XP_031845473.1	XP_029035534.1	XP_034174088.1
OG0007091	XP_026295917.1	XP_003395100.1	XP_017885613.1	XP_015430760.1	XP_017758579.1	XP_017797169.1	XP_012138183.1	XP_033336778.1	XP_031845186.1	XP_029047442.1	XP_034173866.1
OG0007092	XP_026295919.1	XP_012165054.1	XP_017884459.1	XP_015438171.1	XP_017753145.1	XP_017794218.1	XP_003703124.1	XP_033331752.1	XP_031828367.1	XP_029055550.1	XP_034174802.1
OG0007093	XP_026295949.1	XP_020718449.1	XP_017893330.2	XP_015436989.1	XP_017753047.1	XP_017793801.1	XP_012151363.1		XP_031834396.1	XP_029034522.1	XP_034174114.1, XP_034174115.1
OG0007094	XP_026295974.1	XP_012169526.1	XP_026670308.1	XP_015433564.1	XP_017767557.1	XP_017796889.1	XP_012143101.1	XP_033327037.1	XP_031833210.1	XP_029034736.1	XP_034174539.1
OG0007095	XP_026295983.1	XP_012163389.1	XP_017891555.1	XP_015439621.1	XP_017764682.1	XP_017796253.1	XP_003705004.2	XP_033325338.1	XP_031848617.1	XP_029051771.1	XP_034187280.1
OG0007096	XP_026296024.1	XP_003395017.1	XP_017878792.1	XP_015430639.1	XP_017760066.1	XP_017798070.1	XP_012147434.1	XP_033337024.1	XP_031845568.1	XP_029035946.1	XP_034187469.1
OG0007097	XP_026296025.1	XP_020718553.1	XP_017882537.1	XP_015430765.1	XP_017760109.1	XP_017798159.1	XP_003706189.1	XP_033338077.1	XP_031845540.1	XP_029035885.1	XP_034187478.1
OG0007098	XP_026296037.1	XP_020718571.1	XP_017885797.1	XP_015431774.1	XP_017758609.1	XP_017797248.1	XP_012139951.1	XP_033329789.1	XP_031846134.1	XP_029035647.1	XP_034174484.1
OG0007099	XP_026296041.1	XP_003395131.1	XP_017888715.1	XP_015431687.1	XP_017758625.1	XP_017796461.1	XP_003703017.1	XP_033329794.1	XP_031846052.1	XP_029035655.1	XP_034174491.1
OG0007100	XP_026296062.1	XP_012176736.1	XP_017876463.1	XP_015440324.1	XP_017767635.1	XP_017796881.1	XP_012143157.1	XP_033326410.1	XP_031833177.1	XP_029036012.1	XP_034187537.1
OG0007101	XP_026296072.1	XP_020718300.1	XP_017876479.1	XP_015440343.1	XP_017767611.1	XP_017796936.1	XP_012143161.1	XP_033326388.1	XP_031833246.1	XP_029036015.1	XP_034187544.1
OG0007102	XP_026296113.1	XP_012163406.1	XP_017881278.1	XP_015438306.1	XP_017756742.1	XP_017793799.1	XP_012141981.1	XP_033326458.1	XP_031834497.1	XP_029039331.1	XP_034187795.1
OG0007103	XP_026296123.1	XP_012171227.1	XP_017877239.2	XP_015428734.1	XP_017756683.1	XP_017795418.1	XP_012149542.1	XP_033333573.1	XP_031828507.1	XP_029045419.1	XP_034180417.1
OG0007104	XP_026296136.1	XP_012163319.1	XP_026670137.1	XP_015436902.1		XP_017796804.1	XP_012152890.1, XP_012152892.1	XP_033335401.1	XP_031842256.1	XP_029044343.1	XP_034173811.1
OG0007105	XP_026296149.1	XP_003398981.1	XP_017888154.1	XP_015436670.1	XP_017762906.1	XP_017792158.1	XP_012140346.1	XP_033326837.1	XP_031828846.1	XP_029035997.1	XP_034187650.1
OG0007106	XP_026296176.1	XP_003394859.1	XP_017891422.2	XP_015439404.1	XP_017752542.1, XP_017752573.1	XP_017796224.1	XP_012144574.1		XP_031846097.1	XP_029035740.1	XP_034174798.1
OG0007107	XP_026296197.1	XP_003394749.1		XP_015430108.1, XP_015436946.1, XP_015438193.1	XP_017765879.1	XP_017797211.1	XP_012142026.1		XP_031833262.1	XP_029033612.1	XP_034174518.1
OG0007108	XP_026296210.1	XP_012168947.1	XP_017884717.1	XP_015437062.1	XP_017759613.1	XP_017791778.1	XP_003703200.1	XP_033339718.1	XP_031828824.1	XP_029036021.1	XP_034187550.1
OG0007109	XP_026296222.1	XP_003394857.1	XP_017891720.1	XP_015430713.1	XP_017760073.1	XP_017798263.1	XP_003706154.1	XP_033337021.1	XP_031845564.1	XP_029035950.1	XP_034187474.1
OG0007110	XP_026296223.1	XP_020722097.1	XP_026670211.1	XP_015438007.1	XP_017753116.1	XP_017796829.1	XP_012143247.1	XP_033339672.1	XP_031828523.1	XP_029038386.1	XP_034180508.1
OG0007111	XP_026296227.1	XP_003400485.1	XP_017888910.1	XP_015436671.1	XP_017756679.1	XP_017795486.1	XP_003704556.1	XP_033340659.1	XP_031829448.1	XP_029038412.1	XP_034180524.1
OG0007112	XP_026296237.1	XP_003402423.1	XP_017878799.1	XP_015437608.1	XP_017760135.1	XP_017798150.1	XP_003706204.1	XP_033326544.1	XP_031829312.1	XP_029042917.1	XP_034187429.1
OG0007113	XP_026296240.1	XP_020723382.1	XP_026668704.1	XP_015437593.1	XP_017760106.1	XP_017798277.1	XP_012147467.1	XP_033338063.1	XP_031847974.1	XP_029042993.1	XP_034187572.1
OG0007114	XP_026296268.1	XP_012163653.1	XP_017879117.1	XP_015431793.1	XP_017761104.1	XP_017795262.1	XP_003706285.2	XP_033332357.1	XP_031846129.1	XP_029046668.1	XP_034174213.1
OG0007115	XP_026296280.1	XP_012169534.1	XP_017882033.1	XP_015440344.1	XP_017767626.1	XP_017796947.1	XP_012143103.1	XP_033327055.1	XP_031833220.1	XP_029034770.1	XP_034174548.1
OG0007116	XP_026296337.1, XP_026296343.1	XP_003393493.1	XP_017888961.1	XP_015432976.1	XP_017761136.1	XP_017799203.1	XP_003706429.1		XP_031827301.1	XP_029050941.1	XP_034172954.1
OG0007117	XP_026296346.1	XP_003399553.1	XP_017880204.1	XP_015428498.1	XP_017762162.1	XP_017795006.1	XP_012151405.1	XP_033338755.1	XP_031841660.1	XP_029042426.1	XP_034191336.1
OG0007118	XP_026296429.1	XP_012164148.1	XP_026671086.1	XP_015439691.1	XP_017755230.1	XP_017792120.1	XP_012150335.1	XP_033324292.1	XP_031825526.1	XP_029036503.1	XP_034192881.1
OG0007119	XP_026296431.1	XP_012176447.1	XP_017881823.1	XP_015434690.1	XP_017753537.1	XP_017790752.1	XP_012143545.1	XP_033322580.1	XP_031838092.1	XP_029038858.1	XP_034182842.1
OG0007120	XP_026296438.1	XP_012163912.1	XP_017879617.1	XP_015433286.1	XP_017767672.1	XP_017795993.1	XP_012145222.1	XP_033337133.1	XP_031833723.1	XP_029042050.1	XP_034176960.1
OG0007121	XP_026296475.1	XP_012170309.1	XP_017883730.1	XP_015432078.1	XP_017762152.1	XP_017794981.1	XP_012142476.1	XP_033326108.1	XP_031841445.1	XP_029045267.1	XP_034191057.1
OG0007122	XP_026296477.1	XP_012164246.1	XP_017876230.1	XP_015440145.1	XP_017757539.1	XP_017790807.1	XP_003707438.1	XP_033331132.1	XP_031825266.1	XP_029036394.1	XP_034193011.1
OG0007123	XP_026296490.1	XP_003397970.1	XP_017883235.1	XP_015435428.1	XP_017757706.1	XP_017790963.1	XP_012138906.1	XP_033340869.1	XP_031843565.1	XP_029053503.1	XP_034188794.1
OG0007124	XP_026296493.1	XP_012176465.2			XP_017753526.1, XP_017759616.1	XP_017789828.1	XP_003706664.1, XP_012148421.1	XP_033322473.1	XP_031828189.1	XP_029042015.1	XP_034186978.1
OG0007125	XP_026296497.1	XP_012175822.1	XP_026669099.1	XP_015433775.1	XP_017752741.1	XP_017790007.1	XP_003704919.2	XP_033337006.1	XP_031833199.1	XP_029038887.1	XP_034186824.1
OG0007126	XP_026296510.1	XP_012164518.1	XP_017891373.1	XP_015439940.1	XP_017755633.1	XP_017794990.1	XP_012145246.1	XP_033332752.1	XP_031831507.1	XP_029043814.1	XP_034176862.1
OG0007127	XP_026296511.1	XP_020718871.1	XP_017890062.1	XP_015439685.1	XP_017761339.1	XP_017788615.1	XP_003704807.1	XP_033328126.1	XP_031833410.1	XP_029036360.1	XP_034192697.1
OG0007128	XP_026296513.1	XP_012164224.1	XP_026667286.1	XP_015440188.1	XP_017758768.1	XP_017790720.1	XP_012145592.1	XP_033326703.1	XP_031833805.1	XP_029046732.1	XP_034177037.1
OG0007129	XP_026296528.1	XP_012176427.1	XP_026669376.1	XP_015434585.1	XP_017758692.1	XP_017796747.1	XP_003706095.1	XP_033322525.1	XP_031827512.1	XP_029038972.1	XP_034186948.1
OG0007130	XP_026296532.1	XP_020718852.1	XP_026669188.1		XP_017767670.1	XP_017795988.1	XP_012145163.1, XP_012145164.1	XP_033338327.1	XP_031833455.1	XP_029041334.1	XP_034176814.1
OG0007131	XP_026296533.1	XP_012164123.1, XP_012164124.2	XP_017879927.1	XP_015440100.1	XP_017755285.1	XP_017792128.1	XP_012150338.1	XP_033324227.1	XP_031846615.1		XP_034177154.1
OG0007132	XP_026296546.1	XP_012164190.1	XP_017879555.1	XP_015439875.1	XP_017758707.1	XP_017790772.1	XP_012150167.1	XP_033324115.1	XP_031825529.1	XP_029036530.1	XP_034192959.1
OG0007133	XP_026296577.1	XP_020718891.1	XP_017891733.1, XP_017891735.1, XP_017891736.1				XP_012145108.1, XP_012145114.1	XP_033328007.1	XP_031834287.1	XP_029042092.1	XP_034177080.1
OG0007134	XP_026296611.1	XP_012163985.1	XP_017883087.1	XP_015440195.1	XP_017761383.1	XP_017788671.1	XP_012150076.1	XP_033324348.1	XP_031845679.1	XP_029053063.1	XP_034177227.1
OG0007135	XP_026296616.1	XP_012165943.1	XP_017887654.1	XP_015429820.1	XP_017764912.1	XP_017788186.1	XP_003707672.1	XP_033328289.1	XP_031828396.1	XP_029035332.1	XP_034172168.1
OG0007136	XP_026296620.1	XP_003395414.1	XP_017878367.1	XP_015439659.1	XP_017755627.1	XP_017795394.1	XP_012145240.1	XP_033335585.1	XP_031831515.1	XP_029043881.1	XP_034177186.1
OG0007137	XP_026296652.1	XP_020718679.1	XP_026669050.1	XP_015439724.1	XP_017758710.1	XP_017790664.1	XP_012150171.1	XP_033324335.1	XP_031825510.1	XP_029036512.1	XP_034192937.1
OG0007138	XP_026296653.1	XP_003393090.1	XP_017875765.1	XP_015435266.1	XP_017754017.1	XP_017799134.1	XP_012151778.1	XP_033341284.1	XP_031839457.1	XP_029051982.1	XP_034172774.1
OG0007139	XP_026296656.1	XP_012164277.1	XP_026674889.1	XP_015439746.1	XP_017758219.1	XP_017793594.1	XP_012144980.1	XP_033336039.1	XP_031831337.1	XP_029055708.1	XP_034177332.1
OG0007140	XP_026296658.1	XP_020718855.1	XP_017879810.1	XP_015439754.1	XP_017765330.1	XP_017793578.1	XP_012136796.1	XP_033322457.1	XP_031831199.1	XP_029055743.1	XP_034177329.1
OG0007141	XP_026296660.1	XP_020718853.1	XP_017890104.2	XP_015439734.1	XP_017762944.1	XP_017789795.1	XP_012137325.1	XP_033339682.1	XP_031833442.1	XP_029041330.1	XP_034177738.1
OG0007142	XP_026296669.1	XP_020723290.1	XP_026671378.1	XP_015436499.1	XP_017752719.1	XP_017789930.1	XP_012147776.1	XP_033324444.1	XP_031847006.1	XP_029041159.1	XP_034180955.1
OG0007143	XP_026296681.1	XP_003395341.1	XP_017883484.1	XP_015433317.1	XP_017755652.1	XP_017795426.1	XP_012145156.1	XP_033332720.1	XP_031831480.1	XP_029036680.1	XP_034192867.1
OG0007144	XP_026296696.1	XP_012164403.2	XP_026671078.1	XP_015439720.1	XP_017755580.1	XP_017795513.1	XP_012145171.1	XP_033333077.1	XP_031831609.1	XP_029055746.1	XP_034176946.1
OG0007145	XP_026296715.1	XP_003395366.1	XP_026668296.1	XP_015440148.1	XP_017757406.1	XP_017793711.1	XP_012145077.1	XP_033323855.1	XP_031831282.1	XP_029055776.1	XP_034176790.1
OG0007146	XP_026296717.1	XP_003394661.1	XP_017882599.1	XP_015431895.1	XP_017759273.1	XP_017790048.1	XP_003701287.2	XP_033338298.1	XP_031826175.1	XP_029042009.1	XP_034187068.1
OG0007147	XP_026296747.1	XP_020718848.1	XP_017888029.2, XP_026674369.1		XP_017752625.1	XP_017790670.1	XP_012154075.1	XP_033338375.1	XP_031831326.1	XP_029048151.1	XP_034177406.1
OG0007148	XP_026296769.1	XP_020718834.1	XP_026667107.1	XP_015433237.1, XP_015433238.1			XP_012137427.1, XP_012137428.1	XP_033332176.1	XP_031831701.1	XP_029048153.1	XP_034176871.1
OG0007149	XP_026296778.1	XP_020723030.1	XP_017878279.1	XP_015439761.1	XP_017760480.1	XP_017793775.1	XP_012153668.1	XP_033339666.1	XP_031831846.1	XP_029042828.1, XP_029042829.1	
OG0007150	XP_026296786.1	XP_020721614.1, XP_020721615.1	XP_017886645.2	XP_015432758.1	XP_017762085.1	XP_017794825.1	XP_012142470.1	XP_033326245.1		XP_029045288.1	XP_034191060.1
OG0007151	XP_026296793.1	XP_003401995.2	XP_017879866.1	XP_015439835.1	XP_017765331.1	XP_017793579.1	XP_012150545.1	XP_033332112.1	XP_031831156.1	XP_029055722.1	XP_034177878.1
OG0007152	XP_026296801.1	XP_012173521.1	XP_017879835.1	XP_015439811.1	XP_017765333.1	XP_017793614.1	XP_012150539.1	XP_033332142.1	XP_031831169.1	XP_029055806.1	XP_034176753.1
OG0007153	XP_026296804.1	XP_020718591.1	XP_017890147.1	XP_015439870.1	XP_017757601.1	XP_017790702.1	XP_012139141.1	XP_033339261.1	XP_031843330.1	XP_029036559.1	XP_034192621.1
OG0007154	XP_026296828.1	XP_012173524.1	XP_026669081.1	XP_015439899.1	XP_017762036.1	XP_017793622.1	XP_012144941.1	XP_033324349.1	XP_031831434.1	XP_029042880.1	XP_034192725.1
OG0007155	XP_026296829.1	XP_020718844.1	XP_017890046.1	XP_015439903.1	XP_017755282.1	XP_017792174.1	XP_012149967.1	XP_033328244.1	XP_031825661.1	XP_029036388.1	XP_034192897.1
OG0007156	XP_026296831.1	XP_003395374.1	XP_017879659.1	XP_015440201.1	XP_017763890.1	XP_017792138.1	XP_012150039.1	XP_033334006.1	XP_031850584.1	XP_029048688.1	XP_034176972.1
OG0007157	XP_026296843.1	XP_003395470.1	XP_026674295.1	XP_015440277.1	XP_017761346.1	XP_017788635.1	XP_003707274.1	XP_033328273.1	XP_031833438.1	XP_029036341.1	XP_034192669.1
OG0007158	XP_026296847.1	XP_012164041.2	XP_017883542.1	XP_015439642.1	XP_017757546.1	XP_017793657.1	XP_003705212.1	XP_033333969.1	XP_031845675.1	XP_029045523.1	XP_034176931.1
OG0007159	XP_026296876.1	XP_003395319.1	XP_017891358.1	XP_015433281.1	XP_017755585.1	XP_017794944.1	XP_003705232.1	XP_033332895.1	XP_031831379.1	XP_029043820.1	XP_034177924.1
OG0007160	XP_026296913.1	XP_020723685.1	XP_026672327.1	XP_015440389.1	XP_017752144.1	XP_017795836.1	XP_003703423.1	XP_033320819.1	XP_031848951.1	XP_029045272.1	XP_034192738.1
OG0007161	XP_026296935.1	XP_003396056.1	XP_017889132.1	XP_015431943.1	XP_017756771.1	XP_017789079.1	XP_012140788.1	XP_033329099.1	XP_031840288.1	XP_029040146.1	XP_034196331.1
OG0007162	XP_026296939.1	XP_003396057.1	XP_017891094.1	XP_015431982.1	XP_017756779.1	XP_017789078.1	XP_003705884.1	XP_033321063.1	XP_031840218.1	XP_029048058.1	XP_034195463.1
OG0007163	XP_026296941.1, XP_026296943.1	XP_012164999.1	XP_026669866.1	XP_015433450.1	XP_017760256.1	XP_017797829.1	XP_012148548.1		XP_031849134.1	XP_029046031.1	XP_034183911.1
OG0007164	XP_026296944.1	XP_020723677.1	XP_026666531.1	XP_015436763.1	XP_017758918.1	XP_017789027.1	XP_012140683.1	XP_033322762.1	XP_031849137.1	XP_029050450.1	XP_034194802.1
OG0007165	XP_026296952.1	XP_003402728.1	XP_017890928.1	XP_015435723.1	XP_017766258.1	XP_017793213.1	XP_012146278.1	XP_033339395.1	XP_031847642.1	XP_029036749.1	XP_034189441.1
OG0007166	XP_026296960.1	XP_020723886.1		XP_015438779.1	XP_017761981.1	XP_017797424.1	XP_012149777.1, XP_012149778.1	XP_033327877.1	XP_031843417.1, XP_031843420.1		XP_034175554.1
OG0007167	XP_026296979.1	XP_020718967.1	XP_026670049.1	XP_015431938.1	XP_017759408.1	XP_017789081.1	XP_012140838.1	XP_033329158.1	XP_031838716.1	XP_029031890.1	XP_034195553.1
OG0007168	XP_026297002.1	XP_003397663.1	XP_017884511.1	XP_015440153.1	XP_017767587.1	XP_017791443.1	XP_003702387.1	XP_033339753.1	XP_031829190.1	XP_029043596.1	XP_034171115.1
OG0007169	XP_026297003.1	XP_012167232.1	XP_026674641.1	XP_015428724.1	XP_017767562.1	XP_017791458.1	XP_012138516.1	XP_033339738.1	XP_031829153.1	XP_029043579.1	XP_034171614.1
OG0007170	XP_026297025.1	XP_003403295.1	XP_017881794.2	XP_015434307.1	XP_017758667.1, XP_017761976.1		XP_003707200.2	XP_033322812.1	XP_031847405.1	XP_029038279.1	XP_034175262.1
OG0007171	XP_026297036.1	XP_003395893.1	XP_017883338.1	XP_015431989.1	XP_017761717.1	XP_017797493.1	XP_003705826.1	XP_033333869.1	XP_031838830.1	XP_029048056.1	XP_034196402.1
OG0007172	XP_026297050.1	XP_012174792.1	XP_017875037.2, XP_017882400.1	XP_015430995.1		XP_017797634.1	XP_003705470.1	XP_033326889.1	XP_031836534.1	XP_029040077.1	XP_034193285.1
OG0007173	XP_026297054.1	XP_012174836.1	XP_026666908.1	XP_015431015.1	XP_017754874.1	XP_017797581.1	XP_012145730.1	XP_033333449.1	XP_031836783.1	XP_029040175.1	XP_034195516.1
OG0007174	XP_026297077.1	XP_020719121.1	XP_026673748.1	XP_015431944.1	XP_017757058.1	XP_017789104.1	XP_003703396.1	XP_033321039.1	XP_031840291.1	XP_029041175.1	XP_034191865.1
OG0007175	XP_026297087.1	XP_020723637.1	XP_026674744.1	XP_015437336.1	XP_017758914.1	XP_017789030.1	XP_012140860.1	XP_033321060.1	XP_031838897.1	XP_029050404.1	XP_034195945.1
OG0007176	XP_026297098.1	XP_003402732.1	XP_017890993.1	XP_015434564.1	XP_017766272.1	XP_017793236.1	XP_003708237.1	XP_033322605.1	XP_031847765.1	XP_029053509.1	XP_034193105.1
OG0007177	XP_026297134.1	XP_012167272.2	XP_017885044.1	XP_015429687.1	XP_017767565.1	XP_017789921.1	XP_012140021.1	XP_033331701.1	XP_031828948.1	XP_029040116.1	XP_034193778.1
OG0007178	XP_026297156.1	XP_020719083.1	XP_026674850.1	XP_015431958.1	XP_017764042.1	XP_017796107.1	XP_012137119.1	XP_033320776.1	XP_031838829.1	XP_029051229.1	XP_034195369.1
OG0007179	XP_026297166.1	XP_020719111.1	XP_026671712.1		XP_017763981.1	XP_017796775.1	XP_012137120.1	XP_033330993.1	XP_031836788.1	XP_029053570.1, XP_029053696.1	XP_034195592.1
OG0007180	XP_026297167.1	XP_020723697.1	XP_026666912.1	XP_015431003.1		XP_017797592.1		XP_033333686.1	XP_031836776.1	XP_029040133.1	XP_034195354.1, XP_034195361.1, XP_034195366.1
OG0007181	XP_026297174.1	XP_012164692.2	XP_026675582.1	XP_015439070.1	XP_017760331.1	XP_017797453.1	XP_012151836.1	XP_033329676.1	XP_031838975.1	XP_029038685.1	XP_034196244.1
OG0007182	XP_026297183.1	XP_020719020.1	XP_026671434.1		XP_017765288.1	XP_017795200.1	XP_012146626.1, XP_012146628.1, XP_012146631.1			XP_029053154.1, XP_029053166.1	XP_034195154.1
OG0007183	XP_026297185.1	XP_003394795.1	XP_017876955.1	XP_015435205.1	XP_017758260.1	XP_017790147.1	XP_003700688.2	XP_033333660.1	XP_031828454.1	XP_029054421.1	XP_034184135.1
OG0007184	XP_026297186.1	XP_003396128.1	XP_017892511.1	XP_015440351.1	XP_017766080.1	XP_017789022.1	XP_003703387.1	XP_033321038.1	XP_031838858.1	XP_029037304.1	XP_034195547.1
OG0007185	XP_026297196.1	XP_020718554.1	XP_017876950.1	XP_015435182.1	XP_017758259.1	XP_017796124.1	XP_012136980.1	XP_033333376.1	XP_031828698.1	XP_029054307.1	XP_034184173.1
OG0007186	XP_026297199.1	XP_003402742.1	XP_026667575.1	XP_015432771.1, XP_015434420.1		XP_017793196.1		XP_033322612.1, XP_033322715.1	XP_031847689.1, XP_031847901.1, XP_031849129.1		
OG0007187	XP_026297207.1		XP_026667378.1	XP_015432840.1	XP_017766052.1	XP_017798971.1	XP_012151598.1	XP_033341116.1	XP_031844694.1, XP_031844695.1, XP_031844696.1		XP_034172207.1
OG0007188	XP_026297210.1		XP_026667170.1	XP_015440358.1	XP_017767757.1	XP_017795784.1	XP_012140589.1, XP_012140590.1	XP_033321045.1	XP_031838898.1	XP_029031956.1	XP_034195771.1
OG0007189	XP_026297215.1	XP_003395927.1	XP_017892732.1	XP_015439012.1	XP_017762236.1	XP_017793565.1	XP_003708039.1	XP_033329683.1	XP_031838618.1	XP_029038689.1	XP_034195883.1
OG0007190	XP_026297221.1	XP_020723553.1	XP_026674723.1	XP_015433569.1	XP_017766259.1	XP_017793194.1	XP_003705688.1	XP_033339390.1	XP_031849128.1	XP_029037703.1	XP_034185839.1
OG0007191	XP_026297231.1	XP_003395993.1	XP_026673806.1	XP_015436932.1	XP_017760154.1	XP_017789037.1	XP_012140856.1	XP_033326898.1	XP_031849140.1	XP_029055538.1	XP_034195414.1
OG0007192	XP_026297236.1	XP_012173851.1	XP_017892718.1	XP_015431242.1	XP_017764148.1	XP_017797528.1	XP_012137043.1	XP_033329063.1	XP_031839055.1	XP_029053018.1	XP_034195573.1
OG0007193	XP_026297251.1	XP_020723650.1		XP_015437145.1	XP_017763577.1	XP_017795795.1	XP_012140855.1	XP_033329125.1	XP_031840201.1	XP_029043447.1, XP_029043848.1	XP_034195921.1
OG0007194	XP_026297297.1	XP_020719123.1	XP_017893044.1, XP_017893046.1	XP_015436718.1, XP_015436721.1	XP_017752476.1	XP_017797604.1	XP_012146647.1	XP_033331084.1	XP_031839020.1		
