Orthogroup	Nomia_melanderi	Drosophila_melanogaster
OG0003099	XP_031834278.1	NP_001096993.1
OG0003100	XP_031844899.1	NP_001286981.1, NP_001262327.1
OG0003101	XP_031832049.1, XP_031832050.1	NP_001262478.1
OG0003102	XP_031826721.1	NP_001262135.1
OG0003103	XP_031846712.1	NP_001189017.1
OG0003104	XP_031849984.1	NP_610837.1
OG0003105	XP_031847416.1	NP_650996.1
OG0003107	XP_031849450.1	NP_648757.1
OG0003108	XP_031825834.1	NP_609688.3, NP_609690.1
OG0003109	XP_031843971.1	NP_572699.2
OG0003110	XP_031826185.1	NP_001259226.1
OG0003111	XP_031826323.1	NP_573118.2
OG0003112	XP_031846551.1, XP_031846548.1, XP_031846549.1	NP_001260797.1
OG0003114	XP_031844242.1, XP_031844232.1	NP_001137645.1
OG0003115	XP_031845305.1	NP_523791.2
OG0003116	XP_031831130.1	NP_651944.1
OG0003118	XP_031849256.1, XP_031849257.1	NP_648722.2
OG0003119	XP_031845948.1, XP_031845938.1, XP_031845928.1	NP_610400.1
OG0003120	XP_031839992.1	NP_730500.1
OG0003121	XP_031842740.1	NP_524373.1
OG0003122	XP_031834289.1	NP_001097179.1
OG0003123	XP_031827026.1, XP_031827025.1	NP_511115.2, NP_608948.2, NP_609656.1, NP_524925.1
OG0003124	XP_031849736.1, XP_031849737.1	NP_609900.1
OG0003125	XP_031830471.1, XP_031830470.1	NP_477118.1
OG0003126	XP_031839387.1	NP_001259859.1, NP_608583.5
OG0003127	XP_031833452.1	NP_650433.1
OG0003128	XP_031839419.1	NP_524780.1
OG0003129	XP_031826159.1	NP_001261690.1
OG0003130	XP_031832273.1	NP_001285955.1, NP_611635.1, NP_611634.1, NP_611633.2
OG0003131	XP_031833775.1	NP_001260127.1
OG0003132	XP_031830710.1	NP_001036254.1
OG0003133	XP_031841761.1	NP_648431.3
OG0003134	XP_031847058.1	NP_001287060.1
OG0003136	XP_031832637.1	NP_001259537.2
OG0003137	XP_031848207.1	NP_001261632.1, NP_572781.1
OG0003138	XP_031848892.1, XP_031844135.1	NP_001245614.1
OG0003139	XP_031843321.1	NP_572438.1
OG0003140	XP_031837462.1	NP_001287529.1
OG0003141	XP_031835407.1	NP_722663.1
OG0003142	XP_031833366.1	NP_788363.1
OG0003143	XP_031832015.1	NP_001137907.1
OG0003144	XP_031830579.1	NP_001097725.2
OG0003145	XP_031833194.1, XP_031833195.1, XP_031833197.1, XP_031833196.1	NP_733196.1
OG0003146	XP_031845108.1	NP_523849.3
OG0003147	XP_031845794.1, XP_031845795.1	NP_001036451.1
OG0003148	XP_031830079.1	NP_572788.2, NP_001036767.1, NP_573131.1
OG0003149	XP_031844692.1	NP_611503.1
OG0003150	XP_031831280.1	NP_648806.1
OG0003151	XP_031831528.1, XP_031831529.1	NP_611271.3
OG0003152	XP_031840358.1	NP_001334685.1
OG0003153	XP_031826896.1	NP_511124.1
OG0003154	XP_031844911.1	NP_727440.3, NP_001285376.1
OG0003155	XP_031825594.1, XP_031825593.1, XP_031825591.1, XP_031825592.1	NP_001262413.1
OG0003156	XP_031845329.1	NP_001287375.1, NP_650613.2
OG0003157	XP_031829855.1, XP_031829845.1	NP_001097754.1
OG0003158	XP_031840115.1	NP_610795.1
OG0003159	XP_031848480.1	NP_001356948.1
OG0003160	XP_031829648.1	NP_572341.1
OG0003162	XP_031844145.1	NP_608376.1, NP_730740.1
OG0003163	XP_031848914.1	NP_647746.1
OG0003164	XP_031845115.1	NP_001262575.1
OG0003165	XP_031836906.1	NP_001033971.2
OG0003166	XP_031835184.1	NP_569961.2
OG0003167	XP_031845185.1	NP_651630.3, NP_608773.2
OG0003168	XP_031835875.1	NP_001247197.1
OG0003169	XP_031834461.1	NP_650198.1
OG0003170	XP_031839307.1, XP_031839306.1	NP_001162994.1, NP_572537.1
OG0003171	XP_031828175.1	NP_651912.3
OG0003172	XP_031847687.1, XP_031843623.1	NP_996433.1
OG0003173	XP_031837991.1	NP_001188899.1
OG0003174	XP_031836281.1, XP_031836283.1	NP_609632.1
OG0003175	XP_031836619.1	NP_996246.1
OG0003176	XP_031837451.1	NP_001036269.2
OG0003177	XP_031847052.1, XP_031847053.1	NP_573032.1
OG0003178	XP_031838481.1	NP_001261814.1
OG0003179	XP_031840496.1, XP_031840497.1	NP_477415.1
OG0003180	XP_031831565.1	NP_608470.1
OG0003181	XP_031838877.1, XP_031838876.1, XP_031838875.1, XP_031838874.1	NP_649789.1
OG0003182	XP_031832539.1	NP_001261125.2
OG0003183	XP_031827462.1, XP_031827460.1	NP_001262663.1
OG0003184	XP_031829592.1	NP_001262343.1
OG0003185	XP_031839090.1	NP_651854.2, NP_651855.1
OG0003187	XP_031835315.1	NP_001285957.1
OG0003188	XP_031830697.1	NP_001189143.1
OG0003189	XP_031835966.1	NP_001262113.1
OG0003190	XP_031850372.1	NP_729905.2
OG0003191	XP_031850539.1	NP_729954.2
OG0003192	XP_031839545.1, XP_031839546.1	NP_523728.1
OG0003193	XP_031830872.1	NP_001189037.1
OG0003195	XP_031847324.1, XP_031847326.1	NP_610423.3, NP_001303490.1
OG0003196	XP_031837393.1	NP_001286645.1
OG0003197	XP_031842115.1	NP_001261066.1
OG0003198	XP_031834609.1, XP_031834607.1	NP_611071.1
OG0003199	XP_031834366.1	NP_001033991.1, NP_729124.1, NP_001261458.1
OG0003200	XP_031836063.1	NP_726252.1
OG0003201	XP_031826619.1	NP_610097.2
OG0003202	XP_031843298.1	NP_001259230.1
OG0003203	XP_031833380.1, XP_031833379.1	NP_610599.3
OG0003206	XP_031844767.1	NP_001262774.1
OG0003207	XP_031835017.1	NP_001262924.1
OG0003209	XP_031826975.1, XP_031826980.1	NP_001286264.1, NP_611197.1
OG0003210	XP_031837468.1	NP_652462.3
OG0003211	XP_031837913.1	NP_001036685.2
OG0003212	XP_031839584.1	NP_001245505.1, NP_001284835.1
OG0003213	XP_031836012.1	NP_612000.3, NP_001097472.3
OG0003214	XP_031850150.1	NP_001036316.1
OG0003215	XP_031835625.1	NP_477336.1
OG0003217	XP_031838934.1	NP_726113.1, NP_647846.2
OG0003219	XP_031832350.1	NP_611952.1, NP_651869.1
OG0003220	XP_031835667.1, XP_031835668.1	NP_001189021.1
OG0003221	XP_031835225.1, XP_031835227.1, XP_031835226.1	NP_001027416.2
OG0003222	XP_031848238.1	NP_001137809.1
OG0003223	XP_031835960.1	NP_649230.1
OG0003225	XP_031833503.1, XP_031833504.1	NP_610305.1
OG0003226	XP_031832993.1	NP_650499.1
OG0003227	XP_031833041.1	NP_001189121.1
OG0003228	XP_031849868.1, XP_031849867.1	NP_001287267.1
OG0003229	XP_031826762.1, XP_031826766.1, XP_031826765.1, XP_031826767.1, XP_031826763.1, XP_031826764.1	NP_001260538.1
OG0003230	XP_031830474.1	NP_001027087.1
OG0003231	XP_031837870.1	NP_001027082.1
OG0003232	XP_031835509.1, XP_031835508.1, XP_031835510.1	NP_609806.1
OG0003234	XP_031848780.1, XP_031825453.1	NP_001247011.1
OG0003236	XP_031847163.1	NP_609406.2
OG0003237	XP_031834425.1	NP_001368945.1
OG0003238	XP_031834297.1, XP_031834290.1	NP_610049.1
OG0003240	XP_031838131.1	NP_523985.1
OG0003241	XP_031839885.1	NP_001245436.1
OG0003242	XP_031837847.1, XP_031837851.1, XP_031837849.1, XP_031837850.1	NP_001246866.1
OG0003243	XP_031843881.1	NP_723827.1
OG0003246	XP_031827593.1	NP_608901.1, NP_001033874.2
OG0003247	XP_031827704.1	NP_609813.1
OG0003248	XP_031843781.1, XP_031843729.1	NP_001369039.1
OG0003252	XP_031850155.1, XP_031850157.1	NP_001259076.1
OG0003257	XP_031839323.1, XP_031839326.1	NP_651928.1
OG0003259	XP_031830355.1	NP_608581.2
OG0003262	XP_031846188.1, XP_031846187.1	NP_001303312.1
OG0003263	XP_031828480.1	NP_001285724.1
OG0003264	XP_031833035.1	NP_648836.2, NP_001259081.1
OG0003265	XP_031843450.1, XP_031843449.1	NP_001259363.1
OG0003266	XP_031829297.1	NP_523794.1
OG0003267	XP_031831606.1, XP_031831608.1	NP_001027396.1
OG0003268	XP_031836644.1, XP_031836641.1	NP_001097664.2
OG0003269	XP_031848475.1	NP_477501.1
OG0003270	XP_031831148.1	NP_650427.1, NP_524954.2
OG0003271	XP_031838301.1	NP_001284779.1
OG0003272	XP_031848293.1	NP_610616.1, NP_001162738.1
OG0003273	XP_031838492.1	NP_649579.2
OG0003274	XP_031833813.1	NP_001189301.1, NP_001303547.1
OG0003275	XP_031828981.1	NP_524396.1
OG0003276	XP_031839568.1	NP_727383.1
OG0003277	XP_031834095.1	NP_573209.1
OG0003279	XP_031826639.1	NP_001261720.1
OG0003280	XP_031833543.1	NP_649768.2
OG0003281	XP_031827723.1	NP_725401.2
OG0003282	XP_031847718.1	NP_609040.1
OG0003284	XP_031827913.1, XP_031827915.1, XP_031827914.1	NP_001163336.1
OG0003285	XP_031829148.1	NP_001261501.1
OG0003286	XP_031829825.1	NP_610805.1
OG0003287	XP_031842411.1	NP_609445.1, NP_001261393.1
OG0003288	XP_031825624.1	NP_001097729.1
OG0003289	XP_031830121.1	NP_001260199.1
OG0003290	XP_031847142.1	NP_523526.1, NP_001284881.1, NP_001284882.1, NP_648717.1
OG0003291	XP_031840057.1	NP_726501.1
OG0003292	XP_031827912.1	NP_523478.1
OG0003293	XP_031833626.1	NP_650896.2
OG0003294	XP_031848338.1	NP_649840.1
OG0003295	XP_031825967.1	NP_572408.2, NP_001246525.1
OG0003296	XP_031830729.1	NP_001285745.1
OG0003297	XP_031826264.1	NP_001137813.1
OG0003298	XP_031840236.1	NP_001260279.1
OG0003299	XP_031845365.1, XP_031845366.1	NP_651752.1
OG0003300	XP_031829292.1	NP_609178.1
OG0003301	XP_031826436.1, XP_031826438.1	NP_609038.1
OG0003302	XP_031832683.1	NP_569965.1
OG0003303	XP_031827622.1	NP_001259194.1
OG0003304	XP_031833314.1	NP_477204.1
OG0003305	XP_031830239.1	NP_001262820.1
OG0003306	XP_031834579.1	NP_649096.1
OG0003307	XP_031831025.1	NP_001246770.1
OG0003308	XP_031827370.1	NP_001259857.1
OG0003309	XP_031839441.1	NP_609361.1
OG0003311	XP_031850580.1	NP_001163707.1
OG0003312	XP_031849255.1	NP_723847.1
OG0003313	XP_031835971.1	NP_608890.1
OG0003314	XP_031829035.1	NP_001097432.1
OG0003315	XP_031840058.1	NP_001286864.1
OG0003318	XP_031836713.1, XP_031836715.1, XP_031836714.1	NP_651363.1
OG0003319	XP_031849136.1	NP_001259991.1
OG0003320	XP_031835900.1	NP_001261719.1
OG0003321	XP_031844125.1	NP_647661.1
OG0003322	XP_031847713.1	NP_001163303.1
OG0003323	XP_031825901.1, XP_031825900.1, XP_031825899.1	NP_649996.1
OG0003324	XP_031836313.1	NP_001163253.1
OG0003325	XP_031834328.1, XP_031834318.1	NP_650947.1, NP_650590.1
OG0003326	XP_031834904.1, XP_031834573.1, XP_031834574.1	NP_001097318.1
OG0003327	XP_031844277.1	NP_001245509.1
OG0003328	XP_031845515.1	NP_001303425.1
OG0003329	XP_031843645.1	NP_649906.1
OG0003330	XP_031842541.1, XP_031842542.1	NP_001262171.2
OG0003331	XP_031845168.1	NP_477153.1
OG0003332	XP_031841821.1	NP_524439.1
OG0003333	XP_031827894.1	NP_001033857.1
OG0003334	XP_031835904.1	NP_001189058.1
OG0003335	XP_031827453.1, XP_031827451.1, XP_031827450.1, XP_031827454.1, XP_031827455.1	NP_610223.1
OG0003336	XP_031838401.1, XP_031838400.1, XP_031838402.1	NP_001259465.1
OG0003337	XP_031838940.1	NP_611611.1, NP_995920.1, NP_652645.1
OG0003339	XP_031833966.1	NP_001284851.1
OG0003340	XP_031828855.1, XP_031828854.1	NP_610249.2
OG0003341	XP_031833293.1	NP_608833.1
OG0003342	XP_031845939.1, XP_031845940.1, XP_031845937.1, XP_031845941.1	NP_001097839.1
OG0003343	XP_031829455.1	NP_001034065.1
OG0003344	XP_031828775.1	NP_001260981.1
OG0003345	XP_031838586.1, XP_031838585.1	NP_608447.1
OG0003346	XP_031827027.1	NP_001303472.1
OG0003347	XP_031834506.1	NP_650199.1, NP_001263016.2
OG0003349	XP_031828110.1, XP_031828111.1	NP_001285787.1
OG0003350	XP_031833462.1	NP_650064.1
OG0003351	XP_031831008.1	NP_648781.1
OG0003352	XP_031836484.1	NP_729565.2
OG0003353	XP_031838092.1	NP_001138203.1
OG0003354	XP_031830482.1	NP_569973.1
OG0003355	XP_031837732.1	NP_001260531.1
OG0003356	XP_031827057.1	NP_651883.1
OG0003357	XP_031833552.1, XP_031833553.1	NP_996198.2
OG0003358	XP_031840866.1	NP_524408.1
OG0003360	XP_031832576.1	NP_001246623.1
OG0003361	XP_031846180.1	NP_523460.2
OG0003362	XP_031838581.1	NP_651309.2, NP_476590.1
OG0003363	XP_031834545.1	NP_001260793.1
OG0003364	XP_031847954.1	NP_727320.1
OG0003365	XP_031844652.1	NP_001162923.1
OG0003366	XP_031838345.1	NP_001284772.1
OG0003367	XP_031843024.1	NP_524610.1
OG0003368	XP_031829074.1, XP_031829073.1	NP_728961.2
OG0003371	XP_031847618.1	NP_725412.2
OG0003372	XP_031844503.1, XP_031844504.1, XP_031844502.1, XP_031844505.1	NP_609404.2
OG0003373	XP_031830196.1	NP_733060.1
OG0003374	XP_031846629.1	NP_733206.3
OG0003375	XP_031830386.1	NP_001036466.2
OG0003376	XP_031839623.1, XP_031839625.1, XP_031839624.1, XP_031839626.1, XP_031839627.1	NP_611176.1
OG0003377	XP_031840766.1	NP_649759.1
OG0003378	XP_031827098.1	NP_477131.1
OG0003379	XP_031835956.1	NP_001246213.1
OG0003380	XP_031827285.1	NP_001260886.1
OG0003381	XP_031846333.1	NP_610355.1
OG0003382	XP_031844839.1	NP_733151.2, NP_788744.1, NP_524674.1, NP_524848.1
OG0003383	XP_031837328.1	NP_524192.2
OG0003385	XP_031839259.1, XP_031839257.1	NP_001284784.1
OG0003386	XP_031832821.1	NP_610439.1, NP_610441.2
OG0003387	XP_031840000.1	NP_001162894.1
OG0003388	XP_031827658.1, XP_031847686.1	NP_001097271.1
OG0003389	XP_031832237.1	NP_001286225.1, NP_650641.2
OG0003390	XP_031826455.1	NP_608885.1
OG0003391	XP_031837949.1	NP_477494.2, NP_649430.1, NP_001245959.1
OG0003392	XP_031825771.1	NP_001262566.1
OG0003393	XP_031831768.1	NP_477441.1
OG0003394	XP_031849679.1	NP_001262459.1
OG0003395	XP_031834584.1	NP_001262351.1
OG0003396	XP_031827756.1	NP_651892.1
OG0003397	XP_031825707.1	NP_477360.2
OG0003399	XP_031846645.1	NP_001260176.1
OG0003400	XP_031844482.1, XP_031844483.1	NP_001356976.1
OG0003401	XP_031840262.1	NP_524784.1
OG0003402	XP_031832903.1	NP_001286639.1
OG0003403	XP_031835440.1	NP_001262770.1
OG0003404	XP_031841004.1, XP_031840907.1	NP_722615.1
OG0003405	XP_031839890.1	NP_523776.1
OG0003406	XP_031845238.1	NP_001247280.1
OG0003407	XP_031828689.1	NP_650488.1
OG0003408	XP_031846129.1	NP_727408.2, NP_733331.1
OG0003409	XP_031828927.1	NP_001285650.1
OG0003410	XP_031835101.1, XP_031835102.1	NP_001259845.1
OG0003411	XP_031847116.1	NP_001286978.1
OG0003412	XP_031826000.1	NP_649538.1
OG0003413	XP_031834729.1	NP_572216.1
OG0003414	XP_031827287.1	NP_511051.1, NP_651620.1
OG0003416	XP_031833040.1	NP_477246.2
OG0003417	XP_031828656.1, XP_031828662.1	NP_573081.1
OG0003419	XP_031849176.1	NP_001097860.1, NP_524750.2
OG0003420	XP_031829285.1, XP_031829283.1, XP_031829284.1	NP_648841.1
OG0003421	XP_031848491.1	NP_610477.2
OG0003423	XP_031841028.1	NP_001246150.1
OG0003424	XP_031847862.1	NP_610179.2
OG0003425	XP_031828612.1	NP_647780.1
OG0003426	XP_031834226.1	NP_001259879.1
OG0003427	XP_031836534.1	NP_524319.2
OG0003428	XP_031826927.1	NP_001262182.1
OG0003429	XP_031841197.1	NP_001260935.1
OG0003430	XP_031834178.1	NP_001188988.1
OG0003431	XP_031849936.1	NP_511098.1
OG0003432	XP_031838377.1	NP_524087.3
OG0003433	XP_031831561.1	NP_001262205.1
OG0003435	XP_031826077.1	NP_001286451.1
OG0003436	XP_031831619.1	NP_001096984.1
OG0003437	XP_031849073.1	NP_730525.2
OG0003438	XP_031833676.1	NP_001262354.2
OG0003439	XP_031830476.1, XP_031831341.1	NP_001284867.1
OG0003441	XP_031845254.1	NP_001286822.1
OG0003442	XP_031849988.1	NP_652016.1
OG0003443	XP_031845587.1	NP_001247055.1
OG0003444	XP_031836226.1	NP_611495.1
OG0003445	XP_031829238.1	NP_001368979.1
OG0003446	XP_031828637.1	NP_476803.1, NP_476694.1
OG0003447	XP_031837945.1	NP_524380.1
OG0003448	XP_031826367.1	NP_524858.1
OG0003449	XP_031846720.1	NP_610548.2
OG0003450	XP_031844676.1	NP_611341.1, NP_523784.2
OG0003451	XP_031835745.1	NP_728074.1
OG0003452	XP_031841143.1, XP_031841152.1	NP_001245766.1
OG0003453	XP_031836524.1	NP_650076.1
OG0003454	XP_031837970.1	NP_523805.1
OG0003455	XP_031831926.1	NP_524075.2
OG0003456	XP_031847055.1	NP_609365.3
OG0003457	XP_031828628.1, XP_031828629.1, XP_031828627.1	NP_001246926.1
OG0003458	XP_031842884.1	NP_649782.1
OG0003459	XP_031842105.1	NP_001285450.1, NP_610738.1
OG0003460	XP_031836181.1	NP_523934.1
OG0003461	XP_031832675.1	NP_001259747.1
OG0003462	XP_031838449.1	NP_727769.3
OG0003463	XP_031830905.1	NP_001262379.1
OG0003464	XP_031839157.1, XP_031839158.1	NP_725084.2, NP_650032.1
OG0003465	XP_031827266.1	NP_730815.2
OG0003466	XP_031829652.1	NP_001262696.1
OG0003467	XP_031831987.1, XP_031831989.1, XP_031831988.1	NP_001033895.1
OG0003468	XP_031841529.1	NP_608936.1, NP_001163143.1
OG0003471	XP_031832235.1	NP_609186.1
OG0003472	XP_031848342.1	NP_610891.1
OG0003473	XP_031850215.1	NP_001245516.1
OG0003474	XP_031842432.1	NP_001163313.1
OG0003475	XP_031840064.1	NP_477453.1
OG0003477	XP_031831003.1	NP_523419.1
OG0003478	XP_031829687.1, XP_031829688.1	NP_001262821.1
OG0003479	XP_031830873.1	NP_476701.1, NP_524411.1
OG0003480	XP_031843440.1	NP_001260252.1
OG0003481	XP_031845503.1	NP_001036603.1
OG0003482	XP_031846783.1	NP_611955.2
OG0003483	XP_031833648.1	NP_732610.1
OG0003484	XP_031836703.1	NP_729420.1, NP_001259705.1
OG0003485	XP_031831273.1	NP_572915.1
OG0003486	XP_031844988.1	NP_001260713.1
OG0003487	XP_031830361.1	NP_001285522.1
OG0003488	XP_031825651.1, XP_031825652.1	NP_001286851.1
OG0003489	XP_031847109.1	NP_001260143.1
OG0003491	XP_031828986.1	NP_001163420.1
OG0003493	XP_031835572.1, XP_031835571.1	NP_995847.1
OG0003494	XP_031846664.1, XP_031846666.1	NP_001097740.1
OG0003495	XP_031842590.1	NP_651224.1
OG0003497	XP_031846896.1	NP_001262426.1
OG0003498	XP_031844034.1	NP_725517.2
OG0003499	XP_031836029.1	NP_001262755.1
OG0003500	XP_031828819.1	NP_610612.1
OG0003501	XP_031838392.1	NP_648929.1
OG0003502	XP_031836941.1	NP_001259726.1
OG0003503	XP_031848337.1, XP_031848336.1	NP_648536.1
OG0003504	XP_031825417.1	NP_476768.1
OG0003506	XP_031831598.1	NP_001261171.1
OG0003507	XP_031837089.1	NP_523670.2
OG0003508	XP_031849753.1, XP_031849752.1	NP_650404.1, NP_572929.1
OG0003509	XP_031839680.1, XP_031839686.1	NP_608811.2
OG0003510	XP_031839478.1, XP_031839473.1	NP_001097013.2
OG0003511	XP_031849957.1	NP_610452.2
OG0003512	XP_031836589.1, XP_031836590.1, XP_031836588.1	NP_001285437.1
OG0003513	XP_031825927.1	NP_001246578.1
OG0003514	XP_031842313.1	NP_001262535.1
OG0003515	XP_031825516.1	NP_001286894.1
OG0003516	XP_031828505.1	NP_001015402.3, NP_652484.1
OG0003517	XP_031835665.1	NP_572927.1
OG0003518	XP_031835604.1, XP_031835605.1	NP_001014592.1
OG0003519	XP_031827083.1	NP_523834.1
OG0003520	XP_031834530.1	NP_001284712.1
OG0003521	XP_031835304.1	NP_651327.1
OG0003522	XP_031829672.1	NP_650487.1
OG0003523	XP_031829151.1	NP_572207.1, NP_649390.1
OG0003524	XP_031830366.1	NP_610295.1, NP_609667.2, NP_001097332.1
OG0003525	XP_031836565.1	NP_001246660.1
OG0003526	XP_031833107.1	NP_001285323.1
OG0003527	XP_031846133.1	NP_524617.3
OG0003528	XP_031848674.1	NP_001162835.1
OG0003529	XP_031840998.1	NP_609803.1
OG0003530	XP_031843040.1	NP_001189224.1
OG0003532	XP_031827092.1	NP_524775.1
OG0003533	XP_031828891.1	NP_572804.1
OG0003534	XP_031844819.1	NP_726773.2
OG0003535	XP_031848149.1	NP_648818.3
OG0003536	XP_031842011.1, XP_031842001.1	NP_001334682.1
OG0003538	XP_031839240.1	NP_001286840.1
OG0003539	XP_031846798.1, XP_031846800.1, XP_031846799.1	NP_001259679.1
OG0003540	XP_031834346.1	NP_001262668.1
OG0003541	XP_031835401.1	NP_001285144.1, NP_001262829.1
OG0003542	XP_031845642.1	NP_608745.1
OG0003543	XP_031839908.1	NP_572639.2
OG0003544	XP_031850210.1, XP_031850201.1	NP_001260220.1
OG0003545	XP_031832360.1	NP_611861.1, NP_511100.1
OG0003546	XP_031837549.1	NP_652335.1
OG0003547	XP_031833416.1	NP_788434.1
OG0003549	XP_031830602.1	NP_610842.1
OG0003550	XP_031845640.1	NP_608792.1
OG0003551	XP_031836978.1	NP_001287595.1
OG0003552	XP_031847272.1	NP_001245771.1
OG0003553	XP_031830779.1	NP_001286937.1
OG0003554	XP_031829843.1	NP_610421.1
OG0003555	XP_031850439.1	NP_569948.3
OG0003556	XP_031830038.1, XP_031830037.1	NP_572286.1
OG0003557	XP_031831373.1, XP_031831374.1	NP_652054.1
OG0003560	XP_031846068.1	NP_649937.1
OG0003561	XP_031845952.1	NP_648551.3
OG0003563	XP_031846838.1, XP_031846834.1	NP_524340.2
OG0003564	XP_031827751.1	NP_001260401.1, NP_609533.1
OG0003565	XP_031826440.1	NP_611962.2
OG0003566	XP_031829641.1	NP_610798.1
OG0003567	XP_031843377.1, XP_031845655.1	NP_524351.1
OG0003568	XP_031850127.1	NP_001036444.1
OG0003569	XP_031843733.1	NP_001259065.1
OG0003570	XP_031845873.1	NP_650256.2
OG0003571	XP_031825735.1	NP_609641.1
OG0003572	XP_031842692.1	NP_725534.1
OG0003573	XP_031845027.1	NP_001163746.1
OG0003574	XP_031835030.1, XP_031835029.1	NP_649699.1
OG0003575	XP_031836154.1	NP_001261871.1
OG0003576	XP_031845493.1	NP_001162879.1
OG0003577	XP_031843818.1, XP_031843820.1	NP_001245936.1
OG0003578	XP_031839955.1	NP_650054.2
OG0003579	XP_031841954.1	NP_733115.1, NP_001285192.1
OG0003580	XP_031832694.1	NP_511143.2
OG0003581	XP_031836458.1	NP_001286265.1
OG0003582	XP_031839630.1, XP_031839631.1	NP_569947.2
OG0003583	XP_031840887.1	NP_652189.1
OG0003584	XP_031829943.1	NP_001246145.1
OG0003585	XP_031835068.1	NP_733027.2
OG0003586	XP_031845110.1, XP_031845111.1	NP_649134.3
OG0003587	XP_031837822.1	NP_724916.1
OG0003588	XP_031833819.1	NP_001014614.1
OG0003589	XP_031848547.1	NP_996132.1
OG0003591	XP_031833257.1	NP_524597.1
OG0003592	XP_031836730.1	NP_524652.1
OG0003593	XP_031849132.1	NP_001286401.1
OG0003596	XP_031832037.1	NP_648348.1
OG0003597	XP_031850351.1	NP_001261943.1
OG0003598	XP_031837644.1	NP_001247400.1
OG0003599	XP_031835283.1	NP_610813.3
OG0003600	XP_031848535.1	NP_652069.2
OG0003601	XP_031825426.1	NP_001247153.1
OG0003602	XP_031844385.1	NP_996141.2
OG0003603	XP_031835598.1	NP_524366.1
OG0003604	XP_031841720.1	NP_647677.2
OG0003605	XP_031826271.1	NP_612073.2
OG0003606	XP_031849352.1	NP_524810.2
OG0003607	XP_031827838.1	NP_649008.2
OG0003608	XP_031845240.1, XP_031845239.1	NP_609634.1
OG0003609	XP_031848096.1	NP_608886.1
OG0003610	XP_031844268.1, XP_031844267.1	NP_651726.1
OG0003611	XP_031835730.1	NP_523583.2
OG0003612	XP_031842577.1	NP_477303.1
OG0003613	XP_031849519.1	NP_570069.1
OG0003614	XP_031849601.1, XP_031849599.1, XP_031849600.1	NP_523541.2
OG0003615	XP_031833358.1	NP_611687.1
OG0003616	XP_031849401.1, XP_031849403.1, XP_031849397.1, XP_031849398.1, XP_031849399.1, XP_031849400.1	NP_001262982.1
OG0003617	XP_031825405.1, XP_031825394.1, XP_031848898.1	NP_001260440.1
OG0003618	XP_031836799.1, XP_031836798.1	NP_511065.1
OG0003619	XP_031843878.1	NP_523898.1
OG0003620	XP_031845094.1	NP_611053.1
OG0003621	XP_031841073.1	NP_725799.1
OG0003623	XP_031826644.1	NP_001261078.1
OG0003624	XP_031829343.1	NP_001260192.1
OG0003625	XP_031828507.1	NP_732109.2
OG0003626	XP_031842734.1	NP_476722.1
OG0003627	XP_031848333.1	NP_725451.1
OG0003628	XP_031840082.1	NP_001247372.1
OG0003629	XP_031843191.1	NP_649520.1
OG0003630	XP_031829676.1	NP_001259267.1
OG0003631	XP_031844287.1	NP_611946.2
OG0003632	XP_031837889.1	NP_001014758.2
OG0003633	XP_031846136.1	NP_648604.2
OG0003634	XP_031829708.1, XP_031829709.1	NP_608349.1
OG0003635	XP_031847932.1	NP_608498.3
OG0003636	XP_031827818.1, XP_031827817.1	NP_477119.1
OG0003637	XP_031839719.1	NP_477440.1
OG0003638	XP_031831111.1, XP_031831109.1	NP_649194.1
OG0003639	XP_031849793.1	NP_001262035.1
OG0003640	XP_031835747.1	NP_001097136.2
OG0003641	XP_031830233.1, XP_031830226.1	NP_001247023.2
OG0003642	XP_031830213.1	NP_001247399.1
OG0003643	XP_031832365.1	NP_611345.1
OG0003644	XP_031832715.1	NP_610446.1, NP_610447.2
OG0003645	XP_031844536.1	NP_001014722.1
OG0003646	XP_031838186.1	NP_001285636.1
OG0003647	XP_031849522.1	NP_572814.1, NP_722953.1
OG0003648	XP_031832932.1	NP_649176.1
OG0003649	XP_031841669.1	NP_001096981.2
OG0003650	XP_031844666.1	NP_001260032.1
OG0003653	XP_031844110.1	NP_572704.1
OG0003654	XP_031839616.1, XP_031839618.1, XP_031839617.1, XP_031839615.1	NP_001096928.1
OG0003655	XP_031837508.1	NP_001162707.1, NP_573297.1, NP_001097020.1
OG0003656	XP_031834283.1	NP_609092.1
OG0003657	XP_031841443.1	NP_724708.1
OG0003658	XP_031829714.1, XP_031829733.1, XP_031829724.1, XP_031829742.1	NP_001262034.1
OG0003661	XP_031844603.1, XP_031844613.1, XP_031844594.1	NP_001285240.1
OG0003663	XP_031826511.1	NP_001261019.1
OG0003665	XP_031847876.1	NP_001261794.1
OG0003666	XP_031840182.1	NP_611750.1
OG0003667	XP_031848157.1	NP_001285128.1
OG0003668	XP_031850213.1	NP_650452.1
OG0003670	XP_031849884.1	NP_608859.1
OG0003671	XP_031844513.1, XP_031844512.1, XP_031844511.1	NP_610592.1
OG0003672	XP_031831285.1, XP_031831284.1, XP_031831283.1	NP_001287600.1, NP_001287601.1
OG0003673	XP_031826995.1	NP_608377.1
OG0003674	XP_031838553.1	NP_611267.1
OG0003675	XP_031839806.1	NP_001284923.1
OG0003676	XP_031835240.1, XP_031835242.1, XP_031835241.1	NP_651213.1
