Orthogroup	Nomia_melanderi	Polistes_dominula
OG0003688	XP_031842850.1, XP_031842851.1	XP_015175694.1
OG0003689	XP_031846222.1	XP_015172636.1
OG0003690	XP_031831554.1, XP_031831555.1	XP_015185367.1
OG0003691	XP_031841868.1	XP_015187503.1
OG0003692	XP_031833219.1	XP_015184777.1, XP_015184775.1
OG0003693	XP_031830472.1	XP_015176844.1, XP_015176845.1, XP_015176842.1, XP_015176843.1, XP_015176846.1, XP_015176840.1
OG0003694	XP_031848671.1	XP_015171276.1, XP_015171267.1
OG0003695	XP_031850366.1	XP_015179486.1, XP_015179479.1, XP_015180835.1
OG0003696	XP_031836066.1, XP_031836067.1	XP_015186073.1
OG0003697	XP_031828152.1	XP_015174536.1
OG0003698	XP_031841747.1, XP_031841748.1	XP_015175020.1
OG0003699	XP_031843100.1	XP_015179294.1
OG0003700	XP_031849214.1	XP_015189156.1
OG0003701	XP_031839396.1	XP_015190154.1
OG0003702	XP_031828189.1	XP_015181318.1, XP_015181319.1
OG0003703	XP_031833483.1	XP_015183459.1, XP_015183461.1, XP_015183458.1, XP_015183462.1, XP_015183460.1
OG0003704	XP_031829211.1	XP_015185650.1, XP_015185585.1, XP_015185584.1
OG0003705	XP_031830325.1	XP_015188935.1, XP_015188937.1, XP_015188936.1
OG0003706	XP_031836111.1	XP_015180053.1
OG0003709	XP_031845537.1	XP_015173532.1
OG0003710	XP_031844662.1	XP_015176218.1
OG0003711	XP_031826813.1	XP_015186331.1
OG0003712	XP_031830431.1	XP_015180180.1, XP_015180181.1
OG0003713	XP_031849535.1	XP_015179134.1
OG0003714	XP_031832219.1	XP_015183809.1
OG0003715	XP_031828054.1	XP_015190210.1
OG0003716	XP_031838024.1	XP_015188866.1
OG0003717	XP_031834571.1	XP_015190092.1, XP_015190091.1
OG0003718	XP_031843732.1	XP_015181987.1
OG0003719	XP_031825956.1	XP_015171019.1
OG0003720	XP_031827675.1	XP_015176245.1
OG0003721	XP_031846546.1	XP_015178907.1
OG0003722	XP_031841967.1	XP_015174348.1
OG0003723	XP_031831843.1, XP_031831834.1	XP_015180112.1
OG0003724	XP_031830003.1	XP_015177003.1
OG0003725	XP_031827158.1	XP_015171328.1
OG0003726	XP_031831484.1	XP_015181489.1, XP_015181490.1
OG0003727	XP_031844557.1	XP_015177612.1
OG0003728	XP_031833670.1	XP_015179876.1
OG0003729	XP_031835873.1	XP_015190645.1
OG0003730	XP_031830692.1	XP_015174154.1, XP_015174155.1, XP_015174153.1, XP_015174152.1
OG0003731	XP_031844278.1, XP_031844279.1, XP_031844280.1	XP_015191213.1
OG0003732	XP_031835129.1	XP_015179754.1
OG0003733	XP_031835914.1	XP_015176936.1
OG0003734	XP_031832845.1	XP_015179650.1
OG0003735	XP_031844758.1	XP_015177433.1
OG0003736	XP_031848409.1	XP_015177526.1
OG0003737	XP_031840619.1, XP_031840618.1, XP_031840620.1	XP_015173696.1
OG0003738	XP_031831602.1	XP_015186822.1
OG0003739	XP_031825719.1	XP_015172957.1
OG0003740	XP_031842558.1	XP_015184823.1, XP_015184822.1
OG0003741	XP_031840542.1, XP_031840541.1	XP_015177543.1
OG0003742	XP_031848578.1	XP_015172764.1, XP_015172765.1
OG0003743	XP_031848616.1	XP_015171467.1
OG0003744	XP_031842412.1	XP_015179632.1
OG0003745	XP_031849470.1	XP_015177298.1
OG0003746	XP_031831539.1	XP_015174963.1
OG0003747	XP_031846036.1	XP_015180916.1
OG0003748	XP_031849384.1	XP_015189373.1
OG0003749	XP_031836228.1	XP_015183750.1, XP_015183749.1
OG0003750	XP_031831145.1	XP_015176785.1
OG0003752	XP_031836605.1	XP_015187984.1
OG0003753	XP_031829670.1	XP_015182951.1
OG0003754	XP_031837421.1	XP_015183116.1
OG0003755	XP_031845507.1	XP_015189093.1, XP_015189091.1
OG0003756	XP_031846613.1	XP_015171541.1
OG0003757	XP_031842642.1	XP_015174113.1
OG0003758	XP_031845300.1, XP_031845302.1	XP_015182777.1
OG0003759	XP_031836193.1, XP_031836194.1	XP_015184466.1
OG0003760	XP_031848460.1	XP_015174719.1
OG0003761	XP_031826223.1	XP_015190519.1
OG0003762	XP_031848446.1	XP_015173510.1
OG0003763	XP_031842780.1, XP_031842779.1	XP_015187181.1
OG0003764	XP_031826974.1	XP_015174657.1, XP_015174656.1
OG0003765	XP_031841597.1	XP_015183368.1
OG0003766	XP_031834592.1	XP_015185303.1
OG0003767	XP_031831361.1	XP_015184820.1
OG0003768	XP_031834320.1	XP_015189277.1
OG0003769	XP_031830656.1	XP_015172851.1
OG0003770	XP_031838094.1	XP_015183795.1
OG0003771	XP_031841072.1	XP_015184216.1
OG0003772	XP_031845660.1	XP_015179985.1
OG0003773	XP_031831472.1	XP_015183792.1
OG0003774	XP_031844362.1	XP_015181167.1
OG0003775	XP_031850350.1	XP_015187323.1
OG0003776	XP_031826709.1	XP_015171436.1
OG0003777	XP_031845529.1	XP_015179040.1
OG0003778	XP_031848470.1	XP_015188502.1
OG0003779	XP_031833368.1	XP_015180110.1
OG0003780	XP_031833113.1	XP_015187159.1
OG0003781	XP_031837519.1	XP_015175988.1
OG0003782	XP_031841861.1	XP_015180130.1
OG0003783	XP_031847496.1, XP_031847495.1	XP_015183435.1
OG0003784	XP_031840056.1	XP_015179669.1
OG0003785	XP_031826963.1	XP_015176815.1
OG0003786	XP_031830013.1	XP_015177933.1
OG0003787	XP_031839700.1	XP_015175131.1
OG0003788	XP_031826983.1, XP_031826984.1	XP_015176660.1
OG0003789	XP_031848445.1	XP_015175517.1, XP_015175518.1
OG0003790	XP_031839413.1	XP_015190159.1, XP_015190160.1, XP_015190158.1
OG0003791	XP_031838820.1	XP_015185362.1
OG0003792	XP_031838660.1	XP_015174189.1
OG0003793	XP_031846832.1	XP_015183909.1
OG0003794	XP_031830507.1	XP_015176948.1
OG0003795	XP_031843055.1	XP_015187599.1
OG0003796	XP_031830035.1	XP_015184118.1
OG0003797	XP_031833520.1	XP_015171240.1
OG0003798	XP_031828980.1	XP_015188416.1
OG0003799	XP_031840881.1	XP_015187960.1
OG0003800	XP_031848540.1	XP_015186243.1
OG0003801	XP_031827456.1, XP_031827457.1	XP_015183039.1
OG0003802	XP_031829492.1	XP_015180931.1
OG0003803	XP_031834671.1, XP_031834660.1	XP_015182552.1
OG0003804	XP_031835162.1, XP_031835161.1	XP_015171066.1
OG0003805	XP_031828622.1	XP_015182666.1
OG0003806	XP_031830180.1	XP_015189254.1
OG0003807	XP_031829589.1, XP_031829588.1	XP_015179639.1
OG0003808	XP_031848905.1	XP_015180008.1
OG0003809	XP_031834560.1	XP_015171756.1
OG0003810	XP_031847703.1	XP_015171996.1
OG0003811	XP_031840547.1	XP_015190894.1
OG0003812	XP_031832394.1, XP_031832393.1	XP_015172466.1
OG0003813	XP_031844249.1, XP_031844248.1, XP_031844250.1	XP_015179203.1
OG0003814	XP_031837191.1	XP_015172369.1
OG0003815	XP_031849385.1	XP_015172209.1, XP_015172210.1
OG0003816	XP_031850224.1	XP_015181644.1
OG0003817	XP_031849351.1	XP_015171672.1
OG0003818	XP_031825658.1	XP_015188004.1
OG0003819	XP_031842620.1	XP_015179449.1, XP_015179450.1
OG0003820	XP_031849252.1	XP_015190192.1
OG0003821	XP_031827657.1	XP_015180689.1
OG0003822	XP_031845767.1	XP_015185443.1
OG0003823	XP_031836634.1	XP_015186419.1
OG0003824	XP_031839343.1	XP_015184433.1
OG0003825	XP_031832189.1	XP_015178745.1
OG0003826	XP_031844736.1	XP_015190791.1
OG0003827	XP_031844006.1	XP_015189198.1, XP_015189197.1
OG0003828	XP_031826176.1	XP_015178908.1
OG0003829	XP_031834069.1	XP_015174901.1
OG0003830	XP_031843529.1	XP_015182262.1
OG0003831	XP_031832731.1	XP_015179782.1
OG0003832	XP_031838218.1	XP_015185403.1
OG0003833	XP_031841667.1, XP_031841668.1	XP_015186218.1
OG0003834	XP_031850570.1	XP_015184254.1
OG0003835	XP_031838153.1	XP_015182810.1
OG0003837	XP_031845434.1	XP_015179423.1
OG0003838	XP_031849495.1	XP_015182676.1
OG0003839	XP_031828884.1	XP_015180223.1
OG0003840	XP_031829860.1, XP_031829861.1	XP_015183859.1, XP_015183860.1, XP_015183858.1
OG0003841	XP_031839595.1	XP_015189810.1
OG0003842	XP_031827602.1, XP_031827603.1	XP_015189227.1
OG0003843	XP_031836341.1	XP_015180612.1
OG0003844	XP_031840110.1	XP_015175735.1
OG0003845	XP_031849480.1	XP_015182750.1
OG0003846	XP_031844269.1	XP_015191205.1
OG0003847	XP_031831304.1	XP_015187712.1
OG0003848	XP_031833548.1	XP_015187951.1
OG0003849	XP_031832397.1	XP_015188757.1
OG0003850	XP_031847889.1	XP_015179239.1
OG0003851	XP_031836203.1	XP_015171678.1
OG0003852	XP_031836623.1, XP_031836622.1, XP_031836624.1, XP_031836621.1	XP_015182590.1, XP_015182589.1
OG0003853	XP_031827749.1	XP_015186918.1, XP_015186920.1, XP_015186919.1
OG0003854	XP_031841503.1	XP_015175346.1
OG0003855	XP_031846452.1	XP_015188067.1, XP_015188068.1
OG0003856	XP_031842698.1, XP_031842699.1	XP_015174036.1
OG0003857	XP_031838428.1	XP_015180302.1
OG0003858	XP_031839732.1	XP_015186991.1
OG0003859	XP_031846939.1	XP_015185008.1
OG0003860	XP_031834810.1, XP_031836487.1	XP_015173030.1
OG0003861	XP_031839884.1	XP_015182763.1, XP_015182764.1
OG0003862	XP_031841551.1	XP_015186271.1, XP_015186272.1
OG0003863	XP_031830421.1	XP_015171925.1, XP_015171915.1
OG0003864	XP_031846924.1	XP_015186663.1
OG0003865	XP_031842948.1	XP_015179461.1
OG0003866	XP_031837019.1	XP_015191594.1
OG0003867	XP_031848786.1	XP_015176696.1
OG0003869	XP_031837052.1	XP_015190256.1
OG0003870	XP_031839667.1	XP_015188129.1
OG0003871	XP_031838171.1	XP_015175350.1
OG0003872	XP_031841114.1	XP_015182385.1, XP_015182386.1
OG0003873	XP_031847666.1	XP_015189200.1
OG0003874	XP_031825622.1	XP_015173727.1
OG0003875	XP_031832131.1	XP_015190606.1
OG0003876	XP_031838774.1	XP_015174174.1
OG0003877	XP_031827724.1	XP_015177052.1
OG0003878	XP_031849258.1	XP_015172511.1
OG0003879	XP_031835205.1	XP_015190423.1
OG0003880	XP_031840832.1	XP_015184793.1
OG0003881	XP_031825384.1, XP_031825386.1	XP_015176444.1
OG0003882	XP_031840706.1	XP_015189010.1
OG0003883	XP_031836057.1	XP_015184816.1
OG0003884	XP_031843346.1, XP_031843345.1, XP_031843344.1	XP_015178038.1, XP_015178067.1
OG0003885	XP_031845589.1	XP_015183701.1, XP_015183702.1, XP_015183703.1
OG0003886	XP_031847144.1	XP_015187891.1
OG0003887	XP_031844607.1	XP_015174435.1
OG0003888	XP_031836223.1	XP_015187059.1
OG0003889	XP_031840688.1	XP_015181006.1
OG0003890	XP_031835302.1	XP_015171801.1
OG0003891	XP_031844748.1	XP_015177431.1
OG0003892	XP_031833087.1	XP_015177759.1
OG0003893	XP_031825778.1	XP_015187989.1
OG0003894	XP_031825863.1	XP_015174222.1
OG0003895	XP_031838891.1	XP_015182152.1
OG0003896	XP_031846999.1	XP_015185567.1, XP_015185568.1
OG0003897	XP_031833798.1	XP_015182364.1
OG0003898	XP_031848198.1, XP_031848197.1	XP_015183619.1
OG0003899	XP_031837829.1, XP_031837839.1	XP_015184667.1
OG0003900	XP_031832238.1	XP_015178278.1
OG0003901	XP_031839241.1	XP_015176385.1
OG0003902	XP_031841625.1	XP_015189056.1
OG0003903	XP_031837876.1	XP_015185771.1
OG0003904	XP_031840950.1	XP_015186503.1
OG0003905	XP_031829127.1	XP_015175617.1, XP_015175618.1, XP_015175616.1
OG0003906	XP_031829290.1	XP_015186483.1
OG0003907	XP_031835836.1	XP_015184805.1, XP_015176229.1
OG0003908	XP_031838668.1	XP_015173361.1
OG0003909	XP_031846353.1	XP_015191271.1
OG0003910	XP_031834915.1	XP_015184281.1
OG0003911	XP_031845935.1, XP_031845936.1	XP_015185630.1, XP_015185631.1, XP_015185628.1, XP_015185629.1
OG0003912	XP_031829689.1	XP_015182946.1
OG0003913	XP_031847955.1	XP_015184261.1
OG0003914	XP_031840322.1, XP_031840321.1, XP_031840323.1	XP_015186068.1
OG0003915	XP_031826614.1	XP_015175075.1
OG0003916	XP_031837428.1	XP_015181429.1, XP_015181430.1
OG0003917	XP_031828774.1	XP_015191779.1
OG0003918	XP_031849100.1	XP_015184223.1
OG0003919	XP_031835884.1	XP_015176605.1
OG0003920	XP_031829190.1	XP_015186478.1
OG0003921	XP_031845320.1	XP_015177797.1, XP_015177796.1
OG0003922	XP_031826631.1, XP_031826622.1, XP_031826612.1	XP_015190521.1
OG0003923	XP_031839810.1	XP_015171117.1, XP_015171124.1
OG0003924	XP_031841751.1	XP_015182758.1
OG0003925	XP_031837874.1	XP_015182962.1
OG0003926	XP_031827427.1	XP_015181798.1
OG0003927	XP_031836022.1	XP_015186939.1
OG0003928	XP_031831557.1, XP_031831556.1	XP_015191812.1
OG0003929	XP_031844081.1	XP_015186045.1
OG0003930	XP_031830962.1	XP_015175314.1
OG0003931	XP_031838854.1	XP_015179434.1
OG0003932	XP_031839254.1, XP_031839264.1	XP_015183051.1
OG0003933	XP_031840199.1, XP_031840200.1, XP_031840198.1	XP_015174139.1
OG0003934	XP_031847479.1	XP_015185833.1
OG0003935	XP_031835899.1	XP_015178777.1
OG0003936	XP_031831693.1	XP_015181374.1
OG0003938	XP_031841721.1	XP_015185910.1
OG0003939	XP_031833272.1	XP_015182573.1
OG0003940	XP_031842627.1	XP_015176999.1
OG0003941	XP_031842486.1, XP_031842485.1, XP_031842487.1	XP_015191702.1
OG0003942	XP_031839723.1	XP_015190766.1
OG0003943	XP_031825416.1, XP_031825418.1	XP_015176455.1
OG0003944	XP_031828255.1	XP_015177805.1
OG0003945	XP_031833294.1	XP_015183165.1
OG0003946	XP_031835002.1, XP_031835003.1	XP_015187495.1
OG0003947	XP_031846971.1	XP_015185637.1
OG0003948	XP_031843948.1	XP_015176916.1, XP_015176917.1
OG0003950	XP_031829425.1	XP_015178732.1, XP_015178731.1, XP_015178728.1, XP_015178729.1, XP_015178727.1
OG0003951	XP_031829940.1	XP_015183700.1
OG0003952	XP_031828861.1	XP_015171971.1
OG0003953	XP_031834037.1	XP_015174381.1
OG0003954	XP_031831755.1	XP_015179401.1
OG0003955	XP_031843492.1	XP_015189075.1
OG0003956	XP_031845387.1	XP_015191809.1
OG0003957	XP_031835970.1	XP_015187610.1, XP_015187609.1, XP_015187608.1, XP_015187607.1
OG0003958	XP_031847532.1	XP_015174191.1
OG0003959	XP_031840637.1	XP_015184862.1
OG0003960	XP_031831389.1	XP_015174780.1
OG0003961	XP_031830352.1	XP_015176361.1
OG0003962	XP_031839594.1, XP_031839593.1	XP_015178536.1
OG0003963	XP_031835865.1	XP_015182047.1
OG0003964	XP_031835915.1	XP_015176829.1
OG0003965	XP_031828321.1	XP_015183672.1, XP_015183673.1
OG0003966	XP_031826856.1	XP_015171981.1
OG0003967	XP_031828590.1	XP_015191446.1
OG0003968	XP_031831420.1, XP_031831419.1	XP_015180277.1
OG0003969	XP_031840909.1	XP_015191535.1
OG0003970	XP_031831835.1	XP_015177959.1
OG0003971	XP_031827693.1	XP_015187239.1
OG0003972	XP_031831359.1	XP_015180298.1
OG0003973	XP_031834059.1	XP_015180148.1
OG0003974	XP_031829050.1	XP_015181752.1
OG0003975	XP_031828857.1	XP_015175402.1
OG0003976	XP_031833374.1	XP_015183906.1
OG0003977	XP_031839879.1	XP_015190572.1, XP_015190569.1, XP_015190570.1
OG0003978	XP_031845698.1, XP_031845688.1	XP_015174165.1
OG0003979	XP_031838006.1, XP_031838004.1	XP_015181533.1, XP_015181535.1, XP_015181534.1
OG0003980	XP_031835453.1, XP_031835454.1	XP_015179105.1
OG0003981	XP_031847431.1	XP_015179337.1
OG0003982	XP_031838490.1	XP_015171669.1
OG0003983	XP_031825980.1	XP_015177993.1
OG0003984	XP_031847226.1	XP_015178448.1
OG0003985	XP_031829414.1	XP_015180923.1
OG0003986	XP_031845970.1	XP_015182657.1
OG0003987	XP_031837431.1	XP_015180174.1, XP_015180171.1
OG0003988	XP_031825317.1, XP_031825323.1	XP_015178187.1
OG0003989	XP_031836291.1	XP_015171575.1
OG0003990	XP_031834385.1	XP_015188978.1
OG0003991	XP_031850030.1	XP_015177782.1
OG0003992	XP_031829795.1	XP_015176116.1
OG0003994	XP_031828499.1	XP_015181594.1, XP_015181593.1
OG0003995	XP_031844333.1	XP_015172117.1
OG0003996	XP_031833780.1	XP_015179812.1, XP_015179973.1
OG0003997	XP_031846794.1	XP_015191115.1
OG0003998	XP_031837050.1	XP_015190272.1
OG0003999	XP_031837728.1	XP_015173606.1
OG0004000	XP_031833510.1	XP_015183976.1
OG0004001	XP_031830611.1	XP_015183525.1
OG0004002	XP_031825949.1	XP_015180994.1
OG0004003	XP_031849632.1	XP_015174985.1
OG0004004	XP_031834857.1	XP_015183989.1, XP_015183988.1
OG0004005	XP_031841729.1	XP_015185905.1
OG0004006	XP_031836005.1	XP_015183941.1
OG0004008	XP_031843500.1, XP_031843499.1	XP_015173879.1
OG0004009	XP_031847365.1	XP_015173384.1
OG0004010	XP_031847481.1	XP_015173285.1
OG0004012	XP_031839094.1	XP_015188802.1
OG0004013	XP_031826476.1	XP_015184624.1
OG0004014	XP_031843512.1	XP_015183104.1
OG0004016	XP_031828955.1	XP_015172081.1
OG0004017	XP_031837289.1	XP_015178267.1
OG0004018	XP_031835588.1	XP_015188600.1
OG0004019	XP_031831485.1	XP_015185169.1
OG0004020	XP_031839538.1	XP_015178646.1
OG0004021	XP_031837350.1, XP_031837340.1	XP_015176151.1
OG0004022	XP_031840750.1	XP_015175677.1
OG0004023	XP_031848115.1	XP_015180863.1
OG0004024	XP_031825975.1, XP_031825969.1	XP_015174925.1
OG0004025	XP_031843394.1, XP_031843395.1	XP_015184499.1, XP_015184498.1
OG0004026	XP_031831292.1	XP_015191774.1, XP_015191773.1
OG0004027	XP_031838602.1, XP_031838601.1, XP_031838599.1, XP_031838600.1	XP_015189301.1
OG0004028	XP_031841262.1, XP_031841261.1	XP_015178883.1
OG0004029	XP_031826772.1	XP_015180303.1
OG0004030	XP_031832701.1	XP_015191045.1
OG0004031	XP_031835672.1	XP_015173705.1
OG0004032	XP_031839402.1	XP_015190132.1
OG0004033	XP_031849478.1	XP_015182744.1
OG0004034	XP_031829649.1	XP_015175821.1
OG0004035	XP_031829871.1	XP_015174077.1
OG0004036	XP_031844944.1	XP_015184002.1
OG0004037	XP_031849138.1, XP_031849145.1	XP_015180175.1
OG0004038	XP_031846457.1	XP_015180362.1
OG0004040	XP_031836756.1	XP_015179378.1, XP_015187288.1
OG0004041	XP_031833112.1, XP_031833111.1, XP_031833110.1	XP_015187156.1, XP_015187157.1
OG0004042	XP_031846521.1	XP_015191293.1
OG0004043	XP_031834119.1	XP_015174731.1, XP_015174726.1
OG0004044	XP_031845436.1	XP_015179422.1
OG0004045	XP_031825763.1	XP_015176323.1
OG0004046	XP_031838752.1	XP_015181696.1
OG0004048	XP_031846986.1	XP_015176742.1, XP_015176733.1
OG0004049	XP_031840936.1	XP_015174161.1, XP_015174159.1, XP_015174160.1
OG0004051	XP_031845253.1	XP_015180376.1
OG0004052	XP_031847498.1, XP_031847499.1	XP_015177405.1, XP_015177406.1
OG0004053	XP_031834647.1	XP_015185708.1
OG0004054	XP_031826861.1	XP_015177268.1
OG0004055	XP_031825842.1	XP_015191019.1
OG0004056	XP_031825600.1	XP_015185777.1
OG0004058	XP_031847304.1	XP_015186468.1, XP_015186467.1, XP_015186469.1
OG0004059	XP_031827314.1, XP_031827316.1, XP_031827315.1	XP_015172701.1
OG0004060	XP_031833705.1	XP_015185066.1
OG0004061	XP_031847982.1	XP_015179001.1
OG0004062	XP_031840007.1	XP_015187758.1
OG0004063	XP_031840645.1	XP_015172856.1
OG0004064	XP_031841865.1	XP_015187710.1
OG0004065	XP_031831118.1	XP_015173682.1, XP_015173694.1
OG0004066	XP_031835983.1	XP_015181124.1, XP_015181123.1, XP_015181122.1
OG0004067	XP_031834342.1	XP_015188922.1
OG0004068	XP_031835544.1	XP_015185932.1
OG0004069	XP_031846351.1	XP_015178953.1
OG0004070	XP_031844908.1	XP_015183528.1
OG0004071	XP_031837245.1	XP_015178206.1
OG0004072	XP_031832907.1	XP_015191086.1
OG0004073	XP_031845410.1	XP_015181041.1, XP_015181040.1
OG0004074	XP_031837469.1	XP_015188764.1
OG0004075	XP_031832804.1	XP_015179558.1
OG0004076	XP_031849280.1	XP_015183756.1, XP_015183757.1, XP_015183755.1, XP_015183754.1
OG0004077	XP_031842873.1	XP_015184935.1
OG0004078	XP_031825371.1	XP_015171408.1
OG0004079	XP_031841803.1	XP_015173930.1, XP_015173935.1
OG0004080	XP_031839613.1, XP_031839614.1	XP_015183962.1, XP_015183961.1
OG0004081	XP_031850168.1	XP_015191525.1
OG0004082	XP_031841583.1	XP_015179425.1
OG0004083	XP_031836805.1	XP_015178389.1
OG0004084	XP_031843205.1, XP_031843204.1	XP_015179514.1, XP_015179513.1
OG0004085	XP_031843792.1	XP_015182510.1
OG0004086	XP_031842579.1	XP_015179120.1
OG0004087	XP_031825479.1	XP_015191784.1
OG0004088	XP_031850431.1, XP_031850429.1	XP_015178738.1, XP_015178730.1
OG0004089	XP_031836037.1	XP_015191287.1
OG0004090	XP_031846989.1	XP_015174996.1
OG0004091	XP_031837038.1	XP_015191851.1
OG0004092	XP_031829570.1	XP_015179701.1
OG0004093	XP_031835692.1	XP_015188778.1
OG0004094	XP_031828084.1	XP_015188690.1
OG0004095	XP_031839210.1	XP_015171602.1
OG0004096	XP_031834686.1	XP_015189028.1
OG0004097	XP_031826465.1	XP_015188596.1
OG0004098	XP_031842233.1, XP_031842232.1	XP_015172878.1
OG0004099	XP_031845477.1, XP_031845476.1	XP_015177377.1
OG0004100	XP_031850080.1	XP_015180349.1
OG0004101	XP_031843438.1	XP_015182853.1, XP_015182856.1, XP_015182854.1, XP_015182855.1
OG0004102	XP_031844595.1	XP_015171873.1
OG0004103	XP_031830127.1	XP_015183632.1
OG0004104	XP_031840128.1	XP_015180090.1
OG0004105	XP_031850462.1	XP_015176038.1, XP_015176028.1, XP_015176047.1
OG0004106	XP_031836716.1	XP_015181585.1
OG0004107	XP_031832445.1, XP_031832444.1, XP_031832443.1	XP_015186759.1
OG0004109	XP_031837550.1	XP_015189541.1, XP_015189542.1, XP_015189544.1, XP_015189539.1, XP_015189540.1, XP_015189545.1
OG0004110	XP_031831226.1	XP_015171958.1
OG0004111	XP_031838651.1	XP_015185351.1
OG0004112	XP_031829037.1	XP_015181462.1
OG0004113	XP_031833524.1	XP_015183299.1
OG0004114	XP_031825864.1	XP_015174226.1
OG0004116	XP_031837378.1, XP_031837377.1	XP_015175547.1
OG0004117	XP_031839020.1	XP_015191708.1
OG0004119	XP_031834044.1	XP_015174723.1, XP_015174724.1
OG0004120	XP_031833681.1	XP_015171783.1
OG0004123	XP_031827341.1	XP_015188295.1
OG0004124	XP_031848972.1	XP_015174349.1
OG0004125	XP_031831838.1	XP_015186721.1
OG0004126	XP_031837070.1	XP_015173412.1
OG0004128	XP_031833993.1	XP_015190426.1
OG0004129	XP_031830559.1	XP_015180238.1
OG0004130	XP_031837406.1	XP_015173906.1, XP_015173907.1
OG0004131	XP_031837947.1	XP_015182422.1
OG0004132	XP_031838430.1	XP_015175633.1
OG0004133	XP_031849903.1	XP_015191395.1
OG0004134	XP_031840208.1	XP_015173305.1, XP_015173304.1, XP_015173307.1, XP_015173306.1
OG0004135	XP_031828269.1, XP_031828263.1	XP_015177817.1
OG0004136	XP_031828165.1	XP_015189170.1, XP_015189172.1, XP_015189171.1
OG0004137	XP_031842540.1	XP_015191737.1, XP_015191736.1
OG0004138	XP_031840347.1	XP_015187075.1
OG0004139	XP_031845959.1	XP_015186306.1
OG0004140	XP_031847146.1, XP_031847147.1	XP_015190927.1
OG0004141	XP_031826851.1	XP_015172017.1, XP_015172004.1
OG0004142	XP_031833453.1	XP_015183316.1
OG0004143	XP_031845492.1, XP_031845491.1	XP_015176247.1
OG0004144	XP_031845326.1	XP_015176391.1, XP_015176390.1
OG0004145	XP_031833754.1	XP_015175270.1
OG0004146	XP_031830763.1	XP_015178715.1
OG0004147	XP_031841972.1	XP_015184734.1, XP_015184744.1
OG0004148	XP_031835642.1	XP_015191454.1
OG0004149	XP_031825844.1	XP_015190364.1
OG0004150	XP_031843386.1	XP_015177212.1
OG0004151	XP_031825951.1	XP_015178739.1
OG0004152	XP_031835019.1, XP_031835018.1	XP_015177517.1
OG0004153	XP_031831695.1	XP_015182610.1
OG0004154	XP_031839758.1, XP_031839762.1, XP_031839759.1	XP_015177125.1
OG0004155	XP_031838404.1	XP_015185292.1, XP_015185293.1
OG0004156	XP_031843244.1	XP_015179468.1
OG0004157	XP_031844204.1, XP_031844206.1, XP_031844207.1	XP_015184857.1
OG0004158	XP_031845490.1, XP_031845479.1	XP_015191195.1
OG0004159	XP_031839324.1, XP_031839276.1	XP_015186772.1
OG0004160	XP_031843796.1	XP_015173210.1
OG0004162	XP_031828335.1	XP_015172799.1
OG0004163	XP_031839821.1	XP_015185340.1, XP_015185339.1
OG0004164	XP_031831823.1	XP_015188949.1
OG0004165	XP_031849563.1	XP_015174133.1
OG0004166	XP_031840661.1, XP_031840664.1	XP_015186046.1
OG0004167	XP_031833836.1	XP_015176929.1
OG0004168	XP_031840904.1	XP_015172852.1
OG0004169	XP_031838644.1	XP_015173250.1
OG0004170	XP_031848998.1	XP_015185212.1
OG0004171	XP_031844331.1, XP_031844332.1	XP_015176601.1
OG0004172	XP_031831783.1	XP_015181004.1
OG0004173	XP_031826653.1	XP_015183938.1
OG0004174	XP_031837888.1	XP_015174798.1
OG0004175	XP_031836284.1	XP_015171529.1
OG0004177	XP_031840812.1	XP_015181007.1
OG0004178	XP_031835809.1	XP_015178742.1
OG0004179	XP_031837904.1, XP_031837919.1, XP_031837912.1	XP_015180766.1
OG0004180	XP_031846319.1	XP_015179437.1
OG0004181	XP_031850390.1	XP_015179853.1
OG0004182	XP_031849791.1	XP_015174087.1
OG0004183	XP_031840608.1, XP_031840607.1, XP_031840610.1, XP_031840609.1	XP_015188317.1
OG0004184	XP_031847500.1	XP_015174685.1
OG0004185	XP_031837735.1	XP_015184614.1
OG0004186	XP_031839140.1	XP_015178531.1
OG0004187	XP_031845406.1	XP_015180907.1
OG0004188	XP_031848204.1	XP_015181907.1
OG0004189	XP_031828918.1, XP_031828916.1, XP_031828920.1	XP_015174946.1
OG0004190	XP_031830267.1, XP_031830265.1	XP_015177220.1
OG0004191	XP_031830399.1	XP_015183716.1
OG0004192	XP_031844438.1, XP_031844440.1, XP_031844441.1	XP_015176251.1
OG0004193	XP_031848682.1	XP_015179438.1
OG0004194	XP_031839609.1, XP_031839608.1	XP_015189097.1
OG0004195	XP_031840883.1	XP_015179685.1
OG0004196	XP_031843587.1	XP_015186774.1
OG0004197	XP_031835278.1	XP_015189390.1
OG0004198	XP_031844019.1, XP_031844018.1	XP_015189182.1
OG0004199	XP_031845759.1, XP_031845760.1	XP_015185473.1
OG0004201	XP_031847818.1	XP_015189575.1
OG0004202	XP_031828289.1	XP_015185997.1
OG0004203	XP_031831146.1	XP_015186546.1
OG0004204	XP_031844024.1	XP_015182784.1
OG0004205	XP_031839672.1, XP_031839662.1, XP_031839666.1, XP_031839654.1	XP_015179114.1
OG0004206	XP_031832334.1	XP_015185182.1
OG0004207	XP_031845093.1	XP_015176403.1
OG0004209	XP_031847366.1	XP_015173281.1
