Orthogroup	Nomia_melanderi	Ceratina_calcarata
OG0004014	XP_031843512.1	XP_017877109.1
OG0004015	XP_031844892.1	XP_017876298.1
OG0004016	XP_031828955.1	XP_017881069.1
OG0004017	XP_031837289.1	XP_026671934.1, XP_017885128.1
OG0004018	XP_031835588.1	XP_026668172.1
OG0004019	XP_031831485.1	XP_017883053.1
OG0004020	XP_031839538.1	XP_017887832.1
OG0004021	XP_031837350.1, XP_031837340.1	XP_026666661.1
OG0004022	XP_031840750.1	XP_017882419.1
OG0004023	XP_031848115.1	XP_017876357.1
OG0004024	XP_031825975.1, XP_031825969.1	XP_017892357.1, XP_017892358.1
OG0004025	XP_031843394.1, XP_031843395.1	XP_017878185.1
OG0004026	XP_031831292.1	XP_026670568.1
OG0004027	XP_031838602.1, XP_031838601.1, XP_031838599.1, XP_031838600.1	XP_017889798.1
OG0004028	XP_031841262.1, XP_031841261.1	XP_017876730.1
OG0004029	XP_031826772.1	XP_017886871.1
OG0004030	XP_031832701.1	XP_017888147.1
OG0004031	XP_031835672.1	XP_026667808.1, XP_017876836.1
OG0004032	XP_031839402.1	XP_017888240.1
OG0004033	XP_031849478.1	XP_017877530.1
OG0004034	XP_031829649.1	XP_017885006.1, XP_026671509.1
OG0004035	XP_031829871.1	XP_017877295.1
OG0004036	XP_031844944.1	XP_017876757.1
OG0004037	XP_031849138.1, XP_031849145.1	XP_017885653.1
OG0004038	XP_031846457.1	XP_017881453.1
OG0004040	XP_031836756.1	XP_017888273.1
OG0004041	XP_031833112.1, XP_031833111.1, XP_031833110.1	XP_017881603.1
OG0004042	XP_031846521.1	XP_017891809.1
OG0004043	XP_031834119.1	XP_017879056.2
OG0004045	XP_031825763.1	XP_017889391.1, XP_026673984.1
OG0004046	XP_031838752.1	XP_017892612.2
OG0004048	XP_031846986.1	XP_017881119.1
OG0004049	XP_031840936.1	XP_017884628.1
OG0004051	XP_031845253.1	XP_017893582.1
OG0004052	XP_031847498.1, XP_031847499.1	XP_026674207.1
OG0004053	XP_031834647.1	XP_017892789.1
OG0004054	XP_031826861.1	XP_017886788.1
OG0004055	XP_031825842.1	XP_017885791.1
OG0004056	XP_031825600.1	XP_017890696.1
OG0004058	XP_031847304.1	XP_017889712.1
OG0004059	XP_031827314.1, XP_031827316.1, XP_031827315.1	XP_017881330.1
OG0004060	XP_031833705.1	XP_017879853.1
OG0004061	XP_031847982.1	XP_026674505.1
OG0004062	XP_031840007.1	XP_017881438.1
OG0004063	XP_031840645.1	XP_017880652.1
OG0004064	XP_031841865.1	XP_017877355.1
OG0004065	XP_031831118.1	XP_017879141.1
OG0004066	XP_031835983.1	XP_017891867.1
OG0004067	XP_031834342.1	XP_026666548.1, XP_017893114.1, XP_026666547.1, XP_026666549.1
OG0004068	XP_031835544.1	XP_017886234.1
OG0004069	XP_031846351.1	XP_017890683.1
OG0004070	XP_031844908.1	XP_026675386.1
OG0004071	XP_031837245.1	XP_017882268.1
OG0004072	XP_031832907.1	XP_017888128.1
OG0004073	XP_031845410.1	XP_017878264.1
OG0004074	XP_031837469.1	XP_017883327.1
OG0004075	XP_031832804.1	XP_017875447.1
OG0004076	XP_031849280.1	XP_017878695.1
OG0004077	XP_031842873.1	XP_017889805.1
OG0004078	XP_031825371.1	XP_017877189.1, XP_017877188.1
OG0004079	XP_031841803.1	XP_026675420.1
OG0004080	XP_031839613.1, XP_031839614.1	XP_026668914.1
OG0004081	XP_031850168.1	XP_017876749.2
OG0004082	XP_031841583.1	XP_017877205.1
OG0004083	XP_031836805.1	XP_017884977.1
OG0004084	XP_031843205.1, XP_031843204.1	XP_026675503.1
OG0004085	XP_031843792.1	XP_017876585.1
OG0004086	XP_031842579.1	XP_017892581.1
OG0004087	XP_031825479.1	XP_017877845.1
OG0004088	XP_031850431.1, XP_031850429.1	XP_017886011.1, XP_017891844.2
OG0004090	XP_031846989.1	XP_026668057.1, XP_026668053.1
OG0004091	XP_031837038.1	XP_017875460.1
OG0004092	XP_031829570.1	XP_017884969.1
OG0004093	XP_031835692.1	XP_017879934.1
OG0004094	XP_031828084.1	XP_026666910.1, XP_017893238.1, XP_017893248.1
OG0004095	XP_031839210.1	XP_017879915.1, XP_017879906.1
OG0004096	XP_031834686.1	XP_017884242.1
OG0004097	XP_031826465.1	XP_017893142.1
OG0004098	XP_031842233.1, XP_031842232.1	XP_017878771.2
OG0004099	XP_031845477.1, XP_031845476.1	XP_017881782.1
OG0004100	XP_031850080.1	XP_017878980.1, XP_017878981.1, XP_017878983.1
OG0004101	XP_031843438.1	XP_017887968.1
OG0004102	XP_031844595.1	XP_017880869.1
OG0004103	XP_031830127.1	XP_026667401.1, XP_026667400.1, XP_026667403.1
OG0004104	XP_031840128.1	XP_017890860.1
OG0004105	XP_031850462.1	XP_017883711.1
OG0004106	XP_031836716.1	XP_017890879.1, XP_017890877.1, XP_017877438.1
OG0004107	XP_031832445.1, XP_031832444.1, XP_031832443.1	XP_017889118.1
OG0004108	XP_031835067.1	XP_017889255.1
OG0004109	XP_031837550.1	XP_017888013.1
OG0004110	XP_031831226.1	XP_026674921.1
OG0004111	XP_031838651.1	XP_017892715.1
OG0004112	XP_031829037.1	XP_017892708.1
OG0004113	XP_031833524.1	XP_017879191.1
OG0004114	XP_031825864.1	XP_017876691.1
OG0004116	XP_031837378.1, XP_031837377.1	XP_017882303.1
OG0004117	XP_031839020.1	XP_017893044.1, XP_017893046.1
OG0004119	XP_031834044.1	XP_017881491.1
OG0004120	XP_031833681.1	XP_017883066.1
OG0004122	XP_031836894.1	XP_026672957.1
OG0004123	XP_031827341.1	XP_017881210.1
OG0004125	XP_031831838.1	XP_017887625.1
OG0004126	XP_031837070.1	XP_017884547.1
OG0004128	XP_031833993.1	XP_026670906.1, XP_017883270.1, XP_026670907.1
OG0004129	XP_031830559.1	XP_017880052.1
OG0004130	XP_031837406.1	XP_026667857.1
OG0004131	XP_031837947.1	XP_017887836.1
OG0004132	XP_031838430.1	XP_017887421.1
OG0004133	XP_031849903.1	XP_017876260.1
OG0004134	XP_031840208.1	XP_017890936.1, XP_026674738.1
OG0004135	XP_031828269.1, XP_031828263.1	XP_017885971.1
OG0004136	XP_031828165.1	XP_017884157.1, XP_017884158.1
OG0004137	XP_031842540.1	XP_017889721.1
OG0004138	XP_031840347.1	XP_017882753.1
OG0004139	XP_031845959.1	XP_026671698.1
OG0004140	XP_031847146.1, XP_031847147.1	XP_026673845.1
OG0004141	XP_031826851.1	XP_026672712.1
OG0004143	XP_031845492.1, XP_031845491.1	XP_017883879.1
OG0004144	XP_031845326.1	XP_017878809.1
OG0004145	XP_031833754.1	XP_017890243.1, XP_026674302.1
OG0004146	XP_031830763.1	XP_017877375.1
OG0004147	XP_031841972.1	XP_026673868.1
OG0004148	XP_031835642.1	XP_026668174.1, XP_026671885.1
OG0004149	XP_031825844.1	XP_017875738.1
OG0004150	XP_031843386.1	XP_017889562.1
OG0004151	XP_031825951.1	XP_026672271.1, XP_017876451.1
OG0004153	XP_031831695.1	XP_026674293.1
OG0004154	XP_031839758.1, XP_031839762.1, XP_031839759.1	XP_017879258.2
OG0004155	XP_031838404.1	XP_017892073.1
OG0004156	XP_031843244.1	XP_017878278.1, XP_017878276.1
OG0004157	XP_031844204.1, XP_031844206.1, XP_031844207.1	XP_026672865.1
OG0004158	XP_031845479.1	XP_017883832.1
OG0004159	XP_031839324.1, XP_031839276.1	XP_026670201.1
OG0004160	XP_031843796.1	XP_017876695.1
OG0004162	XP_031828335.1	XP_017889997.1
OG0004163	XP_031839821.1	XP_017880497.1
OG0004164	XP_031831823.1	XP_017889618.1
OG0004165	XP_031849563.1	XP_026672745.1
OG0004166	XP_031840661.1, XP_031840664.1	XP_017882476.1
OG0004167	XP_031833836.1	XP_017890945.1
OG0004168	XP_031840904.1	XP_017880675.1
OG0004169	XP_031838644.1	XP_017878622.1
OG0004170	XP_031848998.1	XP_017885601.1
OG0004171	XP_031844331.1, XP_031844332.1	XP_017887300.1, XP_017887301.1
OG0004172	XP_031831783.1	XP_017879848.1
OG0004173	XP_031826653.1	XP_026673207.1
OG0004174	XP_031837888.1	XP_017892196.1
OG0004175	XP_031836284.1	XP_017892906.1
OG0004176	XP_031831339.1	XP_026674316.1
OG0004177	XP_031840812.1	XP_026670522.1
OG0004178	XP_031835809.1	XP_026667216.1
OG0004179	XP_031837904.1, XP_031837919.1, XP_031837912.1	XP_017882310.1
OG0004180	XP_031846319.1	XP_026674956.1
OG0004181	XP_031850390.1	XP_017886039.1
OG0004182	XP_031849791.1	XP_026670452.1
OG0004183	XP_031840608.1, XP_031840607.1, XP_031840610.1, XP_031840609.1	XP_026666829.1
OG0004184	XP_031847500.1	XP_026674137.1
OG0004185	XP_031837735.1	XP_017881182.1
OG0004186	XP_031839140.1	XP_026668377.1
OG0004187	XP_031845406.1	XP_017878252.1
OG0004188	XP_031848204.1	XP_017893034.1
OG0004189	XP_031828918.1, XP_031828916.1, XP_031828920.1	XP_026670641.1
OG0004190	XP_031830267.1, XP_031830265.1	XP_026673732.1
OG0004191	XP_031830399.1	XP_017883912.1
OG0004192	XP_031844438.1, XP_031844440.1, XP_031844441.1	XP_017879470.1
OG0004194	XP_031839609.1, XP_031839608.1	XP_017880486.1, XP_017880488.1
OG0004195	XP_031840883.1	XP_017886088.1
OG0004196	XP_031843587.1	XP_017877005.1
OG0004197	XP_031835278.1	XP_017890303.1
OG0004198	XP_031844019.1, XP_031844018.1	XP_026674929.1
OG0004199	XP_031845759.1, XP_031845760.1	XP_017893319.1
OG0004201	XP_031847818.1	XP_017891896.2
OG0004202	XP_031828289.1	XP_017885897.1
OG0004203	XP_031831146.1	XP_026670406.1
OG0004204	XP_031844024.1	XP_017876743.1
OG0004205	XP_031839672.1, XP_031839662.1, XP_031839666.1, XP_031839654.1	XP_017879804.1
OG0004206	XP_031832334.1	XP_017893399.1
OG0004207	XP_031845093.1	XP_017893583.1
OG0004209	XP_031847366.1	XP_017891464.1
OG0004211	XP_031843229.1	XP_017886399.1
OG0004212	XP_031830793.1	XP_017875744.1
OG0004213	XP_031825489.1	XP_017877855.1
OG0004214	XP_031828613.1	XP_017890108.1
OG0004215	XP_031830494.1	XP_026672597.1, XP_017886608.1
OG0004216	XP_031832164.1	XP_026674809.1
OG0004217	XP_031836555.1	XP_017892712.1
OG0004218	XP_031839217.1	XP_017889079.1
OG0004219	XP_031846765.1	XP_026669467.1
OG0004220	XP_031826535.1	XP_026673519.1
OG0004222	XP_031826050.1	XP_026672762.1
OG0004223	XP_031833560.1	XP_017876407.1
OG0004224	XP_031836810.1, XP_031836814.1	XP_026672372.1
OG0004225	XP_031833096.1	XP_017884794.1
OG0004227	XP_031840990.1, XP_031840989.1	XP_026666771.1
OG0004229	XP_031848982.1	XP_017893220.1
OG0004230	XP_031832892.1, XP_031832875.1	XP_026671727.1
OG0004231	XP_031825776.1	XP_017889629.1
OG0004232	XP_031842951.1	XP_026672535.1, XP_026672541.1
OG0004233	XP_031839418.1	XP_017888172.1
OG0004234	XP_031831277.1	XP_026674324.1, XP_017890040.1
OG0004235	XP_031834528.1	XP_017887823.1
OG0004236	XP_031838110.1	XP_017882859.1
OG0004237	XP_031849218.1, XP_031849666.1	XP_017878288.1
OG0004238	XP_031850109.1	XP_017876306.1
OG0004239	XP_031850312.1	XP_026667032.1, XP_017875246.2
OG0004240	XP_031848904.1	XP_017883444.1
OG0004241	XP_031844033.1	XP_017882946.1
OG0004242	XP_031848567.1	XP_026673769.1
OG0004243	XP_031844950.1, XP_031844949.1, XP_031844948.1, XP_031844947.1, XP_031844946.1, XP_031844951.1	XP_026669519.1
OG0004244	XP_031850382.1	XP_026670474.1
OG0004245	XP_031838403.1	XP_017892245.1
OG0004246	XP_031833176.1	XP_017889227.1
OG0004247	XP_031841793.1	XP_017884309.1
OG0004248	XP_031836299.1, XP_031836302.1	XP_026672608.1
OG0004249	XP_031845681.1	XP_017882373.1, XP_026670505.1
OG0004250	XP_031845680.1	XP_017883483.1
OG0004251	XP_031838450.1	XP_026668835.1
OG0004253	XP_031846907.1	XP_017888944.1
OG0004254	XP_031827355.1	XP_017892806.2
OG0004255	XP_031836592.1	XP_017884991.1, XP_026671633.1
OG0004257	XP_031842433.1, XP_031831497.1	XP_017875386.1
OG0004258	XP_031829838.1	XP_026669308.1
OG0004259	XP_031839471.1	XP_026669156.1
OG0004260	XP_031846342.1	XP_017891624.1
OG0004261	XP_031849664.1	XP_017882457.1
OG0004262	XP_031844686.1	XP_017880863.1
OG0004264	XP_031842280.1	XP_017878843.1, XP_026668733.1
OG0004265	XP_031842722.1	XP_026672516.1, XP_017886334.1, XP_017886333.1
OG0004266	XP_031849134.1	XP_026669866.1
OG0004267	XP_031827643.1	XP_017875315.2
OG0004269	XP_031827348.1	XP_017882805.2
OG0004271	XP_031848860.1, XP_031848977.1	XP_017892292.1
OG0004275	XP_031838235.1	XP_017891647.1
OG0004276	XP_031848477.1	XP_017888969.1
OG0004277	XP_031828483.1	XP_017889206.1
OG0004278	XP_031845668.1	XP_017882881.1
OG0004279	XP_031827056.1	XP_017876915.1
OG0004280	XP_031832134.1	XP_017885504.1
OG0004281	XP_031832515.1	XP_017890810.1
OG0004282	XP_031846138.1	XP_017878496.1
OG0004283	XP_031839999.1	XP_017892782.1
OG0004284	XP_031826036.1	XP_017888327.1, XP_017877104.1
OG0004285	XP_031828209.1	XP_017881532.1
OG0004286	XP_031835228.1	XP_017891172.1
OG0004287	XP_031848909.1	XP_017885220.1
OG0004288	XP_031833906.1	XP_017890899.1
OG0004289	XP_031827279.1, XP_031827280.1	XP_017883735.1
OG0004290	XP_031832922.1	XP_017884485.1
OG0004291	XP_031833835.1	XP_026669193.1
OG0004292	XP_031844191.1	XP_017887289.1
OG0004293	XP_031838363.1	XP_017893157.1, XP_017893178.1
OG0004294	XP_031825800.1	XP_017889790.1
OG0004295	XP_031840132.1, XP_031840133.1, XP_031840136.1, XP_031840131.1, XP_031840135.1	XP_026674739.1
OG0004296	XP_031849068.1	XP_017879751.1
OG0004297	XP_031845913.1, XP_031845902.1	XP_017885406.1, XP_017883980.1
OG0004298	XP_031830627.1	XP_026667642.1
OG0004299	XP_031828035.1	XP_017893528.1
OG0004300	XP_031834441.1, XP_031834442.1, XP_031834443.1, XP_031834440.1	XP_017878425.1
OG0004301	XP_031831664.1, XP_031831663.1	XP_017891382.1, XP_017891383.1, XP_017891379.1
OG0004302	XP_031826350.1	XP_017887422.1
OG0004303	XP_031845237.1	XP_017885344.1
OG0004304	XP_031845632.1	XP_017890622.2, XP_026673043.1
OG0004305	XP_031827300.1, XP_031827297.1, XP_031827298.1	XP_017888977.1
OG0004306	XP_031833157.1	XP_017884826.1
OG0004307	XP_031826914.1	XP_017886895.1
OG0004308	XP_031827055.1	XP_017890666.1
OG0004309	XP_031834645.1	XP_017891147.1
OG0004310	XP_031844021.1	XP_017882950.1, XP_026670812.1
OG0004311	XP_031835531.1	XP_017880002.1
OG0004312	XP_031832087.1	XP_017891210.1
OG0004313	XP_031843851.1	XP_017881955.1
OG0004314	XP_031850012.1	XP_017887516.1
OG0004315	XP_031840298.1	XP_017876702.1
OG0004316	XP_031837137.1	XP_017887149.1
OG0004317	XP_031843324.1	XP_017891801.1
OG0004318	XP_031844185.1	XP_017887283.1
OG0004319	XP_031841535.1, XP_031841537.1, XP_031841536.1	XP_017880134.1
OG0004320	XP_031830689.1	XP_017876569.1
OG0004321	XP_031833994.1	XP_017877345.1
OG0004322	XP_031825907.1, XP_031825908.1	XP_017876523.1
OG0004323	XP_031849174.1, XP_031849175.1	XP_017890508.1
OG0004324	XP_031828951.1	XP_017890996.1
OG0004325	XP_031829380.1	XP_017882817.1
OG0004326	XP_031833485.1	XP_017884281.1
OG0004327	XP_031825391.1, XP_031825390.1	XP_026669043.1
OG0004328	XP_031842449.1	XP_017875237.2
OG0004329	XP_031830721.1	XP_017876609.1
OG0004330	XP_031838338.1	XP_017885500.1
OG0004331	XP_031845502.1	XP_017883910.1
OG0004332	XP_031839656.1	XP_017891742.1
OG0004333	XP_031835626.1	XP_017890490.1, XP_017890492.1
OG0004334	XP_031834898.1, XP_031834891.1	XP_017884241.1
OG0004335	XP_031843563.1, XP_031843564.1	XP_017883234.1
OG0004336	XP_031833643.1	XP_017883157.1
OG0004337	XP_031832665.1	XP_017875434.1
OG0004338	XP_031837238.1	XP_017883366.1
OG0004339	XP_031842137.1	XP_017889572.1
OG0004340	XP_031835898.1	XP_017875663.1
OG0004341	XP_031840767.1	XP_017886607.1
OG0004342	XP_031840543.1	XP_017887609.1
OG0004343	XP_031827703.1	XP_017883523.1
OG0004344	XP_031840792.1	XP_017887130.1
OG0004345	XP_031830030.1	XP_017883415.1
OG0004346	XP_031835201.1	XP_017877501.1, XP_017877502.1, XP_017877500.1
OG0004347	XP_031827721.1	XP_017888559.1
OG0004348	XP_031850528.1	XP_017883713.1
OG0004349	XP_031844026.1	XP_017890261.2, XP_017888252.1
OG0004350	XP_031834185.1	XP_017880095.1, XP_017880181.1
OG0004351	XP_031837471.1, XP_031837472.1	XP_017883354.1
OG0004352	XP_031847970.1	XP_017883884.1
OG0004353	XP_031830577.1, XP_031830576.1	XP_017891865.1
OG0004354	XP_031838931.1	XP_017883286.1
OG0004355	XP_031837696.1	XP_017885726.1
OG0004356	XP_031833990.1, XP_031833991.1	XP_017885672.1
OG0004357	XP_031843565.1	XP_017883235.1
OG0004358	XP_031849863.1	XP_017892641.1
OG0004359	XP_031829528.1, XP_031829529.1	XP_017883310.1
OG0004360	XP_031825421.1	XP_017883129.1
OG0004361	XP_031839015.1	XP_017892816.1, XP_017884079.1
OG0004362	XP_031847466.1	XP_017891455.1
OG0004363	XP_031835576.1	XP_017878370.1, XP_017878434.1
OG0004364	XP_031845442.1, XP_031845441.1	XP_017877794.1
OG0004365	XP_031829553.1	XP_017884645.1
OG0004366	XP_031833750.1	XP_017878215.1
OG0004368	XP_031825392.1	XP_017879606.1
OG0004369	XP_031843659.1	XP_017877101.1
OG0004370	XP_031839657.1	XP_026674912.1
OG0004371	XP_031836763.1	XP_017888274.1
OG0004372	XP_031839766.1	XP_017879251.1
OG0004373	XP_031828999.1	XP_017876974.1
OG0004374	XP_031841092.1	XP_017887679.1
OG0004375	XP_031839024.1	XP_017890835.1
OG0004376	XP_031848308.1	XP_017884035.2, XP_026671335.1
OG0004377	XP_031849532.1	XP_017880760.1
OG0004378	XP_031849014.1	XP_017891050.1
OG0004379	XP_031827563.1	XP_017880144.1, XP_026669379.1
OG0004380	XP_031848617.1	XP_017891555.1
OG0004381	XP_031829075.1	XP_017883958.1
OG0004382	XP_031838479.1	XP_017888333.1
OG0004383	XP_031829837.1	XP_017880101.1
OG0004384	XP_031843373.1	XP_017891779.1
OG0004385	XP_031847487.1	XP_017887412.1
OG0004386	XP_031841078.1	XP_017882362.1, XP_017886217.1
OG0004387	XP_031838079.1	XP_017879509.1
OG0004388	XP_031846944.1	XP_026667435.1
OG0004389	XP_031833376.1, XP_031833377.1, XP_031833375.1	XP_017891795.1
OG0004390	XP_031834527.1	XP_017882895.1
OG0004391	XP_031826520.1	XP_017885164.1
OG0004392	XP_031828213.1	XP_017887710.1
OG0004394	XP_031840655.1	XP_017887811.1, XP_017892811.1
OG0004395	XP_031838878.1	XP_017888972.1
OG0004396	XP_031847757.1	XP_017891881.1
OG0004397	XP_031832679.1	XP_017885008.1
OG0004398	XP_031834361.1	XP_017893365.1
OG0004399	XP_031826347.1, XP_031826261.1	XP_026674495.1, XP_026674497.1
OG0004400	XP_031834854.1	XP_026671449.1
OG0004401	XP_031846814.1	XP_017876057.1
OG0004402	XP_031837935.1	XP_017887349.1
OG0004403	XP_031831299.1	XP_017888042.1
OG0004404	XP_031848881.1	XP_017881629.1
OG0004405	XP_031840828.1	XP_017877492.1
OG0004406	XP_031843478.1	XP_017875053.1
OG0004407	XP_031838570.1	XP_026669358.1
OG0004409	XP_031836448.1	XP_017891517.1
OG0004410	XP_031835918.1	XP_026668957.1
OG0004411	XP_031846570.1	XP_017888759.1, XP_017888760.1
OG0004412	XP_031849383.1, XP_031849382.1, XP_031849381.1	XP_017882167.1
OG0004413	XP_031836918.1	XP_026672412.1
OG0004414	XP_031830992.1	XP_017882511.1, XP_026670565.1, XP_026670562.1, XP_026670557.1
OG0004415	XP_031838866.1	XP_017882224.1
OG0004416	XP_031840153.1	XP_017875201.1
OG0004417	XP_031832460.1	XP_017875779.1
OG0004418	XP_031828444.1, XP_031828445.1	XP_017879425.1
OG0004419	XP_031842040.1	XP_017882967.1
OG0004420	XP_031845019.1	XP_017893622.1
OG0004421	XP_031848196.1	XP_017884383.2
OG0004422	XP_031837897.1	XP_026669909.1
OG0004423	XP_031834844.1	XP_026667906.1, XP_026667380.1, XP_017876940.2
OG0004424	XP_031829417.1	XP_017886465.1
OG0004425	XP_031838953.1	XP_026674160.1
OG0004426	XP_031843355.1	XP_017890223.1
OG0004427	XP_031849660.1	XP_017887327.1
OG0004428	XP_031841244.1	XP_017882248.1
OG0004429	XP_031836522.1	XP_017887408.1
OG0004430	XP_031838323.1	XP_017877321.1
OG0004431	XP_031847531.1	XP_026674202.1
OG0004432	XP_031838039.1	XP_017892111.1
OG0004433	XP_031846611.1	XP_017876426.1
OG0004434	XP_031842753.1	XP_017889923.1
OG0004436	XP_031849554.1	XP_017880780.1
OG0004437	XP_031833339.1	XP_017888892.1, XP_026673670.1
OG0004438	XP_031837296.1	XP_017884471.1
OG0004439	XP_031844953.1	XP_017886250.2
OG0004440	XP_031837295.1	XP_017884454.1
OG0004441	XP_031845087.1	XP_017875933.1
OG0004443	XP_031845085.1	XP_026668357.1
OG0004444	XP_031846883.1	XP_017876088.1
OG0004445	XP_031844272.1	XP_017887309.1
OG0004446	XP_031832278.1	XP_026675371.1
OG0004447	XP_031828538.1, XP_031828548.1	XP_017884715.1
OG0004448	XP_031827194.1	XP_017883685.1
OG0004449	XP_031844901.1	XP_017884300.1
OG0004450	XP_031827006.1	XP_017883705.1
OG0004451	XP_031843782.1	XP_017876685.1
OG0004452	XP_031849991.1	XP_017883646.1
OG0004453	XP_031834526.1	XP_026668986.1
OG0004454	XP_031847873.1, XP_031847875.1, XP_031847874.1	XP_017891943.1
OG0004455	XP_031833547.1	XP_017891631.1
OG0004457	XP_031829042.1	XP_017888912.1
OG0004458	XP_031839053.1	XP_017892760.1
OG0004459	XP_031833300.1	XP_026667587.1
OG0004460	XP_031848568.1	XP_017881783.1
OG0004461	XP_031836340.1	XP_017886199.1, XP_017886137.1
OG0004462	XP_031837794.1	XP_017880141.1, XP_026669377.1
OG0004463	XP_031839168.1	XP_017875223.1
OG0004464	XP_031840453.1, XP_031840455.1	XP_026670718.1
OG0004465	XP_031839215.1	XP_017875310.1
OG0004466	XP_031837288.1	XP_017875012.1
OG0004467	XP_031848346.1	XP_026674587.1, XP_017886089.1
OG0004468	XP_031848296.1	XP_026669666.1, XP_017880757.1
OG0004469	XP_031835501.1	XP_017876546.1
OG0004470	XP_031831998.1	XP_017883225.1
OG0004471	XP_031831521.1	XP_017883501.1
OG0004472	XP_031845443.1	XP_017877793.1
OG0004473	XP_031835870.1, XP_031835871.1, XP_031835872.1	XP_017892120.1
OG0004474	XP_031837493.1, XP_031837503.1, XP_031837513.1	XP_026670238.1, XP_026670311.1
OG0004475	XP_031833982.1	XP_017881804.1
OG0004476	XP_031835763.1, XP_031835770.1	XP_017878435.1
OG0004477	XP_031842533.1	XP_017886406.1, XP_017886408.1
OG0004478	XP_031841907.1	XP_017889224.1
OG0004479	XP_031844177.1	XP_017887325.1
OG0004480	XP_031829377.1, XP_031829376.1	XP_017877925.1, XP_026668389.1
OG0004481	XP_031840707.1	XP_026672791.1
OG0004482	XP_031843369.1	XP_026675154.1
OG0004483	XP_031835459.1	XP_017878961.1
OG0004484	XP_031831586.1	XP_017883589.1
OG0004485	XP_031838630.1	XP_017875881.1
OG0004486	XP_031839386.1	XP_026673399.1, XP_017888169.2
OG0004487	XP_031838268.1	XP_017877043.2
OG0004488	XP_031849971.1	XP_026667499.1
OG0004489	XP_031831375.1	XP_017891356.1
OG0004490	XP_031836112.1	XP_017884077.1
OG0004491	XP_031844296.1	XP_017884054.1
OG0004492	XP_031849160.1, XP_031849169.1	XP_026672254.1, XP_026672255.1, XP_017885657.1
OG0004493	XP_031846540.1	XP_017887506.1
OG0004494	XP_031830401.1	XP_017883800.1
OG0004495	XP_031846401.1	XP_017882725.2
OG0004496	XP_031831632.1	XP_017889384.1
OG0004497	XP_031843454.1	XP_017883393.1
OG0004498	XP_031825861.1	XP_017876659.1
OG0004499	XP_031842213.1	XP_017889745.1
OG0004500	XP_031843052.1	XP_017889816.1
OG0004501	XP_031848715.1	XP_017892115.1
OG0004502	XP_031838356.1	XP_017885546.1
OG0004503	XP_031825334.1	XP_026669037.1
OG0004504	XP_031835746.1	XP_017892859.1
OG0004505	XP_031844148.1	XP_017887257.1
OG0004506	XP_031837658.1	XP_017892021.1
OG0004507	XP_031846902.1	XP_017879888.1, XP_026674493.1
OG0004508	XP_031849941.1	XP_026674529.1, XP_017890439.1
OG0004509	XP_031840378.1	XP_017892310.1
OG0004510	XP_031847442.1	XP_017886378.1
OG0004511	XP_031845389.1	XP_017877795.1
OG0004512	XP_031826703.1	XP_017886641.1
OG0004513	XP_031825849.1	XP_026667223.1, XP_026667222.1, XP_017875740.1
OG0004514	XP_031827887.1	XP_017881520.1
OG0004515	XP_031849552.1	XP_017877465.1
OG0004516	XP_031826581.1	XP_017887563.1
OG0004517	XP_031846176.1	XP_017888636.1
OG0004518	XP_031830281.1	XP_017892960.1
OG0004519	XP_031849917.1	XP_017892862.1
OG0004520	XP_031847748.1	XP_017892122.1
OG0004521	XP_031838634.1	XP_017889794.1
OG0004522	XP_031843161.1, XP_031843256.1, XP_031842987.1, XP_031843071.1, XP_031842897.1	XP_026668988.1, XP_026668990.1
OG0004523	XP_031850287.1	XP_017878515.1
OG0004524	XP_031832978.1	XP_017892594.1
OG0004525	XP_031841642.1	XP_017882589.1
OG0004526	XP_031841315.1	XP_017875588.1
OG0004527	XP_031840837.1	XP_017885729.1
OG0004528	XP_031842482.1	XP_017886419.1
OG0004529	XP_031825686.1	XP_017886410.1
OG0004530	XP_031845570.1	XP_026668310.1
OG0004531	XP_031828675.1	XP_017885061.2
OG0004532	XP_031839791.1	XP_017884001.1
OG0004533	XP_031830105.1	XP_017883426.2
OG0004534	XP_031840951.1	XP_017886159.1
OG0004535	XP_031834483.1	XP_017879379.1
OG0004536	XP_031825911.1	XP_017881935.1
OG0004537	XP_031845439.1	XP_026668276.1
OG0004538	XP_031839897.1	XP_017879394.1
OG0004539	XP_031844485.1	XP_017875108.1
OG0004540	XP_031826973.1, XP_031826972.1	XP_026667072.1, XP_017875361.1
OG0004541	XP_031828177.1	XP_026673130.1
OG0004542	XP_031850457.1	XP_017879097.1
OG0004543	XP_031826480.1	XP_017885177.1
OG0004544	XP_031848741.1	XP_017890193.1
OG0004545	XP_031841561.1, XP_031841555.1	XP_017886820.1
OG0004546	XP_031826563.1	XP_017887750.1
OG0004547	XP_031843328.1	XP_017883600.1
OG0004548	XP_031844149.1	XP_017887095.1
OG0004549	XP_031833688.1	XP_017883153.1
OG0004550	XP_031841762.1	XP_017888498.1
OG0004551	XP_031829257.1	XP_017881475.1
OG0004552	XP_031834264.1	XP_017882606.1
OG0004553	XP_031837677.1	XP_017881235.1
OG0004554	XP_031827673.1	XP_017891839.1
OG0004555	XP_031825440.1	XP_017876233.1
OG0004556	XP_031835015.1	XP_026672523.1, XP_026672354.1
OG0004557	XP_031831621.1	XP_017876858.1
OG0004558	XP_031838263.1	XP_017877322.1
OG0004559	XP_031828837.1	XP_017880396.1
