Orthogroup	Nomia_melanderi	Solenopsis_invicta
OG0002583	XP_031832021.1	XP_039304884.1
OG0002584	XP_031849630.1, XP_031849627.1	XP_011159924.1
OG0002585	XP_031846391.1, XP_031846392.1	XP_011163031.1
OG0002586	XP_031828405.1	XP_011172403.1
OG0002587	XP_031833899.1	XP_025992216.1
OG0002588	XP_031840463.1	XP_011164577.2, XP_011164583.2
OG0002589	XP_031827872.1	XP_025989069.1
OG0002590	XP_031839993.1	XP_025997161.1, XP_025997162.1, XP_039302402.1
OG0002591	XP_031833456.1	XP_039315211.1, XP_011170162.1
OG0002592	XP_031837824.1	XP_011159769.1
OG0002593	XP_031826928.1	XP_011167949.1
OG0002595	XP_031833016.1	XP_039302442.1, XP_011161037.3
OG0002596	XP_031841043.1	XP_025992418.2
OG0002597	XP_031847385.1	XP_025987289.1, XP_039314344.1, XP_039314346.1, XP_039314345.1, XP_011174328.1
OG0002598	XP_031841019.1	XP_039311715.1
OG0002599	XP_031840414.1	XP_011159683.1
OG0002600	XP_031840310.1	XP_011162662.1
OG0002601	XP_031849738.1	XP_011168558.1, XP_039308758.1
OG0002602	XP_031829763.1	XP_025995735.1, NP_001351817.1, XP_011170563.2
OG0002603	XP_031828931.1	XP_011159132.1
OG0002604	XP_031845997.1	XP_011155936.1
OG0002605	XP_031835582.1	XP_039302717.1
OG0002606	XP_031827519.1	XP_011166592.1
OG0002607	XP_031850311.1	XP_011170940.1
OG0002608	XP_031847070.1, XP_031847072.1, XP_031847071.1	XP_025995571.1
OG0002609	XP_031843783.1, XP_031843784.1	XP_011160768.2
OG0002610	XP_031837305.1, XP_031837306.1, XP_031837304.1	XP_025993367.1
OG0002611	XP_031832482.1	XP_025994452.2
OG0002612	XP_031827304.1	XP_011162532.1
OG0002613	XP_031834224.1	XP_039315011.1
OG0002614	XP_031849428.1, XP_031849427.1	XP_025987603.1, XP_011173542.1, XP_025987602.1, XP_025987604.1
OG0002615	XP_031833000.1	XP_011164941.2
OG0002616	XP_031840145.1	XP_011175500.1
OG0002617	XP_031833153.1, XP_031833151.1	XP_011161318.1
OG0002618	XP_031832019.1, XP_031832018.1, XP_031832020.1	XP_011156728.1
OG0002619	XP_031829728.1	XP_039308258.1, XP_011171117.1, XP_011171116.1
OG0002620	XP_031846035.1	XP_011167368.2, XP_011167367.2, XP_025988607.2, XP_025988606.2
OG0002621	XP_031834849.1, XP_031834851.1	XP_039305571.1
OG0002622	XP_031834174.1	XP_039310500.1
OG0002623	XP_031833844.1	XP_025987167.1, XP_025987178.1
OG0002624	XP_031837264.1, XP_031837263.1	XP_025991404.1, XP_025991405.1
OG0002625	XP_031849499.1	XP_011168766.1
OG0002626	XP_031842018.1, XP_031842021.1, XP_031842020.1, XP_031842019.1	XP_011160985.2
OG0002627	XP_031843980.1	XP_025988476.1, XP_039304670.1, XP_039304669.1, XP_039304671.1
OG0002628	XP_031836789.1	XP_011166883.1, XP_011166882.1, XP_011166879.1, XP_011166884.1, XP_011166881.1, XP_011166880.1, XP_025985956.1
OG0002629	XP_031843066.1, XP_031843067.1	XP_039314698.1
OG0002630	XP_031841951.1	XP_011171144.1
OG0002631	XP_031836591.1	XP_011163568.1
OG0002632	XP_031847861.1	XP_011159089.1
OG0002633	XP_031844138.1	XP_025989193.1
OG0002634	XP_031846151.1, XP_031846150.1, XP_031846149.1	XP_011160090.1
OG0002635	XP_031833642.1	XP_025995183.1
OG0002636	XP_031840634.1, XP_031840633.1	XP_039314727.1
OG0002637	XP_031845554.1	XP_025987714.1
OG0002638	XP_031844079.1	XP_011172970.1
OG0002639	XP_031848856.1, XP_031835951.1	XP_025986172.1, XP_025986170.1
OG0002640	XP_031843987.1, XP_031843988.1	XP_011164366.1
OG0002641	XP_031846384.1	XP_039302330.1
OG0002642	XP_031848528.1, XP_031848527.1, XP_031848530.1, XP_031848529.1	XP_039307223.1, XP_039315314.1
OG0002643	XP_031831550.1	XP_011155649.1
OG0002644	XP_031839713.1, XP_031839710.1	XP_025986844.1
OG0002645	XP_031840499.1	XP_011168397.1
OG0002646	XP_031829799.1	XP_025994363.1
OG0002647	XP_031839039.1	XP_011171847.1
OG0002648	XP_031834344.1	XP_039313069.1
OG0002649	XP_031850582.1	XP_025988485.1, XP_025988486.1
OG0002650	XP_031841521.1	XP_025987829.1
OG0002651	XP_031835868.1	XP_011168228.2
OG0002652	XP_031834407.1, XP_031834405.1	XP_011173499.1
OG0002653	XP_031835195.1	XP_039312937.1, XP_011158323.2
OG0002654	XP_031832429.1	XP_011165471.1
OG0002655	XP_031847220.1	XP_011162475.1
OG0002656	XP_031841570.1	XP_039315371.1
OG0002657	XP_031849878.1	XP_039312490.1
OG0002658	XP_031834350.1, XP_031834351.1	XP_039312162.1, XP_011163153.1
OG0002659	XP_031834117.1, XP_031834116.1	XP_011161923.2
OG0002660	XP_031848476.1	XP_011156395.1
OG0002662	XP_031841867.1	XP_011165138.1
OG0002663	XP_031841216.1, XP_031841219.1, XP_031841218.1	XP_011169543.1
OG0002664	XP_031842868.1, XP_031842866.1, XP_031842865.1, XP_031842864.1, XP_031842863.1	XP_011159213.1
OG0002665	XP_031846041.1	XP_025992924.1
OG0002666	XP_031838458.1	XP_025993800.1
OG0002667	XP_031832970.1	XP_011156244.1
OG0002668	XP_031833212.1	XP_011161419.1
OG0002669	XP_031839590.1	XP_025987831.1, XP_011172153.1
OG0002670	XP_031849047.1	XP_011168672.1
OG0002671	XP_031850369.1	XP_011169449.1
OG0002672	XP_031846728.1, XP_031846729.1, XP_031846727.1	XP_011171054.1
OG0002673	XP_031850334.1	XP_011165588.1
OG0002674	XP_031830480.1	XP_011159305.2
OG0002675	XP_031847438.1	XP_011158302.1
OG0002676	XP_031841795.1	XP_025988952.1
OG0002677	XP_031831893.1	XP_011158083.1
OG0002678	XP_031848979.1	XP_011175468.1
OG0002679	XP_031831460.1, XP_031831462.1, XP_031831461.1	XP_011168640.1, XP_039307849.1, XP_039307858.1, XP_039307860.1
OG0002680	XP_031849172.1, XP_031849171.1	XP_011156413.1
OG0002682	XP_031841673.1, XP_031841670.1	XP_039304463.1, XP_039304467.1
OG0002683	XP_031834056.1	XP_025986054.1
OG0002684	XP_031846566.1, XP_031846565.1, XP_031846569.1, XP_031846567.1	XP_011163655.1
OG0002686	XP_031838100.1	XP_011159818.1
OG0002687	XP_031831828.1, XP_031831832.1	XP_039302836.1, XP_039302824.1
OG0002689	XP_031833038.1	XP_011176279.2
OG0002690	XP_031833840.1	XP_011155358.1
OG0002691	XP_031826943.1	XP_025987216.2
OG0002692	XP_031829618.1, XP_031829619.1	XP_025991359.2
OG0002694	XP_031828409.1	XP_011172408.1
OG0002695	XP_031827991.1	XP_025993087.1
OG0002696	XP_031846311.1	XP_011155445.1
OG0002697	XP_031826398.1	XP_025994952.1, XP_039309183.1
OG0002699	XP_031845853.1	XP_011156854.1
OG0002700	XP_031847470.1	XP_011163939.1
OG0002701	XP_031828751.1	XP_039302065.1, XP_039302067.1
OG0002702	XP_031834109.1, XP_031834107.1	XP_011162233.1, XP_039302018.1
OG0002703	XP_031848967.1	XP_039308689.1
OG0002704	XP_031842421.1	XP_011167334.1
OG0002705	XP_031839088.1	XP_011171074.1
OG0002708	XP_031848526.1, XP_031848525.1, XP_031848524.1	XP_039306201.1, XP_025996421.1
OG0002709	XP_031841917.1, XP_031841916.1, XP_031841919.1, XP_031841915.1, XP_031841914.1, XP_031841921.1, XP_031841920.1	XP_011171470.1
OG0002710	XP_031841095.1	XP_011167275.1
OG0002711	XP_031833340.1, XP_031833341.1	XP_039309840.1
OG0002712	XP_031830630.1	XP_011159627.1
OG0002713	XP_031833185.1	XP_039305427.1, XP_039305439.1
OG0002714	XP_031837657.1	XP_011167775.1, XP_011167776.1
OG0002715	XP_031833617.1	XP_011172967.1
OG0002716	XP_031845697.1, XP_031845696.1	XP_039314904.1, XP_039314905.1, XP_039314906.1
OG0002717	XP_031828467.1	XP_011156059.2, XP_039305987.1, XP_039305986.1, XP_039305985.1
OG0002718	XP_031842217.1	XP_011172358.2
OG0002719	XP_031835194.1, XP_031835192.1	XP_011160437.2
OG0002720	XP_031828937.1	XP_011173158.2, XP_025995607.1, XP_039313645.1
OG0002721	XP_031833980.1, XP_031833981.1	XP_011162218.1
OG0002722	XP_031838753.1	XP_025995249.2
OG0002723	XP_031843894.1	XP_025990032.2, XP_011156550.3
OG0002724	XP_031826916.1	XP_011175012.1
OG0002725	XP_031844007.1	XP_011158554.1
OG0002726	XP_031826220.1	XP_011160217.1, XP_039309888.1, XP_039309886.1
OG0002728	XP_031848832.1	XP_039309519.1
OG0002729	XP_031833831.1, XP_031833830.1	XP_025992796.2
OG0002730	XP_031825344.1	XP_011172207.1
OG0002731	XP_031844506.1	XP_039308750.1, XP_025995826.2
OG0002732	XP_031846495.1, XP_031846514.1, XP_031846485.1, XP_031846503.1	XP_011166351.1
OG0002733	XP_031828091.1	XP_039301830.1, XP_039301833.1
OG0002734	XP_031834207.1	XP_025993814.1, XP_039303094.1, XP_025993813.1
OG0002735	XP_031841862.1	XP_025992671.1
OG0002736	XP_031829205.1	XP_011168674.1
OG0002737	XP_031835600.1, XP_031835601.1	XP_011168038.2
OG0002738	XP_031850151.1	XP_039308051.1
OG0002739	XP_031828791.1	XP_011167527.1, XP_039308384.1
OG0002740	XP_031832561.1	XP_039310011.1, XP_011162572.1, XP_011162571.1
OG0002741	XP_031849978.1	XP_011155409.1, XP_011155408.1
OG0002742	XP_031842629.1, XP_031842628.1	XP_011155767.1
OG0002743	XP_031830760.1	XP_011163811.2
OG0002744	XP_031827015.1	XP_025992733.1, XP_025992734.1, XP_039304319.1, XP_039304318.1, XP_039304320.1
OG0002745	XP_031840355.1	XP_039309495.1, XP_039309496.1, XP_039309494.1
OG0002746	XP_031830356.1, XP_031830358.1, XP_031830357.1	XP_039312910.1, XP_039312907.1
OG0002747	XP_031847141.1	XP_025986268.1
OG0002748	XP_031829746.1	XP_039307101.1, XP_011172789.1, XP_011172788.1
OG0002749	XP_031841586.1	XP_025986954.1
OG0002750	XP_031829304.1	XP_039305530.1, XP_025987569.2
OG0002751	XP_031831300.1	XP_039313189.1
OG0002752	XP_031828964.1, XP_031828963.1, XP_031828967.1	XP_025988275.1
OG0002753	XP_031848570.1, XP_031848572.1, XP_031848569.1, XP_031848571.1	XP_011161407.2
OG0002754	XP_031828535.1	XP_011155401.2
OG0002755	XP_031833066.1	XP_039312380.1
OG0002756	XP_031833773.1	XP_011163747.1
OG0002757	XP_031847430.1, XP_031847429.1	XP_011160610.1
OG0002758	XP_031834411.1	XP_011173663.2
OG0002759	XP_031850238.1	XP_039302459.1
OG0002760	XP_031849032.1	XP_039314258.1
OG0002761	XP_031836062.1, XP_031836061.1	XP_025988190.1
OG0002762	XP_031846564.1	XP_011164225.1
OG0002763	XP_031831681.1, XP_031831680.1	XP_025989043.1, XP_025989041.1
OG0002764	XP_031846801.1	XP_025994850.1
OG0002765	XP_031833536.1	XP_039305825.1, XP_025989377.2
OG0002766	XP_031844137.1	XP_011159901.2
OG0002767	XP_031833527.1	XP_039314554.1, XP_011169900.1
OG0002768	XP_031827635.1	XP_039303529.1, XP_039303002.1, XP_039313147.1, XP_039313148.1, XP_039313149.1, XP_011155741.1
OG0002769	XP_031827227.1	XP_011155632.2, XP_011155631.2
OG0002770	XP_031837617.1	XP_011164308.1
OG0002771	XP_031836143.1	XP_011162612.1
OG0002772	XP_031834758.1	XP_011162517.1
OG0002773	XP_031829025.1, XP_031829029.1	XP_011164795.1
OG0002774	XP_031839920.1	XP_039306022.1
OG0002775	XP_031832181.1, XP_031832182.1	XP_025992258.2
OG0002776	XP_031836273.1, XP_031836275.1	XP_039310616.1, XP_011169282.1
OG0002777	XP_031825881.1	XP_011166980.1
OG0002778	XP_031847894.1	XP_011171272.1
OG0002779	XP_031831707.1	XP_039303187.1
OG0002780	XP_031847022.1, XP_031847021.1	XP_025992720.2
OG0002781	XP_031844245.1	XP_011159955.1, XP_011159948.1
OG0002782	XP_031835273.1, XP_031835276.1	XP_025991059.1, XP_011167788.1, XP_025991060.1
OG0002783	XP_031835373.1	XP_039307506.1, XP_011156303.1, XP_025991471.1
OG0002784	XP_031827248.1	XP_025993859.1
OG0002785	XP_031840069.1	XP_025990104.2
OG0002786	XP_031844349.1, XP_031844348.1	XP_011166063.2, XP_025988330.1
OG0002787	XP_031832291.1, XP_031832289.1	XP_011175171.1
OG0002788	XP_031836502.1	XP_039302071.1
OG0002789	XP_031847261.1	XP_011160335.1, XP_025989776.1
OG0002791	XP_031829043.1	XP_025990832.1
OG0002792	XP_031839726.1	XP_011168832.2
OG0002793	XP_031848199.1	XP_011176007.1
OG0002794	XP_031842052.1, XP_031848805.1	XP_011164823.1
OG0002795	XP_031835041.1	XP_039313997.1
OG0002796	XP_031836800.1, XP_031849045.1, XP_031848735.1	XP_025989780.2
OG0002797	XP_031838278.1, XP_031838279.1, XP_031838280.1	XP_025991106.1
OG0002798	XP_031826327.1, XP_031826328.1, XP_031826329.1	XP_025994991.2
OG0002800	XP_031846701.1	XP_011172145.2
OG0002801	XP_031837958.1	XP_025988160.1
OG0002802	XP_031829605.1	XP_039301823.1
OG0002803	XP_031833343.1	XP_011162154.1
OG0002804	XP_031825331.1, XP_031825330.1, XP_031825328.1	XP_039304795.1, XP_011165861.1
OG0002805	XP_031838830.1	XP_025995831.1
OG0002806	XP_031843605.1, XP_031843621.1	XP_039301701.1
OG0002807	XP_031825821.1	XP_011175738.1
OG0002809	XP_031831646.1, XP_031831648.1	XP_011157806.2
OG0002810	XP_031847513.1	XP_011166537.2
OG0002811	XP_031840147.1, XP_031840148.1, XP_031840146.1, XP_031840151.1, XP_031840152.1, XP_031840149.1, XP_031840150.1	XP_011175499.1
OG0002812	XP_031825870.1	XP_011160757.1
OG0002814	XP_031847064.1	XP_011162916.1
OG0002815	XP_031840204.1	XP_011163055.1, XP_039313611.1
OG0002816	XP_031835123.1, XP_031835124.1	XP_011158614.2
OG0002817	XP_031837800.1	XP_011165921.2, XP_039312062.1, XP_025993809.2
OG0002818	XP_031834754.1, XP_031834756.1	XP_011162505.1
OG0002819	XP_031842784.1	XP_039310330.1
OG0002820	XP_031840444.1, XP_031840445.1, XP_031840443.1	XP_011160109.2, XP_011160110.2, XP_025987791.2
OG0002821	XP_031839535.1	XP_011155837.2
OG0002822	XP_031849754.1	XP_011163398.1
OG0002825	XP_031841708.1	XP_039315617.1
OG0002826	XP_031825298.1	XP_011160185.2
OG0002827	XP_031837678.1	XP_025994881.1
OG0002828	XP_031832000.1	XP_011155781.1
OG0002829	XP_031838073.1	XP_011164777.2, XP_011164779.2
OG0002830	XP_031834287.1	XP_011166534.1, XP_025995200.1, XP_039310670.1, XP_039310672.1, XP_039310671.1, XP_025995198.2, XP_039310673.1
OG0002831	XP_031844941.1	XP_011158832.2
OG0002832	XP_031830616.1	XP_011161504.1
OG0002834	XP_031841971.1	XP_025990900.2, XP_039308477.1, XP_025997398.1, XP_039308470.1
OG0002836	XP_031840112.1	XP_011163534.2
OG0002837	XP_031838244.1	XP_011175489.1
OG0002838	XP_031844442.1	XP_011168001.1, XP_039311199.1, XP_039311200.1
OG0002840	XP_031843524.1	XP_025992175.1
OG0002841	XP_031843511.1	XP_011158346.1
OG0002841	XP_031843509.1	XP_011158345.1
OG0002842	XP_031834394.1	XP_039303140.1, XP_025992946.2, XP_039315207.1, XP_011172017.2, XP_039305617.1, XP_039304815.1, XP_039303141.1, XP_025987878.2, XP_039303109.1, XP_039315394.1, XP_039315390.1, XP_039303139.1, XP_039303113.1, XP_039303115.1, XP_039303114.1, XP_039303118.1
OG0002843	XP_031844927.1	XP_039308350.1
OG0002844	XP_031845275.1	XP_025987531.2
OG0002845	XP_031841022.1	XP_025988077.1, XP_011175746.3, XP_039313353.1
OG0002846	XP_031825450.1, XP_031825445.1	XP_039310806.1, XP_011157957.2, XP_039310808.1, XP_039310805.1, XP_039310807.1
OG0002847	XP_031844977.1, XP_031844961.1	XP_011169288.1
OG0002848	XP_031829336.1	XP_011173624.3, XP_039305537.1, XP_039305538.1, XP_039305539.1, XP_039305535.1, XP_039305536.1
OG0002849	XP_031826293.1	XP_011163020.1
OG0002850	XP_031848912.1, XP_031826108.1, XP_031826537.1	XP_011160071.2, XP_039308674.1
OG0002852	XP_031835385.1, XP_031835375.1	XP_039310038.1, XP_039310037.1, XP_039310036.1
OG0002856	XP_031847860.1	XP_011165944.1
OG0002857	XP_031838972.1	XP_011159608.1, XP_011159607.1
OG0002858	XP_031838579.1, XP_031838578.1	NP_001291534.1
OG0002859	XP_031846217.1	XP_011155444.1
OG0002860	XP_031835814.1, XP_031835813.1, XP_031835812.1	XP_011156532.1
OG0002861	XP_031837301.1, XP_031837300.1, XP_031837303.1	XP_011176218.1
OG0002863	XP_031826848.1	XP_011175057.1
OG0002864	XP_031847868.1	XP_011157211.2
OG0002865	XP_031825910.1	XP_011176021.1
OG0002866	XP_031846942.1	XP_011168068.1
OG0002867	XP_031834466.1	XP_011164869.1
OG0002868	XP_031837079.1	XP_011175485.2
OG0002869	XP_031845712.1	XP_011171986.1
OG0002870	XP_031835628.1	XP_011168042.1
OG0002871	XP_031828285.1	XP_011175992.1, XP_011176001.1
OG0002872	XP_031830781.1	XP_025991891.1
OG0002873	XP_031847136.1	XP_011168071.1
OG0002874	XP_031844444.1	XP_039311203.1
OG0002875	XP_031832573.1, XP_031832575.1, XP_031832572.1, XP_031832574.1	XP_011162538.1
OG0002876	XP_031831601.1, XP_031831600.1, XP_031831599.1	XP_011159622.1
OG0002877	XP_031849282.1	XP_025990469.2
OG0002878	XP_031832979.1	XP_025996014.1
OG0002879	XP_031830490.1	XP_011164001.1
OG0002880	XP_031850442.1	XP_011164222.1
OG0002881	XP_031830223.1	XP_011175710.2
OG0002882	XP_031838182.1	XP_011158313.1
OG0002883	XP_031830031.1	XP_011165412.1
OG0002884	XP_031846893.1, XP_031846894.1	XP_011165345.2
OG0002885	XP_031826162.1, XP_031826155.1	XP_011160160.1
OG0002886	XP_031834470.1	XP_011158136.1
OG0002887	XP_031848434.1	XP_025987954.2, XP_025987952.2, XP_011159868.2
OG0002888	XP_031829640.1	XP_011161212.2
OG0002889	XP_031832559.1	XP_011169203.1, XP_025989911.1
OG0002890	XP_031838093.1	XP_011155700.1
OG0002891	XP_031830316.1, XP_031830317.1, XP_031830319.1, XP_031830320.1, XP_031830321.1	XP_011155676.1
OG0002892	XP_031844120.1, XP_031844122.1, XP_031844121.1, XP_031844123.1, XP_031844119.1	XP_011176132.1
OG0002893	XP_031849173.1	XP_039307603.1
OG0002894	XP_031829569.1, XP_031829568.1	XP_011161317.1, XP_011161316.1
OG0002895	XP_031842695.1	XP_011170087.1
OG0002896	XP_031848431.1, XP_031848425.1, XP_031848424.1, XP_031848428.1, XP_031848429.1, XP_031848430.1	XP_039311453.1
OG0002897	XP_031831143.1	XP_011165919.1, XP_011163789.1
OG0002898	XP_031842241.1	XP_011167335.1
OG0002899	XP_031845876.1	XP_011162006.1, XP_039302206.1
OG0002900	XP_031842941.1	XP_011155753.2
OG0002901	XP_031834314.1	XP_011175552.1, XP_011175553.1
OG0002902	XP_031838521.1	XP_011168975.2
OG0002903	XP_031843831.1, XP_031843832.1	XP_011160848.1
OG0002904	XP_031831587.1	XP_025995803.1
OG0002905	XP_031842316.1	XP_011161109.1
OG0002906	XP_031844443.1	XP_011168321.2
OG0002907	XP_031832567.1	XP_025987454.1, XP_025987456.1, XP_025987455.1, XP_011162539.1
OG0002908	XP_031838421.1	XP_039306429.1
OG0002909	XP_031845420.1	XP_011168266.1
OG0002910	XP_031844690.1	XP_025987143.1
OG0002911	XP_031832762.1	XP_011160842.1
OG0002913	XP_031835207.1	XP_011159886.2, XP_011159894.2, XP_011167797.1
OG0002914	XP_031840997.1	XP_011157902.1, XP_011157904.1
OG0002915	XP_031841035.1	XP_011159325.1
OG0002916	XP_031843279.1	XP_011176264.1
OG0002917	XP_031831327.1	XP_039303299.1
OG0002918	XP_031828453.1	XP_039302536.1
OG0002919	XP_031830416.1	XP_011160019.1
OG0002920	XP_031835297.1	XP_011167792.1
OG0002921	XP_031846498.1	XP_039314610.1, XP_039314605.1
OG0002922	XP_031842888.1	XP_039304748.1
OG0002923	XP_031848039.1, XP_031848028.1	XP_011161371.1
OG0002924	XP_031835395.1	XP_011158077.1
OG0002925	XP_031847024.1	XP_025990221.1
OG0002926	XP_031846209.1	XP_039302242.1
OG0002927	XP_031831824.1	XP_011160039.1
OG0002928	XP_031840338.1	XP_025991758.1
OG0002929	XP_031827892.1	XP_039314359.1
OG0002930	XP_031849621.1	XP_039310966.1
OG0002931	XP_031834855.1	XP_039303266.1
OG0002932	XP_031839655.1, XP_031839653.1	XP_025986718.1
OG0002933	XP_031831455.1	XP_011175669.1
OG0002934	XP_031831230.1	XP_039312434.1, XP_011157449.1
OG0002935	XP_031829366.1, XP_031829365.1	XP_011165611.1
OG0002936	XP_031847403.1, XP_031847404.1, XP_031847406.1, XP_031847402.1, XP_031847401.1	XP_011174253.1
OG0002937	XP_031847655.1	XP_011168863.1, XP_039309476.1
OG0002938	XP_031836757.1	XP_039302234.1
OG0002939	XP_031835606.1, XP_031835607.1, XP_031835608.1	XP_011169016.1
OG0002940	XP_031836625.1	XP_025995774.1
OG0002941	XP_031848066.1, XP_031848082.1, XP_031848087.1	XP_011172046.1
OG0002942	XP_031846204.1	XP_011163195.1
OG0002943	XP_031835867.1	XP_011164004.3
OG0002944	XP_031847738.1	XP_011168265.1
OG0002945	XP_031833414.1	XP_011168307.1
OG0002946	XP_031840162.1	XP_011166686.2
OG0002947	XP_031846743.1	XP_011156046.1
OG0002949	XP_031830543.1, XP_031830541.1, XP_031830542.1	XP_011161515.1
OG0002950	XP_031843113.1	XP_011164633.2
OG0002951	XP_031848542.1, XP_031848543.1	XP_011157688.1
OG0002952	XP_031842786.1	XP_011159194.1
OG0002953	XP_031838580.1	XP_025994267.1
OG0002954	XP_031838097.1, XP_031838096.1	XP_011159814.1, XP_025993922.1
OG0002955	XP_031830347.1	XP_011157079.1
OG0002956	XP_031826206.1	XP_011156193.2
OG0002957	XP_031827761.1	XP_011164445.1
OG0002958	XP_031835316.1	XP_039307524.1
OG0002959	XP_031838739.1	XP_039302057.1, XP_039302058.1
OG0002960	XP_031834212.1	XP_011172909.2, XP_039303158.1
OG0002961	XP_031846658.1	XP_011176153.1
OG0002962	XP_031826241.1	XP_011157098.1
OG0002963	XP_031840212.1	XP_039313220.1, XP_039313212.1
OG0002964	XP_031846368.1	XP_011161988.1
OG0002965	XP_031831338.1	XP_011166136.1
OG0002966	XP_031845855.1, XP_031845854.1, XP_031845856.1	XP_039306200.1, XP_011157749.1
OG0002967	XP_031830198.1	XP_011171980.1
OG0002968	XP_031838007.1	XP_039304192.1
OG0002969	XP_031843379.1	XP_011175119.1, XP_011175118.1, XP_039309373.1
OG0002970	XP_031843037.1	XP_039303651.1
OG0002971	XP_031830332.1	XP_039302425.1, XP_011171945.1
OG0002972	XP_031849204.1, XP_031849205.1, XP_031849206.1	XP_011155482.1
OG0002973	XP_031826550.1, XP_031826551.1	XP_025992050.2
OG0002974	XP_031830017.1, XP_031830018.1	XP_011175891.1
OG0002975	XP_031831037.1, XP_031831036.1	XP_025991904.2
OG0002976	XP_031829666.1, XP_031829665.1	XP_039306199.1, XP_039306198.1
OG0002977	XP_031838302.1	XP_025995285.1
OG0002978	XP_031830199.1	XP_011175833.2
OG0002979	XP_031825991.1, XP_031825990.1	XP_025993637.1, XP_011167719.1
OG0002980	XP_031826137.1	XP_025992529.2, XP_011169726.1
OG0002981	XP_031843367.1	XP_039306443.1
OG0002982	XP_031844045.1	XP_039310464.1
OG0002983	XP_031849339.1	XP_025992758.1
OG0002984	XP_031846081.1, XP_031846094.1	XP_011175293.1
OG0002985	XP_031833965.1	XP_011159700.2
OG0002986	XP_031844113.1	XP_011175615.1
OG0002987	XP_031845557.1	XP_011162108.1
OG0002988	XP_031846985.1	XP_011160968.2
OG0002989	XP_031834606.1	XP_011156022.2
OG0002990	XP_031828683.1	XP_039310034.1
OG0002991	XP_031826723.1	XP_025989317.1, XP_025989316.1
OG0002992	XP_031830300.1	XP_025992878.1
OG0002993	XP_031846945.1	XP_039307946.1
OG0002994	XP_031834444.1, XP_031834445.1	XP_011173507.1
OG0002995	XP_031843207.1	XP_011167801.1, XP_025991086.1
OG0002997	XP_031850103.1	XP_011175341.2
OG0002998	XP_031830566.1	XP_039308952.1
OG0002999	XP_031830881.1	XP_025992008.2, XP_025992010.1
OG0003000	XP_031828895.1, XP_031828898.1, XP_031828903.1	XP_011166915.1, XP_039315584.1
OG0003001	XP_031841412.1	XP_025990011.1, XP_011156573.1, XP_039308561.1, XP_011156574.1
OG0003002	XP_031838180.1	XP_011165845.1
OG0003003	XP_031839635.1	XP_011158899.1
OG0003004	XP_031833288.1	XP_011162419.1
OG0003005	XP_031825432.1	XP_025992097.1
OG0003006	XP_031837165.1	XP_039306148.1
OG0003007	XP_031826628.1, XP_031826627.1, XP_031826626.1, XP_031826625.1	XP_039311008.1
OG0003008	XP_031833554.1	XP_039303895.1
OG0003009	XP_031829513.1, XP_031829502.1, XP_031829520.1, XP_031829530.1	XP_011175844.1
OG0003010	XP_031830197.1	XP_025989572.1
OG0003011	XP_031833832.1, XP_031833833.1	XP_011159476.1
OG0003012	XP_031832705.1	XP_011167182.1, XP_011167181.1, XP_011159997.2
OG0003013	XP_031826288.1	XP_011166392.1
OG0003014	XP_031846976.1	XP_039307139.1
OG0003015	XP_031831546.1	XP_025995332.2, XP_039304696.1, XP_011160176.2, XP_011160177.2
OG0003016	XP_031844991.1	XP_011165680.1, XP_039304833.1
OG0003017	XP_031835446.1, XP_031835450.1, XP_031835449.1, XP_031835445.1, XP_031835451.1, XP_031835448.1	XP_011168180.2
OG0003018	XP_031849658.1	XP_011159923.1
OG0003019	XP_031830110.1	XP_039313693.1
OG0003020	XP_031844276.1, XP_031844275.1, XP_031844274.1	XP_011164524.2, XP_039313336.1
OG0003021	XP_031831724.1	XP_011170692.1
OG0003022	XP_031841883.1	XP_011160322.1
OG0003023	XP_031837673.1	XP_011172802.2, XP_025986387.2
OG0003024	XP_031845942.1	XP_039306086.1, XP_039306087.1, XP_039306093.1, XP_039306091.1, XP_039306089.1, XP_039306090.1, XP_039306088.1
OG0003025	XP_031841027.1	XP_011159327.1
OG0003026	XP_031825852.1, XP_031825851.1, XP_031825853.1	XP_011166978.1
OG0003027	XP_031829888.1	XP_025989001.1
OG0003028	XP_031831353.1	XP_011170110.1
OG0003029	XP_031839395.1	XP_025994649.1
OG0003030	XP_031846830.1	XP_011165553.1
OG0003031	XP_031832901.1	XP_039301865.1, XP_011158526.1, XP_011158525.1
OG0003032	XP_031825809.1	XP_011170131.1
OG0003033	XP_031828011.1	XP_011164729.1
OG0003034	XP_031839372.1, XP_031839370.1, XP_031839371.1	XP_011168785.1
OG0003035	XP_031825886.1	XP_039314065.1
OG0003037	XP_031848299.1	XP_011167265.1
OG0003038	XP_031827755.1	XP_011157980.1, XP_039310935.1
OG0003039	XP_031850368.1	XP_011155715.1, XP_011155713.1
OG0003040	XP_031848614.1, XP_031848612.1	XP_011169539.2, XP_011169540.2, XP_025992038.2, XP_011169537.2
OG0003041	XP_031847150.1	XP_011168079.1
OG0003042	XP_031827070.1	XP_025991196.1, XP_039314715.1, XP_039314719.1, XP_039314710.1, XP_039314726.1, XP_039314735.1
OG0003043	XP_031830039.1	XP_011164368.1
OG0003044	XP_031837588.1	XP_011168247.1
OG0003045	XP_031835961.1	XP_011175132.1
OG0003046	XP_031840351.1	XP_011172371.3
OG0003047	XP_031840537.1	XP_039309751.1
