Orthogroup	Nomia_melanderi	Bombyx_mori
OG0003330	XP_031842541.1, XP_031842542.1	XP_037876943.1
OG0003331	XP_031845168.1	XP_021205727.1
OG0003332	XP_031841821.1	NP_001037548.1, XP_012553271.1
OG0003333	XP_031827894.1	XP_012553403.1
OG0003334	XP_031835904.1	NP_001243977.1
OG0003335	XP_031827453.1, XP_031827451.1, XP_031827450.1, XP_031827454.1, XP_031827455.1	XP_004921565.1
OG0003336	XP_031838401.1, XP_031838400.1, XP_031838402.1	XP_004930603.1
OG0003337	XP_031838940.1	NP_001128675.1, XP_037867296.1
OG0003339	XP_031833966.1	XP_037868284.1, XP_037868285.1
OG0003340	XP_031828855.1, XP_031828854.1	XP_012552772.1
OG0003341	XP_031833293.1	XP_012552031.1
OG0003342	XP_031845939.1, XP_031845940.1, XP_031845937.1, XP_031845941.1	XP_037872627.1
OG0003343	XP_031829455.1	XP_004925213.1
OG0003345	XP_031838586.1, XP_031838585.1	XP_004926152.1
OG0003346	XP_031827027.1	XP_012549559.1
OG0003347	XP_031834506.1	XP_004922585.1
OG0003348	XP_031846732.1, XP_031846731.1, XP_031846734.1, XP_031846733.1	XP_004931522.1
OG0003349	XP_031828110.1, XP_031828111.1	XP_004925131.1
OG0003350	XP_031833462.1	XP_037876025.1, XP_037876024.1
OG0003351	XP_031831008.1	XP_037872765.1, XP_037872766.1, XP_004921990.1
OG0003352	XP_031836484.1	XP_004931589.2
OG0003353	XP_031838092.1	NP_001243929.1, XP_037870655.1
OG0003354	XP_031830482.1	XP_012547657.1
OG0003355	XP_031837732.1	XP_037873750.1
OG0003356	XP_031827057.1	XP_004926336.1
OG0003357	XP_031833552.1, XP_031833553.1	XP_004924579.1
OG0003358	XP_031840866.1	XP_004928555.2
OG0003359	XP_031838647.1	XP_037871218.1
OG0003360	XP_031832576.1	XP_004927854.1
OG0003361	XP_031846180.1	XP_012548532.1, NP_001153672.1
OG0003362	XP_031838581.1	NP_001116822.2
OG0003363	XP_031834545.1	XP_004930699.2
OG0003364	XP_031847954.1	XP_004932559.2
OG0003365	XP_031844652.1	XP_004923647.1
OG0003366	XP_031838345.1	XP_037873300.1, XP_012545316.1, XP_004925606.1
OG0003367	XP_031843024.1	XP_021207078.1
OG0003368	XP_031829074.1, XP_031829073.1	NP_001040473.1, XP_037875582.1, NP_001239349.1
OG0003369	XP_031825468.1	XP_012551184.1
OG0003370	XP_031831102.1	XP_012549068.1
OG0003371	XP_031847618.1	XP_012545023.1, XP_004925184.1
OG0003372	XP_031844503.1, XP_031844504.1, XP_031844502.1, XP_031844505.1	XP_012549195.3
OG0003373	XP_031830196.1	XP_004928972.1
OG0003374	XP_031846629.1	XP_004921855.1
OG0003376	XP_031839623.1, XP_031839625.1, XP_031839624.1, XP_031839626.1, XP_031839627.1	XP_012543835.2
OG0003377	XP_031840766.1	XP_004925437.2
OG0003378	XP_031827098.1	XP_012547388.2, XP_004933172.1
OG0003379	XP_031835956.1	XP_012551872.2
OG0003380	XP_031827285.1	XP_012544283.1
OG0003381	XP_031846333.1	XP_012547403.1
OG0003382	XP_031844839.1	XP_004932650.2
OG0003383	XP_031837328.1	XP_012551292.2
OG0003384	XP_031832375.1	NP_001040345.1
OG0003385	XP_031839259.1, XP_031839257.1	XP_004922392.1
OG0003386	XP_031832821.1	XP_037872968.1, XP_037872960.1, XP_021208393.1
OG0003387	XP_031840000.1	XP_004923819.1
OG0003388	XP_031827658.1, XP_031847686.1	XP_004926778.1
OG0003389	XP_031832237.1	XP_012547904.2, XP_037872099.1, XP_004930096.1
OG0003390	XP_031826455.1	XP_004924554.1
OG0003391	XP_031837949.1	NP_001037005.2
OG0003392	XP_031825771.1	XP_037876583.1
OG0003393	XP_031831768.1	NP_001296498.1
OG0003394	XP_031849679.1	XP_037872831.1
OG0003395	XP_031834584.1	XP_004927977.1
OG0003396	XP_031827756.1	NP_001166784.1
OG0003397	XP_031825707.1	XP_004924567.1, XP_004933905.1
OG0003398	XP_031837772.1	NP_001093319.1
OG0003399	XP_031846645.1	XP_012550017.1
OG0003400	XP_031844482.1, XP_031844483.1	XP_037869265.1
OG0003401	XP_031840262.1	XP_004929674.1
OG0003402	XP_031832903.1	XP_004923164.1
OG0003403	XP_031835440.1	XP_021209096.2, XP_021209089.2
OG0003404	XP_031841004.1, XP_031840907.1	XP_037874486.1
OG0003405	XP_031839890.1	XP_037871358.1
OG0003406	XP_031845238.1	XP_037867643.1, XP_037867631.1
OG0003407	XP_031828689.1	XP_004922649.1
OG0003408	XP_031846129.1	XP_037868876.1, XP_037868877.1
OG0003409	XP_031828927.1	XP_004930345.1
OG0003410	XP_031835101.1, XP_031835102.1	XP_004925830.1
OG0003411	XP_031847116.1	XP_004922409.2
OG0003412	XP_031826000.1	XP_021204256.2
OG0003413	XP_031834729.1	XP_004925345.1
OG0003414	XP_031827287.1	NP_001093305.1
OG0003415	XP_031838277.1	XP_037873667.1
OG0003416	XP_031833040.1	XP_004928023.1
OG0003417	XP_031828656.1, XP_031828662.1	XP_004931696.1
OG0003419	XP_031849176.1	XP_004929717.2
OG0003420	XP_031829285.1, XP_031829283.1, XP_031829284.1	XP_012545519.1, XP_004925780.1, XP_012545518.1
OG0003421	XP_031848491.1	XP_004933417.1
OG0003422	XP_031831553.1	XP_004930225.1
OG0003423	XP_031841028.1	XP_004924881.1
OG0003424	XP_031847862.1	XP_004928483.1
OG0003425	XP_031828612.1	XP_004932658.2
OG0003426	XP_031834226.1	XP_021203256.2, XP_021203255.2
OG0003427	XP_031836534.1	XP_037874488.1
OG0003428	XP_031826927.1	XP_037871417.1
OG0003429	XP_031841197.1	XP_037868100.1
OG0003430	XP_031834178.1	XP_012551357.1
OG0003431	XP_031849936.1	NP_001036922.1, XP_037874254.1
OG0003432	XP_031838377.1	XP_012547178.1
OG0003433	XP_031831561.1	XP_037873527.1, XP_037873528.1
OG0003434	XP_031844580.1	XP_004924847.1
OG0003435	XP_031826077.1	NP_001244267.1, XP_012550378.2
OG0003436	XP_031831619.1	XP_004932809.1
OG0003437	XP_031849073.1	XP_037875684.1, XP_037877263.1
OG0003438	XP_031833676.1	XP_004921818.1, XP_012544894.1
OG0003439	XP_031830476.1, XP_031831341.1	XP_037872285.1
OG0003441	XP_031845254.1	XP_004927784.2
OG0003442	XP_031849988.1	XP_037866515.1, XP_037866516.1
OG0003443	XP_031845587.1	XP_021204365.1, XP_021204367.1, XP_021204366.1, XP_021204368.1
OG0003444	XP_031836226.1	NP_001037085.1, XP_021207029.1
OG0003445	XP_031829238.1	XP_037871019.1
OG0003446	XP_031828637.1	NP_001098694.1, NP_001098696.1
OG0003447	XP_031837945.1	NP_001296546.1, XP_004922011.1
OG0003448	XP_031826367.1	XP_004933026.1
OG0003449	XP_031846720.1	XP_021206165.1
OG0003450	XP_031844676.1	NP_001040542.1
OG0003451	XP_031835745.1	XP_004923511.1
OG0003452	XP_031841143.1, XP_031841152.1	XP_021205053.1
OG0003453	XP_031836524.1	XP_012552434.1, XP_012552430.1
OG0003454	XP_031837970.1	NP_001037059.1
OG0003455	XP_031831926.1	XP_037873852.1
OG0003456	XP_031847055.1	XP_004932145.1
OG0003457	XP_031828628.1, XP_031828629.1, XP_031828627.1	NP_001040394.1
OG0003458	XP_031842884.1	XP_012547359.2, XP_012547357.2
OG0003459	XP_031842105.1	XP_012545982.1, NP_001037674.1
OG0003460	XP_031836181.1	XP_004926473.1
OG0003461	XP_031832675.1	XP_004931839.2
OG0003462	XP_031838449.1	XP_037873712.1, XP_021206608.2
OG0003463	XP_031830905.1	XP_004924684.1
OG0003464	XP_031839157.1, XP_031839158.1	NP_001036997.1
OG0003465	XP_031827266.1	XP_004922169.1
OG0003466	XP_031829652.1	XP_004926531.3
OG0003467	XP_031831987.1, XP_031831989.1, XP_031831988.1	XP_004927141.1
OG0003468	XP_031841529.1	XP_037877566.1, XP_021207394.2
OG0003469	XP_031825268.1	XP_004930056.1, XP_012549234.1, XP_012549236.1, XP_012549235.1
OG0003471	XP_031832235.1	XP_004930371.2
OG0003472	XP_031848342.1	XP_037877856.1
OG0003473	XP_031850215.1	XP_037875053.1
OG0003474	XP_031842432.1	XP_037868743.1
OG0003475	XP_031840064.1	XP_004930566.1
OG0003477	XP_031831003.1	NP_001091822.1
OG0003478	XP_031829687.1, XP_031829688.1	XP_004927649.1
OG0003479	XP_031830873.1	XP_021207253.2
OG0003480	XP_031843440.1	XP_004925542.3
OG0003481	XP_031845503.1	XP_012544254.1
OG0003482	XP_031846783.1	XP_037871232.1
OG0003483	XP_031833648.1	NP_001037010.1
OG0003484	XP_031836703.1	XP_037874376.1
OG0003485	XP_031831273.1	XP_021208538.2
OG0003486	XP_031844988.1	XP_004932951.1
OG0003487	XP_031830361.1	NP_001182384.1
OG0003488	XP_031825651.1, XP_031825652.1	XP_004932663.1
OG0003489	XP_031847109.1	NP_001040318.1, XP_037867815.1
OG0003490	XP_031830033.1	XP_037871305.1
OG0003491	XP_031828986.1	XP_012547173.2
OG0003492	XP_031832180.1	XP_021205517.1
OG0003493	XP_031835572.1, XP_031835571.1	XP_037874692.1
OG0003494	XP_031846664.1, XP_031846666.1	XP_012551801.2
OG0003495	XP_031842590.1	XP_004933065.1
OG0003496	XP_031840629.1	NP_001140197.1, XP_037869524.1
OG0003497	XP_031846896.1	XP_012551388.1
OG0003498	XP_031844034.1	NP_001040497.1
OG0003499	XP_031836029.1	XP_037867924.1
OG0003500	XP_031828819.1	XP_004931538.1
OG0003501	XP_031838392.1	XP_012547360.1, XP_004927893.1
OG0003502	XP_031836941.1	XP_004921959.1
OG0003503	XP_031848337.1, XP_031848336.1	XP_021208616.1
OG0003504	XP_031825417.1	XP_021207708.2
OG0003506	XP_031831598.1	XP_004922429.1
OG0003507	XP_031837089.1	XP_037872748.1
OG0003508	XP_031849753.1, XP_031849752.1	XP_004930904.1
OG0003509	XP_031839680.1, XP_031839686.1	XP_012543864.1
OG0003510	XP_031839478.1, XP_031839473.1	XP_037875352.1, XP_037875351.1
OG0003511	XP_031849957.1	XP_004930466.1
OG0003512	XP_031836589.1, XP_031836590.1, XP_031836588.1	XP_004929710.3
OG0003513	XP_031825927.1	XP_021208073.1, XP_021208074.1
OG0003514	XP_031842313.1	NP_001040342.1
OG0003515	XP_031825516.1	XP_021207919.1
OG0003517	XP_031835665.1	XP_012544329.2, XP_037877383.1
OG0003518	XP_031835604.1, XP_031835605.1	NP_001296511.1, XP_037871506.1
OG0003519	XP_031827083.1	XP_037870775.1
OG0003520	XP_031834530.1	XP_037876845.1, XP_037876844.1
OG0003521	XP_031835304.1	XP_004925657.1
OG0003522	XP_031829672.1	XP_004922885.1
OG0003523	XP_031829151.1	XP_004926031.1
OG0003524	XP_031830366.1	NP_001091835.2
OG0003525	XP_031836565.1	XP_012549064.1
OG0003526	XP_031833107.1	XP_004927044.1
OG0003527	XP_031846133.1	XP_037877233.1, XP_037876955.1, XP_037876956.1
OG0003528	XP_031848674.1	XP_037876854.1, XP_037876853.1
OG0003529	XP_031840998.1	NP_001140193.1
OG0003530	XP_031843040.1	XP_021207110.1
OG0003532	XP_031827092.1	XP_021202687.1, XP_012544614.1
OG0003533	XP_031828891.1	XP_037872430.1
OG0003534	XP_031844819.1	XP_037868931.1
OG0003535	XP_031848149.1	XP_037875647.1
OG0003536	XP_031842011.1, XP_031842001.1	XP_004928256.2
OG0003538	XP_031839240.1	XP_012543915.1
OG0003539	XP_031846798.1, XP_031846800.1, XP_031846799.1	XP_004928604.2
OG0003540	XP_031834346.1	XP_012553269.1, NP_001037307.1
OG0003541	XP_031835401.1	XP_004925449.2
OG0003543	XP_031839908.1	XP_012547293.2, XP_012547289.2
OG0003544	XP_031850210.1, XP_031850201.1	XP_004925555.1
OG0003545	XP_031832360.1	XP_004923221.1
OG0003546	XP_031837549.1	XP_004923328.2
OG0003547	XP_031833416.1	XP_012550249.1, XP_021206392.1
OG0003549	XP_031830602.1	XP_004924159.1
OG0003550	XP_031845640.1	XP_004925430.2
OG0003551	XP_031836978.1	XP_021208344.2
OG0003552	XP_031847272.1	XP_021205024.1
OG0003553	XP_031830779.1	XP_012551586.1
OG0003554	XP_031829843.1	XP_037875891.1
OG0003555	XP_031850439.1	XP_004928596.1
OG0003556	XP_031830038.1, XP_031830037.1	XP_037874820.1
OG0003557	XP_031831373.1, XP_031831374.1	XP_004929733.2
OG0003558	XP_031849965.1	XP_037875118.1
OG0003559	XP_031837776.1	XP_037867544.1
OG0003560	XP_031846068.1	XP_021201878.2
OG0003561	XP_031845952.1	NP_001135963.1
OG0003563	XP_031846838.1, XP_031846834.1	XP_037875812.1
OG0003564	XP_031827751.1	XP_037877761.1
OG0003565	XP_031826440.1	XP_037866447.1, XP_004929264.4
OG0003566	XP_031829641.1	XP_004921932.1
OG0003567	XP_031843377.1, XP_031845655.1	XP_004921862.1
OG0003568	XP_031850127.1	XP_012546407.1
OG0003569	XP_031843733.1	XP_021203981.2
OG0003570	XP_031845873.1	XP_037869896.1
OG0003571	XP_031825735.1	XP_037867390.1
OG0003572	XP_031842692.1	XP_004923039.1, XP_004923040.1
OG0003573	XP_031845027.1	XP_037867617.1, XP_021206523.1
OG0003574	XP_031835030.1, XP_031835029.1	XP_004922723.1
OG0003575	XP_031836154.1	NP_001040264.1
OG0003576	XP_031845493.1	XP_037866564.1
OG0003577	XP_031843818.1, XP_031843820.1	XP_004929485.1
OG0003578	XP_031839955.1	XP_004922669.3
OG0003580	XP_031832694.1	XP_037869342.1
OG0003581	XP_031836458.1	XP_004927037.1
OG0003582	XP_031839630.1, XP_031839631.1	XP_004926064.3
OG0003583	XP_031840887.1	XP_004927525.1
OG0003584	XP_031829943.1	XP_037869082.1, XP_037869084.1, XP_037869083.1, XP_037869081.1
OG0003585	XP_031835068.1	XP_021208943.1
OG0003586	XP_031845110.1, XP_031845111.1	XP_004922918.2
OG0003587	XP_031837822.1	XP_037872657.1
OG0003588	XP_031833819.1	XP_004924493.1
OG0003589	XP_031848547.1	XP_012551318.1, NP_001037414.1
OG0003591	XP_031833257.1	NP_001036831.1
OG0003592	XP_031836730.1	XP_012549032.3
OG0003593	XP_031849132.1	XP_004927919.1
OG0003595	XP_031826335.1	XP_012546094.2
OG0003596	XP_031832037.1	XP_012547345.1, XP_004927774.1
OG0003597	XP_031850351.1	XP_037868232.1
OG0003598	XP_031837644.1	NP_001266347.1, XP_037866738.1
OG0003599	XP_031835283.1	XP_037869568.1, NP_001040495.1
OG0003600	XP_031848535.1	XP_037866549.1
OG0003601	XP_031825426.1	XP_021209180.2
OG0003602	XP_031844385.1	XP_037877049.1
OG0003603	XP_031835598.1	XP_004921806.1
OG0003604	XP_031841720.1	XP_004930828.3
OG0003605	XP_031826271.1	XP_037868816.1, XP_012545933.1, XP_012545932.1, XP_037875992.1
OG0003606	XP_031849352.1	NP_001036953.1
OG0003607	XP_031827838.1	XP_004929826.1
OG0003608	XP_031845240.1, XP_031845239.1	XP_004923045.1
OG0003609	XP_031848096.1	XP_004929445.1
OG0003610	XP_031844268.1, XP_031844267.1	XP_012550905.1
OG0003611	XP_031835730.1	XP_004923702.3
OG0003612	XP_031842577.1	NP_001186936.1, XP_037873378.1
OG0003613	XP_031849519.1	XP_037871989.1
OG0003614	XP_031849601.1, XP_031849599.1, XP_031849600.1	NP_001116808.1, XP_012545275.1, NP_001036963.1, XP_012546220.1
OG0003615	XP_031833358.1	XP_021206296.1
OG0003616	XP_031849401.1, XP_031849403.1, XP_031849397.1, XP_031849398.1, XP_031849399.1, XP_031849400.1	XP_021203436.1
OG0003618	XP_031836799.1, XP_031836798.1	XP_037876570.1, XP_037876572.1, XP_037876573.1, XP_037876574.1
OG0003619	XP_031843878.1	XP_037867102.1
OG0003620	XP_031845094.1	XP_012551016.1
OG0003621	XP_031841073.1	XP_012550805.2
OG0003623	XP_031826644.1	XP_037877118.1
OG0003624	XP_031829343.1	XP_037870327.1
OG0003625	XP_031828507.1	XP_037872531.1
OG0003626	XP_031842734.1	XP_021207115.2
OG0003627	XP_031848333.1	NP_001177140.1
OG0003628	XP_031840082.1	XP_037868941.1
OG0003629	XP_031843191.1	XP_004928121.1
OG0003630	XP_031829676.1	XP_037872734.1
OG0003631	XP_031844287.1	XP_004933562.1
OG0003632	XP_031837889.1	XP_021203507.1, XP_004925965.1, XP_004925963.2
OG0003633	XP_031846136.1	XP_004929380.3
OG0003634	XP_031829708.1, XP_031829709.1	XP_004922388.1, NP_001037313.1
OG0003635	XP_031847932.1	XP_021204070.2
OG0003636	XP_031827818.1, XP_031827817.1	XP_037866579.1
OG0003637	XP_031839719.1	XP_037872386.1
OG0003638	XP_031831111.1, XP_031831109.1	XP_037875164.1
OG0003640	XP_031835747.1	XP_021209237.2
OG0003641	XP_031830233.1, XP_031830226.1	XP_037874781.1, XP_037874775.1
OG0003642	XP_031830213.1	XP_021204234.2, XP_037874944.1
OG0003643	XP_031832365.1	XP_037877249.1, XP_037877248.1, XP_012551898.1, XP_004933306.1
OG0003644	XP_031832715.1	XP_004933307.1, XP_037872876.1
OG0003645	XP_031844536.1	XP_012550903.3, XP_037874000.1
OG0003646	XP_031838186.1	NP_001091840.1, XP_012550228.2
OG0003647	XP_031849522.1	XP_004928679.1
OG0003649	XP_031841669.1	XP_037877803.1
OG0003651	XP_031833961.1, XP_031833953.1	XP_004923872.1
OG0003652	XP_031832740.1	XP_037875171.1
OG0003653	XP_031844110.1	XP_037871683.1
OG0003654	XP_031839616.1, XP_031839618.1, XP_031839617.1, XP_031839615.1	XP_004930203.1
OG0003655	XP_031837508.1	XP_037868595.1
OG0003656	XP_031834283.1	NP_001296541.1
OG0003658	XP_031829714.1, XP_031829733.1, XP_031829724.1, XP_031829742.1	XP_037867054.1
OG0003661	XP_031844603.1, XP_031844613.1, XP_031844594.1	NP_001040210.1
OG0003663	XP_031826511.1	XP_037874623.1, XP_037874741.1
OG0003664	XP_031847069.1	XP_004929480.3, XP_037870517.1
OG0003665	XP_031847876.1	XP_012553038.1, NP_001040503.1
OG0003666	XP_031840182.1	XP_004931818.1, XP_037877515.1
OG0003667	XP_031848157.1	NP_001036836.1, NP_001037560.1
OG0003668	XP_031850213.1	XP_021202571.1, XP_021202570.1
OG0003670	XP_031849884.1	XP_004931747.1
OG0003671	XP_031844513.1, XP_031844512.1, XP_031844511.1	XP_037869179.1
OG0003672	XP_031831285.1, XP_031831284.1, XP_031831283.1	XP_012553095.2
OG0003673	XP_031826995.1	XP_037870945.1
OG0003674	XP_031838553.1	XP_012548325.1
OG0003675	XP_031839806.1	XP_004931915.1
OG0003676	XP_031835240.1, XP_031835242.1, XP_031835241.1	XP_004923558.1
OG0003677	XP_031833537.1	XP_037876307.1
OG0003678	XP_031833771.1	XP_012553133.1
OG0003679	XP_031840560.1	XP_004931643.2, XP_012550428.1, XP_012550431.1, XP_021207201.1
OG0003680	XP_031830970.1	XP_037866795.1
OG0003681	XP_031849018.1	XP_004923151.1, XP_004923152.1
OG0003682	XP_031830801.1	XP_004925946.2
OG0003684	XP_031833105.1, XP_031833101.1	XP_012546211.1
OG0003685	XP_031832944.1	NP_001037430.1
OG0003686	XP_031838865.1	XP_037874439.1, XP_037874438.1
OG0003687	XP_031839485.1, XP_031839484.1	XP_004929484.2
OG0003689	XP_031846265.1	XP_004930231.1
OG0003690	XP_031831554.1, XP_031831555.1	XP_004925755.1
OG0003691	XP_031841868.1	XP_037870767.1
OG0003692	XP_031833219.1	XP_037870266.1
OG0003695	XP_031850366.1	XP_012550989.1
OG0003696	XP_031836066.1, XP_031836067.1	XP_021204756.1
OG0003697	XP_031828152.1	XP_037877834.1
OG0003698	XP_031841747.1, XP_031841748.1	XP_004929241.1
OG0003700	XP_031849214.1	XP_004930255.2
OG0003701	XP_031839396.1	XP_037873910.1, XP_004925335.1, XP_021203109.1, XP_004925336.3, XP_004930497.3
OG0003704	XP_031829211.1	XP_021205562.1
OG0003709	XP_031845537.1	NP_001040287.1
OG0003710	XP_031844662.1	XP_012552769.1, NP_001037630.1
OG0003711	XP_031826813.1	XP_004931878.1
OG0003712	XP_031830431.1	NP_001037123.1
OG0003713	XP_031849535.1	NP_001036989.1, XP_012547744.1
OG0003714	XP_031832219.1	NP_001037512.1
OG0003715	XP_031828054.1	NP_001108476.2
OG0003716	XP_031838024.1	XP_037872653.1
OG0003717	XP_031834571.1	NP_001037277.1
OG0003718	XP_031843732.1	XP_004927279.1
OG0003719	XP_031825956.1	XP_021208079.2
OG0003720	XP_031827675.1	NP_001036933.1
OG0003721	XP_031846546.1	NP_001037351.1
OG0003722	XP_031841967.1	NP_001135961.1
OG0003723	XP_031831843.1, XP_031831834.1	XP_004922372.1
OG0003724	XP_031830003.1	NP_001188508.1
OG0003725	XP_031827158.1	XP_004928719.1
OG0003726	XP_031831484.1	NP_001040238.1
OG0003727	XP_031844557.1	XP_004923665.1
OG0003728	XP_031833670.1	XP_037866984.1, XP_037866993.1
OG0003729	XP_031835873.1	NP_001091814.1
OG0003730	XP_031830692.1	XP_004924672.1
OG0003731	XP_031844278.1, XP_031844279.1, XP_031844280.1	XP_004932193.1
OG0003732	XP_031835129.1	NP_001040335.1, XP_004926899.1
OG0003733	XP_031835914.1	NP_001040115.1, XP_037873022.1
OG0003734	XP_031832845.1	NP_001040244.1
OG0003735	XP_031844758.1	XP_004931147.1
OG0003736	XP_031848409.1	XP_012544317.1, XP_004924419.1, XP_037877068.1, XP_037877080.1
OG0003737	XP_031840619.1, XP_031840618.1, XP_031840620.1	NP_001036824.1
OG0003738	XP_031831602.1	XP_037873403.1, NP_001040420.1
OG0003739	XP_031825719.1	XP_012548197.1
OG0003740	XP_031842558.1	XP_004933048.1
OG0003741	XP_031840542.1, XP_031840541.1	XP_004931476.1
OG0003742	XP_031848578.1	XP_012551052.2
OG0003743	XP_031848616.1	XP_012553144.1
OG0003744	XP_031842412.1	NP_001040316.1, XP_004929867.1
OG0003745	XP_031849470.1	XP_004928703.1
OG0003746	XP_031831539.1	XP_004926477.1
OG0003747	XP_031846036.1	NP_001296542.1
OG0003750	XP_031831145.1	XP_012552288.2, NP_001040296.1
OG0003751	XP_031835889.1	XP_004923024.1
OG0003752	XP_031836605.1	NP_001073120.1, XP_021204148.1, XP_004926951.1
OG0003753	XP_031829670.1	XP_004932147.1
OG0003754	XP_031837421.1	XP_037871617.1, XP_037871615.1, XP_037871612.1
OG0003755	XP_031845507.1	NP_001040324.1
OG0003756	XP_031846613.1	NP_001040454.1, XP_037876426.1
OG0003757	XP_031842642.1	XP_012551544.1, NP_001037384.1
OG0003758	XP_031845300.1, XP_031845302.1	XP_037867518.1, XP_037867519.1
OG0003759	XP_031836193.1, XP_031836194.1	XP_037872455.1
OG0003760	XP_031848460.1	XP_004923247.2
OG0003761	XP_031826223.1	XP_004932329.1
OG0003762	XP_031848446.1	XP_004930695.2
OG0003763	XP_031842780.1, XP_031842779.1	NP_001040256.1
OG0003765	XP_031841597.1	XP_004930780.1
OG0003767	XP_031831361.1	NP_001091754.1
OG0003768	XP_031834320.1	NP_001040505.1, XP_021208052.1
OG0003769	XP_031830656.1	XP_004932945.1
OG0003770	XP_031838094.1	XP_004927779.1
OG0003771	XP_031841072.1	XP_004923132.1
OG0003772	XP_031845660.1	XP_004933087.1, NP_001091837.2
OG0003773	XP_031831472.1	NP_001040305.1
OG0003774	XP_031844362.1	NP_001155189.1
OG0003776	XP_031826709.1	XP_037874928.1
OG0003777	XP_031845529.1	XP_037874652.1
OG0003778	XP_031848470.1	XP_004921772.2
OG0003779	XP_031833368.1	XP_012545916.2
OG0003780	XP_031833113.1	NP_001040283.1
OG0003781	XP_031837519.1	NP_001040364.1
OG0003782	XP_031841861.1	XP_004929641.1, XP_004933732.1
OG0003783	XP_031847496.1, XP_031847495.1	NP_001124369.1
OG0003784	XP_031840056.1	XP_012552265.3
OG0003785	XP_031826963.1	XP_004931941.1
OG0003786	XP_031830013.1	XP_004922831.1
OG0003787	XP_031839700.1	NP_001037588.1
OG0003788	XP_031826983.1, XP_031826984.1	NP_001040471.1
OG0003789	XP_031848445.1	XP_004922402.1
OG0003790	XP_031839413.1	XP_004925338.1
OG0003791	XP_031838820.1	NP_001108408.1, XP_037877671.1
OG0003792	XP_031838660.1	NP_001040194.1
OG0003793	XP_031846832.1	XP_037876524.1
OG0003794	XP_031830507.1	XP_037869572.1, NP_001091760.1
OG0003795	XP_031843055.1	XP_004925783.1
OG0003796	XP_031830035.1	XP_021204761.1
OG0003797	XP_031833520.1	XP_004923393.2
OG0003798	XP_031828980.1	NP_001091757.1, XP_012549905.1
OG0003799	XP_031840881.1	XP_004921604.1
OG0003800	XP_031848540.1	XP_012549710.1, NP_001232899.1
OG0003801	XP_031827456.1, XP_031827457.1	XP_004921614.1
OG0003802	XP_031829492.1	XP_021206946.1
OG0003803	XP_031834671.1, XP_031834660.1	XP_004922741.1
OG0003804	XP_031835162.1, XP_031835161.1	XP_037872715.1
OG0003805	XP_031828622.1	XP_037872346.1
OG0003806	XP_031830180.1	XP_004930388.1, XP_037869079.1
OG0003807	XP_031829589.1, XP_031829588.1	XP_004933560.1
OG0003808	XP_031848905.1	XP_004926538.1
OG0003809	XP_031834560.1	XP_021208417.1
OG0003810	XP_031847703.1	XP_004927931.1
OG0003811	XP_031840547.1	XP_037875641.1
OG0003812	XP_031832394.1, XP_031832393.1	NP_001189466.1, XP_012549368.2
OG0003813	XP_031844249.1, XP_031844248.1, XP_031844250.1	XP_004928617.1
OG0003814	XP_031837191.1	XP_004931718.2
OG0003815	XP_031849385.1	XP_037870921.1
OG0003816	XP_031850224.1	XP_004928464.1
OG0003817	XP_031849351.1	XP_021208339.1
OG0003818	XP_031825658.1	NP_001157383.1
OG0003819	XP_031842620.1	XP_004933631.1
OG0003820	XP_031849252.1	NP_001036861.1
OG0003821	XP_031827657.1	XP_037877826.1, XP_037877825.1
OG0003822	XP_031845767.1	XP_037872163.1
OG0003823	XP_031836634.1	XP_012546007.2, XP_037870947.1
OG0003824	XP_031839343.1	XP_012552876.1, NP_001268822.1
OG0003825	XP_031832189.1	XP_037868048.1
OG0003826	XP_031844736.1	XP_037876746.1
OG0003827	XP_031844006.1	NP_001266358.1, XP_012551312.1
OG0003828	XP_031826176.1	NP_001182009.1
OG0003829	XP_031834069.1	XP_004926984.1, XP_012546488.1
OG0003830	XP_031843529.1	XP_037866511.1
OG0003831	XP_031832731.1	XP_021208347.2
OG0003832	XP_031838218.1	XP_004925624.1
OG0003833	XP_031841667.1, XP_031841668.1	XP_004925262.1
OG0003834	XP_031850570.1	XP_037876702.1
OG0003835	XP_031838153.1	XP_004931767.1
OG0003836	XP_031846357.1, XP_031846358.1, XP_031846359.1	XP_037869782.1
OG0003837	XP_031845434.1	XP_012545045.2, XP_004925194.2, XP_004925193.2
OG0003838	XP_031849495.1	XP_004928702.1
OG0003839	XP_031828884.1	XP_012546118.2
OG0003840	XP_031829860.1, XP_031829861.1	XP_021203783.2
OG0003841	XP_031839595.1	XP_004923140.1
OG0003842	XP_031827602.1, XP_031827603.1	XP_037874800.1
OG0003843	XP_031836341.1	NP_001091817.1, XP_021207544.1
OG0003844	XP_031840110.1	XP_004931889.1
OG0003845	XP_031849480.1	XP_004928709.1
OG0003846	XP_031844269.1	XP_004932196.1, NP_001296475.1
OG0003847	XP_031831304.1	XP_012545390.1
OG0003848	XP_031833548.1	XP_004924536.1
OG0003849	XP_031832397.1	XP_004931750.2
OG0003850	XP_031847889.1	XP_004928510.1
OG0003851	XP_031836203.1	XP_004928273.2
OG0003852	XP_031836623.1, XP_031836622.1, XP_031836624.1, XP_031836621.1	XP_037872312.1
OG0003853	XP_031827749.1	XP_004931012.1
OG0003854	XP_031841503.1	XP_037875289.1
