Orthogroup	Nomia_melanderi	Osmia_bicornis
OG0002796	XP_031836800.1, XP_031849045.1, XP_031848735.1	XP_029054388.1
OG0002797	XP_031838278.1, XP_031838279.1, XP_031838280.1	XP_029049348.1
OG0002798	XP_031826327.1, XP_031826328.1, XP_031826329.1	XP_029055632.1
OG0002799	XP_031835432.1	XP_029042755.1
OG0002800	XP_031846701.1	XP_029048540.1, XP_029048557.1
OG0002801	XP_031837958.1	XP_029037511.1
OG0002802	XP_031829605.1	XP_029043398.1
OG0002803	XP_031833343.1	XP_029034918.1, XP_029034909.1
OG0002804	XP_031825331.1, XP_031825330.1, XP_031825328.1	XP_029036511.1, XP_029036510.1
OG0002805	XP_031838830.1	XP_029048056.1
OG0002806	XP_031843605.1, XP_031843621.1	XP_029047544.1
OG0002807	XP_031825821.1	XP_029047721.1
OG0002809	XP_031831646.1, XP_031831648.1	XP_029042825.1, XP_029042821.1
OG0002810	XP_031847513.1	XP_029049975.1
OG0002811	XP_031840147.1, XP_031840148.1, XP_031840146.1, XP_031840151.1, XP_031840152.1, XP_031840149.1, XP_031840150.1	XP_029048098.1
OG0002812	XP_031825870.1	XP_029040443.1
OG0002813	XP_031847819.1	XP_029045688.1
OG0002814	XP_031847064.1	XP_029048873.1, XP_029048874.1
OG0002815	XP_031840204.1	XP_029048051.1
OG0002816	XP_031835123.1, XP_031835124.1	XP_029044836.1
OG0002817	XP_031837800.1	XP_029042989.1
OG0002818	XP_031834754.1, XP_031834756.1	XP_029055892.1, XP_029055888.1
OG0002819	XP_031842784.1	XP_029045778.1
OG0002820	XP_031840444.1, XP_031840445.1, XP_031840443.1	XP_029047467.1, XP_029047465.1, XP_029047466.1
OG0002821	XP_031839535.1	XP_029034273.1
OG0002822	XP_031849754.1	XP_029042690.1, XP_029042692.1, XP_029042691.1
OG0002825	XP_031841708.1	XP_029040235.1
OG0002826	XP_031825298.1	XP_029043884.1
OG0002827	XP_031837678.1	XP_029037515.1
OG0002828	XP_031832000.1	XP_029046351.1
OG0002829	XP_031838070.1	XP_029037529.1
OG0002830	XP_031834287.1	XP_029042092.1
OG0002831	XP_031844941.1	XP_029043672.1
OG0002832	XP_031830616.1	XP_029044575.1, XP_029044574.1
OG0002833	XP_031826212.1, XP_031826215.1, XP_031826219.1, XP_031826217.1, XP_031826216.1, XP_031826214.1, XP_031826211.1, XP_031826218.1	XP_029032461.1
OG0002834	XP_031841971.1	XP_029056425.1
OG0002835	XP_031850278.1	XP_029048371.1
OG0002836	XP_031840112.1	XP_029039996.1
OG0002837	XP_031838244.1	XP_029050167.1, XP_029050168.1
OG0002838	XP_031844442.1	XP_029044973.1
OG0002840	XP_031843524.1	XP_029038684.1
OG0002841	XP_031843511.1	XP_029037217.1
OG0002841	XP_031843509.1	XP_029037202.1
OG0002842	XP_031834394.1	XP_029046047.1
OG0002843	XP_031844927.1	XP_029032963.1
OG0002844	XP_031845275.1	XP_029047219.1, XP_029047227.1
OG0002845	XP_031841022.1	XP_029033075.1
OG0002846	XP_031825445.1	XP_029036113.1
OG0002847	XP_031844977.1, XP_031844961.1	XP_029048404.1, XP_029048398.1
OG0002848	XP_031829336.1	XP_029047882.1
OG0002849	XP_031826293.1	XP_029055339.1, XP_029055337.1, XP_029055340.1, XP_029055336.1
OG0002850	XP_031848912.1, XP_031826108.1, XP_031826537.1	XP_029047681.1, XP_029046962.1
OG0002852	XP_031835385.1, XP_031835375.1	XP_029055920.1, XP_029055921.1
OG0002856	XP_031847860.1	XP_029052136.1
OG0002857	XP_031838972.1	XP_029055658.1, XP_029055774.1
OG0002858	XP_031838579.1, XP_031838578.1	XP_029046605.1
OG0002859	XP_031846217.1	XP_029035243.1
OG0002860	XP_031835814.1, XP_031835813.1, XP_031835812.1	XP_029052121.1
OG0002861	XP_031837301.1, XP_031837300.1, XP_031837303.1	XP_029043329.1
OG0002863	XP_031826848.1	XP_029048631.1
OG0002864	XP_031847868.1	XP_029052140.1
OG0002865	XP_031825910.1	XP_029040557.1, XP_029040556.1
OG0002866	XP_031846942.1	XP_029049444.1
OG0002867	XP_031834466.1	XP_029034584.1
OG0002868	XP_031837079.1	XP_029049122.1
OG0002869	XP_031845712.1	XP_029040300.1
OG0002870	XP_031835628.1	XP_029049798.1
OG0002871	XP_031828285.1	XP_029053118.1
OG0002872	XP_031830781.1	XP_029047696.1
OG0002873	XP_031847136.1	XP_029054463.1, XP_029054462.1
OG0002874	XP_031844444.1	XP_029050366.1, XP_029050365.1, XP_029050367.1
OG0002875	XP_031832573.1, XP_031832575.1, XP_031832572.1, XP_031832574.1	XP_029040757.1
OG0002876	XP_031831601.1, XP_031831600.1, XP_031831599.1	XP_029036409.1, XP_029036410.1
OG0002877	XP_031849282.1	XP_029039644.1
OG0002878	XP_031832979.1	XP_029043472.1
OG0002879	XP_031830490.1	XP_029051411.1, XP_029051410.1
OG0002880	XP_031850442.1	XP_029051741.1
OG0002881	XP_031830223.1	XP_029033282.1
OG0002882	XP_031838182.1	XP_029041429.1
OG0002883	XP_031830031.1	XP_029051538.1
OG0002884	XP_031846893.1, XP_031846894.1	XP_029049526.1
OG0002885	XP_031826162.1, XP_031826155.1	XP_029056064.1, XP_029056074.1
OG0002886	XP_031834470.1	XP_029044366.1
OG0002887	XP_031848434.1	XP_029049906.1, XP_029049904.1, XP_029049905.1
OG0002888	XP_031829640.1	XP_029043433.1, XP_029043434.1
OG0002889	XP_031832559.1	XP_029040742.1, XP_029040741.1
OG0002890	XP_031838093.1	XP_029038844.1
OG0002891	XP_031830316.1, XP_031830317.1, XP_031830319.1, XP_031830320.1, XP_031830321.1	XP_029051543.1, XP_029051544.1
OG0002892	XP_031844120.1, XP_031844122.1, XP_031844121.1, XP_031844123.1, XP_031844119.1	XP_029050229.1
OG0002893	XP_031849173.1	XP_029037338.1
OG0002894	XP_031829569.1, XP_031829568.1	XP_029043314.1, XP_029043313.1
OG0002895	XP_031842695.1	XP_029036933.1
OG0002896	XP_031848431.1, XP_031848425.1, XP_031848424.1, XP_031848428.1, XP_031848429.1, XP_031848430.1	XP_029033008.1
OG0002897	XP_031831143.1	XP_029039923.1
OG0002898	XP_031842241.1	XP_029048485.1
OG0002899	XP_031845876.1	XP_029037507.1
OG0002900	XP_031842941.1	XP_029045938.1
OG0002901	XP_031834314.1	XP_029032921.1
OG0002902	XP_031838521.1	XP_029037467.1
OG0002903	XP_031843831.1, XP_031843832.1	XP_029040420.1
OG0002904	XP_031831587.1	XP_029036633.1
OG0002905	XP_031842316.1	XP_029049992.1
OG0002906	XP_031844443.1	XP_029044972.1
OG0002907	XP_031832567.1	XP_029040755.1
OG0002908	XP_031838421.1	XP_029041432.1
OG0002909	XP_031845420.1	XP_029042925.1
OG0002910	XP_031844690.1	XP_029037039.1, XP_029037040.1
OG0002911	XP_031832762.1	XP_029037688.1
OG0002913	XP_031835207.1	XP_029047807.1
OG0002914	XP_031840997.1	XP_029047609.1, XP_029047610.1
OG0002915	XP_031841035.1	XP_029047614.1
OG0002916	XP_031843279.1	XP_029039525.1
OG0002917	XP_031831327.1	XP_029042111.1
OG0002918	XP_031828453.1	XP_029041581.1, XP_029041860.1
OG0002919	XP_031830416.1	XP_029052284.1, XP_029052285.1
OG0002920	XP_031835297.1	XP_029052943.1, XP_029038295.1
OG0002921	XP_031846498.1	XP_029044209.1
OG0002922	XP_031842888.1	XP_029036994.1
OG0002923	XP_031848039.1, XP_031848028.1	XP_029050451.1
OG0002924	XP_031835395.1	XP_029037569.1
OG0002925	XP_031847024.1	XP_029041195.1
OG0002926	XP_031846209.1	XP_029046021.1
OG0002927	XP_031831824.1	XP_029035136.1
OG0002928	XP_031840338.1	XP_029041444.1
OG0002929	XP_031827892.1	XP_029055491.1
OG0002930	XP_031849621.1	XP_029033783.1
OG0002931	XP_031834855.1	XP_029056556.1
OG0002932	XP_031839655.1, XP_031839653.1	XP_029041649.1, XP_029041650.1, XP_029041651.1
OG0002933	XP_031831455.1	XP_029042078.1
OG0002934	XP_031831230.1	XP_029042783.1
OG0002935	XP_031829366.1, XP_031829365.1	XP_029042928.1, XP_029042927.1
OG0002936	XP_031847403.1, XP_031847404.1, XP_031847406.1, XP_031847402.1, XP_031847401.1	XP_029036726.1
OG0002937	XP_031847655.1	XP_029052384.1
OG0002938	XP_031836757.1	XP_029044102.1, XP_029044946.1
OG0002939	XP_031835606.1, XP_031835607.1, XP_031835608.1	XP_029049786.1
OG0002940	XP_031836625.1	XP_029048375.1, XP_029048376.1
OG0002941	XP_031848066.1, XP_031848082.1, XP_031848087.1	XP_029050452.1
OG0002942	XP_031846204.1	XP_029046030.1
OG0002943	XP_031835867.1	XP_029045616.1, XP_029045615.1, XP_029045614.1
OG0002944	XP_031847738.1	XP_029045609.1, XP_029045610.1, XP_029045607.1, XP_029045608.1
OG0002945	XP_031833414.1	XP_029048246.1
OG0002946	XP_031840162.1	XP_029041445.1, XP_029040855.1
OG0002947	XP_031846743.1	XP_029048560.1
OG0002948	XP_031836825.1	XP_029037054.1
OG0002949	XP_031830543.1, XP_031830541.1, XP_031830542.1	XP_029044573.1, XP_029044572.1
OG0002950	XP_031843113.1	XP_029036950.1
OG0002951	XP_031848542.1, XP_031848543.1	XP_029037392.1
OG0002952	XP_031842786.1	XP_029045794.1, XP_029045792.1
OG0002953	XP_031838580.1	XP_029046595.1, XP_029046596.1
OG0002954	XP_031838097.1, XP_031838096.1	XP_029038797.1
OG0002955	XP_031830347.1	XP_029050823.1
OG0002956	XP_031826206.1	XP_029053094.1
OG0002957	XP_031827761.1	XP_029036072.1, XP_029036078.1, XP_029036076.1
OG0002958	XP_031835316.1	XP_029048955.1
OG0002959	XP_031838739.1	XP_029037277.1
OG0002960	XP_031834212.1	XP_029043209.1
OG0002961	XP_031846658.1	XP_029039952.1
OG0002962	XP_031826241.1	XP_029038819.1
OG0002963	XP_031840212.1	XP_029048094.1, XP_029048095.1
OG0002964	XP_031846368.1	XP_029054590.1
OG0002965	XP_031831338.1	XP_029036569.1
OG0002966	XP_031845855.1, XP_031845854.1, XP_031845856.1	XP_029041933.1
OG0002967	XP_031830198.1	XP_029047127.1
OG0002968	XP_031838007.1	XP_029047911.1
OG0002969	XP_031843379.1	XP_029051578.1
OG0002970	XP_031843037.1	XP_029034768.1
OG0002971	XP_031830332.1	XP_029050846.1
OG0002972	XP_031849204.1, XP_031849205.1, XP_031849206.1	XP_029046531.1
OG0002973	XP_031826550.1, XP_031826551.1	XP_029055652.1
OG0002974	XP_031830017.1, XP_031830018.1	XP_029052308.1
OG0002975	XP_031831037.1, XP_031831036.1	XP_029044571.1
OG0002976	XP_031829666.1, XP_031829665.1	XP_029041276.1, XP_029041278.1, XP_029041277.1
OG0002977	XP_031838302.1	XP_029051170.1
OG0002979	XP_031825991.1, XP_031825990.1	XP_029032166.1
OG0002980	XP_031826137.1	XP_029055096.1
OG0002981	XP_031843367.1	XP_029053056.1
OG0002982	XP_031844045.1	XP_029040079.1
OG0002983	XP_031849339.1	XP_029039784.1
OG0002984	XP_031846081.1, XP_031846094.1	XP_029054274.1
OG0002985	XP_031833965.1	XP_029045094.1
OG0002986	XP_031844113.1	XP_029046261.1
OG0002987	XP_031845557.1	XP_029046693.1
OG0002988	XP_031846985.1	XP_029040974.1
OG0002989	XP_031834606.1	XP_029034382.1
OG0002990	XP_031828683.1	XP_029039182.1, XP_029039180.1, XP_029039178.1, XP_029039179.1
OG0002991	XP_031826723.1	XP_029045214.1
OG0002992	XP_031830300.1	XP_029052950.1
OG0002993	XP_031846945.1	XP_029033924.1, XP_029033922.1
OG0002994	XP_031834444.1, XP_031834445.1	XP_029047068.1
OG0002995	XP_031843207.1	XP_029047639.1
OG0002997	XP_031850103.1	XP_029037362.1
OG0002998	XP_031830566.1	XP_029039799.1, XP_029039797.1, XP_029039798.1
OG0002999	XP_031830881.1	XP_029040513.1
OG0003000	XP_031828895.1, XP_031828898.1, XP_031828903.1	XP_029044721.1
OG0003001	XP_031841412.1	XP_029042414.1
OG0003002	XP_031838180.1	XP_029041420.1
OG0003003	XP_031839635.1	XP_029054426.1
OG0003004	XP_031833288.1	XP_029038962.1
OG0003005	XP_031825432.1	XP_029048694.1
OG0003006	XP_031837165.1	XP_029041875.1
OG0003007	XP_031826628.1, XP_031826627.1, XP_031826626.1, XP_031826625.1	XP_029055105.1
OG0003008	XP_031833554.1	XP_029042167.1
OG0003009	XP_031829513.1, XP_031829502.1, XP_031829520.1, XP_031829530.1	XP_029050779.1
OG0003010	XP_031830197.1	XP_029047057.1
OG0003011	XP_031833832.1, XP_031833833.1	XP_029055829.1
OG0003012	XP_031832705.1	XP_029045349.1
OG0003013	XP_031826288.1	XP_029047239.1
OG0003014	XP_031846976.1	XP_029054155.1
OG0003015	XP_031831546.1	XP_029043836.1
OG0003016	XP_031844991.1	XP_029032416.1
OG0003017	XP_031835446.1, XP_031835450.1, XP_031835449.1, XP_031835445.1, XP_031835451.1, XP_031835448.1	XP_029042341.1
OG0003018	XP_031849658.1	XP_029046277.1
OG0003019	XP_031830110.1	XP_029046752.1, XP_029046751.1
OG0003020	XP_031844276.1, XP_031844275.1, XP_031844274.1	XP_029050076.1
OG0003021	XP_031831724.1	XP_029055847.1
OG0003022	XP_031841883.1	XP_029041194.1, XP_029041193.1
OG0003023	XP_031837673.1	XP_029041774.1
OG0003024	XP_031845942.1	XP_029050680.1
OG0003025	XP_031841027.1	XP_029047611.1
OG0003026	XP_031825852.1, XP_031825851.1, XP_031825853.1	XP_029039944.1
OG0003027	XP_031829888.1	XP_029044258.1
OG0003028	XP_031831353.1	XP_029048195.1
OG0003029	XP_031839395.1	XP_029038081.1
OG0003030	XP_031846830.1	XP_029042554.1
OG0003031	XP_031832901.1	XP_029045388.1
OG0003032	XP_031825809.1	XP_029034676.1
OG0003033	XP_031828011.1	XP_029047268.1
OG0003034	XP_031839372.1, XP_031839370.1, XP_031839371.1	XP_029051693.1, XP_029051692.1
OG0003035	XP_031825886.1	XP_029040316.1
OG0003036	XP_031832700.1	XP_029045404.1
OG0003037	XP_031848299.1	XP_029052665.1
OG0003038	XP_031827755.1	XP_029049262.1
OG0003039	XP_031850368.1	XP_029040345.1, XP_029040344.1
OG0003040	XP_031848614.1, XP_031848612.1	XP_029051758.1
OG0003041	XP_031847150.1	XP_029051944.1
OG0003042	XP_031827070.1	XP_029042293.1
OG0003043	XP_031830039.1	XP_029034861.1
OG0003044	XP_031837588.1	XP_029047394.1, XP_029047392.1
OG0003045	XP_031835961.1	XP_029044491.1, XP_029044493.1
OG0003046	XP_031840351.1	XP_029055497.1
OG0003047	XP_031840537.1	XP_029032374.1
OG0003048	XP_031838818.1	XP_029032006.1, XP_029056369.1
OG0003049	XP_031827906.1	XP_029035271.1, XP_029035272.1, XP_029035273.1, XP_029035270.1
OG0003050	XP_031842615.1	XP_029038774.1
OG0003051	XP_031845367.1	XP_029035944.1, XP_029035945.1
OG0003052	XP_031844842.1	XP_029047741.1
OG0003053	XP_031832230.1	XP_029053630.1
OG0003054	XP_031842147.1	XP_029053614.1
OG0003055	XP_031844304.1	XP_029032969.1
OG0003056	XP_031848463.1	XP_029055513.1
OG0003057	XP_031840846.1, XP_031840845.1, XP_031840847.1	XP_029033777.1, XP_029033776.1
OG0003058	XP_031847440.1, XP_031847441.1	XP_029036882.1
OG0003059	XP_031825478.1	XP_029036523.1
OG0003060	XP_031833077.1	XP_029041790.1
OG0003061	XP_031848422.1	XP_029049893.1
OG0003062	XP_031827905.1	XP_029035268.1
OG0003063	XP_031846097.1	XP_029035740.1
OG0003064	XP_031833215.1, XP_031833214.1	XP_029040193.1
OG0003065	XP_031849661.1	XP_029037175.1
OG0003066	XP_031846764.1	XP_029055655.1
OG0003067	XP_031850179.1	XP_029048448.1
OG0003068	XP_031843079.1	XP_029056470.1
OG0003069	XP_031831493.1	XP_029049181.1
OG0003070	XP_031843340.1	XP_029053044.1, XP_029053047.1, XP_029053046.1, XP_029053045.1
OG0003071	XP_031846334.1	XP_029037853.1
OG0003072	XP_031843089.1, XP_031843090.1	XP_029040896.1
OG0003073	XP_031848285.1	XP_029050045.1, XP_029050044.1
OG0003074	XP_031840418.1	XP_029032560.1
OG0003075	XP_031839435.1	XP_029051995.1, XP_029051998.1
OG0003076	XP_031834459.1	XP_029039279.1
OG0003077	XP_031827037.1	XP_029053003.1
OG0003078	XP_031827115.1	XP_029050959.1, XP_029050957.1, XP_029050956.1, XP_029050958.1
OG0003079	XP_031833019.1, XP_031833020.1	XP_029045340.1
OG0003080	XP_031835094.1, XP_031835096.1, XP_031835095.1	XP_029043135.1
OG0003081	XP_031832500.1, XP_031832499.1, XP_031832498.1	XP_029038041.1
OG0003082	XP_031840867.1	XP_029037194.1
OG0003083	XP_031836431.1, XP_031836426.1	XP_029038673.1
OG0003084	XP_031833333.1	XP_029038988.1
OG0003085	XP_031847549.1	XP_029046024.1
OG0003086	XP_031833169.1	XP_029045464.1
OG0003087	XP_031849131.1	XP_029038258.1, XP_029038257.1, XP_029038256.1
OG0003088	XP_031833709.1	XP_029048242.1
OG0003089	XP_031837232.1	XP_029039411.1
OG0003090	XP_031837093.1	XP_029039226.1
OG0003091	XP_031840250.1	XP_029042594.1
OG0003092	XP_031833736.1	XP_029053723.1
OG0003093	XP_031840844.1, XP_031840843.1, XP_031840840.1, XP_031840842.1	XP_029047167.1
OG0003094	XP_031842025.1	XP_029036466.1
OG0003095	XP_031838654.1	XP_029048006.1, XP_029048009.1
OG0003096	XP_031828717.1	XP_029035030.1, XP_029035031.1
OG0003097	XP_031829873.1	XP_029050827.1
OG0003098	XP_031825487.1	XP_029045513.1, XP_029045514.1
OG0003099	XP_031834278.1	XP_029041002.1, XP_029041003.1
OG0003100	XP_031844899.1	XP_029052025.1
OG0003101	XP_031832049.1, XP_031832050.1	XP_029046294.1
OG0003102	XP_031826721.1	XP_029048988.1
OG0003103	XP_031846712.1	XP_029032655.1
OG0003104	XP_031849984.1	XP_029038999.1
OG0003105	XP_031847416.1	XP_029040932.1, XP_029040934.1
OG0003106	XP_031845682.1	XP_029038228.1
OG0003107	XP_031849450.1	XP_029038338.1, XP_029038339.1
OG0003108	XP_031825834.1	XP_029049344.1
OG0003109	XP_031843971.1	XP_029050717.1
OG0003110	XP_031826185.1	XP_029032616.1
OG0003111	XP_031826323.1	XP_029052459.1
OG0003112	XP_031846551.1, XP_031846548.1, XP_031846549.1	XP_029035024.1, XP_029035025.1
OG0003114	XP_031844242.1, XP_031844232.1	XP_029038362.1
OG0003115	XP_031845305.1	XP_029032158.1
OG0003116	XP_031831130.1	XP_029040524.1
OG0003118	XP_031849256.1, XP_031849257.1	XP_029037475.1, XP_029037474.1
OG0003119	XP_031845948.1, XP_031845938.1, XP_031845928.1	XP_029044698.1
OG0003120	XP_031839992.1	XP_029031859.1, XP_029031854.1
OG0003121	XP_031842740.1	XP_029040884.1
OG0003122	XP_031834289.1	XP_029033109.1
OG0003123	XP_031827026.1, XP_031827025.1	XP_029051007.1
OG0003124	XP_031849736.1, XP_031849737.1	XP_029050347.1, XP_029050339.1
OG0003125	XP_031830471.1, XP_031830470.1	XP_029051421.1, XP_029051422.1
OG0003126	XP_031839387.1	XP_029050881.1
OG0003127	XP_031833452.1	XP_029048208.1
OG0003128	XP_031839419.1	XP_029038056.1
OG0003129	XP_031826159.1	XP_029052473.1
OG0003130	XP_031832273.1	XP_029055045.1
OG0003131	XP_031833775.1	XP_029045506.1
OG0003132	XP_031830710.1	XP_029034914.1
OG0003133	XP_031841761.1	XP_029041719.1
OG0003134	XP_031847058.1	XP_029056650.1
OG0003135	XP_031832220.1, XP_031832221.1	XP_029047038.1, XP_029051651.1, XP_029051649.1
OG0003136	XP_031832637.1	XP_029050704.1
OG0003137	XP_031848207.1	XP_029037723.1
OG0003138	XP_031844135.1	XP_029049867.1
OG0003139	XP_031843321.1	XP_029031853.1
OG0003140	XP_031837462.1	XP_029035778.1
OG0003141	XP_031835407.1	XP_029031990.1, XP_029031993.1
OG0003142	XP_031833366.1	XP_029053878.1
OG0003143	XP_031832015.1	XP_029040982.1
OG0003144	XP_031830579.1	XP_029039735.1, XP_029039736.1
OG0003145	XP_031833194.1, XP_031833195.1, XP_031833197.1, XP_031833196.1	XP_029038958.1, XP_029038957.1
OG0003146	XP_031845108.1	XP_029035646.1
OG0003147	XP_031845794.1, XP_031845795.1	XP_029051204.1
OG0003148	XP_031830079.1	XP_029051473.1
OG0003149	XP_031844692.1	XP_029050252.1
OG0003150	XP_031831280.1	XP_029045532.1
OG0003151	XP_031831528.1, XP_031831529.1	XP_029046439.1
OG0003152	XP_031840358.1	XP_029032262.1
OG0003153	XP_031826896.1	XP_029045240.1, XP_029045239.1
OG0003154	XP_031844911.1	XP_029032972.1
OG0003155	XP_031825594.1, XP_031825593.1, XP_031825591.1, XP_031825592.1	XP_029052521.1
OG0003156	XP_031845329.1	XP_029047046.1
OG0003157	XP_031829855.1, XP_031829845.1	XP_029044208.1, XP_029044207.1, XP_029044206.1
OG0003158	XP_031840115.1	XP_029048018.1, XP_029048017.1
OG0003159	XP_031848480.1	XP_029050913.1
OG0003160	XP_031829648.1	XP_029037642.1
OG0003161	XP_031848373.1	XP_029049876.1, XP_029049875.1
OG0003162	XP_031844145.1	XP_029049885.1, XP_029049884.1
OG0003163	XP_031848914.1	XP_029033956.1
OG0003164	XP_031845115.1	XP_029047250.1
OG0003165	XP_031836906.1	XP_029053229.1
OG0003166	XP_031835184.1	XP_029050135.1, XP_029050136.1
OG0003167	XP_031845185.1	XP_029047522.1
OG0003168	XP_031835875.1	XP_029045660.1
OG0003169	XP_031834461.1	XP_029055967.1
OG0003170	XP_031839307.1, XP_031839306.1	XP_029038111.1
OG0003171	XP_031828175.1	XP_029032597.1
OG0003172	XP_031847687.1, XP_031843623.1	XP_029037023.1
OG0003173	XP_031837991.1	XP_029037551.1
OG0003174	XP_031836281.1, XP_031836283.1	XP_029043233.1
OG0003175	XP_031836619.1	XP_029048342.1, XP_029048341.1
OG0003176	XP_031837451.1	XP_029046871.1, XP_029046870.1
OG0003177	XP_031847052.1, XP_031847053.1	XP_029031900.1, XP_029031901.1
OG0003178	XP_031838481.1	XP_029042647.1
OG0003179	XP_031840496.1, XP_031840497.1	XP_029055364.1
OG0003180	XP_031831565.1	XP_029032159.1
OG0003181	XP_031838877.1, XP_031838876.1, XP_031838875.1, XP_031838874.1	XP_029041296.1
OG0003182	XP_031832539.1	XP_029040774.1
OG0003183	XP_031827460.1	XP_029056059.1
OG0003184	XP_031829592.1	XP_029051212.1
OG0003185	XP_031839090.1	XP_029043765.1, XP_029043764.1, XP_029043763.1, XP_029043762.1, XP_029043761.1, XP_029043767.1
OG0003186	XP_031841739.1	XP_029041384.1
OG0003187	XP_031835315.1	XP_029041484.1
OG0003188	XP_031830697.1	XP_029051459.1
OG0003189	XP_031835966.1	XP_029044496.1
OG0003190	XP_031850372.1	XP_029038599.1
OG0003191	XP_031850539.1	XP_029056542.1
OG0003192	XP_031839545.1, XP_031839546.1	XP_029034249.1
OG0003193	XP_031830872.1	XP_029052446.1, XP_029052435.1
OG0003195	XP_031847324.1, XP_031847326.1	XP_029053242.1
OG0003196	XP_031837393.1	XP_029032759.1
OG0003197	XP_031842115.1	XP_029053613.1
OG0003198	XP_031834609.1, XP_031834607.1	XP_029031906.1
OG0003199	XP_031834366.1	XP_029034506.1
OG0003201	XP_031826619.1	XP_029048525.1
OG0003202	XP_031843298.1	XP_029055882.1
OG0003203	XP_031833380.1, XP_031833379.1	XP_029036355.1
OG0003204	XP_031846817.1	XP_029051700.1
OG0003205	XP_031844375.1	XP_029045021.1
OG0003206	XP_031844767.1	XP_029034691.1
OG0003207	XP_031835017.1	XP_029044137.1
OG0003208	XP_031834503.1	XP_029031967.1
OG0003209	XP_031826975.1, XP_031826980.1	XP_029042368.1
OG0003210	XP_031837468.1	XP_029047352.1, XP_029047353.1
OG0003211	XP_031837913.1	XP_029038725.1, XP_029038724.1
OG0003212	XP_031839584.1	XP_029048280.1
OG0003213	XP_031836012.1	XP_029051295.1
OG0003214	XP_031850150.1	XP_029048311.1
OG0003215	XP_031835625.1	XP_029049794.1
OG0003217	XP_031838934.1	XP_029052379.1, XP_029049961.1, XP_029050043.1, XP_029052294.1
OG0003219	XP_031832350.1	XP_029050349.1
OG0003220	XP_031835667.1, XP_031835668.1	XP_029050196.1
OG0003221	XP_031835225.1, XP_031835227.1, XP_031835226.1	XP_029056573.1, XP_029056572.1
OG0003222	XP_031848238.1	XP_029038502.1
OG0003223	XP_031835960.1	XP_029044494.1
OG0003224	XP_031836946.1, XP_031836943.1, XP_031836942.1, XP_031836945.1	XP_029032320.1
OG0003225	XP_031833503.1, XP_031833504.1	XP_029045498.1, XP_029045497.1, XP_029045496.1, XP_029045495.1
OG0003226	XP_031832993.1	XP_029045451.1, XP_029045449.1, XP_029045450.1
OG0003227	XP_031833041.1	XP_029037593.1
OG0003228	XP_031849868.1, XP_031849867.1	XP_029035128.1
OG0003229	XP_031826762.1, XP_031826766.1, XP_031826765.1, XP_031826767.1, XP_031826763.1, XP_031826764.1	XP_029051005.1
OG0003230	XP_031830474.1	XP_029051424.1
OG0003231	XP_031837870.1	XP_029039372.1
OG0003232	XP_031835509.1, XP_031835508.1, XP_031835510.1	XP_029046559.1, XP_029046560.1
OG0003234	XP_031848780.1	XP_029036048.1
OG0003235	XP_031825876.1	XP_029053554.1
OG0003236	XP_031847163.1	XP_029033940.1, XP_029033939.1, XP_029033937.1, XP_029033942.1, XP_029033936.1, XP_029033941.1
OG0003237	XP_031834425.1	XP_029039319.1, XP_029039318.1, XP_029039320.1
OG0003238	XP_031834297.1, XP_031834290.1	XP_029033076.1
OG0003240	XP_031838131.1	XP_029039119.1
OG0003241	XP_031839885.1	XP_029034172.1, XP_029034170.1, XP_029034171.1
OG0003242	XP_031837847.1, XP_031837851.1, XP_031837849.1, XP_031837850.1	XP_029033244.1
OG0003243	XP_031843881.1	XP_029039837.1
OG0003244	XP_031839265.1	XP_029040759.1
OG0003245	XP_031838491.1	XP_029038291.1
OG0003246	XP_031827593.1	XP_029033143.1
OG0003247	XP_031827704.1	XP_029043793.1, XP_029043788.1, XP_029043787.1, XP_029043790.1, XP_029043786.1, XP_029043791.1
OG0003248	XP_031843781.1, XP_031843729.1	XP_029037439.1
OG0003249	XP_031825585.1	XP_029052520.1
OG0003251	XP_031839645.1	XP_029048284.1, XP_029048287.1
OG0003252	XP_031850157.1	XP_029037353.1
OG0003253	XP_031826174.1	XP_029035034.1
OG0003254	XP_031850297.1, XP_031850296.1	XP_029035417.1
OG0003255	XP_031831101.1	XP_029047718.1
OG0003256	XP_031830066.1	XP_029051895.1
OG0003257	XP_031839323.1, XP_031839326.1	XP_029038093.1
OG0003259	XP_031830355.1	XP_029047129.1
OG0003262	XP_031846188.1, XP_031846187.1	XP_029035374.1
OG0003263	XP_031828480.1	XP_029054423.1
OG0003264	XP_031833035.1	XP_029045347.1
OG0003265	XP_031843450.1, XP_031843449.1	XP_029039951.1
OG0003266	XP_031829297.1	XP_029046470.1
OG0003267	XP_031831606.1, XP_031831608.1	XP_029046714.1
OG0003268	XP_031836644.1, XP_031836641.1	XP_029048629.1
OG0003269	XP_031848475.1	XP_029050920.1, XP_029050919.1
OG0003270	XP_031831148.1	XP_029037692.1
OG0003271	XP_031838301.1	XP_029038145.1
OG0003272	XP_031848293.1	XP_029040648.1
OG0003273	XP_031838492.1	XP_029042610.1
OG0003274	XP_031833813.1	XP_029041322.1
OG0003275	XP_031828981.1	XP_029052812.1
OG0003276	XP_031839568.1	XP_029054506.1
OG0003277	XP_031834095.1	XP_029054757.1
OG0003278	XP_031846105.1	XP_029044702.1
OG0003279	XP_031826639.1	XP_029055244.1
