Orthogroup	Nomia_melanderi	Megalopta_genalis
OG0003903	XP_031837876.1	XP_033337312.1
OG0003904	XP_031840950.1	XP_033323276.1
OG0003905	XP_031829127.1	XP_033334731.1
OG0003906	XP_031829290.1	XP_033327207.1
OG0003907	XP_031835836.1	XP_033325917.1
OG0003908	XP_031838668.1	XP_033329171.1
OG0003909	XP_031846353.1	XP_033337716.1, XP_033337715.1, XP_033337714.1
OG0003910	XP_031834915.1	XP_033321523.1
OG0003911	XP_031845935.1, XP_031845936.1	XP_033335725.1
OG0003912	XP_031829689.1	XP_033337650.1
OG0003913	XP_031847955.1	XP_033325707.1
OG0003914	XP_031840322.1, XP_031840321.1, XP_031840323.1	XP_033330739.1
OG0003915	XP_031826614.1	XP_033338232.1
OG0003916	XP_031837428.1	XP_033338903.1
OG0003917	XP_031828774.1	XP_033325748.1, XP_033325749.1
OG0003918	XP_031849100.1	XP_033339338.1
OG0003919	XP_031835884.1	XP_033325427.1
OG0003920	XP_031829190.1	XP_033339753.1
OG0003921	XP_031845320.1	XP_033326956.1
OG0003922	XP_031826631.1, XP_031826622.1, XP_031826612.1	XP_033332417.1
OG0003923	XP_031839810.1	XP_033334263.1
OG0003924	XP_031841751.1	XP_033338673.1
OG0003925	XP_031837874.1	XP_033338005.1
OG0003926	XP_031827427.1	XP_033325187.1
OG0003927	XP_031836022.1	XP_033328274.1
OG0003928	XP_031831557.1, XP_031831556.1	XP_033325701.1
OG0003929	XP_031844081.1	XP_033340525.1
OG0003930	XP_031830962.1	XP_033320869.1
OG0003931	XP_031838854.1	XP_033323699.1
OG0003932	XP_031839254.1, XP_031839264.1	XP_033333740.1
OG0003933	XP_031840199.1, XP_031840200.1, XP_031840198.1	XP_033320764.1
OG0003934	XP_031847479.1	XP_033339392.1
OG0003935	XP_031835899.1	XP_033325904.1, XP_033325907.1, XP_033325909.1, XP_033325911.1, XP_033339877.1
OG0003936	XP_031831693.1	XP_033332106.1
OG0003938	XP_031841721.1	XP_033330048.1, XP_033330047.1
OG0003939	XP_031833272.1	XP_033327147.1
OG0003940	XP_031842627.1	XP_033324651.1
OG0003941	XP_031842486.1, XP_031842485.1, XP_031842487.1	XP_033322389.1
OG0003942	XP_031839723.1	XP_033341934.1
OG0003943	XP_031825416.1, XP_031825418.1	XP_033327985.1
OG0003944	XP_031828255.1	XP_033333101.1
OG0003945	XP_031833294.1	XP_033336735.1
OG0003946	XP_031835002.1, XP_031835003.1	XP_033330548.1
OG0003947	XP_031846971.1	XP_033324423.1
OG0003948	XP_031843948.1	XP_033340237.1
OG0003950	XP_031829425.1	XP_033321438.1
OG0003951	XP_031829940.1	XP_033337863.1
OG0003952	XP_031828861.1	XP_033334568.1
OG0003953	XP_031834037.1	XP_033336513.1
OG0003955	XP_031843492.1	XP_033330034.1
OG0003956	XP_031845387.1	XP_033337075.1, XP_033337076.1
OG0003957	XP_031835970.1	XP_033330190.1
OG0003958	XP_031847532.1	XP_033324715.1
OG0003959	XP_031840637.1	XP_033331865.1, XP_033331952.1
OG0003960	XP_031831389.1	XP_033325991.1
OG0003961	XP_031830352.1	XP_033337382.1
OG0003962	XP_031839594.1, XP_031839593.1	XP_033321577.1
OG0003963	XP_031835865.1	XP_033325930.1, XP_033325931.1
OG0003964	XP_031835915.1	XP_033325508.1
OG0003965	XP_031828321.1	XP_033328447.1, XP_033328312.1
OG0003966	XP_031826856.1	XP_033326242.1
OG0003967	XP_031828590.1	XP_033332275.1
OG0003968	XP_031831420.1, XP_031831419.1	XP_033338987.1
OG0003969	XP_031840909.1	XP_033339135.1
OG0003970	XP_031831835.1	XP_033332735.1
OG0003971	XP_031827693.1	XP_033334640.1
OG0003972	XP_031831359.1	XP_033338359.1
OG0003973	XP_031834059.1	XP_033333951.1
OG0003974	XP_031829050.1	XP_033334431.1
OG0003975	XP_031828857.1	XP_033330375.1
OG0003976	XP_031833374.1	XP_033328036.1
OG0003977	XP_031839879.1	XP_033321575.1
OG0003978	XP_031845698.1, XP_031845688.1	XP_033331373.1
OG0003979	XP_031838006.1, XP_031838004.1	XP_033322472.1
OG0003980	XP_031835453.1, XP_031835454.1	XP_033342446.1
OG0003981	XP_031847431.1	XP_033322359.1, XP_033322360.1
OG0003982	XP_031838490.1	XP_033335070.1, XP_033335071.1
OG0003983	XP_031825980.1	XP_033328374.1
OG0003984	XP_031847226.1	XP_033330727.1
OG0003985	XP_031829414.1	XP_033324776.1, XP_033324777.1
OG0003986	XP_031845970.1	XP_033325651.1
OG0003987	XP_031837431.1	XP_033340170.1
OG0003988	XP_031825317.1, XP_031825323.1	XP_033327814.1
OG0003989	XP_031836291.1	XP_033326381.1
OG0003990	XP_031834385.1	XP_033326400.1
OG0003991	XP_031850030.1	XP_033324566.1
OG0003992	XP_031829795.1	XP_033329944.1
OG0003994	XP_031828499.1	XP_033333503.1
OG0003995	XP_031844333.1	XP_033328141.1
OG0003996	XP_031833780.1	XP_033321174.1
OG0003997	XP_031846794.1	XP_033340204.1
OG0003998	XP_031837050.1	XP_033335568.1
OG0003999	XP_031837728.1	XP_033325146.1
OG0004000	XP_031833510.1	XP_033341965.1
OG0004001	XP_031830611.1	XP_033329934.1
OG0004002	XP_031825949.1	XP_033325413.1
OG0004003	XP_031849632.1	XP_033321641.1
OG0004005	XP_031841729.1	XP_033330045.1
OG0004006	XP_031836005.1	XP_033339994.1, XP_033330286.1
OG0004008	XP_031843500.1, XP_031843499.1	XP_033339181.1, XP_033339180.1
OG0004009	XP_031847365.1	XP_033340485.1
OG0004010	XP_031847481.1	XP_033341593.1
OG0004011	XP_031829008.1, XP_031829007.1	XP_033339693.1
OG0004012	XP_031839094.1	XP_033341110.1
OG0004013	XP_031826476.1	XP_033340241.1
OG0004014	XP_031843512.1	XP_033326339.1
OG0004015	XP_031844892.1	XP_033330754.1
OG0004016	XP_031828955.1	XP_033324486.1
OG0004017	XP_031837289.1	XP_033323931.1, XP_033323930.1
OG0004018	XP_031835588.1	XP_033342253.1
OG0004019	XP_031831485.1	XP_033321424.1
OG0004020	XP_031839538.1	XP_033333013.1
OG0004021	XP_031837350.1, XP_031837340.1	XP_033327767.1
OG0004022	XP_031840750.1	XP_033331233.1
OG0004023	XP_031848115.1	XP_033330831.1
OG0004025	XP_031843394.1, XP_031843395.1	XP_033327766.1, XP_033327768.1
OG0004026	XP_031831292.1	XP_033324249.1
OG0004027	XP_031838602.1, XP_031838601.1, XP_031838599.1, XP_031838600.1	XP_033324437.1
OG0004028	XP_031841262.1, XP_031841261.1	XP_033325730.1, XP_033325731.1
OG0004029	XP_031826772.1	XP_033338687.1
OG0004030	XP_031832701.1	XP_033335801.1
OG0004032	XP_031839402.1	XP_033341547.1
OG0004033	XP_031849478.1	XP_033322157.1
OG0004035	XP_031829871.1	XP_033327249.1
OG0004037	XP_031849138.1, XP_031849145.1	XP_033337835.1
OG0004038	XP_031846457.1	XP_033337753.1
OG0004040	XP_031836756.1	XP_033322755.1, XP_033322756.1
OG0004041	XP_031833112.1, XP_031833111.1, XP_031833110.1	XP_033335715.1, XP_033335716.1, XP_033335717.1
OG0004042	XP_031846521.1	XP_033337660.1, XP_033337659.1
OG0004043	XP_031834119.1	XP_033332946.1
OG0004044	XP_031845436.1	XP_033336871.1
OG0004045	XP_031825763.1	XP_033324814.1
OG0004046	XP_031838752.1	XP_033327715.1
OG0004048	XP_031846986.1	XP_033324426.1
OG0004049	XP_031840936.1	XP_033326432.1
OG0004051	XP_031845253.1	XP_033327131.1
OG0004052	XP_031847498.1, XP_031847499.1	XP_033324904.1
OG0004053	XP_031834647.1	XP_033327841.1
OG0004054	XP_031826861.1	XP_033326246.1
OG0004055	XP_031825842.1	XP_033325854.1
OG0004056	XP_031825600.1	XP_033333689.1, XP_033328139.1
OG0004058	XP_031847304.1	XP_033341641.1
OG0004059	XP_031827314.1, XP_031827316.1, XP_031827315.1	XP_033332597.1
OG0004060	XP_031833705.1	XP_033338322.1
OG0004061	XP_031847982.1	XP_033328494.1
OG0004062	XP_031840007.1	XP_033323338.1
OG0004063	XP_031840645.1	XP_033322038.1
OG0004064	XP_031841865.1	XP_033332807.1
OG0004065	XP_031831118.1	XP_033320927.1
OG0004066	XP_031835983.1	XP_033330174.1
OG0004067	XP_031834342.1	XP_033329753.1
OG0004068	XP_031835544.1	XP_033342699.1
OG0004069	XP_031846351.1	XP_033325137.1
OG0004071	XP_031837245.1	XP_033335772.1
OG0004072	XP_031832907.1	XP_033335919.1
OG0004073	XP_031845410.1	XP_033324274.1
OG0004074	XP_031837469.1	XP_033340142.1
OG0004075	XP_031832804.1	XP_033336268.1
OG0004076	XP_031849280.1	XP_033334884.1
OG0004077	XP_031842873.1	XP_033341566.1
OG0004078	XP_031825371.1	XP_033335262.1
OG0004079	XP_031841803.1	XP_033329424.1
OG0004080	XP_031839613.1, XP_031839614.1	XP_033341960.1
OG0004081	XP_031850168.1	XP_033342953.1
OG0004082	XP_031841583.1	XP_033332512.1
OG0004083	XP_031836805.1	XP_033335654.1
OG0004084	XP_031843205.1, XP_031843204.1	XP_033342397.1, XP_033342388.1
OG0004085	XP_031843792.1	XP_033339320.1
OG0004086	XP_031842579.1	XP_033321036.1
OG0004087	XP_031825479.1	XP_033324112.1
OG0004088	XP_031850431.1, XP_031850429.1	XP_033323181.1
OG0004089	XP_031836037.1	XP_033320950.1
OG0004090	XP_031846989.1	XP_033324499.1
OG0004091	XP_031837038.1	XP_033332255.1
OG0004092	XP_031829570.1	XP_033336393.1
OG0004093	XP_031835692.1	XP_033342664.1
OG0004094	XP_031828084.1	XP_033331815.1
OG0004095	XP_031839210.1	XP_033341435.1
OG0004096	XP_031834686.1	XP_033321533.1
OG0004097	XP_031826465.1	XP_033340611.1
OG0004098	XP_031842233.1, XP_031842232.1	XP_033333787.1, XP_033333788.1
OG0004099	XP_031845477.1, XP_031845476.1	XP_033324147.1
OG0004100	XP_031850080.1	XP_033335103.1
OG0004101	XP_031843438.1	XP_033327938.1
OG0004102	XP_031844595.1	XP_033322058.1, XP_033322059.1
OG0004103	XP_031830127.1	XP_033327481.1
OG0004105	XP_031850462.1	XP_033332502.1
OG0004106	XP_031836716.1	XP_033323152.1
OG0004107	XP_031832445.1, XP_031832444.1, XP_031832443.1	XP_033328648.1
OG0004108	XP_031835067.1	XP_033325537.1
OG0004109	XP_031837550.1	XP_033328562.1
OG0004110	XP_031831226.1	XP_033336066.1
OG0004111	XP_031838651.1	XP_033322659.1
OG0004112	XP_031829037.1	XP_033330519.1
OG0004113	XP_031833524.1	XP_033321509.1
OG0004114	XP_031825864.1	XP_033331692.1, XP_033331693.1
OG0004116	XP_031837378.1, XP_031837377.1	XP_033336069.1
OG0004117	XP_031839020.1	XP_033331084.1
OG0004119	XP_031834044.1	XP_033332971.1
OG0004120	XP_031833681.1	XP_033327992.1
OG0004122	XP_031836894.1	XP_033323311.1
OG0004123	XP_031827341.1	XP_033341538.1
OG0004124	XP_031848972.1	XP_033330652.1
OG0004126	XP_031837070.1	XP_033336424.1
OG0004128	XP_031833993.1	XP_033332862.1
OG0004129	XP_031830559.1	XP_033327284.1
OG0004130	XP_031837406.1	XP_033341534.1
OG0004131	XP_031837947.1	XP_033339252.1
OG0004132	XP_031838430.1	XP_033332977.1
OG0004133	XP_031849903.1	XP_033334852.1
OG0004135	XP_031828269.1, XP_031828263.1	XP_033333126.1
OG0004136	XP_031828165.1	XP_033322746.1
OG0004137	XP_031842540.1	XP_033327692.1
OG0004138	XP_031840347.1	XP_033329264.1
OG0004139	XP_031845959.1	XP_033336654.1
OG0004140	XP_031847146.1, XP_031847147.1	XP_033341252.1, XP_033341254.1, XP_033341253.1
OG0004141	XP_031826851.1	XP_033326239.1
OG0004142	XP_031833453.1	XP_033321553.1
OG0004143	XP_031845492.1, XP_031845491.1	XP_033325693.1
OG0004144	XP_031845326.1	XP_033326961.1
OG0004145	XP_031833754.1	XP_033328108.1
OG0004146	XP_031830763.1	XP_033330379.1
OG0004147	XP_031841972.1	XP_033328598.1
OG0004148	XP_031835642.1	XP_033342917.1
OG0004149	XP_031825844.1	XP_033325842.1
OG0004150	XP_031843386.1	XP_033322991.1
OG0004151	XP_031825951.1	XP_033325564.1, XP_033325563.1
OG0004152	XP_031835019.1	XP_033330510.1
OG0004152	XP_031835018.1	XP_033330509.1
OG0004153	XP_031831695.1	XP_033339152.1
OG0004154	XP_031839758.1, XP_031839762.1, XP_031839759.1	XP_033341975.1
OG0004155	XP_031838404.1	XP_033332973.1
OG0004156	XP_031843244.1	XP_033324608.1, XP_033324609.1
OG0004157	XP_031844204.1, XP_031844206.1, XP_031844207.1	XP_033321879.1
OG0004158	XP_031845479.1	XP_033325435.1
OG0004159	XP_031839324.1, XP_031839276.1	XP_033333750.1
OG0004160	XP_031843796.1	XP_033339597.1
OG0004162	XP_031828335.1	XP_033338315.1
OG0004164	XP_031831823.1	XP_033332171.1
OG0004165	XP_031849563.1	XP_033321830.1
OG0004166	XP_031840661.1, XP_031840664.1	XP_033321585.1
OG0004167	XP_031833836.1	XP_033341915.1
OG0004168	XP_031840904.1	XP_033321754.1
OG0004169	XP_031838644.1	XP_033323733.1, XP_033323732.1
OG0004170	XP_031848998.1	XP_033329247.1
OG0004171	XP_031844331.1, XP_031844332.1	XP_033326185.1
OG0004172	XP_031831783.1	XP_033338968.1
OG0004173	XP_031826653.1	XP_033340073.1
OG0004174	XP_031837888.1	XP_033337674.1, XP_033337539.1
OG0004175	XP_031836284.1	XP_033334279.1
OG0004176	XP_031831339.1	XP_033338337.1
OG0004177	XP_031840812.1	XP_033321658.1
OG0004178	XP_031835809.1	XP_033325923.1
OG0004179	XP_031837904.1, XP_031837919.1, XP_031837912.1	XP_033336144.1
OG0004181	XP_031850390.1	XP_033334981.1
OG0004182	XP_031849791.1	XP_033334942.1
OG0004183	XP_031840608.1, XP_031840607.1, XP_031840610.1, XP_031840609.1	XP_033340541.1
OG0004184	XP_031847500.1	XP_033324905.1
OG0004185	XP_031837735.1	XP_033324161.1
OG0004186	XP_031839140.1	XP_033328832.1
OG0004187	XP_031845406.1	XP_033336933.1, XP_033336932.1
OG0004188	XP_031848204.1	XP_033322770.1, XP_033322768.1
OG0004189	XP_031828918.1, XP_031828916.1, XP_031828920.1	XP_033330454.1
OG0004190	XP_031830267.1, XP_031830265.1	XP_033337490.1
OG0004191	XP_031830399.1	XP_033331591.1
OG0004192	XP_031844438.1, XP_031844440.1, XP_031844441.1	XP_033330114.1, XP_033330116.1, XP_033330115.1
OG0004194	XP_031839609.1, XP_031839608.1	XP_033334126.1
OG0004195	XP_031840883.1	XP_033327217.1
OG0004196	XP_031843587.1	XP_033323601.1
OG0004197	XP_031835278.1	XP_033339604.1
OG0004198	XP_031844019.1, XP_031844018.1	XP_033340195.1
OG0004199	XP_031845759.1, XP_031845760.1	XP_033332864.1
OG0004201	XP_031847818.1	XP_033331445.1
OG0004202	XP_031828289.1	XP_033340333.1
OG0004203	XP_031831146.1	XP_033339572.1
OG0004204	XP_031844024.1	XP_033338282.1
OG0004205	XP_031839672.1, XP_031839662.1, XP_031839666.1, XP_031839654.1	XP_033332872.1, XP_033332891.1
OG0004206	XP_031832334.1	XP_033331981.1
OG0004207	XP_031845093.1	XP_033337080.1
OG0004209	XP_031847366.1	XP_033340320.1
OG0004211	XP_031843229.1	XP_033324604.1
OG0004212	XP_031830793.1	XP_033340645.1
OG0004213	XP_031825489.1	XP_033324224.1, XP_033324168.1
OG0004214	XP_031828613.1	XP_033333502.1
OG0004215	XP_031830494.1	XP_033340986.1, XP_033340984.1
OG0004216	XP_031832164.1	XP_033339160.1
OG0004217	XP_031836555.1	XP_033323709.1
OG0004218	XP_031839217.1	XP_033341230.1, XP_033341232.1
OG0004219	XP_031846765.1	XP_033340411.1
OG0004220	XP_031826535.1	XP_033335352.1
OG0004222	XP_031826050.1	XP_033325066.1
OG0004223	XP_031833560.1	XP_033337233.1
OG0004224	XP_031836810.1, XP_031836814.1	XP_033331159.1
OG0004225	XP_031833096.1	XP_033335691.1, XP_033335690.1, XP_033335688.1, XP_033335689.1, XP_033335692.1
OG0004227	XP_031840990.1, XP_031840989.1	XP_033323138.1, XP_033323140.1
OG0004229	XP_031848982.1	XP_033329621.1
OG0004230	XP_031832892.1, XP_031832875.1	XP_033336093.1, XP_033336098.1
OG0004231	XP_031825776.1	XP_033341639.1, XP_033341636.1
OG0004232	XP_031842951.1	XP_033341610.1
OG0004233	XP_031839418.1	XP_033341556.1
OG0004234	XP_031831277.1	XP_033334033.1, XP_033334031.1
OG0004236	XP_031838110.1	XP_033339410.1
OG0004237	XP_031849218.1, XP_031849666.1	XP_033322121.1
OG0004238	XP_031850109.1	XP_033334902.1
OG0004239	XP_031850312.1	XP_033323175.1
OG0004240	XP_031848904.1	XP_033333722.1
OG0004241	XP_031844033.1	XP_033340179.1
OG0004242	XP_031848567.1	XP_033328807.1, XP_033328640.1, XP_033328639.1
OG0004244	XP_031850382.1	XP_033326904.1
OG0004245	XP_031838403.1	XP_033332887.1
OG0004246	XP_031833176.1	XP_033327068.1, XP_033327067.1, XP_033342591.1
OG0004247	XP_031841793.1	XP_033336106.1, XP_033336101.1, XP_033339827.1
OG0004248	XP_031836299.1, XP_031836302.1	XP_033332297.1
OG0004249	XP_031845681.1	XP_033324359.1
OG0004250	XP_031845680.1	XP_033333922.1
OG0004251	XP_031838450.1	XP_033334607.1
OG0004253	XP_031846907.1	XP_033341371.1, XP_033341370.1
OG0004254	XP_031827355.1	XP_033338268.1
OG0004255	XP_031836592.1	XP_033336323.1
OG0004256	XP_031839525.1, XP_031839524.1	XP_033339409.1
OG0004257	XP_031842433.1, XP_031831497.1	XP_033332086.1
OG0004258	XP_031829838.1	XP_033327362.1
OG0004259	XP_031839471.1	XP_033328824.1, XP_033328825.1
OG0004260	XP_031846342.1	XP_033338222.1, XP_033338219.1, XP_033338220.1
OG0004261	XP_031849664.1	XP_033326790.1
OG0004262	XP_031844686.1	XP_033322063.1, XP_033322064.1
OG0004264	XP_031842280.1	XP_033329748.1
OG0004265	XP_031842722.1	XP_033324761.1
OG0004267	XP_031827643.1	XP_033325202.1
OG0004268	XP_031841031.1	XP_033333458.1, XP_033327936.1, XP_033327933.1
OG0004269	XP_031827348.1	XP_033327478.1
OG0004275	XP_031838235.1	XP_033339474.1
OG0004276	XP_031848477.1	XP_033333698.1, XP_033333646.1
OG0004277	XP_031828483.1	XP_033325536.1
OG0004278	XP_031845668.1	XP_033333964.1
OG0004279	XP_031827056.1	XP_033338941.1
OG0004280	XP_031832134.1	XP_033333228.1
OG0004281	XP_031832515.1	XP_033328869.1
OG0004282	XP_031846138.1	XP_033329712.1
OG0004283	XP_031839999.1	XP_033339802.1
OG0004284	XP_031826036.1	XP_033326365.1, XP_033325326.1
OG0004285	XP_031828209.1	XP_033328338.1
OG0004286	XP_031835228.1	XP_033341008.1
OG0004287	XP_031848909.1	XP_033332933.1
OG0004288	XP_031833906.1	XP_033341849.1
OG0004289	XP_031827279.1, XP_031827280.1	XP_033335283.1
OG0004290	XP_031832922.1	XP_033336139.1
OG0004291	XP_031833835.1	XP_033322467.1
OG0004292	XP_031844191.1	XP_033331203.1
OG0004293	XP_031838363.1	XP_033329412.1
OG0004294	XP_031825800.1	XP_033341494.1
OG0004296	XP_031849068.1	XP_033339350.1
OG0004297	XP_031845913.1, XP_031845902.1	XP_033321441.1
OG0004298	XP_031830627.1	XP_033325440.1
OG0004299	XP_031828035.1	XP_033332259.1
OG0004300	XP_031834441.1, XP_031834442.1, XP_031834443.1, XP_031834440.1	XP_033322577.1
OG0004301	XP_031831664.1, XP_031831663.1	XP_033324328.1
OG0004302	XP_031826350.1	XP_033325251.1, XP_033325252.1, XP_033325250.1
OG0004303	XP_031845237.1	XP_033338153.1
OG0004304	XP_031845632.1	XP_033327167.1
OG0004306	XP_031833157.1	XP_033336559.1
OG0004307	XP_031826914.1	XP_033332554.1, XP_033332553.1
OG0004308	XP_031827055.1	XP_033338882.1, XP_033338883.1
OG0004309	XP_031834645.1	XP_033321502.1, XP_033321501.1
OG0004310	XP_031844021.1	XP_033340181.1, XP_033340180.1
OG0004311	XP_031835531.1	XP_033342951.1
OG0004312	XP_031832087.1	XP_033333144.1
OG0004313	XP_031843851.1	XP_033334336.1
OG0004314	XP_031850012.1	XP_033334921.1
OG0004315	XP_031840298.1	XP_033323797.1
OG0004316	XP_031837137.1	XP_033323977.1
OG0004317	XP_031843324.1	XP_033321198.1, XP_033330901.1
OG0004318	XP_031844185.1	XP_033331201.1, XP_033331202.1
OG0004319	XP_031841535.1, XP_031841537.1, XP_031841536.1	XP_033338827.1
OG0004320	XP_031830689.1	XP_033325664.1
OG0004321	XP_031833994.1	XP_033334017.1
OG0004322	XP_031825907.1, XP_031825908.1	XP_033331586.1
OG0004324	XP_031828951.1	XP_033331702.1
OG0004325	XP_031829380.1	XP_033343107.1, XP_033320760.1
OG0004326	XP_031833485.1	XP_033324072.1
OG0004327	XP_031825391.1, XP_031825390.1	XP_033328072.1
OG0004328	XP_031842449.1	XP_033336349.1
OG0004329	XP_031830721.1	XP_033340657.1
OG0004330	XP_031838338.1	XP_033329413.1
OG0004331	XP_031845502.1	XP_033325613.1, XP_033325614.1
OG0004332	XP_031839656.1	XP_033321551.1
OG0004333	XP_031835626.1	XP_033342753.1
OG0004334	XP_031834898.1, XP_031834891.1	XP_033321536.1
OG0004335	XP_031843563.1, XP_031843564.1	XP_033340866.1
OG0004336	XP_031833643.1	XP_033337215.1
OG0004337	XP_031832665.1	XP_033336294.1
OG0004338	XP_031837238.1	XP_033332711.1
OG0004339	XP_031842137.1	XP_033341728.1
OG0004340	XP_031835898.1	XP_033325903.1
OG0004341	XP_031840767.1	XP_033321766.1
OG0004342	XP_031840543.1	XP_033326824.1
OG0004343	XP_031827703.1	XP_033333847.1
OG0004344	XP_031840792.1	XP_033321625.1
OG0004345	XP_031830030.1	XP_033337449.1
OG0004346	XP_031835201.1	XP_033325794.1
OG0004347	XP_031827721.1	XP_033333696.1
OG0004348	XP_031850528.1	XP_033332506.1
OG0004349	XP_031844026.1	XP_033340220.1
OG0004350	XP_031834185.1	XP_033329270.1
OG0004351	XP_031837471.1, XP_031837472.1	XP_033340144.1
OG0004352	XP_031847970.1	XP_033325784.1
OG0004353	XP_031830577.1, XP_031830576.1	XP_033340970.1
OG0004354	XP_031838931.1	XP_033327727.1, XP_033327736.1
OG0004355	XP_031837696.1	XP_033338010.1, XP_033338011.1
OG0004356	XP_031833990.1, XP_031833991.1	XP_033332919.1
OG0004357	XP_031843565.1	XP_033340869.1
OG0004358	XP_031849863.1	XP_033335005.1
OG0004359	XP_031829528.1, XP_031829529.1	XP_033322427.1
OG0004360	XP_031825421.1	XP_033327986.1
OG0004361	XP_031839015.1	XP_033333459.1
OG0004362	XP_031847466.1	XP_033341633.1
OG0004363	XP_031835576.1	XP_033342782.1
OG0004364	XP_031845442.1, XP_031845441.1	XP_033326968.1, XP_033326966.1
OG0004365	XP_031829553.1	XP_033336399.1, XP_033336400.1
OG0004366	XP_031833750.1	XP_033334262.1
OG0004368	XP_031825392.1	XP_033328073.1
OG0004369	XP_031843659.1	XP_033323577.1
OG0004370	XP_031839657.1	XP_033321552.1
OG0004371	XP_031836763.1	XP_033322761.1, XP_033322758.1, XP_033322759.1
OG0004372	XP_031839766.1	XP_033341848.1
OG0004373	XP_031828999.1	XP_033333658.1
OG0004374	XP_031841092.1	XP_033329922.1
OG0004375	XP_031839024.1	XP_033322586.1
OG0004376	XP_031848308.1	XP_033331267.1
OG0004377	XP_031849532.1	XP_033340909.1
OG0004378	XP_031849014.1	XP_033329642.1
OG0004379	XP_031827563.1	XP_033322541.1
OG0004380	XP_031848617.1	XP_033325338.1
OG0004381	XP_031829075.1	XP_033334437.1
OG0004382	XP_031838479.1	XP_033334606.1
OG0004383	XP_031829837.1	XP_033327476.1
OG0004384	XP_031843373.1	XP_033321125.1
OG0004385	XP_031847487.1	XP_033341596.1
OG0004386	XP_031841078.1	XP_033332560.1, XP_033332558.1
OG0004387	XP_031838079.1	XP_033337641.1
OG0004388	XP_031846944.1	XP_033328560.1, XP_033328559.1
OG0004389	XP_031833377.1, XP_031833375.1	XP_033323330.1
OG0004390	XP_031834527.1	XP_033325323.1
OG0004391	XP_031826520.1	XP_033340296.1
OG0004392	XP_031828213.1	XP_033329118.1
OG0004394	XP_031840655.1	XP_033333448.1
OG0004395	XP_031838878.1	XP_033326847.1
OG0004396	XP_031847757.1	XP_033331513.1
OG0004397	XP_031832679.1	XP_033336670.1, XP_033336671.1
OG0004398	XP_031834361.1	XP_033326441.1
OG0004399	XP_031826347.1, XP_031826261.1	XP_033327563.1
OG0004401	XP_031846814.1	XP_033328952.1
OG0004402	XP_031837935.1	XP_033334541.1
OG0004403	XP_031831299.1	XP_033324497.1
OG0004404	XP_031848881.1	XP_033320775.1
OG0004405	XP_031840828.1	XP_033329846.1
OG0004406	XP_031843478.1	XP_033325886.1, XP_033325889.1, XP_033325885.1
OG0004407	XP_031838570.1	XP_033321914.1
OG0004408	XP_031840214.1	XP_033321072.1
OG0004409	XP_031836448.1	XP_033326786.1
OG0004410	XP_031835918.1	XP_033334243.1
OG0004411	XP_031846570.1	XP_033337393.1
OG0004412	XP_031849383.1, XP_031849382.1, XP_031849381.1	XP_033342511.1
OG0004413	XP_031836918.1	XP_033331250.1
OG0004414	XP_031830992.1	XP_033325661.1
OG0004415	XP_031838866.1	XP_033334082.1
OG0004416	XP_031840153.1	XP_033339799.1, XP_033323450.1, XP_033322558.1, XP_033339347.1
OG0004417	XP_031832460.1	XP_033325241.1
OG0004418	XP_031828444.1, XP_031828445.1	XP_033325600.1
OG0004419	XP_031842040.1	XP_033340085.1
OG0004420	XP_031845019.1	XP_033327110.1
OG0004421	XP_031848196.1	XP_033336105.1
OG0004422	XP_031837897.1	XP_033339233.1
OG0004423	XP_031834844.1	XP_033341905.1
OG0004424	XP_031829417.1	XP_033322280.1
OG0004425	XP_031838953.1	XP_033322790.1
OG0004426	XP_031843355.1	XP_033327972.1
OG0004427	XP_031849660.1	XP_033321650.1
OG0004428	XP_031841244.1	XP_033325737.1
OG0004429	XP_031836522.1	XP_033331101.1
OG0004430	XP_031838323.1	XP_033339275.1
OG0004431	XP_031847531.1	XP_033324709.1
OG0004432	XP_031838039.1	XP_033333014.1
OG0004433	XP_031846611.1	XP_033324204.1
OG0004434	XP_031842753.1	XP_033324643.1
OG0004436	XP_031849554.1	XP_033326626.1
OG0004437	XP_031833339.1	XP_033336741.1
OG0004438	XP_031837296.1	XP_033336225.1
OG0004439	XP_031844953.1	XP_033342142.1
OG0004440	XP_031837295.1	XP_033336223.1
OG0004441	XP_031845087.1	XP_033333292.1
OG0004442	XP_031845121.1	XP_033336786.1, XP_033336785.1
OG0004443	XP_031845085.1	XP_033336924.1
OG0004444	XP_031846883.1	XP_033323018.1
OG0004445	XP_031844272.1	XP_033322148.1
OG0004446	XP_031832278.1	XP_033333193.1
OG0004447	XP_031828538.1, XP_031828548.1	XP_033332273.1
OG0004448	XP_031827194.1	XP_033338635.1
OG0004449	XP_031844901.1	XP_033341987.1
OG0004450	XP_031827006.1	XP_033335516.1
OG0004451	XP_031843782.1	XP_033326039.1
OG0004452	XP_031849991.1	XP_033332415.1
OG0004453	XP_031834526.1	XP_033334142.1
OG0004454	XP_031847873.1, XP_031847875.1, XP_031847874.1	XP_033331396.1
OG0004455	XP_031833547.1	XP_033328184.1
OG0004456	XP_031838994.1, XP_031838993.1, XP_031838992.1, XP_031838990.1	XP_033322647.1
OG0004457	XP_031829042.1	XP_033330646.1
OG0004458	XP_031839053.1	XP_033329068.1
OG0004459	XP_031833300.1	XP_033327036.1
