Orthogroup	Drosophila_melanogaster	Dufourea_novaeangliae
OG0003366	NP_001284772.1	XP_015439544.1
OG0003367	NP_524610.1	XP_015434308.1, XP_015430185.1
OG0003368	NP_728961.2	XP_015436601.1
OG0003371	NP_725412.2	XP_015432360.1
OG0003372	NP_609404.2	XP_015434312.1
OG0003373	NP_733060.1	XP_015437531.1
OG0003374	NP_733206.3	XP_015439718.1
OG0003375	NP_001036466.2	XP_015437510.1
OG0003376	NP_611176.1	XP_015431471.1
OG0003377	NP_649759.1	XP_015435243.1
OG0003378	NP_477131.1	XP_015432128.1
OG0003379	NP_001246213.1	XP_015428535.1
OG0003380	NP_001260886.1	XP_015432686.1
OG0003381	NP_610355.1	XP_015429119.1
OG0003382	NP_733151.2, NP_788744.1, NP_524674.1, NP_524848.1	XP_015434917.1
OG0003383	NP_524192.2	XP_015439119.1
OG0003385	NP_001284784.1	XP_015432986.1
OG0003386	NP_610439.1, NP_610441.2	XP_015438971.1
OG0003387	NP_001162894.1	XP_015432256.1
OG0003388	NP_001097271.1	XP_015428558.1
OG0003390	NP_608885.1	XP_015432235.1
OG0003391	NP_477494.2, NP_649430.1, NP_001245959.1	XP_015431040.1
OG0003392	NP_001262566.1	XP_015437532.1
OG0003393	NP_477441.1	XP_015438326.1
OG0003394	NP_001262459.1	XP_015431505.1
OG0003395	NP_001262351.1	XP_015428619.1
OG0003396	NP_651892.1	XP_015432373.1
OG0003397	NP_477360.2	XP_015438680.1
OG0003399	NP_001260176.1	XP_015440011.1, XP_015440012.1
OG0003400	NP_001356976.1	XP_015434216.1
OG0003401	NP_524784.1	XP_015440374.1
OG0003402	NP_001286639.1	XP_015436485.1
OG0003403	NP_001262770.1	XP_015438819.1
OG0003404	NP_722615.1	XP_015430871.1
OG0003405	NP_523776.1	XP_015435000.1
OG0003406	NP_001247280.1	XP_015430825.1
OG0003407	NP_650488.1	XP_015428426.1
OG0003408	NP_727408.2, NP_733331.1	XP_015431793.1
OG0003409	NP_001285650.1	XP_015437003.1
OG0003410	NP_001259845.1	XP_015430149.1
OG0003411	NP_001286978.1	XP_015435339.1
OG0003412	NP_649538.1	XP_015437795.1
OG0003413	NP_572216.1	XP_015437616.1
OG0003414	NP_511051.1, NP_651620.1	XP_015432724.1
OG0003416	NP_477246.2	XP_015434195.1
OG0003417	NP_573081.1	XP_015429733.1
OG0003418	NP_608528.1	XP_015434289.1
OG0003419	NP_001097860.1, NP_524750.2	XP_015437750.1
OG0003420	NP_648841.1	XP_015438757.1
OG0003421	NP_610477.2	XP_015429579.1
OG0003423	NP_001246150.1	XP_015435830.1
OG0003424	NP_610179.2	XP_015428950.1
OG0003425	NP_647780.1	XP_015438063.1
OG0003426	NP_001259879.1	XP_015439380.1
OG0003427	NP_524319.2	XP_015430995.1
OG0003428	NP_001262182.1	XP_015430351.1
OG0003430	NP_001188988.1	XP_015429216.1
OG0003431	NP_511098.1	XP_015433095.1
OG0003432	NP_524087.3	XP_015429570.1
OG0003433	NP_001262205.1	XP_015436691.1
OG0003435	NP_001286451.1	XP_015437414.1
OG0003436	NP_001096984.1	XP_015438319.1
OG0003437	NP_730525.2	XP_015432068.1
OG0003438	NP_001262354.2	XP_015439851.1
OG0003439	NP_001284867.1	XP_015428825.1
OG0003441	NP_001286822.1	XP_015435752.1
OG0003442	NP_652016.1	XP_015435576.1
OG0003443	NP_001247055.1	XP_015431634.1
OG0003444	NP_611495.1	XP_015432786.1
OG0003445	NP_001368979.1	XP_015440178.1
OG0003446	NP_476803.1, NP_476694.1	XP_015434746.1
OG0003447	NP_524380.1	XP_015435725.1
OG0003448	NP_524858.1	XP_015429919.1
OG0003449	NP_610548.2	XP_015434505.1
OG0003450	NP_611341.1, NP_523784.2	XP_015431470.1
OG0003451	NP_728074.1	XP_015431647.1
OG0003452	NP_001245766.1	XP_015436262.1
OG0003453	NP_650076.1	XP_015433872.1
OG0003454	NP_523805.1	XP_015431076.1
OG0003455	NP_524075.2	XP_015435133.1
OG0003456	NP_609365.3	XP_015431833.1
OG0003457	NP_001246926.1	XP_015437094.1
OG0003458	NP_649782.1	XP_015434893.1
OG0003459	NP_001285450.1, NP_610738.1	XP_015436293.1
OG0003460	NP_523934.1	XP_015429482.1
OG0003461	NP_001259747.1	XP_015439199.1
OG0003462	NP_727769.3	XP_015435559.1
OG0003463	NP_001262379.1	XP_015438570.1
OG0003464	NP_725084.2, NP_650032.1	XP_015435329.1
OG0003465	NP_730815.2	XP_015430316.1
OG0003466	NP_001262696.1	XP_015430956.1
OG0003467	NP_001033895.1	XP_015435954.1
OG0003468	NP_608936.1, NP_001163143.1	XP_015438657.1
OG0003470	NP_001261364.1	XP_015429649.1
OG0003471	NP_609186.1	XP_015438061.1
OG0003472	NP_610891.1	XP_015434252.1
OG0003473	NP_001245516.1	XP_015440466.1
OG0003474	NP_001163313.1	XP_015438082.1
OG0003475	NP_477453.1	XP_015431138.1
OG0003476	NP_611547.2	XP_015434873.1
OG0003477	NP_523419.1	XP_015431303.1
OG0003478	NP_001262821.1	XP_015430460.1
OG0003479	NP_476701.1, NP_524411.1	XP_015433438.1
OG0003480	NP_001260252.1	XP_015428847.1
OG0003481	NP_001036603.1	XP_015428942.1
OG0003482	NP_611955.2	XP_015437149.1
OG0003483	NP_732610.1	XP_015433311.1
OG0003484	NP_729420.1, NP_001259705.1	XP_015431986.1
OG0003485	NP_572915.1	XP_015440052.1
OG0003486	NP_001260713.1	XP_015429060.1
OG0003487	NP_001285522.1	XP_015437453.1
OG0003488	NP_001286851.1	XP_015439695.1
OG0003489	NP_001260143.1	XP_015435272.1
OG0003491	NP_001163420.1	XP_015437072.1
OG0003493	NP_995847.1	XP_015437357.1
OG0003494	NP_001097740.1	XP_015429862.1
OG0003495	NP_651224.1	XP_015437971.1
OG0003497	NP_001262426.1	XP_015432851.1
OG0003498	NP_725517.2	XP_015430509.1
OG0003499	NP_001262755.1	XP_015429478.1, XP_015429469.1
OG0003500	NP_610612.1	XP_015436616.1
OG0003501	NP_648929.1	XP_015429571.1
OG0003502	NP_001259726.1	XP_015433871.1
OG0003503	NP_648536.1	XP_015434257.1
OG0003504	NP_476768.1	XP_015432682.1
OG0003506	NP_001261171.1	XP_015429154.1
OG0003507	NP_523670.2	XP_015439164.1
OG0003508	NP_650404.1, NP_572929.1	XP_015440485.1
OG0003509	NP_608811.2	XP_015432910.1
OG0003510	NP_001097013.2	XP_015435412.1
OG0003511	NP_610452.2	XP_015434731.1
OG0003512	NP_001285437.1	XP_015439634.1
OG0003513	NP_001246578.1	XP_015428898.1
OG0003514	NP_001262535.1	XP_015435486.1
OG0003515	NP_001286894.1	XP_015439909.1
OG0003516	NP_001015402.3, NP_652484.1	XP_015429745.1
OG0003517	NP_572927.1	XP_015437385.1
OG0003518	NP_001014592.1	XP_015437341.1, XP_015437342.1
OG0003519	NP_523834.1	XP_015428967.1
OG0003520	NP_001284712.1	XP_015437838.1
OG0003521	NP_651327.1	XP_015431234.1
OG0003522	NP_650487.1	XP_015428770.1
OG0003523	NP_572207.1, NP_649390.1	XP_015437001.1
OG0003524	NP_610295.1, NP_609667.2, NP_001097332.1	XP_015437470.1
OG0003525	NP_001246660.1	XP_015432588.1
OG0003526	NP_001285323.1	XP_015438990.1
OG0003527	NP_524617.3	XP_015431743.1
OG0003528	NP_001162835.1	XP_015439180.1
OG0003529	NP_609803.1	XP_015437826.1
OG0003530	NP_001189224.1	XP_015439408.1
OG0003532	NP_524775.1	XP_015428852.1, XP_015438139.1
OG0003533	NP_572804.1	XP_015434677.1
OG0003534	NP_726773.2	XP_015437936.1
OG0003535	NP_648818.3	XP_015433783.1
OG0003536	NP_001334682.1	XP_015436317.1
OG0003537	NP_725599.2	XP_015436968.1
OG0003538	NP_001286840.1	XP_015436113.1
OG0003539	NP_001259679.1	XP_015432991.1
OG0003541	NP_001285144.1, NP_001262829.1	XP_015437343.1
OG0003542	NP_608745.1	XP_015431631.1
OG0003543	NP_572639.2	XP_015434002.1
OG0003544	NP_001260220.1	XP_015438671.1
OG0003545	NP_611861.1, NP_511100.1	XP_015432397.1
OG0003546	NP_652335.1	XP_015430112.1
OG0003547	NP_788434.1	XP_015431728.1
OG0003548	NP_001285168.1	XP_015438713.1
OG0003549	NP_610842.1	XP_015438496.1
OG0003550	NP_608792.1	XP_015431630.1
OG0003551	NP_001287595.1	XP_015439113.1
OG0003552	NP_001245771.1	XP_015436024.1
OG0003553	NP_001286937.1	XP_015431432.1
OG0003554	NP_610421.1	XP_015428772.1
OG0003555	NP_569948.3	XP_015432619.1
OG0003556	NP_572286.1	XP_015429397.1
OG0003557	NP_652054.1	XP_015433360.1
OG0003560	NP_649937.1	XP_015439289.1
OG0003561	NP_648551.3	XP_015436466.1
OG0003562	NP_726776.1	XP_015430369.1
OG0003563	NP_524340.2	XP_015429184.1
OG0003564	NP_001260401.1, NP_609533.1	XP_015428544.1
OG0003565	NP_611962.2	XP_015429430.1
OG0003566	NP_610798.1	XP_015434101.1
OG0003567	NP_524351.1	XP_015440069.1
OG0003568	NP_001036444.1	XP_015437024.1
OG0003569	NP_001259065.1	XP_015437033.1
OG0003570	NP_650256.2	XP_015439110.1
OG0003571	NP_609641.1	XP_015438377.1
OG0003572	NP_725534.1	XP_015433180.1
OG0003573	NP_001163746.1	XP_015430833.1
OG0003574	NP_649699.1	XP_015438724.1
OG0003575	NP_001261871.1	XP_015431847.1
OG0003576	NP_001162879.1	XP_015428925.1, XP_015428924.1
OG0003577	NP_001245936.1	XP_015431325.1
OG0003578	NP_650054.2	XP_015434992.1
OG0003579	NP_733115.1, NP_001285192.1	XP_015430088.1
OG0003580	NP_511143.2	XP_015433500.1
OG0003581	NP_001286265.1	XP_015431976.1
OG0003582	NP_569947.2	XP_015431922.1
OG0003583	NP_652189.1	XP_015434358.1
OG0003584	NP_001246145.1	XP_015430919.1
OG0003585	NP_733027.2	XP_015431183.1
OG0003586	NP_649134.3	XP_015430790.1
OG0003587	NP_724916.1	XP_015431144.1
OG0003588	NP_001014614.1	XP_015440149.1
OG0003589	NP_996132.1	XP_015431951.1
OG0003591	NP_524597.1	XP_015439486.1
OG0003592	NP_524652.1	XP_015431063.1, XP_015431071.1
OG0003593	NP_001286401.1	XP_015432057.1
OG0003596	NP_648348.1	XP_015435996.1
OG0003597	NP_001261943.1	XP_015432646.1
OG0003598	NP_001247400.1	XP_015436156.1
OG0003599	NP_610813.3	XP_015436286.1
OG0003600	NP_652069.2	XP_015431952.1
OG0003601	NP_001247153.1	XP_015440005.1
OG0003602	NP_996141.2	XP_015433616.1
OG0003603	NP_524366.1	XP_015437380.1
OG0003604	NP_647677.2	XP_015432258.1
OG0003605	NP_612073.2	XP_015434549.1
OG0003606	NP_524810.2	XP_015433714.1
OG0003607	NP_649008.2	XP_015436229.1
OG0003608	NP_609634.1	XP_015430674.1
OG0003609	NP_608886.1	XP_015437140.1
OG0003610	NP_651726.1	XP_015435879.1
OG0003611	NP_523583.2	XP_015437417.1
OG0003612	NP_477303.1	XP_015432415.1
OG0003613	NP_570069.1	XP_015433711.1
OG0003614	NP_523541.2	XP_015431485.1
OG0003615	NP_611687.1	XP_015439772.1
OG0003616	NP_001262982.1	XP_015440530.1
OG0003617	NP_001260440.1	XP_015428500.1
OG0003618	NP_511065.1	XP_015436809.1
OG0003619	NP_523898.1	XP_015431321.1
OG0003620	NP_611053.1	XP_015436877.1
OG0003621	NP_725799.1	XP_015433312.1
OG0003623	NP_001261078.1	XP_015436425.1
OG0003624	NP_001260192.1	XP_015430859.1
OG0003625	NP_732109.2	XP_015428734.1
OG0003626	NP_476722.1	XP_015432431.1
OG0003627	NP_725451.1	XP_015433598.1
OG0003628	NP_001247372.1	XP_015431235.1
OG0003629	NP_649520.1	XP_015437983.1
OG0003630	NP_001259267.1	XP_015428683.1
OG0003631	NP_611946.2	XP_015435913.1
OG0003632	NP_001014758.2	XP_015439464.1
OG0003633	NP_648604.2	XP_015431644.1
OG0003634	NP_608349.1	XP_015428680.1
OG0003635	NP_608498.3	XP_015436767.1
OG0003636	NP_477119.1	XP_015428571.1
OG0003637	NP_477440.1	XP_015428970.1
OG0003638	NP_649194.1	XP_015431287.1, XP_015431288.1
OG0003639	NP_001262035.1	XP_015437010.1
OG0003640	NP_001097136.2	XP_015437293.1
OG0003641	NP_001247023.2	XP_015433496.1
OG0003642	NP_001247399.1	XP_015429408.1
OG0003643	NP_611345.1	XP_015428516.1
OG0003644	NP_610446.1, NP_610447.2	XP_015438976.1
OG0003645	NP_001014722.1	XP_015431589.1
OG0003646	NP_001285636.1	XP_015431123.1
OG0003647	NP_572814.1, NP_722953.1	XP_015433692.1
OG0003648	NP_649176.1	XP_015434050.1
OG0003649	NP_001096981.2	XP_015432694.1, XP_015432653.1
OG0003650	NP_001260032.1	XP_015435789.1
OG0003653	NP_572704.1	XP_015435840.1
OG0003654	NP_001096928.1	XP_015431267.1
OG0003655	NP_001162707.1, NP_573297.1, NP_001097020.1	XP_015436832.1
OG0003656	NP_609092.1	XP_015432564.1
OG0003657	NP_724708.1	XP_015428450.1
OG0003658	NP_001262034.1	XP_015437486.1
OG0003661	NP_001285240.1	XP_015436102.1
OG0003663	NP_001261019.1	XP_015434395.1, XP_015434394.1, XP_015434392.1, XP_015434393.1
OG0003665	NP_001261794.1	XP_015438664.1
OG0003666	NP_611750.1	XP_015431962.1
OG0003667	NP_001285128.1	XP_015433744.1
OG0003668	NP_650452.1	XP_015440514.1
OG0003669	NP_569851.2	XP_015438029.1
OG0003670	NP_608859.1	XP_015438803.1
OG0003671	NP_610592.1	XP_015435475.1
OG0003672	NP_001287600.1, NP_001287601.1	XP_015440134.1
OG0003673	NP_608377.1	XP_015428479.1
OG0003674	NP_611267.1	XP_015440528.1
OG0003675	NP_001284923.1	XP_015432031.1
OG0003676	NP_651213.1	XP_015436748.1, XP_015436749.1
OG0003677	NP_001262249.1	XP_015439959.1
OG0003678	NP_651899.2	XP_015431908.1
OG0003679	NP_001246615.1	XP_015429891.1
OG0003680	NP_001014504.1	XP_015438587.1, XP_015438584.1
OG0003681	NP_001261697.1	XP_015429232.1
OG0003682	NP_001137924.1	XP_015433441.1
OG0003683	NP_649055.1, NP_572970.1, NP_572969.1, NP_001246867.1	XP_015433979.1
OG0003684	NP_001260326.1	XP_015439232.1
OG0003686	NP_572247.2	XP_015440383.1
OG0003687	NP_001286701.1	XP_015435391.1
OG0003689	NP_723220.2	XP_015432533.1
OG0003689	NP_001285690.1	XP_015432532.1
OG0003690	NP_650943.1	XP_015440136.1
OG0003691	NP_647620.1	XP_015429581.1
OG0003692	NP_001097079.1	XP_015430673.1
OG0003703	NP_001263091.1	XP_015440006.1
OG0003709	NP_001287407.1	XP_015430685.1
OG0003710	NP_476636.1	XP_015435884.1
OG0003711	NP_001260887.1	XP_015432731.1
OG0003712	NP_001262202.1	XP_015438413.1
OG0003713	NP_477407.1, NP_996415.1	XP_015433642.1
OG0003714	NP_476797.1	XP_015435978.1
OG0003715	NP_001261198.1, NP_001261197.1	XP_015429927.1
OG0003716	NP_001262080.1	XP_015431170.1
OG0003717	NP_001247301.1	XP_015429078.1
OG0003719	NP_647949.1	XP_015428883.1
OG0003720	NP_572259.1, NP_572260.2, NP_572262.1	XP_015433604.1
OG0003721	NP_001334713.1, NP_610961.1	XP_015433493.1
OG0003722	NP_649059.1	XP_015429819.1
OG0003723	NP_648783.4	XP_015432972.1
OG0003724	NP_001033967.1	XP_015433266.1, XP_015433811.1
OG0003726	NP_001287108.1	XP_015433319.1
OG0003727	NP_611407.1	XP_015431541.1
OG0003728	NP_001097742.1	XP_015433368.1
OG0003729	NP_001247264.1, NP_647942.1	XP_015428880.1, XP_015428879.1
OG0003730	NP_001189310.1	XP_015431404.1
OG0003731	NP_001259630.1	XP_015435927.1
OG0003732	NP_001188553.1, NP_001262481.1	XP_015430165.1
OG0003733	NP_731777.1, NP_523840.1	XP_015438341.1
OG0003734	NP_001303480.1, NP_727447.1	XP_015439035.1
OG0003735	NP_651684.1	XP_015437965.1
OG0003736	NP_649702.2	XP_015429347.1
OG0003737	NP_001261952.1	XP_015438242.1
OG0003738	NP_610343.1	XP_015439950.1
OG0003739	NP_001247139.1	XP_015435633.1
OG0003740	NP_609492.1	XP_015439407.1
OG0003741	NP_647961.1	XP_015429978.1
OG0003742	NP_610417.1	XP_015436901.1
OG0003743	NP_001188928.1, NP_001287533.1	XP_015435174.1
OG0003744	NP_524719.1	XP_015435765.1
OG0003745	NP_001259103.1	XP_015433674.1, XP_015433673.1
OG0003746	NP_649352.1	XP_015440163.1
OG0003747	NP_001260028.1	XP_015431731.1
OG0003748	NP_611632.3	XP_015438796.1
OG0003749	NP_732419.1, NP_609366.2	XP_015432788.1
OG0003750	NP_726111.1	XP_015438527.1, XP_015438528.1
OG0003751	NP_731267.1	XP_015439571.1
OG0003752	NP_610168.1, NP_001260612.1	XP_015439627.1
OG0003753	NP_572396.1, NP_651724.1, NP_001261261.1	XP_015430903.1, XP_015430904.1
OG0003754	NP_001285266.1, NP_649161.1	XP_015439129.1
OG0003755	NP_001137699.1	XP_015435051.1
OG0003756	NP_650331.1	XP_015439951.1
OG0003757	NP_511045.1	XP_015439399.1
OG0003758	NP_650784.3	XP_015430782.1
OG0003759	NP_001246908.1	XP_015433100.1
OG0003760	NP_609878.1, NP_001259750.1	XP_015431529.1
OG0003761	NP_001188681.1	XP_015434542.1
OG0003762	NP_650214.1	XP_015434324.1
OG0003763	NP_001287349.1	XP_015432441.1
OG0003764	NP_649241.1	XP_015438663.1
OG0003765	NP_001284709.1	XP_015432208.1
OG0003766	NP_523407.1	XP_015431593.1
OG0003767	NP_001033885.1	XP_015439798.1
OG0003768	NP_608575.1	XP_015431559.1
OG0003769	NP_608619.1	XP_015433437.1
OG0003770	NP_001285352.1	XP_015434650.1
OG0003771	NP_651296.1	XP_015430946.1, XP_015433716.1
OG0003772	NP_609822.1, NP_650473.1	XP_015439999.1
OG0003774	NP_569980.1	XP_015432348.1
OG0003775	NP_648527.1	XP_015432635.1
OG0003776	NP_649048.1	XP_015432726.1
OG0003777	NP_001260520.2	XP_015436297.1
OG0003778	NP_788548.1	XP_015432984.1
OG0003779	NP_609918.1	XP_015432961.1
OG0003780	NP_611446.3, NP_647716.1	XP_015438992.1
OG0003781	NP_001261879.1	XP_015429240.1
OG0003782	NP_649399.1, NP_001284805.1	XP_015429227.1
OG0003783	NP_001262846.1	XP_015432498.1
OG0003784	NP_733061.1	XP_015428634.1
OG0003785	NP_610974.1, NP_001285320.1	XP_015438667.1
OG0003786	NP_001097074.1	XP_015433631.1
OG0003787	NP_648037.1	XP_015436338.1
OG0003788	NP_511106.1	XP_015432753.1
OG0003789	NP_732338.1	XP_015434266.1
OG0003790	NP_001262023.1	XP_015435466.1
OG0003791	NP_001246448.1	XP_015439023.1
OG0003792	NP_001188815.1	XP_015438719.1
OG0003793	NP_650317.3	XP_015432974.1
OG0003794	NP_001285058.1	XP_015438530.1
OG0003795	NP_524134.1	XP_015430174.1
OG0003796	NP_001285371.1	XP_015430574.1
OG0003797	NP_651340.1	XP_015439669.1
OG0003798	NP_001188780.1	XP_015440132.1
OG0003799	NP_610451.1	XP_015434357.1
OG0003800	NP_651825.4, NP_610916.1	XP_015434122.1
OG0003801	NP_572526.1	XP_015438677.1
OG0003802	NP_001262901.1, NP_611191.1	XP_015434878.1
OG0003803	NP_648168.1	XP_015435236.1
OG0003804	NP_648144.3	XP_015429414.1
OG0003805	NP_649541.1	XP_015435328.1
OG0003806	NP_524537.1	XP_015428955.1, XP_015428947.1, XP_015428939.1
OG0003807	NP_001286908.1	XP_015434137.1
OG0003808	NP_001259814.1	XP_015432199.1
OG0003809	NP_001286673.1	XP_015429083.1
OG0003810	NP_001260063.1	XP_015440241.1
OG0003811	NP_649212.2	XP_015436051.1
OG0003812	NP_001162723.1	XP_015432342.1
OG0003813	NP_525073.1	XP_015431495.1
OG0003814	NP_001261853.1	XP_015439267.1
OG0003815	NP_649455.1	XP_015428412.1
OG0003817	NP_001350858.1	XP_015437722.1
OG0003818	NP_650328.1	XP_015428457.1
OG0003819	NP_001263095.1	XP_015439364.1
OG0003820	NP_001036422.1	XP_015437780.1
OG0003821	NP_609946.1	XP_015432346.1
OG0003822	NP_001036633.2	XP_015429594.1
OG0003824	NP_652145.1	XP_015435262.1
OG0003825	NP_001262701.1	XP_015435998.1
OG0003826	NP_001247206.1	XP_015435268.1
OG0003827	NP_611986.2	XP_015429982.1
OG0003828	NP_001261195.1	XP_015434528.1
OG0003829	NP_001245409.1	XP_015434476.1
OG0003830	NP_001245983.1, NP_723670.2	XP_015433987.1
OG0003831	NP_001260897.1	XP_015439058.1
OG0003832	NP_001137905.1, NP_001261534.1	XP_015438739.1
OG0003833	NP_511048.2	XP_015432692.1
OG0003834	NP_001260368.1	XP_015434375.1, XP_015434376.1
OG0003835	NP_001262920.1	XP_015436320.1
OG0003836	NP_001260135.1	XP_015428691.1
OG0003837	NP_610913.1	XP_015430736.1
OG0003838	NP_610522.1	XP_015429343.1
OG0003839	NP_001262031.1	XP_015430933.1
OG0003840	NP_650660.2	XP_015428801.1
OG0003841	NP_570012.1	XP_015429147.1
OG0003842	NP_573371.1	XP_015432271.1
OG0003843	NP_001261596.1	XP_015437436.1
OG0003844	NP_476904.1	XP_015431243.1
OG0003845	NP_610201.1	XP_015429312.1
OG0003846	NP_001163433.1	XP_015435847.1
OG0003847	NP_732393.1	XP_015439756.1
OG0003848	NP_001247237.1	XP_015439980.1, XP_015432114.1
OG0003849	NP_610044.2	XP_015432402.1
OG0003850	NP_609358.1	XP_015428920.1
OG0003851	NP_001259490.1	XP_015436674.1
OG0003852	NP_001259707.1	XP_015433724.1
OG0003853	NP_609495.1	XP_015428512.1, XP_015428521.1
OG0003854	NP_608657.1	XP_015432120.1
OG0003855	NP_001260765.1	XP_015439507.1
OG0003856	NP_647660.1	XP_015434886.1
OG0003857	NP_788641.1	XP_015429569.1
OG0003859	NP_611549.2	XP_015437154.1
OG0003860	NP_612094.2	XP_015435046.1
OG0003861	NP_001259663.1	XP_015436306.1
OG0003862	NP_001286393.1	XP_015428446.1
OG0003863	NP_569972.1	XP_015431351.1
OG0003864	NP_650951.1, NP_650952.2, NP_001260990.1	XP_015437214.1
OG0003866	NP_001261542.1	XP_015433094.1
OG0003867	NP_609864.1, NP_573096.1	XP_015437198.1
OG0003868	NP_610357.1	XP_015428875.1
OG0003869	NP_788357.1	XP_015440535.1
OG0003870	NP_001368936.1	XP_015434971.1
OG0003871	NP_611535.1	XP_015437257.1
OG0003872	NP_610876.1	XP_015433679.1
OG0003873	NP_001334735.1	XP_015429490.1
OG0003874	NP_001163577.1	XP_015433365.1
OG0003875	NP_572532.1	XP_015435086.1
OG0003876	NP_001259823.1	XP_015431939.1
OG0003877	NP_001285642.1	XP_015428573.1
OG0003878	NP_001097890.1	XP_015437794.1
OG0003879	NP_647918.2	XP_015436189.1
OG0003880	NP_572535.1	XP_015435464.1
OG0003881	NP_001260585.1	XP_015440220.1
OG0003882	NP_001162627.1	XP_015429782.1
OG0003883	NP_573251.1	XP_015430923.1
OG0003884	NP_572907.1	XP_015439739.1
OG0003886	NP_724244.1	XP_015435385.1
OG0003887	NP_476982.1	XP_015435889.1
OG0003888	NP_523797.1, NP_476814.1	XP_015429457.1
OG0003889	NP_610732.1	XP_015433683.1
OG0003890	NP_649876.1	XP_015431172.1
OG0003891	NP_001263108.1	XP_015437933.1
OG0003892	NP_001262069.1	XP_015434168.1
OG0003893	NP_647757.2, NP_001259177.1	XP_015434615.1
OG0003894	NP_001246498.1	XP_015438573.1
OG0003896	NP_608837.2	XP_015436603.1, XP_015436604.1
OG0003897	NP_001261947.1	XP_015434212.1
OG0003898	NP_647707.1	XP_015433839.1
OG0003899	NP_001097186.2, NP_650042.2	XP_015439268.1
OG0003900	NP_651578.1	XP_015438054.1
OG0003901	NP_572401.2	XP_015432838.1
OG0003902	NP_001246118.1	XP_015432773.1
OG0003903	NP_001261922.1	XP_015431121.1
OG0003904	NP_001262697.1	XP_015430882.1
OG0003905	NP_729888.1	XP_015435542.1
OG0003906	NP_001259961.1, NP_611200.2	XP_015430752.1
OG0003907	NP_569906.1	XP_015439598.1
OG0003908	NP_001260726.1	XP_015431997.1
OG0003909	NP_001247006.1	XP_015428762.1
OG0003910	NP_001246673.1	XP_015429171.1
OG0003911	NP_001261606.1	XP_015436490.1
OG0003912	NP_001097238.1	XP_015430899.1
OG0003913	NP_648549.1	XP_015437630.1
OG0003914	NP_001356926.1	XP_015431837.1
OG0003915	NP_001286055.1	XP_015436824.1
OG0003916	NP_611032.2	XP_015430110.1
OG0003917	NP_524287.1	XP_015435070.1
OG0003918	NP_524099.2	XP_015438316.1
OG0003919	NP_001188671.1	XP_015439585.1
OG0003920	NP_001287306.1	XP_015440153.1
OG0003921	NP_001356957.1	XP_015436939.1
OG0003922	NP_609238.1	XP_015432754.1
OG0003923	NP_001263054.1	XP_015431696.1
OG0003924	NP_001245549.1	XP_015436096.1
OG0003925	NP_573225.1	XP_015431166.1
OG0003926	NP_723576.1	XP_015432101.1
OG0003927	NP_649067.2	XP_015437697.1
OG0003928	NP_611175.1	XP_015439655.1
OG0003929	NP_001261060.1	XP_015429992.1
OG0003930	NP_726473.2	XP_015431336.1
OG0003931	NP_524417.1, NP_651961.1	XP_015437203.1
OG0003932	NP_001036655.1	XP_015436058.1
OG0003933	NP_477445.1	XP_015432002.1
OG0003934	NP_648581.1	XP_015436997.1
OG0003935	NP_001287055.1	XP_015437636.1
OG0003936	NP_524483.1	XP_015440086.1
OG0003937	NP_611251.2	XP_015429739.1
OG0003938	NP_001262741.1	XP_015437549.1
OG0003939	NP_001259461.1	XP_015434190.1
OG0003940	NP_650512.1	XP_015439383.1
OG0003941	NP_001259608.1	XP_015439430.1, XP_015439429.1
OG0003943	NP_649905.1	XP_015439708.1
OG0003944	NP_001261149.1	XP_015429899.1
OG0003945	NP_608585.1	XP_015433721.1
OG0003946	NP_647768.3	XP_015430131.1
OG0003947	NP_651180.3	XP_015436587.1
OG0003948	NP_001286414.1	XP_015435173.1
OG0003950	NP_731494.1, NP_731495.1	XP_015439313.1
OG0003951	NP_996299.1	XP_015437491.1
OG0003952	NP_649594.1	XP_015436592.1
OG0003953	NP_001188991.1, NP_001162855.1, NP_733175.1	XP_015433828.1, XP_015433829.1
OG0003954	NP_611769.2, NP_001245708.1	XP_015437084.1
OG0003955	NP_001247152.1	XP_015438666.1
OG0003956	NP_477397.1	XP_015430618.1
OG0003957	NP_001261167.1	XP_015428562.1
OG0003958	NP_477224.1	XP_015437949.1
OG0003959	NP_001261183.1	XP_015438278.1, XP_015438277.1
OG0003960	NP_001097394.1	XP_015439804.1
OG0003961	NP_610107.1	XP_015433553.1
OG0003962	NP_523811.1	XP_015429129.1
OG0003963	NP_611832.1	XP_015437676.1
OG0003964	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1	XP_015438432.1
OG0003965	NP_648590.1	XP_015429966.1
OG0003966	NP_001286169.1	XP_015432748.1
OG0003967	NP_649099.1	XP_015435247.1
OG0003968	NP_610398.1	XP_015439825.1, XP_015439826.1, XP_015439827.1
OG0003969	NP_569880.1	XP_015437831.1
OG0003970	NP_001262490.1, NP_731657.2	XP_015433323.1
OG0003971	NP_001285692.1	XP_015433622.1
OG0003972	NP_611539.1	XP_015440028.1
OG0003973	NP_001286341.1, NP_725128.2, NP_610757.1	XP_015429209.1
OG0003974	NP_651278.2	XP_015436572.1
OG0003975	NP_649552.1	XP_015434809.1, XP_015434214.1
OG0003976	NP_001246589.1	XP_015439790.1
OG0003977	NP_570081.2	XP_015429108.1
