Orthogroup	Drosophila_melanogaster	Eufriesea_mexicana
OG0003257	NP_651928.1	XP_017764674.1
OG0003259	NP_608581.2	XP_017756247.1
OG0003262	NP_001303312.1	XP_017765168.1, XP_017765167.1, XP_017765166.1
OG0003263	NP_001285724.1	XP_017758232.1
OG0003264	NP_648836.2, NP_001259081.1	XP_017759856.1
OG0003265	NP_001259363.1	XP_017754443.1
OG0003266	NP_523794.1	XP_017765585.1
OG0003267	NP_001027396.1	XP_017752837.1
OG0003268	NP_001097664.2	XP_017763982.1
OG0003269	NP_477501.1	XP_017754194.1
OG0003270	NP_650427.1, NP_524954.2	XP_017758336.1
OG0003271	NP_001284779.1	XP_017763476.1
OG0003272	NP_610616.1, NP_001162738.1	XP_017759498.1
OG0003273	NP_649579.2	XP_017754786.1
OG0003274	NP_001189301.1, NP_001303547.1	XP_017759459.1
OG0003275	NP_524396.1	XP_017758229.1
OG0003276	NP_727383.1	XP_017766466.1
OG0003277	NP_573209.1	XP_017762762.1, XP_017762761.1
OG0003279	NP_001261720.1	XP_017764364.1
OG0003280	NP_649768.2	XP_017757580.1
OG0003281	NP_725401.2	XP_017766577.1
OG0003282	NP_609040.1	XP_017760725.1
OG0003284	NP_001163336.1	XP_017755185.1
OG0003285	NP_001261501.1	XP_017761054.1
OG0003286	NP_610805.1	XP_017755126.1
OG0003287	NP_609445.1, NP_001261393.1	XP_017767348.1
OG0003288	NP_001097729.1	XP_017757516.1
OG0003289	NP_001260199.1	XP_017764166.1, XP_017764165.1
OG0003290	NP_523526.1, NP_001284881.1, NP_001284882.1, NP_648717.1	XP_017761736.1
OG0003291	NP_726501.1	XP_017766837.1, XP_017766838.1
OG0003292	NP_523478.1	XP_017764903.1
OG0003293	NP_650896.2	XP_017757542.1
OG0003294	NP_649840.1	XP_017752391.1
OG0003295	NP_572408.2, NP_001246525.1	XP_017761337.1
OG0003296	NP_001285745.1	XP_017758549.1
OG0003297	NP_001137813.1	XP_017753144.1
OG0003298	NP_001260279.1	XP_017761729.1
OG0003299	NP_651752.1	XP_017757220.1
OG0003300	NP_609178.1	XP_017756223.1
OG0003301	NP_609038.1	XP_017760654.1
OG0003302	NP_569965.1	XP_017759854.1
OG0003303	NP_001259194.1	XP_017763818.1
OG0003304	NP_477204.1	XP_017767558.1
OG0003305	NP_001262820.1	XP_017752539.1
OG0003306	NP_649096.1	XP_017759753.1
OG0003307	NP_001246770.1	XP_017757857.1
OG0003308	NP_001259857.1	XP_017762116.1
OG0003309	NP_609361.1	XP_017761810.1
OG0003311	NP_001163707.1	XP_017764821.1
OG0003312	NP_723847.1	XP_017755520.1
OG0003313	NP_608890.1	XP_017766599.1
OG0003314	NP_001097432.1	XP_017754832.1
OG0003315	NP_001286864.1	XP_017766648.1, XP_017766650.1
OG0003318	NP_651363.1	XP_017761188.1, XP_017761187.1
OG0003319	NP_001259991.1	XP_017758932.1
OG0003320	NP_001261719.1	XP_017767359.1
OG0003321	NP_647661.1	XP_017757322.1
OG0003322	NP_001163303.1	XP_017763956.1
OG0003323	NP_649996.1	XP_017761477.1
OG0003324	NP_001163253.1	XP_017753560.1
OG0003325	NP_650947.1, NP_650590.1	XP_017765718.1
OG0003326	NP_001097318.1	XP_017759763.1, XP_017759766.1
OG0003327	NP_001245509.1	XP_017755421.1
OG0003328	NP_001303425.1	XP_017763755.1, XP_017763772.1, XP_017763764.1
OG0003329	NP_649906.1	XP_017759228.1
OG0003330	NP_001262171.2	XP_017753864.1
OG0003331	NP_477153.1	XP_017767456.1
OG0003332	NP_524439.1	XP_017753940.1
OG0003333	NP_001033857.1	XP_017753216.1
OG0003334	NP_001189058.1	XP_017767360.1
OG0003335	NP_610223.1	XP_017752932.1
OG0003336	NP_001259465.1	XP_017752678.1
OG0003337	NP_611611.1, NP_995920.1, NP_652645.1	XP_017759429.1
OG0003339	NP_001284851.1	XP_017760281.1
OG0003340	NP_610249.2	XP_017763936.1
OG0003341	NP_608833.1	XP_017752745.1
OG0003342	NP_001097839.1	XP_017767226.1
OG0003343	NP_001034065.1	XP_017762048.1
OG0003344	NP_001260981.1	XP_017765276.1
OG0003345	NP_608447.1	XP_017758741.1
OG0003346	NP_001303472.1	XP_017753580.1
OG0003347	NP_650199.1, NP_001263016.2	XP_017763689.1
OG0003349	NP_001285787.1	XP_017755156.1
OG0003350	NP_650064.1	XP_017757464.1
OG0003351	NP_648781.1	XP_017756470.1
OG0003352	NP_729565.2	XP_017767240.1, XP_017767241.1
OG0003353	NP_001138203.1	XP_017753537.1
OG0003354	NP_569973.1	XP_017758443.1, XP_017758101.1
OG0003355	NP_001260531.1	XP_017755791.1
OG0003356	NP_651883.1	XP_017754653.1
OG0003357	NP_996198.2	XP_017767724.1
OG0003358	NP_524408.1	XP_017755576.1
OG0003360	NP_001246623.1	XP_017753065.1
OG0003361	NP_523460.2	XP_017763705.1
OG0003362	NP_651309.2, NP_476590.1	XP_017758990.1
OG0003363	NP_001260793.1	XP_017758673.1
OG0003364	NP_727320.1	XP_017767317.1
OG0003365	NP_001162923.1	XP_017752402.1
OG0003366	NP_001284772.1	XP_017762652.1
OG0003367	NP_524610.1	XP_017758064.1
OG0003371	NP_725412.2	XP_017764637.1
OG0003372	NP_609404.2	XP_017754326.1
OG0003373	NP_733060.1	XP_017755998.1
OG0003374	NP_733206.3	XP_017761342.1
OG0003375	NP_001036466.2	XP_017764529.1
OG0003376	NP_611176.1	XP_017766389.1
OG0003377	NP_649759.1	XP_017754324.1
OG0003378	NP_477131.1	XP_017759721.1
OG0003379	NP_001246213.1	XP_017766588.1
OG0003380	NP_001260886.1	XP_017761783.1, XP_017759822.1
OG0003381	NP_610355.1	XP_017765712.1
OG0003382	NP_733151.2, NP_788744.1, NP_524674.1, NP_524848.1	XP_017762058.1
OG0003383	NP_524192.2	XP_017752586.1
OG0003385	NP_001284784.1	XP_017766020.1
OG0003386	NP_610439.1, NP_610441.2	XP_017759869.1
OG0003387	NP_001162894.1	XP_017766380.1
OG0003388	NP_001097271.1	XP_017766544.1
OG0003389	NP_001286225.1, NP_650641.2	XP_017763540.1
OG0003390	NP_608885.1	XP_017752937.1
OG0003391	NP_477494.2, NP_649430.1, NP_001245959.1	XP_017757967.1
OG0003392	NP_001262566.1	XP_017752800.1
OG0003393	NP_477441.1	XP_017763287.1, XP_017763271.1, XP_017763294.1, XP_017763279.1
OG0003394	NP_001262459.1	XP_017762371.1
OG0003395	NP_001262351.1	XP_017765480.1
OG0003396	NP_651892.1	XP_017766669.1
OG0003397	NP_477360.2	XP_017767126.1
OG0003399	NP_001260176.1	XP_017761373.1
OG0003400	NP_001356976.1	XP_017756794.1
OG0003401	NP_524784.1	XP_017767773.1
OG0003402	NP_001286639.1	XP_017759346.1
OG0003403	NP_001262770.1	XP_017760413.1
OG0003404	NP_722615.1	XP_017764828.1
OG0003405	NP_523776.1	XP_017756399.1
OG0003406	NP_001247280.1	XP_017757206.1
OG0003407	NP_650488.1	XP_017756676.1
OG0003408	NP_727408.2, NP_733331.1	XP_017761104.1
OG0003409	NP_001285650.1	XP_017760459.1
OG0003410	NP_001259845.1	XP_017752120.1
OG0003411	NP_001286978.1	XP_017763269.1
OG0003412	NP_649538.1	XP_017760943.1
OG0003413	NP_572216.1	XP_017759742.1
OG0003414	NP_511051.1, NP_651620.1	XP_017762096.1
OG0003416	NP_477246.2	XP_017760560.1
OG0003417	NP_573081.1	XP_017764503.1
OG0003418	NP_608528.1	XP_017759489.1
OG0003419	NP_001097860.1, NP_524750.2	XP_017760791.1
OG0003420	NP_648841.1	XP_017760460.1
OG0003421	NP_610477.2	XP_017756759.1
OG0003423	NP_001246150.1	XP_017767051.1
OG0003424	NP_610179.2	XP_017767462.1
OG0003425	NP_647780.1	XP_017755560.1
OG0003426	NP_001259879.1	XP_017753118.1
OG0003428	NP_001262182.1	XP_017754616.1
OG0003429	NP_001260935.1	XP_017759012.1
OG0003430	NP_001188988.1	XP_017762616.1
OG0003431	NP_511098.1	XP_017765532.1
OG0003432	NP_524087.3	XP_017756764.1
OG0003433	NP_001262205.1	XP_017763090.1
OG0003435	NP_001286451.1	XP_017761184.1
OG0003436	NP_001096984.1	XP_017759091.1
OG0003437	NP_730525.2	XP_017758607.1, XP_017761969.1
OG0003438	NP_001262354.2	XP_017757471.1
OG0003439	NP_001284867.1	XP_017763126.1
OG0003441	NP_001286822.1	XP_017753529.1
OG0003442	NP_652016.1	XP_017754802.1
OG0003443	NP_001247055.1	XP_017756596.1
OG0003444	NP_611495.1	XP_017757766.1
OG0003445	NP_001368979.1	XP_017761072.1
OG0003446	NP_476803.1, NP_476694.1	XP_017755348.1
OG0003447	NP_524380.1	XP_017755473.1
OG0003448	NP_524858.1	XP_017763853.1
OG0003449	NP_610548.2	XP_017763792.1
OG0003450	NP_611341.1, NP_523784.2	XP_017752384.1
OG0003451	NP_728074.1	XP_017759767.1
OG0003452	NP_001245766.1	XP_017753309.1
OG0003453	NP_650076.1	XP_017763728.1
OG0003454	NP_523805.1	XP_017757900.1
OG0003455	NP_524075.2	XP_017763450.1
OG0003456	NP_609365.3	XP_017765473.1
OG0003457	NP_001246926.1	XP_017764267.1
OG0003458	NP_649782.1	XP_017753806.1
OG0003459	NP_001285450.1, NP_610738.1	XP_017765613.1, XP_017765606.1
OG0003460	NP_523934.1	XP_017761269.1
OG0003461	NP_001259747.1	XP_017759900.1
OG0003462	NP_727769.3	XP_017754837.1
OG0003463	NP_001262379.1	XP_017759044.1
OG0003464	NP_725084.2, NP_650032.1	XP_017754025.1
OG0003465	NP_730815.2	XP_017764416.1
OG0003466	NP_001262696.1	XP_017764558.1
OG0003467	NP_001033895.1	XP_017763064.1
OG0003468	NP_608936.1, NP_001163143.1	XP_017761411.1
OG0003471	NP_609186.1	XP_017763466.1
OG0003472	NP_610891.1	XP_017752341.1
OG0003473	NP_001245516.1	XP_017754407.1
OG0003474	NP_001163313.1	XP_017763677.1
OG0003475	NP_477453.1	XP_017755729.1
OG0003476	NP_611547.2	XP_017753876.1
OG0003477	NP_523419.1	XP_017766168.1
OG0003478	NP_001262821.1	XP_017758983.1
OG0003479	NP_476701.1, NP_524411.1	XP_017758468.1
OG0003480	NP_001260252.1	XP_017754439.1
OG0003481	NP_001036603.1	XP_017767532.1
OG0003482	NP_611955.2	XP_017766093.1
OG0003483	NP_732610.1	XP_017767731.1
OG0003484	NP_729420.1, NP_001259705.1	XP_017758331.1
OG0003485	NP_572915.1	XP_017755641.1
OG0003486	NP_001260713.1	XP_017765303.1
OG0003487	NP_001285522.1	XP_017756279.1
OG0003488	NP_001286851.1	XP_017755235.1
OG0003489	NP_001260143.1	XP_017764656.1
OG0003491	NP_001163420.1	XP_017759615.1
OG0003493	NP_995847.1	XP_017760802.1
OG0003494	NP_001097740.1	XP_017762774.1
OG0003495	NP_651224.1	XP_017758173.1
OG0003497	NP_001262426.1	XP_017753999.1
OG0003498	NP_725517.2	XP_017753359.1
OG0003499	NP_001262755.1	XP_017761290.1
OG0003500	NP_610612.1	XP_017764511.1
OG0003501	NP_648929.1	XP_017752679.1
OG0003502	NP_001259726.1	XP_017765149.1
OG0003503	NP_648536.1	XP_017752420.1
OG0003504	NP_476768.1	XP_017762092.1
OG0003506	NP_001261171.1	XP_017762970.1
OG0003507	NP_523670.2	XP_017763206.1
OG0003508	NP_650404.1, NP_572929.1	XP_017761504.1
OG0003509	NP_608811.2	XP_017766374.1
OG0003510	NP_001097013.2	XP_017764858.1
OG0003511	NP_610452.2	XP_017759146.1
OG0003512	NP_001285437.1	XP_017763718.1
OG0003513	NP_001246578.1	XP_017767528.1
OG0003514	NP_001262535.1	XP_017764604.1
OG0003515	NP_001286894.1	XP_017758760.1, XP_017758761.1
OG0003516	NP_001015402.3, NP_652484.1	XP_017762845.1, XP_017762843.1, XP_017762844.1
OG0003517	NP_572927.1	XP_017762320.1, XP_017762319.1
OG0003518	NP_001014592.1	XP_017760839.1
OG0003519	NP_523834.1	XP_017752501.1
OG0003520	NP_001284712.1	XP_017758004.1
OG0003521	NP_651327.1	XP_017759204.1
OG0003522	NP_650487.1	XP_017755110.1
OG0003523	NP_572207.1, NP_649390.1	XP_017760461.1
OG0003524	NP_610295.1, NP_609667.2, NP_001097332.1	XP_017752549.1
OG0003525	NP_001246660.1	XP_017760534.1
OG0003526	NP_001285323.1	XP_017762870.1
OG0003527	NP_524617.3	XP_017758577.1
OG0003528	NP_001162835.1	XP_017760604.1
OG0003529	NP_609803.1	XP_017764341.1
OG0003530	NP_001189224.1	XP_017763011.1
OG0003531	NP_001246496.1	XP_017766676.1
OG0003532	NP_524775.1	XP_017759274.1
OG0003533	NP_572804.1	XP_017764265.1
OG0003534	NP_726773.2	XP_017765784.1
OG0003535	NP_648818.3	XP_017759104.1, XP_017759105.1
OG0003536	NP_001334682.1	XP_017765645.1
OG0003538	NP_001286840.1	XP_017758788.1
OG0003539	NP_001259679.1	XP_017754086.1
OG0003540	NP_001262668.1	XP_017760061.1
OG0003541	NP_001285144.1, NP_001262829.1	XP_017760834.1
OG0003542	NP_608745.1	XP_017756240.1
OG0003543	NP_572639.2	XP_017756351.1
OG0003544	NP_001260220.1	XP_017752935.1, XP_017752934.1
OG0003545	NP_611861.1, NP_511100.1	XP_017766567.1
OG0003546	NP_652335.1	XP_017755686.1
OG0003547	NP_788434.1	XP_017754639.1
OG0003548	NP_001285168.1	XP_017760185.1
OG0003549	NP_610842.1	XP_017758182.1
OG0003550	NP_608792.1	XP_017756215.1
OG0003551	NP_001287595.1	XP_017752579.1
OG0003552	NP_001245771.1	XP_017758003.1
OG0003553	NP_001286937.1	XP_017764120.1
OG0003554	NP_610421.1	XP_017759510.1
OG0003555	NP_569948.3	XP_017766250.1
OG0003557	NP_652054.1	XP_017755596.1
OG0003559	NP_001262811.1	XP_017759443.1
OG0003560	NP_649937.1	XP_017764676.1, XP_017764677.1
OG0003561	NP_648551.3	XP_017767172.1
OG0003562	NP_726776.1	XP_017764435.1
OG0003563	NP_524340.2	XP_017753721.1
OG0003564	NP_001260401.1, NP_609533.1	XP_017766555.1
OG0003565	NP_611962.2	XP_017762701.1
OG0003566	NP_610798.1	XP_017760595.1
OG0003567	NP_524351.1	XP_017761370.1
OG0003568	NP_001036444.1	XP_017760927.1
OG0003569	NP_001259065.1	XP_017760949.1
OG0003570	NP_650256.2	XP_017767161.1, XP_017767168.1
OG0003571	NP_609641.1	XP_017752821.1
OG0003572	NP_725534.1	XP_017753793.1, XP_017753792.1
OG0003573	NP_001163746.1	XP_017758624.1
OG0003574	NP_649699.1	XP_017764235.1
OG0003575	NP_001261871.1	XP_017755977.1
OG0003576	NP_001162879.1	XP_017767396.1
OG0003577	NP_001245936.1	XP_017766220.1
OG0003578	NP_650054.2	XP_017756409.1, XP_017756410.1
OG0003579	NP_733115.1, NP_001285192.1	XP_017759603.1
OG0003580	NP_511143.2	XP_017752487.1
OG0003581	NP_001286265.1	XP_017764024.1, XP_017764025.1
OG0003582	NP_569947.2	XP_017766356.1
OG0003583	NP_652189.1	XP_017755380.1, XP_017755377.1
OG0003584	NP_001246145.1	XP_017764306.1
OG0003585	NP_733027.2	XP_017759213.1
OG0003586	NP_649134.3	XP_017758600.1
OG0003587	NP_724916.1	XP_017757931.1
OG0003588	NP_001014614.1	XP_017765913.1, XP_017765902.1, XP_017765884.1, XP_017765893.1
OG0003589	NP_996132.1	XP_017753620.1
OG0003591	NP_524597.1	XP_017763343.1
OG0003592	NP_524652.1	XP_017758332.1
OG0003593	NP_001286401.1	XP_017759505.1
OG0003596	NP_648348.1	XP_017754252.1
OG0003597	NP_001261943.1	XP_017766450.1
OG0003598	NP_001247400.1	XP_017755058.1
OG0003599	NP_610813.3	XP_017756907.1
OG0003600	NP_652069.2	XP_017753632.1
OG0003601	NP_001247153.1	XP_017755238.1
OG0003602	NP_996141.2	XP_017753000.1
OG0003603	NP_524366.1	XP_017760846.1
OG0003604	NP_647677.2	XP_017756149.1
OG0003605	NP_612073.2	XP_017755014.1
OG0003606	NP_524810.2	XP_017757682.1
OG0003607	NP_649008.2	XP_017753162.1, XP_017753163.1, XP_017753164.1, XP_017753165.1
OG0003608	NP_609634.1	XP_017757138.1
OG0003609	NP_608886.1	XP_017765338.1, XP_017758776.1
OG0003610	NP_651726.1	XP_017755375.1
OG0003611	NP_523583.2	XP_017762327.1
OG0003612	NP_477303.1	XP_017765037.1
OG0003613	NP_570069.1	XP_017764872.1
OG0003614	NP_523541.2	XP_017756078.1
OG0003615	NP_611687.1	XP_017758738.1
OG0003616	NP_001262982.1	XP_017761474.1
OG0003617	NP_001260440.1	XP_017753599.1, XP_017753597.1
OG0003618	NP_511065.1	XP_017753965.1
OG0003619	NP_523898.1	XP_017766241.1
OG0003620	NP_611053.1	XP_017756204.1
OG0003621	NP_725799.1	XP_017765803.1
OG0003623	NP_001261078.1	XP_017764370.1, XP_017764369.1, XP_017764368.1
OG0003624	NP_001260192.1	XP_017756532.1
OG0003625	NP_732109.2	XP_017755477.1, XP_017756683.1
OG0003626	NP_476722.1	XP_017765076.1
OG0003627	NP_725451.1	XP_017752495.1
OG0003628	NP_001247372.1	XP_017755747.1
OG0003629	NP_649520.1	XP_017761847.1
OG0003630	NP_001259267.1	XP_017755080.1
OG0003631	NP_611946.2	XP_017755387.1
OG0003632	NP_001014758.2	XP_017756894.1
OG0003633	NP_648604.2	XP_017758571.1
OG0003634	NP_608349.1	XP_017755109.1
OG0003635	NP_608498.3	XP_017766094.1
OG0003636	NP_477119.1	XP_017766600.1
OG0003637	NP_477440.1	XP_017757059.1
OG0003638	NP_649194.1	XP_017757850.1
OG0003639	NP_001262035.1	XP_017766969.1
OG0003640	NP_001097136.2	XP_017760885.1
OG0003641	NP_001247023.2	XP_017752517.1
OG0003642	NP_001247399.1	XP_017756629.1
OG0003643	NP_611345.1	XP_017766759.1
OG0003644	NP_610446.1, NP_610447.2	XP_017759865.1
OG0003645	NP_001014722.1	XP_017752409.1
OG0003646	NP_001285636.1	XP_017764953.1
OG0003647	NP_572814.1, NP_722953.1	XP_017764966.1
OG0003648	NP_649176.1	XP_017760596.1
OG0003649	NP_001096981.2	XP_017762198.1
OG0003650	NP_001260032.1	XP_017767003.1, XP_017767002.1, XP_017767054.1
OG0003653	NP_572704.1	XP_017757380.1
OG0003654	NP_001096928.1	XP_017766351.1
OG0003655	NP_001162707.1, NP_573297.1, NP_001097020.1	XP_017762562.1
OG0003656	NP_609092.1	XP_017762928.1
OG0003657	NP_724708.1	XP_017762134.1
OG0003658	NP_001262034.1	XP_017760495.1
OG0003661	NP_001285240.1	XP_017755810.1
OG0003663	NP_001261019.1	XP_017755001.1
OG0003665	NP_001261794.1	XP_017766111.1
OG0003666	NP_611750.1	XP_017761701.1
OG0003667	NP_001285128.1	XP_017757928.1
OG0003668	NP_650452.1	XP_017760799.1
OG0003669	NP_569851.2	XP_017766654.1
OG0003670	NP_608859.1	XP_017761440.1
OG0003671	NP_610592.1	XP_017755434.1
OG0003672	NP_001287600.1, NP_001287601.1	XP_017757544.1
OG0003673	NP_608377.1	XP_017763290.1
OG0003674	NP_611267.1	XP_017761911.1
OG0003675	NP_001284923.1	XP_017766418.1
OG0003676	NP_651213.1	XP_017766293.1
OG0003677	NP_001262249.1	XP_017757467.1
OG0003678	NP_651899.2	XP_017761237.1
OG0003679	NP_001246615.1	XP_017754402.1
OG0003680	NP_001014504.1	XP_017758404.1, XP_017758429.1
OG0003681	NP_001261697.1	XP_017763510.1
OG0003682	NP_001137924.1	XP_017758544.1, XP_017758562.1
OG0003683	NP_649055.1, NP_572970.1, NP_572969.1, NP_001246867.1	XP_017756332.1
OG0003684	NP_001260326.1	XP_017762866.1
OG0003686	NP_572247.2	XP_017752181.1
OG0003687	NP_001286701.1	XP_017754079.1
OG0003689	NP_001285690.1	XP_017758354.1
OG0003690	NP_650943.1	XP_017762030.1
OG0003691	NP_647620.1	XP_017752671.1, XP_017752673.1
OG0003692	NP_001097079.1	XP_017760069.1
OG0003703	NP_001263091.1	XP_017757515.1
OG0003709	NP_001287407.1	XP_017760082.1
OG0003710	NP_476636.1	XP_017752431.1
OG0003711	NP_001260887.1	XP_017762145.1
OG0003712	NP_001262202.1	XP_017757638.1, XP_017757646.1
OG0003713	NP_477407.1, NP_996415.1	XP_017764813.1
OG0003714	NP_476797.1	XP_017754283.1
OG0003715	NP_001261198.1, NP_001261197.1	XP_017764914.1
OG0003717	NP_001247301.1	XP_017754733.1
OG0003719	NP_647949.1	XP_017767338.1
OG0003720	NP_572259.1, NP_572260.2, NP_572262.1	XP_017766540.1
OG0003721	NP_001334713.1, NP_610961.1	XP_017763660.1
OG0003722	NP_649059.1	XP_017765432.1
OG0003723	NP_648783.4	XP_017756365.1
OG0003724	NP_001033967.1	XP_017758966.1
OG0003726	NP_001287108.1	XP_017755653.1
OG0003727	NP_611407.1	XP_017752317.1
OG0003728	NP_001097742.1	XP_017757545.1
OG0003729	NP_001247264.1, NP_647942.1	XP_017767373.1
OG0003730	NP_001189310.1	XP_017756479.1
OG0003731	NP_001259630.1	XP_017755386.1
OG0003732	NP_001188553.1, NP_001262481.1	XP_017765537.1
OG0003733	NP_731777.1, NP_523840.1	XP_017767434.1
OG0003734	NP_001303480.1, NP_727447.1	XP_017759873.1
OG0003735	NP_651684.1	XP_017765777.1, XP_017765778.1
OG0003736	NP_649702.2	XP_017757321.1
OG0003737	NP_001261952.1	XP_017762801.1
OG0003738	NP_610343.1	XP_017752723.1
OG0003739	NP_001247139.1	XP_017753815.1
OG0003740	NP_609492.1	XP_017753825.1
OG0003741	NP_647961.1	XP_017756997.1
OG0003742	NP_610417.1	XP_017767369.1
OG0003743	NP_001188928.1, NP_001287533.1	XP_017764573.1
OG0003744	NP_524719.1	XP_017756233.1
OG0003745	NP_001259103.1	XP_017755566.1
OG0003746	NP_649352.1	XP_017767711.1
OG0003747	NP_001260028.1	XP_017761100.1
OG0003748	NP_611632.3	XP_017760847.1
OG0003749	NP_732419.1, NP_609366.2	XP_017757777.1
OG0003750	NP_726111.1	XP_017758067.1
OG0003751	NP_731267.1	XP_017767319.1
OG0003752	NP_610168.1, NP_001260612.1	XP_017763722.1
OG0003753	NP_572396.1, NP_651724.1, NP_001261261.1	XP_017754939.1
OG0003754	NP_001285266.1, NP_649161.1	XP_017763200.1
OG0003755	NP_001137699.1	XP_017760018.1
OG0003756	NP_650331.1	XP_017761364.1
OG0003757	NP_511045.1	XP_017753833.1
OG0003758	NP_650784.3	XP_017757182.1
OG0003759	NP_001246908.1	XP_017764609.1
OG0003760	NP_609878.1, NP_001259750.1	XP_017759502.1
OG0003761	NP_001188681.1	XP_017763766.1
OG0003762	NP_650214.1	XP_017752363.1
OG0003763	NP_001287349.1	XP_017765090.1
OG0003764	NP_649241.1	XP_017753430.1
OG0003765	NP_001284709.1	XP_017761010.1
OG0003766	NP_523407.1	XP_017766488.1
OG0003767	NP_001033885.1	XP_017755636.1
OG0003768	NP_608575.1	XP_017762353.1
OG0003769	NP_608619.1	XP_017758452.1
OG0003770	NP_001285352.1	XP_017753558.1
OG0003772	NP_609822.1, NP_650473.1	XP_017757491.1
OG0003773	NP_001259808.1	XP_017755664.1
OG0003774	NP_569980.1	XP_017766819.1
OG0003775	NP_648527.1	XP_017766095.1
OG0003776	NP_649048.1	XP_017762083.1
OG0003777	NP_001260520.2	XP_017755772.1
OG0003778	NP_788548.1	XP_017754193.1
OG0003779	NP_609918.1	XP_017756315.1
OG0003780	NP_611446.3, NP_647716.1	XP_017762880.1
OG0003781	NP_001261879.1	XP_017762603.1
OG0003782	NP_649399.1, NP_001284805.1	XP_017760287.1
OG0003783	NP_001262846.1	XP_017764951.1
OG0003784	NP_733061.1	XP_017766793.1
OG0003785	NP_610974.1, NP_001285320.1	XP_017753442.1
OG0003787	NP_648037.1	XP_017761823.1
OG0003788	NP_511106.1	XP_017760024.1
OG0003789	NP_732338.1	XP_017752353.1
OG0003790	NP_001262023.1	XP_017754080.1
OG0003791	NP_001246448.1	XP_017760664.1, XP_017760330.1
OG0003792	NP_001188815.1	XP_017761725.1
OG0003793	NP_650317.3	XP_017759140.1
OG0003794	NP_001285058.1	XP_017758387.1
OG0003795	NP_524134.1	XP_017758041.1
OG0003796	NP_001285371.1	XP_017761653.1, XP_017761652.1
OG0003797	NP_651340.1	XP_017757517.1
OG0003798	NP_001188780.1	XP_017758257.1
OG0003799	NP_610451.1	XP_017755356.1, XP_017755379.1
OG0003800	NP_651825.4, NP_610916.1	XP_017759364.1
OG0003801	NP_572526.1	XP_017752922.1
OG0003803	NP_648168.1	XP_017764936.1
OG0003804	NP_648144.3	XP_017760230.1, XP_017760229.1
OG0003805	NP_649541.1	XP_017764272.1
OG0003806	NP_524537.1	XP_017762467.1
OG0003807	NP_001286908.1	XP_017759407.1
OG0003808	NP_001259814.1	XP_017756115.1
OG0003809	NP_001286673.1	XP_017754726.1
OG0003810	NP_001260063.1	XP_017764929.1
OG0003811	NP_649212.2	XP_017764084.1
OG0003812	NP_001162723.1	XP_017766850.1
OG0003813	NP_525073.1	XP_017757325.1
OG0003814	NP_001261853.1	XP_017761551.1
OG0003815	NP_649455.1	XP_017754434.1
OG0003817	NP_001350858.1	XP_017754345.1
OG0003818	NP_650328.1	XP_017753586.1
OG0003819	NP_001263095.1	XP_017752853.1
OG0003820	NP_001036422.1	XP_017754371.1
OG0003821	NP_609946.1	XP_017766721.1
OG0003822	NP_001036633.2	XP_017763049.1, XP_017763050.1
OG0003824	NP_652145.1	XP_017754030.1
OG0003825	NP_001262701.1	XP_017754255.1
OG0003826	NP_001247206.1	XP_017763256.1, XP_017765107.1
OG0003827	NP_611986.2	XP_017757637.1
OG0003828	NP_001261195.1	XP_017755011.1, XP_017755012.1
OG0003829	NP_001245409.1	XP_017763149.1
OG0003830	NP_001245983.1, NP_723670.2	XP_017762234.1
OG0003831	NP_001260897.1	XP_017759874.1
OG0003832	NP_001137905.1, NP_001261534.1	XP_017760225.1
OG0003833	NP_511048.2	XP_017762088.1
OG0003834	NP_001260368.1	XP_017764833.1
OG0003835	NP_001262920.1	XP_017759552.1, XP_017759478.1
OG0003837	NP_610913.1	XP_017765870.1
OG0003838	NP_610522.1	XP_017765305.1
OG0003839	NP_001262031.1	XP_017764315.1
OG0003840	NP_650660.2	XP_017759554.1
OG0003841	NP_570012.1	XP_017765682.1
OG0003842	NP_573371.1	XP_017763735.1
OG0003843	NP_001261596.1	XP_017752227.1
OG0003844	NP_476904.1	XP_017761181.1
OG0003845	NP_610201.1	XP_017764779.1
OG0003846	NP_001163433.1	XP_017755364.1
OG0003847	NP_732393.1	XP_017767310.1
OG0003848	NP_001247237.1	XP_017757513.1
OG0003849	NP_610044.2	XP_017766559.1
OG0003850	NP_609358.1	XP_017764739.1
OG0003851	NP_001259490.1	XP_017757751.1
OG0003852	NP_001259707.1	XP_017763712.1
OG0003853	NP_609495.1	XP_017766652.1
OG0003854	NP_608657.1	XP_017762631.1, XP_017762630.1, XP_017752907.1
OG0003855	NP_001260765.1	XP_017758828.1
OG0003856	NP_647660.1	XP_017753843.1
OG0003857	NP_788641.1	XP_017753951.1
OG0003859	NP_611549.2	XP_017766113.1
OG0003860	NP_612094.2	XP_017765726.1
OG0003861	NP_001259663.1	XP_017765644.1
OG0003862	NP_001286393.1	XP_017762203.1, XP_017762202.1, XP_017762204.1
OG0003863	NP_569972.1	XP_017754241.1
OG0003864	NP_650951.1, NP_650952.2, NP_001260990.1	XP_017758926.1
OG0003866	NP_001261542.1	XP_017760297.1
OG0003867	NP_609864.1, NP_573096.1	XP_017752169.1, XP_017752168.1
OG0003868	NP_610357.1	XP_017767368.1, XP_017767367.1
OG0003869	NP_788357.1	XP_017755561.1, XP_017755562.1
