Orthogroup	Drosophila_melanogaster	Bombyx_mori
OG0004296	NP_476801.1, NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1	NP_001091762.1
OG0004297	NP_524938.1	XP_004931546.1
OG0004298	NP_524779.1	NP_001040401.1
OG0004299	NP_001137795.2	XP_004930348.1
OG0004300	NP_001287572.1	XP_004930631.2
OG0004301	NP_001285193.1	XP_004929017.1
OG0004302	NP_648377.1	XP_004931543.1
OG0004303	NP_001260495.1	XP_004929446.1
OG0004304	NP_001260293.1	NP_001040276.1
OG0004305	NP_001259881.1	XP_004929158.1
OG0004306	NP_001262472.1	XP_004932719.1
OG0004307	NP_001188689.2	NP_001037522.1
OG0004308	NP_524051.1	NP_001040151.1
OG0004309	NP_001245541.1	XP_004925424.1
OG0004310	NP_001137770.1	XP_004924987.1
OG0004311	NP_001246045.1	XP_012550551.1, NP_001040136.1
OG0004312	NP_001261435.1	NP_001040496.1, XP_012550108.1
OG0004313	NP_001285137.1	XP_037867585.1
OG0004314	NP_001285543.1	XP_004923945.1
OG0004315	NP_647792.1	NP_001037082.1
OG0004316	NP_001263104.1	NP_001037580.1
OG0004317	NP_001286731.1	NP_001037508.1
OG0004318	NP_001286506.1	NP_001037556.1
OG0004320	NP_731523.1	XP_004924660.1
OG0004321	NP_611092.2	XP_004927929.1
OG0004322	NP_001163347.1	XP_004924733.1
OG0004323	NP_001260233.1, NP_609197.2, NP_001260232.1	NP_001040110.1
OG0004324	NP_001286410.1	NP_001037273.1
OG0004325	NP_524275.1	XP_037867744.1, XP_004926849.1
OG0004326	NP_610463.2	XP_004933571.2
OG0004327	NP_524452.4	XP_004924517.1
OG0004328	NP_724834.1	NP_001040387.1
OG0004329	NP_001259822.1	NP_001091750.1
OG0004330	NP_649676.1	NP_001040280.1
OG0004331	NP_647991.1	XP_004925913.1
OG0004332	NP_650987.1	XP_021203157.1, NP_001040397.1
OG0004333	NP_524260.1, NP_477414.1	NP_001037390.1
OG0004334	NP_001163571.1, NP_649912.1	XP_012550250.1, NP_001040310.1
OG0004335	NP_610220.1	XP_012549424.1, XP_012549423.1
OG0004336	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1	XP_004924094.1
OG0004337	NP_001261269.1	XP_037868058.1
OG0004338	NP_609845.1	XP_037869104.1
OG0004339	NP_649908.1	XP_004933751.1
OG0004340	NP_001286348.1	XP_004926461.1
OG0004341	NP_609351.1	XP_004924871.1
OG0004343	NP_001097094.1	NP_001037094.1
OG0004344	NP_001259272.1	NP_001040439.1
OG0004345	NP_649252.1	XP_012551528.2
OG0004346	NP_609805.1	XP_004933671.1, XP_037869651.1
OG0004347	NP_524207.1	XP_004925786.1
OG0004348	NP_001163845.1, NP_001015476.1	XP_004931111.2
OG0004349	NP_611559.1	NP_001091827.1
OG0004350	NP_001285449.1	XP_004926892.1
OG0004351	NP_525119.1	XP_004922412.2
OG0004352	NP_649028.3	XP_004925782.1
OG0004353	NP_001285310.1	XP_004928164.1
OG0004354	NP_001287035.1	XP_012547325.1
OG0004355	NP_536744.2	NP_001040384.1
OG0004356	NP_611425.1	XP_004925473.1
OG0004357	NP_572562.1	XP_004921584.1
OG0004358	NP_001286503.1	NP_001037299.1, XP_037874153.1
OG0004359	NP_001189211.1	XP_004925255.1
OG0004360	NP_650056.1	NP_001269152.1
OG0004361	NP_650673.1	XP_004924614.1
OG0004362	NP_001262304.1	XP_012545769.1
OG0004363	NP_001261322.1	XP_004928927.1
OG0004365	NP_648494.2	XP_004922522.1
OG0004366	NP_523476.1	XP_004933534.1
OG0004367	NP_732020.2	XP_037868832.1, XP_012550222.1
OG0004368	NP_524318.1	XP_012553136.1
OG0004369	NP_523582.4	XP_021203230.1, NP_001040390.1
OG0004370	NP_001138143.2	NP_001040275.1
OG0004371	NP_648188.2	NP_001129357.1
OG0004372	NP_001262726.1	XP_004928871.1
OG0004373	NP_728447.2, NP_996529.1, NP_728443.1	XP_004931816.1
OG0004374	NP_001303568.1	XP_004931896.1
OG0004375	NP_608830.3	XP_004923828.1, XP_021202090.1
OG0004376	NP_647775.1	XP_004933701.1, XP_004930241.3
OG0004377	NP_001138105.1	XP_012547760.1
OG0004378	NP_001137873.1	NP_001296469.1
OG0004379	NP_001285662.1	XP_004925730.1
OG0004380	NP_001247273.1	XP_037867326.1
OG0004381	NP_001260780.1	XP_004931120.1
OG0004382	NP_996490.1	XP_037869285.1
OG0004383	NP_610545.1	XP_037877691.1
OG0004384	NP_609443.1	XP_004926239.1
OG0004385	NP_788616.1, NP_001189205.1	NP_001040538.1
OG0004386	NP_611691.1	XP_004928867.1
OG0004387	NP_001285889.1	XP_004922580.1, XP_004922589.1
OG0004388	NP_723505.2	XP_012549974.1
OG0004389	NP_523561.1	NP_001040186.1
OG0004390	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1	XP_037868814.1
OG0004391	NP_001260317.1	XP_037871984.1
OG0004392	NP_001287439.1	NP_001127741.1
OG0004393	NP_610677.1	NP_001037105.1
OG0004394	NP_650976.1	XP_012552792.1
OG0004395	NP_651456.1	NP_001040356.1
OG0004396	NP_610554.1	XP_037867106.1
OG0004397	NP_726779.1	XP_012551911.1
OG0004398	NP_476730.1, NP_476834.1	XP_004929393.1, NP_001170880.1
OG0004400	NP_729935.1	XP_037872499.1
OG0004401	NP_649256.1	XP_012552909.2
OG0004402	NP_524923.1	NP_001040509.1, XP_012543996.1
OG0004403	NP_651498.1	XP_012545483.1
OG0004404	NP_524030.2	NP_001153659.1
OG0004405	NP_649570.1	XP_037869481.1
OG0004406	NP_733063.1	XP_037869513.1
OG0004407	NP_001162940.3, NP_995925.2	NP_001127727.1, XP_037877636.1, XP_004929240.1
OG0004408	NP_001287062.1	XP_021204847.1, XP_012547412.1
OG0004409	NP_524182.3	XP_004926345.2
OG0004410	NP_651927.1	XP_004933293.1
OG0004411	NP_001163296.1	XP_004933256.1, XP_037876327.1
OG0004412	NP_609399.1	NP_001040148.1
OG0004413	NP_001137696.1	NP_001128236.1
OG0004414	NP_001261930.1	XP_037869727.1
OG0004415	NP_001036718.1, NP_650551.1	XP_004923584.2, XP_037867690.1
OG0004416	NP_001261410.1	XP_004931870.1
OG0004417	NP_001260142.1	XP_004922278.1
OG0004418	NP_610327.1, NP_724615.1	XP_004933565.1
OG0004419	NP_001097352.1	XP_012550117.2, XP_021206649.1
OG0004420	NP_477283.1	XP_004925324.1
OG0004421	NP_650270.1	XP_004925566.1
OG0004422	NP_651243.1	XP_004928435.1
OG0004423	NP_001285908.1	XP_012549290.1
OG0004424	NP_001262473.1	NP_001157386.1, XP_012545026.1
OG0004425	NP_608827.1	XP_004926812.1
OG0004426	NP_609783.1	XP_004930472.2
OG0004427	NP_001285801.1, NP_609721.1	XP_004924406.1
OG0004428	NP_648239.1	NP_001129356.1
OG0004429	NP_001259068.1	XP_004925622.1
OG0004430	NP_001259372.1	XP_004928252.2
OG0004431	NP_996303.1	XP_004922106.1
OG0004432	NP_001261247.1, NP_001261517.1	XP_004932553.1
OG0004433	NP_001287204.1, NP_524846.1	XP_037866638.1, XP_037866639.1, XP_037866640.1, XP_037866641.1
OG0004434	NP_001285891.1	XP_021204518.1
OG0004436	NP_001259475.1	NP_001138799.1, XP_012547715.1
OG0004437	NP_001287385.1	XP_037875079.1
OG0004438	NP_650751.3	XP_021207788.2
OG0004439	NP_995932.1	NP_001266353.1, XP_021207445.2
OG0004440	NP_611228.1	NP_001037602.1
OG0004441	NP_523951.1	NP_001093308.1, XP_012550230.1
OG0004442	NP_650942.1	XP_004932564.1
OG0004443	NP_611162.2	XP_037871924.1, XP_037871925.1
OG0004444	NP_001260777.1	XP_004929444.1
OG0004445	NP_650123.1	NP_001106224.1, XP_021207530.1
OG0004446	NP_001260104.1, NP_573142.1	XP_004922901.1
OG0004447	NP_001284739.1	XP_037868292.1
OG0004448	NP_608704.2, NP_001259956.1	XP_004928620.1
OG0004449	NP_788342.1	XP_012545915.2
OG0004450	NP_001285397.1	XP_012546120.1, XP_012546119.1, XP_021203885.1
OG0004451	NP_728642.2	XP_004925914.2
OG0004452	NP_732176.1	NP_001166808.1
OG0004453	NP_610921.1	NP_001136085.1
OG0004454	NP_524151.2	XP_037871803.1
OG0004455	NP_001287493.1	XP_021202583.2
OG0004457	NP_573232.1	XP_004929281.1
OG0004458	NP_608825.2	XP_004926768.1
OG0004459	NP_001162710.2	XP_004929750.1
OG0004460	NP_477121.1	XP_037868050.1
OG0004461	NP_608740.2	XP_004932074.2
OG0004462	NP_651528.2	XP_037868896.1
OG0004463	NP_001027435.2	XP_037867166.1
OG0004464	NP_001097493.1	XP_012548904.1
OG0004465	NP_649466.1	XP_004922073.1
OG0004466	NP_608999.2	XP_021206330.1, XP_004922393.1
OG0004467	NP_608883.1	XP_004924429.2
OG0004469	NP_572952.1	XP_021205574.2
OG0004470	NP_001259370.1	XP_004923758.2
OG0004471	NP_477202.2	XP_021208505.1, NP_001040146.1
OG0004472	NP_001137613.1	XP_004927286.1
OG0004473	NP_524462.2	XP_004923352.2
OG0004475	NP_001262708.1	XP_021204191.1
OG0004478	NP_524183.2	XP_004927741.2
OG0004479	NP_610333.1	XP_004928540.2
OG0004480	NP_651582.1	XP_004926613.2, XP_037877374.1
OG0004481	NP_001259161.1	XP_037871521.1, NP_001037015.1
OG0004482	NP_733068.2, NP_001261049.1	NP_001040514.1
OG0004483	NP_651314.1	XP_004931686.2
OG0004484	NP_608777.1	XP_012550143.1
OG0004485	NP_001247347.1	XP_037869915.1
OG0004486	NP_608781.2	NP_001296544.1
OG0004487	NP_726358.2	XP_021205891.1
OG0004490	NP_648780.1	XP_021203669.1
OG0004491	NP_650248.1	XP_004931937.1
OG0004492	NP_611300.2	XP_004927204.2
OG0004493	NP_651664.2	XP_004922061.3
OG0004494	NP_476901.1	NP_001040545.1, XP_037872570.1
OG0004495	NP_724769.2	XP_004932393.1
OG0004496	NP_651349.1	XP_037868699.1
OG0004498	NP_001246734.1	XP_004931902.2
OG0004499	NP_733352.3	XP_012547044.2
OG0004500	NP_651635.2	XP_004923356.1, XP_037876238.1
OG0004501	NP_523615.2, NP_001260679.1	XP_012549502.2
OG0004502	NP_001247091.1	XP_004924030.1
OG0004503	NP_001027230.1	XP_004930888.2
OG0004504	NP_001286484.1	XP_037869269.1, XP_012549535.1
OG0004505	NP_608388.2	XP_037871579.1
OG0004506	NP_001286174.1	XP_021206434.2
OG0004507	NP_001263099.1, NP_001303460.1	XP_012551824.2, NP_001040548.1
OG0004508	NP_569873.1	XP_004921717.1
OG0004509	NP_001286999.1	XP_012544620.2
OG0004510	NP_732773.1	XP_037868142.1
OG0004511	NP_650686.1	XP_004926798.1
OG0004512	NP_476975.1	XP_037867183.1
OG0004513	NP_648570.1	XP_004925974.1
OG0004514	NP_001260173.1	XP_004924190.1
OG0004515	NP_001285130.1	XP_004928585.1
OG0004516	NP_650432.1	XP_037877318.1, XP_037871723.1
OG0004517	NP_787963.2	XP_021204138.1
OG0004518	NP_650939.2	XP_037874751.1
OG0004519	NP_001262894.1	XP_037876118.1, NP_001036900.1
OG0004520	NP_001245456.1	XP_004930185.1, XP_004930184.1, XP_004930183.1
OG0004521	NP_511044.1	NP_001166283.1, XP_037874249.1
OG0004523	NP_001259649.1	XP_012543921.1, XP_012543920.1, XP_021202130.1, XP_037866833.1
OG0004524	NP_572945.1	XP_037868919.1
OG0004527	NP_001260639.1	XP_037877355.1
OG0004528	NP_001262168.1	NP_001091810.1
OG0004529	NP_651081.1	XP_037867115.1
OG0004530	NP_001260420.1	XP_004929406.1
OG0004531	NP_001261906.1	XP_037871728.1
OG0004532	NP_523465.2	XP_004925125.1
OG0004533	NP_001262116.1	XP_004927924.1
OG0004534	NP_001286215.1	XP_037877609.1
OG0004535	NP_612103.1	XP_004923114.2
OG0004536	NP_523708.2	NP_001093276.1
OG0004537	NP_610279.3	XP_037867597.1
OG0004538	NP_572638.1	XP_004927885.1, XP_037870948.1
OG0004539	NP_001260821.1	XP_004921572.1
OG0004540	NP_476979.1	XP_004925261.1
OG0004541	NP_524344.1	NP_001159615.1, XP_037872549.1
OG0004542	NP_001260580.1	XP_037869561.1, NP_001037009.1
OG0004544	NP_524673.3	XP_004924603.1
OG0004545	NP_001284713.1	XP_004925979.1
OG0004547	NP_001015473.1	XP_012545466.1, XP_021203391.1, XP_021203392.1
OG0004548	NP_001246804.1	NP_001041678.1, XP_037874643.1
OG0004549	NP_651718.1	XP_004921859.1
OG0004550	NP_573230.1	XP_037875309.1
OG0004551	NP_001245759.1	XP_004930352.1
OG0004552	NP_733044.1	XP_004922110.2
OG0004553	NP_001261278.1	XP_037877807.1
OG0004554	NP_573190.1	XP_021202751.1
OG0004555	NP_725632.1	XP_004926997.1
OG0004556	NP_001163123.1	XP_004925803.1
OG0004557	NP_651691.4	XP_037876725.1
OG0004558	NP_649079.2	XP_004928427.1
OG0004559	NP_649911.1	XP_004931495.1
OG0004560	NP_650253.1	XP_021207502.1, XP_012550797.1, XP_012550795.1
OG0004561	NP_609299.1	NP_001040132.1
OG0004563	NP_732527.1	XP_004926318.1
OG0004564	NP_001262636.1	XP_004927446.1
OG0004565	NP_001260630.1	XP_004926267.1
OG0004566	NP_608995.2	NP_001040367.1
OG0004567	NP_609446.1	XP_004925491.1
OG0004568	NP_001286611.1	XP_037867040.1
OG0004569	NP_723811.1	XP_004926257.1
OG0004570	NP_477431.1, NP_001285857.1	NP_001188366.1
OG0004571	NP_001263057.1	XP_004928163.3
OG0004572	NP_001260556.1	NP_001138798.1, XP_037877641.1
OG0004573	NP_523947.2	XP_012547105.2, NP_001037168.1
OG0004574	NP_649784.1	XP_004933022.1
OG0004575	NP_476656.1	XP_037866637.1
OG0004576	NP_572694.1	XP_037877751.1
OG0004577	NP_001286657.1	XP_012551976.2
OG0004578	NP_001036641.1	XP_004921881.1
OG0004579	NP_572353.1	XP_004925321.1
OG0004580	NP_650835.1	XP_004932500.1, XP_004932501.1
OG0004581	NP_001260163.1	XP_004929151.1
OG0004582	NP_650152.1, NP_727091.1	XP_004929851.1
OG0004583	NP_524429.1	XP_037872882.1
OG0004584	NP_001262802.1	XP_004925134.1
OG0004585	NP_573352.2, NP_001261744.1	XP_037866826.1
OG0004586	NP_477329.1	XP_004924673.1
OG0004587	NP_001260046.1	NP_001040251.1
OG0004588	NP_477395.1	NP_001166192.1, XP_037876455.1
OG0004589	NP_524308.2	XP_021202871.1
OG0004590	NP_476927.1	XP_004922675.1
OG0004591	NP_572160.1	XP_037875340.1
OG0004592	NP_524331.2	NP_001040336.1
OG0004593	NP_729802.1	XP_021207989.1
OG0004594	NP_476995.1	XP_012550505.1
OG0004597	NP_001188830.1	XP_004930913.2
OG0004598	NP_611335.1	XP_004930112.1
OG0004599	NP_001246025.1	NP_001296491.1
OG0004600	NP_610172.1	XP_012551106.1
OG0004601	NP_523528.1	XP_012546519.1, NP_001182381.1
OG0004602	NP_996031.1	NP_001037440.1
OG0004603	NP_001162897.1	NP_001104824.1, XP_021203290.2
OG0004604	NP_733256.2	XP_004924511.1
OG0004605	NP_001286057.1	XP_004931787.1
OG0004606	NP_609535.1	XP_012545772.2
OG0004607	NP_001286102.1	XP_004931702.1
OG0004608	NP_648294.1, NP_650191.1	XP_012550134.2
OG0004609	NP_001259382.1	XP_037868321.1, XP_037868322.1
OG0004610	NP_001259243.1	XP_004928400.1
OG0004611	NP_648486.1	XP_004933693.1
OG0004612	NP_572303.4	XP_004921597.1
OG0004613	NP_611943.1	XP_004931325.1
OG0004614	NP_001261836.1	XP_004929280.1
OG0004615	NP_648669.1	XP_004933640.1
OG0004616	NP_001189103.1	XP_012547208.1
OG0004617	NP_651407.3	XP_037872778.1
OG0004618	NP_001097000.1	XP_037875815.1, XP_004926355.1
OG0004619	NP_001261931.1	XP_004932921.2
OG0004620	NP_523782.1	XP_004930415.2
OG0004621	NP_608544.1	XP_004929426.1
OG0004623	NP_730435.2	XP_012544915.1
OG0004624	NP_511165.1	NP_001040469.1
OG0004625	NP_788494.1	XP_037875325.1
OG0004627	NP_648657.1	XP_004932992.1, XP_037869738.1
OG0004628	NP_524190.2	XP_004927872.1
OG0004629	NP_001259964.1	NP_001037526.1, XP_012551823.1
OG0004630	NP_648838.3	XP_021204623.2
OG0004631	NP_001259553.1	XP_021205533.2
OG0004632	NP_610605.1	XP_004923452.1
OG0004633	NP_477385.1	NP_001037404.1
OG0004634	NP_609085.1, NP_001096868.3	XP_037873115.1
OG0004635	NP_001246458.1	XP_037866953.1
OG0004636	NP_610311.1	XP_004931203.1
OG0004637	NP_001246862.1	XP_037868401.1
OG0004638	NP_001285788.1	XP_004928530.2
OG0004639	NP_610589.2	XP_004929402.1
OG0004640	NP_001097639.2	XP_004926904.1
OG0004641	NP_611248.3	XP_004932144.1
OG0004642	NP_001097280.2	XP_012548091.1
OG0004643	NP_001260109.1	XP_037870577.1
OG0004644	NP_001263138.1	XP_004925206.2
OG0004645	NP_001334718.1	XP_037870819.1, NP_001037012.1
OG0004646	NP_001262454.1	XP_037874669.1
OG0004647	NP_001262819.1	XP_037876591.1
OG0004648	NP_001246859.1	XP_037870169.1
OG0004649	NP_001284963.1	XP_037866751.1, NP_001040227.1
OG0004650	NP_001162873.1, NP_001261505.1	XP_004930999.2
OG0004651	NP_611869.1	XP_037876247.1
OG0004653	NP_610683.1	XP_021205684.1
OG0004654	NP_001262170.1	XP_037875758.1
OG0004655	NP_788538.2	XP_004924216.1
OG0004656	NP_609111.1	XP_012549467.2
OG0004657	NP_524994.2	XP_004924488.1
OG0004658	NP_001260879.1	XP_004932855.1
OG0004659	NP_001097336.1	XP_021202444.2
OG0004660	NP_001137912.1	XP_004929810.1
OG0004661	NP_648315.1	XP_021207147.1
OG0004662	NP_001163512.1	XP_037876229.1
OG0004663	NP_524538.2	XP_012547303.1, NP_001037129.1
OG0004664	NP_524129.1, NP_001027281.1	XP_004926209.1
OG0004665	NP_001033805.1	XP_037874308.1, XP_037874310.1
OG0004666	NP_649137.3	XP_037869579.1
OG0004667	NP_612028.4	NP_001243975.1, XP_037868624.1
OG0004668	NP_001287459.1	XP_004930620.1
OG0004669	NP_610850.1	XP_021207398.1
OG0004670	NP_608450.1	XP_021203994.1
OG0004671	NP_001036433.1	NP_001040347.1
OG0004672	NP_001262765.1	XP_037871152.1
OG0004673	NP_001284934.1	XP_037877226.1, XP_037876753.1
OG0004674	NP_001285279.1	XP_012549762.2
OG0004675	NP_001284969.1	NP_001040230.1
OG0004676	NP_001260366.1	XP_004931827.1
OG0004676	NP_572675.1	XP_037877620.1
OG0004677	NP_001286952.1	XP_012549073.1
OG0004678	NP_650002.1	XP_004923948.1
OG0004679	NP_725520.3	XP_004925897.2, XP_012548045.2
OG0004680	NP_001097824.1	XP_037868635.1
OG0004681	NP_731599.1	XP_021207044.1, XP_021207046.1
OG0004682	NP_608573.1	XP_004926296.1
OG0004683	NP_001262946.1	XP_004924553.1
OG0004684	NP_001027422.1	XP_004924202.2
OG0004685	NP_524302.1	XP_004931967.1
OG0004686	NP_477339.1	XP_037877739.1
OG0004687	NP_611382.1	NP_001296503.1, XP_012544872.2
OG0004688	NP_648505.1, NP_001036344.1	XP_004930876.1
OG0004689	NP_001162848.1	XP_004930900.1
OG0004691	NP_651942.2	XP_037873314.1
OG0004692	NP_726604.1	XP_021204075.1
OG0004693	NP_524435.2, NP_001262805.1	XP_004933121.2
OG0004694	NP_651794.2	XP_037868643.1
OG0004695	NP_001246231.1	XP_004925425.1
OG0004696	NP_001260810.1	XP_021203454.2
OG0004697	NP_001286201.1	XP_037872985.1
OG0004699	NP_650451.1	XP_004928467.1
OG0004700	NP_726032.4	XP_004921618.1
OG0004701	NP_648950.1	XP_037867019.1
OG0004702	NP_610854.1	XP_004927801.1
OG0004704	NP_569971.3	XP_004928434.1
OG0004705	NP_001284818.1	XP_004929708.2
OG0004706	NP_572323.1	XP_004925316.1
OG0004707	NP_609174.1	XP_004930964.2
OG0004708	NP_001097440.1	XP_037866810.1
OG0004710	NP_725706.1, NP_725705.2	XP_004932084.1
OG0004711	NP_611009.1	XP_012551229.1
OG0004712	NP_001162991.1	XP_037868255.1
OG0004713	NP_609942.1, NP_001188537.1	XP_004926894.3
OG0004714	NP_001262192.1	XP_004926571.1
OG0004715	NP_524221.1	XP_004922137.1
OG0004716	NP_001286488.1	NP_001093297.1
OG0004717	NP_477507.1, NP_001261024.1	XP_004928295.1, XP_004927863.1
OG0004718	NP_001097489.1	XP_004925713.1
OG0004719	NP_001246662.1	XP_037869403.1
OG0004720	NP_729020.2, NP_651191.1	XP_037867410.1
OG0004721	NP_001368942.1	XP_004924414.3, XP_021202487.1, XP_021202488.1
OG0004722	NP_652046.1	NP_001040269.1
OG0004723	NP_001368982.1	XP_037871498.1, NP_001243912.1
OG0004724	NP_001027444.1	NP_001040163.1, XP_012548073.1
OG0004725	NP_001246790.1	XP_037869726.1
OG0004726	NP_523674.1	NP_001037345.1
OG0004728	NP_001286292.1	XP_037867449.1
OG0004729	NP_650353.1	XP_004924552.1
OG0004730	NP_001261351.1, NP_001334707.1	XP_037872588.1
OG0004731	NP_001262744.1, NP_001138182.3	XP_004924624.1
OG0004732	NP_651539.3	XP_037869105.1
OG0004733	NP_524707.1, NP_524947.1, NP_001036602.1, NP_001262433.1	XP_012553114.1
OG0004734	NP_001163403.1	XP_004931592.1
OG0004735	NP_001097240.1	NP_001108115.1
OG0004736	NP_647832.1	XP_004923797.2, XP_037871451.1
OG0004738	NP_511055.1	XP_004930437.2, XP_037869286.1
OG0004739	NP_609917.2	XP_021202435.2
OG0004740	NP_660192.1	XP_004932179.1
OG0004741	NP_001162673.1	NP_001166866.1, XP_021204666.2
OG0004743	NP_001261451.1	XP_004924798.1
OG0004744	NP_727963.1	XP_004926756.2, XP_004926747.1, XP_021204031.1
OG0004745	NP_609922.2	XP_037866647.1
OG0004746	NP_001260464.1	XP_004921789.1
OG0004747	NP_001260155.1	XP_037875369.1
OG0004750	NP_001097093.1	XP_004930557.1
OG0004751	NP_001097342.1	XP_012544089.1
OG0004752	NP_650299.1	XP_021203966.1
OG0004753	NP_523720.2	XP_037867534.1
OG0004754	NP_001287619.1	XP_037868778.1
OG0004755	NP_001014482.2	XP_004932637.2
OG0004756	NP_648352.2	XP_012549843.2
OG0004757	NP_608648.1	XP_037868893.1
OG0004758	NP_728830.1	NP_001037360.1, XP_012550459.1
OG0004760	NP_001189150.1	NP_001093295.1
OG0004761	NP_573316.1	XP_004931798.1
OG0004762	NP_001284762.1	XP_037873206.1
OG0004763	NP_651709.1	XP_012550994.3
OG0004764	NP_523547.1	NP_001036845.1
OG0004765	NP_001286547.1	XP_004927750.2
OG0004766	NP_610283.1	XP_012553176.2
OG0004767	NP_001245953.1	XP_004927762.1
OG0004768	NP_001137784.1	XP_021203910.2, XP_004926541.2
OG0004769	NP_647830.1	XP_037866460.1
OG0004771	NP_001259563.2	XP_037875057.1
OG0004772	NP_001286324.1	XP_012547994.1
OG0004773	NP_611139.1	XP_004929716.1
OG0004774	NP_524841.1	XP_037870799.1
OG0004775	NP_524310.1	NP_001040507.1, XP_037869570.1
OG0004778	NP_573305.2	XP_037870922.1
OG0004779	NP_609318.1	XP_004924616.1
OG0004780	NP_001260600.1	XP_037875096.1
OG0004781	NP_648498.1	XP_004927181.1
OG0004782	NP_001097696.1, NP_732055.1, NP_001097807.1, NP_651289.1	XP_004931158.1
OG0004784	NP_609957.2, NP_611428.1	XP_004924716.1
OG0004785	NP_651731.1	XP_004933043.1
OG0004786	NP_001287041.1	XP_012547398.1, XP_004927882.1
OG0004788	NP_001262468.1, NP_001245504.1	XP_004933037.1
OG0004789	NP_648346.1	XP_012548141.3
OG0004791	NP_650898.1	XP_037874713.1
OG0004792	NP_729053.2	XP_021207160.2
OG0004793	NP_001163666.1	NP_001266420.1
OG0004794	NP_611091.2	XP_004923208.2
OG0004795	NP_001163629.2	XP_037867954.1
OG0004796	NP_001262885.1	XP_037869821.1, XP_037869823.1, XP_037869822.1
OG0004797	NP_573034.1	XP_012548145.1, XP_012548142.1
OG0004799	NP_651365.1	XP_004925444.1
OG0004800	NP_001163479.1	XP_004924846.1
OG0004801	NP_524622.1	XP_004929500.1
OG0004802	NP_608878.1, NP_001285607.1	XP_012549806.2, XP_037875433.1
OG0004803	NP_723224.2	XP_012548414.1
OG0004804	NP_611850.1	XP_004929817.1
OG0004805	NP_001369043.1	XP_037869677.1
OG0004806	NP_523488.2	XP_004928405.1
OG0004807	NP_001260753.1, NP_525012.2	NP_001040157.1
OG0004808	NP_001247109.1	XP_012544032.1, XP_037868885.1
OG0004809	NP_001260292.1, NP_609302.1	XP_004929375.2
OG0004810	NP_001137822.1	XP_012550082.2
OG0004813	NP_001259963.1	XP_004929405.1
OG0004814	NP_477481.1	XP_004923825.1
OG0004815	NP_001245501.1	NP_001127733.1, XP_037866913.1
OG0004816	NP_788296.1	XP_004922736.2, XP_004922735.2
OG0004817	NP_650016.1	XP_037876135.1
OG0004818	NP_001262957.1	XP_004921835.2
OG0004819	NP_524870.1	XP_037875649.1
OG0004820	NP_724223.4	NP_001040381.1
OG0004821	NP_001259375.1, NP_651832.3	XP_037870464.1
OG0004822	NP_649251.2	XP_012544661.1, NP_001245293.1
OG0004823	NP_610999.4	XP_037871149.1
OG0004824	NP_573313.2	XP_037866845.1
OG0004825	NP_611585.1	XP_004927545.1
OG0004826	NP_729680.1	XP_004926344.1
OG0004827	NP_524888.1, NP_611455.1	XP_004933709.1
OG0004828	NP_001261664.1	XP_021202614.1
OG0004829	NP_001286982.1	XP_037868338.1, XP_037868339.1
OG0004831	NP_477089.3	NP_001188511.1, XP_012548538.1
OG0004833	NP_648573.2	XP_037872196.1
OG0004834	NP_001286810.1	XP_004926995.1
OG0004835	NP_001137761.1	XP_004929303.2, XP_037866601.1, XP_012548378.2
OG0004836	NP_001261140.1	XP_037872058.1
OG0004837	NP_608489.2	XP_037877672.1
OG0004838	NP_609180.3	XP_037866636.1
OG0004839	NP_001356949.1	XP_021203027.2
OG0004841	NP_001261061.1	NP_001139724.1, XP_012551191.1
OG0004842	NP_608562.4	XP_021206436.2
OG0004843	NP_723087.1	NP_001108473.1
OG0004844	NP_650787.1	XP_004921694.1
OG0004845	NP_650203.3	XP_037872712.1
OG0004846	NP_001097259.2	XP_037868146.1
OG0004847	NP_788403.2	XP_037876008.1
OG0004848	NP_572427.1, NP_001356905.1	XP_012545193.1
OG0004851	NP_001261455.1	XP_021206118.2
OG0004852	NP_788073.1	XP_037869020.1
OG0004853	NP_524143.2	NP_001037528.2, XP_021205997.1
OG0004857	NP_788423.1	XP_037873277.1, XP_037873284.1
OG0004858	NP_001259102.1	XP_004921812.1
OG0004859	NP_001262715.1	XP_037876603.1
OG0004861	NP_001262624.1	XP_037874282.1
OG0004862	NP_572571.1	XP_004932310.1
OG0004863	NP_572372.1	XP_004928550.1
OG0004864	NP_611336.1	XP_037869472.1, XP_037877467.1
OG0004865	NP_733162.2	XP_012546158.1, XP_037870507.1, XP_021203943.1, XP_012546148.1
OG0004866	NP_722590.2	XP_037866854.1
OG0004867	NP_572445.1	XP_004931778.2
OG0004868	NP_572437.2	XP_037867288.1
OG0004869	NP_647717.1	XP_037876096.1
OG0004870	NP_001189234.1	XP_037867366.1
OG0004871	NP_650924.3	XP_037875093.1
OG0004872	NP_612093.1	XP_037869254.1
OG0004873	NP_609731.1, NP_001096967.1	XP_037872242.1
OG0004874	NP_523483.2	XP_037870529.1
OG0004875	NP_523935.1	XP_021208308.2, XP_004922781.3
OG0004876	NP_732076.1	XP_004926335.2
OG0004877	NP_511080.2	NP_001243915.1, XP_012547111.1
OG0004878	NP_609608.1	XP_004925546.1
