Orthogroup	Drosophila_melanogaster	Aedes_aegypti
OG0003339	NP_001284851.1	XP_001652367.1
OG0003340	NP_610249.2	XP_001650002.2
OG0003341	NP_608833.1	XP_001657799.1
OG0003342	NP_001097839.1	XP_021710632.1
OG0003343	NP_001034065.1	XP_021712124.1, XP_001657979.2
OG0003344	NP_001260981.1	XP_021707463.1
OG0003345	NP_651811.1, NP_608447.1	XP_001649429.1
OG0003346	NP_001303472.1	XP_021694184.1
OG0003347	NP_650199.1, NP_001263016.2	XP_001656544.2, XP_021711205.1
OG0003349	NP_001285787.1	XP_001657302.2
OG0003350	NP_650064.1	XP_001655940.2, XP_011493660.2
OG0003351	NP_648781.1	XP_001659444.2
OG0003352	NP_729565.2	XP_021697528.1
OG0003353	NP_001138203.1	XP_021694839.1, XP_021694841.1, XP_021694843.1, XP_021694842.1, XP_021694840.1
OG0003354	NP_569973.1	XP_021709575.1, XP_021709574.1
OG0003355	NP_001260531.1	XP_021700590.1, XP_001650055.2, XP_021700594.1, XP_021700593.1, XP_021700591.1, XP_021700592.1
OG0003356	NP_651883.1	XP_001648071.1
OG0003357	NP_996198.2	XP_021693013.1
OG0003358	NP_524408.1	XP_001652642.1
OG0003360	NP_001246623.1	XP_001648287.1
OG0003361	NP_523460.2	XP_001650262.2
OG0003362	NP_476590.1	XP_021693650.1
OG0003363	NP_001260793.1	XP_001656427.1, XP_021711836.1, XP_021707574.1
OG0003364	NP_727320.1	XP_021694038.1
OG0003365	NP_001162923.1	XP_021701035.1
OG0003366	NP_001284772.1	XP_001659575.2
OG0003367	NP_524610.1	XP_021710318.1
OG0003368	NP_728961.2	XP_021704844.1
OG0003369	NP_001097423.1	XP_001660627.2, XP_021699394.1, XP_021699393.1
OG0003371	NP_725412.2	XP_011493668.1
OG0003372	NP_609404.2	XP_001656211.1
OG0003373	NP_733060.1	XP_021713250.1
OG0003374	NP_733206.3	XP_021695253.1, XP_021695330.1, XP_021695285.1, XP_021713040.1
OG0003375	NP_001036466.2	XP_001655655.1
OG0003376	NP_611176.1	XP_001661824.1
OG0003377	NP_649759.1	XP_001662233.1, XP_021705327.1
OG0003378	NP_477131.1	XP_001659363.2
OG0003379	NP_001246213.1	XP_021702117.1
OG0003380	NP_001260886.1	XP_021696042.1
OG0003381	NP_610355.1	XP_021700932.1, XP_001651179.1
OG0003382	NP_524848.1	XP_021706883.1
OG0003383	NP_524192.2	XP_021697536.1
OG0003385	NP_001284784.1	XP_021700187.1
OG0003386	NP_610439.1	XP_021702111.1, XP_001660118.2
OG0003386	NP_610441.2	XP_021702107.1
OG0003387	NP_001162894.1	XP_021700800.1
OG0003388	NP_001097271.1	XP_021701053.1, XP_021701054.1
OG0003389	NP_001286225.1	XP_021700040.1
OG0003389	NP_650641.2	XP_001651259.2
OG0003390	NP_608885.1	XP_001658447.1
OG0003391	NP_477494.2, NP_649430.1, NP_001245959.1	XP_001654317.2, XP_021705665.1
OG0003392	NP_001262566.1	XP_021693393.1
OG0003393	NP_477441.1	XP_001656145.1
OG0003394	NP_001262459.1	XP_021705938.1, XP_021705930.1
OG0003395	NP_001262351.1	XP_021705169.1, XP_001664040.1
OG0003396	NP_651892.1	XP_011493008.1
OG0003397	NP_477360.2	XP_001662676.2
OG0003398	NP_001014671.1, NP_524543.1, NP_001163602.1	XP_021712996.1
OG0003399	NP_001260176.1	XP_021701868.1
OG0003400	NP_001356976.1	XP_021698320.1
OG0003401	NP_524784.1	XP_021706701.1
OG0003402	NP_001286639.1	XP_001661872.2
OG0003403	NP_001262770.1	XP_001662660.2, XP_021700440.1, XP_021700427.1
OG0003404	NP_722615.1	XP_021700429.1
OG0003405	NP_523776.1	XP_021710455.1, XP_021710454.1, XP_021710453.1, XP_021710452.1
OG0003406	NP_001247280.1	XP_021694133.1
OG0003407	NP_650488.1	XP_001647891.2
OG0003408	NP_727408.2, NP_733331.1	XP_021694851.1
OG0003409	NP_001285650.1	XP_021702362.1
OG0003410	NP_001259845.1	XP_021700406.1, XP_021700409.1
OG0003411	NP_001286978.1	XP_021699680.1
OG0003412	NP_649538.1	XP_001648070.2
OG0003413	NP_572216.1	XP_021696036.1, XP_021696037.1
OG0003414	NP_511051.1, NP_651620.1	XP_021711683.1
OG0003416	NP_477246.2	XP_021708247.1, XP_021708246.1, XP_021708249.1, XP_021708248.1, XP_021708250.1
OG0003417	NP_573081.1	XP_001658908.2
OG0003418	NP_608528.1	XP_021703619.1, XP_021703618.1
OG0003419	NP_001097860.1, NP_524750.2	XP_001660456.1
OG0003420	NP_648841.1	XP_021708394.1
OG0003421	NP_610477.2	XP_001648755.2
OG0003423	NP_001246150.1	XP_021695646.1, XP_021695645.1, XP_021695647.1
OG0003424	NP_610179.2	XP_001650523.1
OG0003425	NP_647780.1	XP_001653134.2
OG0003426	NP_001259879.1	XP_021705984.1, XP_021712512.1
OG0003427	NP_524319.2	XP_001648286.1
OG0003428	NP_001262182.1	XP_001647965.1
OG0003429	NP_001260935.1	XP_021696705.1
OG0003430	NP_001188988.1	XP_021710717.1
OG0003431	NP_511098.1	XP_021704453.1, XP_001662837.1
OG0003432	NP_524087.3	XP_021710913.1
OG0003433	NP_001262205.1	XP_021700193.1
OG0003435	NP_001286451.1	XP_021697365.1
OG0003436	NP_001096984.1	XP_021694249.1
OG0003437	NP_730525.2	XP_001649939.1
OG0003438	NP_001262354.2	XP_021697959.1
OG0003439	NP_001284867.1	XP_021704207.1
OG0003441	NP_001286822.1	XP_021708276.1
OG0003442	NP_652016.1	XP_021704572.1
OG0003443	NP_001247055.1	XP_021705165.1, XP_021706176.1, XP_001654768.2
OG0003444	NP_611495.1	XP_001657164.2
OG0003445	NP_001368979.1	XP_001653709.2
OG0003446	NP_476694.1	XP_001658067.2
OG0003447	NP_524380.1	XP_001648069.1
OG0003449	NP_610548.2	XP_021695718.1, XP_021695722.1
OG0003450	NP_611341.1, NP_523784.2	XP_001647935.2, XP_001647937.2, XP_001647936.2
OG0003451	NP_728074.1	XP_021713405.1
OG0003452	NP_001245766.1	XP_021705078.1, XP_021705079.1, XP_021705080.1
OG0003453	NP_650076.1	XP_001654273.2
OG0003454	NP_523805.1	XP_001662432.1
OG0003455	NP_524075.2	XP_001657756.2
OG0003456	NP_609365.3	XP_001648651.1
OG0003457	NP_001246926.1	XP_001661208.1
OG0003458	NP_649782.1	XP_001652791.2
OG0003459	NP_001285450.1, NP_610738.1	XP_001650928.1
OG0003460	NP_523934.1	XP_001661200.1, XP_021712284.1
OG0003461	NP_001259747.1	XP_021702974.1, XP_021702992.1
OG0003462	NP_727769.3	XP_021712659.1, XP_021697265.1
OG0003463	NP_001262379.1	XP_001649212.2
OG0003464	NP_725084.2	XP_001659196.2
OG0003465	NP_730815.2	XP_001650323.1
OG0003466	NP_001262696.1	XP_001650815.2
OG0003467	NP_001033895.1	XP_001656428.1
OG0003468	NP_608936.1, NP_001163143.1	XP_021706135.1, XP_021712256.1
OG0003470	NP_001261364.1	XP_021697599.1, XP_021697600.1, XP_021697598.1, XP_021697596.1
OG0003471	NP_609186.1	XP_001664029.1, XP_021694734.1
OG0003472	NP_610891.1	XP_021709179.1
OG0003473	NP_001245516.1	XP_001663844.1
OG0003474	NP_001163313.1	XP_001660095.2, XP_021712864.1
OG0003475	NP_477453.1	XP_001664044.1
OG0003476	NP_611547.2	XP_021704549.1, XP_021704550.1
OG0003477	NP_523419.1	XP_011493555.1
OG0003478	NP_001262821.1	XP_021704956.1, XP_021704957.1, XP_001663120.1
OG0003479	NP_476701.1, NP_524411.1	XP_021698798.1
OG0003480	NP_001260252.1	XP_001653389.1
OG0003481	NP_001036603.1	XP_021698973.1
OG0003482	NP_611955.2	XP_021707584.1
OG0003483	NP_732610.1	XP_001650303.1
OG0003484	NP_001259705.1	XP_001656451.2
OG0003485	NP_572915.1	XP_021693874.1
OG0003486	NP_001260713.1	XP_001660583.2
OG0003487	NP_001285522.1	XP_021694695.1
OG0003488	NP_001286851.1	XP_021705877.1, XP_001652210.1
OG0003489	NP_001260143.1	XP_021698111.1, XP_001648011.1, XP_001651232.2
OG0003491	NP_001163420.1	XP_001656061.1
OG0003493	NP_995847.1	XP_001648225.1, XP_001648224.1
OG0003494	NP_001097740.1	XP_001657669.2
OG0003495	NP_651224.1	XP_021693960.1, XP_021693959.1, XP_021693958.1, XP_021693957.1, XP_021693956.1, XP_021693955.1
OG0003497	NP_001262426.1	XP_021707132.1, XP_021712764.1, XP_021705146.1
OG0003498	NP_725517.2	XP_001651510.2
OG0003499	NP_001262755.1	XP_021711565.1
OG0003500	NP_610612.1	XP_021698173.1
OG0003501	NP_648929.1	XP_021708648.1, XP_021708649.1, XP_001660026.1
OG0003502	NP_001259726.1	XP_001661830.1
OG0003503	NP_648536.1	XP_021704432.1
OG0003504	NP_476768.1	XP_021712713.1, XP_001650890.2
OG0003506	NP_001261171.1	XP_001660737.2
OG0003507	NP_523670.2	XP_001652711.2
OG0003508	NP_650404.1, NP_572929.1	XP_021694125.1
OG0003509	NP_608811.2	XP_021700503.1
OG0003510	NP_001097013.2	XP_021705802.1
OG0003511	NP_610452.2	XP_021704391.1, XP_021704392.1
OG0003512	NP_001285437.1	XP_021710188.1
OG0003513	NP_001246578.1	XP_021696112.1
OG0003514	NP_001262535.1	XP_021712069.1, XP_001654201.1
OG0003515	NP_001286894.1	XP_021705993.1
OG0003516	NP_001015402.3, NP_652484.1	XP_001655445.1
OG0003517	NP_572927.1	XP_001658626.2
OG0003518	NP_001014592.1	XP_001663586.1
OG0003519	NP_523834.1	XP_021706584.1
OG0003520	NP_001284712.1	XP_021709532.1, XP_021709534.1, XP_021709536.1
OG0003521	NP_651327.1	XP_021693355.1, XP_021693358.1, XP_021693352.1
OG0003523	NP_572207.1, NP_649390.1	XP_001661656.2
OG0003524	NP_610295.1, NP_609667.2, NP_001097332.1	XP_001664284.1
OG0003525	NP_001246660.1	XP_021696876.1, XP_021696874.1, XP_021696875.1
OG0003527	NP_524617.3	XP_021713117.1
OG0003529	NP_609803.1	XP_001652025.1
OG0003530	NP_001189224.1	XP_001664302.1
OG0003531	NP_001246496.1	XP_001654051.1
OG0003532	NP_524775.1	XP_021693046.1
OG0003533	NP_572804.1	XP_001653936.2
OG0003534	NP_726773.2	XP_021708256.1, XP_021708252.1
OG0003535	NP_648818.3	XP_021708213.1, XP_021712044.1
OG0003536	NP_001334682.1	XP_021697461.1
OG0003537	NP_725599.2	XP_021711531.1, XP_021712008.1, XP_021712007.1
OG0003538	NP_001286840.1	XP_001651650.2
OG0003539	NP_001259679.1	XP_021699864.1
OG0003540	NP_001262668.1	XP_001652203.1, XP_001661508.2, XP_001647653.1
OG0003541	NP_001262829.1	XP_021708654.1, XP_021708653.1
OG0003542	NP_608745.1	XP_021702739.1, XP_001660639.1
OG0003543	NP_572639.2	XP_001653099.1
OG0003544	NP_001260220.1	XP_001659424.1
OG0003546	NP_652335.1	XP_001654726.1
OG0003547	NP_788434.1	XP_021697339.1
OG0003548	NP_001285168.1	XP_021704490.1, XP_001658837.1
OG0003549	NP_610842.1	XP_001660943.1
OG0003550	NP_608792.1	XP_001659134.1
OG0003551	NP_001287595.1	XP_021697730.1
OG0003552	NP_001245771.1	XP_021710310.1
OG0003553	NP_001286937.1	XP_001649447.2, XP_021696172.1, XP_021696171.1, XP_021696173.1
OG0003554	NP_610421.1	XP_001648132.1
OG0003555	NP_569948.3	XP_001661240.1
OG0003556	NP_572286.1	XP_021694873.1, XP_021694874.1, XP_001661441.2
OG0003557	NP_652054.1	XP_021705403.1, XP_001647925.2, XP_021705404.1
OG0003558	NP_001286837.1	XP_021706602.1
OG0003559	NP_001262811.1	XP_021693231.1
OG0003560	NP_649937.1	XP_001650296.2
OG0003561	NP_648551.3	XP_001659704.1
OG0003562	NP_726776.1	XP_021695151.1
OG0003563	NP_524340.2	XP_021695568.1
OG0003564	NP_001260401.1, NP_609533.1	XP_021702976.1
OG0003565	NP_611962.2	XP_021701986.1, XP_021701985.1, XP_021701988.1, XP_021701987.1, XP_021701989.1
OG0003566	NP_610798.1	XP_021695732.1
OG0003567	NP_524351.1	XP_021708971.1, XP_001650452.1
OG0003568	NP_001036444.1	XP_021708942.1, XP_021708941.1, XP_021708940.1, XP_021708944.1, XP_021708943.1
OG0003569	NP_001259065.1	XP_021694582.1
OG0003570	NP_650256.2	XP_001654322.2
OG0003571	NP_609641.1	XP_001656530.1
OG0003572	NP_725534.1	XP_001662725.1
OG0003573	NP_001163746.1	XP_021694624.1, XP_021694599.1
OG0003574	NP_649699.1	XP_001655116.1
OG0003575	NP_001261871.1	XP_001661904.1
OG0003576	NP_001162879.1	XP_001649063.1, XP_021700853.1
OG0003577	NP_001245936.1	XP_021700382.1
OG0003578	NP_650054.2	XP_001653802.1
OG0003579	NP_001285192.1	XP_021706674.1
OG0003580	NP_511143.2	XP_001653905.2
OG0003581	NP_001286265.1	XP_021696709.1
OG0003582	NP_569947.2	XP_021705002.1
OG0003583	NP_652189.1	XP_001657963.1
OG0003584	NP_001246145.1	XP_021704287.1
OG0003585	NP_733027.2	XP_001657219.1, XP_021712295.1
OG0003586	NP_649134.3	XP_021697526.1
OG0003587	NP_724916.1	XP_001654456.2
OG0003588	NP_001014614.1	XP_021710488.1
OG0003589	NP_996132.1	XP_001647586.2
OG0003591	NP_524597.1	XP_021703285.1
OG0003592	NP_524652.1	XP_021699727.1
OG0003593	NP_001286401.1	XP_021704858.1
OG0003594	NP_610243.4, NP_650495.1	XP_021697288.1, XP_021697470.1, XP_021697468.1, XP_021697471.1, XP_021697467.1, XP_001651905.2, XP_021695191.1, XP_001660984.1, XP_001661710.2
OG0003596	NP_648348.1	XP_001656772.1
OG0003597	NP_001261943.1	XP_021708665.1, XP_021708669.1
OG0003598	NP_001247400.1	XP_021707950.1
OG0003599	NP_610813.3	XP_021703495.1
OG0003600	NP_652069.2	XP_021705975.1, XP_001658839.2
OG0003601	NP_001247153.1	XP_001651353.1
OG0003602	NP_996141.2	XP_001661151.2
OG0003603	NP_524366.1	XP_001647944.1
OG0003604	NP_647677.2	XP_001664321.2, XP_021695567.1
OG0003605	NP_612073.2	XP_021699308.1
OG0003606	NP_524810.2	XP_001661673.2
OG0003607	NP_649008.2	XP_001652885.1, XP_021698487.1
OG0003608	NP_609634.1	XP_021700872.1
OG0003609	NP_608886.1	XP_021704042.1
OG0003610	NP_651726.1	XP_021692946.1, XP_021692947.1, XP_021692945.1
OG0003611	NP_523583.2	XP_021706718.1
OG0003612	NP_477303.1	XP_021699398.1
OG0003613	NP_570069.1	XP_001656754.1
OG0003614	NP_523541.2	XP_021703595.1
OG0003615	NP_611687.1	XP_001651747.1
OG0003616	NP_001262982.1	XP_001661828.1
OG0003617	NP_001260440.1	XP_021700882.1, XP_021700888.1, XP_021700886.1, XP_021700892.1
OG0003618	NP_511065.1	XP_001662645.1
OG0003619	NP_523898.1	XP_021712597.1, XP_001651263.1
OG0003620	NP_611053.1	XP_001656012.2
OG0003621	NP_725799.1	XP_021698469.1, XP_021698470.1
OG0003623	NP_001261078.1	XP_001652305.2
OG0003624	NP_001260192.1	XP_021701314.1
OG0003625	NP_732109.2	XP_021708634.1, XP_021708630.1
OG0003626	NP_476722.1	XP_021697874.1, XP_001662556.2
OG0003627	NP_725451.1	XP_001664274.1, XP_001664270.2
OG0003628	NP_001247372.1	XP_021703108.1, XP_021703136.1
OG0003629	NP_649520.1	XP_001656412.1, XP_021710799.1
OG0003630	NP_001259267.1	XP_021706155.1
OG0003631	NP_611946.2	XP_001653593.1
OG0003632	NP_001014758.2	XP_021705228.1
OG0003634	NP_608349.1	XP_021709387.1, XP_021709386.1
OG0003635	NP_608498.3	XP_021703979.1
OG0003636	NP_477119.1	XP_021701960.1, XP_021701958.1
OG0003637	NP_477440.1	XP_021705987.1, XP_021705985.1, XP_021705986.1, XP_021712240.1, XP_021712239.1
OG0003638	NP_649194.1	XP_021705247.1, XP_001655324.1
OG0003639	NP_001262035.1	XP_021708574.1
OG0003640	NP_001097136.2	XP_021712466.1, XP_021701405.1
OG0003641	NP_001247023.2	XP_021694113.1
OG0003642	NP_001247399.1	XP_021713299.1
OG0003644	NP_610446.1, NP_610447.2	XP_021696985.1
OG0003645	NP_001014722.1	XP_021695005.1, XP_021695009.1, XP_021695007.1
OG0003646	NP_001285636.1	XP_001659237.1
OG0003647	NP_572814.1, NP_722953.1	XP_021704955.1
OG0003648	NP_649176.1	XP_001651932.2
OG0003649	NP_001096981.2	XP_001652236.1
OG0003650	NP_001260032.1	XP_021700494.1
OG0003653	NP_572704.1	XP_021704545.1
OG0003654	NP_001096928.1	XP_001649177.2
OG0003655	NP_001162707.1, NP_573297.1, NP_001097020.1	XP_001649322.2, XP_021693939.1, XP_021712267.1, XP_001662819.2, XP_021698329.1
OG0003656	NP_609092.1	XP_001649466.1
OG0003657	NP_724708.1	XP_021711064.1, XP_021711065.1, XP_021711063.1, XP_021711068.1, XP_021711069.1, XP_021711066.1, XP_021711067.1, XP_001651601.1
OG0003658	NP_001262034.1	XP_001652190.1
OG0003661	NP_001285240.1	XP_001654782.2
OG0003663	NP_001261019.1	XP_001658864.2
OG0003665	NP_001261794.1	XP_001659999.1
OG0003666	NP_611750.1	XP_021710291.1, XP_001660008.2
OG0003667	NP_001285128.1	XP_001660103.3
OG0003668	NP_650452.1	XP_001660889.2
OG0003669	NP_569851.2	XP_001661303.2
OG0003670	NP_608859.1	XP_001661689.1, XP_021711709.1
OG0003671	NP_610592.1	XP_001662377.1
OG0003672	NP_001287600.1, NP_001287601.1	XP_001662476.2
OG0003673	NP_608377.1	XP_001662575.2
OG0003674	NP_611267.1	XP_021693472.1
OG0003675	NP_001284923.1	XP_021693608.1, XP_021693613.1, XP_021693612.1
OG0003676	NP_651213.1	XP_021693797.1
OG0003677	NP_001262249.1	XP_021712596.1, XP_021694543.1
OG0003678	NP_651899.2	XP_021695396.1
OG0003679	NP_001246615.1	XP_021695616.1
OG0003680	NP_001014504.1	XP_021695658.1
OG0003681	NP_001261697.1	XP_021696832.1, XP_021696834.1, XP_021696833.1, XP_021696835.1, XP_021696836.1
OG0003682	NP_001137924.1	XP_021699193.1
OG0003683	NP_649055.1, NP_572970.1, NP_572969.1, NP_001246867.1	XP_021699577.1
OG0003684	NP_001260326.1	XP_021703527.1, XP_021703528.1
OG0003686	NP_572247.2	XP_021704593.1, XP_021712640.1
OG0003687	NP_001286701.1	XP_021704767.1
OG0003689	NP_723220.2	XP_021705115.1
OG0003690	NP_650943.1	XP_021705279.1
OG0003691	NP_647620.1	XP_021707933.1, XP_021707928.1
OG0003692	NP_001097079.1	XP_021709589.1, XP_021709585.1
OG0003709	NP_001287407.1	XP_001662942.1
OG0003710	NP_476636.1	XP_001655409.1
OG0003711	NP_001260887.1	XP_001662142.2
OG0003712	NP_001262202.1	XP_001655016.1
OG0003713	NP_996415.1	XP_021711618.1
OG0003714	NP_476797.1	XP_001653367.1
OG0003715	NP_001261198.1, NP_001261197.1	XP_021696923.1, XP_021696928.1
OG0003716	NP_001262080.1	XP_021709703.1
OG0003717	NP_001247301.1	XP_021698198.1
OG0003719	NP_647949.1	XP_001657591.2
OG0003720	NP_572259.1, NP_572260.2, NP_572262.1	XP_021694868.1
OG0003721	NP_001334713.1, NP_610961.1	XP_001657556.2
OG0003722	NP_649059.1	XP_001657463.1
OG0003723	NP_648783.4	XP_001653472.1, XP_021700287.1
OG0003724	NP_001033967.1	XP_001662683.1
OG0003726	NP_001287108.1	XP_011493702.1
OG0003727	NP_611407.1	XP_001648337.2, XP_001652295.2
OG0003729	NP_001247264.1, NP_647942.1	XP_001662452.2
OG0003730	NP_001189310.1	XP_001649526.2
OG0003731	NP_001259630.1	XP_021695482.1
OG0003732	NP_001188553.1, NP_001262481.1	XP_001658246.1
OG0003733	NP_731777.1, NP_523840.1	XP_001661398.1
OG0003734	NP_001303480.1, NP_727447.1	XP_001652571.1
OG0003735	NP_651684.1	XP_001648745.1
OG0003736	NP_649702.2	XP_001655313.1
OG0003737	NP_001261952.1	XP_001659486.1
OG0003738	NP_610343.1	XP_001651881.1, XP_011493333.1
OG0003739	NP_001247139.1	XP_001657837.1
OG0003740	NP_609492.1	XP_001659760.2
OG0003741	NP_647961.1	XP_001661366.1
OG0003742	NP_610417.1	XP_001663179.2
OG0003743	NP_001188928.1, NP_001287533.1	XP_011493496.1
OG0003744	NP_524719.1	XP_021707104.1
OG0003745	NP_001259103.1	XP_001656296.1
OG0003746	NP_649352.1	XP_001649793.1
OG0003747	NP_001260028.1	XP_001655229.2
OG0003748	NP_611632.3	XP_001652909.2
OG0003749	NP_732419.1, NP_609366.2	XP_021692929.1, XP_001655587.1
OG0003750	NP_726111.1	XP_001662199.1
OG0003751	NP_731267.1	XP_021709914.1
OG0003752	NP_610168.1, NP_001260612.1	XP_021701509.1
OG0003753	NP_572396.1, NP_651724.1, NP_001261261.1	XP_021707677.1, XP_001652369.2, XP_021707675.1
OG0003754	NP_001285266.1, NP_649161.1	XP_001656704.1
OG0003755	NP_001137699.1	XP_001660910.1
OG0003756	NP_650331.1	XP_001662215.1, XP_021693478.1
OG0003757	NP_511045.1	XP_021712506.1, XP_001648152.1
OG0003758	NP_650784.3	XP_021693543.1
OG0003759	NP_001246908.1	XP_001648518.2
OG0003760	NP_609878.1, NP_001259750.1	XP_001654039.1
OG0003761	NP_001188681.1	XP_001663268.1
OG0003762	NP_650214.1	XP_021694009.1, XP_021694010.1
OG0003763	NP_001287349.1	XP_001662322.1
OG0003765	NP_001284709.1	XP_001656438.1, XP_001656439.1, XP_021707902.1
OG0003766	NP_523407.1	XP_021694739.1
OG0003767	NP_001033885.1	XP_001657049.1
OG0003768	NP_608575.1	XP_001661488.1
OG0003769	NP_608619.1	XP_001651748.1
OG0003770	NP_001285352.1	XP_001657686.1
OG0003771	NP_651296.1	XP_001650454.1
OG0003772	NP_609822.1, NP_650473.1	XP_001662743.2
OG0003773	NP_001259808.1	XP_001654977.1
OG0003774	NP_569980.1	XP_001656083.2
OG0003775	NP_001245778.1	XP_001662353.1
OG0003775	NP_648527.1	XP_001661593.2
OG0003776	NP_649048.1	XP_021694395.1, XP_001652535.1
OG0003777	NP_001260520.2	XP_001658298.2
OG0003778	NP_788548.1	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1
OG0003779	NP_609918.1	XP_021712912.1, XP_021700313.1, XP_001652464.1
OG0003780	NP_611446.3, NP_647716.1	XP_021712657.1, XP_001659976.1
OG0003781	NP_001261879.1	XP_001649798.1, XP_001649797.1
OG0003782	NP_001284805.1	XP_001661446.1
OG0003783	NP_001262846.1	XP_001649193.1, XP_021703005.1
OG0003784	NP_733061.1	XP_001652781.2
OG0003785	NP_610974.1, NP_001285320.1	XP_001658792.2
OG0003786	NP_001097074.1	XP_001648956.2
OG0003787	NP_648037.1	XP_001651583.1
OG0003788	NP_511106.1	XP_001654840.2
OG0003789	NP_732338.1	XP_001653962.1, XP_021698748.1
OG0003791	NP_001246448.1	XP_001648889.1, XP_021702650.1
OG0003792	NP_001188815.1	XP_021705065.1, XP_021705077.1, XP_001657323.2
OG0003793	NP_650317.3	XP_021693375.1
OG0003794	NP_001285058.1	XP_021711326.1, XP_021711976.1, XP_021712582.1
OG0003795	NP_524134.1	XP_001659519.2
OG0003796	NP_001285371.1	XP_021706928.1
OG0003798	NP_001188780.1	XP_001655156.1
OG0003799	NP_610451.1	XP_001661559.1, XP_021699899.1
OG0003800	NP_651825.4, NP_610916.1	XP_001648396.2
OG0003801	NP_572526.1	XP_001654530.1
OG0003802	NP_001262901.1, NP_611191.1	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1
OG0003803	NP_648168.1	XP_001658911.2
OG0003804	NP_648144.3	XP_001663601.1
OG0003805	NP_649541.1	XP_001659004.1, XP_021711740.1
OG0003806	NP_524537.1	XP_001662176.1
OG0003807	NP_001286908.1	XP_001664324.1
OG0003808	NP_001259814.1	XP_001657976.1
OG0003809	NP_001286673.1	XP_001660589.1, XP_001660055.1
OG0003810	NP_001260063.1	XP_001653335.1
OG0003811	NP_649212.2	XP_001654770.1
OG0003812	NP_001162723.1	XP_021695117.1
OG0003813	NP_525073.1	XP_001649114.1
OG0003814	NP_001261853.1	XP_001657759.2, XP_021712282.1
OG0003815	NP_649455.1	XP_021708060.1
OG0003817	NP_001350858.1	XP_001655646.2
OG0003818	NP_650328.1	XP_001663382.1
OG0003819	NP_001263095.1	XP_001657212.1
OG0003820	NP_001036422.1	XP_021702616.1, XP_021702615.1
OG0003821	NP_609946.1	XP_001661061.2
OG0003822	NP_001036633.2	XP_021708747.1
OG0003824	NP_652145.1	XP_021703756.1
OG0003825	NP_001262701.1	XP_021706789.1, XP_021712613.1
OG0003826	NP_001247206.1	XP_021712347.1, XP_021712762.1
OG0003827	NP_611986.2	XP_001657822.1
OG0003828	NP_001261195.1	XP_001654799.1
OG0003829	NP_001245409.1	XP_001654181.2, XP_021708179.1
OG0003830	NP_001245983.1, NP_723670.2	XP_021704066.1
OG0003831	NP_001260897.1	XP_021703199.1
OG0003832	NP_001137905.1, NP_001261534.1	XP_021699518.1
OG0003833	NP_511048.2	XP_001661938.2
OG0003834	NP_001260368.1	XP_001662630.2
OG0003835	NP_001262920.1	XP_001652138.1, XP_001652139.1, XP_021705143.1
OG0003836	NP_001260135.1	XP_021693058.1
OG0003837	NP_610913.1	XP_001662412.1
OG0003838	NP_610522.1	XP_001653078.1
OG0003839	NP_001262031.1	XP_021711629.1
OG0003840	NP_650660.2	XP_001661343.2
OG0003841	NP_570012.1	XP_001654714.2
OG0003842	NP_573371.1	XP_021694382.1
OG0003843	NP_001261596.1	XP_001660441.2
OG0003844	NP_476904.1	XP_021707551.1
OG0003845	NP_610201.1	XP_001649000.2
OG0003846	NP_001163433.1	XP_021706125.1
OG0003847	NP_732393.1	XP_021708495.1, XP_021712558.1, XP_021708482.1
OG0003848	NP_001247237.1	XP_021696983.1
OG0003849	NP_610044.2	XP_001652019.2
OG0003850	NP_609358.1	XP_021712438.1, XP_021706760.1
OG0003851	NP_001259490.1	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2
OG0003852	NP_001259707.1	XP_001658892.1
OG0003853	NP_609495.1	XP_021700780.1
OG0003854	NP_608657.1	XP_021700498.1, XP_001663280.1
OG0003855	NP_001260765.1	XP_001660954.2
OG0003856	NP_647660.1	XP_021712110.1, XP_021709765.1
OG0003857	NP_788641.1	XP_021702630.1
OG0003859	NP_611549.2	XP_021707309.1
OG0003860	NP_612094.2	XP_001652321.1, XP_001652320.1
OG0003861	NP_001259663.1	XP_001656735.1
OG0003864	NP_650951.1, NP_650952.2, NP_001260990.1	XP_001656018.1
OG0003866	NP_001261542.1	XP_021712507.1, XP_021695534.1
OG0003867	NP_609864.1, NP_573096.1	XP_001659451.2
OG0003868	NP_610357.1	XP_001654697.2
OG0003869	NP_788357.1	XP_001648285.1
OG0003870	NP_001368936.1	XP_001661749.2
OG0003871	NP_611535.1	XP_021695709.1
OG0003872	NP_610876.1	XP_001659890.2
OG0003874	NP_001163577.1	XP_021706516.1
OG0003875	NP_572532.1	XP_001662456.2
OG0003876	NP_001259823.1	XP_021702721.1
OG0003877	NP_001285642.1	XP_001660412.2
OG0003878	NP_001097890.1	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1
OG0003879	NP_647918.2	XP_021696170.1
OG0003880	NP_572535.1	XP_001656304.2, XP_001656305.2
OG0003881	NP_001260585.1	XP_001654590.2, XP_021697830.1
OG0003882	NP_001162627.1	XP_021709571.1, XP_001652645.2, XP_021712426.1
OG0003883	NP_573251.1	XP_021705455.1, XP_001654858.1
OG0003884	NP_572907.1	XP_021699626.1
