Orthogroup	Drosophila_melanogaster	Polistes_dominula
OG0003957	NP_001261167.1	XP_015187610.1, XP_015187609.1, XP_015187608.1, XP_015187607.1
OG0003958	NP_477224.1	XP_015174191.1
OG0003959	NP_001261183.1	XP_015184862.1
OG0003960	NP_001097394.1	XP_015174780.1
OG0003961	NP_610107.1	XP_015176361.1
OG0003962	NP_523811.1	XP_015178536.1
OG0003963	NP_611832.1	XP_015182047.1
OG0003964	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1	XP_015176829.1
OG0003965	NP_648590.1	XP_015183672.1, XP_015183673.1
OG0003966	NP_001286169.1	XP_015171981.1
OG0003967	NP_649099.1	XP_015191446.1
OG0003968	NP_610398.1	XP_015180277.1
OG0003969	NP_569880.1	XP_015191535.1
OG0003970	NP_001262490.1, NP_731657.2	XP_015177959.1
OG0003971	NP_001285692.1	XP_015187239.1
OG0003972	NP_611539.1	XP_015180298.1
OG0003973	NP_001286341.1, NP_725128.2, NP_610757.1	XP_015180148.1
OG0003974	NP_651278.2	XP_015181752.1
OG0003975	NP_649552.1	XP_015175402.1
OG0003976	NP_001246589.1	XP_015183906.1
OG0003977	NP_570081.2	XP_015190572.1, XP_015190569.1, XP_015190570.1
OG0003978	NP_001285330.1, NP_001263122.1	XP_015174165.1
OG0003979	NP_611690.2	XP_015181533.1, XP_015181535.1, XP_015181534.1
OG0003980	NP_572722.2	XP_015179105.1
OG0003981	NP_610429.2	XP_015179337.1
OG0003982	NP_609079.2	XP_015171669.1
OG0003983	NP_001137958.1	XP_015177993.1
OG0003984	NP_611900.1	XP_015178448.1
OG0003985	NP_572747.1	XP_015180923.1
OG0003986	NP_511064.2	XP_015182657.1
OG0003987	NP_001286391.1	XP_015180174.1, XP_015180171.1
OG0003988	NP_001163748.1	XP_015178187.1
OG0003989	NP_001163103.1	XP_015171575.1
OG0003990	NP_524448.3	XP_015188978.1
OG0003991	NP_524623.2	XP_015177782.1
OG0003992	NP_573116.2	XP_015176116.1
OG0003993	NP_001287552.1	XP_015181677.1
OG0003994	NP_001286707.1	XP_015181594.1, XP_015181593.1
OG0003995	NP_001284866.1	XP_015172117.1
OG0003996	NP_001259362.1, NP_650489.1	XP_015179812.1, XP_015179973.1
OG0003997	NP_001246522.1, NP_722917.2, NP_608787.1	XP_015191115.1
OG0003998	NP_001162829.1	XP_015190272.1
OG0003999	NP_523723.1	XP_015173606.1
OG0004000	NP_001246063.1	XP_015183976.1
OG0004002	NP_001303384.1	XP_015180994.1
OG0004003	NP_001162933.1	XP_015174985.1
OG0004004	NP_609954.1, NP_001286084.1	XP_015183989.1, XP_015183988.1
OG0004005	NP_732452.1	XP_015185905.1
OG0004006	NP_724569.1	XP_015183941.1
OG0004008	NP_001097360.1	XP_015173879.1
OG0004009	NP_731065.1	XP_015173384.1
OG0004010	NP_572391.1	XP_015173285.1
OG0004012	NP_001096948.2	XP_015188802.1
OG0004014	NP_572951.1	XP_015183104.1
OG0004016	NP_001189283.1	XP_015172081.1
OG0004017	NP_001286893.1	XP_015178267.1
OG0004018	NP_728546.1	XP_015188600.1
OG0004019	NP_001097548.1	XP_015185252.1
OG0004020	NP_001287463.1	XP_015178646.1
OG0004021	NP_001259691.1	XP_015176151.1
OG0004022	NP_001285276.1	XP_015175677.1
OG0004023	NP_001285665.1	XP_015180863.1
OG0004024	NP_001263051.1	XP_015174925.1
OG0004026	NP_524473.2	XP_015191774.1, XP_015191773.1
OG0004027	NP_648926.3	XP_015189301.1
OG0004029	NP_001097121.1	XP_015180303.1
OG0004030	NP_001262385.1, NP_001189194.1	XP_015191045.1
OG0004031	NP_524815.1	XP_015173705.1
OG0004033	NP_477436.1	XP_015182744.1
OG0004034	NP_609890.2	XP_015175821.1
OG0004035	NP_001285328.1	XP_015174077.1
OG0004036	NP_649324.1	XP_015184002.1
OG0004037	NP_001262772.1	XP_015180175.1
OG0004038	NP_001245836.1	XP_015180362.1
OG0004040	NP_001285092.1, NP_572658.2	XP_015179378.1, XP_015187288.1
OG0004041	NP_647718.1	XP_015187156.1, XP_015187157.1
OG0004042	NP_523917.2	XP_015191293.1
OG0004043	NP_001259062.1	XP_015174731.1, XP_015174726.1
OG0004044	NP_572373.1	XP_015179422.1
OG0004045	NP_523806.2, NP_524607.1	XP_015176323.1
OG0004046	NP_001189212.1	XP_015181696.1
OG0004047	NP_649701.2	XP_015191263.1
OG0004048	NP_001097680.1	XP_015176742.1, XP_015176733.1
OG0004049	NP_610466.2	XP_015174161.1, XP_015174159.1, XP_015174160.1
OG0004050	NP_573088.1	XP_015189950.1
OG0004051	NP_573193.1, NP_650498.3	XP_015180376.1
OG0004052	NP_001262451.1	XP_015177405.1, XP_015177406.1
OG0004053	NP_001260958.1	XP_015185708.1
OG0004054	NP_001260969.1	XP_015177268.1
OG0004055	NP_649411.1	XP_015191019.1
OG0004056	NP_001259979.1	XP_015185777.1
OG0004058	NP_477114.1	XP_015186468.1, XP_015186467.1, XP_015186469.1
OG0004059	NP_001261609.1	XP_015172701.1
OG0004060	NP_476576.1	XP_015185066.1
OG0004061	NP_001285590.1	XP_015179001.1
OG0004062	NP_001245607.1	XP_015187758.1
OG0004063	NP_001162975.1	XP_015172856.1
OG0004064	NP_001259152.1	XP_015187710.1
OG0004065	NP_001286823.1, NP_001259234.1	XP_015173682.1, XP_015173694.1
OG0004066	NP_573146.1	XP_015181124.1, XP_015181123.1, XP_015181122.1
OG0004067	NP_001261227.1	XP_015188922.1
OG0004068	NP_725626.1, NP_476863.1	XP_015185932.1
OG0004069	NP_001368995.1	XP_015178953.1
OG0004070	NP_001162753.1, NP_001285243.1	XP_015183528.1
OG0004071	NP_996010.2	XP_015178206.1
OG0004072	NP_572759.1	XP_015191086.1
OG0004073	NP_648318.2	XP_015181041.1, XP_015181040.1
OG0004074	NP_001286846.1	XP_015188764.1
OG0004075	NP_788639.1	XP_015179558.1
OG0004076	NP_608550.1	XP_015183756.1, XP_015183757.1, XP_015183755.1, XP_015183754.1
OG0004077	NP_650693.1	XP_015184935.1
OG0004078	NP_649890.1	XP_015171408.1
OG0004079	NP_001137777.1	XP_015173930.1, XP_015173935.1
OG0004080	NP_523890.2	XP_015183962.1, XP_015183961.1
OG0004081	NP_001188938.1	XP_015191525.1
OG0004082	NP_001260586.1	XP_015179425.1
OG0004083	NP_569978.1	XP_015178389.1
OG0004084	NP_001163332.2	XP_015179514.1, XP_015179513.1
OG0004085	NP_001246647.1	XP_015182510.1
OG0004086	NP_001138108.1	XP_015179120.1
OG0004087	NP_001259779.1	XP_015191784.1
OG0004088	NP_723510.1	XP_015178738.1, XP_015178730.1
OG0004089	NP_001260005.1	XP_015191287.1
OG0004090	NP_609643.2	XP_015174996.1
OG0004091	NP_609204.2	XP_015191851.1
OG0004092	NP_001285421.1	XP_015179701.1
OG0004093	NP_001259507.1	XP_015188778.1
OG0004094	NP_511152.2	XP_015188690.1
OG0004095	NP_477374.1	XP_015171602.1
OG0004096	NP_725637.1	XP_015189028.1
OG0004097	NP_001286067.1	XP_015188596.1
OG0004098	NP_726437.2	XP_015172878.1
OG0004099	NP_650205.1	XP_015177377.1
OG0004100	NP_609183.1	XP_015180349.1
OG0004101	NP_723188.1	XP_015182853.1, XP_015182856.1, XP_015182854.1, XP_015182855.1
OG0004102	NP_001262443.1	XP_015171873.1
OG0004103	NP_001027038.3	XP_015183632.1
OG0004105	NP_001260476.1	XP_015176038.1, XP_015176028.1, XP_015176047.1
OG0004106	NP_649461.2	XP_015181585.1
OG0004107	NP_647638.1	XP_015186759.1
OG0004108	NP_788735.1	XP_015182634.1
OG0004109	NP_523920.1	XP_015189541.1, XP_015189542.1, XP_015189544.1, XP_015189539.1, XP_015189540.1, XP_015189545.1
OG0004110	NP_611023.1	XP_015171958.1
OG0004111	NP_523982.2	XP_015185351.1
OG0004112	NP_608410.2	XP_015181462.1
OG0004113	NP_524712.1	XP_015183299.1
OG0004114	NP_476905.1	XP_015174226.1
OG0004116	NP_651973.4	XP_015175547.1
OG0004117	NP_648367.1	XP_015191708.1
OG0004119	NP_651939.4	XP_015174723.1, XP_015174724.1
OG0004120	NP_001263153.1	XP_015171783.1
OG0004121	NP_523790.1	XP_015173141.1, XP_015173142.1
OG0004123	NP_001260855.1	XP_015188295.1
OG0004124	NP_523879.2, NP_728565.1	XP_015174349.1
OG0004125	NP_573215.1	XP_015186721.1
OG0004126	NP_001260594.1	XP_015173412.1
OG0004128	NP_001286068.1	XP_015190426.1
OG0004129	NP_001245829.1	XP_015180238.1
OG0004130	NP_001245938.1	XP_015173906.1, XP_015173907.1
OG0004131	NP_001284898.1, NP_001284897.1	XP_015182422.1
OG0004132	NP_001285233.1	XP_015175633.1
OG0004133	NP_001259348.1	XP_015191395.1
OG0004137	NP_610611.1	XP_015191737.1, XP_015191736.1
OG0004138	NP_001027221.1	XP_015187075.1
OG0004139	NP_001262795.1	XP_015186306.1
OG0004140	NP_476985.1	XP_015190927.1
OG0004141	NP_524372.1, NP_525036.2	XP_015172017.1, XP_015172004.1
OG0004142	NP_723952.2	XP_015183316.1
OG0004143	NP_523942.2	XP_015176247.1
OG0004144	NP_001259820.1	XP_015176391.1, XP_015176390.1
OG0004145	NP_001097306.2	XP_015175270.1
OG0004146	NP_648847.3	XP_015178715.1
OG0004147	NP_001014556.1	XP_015184734.1, XP_015184744.1
OG0004148	NP_001245598.1	XP_015191454.1
OG0004149	NP_572236.3	XP_015190364.1
OG0004150	NP_649909.1	XP_015177212.1
OG0004151	NP_648032.1	XP_015178739.1
OG0004153	NP_001036757.1	XP_015182610.1
OG0004154	NP_611433.3, NP_651549.1	XP_015177125.1
OG0004155	NP_524453.1	XP_015185292.1, XP_015185293.1
OG0004157	NP_610845.1	XP_015184857.1
OG0004158	NP_001261442.1	XP_015191195.1
OG0004159	NP_609541.1	XP_015186772.1
OG0004160	NP_610297.2	XP_015173210.1
OG0004161	NP_610792.2	XP_015185242.1
OG0004162	NP_001097114.2	XP_015172799.1
OG0004163	NP_001260044.1	XP_015185340.1, XP_015185339.1
OG0004164	NP_001097850.3	XP_015188949.1
OG0004166	NP_610783.1	XP_015186046.1
OG0004167	NP_001245796.1	XP_015176929.1
OG0004168	NP_651717.1	XP_015172852.1
OG0004169	NP_477088.2	XP_015173250.1
OG0004170	NP_001097606.1	XP_015185212.1
OG0004171	NP_611857.3	XP_015176601.1
OG0004172	NP_476845.2	XP_015181004.1
OG0004173	NP_001261621.2, NP_476855.1	XP_015183938.1
OG0004174	NP_001261172.1	XP_015174798.1
OG0004175	NP_001369072.1	XP_015171529.1
OG0004177	NP_001260615.1	XP_015181007.1
OG0004178	NP_001027420.2	XP_015178742.1
OG0004180	NP_001162639.2	XP_015179437.1
OG0004181	NP_477219.1	XP_015179853.1
OG0004182	NP_610116.2	XP_015174087.1
OG0004183	NP_001260578.1	XP_015188317.1
OG0004184	NP_477022.1	XP_015174685.1
OG0004186	NP_001097184.2	XP_015178532.1, XP_015178531.1
OG0004187	NP_651004.1	XP_015180907.1
OG0004188	NP_608524.1	XP_015181907.1
OG0004189	NP_648455.2	XP_015174946.1
OG0004190	NP_001096996.1	XP_015177220.1
OG0004191	NP_001261503.1	XP_015183716.1
OG0004192	NP_651851.1	XP_015176251.1
OG0004193	NP_001163275.2	XP_015179438.1
OG0004194	NP_001261636.1	XP_015189097.1
OG0004195	NP_001303365.1	XP_015179685.1
OG0004196	NP_572860.2, NP_608430.2, NP_650728.1	XP_015186774.1
OG0004197	NP_523924.1	XP_015189390.1
OG0004198	NP_652562.2	XP_015189182.1
OG0004199	NP_001259983.1	XP_015185473.1
OG0004201	NP_651849.1	XP_015189575.1
OG0004202	NP_001260133.1	XP_015185997.1
OG0004203	NP_648267.1	XP_015186546.1
OG0004205	NP_608637.1	XP_015179114.1
OG0004206	NP_610556.1	XP_015185182.1
OG0004207	NP_001286287.1, NP_001247263.1	XP_015176403.1
OG0004209	NP_001287316.1	XP_015173281.1
OG0004210	NP_611540.1, NP_723119.1	XP_015176832.1, XP_015176833.1
OG0004211	NP_726630.2	XP_015187178.1, XP_015187177.1, XP_015175712.1
OG0004212	NP_001260087.1	XP_015184253.1
OG0004213	NP_649590.1	XP_015179817.1
OG0004214	NP_524783.1, NP_001262446.1	XP_015177415.1
OG0004215	NP_001260417.1	XP_015188562.1
OG0004216	NP_651298.1, NP_001097988.2, NP_001097987.1, NP_001287620.1, NP_001262833.1, NP_651535.1	XP_015179144.1
OG0004219	NP_648343.1	XP_015173044.1
OG0004220	NP_477041.1	XP_015191390.1, XP_015191391.1
OG0004222	NP_611021.1	XP_015185904.1
OG0004224	NP_001189250.2	XP_015191264.1
OG0004225	NP_650989.6	XP_015184795.1
OG0004226	NP_001286529.1, NP_650027.1	XP_015177518.1
OG0004228	NP_001284939.1	XP_015185509.1
OG0004229	NP_001163414.1	XP_015188447.1
OG0004230	NP_001261376.1	XP_015183072.1
OG0004231	NP_001368969.1	XP_015187341.1, XP_015179089.1
OG0004232	NP_001262107.1	XP_015175867.1
OG0004234	NP_610253.1	XP_015171658.1
OG0004236	NP_001369050.1	XP_015178698.1
OG0004237	NP_001285677.1, NP_609042.1	XP_015174804.1
OG0004238	NP_724428.1	XP_015191487.1
OG0004240	NP_476601.1, NP_476732.1, NP_476600.1	XP_015177896.1
OG0004242	NP_001356934.1	XP_015176234.1, XP_015176232.1
OG0004243	NP_648724.1	XP_015187907.1
OG0004244	NP_727768.1	XP_015173804.1, XP_015173805.1, XP_015173806.1
OG0004245	NP_001097964.1	XP_015174920.1
OG0004246	NP_001014610.1	XP_015182554.1
OG0004247	NP_001260710.1	XP_015181293.1
OG0004248	NP_001137610.1	XP_015187024.1
OG0004249	NP_610325.1	XP_015176571.1, XP_015176570.1, XP_015176573.1
OG0004251	NP_001259575.1	XP_015182207.1
OG0004252	NP_001246441.1	XP_015172047.1, XP_015172048.1
OG0004253	NP_722629.1	XP_015190556.1
OG0004258	NP_001286256.1	XP_015185642.1
OG0004264	NP_001188568.1	XP_015173005.1
OG0004275	NP_001287569.1	XP_015178640.1
OG0004276	NP_523774.1	XP_015188500.1
OG0004277	NP_523975.1	XP_015189111.1
OG0004278	NP_524315.2	XP_015180166.1, XP_015180165.1
OG0004279	NP_650333.1, NP_648622.1	XP_015174956.1
OG0004280	NP_650696.1, NP_648616.1, NP_648615.1	XP_015172726.1
OG0004281	NP_001188972.1	XP_015186404.1
OG0004282	NP_001097151.1, NP_001285794.1	XP_015180529.1
OG0004283	NP_001287481.1	XP_015190724.1
OG0004284	NP_001245404.1	XP_015184075.1
OG0004285	NP_724783.1	XP_015189334.1, XP_015189335.1, XP_015189336.1
OG0004286	NP_001246362.1	XP_015177162.1
OG0004287	NP_001188682.1, NP_570087.1	XP_015178914.1
OG0004288	NP_572478.1	XP_015176821.1
OG0004289	NP_650780.1	XP_015182833.1
OG0004290	NP_001261742.1	XP_015172148.1
OG0004291	NP_650301.1	XP_015190916.1, XP_015190917.1
OG0004292	NP_652048.2, NP_611164.3, NP_611165.2, NP_611163.2	XP_015186257.1
OG0004293	NP_730662.2	XP_015177884.1
OG0004294	NP_001262039.1	XP_015181814.1
OG0004295	NP_001287206.1	XP_015173308.1
OG0004296	NP_001189086.1, NP_729707.1, NP_611169.1, NP_609447.1	XP_015187729.1
OG0004297	NP_524938.1	XP_015172606.1
OG0004298	NP_524779.1	XP_015180601.1, XP_015180602.1
OG0004299	NP_001137795.2	XP_015177839.1
OG0004300	NP_001287572.1	XP_015182548.1
OG0004301	NP_001285193.1	XP_015176359.1
OG0004302	NP_648377.1	XP_015182963.1
OG0004303	NP_001260495.1	XP_015176498.1
OG0004304	NP_001260293.1	XP_015172976.1
OG0004305	NP_001259881.1	XP_015189622.1
OG0004306	NP_001262472.1	XP_015177363.1, XP_015177362.1
OG0004307	NP_001188689.2	XP_015178868.1
OG0004308	NP_524051.1	XP_015174953.1
OG0004309	NP_001245541.1	XP_015187330.1
OG0004310	NP_001137770.1	XP_015180868.1
OG0004311	NP_001246045.1	XP_015181930.1
OG0004312	NP_001261435.1	XP_015189490.1
OG0004313	NP_001285137.1	XP_015172593.1
OG0004314	NP_001285543.1	XP_015173967.1
OG0004315	NP_647792.1	XP_015174661.1
OG0004316	NP_001263104.1	XP_015171146.1
OG0004317	NP_001286731.1	XP_015186800.1, XP_015185843.1
OG0004318	NP_001286506.1	XP_015190326.1
OG0004320	NP_731523.1	XP_015188330.1
OG0004321	NP_611092.2	XP_015180147.1
OG0004322	NP_001163347.1	XP_015183664.1
OG0004324	NP_001286410.1	XP_015181393.1, XP_015181392.1
OG0004325	NP_524275.1	XP_015184943.1
OG0004326	NP_610463.2	XP_015186801.1
OG0004327	NP_524452.4	XP_015176597.1
OG0004328	NP_724834.1	XP_015183175.1
OG0004329	NP_001259822.1	XP_015180710.1
OG0004330	NP_649676.1	XP_015181785.1
OG0004331	NP_647991.1	XP_015191001.1
OG0004332	NP_650987.1	XP_015179508.1
OG0004333	NP_524260.1, NP_477414.1	XP_015171552.1
OG0004334	NP_001163571.1, NP_649912.1	XP_015189032.1
OG0004335	NP_610220.1	XP_015179535.1
OG0004336	NP_650322.1, NP_001285600.1, NP_001287079.2, NP_650017.1	XP_015185745.1
OG0004337	NP_001261269.1	XP_015179634.1
OG0004338	NP_609845.1	XP_015181346.1
OG0004339	NP_649908.1	XP_015175035.1
OG0004340	NP_001286348.1	XP_015178779.1
OG0004341	NP_609351.1	XP_015172694.1, XP_015172693.1
OG0004342	NP_001097058.1	XP_015186216.1
OG0004343	NP_001097094.1	XP_015177087.1
OG0004344	NP_001259272.1	XP_015185427.1, XP_015185426.1
OG0004345	NP_649252.1	XP_015179143.1
OG0004346	NP_609805.1	XP_015184908.1
OG0004347	NP_524207.1	XP_015177119.1
OG0004348	NP_001163845.1, NP_001015476.1	XP_015176075.1
OG0004349	NP_611559.1	XP_015186051.1
OG0004350	NP_001285449.1	XP_015183808.1, XP_015183807.1, XP_015183806.1
OG0004351	NP_525119.1	XP_015188766.1
OG0004352	NP_649028.3	XP_015191106.1, XP_015191105.1
OG0004353	NP_001285310.1	XP_015172159.1
OG0004354	NP_001287035.1	XP_015184976.1
OG0004355	NP_536744.2	XP_015181563.1
OG0004356	NP_611425.1	XP_015190935.1
OG0004357	NP_572562.1	XP_015177611.1, XP_015177610.1
OG0004358	NP_001286503.1	XP_015176841.1
OG0004359	NP_001189211.1	XP_015180976.1
OG0004360	NP_650056.1	XP_015173321.1
OG0004361	NP_650673.1	XP_015171734.1
OG0004362	NP_001262304.1	XP_015173240.1
OG0004363	NP_001261322.1	XP_015185674.1, XP_015185675.1, XP_015185673.1
OG0004365	NP_648494.2	XP_015179807.1
OG0004366	NP_523476.1	XP_015177156.1
OG0004367	NP_732020.2	XP_015190626.1
OG0004368	NP_524318.1	XP_015176445.1
OG0004369	NP_523582.4	XP_015185827.1
OG0004370	NP_001138143.2	XP_015179509.1
OG0004371	NP_648188.2	XP_015176249.1
OG0004372	NP_001262726.1	XP_015178816.1
OG0004373	NP_728447.2, NP_996529.1, NP_728443.1	XP_015182235.1
OG0004374	NP_001303568.1	XP_015173591.1
OG0004375	NP_608830.3	XP_015179923.1
OG0004376	NP_647775.1	XP_015176018.1
OG0004377	NP_001138105.1	XP_015185853.1
OG0004378	NP_001137873.1	XP_015176204.1
OG0004379	NP_001285662.1	XP_015180193.1
OG0004380	NP_001247273.1	XP_015176657.1
OG0004381	NP_001260780.1	XP_015181754.1
OG0004382	NP_996490.1	XP_015191186.1, XP_015191185.1, XP_015191187.1
OG0004383	NP_610545.1	XP_015191334.1
OG0004384	NP_609443.1	XP_015175765.1
OG0004385	NP_788616.1, NP_001189205.1	XP_015187542.1
OG0004386	NP_611691.1	XP_015181333.1
OG0004387	NP_001285889.1	XP_015173659.1
OG0004388	NP_723505.2	XP_015175820.1
OG0004389	NP_523561.1	XP_015188111.1
OG0004390	NP_001286516.1, NP_001260386.1, NP_001259422.1, NP_648983.1	XP_015183451.1
OG0004391	NP_001260317.1	XP_015184061.1
OG0004392	NP_001287439.1	XP_015181202.1
OG0004393	NP_610677.1	XP_015180364.1
OG0004394	NP_650976.1	XP_015172794.1
OG0004395	NP_651456.1	XP_015186716.1
OG0004396	NP_610554.1	XP_015186608.1
OG0004397	NP_726779.1	XP_015179775.1, XP_015179774.1
OG0004398	NP_476730.1, NP_476834.1	XP_015184973.1
OG0004399	NP_001246624.1	XP_015181915.1
OG0004400	NP_729935.1	XP_015183985.1
OG0004401	NP_649256.1	XP_015178319.1
OG0004402	NP_524923.1	XP_015181637.1
OG0004403	NP_651498.1	XP_015191772.1
OG0004404	NP_524030.2	XP_015178049.1, XP_015178048.1
OG0004405	NP_649570.1	XP_015186241.1
OG0004407	NP_001162940.3, NP_995925.2	XP_015175014.1
OG0004408	NP_001287062.1	XP_015186497.1
OG0004409	NP_524182.3	XP_015174662.1
OG0004410	NP_651927.1	XP_015171699.1
OG0004411	NP_001163296.1	XP_015172022.1
OG0004412	NP_609399.1	XP_015189375.1
OG0004413	NP_001137696.1	XP_015191328.1
OG0004414	NP_001261930.1	XP_015175097.1
OG0004416	NP_001261410.1	XP_015180836.1
OG0004417	NP_001260142.1	XP_015189232.1
OG0004418	NP_610327.1, NP_724615.1	XP_015186766.1
OG0004419	NP_001097352.1	XP_015180543.1
OG0004420	NP_477283.1	XP_015180627.1, XP_015180616.1
OG0004421	NP_650270.1	XP_015172144.1
OG0004422	NP_651243.1	XP_015181247.1
OG0004423	NP_001285908.1	XP_015182397.1
OG0004424	NP_001262473.1	XP_015183491.1
OG0004425	NP_608827.1	XP_015172546.1
OG0004426	NP_609783.1	XP_015175272.1
OG0004427	NP_001285801.1, NP_609721.1	XP_015174992.1, XP_015174993.1, XP_015174991.1
OG0004428	NP_648239.1	XP_015179007.1
OG0004429	NP_001259068.1	XP_015191849.1
OG0004430	NP_001259372.1	XP_015179057.1
OG0004431	NP_996303.1	XP_015177325.1
OG0004432	NP_001261247.1, NP_001261517.1	XP_015172374.1
OG0004433	NP_001287204.1, NP_524846.1	XP_015177506.1
OG0004434	NP_001285891.1	XP_015172026.1
OG0004436	NP_001259475.1	XP_015185865.1
OG0004437	NP_001287385.1	XP_015189049.1
OG0004438	NP_650751.3	XP_015172112.1
OG0004439	NP_995932.1	XP_015178463.1
OG0004440	NP_611228.1	XP_015172077.1
OG0004441	NP_523951.1	XP_015185151.1
OG0004442	NP_650942.1	XP_015186190.1, XP_015186188.1
OG0004443	NP_611162.2	XP_015172258.1, XP_015172256.1, XP_015172257.1
OG0004444	NP_001260777.1	XP_015174014.1
OG0004445	NP_650123.1	XP_015185966.1
OG0004446	NP_001260104.1, NP_573142.1	XP_015171305.1
OG0004447	NP_001284739.1	XP_015191444.1
OG0004448	NP_608704.2, NP_001259956.1	XP_015172171.1
OG0004449	NP_788342.1	XP_015189524.1
OG0004450	NP_001285397.1	XP_015182837.1
OG0004451	NP_728642.2	XP_015185672.1
OG0004452	NP_732176.1	XP_015175169.1
OG0004453	NP_610921.1	XP_015182957.1
OG0004454	NP_524151.2	XP_015179236.1
OG0004455	NP_001287493.1	XP_015187950.1
OG0004457	NP_573232.1	XP_015181559.1
OG0004458	NP_608825.2	XP_015189484.1
OG0004459	NP_001162710.2	XP_015176322.1
OG0004460	NP_477121.1	XP_015176125.1
OG0004461	NP_608740.2	XP_015180609.1
OG0004462	NP_651528.2	XP_015181735.1, XP_015181734.1, XP_015181732.1
OG0004463	NP_001027435.2	XP_015184390.1
OG0004466	NP_608999.2	XP_015176360.1
OG0004467	NP_608883.1	XP_015181372.1
OG0004469	NP_572952.1	XP_015178090.1
OG0004470	NP_001259370.1	XP_015173200.1
OG0004471	NP_477202.2	XP_015186731.1
OG0004472	NP_001137613.1	XP_015184247.1
OG0004473	NP_524462.2	XP_015190646.1
OG0004475	NP_001262708.1	XP_015174742.1
OG0004478	NP_524183.2	XP_015176805.1
OG0004479	NP_610333.1	XP_015179030.1
OG0004480	NP_651582.1	XP_015181548.1
OG0004481	NP_001259161.1	XP_015185455.1
OG0004482	NP_733068.2, NP_001261049.1	XP_015175663.1, XP_015175662.1
OG0004483	NP_651314.1	XP_015183761.1
OG0004484	NP_608777.1	XP_015185566.1
OG0004485	NP_001247347.1	XP_015189665.1, XP_015186640.1
OG0004486	NP_608781.2	XP_015190492.1
OG0004487	NP_726358.2	XP_015186641.1
OG0004489	NP_651251.3	XP_015175181.1, XP_015175180.1
OG0004490	NP_648780.1	XP_015190957.1
OG0004491	NP_650248.1	XP_015180010.1
OG0004492	NP_611300.2	XP_015176439.1
OG0004493	NP_651664.2	XP_015190505.1
OG0004494	NP_476901.1	XP_015178567.1
OG0004495	NP_724769.2	XP_015182759.1
OG0004496	NP_651349.1	XP_015174042.1
OG0004498	NP_001246734.1	XP_015174438.1
OG0004499	NP_733352.3	XP_015190699.1
OG0004500	NP_651635.2	XP_015181790.1
OG0004501	NP_523615.2, NP_001260679.1	XP_015181130.1
OG0004502	NP_001247091.1	XP_015181780.1
OG0004503	NP_001027230.1	XP_015184786.1
OG0004504	NP_001286484.1	XP_015172578.1
OG0004505	NP_608388.2	XP_015176438.1
OG0004506	NP_001286174.1	XP_015178998.1
OG0004507	NP_001263099.1, NP_001303460.1	XP_015178376.1
OG0004508	NP_569873.1	XP_015185776.1
OG0004509	NP_001286999.1	XP_015171763.1
OG0004510	NP_732773.1	XP_015181264.1
OG0004511	NP_650686.1	XP_015183256.1
OG0004512	NP_476975.1	XP_015180831.1
OG0004513	NP_648570.1	XP_015190365.1
OG0004514	NP_001260173.1	XP_015180731.1, XP_015180730.1
OG0004515	NP_001285130.1	XP_015177303.1
OG0004516	NP_650432.1	XP_015171431.1, XP_015171432.1
OG0004517	NP_787963.2	XP_015186440.1
OG0004518	NP_650939.2	XP_015174238.1
OG0004519	NP_001262894.1	XP_015180453.1
OG0004520	NP_001245456.1	XP_015177085.1
OG0004521	NP_511044.1	XP_015185929.1, XP_015185928.1
OG0004524	NP_572945.1	XP_015183119.1
OG0004526	NP_001163323.1	XP_015172992.1
OG0004527	NP_001260639.1	XP_015173792.1
OG0004528	NP_001262168.1	XP_015191699.1
OG0004529	NP_651081.1	XP_015190722.1
OG0004530	NP_001260420.1	XP_015181076.1
OG0004531	NP_001261906.1	XP_015191338.1
OG0004532	NP_523465.2	XP_015172393.1
OG0004533	NP_001262116.1	XP_015178069.1
OG0004534	NP_001286215.1	XP_015176475.1
OG0004535	NP_612103.1	XP_015183013.1
OG0004536	NP_523708.2	XP_015190989.1
OG0004537	NP_610279.3	XP_015184246.1
OG0004538	NP_572638.1	XP_015178803.1
OG0004539	NP_001260821.1	XP_015175094.1
OG0004540	NP_476979.1	XP_015179940.1
OG0004542	NP_001260580.1	XP_015176041.1
OG0004544	NP_524673.3	XP_015173734.1
OG0004545	NP_001284713.1	XP_015183378.1
OG0004547	NP_001015473.1	XP_015171964.1
OG0004549	NP_651718.1	XP_015171866.1
OG0004550	NP_573230.1	XP_015188829.1
OG0004551	NP_001245759.1	XP_015183654.1
OG0004552	NP_733044.1	XP_015174741.1
OG0004553	NP_001261278.1	XP_015181308.1, XP_015181306.1, XP_015181307.1
OG0004554	NP_573190.1	XP_015176252.1
OG0004555	NP_725632.1	XP_015184559.1
OG0004556	NP_001163123.1	XP_015183892.1
OG0004557	NP_651691.4	XP_015190779.1, XP_015186957.1
OG0004558	NP_649079.2	XP_015179056.1
OG0004559	NP_649911.1	XP_015183197.1
OG0004560	NP_650253.1	XP_015190197.1
OG0004561	NP_609299.1	XP_015173963.1
OG0004563	NP_732527.1	XP_015174282.1
OG0004564	NP_001262636.1	XP_015171030.1
OG0004565	NP_001260630.1	XP_015190875.1
OG0004566	NP_608995.2	XP_015181991.1
