Orthogroup	Drosophila_melanogaster	Solenopsis_invicta
OG0003042	NP_001260960.1	XP_025991196.1, XP_039314715.1, XP_039314719.1, XP_039314710.1, XP_039314726.1, XP_039314735.1
OG0003043	NP_001285048.1	XP_011164368.1
OG0003044	NP_001287396.1	XP_011168247.1
OG0003045	NP_001260583.1, NP_001260584.1, NP_609973.1	XP_011175132.1
OG0003046	NP_649009.1	XP_011172371.3
OG0003047	NP_001287032.1, NP_788550.1	XP_039309751.1
OG0003048	NP_001285297.1	XP_011166828.2
OG0003049	NP_611070.1	XP_011160386.1
OG0003050	NP_651766.1	XP_011166484.1
OG0003051	NP_726208.1	XP_011163620.1
OG0003052	NP_788768.1	XP_011166057.2
OG0003053	NP_572448.1	XP_011171493.2
OG0003054	NP_001261753.1	XP_011160960.2
OG0003055	NP_001261065.1	XP_011159971.1
OG0003056	NP_572495.1	XP_039313157.1, XP_039313156.1, XP_025988087.1
OG0003057	NP_609616.1	XP_011165984.1
OG0003058	NP_608497.1	XP_039304067.1, XP_011172951.1
OG0003059	NP_001356940.1	XP_039302439.1, XP_025996588.1, XP_025995088.1
OG0003060	NP_524470.4	XP_011160875.2
OG0003061	NP_524354.1	XP_011169469.2
OG0003062	NP_569952.2	XP_025990890.1
OG0003063	NP_648288.2	XP_039315178.1, XP_039302451.1, XP_039302460.1, XP_039312470.1
OG0003064	NP_001285024.1	XP_011167607.1
OG0003065	NP_001015122.1	XP_011168555.1
OG0003066	NP_648149.1	XP_011168345.1
OG0003067	NP_001247070.1	XP_039307910.1
OG0003068	NP_523828.1	XP_011176018.1
OG0003069	NP_648416.1	XP_025992777.1
OG0003070	NP_649337.2	XP_011171820.1
OG0003071	NP_001260085.1	XP_011166367.1
OG0003072	NP_001027575.1	XP_039314915.1
OG0003073	NP_001285697.1	XP_011167738.1
OG0003074	NP_001287471.1	XP_011166381.1, XP_011166380.1
OG0003075	NP_648224.1	XP_011169094.1
OG0003076	NP_001261872.1	XP_025987093.1
OG0003077	NP_001245765.1	XP_039314058.1
OG0003078	NP_611297.3	XP_039313872.1
OG0003079	NP_724479.1	XP_011168903.1, XP_039312818.1
OG0003080	NP_001284978.1	XP_011156364.1
OG0003081	NP_611528.1	XP_039303386.1
OG0003082	NP_001259405.1	XP_025991038.1
OG0003084	NP_001284890.1	XP_011167641.1, XP_011167644.1
OG0003085	NP_001285551.1	XP_025992096.2
OG0003086	NP_611412.1	XP_039312356.1, XP_011161517.1
OG0003087	NP_001137621.1	XP_039313437.1
OG0003088	NP_651621.2	XP_011167443.1
OG0003089	NP_651035.1	XP_039313674.1, XP_011158417.2
OG0003090	NP_610829.1	XP_011172882.2
OG0003091	NP_001287413.1	XP_011164325.1
OG0003092	NP_723996.1	XP_011164521.2
OG0003093	NP_524648.3	XP_025987066.1, XP_039315568.1
OG0003094	NP_001259125.1	XP_011161899.1
OG0003095	NP_651031.1	XP_011156638.2
OG0003097	NP_610910.1	XP_011155621.1
OG0003098	NP_001286131.1	XP_039306055.1
OG0003099	NP_001096993.1	XP_011159602.1
OG0003100	NP_001286981.1, NP_001262327.1	XP_025985835.1
OG0003101	NP_001262478.1	XP_011158560.1, XP_039307697.1, XP_011158561.1, XP_039307696.1, XP_025986285.1
OG0003102	NP_001262135.1	XP_011165931.2
OG0003103	NP_001189017.1	XP_025987834.2
OG0003104	NP_610837.1	XP_025994552.2
OG0003105	NP_650996.1	XP_011174441.1
OG0003107	NP_648757.1	XP_011162402.1
OG0003108	NP_609688.3, NP_609690.1	XP_011173237.2
OG0003109	NP_572699.2	XP_039314822.1
OG0003110	NP_001259226.1	XP_011163903.1
OG0003111	NP_573118.2	XP_039310638.1
OG0003112	NP_001260797.1	XP_011172658.1
OG0003113	NP_001034051.1	XP_011160893.2
OG0003114	NP_001137645.1	XP_039306832.1, XP_011166467.1
OG0003115	NP_523791.2	XP_011173427.1
OG0003116	NP_651944.1	XP_039311269.1
OG0003118	NP_648722.2	XP_011172615.1
OG0003119	NP_610400.1	XP_039313155.1
OG0003120	NP_730500.1	XP_025996106.1, XP_039303618.1
OG0003121	NP_524373.1	XP_025990923.1
OG0003122	NP_001097179.1	XP_039305386.1
OG0003123	NP_511115.2, NP_608948.2, NP_609656.1, NP_524925.1	XP_011166608.1, XP_011166607.1
OG0003124	NP_609900.1	XP_011167477.1
OG0003125	NP_477118.1	XP_011163856.1
OG0003126	NP_001259859.1, NP_608583.5	XP_025986309.2
OG0003127	NP_650433.1	XP_011167497.2, XP_011167498.3, XP_039315507.1, XP_039314516.1
OG0003128	NP_524780.1	XP_011171381.1
OG0003129	NP_001261690.1	XP_039310707.1, XP_011176118.2
OG0003130	NP_001285955.1, NP_611635.1, NP_611634.1, NP_611633.2	XP_025987336.1, XP_011162429.1
OG0003131	NP_001260127.1	XP_011167126.1, XP_011167125.1
OG0003132	NP_001036254.1	XP_011164088.2, XP_011164092.2
OG0003133	NP_648431.3	XP_011162012.1, XP_039302201.1, XP_039302199.1, XP_039302200.1, XP_011162010.1, XP_025986890.1, XP_011162011.1
OG0003134	NP_001287060.1	XP_025987373.1
OG0003136	NP_001259537.2	XP_039306099.1
OG0003137	NP_001261632.1, NP_572781.1	XP_039302546.1
OG0003138	NP_001245614.1	XP_025990507.1
OG0003139	NP_572438.1	XP_025990674.1
OG0003140	NP_001287529.1	XP_039304595.1, XP_039304587.1, XP_039304582.1, XP_039304593.1, XP_039304577.1, XP_025987975.2, XP_011157469.2
OG0003141	NP_722663.1	XP_039302630.1
OG0003142	NP_788363.1	XP_011169763.2
OG0003143	NP_001137907.1	XP_039310052.1, XP_039310051.1
OG0003144	NP_001097725.2	XP_011160189.2
OG0003145	NP_733196.1	XP_011166674.1, XP_011166675.1
OG0003146	NP_523849.3	XP_025987200.1
OG0003147	NP_001036451.1	XP_039310050.1, XP_011162690.1
OG0003148	NP_572788.2, NP_001036767.1, NP_573131.1	XP_011164370.1
OG0003149	NP_611503.1	XP_011163201.1
OG0003150	NP_648806.1	XP_011170885.1
OG0003151	NP_611271.3	XP_025991582.1
OG0003152	NP_001334685.1	XP_025990121.1, XP_025990112.1, XP_025990120.1
OG0003153	NP_511124.1	XP_025988729.1
OG0003154	NP_727440.3, NP_001285376.1	XP_025986269.1
OG0003155	NP_001262413.1	XP_011163493.1
OG0003156	NP_001287375.1, NP_650613.2	XP_011156868.1
OG0003157	NP_001097754.1	XP_025988931.1
OG0003158	NP_610795.1	XP_039303594.1
OG0003159	NP_001356948.1	XP_039308013.1, XP_011156410.2, XP_011156411.2, XP_011156412.2, XP_039308014.1, XP_039308012.1, XP_025991489.2
OG0003160	NP_572341.1	XP_025991339.1
OG0003162	NP_608376.1, NP_730740.1	XP_039303750.1
OG0003163	NP_647746.1	XP_011165318.1
OG0003164	NP_001262575.1	XP_039314407.1
OG0003165	NP_001033971.2	XP_011155987.2
OG0003166	NP_569961.2	XP_011175449.1
OG0003167	NP_651630.3, NP_608773.2	XP_011169110.1
OG0003168	NP_001247197.1	XP_039312028.1
OG0003169	NP_650198.1	XP_011160662.1
OG0003170	NP_001162994.1, NP_572537.1	XP_011170618.1, XP_011170678.1, XP_011170755.1
OG0003171	NP_651912.3	XP_011164528.2
OG0003172	NP_996433.1	NP_001291525.1
OG0003173	NP_001188899.1	XP_039303164.1, XP_011164806.2, XP_011164807.2
OG0003174	NP_609632.1	XP_011162525.2
OG0003175	NP_996246.1	XP_039315715.1
OG0003176	NP_001036269.2	XP_039312298.1, XP_039312299.1
OG0003177	NP_573032.1	XP_011162481.2
OG0003178	NP_001261814.1	XP_011168188.1
OG0003179	NP_477415.1	XP_025992516.1
OG0003180	NP_608470.1	XP_039309736.1
OG0003181	NP_649789.1	XP_039313158.1
OG0003182	NP_001261125.2	XP_011162549.2
OG0003183	NP_001262663.1	XP_039315523.1
OG0003184	NP_001262343.1	XP_025990824.1
OG0003185	NP_651854.2, NP_651855.1	XP_011156771.1
OG0003186	NP_524541.3	XP_039304224.1
OG0003187	NP_001285957.1	XP_039305771.1, XP_039305770.1, XP_039305772.1, XP_039305769.1
OG0003188	NP_001189143.1	XP_039304405.1
OG0003189	NP_001262113.1	XP_025993506.2
OG0003190	NP_729905.2	XP_039303251.1, XP_039303247.1, XP_025987101.2
OG0003191	NP_729954.2	XP_025994562.1
OG0003192	NP_523728.1	XP_011155851.1, XP_039310510.1, XP_011155852.1
OG0003193	NP_001189037.1	XP_039304720.1
OG0003194	NP_572176.2	XP_025995068.1, XP_039312659.1, XP_011157227.1, XP_011157225.1
OG0003195	NP_610423.3, NP_001303490.1	XP_025988560.1
OG0003196	NP_001286645.1	XP_025991436.1
OG0003198	NP_611071.1	XP_025987432.1, XP_025987424.1, XP_025987428.1, XP_039309996.1, XP_011160981.1, XP_011160980.1
OG0003200	NP_611720.3	XP_025992862.1
OG0003200	NP_726252.1	XP_025992865.1
OG0003201	NP_610097.2	XP_011165968.1, XP_011165975.1, XP_039310834.1, XP_039310835.1
OG0003202	NP_001259230.1	XP_039307449.1, XP_039307472.1
OG0003203	NP_610599.3	XP_011160144.1
OG0003206	NP_001262774.1	XP_025990748.1
OG0003207	NP_001262924.1	XP_039306627.1
OG0003209	NP_001286264.1, NP_611197.1	XP_025990091.1
OG0003211	NP_001036685.2	XP_025992823.1
OG0003212	NP_001245505.1, NP_001284835.1	XP_011157792.1
OG0003213	NP_612000.3, NP_001097472.3	XP_039309200.1
OG0003214	NP_001036316.1	XP_025986314.2
OG0003215	NP_477336.1	XP_011169014.1
OG0003217	NP_726113.1, NP_647846.2	XP_039314993.1, XP_039314997.1, XP_011164299.1
OG0003218	NP_524111.3	XP_011175832.1, XP_039302418.1
OG0003219	NP_611952.1, NP_651869.1	XP_011155319.2
OG0003220	NP_001189021.1	XP_011168984.1
OG0003221	NP_001027416.2	XP_039307175.1
OG0003222	NP_001137809.1	XP_025996380.1, XP_039315210.1
OG0003223	NP_649230.1	XP_011161546.1, XP_011161544.1, XP_025993508.1
OG0003225	NP_610305.1	XP_011171210.1
OG0003226	NP_650499.1	XP_039312523.1, XP_039312522.1, XP_039312521.1
OG0003227	NP_001189121.1	XP_039313451.1, XP_039313456.1
OG0003228	NP_001287267.1	XP_011162242.1
OG0003229	NP_001260538.1	XP_011161673.1
OG0003230	NP_001027087.1	XP_011159232.2
OG0003232	NP_609806.1	XP_011167418.2
OG0003234	NP_001247011.1	XP_039310790.1
OG0003236	NP_609406.2	XP_025994487.2, XP_011159185.2, XP_011159183.2
OG0003237	NP_001368945.1	XP_039313095.1
OG0003238	NP_610049.1	XP_011164556.2, XP_011164555.2, XP_011164554.2
OG0003239	NP_729143.2	XP_025992141.2, XP_025992125.1
OG0003240	NP_523985.1	XP_039305806.1
OG0003241	NP_001245436.1	XP_025995024.2
OG0003242	NP_001246866.1	XP_025986165.1
OG0003243	NP_723827.1	XP_025990033.2
OG0003246	NP_608901.1, NP_001033874.2	XP_011161831.2, XP_011161830.2
OG0003247	NP_609813.1	XP_025986583.1
OG0003248	NP_001369039.1	XP_025991288.1
OG0003250	NP_001247041.1, NP_001259169.1	XP_011161724.2
OG0003252	NP_001259076.1	XP_039312693.1
OG0003257	NP_651928.1	XP_011156933.1
OG0003259	NP_608581.2	XP_025988938.1
OG0003262	NP_001303312.1	XP_011171067.1
OG0003263	NP_001285724.1	XP_011167836.1
OG0003264	NP_648836.2, NP_001259081.1	XP_025995982.1
OG0003265	NP_001259363.1	XP_039315589.1
OG0003266	NP_523794.1	XP_011173431.1
OG0003267	NP_001027396.1	XP_025996392.1
OG0003268	NP_001097664.2	XP_011164301.1
OG0003269	NP_477501.1	XP_011156398.1
OG0003270	NP_650427.1, NP_524954.2	XP_011165014.1
OG0003271	NP_001284779.1	XP_039313673.1, XP_025995311.1, XP_011165215.1
OG0003272	NP_610616.1, NP_001162738.1	XP_011163847.1
OG0003273	NP_649579.2	XP_011157132.1
OG0003274	NP_001189301.1, NP_001303547.1	XP_011159704.1
OG0003275	NP_524396.1	XP_011164867.1
OG0003276	NP_727383.1	XP_011167156.1
OG0003277	NP_573209.1	XP_011169832.1, XP_011169831.1
OG0003279	NP_001261720.1	XP_039311013.1
OG0003280	NP_649768.2	XP_011176183.1, XP_011176184.1
OG0003281	NP_725401.2	XP_025990437.1, XP_025990438.1
OG0003282	NP_609040.1	XP_011157544.2
OG0003284	NP_001163336.1	XP_011171593.1
OG0003285	NP_001261501.1	XP_011163555.3
OG0003286	NP_610805.1	XP_011172787.1
OG0003287	NP_609445.1, NP_001261393.1	XP_011170207.1
OG0003288	NP_001097729.1	XP_025988793.1, XP_011170547.1, XP_011170556.1
OG0003289	NP_001260199.1	XP_011172029.1
OG0003290	NP_523526.1, NP_001284881.1, NP_001284882.1, NP_648717.1	XP_025995658.1
OG0003291	NP_726501.1	XP_039309531.1
OG0003292	NP_523478.1	XP_011160448.1
OG0003293	NP_650896.2	XP_011170009.2
OG0003294	NP_649840.1	XP_011158205.1
OG0003295	NP_572408.2, NP_001246525.1	XP_025996047.1
OG0003296	NP_001285745.1	XP_025994378.1, XP_025994380.1, XP_025994379.1
OG0003297	NP_001137813.1	XP_011159799.1
OG0003298	NP_001260279.1	XP_011166722.1
OG0003299	NP_651752.1	XP_011173483.1
OG0003300	NP_609178.1	XP_025987586.1
OG0003301	NP_609038.1	XP_011164776.1
OG0003302	NP_569965.1	XP_011158512.1
OG0003303	NP_001259194.1	XP_011171925.2
OG0003304	NP_477204.1	XP_039311949.1, XP_011168580.2
OG0003305	NP_001262820.1	XP_011175834.3
OG0003306	NP_649096.1	XP_011172126.1
OG0003307	NP_001246770.1	XP_011167011.1
OG0003308	NP_001259857.1	XP_011157034.2, XP_039313538.1, XP_039314576.1, XP_025986859.1
OG0003309	NP_609361.1	XP_011168906.2
OG0003311	NP_001163707.1	XP_011163861.1, XP_011163860.1
OG0003312	NP_723847.1	XP_025988808.1, XP_011170268.1
OG0003313	NP_608890.1	XP_011161540.1
OG0003314	NP_001097432.1	XP_011164791.1
OG0003315	NP_001286864.1	XP_011160270.1, XP_011160269.1
OG0003318	NP_651363.1	XP_011157698.2
OG0003319	NP_001259991.1	XP_011175694.2
OG0003320	NP_001261719.1	XP_011163537.1, XP_039311668.1
OG0003321	NP_647661.1	XP_011176131.2
OG0003322	NP_001163303.1	XP_011161126.1
OG0003323	NP_649996.1	XP_011161263.2
OG0003324	NP_001163253.1	XP_039313713.1, XP_011155365.1, XP_011155364.1
OG0003325	NP_650947.1, NP_650590.1	XP_011158710.2
OG0003326	NP_001097318.1	XP_039302623.1, XP_011172122.2
OG0003327	NP_001245509.1	XP_011175417.1
OG0003328	NP_001303425.1	XP_011163393.1, XP_039313875.1
OG0003329	NP_649906.1	XP_011169377.1, XP_039315222.1, XP_039313735.1
OG0003330	NP_001262171.2	XP_011167875.2
OG0003331	NP_477153.1	XP_011159846.2
OG0003332	NP_524439.1	XP_039315206.1, XP_011172012.1
OG0003333	NP_001033857.1	XP_011158520.1
OG0003334	NP_001189058.1	XP_011169583.1
OG0003335	NP_610223.1	XP_011157678.1
OG0003336	NP_001259465.1	XP_039303355.1, XP_039303356.1
OG0003337	NP_611611.1, NP_995920.1, NP_652645.1	XP_011156887.1
OG0003339	NP_001284851.1	XP_025985974.1
OG0003340	NP_610249.2	XP_011172624.2, XP_011172620.2, XP_011172613.2
OG0003341	NP_608833.1	XP_011165296.1
OG0003342	NP_001097839.1	XP_011174123.2
OG0003343	NP_001034065.1	XP_011163557.1
OG0003344	NP_001260981.1	XP_011159547.2
OG0003345	NP_608447.1	XP_011168568.1
OG0003346	NP_001303472.1	XP_011155405.1, XP_011155404.1, XP_039308875.1
OG0003347	NP_650199.1, NP_001263016.2	XP_011170910.2
OG0003349	NP_001285787.1	XP_011172402.1, XP_011172401.1
OG0003350	NP_650064.1	XP_011160433.1
OG0003351	NP_648781.1	XP_011169159.1
OG0003352	NP_729565.2	XP_011167129.1
OG0003353	NP_001138203.1	XP_011157096.2
OG0003354	NP_569973.1	XP_011159300.1
OG0003355	NP_001260531.1	XP_011156616.1
OG0003356	NP_651883.1	XP_025995418.1, XP_039313829.1
OG0003357	NP_996198.2	XP_011159385.1
OG0003358	NP_524408.1	XP_011170985.1
OG0003360	NP_001246623.1	XP_011169214.1
OG0003361	NP_523460.2	XP_011163184.1
OG0003362	NP_651309.2, NP_476590.1	XP_011176208.1
OG0003363	NP_001260793.1	XP_011171184.1
OG0003364	NP_727320.1	XP_011171477.2
OG0003365	NP_001162923.1	XP_011155996.2
OG0003366	NP_001284772.1	XP_011166272.1
OG0003367	NP_524610.1	XP_011160030.1
OG0003368	NP_728961.2	XP_025993586.2
OG0003371	NP_725412.2	XP_011168317.1
OG0003372	NP_609404.2	XP_011170932.2
OG0003373	NP_733060.1	XP_039303341.1, XP_039303342.1, XP_011164890.2, XP_039303340.1, XP_011164889.2
OG0003374	NP_733206.3	XP_011170848.1
OG0003375	NP_001036466.2	XP_025991386.1, XP_011158440.1, XP_011158439.1
OG0003376	NP_611176.1	XP_011158846.1
OG0003377	NP_649759.1	XP_039312150.1, XP_011157899.1
OG0003378	NP_477131.1	XP_011158424.1
OG0003379	NP_001246213.1	XP_011164032.1
OG0003380	NP_001260886.1	XP_011159525.1, XP_011159526.1
OG0003381	NP_610355.1	XP_011170706.1
OG0003382	NP_733151.2, NP_788744.1, NP_524674.1, NP_524848.1	XP_011170060.1
OG0003383	NP_524192.2	XP_025994121.1, XP_039312684.1, XP_025993396.1, XP_011168910.1
OG0003385	NP_001284784.1	XP_011167382.1
OG0003387	NP_001162894.1	XP_011158923.1
OG0003388	NP_001097271.1	XP_011164028.1
OG0003389	NP_001286225.1, NP_650641.2	XP_039308685.1
OG0003390	NP_608885.1	XP_011170765.1, XP_025989977.1
OG0003391	NP_477494.2, NP_649430.1, NP_001245959.1	XP_025987860.2
OG0003392	NP_001262566.1	XP_025991945.2
OG0003393	NP_477441.1	XP_011175706.1
OG0003394	NP_001262459.1	XP_011168554.1
OG0003395	NP_001262351.1	XP_011162479.1
OG0003396	NP_651892.1	XP_011164775.1
OG0003397	NP_477360.2	XP_039310081.1
OG0003399	NP_001260176.1	XP_011172373.2
OG0003400	NP_001356976.1	XP_011167556.3
OG0003401	NP_524784.1	XP_011159605.1
OG0003402	NP_001286639.1	XP_011158523.1
OG0003403	NP_001262770.1	XP_011173152.1
OG0003404	NP_722615.1	XP_039315476.1
OG0003405	NP_523776.1	XP_025996980.1
OG0003406	NP_001247280.1	XP_039305644.1, XP_039305639.1
OG0003407	NP_650488.1	XP_011162767.2
OG0003408	NP_727408.2, NP_733331.1	XP_025988007.1
OG0003409	NP_001285650.1	XP_011168025.1
OG0003410	NP_001259845.1	XP_011169045.1
OG0003411	NP_001286978.1	XP_011169030.1
OG0003412	NP_649538.1	XP_011166294.1
OG0003413	NP_572216.1	XP_039302638.1
OG0003414	NP_511051.1, NP_651620.1	XP_011161029.1
OG0003416	NP_477246.2	XP_011166755.1
OG0003417	NP_573081.1	XP_039304476.1, XP_039304478.1
OG0003418	NP_608528.1	XP_011167758.1
OG0003419	NP_001097860.1, NP_524750.2	XP_025996837.1
OG0003420	NP_648841.1	XP_011169674.1
OG0003421	NP_610477.2	XP_011175711.1
OG0003423	NP_001246150.1	XP_011159326.2
OG0003424	NP_610179.2	XP_011159090.1
OG0003425	NP_647780.1	XP_011163075.1
OG0003426	NP_001259879.1	XP_025988070.1, XP_025988071.1
OG0003427	NP_524319.2	XP_011163689.1
OG0003428	NP_001262182.1	XP_011167947.1
OG0003429	NP_001260935.1	XP_025995548.1
OG0003431	NP_511098.1	XP_011172180.1, XP_039303289.1
OG0003432	NP_524087.3	XP_025992649.1, XP_011161779.1, XP_039303580.1
OG0003433	NP_001262205.1	XP_011159440.1
OG0003435	NP_001286451.1	XP_011163900.2
OG0003436	NP_001096984.1	XP_011168469.2
OG0003437	NP_730525.2	XP_011157667.1
OG0003438	NP_001262354.2	XP_011155524.2
OG0003439	NP_001284867.1	XP_025994536.1
OG0003442	NP_652016.1	XP_039312379.1
OG0003443	NP_001247055.1	XP_011165646.1
OG0003444	NP_611495.1	XP_025987672.2
OG0003445	NP_001368979.1	XP_039302293.1
OG0003446	NP_476803.1, NP_476694.1	XP_011155390.1
OG0003447	NP_524380.1	XP_039306897.1, XP_011172830.1
OG0003448	NP_524858.1	XP_011168417.2, XP_039309237.1
OG0003449	NP_610548.2	XP_011160159.1
OG0003450	NP_611341.1, NP_523784.2	XP_011155610.2
OG0003451	NP_728074.1	XP_011172134.1
OG0003452	NP_001245766.1	XP_011156026.1
OG0003453	NP_650076.1	XP_039315183.1
OG0003454	NP_523805.1	XP_025989605.1, XP_039302364.1, XP_011172810.1
OG0003455	NP_524075.2	XP_011168917.1
OG0003456	NP_609365.3	XP_011162716.1
OG0003457	NP_001246926.1	XP_011166944.1
OG0003458	NP_649782.1	XP_025995460.1
OG0003459	NP_001285450.1, NP_610738.1	XP_011161898.1
OG0003460	NP_523934.1	XP_011162632.1
OG0003461	NP_001259747.1	XP_025991213.1
OG0003462	NP_727769.3	XP_025993799.2
OG0003463	NP_001262379.1	XP_011160595.1
OG0003464	NP_725084.2, NP_650032.1	XP_011165321.1
OG0003465	NP_730815.2	XP_011173159.1
OG0003466	NP_001262696.1	XP_011172223.1
OG0003467	NP_001033895.1	XP_025987392.1
OG0003468	NP_608936.1, NP_001163143.1	XP_011165989.2, XP_011165988.2, XP_011165986.2
OG0003470	NP_001261364.1	XP_025990345.2, XP_039308816.1
OG0003471	NP_609186.1	XP_039308449.1
OG0003472	NP_610891.1	XP_025995638.1
OG0003473	NP_001245516.1	XP_011162299.1
OG0003474	NP_001163313.1	XP_011167328.1
OG0003475	NP_477453.1	XP_011166400.1
OG0003476	NP_611547.2	XP_025991918.2
OG0003477	NP_523419.1	XP_011161639.1
OG0003478	NP_001262821.1	XP_039301857.1
OG0003479	NP_476701.1, NP_524411.1	XP_039304625.1
OG0003480	NP_001260252.1	XP_011163009.2
OG0003481	NP_001036603.1	XP_011168227.1
OG0003482	NP_611955.2	XP_039308503.1
OG0003483	NP_732610.1	XP_011167627.1
OG0003484	NP_729420.1, NP_001259705.1	XP_011175536.1
OG0003485	NP_572915.1	XP_011160665.1
OG0003486	NP_001260713.1	XP_011176014.1
OG0003487	NP_001285522.1	XP_039312962.1
OG0003488	NP_001286851.1	XP_011172280.1, XP_011172281.1
OG0003489	NP_001260143.1	XP_011171151.1
OG0003491	NP_001163420.1	XP_025988848.1
OG0003493	NP_995847.1	XP_011168044.1
OG0003494	NP_001097740.1	XP_039309299.1, XP_039309208.1
OG0003495	NP_651224.1	XP_011174335.1
OG0003497	NP_001262426.1	XP_011156399.1
OG0003498	NP_725517.2	XP_011165874.1
OG0003499	NP_001262755.1	XP_039310463.1
OG0003500	NP_610612.1	XP_039305410.1
OG0003501	NP_648929.1	XP_011160315.1
OG0003502	NP_001259726.1	XP_011173216.1
OG0003503	NP_648536.1	XP_011158197.1
OG0003504	NP_476768.1	XP_039305633.1
OG0003506	NP_001261171.1	XP_011161084.2
OG0003507	NP_523670.2	XP_011161240.1
OG0003508	NP_650404.1, NP_572929.1	XP_011161847.2
OG0003509	NP_608811.2	XP_011158892.1, XP_039304838.1
OG0003510	NP_001097013.2	XP_039307343.1, XP_039307345.1, XP_039307346.1
OG0003511	NP_610452.2	XP_011159681.1, XP_011159682.1
OG0003512	NP_001285437.1	XP_011163532.1, XP_039302069.1, XP_039302070.1
OG0003513	NP_001246578.1	XP_025993404.1
OG0003514	NP_001262535.1	XP_011172359.1
OG0003515	NP_001286894.1	XP_025994886.1
OG0003516	NP_001015402.3, NP_652484.1	XP_011157782.1
OG0003517	NP_572927.1	XP_011157243.1
OG0003518	NP_001014592.1	XP_025993845.1
OG0003519	NP_523834.1	XP_011157485.2
OG0003520	NP_001284712.1	XP_025987458.1
OG0003521	NP_651327.1	XP_025994590.1
OG0003522	NP_650487.1	XP_011170188.1
OG0003523	NP_572207.1, NP_649390.1	XP_011159133.3
OG0003524	NP_610295.1, NP_609667.2, NP_001097332.1	XP_011159594.2
OG0003525	NP_001246660.1	XP_011157508.1
OG0003526	NP_001285323.1	XP_025994120.1, XP_011176200.1
OG0003527	NP_524617.3	XP_011164994.2
OG0003528	NP_001162835.1	XP_025994598.1
OG0003529	NP_609803.1	XP_011157905.1
OG0003530	NP_001189224.1	XP_011164666.1
OG0003531	NP_001246496.1	XP_011158045.1, XP_011158046.1
OG0003532	NP_524775.1	XP_011175391.1
OG0003533	NP_572804.1	XP_011166923.1, XP_039315583.1, XP_011166924.1
OG0003534	NP_611847.2, NP_726773.2	XP_025993470.2
OG0003535	NP_648818.3	XP_025996198.1
OG0003536	NP_001334682.1	XP_011161902.1
OG0003537	NP_725599.2	XP_039309256.1
OG0003538	NP_001286840.1	XP_011168937.1
OG0003539	NP_001259679.1	XP_039308016.1
OG0003540	NP_001262668.1	XP_011170944.1
OG0003541	NP_001285144.1, NP_001262829.1	XP_025989874.2, XP_025989876.2
OG0003542	NP_608745.1	XP_011165946.1, XP_039311669.1
OG0003543	NP_572639.2	XP_011158692.1
OG0003544	NP_001260220.1	XP_011169534.1, XP_025992037.1
OG0003545	NP_611861.1, NP_511100.1	XP_025990427.1
OG0003546	NP_652335.1	XP_025993446.1
OG0003547	NP_788434.1	XP_011158646.1
OG0003548	NP_001285168.1	XP_025988074.1
OG0003549	NP_610842.1	XP_011169642.1, XP_025986961.1
OG0003550	NP_608792.1	XP_011162120.1, XP_011162121.1
OG0003551	NP_001287595.1	XP_039301798.1
OG0003552	NP_001245771.1	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2
OG0003553	NP_001286937.1	XP_011161755.2
OG0003554	NP_610421.1	XP_039308532.1
OG0003555	NP_569948.3	XP_025995357.2
OG0003556	NP_572286.1	XP_025993106.2
OG0003557	NP_652054.1	XP_011164774.2
OG0003558	NP_001286837.1	XP_025994962.2
OG0003560	NP_649937.1	XP_025988610.2
OG0003561	NP_648551.3	XP_011160851.1, XP_011160852.1
OG0003562	NP_726776.1	XP_011155379.1
OG0003563	NP_524340.2	XP_039310060.1
OG0003564	NP_001260401.1, NP_609533.1	XP_011167702.1
OG0003565	NP_611962.2	XP_011156156.1
OG0003566	NP_610798.1	XP_039315677.1
OG0003567	NP_524351.1	XP_011172274.1
OG0003568	NP_001036444.1	XP_039312274.1
OG0003569	NP_001259065.1	XP_039312335.1
OG0003570	NP_650256.2	XP_025991364.2
OG0003571	NP_609641.1	XP_011164706.1
OG0003572	NP_725534.1	XP_011166886.1
OG0003573	NP_001163746.1	XP_025994936.2
OG0003574	NP_649699.1	XP_011156360.1
OG0003575	NP_001261871.1	XP_011168569.1, XP_039308668.1
OG0003576	NP_001162879.1	XP_011168218.1
OG0003577	NP_001245936.1	XP_011160828.1
OG0003578	NP_650054.2	XP_011164006.1
OG0003579	NP_733115.1, NP_001285192.1	XP_011158500.2
OG0003580	NP_511143.2	XP_025996659.1
OG0003581	NP_001286265.1	XP_025992672.1
OG0003582	NP_569947.2	XP_025986840.2
OG0003583	NP_652189.1	XP_011170583.1
OG0003584	NP_001246145.1	XP_011164677.1
OG0003585	NP_733027.2	XP_039312321.1, XP_039312320.1, XP_039312319.1
OG0003586	NP_649134.3	XP_011158129.1
OG0003587	NP_724916.1	XP_011169932.2
OG0003588	NP_001014614.1	XP_011159472.1
OG0003589	NP_996132.1	XP_025989716.1
OG0003591	NP_524597.1	XP_011161385.1
OG0003592	NP_524652.1	XP_025996466.1
OG0003593	NP_001286401.1	XP_039301872.1
OG0003596	NP_648348.1	XP_025992260.1
OG0003597	NP_001261943.1	XP_025991864.1
OG0003598	NP_001247400.1	XP_011165034.1, XP_025992827.1
OG0003599	NP_610813.3	XP_011161508.1
