Orthogroup	Drosophila_melanogaster	Anopheles_gambiae
OG0003535	NP_648818.3	XP_321605.3
OG0003536	NP_001334682.1	XP_310984.4
OG0003537	NP_725599.2	XP_320284.4
OG0003538	NP_001286840.1	XP_309785.4
OG0003539	NP_001259679.1	XP_317509.1
OG0003540	NP_001262668.1	XP_001230805.1
OG0003541	NP_001285144.1	XP_001231185.2
OG0003541	NP_001262829.1	XP_322031.4
OG0003542	NP_608745.1	XP_319866.3
OG0003543	NP_572639.2	XP_310644.5
OG0003544	NP_001260220.1	XP_314872.1
OG0003545	NP_511100.1	XP_311200.5
OG0003545	NP_001262902.1	XP_313726.5
OG0003546	NP_652335.1	XP_312093.1
OG0003547	NP_788434.1	XP_001688509.1
OG0003548	NP_001285168.1	XP_001688356.2
OG0003549	NP_610842.1	XP_311520.4
OG0003550	NP_608792.1	XP_319614.4
OG0003551	NP_001287595.1	XP_316718.4, XP_001688953.1
OG0003552	NP_001245771.1	XP_313737.5, XP_313738.5
OG0003553	NP_001286937.1	XP_316537.2
OG0003554	NP_610421.1	XP_311415.4
OG0003555	NP_569948.3	XP_309758.4
OG0003556	NP_572286.1	XP_310923.4, XP_310922.4
OG0003557	NP_652054.1	XP_311985.4
OG0003558	NP_001286837.1	XP_001237566.1
OG0003559	NP_001262811.1	XP_001238476.3
OG0003560	NP_649937.1	XP_313036.4
OG0003561	NP_648551.3	XP_307342.3, XP_308525.2
OG0003563	NP_524340.2	XP_319213.4, XP_311311.5
OG0003564	NP_001260401.1, NP_609533.1	XP_319845.3
OG0003565	NP_611962.2	XP_319973.4
OG0003566	NP_610798.1	XP_308378.4
OG0003567	NP_524351.1	XP_312637.2
OG0003568	NP_001036444.1	XP_309374.4
OG0003569	NP_001259065.1	XP_001237363.3, XP_003436903.1
OG0003570	NP_650256.2	XP_309978.4, XP_307032.4
OG0003571	NP_609641.1	XP_311699.2
OG0003572	NP_725534.1	XP_313023.4
OG0003573	NP_001163746.1	XP_311104.5
OG0003574	NP_649699.1	XP_322008.3
OG0003575	NP_001261871.1	XP_312432.3
OG0003576	NP_001162879.1	XP_319369.4
OG0003577	NP_001245936.1	XP_557912.3
OG0003578	NP_650054.2	XP_315000.4
OG0003579	NP_001285192.1	XP_321252.4, XP_003435950.1
OG0003580	NP_511143.2	XP_309104.5, XP_315349.3
OG0003581	NP_001286265.1	XP_308306.4
OG0003583	NP_652189.1	XP_320622.4
OG0003584	NP_001246145.1	XP_311553.4
OG0003585	NP_733027.2	XP_313499.5
OG0003586	NP_649134.3	XP_317995.1, XP_306327.2
OG0003587	NP_724916.1	XP_318827.4
OG0003588	NP_001014614.1	XP_312083.5
OG0003589	NP_996132.1	XP_310394.5, XP_001230761.2
OG0003591	NP_524597.1	XP_003437209.1, XP_317975.4
OG0003592	NP_524652.1	XP_313912.4
OG0003593	NP_001286401.1	XP_311537.4
OG0003594	NP_610243.4, NP_650495.1	XP_001688057.1, XP_001688058.1, XP_001688060.1, XP_001688059.1, XP_001237126.2, XP_308694.4, XP_558539.2, XP_314030.4, XP_308678.4
OG0003596	NP_648348.1	XP_320759.4
OG0003597	NP_001261943.1	XP_552630.3
OG0003598	NP_001247400.1	XP_317960.1
OG0003599	NP_610813.3	XP_311172.4
OG0003600	NP_652069.2	XP_313714.5
OG0003601	NP_001247153.1	XP_312365.4
OG0003602	NP_996141.2	XP_320881.2
OG0003603	NP_524366.1	XP_310386.6
OG0003604	NP_647677.2	XP_315742.4
OG0003605	NP_612073.2	XP_308485.4, XP_308486.4
OG0003606	NP_524810.2	XP_316034.4
OG0003607	NP_649008.2	XP_315620.4
OG0003608	NP_609634.1	XP_317283.4
OG0003609	NP_608886.1	XP_559710.2
OG0003610	NP_651726.1	XP_321483.5
OG0003611	NP_523583.2	XP_001689268.1
OG0003612	NP_477303.1	XP_315055.2
OG0003613	NP_570069.1	XP_003435961.1, XP_321193.4
OG0003614	NP_523541.2	XP_317213.1
OG0003615	NP_611687.1	XP_317361.4
OG0003616	NP_001262982.1	XP_321876.5
OG0003617	NP_001260440.1	XP_314940.4
OG0003618	NP_511065.1	XP_319406.3
OG0003619	NP_523898.1	XP_312335.5
OG0003620	NP_611053.1	XP_317920.4
OG0003621	NP_725799.1	XP_314366.4
OG0003623	NP_001261078.1	XP_564580.2
OG0003624	NP_001260192.1	XP_318735.4
OG0003625	NP_732109.2	XP_564385.3
OG0003626	NP_476722.1	XP_308578.4, XP_001688008.1, XP_001237106.2, XP_308569.3, XP_001238323.2
OG0003627	NP_725451.1	XP_314244.5, XP_306267.4, XP_314239.5
OG0003628	NP_001247372.1	XP_003437158.1, XP_003437161.1, XP_309162.5, XP_003437159.1, XP_003437160.1
OG0003629	NP_649520.1	XP_313294.4, XP_003436523.1
OG0003630	NP_001259267.1	XP_312434.5
OG0003631	NP_611946.2	XP_564645.3
OG0003632	NP_001014758.2	XP_313744.4, XP_003436820.1, XP_003436821.1
OG0003634	NP_608349.1	XP_321890.5
OG0003635	NP_608498.3	XP_001689043.1
OG0003636	NP_477119.1	XP_317123.4
OG0003637	NP_477440.1	XP_307928.5
OG0003638	NP_649194.1	XP_320852.4
OG0003639	NP_001262035.1	XP_320598.4
OG0003640	NP_001097136.2	XP_553651.3, XP_318890.3
OG0003641	NP_001247023.2	XP_318401.5
OG0003642	NP_001247399.1	XP_318405.4
OG0003643	NP_611345.1	XP_308696.4
OG0003644	NP_610446.1, NP_610447.2	XP_556667.3, XP_316031.4
OG0003645	NP_001014722.1	XP_309180.5
OG0003647	NP_572814.1, NP_722953.1	XP_558004.3, XP_001688580.1
OG0003648	NP_649176.1	XP_320564.3
OG0003649	NP_001096981.2	XP_318373.5
OG0003650	NP_001260032.1	XP_319172.4, XP_001689174.1
OG0003654	NP_001096928.1	XP_559330.3
OG0003655	NP_001162707.1, NP_573297.1, NP_001097020.1	XP_310507.4, XP_001687772.2, XP_310506.4
OG0003656	NP_609092.1	XP_318882.4
OG0003657	NP_724708.1	XP_320823.3
OG0003658	NP_001262034.1	XP_556056.3, XP_001688660.1
OG0003661	NP_001285240.1	XP_306307.3, XP_320390.3
OG0003665	NP_001261794.1	XP_320788.4
OG0003666	NP_611750.1	XP_320648.4
OG0003667	NP_001285128.1	XP_310547.4
OG0003668	NP_650452.1	XP_554420.4
OG0003669	NP_569851.2	XP_001238012.1
OG0003670	NP_608859.1	XP_317334.3
OG0003671	NP_610592.1	XP_316312.3
OG0003673	NP_608377.1	XP_563488.3
OG0003674	NP_611267.1	XP_312671.5
OG0003675	NP_001284923.1	XP_003436492.1, XP_560016.3
OG0003676	NP_651213.1	XP_001688341.2
OG0003677	NP_001262249.1	XP_310669.5
OG0003679	NP_001246615.1	XP_308358.4
OG0003680	NP_001014504.1	XP_308150.3, XP_001687844.1
OG0003681	NP_001261697.1	XP_316151.4
OG0003682	NP_001137924.1	XP_309044.4, XP_001688156.1
OG0003683	NP_649055.1, NP_572970.1, NP_572969.1, NP_001246867.1	XP_320854.3, XP_310757.4
OG0003684	NP_001260326.1	XP_001238181.1
OG0003686	NP_572247.2	XP_322050.5
OG0003687	NP_001286701.1	XP_320808.3
OG0003690	NP_650943.1	XP_003435818.1
OG0003691	NP_647620.1	XP_564133.3
OG0003692	NP_001097079.1	XP_321211.4
OG0003709	NP_001287407.1	XP_321230.2
OG0003710	NP_476636.1	XP_318556.2
OG0003711	NP_001260887.1	XP_307724.4
OG0003712	NP_001262202.1	XP_313349.1, XP_003436533.1
OG0003713	NP_477407.1, NP_996415.1	XP_554781.3
OG0003714	NP_476797.1	XP_307878.4
OG0003715	NP_001261198.1, NP_001261197.1	XP_315691.3
OG0003716	NP_001262080.1	XP_320365.2
OG0003717	NP_001247301.1	XP_308611.1
OG0003719	NP_647949.1	XP_316101.4
OG0003720	NP_572259.1, NP_572260.2, NP_572262.1	XP_310460.5
OG0003721	NP_001334713.1, NP_610961.1	XP_307784.1, XP_003436431.1, XP_003436430.1, XP_003436432.1
OG0003722	NP_649059.1	XP_309926.3
OG0003723	NP_648783.4	XP_314780.3
OG0003724	NP_001033967.1	XP_552242.3
OG0003726	NP_001287108.1	XP_316550.3
OG0003727	NP_611407.1	XP_001230831.2
OG0003728	NP_001097742.1	XP_313192.3, XP_001230317.2
OG0003729	NP_001247264.1, NP_647942.1	XP_315204.2
OG0003730	NP_001189310.1	XP_313569.5
OG0003731	NP_001259630.1	XP_316185.3
OG0003732	NP_001188553.1, NP_001262481.1	XP_320086.3
OG0003733	NP_731777.1, NP_523840.1	XP_307339.3, XP_319298.3
OG0003734	NP_001303480.1, NP_727447.1	XP_312238.3
OG0003735	NP_651684.1	XP_313782.3
OG0003736	NP_649702.2	XP_559757.1
OG0003737	NP_001261952.1	XP_315094.1
OG0003738	NP_610343.1	XP_314068.2
OG0003739	NP_001247139.1	XP_314469.4
OG0003740	NP_609492.1	XP_317396.3
OG0003741	NP_647961.1	XP_308810.3
OG0003742	NP_610417.1	XP_320195.4
OG0003743	NP_001188928.1, NP_001287533.1	XP_001689074.1, XP_317989.3, XP_001689073.1
OG0003744	NP_524719.1	XP_321378.5
OG0003745	NP_001259103.1	XP_307637.2
OG0003746	NP_649352.1	XP_320161.2
OG0003747	NP_001260028.1	XP_312468.5
OG0003749	NP_732419.1, NP_609366.2	XP_321468.5
OG0003750	NP_726111.1	XP_321339.5
OG0003751	NP_731267.1	XP_318530.4
OG0003752	NP_610168.1, NP_001260612.1	XP_314839.4
OG0003753	NP_572396.1, NP_651724.1, NP_001261261.1	XP_308054.4
OG0003754	NP_001285266.1, NP_649161.1	XP_317313.4
OG0003755	NP_001137699.1	XP_308572.1
OG0003756	NP_650331.1	XP_003436266.1, XP_312060.3
OG0003757	NP_511045.1	XP_320869.2
OG0003758	NP_650784.3	XP_313585.4
OG0003759	NP_001246908.1	XP_003436070.1, XP_307924.5
OG0003760	NP_609878.1, NP_001259750.1	XP_003437010.1, XP_310595.2, XP_308748.2
OG0003761	NP_001188681.1	XP_320415.2
OG0003762	NP_650214.1	XP_311723.4
OG0003763	NP_001287349.1	XP_003436301.1
OG0003765	NP_001284709.1	XP_003436025.1, XP_003436024.1, XP_320958.3
OG0003766	NP_523407.1	XP_310502.5
OG0003767	NP_001033885.1	XP_315982.2
OG0003768	NP_608575.1	XP_312630.2
OG0003769	NP_608619.1	XP_317359.4
OG0003770	NP_001285352.1	XP_321441.4
OG0003771	NP_651296.1	XP_312639.4
OG0003772	NP_609822.1, NP_650473.1	XP_312862.4, XP_001237501.2
OG0003773	NP_001259808.1	XP_316963.4
OG0003774	NP_569980.1	XP_321418.4, XP_003435898.1
OG0003775	NP_001245778.1	XP_309184.5
OG0003775	NP_648527.1	XP_309183.2, XP_309182.5
OG0003776	NP_649048.1	XP_551809.3
OG0003777	NP_001260520.2	XP_317655.3
OG0003778	NP_788548.1	XP_001688618.1
OG0003779	NP_609918.1	XP_001237594.2
OG0003780	NP_611446.3, NP_647716.1	XP_308583.2
OG0003781	NP_001261879.1	XP_320164.3, XP_320163.3
OG0003782	NP_001284805.1	XP_308132.2, XP_307312.2
OG0003783	NP_001262846.1	XP_318812.3
OG0003784	NP_733061.1	XP_003436317.1
OG0003785	NP_610974.1, NP_001285320.1	XP_003435742.1
OG0003786	NP_001097074.1	XP_312629.4
OG0003787	NP_648037.1	XP_312143.4
OG0003788	NP_511106.1	XP_312787.5
OG0003789	NP_732338.1	XP_307016.3, XP_313929.4
OG0003791	NP_001246448.1	XP_314956.4
OG0003792	NP_001188815.1	XP_320758.4
OG0003793	NP_650317.3	XP_311766.3
OG0003794	NP_001285058.1	XP_321364.3
OG0003795	NP_524134.1	XP_001688460.2
OG0003796	NP_001285371.1	XP_001237280.3, XP_003437003.1
OG0003797	NP_651340.1	XP_003436776.1
OG0003798	NP_001188780.1	XP_315523.4
OG0003799	NP_610451.1	XP_314122.3
OG0003800	NP_651825.4, NP_610916.1	XP_311236.5
OG0003801	NP_572526.1	XP_003436856.1, XP_315241.1
OG0003802	NP_001262901.1, NP_611191.1	XP_312750.4
OG0003803	NP_648168.1	XP_320799.3
OG0003804	NP_648144.3	XP_314994.4
OG0003805	NP_649541.1	XP_321167.4
OG0003806	NP_524537.1	XP_001237070.2
OG0003807	NP_001286908.1	XP_315739.4
OG0003808	NP_001259814.1	XP_311943.3
OG0003809	NP_001286673.1	XP_313997.4
OG0003810	NP_001260063.1	XP_317077.4
OG0003811	NP_649212.2	XP_311588.3
OG0003812	NP_001162723.1	XP_311247.5
OG0003813	NP_525073.1	XP_314555.3
OG0003814	NP_001261853.1	XP_311364.4, XP_307324.3
OG0003815	NP_649455.1	XP_321606.5
OG0003817	NP_001350858.1	XP_315953.3
OG0003818	NP_650328.1	XP_321247.5
OG0003819	NP_001263095.1	XP_313680.3
OG0003820	NP_001036422.1	XP_001238192.2
OG0003821	NP_609946.1	XP_319843.4
OG0003822	NP_001036633.2	XP_003436068.1, XP_307935.5
OG0003824	NP_652145.1	XP_316832.4
OG0003825	NP_001262701.1	XP_321926.5, XP_003435784.1
OG0003826	NP_001247206.1	XP_003436489.1, XP_001688342.2
OG0003827	NP_611986.2	XP_319073.4
OG0003828	NP_001261195.1	XP_315689.3, XP_561434.4, XP_001688702.1
OG0003829	NP_001245409.1	XP_320975.4
OG0003830	NP_001245983.1, NP_723670.2	XP_310148.4
OG0003831	NP_001260897.1	XP_555438.3
OG0003832	NP_001137905.1, NP_001261534.1	XP_315726.4
OG0003833	NP_511048.2	XP_322026.2
OG0003834	NP_001260368.1	XP_316920.3
OG0003835	NP_001262920.1	XP_319229.4
OG0003836	NP_001260135.1	XP_321703.5
OG0003837	NP_610913.1	XP_313978.1
OG0003838	NP_610522.1	XP_001687956.1, XP_308499.3
OG0003839	NP_001262031.1	XP_320303.4
OG0003841	NP_570012.1	XP_312835.4, XP_003436406.1
OG0003842	NP_573371.1	XP_309233.5
OG0003843	NP_001261596.1	XP_316726.2
OG0003844	NP_476904.1	XP_311543.2
OG0003845	NP_610201.1	XP_320970.3
OG0003846	NP_001163433.1	XP_309350.4
OG0003847	NP_732393.1	XP_321528.4
OG0003848	NP_001247237.1	XP_320558.3
OG0003849	NP_610044.2	XP_310210.4
OG0003850	NP_609358.1	XP_313188.3
OG0003851	NP_001259490.1	XP_309752.3
OG0003852	NP_001259707.1	XP_312907.4
OG0003853	NP_609495.1	XP_319601.4
OG0003854	NP_608657.1	XP_319344.4
OG0003855	NP_001260765.1	XP_001688251.1
OG0003856	NP_647660.1	XP_320680.1
OG0003857	NP_788641.1	XP_003437101.1
OG0003859	NP_611549.2	XP_320575.3
OG0003860	NP_612094.2	XP_321828.3
OG0003861	NP_001259663.1	XP_320922.2
OG0003863	NP_569972.1	XP_003436354.1
OG0003864	NP_650951.1, NP_650952.2, NP_001260990.1	XP_317926.4
OG0003866	NP_001261542.1	XP_315722.4, XP_001688715.1, XP_315721.4
OG0003867	NP_609864.1, NP_573096.1	XP_312224.5
OG0003868	NP_610357.1	XP_310411.7
OG0003869	NP_788357.1	XP_311926.5
OG0003870	NP_001368936.1	XP_307911.3
OG0003871	NP_611535.1	XP_315111.4
OG0003872	NP_610876.1	XP_308174.2
OG0003873	NP_001334735.1	XP_320953.4
OG0003874	NP_001163577.1	XP_319180.3
OG0003875	NP_572532.1	XP_562161.4
OG0003876	NP_001259823.1	XP_319884.4
OG0003877	NP_001285642.1	XP_314810.4
OG0003878	NP_001097890.1	XP_003436746.1, XP_313144.3
OG0003879	NP_647918.2	XP_316539.2
OG0003880	NP_572535.1	XP_309242.4
OG0003881	NP_001260585.1	XP_001237692.2
OG0003882	NP_001162627.1	XP_311868.5
OG0003883	NP_573251.1	XP_311386.4
OG0003884	NP_572907.1	XP_310455.4
OG0003886	NP_724244.1	XP_314842.3
OG0003887	NP_476982.1	XP_317201.4
OG0003888	NP_523797.1, NP_476814.1	XP_320221.4
OG0003889	NP_610732.1	XP_315664.4
OG0003890	NP_649876.1	XP_311717.4
OG0003891	NP_001263108.1	XP_309150.5
OG0003892	NP_001262069.1	XP_314996.4
OG0003893	NP_647757.2, NP_001259177.1	XP_551305.4, XP_003435860.1
OG0003894	NP_001246498.1	XP_557626.3
OG0003895	NP_001259484.1	XP_309808.4
OG0003897	NP_001261947.1	XP_312367.5
OG0003898	NP_647707.1	XP_315835.4
OG0003899	NP_001097186.2, NP_650042.2	XP_317642.4
OG0003900	NP_651578.1	XP_307645.4, XP_307644.2
OG0003901	NP_572401.2	XP_310209.4
OG0003902	NP_001246118.1	XP_319789.4
OG0003903	NP_001261922.1	XP_315792.4, XP_001688728.1
OG0003904	NP_001262697.1	XP_313786.5
OG0003905	NP_729888.1	XP_320268.3
OG0003906	NP_001259961.1, NP_611200.2	XP_562427.1
OG0003907	NP_569906.1	XP_553285.4
OG0003908	NP_001260726.1	XP_311405.3
OG0003909	NP_001247006.1	XP_307779.5
OG0003910	NP_001246673.1	XP_312278.5
OG0003912	NP_001097238.1	XP_314171.4
OG0003913	NP_648549.1	XP_315962.4
OG0003914	NP_001356926.1	XP_003436135.1, XP_311548.3
OG0003915	NP_001286055.1	XP_308092.4
OG0003916	NP_611032.2	XP_307453.3, XP_319009.4
OG0003917	NP_524287.1	XP_003436440.1
OG0003918	NP_524099.2	XP_001689289.1
OG0003919	NP_001188671.1	XP_312450.4
OG0003920	NP_001287306.1	XP_001689084.1, XP_318039.3
OG0003921	NP_001356957.1	XP_319681.2
OG0003922	NP_609238.1	XP_317383.4
OG0003924	NP_001245549.1	XP_321093.4, XP_003435980.1
OG0003925	NP_573225.1	XP_003437095.1, XP_311307.4
OG0003926	NP_723576.1	XP_320129.3
OG0003927	NP_649067.2	XP_320900.3
OG0003928	NP_611175.1	XP_313769.4
OG0003929	NP_001261060.1	XP_003435903.1, XP_321406.5
OG0003930	NP_726473.2	XP_001688107.1, XP_001688108.1, XP_308849.3
OG0003931	NP_524417.1, NP_651961.1	XP_309977.3
OG0003932	NP_001036655.1	XP_003436142.1
OG0003933	NP_477445.1	XP_311862.3
OG0003934	NP_648581.1	XP_316307.1
OG0003935	NP_001287055.1	XP_308886.4
OG0003936	NP_524483.1	XP_003436329.1, XP_311925.3
OG0003937	NP_611251.2	XP_315625.4
OG0003938	NP_001262741.1	XP_003436735.1, XP_313067.5, XP_003436734.1
OG0003939	NP_001259461.1	XP_311333.5
OG0003940	NP_650512.1	XP_307793.5, XP_306070.4
OG0003941	NP_001259608.1	XP_310602.3
OG0003942	NP_650530.2	XP_554389.4
OG0003943	NP_649905.1	XP_312823.5
OG0003944	NP_001261149.1	XP_317195.1
OG0003945	NP_608585.1	XP_313382.3
OG0003946	NP_647768.3	XP_308858.4
OG0003947	NP_651180.3	XP_310464.4, XP_003437045.1
OG0003948	NP_001286414.1	XP_309825.4
OG0003950	NP_731494.1, NP_731495.1	XP_310421.4
OG0003951	NP_996299.1	XP_313109.5
OG0003952	NP_649594.1	XP_309625.4
OG0003953	NP_001188991.1, NP_001162855.1, NP_733175.1	XP_310948.4, XP_003436935.1
OG0003954	NP_611769.2, NP_001245708.1	XP_311994.4
OG0003956	NP_477397.1	XP_315195.5
OG0003957	NP_001261167.1	XP_320392.4
OG0003958	NP_477224.1	XP_321015.5
OG0003959	NP_001261183.1	XP_321653.5
OG0003960	NP_001097394.1	XP_003436461.1, XP_314272.5
OG0003961	NP_610107.1	XP_318614.3
OG0003962	NP_523811.1	XP_316867.5
OG0003963	NP_611832.1	XP_317237.3
OG0003964	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1	XP_321179.4
OG0003965	NP_648590.1	XP_315113.4
OG0003966	NP_001286169.1	XP_311323.4
OG0003967	NP_649099.1	XP_316857.3
OG0003968	NP_610398.1	XP_317805.2
OG0003969	NP_569880.1	XP_320573.1
OG0003970	NP_001262490.1, NP_731657.2	XP_554210.2
OG0003971	NP_001285692.1	XP_318755.4
OG0003972	NP_611539.1	XP_001688794.1, XP_316203.2
OG0003973	NP_001286341.1, NP_725128.2, NP_610757.1	XP_320234.3
OG0003974	NP_651278.2	XP_313497.2
OG0003975	NP_649552.1	XP_554108.3
OG0003976	NP_001246589.1	XP_320294.3
OG0003977	NP_570081.2	XP_001687837.2
OG0003978	NP_001285330.1, NP_001263122.1	XP_312928.5, XP_003436420.1
OG0003979	NP_611690.2	XP_320626.2
OG0003980	NP_572722.2	XP_319759.4
OG0003981	NP_610429.2	XP_318692.4
OG0003982	NP_609079.2	XP_319753.4
OG0003983	NP_001137958.1	XP_315737.4
OG0003985	NP_572747.1	XP_311326.5
OG0003986	NP_511064.2	XP_316882.5
OG0003987	NP_001286391.1	XP_309555.4
OG0003988	NP_001163748.1	XP_313024.5
OG0003989	NP_001163103.1	XP_001689096.1, XP_318078.2
OG0003990	NP_524448.3	XP_315228.5
OG0003991	NP_524623.2	XP_001687756.2
OG0003992	NP_573116.2	XP_308140.4
OG0003993	NP_001287552.1	XP_310762.5, XP_311031.1
OG0003994	NP_001286707.1	XP_001689408.1
OG0003995	NP_001284866.1	XP_310142.4
OG0003996	NP_001259362.1, NP_650489.1	XP_317395.4
OG0003997	NP_001246522.1, NP_722917.2, NP_608787.1	XP_001689015.1
OG0003998	NP_001162829.1	XP_001688449.2
OG0003999	NP_523723.1	XP_001238227.1
OG0004000	NP_001246063.1	XP_315213.4
OG0004002	NP_001303384.1	XP_315904.5, XP_003435730.1
OG0004003	NP_001162933.1	XP_553421.2
OG0004004	NP_609954.1, NP_001286084.1	XP_311855.4
OG0004005	NP_732452.1	XP_003436736.1, XP_001230869.2
OG0004006	NP_724569.1	XP_316519.4
OG0004008	NP_001097360.1	XP_318925.4
OG0004009	NP_731065.1	XP_001230840.3, XP_001230839.3
OG0004010	NP_572391.1	XP_316790.4
OG0004011	NP_001260641.1	XP_318681.1
OG0004012	NP_001096948.2	XP_001688421.2
OG0004014	NP_572951.1	XP_003437004.1, XP_310622.3, XP_320348.3
OG0004015	NP_001138211.1	XP_003437092.1, XP_311292.4
OG0004016	NP_001189283.1	XP_311166.5
OG0004017	NP_001286893.1	XP_001688637.1
OG0004018	NP_728546.1	XP_315551.1
OG0004019	NP_001097548.1	XP_003435731.1
OG0004020	NP_001287463.1	XP_003437151.1
OG0004021	NP_001259691.1	XP_310900.5
OG0004022	NP_001285276.1	XP_316825.5
OG0004023	NP_001285665.1	XP_001689316.2
OG0004024	NP_001263051.1	XP_001688399.2
OG0004026	NP_524473.2	XP_003436438.1, XP_001231184.3
OG0004027	NP_648926.3	XP_316189.4
OG0004028	NP_001097560.1	XP_308455.4
OG0004029	NP_001097121.1	XP_317149.4
OG0004030	NP_001262385.1	XP_003436242.1
OG0004030	NP_001189194.1	XP_003436243.1
OG0004031	NP_524815.1	XP_554294.3
OG0004033	NP_477436.1	XP_555381.3
OG0004034	NP_609890.2	XP_314073.4
OG0004036	NP_649324.1	XP_307136.4
OG0004037	NP_001262772.1	XP_311349.5
OG0004038	NP_001245836.1	XP_321810.4
OG0004040	NP_001285092.1, NP_572658.2	XP_307401.4
OG0004041	NP_647718.1	XP_565006.2
OG0004042	NP_523917.2	XP_312101.5
OG0004043	NP_001259062.1	XP_314537.4
OG0004044	NP_572373.1	XP_308352.4
OG0004045	NP_523806.2, NP_524607.1	XP_312996.1
OG0004046	NP_001189212.1	XP_312561.3
OG0004047	NP_649701.2	XP_321168.5
OG0004048	NP_001097680.1	XP_311026.4
OG0004049	NP_610466.2	XP_001688807.1
OG0004050	NP_573088.1	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2
OG0004051	NP_573193.1, NP_650498.3	XP_321377.4
OG0004052	NP_001262451.1	XP_313802.5
OG0004053	NP_001260958.1	XP_564094.3
OG0004055	NP_649411.1	XP_551859.3
OG0004056	NP_001259979.1	XP_316308.4
OG0004058	NP_477114.1	XP_312771.1
OG0004059	NP_001261609.1	XP_317121.2
OG0004060	NP_476576.1	XP_308010.5
OG0004061	NP_001285590.1	XP_317494.1
OG0004062	NP_001245607.1	XP_003435760.1, XP_551677.4
OG0004063	NP_001162975.1	XP_318961.4, XP_318960.4
OG0004064	NP_001259152.1	XP_001231048.2
OG0004065	NP_001259234.1	XP_321583.5
OG0004066	NP_573146.1	XP_310825.3
OG0004067	NP_001261227.1	XP_313977.4
OG0004068	NP_725626.1, NP_476863.1	XP_320290.4
OG0004069	NP_001368995.1	XP_311616.1
OG0004070	NP_001162753.1, NP_001285243.1	XP_310908.5, XP_310904.5
OG0004071	NP_996010.2	XP_001688827.1, XP_316281.4
OG0004072	NP_572759.1	XP_001689139.1
OG0004073	NP_648318.2	XP_308326.4
OG0004074	NP_001286846.1	XP_314000.3
OG0004075	NP_788639.1	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4
OG0004076	NP_608550.1	XP_308369.3
OG0004077	NP_650693.1	XP_313328.4
OG0004078	NP_649890.1	XP_312472.2
OG0004079	NP_001137777.1	XP_320805.3
OG0004080	NP_523890.2	XP_315852.4
OG0004082	NP_001260586.1	XP_318628.4
OG0004083	NP_569978.1	XP_318065.4
OG0004084	NP_001163332.2	XP_310358.7
OG0004085	NP_001246647.1	XP_316356.3
OG0004086	NP_001138108.1	XP_310930.5
OG0004087	NP_001259779.1	XP_311835.5
OG0004088	NP_723510.1	XP_318883.4
OG0004089	NP_001260005.1	XP_555244.3
OG0004090	NP_609643.2	XP_001237595.2
OG0004091	NP_609204.2	XP_319154.4
OG0004092	NP_001285421.1	XP_317242.4
OG0004093	NP_001259507.1	XP_310688.5
OG0004094	NP_511152.2	XP_311178.4
OG0004095	NP_477374.1	XP_316020.4
OG0004096	NP_725637.1	XP_559248.3
OG0004097	NP_001286067.1	XP_318918.2
OG0004098	NP_726437.2	XP_309835.2
OG0004099	NP_650205.1	XP_321090.4
OG0004100	NP_609183.1	XP_313152.3
OG0004101	NP_723188.1	XP_314837.3
OG0004102	NP_001262443.1	XP_003436465.1, XP_003436464.1
OG0004103	NP_001027038.3	XP_313432.5, XP_003436553.1, XP_003436554.1
OG0004104	NP_001096852.1, NP_001287489.1	XP_312438.5
OG0004105	NP_001260476.1	XP_319178.4
OG0004106	NP_649461.2	XP_311153.3
OG0004107	NP_647638.1	XP_001688851.1
OG0004108	NP_788735.1	XP_562582.3, XP_003436576.1
OG0004109	NP_523920.1	XP_563317.4
OG0004110	NP_611023.1	XP_316345.4
OG0004111	NP_523982.2	XP_314309.4
OG0004112	NP_608410.2	XP_321635.1, XP_003435850.1
OG0004113	NP_524712.1	XP_320525.4
OG0004114	NP_476905.1	XP_319407.2
OG0004116	NP_651973.4	XP_001237507.3
OG0004117	NP_648367.1	XP_001237803.2
OG0004119	NP_651939.4	XP_319556.5
OG0004120	NP_001263153.1	XP_321666.3
OG0004121	NP_523790.1	XP_321405.4
OG0004122	NP_648520.1	XP_309209.5
OG0004123	NP_001260855.1	XP_319749.3
OG0004124	NP_523879.2, NP_728565.1	XP_316056.4, XP_556692.3
OG0004125	NP_573215.1	XP_310876.4
OG0004126	NP_001260594.1	XP_001238114.1, XP_553994.2
OG0004128	NP_001286068.1	XP_319393.4
OG0004129	NP_001245829.1	XP_314716.4
OG0004130	NP_001245938.1	XP_312574.4
OG0004131	NP_001284898.1, NP_001284897.1	XP_309504.4
OG0004132	NP_001285233.1	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1
OG0004133	NP_001259348.1	XP_003436965.1
OG0004137	NP_610611.1	XP_312668.4
OG0004138	NP_001027221.1	XP_307877.2
OG0004139	NP_001262795.1	XP_315254.3
OG0004140	NP_476985.1	XP_001689102.1
OG0004141	NP_524372.1, NP_525036.2	XP_316517.4
OG0004142	NP_723952.2	XP_024667089.1
OG0004143	NP_523942.2	XP_001237118.2
OG0004144	NP_001259820.1	XP_319864.4
OG0004145	NP_001097306.2	XP_309941.4
