Orthogroup	Drosophila_melanogaster	Megalopta_genalis
OG0003603	NP_524366.1	XP_033342741.1, XP_033342742.1
OG0003604	NP_647677.2	XP_033330019.1
OG0003605	NP_612073.2	XP_033332795.1, XP_033332656.1
OG0003606	NP_524810.2	XP_033337661.1
OG0003607	NP_649008.2	XP_033330741.1
OG0003608	NP_609634.1	XP_033327084.1, XP_033327085.1
OG0003609	NP_608886.1	XP_033323868.1
OG0003610	NP_651726.1	XP_033322147.1
OG0003611	NP_523583.2	XP_033343019.1
OG0003612	NP_477303.1	XP_033324629.1, XP_033324630.1, XP_033324631.1
OG0003613	NP_570069.1	XP_033341124.1
OG0003614	NP_523541.2	XP_033329826.1
OG0003615	NP_611687.1	XP_033323342.1
OG0003616	NP_001262982.1	XP_033342619.1
OG0003617	NP_001260440.1	XP_033332449.1
OG0003618	NP_511065.1	XP_033333819.1
OG0003619	NP_523898.1	XP_033326043.1, XP_033326040.1
OG0003620	NP_611053.1	XP_033327015.1
OG0003621	NP_725799.1	XP_033329989.1, XP_033329988.1, XP_033329991.1
OG0003623	NP_001261078.1	XP_033331870.1, XP_033328465.1
OG0003624	NP_001260192.1	XP_033327223.1, XP_033327226.1, XP_033327227.1
OG0003625	NP_732109.2	XP_033333573.1
OG0003626	NP_476722.1	XP_033324635.1
OG0003627	NP_725451.1	XP_033330317.1
OG0003629	NP_649520.1	XP_033340985.1
OG0003630	NP_001259267.1	XP_033337705.1
OG0003631	NP_611946.2	XP_033321623.1, XP_033321612.1
OG0003632	NP_001014758.2	XP_033339243.1
OG0003633	NP_648604.2	XP_033329711.1
OG0003634	NP_608349.1	XP_033337528.1
OG0003635	NP_608498.3	XP_033322844.1
OG0003636	NP_477119.1	XP_033332031.1, XP_033332030.1, XP_033332027.1
OG0003637	NP_477440.1	XP_033321466.1
OG0003638	NP_649194.1	XP_033326028.1
OG0003639	NP_001262035.1	XP_033334943.1
OG0003640	NP_001097136.2	XP_033342764.1
OG0003641	NP_001247023.2	XP_033337434.1
OG0003642	NP_001247399.1	XP_033327393.1
OG0003644	NP_610446.1, NP_610447.2	XP_033336259.1, XP_033335794.1
OG0003645	NP_001014722.1	XP_033323308.1
OG0003646	NP_001285636.1	XP_033329030.1
OG0003647	NP_572814.1, NP_722953.1	XP_033340628.1
OG0003648	NP_649176.1	XP_033336450.1, XP_033336449.1, XP_033336452.1, XP_033336451.1
OG0003649	NP_001096981.2	XP_033326259.1
OG0003650	NP_001260032.1	XP_033321985.1
OG0003653	NP_572704.1	XP_033321965.1
OG0003654	NP_001096928.1	XP_033336928.1
OG0003655	NP_001162707.1, NP_573297.1, NP_001097020.1	XP_033326138.1
OG0003656	NP_609092.1	XP_033334078.1
OG0003657	NP_724708.1	XP_033338768.1
OG0003658	NP_001262034.1	XP_033327370.1
OG0003661	NP_001285240.1	XP_033333296.1
OG0003663	NP_001261019.1	XP_033332314.1
OG0003665	NP_001261794.1	XP_033339340.1
OG0003666	NP_611750.1	XP_033329093.1
OG0003667	NP_001285128.1	XP_033323891.1
OG0003668	NP_650452.1	XP_033342761.1, XP_033342758.1
OG0003669	NP_569851.2	XP_033330266.1
OG0003670	NP_608859.1	XP_033334519.1, XP_033334520.1, XP_033334521.1
OG0003671	NP_610592.1	XP_033341605.1
OG0003672	NP_001287600.1, NP_001287601.1	XP_033323844.1, XP_033323846.1, XP_033323845.1
OG0003673	NP_608377.1	XP_033338895.1
OG0003674	NP_611267.1	XP_033343005.1, XP_033343007.1
OG0003675	NP_001284923.1	XP_033337465.1
OG0003677	NP_001262249.1	XP_033334058.1
OG0003679	NP_001246615.1	XP_033340304.1, XP_033340302.1, XP_033340303.1
OG0003680	NP_001014504.1	XP_033326065.1
OG0003681	NP_001261697.1	XP_033329613.1
OG0003682	NP_001137924.1	XP_033331600.1
OG0003683	NP_649055.1, NP_572970.1, NP_572969.1, NP_001246867.1	XP_033342058.1
OG0003684	NP_001260326.1	XP_033335939.1, XP_033335937.1
OG0003686	NP_572247.2	XP_033326907.1, XP_033333315.1
OG0003687	NP_001286701.1	XP_033328571.1, XP_033328570.1, XP_033328572.1, XP_033328573.1
OG0003689	NP_723220.2	XP_033325700.1
OG0003689	NP_001285690.1	XP_033325817.1, XP_033325818.1
OG0003690	NP_650943.1	XP_033336189.1, XP_033336210.1, XP_033336218.1, XP_033336200.1
OG0003691	NP_647620.1	XP_033333937.1
OG0003692	NP_001097079.1	XP_033326721.1
OG0003703	NP_001263091.1	XP_033323839.1, XP_033323840.1, XP_033323842.1, XP_033323841.1
OG0003709	NP_001287407.1	XP_033337029.1
OG0003710	NP_476636.1	XP_033323119.1
OG0003711	NP_001260887.1	XP_033326335.1
OG0003712	NP_001262202.1	XP_033331780.1
OG0003713	NP_477407.1, NP_996415.1	XP_033341731.1
OG0003714	NP_476797.1	XP_033329476.1
OG0003715	NP_001261198.1, NP_001261197.1	XP_033321447.1
OG0003716	NP_001262080.1	XP_033333005.1
OG0003717	NP_001247301.1	XP_033327777.1
OG0003719	NP_647949.1	XP_033341072.1, XP_033341071.1
OG0003720	NP_572259.1, NP_572260.2, NP_572262.1	XP_033334259.1
OG0003721	NP_001334713.1, NP_610961.1	XP_033337741.1
OG0003722	NP_649059.1	XP_033340174.1
OG0003723	NP_648783.4	XP_033323661.1
OG0003724	NP_001033967.1	XP_033327630.1
OG0003726	NP_001287108.1	XP_033321421.1
OG0003727	NP_611407.1	XP_033329857.1
OG0003728	NP_001097742.1	XP_033324099.1
OG0003729	NP_001247264.1, NP_647942.1	XP_033325675.1, XP_033325676.1
OG0003730	NP_001189310.1	XP_033330528.1
OG0003731	NP_001259630.1	XP_033321609.1
OG0003732	NP_001188553.1, NP_001262481.1	XP_033325852.1
OG0003733	NP_731777.1, NP_523840.1	XP_033325532.1, XP_033325531.1
OG0003734	NP_001303480.1, NP_727447.1	XP_033336299.1
OG0003735	NP_651684.1	XP_033322250.1, XP_033322249.1, XP_033322251.1
OG0003736	NP_649702.2	XP_033326399.1
OG0003737	NP_001261952.1	XP_033340545.1
OG0003738	NP_610343.1	XP_033338964.1, XP_033338967.1
OG0003739	NP_001247139.1	XP_033339946.1
OG0003740	NP_609492.1	XP_033324971.1
OG0003741	NP_647961.1	XP_033340471.1
OG0003742	NP_610417.1	XP_033335202.1
OG0003743	NP_001188928.1, NP_001287533.1	XP_033337852.1
OG0003744	NP_524719.1	XP_033341732.1
OG0003745	NP_001259103.1	XP_033327652.1
OG0003746	NP_649352.1	XP_033337251.1
OG0003747	NP_001260028.1	XP_033329782.1
OG0003748	NP_611632.3	XP_033342597.1, XP_033342598.1, XP_033342508.1
OG0003749	NP_732419.1, NP_609366.2	XP_033328604.1, XP_033328722.1
OG0003750	NP_726111.1	XP_033339577.1
OG0003751	NP_731267.1	XP_033325839.1
OG0003752	NP_610168.1, NP_001260612.1	XP_033333796.1
OG0003753	NP_572396.1, NP_651724.1, NP_001261261.1	XP_033337575.1
OG0003754	NP_001285266.1, NP_649161.1	XP_033335875.1
OG0003755	NP_001137699.1	XP_033327248.1
OG0003756	NP_650331.1	XP_033339869.1, XP_033324366.1
OG0003757	NP_511045.1	XP_033324665.1
OG0003758	NP_650784.3	XP_033328506.1, XP_033328515.1
OG0003759	NP_001246908.1	XP_033330702.1
OG0003760	NP_609878.1, NP_001259750.1	XP_033322178.1
OG0003761	NP_001188681.1	XP_033328479.1
OG0003762	NP_650214.1	XP_033331270.1
OG0003763	NP_001287349.1	XP_033324800.1
OG0003764	NP_649241.1	XP_033335247.1, XP_033335249.1
OG0003765	NP_001284709.1	XP_033332472.1
OG0003766	NP_523407.1	XP_033337284.1
OG0003767	NP_001033885.1	XP_033321340.1, XP_033321388.1, XP_033321393.1
OG0003768	NP_608575.1	XP_033333476.1
OG0003769	NP_608619.1	XP_033325619.1
OG0003770	NP_001285352.1	XP_033322579.1
OG0003771	NP_651296.1	XP_033329979.1, XP_033329980.1
OG0003772	NP_609822.1, NP_650473.1	XP_033324360.1
OG0003773	NP_001259808.1	XP_033324129.1
OG0003774	NP_569980.1	XP_033330125.1
OG0003775	NP_648527.1	XP_033341745.1
OG0003776	NP_649048.1	XP_033339908.1
OG0003777	NP_001260520.2	XP_033333284.1
OG0003778	NP_788548.1	XP_033322916.1
OG0003779	NP_609918.1	XP_033323660.1
OG0003780	NP_611446.3, NP_647716.1	XP_033335718.1
OG0003781	NP_001261879.1	XP_033326188.1
OG0003782	NP_649399.1, NP_001284805.1	XP_033332738.1
OG0003783	NP_001262846.1	XP_033324642.1
OG0003784	NP_733061.1	XP_033323399.1
OG0003785	NP_610974.1, NP_001285320.1	XP_033335246.1
OG0003786	NP_001097074.1	XP_033327446.1
OG0003787	NP_648037.1	XP_033334308.1
OG0003788	NP_511106.1	XP_033334323.1, XP_033338504.1
OG0003789	NP_732338.1	XP_033331211.1
OG0003790	NP_001262023.1	XP_033341142.1
OG0003791	NP_001246448.1	XP_033329674.1
OG0003792	NP_001188815.1	XP_033329693.1, XP_033329692.1
OG0003793	NP_650317.3	XP_033322971.1
OG0003794	NP_001285058.1	XP_033325446.1
OG0003795	NP_524134.1	XP_033331013.1
OG0003796	NP_001285371.1	XP_033337462.1
OG0003797	NP_651340.1	XP_033328001.1, XP_033328000.1, XP_033328002.1, XP_033328003.1
OG0003798	NP_001188780.1	XP_033339817.1, XP_033339677.1, XP_033339676.1
OG0003799	NP_610451.1	XP_033327203.1
OG0003800	NP_651825.4, NP_610916.1	XP_033336664.1
OG0003801	NP_572526.1	XP_033338718.1
OG0003802	NP_001262901.1, NP_611191.1	XP_033327646.1
OG0003803	NP_648168.1	XP_033341902.1
OG0003804	NP_648144.3	XP_033323599.1
OG0003805	NP_649541.1	XP_033331649.1
OG0003806	NP_524537.1	XP_033327336.1
OG0003807	NP_001286908.1	XP_033336412.1, XP_033336411.1
OG0003808	NP_001259814.1	XP_033338456.1
OG0003809	NP_001286673.1	XP_033334187.1, XP_033334188.1, XP_033334189.1
OG0003810	NP_001260063.1	XP_033335592.1
OG0003811	NP_649212.2	XP_033333716.1
OG0003812	NP_001162723.1	XP_033331576.1
OG0003813	NP_525073.1	XP_033321788.1
OG0003814	NP_001261853.1	XP_033336185.1
OG0003815	NP_649455.1	XP_033342704.1
OG0003817	NP_001350858.1	XP_033334889.1
OG0003818	NP_650328.1	XP_033338695.1
OG0003819	NP_001263095.1	XP_033324822.1
OG0003820	NP_001036422.1	XP_033334636.1, XP_033334635.1
OG0003821	NP_609946.1	XP_033331525.1, XP_033331522.1, XP_033331524.1, XP_033331523.1
OG0003822	NP_001036633.2	XP_033333024.1, XP_033333022.1
OG0003824	NP_652145.1	XP_033328970.1
OG0003825	NP_001262701.1	XP_033329600.1
OG0003826	NP_001247206.1	XP_033341280.1
OG0003827	NP_611986.2	XP_033340230.1
OG0003828	NP_001261195.1	XP_033340316.1
OG0003829	NP_001245409.1	XP_033333058.1
OG0003830	NP_001245983.1, NP_723670.2	XP_033325539.1
OG0003831	NP_001260897.1	XP_033336562.1
OG0003832	NP_001137905.1, NP_001261534.1	XP_033341840.1
OG0003833	NP_511048.2	XP_033326262.1, XP_033326261.1
OG0003834	NP_001260368.1	XP_033339008.1
OG0003835	NP_001262920.1	XP_033327411.1
OG0003836	NP_001260135.1	XP_033337483.1
OG0003837	NP_610913.1	XP_033336862.1, XP_033336863.1
OG0003838	NP_610522.1	XP_033321599.1
OG0003839	NP_001262031.1	XP_033327285.1
OG0003840	NP_650660.2	XP_033337710.1
OG0003841	NP_570012.1	XP_033321529.1
OG0003842	NP_573371.1	XP_033338467.1
OG0003843	NP_001261596.1	XP_033323380.1
OG0003845	NP_610201.1	XP_033322158.1
OG0003846	NP_001163433.1	XP_033322153.1
OG0003847	NP_732393.1	XP_033322559.1
OG0003848	NP_001247237.1	XP_033328191.1, XP_033328190.1
OG0003849	NP_610044.2	XP_033330235.1
OG0003850	NP_609358.1	XP_033331462.1
OG0003851	NP_001259490.1	XP_033326421.1
OG0003852	NP_001259707.1	XP_033333810.1
OG0003853	NP_609495.1	XP_033332014.1
OG0003854	NP_608657.1	XP_033338399.1
OG0003855	NP_001260765.1	XP_033333307.1
OG0003856	NP_647660.1	XP_033324636.1
OG0003857	NP_788641.1	XP_033329532.1, XP_033329287.1
OG0003859	NP_611549.2	XP_033326925.1
OG0003861	NP_001259663.1	XP_033332382.1
OG0003862	NP_001286393.1	XP_033338769.1
OG0003863	NP_569972.1	XP_033320913.1, XP_033320912.1
OG0003864	NP_650951.1, NP_650952.2, NP_001260990.1	XP_033326931.1
OG0003866	NP_001261542.1	XP_033327656.1
OG0003867	NP_609864.1, NP_573096.1	XP_033329111.1
OG0003868	NP_610357.1	XP_033325458.1
OG0003869	NP_788357.1	XP_033335566.1
OG0003870	NP_001368936.1	XP_033342083.1
OG0003871	NP_611535.1	XP_033331560.1
OG0003872	NP_610876.1	XP_033329916.1
OG0003873	NP_001334735.1	XP_033341378.1, XP_033341374.1
OG0003874	NP_001163577.1	XP_033324314.1
OG0003875	NP_572532.1	XP_033333220.1
OG0003876	NP_001259823.1	XP_033333865.1, XP_033333866.1
OG0003877	NP_001285642.1	XP_033334616.1
OG0003878	NP_001097890.1	XP_033342974.1
OG0003879	NP_647918.2	XP_033325572.1
OG0003880	NP_572535.1	XP_033329836.1
OG0003881	NP_001260585.1	XP_033328066.1
OG0003882	NP_001162627.1	XP_033322023.1
OG0003883	NP_573251.1	XP_033327271.1
OG0003884	NP_572907.1	XP_033321134.1
OG0003886	NP_724244.1	XP_033328541.1
OG0003887	NP_476982.1	XP_033321844.1
OG0003888	NP_523797.1, NP_476814.1	XP_033330617.1
OG0003889	NP_610732.1	XP_033321982.1
OG0003890	NP_649876.1	XP_033325506.1
OG0003891	NP_001263108.1	XP_033322252.1
OG0003892	NP_001262069.1	XP_033335678.1
OG0003893	NP_647757.2, NP_001259177.1	XP_033323415.1
OG0003894	NP_001246498.1	XP_033331681.1
OG0003895	NP_001259484.1	XP_033322621.1
OG0003896	NP_608837.2	XP_033324500.1
OG0003898	NP_647707.1	XP_033323926.1
OG0003899	NP_001097186.2, NP_650042.2	XP_033323932.1
OG0003900	NP_651578.1	XP_033339093.1
OG0003901	NP_572401.2	XP_033328814.1
OG0003902	NP_001246118.1	XP_033332427.1
OG0003903	NP_001261922.1	XP_033337312.1
OG0003904	NP_001262697.1	XP_033323276.1
OG0003905	NP_729888.1	XP_033334731.1
OG0003906	NP_001259961.1, NP_611200.2	XP_033327207.1
OG0003907	NP_569906.1	XP_033325917.1
OG0003908	NP_001260726.1	XP_033329171.1
OG0003909	NP_001247006.1	XP_033337716.1, XP_033337715.1, XP_033337714.1
OG0003910	NP_001246673.1	XP_033321523.1
OG0003911	NP_001261606.1	XP_033335725.1
OG0003912	NP_001097238.1	XP_033337650.1
OG0003913	NP_648549.1	XP_033325707.1
OG0003914	NP_001356926.1	XP_033330739.1
OG0003915	NP_001286055.1	XP_033338232.1
OG0003916	NP_611032.2	XP_033338903.1
OG0003917	NP_524287.1	XP_033325748.1, XP_033325749.1
OG0003918	NP_524099.2	XP_033339338.1
OG0003919	NP_001188671.1	XP_033325427.1
OG0003920	NP_001287306.1	XP_033339753.1
OG0003921	NP_001356957.1	XP_033326956.1
OG0003922	NP_609238.1	XP_033332417.1
OG0003923	NP_001263054.1	XP_033334263.1
OG0003924	NP_001245549.1	XP_033338673.1
OG0003925	NP_573225.1	XP_033338005.1
OG0003926	NP_723576.1	XP_033325187.1
OG0003927	NP_649067.2	XP_033328274.1
OG0003928	NP_611175.1	XP_033325701.1
OG0003929	NP_001261060.1	XP_033340525.1
OG0003930	NP_726473.2	XP_033320869.1
OG0003931	NP_524417.1, NP_651961.1	XP_033323699.1
OG0003932	NP_001036655.1	XP_033333740.1
OG0003933	NP_477445.1	XP_033320764.1
OG0003934	NP_648581.1	XP_033339392.1
OG0003935	NP_001287055.1	XP_033325904.1, XP_033325907.1, XP_033325909.1, XP_033325911.1, XP_033339877.1
OG0003936	NP_524483.1	XP_033332106.1
OG0003937	NP_611251.2	XP_033339636.1
OG0003938	NP_001262741.1	XP_033330048.1, XP_033330047.1
OG0003939	NP_001259461.1	XP_033327147.1
OG0003940	NP_650512.1	XP_033324651.1
OG0003941	NP_001259608.1	XP_033322389.1
OG0003943	NP_649905.1	XP_033327985.1
OG0003944	NP_001261149.1	XP_033333101.1
OG0003945	NP_608585.1	XP_033336735.1
OG0003946	NP_647768.3	XP_033330548.1
OG0003947	NP_651180.3	XP_033324423.1
OG0003948	NP_001286414.1	XP_033340237.1
OG0003950	NP_731494.1, NP_731495.1	XP_033321438.1
OG0003951	NP_996299.1	XP_033337863.1
OG0003952	NP_649594.1	XP_033334568.1
OG0003953	NP_001188991.1, NP_001162855.1, NP_733175.1	XP_033336513.1
OG0003955	NP_001247152.1	XP_033330034.1
OG0003956	NP_477397.1	XP_033337075.1, XP_033337076.1
OG0003957	NP_001261167.1	XP_033330190.1
OG0003958	NP_477224.1	XP_033324715.1
OG0003959	NP_001261183.1	XP_033331865.1, XP_033331952.1
OG0003960	NP_001097394.1	XP_033325991.1
OG0003961	NP_610107.1	XP_033337382.1
OG0003962	NP_523811.1	XP_033321577.1
OG0003963	NP_611832.1	XP_033325930.1, XP_033325931.1
OG0003964	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1	XP_033325508.1
OG0003965	NP_648590.1	XP_033328447.1, XP_033328312.1
OG0003966	NP_001286169.1	XP_033326242.1
OG0003967	NP_649099.1	XP_033332275.1
OG0003968	NP_610398.1	XP_033338987.1
OG0003969	NP_569880.1	XP_033339135.1
OG0003970	NP_001262490.1, NP_731657.2	XP_033332735.1
OG0003971	NP_001285692.1	XP_033334640.1
OG0003972	NP_611539.1	XP_033338359.1
OG0003973	NP_001286341.1, NP_725128.2, NP_610757.1	XP_033333951.1
OG0003974	NP_651278.2	XP_033334431.1
OG0003975	NP_649552.1	XP_033330375.1
OG0003976	NP_001246589.1	XP_033328036.1
OG0003977	NP_570081.2	XP_033321575.1
OG0003978	NP_001285330.1, NP_001263122.1	XP_033331373.1
OG0003979	NP_611690.2	XP_033322472.1
OG0003980	NP_572722.2	XP_033342446.1
OG0003981	NP_610429.2	XP_033322359.1, XP_033322360.1
OG0003982	NP_609079.2	XP_033335070.1, XP_033335071.1
OG0003983	NP_001137958.1	XP_033328374.1
OG0003984	NP_611900.1	XP_033330727.1
OG0003985	NP_572747.1	XP_033324776.1, XP_033324777.1
OG0003986	NP_511064.2	XP_033325651.1
OG0003987	NP_001286391.1	XP_033340170.1
OG0003988	NP_001163748.1	XP_033327814.1
OG0003989	NP_001163103.1	XP_033326381.1
OG0003990	NP_524448.3	XP_033326400.1
OG0003991	NP_524623.2	XP_033324566.1
OG0003992	NP_573116.2	XP_033329944.1
OG0003994	NP_001286707.1	XP_033333503.1
OG0003995	NP_001284866.1	XP_033328141.1
OG0003996	NP_001259362.1, NP_650489.1	XP_033321174.1
OG0003997	NP_001246522.1, NP_722917.2, NP_608787.1	XP_033340204.1
OG0003998	NP_001162829.1	XP_033335568.1
OG0003999	NP_523723.1	XP_033325146.1
OG0004000	NP_001246063.1	XP_033341965.1
OG0004002	NP_001303384.1	XP_033325413.1
OG0004003	NP_001162933.1	XP_033321641.1
OG0004005	NP_732452.1	XP_033330045.1
OG0004006	NP_724569.1	XP_033339994.1, XP_033330286.1
OG0004008	NP_001097360.1	XP_033339181.1, XP_033339180.1
OG0004009	NP_731065.1	XP_033340485.1
OG0004010	NP_572391.1	XP_033341593.1
OG0004011	NP_001260641.1	XP_033339693.1
OG0004012	NP_001096948.2	XP_033341110.1
OG0004014	NP_572951.1	XP_033326339.1
OG0004015	NP_001138211.1	XP_033330754.1
OG0004016	NP_001189283.1	XP_033324486.1
OG0004017	NP_001286893.1	XP_033323931.1, XP_033323930.1
OG0004018	NP_728546.1	XP_033342253.1
OG0004020	NP_001287463.1	XP_033333013.1
OG0004021	NP_001259691.1	XP_033327767.1
OG0004022	NP_001285276.1	XP_033331233.1
OG0004023	NP_001285665.1	XP_033330831.1
OG0004026	NP_524473.2	XP_033324249.1
OG0004027	NP_648926.3	XP_033324437.1
OG0004030	NP_001262385.1, NP_001189194.1	XP_033335801.1
OG0004033	NP_477436.1	XP_033322157.1
OG0004035	NP_001285328.1	XP_033327249.1
OG0004037	NP_001262772.1	XP_033337835.1
OG0004038	NP_001245836.1	XP_033337753.1
OG0004040	NP_001285092.1, NP_572658.2	XP_033322755.1, XP_033322756.1
OG0004041	NP_647718.1	XP_033335715.1, XP_033335716.1, XP_033335717.1
OG0004042	NP_523917.2	XP_033337660.1, XP_033337659.1
OG0004043	NP_001259062.1	XP_033332946.1
OG0004044	NP_572373.1	XP_033336871.1
OG0004045	NP_523806.2, NP_524607.1	XP_033324814.1
OG0004046	NP_001189212.1	XP_033327715.1
OG0004047	NP_649701.2	XP_033321040.1
OG0004048	NP_001097680.1	XP_033324426.1
OG0004049	NP_610466.2	XP_033326432.1
OG0004050	NP_573088.1	XP_033326245.1
OG0004051	NP_573193.1, NP_650498.3	XP_033327131.1
OG0004052	NP_001262451.1	XP_033324904.1
OG0004053	NP_001260958.1	XP_033327841.1
OG0004054	NP_001260969.1	XP_033326246.1
OG0004055	NP_649411.1	XP_033325854.1
OG0004056	NP_001259979.1	XP_033333689.1, XP_033328139.1
OG0004058	NP_477114.1	XP_033341641.1
OG0004059	NP_001261609.1	XP_033332597.1
OG0004060	NP_476576.1	XP_033338322.1
OG0004061	NP_001285590.1	XP_033328494.1
OG0004062	NP_001245607.1	XP_033323338.1
OG0004063	NP_001162975.1	XP_033322038.1, XP_033322039.1
OG0004064	NP_001259152.1	XP_033332807.1
OG0004065	NP_001286823.1, NP_001259234.1	XP_033320927.1
OG0004066	NP_573146.1	XP_033330174.1
OG0004067	NP_001261227.1	XP_033329753.1
OG0004068	NP_725626.1, NP_476863.1	XP_033342699.1
OG0004069	NP_001368995.1	XP_033325137.1
OG0004071	NP_996010.2	XP_033335772.1
OG0004072	NP_572759.1	XP_033335919.1
OG0004073	NP_648318.2	XP_033324274.1
OG0004074	NP_001286846.1	XP_033340142.1
OG0004075	NP_788639.1	XP_033336268.1
OG0004076	NP_608550.1	XP_033334884.1
OG0004077	NP_650693.1	XP_033341566.1
OG0004078	NP_649890.1	XP_033335262.1
OG0004079	NP_001137777.1	XP_033329424.1
OG0004080	NP_523890.2	XP_033341960.1
OG0004081	NP_001188938.1	XP_033342953.1
OG0004082	NP_001260586.1	XP_033332512.1
OG0004083	NP_569978.1	XP_033335654.1
OG0004084	NP_001163332.2	XP_033342397.1, XP_033342388.1
OG0004085	NP_001246647.1	XP_033339320.1
OG0004086	NP_001138108.1	XP_033321036.1
OG0004087	NP_001259779.1	XP_033324112.1
OG0004088	NP_723510.1	XP_033323181.1
OG0004089	NP_001260005.1	XP_033320950.1
OG0004090	NP_609643.2	XP_033324499.1
OG0004091	NP_609204.2	XP_033332255.1
OG0004092	NP_001285421.1	XP_033336393.1
OG0004093	NP_001259507.1	XP_033342664.1
OG0004094	NP_511152.2	XP_033331815.1
OG0004095	NP_477374.1	XP_033341435.1
OG0004096	NP_725637.1	XP_033321533.1
OG0004097	NP_001286067.1	XP_033340611.1
OG0004098	NP_726437.2	XP_033333787.1, XP_033333788.1
OG0004099	NP_650205.1	XP_033324147.1
OG0004100	NP_609183.1	XP_033335103.1
OG0004101	NP_723188.1	XP_033327938.1
OG0004102	NP_001262443.1	XP_033322058.1, XP_033322059.1
OG0004103	NP_001027038.3	XP_033327481.1
OG0004105	NP_001260476.1	XP_033332502.1
OG0004106	NP_649461.2	XP_033323152.1
OG0004107	NP_647638.1	XP_033328648.1
OG0004109	NP_523920.1	XP_033328562.1
OG0004110	NP_611023.1	XP_033336066.1
OG0004111	NP_523982.2	XP_033322659.1
OG0004112	NP_608410.2	XP_033330519.1
OG0004113	NP_524712.1	XP_033321509.1
OG0004114	NP_476905.1	XP_033331692.1, XP_033331693.1
OG0004116	NP_651973.4	XP_033336069.1
OG0004117	NP_648367.1	XP_033331084.1
OG0004119	NP_651939.4	XP_033332971.1
OG0004120	NP_001263153.1	XP_033327992.1
OG0004121	NP_523790.1	XP_033325373.1
OG0004122	NP_648520.1	XP_033323224.1, XP_033323311.1
OG0004123	NP_001260855.1	XP_033341538.1
OG0004124	NP_523879.2, NP_728565.1	XP_033330652.1
OG0004126	NP_001260594.1	XP_033336424.1
OG0004128	NP_001286068.1	XP_033332862.1
OG0004129	NP_001245829.1	XP_033327284.1
OG0004130	NP_001245938.1	XP_033341534.1
OG0004131	NP_001284898.1, NP_001284897.1	XP_033339252.1
OG0004132	NP_001285233.1	XP_033332977.1
OG0004133	NP_001259348.1	XP_033334852.1
OG0004137	NP_610611.1	XP_033327692.1
OG0004138	NP_001027221.1	XP_033329264.1
OG0004139	NP_001262795.1	XP_033336654.1
OG0004140	NP_476985.1	XP_033341252.1, XP_033341254.1, XP_033341253.1
OG0004141	NP_524372.1, NP_525036.2	XP_033326239.1
OG0004142	NP_723952.2	XP_033321553.1
OG0004143	NP_523942.2	XP_033325693.1
OG0004144	NP_001259820.1	XP_033326961.1
OG0004145	NP_001097306.2	XP_033328108.1
OG0004146	NP_648847.3	XP_033330379.1
OG0004147	NP_001014556.1	XP_033328598.1
OG0004148	NP_001245598.1	XP_033342917.1
OG0004149	NP_572236.3	XP_033325842.1
OG0004150	NP_649909.1	XP_033322991.1
OG0004151	NP_648032.1	XP_033325564.1, XP_033325563.1
OG0004153	NP_001036757.1	XP_033339152.1
OG0004154	NP_611433.3, NP_651549.1	XP_033341975.1
OG0004155	NP_524453.1	XP_033332973.1
OG0004157	NP_610845.1	XP_033321879.1
OG0004158	NP_001261442.1	XP_033325435.1
OG0004159	NP_609541.1	XP_033333750.1
OG0004160	NP_610297.2	XP_033339597.1
OG0004161	NP_610792.2	XP_033332337.1, XP_033332338.1
OG0004162	NP_001097114.2	XP_033338315.1
OG0004164	NP_001097850.3	XP_033332171.1
OG0004166	NP_610783.1	XP_033321585.1
OG0004167	NP_001245796.1	XP_033341915.1
OG0004168	NP_651717.1	XP_033321754.1
OG0004169	NP_477088.2	XP_033323733.1, XP_033323732.1
OG0004170	NP_001097606.1	XP_033329247.1
OG0004171	NP_611857.3	XP_033326185.1
OG0004172	NP_476845.2	XP_033338968.1
OG0004173	NP_001261621.2, NP_476855.1	XP_033340073.1
OG0004174	NP_001261172.1	XP_033337674.1, XP_033337539.1
OG0004175	NP_001369072.1	XP_033334279.1
OG0004176	NP_001246184.1	XP_033338337.1
OG0004177	NP_001260615.1	XP_033321658.1
OG0004178	NP_001027420.2	XP_033325923.1
OG0004181	NP_477219.1	XP_033334981.1
OG0004182	NP_610116.2	XP_033334942.1
OG0004183	NP_001260578.1	XP_033340541.1
OG0004184	NP_477022.1	XP_033324905.1
OG0004186	NP_001097184.2	XP_033328832.1
OG0004187	NP_651004.1	XP_033336933.1, XP_033336932.1
OG0004188	NP_608524.1	XP_033322770.1, XP_033322768.1
OG0004189	NP_648455.2	XP_033330454.1
OG0004190	NP_001096996.1	XP_033337490.1
OG0004191	NP_001261503.1	XP_033331591.1
OG0004192	NP_651851.1	XP_033330114.1, XP_033330116.1, XP_033330115.1
OG0004194	NP_001261636.1	XP_033334126.1
OG0004195	NP_001303365.1	XP_033327217.1
OG0004196	NP_572860.2, NP_608430.2, NP_650728.1	XP_033323601.1
OG0004197	NP_523924.1	XP_033339604.1
OG0004198	NP_652562.2	XP_033340195.1
OG0004199	NP_001259983.1	XP_033332864.1
OG0004201	NP_651849.1	XP_033331445.1
OG0004202	NP_001260133.1	XP_033340333.1
OG0004203	NP_648267.1	XP_033339572.1
OG0004205	NP_608637.1	XP_033332872.1, XP_033332891.1
OG0004206	NP_610556.1	XP_033331981.1
