Orthogroup	Drosophila_melanogaster	Apis_mellifera
OG0003044	NP_001287396.1	XP_003251754.1
OG0003045	NP_001260583.1, NP_001260584.1, NP_609973.1	XP_006559386.1
OG0003046	NP_649009.1	XP_016773319.1
OG0003047	NP_001287032.1, NP_788550.1	XP_395412.2
OG0003048	NP_001285297.1	XP_396435.3
OG0003049	NP_611070.1	XP_396686.2
OG0003050	NP_651766.1	XP_006561788.1
OG0003051	NP_726208.1	XP_393156.5
OG0003052	NP_788768.1	XP_026301286.1
OG0003053	NP_572448.1	XP_625147.3
OG0003054	NP_001261753.1	XP_026299380.1
OG0003055	NP_001261065.1	XP_624530.3
OG0003056	NP_572495.1	XP_026297024.1
OG0003057	NP_609616.1	XP_006564032.3
OG0003058	NP_608497.1	XP_394069.4
OG0003059	NP_001356940.1	XP_623071.1
OG0003060	NP_524470.4	XP_016771789.1
OG0003061	NP_524354.1	XP_016772817.1
OG0003062	NP_569952.2	XP_396685.2
OG0003063	NP_648288.2	XP_026296176.1
OG0003064	NP_001285024.1	XP_026295986.1
OG0003065	NP_001015122.1	XP_393029.2
OG0003066	NP_648149.1	XP_392111.2
OG0003067	NP_001247070.1	XP_006570365.1
OG0003068	NP_523828.1	XP_026301228.1, XP_026301227.1
OG0003069	NP_648416.1	XP_625169.2
OG0003070	NP_649337.2	XP_006562156.1
OG0003071	NP_001260085.1	XP_016769403.1, XP_016769404.1
OG0003072	NP_001027575.1	XP_016772000.2
OG0003073	NP_001285697.1	XP_003249262.1
OG0003074	NP_001287471.1	XP_006570106.1
OG0003075	NP_648224.1	XP_016767086.1, XP_395448.3
OG0003076	NP_001261872.1	XP_016767486.1
OG0003077	NP_001245765.1	XP_026301724.1
OG0003078	NP_611297.3	XP_026301649.1
OG0003079	NP_724479.1	XP_006564886.1, XP_006564887.1
OG0003080	NP_001284978.1	XP_396881.3
OG0003081	NP_611528.1	XP_001121733.1
OG0003082	NP_001259405.1	XP_006558030.1
OG0003084	NP_001284890.1	XP_026296407.1
OG0003085	NP_001285551.1	XP_026295922.1
OG0003086	NP_611412.1	XP_026300965.1
OG0003087	NP_001137621.1	XP_026297288.1
OG0003088	NP_651621.2	XP_026296305.1, NP_001011586.1
OG0003089	NP_651035.1	XP_006563020.1
OG0003090	NP_610829.1	XP_001120815.2
OG0003091	NP_001287413.1	XP_006570737.1
OG0003092	NP_723996.1	XP_396862.5
OG0003093	NP_524648.3	XP_026295526.1, XP_026295527.1
OG0003094	NP_001259125.1	XP_392513.1
OG0003095	NP_651031.1	XP_026297047.1
OG0003097	NP_610910.1	XP_001123353.2
OG0003098	NP_001286131.1	XP_394536.1
OG0003099	NP_001096993.1	XP_623111.3
OG0003100	NP_001286981.1, NP_001262327.1	XP_026294735.1
OG0003101	NP_001262478.1	XP_006558946.1
OG0003102	NP_001262135.1	XP_006562276.1
OG0003103	NP_001189017.1	NP_001265260.1, XP_026297365.1
OG0003104	NP_610837.1	XP_623481.2
OG0003105	NP_650996.1	XP_394080.3
OG0003107	NP_648757.1	XP_006566449.1
OG0003108	NP_609688.3, NP_609690.1	XP_006561108.1
OG0003109	NP_572699.2	XP_026302114.1
OG0003110	NP_001259226.1	XP_006570068.1
OG0003111	NP_573118.2	XP_006565549.1
OG0003112	NP_001260797.1	XP_392589.2
OG0003113	NP_001034051.1	XP_001122896.1, XP_016771263.1
OG0003114	NP_001137645.1	XP_006561804.3
OG0003115	NP_523791.2	XP_026295809.1
OG0003116	NP_651944.1	XP_006562124.1
OG0003118	NP_648722.2	XP_026299802.1
OG0003119	NP_610400.1	XP_026297867.1
OG0003120	NP_730500.1	XP_006568857.1
OG0003121	NP_524373.1	XP_016772010.2
OG0003122	NP_001097179.1	XP_026295628.1, XP_026295629.1
OG0003123	NP_511115.2, NP_608948.2, NP_609656.1, NP_524925.1	XP_392899.2
OG0003124	NP_609900.1	XP_394440.3
OG0003125	NP_477118.1	XP_624146.2
OG0003126	NP_001259859.1, NP_608583.5	XP_006571226.1
OG0003127	NP_650433.1	XP_006564260.1
OG0003128	NP_524780.1	XP_026295586.1, XP_026295584.1
OG0003129	NP_001261690.1	XP_026297287.1
OG0003130	NP_001285955.1, NP_611635.1, NP_611634.1, NP_611633.2	XP_623407.3
OG0003131	NP_001260127.1	XP_006567826.2, XP_026296600.1
OG0003132	NP_001036254.1	XP_026298130.1
OG0003133	NP_648431.3	XP_006566938.1, XP_003250963.1
OG0003134	NP_001287060.1	XP_026302290.1, XP_026302291.1
OG0003136	NP_001259537.2	XP_392027.1
OG0003137	NP_001261632.1, NP_572781.1	XP_397252.2
OG0003138	NP_001245614.1	XP_003251823.2
OG0003139	NP_572438.1	XP_006564781.1
OG0003140	NP_001287529.1	XP_006571673.2
OG0003141	NP_722663.1	XP_016766173.1, XP_016766177.1
OG0003142	NP_788363.1	XP_026296332.1
OG0003143	NP_001137907.1	XP_006558719.1
OG0003144	NP_001097725.2	XP_026299101.1
OG0003145	NP_733196.1	XP_395689.6
OG0003146	NP_523849.3	XP_003249382.1
OG0003147	NP_001036451.1	XP_026297371.1, NP_001242963.1
OG0003148	NP_572788.2, NP_001036767.1, NP_573131.1	XP_006558922.1
OG0003149	NP_611503.1	XP_392117.2
OG0003150	NP_648806.1	XP_006564861.1
OG0003151	NP_611271.3	XP_006562180.1
OG0003152	NP_001334685.1	XP_006570109.1
OG0003153	NP_511124.1	XP_026299925.1
OG0003154	NP_727440.3, NP_001285376.1	XP_026294700.1
OG0003155	NP_001262413.1	XP_006567971.1
OG0003156	NP_001287375.1, NP_650613.2	XP_006559974.1
OG0003157	NP_001097754.1	XP_006566884.1
OG0003158	NP_610795.1	XP_393096.3
OG0003159	NP_001356948.1	XP_026297808.1
OG0003160	NP_572341.1	XP_006565026.1
OG0003162	NP_608376.1, NP_730740.1	XP_003251824.1
OG0003163	NP_647746.1	XP_026299245.1, XP_026299255.1
OG0003164	NP_001262575.1	XP_006558773.1
OG0003165	NP_001033971.2	XP_001122586.2
OG0003166	NP_569961.2	XP_026301310.1
OG0003167	NP_651630.3, NP_608773.2	XP_394527.2
OG0003168	NP_001247197.1	XP_006565608.1
OG0003169	NP_650198.1	XP_394348.5
OG0003170	NP_001162994.1, NP_572537.1	XP_006570683.1
OG0003171	NP_651912.3	XP_006558992.2, NP_001091687.1
OG0003172	NP_996433.1	XP_026295652.1
OG0003173	NP_001188899.1	XP_026298835.1, XP_026298836.1
OG0003174	NP_609632.1	XP_003249446.3
OG0003175	NP_996246.1	XP_006572320.1
OG0003176	NP_001036269.2	XP_006560244.2, XP_026300917.1
OG0003177	NP_573032.1	XP_006561175.2
OG0003178	NP_001261814.1	XP_026299408.1
OG0003179	NP_477415.1	XP_001119992.2
OG0003180	NP_608470.1	XP_391930.1
OG0003181	NP_649789.1	XP_026297058.1, XP_026297057.1
OG0003182	NP_001261125.2	XP_006571440.2
OG0003183	NP_001262663.1	XP_006565321.1
OG0003184	NP_001262343.1	XP_003250192.3
OG0003185	NP_651854.2, NP_651855.1	XP_001121574.3
OG0003187	NP_001285957.1	XP_394921.3
OG0003188	NP_001189143.1	XP_026299082.1
OG0003189	NP_001262113.1	XP_016771279.2
OG0003190	NP_729905.2	XP_016766759.2, XP_026295625.1, XP_026295624.1, XP_026295626.1
OG0003191	NP_729954.2	XP_016766623.2
OG0003192	NP_523728.1	XP_026302245.1
OG0003193	NP_001189037.1	XP_026299301.1
OG0003194	NP_572176.2	XP_026299195.1, XP_026299194.1
OG0003195	NP_610423.3, NP_001303490.1	XP_003250286.1
OG0003196	NP_001286645.1	XP_026300722.1
OG0003197	NP_001261066.1	XP_016770500.2
OG0003198	NP_611071.1	XP_623134.1
OG0003200	NP_611720.3	XP_026300640.1
OG0003201	NP_610097.2	XP_006568348.2
OG0003202	NP_001259230.1	XP_026302214.1, XP_026302220.1
OG0003203	NP_610599.3	XP_006567711.2, XP_006567712.2
OG0003206	NP_001262774.1	NP_001011565.1
OG0003207	NP_001262924.1	XP_026298667.1
OG0003209	NP_001286264.1, NP_611197.1	XP_026301508.1
OG0003211	NP_001036685.2	XP_016769312.1, NP_001139208.1
OG0003212	NP_001245505.1, NP_001284835.1	XP_006568229.2
OG0003213	NP_612000.3, NP_001097472.3	XP_026300577.1
OG0003214	NP_001036316.1	XP_026299491.1
OG0003215	NP_477336.1	XP_625111.1
OG0003218	NP_524111.3	XP_006564660.1, XP_016769292.1
OG0003219	NP_611952.1, NP_651869.1	XP_393900.2
OG0003220	NP_001189021.1	XP_001121373.1, XP_006570421.1, XP_006570422.1
OG0003221	NP_001027416.2	XP_624230.1
OG0003222	NP_001137809.1	XP_026298035.1
OG0003223	NP_649230.1	XP_393912.3
OG0003225	NP_610305.1	XP_001121088.2
OG0003226	NP_650499.1	XP_016771842.1, XP_026300734.1
OG0003227	NP_001189121.1	XP_016771802.2
OG0003228	NP_001287267.1	XP_016768764.1
OG0003229	NP_001260538.1	XP_006557746.1, XP_026301708.1
OG0003230	NP_001027087.1	XP_624175.3
OG0003231	NP_001027082.1	NP_001071285.1, XP_006560237.1
OG0003232	NP_609806.1	XP_026299903.1
OG0003234	NP_001247011.1	XP_026300314.1, NP_001098419.1
OG0003235	NP_001259996.1	XP_016772857.2
OG0003236	NP_609406.2	XP_016772668.1
OG0003237	NP_001368945.1	XP_006557981.1, XP_016767419.1
OG0003238	NP_610049.1	XP_026295588.1
OG0003239	NP_729143.2	XP_016771559.2, XP_016771560.1
OG0003240	NP_523985.1	XP_393018.4
OG0003241	NP_001245436.1	XP_006568780.2
OG0003242	NP_001246866.1	XP_003250964.2
OG0003243	NP_723827.1	XP_016769811.1, XP_006562871.1
OG0003246	NP_608901.1, NP_001033874.2	XP_016772483.1
OG0003247	NP_609813.1	XP_016771313.1
OG0003248	NP_001369039.1	NP_001035355.1, XP_006567388.1
OG0003250	NP_001247041.1, NP_001259169.1	XP_006558354.1, XP_001120409.1
OG0003252	NP_001259076.1	NP_001011624.1, XP_006566306.1
OG0003257	NP_651928.1	XP_006570698.2, XP_003251596.2, XP_016773369.2, XP_016773373.2, XP_016773372.2, XP_016773371.2, XP_016773370.2, XP_006570697.2
OG0003259	NP_608581.2	XP_026298146.1
OG0003262	NP_001303312.1	XP_623227.1
OG0003263	NP_001285724.1	XP_623105.1
OG0003264	NP_648836.2, NP_001259081.1	XP_006564892.1
OG0003265	NP_001259363.1	XP_001119900.1
OG0003266	NP_523794.1	XP_392666.3
OG0003267	NP_001027396.1	NP_001128194.1
OG0003268	NP_001097664.2	XP_003250419.1
OG0003269	NP_477501.1	XP_624567.3
OG0003270	NP_650427.1, NP_524954.2	XP_006562425.1
OG0003271	NP_001284779.1	XP_006559713.1
OG0003272	NP_610616.1, NP_001162738.1	XP_003251150.1
OG0003273	NP_649579.2	XP_003250454.1
OG0003274	NP_001189301.1, NP_001303547.1	XP_392364.4
OG0003275	NP_524396.1	XP_397316.1
OG0003277	NP_573209.1	XP_001122855.3
OG0003279	NP_001261720.1	XP_394665.1
OG0003280	NP_649768.2	XP_016767570.2
OG0003281	NP_725401.2	XP_391962.1
OG0003282	NP_609040.1	XP_393736.3
OG0003284	NP_001163336.1	XP_625152.1, XP_016773031.1
OG0003285	NP_001261501.1	XP_006561192.1
OG0003286	NP_610805.1	XP_393002.3
OG0003287	NP_609445.1, NP_001261393.1	XP_001120012.2
OG0003288	NP_001097729.1	XP_395902.2
OG0003289	NP_001260199.1	NP_001229926.1
OG0003290	NP_523526.1, NP_001284881.1, NP_001284882.1, NP_648717.1	XP_003250408.1
OG0003291	NP_726501.1	XP_026300391.1
OG0003292	NP_523478.1	XP_392780.2
OG0003293	NP_650896.2	XP_624701.1
OG0003294	NP_649840.1	XP_392655.2
OG0003295	NP_572408.2, NP_001246525.1	XP_006569591.1
OG0003296	NP_001285745.1	XP_006566259.1
OG0003297	NP_001137813.1	XP_026297150.1, XP_006569636.1, XP_006569635.1
OG0003298	NP_001260279.1	XP_623500.2
OG0003299	NP_651752.1	XP_006567249.1
OG0003300	NP_609178.1	XP_016767424.1, XP_006567310.1, XP_006567311.1
OG0003301	NP_609038.1	XP_026298051.1
OG0003302	NP_569965.1	XP_026300870.1
OG0003303	NP_001259194.1	XP_026299915.1, NP_001011596.1
OG0003304	NP_477204.1	XP_395873.4
OG0003305	NP_001262820.1	XP_006564658.1
OG0003306	NP_649096.1	XP_001122558.1
OG0003307	NP_001246770.1	XP_623120.1
OG0003308	NP_001259857.1	XP_006569991.2
OG0003309	NP_609361.1	XP_006561839.1
OG0003311	NP_001163707.1	XP_001121255.1
OG0003312	NP_723847.1	XP_026302044.1
OG0003313	NP_608890.1	XP_006559389.1, XP_003249477.1
OG0003314	NP_001097432.1	XP_003250452.1
OG0003318	NP_651363.1	XP_392423.2
OG0003319	NP_001259991.1	XP_006571016.1
OG0003320	NP_001261719.1	XP_392725.1
OG0003321	NP_647661.1	XP_397424.2
OG0003322	NP_001163303.1	XP_394372.2
OG0003323	NP_649996.1	XP_393720.4
OG0003324	NP_001163253.1	XP_016767860.1, XP_001121637.3
OG0003325	NP_650947.1, NP_650590.1	XP_392223.2
OG0003326	NP_001097318.1	XP_006565924.2
OG0003327	NP_001245509.1	XP_006563991.2
OG0003328	NP_001303425.1	XP_016770900.1
OG0003329	NP_649906.1	XP_003249906.1
OG0003330	NP_001262171.2	XP_016772106.2
OG0003331	NP_477153.1	XP_006567306.1
OG0003332	NP_524439.1	XP_003249576.2
OG0003334	NP_001189058.1	XP_395252.2
OG0003335	NP_610223.1	XP_006565326.1
OG0003336	NP_001259465.1	XP_006559710.1
OG0003337	NP_611611.1, NP_995920.1, NP_652645.1	XP_016769420.1, XP_394832.1
OG0003339	NP_001284851.1	XP_394722.5
OG0003340	NP_610249.2	XP_393602.4, XP_006563368.1
OG0003341	NP_608833.1	XP_006567668.1, XP_006567667.1, XP_395429.3
OG0003342	NP_001097839.1	XP_006565668.1
OG0003343	NP_001034065.1	XP_026300189.1
OG0003344	NP_001260981.1	XP_016772466.2
OG0003345	NP_608447.1	XP_006564452.1, XP_006564451.1, XP_006564450.1, XP_016770529.1
OG0003346	NP_001303472.1	XP_006559430.1
OG0003347	NP_650199.1, NP_001263016.2	XP_006557395.1
OG0003349	NP_001285787.1	XP_001122836.3
OG0003350	NP_650064.1	XP_392679.5
OG0003351	NP_648781.1	XP_026299250.1
OG0003352	NP_729565.2	XP_006565723.1, XP_016771782.1
OG0003353	NP_001138203.1	XP_026296431.1
OG0003354	NP_569973.1	XP_026299097.1, XP_026299098.1
OG0003355	NP_001260531.1	XP_006561689.2
OG0003356	NP_651883.1	XP_006557795.1
OG0003357	NP_996198.2	XP_396990.3
OG0003358	NP_524408.1	XP_003249198.1
OG0003360	NP_001246623.1	XP_623979.1
OG0003361	NP_523460.2	XP_026295237.1, NP_001139207.1
OG0003362	NP_651309.2, NP_476590.1	XP_395236.2
OG0003363	NP_001260793.1	XP_623764.2
OG0003364	NP_727320.1	XP_016769758.1
OG0003365	NP_001162923.1	XP_026295251.1
OG0003366	NP_001284772.1	XP_026298621.1
OG0003367	NP_524610.1	XP_392838.4
OG0003368	NP_728961.2	XP_016770571.1
OG0003371	NP_725412.2	XP_006557879.1
OG0003372	NP_609404.2	XP_624215.4
OG0003373	NP_733060.1	XP_026298010.1
OG0003374	NP_733206.3	XP_006567697.2
OG0003375	NP_001036466.2	XP_001121670.2
OG0003376	NP_611176.1	XP_006569056.2
OG0003377	NP_649759.1	XP_006566848.1
OG0003378	NP_477131.1	XP_003249854.1
OG0003379	NP_001246213.1	XP_006559397.2, XP_006559396.2
OG0003380	NP_001260886.1	XP_006569563.1
OG0003381	NP_610355.1	XP_006568268.2
OG0003382	NP_733151.2, NP_788744.1, NP_524674.1, NP_524848.1	XP_006557645.1
OG0003383	NP_524192.2	XP_397129.4
OG0003385	NP_001284784.1	XP_026300835.1
OG0003386	NP_610439.1, NP_610441.2	XP_006564973.1, XP_016771508.1
OG0003387	NP_001162894.1	XP_006569051.1
OG0003388	NP_001097271.1	XP_006559398.1, XP_393319.2
OG0003389	NP_001286225.1, NP_650641.2	XP_006558979.1
OG0003390	NP_608885.1	XP_006565318.1
OG0003391	NP_477494.2, NP_649430.1, NP_001245959.1	XP_026298451.1
OG0003392	NP_001262566.1	XP_006560707.1
OG0003393	NP_477441.1	XP_016770793.1
OG0003394	NP_001262459.1	XP_016766931.2
OG0003395	NP_001262351.1	XP_026302288.1
OG0003396	NP_651892.1	XP_393452.4
OG0003397	NP_477360.2	XP_006563164.1
OG0003399	NP_001260176.1	XP_624760.2
OG0003400	NP_001356976.1	XP_016766719.1, XP_394432.3
OG0003401	NP_524784.1	XP_623769.1
OG0003402	NP_001286639.1	XP_006563010.1
OG0003403	NP_001262770.1	XP_623897.1
OG0003404	NP_722615.1	XP_026295205.1
OG0003405	NP_523776.1	XP_395638.3
OG0003406	NP_001247280.1	XP_016767278.2
OG0003407	NP_650488.1	XP_624064.5
OG0003408	NP_727408.2, NP_733331.1	XP_026296268.1
OG0003409	NP_001285650.1	XP_624584.4
OG0003410	NP_001259845.1	XP_006561990.1
OG0003411	NP_001286978.1	XP_392830.2
OG0003412	NP_649538.1	XP_006569601.1
OG0003413	NP_572216.1	XP_003250740.3
OG0003414	NP_511051.1, NP_651620.1	XP_625075.1
OG0003416	NP_477246.2	XP_393964.2
OG0003417	NP_573081.1	XP_623301.2
OG0003419	NP_001097860.1, NP_524750.2	XP_026299401.1, XP_006566662.1, XP_006566661.1, XP_026299402.1
OG0003420	NP_648841.1	XP_026296989.1
OG0003421	NP_610477.2	XP_001120720.2
OG0003423	NP_001246150.1	XP_003249761.1
OG0003424	NP_610179.2	XP_001122976.1
OG0003425	NP_647780.1	XP_026297070.1, XP_026297078.1
OG0003426	NP_001259879.1	XP_006559668.1
OG0003427	NP_524319.2	XP_026297050.1
OG0003428	NP_001262182.1	XP_624912.3
OG0003429	NP_001260935.1	XP_006559574.1
OG0003430	NP_001188988.1	XP_026297373.1, XP_026297379.1
OG0003431	NP_511098.1	XP_393416.2
OG0003432	NP_524087.3	XP_003250132.2
OG0003433	NP_001262205.1	XP_026299558.1
OG0003435	NP_001286451.1	XP_393349.3
OG0003436	NP_001096984.1	XP_026299381.1
OG0003437	NP_730525.2	XP_006560095.2
OG0003438	NP_001262354.2	XP_624758.3
OG0003439	NP_001284867.1	XP_006568074.2
OG0003441	NP_001286822.1	XP_006569552.2
OG0003442	NP_652016.1	XP_397107.5
OG0003443	NP_001247055.1	NP_001193898.1, XP_026295678.1
OG0003444	NP_611495.1	XP_391986.4
OG0003445	NP_001368979.1	XP_392567.4
OG0003446	NP_476803.1, NP_476694.1	XP_003251325.2
OG0003447	NP_524380.1	XP_003249386.1
OG0003448	NP_524858.1	XP_016766321.2
OG0003449	NP_610548.2	XP_026297388.1
OG0003450	NP_611341.1, NP_523784.2	XP_396295.4
OG0003451	NP_728074.1	XP_016766353.1
OG0003452	NP_001245766.1	XP_394773.2
OG0003453	NP_650076.1	XP_623593.1
OG0003454	NP_523805.1	XP_623088.2
OG0003455	NP_524075.2	XP_026298031.1
OG0003456	NP_609365.3	XP_624799.3
OG0003457	NP_001246926.1	XP_001120612.1
OG0003458	NP_649782.1	XP_026301253.1
OG0003459	NP_001285450.1, NP_610738.1	XP_001120892.1
OG0003460	NP_523934.1	XP_396164.7
OG0003461	NP_001259747.1	XP_016771845.1, XP_006564929.1
OG0003462	NP_727769.3	XP_026299471.1
OG0003463	NP_001262379.1	XP_391829.3
OG0003464	NP_725084.2, NP_650032.1	XP_623282.2
OG0003465	NP_730815.2	XP_006557764.1
OG0003466	NP_001262696.1	XP_393480.5
OG0003467	NP_001033895.1	XP_625110.4
OG0003468	NP_608936.1, NP_001163143.1	XP_026300247.1
OG0003471	NP_609186.1	XP_392585.4
OG0003472	NP_610891.1	XP_006559764.1
OG0003473	NP_001245516.1	XP_016770365.1
OG0003474	NP_001163313.1	XP_624906.2
OG0003475	NP_477453.1	XP_623321.1
OG0003476	NP_611547.2	XP_026301165.1, XP_026301166.1, XP_016772209.2
OG0003477	NP_523419.1	XP_393723.2
OG0003478	NP_001262821.1	XP_396785.4
OG0003479	NP_476701.1, NP_524411.1	NP_001011605.1
OG0003480	NP_001260252.1	XP_001122793.3
OG0003481	NP_001036603.1	XP_001120972.2
OG0003482	NP_611955.2	XP_006562508.2
OG0003483	NP_732610.1	XP_006564273.1
OG0003484	NP_729420.1, NP_001259705.1	XP_006564183.2
OG0003485	NP_572915.1	XP_624563.2, XP_006571956.1
OG0003486	NP_001260713.1	XP_026294823.1, XP_026294822.1
OG0003487	NP_001285522.1	XP_394742.1
OG0003488	NP_001286851.1	XP_392396.3
OG0003489	NP_001260143.1	XP_001122067.3
OG0003491	NP_001163420.1	XP_026297743.1, XP_396869.4
OG0003493	NP_995847.1	XP_016770734.1
OG0003494	NP_001097740.1	XP_393769.3
OG0003495	NP_651224.1	XP_016772029.1
OG0003497	NP_001262426.1	XP_026298659.1
OG0003498	NP_725517.2	XP_026298566.1
OG0003499	NP_001262755.1	XP_003249448.2
OG0003500	NP_610612.1	XP_003250388.1, XP_001120796.1
OG0003501	NP_648929.1	XP_395711.5, XP_006559706.2
OG0003502	NP_001259726.1	XP_003251227.1
OG0003503	NP_648536.1	XP_026295149.1, XP_026295150.1, XP_006559778.1
OG0003504	NP_476768.1	XP_001120503.2, XP_026296684.1
OG0003506	NP_001261171.1	XP_001121217.1, XP_006564784.1, XP_026302235.1
OG0003507	NP_523670.2	NP_001239357.1, XP_006557599.1
OG0003508	NP_650404.1, NP_572929.1	XP_393823.1
OG0003509	NP_608811.2	XP_026302272.1, XP_026302271.1
OG0003510	NP_001097013.2	XP_016771951.1, XP_026300254.1
OG0003511	NP_610452.2	XP_026297790.1
OG0003512	NP_001285437.1	XP_006572303.1
OG0003513	NP_001246578.1	XP_026298952.1
OG0003514	NP_001262535.1	XP_026297433.1
OG0003515	NP_001286894.1	XP_026296550.1
OG0003516	NP_001015402.3, NP_652484.1	XP_001121025.1
OG0003517	NP_572927.1	XP_016770755.1
OG0003518	NP_001014592.1	XP_016770683.1
OG0003519	NP_523834.1	XP_016769119.1
OG0003520	NP_001284712.1	XP_006558164.2
OG0003521	NP_651327.1	XP_006558229.1
OG0003522	NP_650487.1	XP_001120606.1
OG0003523	NP_572207.1, NP_649390.1	XP_026297026.1
OG0003524	NP_610295.1, NP_609667.2, NP_001097332.1	XP_026298075.1
OG0003525	NP_001246660.1	XP_006571000.1, XP_006571001.1
OG0003526	NP_001285323.1	XP_001120160.2
OG0003527	NP_524617.3	XP_624136.4
OG0003528	NP_001162835.1	XP_006560271.1
OG0003529	NP_609803.1	XP_625180.1
OG0003530	NP_001189224.1	XP_001121740.1
OG0003531	NP_001246496.1	XP_006560385.1, XP_003249680.1
OG0003532	NP_524775.1	XP_016771007.1, XP_006566912.2
OG0003533	NP_572804.1	XP_006561980.2
OG0003534	NP_726773.2	XP_026301259.1
OG0003535	NP_648818.3	XP_026302130.1
OG0003536	NP_001334682.1	XP_392512.3
OG0003538	NP_001286840.1	XP_624036.2
OG0003539	NP_001259679.1	XP_001121879.1
OG0003540	NP_001262668.1	XP_006557391.2, XP_026295903.1
OG0003541	NP_001285144.1, NP_001262829.1	XP_016770422.1
OG0003542	NP_608745.1	XP_006567287.1
OG0003543	NP_572639.2	XP_006568885.3
OG0003544	NP_001260220.1	XP_624019.1
OG0003545	NP_611861.1, NP_511100.1	XP_001119912.1
OG0003546	NP_652335.1	NP_001314878.1
OG0003547	NP_788434.1	XP_016766274.1
OG0003548	NP_001285168.1	XP_016768400.1, XP_016768399.1
OG0003549	NP_610842.1	XP_624768.1
OG0003550	NP_608792.1	XP_625220.1
OG0003551	NP_001287595.1	XP_006557614.1
OG0003552	NP_001245771.1	XP_006557684.2
OG0003553	NP_001286937.1	XP_006560166.1
OG0003554	NP_610421.1	XP_006569773.2
OG0003555	NP_569948.3	XP_392263.1
OG0003556	NP_572286.1	NP_001229505.1, XP_026298415.1
OG0003557	NP_652054.1	XP_001121172.2
OG0003560	NP_649937.1	XP_006562728.3
OG0003561	NP_648551.3	XP_026301754.1
OG0003562	NP_726776.1	XP_006557769.1
OG0003563	NP_524340.2	XP_026298294.1
OG0003564	NP_001260401.1, NP_609533.1	XP_393524.3
OG0003565	NP_611962.2	XP_006568407.1
OG0003566	NP_610798.1	XP_396520.4
OG0003567	NP_524351.1	XP_003251076.1
OG0003568	NP_001036444.1	XP_026299671.1
OG0003569	NP_001259065.1	XP_026299489.1
OG0003570	NP_650256.2	XP_026301738.1, NP_001229508.1
OG0003571	NP_609641.1	XP_016772335.1
OG0003572	NP_725534.1	XP_026301294.1
OG0003573	NP_001163746.1	XP_026295782.1
OG0003574	NP_649699.1	XP_006562002.1
OG0003575	NP_001261871.1	XP_003249441.1
OG0003576	NP_001162879.1	XP_393699.3
OG0003577	NP_001245936.1	XP_623216.3
OG0003578	NP_650054.2	XP_006568862.1, XP_006568863.1
OG0003579	NP_733115.1, NP_001285192.1	NP_001091689.1, XP_006571078.1
OG0003580	NP_511143.2	XP_006568089.1
OG0003581	NP_001286265.1	XP_624721.2
OG0003582	NP_569947.2	XP_026294996.1, XP_026294994.1
OG0003583	NP_652189.1	XP_026295519.1
OG0003584	NP_001246145.1	XP_026297931.1
OG0003585	NP_733027.2	XP_624344.3
OG0003586	NP_649134.3	XP_003249383.1
OG0003587	NP_724916.1	XP_026297815.1
OG0003588	NP_001014614.1	XP_026296472.1
OG0003589	NP_996132.1	XP_026297132.1
OG0003591	NP_524597.1	XP_006562719.1
OG0003592	NP_524652.1	XP_016768190.2
OG0003593	NP_001286401.1	XP_392407.6
OG0003596	NP_648348.1	XP_397270.3
OG0003597	NP_001261943.1	XP_026295523.1
OG0003598	NP_001247400.1	XP_016769385.1, XP_392535.3
OG0003599	NP_610813.3	XP_006561749.1
OG0003600	NP_652069.2	XP_006570985.1
OG0003601	NP_001247153.1	XP_395892.2
OG0003602	NP_996141.2	XP_001120037.2
OG0003603	NP_524366.1	XP_625092.3
OG0003604	NP_647677.2	XP_006565223.1
OG0003605	NP_612073.2	XP_026297691.1
OG0003606	NP_524810.2	XP_026300416.1, XP_026300415.1
OG0003607	NP_649008.2	XP_016770111.1
OG0003608	NP_609634.1	XP_006567242.1
OG0003609	NP_608886.1	XP_003249988.1
OG0003610	NP_651726.1	XP_392779.3
OG0003611	NP_523583.2	XP_026299826.1
OG0003612	NP_477303.1	XP_392056.5
OG0003613	NP_570069.1	XP_394878.2
OG0003614	NP_523541.2	NP_001012980.1
OG0003615	NP_611687.1	XP_394547.4
OG0003617	NP_001260440.1	XP_016772434.2
OG0003618	NP_511065.1	XP_016771087.1
OG0003619	NP_523898.1	XP_026298960.1
OG0003620	NP_611053.1	XP_016767111.1
OG0003621	NP_725799.1	XP_026296342.1, XP_026296341.1, XP_026296340.1
OG0003623	NP_001261078.1	XP_016768664.2, XP_016768660.2
OG0003624	NP_001260192.1	XP_026295980.1
OG0003625	NP_732109.2	XP_026296123.1
OG0003626	NP_476722.1	XP_006563612.1
OG0003627	NP_725451.1	XP_016769285.2
OG0003628	NP_001247372.1	XP_006560796.1
OG0003629	NP_649520.1	XP_393307.3
OG0003630	NP_001259267.1	XP_026299330.1, NP_001314887.1
OG0003631	NP_611946.2	XP_395400.7
OG0003632	NP_001014758.2	NP_001014983.1, XP_006561567.2
OG0003633	NP_648604.2	XP_016767443.2
OG0003634	NP_608349.1	XP_026299689.1
OG0003635	NP_608498.3	XP_006562493.2
OG0003636	NP_477119.1	XP_026300438.1
OG0003637	NP_477440.1	XP_006568274.1
OG0003638	NP_649194.1	XP_016769858.1
OG0003639	NP_001262035.1	XP_006566456.1
OG0003640	NP_001097136.2	XP_016770576.1
