Orthogroup	Drosophila_melanogaster	Acyrthosiphon_pisum
OG0002917	NP_610908.1	XP_003244314.3, NP_001280450.1
OG0002918	NP_609066.1	XP_029345892.1, XP_016664897.1, XP_029346586.1, NP_001280458.1
OG0002919	NP_524305.2	XP_029341964.1, NP_001280482.1
OG0002920	NP_001247362.1	NP_001313547.1, XP_008186029.1
OG0002921	NP_729916.1	NP_001313561.1, XP_008178551.1
OG0002922	NP_001261276.1	XP_029346296.1, XP_001942552.2, XP_016663913.1
OG0002923	NP_608569.1	XP_016663733.1, XP_016663732.1, XP_008187801.1, XP_001942556.2
OG0002924	NP_611545.1	XP_001942655.2
OG0002926	NP_608682.3	XP_016664149.1, XP_001942756.2
OG0002927	NP_651185.1	XP_029343298.1, XP_016659991.1, XP_016659988.1, XP_008183057.1, XP_008183045.1, XP_008183062.1, XP_001942822.1
OG0002928	NP_001287524.1	XP_001942850.2, XP_029347017.1
OG0002929	NP_609060.1	XP_001942873.2
OG0002930	NP_001036410.1	XP_001942881.1, XP_003245280.1
OG0002931	NP_651439.2	XP_003242790.1, XP_001943023.1
OG0002932	NP_001261727.1	XP_001943220.1
OG0002933	NP_001260557.1	XP_001943276.1
OG0002934	NP_001036428.1	XP_001943301.1
OG0002935	NP_609735.1	XP_001943424.1
OG0002936	NP_611177.1	XP_001943542.1
OG0002937	NP_001097235.2	XP_001943624.2
OG0002938	NP_536731.1, NP_001260268.1	XP_001943641.1
OG0002939	NP_608500.1	XP_016664713.1, XP_001943738.1
OG0002940	NP_001245654.1	XP_001943801.2
OG0002941	NP_609536.1	XP_001943918.1
OG0002942	NP_001245848.1	XP_008188609.1, XP_008188351.1, XP_001943932.2
OG0002943	NP_649847.1	XP_001944048.2
OG0002944	NP_001262112.1	XP_001944112.1, XP_003244403.1
OG0002945	NP_001189048.2	XP_003247376.1
OG0002946	NP_001261181.1	XP_001944249.2
OG0002947	NP_001287009.1	XP_001944333.2
OG0002948	NP_649748.1	XP_016657472.1, XP_001944364.1
OG0002950	NP_572246.1	XP_001944399.2
OG0002951	NP_524379.2	XP_029348696.1, XP_029348697.1, XP_001944403.2
OG0002952	NP_525111.1	XP_016663556.2, XP_001944536.2
OG0002953	NP_572574.2	XP_001944754.1, XP_008187460.1
OG0002954	NP_001189169.1	XP_001944892.2, XP_008182820.1
OG0002955	NP_001285718.1, NP_788074.1	XP_001944972.1, XP_008181317.1
OG0002956	NP_001369087.1	XP_008187424.1
OG0002957	NP_001137707.1	XP_001944980.2
OG0002958	NP_001285381.1	XP_001945039.2, XP_008181932.1
OG0002959	NP_649197.1	XP_008178684.1, XP_001945167.1
OG0002960	NP_611084.2	XP_001945272.1
OG0002961	NP_647966.1, NP_647927.3, NP_728449.1	XP_001945290.2, XP_008184601.2, XP_003247506.1
OG0002962	NP_001163614.1	XP_001945318.2
OG0002963	NP_573221.2	XP_008183598.1, XP_001945351.2
OG0002965	NP_001163722.1	XP_001945404.1, XP_029346253.1
OG0002966	NP_649588.1	XP_001945478.1
OG0002967	NP_001285661.1	XP_001945483.1
OG0002968	NP_001036426.1	XP_001945492.1, XP_016663308.1, XP_008187044.1, XP_001950928.1
OG0002969	NP_611207.1	XP_008185989.1, XP_008185987.1, XP_029345635.1, XP_001945556.2
OG0002970	NP_649973.1	XP_001947686.1, XP_001945575.1
OG0002971	NP_001262332.1	XP_003248669.3
OG0002972	NP_001262380.1	XP_003243447.1, XP_016658624.1, XP_001945702.2, XP_029346260.1
OG0002973	NP_647730.1, NP_001189035.1	XP_001945711.2
OG0002974	NP_651395.1	XP_001945812.1, XP_029347160.1
OG0002975	NP_610942.2	XP_001945863.1
OG0002976	NP_611884.1	XP_001945968.1
OG0002977	NP_612084.1	XP_001946008.2
OG0002978	NP_001262937.1	XP_001946070.2
OG0002979	NP_524715.2, NP_001286066.1	XP_001946100.1
OG0002981	NP_001137679.1	XP_008181338.1, XP_001946227.1
OG0002982	NP_609611.1	XP_001946268.1
OG0002983	NP_001260883.1	XP_003246717.1, XP_001946372.1
OG0002984	NP_001261683.1	XP_001949267.1, XP_001946419.2
OG0002985	NP_001263031.1	XP_016659448.1, XP_029345264.1, XP_001946451.2, XP_029344842.1
OG0002986	NP_001245503.1	XP_001946552.2, XP_029345867.1
OG0002987	NP_609537.1	XP_001946628.1, XP_029341228.1
OG0002988	NP_611846.1	XP_008178581.1, XP_016658529.1, XP_016658505.1, XP_001946698.1
OG0002989	NP_001188790.1	XP_001946851.1, XP_001951571.2, XP_029344187.1, XP_029344188.1, XP_029344189.1
OG0002990	NP_001034055.1	XP_001946853.2
OG0002991	NP_650434.1	XP_008180055.1, XP_001946880.1
OG0002992	NP_001246127.1	XP_008189858.1, XP_008189859.1, XP_001947099.2
OG0002993	NP_609834.2	XP_001947101.2
OG0002994	NP_648429.2	XP_001947133.2
OG0002995	NP_001286368.1, NP_001246797.1	XP_001947143.1
OG0002996	NP_477365.1	XP_001947240.2
OG0002997	NP_725374.1	XP_001947297.1
OG0002998	NP_610361.1	XP_001947384.1
OG0002999	NP_001033870.1	XP_001947404.1
OG0003000	NP_525084.1	XP_001947411.2
OG0003001	NP_651807.1	XP_001947473.1
OG0003002	NP_001260844.1	XP_001949916.1, XP_001947556.1
OG0003003	NP_730291.1	XP_001947592.1
OG0003004	NP_608635.1	XP_001947624.3
OG0003005	NP_001262722.1	XP_001947637.4, XP_008189574.2
OG0003006	NP_610712.1	XP_001947659.2, XP_003245300.2
OG0003007	NP_729732.1	XP_001947671.1
OG0003008	NP_477159.1, NP_651656.2	XP_001947674.2
OG0003009	NP_524836.2	XP_001947746.1
OG0003010	NP_001097406.1	XP_001947758.1, XP_008179265.1
OG0003011	NP_788632.1	XP_001947856.1
OG0003012	NP_524427.1	XP_008189070.2, XP_001947885.1
OG0003013	NP_525001.2	XP_001947936.1
OG0003014	NP_572779.2	XP_001948017.2
OG0003015	NP_001262884.1	XP_001948018.4
OG0003016	NP_524901.2	XP_001948054.2
OG0003017	NP_649792.3	XP_001948100.1
OG0003018	NP_609205.1	XP_016664296.1, XP_001950099.1, XP_001948323.1
OG0003019	NP_001262561.1	XP_001948378.1
OG0003020	NP_001163156.1	XP_001948397.1, XP_008182960.1
OG0003021	NP_001287506.1	XP_003243551.1, XP_003243550.1, XP_029344484.1, XP_001948755.2
OG0003023	NP_610045.1	XP_008181645.1, XP_001948831.1
OG0003024	NP_648065.1	XP_001948904.2
OG0003025	NP_001246151.1	XP_001948941.2
OG0003026	NP_001014665.1	XP_001949031.1
OG0003027	NP_001261819.1	XP_029345154.1, XP_029345155.1, XP_029345156.1, XP_001949142.2, XP_016660537.1
OG0003028	NP_001188873.1	XP_001949163.2, XP_029342794.1, XP_008180956.1, XP_016658214.1, XP_016658215.1, XP_029342795.1
OG0003029	NP_001287369.1	XP_001949177.2
OG0003030	NP_001189313.1	XP_008189817.1, XP_003240901.1, XP_001949211.1
OG0003031	NP_001036355.1	XP_001949338.2
OG0003032	NP_651002.3, NP_648632.1	XP_001949600.1
OG0003033	NP_001189131.1	XP_001949614.1, XP_016663938.1, XP_008188094.1, XP_008188093.1, XP_008188092.1
OG0003034	NP_648990.1	XP_001949663.1
OG0003035	NP_610535.1	XP_001949683.2
OG0003036	NP_001246993.1	XP_001949859.1
OG0003037	NP_730940.1	XP_001949860.2
OG0003038	NP_723378.2	XP_001950002.1
OG0003039	NP_523429.1	XP_001950413.2
OG0003040	NP_001262834.1	XP_008181300.1, XP_001950421.2
OG0003041	NP_523943.1	XP_001950480.2, XP_029346781.1
OG0003042	NP_001260960.1	XP_001950668.1
OG0003043	NP_001285048.1	XP_001950673.2, XP_029347150.1
OG0003044	NP_001287396.1	XP_001950728.2
OG0003045	NP_001260583.1, NP_001260584.1, NP_609973.1	XP_001950833.2
OG0003046	NP_649009.1	XP_001950933.1
OG0003047	NP_001287032.1, NP_788550.1, NP_729109.1, NP_001097521.3	XP_001950967.1
OG0003048	NP_001285297.1	XP_001951005.1
OG0003049	NP_611070.1	XP_001951006.1
OG0003050	NP_651766.1	XP_001951181.1
OG0003051	NP_726208.1	XP_003246742.1, XP_001951292.2
OG0003052	NP_788768.1	XP_001951361.2
OG0003053	NP_572448.1	XP_029345288.1, XP_001951445.1
OG0003054	NP_001261753.1	XP_001951479.2
OG0003055	NP_001261065.1	XP_001951558.1, XP_003248266.1, XP_008188593.1, XP_001951524.1, XP_001951544.1, XP_008188594.1
OG0003056	NP_572495.1	XP_001951570.1
OG0003057	NP_609616.1	XP_001951572.2, XP_003240332.1
OG0003058	NP_608497.1	XP_001951578.2
OG0003059	NP_001356940.1	XP_001951660.1
OG0003060	NP_524470.4	XP_001951708.1
OG0003061	NP_524354.1	XP_001951777.1
OG0003062	NP_569952.2	XP_001951897.1, XP_029345270.1
OG0003063	NP_648288.2	XP_001951968.4
OG0003064	NP_001285024.1	XP_001951992.1, XP_029346914.1
OG0003065	NP_001015122.1	XP_001952106.1, XP_029346949.1
OG0003066	NP_648149.1	XP_001952123.1, XP_016661733.1
OG0003067	NP_001247070.1	XP_001952166.1
OG0003068	NP_523828.1	XP_001952231.1
OG0003069	NP_648416.1	XP_001952395.1, XP_008183534.1
OG0003070	NP_649337.2	XP_001952397.1
OG0003071	NP_001260085.1	XP_001952497.2
OG0003072	NP_001027575.1	XP_001952686.2
OG0003073	NP_001285697.1	XP_001952689.3
OG0003074	NP_001287471.1	XP_001952697.1
OG0003075	NP_648224.1	XP_001952704.2
OG0003076	NP_001261872.1	XP_029345297.1, XP_003242420.1, XP_008179944.2, XP_001952748.2, XP_029346711.1
OG0003077	NP_001245765.1	XP_001952811.2
OG0003078	NP_611297.3	XP_001952820.1
OG0003079	NP_724479.1	XP_003240054.1, XP_016659307.1
OG0003080	NP_001284978.1	XP_003240135.1
OG0003081	NP_611528.1	XP_008179260.1, XP_003240231.1, XP_003240232.1
OG0003082	NP_001259405.1	XP_029347444.1, XP_029347442.1, XP_029347443.1, XP_029347441.1, XP_029347445.1, XP_003240293.1
OG0003084	NP_001284890.1	XP_008185652.1, XP_003241597.1
OG0003085	NP_001285551.1	XP_003241675.1
OG0003086	NP_611412.1	XP_003241690.1
OG0003087	NP_001137621.1	XP_029343738.1, XP_003242553.1
OG0003088	NP_651621.2	XP_016657943.1, XP_003242882.1, XP_003248812.2
OG0003089	NP_651035.1	XP_003242898.1
OG0003090	NP_610829.1	XP_003243130.1
OG0003091	NP_001287413.1	XP_003243358.1
OG0003092	NP_723996.1	XP_003243363.1, XP_003248901.4
OG0003093	NP_524648.3	XP_003243515.1
OG0003094	NP_001259125.1	XP_003243558.1
OG0003095	NP_651031.1	XP_016658790.1, XP_003243604.3
OG0003097	NP_610910.1	XP_003243793.1
OG0003098	NP_001286131.1	XP_003244289.2
OG0003099	NP_001096993.1	XP_003244459.1
OG0003100	NP_001286981.1	XP_016655704.1
OG0003100	NP_001262327.1	XP_003244630.1
OG0003101	NP_001262478.1	XP_003244759.1
OG0003102	NP_001262135.1	XP_003244764.1, XP_016660151.1
OG0003103	NP_001189017.1	XP_003244827.1
OG0003104	NP_610837.1	XP_016660632.1, XP_003245153.1
OG0003105	NP_650996.1	XP_003245463.1
OG0003107	NP_648757.1	XP_003245725.1
OG0003108	NP_609688.3, NP_609690.1	XP_003245949.2
OG0003109	NP_572699.2	XP_003245969.1, XP_029342741.1
OG0003110	NP_001259226.1	XP_003246092.1
OG0003111	NP_573118.2	XP_003246125.1
OG0003112	NP_001260797.1	XP_003246325.1
OG0003113	NP_001034051.1	XP_003246903.1
OG0003114	NP_001137645.1	XP_003246914.1
OG0003115	NP_523791.2	XP_003247024.1
OG0003116	NP_651944.1	XP_003247108.1, XP_008180838.1, XP_029345362.1
OG0003118	NP_648722.2	XP_008187076.1, XP_008187075.1, XP_003247266.1
OG0003119	NP_610400.1	XP_003248018.1, XP_029343749.1
OG0003120	NP_730500.1	XP_003248604.1
OG0003121	NP_524373.1	XP_008187071.1
OG0003122	NP_001097179.1	XP_008178433.1
OG0003123	NP_511115.2, NP_608948.2, NP_609656.1, NP_524925.1	XP_008178869.1
OG0003124	NP_609900.1	XP_008179548.1
OG0003125	NP_477118.1	XP_008180034.1
OG0003126	NP_001259859.1, NP_608583.5	XP_008180279.1, XP_029344272.1, XP_008180280.1
OG0003127	NP_650433.1	XP_008180306.1
OG0003128	NP_524780.1	XP_008180347.1
OG0003129	NP_001261690.1	XP_008180495.1, XP_008180496.1
OG0003130	NP_001285955.1, NP_611635.1, NP_611634.1, NP_611633.2	XP_008180620.1, XP_008180619.1, XP_008187642.2
OG0003131	NP_001260127.1	XP_008180781.1
OG0003132	NP_001036254.1	XP_008180785.1
OG0003133	NP_648431.3	XP_008180863.1
OG0003134	NP_001287060.1	XP_008181382.1, XP_029344505.1
OG0003136	NP_001259537.2	XP_008181791.1
OG0003137	NP_001261632.1, NP_572781.1	XP_016659037.1, XP_016659036.1, XP_008181946.1, XP_008181947.1
OG0003138	NP_001245614.1	XP_008181958.1
OG0003139	NP_572438.1	XP_008181964.1
OG0003140	NP_001287529.1	XP_008182077.1
OG0003141	NP_722663.1	XP_008182567.1, XP_008182568.1
OG0003142	NP_788363.1	XP_008182741.1
OG0003143	NP_001137907.1	XP_029342065.1, XP_029342064.1, XP_008183226.1
OG0003144	NP_001097725.2	XP_008183451.1
OG0003145	NP_733196.1	XP_008183540.1, XP_008183541.1
OG0003146	NP_523849.3	XP_008187333.1, XP_008183751.2
OG0003147	NP_001036451.1	XP_008183755.1
OG0003148	NP_572788.2, NP_001036767.1, NP_573131.1	XP_008184036.1, XP_008184035.1
OG0003149	NP_611503.1	XP_008184506.1
OG0003150	NP_648806.1	XP_008184799.1, XP_008189348.1
OG0003151	NP_611271.3	XP_008185860.1
OG0003152	NP_001334685.1	XP_008186705.1
OG0003153	NP_511124.1	XP_008186710.1, XP_008186711.1, XP_008187680.1
OG0003154	NP_727440.3, NP_001285376.1	XP_008186815.1, XP_008186819.1
OG0003155	NP_001262413.1	XP_008186965.1
OG0003156	NP_001287375.1, NP_650613.2	XP_008187199.2
OG0003157	NP_001097754.1	XP_008187206.1
OG0003158	NP_610795.1	XP_008187263.1
OG0003159	NP_001356948.1	XP_008187469.1
OG0003160	NP_572341.1	XP_008187545.1, XP_016663550.1
OG0003162	NP_608376.1, NP_730740.1	XP_008187942.1
OG0003163	NP_647746.1, NP_996221.1	XP_008188171.1
OG0003164	NP_001262575.1	XP_008188281.1
OG0003165	NP_001033971.2	XP_008188555.1, XP_008188560.1, XP_008188557.1, XP_008188556.1, XP_008188559.1, XP_008188558.1
OG0003166	NP_569961.2	XP_008189816.1
OG0003167	NP_651630.3, NP_608773.2	XP_029345674.1, XP_008190043.1
OG0003168	NP_001247197.1	XP_016655932.1
OG0003169	NP_650198.1	XP_016656529.1, XP_029344324.1, XP_016656531.1, XP_016656530.1, XP_016656533.1, XP_016656532.1
OG0003170	NP_001162994.1, NP_572537.1	XP_016656759.2
OG0003171	NP_651912.3	XP_016656928.1
OG0003172	NP_996433.1	XP_016657813.1
OG0003173	NP_001188899.1	XP_016657843.1
OG0003174	NP_609632.1	XP_016658636.1
OG0003175	NP_996246.1	XP_016659143.1, XP_016659144.1
OG0003176	NP_001036269.2	XP_016660302.1
OG0003177	NP_573032.1	XP_016660598.1, XP_016660599.1, XP_029345197.1
OG0003178	NP_001261814.1	XP_016660780.1
OG0003179	NP_477415.1	XP_016662476.1
OG0003180	NP_608470.1	XP_016663129.1
OG0003181	NP_649789.1	XP_016663210.1
OG0003182	NP_001261125.2	XP_016663470.1
OG0003183	NP_001262663.1	XP_016663637.1
OG0003184	NP_001262343.1, NP_524403.1	XP_016663835.1
OG0003185	NP_651854.2, NP_651855.1	XP_016663914.1
OG0003186	NP_524541.3	XP_029341148.1
OG0003187	NP_001285957.1	XP_029341626.1
OG0003188	NP_001189143.1	XP_029341673.1, XP_029341672.1
OG0003189	NP_001262113.1	XP_029341798.1
OG0003190	NP_729905.2	XP_029342603.1, XP_029342602.1
OG0003191	NP_729954.2	XP_029342618.1
OG0003192	NP_523728.1	XP_029343088.1
OG0003193	NP_001189037.1	XP_029343501.1
OG0003194	NP_572176.2	XP_029344191.1
OG0003195	NP_610423.3, NP_001303490.1	XP_029344542.1
OG0003196	NP_001286645.1	XP_029344559.1
OG0003197	NP_001261066.1	XP_029344863.1
OG0003198	NP_611071.1	XP_029344867.1
OG0003199	NP_001033991.1, NP_729124.1, NP_001261458.1	XP_029344896.1
OG0003200	NP_611720.3, NP_726252.1	XP_029344949.1, XP_029344904.1
OG0003201	NP_610097.2	XP_029344999.1
OG0003202	NP_001259230.1	XP_029345095.1, XP_029345096.1
OG0003203	NP_610599.3	XP_029345224.1
OG0003206	NP_001262774.1	XP_029345312.1, XP_029345314.1, XP_029345311.1, XP_029345313.1
OG0003207	NP_001262924.1	XP_029345608.1
OG0003209	NP_001286264.1, NP_611197.1	XP_029346256.1
OG0003210	NP_652462.3	XP_029346272.1
OG0003211	NP_001036685.2	XP_029346377.1, XP_029346378.1, XP_029346376.1
OG0003212	NP_001245505.1, NP_001284835.1	XP_029346962.1
OG0003213	NP_612000.3, NP_001097472.3	XP_029346987.1, XP_029346988.1
OG0003214	NP_001036318.2, NP_001036316.1	XP_029347199.1
OG0003215	NP_477336.1	XP_029347548.1
OG0003262	NP_001303312.1	NP_001119632.1
OG0003263	NP_001285724.1	NP_001119644.1, XP_008182973.1
OG0003264	NP_648836.2, NP_001259081.1	NP_001119645.2
OG0003265	NP_001259363.1	NP_001119665.1
OG0003266	NP_523794.1	NP_001119680.1, NP_001155410.1
OG0003267	NP_001027396.1	NP_001128191.1, NP_001128192.1, XP_029342004.1
OG0003268	NP_001097664.2	XP_029346907.1, NP_001129372.1
OG0003269	NP_477501.1	NP_001135925.1, XP_008179390.1
OG0003270	NP_650427.1, NP_524954.2	NP_001153315.1, XP_029343900.1
OG0003271	NP_001284779.1	XP_008179119.1, NP_001153316.1
OG0003272	NP_610616.1, NP_001162738.1	NP_001155405.1
OG0003273	NP_649579.2	XP_001952060.1, XP_016657380.1, NP_001155438.1, XP_008187191.1, XP_008187189.1
OG0003274	NP_001189301.1, NP_001303547.1	XP_008184524.1, NP_001155459.1
OG0003275	NP_524396.1	NP_001155469.1, NP_001155582.1, XP_008184835.1
OG0003276	NP_727383.1	XP_016663063.1, NP_001155470.1, XP_003248822.2
OG0003277	NP_573209.1	NP_001155472.1
OG0003279	NP_001261720.1	NP_001155474.1, XP_029341888.1
OG0003280	NP_649768.2	NP_001155506.1
OG0003281	NP_725401.2	NP_001155551.1
OG0003282	NP_609040.1	NP_001155567.1
OG0003284	NP_001163336.1	NP_001155658.1
OG0003285	NP_001261501.1	NP_001155681.1
OG0003286	NP_610805.1	NP_001155743.1
OG0003287	NP_609445.1, NP_001261393.1	XP_003247472.1, NP_001155789.1
OG0003288	NP_001097729.1	NP_001155793.1, XP_003248623.2
OG0003289	NP_001260199.1	NP_001155798.1
OG0003290	NP_523526.1, NP_001284881.1, NP_001284882.1, NP_648717.1	NP_001155809.1
OG0003291	NP_726501.1	XP_029344575.1, NP_001155928.1
OG0003292	NP_523478.1	NP_001156064.1, NP_001280295.1
OG0003293	NP_650896.2	NP_001156068.1
OG0003294	NP_649840.1	NP_001156087.1
OG0003295	NP_572408.2, NP_001246525.1	NP_001156097.1, XP_008179602.1
OG0003296	NP_001285745.1	NP_001156099.1
OG0003297	NP_001137813.1	NP_001156183.1
OG0003298	NP_001260279.1	NP_001156222.1
OG0003299	NP_651752.1	NP_001156233.1, XP_008184366.1
OG0003300	NP_609178.1	NP_001156292.1
OG0003301	NP_609038.1	NP_001156297.1
OG0003302	NP_569965.1	NP_001157402.1
OG0003303	NP_001259194.1	NP_001164576.1, XP_029344821.1
OG0003304	NP_477204.1	XP_016663680.1, NP_001191852.1
OG0003305	NP_001262820.1	NP_001191906.1
OG0003306	NP_649096.1	NP_001232939.1
OG0003307	NP_001246770.1	NP_001232956.1, XP_008181268.1
OG0003308	NP_001259857.1	NP_001232959.1
OG0003309	NP_609361.1	NP_001233006.1, XP_008187646.1
OG0003311	NP_001163707.1	NP_001233054.1
OG0003312	NP_723847.1	NP_001233061.1
OG0003313	NP_608890.1	NP_001233079.1
OG0003314	NP_001097432.1	XP_008188881.1, NP_001233100.1
OG0003315	NP_001286864.1	XP_008190004.1, NP_001233121.1
OG0003318	NP_651363.1	XP_001945578.1, NP_001280440.1
OG0003319	NP_001259991.1	NP_001280461.1
OG0003320	NP_001261719.1	NP_001280478.1, XP_008185427.1
OG0003321	NP_647661.1	NP_001313568.1
OG0003322	NP_001163303.1	XP_016657749.1, NP_001313575.1
OG0003323	NP_649996.1	NP_001313577.1
OG0003324	NP_001163253.1	NP_001313582.1
OG0003325	NP_650947.1, NP_650590.1	NP_001313603.1
OG0003326	NP_001097318.1	XP_001942619.2
OG0003327	NP_001245509.1	XP_001942770.2, XP_003244217.2
OG0003328	NP_001303425.1	XP_001942781.1
OG0003329	NP_649906.1	XP_001942784.1
OG0003330	NP_001262171.2	XP_016660940.1, XP_029345963.1, XP_001942786.1, XP_008184329.1
OG0003331	NP_477153.1	XP_001942791.2
OG0003332	NP_524439.1	XP_003242762.1, XP_016657834.1, XP_001942824.1
OG0003333	NP_001033857.1	XP_001942923.1
OG0003334	NP_001189058.1	XP_001943118.1
OG0003335	NP_610223.1	XP_001943119.2
OG0003336	NP_001259465.1	XP_016664033.1, XP_001943186.1
OG0003337	NP_611611.1, NP_995920.1, NP_652645.1	XP_001943273.1
OG0003339	NP_001284851.1	XP_008185744.1, XP_001943568.2
OG0003340	NP_610249.2	XP_016663659.1, XP_001943637.2
OG0003341	NP_608833.1	XP_001943662.1
OG0003342	NP_001097839.1	XP_008179196.1, XP_001943673.1
OG0003343	NP_001034065.1	XP_029346930.1, XP_001943707.1
OG0003344	NP_001260981.1	XP_001945321.1, XP_016657038.2, XP_001946711.1, XP_001943734.1, XP_003249016.2
OG0003345	NP_651811.1, NP_608447.1	XP_001943740.1
OG0003346	NP_001303472.1	XP_016659707.1, XP_001943771.2
OG0003347	NP_650199.1, NP_001263016.2	XP_001943800.2
OG0003349	NP_001285787.1	XP_001943944.2
OG0003350	NP_650064.1	XP_001944020.2
OG0003351	NP_648781.1	XP_008186526.1, XP_001944030.1
OG0003352	NP_729565.2	XP_001944054.1
OG0003353	NP_001138203.1	XP_001944154.1
OG0003354	NP_569973.1	XP_001944166.2
OG0003355	NP_001260531.1	XP_001944232.2
OG0003356	NP_651883.1	XP_029346245.1, XP_029345797.1, XP_003245691.1, XP_001944413.3, XP_003241781.1
OG0003357	NP_996198.2	XP_001944513.1
OG0003358	NP_524408.1	XP_001944605.1
OG0003360	NP_001246623.1	XP_001944636.1
OG0003361	NP_523460.2	XP_001944713.1
OG0003362	NP_651309.2, NP_476590.1	XP_001944740.2
OG0003363	NP_001260793.1	XP_001944833.1
OG0003364	NP_727320.1	XP_001944849.2
OG0003365	NP_001162923.1	XP_008185024.1, XP_001944857.2
OG0003366	NP_001284772.1	XP_001944878.1
OG0003367	NP_524610.1	XP_016660683.2, XP_029346071.1, XP_001949672.2, XP_001946643.2, XP_001944884.3
OG0003368	NP_728961.2	XP_001945022.2
OG0003369	NP_001097423.1	XP_001945043.2
OG0003371	NP_725412.2	XP_001945137.1
OG0003372	NP_609404.2	XP_001945221.1
OG0003373	NP_733060.1	XP_001945270.2, XP_016658990.1
OG0003374	NP_733206.3	XP_001945319.1, XP_016656412.1
OG0003375	NP_001036466.2	XP_001945364.1, XP_029346690.1, XP_008181883.1, XP_016660354.1, XP_029341059.1
OG0003376	NP_611176.1	XP_016661812.1, XP_001945425.2
OG0003377	NP_649759.1	XP_001945461.1
OG0003378	NP_477131.1	XP_001945487.2, XP_029344171.1
OG0003379	NP_001246213.1	XP_001945513.4, XP_008185599.1, XP_008180419.1
OG0003380	NP_001260886.1	XP_001945568.2
OG0003381	NP_610355.1	XP_001945577.1
OG0003382	NP_733151.2, NP_788744.1, NP_524674.1, NP_524848.1	XP_003242238.1, XP_001945605.1, XP_001952412.1
OG0003383	NP_524192.2	XP_001945721.2, XP_029347247.1
OG0003385	NP_001284784.1	XP_001945853.1
OG0003386	NP_610439.1, NP_610441.2	XP_001945864.2
OG0003387	NP_001162894.1	XP_001945876.1
OG0003388	NP_001097271.1	XP_001945889.2, XP_008178614.1
OG0003389	NP_001286225.1, NP_650641.2	XP_001945896.1
OG0003390	NP_608885.1	XP_001945905.1
OG0003391	NP_477494.2, NP_649430.1, NP_001245959.1	XP_001945906.2, XP_016661859.1
OG0003392	NP_001262566.1	XP_001945926.2
OG0003393	NP_477441.1	XP_016660179.1, XP_001945950.2
OG0003394	NP_001262459.1	XP_001946048.4
OG0003395	NP_001262351.1	XP_001946117.2
OG0003396	NP_651892.1	XP_001946123.1
OG0003397	NP_477360.2	XP_008185937.1, XP_001946216.2
OG0003398	NP_001014671.1, NP_524543.1, NP_001163602.1	XP_001951661.1
OG0003399	NP_001260176.1	XP_016657973.1, XP_001946261.1
OG0003400	NP_001356976.1	XP_001946339.1
OG0003401	NP_524784.1	XP_001946495.2, XP_029347566.1
OG0003402	NP_001286639.1	XP_001946561.2
OG0003403	NP_001262770.1	XP_001946655.2, XP_003247032.1
OG0003404	NP_722615.1	XP_029346329.1, XP_001946747.2
OG0003405	NP_523776.1	XP_001946794.1
OG0003406	NP_001247280.1	XP_008185012.1, XP_001946819.2
OG0003407	NP_650488.1	XP_001946852.1
OG0003408	NP_727408.2, NP_733331.1	XP_001946858.2
OG0003409	NP_001285650.1	XP_001946987.1
OG0003410	NP_001259845.1	XP_016656491.1, XP_001947020.1
OG0003411	NP_001286978.1	XP_001947052.2
OG0003412	NP_649538.1	XP_016664104.1, XP_001947061.2
OG0003413	NP_572216.1	XP_001947112.2
OG0003414	NP_511051.1, NP_651620.1	XP_001947167.2, XP_001947293.1, XP_003241077.1, XP_008190099.1
OG0003416	NP_477246.2	XP_001947340.2
OG0003417	NP_573081.1	XP_001947348.4, XP_029346570.1
OG0003418	NP_608528.1	XP_016663240.1, XP_016663241.1, XP_001947412.2
OG0003419	NP_001097860.1, NP_524750.2	XP_001947457.2, XP_029347785.1
OG0003420	NP_648841.1	XP_001947467.1
OG0003421	NP_610477.2	XP_001947620.2
OG0003423	NP_001246150.1	XP_001947741.1
OG0003424	NP_610179.2	XP_016659524.1, XP_003245455.1, XP_001947743.1, XP_003240268.1, XP_003243480.2
OG0003425	NP_647780.1	XP_001947752.2
OG0003426	NP_001259879.1	XP_001947902.2
OG0003427	NP_524319.2	XP_001952385.2, XP_001947924.2, XP_001947908.2
OG0003428	NP_001262182.1	XP_001948130.1
OG0003429	NP_001260935.1	XP_001948239.2
OG0003430	NP_001188988.1	XP_001948242.1
OG0003431	NP_511098.1	XP_001948295.1
OG0003432	NP_524087.3	XP_001948312.1
OG0003433	NP_001262205.1	XP_001948385.2
OG0003435	NP_001286451.1	XP_001948429.2, XP_008179249.1, XP_029343840.1, XP_029342584.1
OG0003436	NP_001096984.1	XP_001948504.2
OG0003437	NP_730525.2	XP_001948597.3
OG0003438	NP_001262354.2	XP_029343995.1, XP_001948646.1, XP_016663633.1, XP_008187682.1
OG0003439	NP_001284867.1	XP_001948678.2
OG0003441	NP_001286822.1	XP_029346557.1, XP_001948873.1, XP_016659482.1
OG0003442	NP_652016.1	XP_001948878.2
OG0003443	NP_001247055.1	XP_001948942.1
OG0003444	NP_611495.1	XP_008184847.1, XP_001948995.2, XP_001949035.2
OG0003445	NP_001368979.1	XP_001949068.2
OG0003446	NP_476803.1, NP_476694.1	XP_001949172.2
OG0003447	NP_524380.1	XP_001949175.1, XP_008188157.1, XP_003247963.1
OG0003448	NP_524858.1	XP_001951973.1, XP_001949244.1
