Orthogroup	Aedes_aegypti	Nasonia_vitripennis
OG0003549	XP_001660943.1	XP_032455347.1, XP_032455348.1, XP_001605383.2
OG0003550	XP_001659134.1	XP_008217705.1
OG0003551	XP_021697730.1	XP_008216441.1, XP_032453324.1, XP_032453323.1, XP_001603466.2
OG0003552	XP_021710310.1	XP_008213958.1
OG0003553	XP_001649447.2, XP_021696172.1, XP_021696171.1, XP_021696173.1	XP_031788513.1
OG0003554	XP_001648132.1	XP_001604509.1
OG0003555	XP_001661240.1	XP_031780576.1, XP_031780577.1
OG0003556	XP_021694873.1, XP_021694874.1, XP_001661441.2	XP_031789464.1
OG0003557	XP_021705403.1, XP_001647925.2, XP_021705404.1	XP_001606774.1
OG0003558	XP_021706602.1	NP_001139382.1
OG0003560	XP_001650296.2	XP_031780747.1
OG0003561	XP_001659704.1	XP_001608240.1
OG0003562	XP_021695151.1	XP_032457342.1, XP_031778246.1, XP_008210242.1, XP_008210240.1, XP_008210241.1, XP_032457343.1, XP_016843969.1
OG0003563	XP_021695568.1	XP_001601655.2, XP_016840163.2
OG0003564	XP_021702976.1	XP_008217835.1, XP_031780762.1, XP_032452760.1, XP_032452759.1, XP_032452761.1
OG0003565	XP_021701986.1, XP_021701985.1, XP_021701988.1, XP_021701987.1, XP_021701989.1	XP_016837936.1
OG0003566	XP_021695732.1	XP_003425578.1
OG0003567	XP_021708971.1, XP_001650452.1	XP_016841642.1
OG0003568	XP_021708942.1, XP_021708941.1, XP_021708940.1, XP_021708944.1, XP_021708943.1	XP_032456719.1
OG0003569	XP_021694582.1	XP_031786908.1, XP_031786914.1
OG0003570	XP_001654322.2	XP_016842394.1
OG0003571	XP_001656530.1	XP_001606689.1
OG0003572	XP_001662725.1	XP_008209070.1, XP_008209071.1
OG0003573	XP_021694624.1, XP_021694599.1	XP_016840689.1, XP_032455636.1
OG0003574	XP_001655116.1	XP_031779724.1
OG0003575	XP_001661904.1	XP_031778981.1, XP_003424038.1
OG0003576	XP_001649063.1, XP_021700853.1	XP_001603566.1
OG0003577	XP_021700382.1	XP_008209435.1
OG0003578	XP_001653802.1	XP_001600721.1
OG0003579	XP_021706674.1	XP_032457733.1, XP_031782634.1
OG0003580	XP_001653905.2	XP_001601313.1
OG0003581	XP_021696709.1	XP_031783353.1
OG0003582	XP_021705002.1	XP_008204887.1
OG0003583	XP_001657963.1	XP_001607092.1
OG0003584	XP_021704287.1	XP_032453115.1
OG0003585	XP_001657219.1, XP_021712295.1	XP_001605871.2
OG0003587	XP_001654456.2	XP_008206062.1
OG0003588	XP_021710488.1	XP_031785536.1
OG0003589	XP_001647586.2	XP_016845558.1
OG0003591	XP_021703285.1	XP_001603446.1
OG0003592	XP_021699727.1	XP_016843466.1, XP_016843464.1
OG0003593	XP_021704858.1	XP_031786731.1
OG0003596	XP_001656772.1	XP_001601721.1, XP_032453867.1, XP_032453863.1
OG0003597	XP_021708665.1, XP_021708669.1	XP_031781204.1, XP_031781209.1
OG0003598	XP_021707950.1	XP_031787334.1
OG0003599	XP_021703495.1	XP_031786415.1
OG0003600	XP_021705975.1, XP_001658839.2	XP_008213320.2
OG0003601	XP_001651353.1	XP_001599843.1
OG0003602	XP_001661151.2	XP_001604641.1, XP_008211414.1
OG0003603	XP_001647944.1	XP_001604062.2
OG0003604	XP_001664321.2, XP_021695567.1	XP_016842123.1
OG0003605	XP_021699308.1	XP_016841953.1
OG0003606	XP_001661673.2	XP_001601675.1
OG0003607	XP_001652885.1, XP_021698487.1	XP_008210721.1
OG0003608	XP_021700872.1	XP_016838050.1, XP_008204324.1
OG0003609	XP_021704042.1	XP_032456540.1
OG0003610	XP_021692946.1, XP_021692947.1, XP_021692945.1	XP_032454947.1, XP_003424119.1
OG0003611	XP_021706718.1	XP_031783754.1
OG0003612	XP_021699398.1	XP_016845369.1
OG0003613	XP_001656754.1	XP_031778710.1
OG0003614	XP_021703595.1	NP_001161704.1, XP_032457098.1
OG0003615	XP_001651747.1	XP_016840844.1, XP_031785639.1
OG0003617	XP_021700882.1, XP_021700888.1, XP_021700886.1, XP_021700892.1	XP_031783760.1
OG0003618	XP_001662645.1	XP_003425529.1
OG0003619	XP_021712597.1, XP_001651263.1	XP_008214801.1, XP_032455207.1
OG0003620	XP_001656012.2	XP_008203192.1
OG0003623	XP_001652305.2	XP_008213341.1
OG0003624	XP_021701314.1	XP_001602789.1
OG0003625	XP_021708630.1	XP_008210437.1
OG0003626	XP_021697874.1, XP_001662556.2	XP_031787526.1
OG0003627	XP_001664274.1, XP_001664270.2	XP_008211772.1
OG0003628	XP_021703108.1, XP_021703136.1	XP_031777623.1
OG0003629	XP_001656412.1, XP_021710799.1	XP_031788231.1
OG0003630	XP_021706155.1	XP_031788005.1, XP_031788013.1
OG0003631	XP_001653593.1	XP_003426793.1, XP_001602782.2
OG0003632	XP_021705228.1	XP_016842903.1
OG0003634	XP_021709387.1, XP_021709386.1	XP_031788053.1
OG0003635	XP_021703979.1	XP_008204408.2
OG0003637	XP_021705987.1, XP_021705985.1, XP_021705986.1, XP_021712240.1, XP_021712239.1	XP_031782351.1, XP_016838743.1
OG0003638	XP_021705247.1, XP_001655324.1	XP_016842838.1
OG0003639	XP_021708574.1	XP_016843917.1
OG0003640	XP_021712466.1, XP_021701405.1	XP_031787767.1
OG0003641	XP_021694113.1	XP_016841041.1
OG0003642	XP_021713299.1	XP_008212870.1
OG0003644	XP_021696985.1	XP_001601110.2, XP_031786979.1
OG0003645	XP_021695005.1, XP_021695009.1, XP_021695007.1	XP_031777257.1
OG0003646	XP_001659237.1	XP_016836730.1, XP_016836726.1, XP_032452107.1
OG0003647	XP_021704955.1	XP_008209641.3
OG0003648	XP_001651932.2	XP_008203431.1
OG0003649	XP_001652236.1	XP_031783195.1, XP_001604943.1
OG0003650	XP_021700494.1	XP_032453400.1
OG0003653	XP_021704545.1	XP_001605902.2
OG0003654	XP_001649177.2	XP_016840172.2
OG0003655	XP_001649322.2, XP_021693939.1, XP_021712267.1, XP_001662819.2, XP_021698329.1	XP_001599554.4
OG0003656	XP_001649466.1	XP_001602711.2, XP_008216883.1, XP_032456016.1
OG0003657	XP_021711064.1, XP_021711065.1, XP_021711063.1, XP_021711068.1, XP_021711069.1, XP_021711066.1, XP_021711067.1, XP_001651601.1	XP_008205248.1
OG0003658	XP_001652190.1	XP_001600147.1
OG0003660	XP_001654283.2	XP_031779510.1, XP_031787052.1, XP_001602043.2, XP_008206276.1, XP_031784909.1
OG0003661	XP_001654782.2	XP_001604239.2
OG0003662	XP_001657522.1	XP_001608011.2
OG0003663	XP_001658864.2	XP_031789477.1
OG0003664	XP_001659278.2	XP_016837856.1, XP_001604982.1, XP_008217715.1, XP_032452962.1
OG0003665	XP_001659999.1	XP_008203602.2
OG0003666	XP_021710291.1, XP_001660008.2	XP_008205795.1
OG0003667	XP_001660103.3	XP_031778837.1
OG0003669	XP_001661303.2	XP_032457043.1, XP_031788778.1, XP_031788779.1, XP_032457044.1, XP_032457042.1
OG0003670	XP_001661689.1, XP_021711709.1	XP_001606597.1
OG0003671	XP_001662377.1	XP_031778505.1, XP_032452920.1, XP_031778506.1
OG0003672	XP_001662476.2	XP_032455606.1
OG0003673	XP_001662575.2	XP_001601371.1, XP_008203420.1
OG0003674	XP_021693472.1	XP_031784852.1
OG0003675	XP_021693608.1, XP_021693613.1, XP_021693612.1	XP_001604405.1
OG0003676	XP_021693797.1	XP_001603136.1, XP_008208967.1
OG0003677	XP_021712596.1, XP_021694543.1	XP_008211629.1, XP_031784461.1
OG0003678	XP_021695396.1	XP_031786381.1, XP_031783458.1
OG0003680	XP_021695658.1	XP_016837989.1
OG0003681	XP_021696832.1, XP_021696834.1, XP_021696833.1, XP_021696835.1, XP_021696836.1	XP_016839265.1, XP_016839264.1
OG0003682	XP_021699193.1	XP_008208529.1, XP_031786616.1, XP_008208528.1, XP_001602138.1
OG0003683	XP_021699577.1	XP_001606052.2
OG0003684	XP_021703527.1, XP_021703528.1	XP_003425585.1
OG0003685	XP_021704367.1	XP_003425569.1, NP_001154990.1, XP_031777739.1, NP_001155026.1
OG0003686	XP_021704593.1, XP_021712640.1	XP_008204829.1
OG0003687	XP_021704767.1	XP_016839408.1, XP_016839409.1
OG0003688	XP_021704949.1	XP_001602253.2, XP_031787393.1
OG0003690	XP_021705279.1	XP_003428224.1
OG0003691	XP_021707933.1, XP_021707928.1	XP_031781795.1, XP_031781797.1
OG0003692	XP_021709589.1, XP_021709585.1	XP_001602329.2
OG0003709	XP_001662942.1	XP_008215767.1
OG0003710	XP_001655409.1	XP_008212787.1, XP_001608006.1
OG0003711	XP_001662142.2	NP_001177967.1, XP_031783900.1
OG0003712	XP_001655016.1	XP_032455349.1, XP_001607606.1
OG0003713	XP_021711618.1	XP_032453328.1
OG0003714	XP_001653367.1	XP_008213292.1, NP_001154933.1
OG0003715	XP_021696923.1, XP_021696928.1	XP_008210922.1
OG0003716	XP_021709703.1	XP_031787570.1, XP_031787573.1
OG0003717	XP_021698198.1	XP_016839650.1
OG0003719	XP_001657591.2	XP_001606749.1
OG0003720	XP_021694868.1	XP_016841764.1, XP_008202288.1
OG0003721	XP_001657556.2	XP_001600543.1
OG0003722	XP_001657463.1	XP_032453526.1, XP_001601099.1
OG0003723	XP_001653472.1, XP_021700287.1	XP_008212951.1
OG0003724	XP_001662683.1	XP_001605817.1
OG0003726	XP_011493702.1	XP_001607950.1
OG0003727	XP_001648337.2, XP_001652295.2	XP_001604648.1
OG0003729	XP_001662452.2	NP_001165817.1
OG0003730	XP_001649526.2	XP_031779611.1
OG0003731	XP_021695482.1	NP_001136338.1, XP_032452207.1
OG0003732	XP_001658246.1	XP_001605620.1
OG0003734	XP_001652571.1	XP_003426810.1
OG0003735	XP_001648745.1	XP_001603196.1
OG0003736	XP_001655313.1	XP_016837945.1, XP_008207768.1
OG0003737	XP_001659486.1	XP_001605527.1
OG0003738	XP_001651881.1, XP_011493333.1	XP_031785779.1
OG0003739	XP_001657837.1	XP_001605411.1
OG0003740	XP_001659760.2	XP_001605472.1
OG0003741	XP_001661366.1	XP_001599576.1, XP_032455086.1, XP_032455087.1, XP_032455085.1
OG0003742	XP_001663179.2	XP_016840917.1
OG0003743	XP_011493496.1	XP_001606968.1
OG0003744	XP_021707104.1	XP_032455966.1, NP_001165784.1
OG0003745	XP_001656296.1	NP_001153403.1
OG0003746	XP_001649793.1	XP_001599582.1
OG0003747	XP_001655229.2	XP_032455406.1, XP_001606518.1, XP_032455407.1
OG0003748	XP_001652909.2	XP_003425664.1
OG0003749	XP_021692929.1, XP_001655587.1	XP_003425452.1
OG0003750	XP_001662199.1	XP_031785797.1
OG0003751	XP_021709914.1	NP_001128392.1
OG0003752	XP_021701509.1	NP_001165811.1
OG0003754	XP_001656704.1	XP_031779547.1
OG0003755	XP_001660910.1	XP_001605487.1
OG0003756	XP_001662215.1, XP_021693478.1	XP_001601418.1
OG0003757	XP_021712506.1, XP_001648152.1	XP_032456308.1
OG0003758	XP_021693543.1	XP_031783741.1
OG0003759	XP_001648518.2	XP_001600819.1
OG0003760	XP_001654039.1	XP_001601236.1
OG0003761	XP_001663268.1	XP_001601009.1, XP_003427438.1, XP_032456977.1
OG0003762	XP_021694009.1, XP_021694010.1	XP_031788281.1
OG0003763	XP_001662322.1	XP_003426274.1, XP_001602965.1, XP_008206041.1
OG0003765	XP_001656438.1, XP_001656439.1, XP_021707902.1	XP_001604071.1
OG0003766	XP_021694739.1	XP_016839508.1, XP_032454577.1
OG0003767	XP_001657049.1	XP_031778143.1
OG0003768	XP_001661488.1	XP_001604061.2
OG0003769	XP_001651748.1	XP_001607961.1
OG0003770	XP_001657686.1	XP_031783415.1
OG0003771	XP_001650454.1	XP_031780016.1, XP_008209166.1
OG0003772	XP_001662743.2	XP_031780634.1
OG0003773	XP_001654977.1	NP_001123227.2, XP_032452231.1
OG0003774	XP_001656083.2	XP_008206451.1
OG0003775	XP_001661593.2	NP_001165855.1
OG0003776	XP_021694395.1, XP_001652535.1	XP_016842149.1, NP_001122572.1
OG0003777	XP_001658298.2	XP_001604266.2
OG0003778	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1	XP_008213457.1
OG0003779	XP_021712912.1, XP_021700313.1, XP_001652464.1	NP_001193394.1
OG0003780	XP_021712657.1, XP_001659976.1	XP_001601189.1
OG0003781	XP_001649798.1, XP_001649797.1	XP_031777711.1
OG0003782	XP_001661446.1	NP_001165798.1, XP_031776863.1
OG0003783	XP_001649193.1, XP_021703005.1	XP_003424590.1
OG0003784	XP_001652781.2	XP_031784916.1, XP_031784915.1
OG0003785	XP_001658792.2	XP_001601340.1
OG0003786	XP_001648956.2	XP_016840948.1
OG0003787	XP_001651583.1	XP_031787275.1, XP_031787276.1, XP_001600639.1
OG0003788	XP_001654840.2	XP_001607821.1
OG0003789	XP_001653962.1, XP_021698748.1	XP_001601517.1
OG0003791	XP_001648889.1, XP_021702650.1	XP_008213933.1
OG0003792	XP_021705065.1, XP_021705077.1, XP_001657323.2	XP_001605413.2
OG0003793	XP_021693375.1	XP_001602925.1
OG0003794	XP_021711326.1, XP_021711976.1, XP_021712582.1	NP_001153353.1
OG0003795	XP_001659519.2	XP_032456539.1
OG0003796	XP_021706928.1	XP_031783809.1
OG0003798	XP_001655156.1	XP_031783017.1
OG0003799	XP_001661559.1, XP_021699899.1	XP_032457711.1, XP_003424698.1
OG0003800	XP_001648396.2	XP_032452282.1, XP_032452283.1
OG0003801	XP_001654530.1	XP_001599319.1
OG0003802	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1	XP_001604230.2
OG0003803	XP_001658911.2	XP_031788140.1
OG0003804	XP_001663601.1	XP_003426743.1
OG0003805	XP_001659004.1, XP_021711740.1	XP_001607288.1
OG0003806	XP_001662176.1	XP_032456718.1, XP_032456720.1
OG0003807	XP_001664324.1	XP_031778623.1, XP_008216419.1
OG0003808	XP_001657976.1	XP_001606160.1
OG0003809	XP_001660589.1, XP_001660055.1	XP_001607792.1, XP_001606291.2
OG0003810	XP_001653335.1	XP_001604861.1
OG0003811	XP_001654770.1	XP_008207078.1
OG0003812	XP_021695117.1	XP_031783154.1
OG0003813	XP_001649114.1	XP_001606928.1
OG0003814	XP_001657759.2, XP_021712282.1	XP_016841804.1
OG0003815	XP_021708060.1	XP_001602322.2
OG0003816	XP_021707033.1, XP_021707032.1, XP_021707034.1	XP_003428128.1
OG0003817	XP_001655646.2	XP_008214103.1, XP_008214102.1, XP_008214101.1
OG0003818	XP_001663382.1	XP_008206442.3
OG0003819	XP_001657212.1	XP_032454738.1, XP_032454739.1, XP_031786274.1, XP_031786275.1
OG0003820	XP_021702616.1, XP_021702615.1	XP_031787655.1
OG0003821	XP_001661061.2	XP_001601553.2
OG0003823	XP_021707432.1	XP_031778983.1
OG0003824	XP_021703756.1	NP_001153434.1
OG0003825	XP_021706789.1, XP_021712613.1	XP_003424194.1
OG0003826	XP_021712347.1, XP_021712762.1	XP_032451675.1
OG0003827	XP_001657822.1	XP_016841753.1
OG0003828	XP_001654799.1	NP_001153329.1, XP_008211060.1
OG0003829	XP_001654181.2, XP_021708179.1	XP_032456794.1, XP_032456795.1, XP_032456793.1
OG0003830	XP_021704066.1	XP_016837820.1
OG0003831	XP_021703199.1	XP_031779324.1
OG0003832	XP_021695532.1, XP_021699518.1	XP_031778420.1
OG0003833	XP_001661938.2	XP_001600494.1
OG0003834	XP_001662630.2	XP_008212721.1
OG0003835	XP_001652138.1, XP_001652139.1, XP_021705143.1	XP_001599351.1, XP_032454859.1
OG0003836	XP_021693058.1	XP_032456101.1
OG0003837	XP_001662412.1	XP_008214220.1
OG0003838	XP_001653078.1	XP_001606444.1
OG0003839	XP_021711629.1	XP_003423935.1
OG0003840	XP_001661343.2	XP_003427139.1
OG0003841	XP_001654714.2	XP_003425269.1
OG0003842	XP_021694382.1	XP_016844354.1
OG0003843	XP_001660441.2	XP_031787780.1, XP_032456469.1
OG0003844	XP_021707551.1	XP_008202890.1
OG0003845	XP_001649000.2	XP_001601725.1
OG0003846	XP_021706125.1	XP_001607390.1, XP_003424105.1
OG0003847	XP_021708495.1, XP_021712558.1, XP_021708482.1	XP_008212895.1
OG0003848	XP_021696983.1	XP_001604309.1
OG0003849	XP_001652019.2	XP_008207753.1, XP_016839440.1
OG0003850	XP_021712438.1, XP_021706760.1	XP_031777197.1
OG0003851	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2	XP_001599033.2
OG0003852	XP_001658892.1	XP_031781569.1
OG0003853	XP_021700780.1	XP_016845278.2
OG0003854	XP_021700498.1, XP_001663280.1	XP_031778526.1
OG0003855	XP_001660954.2	NP_001177677.1, XP_016836656.1
OG0003856	XP_021712110.1, XP_021709765.1	XP_001604291.1
OG0003857	XP_021702630.1	XP_032457012.1, XP_016845745.1
OG0003859	XP_021707309.1	XP_008206455.1, XP_031783403.1
OG0003860	XP_001652321.1, XP_001652320.1	XP_001607032.1
OG0003861	XP_001656735.1	XP_031785665.1, XP_016840333.2
OG0003864	XP_001656018.1	XP_001605947.2
OG0003866	XP_021712507.1, XP_021695534.1	XP_001600555.1
OG0003867	XP_001659451.2	XP_001605238.1
OG0003868	XP_001654697.2	XP_003425216.1, XP_003425540.1
OG0003869	XP_001648285.1	XP_031781068.1
OG0003870	XP_001661749.2	NP_001153419.1
OG0003871	XP_021695709.1	NP_001153375.1, XP_031784172.1
OG0003872	XP_001659890.2	XP_016837907.1
OG0003874	XP_021706516.1	XP_016840546.1
OG0003875	XP_001662456.2	XP_008211218.1
OG0003876	XP_021702721.1	XP_001604896.4
OG0003877	XP_001660412.2	XP_001601710.2
OG0003878	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1	XP_008208477.1
OG0003879	XP_021696170.1	NP_001161325.1
OG0003880	XP_001656304.2, XP_001656305.2	XP_031780717.1
OG0003882	XP_021709571.1, XP_001652645.2, XP_021712426.1	XP_008212464.1
OG0003883	XP_021705455.1, XP_001654858.1	XP_001605850.1
OG0003884	XP_021699626.1	XP_016845791.1
OG0003885	XP_001661054.1	XP_001605890.1
OG0003886	XP_011493478.1, XP_001653732.1	XP_032456603.1, XP_032456602.1, XP_001606725.1
OG0003887	XP_021703871.1	XP_001602715.1, XP_016838598.1
OG0003888	XP_001655730.1	XP_016842445.2
OG0003889	XP_021697630.1, XP_021697631.1	XP_001605301.2
OG0003890	XP_001655215.2	XP_016844583.1, XP_031777735.1
OG0003891	XP_021699581.1, XP_021699590.1	XP_016843213.1
OG0003892	XP_021695220.1, XP_001663598.1	XP_008217952.1
OG0003893	XP_021705123.1	XP_001601138.1
OG0003894	XP_021699376.1	XP_003425380.1
OG0003895	XP_021707813.1	XP_008212061.1, XP_031779657.1
OG0003896	XP_001655804.1	XP_001604737.1
OG0003897	XP_001651351.1	XP_008210220.1, XP_001603720.2
OG0003898	XP_001659598.2	XP_001599188.1
OG0003899	XP_001663037.1	XP_016843711.1
OG0003900	XP_001659208.2, XP_001655211.2	XP_001608210.1
OG0003901	XP_021703990.1, XP_021711911.1	XP_031785207.1
OG0003902	XP_021700599.1	XP_008215722.2
OG0003903	XP_001653972.2	XP_031784198.1
OG0003904	XP_001656005.2	XP_031779362.1
OG0003905	XP_021709806.1	XP_008204558.1
OG0003906	XP_021709295.1	XP_001602761.1
OG0003907	XP_021711081.1	XP_003425125.1, XP_003425126.1, XP_016842128.1
OG0003908	XP_001654758.1	XP_031780857.1
OG0003909	XP_021710690.1	NP_001135810.2
OG0003910	XP_021710831.1	XP_008203776.1
OG0003912	XP_021699757.1	XP_032457402.1, NP_001136343.1
OG0003913	XP_021696947.1, XP_021712521.1	XP_016840536.1
OG0003914	XP_001656235.1, XP_001651277.1	XP_001603457.2
OG0003915	XP_021711028.1	XP_008212677.1, XP_008212678.1, XP_032452641.1
OG0003916	XP_021701480.1	XP_016838984.1
OG0003917	XP_001657094.2	XP_016840883.2, XP_031784364.1
OG0003918	XP_021705412.1	XP_001602680.2, XP_001606357.1
OG0003919	XP_021709379.1	XP_031788772.1, XP_031788774.1
OG0003920	XP_001659582.2, XP_021708173.1, XP_021708174.1	XP_031784392.1
OG0003921	XP_021695344.1	XP_001603787.2
OG0003922	XP_001648170.1	XP_031783835.1
OG0003923	XP_001661544.2	XP_001607684.1
OG0003924	XP_001664268.2	XP_001603527.1, XP_032455503.1
OG0003925	XP_021694826.1, XP_021694825.1	XP_032453859.1, XP_016839114.1
OG0003926	XP_021707443.1, XP_001661261.1	XP_016844808.1
OG0003927	XP_021709363.1, XP_021709357.1	XP_001607778.2
OG0003928	XP_001659506.1	XP_031788167.1
OG0003929	XP_001656965.1	XP_001599684.2
OG0003930	XP_001651241.1	NP_001180379.1, XP_031783895.1
OG0003931	XP_001649557.2	XP_031781591.2
OG0003932	XP_021706704.1, XP_021706706.1, XP_021706705.1	XP_032456563.1
OG0003933	XP_001652674.1	XP_001604026.2
OG0003934	XP_001652176.1	XP_001602366.1
OG0003935	XP_021698972.1	XP_001599933.1
OG0003936	XP_021708266.1	NP_001166022.1
OG0003937	XP_021698472.1	XP_001603810.1
OG0003939	XP_021697499.1	XP_031784091.1
OG0003941	XP_001649065.1	XP_001604659.1
OG0003942	XP_001648991.2	XP_031788299.1, XP_008201939.1
OG0003943	XP_001653215.1	XP_031778150.1, XP_001607178.1
OG0003944	XP_001657769.1	XP_016842708.1
OG0003945	XP_001661277.2	XP_001607235.2
OG0003946	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1	XP_001604515.2
OG0003947	XP_021713347.1	XP_031784475.1, XP_001606959.2
OG0003948	XP_021709456.1	XP_008205358.1, XP_001599525.2
OG0003951	XP_001660822.1	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1
OG0003952	XP_001655616.2	XP_008213699.1
OG0003953	XP_001651486.2	XP_016842398.1
OG0003954	XP_001662443.1	XP_031782232.1
OG0003955	XP_001650872.2	XP_032457608.1, XP_001600211.1, XP_008207745.1, XP_016839465.1, XP_008207746.1
OG0003956	XP_021694075.1	XP_001603275.1
OG0003957	XP_001654781.1	XP_032456178.1, XP_008207103.1
OG0003958	XP_001657386.1	XP_016841676.1, XP_001605089.1, XP_008203492.1
OG0003959	XP_021695380.1, XP_001652653.1	XP_031789102.1
OG0003960	XP_021708194.1, XP_021708192.1	XP_016840614.1
OG0003961	XP_021701277.1	XP_031777021.1, XP_001602871.1
OG0003962	XP_001658571.2	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1
OG0003963	XP_001653821.1	XP_001599604.1, XP_032455082.1, XP_008204468.1
OG0003964	XP_001658987.1	XP_031789582.1
OG0003965	XP_001660646.2	XP_001600405.1
OG0003966	XP_021700237.1	XP_008215949.1, XP_032456976.1
OG0003967	XP_001655664.1, XP_021712728.1, XP_021706268.1	NP_001180248.1, XP_031789176.1
OG0003968	XP_001655741.1	XP_031780651.1
OG0003969	XP_001658728.1	XP_003424109.1
OG0003970	XP_021699877.1, XP_001661549.2	XP_008215765.1
OG0003971	XP_021702399.1, XP_021702398.1	XP_016841853.1
OG0003972	XP_021697872.1, XP_001657019.1	XP_001607161.1, XP_032455796.1
OG0003973	XP_021708745.1, XP_021708744.1, XP_001652955.1	XP_016839124.1
OG0003974	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1	XP_001606425.1
OG0003975	XP_021700863.1	XP_016838144.1, XP_008209983.1
OG0003976	XP_021711605.1	XP_008209822.1
OG0003977	XP_021706480.1	XP_003424644.1
OG0003978	XP_001648293.2	XP_008217446.1, XP_008217449.1
OG0003979	XP_001657457.1	XP_016839158.1
OG0003980	XP_021703960.1, XP_021703966.1	XP_016841684.1
OG0003981	XP_021701733.1	XP_001605378.1
OG0003982	XP_021702400.1	XP_001604665.2
OG0003983	XP_021695542.1	XP_016840341.1
OG0003984	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2	XP_016838680.1
OG0003985	XP_021697524.1	XP_016843789.1
OG0003986	XP_001659292.1, XP_021701097.1	XP_008212807.1
OG0003988	XP_021693736.1	XP_016840638.1
OG0003989	XP_021707503.1	XP_001600219.1
OG0003990	XP_001649983.1	XP_001600651.4
OG0003991	XP_021694587.1, XP_021694588.1	XP_031781825.1
OG0003992	XP_021704895.1	XP_008216868.1, XP_008216869.1, XP_001602448.1, XP_016844722.1
OG0003993	XP_021696098.1, XP_021694766.1	XP_003427563.1
OG0003994	XP_001660317.1, XP_021710154.1	XP_001606587.2
OG0003995	XP_021710853.1	XP_008202579.1, XP_031782684.1
OG0003996	XP_001660743.2	XP_001599706.1
OG0003997	XP_001662649.1	XP_031787536.1
OG0003998	XP_021694307.1	XP_032457456.1, XP_032457455.1, XP_031781081.1, XP_031781080.1
OG0003999	XP_021702245.1	XP_031784818.1
OG0004000	XP_001662536.1	XP_008208849.1, XP_008208852.1
OG0004002	XP_021699519.1	XP_031780754.1
OG0004003	XP_021701167.1, XP_021701164.1	XP_031778320.1, NP_001128398.1
OG0004004	XP_001656875.1	XP_001605965.2
OG0004006	XP_021696407.1, XP_021696416.1	XP_016841690.1
OG0004008	XP_001656312.1	XP_001599343.1
OG0004009	XP_001656220.1	XP_008214625.2
OG0004010	XP_021707149.1	XP_001604761.1, XP_031787377.1
OG0004011	XP_021701665.1, XP_021712846.1	NP_001128397.1
OG0004014	XP_021694510.1	XP_001604608.1
OG0004016	XP_021694471.1	XP_016840201.1
OG0004018	XP_021695618.1	NP_001153352.1
OG0004019	XP_021702240.1	XP_003428211.1
OG0004020	XP_001655666.1, XP_021712726.1	XP_008205783.1, XP_008205780.1, XP_031787117.1, XP_003424813.1
OG0004021	XP_001662990.2	XP_031788201.1
OG0004022	XP_001655055.1, XP_001655054.1	XP_001602536.2
OG0004023	XP_001658989.1, XP_021708079.1	XP_016840458.1, XP_008211879.1
OG0004024	XP_021709172.1	XP_008215963.3
OG0004026	XP_001657095.2	XP_031785462.1
OG0004027	XP_021698799.1	XP_031788090.1
OG0004029	XP_021702037.1	XP_008203443.1
OG0004030	XP_021710816.1	XP_001605416.2
OG0004031	XP_021705674.1	NP_001127865.1, XP_008215058.1
OG0004032	XP_021704447.1	XP_031789438.1
OG0004033	XP_001653338.1	XP_031778770.1
OG0004034	XP_001652388.2	XP_008202984.2
OG0004035	XP_021708965.1	XP_031777383.1
OG0004036	XP_021706353.1	NP_001154941.1
OG0004037	XP_021698550.1	XP_031782562.1, XP_003425729.1, XP_032453962.1
OG0004038	XP_021709064.1	NP_001177683.1
OG0004040	XP_001653481.2	XP_001603862.2
OG0004041	XP_001659977.2, XP_021712807.1	XP_016845251.2
OG0004042	XP_001654734.1	XP_001604213.2
OG0004043	XP_001662270.2	XP_008206874.1
OG0004044	XP_001659187.2	XP_016838165.1
OG0004045	XP_021693403.1	XP_016836951.1, XP_001606356.3
OG0004046	XP_021713261.1, XP_001652793.1	XP_001603173.2
OG0004047	XP_021711741.1, XP_001659005.1	XP_001600592.2
OG0004048	XP_001656303.1	XP_031777304.1, NP_001177864.1
OG0004049	XP_001650438.2	XP_032452297.1
OG0004050	XP_001656879.1	XP_001603020.2
OG0004051	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1	XP_001608249.1
OG0004052	XP_001663907.2	XP_016845489.1
OG0004053	XP_001651506.2	XP_031778546.1, XP_031778544.1
OG0004054	XP_021706586.1	XP_031784005.1, XP_031784006.1
OG0004055	XP_001653319.2	XP_032455789.1, XP_032455787.1, XP_032455788.1, XP_008211600.1
OG0004056	XP_021697096.1	XP_001603552.2, XP_008204855.1
OG0004058	XP_001651168.1, XP_001662502.1	XP_001606271.1
OG0004059	XP_001658170.1	XP_031785059.1
