Orthogroup	Aedes_aegypti	Megachile_rotundata
OG0003939	XP_021697499.1	XP_012143171.1, XP_003704446.1
OG0003940	XP_021706762.1	XP_003699619.1
OG0003941	XP_001649065.1	XP_003708651.1
OG0003943	XP_001653215.1	XP_003702648.2, XP_012139115.1
OG0003944	XP_001657769.1	XP_012146125.1, XP_003705658.1
OG0003945	XP_001661277.2	XP_003708375.1, XP_012152722.1
OG0003946	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1	XP_012137534.1
OG0003947	XP_021713347.1	XP_012137635.1
OG0003948	XP_021709456.1	XP_003702705.1
OG0003951	XP_001660822.1	XP_003701134.1
OG0003952	XP_001655616.2	XP_003701778.1
OG0003953	XP_001651486.2	XP_012138981.1, XP_003702580.1
OG0003954	XP_001662443.1	XP_003702568.1
OG0003955	XP_001650872.2	XP_003701330.1
OG0003956	XP_021694075.1	XP_012142100.1
OG0003957	XP_001654781.1	XP_003704175.1
OG0003958	XP_001657386.1	XP_003704735.1
OG0003959	XP_021695380.1, XP_001652653.1	XP_012153105.1
OG0003960	XP_021708194.1, XP_021708192.1	XP_003700369.1
OG0003961	XP_021701277.1	XP_012144868.1
OG0003962	XP_001658571.2	XP_003702346.1
OG0003963	XP_001653821.1	XP_003706902.2
OG0003964	XP_001658987.1	XP_003706837.1
OG0003965	XP_001660646.2	XP_003708476.1
OG0003966	XP_021700237.1	XP_003704104.1
OG0003968	XP_001655741.1	XP_003700354.1
OG0003969	XP_001658728.1	XP_003701672.1
OG0003970	XP_021699877.1, XP_001661549.2	XP_003705231.1, XP_012145141.1
OG0003971	XP_021702399.1, XP_021702398.1	XP_012142732.1, XP_003704425.1
OG0003972	XP_021697872.1, XP_001657019.1	XP_003700352.1
OG0003973	XP_021708745.1, XP_021708744.1, XP_001652955.1	XP_012150411.1
OG0003974	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1	XP_003700992.1
OG0003975	XP_021700863.1	XP_012146078.1
OG0003976	XP_021711605.1	XP_012149913.1
OG0003977	XP_021706480.1	XP_003702282.1
OG0003978	XP_001648293.2	XP_012144420.1
OG0003979	XP_001657457.1	XP_003704573.1
OG0003980	XP_021703960.1, XP_021703966.1	XP_003699230.1
OG0003981	XP_021701733.1	XP_003708590.1
OG0003982	XP_021702400.1	XP_003699510.1
OG0003983	XP_021695542.1	XP_003702407.1
OG0003984	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2	XP_012138440.1
OG0003985	XP_021697524.1	XP_012145396.1, XP_012145394.1
OG0003986	XP_001659292.1, XP_021701097.1	XP_003706246.1
OG0003987	XP_021707012.1, XP_021707013.1, XP_021712769.1	XP_003705045.1
OG0003988	XP_021693736.1	XP_012145626.1
OG0003989	XP_021707503.1	XP_003704283.1
OG0003990	XP_001649983.1	XP_012140561.1
OG0003991	XP_021694587.1, XP_021694588.1	XP_012147790.1, XP_012147789.1, XP_012147788.1, XP_012147791.1
OG0003992	XP_021704895.1	XP_012145858.1, XP_012145857.1, XP_003705524.1
OG0003993	XP_021696098.1, XP_021694766.1	XP_012138649.1
OG0003994	XP_001660317.1, XP_021710154.1	XP_012143550.1, XP_012143548.1
OG0003995	XP_021710853.1	XP_012152332.1, XP_012152331.1
OG0003996	XP_001660743.2	XP_012153956.1, XP_012153957.1
OG0003997	XP_001662649.1	XP_012138172.1
OG0003998	XP_021694307.1	XP_012138947.1
OG0003999	XP_021702245.1	XP_012136065.1
OG0004000	XP_001662536.1	XP_003701457.1
OG0004001	XP_001651539.2	XP_003707525.1, XP_012150468.1, XP_012150467.1, XP_012150469.1
OG0004002	XP_021699519.1	XP_012149462.1
OG0004003	XP_021701167.1, XP_021701164.1	XP_012152284.1
OG0004004	XP_001656875.1	XP_003702294.2
OG0004005	XP_021707608.1, XP_021707609.1	XP_012143798.1
OG0004006	XP_021696407.1, XP_021696416.1	XP_012140438.1
OG0004008	XP_001656312.1	XP_012150176.1
OG0004009	XP_001656220.1	XP_012145820.1
OG0004010	XP_021707149.1	XP_012146777.1, XP_003705908.2
OG0004011	XP_021701665.1, XP_021712846.1	XP_003703198.1
OG0004012	XP_021705170.1	XP_012151554.1
OG0004014	XP_021694510.1	XP_012134778.1, XP_012134777.1
OG0004016	XP_021694471.1	XP_012138614.1
OG0004017	XP_021698858.1, XP_021698857.1	XP_012137429.1
OG0004018	XP_021695618.1	XP_012135436.1, XP_003699291.1
OG0004019	XP_021702240.1	XP_012145125.1
OG0004020	XP_001655666.1, XP_021712726.1	XP_003700166.1
OG0004021	XP_001662990.2	XP_012143437.1
OG0004022	XP_001655055.1, XP_001655054.1	XP_003703979.1
OG0004023	XP_001658989.1, XP_021708079.1	XP_003701947.1
OG0004024	XP_021709172.1	XP_003703077.1
OG0004026	XP_001657095.2	XP_012153638.1
OG0004027	XP_021698799.1	XP_003699403.1
OG0004030	XP_021710816.1	XP_003708276.1
OG0004031	XP_021705674.1	XP_012138421.1, XP_012138422.1, XP_003702259.2
OG0004032	XP_021704447.1	XP_012151762.1
OG0004033	XP_001653338.1	XP_012145927.1
OG0004034	XP_001652388.2	XP_012152011.1
OG0004035	XP_021708965.1	XP_003701212.1
OG0004036	XP_021706353.1	XP_003702230.1
OG0004037	XP_021698550.1	XP_003707191.1
OG0004038	XP_021709064.1	XP_012144781.1
OG0004040	XP_001653481.2	XP_003702698.1
OG0004041	XP_001659977.2, XP_021712807.1	XP_003708267.1
OG0004042	XP_001654734.1	XP_003706454.1
OG0004043	XP_001662270.2	XP_012150375.1, XP_012150384.1
OG0004044	XP_001659187.2	XP_012142064.1, XP_003703920.1
OG0004045	XP_021693403.1	XP_003701424.1
OG0004046	XP_021713261.1, XP_001652793.1	XP_003703384.2
OG0004047	XP_021711741.1, XP_001659005.1	XP_012146673.1
OG0004048	XP_001656303.1	XP_003708126.1
OG0004049	XP_001650438.2	XP_003699875.1
OG0004050	XP_001656879.1	XP_012142470.1
OG0004051	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1	XP_003706173.1
OG0004052	XP_001663907.2	XP_012143914.1, XP_012143912.1
OG0004053	XP_001651506.2	XP_012152460.1, XP_003708253.1
OG0004054	XP_021706586.1	XP_012142491.1, XP_012142489.1
OG0004055	XP_001653319.2	XP_012149106.1
OG0004056	XP_021697096.1	XP_012139122.1
OG0004058	XP_001651168.1, XP_001662502.1	XP_003705991.1
OG0004059	XP_001658170.1	XP_012147920.1
OG0004060	XP_001661813.2	XP_012137318.1
OG0004061	XP_021701067.1	XP_012143030.1
OG0004062	XP_021706861.1, XP_021705352.1	XP_012149275.1
OG0004063	XP_021700238.1	XP_003699873.1
OG0004064	XP_001651175.2	XP_003707486.1, XP_003708673.1
OG0004065	XP_021700094.1, XP_021706851.1	XP_003704592.2
OG0004066	XP_021698932.1	XP_003704280.1
OG0004067	XP_021697462.1	XP_012147593.1
OG0004068	XP_021711540.1	XP_012147059.1, XP_012147144.1
OG0004069	XP_021694204.1, XP_021694205.1, XP_021694206.1	XP_003700436.1
OG0004070	XP_021703451.1, XP_021703429.1, XP_021703422.1	XP_012149874.1
OG0004071	XP_021699078.1	XP_012144555.1
OG0004072	XP_021693098.1	XP_012152617.1, XP_003708280.1, XP_012152618.1
OG0004073	XP_001650739.2	XP_003708397.1, XP_012152943.1
OG0004074	XP_021697650.1	XP_012144715.1
OG0004075	XP_021693331.1	XP_003702797.1
OG0004076	XP_001659905.2	XP_003707746.1
OG0004077	XP_001663942.2	XP_012147016.1
OG0004078	XP_021712035.1, XP_021712781.1	XP_003707854.1
OG0004079	XP_021709183.1	XP_012150402.1, XP_012150408.1
OG0004080	XP_021695449.1	XP_012136558.1
OG0004082	XP_021700745.1, XP_021700746.1	XP_003704090.1
OG0004083	XP_001653710.2	XP_003702971.1
OG0004084	XP_021708264.1	XP_003708553.1
OG0004085	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1	XP_012148866.1
OG0004086	XP_021695343.1, XP_021695356.1	XP_003708646.1
OG0004087	XP_001649206.2	XP_003707317.1
OG0004088	XP_001660898.2	XP_012136893.1
OG0004089	XP_021703126.1	XP_012140373.1
OG0004090	XP_021700310.1	XP_003701978.1
OG0004091	XP_001650913.1	XP_003706497.2, XP_003706580.1
OG0004092	XP_021703553.1	XP_003708359.2
OG0004093	XP_021697845.1	XP_012135672.1
OG0004094	XP_001655173.1	XP_003708512.2
OG0004095	XP_021698148.1	XP_012151812.1
OG0004096	XP_021710103.1	XP_003700960.1
OG0004097	XP_021701224.1, XP_021701225.1, XP_001655805.1	XP_003703085.1
OG0004098	XP_021704721.1, XP_021704720.1, XP_021704719.1, XP_021704718.1	XP_012137303.1
OG0004099	XP_001664263.1	XP_003699437.1
OG0004100	XP_001656361.1	XP_003707813.1
OG0004101	XP_021701507.1	XP_012146504.1
OG0004102	XP_021709149.1	XP_003704044.1
OG0004103	XP_021705130.1	XP_012138759.1
OG0004104	XP_021702797.1, XP_001656561.1, XP_021709472.1	XP_012148384.1
OG0004106	XP_001652371.2	XP_012135316.1, XP_012135315.1
OG0004107	XP_001660065.2	XP_012147851.1
OG0004108	XP_001657218.1, XP_021712293.1	XP_003703199.1
OG0004110	XP_021697032.1	XP_012144948.1
OG0004111	XP_001655070.1	XP_012137034.1
OG0004112	XP_021709661.1	XP_012139998.1
OG0004113	XP_001663319.1	XP_003701621.1
OG0004114	XP_001662644.1	XP_003706829.1
OG0004115	XP_021694269.1	XP_012151014.1
OG0004116	XP_021712264.1, XP_021709622.1, XP_021712265.1	XP_012144529.1
OG0004117	XP_021696853.1, XP_021696852.1	XP_012146647.1
OG0004119	XP_021693306.1, XP_021693305.1, XP_021693307.1	XP_012148178.1
OG0004120	XP_001657116.1	XP_003707290.1
OG0004121	XP_001656967.1	XP_012148731.1, XP_003706898.1
OG0004122	XP_001654352.2	XP_012145054.1
OG0004123	XP_021702102.1	XP_012147916.1
OG0004124	XP_021696283.1	XP_003708058.2
OG0004125	XP_021713331.1	XP_012145983.1
OG0004126	XP_021700959.1	XP_012139443.1
OG0004127	XP_021704364.1	XP_003706827.1
OG0004128	XP_001653405.2	XP_012144082.1
OG0004129	XP_001657931.2	XP_003707510.1, XP_012150481.1
OG0004130	XP_021694180.1, XP_021694178.1, XP_021694179.1	XP_012139226.1
OG0004131	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1	XP_012152260.1
OG0004132	XP_021695153.1	XP_003699536.2
OG0004133	XP_001655872.2	XP_003707785.1
OG0004135	XP_011493091.2	XP_003705665.1
OG0004137	XP_001660546.2	XP_003708614.2, XP_012153371.1
OG0004138	XP_001653368.2	XP_003706610.2
OG0004140	XP_001658910.1	XP_003708028.1
OG0004141	XP_021697604.1, XP_021697605.1	XP_003704132.1
OG0004142	XP_021699866.1	XP_012136473.1, XP_012136467.1
OG0004143	XP_021697922.1	XP_003704616.2
OG0004144	XP_001660636.1	XP_012142098.1
OG0004145	XP_021711474.1, XP_021711462.1	XP_012150348.1
OG0004146	XP_021711899.1, XP_021696650.1, XP_021694303.1	XP_003706890.1
OG0004147	XP_021698923.1, XP_021698922.1, XP_021698921.1	XP_012147148.1
OG0004148	XP_021695474.1	XP_012154006.1, XP_012154022.1, XP_012154014.1
OG0004149	XP_021710581.1, XP_021710582.1, XP_021710583.1	XP_003707008.1
OG0004150	XP_001657872.2	XP_003701382.1
OG0004151	XP_001660252.2	XP_003707091.1
OG0004152	XP_021700705.1	XP_012138941.1
OG0004153	XP_021710812.1	XP_012139129.1
OG0004154	XP_021708287.1	XP_012136679.1
OG0004155	XP_001659747.2	XP_003706496.1
OG0004157	XP_001648926.2	XP_003708194.2, XP_012152228.1, XP_012152227.1
OG0004158	XP_021697776.1	XP_012137744.1
OG0004159	XP_021696659.1	XP_003700016.1
OG0004160	XP_021698216.1, XP_021698217.1, XP_021698219.1	XP_012142763.1
OG0004162	XP_021704052.1	XP_012136010.1
OG0004163	XP_021703330.1	XP_003701500.1
OG0004164	XP_021708436.1	XP_012145280.1
OG0004166	XP_021696643.1	XP_012146957.1, XP_003699848.1
OG0004167	XP_021704404.1	XP_003700298.1
OG0004168	XP_021700136.1, XP_021700137.1	XP_003699874.1
OG0004169	XP_001659294.2	XP_003703314.1
OG0004170	XP_021709018.1	XP_003703600.2
OG0004171	XP_001658828.2	XP_012152312.1
OG0004172	XP_021698368.1	XP_012137359.1
OG0004173	XP_021696307.1	XP_012143663.1
OG0004174	XP_021697258.1, XP_021712125.1	XP_012143310.1
OG0004175	XP_001660585.2	XP_012147661.1
OG0004176	XP_021695406.1	XP_012153988.1
OG0004177	XP_021702658.1, XP_021702657.1, XP_001648884.1	XP_012146817.1
OG0004178	XP_021698068.1	XP_012149252.1
OG0004180	XP_021701672.1, XP_021701666.1	XP_003702239.2
OG0004181	XP_001658430.1	XP_003701685.1
OG0004182	XP_021702926.1, XP_021702925.1, XP_021702924.1	XP_003707799.1
OG0004183	XP_001658696.2	XP_003702169.2
OG0004184	XP_001651509.2	XP_003708650.1
OG0004186	XP_021703840.1, XP_021703844.1	XP_012151528.1
OG0004187	XP_001648740.2	XP_003708395.2
OG0004188	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2	XP_012140679.1
OG0004189	XP_021695382.1	XP_012139079.1
OG0004190	XP_021710607.1, XP_021710601.1	XP_012135813.1
OG0004191	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1	XP_003699777.1
OG0004192	XP_001655788.1	XP_012142835.1
OG0004193	XP_021698177.1, XP_021711832.1	XP_012135232.1
OG0004194	XP_021706246.1	XP_003702315.1
OG0004195	XP_021698011.1, XP_001661088.1	XP_003704025.1
OG0004196	XP_001648560.2	XP_003704662.1
OG0004197	XP_001649548.1	XP_003707555.1
OG0004198	XP_021700917.1, XP_001650144.1	XP_003706423.2
OG0004199	XP_001650421.1	XP_003703542.1, XP_012141451.1
OG0004201	XP_001650884.2, XP_021696253.1	XP_003706992.1
OG0004202	XP_001651215.1, XP_021702571.1, XP_021702570.1, XP_021702569.1, XP_021702568.1	XP_012148284.1
OG0004203	XP_001655060.1, XP_021698436.1, XP_021698437.1, XP_001651230.2	XP_003707030.2
OG0004204	XP_021697266.1, XP_001660058.1, XP_021709030.1, XP_021695298.1, XP_001651430.1	XP_012152628.1
OG0004205	XP_001652290.1, XP_021712674.1	XP_012149950.1
OG0004206	XP_001653981.2, XP_021698721.1, XP_021698725.1	XP_012142764.1
OG0004207	XP_001655224.2, XP_021712076.1	XP_003703923.1, XP_012142074.1, XP_012142073.1
OG0004209	XP_021693377.1, XP_021693378.1, XP_021693379.1, XP_001656227.2	XP_003705500.1
OG0004210	XP_021697871.1, XP_001657018.1	XP_012149042.1
OG0004211	XP_021713256.1, XP_001657357.1	XP_003705990.1
OG0004212	XP_001658305.2	XP_003701057.2, XP_012135433.1
OG0004213	XP_001658321.2	XP_003707315.1
OG0004214	XP_021712601.1, XP_021706408.1, XP_001658473.2	XP_003708057.1
OG0004215	XP_021700475.1, XP_021700473.1, XP_001658583.2	XP_012137032.1, XP_012150981.1
OG0004216	XP_001659576.1	XP_003703583.1, XP_012140982.1
OG0004217	XP_001660455.1	XP_012140777.1, XP_012140779.1, XP_003703301.1, XP_012140778.1
OG0004218	XP_001661444.1	XP_003708014.1, XP_012151788.1, XP_012151789.1
OG0004219	XP_001661470.1	XP_003702201.1
OG0004220	XP_001663145.1	XP_003704950.1
OG0004222	XP_011493613.1	XP_003707162.1, XP_012149663.1
OG0004224	XP_021693593.1	XP_012147300.1
OG0004225	XP_021694422.1	XP_003702750.1
OG0004226	XP_021695384.1	XP_012151015.1
OG0004227	XP_021695638.1	XP_012142384.1, XP_012142388.1
OG0004228	XP_021696503.1	XP_003699346.2
OG0004229	XP_021696831.1, XP_021696830.1, XP_021696829.1	XP_012141077.1
OG0004230	XP_021697309.1	XP_012139645.1, XP_012139651.1
OG0004231	XP_021697905.1, XP_021697911.1	XP_003704724.2
OG0004232	XP_021697931.1	XP_012153495.1
OG0004233	XP_021698194.1	XP_003707923.1, XP_012151760.1, XP_012151761.1
OG0004234	XP_021698467.1, XP_021698466.1	XP_012145076.1, XP_003705218.1
OG0004235	XP_021698611.1	XP_003707820.1, XP_012151348.1, XP_012145353.1
OG0004236	XP_021699414.1	XP_012136207.1
OG0004237	XP_021701220.1, XP_021701221.1, XP_021701222.1, XP_021701223.1	XP_012138878.1
OG0004238	XP_021701490.1	XP_012135260.1
OG0004239	XP_021702967.1, XP_021702966.1, XP_021702965.1	XP_012151095.1
OG0004240	XP_021703094.1	XP_003704391.1
OG0004241	XP_021703334.1, XP_021703336.1	XP_012147817.1
OG0004243	XP_021704717.1	XP_003702232.1
OG0004244	XP_021705087.1	XP_003706521.1
OG0004245	XP_021706024.1	XP_012137614.1, XP_012137615.1, XP_012137617.1, XP_012137616.1
OG0004246	XP_021706303.1	XP_012143182.1, XP_003704435.1, XP_012143183.1
OG0004247	XP_021706306.1	XP_003700127.1
OG0004248	XP_021706483.1	XP_012136910.1, XP_003701686.1, XP_003701644.2, XP_012136912.1
OG0004249	XP_021713150.1	XP_012139185.1, XP_012139187.1, XP_012139186.1, XP_012139188.1
OG0004250	XP_021713152.1	XP_012145244.1, XP_012145068.1
OG0004251	XP_021713268.1	XP_012138712.1
OG0004275	XP_001655929.1	XP_012136199.1
OG0004276	XP_001652207.1, XP_021712520.1	XP_003707868.1
OG0004277	XP_021696259.1	XP_003705605.1
OG0004278	XP_021705595.1	XP_012145243.1
OG0004279	XP_001657881.1, XP_021707576.1	XP_003700483.1
OG0004280	XP_001659012.2	XP_003703449.1
OG0004281	XP_001664110.1	XP_003705035.1
OG0004282	XP_021694823.1, XP_001656140.1	XP_003703043.1
OG0004283	XP_001659022.1	XP_003701515.1
OG0004284	XP_021710111.1, XP_001663344.1	XP_003704988.1
OG0004285	XP_001653603.2	XP_003705661.1
OG0004286	XP_001651008.2	XP_012145917.1, XP_003705552.1, XP_012145918.1
OG0004287	XP_021712869.1, XP_021697398.1, XP_021697403.1	XP_012143666.1
OG0004288	XP_001658846.2, XP_021708097.1	XP_003700240.1
OG0004290	XP_001659703.1	XP_003702932.1
OG0004291	XP_001664093.2	XP_003700210.1
OG0004292	XP_021706771.1	XP_003708146.1
OG0004293	XP_001650411.1, XP_021711780.1	XP_003703708.1
OG0004294	XP_001656350.2	XP_012142268.1
OG0004296	XP_001654757.1	XP_003703287.1
OG0004297	XP_001653395.1	XP_003704894.1
OG0004298	XP_001651349.2	XP_003701066.1
OG0004299	XP_001656180.2	XP_003703083.1
OG0004301	XP_001658935.1	XP_003700360.1
OG0004302	XP_001652183.1	XP_012143646.1, XP_012143647.1
OG0004303	XP_001652686.1	XP_003700824.2
OG0004304	XP_001656680.1	XP_012143153.1
OG0004305	XP_001660489.1	XP_003705042.1
OG0004306	XP_001653486.1	XP_012139786.1
OG0004307	XP_021705626.1	XP_003700463.1
OG0004308	XP_001664205.1	XP_003700536.1, XP_012154160.1, XP_012154159.1
OG0004309	XP_001658619.1	XP_003706778.1, XP_012148711.1
OG0004310	XP_001658194.1, XP_021712903.1	XP_003706384.1
OG0004311	XP_021701716.1, XP_021701717.1, XP_001663270.2	XP_003699330.1
OG0004312	XP_021712733.1, XP_001657253.1	XP_003703524.1
OG0004313	XP_001655473.2, XP_021697582.1	XP_003704885.1
OG0004314	XP_021704009.1, XP_001652825.1	XP_003707681.1
OG0004315	XP_001661080.1	XP_012144256.1
OG0004316	XP_021693346.1	XP_003708340.1
OG0004317	XP_001656820.1	XP_003701887.1
OG0004318	XP_001657499.1	XP_003708149.1
OG0004320	XP_021709548.1	XP_003704591.2
OG0004321	XP_001652958.1	XP_003704813.1
OG0004322	XP_001649547.1	XP_003699180.1
OG0004323	XP_021711912.1, XP_001652016.1	XP_003699246.1
OG0004324	XP_001656190.1	XP_003703056.1
OG0004325	XP_001649513.2	XP_012142606.1
OG0004326	XP_001648995.1	XP_003707344.1
OG0004327	XP_001662462.1	XP_012139101.1
OG0004328	XP_001664262.1	XP_003700015.1
OG0004329	XP_001656939.1, XP_001650193.1	XP_003701088.1
OG0004330	XP_021693781.1	XP_003703477.1
OG0004331	XP_021698783.1	XP_003704602.1
OG0004332	XP_001655319.2	XP_012138198.1
OG0004333	XP_001658903.1	XP_012154539.1
OG0004334	XP_001653781.1	XP_003700864.1
OG0004335	XP_001651814.1	XP_003702554.1
OG0004336	XP_001656487.1	XP_003705200.1
OG0004337	XP_021697366.1	XP_012139692.1
OG0004338	XP_001655524.2	XP_012135313.1
OG0004339	XP_021710248.1, XP_001657873.2	XP_003701385.1
OG0004340	XP_001656607.2	XP_012149267.1
OG0004341	XP_021701400.1, XP_021701401.1	XP_003708081.1
OG0004342	XP_001648836.1	XP_003708462.1
OG0004343	XP_021703324.1	XP_003704258.1
OG0004344	XP_001648846.1	XP_012145028.1
OG0004345	XP_021712993.1, XP_021711958.1	XP_003701182.1
OG0004346	XP_021707203.1	XP_012150845.1
OG0004347	XP_001656552.1, XP_021702804.1, XP_001656555.1	XP_012143022.1
OG0004348	XP_001664201.1	XP_003700433.1
OG0004349	XP_001656966.1	XP_012147063.1
OG0004350	XP_001658904.1	XP_003703457.1
OG0004351	XP_021697651.1	XP_003705056.1
OG0004352	XP_001659518.1	XP_003704604.1, XP_012143608.1
OG0004353	XP_001656164.1	XP_003706883.1
OG0004354	XP_021704179.1	XP_003701759.1
OG0004355	XP_001657692.1	XP_003701968.2
OG0004356	XP_001654808.1	XP_003699541.1
OG0004357	XP_021700479.1	XP_012138906.1
OG0004358	XP_001649850.1, XP_021712765.1	XP_003701001.1
OG0004359	XP_021697723.1	XP_012148529.1
OG0004360	XP_001647945.1	XP_012139125.1, XP_003702667.2
OG0004361	XP_001656971.1	XP_003699588.1
OG0004362	XP_001660960.2	XP_003705516.1
OG0004363	XP_001658335.2	XP_003699968.1
OG0004364	XP_001660303.2	XP_003700820.2
OG0004365	XP_001661687.2	XP_003708311.2
OG0004366	XP_001655972.2	XP_003701451.1
OG0004367	XP_001660555.2, XP_021711993.1	XP_012142604.1
OG0004368	XP_001658631.2, XP_021712702.1	XP_012139109.1
OG0004369	XP_021700391.1	XP_012149902.1, XP_003707250.1
OG0004370	XP_021701744.1	XP_012138197.1
OG0004371	XP_021699003.1	XP_003705705.1
OG0004372	XP_001648499.1	XP_003701466.1
OG0004373	XP_001654807.1	XP_012137002.1, XP_003701722.1
OG0004374	XP_001656613.1	XP_003707509.1
OG0004375	XP_001657795.1	XP_003706461.1
OG0004376	XP_021697979.1	XP_003706071.1
OG0004377	XP_021709505.1	XP_003699931.1
OG0004378	XP_001650427.2	XP_003703436.1
OG0004379	XP_001654135.1	XP_003706094.1
OG0004380	XP_001657742.1	XP_003705004.2
OG0004381	XP_001660886.2	XP_003700993.1
OG0004382	XP_021697182.1	XP_003699251.1
OG0004383	XP_001661326.1	XP_003705532.2
OG0004384	XP_001656500.1	XP_003701891.1
OG0004385	XP_001656404.1	XP_003705905.1
OG0004386	XP_001649689.1	XP_003701184.1
OG0004387	XP_001660686.1	XP_003707102.1
OG0004388	XP_001654994.2	XP_003708020.1
OG0004389	XP_001650043.1	XP_012153971.1
OG0004391	XP_021695450.1, XP_001653418.1	XP_012137865.1
OG0004392	XP_021712826.1, XP_021712831.1	XP_003706597.1
OG0004394	XP_021707550.1, XP_021707549.1, XP_001663474.2	XP_012140394.1
OG0004395	XP_001658961.1	XP_003703260.1
OG0004396	XP_001652303.1	XP_003707080.1
OG0004397	XP_021712268.1, XP_001653776.1	XP_003702807.1
OG0004398	XP_001654210.2	XP_003706042.1
OG0004400	XP_001653670.1	XP_003702221.1
OG0004401	XP_001654439.2	XP_012151474.1
OG0004402	XP_021703758.1	XP_003701796.1
OG0004403	XP_021706607.1	XP_012153637.1, XP_003700212.1
OG0004404	XP_001649769.1	XP_012146700.1
OG0004405	XP_021694431.1, XP_001655865.1	XP_012142250.1
OG0004406	XP_021698112.1	XP_012139037.1
OG0004407	XP_021710053.1	XP_003700343.1
OG0004408	XP_021710559.1, XP_021710881.1, XP_021710552.1	XP_012146682.1
OG0004409	XP_001661876.2, XP_021706471.1, XP_021708764.1	XP_003701355.1
OG0004410	XP_001649268.1	XP_012136771.1
OG0004411	XP_021697512.1	XP_003705076.1
OG0004412	XP_001660080.1	XP_012154379.1
OG0004413	XP_021697177.1	XP_012147319.1
OG0004414	XP_001652058.1	XP_003699717.1
OG0004415	XP_021712615.1, XP_021712611.1	XP_003704883.1
OG0004416	XP_021699260.1	XP_003705833.1
OG0004417	XP_001659745.2, XP_021704223.1	XP_012147831.1, XP_012147834.1
OG0004418	XP_021699810.1	XP_003703070.1
OG0004419	XP_021704204.1	XP_012144629.1
OG0004420	XP_001648213.2	XP_003706207.1
OG0004421	XP_021697307.1, XP_001658227.1	XP_012139538.1
OG0004422	XP_021704944.1	XP_012150622.1, XP_012150621.1
OG0004423	XP_021701836.1	XP_012153838.1
OG0004424	XP_001660148.2, XP_001657176.1	XP_012142579.1
OG0004425	XP_001657813.1	XP_012138593.1, XP_003702415.2
OG0004426	XP_021706589.1, XP_021703869.1	XP_003707339.1
OG0004427	XP_001650903.1	XP_003708159.1
OG0004428	XP_001663227.2	XP_003707089.2
OG0004429	XP_021698428.1, XP_001662827.2, XP_021698434.1, XP_021698439.1	XP_003705879.1
OG0004430	XP_021697469.1, XP_021712396.1, XP_001656158.2	XP_012150034.1
OG0004431	XP_021710093.1	XP_003704738.1
OG0004432	XP_021696819.1, XP_001660306.2	XP_003704525.1
OG0004433	XP_001651605.1	XP_003707469.1
OG0004434	XP_021710916.1	XP_012146914.1
OG0004436	XP_001648693.1	XP_003699927.1
OG0004437	XP_021705901.1	XP_012145845.1
OG0004438	XP_021713195.1	XP_003702863.1
OG0004439	XP_021695025.1, XP_021696719.1	XP_003701855.1
OG0004440	XP_001652847.2	XP_003702862.1, XP_012139854.1, XP_012139853.1
OG0004441	XP_021704347.1	XP_003704853.1
OG0004442	XP_001664059.2	XP_003703944.2
OG0004443	XP_001651505.2	XP_003699433.1
OG0004444	XP_021701422.1	XP_012151465.1
OG0004445	XP_001661987.3	XP_003704053.1
OG0004446	XP_001647772.2	XP_012141308.1
OG0004447	XP_021696361.1	XP_012139003.1, XP_012138998.1
OG0004448	XP_001650133.1	XP_003700438.1, XP_012154087.1
OG0004449	XP_001660945.1	XP_003707245.1
OG0004450	XP_021704097.1, XP_021704096.1	XP_003700449.2
OG0004451	XP_001652165.1	XP_003707011.1
OG0004452	XP_021694188.1	XP_012154368.1
OG0004453	XP_021696464.1	XP_012148705.1
OG0004454	XP_001656400.1	XP_012149314.1
OG0004455	XP_001655853.1	XP_012150316.1
OG0004457	XP_021711347.1	XP_003704491.2
OG0004458	XP_001663661.1	XP_012137037.1
OG0004459	XP_021707476.1	XP_012139978.1
OG0004460	XP_001652504.2	XP_012152928.1, XP_012152929.1
OG0004461	XP_001651773.1	XP_012140462.1
OG0004462	XP_021703586.1	XP_012144354.1
OG0004463	XP_001661274.3	XP_003703736.1
OG0004465	XP_001662232.2, XP_021699653.1, XP_021699647.1, XP_021699661.1	XP_003703807.1
OG0004466	XP_021699403.1	XP_003701935.1
OG0004467	XP_001652438.1	XP_012147227.1
OG0004468	XP_001660800.1	XP_003703980.2
OG0004469	XP_021706199.1	XP_012150929.1
OG0004470	XP_001648953.1	XP_003703527.1
OG0004471	XP_001648894.1	XP_003705185.1
OG0004472	XP_021711273.1	XP_003700819.1
OG0004473	XP_001662453.2	XP_003707004.1
OG0004475	XP_021693123.1	XP_003706568.1
OG0004476	XP_021695983.1	XP_012148809.1
OG0004478	XP_001659989.1	XP_003703828.2
OG0004479	XP_001654562.1	XP_003708190.1
