Orthogroup	Aedes_aegypti	Bombyx_mori
OG0003869	XP_001648285.1	XP_021203303.2
OG0003870	XP_001661749.2	XP_004930744.1
OG0003871	XP_021695709.1	XP_037866929.1
OG0003872	XP_001659890.2	XP_004923397.1
OG0003874	XP_021706516.1	XP_004924537.1
OG0003875	XP_001662456.2	XP_004922154.1
OG0003876	XP_021702721.1	XP_021205723.2, XP_037870515.1, XP_037870516.1
OG0003877	XP_001660412.2	XP_037866550.1
OG0003878	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1	XP_037876197.1
OG0003879	XP_021696170.1	XP_004931440.3
OG0003880	XP_001656304.2, XP_001656305.2	XP_012549422.1
OG0003881	XP_001654590.2, XP_021697830.1	XP_004930195.2
OG0003882	XP_021709571.1, XP_001652645.2, XP_021712426.1	XP_012548006.1
OG0003883	XP_021705455.1, XP_001654858.1	XP_004926044.1
OG0003884	XP_021699626.1	XP_021206275.1
OG0003885	XP_001661054.1	XP_004926933.2
OG0003886	XP_011493478.1, XP_001653732.1	NP_001040103.1
OG0003887	XP_021703871.1	NP_001040385.1
OG0003888	XP_001655730.1	NP_001116821.1, XP_004921727.1, XP_004921732.2
OG0003889	XP_021697630.1, XP_021697631.1	XP_037871897.1
OG0003890	XP_001655215.2	XP_021206558.1
OG0003891	XP_021699581.1, XP_021699590.1	XP_037868815.1, XP_021206927.1, XP_037868817.1
OG0003892	XP_021695220.1, XP_001663598.1	XP_012551537.2
OG0003893	XP_021705123.1	XP_012548789.1
OG0003895	XP_021707813.1	XP_021205899.1
OG0003896	XP_001655804.1	NP_001037608.1, XP_012551933.1
OG0003897	XP_001651351.1	XP_037871555.1, NP_001037624.1
OG0003898	XP_001659598.2	XP_012550453.2
OG0003899	XP_001663037.1	XP_004932565.2
OG0003900	XP_001659208.2, XP_001655211.2	XP_012551203.1, NP_001040436.1
OG0003901	XP_021703990.1, XP_021711911.1	XP_004930363.1
OG0003902	XP_021700599.1	XP_021204865.2, XP_037869773.1
OG0003903	XP_001653972.2	XP_012544826.1, XP_021202818.1
OG0003904	XP_001656005.2	XP_037876679.1
OG0003905	XP_021709806.1	XP_004932076.1
OG0003906	XP_021709295.1	XP_037870494.1
OG0003907	XP_021711081.1	XP_004932080.1
OG0003908	XP_001654758.1	NP_001266361.1, XP_021204670.1
OG0003909	XP_021710690.1	NP_001188365.1
OG0003910	XP_021710831.1	XP_012548261.1
OG0003912	XP_021699757.1	XP_004921663.1
OG0003913	XP_021696947.1, XP_021712521.1	XP_004933332.1
OG0003914	XP_001656235.1, XP_001651277.1	XP_004930054.1
OG0003915	XP_021711028.1	XP_004933205.1
OG0003916	XP_021701480.1	XP_037877157.1, XP_037877156.1
OG0003917	XP_001657094.2	NP_001281215.1
OG0003918	XP_021705412.1	NP_001296480.1, XP_037869046.1
OG0003919	XP_021709379.1	XP_037873191.1
OG0003920	XP_001659582.2, XP_021708173.1, XP_021708174.1	XP_021205115.1, XP_037873069.1
OG0003921	XP_021695344.1	XP_004929517.1
OG0003922	XP_001648170.1	XP_037867021.1
OG0003923	XP_001661544.2	XP_037871340.1
OG0003924	XP_001664268.2	XP_004928216.2
OG0003925	XP_021694826.1, XP_021694825.1	XP_037870734.1
OG0003926	XP_021707443.1, XP_001661261.1	XP_012546955.1, XP_037875426.1, XP_004927529.2
OG0003927	XP_021709363.1, XP_021709357.1	XP_012550651.2
OG0003928	XP_001659506.1	XP_004921744.1
OG0003929	XP_001656965.1	XP_004921712.1
OG0003930	XP_001651241.1	XP_012547705.1
OG0003931	XP_001649557.2	XP_004923823.1
OG0003932	XP_021706704.1, XP_021706706.1, XP_021706705.1	XP_004928355.1
OG0003933	XP_001652674.1	XP_004921981.1
OG0003934	XP_001652176.1	XP_004927651.1
OG0003935	XP_021698972.1	NP_001037257.1
OG0003936	XP_021708266.1	XP_037874244.1, NP_001103390.1
OG0003937	XP_021698472.1	NP_001119719.1
OG0003938	XP_001662656.2, XP_021711097.1	XP_037867819.1, XP_037867818.1
OG0003939	XP_021697499.1	XP_021203066.1
OG0003940	XP_021706762.1	XP_037868013.1
OG0003941	XP_001649065.1	XP_004932659.1
OG0003942	XP_001648991.2	XP_004925060.2
OG0003943	XP_001653215.1	XP_004930725.1
OG0003944	XP_001657769.1	XP_037867768.1
OG0003945	XP_001661277.2	XP_004929252.2
OG0003946	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1	XP_037872651.1
OG0003947	XP_021713347.1	XP_004923402.1
OG0003948	XP_021709456.1	NP_001296515.1
OG0003950	XP_001654759.2	XP_004931209.1
OG0003951	XP_001660822.1	XP_004928878.1
OG0003952	XP_001655616.2	XP_021208067.1
OG0003953	XP_001651486.2	XP_004925516.1
OG0003954	XP_001662443.1	NP_001040494.1
OG0003955	XP_001650872.2	XP_004930569.1, XP_004930570.1
OG0003956	XP_021694075.1	XP_037867435.1
OG0003957	XP_001654781.1	NP_001040543.1
OG0003958	XP_001657386.1	XP_004924203.1, XP_021202374.1
OG0003959	XP_021695380.1, XP_001652653.1	XP_004931453.1
OG0003960	XP_021708194.1, XP_021708192.1	XP_021203205.2
OG0003961	XP_021701277.1	XP_037872304.1
OG0003962	XP_001658571.2	XP_004926248.1
OG0003963	XP_001653821.1	XP_004926026.1
OG0003964	XP_001658987.1	XP_037873074.1
OG0003965	XP_001660646.2	XP_004923059.2
OG0003966	XP_021700237.1	XP_004927228.1
OG0003967	XP_001655664.1, XP_021712728.1, XP_021706268.1	XP_004930408.1
OG0003968	XP_001655741.1	XP_004926264.1
OG0003969	XP_001658728.1	XP_004929112.1
OG0003970	XP_021699877.1, XP_001661549.2	XP_004931345.1
OG0003971	XP_021702399.1, XP_021702398.1	XP_004929344.1
OG0003972	XP_021697872.1, XP_001657019.1	XP_004926999.1
OG0003974	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1	XP_037868812.1
OG0003975	XP_021700863.1	XP_037870480.1, XP_037870481.1
OG0003976	XP_021711605.1	XP_004927122.1
OG0003977	XP_021706480.1	XP_037867045.1
OG0003978	XP_001648293.2	NP_001037660.1
OG0003979	XP_001657457.1	XP_004927746.2
OG0003980	XP_021703960.1, XP_021703966.1	NP_001138805.1, XP_037866730.1
OG0003981	XP_021701733.1	NP_001233148.1, XP_012545487.1
OG0003982	XP_021702400.1	XP_037866437.1
OG0003983	XP_021695542.1	XP_021202823.1
OG0003984	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2	XP_037877129.1
OG0003985	XP_021697524.1	XP_004923535.1
OG0003986	XP_001659292.1, XP_021701097.1	XP_037868586.1
OG0003987	XP_021707012.1, XP_021707013.1, XP_021712769.1	XP_012543788.2, XP_012543787.2
OG0003988	XP_021693736.1	XP_021202849.2
OG0003989	XP_021707503.1	XP_012547596.2
OG0003990	XP_001649983.1	NP_001355172.1
OG0003991	XP_021694587.1, XP_021694588.1	XP_004932958.2
OG0003993	XP_021696098.1, XP_021694766.1	NP_001127720.1, NP_001127717.1, XP_037868611.1
OG0003994	XP_001660317.1, XP_021710154.1	XP_004933641.2
OG0003995	XP_021710853.1	XP_004928599.1
OG0003996	XP_001660743.2	XP_004927389.1
OG0003997	XP_001662649.1	XP_021206096.2, XP_037867865.1
OG0003998	XP_021694307.1	XP_021203310.2, XP_021203309.2
OG0003999	XP_021702245.1	XP_012545611.1, XP_037875014.1
OG0004000	XP_001662536.1	NP_001296497.1
OG0004001	XP_001651539.2	XP_004927390.2
OG0004002	XP_021699519.1	NP_001037456.2
OG0004003	XP_021701167.1, XP_021701164.1	XP_037876448.1
OG0004004	XP_001656875.1	XP_004922729.1
OG0004005	XP_021707608.1, XP_021707609.1	XP_037867825.1, XP_037867823.1, XP_037867824.1
OG0004006	XP_021696407.1, XP_021696416.1	XP_037871169.1
OG0004008	XP_001656312.1	XP_037871650.1
OG0004009	XP_001656220.1	XP_004926137.1, XP_004926138.2
OG0004010	XP_021707149.1	XP_004921711.1
OG0004011	XP_021701665.1, XP_021712846.1	NP_001037514.1, XP_012547123.1
OG0004012	XP_021705170.1	XP_012548993.2
OG0004014	XP_021694510.1	XP_004924136.1
OG0004016	XP_021694471.1	XP_037869870.1
OG0004017	XP_021698858.1, XP_021698857.1	XP_021207252.1
OG0004018	XP_021695618.1	XP_004933635.2
OG0004019	XP_001655401.2	NP_001166629.1
OG0004019	XP_021702240.1	XP_004926459.1
OG0004020	XP_001655666.1, XP_021712726.1	XP_037866796.1
OG0004021	XP_001662990.2	XP_037869295.1
OG0004022	XP_001655055.1, XP_001655054.1	XP_021207600.1
OG0004023	XP_001658989.1, XP_021708079.1	XP_037873199.1
OG0004026	XP_001657095.2	XP_037876311.1
OG0004027	XP_021698799.1	XP_004923893.1
OG0004029	XP_021702037.1	XP_037870693.1
OG0004030	XP_021710816.1	XP_037872866.1, XP_037872867.1
OG0004031	XP_021705674.1	XP_004923757.1
OG0004032	XP_021704447.1	XP_021205979.2, NP_001188364.1
OG0004033	XP_001653338.1	XP_012547603.2
OG0004034	XP_001652388.2	XP_004923392.2
OG0004035	XP_021708965.1	NP_001040314.1, XP_012551725.1
OG0004036	XP_021706353.1	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1
OG0004037	XP_021698550.1	XP_037875629.1
OG0004038	XP_021709064.1	XP_004929014.1
OG0004040	XP_001653481.2	XP_004928222.1
OG0004041	XP_001659977.2, XP_021712807.1	NP_001136226.1
OG0004042	XP_001654734.1	XP_037867811.1, NP_001036993.1
OG0004043	XP_001662270.2	XP_012553204.1, XP_021201806.1
OG0004044	XP_001659187.2	XP_012544043.1, XP_021202217.1, XP_004924011.1
OG0004045	XP_021693403.1	XP_004933047.1
OG0004046	XP_021713261.1, XP_001652793.1	XP_004925413.1
OG0004047	XP_021711741.1, XP_001659005.1	XP_004933797.2
OG0004048	XP_001656303.1	XP_004925882.2
OG0004049	XP_001650438.2	XP_004921635.1
OG0004050	XP_001656879.1	XP_004933431.1
OG0004051	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1	NP_001041679.1
OG0004052	XP_001663907.2	XP_037876514.1
OG0004053	XP_001651506.2	XP_012550083.2
OG0004054	XP_021706586.1	XP_004929361.2
OG0004055	XP_001653319.2	XP_037869808.1
OG0004056	XP_021697096.1	XP_004923357.2
OG0004058	XP_001651168.1, XP_001662502.1	XP_004930619.1
OG0004059	XP_001658170.1	XP_037868054.1
OG0004060	XP_021694263.1, XP_001661813.2	NP_001296493.1
OG0004061	XP_021701067.1	XP_021207327.1
OG0004062	XP_021706861.1, XP_021705352.1	XP_004928244.1
OG0004063	XP_021700238.1	XP_037869504.1
OG0004064	XP_001651175.2	XP_037870738.1
OG0004065	XP_021700094.1, XP_021706851.1	XP_004928297.1
OG0004066	XP_021698932.1	XP_004924862.1
OG0004067	XP_021697462.1	XP_012544048.3
OG0004068	XP_021711540.1	XP_012545011.2, NP_001036978.1
OG0004069	XP_021694204.1, XP_021694205.1, XP_021694206.1	NP_001037339.1
OG0004070	XP_021703451.1, XP_021703429.1, XP_021703422.1	XP_012544142.1, XP_012544143.1
OG0004072	XP_021693098.1	XP_012545691.1, XP_004925991.1
OG0004073	XP_001650739.2	XP_004921583.1
OG0004074	XP_021697650.1	XP_004922411.1
OG0004075	XP_021693331.1	XP_021204167.1
OG0004076	XP_001659905.2	XP_004923876.1
OG0004077	XP_001663942.2	XP_004928512.1, XP_004928484.2
OG0004078	XP_021712035.1, XP_021712781.1	XP_004927166.1
OG0004079	XP_021709183.1	XP_037868019.1
OG0004080	XP_021695449.1	XP_012549094.1
OG0004082	XP_021700745.1, XP_021700746.1	XP_012549767.2
OG0004083	XP_001653710.2	NP_001040444.1
OG0004084	XP_021708264.1	XP_012546600.1
OG0004085	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1	XP_004931989.1
OG0004086	XP_021695343.1, XP_021695356.1	XP_012545779.1
OG0004087	XP_001649206.2	NP_001189457.1, XP_012553185.1
OG0004088	XP_001660898.2	XP_037868298.1
OG0004089	XP_021703126.1	XP_037874462.1
OG0004090	XP_021700310.1	XP_004933421.1
OG0004091	XP_001650913.1	XP_037870891.1
OG0004092	XP_021703553.1	XP_004932361.1, XP_021207711.1
OG0004093	XP_021697845.1	XP_037868377.1
OG0004094	XP_001655173.1	XP_037870639.1
OG0004095	XP_021698148.1	XP_004930179.1
OG0004096	XP_021710103.1	NP_001186937.1, XP_012553167.2
OG0004097	XP_021701224.1, XP_021701225.1, XP_001655805.1	XP_037873438.1, XP_037873439.1
OG0004098	XP_021704721.1, XP_021704720.1, XP_021704719.1, XP_021704718.1	XP_037874111.1
OG0004099	XP_001664263.1	XP_004930594.1
OG0004100	XP_001656361.1	XP_021205578.2
OG0004101	XP_021701507.1	XP_037873940.1
OG0004102	XP_021709149.1	XP_004924707.1
OG0004103	XP_021705130.1	XP_037874307.1
OG0004104	XP_021702797.1, XP_001656561.1, XP_021709472.1	XP_037877656.1
OG0004105	XP_021700485.1	XP_012552106.1, NP_001036873.1
OG0004106	XP_001652371.2	XP_004931162.2
OG0004107	XP_001660065.2	XP_004926250.2
OG0004108	XP_001657218.1, XP_021712293.1	XP_037868744.1
OG0004110	XP_021697032.1	XP_004933483.1
OG0004111	XP_001655070.1	NP_001124374.1
OG0004112	XP_021709661.1	XP_021205236.2
OG0004113	XP_001663319.1	XP_004923504.1, XP_037877285.1
OG0004114	XP_001662644.1	NP_001036825.1, XP_012544207.1
OG0004116	XP_021712264.1, XP_021709622.1, XP_021712265.1	XP_004925881.2
OG0004117	XP_021696853.1, XP_021696852.1	XP_004930200.1, XP_021206199.1
OG0004120	XP_001657116.1	XP_004924498.1
OG0004121	XP_001656967.1	XP_012547852.1, XP_012547851.1
OG0004122	XP_001654352.2	XP_037871974.1
OG0004123	XP_021702102.1	XP_037871593.1
OG0004124	XP_021696283.1	XP_037868460.1
OG0004125	XP_021713331.1	XP_004922019.1
OG0004126	XP_021700959.1	XP_004932926.1
OG0004127	XP_021704364.1	XP_021205335.1, XP_037871713.1, XP_037871714.1, XP_037871712.1
OG0004128	XP_001653405.2	XP_037877065.1
OG0004129	XP_001657931.2	XP_004931987.1
OG0004130	XP_021694180.1, XP_021694178.1, XP_021694179.1	XP_012547988.1, XP_012547984.1
OG0004131	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1	XP_012547588.1
OG0004132	XP_021695153.1	XP_012545443.1, XP_004925721.1
OG0004135	XP_011493091.2	NP_001272895.1
OG0004137	XP_001660546.2	XP_004929005.1
OG0004138	XP_001653368.2	XP_021204369.1
OG0004140	XP_001658910.1	XP_004928840.1
OG0004141	XP_021697604.1, XP_021697605.1	XP_004933432.2
OG0004142	XP_021699866.1	XP_037876778.1
OG0004143	XP_021697922.1	XP_004925912.2
OG0004144	XP_001660636.1	XP_012546358.1, XP_012546359.1, XP_004926797.1
OG0004145	XP_021711474.1, XP_021711462.1	XP_037868374.1, XP_037868371.1
OG0004146	XP_021711899.1, XP_021696650.1, XP_021694303.1	XP_004931521.1
OG0004147	XP_021698923.1, XP_021698922.1, XP_021698921.1	XP_037867032.1
OG0004148	XP_021695474.1	XP_037868227.1
OG0004149	XP_021710581.1, XP_021710582.1, XP_021710583.1	XP_004931529.2
OG0004150	XP_001657872.2	XP_037872399.1
OG0004151	XP_001660252.2	XP_004924322.2
OG0004152	XP_021700705.1	XP_021207568.2
OG0004153	XP_021710812.1	XP_037876188.1
OG0004154	XP_021708287.1	XP_004929679.1
OG0004155	XP_001659747.2	XP_037869731.1
OG0004158	XP_021697776.1	XP_021204928.2, XP_004931898.3
OG0004160	XP_021698216.1, XP_021698217.1, XP_021698219.1	XP_021202139.2
OG0004162	XP_021704052.1	XP_037875455.1
OG0004163	XP_021703330.1	XP_012549158.1
OG0004164	XP_021708436.1	XP_012545388.1
OG0004166	XP_021696643.1	XP_021205160.1
OG0004167	XP_021704404.1	XP_012552466.1
OG0004168	XP_021700136.1, XP_021700137.1	XP_004924837.1
OG0004169	XP_001659294.2	NP_001233204.1, XP_012551167.2
OG0004170	XP_021709018.1	XP_037870866.1
OG0004171	XP_001658828.2	XP_012547802.3
OG0004172	XP_021698368.1	XP_012549305.2
OG0004173	XP_021696307.1	XP_037869322.1, XP_012549091.2
OG0004174	XP_021697258.1, XP_021712125.1	NP_001245290.1, XP_037873382.1
OG0004175	XP_001660585.2	XP_004924258.1
OG0004176	XP_021695406.1	XP_037866857.1
OG0004177	XP_021702658.1, XP_021702657.1, XP_001648884.1	XP_021205230.1
OG0004178	XP_021698068.1	XP_037874863.1
OG0004180	XP_021701672.1, XP_021701666.1	XP_012547186.1, XP_012547185.1, XP_012547184.1, XP_004928066.2, XP_012547195.2
OG0004181	XP_001658430.1	NP_001036936.1
OG0004182	XP_021702926.1, XP_021702925.1, XP_021702924.1	XP_037866555.1, XP_037866556.1
OG0004183	XP_001658696.2	XP_004922162.1
OG0004184	XP_001651509.2	XP_037876568.1
OG0004186	XP_021703840.1, XP_021703844.1	XP_037866428.1
OG0004187	XP_001648740.2	XP_012552759.1
OG0004188	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2	XP_021203240.1
OG0004189	XP_021695382.1	XP_037869227.1
OG0004190	XP_021710607.1, XP_021710601.1	XP_037872421.1, XP_037872426.1
OG0004191	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1	XP_037869752.1
OG0004192	XP_001655788.1	XP_004924988.1
OG0004193	XP_021698177.1, XP_021711832.1	XP_037873419.1
OG0004194	XP_021706246.1	XP_037871385.1
OG0004195	XP_021698011.1, XP_001661088.1	XP_012549631.1
OG0004196	XP_001648560.2	XP_021203638.1, XP_021203639.1
OG0004197	XP_001649548.1	XP_037870346.1, XP_037870347.1, XP_037870345.1
OG0004198	XP_021700917.1, XP_001650144.1	XP_004930154.1
OG0004200	XP_001650792.2, XP_011493056.2	XP_021205480.2, XP_037872458.1, XP_021208172.2, XP_004928758.1
OG0004200	XP_021710207.1, XP_001662355.3	XP_021203284.2, XP_021203274.1, XP_037873324.1, NP_001104828.1, NP_001091818.1
OG0004201	XP_001650884.2, XP_021696253.1	XP_004923544.1
OG0004202	XP_001651215.1, XP_021702571.1, XP_021702570.1, XP_021702569.1, XP_021702568.1	XP_004924232.1, XP_037873558.1
OG0004203	XP_001655060.1, XP_021698436.1, XP_021698437.1, XP_001651230.2	XP_012548984.1
OG0004204	XP_021697266.1, XP_001660058.1, XP_021709030.1, XP_021695298.1, XP_001651430.1	XP_012545354.1
OG0004205	XP_001652290.1, XP_021712674.1	NP_001093080.1
OG0004206	XP_001653981.2, XP_021698721.1, XP_021698725.1	XP_021208388.1, XP_037870953.1, XP_037877245.1
OG0004207	XP_001655224.2, XP_021712076.1	XP_004925253.1, XP_012545111.1
OG0004209	XP_021693377.1, XP_021693378.1, XP_021693379.1, XP_001656227.2	XP_004922257.1
OG0004210	XP_021697871.1, XP_001657018.1	XP_012548015.1
OG0004211	XP_021713256.1, XP_001657357.1	XP_004924280.1
OG0004212	XP_001658305.2	XP_004923553.1
OG0004213	XP_001658321.2	XP_004932624.2
OG0004214	XP_021712601.1, XP_021706408.1, XP_001658473.2	XP_004921920.2
OG0004216	XP_001659576.1	XP_004922913.1
OG0004217	XP_001660455.1	XP_012548802.1, XP_004929659.1, XP_004929658.1
OG0004218	XP_001661444.1	XP_021206364.1
OG0004220	XP_001663145.1	XP_004930730.1
OG0004223	XP_021712724.1, XP_021693015.1, XP_021693016.1	XP_004924492.2, XP_004924489.1
OG0004224	XP_021693593.1	XP_004922262.2
OG0004226	XP_021695384.1	XP_037875932.1, XP_021202772.1
OG0004228	XP_021696503.1	XP_004923683.1
OG0004229	XP_021696831.1, XP_021696830.1, XP_021696829.1	XP_004925281.1
OG0004230	XP_021697309.1	XP_012544861.2
OG0004231	XP_021697905.1, XP_021697911.1	XP_012544978.2, XP_037875828.1
OG0004232	XP_021697931.1	XP_037876619.1
OG0004234	XP_021698467.1, XP_021698466.1	XP_012550820.1
OG0004235	XP_021698611.1	XP_037870208.1
OG0004236	XP_021699414.1	XP_021202665.1, XP_021202663.1
OG0004237	XP_021701220.1, XP_021701221.1, XP_021701222.1, XP_021701223.1	XP_004928571.2
OG0004238	XP_021701490.1	XP_037868820.1, NP_001232931.1
OG0004239	XP_021702967.1, XP_021702966.1, XP_021702965.1	XP_012549954.2
OG0004240	XP_021703094.1	XP_004929308.1
OG0004241	XP_021703334.1, XP_021703336.1	XP_021205681.1
OG0004242	XP_021703663.1	NP_001171667.1
OG0004243	XP_021704717.1	XP_012547247.1
OG0004244	XP_021705087.1	XP_012549416.1
OG0004245	XP_021706024.1	XP_037867770.1, XP_037867772.1, XP_037867773.1
OG0004246	XP_021706303.1	NP_001108462.1, XP_012549556.2
OG0004247	XP_021706306.1	NP_001243994.1, XP_037873014.1
OG0004248	XP_021706483.1	XP_012547300.1
OG0004249	XP_021713150.1	XP_037876178.1
OG0004251	XP_021713268.1	XP_012547340.2
OG0004275	XP_001655929.1	XP_037867596.1
OG0004276	XP_001652207.1, XP_021712520.1	NP_001037219.1, XP_021207863.1
OG0004277	XP_021696259.1	NP_001037159.1, XP_021208658.2
OG0004278	XP_021705595.1	NP_001037275.1
OG0004279	XP_001657881.1, XP_021707576.1	XP_004932946.1
OG0004280	XP_001659012.2	XP_004928974.1
OG0004281	XP_001664110.1	NP_001124349.1
OG0004282	XP_021694823.1, XP_001656140.1	XP_021206888.1, NP_001037135.1
OG0004283	XP_001659022.1	NP_001037253.1
OG0004284	XP_021710111.1, XP_001663344.1	NP_001037255.1
OG0004285	XP_001653603.2	XP_004931084.2
OG0004286	XP_001651008.2	XP_004932205.1
OG0004287	XP_021712869.1, XP_021697398.1, XP_021697403.1	XP_004929900.1
OG0004288	XP_001658846.2, XP_021708097.1	XP_012548257.2
OG0004289	XP_001651805.1	XP_004926447.1
OG0004290	XP_001659703.1	NP_001124377.1
OG0004291	XP_001664093.2	XP_004922528.1
OG0004292	XP_021706771.1	XP_004926302.1
OG0004293	XP_001650411.1, XP_021711780.1	XP_004927897.1
OG0004294	XP_001656350.2	XP_004921574.1
OG0004296	XP_001654757.1	NP_001091762.1
OG0004297	XP_001653395.1	XP_004931546.1
OG0004298	XP_001651349.2	NP_001040401.1
OG0004299	XP_001656180.2	XP_004930348.1
OG0004300	XP_001660939.2	XP_004930631.2
OG0004301	XP_001658935.1	XP_004929017.1
OG0004302	XP_001652183.1	XP_004931543.1
OG0004303	XP_001652686.1	XP_004929446.1
OG0004304	XP_001656680.1	NP_001040276.1
OG0004305	XP_001660489.1	XP_004929158.1
OG0004306	XP_001653486.1	XP_004932719.1
OG0004307	XP_021705626.1	NP_001037522.1
OG0004308	XP_001664205.1	NP_001040151.1
OG0004309	XP_001658619.1	XP_004925424.1
OG0004310	XP_001658194.1, XP_021712903.1	XP_004924987.1
OG0004311	XP_021701716.1, XP_021701717.1, XP_001663270.2	XP_012550551.1, NP_001040136.1
OG0004312	XP_021712733.1, XP_001657253.1	NP_001040496.1, XP_012550108.1
OG0004313	XP_001655473.2, XP_021697582.1	XP_037867585.1
OG0004314	XP_021704009.1, XP_001652825.1	XP_004923945.1
OG0004315	XP_001661080.1	NP_001037082.1
OG0004316	XP_021693346.1	NP_001037580.1
OG0004317	XP_001656820.1	NP_001037508.1
OG0004318	XP_001657499.1	NP_001037556.1
OG0004320	XP_021709548.1	XP_004924660.1
OG0004321	XP_001652958.1	XP_004927929.1
OG0004322	XP_001649547.1	XP_004924733.1
OG0004323	XP_021711912.1, XP_001652016.1	NP_001040110.1
OG0004324	XP_001656190.1	NP_001037273.1
OG0004325	XP_001649513.2	XP_037867744.1, XP_004926849.1
OG0004326	XP_001648995.1	XP_004933571.2
OG0004327	XP_001662462.1	XP_004924517.1
OG0004328	XP_001664262.1	NP_001040387.1
OG0004329	XP_001656939.1, XP_001650193.1	NP_001091750.1
OG0004330	XP_021693781.1	NP_001040280.1
OG0004331	XP_021698783.1	XP_004925913.1
OG0004332	XP_001655319.2	XP_021203157.1, NP_001040397.1
OG0004333	XP_001658903.1	NP_001037390.1
OG0004334	XP_001653781.1	XP_012550250.1, NP_001040310.1
OG0004335	XP_001651814.1	XP_012549424.1, XP_012549423.1
OG0004336	XP_001656487.1	XP_004924094.1
OG0004337	XP_021697366.1	XP_037868058.1
OG0004338	XP_001655524.2	XP_037869104.1
OG0004339	XP_021710248.1, XP_001657873.2	XP_004933751.1
OG0004340	XP_001656607.2	XP_004926461.1
OG0004341	XP_021701400.1, XP_021701401.1	XP_004924871.1
OG0004343	XP_021703324.1	NP_001037094.1
OG0004344	XP_001648846.1	NP_001040439.1
OG0004345	XP_021712993.1, XP_021711958.1	XP_012551528.2
OG0004346	XP_021707203.1	XP_004933671.1, XP_037869651.1
OG0004347	XP_001656552.1, XP_021702804.1, XP_001656555.1	XP_004925786.1
OG0004348	XP_001664201.1	XP_004931111.2
OG0004349	XP_001656966.1	NP_001091827.1
OG0004350	XP_001658904.1	XP_004926892.1
OG0004351	XP_021697651.1	XP_004922412.2
OG0004352	XP_001659518.1	XP_004925782.1
OG0004353	XP_001656164.1	XP_004928164.1
OG0004354	XP_021704179.1	XP_012547325.1
OG0004355	XP_001657692.1	NP_001040384.1
OG0004356	XP_001654808.1	XP_004925473.1
OG0004357	XP_021700479.1	XP_004921584.1
OG0004358	XP_001649850.1, XP_021712765.1	NP_001037299.1, XP_037874153.1
OG0004359	XP_021697723.1	XP_004925255.1
OG0004360	XP_001647945.1	NP_001269152.1
OG0004361	XP_001656971.1	XP_004924614.1
OG0004362	XP_001660960.2	XP_012545769.1
OG0004363	XP_001658335.2	XP_004928927.1
OG0004364	XP_001660303.2	NP_001037102.1
OG0004365	XP_001661687.2	XP_004922522.1
OG0004366	XP_001655972.2	XP_004933534.1
OG0004367	XP_001660555.2, XP_021711993.1	XP_037868832.1, XP_012550222.1
OG0004368	XP_001658631.2, XP_021712702.1	XP_012553136.1
OG0004369	XP_021700391.1	XP_021203230.1, NP_001040390.1
OG0004370	XP_021701744.1	NP_001040275.1
OG0004371	XP_021699003.1	NP_001129357.1
OG0004372	XP_001648499.1	XP_004928871.1
OG0004373	XP_001654807.1	XP_004931816.1
OG0004374	XP_001656613.1	XP_004931896.1
OG0004375	XP_001657795.1	XP_004923828.1, XP_021202090.1
OG0004376	XP_021697979.1	XP_004933701.1, XP_004930241.3
OG0004377	XP_021709505.1	XP_012547760.1
OG0004378	XP_001650427.2	NP_001296469.1
OG0004379	XP_001654135.1	XP_004925730.1
OG0004380	XP_001657742.1	NP_001040229.1
OG0004381	XP_001660886.2	XP_004931120.1
OG0004382	XP_021697182.1	XP_037869285.1
OG0004383	XP_001661326.1	XP_037877691.1
OG0004384	XP_001656500.1	XP_004926239.1
OG0004385	XP_001656404.1	NP_001040538.1
OG0004386	XP_001649689.1	XP_004928867.1
OG0004387	XP_001660686.1	XP_004922580.1, XP_004922589.1
OG0004388	XP_001654994.2	XP_012549974.1
OG0004389	XP_001650043.1	NP_001040186.1
OG0004390	XP_001662410.1	XP_037868814.1
OG0004391	XP_021695450.1, XP_001653418.1	XP_037871984.1
OG0004392	XP_021712826.1, XP_021712831.1	NP_001127741.1
OG0004393	XP_001654364.1	NP_001037105.1
OG0004394	XP_021707550.1, XP_021707549.1, XP_001663474.2	XP_012552792.1
OG0004395	XP_001658961.1	NP_001040356.1
OG0004396	XP_001652303.1	XP_037867106.1
OG0004397	XP_021712268.1, XP_001653776.1	XP_012551911.1
OG0004398	XP_001654210.2	XP_004929393.1, NP_001170880.1
OG0004400	XP_001653670.1	XP_037872499.1
OG0004401	XP_001654439.2	XP_012552909.2
