Orthogroup	Aedes_aegypti	Anopheles_gambiae
OG0003774	XP_001656083.2	XP_321418.4, XP_003435898.1
OG0003775	XP_001662353.1	XP_309184.5
OG0003775	XP_001661593.2	XP_309183.2, XP_309182.5
OG0003776	XP_021694395.1, XP_001652535.1	XP_551809.3
OG0003777	XP_001658298.2	XP_317655.3
OG0003778	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1	XP_001688618.1
OG0003779	XP_021712912.1, XP_021700313.1, XP_001652464.1	XP_001237594.2
OG0003780	XP_021712657.1, XP_001659976.1	XP_308583.2
OG0003781	XP_001649798.1, XP_001649797.1	XP_320164.3, XP_320163.3
OG0003782	XP_001661446.1	XP_308132.2, XP_307312.2
OG0003783	XP_001649193.1, XP_021703005.1	XP_318812.3
OG0003784	XP_001652781.2	XP_003436317.1
OG0003785	XP_001658792.2	XP_003435742.1
OG0003786	XP_001648956.2	XP_312629.4
OG0003787	XP_001651583.1	XP_312143.4
OG0003788	XP_001654840.2	XP_312787.5
OG0003789	XP_001653962.1, XP_021698748.1	XP_307016.3, XP_313929.4
OG0003791	XP_001648889.1, XP_021702650.1	XP_314956.4
OG0003792	XP_021705065.1, XP_021705077.1, XP_001657323.2	XP_320758.4
OG0003793	XP_021693375.1	XP_311766.3
OG0003794	XP_021711326.1, XP_021711976.1, XP_021712582.1	XP_321364.3
OG0003795	XP_001659519.2	XP_001688460.2
OG0003796	XP_021706928.1	XP_001237280.3, XP_003437003.1
OG0003798	XP_001655156.1	XP_315523.4
OG0003799	XP_001661559.1, XP_021699899.1	XP_314122.3
OG0003800	XP_001648396.2	XP_311236.5
OG0003801	XP_001654530.1	XP_003436856.1, XP_315241.1
OG0003802	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1	XP_312750.4
OG0003803	XP_001658911.2	XP_320799.3
OG0003804	XP_001663601.1	XP_314994.4
OG0003805	XP_001659004.1, XP_021711740.1	XP_321167.4
OG0003806	XP_001662176.1	XP_001237070.2
OG0003807	XP_001664324.1	XP_315739.4
OG0003808	XP_001657976.1	XP_311943.3
OG0003809	XP_001660589.1, XP_001660055.1	XP_313997.4
OG0003810	XP_001653335.1	XP_317077.4
OG0003811	XP_001654770.1	XP_311588.3
OG0003812	XP_021695117.1	XP_311247.5
OG0003813	XP_001649114.1	XP_314555.3
OG0003814	XP_001657759.2, XP_021712282.1	XP_311364.4, XP_307324.3
OG0003815	XP_021708060.1	XP_321606.5
OG0003816	XP_021707033.1, XP_021707032.1, XP_021707034.1	XP_321794.3, XP_001689358.1
OG0003817	XP_001655646.2	XP_315953.3
OG0003818	XP_001663382.1	XP_321247.5
OG0003819	XP_001657212.1	XP_313680.3
OG0003820	XP_021702616.1, XP_021702615.1	XP_001238192.2
OG0003821	XP_001661061.2	XP_319843.4
OG0003822	XP_021708747.1	XP_003436068.1, XP_307935.5
OG0003824	XP_021703756.1	XP_316832.4
OG0003825	XP_021706789.1, XP_021712613.1	XP_321926.5, XP_003435784.1
OG0003826	XP_021712347.1, XP_021712762.1	XP_003436489.1, XP_001688342.2
OG0003827	XP_001657822.1	XP_319073.4
OG0003828	XP_001654799.1	XP_315689.3, XP_561434.4, XP_001688702.1
OG0003829	XP_001654181.2, XP_021708179.1	XP_320975.4
OG0003830	XP_021704066.1	XP_310148.4
OG0003831	XP_021703199.1	XP_555438.3
OG0003832	XP_021695532.1	XP_315724.3
OG0003832	XP_021699518.1	XP_315726.4
OG0003833	XP_001661938.2	XP_322026.2
OG0003834	XP_001662630.2	XP_316920.3
OG0003835	XP_001652138.1, XP_001652139.1, XP_021705143.1	XP_319229.4
OG0003836	XP_021693058.1	XP_321703.5
OG0003837	XP_001662412.1	XP_313978.1
OG0003838	XP_001653078.1	XP_001687956.1, XP_308499.3
OG0003839	XP_021711629.1	XP_320303.4
OG0003841	XP_001654714.2	XP_312835.4, XP_003436406.1
OG0003842	XP_021694382.1	XP_309233.5
OG0003843	XP_001660441.2	XP_316726.2
OG0003844	XP_021707551.1	XP_311543.2
OG0003845	XP_001649000.2	XP_320970.3
OG0003846	XP_021706125.1	XP_309350.4
OG0003847	XP_021708495.1, XP_021712558.1, XP_021708482.1	XP_321528.4
OG0003848	XP_021696983.1	XP_320558.3
OG0003849	XP_001652019.2	XP_310210.4
OG0003850	XP_021712438.1, XP_021706760.1	XP_313188.3
OG0003851	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2	XP_309752.3
OG0003852	XP_001658892.1	XP_312907.4
OG0003853	XP_021700780.1	XP_319601.4
OG0003854	XP_021700498.1, XP_001663280.1	XP_319344.4
OG0003855	XP_001660954.2	XP_001688251.1
OG0003856	XP_021712110.1, XP_021709765.1	XP_320680.1
OG0003857	XP_021702630.1	XP_003437101.1
OG0003859	XP_021707309.1	XP_320575.3
OG0003860	XP_001652321.1, XP_001652320.1	XP_321828.3
OG0003861	XP_001656735.1	XP_320922.2
OG0003864	XP_001656018.1	XP_317926.4
OG0003866	XP_021712507.1, XP_021695534.1	XP_315722.4, XP_001688715.1, XP_315721.4
OG0003867	XP_001659451.2	XP_312224.5
OG0003868	XP_001654697.2	XP_310411.7
OG0003869	XP_001648285.1	XP_311926.5
OG0003870	XP_001661749.2	XP_307911.3
OG0003871	XP_021695709.1	XP_315111.4
OG0003872	XP_001659890.2	XP_308174.2
OG0003874	XP_021706516.1	XP_319180.3
OG0003875	XP_001662456.2	XP_562161.4
OG0003876	XP_021702721.1	XP_319884.4
OG0003877	XP_001660412.2	XP_314810.4
OG0003878	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1	XP_003436746.1, XP_313144.3
OG0003879	XP_021696170.1	XP_316539.2
OG0003880	XP_001656304.2, XP_001656305.2	XP_309242.4
OG0003881	XP_001654590.2, XP_021697830.1	XP_001237692.2
OG0003882	XP_021709571.1, XP_001652645.2, XP_021712426.1	XP_311868.5
OG0003883	XP_021705455.1, XP_001654858.1	XP_311386.4
OG0003884	XP_021699626.1	XP_310455.4
OG0003885	XP_001661054.1	XP_318734.3
OG0003886	XP_011493478.1, XP_001653732.1	XP_314842.3
OG0003887	XP_021703871.1	XP_317201.4
OG0003888	XP_001655730.1	XP_320221.4
OG0003889	XP_021697630.1, XP_021697631.1	XP_315664.4
OG0003890	XP_001655215.2	XP_311717.4
OG0003891	XP_021699581.1, XP_021699590.1	XP_309150.5
OG0003892	XP_021695220.1, XP_001663598.1	XP_314996.4
OG0003893	XP_021705123.1	XP_551305.4, XP_003435860.1
OG0003894	XP_021699376.1	XP_557626.3
OG0003895	XP_021707813.1	XP_309808.4
OG0003897	XP_001651351.1	XP_312367.5
OG0003898	XP_001659598.2	XP_315835.4
OG0003899	XP_001663037.1	XP_317642.4
OG0003900	XP_001659208.2	XP_307645.4
OG0003900	XP_001655211.2	XP_307644.2
OG0003901	XP_021703990.1, XP_021711911.1	XP_310209.4
OG0003902	XP_021700599.1	XP_319789.4
OG0003903	XP_001653972.2	XP_315792.4, XP_001688728.1
OG0003904	XP_001656005.2	XP_313786.5
OG0003905	XP_021709806.1	XP_320268.3
OG0003906	XP_021709295.1	XP_562427.1
OG0003907	XP_021711081.1	XP_553285.4
OG0003908	XP_001654758.1	XP_311405.3
OG0003909	XP_021710690.1	XP_307779.5
OG0003910	XP_021710831.1	XP_312278.5
OG0003912	XP_021699757.1	XP_314171.4
OG0003913	XP_021696947.1, XP_021712521.1	XP_315962.4
OG0003914	XP_001656235.1	XP_003436135.1
OG0003914	XP_001651277.1	XP_311548.3
OG0003915	XP_021711028.1	XP_308092.4
OG0003916	XP_021701480.1	XP_307453.3, XP_319009.4
OG0003917	XP_001657094.2	XP_003436440.1
OG0003918	XP_021705412.1	XP_001689289.1
OG0003919	XP_021709379.1	XP_312450.4
OG0003920	XP_001659582.2, XP_021708173.1, XP_021708174.1	XP_001689084.1, XP_318039.3
OG0003921	XP_021695344.1	XP_319681.2
OG0003922	XP_001648170.1	XP_317383.4
OG0003924	XP_001664268.2	XP_321093.4, XP_003435980.1
OG0003925	XP_021694826.1, XP_021694825.1	XP_003437095.1, XP_311307.4
OG0003926	XP_021707443.1, XP_001661261.1	XP_320129.3
OG0003927	XP_021709363.1, XP_021709357.1	XP_320900.3
OG0003928	XP_001659506.1	XP_313769.4
OG0003929	XP_001656965.1	XP_003435903.1, XP_321406.5
OG0003930	XP_001651241.1	XP_001688107.1, XP_001688108.1, XP_308849.3
OG0003931	XP_001649557.2	XP_309977.3
OG0003932	XP_021706704.1, XP_021706706.1, XP_021706705.1	XP_003436142.1
OG0003933	XP_001652674.1	XP_311862.3
OG0003934	XP_001652176.1	XP_316307.1
OG0003935	XP_021698972.1	XP_308886.4
OG0003936	XP_021708266.1	XP_003436329.1, XP_311925.3
OG0003937	XP_021698472.1	XP_315625.4
OG0003938	XP_001662656.2, XP_021711097.1	XP_003436735.1, XP_313067.5, XP_003436734.1
OG0003939	XP_021697499.1	XP_311333.5
OG0003940	XP_021706762.1	XP_307793.5, XP_306070.4
OG0003941	XP_001649065.1	XP_310602.3
OG0003942	XP_001648991.2	XP_554389.4
OG0003943	XP_001653215.1	XP_312823.5
OG0003944	XP_001657769.1	XP_317195.1
OG0003945	XP_001661277.2	XP_313382.3
OG0003946	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1	XP_308858.4
OG0003947	XP_021713347.1	XP_310464.4, XP_003437045.1
OG0003948	XP_021709456.1	XP_309825.4
OG0003950	XP_001654759.2	XP_310421.4
OG0003951	XP_001660822.1	XP_313109.5
OG0003952	XP_001655616.2	XP_309625.4
OG0003953	XP_001651486.2	XP_310948.4, XP_003436935.1
OG0003954	XP_001662443.1	XP_311994.4
OG0003956	XP_021694075.1	XP_315195.5
OG0003957	XP_001654781.1	XP_320392.4
OG0003958	XP_001657386.1	XP_321015.5
OG0003959	XP_021695380.1, XP_001652653.1	XP_321653.5
OG0003960	XP_021708194.1, XP_021708192.1	XP_003436461.1, XP_314272.5
OG0003961	XP_021701277.1	XP_318614.3
OG0003962	XP_001658571.2	XP_316867.5
OG0003963	XP_001653821.1	XP_317237.3
OG0003964	XP_001658987.1	XP_321179.4
OG0003965	XP_001660646.2	XP_315113.4
OG0003966	XP_021700237.1	XP_311323.4
OG0003967	XP_001655664.1, XP_021712728.1, XP_021706268.1	XP_316857.3
OG0003968	XP_001655741.1	XP_317805.2
OG0003969	XP_001658728.1	XP_320573.1
OG0003970	XP_021699877.1, XP_001661549.2	XP_554210.2
OG0003971	XP_021702399.1, XP_021702398.1	XP_318755.4
OG0003972	XP_021697872.1, XP_001657019.1	XP_001688794.1, XP_316203.2
OG0003973	XP_021708745.1, XP_021708744.1, XP_001652955.1	XP_320234.3
OG0003974	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1	XP_313497.2
OG0003975	XP_021700863.1	XP_554108.3
OG0003976	XP_021711605.1	XP_320294.3
OG0003977	XP_021706480.1	XP_001687837.2
OG0003978	XP_001648293.2	XP_312928.5, XP_003436420.1
OG0003979	XP_001657457.1	XP_320626.2
OG0003980	XP_021703960.1, XP_021703966.1	XP_319759.4
OG0003981	XP_021701733.1	XP_318692.4
OG0003982	XP_021702400.1	XP_319753.4
OG0003983	XP_021695542.1	XP_315737.4
OG0003985	XP_021697524.1	XP_311326.5
OG0003986	XP_001659292.1, XP_021701097.1	XP_316882.5
OG0003987	XP_021707012.1, XP_021707013.1	XP_309555.4
OG0003987	XP_021712769.1	XP_001688197.1
OG0003988	XP_021693736.1	XP_313024.5
OG0003989	XP_021707503.1	XP_001689096.1, XP_318078.2
OG0003990	XP_001649983.1	XP_315228.5
OG0003991	XP_021694587.1, XP_021694588.1	XP_001687756.2
OG0003992	XP_021704895.1	XP_308140.4
OG0003993	XP_021696098.1	XP_310762.5
OG0003993	XP_021694766.1	XP_311031.1
OG0003994	XP_001660317.1, XP_021710154.1	XP_001689408.1
OG0003995	XP_021710853.1	XP_310142.4
OG0003996	XP_001660743.2	XP_317395.4
OG0003997	XP_001662649.1	XP_001689015.1
OG0003998	XP_021694307.1	XP_001688449.2
OG0003999	XP_021702245.1	XP_001238227.1
OG0004000	XP_001662536.1	XP_315213.4
OG0004001	XP_001651539.2	XP_001237062.2
OG0004002	XP_021699519.1	XP_315904.5, XP_003435730.1
OG0004003	XP_021701167.1, XP_021701164.1	XP_553421.2
OG0004004	XP_001656875.1	XP_311855.4
OG0004005	XP_021707608.1, XP_021707609.1	XP_003436736.1, XP_001230869.2
OG0004006	XP_021696407.1, XP_021696416.1	XP_316519.4
OG0004008	XP_001656312.1	XP_318925.4
OG0004009	XP_001656220.1	XP_001230840.3, XP_001230839.3
OG0004010	XP_021707149.1	XP_316790.4
OG0004011	XP_021701665.1, XP_021712846.1	XP_318681.1
OG0004012	XP_021705170.1	XP_001688421.2
OG0004014	XP_021694510.1	XP_003437004.1, XP_310622.3, XP_320348.3
OG0004016	XP_021694471.1	XP_311166.5
OG0004017	XP_021698858.1, XP_021698857.1	XP_001688637.1
OG0004018	XP_021695618.1	XP_315551.1
OG0004019	XP_001655401.2	XP_003435731.1
OG0004019	XP_021702240.1	XP_001689221.1
OG0004020	XP_001655666.1, XP_021712726.1	XP_003437151.1
OG0004021	XP_001662990.2	XP_310900.5
OG0004022	XP_001655055.1, XP_001655054.1	XP_316825.5
OG0004023	XP_001658989.1, XP_021708079.1	XP_001689316.2
OG0004024	XP_021709172.1	XP_001688399.2
OG0004026	XP_001657095.2	XP_003436438.1, XP_001231184.3
OG0004027	XP_021698799.1	XP_316189.4
OG0004029	XP_021702037.1	XP_317149.4
OG0004030	XP_021710816.1	XP_003436242.1, XP_003436243.1
OG0004031	XP_021705674.1	XP_554294.3
OG0004033	XP_001653338.1	XP_555381.3
OG0004034	XP_001652388.2	XP_314073.4
OG0004036	XP_021706353.1	XP_307136.4
OG0004037	XP_021698550.1	XP_311349.5
OG0004038	XP_021709064.1	XP_321810.4
OG0004040	XP_001653481.2	XP_307401.4
OG0004041	XP_001659977.2, XP_021712807.1	XP_565006.2
OG0004042	XP_001654734.1	XP_312101.5
OG0004043	XP_001662270.2	XP_314537.4
OG0004044	XP_001659187.2	XP_308352.4
OG0004045	XP_021693403.1	XP_312996.1
OG0004046	XP_021713261.1, XP_001652793.1	XP_312561.3
OG0004047	XP_021711741.1, XP_001659005.1	XP_321168.5
OG0004048	XP_001656303.1	XP_311026.4
OG0004049	XP_001650438.2	XP_001688807.1
OG0004050	XP_001656879.1	XP_001238813.1, XP_001238814.1, XP_001237397.1, XP_001237396.2
OG0004051	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1	XP_321377.4
OG0004052	XP_001663907.2	XP_313802.5
OG0004053	XP_001651506.2	XP_564094.3
OG0004055	XP_001653319.2	XP_551859.3
OG0004056	XP_021697096.1	XP_316308.4
OG0004058	XP_001651168.1, XP_001662502.1	XP_312771.1
OG0004059	XP_001658170.1	XP_317121.2
OG0004060	XP_021694263.1, XP_001661813.2	XP_308010.5
OG0004061	XP_021701067.1	XP_317494.1
OG0004062	XP_021706861.1, XP_021705352.1	XP_003435760.1, XP_551677.4
OG0004063	XP_021700238.1	XP_318961.4, XP_318960.4
OG0004064	XP_001651175.2	XP_001231048.2
OG0004065	XP_021706851.1	XP_321583.5
OG0004066	XP_021698932.1	XP_310825.3
OG0004067	XP_021697462.1	XP_313977.4
OG0004068	XP_021711540.1	XP_320290.4
OG0004069	XP_021694204.1, XP_021694205.1, XP_021694206.1	XP_311616.1
OG0004070	XP_021703451.1	XP_310908.5
OG0004070	XP_021703429.1, XP_021703422.1	XP_310904.5
OG0004071	XP_021699078.1	XP_001688827.1, XP_316281.4
OG0004072	XP_021693098.1	XP_001689139.1
OG0004073	XP_001650739.2	XP_308326.4
OG0004074	XP_021697650.1	XP_314000.3
OG0004075	XP_021693331.1	XP_003436286.1, XP_003436287.1, XP_003436288.1, XP_003436285.1, XP_312021.4
OG0004076	XP_001659905.2	XP_308369.3
OG0004077	XP_001663942.2	XP_313328.4
OG0004078	XP_021712035.1, XP_021712781.1	XP_312472.2
OG0004079	XP_021709183.1	XP_320805.3
OG0004080	XP_021695449.1	XP_315852.4
OG0004082	XP_021700745.1, XP_021700746.1	XP_318628.4
OG0004083	XP_001653710.2	XP_318065.4
OG0004084	XP_021708264.1	XP_310358.7
OG0004085	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1	XP_316356.3
OG0004086	XP_021695343.1, XP_021695356.1	XP_310930.5
OG0004087	XP_001649206.2	XP_311835.5
OG0004088	XP_001660898.2	XP_318883.4
OG0004089	XP_021703126.1	XP_555244.3
OG0004090	XP_021700310.1	XP_001237595.2
OG0004091	XP_001650913.1	XP_319154.4
OG0004092	XP_021703553.1	XP_317242.4
OG0004093	XP_021697845.1	XP_310688.5
OG0004094	XP_001655173.1	XP_311178.4
OG0004095	XP_021698148.1	XP_316020.4
OG0004096	XP_021710103.1	XP_559248.3
OG0004097	XP_021701224.1, XP_021701225.1, XP_001655805.1	XP_318918.2
OG0004098	XP_021704721.1, XP_021704720.1, XP_021704719.1, XP_021704718.1	XP_309835.2
OG0004099	XP_001664263.1	XP_321090.4
OG0004100	XP_001656361.1	XP_313152.3
OG0004101	XP_021701507.1	XP_314837.3
OG0004102	XP_021709149.1	XP_003436465.1, XP_003436464.1
OG0004103	XP_021705130.1	XP_313432.5, XP_003436553.1, XP_003436554.1
OG0004104	XP_021702797.1, XP_001656561.1, XP_021709472.1	XP_312438.5
OG0004105	XP_021700485.1	XP_319178.4
OG0004106	XP_001652371.2	XP_311153.3
OG0004107	XP_001660065.2	XP_001688851.1
OG0004108	XP_001657218.1, XP_021712293.1	XP_562582.3, XP_003436576.1
OG0004110	XP_021697032.1	XP_316345.4
OG0004111	XP_001655070.1	XP_314309.4
OG0004112	XP_021709661.1	XP_321635.1, XP_003435850.1
OG0004113	XP_001663319.1	XP_320525.4
OG0004114	XP_001662644.1	XP_319407.2
OG0004116	XP_021712264.1, XP_021709622.1, XP_021712265.1	XP_001237507.3
OG0004117	XP_021696853.1, XP_021696852.1	XP_001237803.2
OG0004119	XP_021693306.1, XP_021693305.1, XP_021693307.1	XP_319556.5
OG0004120	XP_001657116.1	XP_321666.3
OG0004121	XP_001656967.1	XP_321405.4
OG0004122	XP_001654352.2	XP_309209.5
OG0004123	XP_021702102.1	XP_319749.3
OG0004124	XP_021696283.1	XP_316056.4, XP_556692.3
OG0004125	XP_021713331.1	XP_310876.4
OG0004126	XP_021700959.1	XP_001238114.1, XP_553994.2
OG0004127	XP_021704364.1	XP_003436623.1
OG0004128	XP_001653405.2	XP_319393.4
OG0004129	XP_001657931.2	XP_314716.4
OG0004130	XP_021694180.1, XP_021694178.1, XP_021694179.1	XP_312574.4
OG0004131	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1	XP_309504.4
OG0004132	XP_021695153.1	XP_003437037.1, XP_310497.5, XP_003437039.1, XP_003437038.1
OG0004133	XP_001655872.2	XP_003436965.1
OG0004137	XP_001660546.2	XP_312668.4
OG0004138	XP_001653368.2	XP_307877.2
OG0004140	XP_001658910.1	XP_001689102.1
OG0004141	XP_021697604.1, XP_021697605.1	XP_316517.4
OG0004142	XP_021699866.1	XP_001231059.2
OG0004143	XP_021697922.1	XP_001237118.2
OG0004144	XP_001660636.1	XP_319864.4
OG0004145	XP_021711474.1, XP_021711462.1	XP_309941.4
OG0004146	XP_021711899.1, XP_021696650.1, XP_021694303.1	XP_315438.3
OG0004147	XP_021698923.1, XP_021698922.1, XP_021698921.1	XP_308817.4
OG0004148	XP_021695474.1	XP_001687765.2
OG0004149	XP_021710581.1, XP_021710582.1, XP_021710583.1	XP_001689259.1
OG0004150	XP_001657872.2	XP_318430.3
OG0004151	XP_001660252.2	XP_316047.4
OG0004152	XP_021700705.1	XP_555730.2
OG0004153	XP_021710812.1	XP_312247.5
OG0004154	XP_021708287.1	XP_563530.3
OG0004155	XP_001659747.2	XP_003436256.1, XP_312076.2
OG0004158	XP_021697776.1	XP_316619.4
OG0004159	XP_021696659.1	XP_316144.4
OG0004160	XP_021698216.1, XP_021698217.1, XP_021698219.1	XP_316661.5
OG0004162	XP_021704052.1	XP_310156.4
OG0004163	XP_021703330.1	XP_553259.2
OG0004164	XP_021708436.1	XP_003435882.1
OG0004166	XP_021696643.1	XP_316078.4
OG0004167	XP_021704404.1	XP_310420.5, XP_003436638.1, XP_003436637.1
OG0004168	XP_021700136.1, XP_021700137.1	XP_315532.3
OG0004169	XP_001659294.2	XP_003436961.1, XP_310840.5
OG0004170	XP_021709018.1	XP_309924.4
OG0004171	XP_001658828.2	XP_310964.5
OG0004172	XP_021698368.1	XP_003435727.1, XP_315571.4, XP_001688681.1, XP_003435728.1
OG0004173	XP_021696307.1	XP_316066.4, XP_001237746.2
OG0004174	XP_021697258.1, XP_021712125.1	XP_308670.4
OG0004175	XP_001660585.2	XP_315524.4, XP_001688674.1
OG0004176	XP_021695406.1	XP_001237727.1, XP_315864.4
OG0004177	XP_021702658.1, XP_021702657.1, XP_001648884.1	XP_319569.4
OG0004178	XP_021698068.1	XP_001688110.1, XP_001688111.1, XP_308855.4
OG0004180	XP_021701672.1, XP_021701666.1	XP_311082.5
OG0004181	XP_001658430.1	XP_317116.4, XP_318879.3
OG0004182	XP_021702926.1, XP_021702925.1, XP_021702924.1	XP_001230685.2
OG0004183	XP_001658696.2	XP_001689011.1
OG0004184	XP_001651509.2	XP_320342.4
OG0004186	XP_021703840.1, XP_021703844.1	XP_317615.4
OG0004187	XP_001648740.2	XP_311316.3
OG0004188	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2	XP_319883.4
OG0004189	XP_021695382.1	XP_317522.4
OG0004190	XP_021710607.1, XP_021710601.1	XP_321498.4
OG0004191	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1	XP_308181.4
OG0004192	XP_001655788.1	XP_313788.4
OG0004193	XP_021698177.1, XP_021711832.1	XP_308604.4, XP_001688029.1
OG0004194	XP_021706246.1	XP_307775.3
OG0004195	XP_021698011.1, XP_001661088.1	XP_315995.1
OG0004196	XP_001648560.2	XP_556213.2
OG0004197	XP_001649548.1	XP_315391.4, XP_001688652.1, XP_001688653.1
OG0004198	XP_021700917.1, XP_001650144.1	XP_001238086.1, XP_319104.4
OG0004200	XP_001650792.2, XP_011493056.2	XP_316227.4
OG0004200	XP_021710207.1, XP_001662355.3	XP_321153.1
OG0004201	XP_001650884.2, XP_021696253.1	XP_310532.5
OG0004202	XP_001651215.1, XP_021702571.1, XP_021702570.1, XP_021702569.1, XP_021702568.1	XP_320050.4
OG0004203	XP_001655060.1, XP_021698436.1, XP_021698437.1, XP_001651230.2	XP_308842.4
OG0004204	XP_021697266.1, XP_001660058.1, XP_021709030.1, XP_021695298.1, XP_001651430.1	XP_001237405.2, XP_311914.3, XP_001237474.3
OG0004206	XP_001653981.2, XP_021698721.1, XP_021698725.1	XP_308698.4
OG0004207	XP_001655224.2, XP_021712076.1	XP_312766.5
OG0004208	XP_001661092.2, XP_021698340.1, XP_001662566.2, XP_001656165.1	XP_315937.4
OG0004208	XP_001661093.2, XP_001662564.2, XP_021711965.1	XP_316885.5
OG0004209	XP_021693377.1, XP_021693378.1, XP_021693379.1, XP_001656227.2	XP_003436488.1, XP_311764.4
OG0004210	XP_021697871.1, XP_001657018.1	XP_316202.4
OG0004211	XP_021713256.1, XP_001657357.1	XP_003436790.1
OG0004212	XP_001658305.2	XP_001689214.1
OG0004213	XP_001658321.2	XP_312547.4
OG0004214	XP_021712601.1, XP_021706408.1	XP_003436169.1, XP_563560.4
OG0004214	XP_001658473.2	XP_312069.3
OG0004215	XP_021700475.1, XP_021700473.1, XP_001658583.2	XP_319187.4
OG0004216	XP_001659576.1	XP_307795.3
OG0004217	XP_001660455.1	XP_001689380.1
OG0004218	XP_001661444.1	XP_001687842.2
OG0004219	XP_001661470.1	XP_314287.3
OG0004220	XP_001663145.1	XP_318886.3
OG0004221	XP_021709433.1, XP_021710206.1, XP_001663370.3, XP_001663374.3, XP_021710138.1, XP_021710142.1, XP_021710141.1	XP_322038.1, XP_322037.1
OG0004221	XP_021707173.1, XP_021708300.1, XP_011493411.2, XP_011493409.2	XP_322049.3, XP_322045.3, XP_322043.3, XP_322046.3, XP_322044.3, XP_322042.3, XP_322041.3, XP_003435753.1, XP_003435752.1
OG0004223	XP_021712724.1, XP_021693015.1, XP_021693016.1	XP_318483.1, XP_003436691.1
OG0004224	XP_021693593.1	XP_309683.5, XP_003436491.1
OG0004225	XP_021694422.1	XP_001687807.1, XP_001688425.2
OG0004227	XP_021695638.1	XP_308443.4
OG0004228	XP_021696503.1	XP_003437021.1
OG0004229	XP_021696831.1, XP_021696830.1, XP_021696829.1	XP_315442.4
OG0004230	XP_021697309.1	XP_315606.4
OG0004231	XP_021697905.1, XP_021697911.1	XP_310950.5
OG0004232	XP_021697931.1	XP_316514.4
OG0004233	XP_021698194.1	XP_001688034.1, XP_308608.3, XP_001688033.1, XP_001688032.1
OG0004234	XP_021698467.1, XP_021698466.1	XP_001688546.1
OG0004235	XP_021698611.1	XP_566098.3
OG0004236	XP_021699414.1	XP_315047.4
OG0004237	XP_021701220.1, XP_021701221.1, XP_021701222.1, XP_021701223.1	XP_318914.4
OG0004238	XP_021701490.1	XP_552873.2, XP_319730.4
OG0004239	XP_021702967.1, XP_021702966.1, XP_021702965.1	XP_319835.4
OG0004240	XP_021703094.1	XP_317196.4
OG0004241	XP_021703334.1, XP_021703336.1	XP_001688994.1
OG0004242	XP_021703663.1	XP_310918.5
OG0004243	XP_021704717.1	XP_552043.1
OG0004245	XP_021706024.1	XP_310404.4
OG0004246	XP_021706303.1	XP_309135.1
OG0004247	XP_021706306.1	XP_312497.5
OG0004248	XP_021706483.1	XP_311402.2
OG0004249	XP_021713150.1	XP_313558.5
OG0004250	XP_021713152.1	XP_003436772.1
OG0004251	XP_021713268.1	XP_311062.5
OG0004275	XP_001655929.1	XP_321541.4, XP_003435881.1
OG0004276	XP_001652207.1, XP_021712520.1	XP_320252.4
OG0004277	XP_021696259.1	XP_316033.4
OG0004278	XP_021705595.1	XP_313760.4
OG0004279	XP_001657881.1, XP_021707576.1	XP_321619.3
OG0004280	XP_001659012.2	XP_321163.4
OG0004281	XP_001664110.1	XP_315590.3
OG0004282	XP_001656140.1	XP_552798.3
OG0004283	XP_001659022.1	XP_321155.3
OG0004284	XP_021710111.1, XP_001663344.1	XP_313275.3
OG0004285	XP_001653603.2	XP_308285.3
OG0004286	XP_001651008.2	XP_320669.4
OG0004287	XP_021712869.1, XP_021697398.1, XP_021697403.1	XP_310452.5
OG0004288	XP_001658846.2, XP_021708097.1	XP_321802.3
OG0004289	XP_001651805.1	XP_312991.3
OG0004290	XP_001659703.1	XP_308524.4
OG0004291	XP_001664093.2	XP_310934.4
OG0004292	XP_021706771.1	XP_309527.3
OG0004293	XP_001650411.1, XP_021711780.1	XP_309304.3
OG0004294	XP_001656350.2	XP_001689266.1, XP_001689265.1, XP_552180.1
OG0004297	XP_001653395.1	XP_319630.2
OG0004298	XP_001651349.2	XP_563593.1
OG0004299	XP_001656180.2	XP_003437123.1, XP_316835.4
OG0004300	XP_001660939.2	XP_309200.2
OG0004301	XP_001658935.1	XP_307798.4
OG0004302	XP_001652183.1	XP_315417.4
OG0004303	XP_001652686.1	XP_319722.3
OG0004304	XP_001656680.1	XP_317299.3
OG0004305	XP_001660489.1	XP_317138.4
OG0004306	XP_001653486.1	XP_311387.3
OG0004307	XP_021705626.1	XP_320804.4
OG0004308	XP_001664205.1	XP_001689366.2
OG0004309	XP_001658619.1	XP_314243.4
OG0004310	XP_001658194.1, XP_021712903.1	XP_314752.3
