Orthogroup	Aedes_aegypti	Osmia_lignaria
OG0003658	XP_001652190.1	XP_034195113.1
OG0003660	XP_001654283.2	XP_034183529.1, XP_034183525.1
OG0003661	XP_001654782.2	XP_034184446.1
OG0003662	XP_001657522.1	XP_034193922.1, XP_034193929.1, XP_034193939.1, XP_034193920.1
OG0003663	XP_001658864.2	XP_034183050.1
OG0003664	XP_001659278.2	XP_034196009.1, XP_034196011.1
OG0003665	XP_001659999.1	XP_034195093.1
OG0003666	XP_021710291.1, XP_001660008.2	XP_034195413.1
OG0003667	XP_001660103.3	XP_034180926.1
OG0003668	XP_001660889.2	XP_034175464.1
OG0003669	XP_001661303.2	XP_034178711.1, XP_034178710.1
OG0003670	XP_001661689.1, XP_021711709.1	XP_034175829.1
OG0003671	XP_001662377.1	XP_034182434.1
OG0003672	XP_001662476.2	XP_034176799.1
OG0003673	XP_001662575.2	XP_034187083.1
OG0003674	XP_021693472.1	XP_034174912.1
OG0003675	XP_021693608.1, XP_021693613.1, XP_021693612.1	XP_034171368.1
OG0003676	XP_021693797.1	XP_034183903.1
OG0003677	XP_021712596.1, XP_021694543.1	XP_034177289.1
OG0003678	XP_021695396.1	XP_034174647.1
OG0003679	XP_021695616.1	XP_034178465.1
OG0003680	XP_021695658.1	XP_034189539.1
OG0003681	XP_021696832.1, XP_021696834.1, XP_021696833.1, XP_021696835.1, XP_021696836.1	XP_034187998.1
OG0003682	XP_021699193.1	XP_034183746.1
OG0003683	XP_021699577.1	XP_034188911.1
OG0003684	XP_021703527.1, XP_021703528.1	XP_034195253.1, XP_034195252.1
OG0003685	XP_021704367.1	XP_034195286.1, XP_034195258.1
OG0003686	XP_021704593.1, XP_021712640.1	XP_034196353.1
OG0003687	XP_021704767.1	XP_034173410.1
OG0003688	XP_021704949.1	XP_034193646.1
OG0003690	XP_021705279.1	XP_034177074.1
OG0003691	XP_021707933.1, XP_021707928.1	XP_034181426.1, XP_034181423.1
OG0003692	XP_021709589.1, XP_021709585.1	XP_034174025.1, XP_034174026.1
OG0003709	XP_001662942.1	XP_034187483.1
OG0003710	XP_001655409.1	XP_034182824.1, XP_034182825.1
OG0003711	XP_001662142.2	XP_034191236.1
OG0003712	XP_001655016.1	XP_034183704.1
OG0003713	XP_021711618.1	XP_034194287.1
OG0003714	XP_001653367.1	XP_034192509.1
OG0003715	XP_021696923.1, XP_021696928.1	XP_034172154.1
OG0003716	XP_021709703.1	XP_034191704.1
OG0003717	XP_021698198.1	XP_034189141.1
OG0003719	XP_001657591.2	XP_034185921.1, XP_034185919.1, XP_034185920.1
OG0003720	XP_021694868.1	XP_034178426.1
OG0003721	XP_001657556.2	XP_034185157.1
OG0003722	XP_001657463.1	XP_034172524.1
OG0003723	XP_001653472.1, XP_021700287.1	XP_034171580.1, XP_034171578.1, XP_034171579.1
OG0003724	XP_001662683.1	XP_034190299.1
OG0003726	XP_011493702.1	XP_034192866.1, XP_034192865.1
OG0003729	XP_001662452.2	XP_034189673.1
OG0003730	XP_001649526.2	XP_034189985.1
OG0003731	XP_021695482.1	XP_034188513.1
OG0003732	XP_001658246.1	XP_034188801.1
OG0003733	XP_001661398.1	XP_034189761.1
OG0003734	XP_001652571.1	XP_034192053.1
OG0003735	XP_001648745.1	XP_034179375.1
OG0003736	XP_001655313.1	XP_034194394.1
OG0003737	XP_001659486.1	XP_034173101.1
OG0003738	XP_001651881.1, XP_011493333.1	XP_034177164.1
OG0003739	XP_001657837.1	XP_034193917.1, XP_034193918.1
OG0003740	XP_001659760.2	XP_034193726.1, XP_034193728.1, XP_034193727.1
OG0003741	XP_001661366.1	XP_034188960.1
OG0003742	XP_001663179.2	XP_034174856.1
OG0003743	XP_011493496.1	XP_034173831.1
OG0003744	XP_021707104.1	XP_034193534.1
OG0003745	XP_001656296.1	XP_034182618.1
OG0003746	XP_001649793.1	XP_034177022.1
OG0003747	XP_001655229.2	XP_034173890.1
OG0003748	XP_001652909.2	XP_034176691.1
OG0003749	XP_021692929.1, XP_001655587.1	XP_034178165.1
OG0003750	XP_001662199.1	XP_034189973.1
OG0003751	XP_021709914.1	XP_034186063.1
OG0003752	XP_021701509.1	XP_034176329.1
OG0003753	XP_021707677.1, XP_001652369.2, XP_021707675.1	XP_034185492.1
OG0003754	XP_001656704.1	XP_034192065.1
OG0003755	XP_001660910.1	XP_034192220.1, XP_034192219.1
OG0003756	XP_001662215.1, XP_021693478.1	XP_034177720.1
OG0003757	XP_021712506.1, XP_001648152.1	XP_034193734.1
OG0003758	XP_021693543.1	XP_034173785.1
OG0003759	XP_001648518.2	XP_034187349.1
OG0003760	XP_001654039.1	XP_034182248.1
OG0003761	XP_001663268.1	XP_034175695.1
OG0003762	XP_021694009.1, XP_021694010.1	XP_034188498.1, XP_034188495.1, XP_034188497.1
OG0003763	XP_001662322.1	XP_034193564.1, XP_034193565.1
OG0003765	XP_001656438.1, XP_001656439.1, XP_021707902.1	XP_034186944.1
OG0003766	XP_021694739.1	XP_034171235.1
OG0003767	XP_001657049.1	XP_034193006.1
OG0003768	XP_001661488.1	XP_034182049.1
OG0003769	XP_001651748.1	XP_034183552.1
OG0003770	XP_001657686.1	XP_034182966.1
OG0003771	XP_001650454.1	XP_034184807.1
OG0003772	XP_001662743.2	XP_034176864.1
OG0003773	XP_001654977.1	XP_034177786.1
OG0003774	XP_001656083.2	XP_034177959.1
OG0003775	XP_001661593.2	XP_034194748.1
OG0003776	XP_021694395.1, XP_001652535.1	XP_034191049.1, XP_034191050.1
OG0003777	XP_001658298.2	XP_034184366.1
OG0003778	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1	XP_034172113.1
OG0003779	XP_021712912.1, XP_021700313.1, XP_001652464.1	XP_034171564.1, XP_034171563.1
OG0003780	XP_021712657.1, XP_001659976.1	XP_034195264.1
OG0003781	XP_001649798.1, XP_001649797.1	XP_034173564.1
OG0003782	XP_001661446.1	XP_034192536.1
OG0003783	XP_001649193.1, XP_021703005.1	XP_034179103.1
OG0003784	XP_001652781.2	XP_034178024.1
OG0003785	XP_001658792.2	XP_034190927.1
OG0003786	XP_001648956.2	XP_034185598.1
OG0003787	XP_001651583.1	XP_034186518.1
OG0003788	XP_001654840.2	XP_034191393.1
OG0003789	XP_001653962.1, XP_021698748.1	XP_034188600.1
OG0003791	XP_001648889.1, XP_021702650.1	XP_034195995.1
OG0003792	XP_021705065.1, XP_021705077.1, XP_001657323.2	XP_034196405.1
OG0003793	XP_021693375.1	XP_034172345.1
OG0003794	XP_021711326.1, XP_021711976.1, XP_021712582.1	XP_034183888.1, XP_034183887.1
OG0003795	XP_001659519.2	XP_034178996.1
OG0003796	XP_021706928.1	XP_034184793.1
OG0003798	XP_001655156.1	XP_034184207.1
OG0003799	XP_001661559.1, XP_021699899.1	XP_034182655.1
OG0003800	XP_001648396.2	XP_034180743.1
OG0003801	XP_001654530.1	XP_034186550.1
OG0003802	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1	XP_034179930.1
OG0003803	XP_001658911.2	XP_034181564.1
OG0003804	XP_001663601.1	XP_034190073.1
OG0003805	XP_001659004.1, XP_021711740.1	XP_034195648.1
OG0003806	XP_001662176.1	XP_034184880.1
OG0003807	XP_001664324.1	XP_034191492.1
OG0003808	XP_001657976.1	XP_034187135.1
OG0003809	XP_001660589.1, XP_001660055.1	XP_034171149.1
OG0003810	XP_001653335.1	XP_034174916.1
OG0003811	XP_001654770.1	XP_034172635.1
OG0003812	XP_021695117.1	XP_034178306.1
OG0003813	XP_001649114.1	XP_034194344.1
OG0003814	XP_001657759.2, XP_021712282.1	XP_034191798.1
OG0003815	XP_021708060.1	XP_034176602.1
OG0003816	XP_021707033.1, XP_021707032.1, XP_021707034.1	XP_034175493.1
OG0003817	XP_001655646.2	XP_034193432.1
OG0003818	XP_001663382.1	XP_034186703.1
OG0003819	XP_001657212.1	XP_034193999.1
OG0003820	XP_021702616.1, XP_021702615.1	XP_034193395.1
OG0003821	XP_001661061.2	XP_034178494.1
OG0003822	XP_021708747.1	XP_034181114.1
OG0003823	XP_021707432.1	XP_034196252.1
OG0003824	XP_021703756.1	XP_034173391.1
OG0003825	XP_021706789.1, XP_021712613.1	XP_034181446.1, XP_034181448.1
OG0003826	XP_021712347.1, XP_021712762.1	XP_034172733.1
OG0003827	XP_001657822.1	XP_034173218.1
OG0003828	XP_001654799.1	XP_034190557.1
OG0003829	XP_001654181.2, XP_021708179.1	XP_034187971.1
OG0003830	XP_021704066.1	XP_034188708.1
OG0003831	XP_021703199.1	XP_034191997.1, XP_034191996.1
OG0003832	XP_021695532.1, XP_021699518.1	XP_034176712.1
OG0003833	XP_001661938.2	XP_034187211.1
OG0003834	XP_001662630.2	XP_034188409.1
OG0003835	XP_001652138.1, XP_001652139.1, XP_021705143.1	XP_034179128.1
OG0003836	XP_021693058.1	XP_034190387.1, XP_034190388.1
OG0003837	XP_001662412.1	XP_034173797.1
OG0003838	XP_001653078.1	XP_034182311.1
OG0003839	XP_021711629.1	XP_034184641.1
OG0003840	XP_001661343.2	XP_034185635.1
OG0003841	XP_001654714.2	XP_034171986.1
OG0003842	XP_021694382.1	XP_034182919.1
OG0003843	XP_001660441.2	XP_034178469.1
OG0003844	XP_021707551.1	XP_034184069.1
OG0003845	XP_001649000.2	XP_034182310.1
OG0003846	XP_021706125.1	XP_034188622.1
OG0003847	XP_021708495.1, XP_021712558.1, XP_021708482.1	XP_034185600.1
OG0003848	XP_021696983.1	XP_034176868.1
OG0003849	XP_001652019.2	XP_034178106.1
OG0003850	XP_021712438.1, XP_021706760.1	XP_034185730.1
OG0003851	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2	XP_034178591.1
OG0003852	XP_001658892.1	XP_034176223.1
OG0003853	XP_021700780.1	XP_034178041.1
OG0003854	XP_021700498.1, XP_001663280.1	XP_034183199.1
OG0003855	XP_001660954.2	XP_034184536.1
OG0003856	XP_021712110.1, XP_021709765.1	XP_034193544.1
OG0003857	XP_021702630.1	XP_034181044.1
OG0003859	XP_021707309.1	XP_034195266.1, XP_034195260.1
OG0003860	XP_001652321.1, XP_001652320.1	XP_034172041.1
OG0003861	XP_001656735.1	XP_034184509.1
OG0003864	XP_001656018.1	XP_034196130.1
OG0003866	XP_021712507.1, XP_021695534.1	XP_034181658.1
OG0003867	XP_001659451.2	XP_034192225.1
OG0003868	XP_001654697.2	XP_034189939.1
OG0003869	XP_001648285.1	XP_034176418.1
OG0003870	XP_001661749.2	XP_034189222.1
OG0003871	XP_021695709.1	XP_034175536.1
OG0003872	XP_001659890.2	XP_034190254.1
OG0003874	XP_021706516.1	XP_034177660.1
OG0003875	XP_001662456.2	XP_034181285.1
OG0003876	XP_021702721.1	XP_034196001.1
OG0003877	XP_001660412.2	XP_034178216.1
OG0003878	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1	XP_034175894.1
OG0003879	XP_021696170.1	XP_034184396.1
OG0003880	XP_001656304.2, XP_001656305.2	XP_034188661.1
OG0003881	XP_001654590.2, XP_021697830.1	XP_034177161.1, XP_034177160.1
OG0003882	XP_021709571.1, XP_001652645.2, XP_021712426.1	XP_034182252.1
OG0003883	XP_021705455.1, XP_001654858.1	XP_034184870.1
OG0003884	XP_021699626.1	XP_034177240.1
OG0003885	XP_001661054.1	XP_034174480.1
OG0003886	XP_011493478.1, XP_001653732.1	XP_034172577.1
OG0003887	XP_021703871.1	XP_034194768.1
OG0003888	XP_001655730.1	XP_034171886.1
OG0003889	XP_021697630.1, XP_021697631.1	XP_034194239.1
OG0003890	XP_001655215.2	XP_034175080.1, XP_034175081.1
OG0003891	XP_021699581.1, XP_021699590.1	XP_034179350.1, XP_034179349.1
OG0003892	XP_021695220.1, XP_001663598.1	XP_034180038.1
OG0003893	XP_021705123.1	XP_034191222.1
OG0003894	XP_021699376.1	XP_034183469.1, XP_034183470.1
OG0003895	XP_021707813.1	XP_034195375.1
OG0003896	XP_001655804.1	XP_034181325.1
OG0003897	XP_001651351.1	XP_034173789.1
OG0003898	XP_001659598.2	XP_034181836.1
OG0003899	XP_001663037.1	XP_034180750.1
OG0003900	XP_001659208.2, XP_001655211.2	XP_034188152.1
OG0003901	XP_021703990.1, XP_021711911.1	XP_034172476.1, XP_034172479.1, XP_034172478.1
OG0003902	XP_021700599.1	XP_034186627.1, XP_034186615.1
OG0003903	XP_001653972.2	XP_034180911.1
OG0003904	XP_001656005.2	XP_034182528.1
OG0003905	XP_021709806.1	XP_034175826.1
OG0003906	XP_021709295.1	XP_034174236.1, XP_034174235.1
OG0003907	XP_021711081.1	XP_034189805.1
OG0003908	XP_001654758.1	XP_034195563.1
OG0003909	XP_021710690.1	XP_034190419.1
OG0003910	XP_021710831.1	XP_034189114.1
OG0003912	XP_021699757.1	XP_034185484.1, XP_034185485.1
OG0003913	XP_021696947.1, XP_021712521.1	XP_034189593.1
OG0003914	XP_001656235.1, XP_001651277.1	XP_034170883.1
OG0003915	XP_021711028.1	XP_034181766.1
OG0003916	XP_021701480.1	XP_034172611.1
OG0003917	XP_001657094.2	XP_034195800.1
OG0003918	XP_021705412.1	XP_034194927.1
OG0003919	XP_021709379.1	XP_034189696.1
OG0003920	XP_001659582.2, XP_021708173.1, XP_021708174.1	XP_034171115.1
OG0003921	XP_021695344.1	XP_034174453.1, XP_034174454.1
OG0003922	XP_001648170.1	XP_034187185.1
OG0003923	XP_001661544.2	XP_034171511.1
OG0003924	XP_001664268.2	XP_034184193.1
OG0003925	XP_021694826.1, XP_021694825.1	XP_034191767.1
OG0003926	XP_021707443.1, XP_001661261.1	XP_034186430.1
OG0003927	XP_021709363.1, XP_021709357.1	XP_034178381.1
OG0003928	XP_001659506.1	XP_034192659.1
OG0003929	XP_001656965.1	XP_034196045.1
OG0003930	XP_001651241.1	XP_034189423.1
OG0003931	XP_001649557.2	XP_034195751.1
OG0003932	XP_021706704.1, XP_021706706.1, XP_021706705.1	XP_034183973.1
OG0003933	XP_001652674.1	XP_034194468.1
OG0003934	XP_001652176.1	XP_034189900.1
OG0003935	XP_021698972.1	XP_034186086.1
OG0003936	XP_021708266.1	XP_034177832.1
OG0003937	XP_021698472.1	XP_034175243.1
OG0003938	XP_001662656.2, XP_021711097.1	XP_034190745.1
OG0003939	XP_021697499.1	XP_034174791.1, XP_034174790.1
OG0003940	XP_021706762.1	XP_034193952.1, XP_034193954.1, XP_034193955.1
OG0003941	XP_001649065.1	XP_034193769.1
OG0003943	XP_001653215.1	XP_034177692.1, XP_034177694.1
OG0003944	XP_001657769.1	XP_034190656.1
OG0003945	XP_001661277.2	XP_034192296.1
OG0003946	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1	XP_034180453.1
OG0003947	XP_021713347.1	XP_034181407.1
OG0003948	XP_021709456.1	XP_034194015.1
OG0003950	XP_001654759.2	XP_034178972.1
OG0003951	XP_001660822.1	XP_034184652.1
OG0003952	XP_001655616.2	XP_034175280.1
OG0003954	XP_001662443.1	XP_034193421.1
OG0003955	XP_001650872.2	XP_034186344.1
OG0003956	XP_021694075.1	XP_034173871.1
OG0003957	XP_001654781.1	XP_034178648.1
OG0003958	XP_001657386.1	XP_034179213.1
OG0003959	XP_021695380.1, XP_001652653.1	XP_034179495.1
OG0003960	XP_021708194.1, XP_021708192.1	XP_034192833.1, XP_034192834.1
OG0003962	XP_001658571.2	XP_034196679.1
OG0003963	XP_001653821.1	XP_034186070.1
OG0003964	XP_001658987.1	XP_034189747.1
OG0003965	XP_001660646.2	XP_034190828.1
OG0003966	XP_021700237.1	XP_034191053.1
OG0003967	XP_001655664.1, XP_021712728.1, XP_021706268.1	XP_034189285.1
OG0003968	XP_001655741.1	XP_034177461.1
OG0003969	XP_001658728.1	XP_034182053.1
OG0003970	XP_021699877.1, XP_001661549.2	XP_034177773.1
OG0003971	XP_021702399.1, XP_021702398.1	XP_034178175.1
OG0003972	XP_021697872.1, XP_001657019.1	XP_034177455.1
OG0003973	XP_021708745.1, XP_021708744.1, XP_001652955.1	XP_034181880.1
OG0003974	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1	XP_034176086.1
OG0003975	XP_021700863.1	XP_034195537.1
OG0003976	XP_021711605.1	XP_034176888.1
OG0003977	XP_021706480.1	XP_034171821.1
OG0003978	XP_001648293.2	XP_034183254.1
OG0003979	XP_001657457.1	XP_034182953.1
OG0003980	XP_021703960.1, XP_021703966.1	XP_034175522.1
OG0003981	XP_021701733.1	XP_034193736.1
OG0003982	XP_021702400.1	XP_034175531.1, XP_034175529.1, XP_034175532.1
OG0003983	XP_021695542.1	XP_034190737.1
OG0003984	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2	XP_034188746.1
OG0003985	XP_021697524.1	XP_034194012.1
OG0003987	XP_021707012.1, XP_021707013.1, XP_021712769.1	XP_034173433.1
OG0003988	XP_021693736.1	XP_034177173.1
OG0003989	XP_021707503.1	XP_034178667.1
OG0003990	XP_001649983.1	XP_034174761.1
OG0003991	XP_021694587.1, XP_021694588.1	XP_034176068.1
OG0003992	XP_021704895.1	XP_034190390.1
OG0003993	XP_021696098.1, XP_021694766.1	XP_034176471.1
OG0003994	XP_001660317.1, XP_021710154.1	XP_034184032.1
OG0003995	XP_021710853.1	XP_034182040.1
OG0003996	XP_001660743.2	XP_034177143.1
OG0003997	XP_001662649.1	XP_034172400.1
OG0003998	XP_021694307.1	XP_034175293.1
OG0003999	XP_021702245.1	XP_034190732.1, XP_034190735.1
OG0004000	XP_001662536.1	XP_034189007.1
OG0004001	XP_001651539.2	XP_034190412.1
OG0004002	XP_021699519.1	XP_034186308.1
OG0004003	XP_021701167.1, XP_021701164.1	XP_034194448.1
OG0004004	XP_001656875.1	XP_034171604.1, XP_034171606.1
OG0004005	XP_021707608.1, XP_021707609.1	XP_034190728.1, XP_034194158.1
OG0004006	XP_021696407.1, XP_021696416.1	XP_034177929.1
OG0004008	XP_001656312.1	XP_034186698.1
OG0004009	XP_001656220.1	XP_034179324.1
OG0004010	XP_021707149.1	XP_034179476.1, XP_034179475.1
OG0004011	XP_021701665.1, XP_021712846.1	XP_034187565.1
OG0004012	XP_021705170.1	XP_034172316.1
OG0004014	XP_021694510.1	XP_034186512.1
OG0004016	XP_021694471.1	XP_034176165.1
OG0004017	XP_021698858.1, XP_021698857.1	XP_034180615.1
OG0004018	XP_021695618.1	XP_034193269.1
OG0004019	XP_021702240.1	XP_034177799.1
OG0004020	XP_001655666.1, XP_021712726.1	XP_034185649.1
OG0004021	XP_001662990.2	XP_034171839.1
OG0004022	XP_001655055.1, XP_001655054.1	XP_034182691.1
OG0004023	XP_001658989.1, XP_021708079.1	XP_034194039.1
OG0004024	XP_021709172.1	XP_034184491.1, XP_034184141.1
OG0004026	XP_001657095.2	XP_034192595.1
OG0004027	XP_021698799.1	XP_034185361.1
OG0004030	XP_021710816.1	XP_034180475.1
OG0004031	XP_021705674.1	XP_034172055.1
OG0004032	XP_021704447.1	XP_034173353.1, XP_034173354.1, XP_034173351.1
OG0004033	XP_001653338.1	XP_034182301.1, XP_034182302.1
OG0004034	XP_001652388.2	XP_034191552.1
OG0004035	XP_021708965.1	XP_034190559.1
OG0004036	XP_021706353.1	XP_034196457.1
OG0004037	XP_021698550.1	XP_034173219.1
OG0004038	XP_021709064.1	XP_034185194.1
OG0004040	XP_001653481.2	XP_034196220.1
OG0004042	XP_001654734.1	XP_034190490.1
OG0004043	XP_001662270.2	XP_034187957.1
OG0004044	XP_001659187.2	XP_034174193.1
OG0004045	XP_021693403.1	XP_034179866.1
OG0004046	XP_021713261.1, XP_001652793.1	XP_034195815.1
OG0004047	XP_021711741.1, XP_001659005.1	XP_034191065.1
OG0004048	XP_001656303.1	XP_034192300.1
OG0004049	XP_001650438.2	XP_034182187.1
OG0004050	XP_001656879.1	XP_034191060.1
OG0004051	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1	XP_034187648.1
OG0004052	XP_001663907.2	XP_034178878.1, XP_034178879.1
OG0004053	XP_001651506.2	XP_034196573.1
OG0004054	XP_021706586.1	XP_034191033.1
OG0004055	XP_001653319.2	XP_034190129.1
OG0004056	XP_021697096.1	XP_034192615.1, XP_034192613.1
OG0004058	XP_001651168.1, XP_001662502.1	XP_034193598.1, XP_034193597.1
OG0004059	XP_001658170.1	XP_034172974.1
OG0004060	XP_001661813.2	XP_034177265.1
OG0004061	XP_021701067.1	XP_034178093.1
OG0004062	XP_021706861.1, XP_021705352.1	XP_034187766.1, XP_034187774.1
OG0004063	XP_021700238.1	XP_034188530.1
OG0004064	XP_001651175.2	XP_034181135.1
OG0004065	XP_021700094.1, XP_021706851.1	XP_034185774.1
OG0004067	XP_021697462.1	XP_034174302.1
OG0004068	XP_021711540.1	XP_034176215.1
OG0004069	XP_021694204.1, XP_021694205.1, XP_021694206.1	XP_034182849.1
OG0004070	XP_021703451.1, XP_021703429.1, XP_021703422.1	XP_034182574.1
OG0004071	XP_021699078.1	XP_034180321.1
OG0004072	XP_021693098.1	XP_034180627.1
OG0004073	XP_001650739.2	XP_034187425.1
OG0004074	XP_021697650.1	XP_034173432.1
OG0004075	XP_021693331.1	XP_034191980.1
OG0004076	XP_001659905.2	XP_034193349.1
OG0004077	XP_001663942.2	XP_034193502.1, XP_034193501.1
OG0004078	XP_021712035.1, XP_021712781.1	XP_034187160.1
OG0004079	XP_021709183.1	XP_034192398.1
OG0004080	XP_021695449.1	XP_034188995.1
OG0004082	XP_021700745.1, XP_021700746.1	XP_034186651.1
OG0004083	XP_001653710.2	XP_034191884.1
OG0004084	XP_021708264.1	XP_034179654.1
OG0004085	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1	XP_034183737.1
OG0004086	XP_021695343.1, XP_021695356.1	XP_034179183.1
OG0004087	XP_001649206.2	XP_034192939.1
OG0004088	XP_001660898.2	XP_034182051.1
OG0004089	XP_021703126.1	XP_034178120.1
OG0004090	XP_021700310.1	XP_034181297.1
OG0004091	XP_001650913.1	XP_034185442.1, XP_034181193.1
OG0004092	XP_021703553.1	XP_034184588.1
OG0004093	XP_021697845.1	XP_034175642.1
OG0004094	XP_001655173.1	XP_034175192.1
OG0004095	XP_021698148.1	XP_034172127.1, XP_034172128.1, XP_034172126.1
OG0004096	XP_021710103.1	XP_034196564.1
OG0004097	XP_021701224.1, XP_021701225.1, XP_001655805.1	XP_034191509.1
OG0004098	XP_021704721.1, XP_021704720.1, XP_021704719.1, XP_021704718.1	XP_034174617.1
OG0004099	XP_001664263.1	XP_034174091.1
OG0004100	XP_001656361.1	XP_034175758.1
OG0004101	XP_021701507.1	XP_034183719.1
OG0004102	XP_021709149.1	XP_034188221.1, XP_034188218.1
OG0004103	XP_021705130.1	XP_034185287.1
OG0004104	XP_021702797.1, XP_001656561.1, XP_021709472.1	XP_034195656.1
OG0004105	XP_021700485.1	XP_034182838.1
OG0004106	XP_001652371.2	XP_034171308.1
OG0004107	XP_001660065.2	XP_034173191.1
OG0004108	XP_001657218.1, XP_021712293.1	XP_034175075.1
OG0004110	XP_021697032.1	XP_034177744.1
OG0004111	XP_001655070.1	XP_034195571.1
OG0004113	XP_001663319.1	XP_034188919.1
OG0004114	XP_001662644.1	XP_034183600.1
OG0004115	XP_021694269.1	XP_034194788.1
OG0004116	XP_021712264.1, XP_021709622.1, XP_021712265.1	XP_034180194.1
OG0004119	XP_021693306.1, XP_021693305.1, XP_021693307.1	XP_034187968.1
OG0004120	XP_001657116.1	XP_034177302.1
OG0004121	XP_001656967.1	XP_034183569.1
OG0004122	XP_001654352.2	XP_034188285.1, XP_034188286.1
OG0004123	XP_021702102.1	XP_034173274.1
OG0004125	XP_021713331.1	XP_034193175.1
OG0004126	XP_021700959.1	XP_034180763.1
OG0004127	XP_021704364.1	XP_034185855.1
OG0004128	XP_001653405.2	XP_034181244.1, XP_034181243.1
OG0004129	XP_001657931.2	XP_034184640.1
OG0004130	XP_021694180.1, XP_021694178.1, XP_021694179.1	XP_034196372.1
OG0004131	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1	XP_034171866.1
OG0004132	XP_021695153.1	XP_034174632.1
OG0004133	XP_001655872.2	XP_034175275.1
OG0004135	XP_011493091.2	XP_034190669.1
OG0004137	XP_001660546.2	XP_034193950.1
OG0004138	XP_001653368.2	XP_034179377.1
OG0004140	XP_001658910.1	XP_034173056.1
OG0004141	XP_021697604.1, XP_021697605.1	XP_034191035.1
OG0004142	XP_021699866.1	XP_034188892.1
OG0004143	XP_021697922.1	XP_034185998.1
OG0004144	XP_001660636.1	XP_034174363.1
OG0004145	XP_021711474.1, XP_021711462.1	XP_034192776.1, XP_034192606.1
OG0004146	XP_021711899.1, XP_021696650.1, XP_021694303.1	XP_034190186.1, XP_034190185.1
OG0004147	XP_021698923.1, XP_021698922.1, XP_021698921.1	XP_034196262.1
OG0004148	XP_021695474.1	XP_034175327.1
OG0004149	XP_021710581.1, XP_021710582.1, XP_021710583.1	XP_034190104.1
OG0004150	XP_001657872.2	XP_034193483.1
OG0004151	XP_001660252.2	XP_034186165.1
OG0004152	XP_021700705.1	XP_034188780.1
OG0004153	XP_021710812.1	XP_034192626.1
OG0004154	XP_021708287.1	XP_034189064.1
OG0004155	XP_001659747.2	XP_034184897.1
OG0004157	XP_001648926.2	XP_034194505.1
OG0004158	XP_021697776.1	XP_034185699.1
OG0004159	XP_021696659.1	XP_034184249.1, XP_034184248.1
OG0004160	XP_021698216.1, XP_021698217.1, XP_021698219.1	XP_034183521.1
OG0004162	XP_021704052.1	XP_034187090.1
OG0004163	XP_021703330.1	XP_034170839.1
OG0004164	XP_021708436.1	XP_034185015.1
OG0004166	XP_021696643.1	XP_034182290.1
OG0004167	XP_021704404.1	XP_034175620.1
OG0004168	XP_021700136.1, XP_021700137.1	XP_034188552.1
OG0004169	XP_001659294.2	XP_034195729.1
OG0004170	XP_021709018.1	XP_034181705.1
OG0004171	XP_001658828.2	XP_034194330.1, XP_034194326.1
OG0004172	XP_021698368.1	XP_034177508.1
OG0004173	XP_021696307.1	XP_034181521.1
OG0004174	XP_021697258.1, XP_021712125.1	XP_034180445.1
OG0004175	XP_001660585.2	XP_034189221.1
OG0004176	XP_021695406.1	XP_034177413.1
OG0004177	XP_021702658.1, XP_021702657.1, XP_001648884.1	XP_034182292.1
OG0004180	XP_021701672.1, XP_021701666.1	XP_034170964.1
OG0004181	XP_001658430.1	XP_034194757.1
OG0004182	XP_021702926.1, XP_021702925.1, XP_021702924.1	XP_034175120.1
OG0004183	XP_001658696.2	XP_034172784.1
OG0004184	XP_001651509.2	XP_034179379.1, XP_034179378.1
OG0004186	XP_021703840.1, XP_021703844.1	XP_034173020.1
OG0004187	XP_001648740.2	XP_034187417.1
OG0004188	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2	XP_034193898.1
OG0004189	XP_021695382.1	XP_034189065.1
OG0004190	XP_021710607.1, XP_021710601.1	XP_034184697.1
OG0004191	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1	XP_034183365.1
OG0004192	XP_001655788.1	XP_034177957.1
OG0004193	XP_021698177.1, XP_021711832.1	XP_034171926.1, XP_034171922.1
OG0004194	XP_021706246.1	XP_034170813.1
OG0004195	XP_021698011.1, XP_001661088.1	XP_034182656.1
OG0004196	XP_001648560.2	XP_034190141.1
OG0004197	XP_001649548.1	XP_034184108.1
OG0004198	XP_021700917.1, XP_001650144.1	XP_034173225.1
OG0004199	XP_001650421.1	XP_034181770.1, XP_034181771.1, XP_034181769.1
OG0004201	XP_001650884.2, XP_021696253.1	XP_034185843.1, XP_034185844.1
