Orthogroup	Aedes_aegypti	Megalopta_genalis
OG0003711	XP_001662142.2	XP_033326335.1
OG0003712	XP_001655016.1	XP_033331780.1
OG0003713	XP_021711618.1	XP_033341731.1
OG0003714	XP_001653367.1	XP_033329476.1
OG0003715	XP_021696923.1, XP_021696928.1	XP_033321447.1
OG0003716	XP_021709703.1	XP_033333005.1
OG0003717	XP_021698198.1	XP_033327777.1
OG0003719	XP_001657591.2	XP_033341072.1, XP_033341071.1
OG0003720	XP_021694868.1	XP_033334259.1
OG0003721	XP_001657556.2	XP_033337741.1
OG0003722	XP_001657463.1	XP_033340174.1
OG0003723	XP_001653472.1, XP_021700287.1	XP_033323661.1
OG0003724	XP_001662683.1	XP_033327630.1
OG0003726	XP_011493702.1	XP_033321421.1
OG0003727	XP_001648337.2, XP_001652295.2	XP_033329857.1
OG0003729	XP_001662452.2	XP_033325675.1, XP_033325676.1
OG0003730	XP_001649526.2	XP_033330528.1
OG0003731	XP_021695482.1	XP_033321609.1
OG0003732	XP_001658246.1	XP_033325852.1
OG0003733	XP_001661398.1	XP_033325532.1, XP_033325531.1
OG0003734	XP_001652571.1	XP_033336299.1
OG0003735	XP_001648745.1	XP_033322250.1, XP_033322249.1, XP_033322251.1
OG0003736	XP_001655313.1	XP_033326399.1
OG0003737	XP_001659486.1	XP_033340545.1
OG0003738	XP_001651881.1, XP_011493333.1	XP_033338964.1, XP_033338967.1
OG0003739	XP_001657837.1	XP_033339946.1
OG0003740	XP_001659760.2	XP_033324971.1
OG0003741	XP_001661366.1	XP_033340471.1
OG0003742	XP_001663179.2	XP_033335202.1
OG0003743	XP_011493496.1	XP_033337852.1
OG0003744	XP_021707104.1	XP_033341732.1
OG0003745	XP_001656296.1	XP_033327652.1
OG0003746	XP_001649793.1	XP_033337251.1
OG0003747	XP_001655229.2	XP_033329782.1
OG0003748	XP_001652909.2	XP_033342597.1, XP_033342598.1, XP_033342508.1
OG0003749	XP_021692929.1, XP_001655587.1	XP_033328604.1, XP_033328722.1
OG0003750	XP_001662199.1	XP_033339577.1
OG0003751	XP_021709914.1	XP_033325839.1
OG0003752	XP_021701509.1	XP_033333796.1
OG0003753	XP_021707677.1, XP_001652369.2, XP_021707675.1	XP_033337575.1
OG0003754	XP_001656704.1	XP_033335875.1
OG0003755	XP_001660910.1	XP_033327248.1
OG0003756	XP_001662215.1, XP_021693478.1	XP_033339869.1, XP_033324366.1
OG0003757	XP_021712506.1, XP_001648152.1	XP_033324665.1
OG0003758	XP_021693543.1	XP_033328506.1, XP_033328515.1
OG0003759	XP_001648518.2	XP_033330702.1
OG0003760	XP_001654039.1	XP_033322178.1
OG0003761	XP_001663268.1	XP_033328479.1
OG0003762	XP_021694009.1, XP_021694010.1	XP_033331270.1
OG0003763	XP_001662322.1	XP_033324800.1
OG0003765	XP_001656438.1, XP_001656439.1, XP_021707902.1	XP_033332472.1
OG0003766	XP_021694739.1	XP_033337284.1
OG0003767	XP_001657049.1	XP_033321340.1, XP_033321388.1, XP_033321393.1
OG0003768	XP_001661488.1	XP_033333476.1
OG0003769	XP_001651748.1	XP_033325619.1
OG0003770	XP_001657686.1	XP_033322579.1
OG0003771	XP_001650454.1	XP_033329979.1, XP_033329980.1
OG0003772	XP_001662743.2	XP_033324360.1
OG0003773	XP_001654977.1	XP_033324129.1
OG0003774	XP_001656083.2	XP_033330125.1
OG0003775	XP_001661593.2	XP_033341745.1
OG0003776	XP_021694395.1, XP_001652535.1	XP_033339908.1
OG0003777	XP_001658298.2	XP_033333284.1
OG0003778	XP_021699819.1, XP_021699821.1, XP_021699818.1, XP_021699820.1	XP_033322916.1
OG0003779	XP_021712912.1, XP_021700313.1, XP_001652464.1	XP_033323660.1
OG0003780	XP_021712657.1, XP_001659976.1	XP_033335718.1
OG0003781	XP_001649798.1, XP_001649797.1	XP_033326188.1
OG0003782	XP_001661446.1	XP_033332738.1
OG0003783	XP_001649193.1, XP_021703005.1	XP_033324642.1
OG0003784	XP_001652781.2	XP_033323399.1
OG0003785	XP_001658792.2	XP_033335246.1
OG0003786	XP_001648956.2	XP_033327446.1
OG0003787	XP_001651583.1	XP_033334308.1
OG0003788	XP_001654840.2	XP_033334323.1, XP_033338504.1
OG0003789	XP_001653962.1, XP_021698748.1	XP_033331211.1
OG0003791	XP_001648889.1, XP_021702650.1	XP_033329674.1
OG0003792	XP_021705065.1, XP_021705077.1, XP_001657323.2	XP_033329693.1, XP_033329692.1
OG0003793	XP_021693375.1	XP_033322971.1
OG0003794	XP_021711326.1, XP_021711976.1, XP_021712582.1	XP_033325446.1
OG0003795	XP_001659519.2	XP_033331013.1
OG0003796	XP_021706928.1	XP_033337462.1
OG0003798	XP_001655156.1	XP_033339817.1, XP_033339677.1, XP_033339676.1
OG0003799	XP_001661559.1, XP_021699899.1	XP_033327203.1
OG0003800	XP_001648396.2	XP_033336664.1
OG0003801	XP_001654530.1	XP_033338718.1
OG0003802	XP_001658541.1, XP_021712933.1, XP_021710940.1, XP_021710933.1	XP_033327646.1
OG0003803	XP_001658911.2	XP_033341902.1
OG0003804	XP_001663601.1	XP_033323599.1
OG0003805	XP_001659004.1, XP_021711740.1	XP_033331649.1
OG0003806	XP_001662176.1	XP_033327336.1
OG0003807	XP_001664324.1	XP_033336412.1, XP_033336411.1
OG0003808	XP_001657976.1	XP_033338456.1
OG0003809	XP_001660589.1, XP_001660055.1	XP_033334187.1, XP_033334188.1, XP_033334189.1
OG0003810	XP_001653335.1	XP_033335592.1
OG0003811	XP_001654770.1	XP_033333716.1
OG0003812	XP_021695117.1	XP_033331576.1
OG0003813	XP_001649114.1	XP_033321788.1
OG0003814	XP_001657759.2, XP_021712282.1	XP_033336185.1
OG0003815	XP_021708060.1	XP_033342704.1
OG0003816	XP_021707033.1, XP_021707032.1, XP_021707034.1	XP_033334917.1
OG0003817	XP_001655646.2	XP_033334889.1
OG0003818	XP_001663382.1	XP_033338695.1
OG0003819	XP_001657212.1	XP_033324822.1
OG0003820	XP_021702616.1, XP_021702615.1	XP_033334636.1, XP_033334635.1
OG0003821	XP_001661061.2	XP_033331525.1, XP_033331522.1, XP_033331524.1, XP_033331523.1
OG0003822	XP_021708747.1	XP_033333024.1, XP_033333022.1
OG0003823	XP_021707432.1	XP_033333428.1
OG0003824	XP_021703756.1	XP_033328970.1
OG0003825	XP_021706789.1, XP_021712613.1	XP_033329600.1
OG0003826	XP_021712347.1, XP_021712762.1	XP_033341280.1
OG0003827	XP_001657822.1	XP_033340230.1
OG0003828	XP_001654799.1	XP_033340316.1
OG0003829	XP_001654181.2, XP_021708179.1	XP_033333058.1
OG0003830	XP_021704066.1	XP_033325539.1
OG0003831	XP_021703199.1	XP_033336562.1
OG0003832	XP_021695532.1, XP_021699518.1	XP_033341840.1
OG0003833	XP_001661938.2	XP_033326262.1, XP_033326261.1
OG0003834	XP_001662630.2	XP_033339008.1
OG0003835	XP_001652138.1, XP_001652139.1, XP_021705143.1	XP_033327411.1
OG0003836	XP_021693058.1	XP_033337483.1
OG0003837	XP_001662412.1	XP_033336862.1, XP_033336863.1
OG0003838	XP_001653078.1	XP_033321599.1
OG0003839	XP_021711629.1	XP_033327285.1
OG0003840	XP_001661343.2	XP_033337710.1
OG0003841	XP_001654714.2	XP_033321529.1
OG0003842	XP_021694382.1	XP_033338467.1
OG0003843	XP_001660441.2	XP_033323380.1
OG0003845	XP_001649000.2	XP_033322158.1
OG0003846	XP_021706125.1	XP_033322153.1
OG0003847	XP_021708495.1, XP_021712558.1, XP_021708482.1	XP_033322559.1
OG0003848	XP_021696983.1	XP_033328191.1, XP_033328190.1
OG0003849	XP_001652019.2	XP_033330235.1
OG0003850	XP_021712438.1, XP_021706760.1	XP_033331462.1
OG0003851	XP_021707484.1, XP_021707483.1, XP_021707485.1, XP_021707486.1, XP_001661247.2	XP_033326421.1
OG0003852	XP_001658892.1	XP_033333810.1
OG0003853	XP_021700780.1	XP_033332014.1
OG0003854	XP_021700498.1, XP_001663280.1	XP_033338399.1
OG0003855	XP_001660954.2	XP_033333307.1
OG0003856	XP_021712110.1, XP_021709765.1	XP_033324636.1
OG0003857	XP_021702630.1	XP_033329532.1, XP_033329287.1
OG0003859	XP_021707309.1	XP_033326925.1
OG0003861	XP_001656735.1	XP_033332382.1
OG0003864	XP_001656018.1	XP_033326931.1
OG0003866	XP_021712507.1, XP_021695534.1	XP_033327656.1
OG0003867	XP_001659451.2	XP_033329111.1
OG0003868	XP_001654697.2	XP_033325458.1
OG0003869	XP_001648285.1	XP_033335566.1
OG0003870	XP_001661749.2	XP_033342083.1
OG0003871	XP_021695709.1	XP_033331560.1
OG0003872	XP_001659890.2	XP_033329916.1
OG0003874	XP_021706516.1	XP_033324314.1
OG0003875	XP_001662456.2	XP_033333220.1
OG0003876	XP_021702721.1	XP_033333865.1, XP_033333866.1
OG0003877	XP_001660412.2	XP_033334616.1
OG0003878	XP_021709427.1, XP_021709438.1, XP_021709421.1, XP_021709432.1	XP_033342974.1
OG0003879	XP_021696170.1	XP_033325572.1
OG0003880	XP_001656304.2, XP_001656305.2	XP_033329836.1
OG0003881	XP_001654590.2, XP_021697830.1	XP_033328066.1
OG0003882	XP_021709571.1, XP_001652645.2, XP_021712426.1	XP_033322023.1
OG0003883	XP_021705455.1, XP_001654858.1	XP_033327271.1
OG0003884	XP_021699626.1	XP_033321134.1
OG0003885	XP_001661054.1	XP_033338048.1, XP_033338044.1
OG0003886	XP_011493478.1, XP_001653732.1	XP_033328541.1
OG0003887	XP_021703871.1	XP_033321844.1
OG0003888	XP_001655730.1	XP_033330617.1
OG0003889	XP_021697630.1, XP_021697631.1	XP_033321982.1
OG0003890	XP_001655215.2	XP_033325506.1
OG0003891	XP_021699581.1, XP_021699590.1	XP_033322252.1
OG0003892	XP_021695220.1, XP_001663598.1	XP_033335678.1
OG0003893	XP_021705123.1	XP_033323415.1
OG0003894	XP_021699376.1	XP_033331681.1
OG0003895	XP_021707813.1	XP_033322621.1
OG0003896	XP_001655804.1	XP_033324500.1
OG0003898	XP_001659598.2	XP_033323926.1
OG0003899	XP_001663037.1	XP_033323932.1
OG0003900	XP_001659208.2, XP_001655211.2	XP_033339093.1
OG0003901	XP_021703990.1, XP_021711911.1	XP_033328814.1
OG0003902	XP_021700599.1	XP_033332427.1
OG0003903	XP_001653972.2	XP_033337312.1
OG0003904	XP_001656005.2	XP_033323276.1
OG0003905	XP_021709806.1	XP_033334731.1
OG0003906	XP_021709295.1	XP_033327207.1
OG0003907	XP_021711081.1	XP_033325917.1
OG0003908	XP_001654758.1	XP_033329171.1
OG0003909	XP_021710690.1	XP_033337716.1, XP_033337715.1, XP_033337714.1
OG0003910	XP_021710831.1	XP_033321523.1
OG0003912	XP_021699757.1	XP_033337650.1
OG0003913	XP_021696947.1, XP_021712521.1	XP_033325707.1
OG0003914	XP_001656235.1, XP_001651277.1	XP_033330739.1
OG0003915	XP_021711028.1	XP_033338232.1
OG0003916	XP_021701480.1	XP_033338903.1
OG0003917	XP_001657094.2	XP_033325748.1, XP_033325749.1
OG0003918	XP_021705412.1	XP_033339338.1
OG0003919	XP_021709379.1	XP_033325427.1
OG0003920	XP_001659582.2, XP_021708173.1, XP_021708174.1	XP_033339753.1
OG0003921	XP_021695344.1	XP_033326956.1
OG0003922	XP_001648170.1	XP_033332417.1
OG0003923	XP_001661544.2	XP_033334263.1
OG0003924	XP_001664268.2	XP_033338673.1
OG0003925	XP_021694826.1, XP_021694825.1	XP_033338005.1
OG0003926	XP_021707443.1, XP_001661261.1	XP_033325187.1
OG0003927	XP_021709363.1, XP_021709357.1	XP_033328274.1
OG0003928	XP_001659506.1	XP_033325701.1
OG0003929	XP_001656965.1	XP_033340525.1
OG0003930	XP_001651241.1	XP_033320869.1
OG0003931	XP_001649557.2	XP_033323699.1
OG0003932	XP_021706704.1, XP_021706706.1, XP_021706705.1	XP_033333740.1
OG0003933	XP_001652674.1	XP_033320764.1
OG0003934	XP_001652176.1	XP_033339392.1
OG0003935	XP_021698972.1	XP_033325904.1, XP_033325907.1, XP_033325909.1, XP_033325911.1, XP_033339877.1
OG0003936	XP_021708266.1	XP_033332106.1
OG0003937	XP_021698472.1	XP_033339636.1
OG0003938	XP_001662656.2, XP_021711097.1	XP_033330048.1, XP_033330047.1
OG0003939	XP_021697499.1	XP_033327147.1
OG0003940	XP_021706762.1	XP_033324651.1
OG0003941	XP_001649065.1	XP_033322389.1
OG0003943	XP_001653215.1	XP_033327985.1
OG0003944	XP_001657769.1	XP_033333101.1
OG0003945	XP_001661277.2	XP_033336735.1
OG0003946	XP_021696877.1, XP_021696878.1, XP_021696880.1, XP_021696879.1	XP_033330548.1
OG0003947	XP_021713347.1	XP_033324423.1
OG0003948	XP_021709456.1	XP_033340237.1
OG0003950	XP_001654759.2	XP_033321438.1
OG0003951	XP_001660822.1	XP_033337863.1
OG0003952	XP_001655616.2	XP_033334568.1
OG0003953	XP_001651486.2	XP_033336513.1
OG0003955	XP_001650872.2	XP_033330034.1
OG0003956	XP_021694075.1	XP_033337075.1, XP_033337076.1
OG0003957	XP_001654781.1	XP_033330190.1
OG0003958	XP_001657386.1	XP_033324715.1
OG0003959	XP_021695380.1, XP_001652653.1	XP_033331865.1, XP_033331952.1
OG0003960	XP_021708194.1, XP_021708192.1	XP_033325991.1
OG0003961	XP_021701277.1	XP_033337382.1
OG0003962	XP_001658571.2	XP_033321577.1
OG0003963	XP_001653821.1	XP_033325930.1, XP_033325931.1
OG0003964	XP_001658987.1	XP_033325508.1
OG0003965	XP_001660646.2	XP_033328447.1, XP_033328312.1
OG0003966	XP_021700237.1	XP_033326242.1
OG0003967	XP_001655664.1, XP_021712728.1, XP_021706268.1	XP_033332275.1
OG0003968	XP_001655741.1	XP_033338987.1
OG0003969	XP_001658728.1	XP_033339135.1
OG0003970	XP_021699877.1, XP_001661549.2	XP_033332735.1
OG0003971	XP_021702399.1, XP_021702398.1	XP_033334640.1
OG0003972	XP_021697872.1, XP_001657019.1	XP_033338359.1
OG0003973	XP_021708745.1, XP_021708744.1, XP_001652955.1	XP_033333951.1
OG0003974	XP_001657226.2, XP_021693142.1, XP_021693141.1, XP_021693143.1	XP_033334431.1
OG0003975	XP_021700863.1	XP_033330375.1
OG0003976	XP_021711605.1	XP_033328036.1
OG0003977	XP_021706480.1	XP_033321575.1
OG0003978	XP_001648293.2	XP_033331373.1
OG0003979	XP_001657457.1	XP_033322472.1
OG0003980	XP_021703960.1, XP_021703966.1	XP_033342446.1
OG0003981	XP_021701733.1	XP_033322359.1, XP_033322360.1
OG0003982	XP_021702400.1	XP_033335070.1, XP_033335071.1
OG0003983	XP_021695542.1	XP_033328374.1
OG0003984	XP_021706804.1, XP_021706805.1, XP_021706803.1, XP_001656780.2	XP_033330727.1
OG0003985	XP_021697524.1	XP_033324776.1, XP_033324777.1
OG0003986	XP_001659292.1, XP_021701097.1	XP_033325651.1
OG0003987	XP_021707012.1, XP_021707013.1, XP_021712769.1	XP_033340170.1
OG0003988	XP_021693736.1	XP_033327814.1
OG0003989	XP_021707503.1	XP_033326381.1
OG0003990	XP_001649983.1	XP_033326400.1
OG0003991	XP_021694587.1, XP_021694588.1	XP_033324566.1
OG0003992	XP_021704895.1	XP_033329944.1
OG0003994	XP_001660317.1, XP_021710154.1	XP_033333503.1
OG0003995	XP_021710853.1	XP_033328141.1
OG0003996	XP_001660743.2	XP_033321174.1
OG0003997	XP_001662649.1	XP_033340204.1
OG0003998	XP_021694307.1	XP_033335568.1
OG0003999	XP_021702245.1	XP_033325146.1
OG0004000	XP_001662536.1	XP_033341965.1
OG0004001	XP_001651539.2	XP_033329934.1
OG0004002	XP_021699519.1	XP_033325413.1
OG0004003	XP_021701167.1, XP_021701164.1	XP_033321641.1
OG0004005	XP_021707608.1, XP_021707609.1	XP_033330045.1
OG0004006	XP_021696407.1, XP_021696416.1	XP_033339994.1, XP_033330286.1
OG0004008	XP_001656312.1	XP_033339181.1, XP_033339180.1
OG0004009	XP_001656220.1	XP_033340485.1
OG0004010	XP_021707149.1	XP_033341593.1
OG0004011	XP_021701665.1, XP_021712846.1	XP_033339693.1
OG0004012	XP_021705170.1	XP_033341110.1
OG0004014	XP_021694510.1	XP_033326339.1
OG0004016	XP_021694471.1	XP_033324486.1
OG0004017	XP_021698858.1, XP_021698857.1	XP_033323931.1, XP_033323930.1
OG0004018	XP_021695618.1	XP_033342253.1
OG0004019	XP_021702240.1	XP_033321424.1
OG0004020	XP_001655666.1, XP_021712726.1	XP_033333013.1
OG0004021	XP_001662990.2	XP_033327767.1
OG0004022	XP_001655055.1, XP_001655054.1	XP_033331233.1
OG0004023	XP_001658989.1, XP_021708079.1	XP_033330831.1
OG0004026	XP_001657095.2	XP_033324249.1
OG0004027	XP_021698799.1	XP_033324437.1
OG0004030	XP_021710816.1	XP_033335801.1
OG0004032	XP_021704447.1	XP_033341547.1
OG0004033	XP_001653338.1	XP_033322157.1
OG0004035	XP_021708965.1	XP_033327249.1
OG0004037	XP_021698550.1	XP_033337835.1
OG0004038	XP_021709064.1	XP_033337753.1
OG0004040	XP_001653481.2	XP_033322755.1, XP_033322756.1
OG0004041	XP_001659977.2, XP_021712807.1	XP_033335715.1, XP_033335716.1, XP_033335717.1
OG0004042	XP_001654734.1	XP_033337660.1, XP_033337659.1
OG0004043	XP_001662270.2	XP_033332946.1
OG0004044	XP_001659187.2	XP_033336871.1
OG0004045	XP_021693403.1	XP_033324814.1
OG0004046	XP_021713261.1, XP_001652793.1	XP_033327715.1
OG0004047	XP_021711741.1, XP_001659005.1	XP_033321040.1
OG0004048	XP_001656303.1	XP_033324426.1
OG0004049	XP_001650438.2	XP_033326432.1
OG0004050	XP_001656879.1	XP_033326245.1
OG0004051	XP_001649215.1, XP_021712667.1, XP_011493247.1, XP_021712666.1	XP_033327131.1
OG0004052	XP_001663907.2	XP_033324904.1
OG0004053	XP_001651506.2	XP_033327841.1
OG0004054	XP_021706586.1	XP_033326246.1
OG0004055	XP_001653319.2	XP_033325854.1
OG0004056	XP_021697096.1	XP_033333689.1, XP_033328139.1
OG0004058	XP_001651168.1, XP_001662502.1	XP_033341641.1
OG0004059	XP_001658170.1	XP_033332597.1
OG0004060	XP_001661813.2	XP_033338322.1
OG0004061	XP_021701067.1	XP_033328494.1
OG0004062	XP_021706861.1, XP_021705352.1	XP_033323338.1
OG0004063	XP_021700238.1	XP_033322038.1, XP_033322039.1
OG0004064	XP_001651175.2	XP_033332807.1
OG0004065	XP_021700094.1, XP_021706851.1	XP_033320927.1
OG0004066	XP_021698932.1	XP_033330174.1
OG0004067	XP_021697462.1	XP_033329753.1
OG0004068	XP_021711540.1	XP_033342699.1
OG0004069	XP_021694204.1, XP_021694205.1, XP_021694206.1	XP_033325137.1
OG0004071	XP_021699078.1	XP_033335772.1
OG0004072	XP_021693098.1	XP_033335919.1
OG0004073	XP_001650739.2	XP_033324274.1
OG0004074	XP_021697650.1	XP_033340142.1
OG0004075	XP_021693331.1	XP_033336268.1
OG0004076	XP_001659905.2	XP_033334884.1
OG0004077	XP_001663942.2	XP_033341566.1
OG0004078	XP_021712035.1, XP_021712781.1	XP_033335262.1
OG0004079	XP_021709183.1	XP_033329424.1
OG0004080	XP_021695449.1	XP_033341960.1
OG0004082	XP_021700745.1, XP_021700746.1	XP_033332512.1
OG0004083	XP_001653710.2	XP_033335654.1
OG0004084	XP_021708264.1	XP_033342397.1, XP_033342388.1
OG0004085	XP_021697047.1, XP_021697046.1, XP_021697051.1, XP_021697050.1, XP_021697049.1	XP_033339320.1
OG0004086	XP_021695343.1, XP_021695356.1	XP_033321036.1
OG0004087	XP_001649206.2	XP_033324112.1
OG0004088	XP_001660898.2	XP_033323181.1
OG0004089	XP_021703126.1	XP_033320950.1
OG0004090	XP_021700310.1	XP_033324499.1
OG0004091	XP_001650913.1	XP_033332255.1
OG0004092	XP_021703553.1	XP_033336393.1
OG0004093	XP_021697845.1	XP_033342664.1
OG0004094	XP_001655173.1	XP_033331815.1
OG0004095	XP_021698148.1	XP_033341435.1
OG0004096	XP_021710103.1	XP_033321533.1
OG0004097	XP_021701224.1, XP_021701225.1, XP_001655805.1	XP_033340611.1
OG0004098	XP_021704721.1, XP_021704720.1, XP_021704719.1, XP_021704718.1	XP_033333787.1, XP_033333788.1
OG0004099	XP_001664263.1	XP_033324147.1
OG0004100	XP_001656361.1	XP_033335103.1
OG0004101	XP_021701507.1	XP_033327938.1
OG0004102	XP_021709149.1	XP_033322058.1, XP_033322059.1
OG0004103	XP_021705130.1	XP_033327481.1
OG0004105	XP_021700485.1	XP_033332502.1
OG0004106	XP_001652371.2	XP_033323152.1
OG0004107	XP_001660065.2	XP_033328648.1
OG0004110	XP_021697032.1	XP_033336066.1
OG0004111	XP_001655070.1	XP_033322659.1
OG0004112	XP_021709661.1	XP_033330519.1
OG0004113	XP_001663319.1	XP_033321509.1
OG0004114	XP_001662644.1	XP_033331692.1, XP_033331693.1
OG0004116	XP_021712264.1, XP_021709622.1, XP_021712265.1	XP_033336069.1
OG0004117	XP_021696853.1, XP_021696852.1	XP_033331084.1
OG0004119	XP_021693306.1, XP_021693305.1, XP_021693307.1	XP_033332971.1
OG0004120	XP_001657116.1	XP_033327992.1
OG0004121	XP_001656967.1	XP_033325373.1
OG0004122	XP_001654352.2	XP_033323224.1, XP_033323311.1
OG0004123	XP_021702102.1	XP_033341538.1
OG0004124	XP_021696283.1	XP_033330652.1
OG0004126	XP_021700959.1	XP_033336424.1
OG0004127	XP_021704364.1	XP_033331460.1
OG0004128	XP_001653405.2	XP_033332862.1
OG0004129	XP_001657931.2	XP_033327284.1
OG0004130	XP_021694180.1, XP_021694178.1, XP_021694179.1	XP_033341534.1
OG0004131	XP_021704611.1, XP_021704609.1, XP_021704610.1, XP_021704612.1	XP_033339252.1
OG0004132	XP_021695153.1	XP_033332977.1
OG0004133	XP_001655872.2	XP_033334852.1
OG0004135	XP_011493091.2	XP_033333126.1
OG0004137	XP_001660546.2	XP_033327692.1
OG0004138	XP_001653368.2	XP_033329264.1
OG0004140	XP_001658910.1	XP_033341252.1, XP_033341254.1, XP_033341253.1
OG0004141	XP_021697604.1, XP_021697605.1	XP_033326239.1
OG0004142	XP_021699866.1	XP_033321553.1
OG0004143	XP_021697922.1	XP_033325693.1
OG0004144	XP_001660636.1	XP_033326961.1
OG0004145	XP_021711474.1, XP_021711462.1	XP_033328108.1
OG0004146	XP_021711899.1, XP_021696650.1, XP_021694303.1	XP_033330379.1
OG0004147	XP_021698923.1, XP_021698922.1, XP_021698921.1	XP_033328598.1
OG0004148	XP_021695474.1	XP_033342917.1
OG0004149	XP_021710581.1, XP_021710582.1, XP_021710583.1	XP_033325842.1
OG0004150	XP_001657872.2	XP_033322991.1
OG0004151	XP_001660252.2	XP_033325564.1, XP_033325563.1
OG0004152	XP_021700705.1	XP_033330510.1, XP_033330509.1
OG0004153	XP_021710812.1	XP_033339152.1
OG0004154	XP_021708287.1	XP_033341975.1
OG0004155	XP_001659747.2	XP_033332973.1
OG0004157	XP_001648926.2	XP_033321879.1
OG0004158	XP_021697776.1	XP_033325435.1
OG0004159	XP_021696659.1	XP_033333750.1
OG0004160	XP_021698216.1, XP_021698217.1, XP_021698219.1	XP_033339597.1
OG0004162	XP_021704052.1	XP_033338315.1
OG0004164	XP_021708436.1	XP_033332171.1
OG0004166	XP_021696643.1	XP_033321585.1
OG0004167	XP_021704404.1	XP_033341915.1
OG0004168	XP_021700136.1, XP_021700137.1	XP_033321754.1
OG0004169	XP_001659294.2	XP_033323733.1, XP_033323732.1
OG0004170	XP_021709018.1	XP_033329247.1
OG0004171	XP_001658828.2	XP_033326185.1
OG0004172	XP_021698368.1	XP_033338968.1
OG0004173	XP_021696307.1	XP_033340073.1
OG0004174	XP_021697258.1, XP_021712125.1	XP_033337674.1, XP_033337539.1
OG0004175	XP_001660585.2	XP_033334279.1
OG0004176	XP_021695406.1	XP_033338337.1
OG0004177	XP_021702658.1, XP_021702657.1, XP_001648884.1	XP_033321658.1
OG0004178	XP_021698068.1	XP_033325923.1
OG0004181	XP_001658430.1	XP_033334981.1
OG0004182	XP_021702926.1, XP_021702925.1, XP_021702924.1	XP_033334942.1
OG0004183	XP_001658696.2	XP_033340541.1
OG0004184	XP_001651509.2	XP_033324905.1
OG0004186	XP_021703840.1, XP_021703844.1	XP_033328832.1
OG0004187	XP_001648740.2	XP_033336933.1, XP_033336932.1
OG0004188	XP_021711823.1, XP_021711822.1, XP_021702722.1, XP_001650433.2	XP_033322770.1, XP_033322768.1
OG0004189	XP_021695382.1	XP_033330454.1
OG0004190	XP_021710607.1, XP_021710601.1	XP_033337490.1
OG0004191	XP_021695634.1, XP_021695633.1, XP_021695632.1, XP_021695631.1	XP_033331591.1
OG0004192	XP_001655788.1	XP_033330114.1, XP_033330116.1, XP_033330115.1
OG0004194	XP_021706246.1	XP_033334126.1
OG0004195	XP_021698011.1, XP_001661088.1	XP_033327217.1
OG0004196	XP_001648560.2	XP_033323601.1
OG0004197	XP_001649548.1	XP_033339604.1
OG0004198	XP_021700917.1, XP_001650144.1	XP_033340195.1
OG0004199	XP_001650421.1	XP_033332864.1
OG0004201	XP_001650884.2, XP_021696253.1	XP_033331445.1
OG0004202	XP_001651215.1, XP_021702571.1, XP_021702570.1, XP_021702569.1, XP_021702568.1	XP_033340333.1
OG0004203	XP_001655060.1, XP_021698436.1, XP_021698437.1, XP_001651230.2	XP_033339572.1
OG0004204	XP_021697266.1, XP_001660058.1, XP_021709030.1, XP_021695298.1, XP_001651430.1	XP_033338282.1
OG0004205	XP_001652290.1, XP_021712674.1	XP_033332872.1, XP_033332891.1
OG0004206	XP_001653981.2, XP_021698721.1, XP_021698725.1	XP_033331981.1
OG0004207	XP_001655224.2, XP_021712076.1	XP_033337080.1
OG0004209	XP_021693377.1, XP_021693378.1, XP_021693379.1, XP_001656227.2	XP_033340320.1
OG0004211	XP_021713256.1, XP_001657357.1	XP_033324604.1
OG0004212	XP_001658305.2	XP_033340645.1
OG0004213	XP_001658321.2	XP_033324224.1, XP_033324168.1
OG0004214	XP_021712601.1, XP_021706408.1, XP_001658473.2	XP_033333502.1
OG0004215	XP_021700475.1, XP_021700473.1, XP_001658583.2	XP_033340986.1, XP_033340984.1
OG0004216	XP_001659576.1	XP_033339160.1
OG0004217	XP_001660455.1	XP_033323709.1
OG0004218	XP_001661444.1	XP_033341230.1, XP_033341232.1
OG0004219	XP_001661470.1	XP_033340411.1
OG0004220	XP_001663145.1	XP_033335352.1
OG0004222	XP_011493613.1	XP_033325066.1
OG0004223	XP_021712724.1, XP_021693015.1, XP_021693016.1	XP_033337233.1
OG0004224	XP_021693593.1	XP_033331159.1
OG0004225	XP_021694422.1	XP_033335691.1, XP_033335690.1, XP_033335688.1, XP_033335689.1, XP_033335692.1
OG0004227	XP_021695638.1	XP_033323141.1, XP_033323138.1, XP_033323140.1
OG0004229	XP_021696831.1, XP_021696830.1, XP_021696829.1	XP_033329540.1, XP_033329621.1
OG0004230	XP_021697309.1	XP_033336093.1, XP_033336098.1
OG0004231	XP_021697905.1, XP_021697911.1	XP_033341639.1, XP_033341636.1
OG0004232	XP_021697931.1	XP_033341610.1, XP_033341677.1
OG0004233	XP_021698194.1	XP_033341556.1
OG0004234	XP_021698467.1, XP_021698466.1	XP_033334032.1, XP_033334033.1, XP_033334031.1
OG0004235	XP_021698611.1	XP_033338263.1
OG0004236	XP_021699414.1	XP_033339410.1
OG0004237	XP_021701220.1, XP_021701221.1, XP_021701222.1, XP_021701223.1	XP_033322121.1
OG0004238	XP_021701490.1	XP_033334902.1
OG0004239	XP_021702967.1, XP_021702966.1, XP_021702965.1	XP_033323175.1
OG0004240	XP_021703094.1	XP_033333722.1
