Orthogroup	Nasonia_vitripennis	Solenopsis_invicta
OG0002537	XP_001599930.1	XP_011168498.1
OG0002538	XP_008206366.1	XP_025995939.1
OG0002539	XP_001605251.1	XP_011158218.1
OG0002540	XP_001605422.1	XP_011157075.1
OG0002541	XP_001603205.1, XP_008211790.1, XP_008211792.1, XP_008211791.1	XP_011155894.2, XP_039314923.1
OG0002542	XP_001606764.1	XP_011175586.2
OG0002543	XP_008207830.1	XP_039313323.1, XP_039313325.1
OG0002544	XP_001607193.1	XP_011163763.1
OG0002545	XP_001603365.1	XP_011175638.1
OG0002546	XP_031783610.1	XP_011164565.2
OG0002547	XP_001599465.2	XP_011176334.3, XP_039302967.1
OG0002549	XP_001602913.1	XP_025996360.1, XP_011170589.1, XP_011170591.1, XP_011170590.1
OG0002550	XP_031787779.1	XP_025992876.1
OG0002551	XP_001604429.1	XP_011157235.2, XP_011157234.2
OG0002552	XP_031787960.1, XP_003424585.1, XP_032456943.1	XP_039304414.1, XP_039304415.1
OG0002553	XP_001606362.2	XP_011170697.1
OG0002554	XP_001608056.1	XP_039307445.1, XP_011170939.1
OG0002555	XP_031779499.1	XP_011173251.1
OG0002556	NP_001165818.1, NP_001165819.1	XP_025991785.1, XP_011157092.1
OG0002557	XP_016842593.1, XP_008202260.1, XP_001605290.1	XP_011167463.1
OG0002558	XP_031788901.1, XP_032458043.1	XP_011166979.1
OG0002559	XP_016845125.1	XP_011166183.1
OG0002560	NP_001153496.1	XP_011171032.1
OG0002561	XP_031778088.1	XP_025989321.2
OG0002562	NP_001153389.1	XP_011157999.1
OG0002563	XP_008209700.1	XP_011162760.1
OG0002564	XP_008209670.1, XP_031779336.1	XP_011166377.1
OG0002565	XP_016844994.1	XP_039309343.1
OG0002566	XP_003424555.1	XP_039305327.1
OG0002567	XP_008210640.1	XP_011175559.2
OG0002568	XP_001602146.1	XP_039312505.1
OG0002569	XP_032455357.1, NP_001137382.1	XP_011176306.2
OG0002570	XP_031783271.1	XP_011159098.2
OG0002571	XP_016845206.1	XP_011164477.2
OG0002572	XP_032455209.1	XP_011165926.1, XP_039312059.1, XP_039312060.1
OG0002573	XP_031779723.1, XP_001605424.2	XP_039311028.1, XP_039311032.1
OG0002574	XP_016838867.1	XP_025992775.1
OG0002575	XP_001600055.1	XP_025988667.1
OG0002576	XP_001607102.1	XP_011161227.1
OG0002578	XP_031786689.1	XP_025997502.1
OG0002579	XP_032454380.1	XP_011159515.1
OG0002580	XP_001606325.1	XP_011170108.1
OG0002581	XP_001605823.1	XP_039311872.1, XP_039311871.1, XP_039311869.1, XP_039311873.1
OG0002582	XP_001599476.2	XP_025994680.1
OG0002583	XP_032453388.1, XP_032453387.1, XP_001601846.2	XP_039304884.1
OG0002584	XP_031779208.1	XP_011159924.1
OG0002585	XP_008201785.1, XP_016842329.1	XP_011163031.1
OG0002586	XP_031785671.1	XP_011172403.1
OG0002587	XP_032452511.1, XP_008214386.1, XP_008214390.1, XP_008214389.1	XP_025992216.1
OG0002588	XP_001608143.2, XP_008215944.1	XP_011164577.2, XP_011164583.2
OG0002589	XP_001603406.2	XP_025989069.1
OG0002590	XP_031782424.1, XP_031782423.1	XP_025997161.1, XP_025997162.1, XP_039302402.1
OG0002591	XP_001600817.1	XP_039315211.1, XP_011170162.1
OG0002592	XP_001607275.1	XP_011159769.1
OG0002593	XP_008208969.1	XP_011167949.1
OG0002595	XP_001600105.1	XP_039302442.1, XP_011161037.3
OG0002596	XP_031778866.1	XP_025992418.2
OG0002597	XP_016841349.1	XP_025987289.1, XP_039314344.1, XP_039314346.1, XP_039314345.1, XP_011174328.1
OG0002598	XP_001606742.1	XP_039311715.1
OG0002599	XP_016845333.1	XP_011159683.1
OG0002600	XP_016839304.1, XP_016839303.1	XP_011162662.1
OG0002601	XP_032452450.1, XP_031779005.1, XP_031779006.1	XP_011168558.1, XP_039308758.1
OG0002602	XP_031788040.1	XP_025995735.1, NP_001351817.1, XP_011170563.2
OG0002603	XP_001603583.1, XP_008216447.1	XP_011159132.1
OG0002604	XP_031783533.1, XP_008206268.1, XP_008206273.1	XP_011155936.1
OG0002605	XP_008213471.1, XP_001605321.1	XP_039302717.1
OG0002606	XP_031776905.1	XP_011166592.1
OG0002607	XP_003426811.1	XP_011170940.1
OG0002608	XP_016839635.1	XP_025995571.1
OG0002609	XP_001605067.2	XP_011160768.2
OG0002610	XP_031787528.1	XP_025993367.1
OG0002611	XP_008205010.1	XP_025994452.2
OG0002612	XP_031782482.1, XP_031782479.1, XP_031782478.1, XP_031782481.1, XP_031782480.1	XP_011162532.1
OG0002613	XP_031784726.1, XP_008211803.1	XP_039315011.1
OG0002614	XP_016837719.1	XP_025987603.1, XP_011173542.1, XP_025987602.1, XP_025987604.1
OG0002615	XP_016845240.1, XP_008202594.1, XP_016845242.1	XP_011164941.2
OG0002616	XP_003424627.2	XP_011175500.1
OG0002617	XP_031776830.1, XP_001600782.1	XP_011161318.1
OG0002618	XP_031786864.1	XP_011156728.1
OG0002619	XP_008215106.1	XP_039308258.1, XP_011171117.1, XP_011171116.1
OG0002620	XP_001603407.1, XP_008211369.1, XP_008211370.1, XP_016840766.1	XP_011167368.2, XP_011167367.2, XP_025988607.2, XP_025988606.2
OG0002621	XP_016839625.2, XP_032454605.1, XP_032454596.1, XP_032454592.1, XP_032454600.1	XP_039305571.1
OG0002622	XP_016841112.1	XP_039310500.1
OG0002623	XP_032455181.1	XP_025987167.1, XP_025987178.1
OG0002624	XP_016837953.1	XP_025991404.1, XP_025991405.1
OG0002625	XP_016839566.1	XP_011168766.1
OG0002626	XP_016839071.1, XP_016839070.1	XP_011160985.2
OG0002627	XP_008215478.1, XP_008215474.1, XP_008215475.1	XP_025988476.1, XP_039304670.1, XP_039304669.1, XP_039304671.1
OG0002628	XP_001602901.1	XP_011166883.1, XP_011166882.1, XP_011166879.1, XP_011166884.1, XP_011166881.1, XP_011166880.1, XP_025985956.1
OG0002629	XP_001603751.1	XP_025989502.2, XP_039314698.1
OG0002630	XP_001607829.1	XP_011171144.1
OG0002631	XP_016838314.1, XP_008204254.1	XP_011163568.1
OG0002632	XP_001599696.1	XP_011159089.1
OG0002633	XP_016837805.1, XP_031780913.1, XP_031780912.1	XP_025989193.1
OG0002634	XP_001607810.2	XP_011160090.1
OG0002635	XP_032453486.1, XP_032453485.1, XP_032453487.1, XP_008207724.1, XP_008207723.1	XP_025995183.1
OG0002636	XP_031788688.1	XP_039314727.1
OG0002637	XP_001605955.2	XP_025987714.1
OG0002638	XP_031784859.1	XP_011172970.1
OG0002639	XP_031780063.1	XP_025986172.1, XP_025986170.1
OG0002640	XP_001602838.1	XP_011164366.1
OG0002641	XP_031783318.1	XP_039302330.1
OG0002642	XP_008201753.1, XP_008201756.1, XP_008201755.1	XP_039307223.1, XP_039315314.1
OG0002643	XP_001606342.2	XP_011155649.1
OG0002644	NP_001127790.1, XP_016842287.1	XP_025986844.1
OG0002645	XP_008203810.1	XP_011168397.1
OG0002646	NP_001154946.1, XP_016843305.1	XP_025994363.1
OG0002647	XP_001606129.2	XP_011171847.1
OG0002648	XP_031785600.1	XP_039313069.1
OG0002649	XP_001606501.4, XP_008214819.2	XP_025988485.1, XP_025988486.1
OG0002650	NP_001153385.1, XP_032455485.1	XP_025987829.1
OG0002651	XP_001604283.1	XP_011168228.2
OG0002652	NP_001153475.1	XP_011173499.1
OG0002653	XP_001600675.2	XP_039312937.1, XP_011158323.2
OG0002654	XP_001607674.2	XP_011165471.1
OG0002655	XP_001601905.2	XP_011162475.1
OG0002656	XP_008215505.1	XP_039315371.1
OG0002657	XP_001599685.2	XP_039312490.1
OG0002659	XP_001606853.2	XP_011161923.2
OG0002660	XP_032458180.1, XP_032458179.1, XP_008208937.1, XP_032458177.1, XP_008206758.1, XP_001600314.2, XP_032458178.1, XP_008209463.1, XP_001600287.1, XP_003424333.1, XP_016836827.1	XP_011156395.1
OG0002662	XP_001603920.2	XP_011165138.1
OG0002663	XP_001607116.2	XP_011169543.1
OG0002664	XP_008210066.1	XP_011159213.1
OG0002665	XP_001602394.1, XP_032453854.1, XP_032453853.1	XP_025992924.1
OG0002666	XP_016837133.1	XP_025993800.1
OG0002667	XP_008218089.1	XP_011156244.1
OG0002668	XP_008204842.1	XP_011161419.1
OG0002669	XP_001608301.1	XP_025987831.1, XP_011172153.1
OG0002670	XP_016837950.1	XP_011168672.1
OG0002671	XP_008215692.1, XP_031787791.1	XP_011169449.1
OG0002672	XP_008216796.1, XP_008216795.1, XP_008216794.1, XP_016844821.1, XP_001601066.2	XP_011171054.1
OG0002673	XP_031778989.1	XP_011165588.1
OG0002674	XP_001601366.3	XP_011159305.2
OG0002675	XP_031777721.1, XP_031777722.1, XP_031777720.1	XP_011158302.1
OG0002676	XP_031778593.1, XP_031778592.1, XP_031778594.1	XP_025988952.1
OG0002677	XP_031787681.1	XP_011158083.1
OG0002678	XP_003424102.1	XP_011175468.1
OG0002679	XP_016843366.1	XP_011168640.1, XP_039307849.1, XP_039307858.1, XP_039307860.1
OG0002680	XP_001602544.1	XP_011156413.1
OG0002682	XP_031780451.1	XP_039304463.1, XP_039304467.1
OG0002683	XP_001604369.2, XP_008209083.1	XP_025986054.1
OG0002684	XP_008214375.1	XP_011163655.1
OG0002686	XP_001599683.1	XP_011159818.1
OG0002687	XP_031789565.1, XP_032451947.1	XP_039302836.1, XP_039302824.1
OG0002689	XP_031788103.1	XP_011176279.2
OG0002691	XP_031783108.1	XP_025987216.2
OG0002693	XP_031782937.1, XP_016841609.1, XP_031781052.1, XP_031780994.1, XP_031783919.1, XP_031789265.1	XP_039303456.1, XP_039305685.1, XP_039310350.1, XP_039313846.1, XP_025990798.2
OG0002694	XP_001600568.1, XP_032456926.1, XP_032456924.1	XP_011172408.1
OG0002695	XP_031785583.1	XP_025993087.1
OG0002696	XP_008202473.1	XP_011155445.1
OG0002697	XP_031789602.1	XP_025994952.1, XP_039309183.1
OG0002698	XP_016838408.1, XP_032453265.1	XP_011173586.2
OG0002699	XP_031777826.1	XP_011156854.1
OG0002700	XP_031786353.1	XP_011163939.1
OG0002701	XP_031783174.1	XP_039302065.1, XP_039302067.1
OG0002702	XP_003425295.1, XP_001606930.2	XP_011162233.1, XP_039302018.1
OG0002703	XP_016844421.1	XP_039308689.1
OG0002704	XP_008216237.1, XP_003424157.1	XP_011167334.1
OG0002705	XP_031784862.1	XP_011171074.1
OG0002707	XP_008208609.1	XP_039311281.1, XP_039303463.1
OG0002708	XP_001605354.2, XP_032456036.1, XP_032456035.1	XP_039306201.1, XP_025996421.1
OG0002709	XP_016840616.1	XP_011171470.1
OG0002710	XP_001606431.1	XP_011167275.1
OG0002711	XP_003425457.1, XP_016836956.1	XP_039309840.1
OG0002712	XP_031781406.1, XP_031781405.1, XP_031781404.1	XP_011159627.1
OG0002713	XP_008204848.1	XP_039305427.1, XP_039305439.1
OG0002714	XP_001602104.1	XP_011167775.1, XP_011167776.1
OG0002715	XP_032455612.1	XP_011172967.1
OG0002716	XP_003424825.1	XP_039314904.1, XP_039314905.1, XP_039314906.1
OG0002717	XP_032453211.1	XP_011156059.2, XP_039305987.1, XP_039305986.1, XP_039305985.1
OG0002719	XP_016841323.1	XP_011160437.2
OG0002720	XP_001601645.2	XP_011173158.2, XP_025995607.1, XP_039313645.1
OG0002721	NP_001135884.1, XP_031787493.1	XP_011162218.1
OG0002722	XP_016838566.1	XP_025995249.2
OG0002723	XP_016837222.1, XP_001605156.1, XP_032452868.1, XP_032452867.1	XP_025990032.2, XP_011156550.3
OG0002724	XP_001599808.1	XP_011175012.1
OG0002725	XP_032453898.1	XP_011158554.1
OG0002726	XP_008210902.1	XP_011160217.1, XP_039309888.1, XP_039309886.1
OG0002728	XP_031783624.1	XP_039309519.1
OG0002729	XP_031785550.1, XP_032455645.1	XP_025992796.2
OG0002730	NP_001166018.1	XP_011172207.1
OG0002731	XP_008209692.1	XP_039308750.1, XP_025995826.2
OG0002732	XP_016842126.1, NP_001234885.1	XP_011166351.1
OG0002733	XP_031784273.1, XP_031784297.1	XP_039301830.1, XP_039301833.1
OG0002734	XP_003425623.2	XP_025993814.1, XP_039303094.1, XP_025993813.1
OG0002735	XP_031783347.1, XP_008216637.1, XP_008216638.1, XP_008216639.1	XP_025992671.1
OG0002736	XP_031787618.1	XP_011168674.1
OG0002737	XP_003427660.1, XP_016840756.1	XP_011168038.2
OG0002738	XP_031777047.1	XP_039308051.1
OG0002739	XP_016836773.1	XP_011167527.1, XP_039308384.1
OG0002740	XP_016838717.1, NP_001123086.2	XP_039310011.1, XP_011162572.1, XP_011162571.1
OG0002741	XP_031784555.1	XP_011155409.1, XP_011155408.1
OG0002742	XP_001607450.1	XP_011155767.1
OG0002743	XP_001605359.1	XP_011163811.2
OG0002744	XP_016839638.2, XP_016839639.2	XP_025992733.1, XP_025992734.1, XP_039304319.1, XP_039304318.1, XP_039304320.1
OG0002746	XP_031776659.1, XP_032456353.1	XP_039312910.1, XP_039312907.1
OG0002747	XP_031780248.1, XP_001602398.1	XP_025986268.1
OG0002748	XP_031788096.1	XP_039307101.1, XP_011172789.1, XP_011172788.1
OG0002749	XP_016845167.1, XP_016845165.1	XP_025986954.1
OG0002750	XP_031785608.1	XP_039305530.1, XP_025987569.2
OG0002751	XP_001605679.1	XP_039313189.1
OG0002752	XP_003427698.1	XP_025988275.1
OG0002753	XP_016840758.1	XP_011161407.2
OG0002754	XP_031780596.1	XP_011155401.2
OG0002755	XP_001607506.1	XP_039312380.1
OG0002756	XP_016844630.1	XP_011163747.1
OG0002757	XP_003424602.1	XP_011160610.1
OG0002758	XP_031783084.1, XP_032453711.1, XP_031783081.1, XP_031783085.1, XP_031783083.1	XP_011173663.2
OG0002759	XP_001601268.1	XP_039302459.1
OG0002760	NP_001136337.1	XP_039314258.1
OG0002761	XP_001605567.1	XP_025988190.1
OG0002762	XP_031783352.1, XP_032453643.1	XP_011164225.1
OG0002763	XP_016840978.1	XP_025989043.1, XP_025989041.1
OG0002764	XP_031782698.1	XP_025994850.1
OG0002765	XP_031782261.1	XP_039305825.1, XP_025989377.2
OG0002766	XP_016838583.1	XP_011159901.2
OG0002767	NP_001165931.1	XP_039314554.1, XP_011169900.1
OG0002769	XP_032455822.1, XP_001601592.1	XP_011155632.2, XP_011155631.2
OG0002770	XP_001604846.2	XP_011164308.1
OG0002771	XP_016836797.1	XP_011162612.1
OG0002772	XP_001603926.2	XP_011162517.1
OG0002773	XP_016839605.1, XP_008205158.1	XP_011164795.1
OG0002774	XP_001600452.1	XP_039306022.1
OG0002775	XP_031782832.1, XP_031782826.1	XP_025992258.2
OG0002776	XP_031782254.1	XP_039310616.1, XP_011169282.1
OG0002777	XP_031788902.1, XP_032458044.1	XP_011166980.1
OG0002778	XP_016844925.1	XP_011171272.1
OG0002779	XP_031786663.1	XP_039303187.1
OG0002780	XP_016837506.1, XP_016837507.1	XP_025992720.2
OG0002781	XP_001604819.1	XP_011159955.1, XP_011159948.1
OG0002782	XP_008211395.1	XP_025991059.1, XP_011167788.1, XP_025991060.1
OG0002783	XP_032457649.1	XP_039307506.1, XP_011156303.1, XP_025991471.1
OG0002784	XP_031785910.1	XP_025993859.1
OG0002785	XP_031777600.1	XP_025990104.2
OG0002786	XP_031783187.1	XP_011166063.2, XP_025988330.1
OG0002787	XP_031784872.1, XP_016844215.1	XP_011175171.1
OG0002788	XP_016837635.1, XP_008209617.1	XP_039302071.1
OG0002789	XP_008213941.1, NP_001122752.1	XP_011160335.1, XP_025989776.1
OG0002790	XP_031784908.1	XP_039309265.1, XP_039309297.1, XP_039309101.1, XP_039307722.1, XP_039308095.1
OG0002791	XP_003425760.1, XP_032454053.1	XP_025990832.1
OG0002793	XP_008208912.1, XP_001599172.1	XP_011176007.1
OG0002794	XP_001605281.2	XP_011164823.1
OG0002795	XP_008211528.1	XP_039313997.1
OG0002796	XP_008214082.1	XP_025989780.2
OG0002797	XP_031777873.1	XP_025991106.1
OG0002798	XP_031779464.1, XP_003425068.1	XP_025994991.2
OG0002799	XP_016839192.1	XP_025995706.1, XP_025995703.1
OG0002800	XP_031783934.1	XP_011172145.2
OG0002801	XP_001607230.2	XP_025988160.1
OG0002802	XP_008215226.1, XP_031777193.1, XP_031777192.1	XP_039301823.1
OG0002803	XP_031785942.1	XP_011162154.1
OG0002804	XP_008214812.1	XP_039304795.1, XP_011165861.1
OG0002805	XP_031779979.1	XP_025995831.1
OG0002806	XP_031781670.1	XP_039301701.1
OG0002807	NP_001166070.1, NP_001166067.1	XP_011175738.1
OG0002809	XP_001603162.2	XP_011157806.2
OG0002810	XP_016841674.1	XP_011166537.2
OG0002811	XP_031783366.1	XP_011175499.1
OG0002812	XP_031779217.1, XP_031779218.1	XP_011160757.1
OG0002814	XP_001607813.1	XP_011162916.1
OG0002815	XP_008208824.1	XP_011163055.1, XP_039313611.1
OG0002816	XP_008211704.2, XP_031785782.1	XP_011158614.2
OG0002817	XP_001599916.1	XP_011165921.2, XP_039312062.1, XP_025993809.2
OG0002818	XP_031777997.1, XP_031777994.1	XP_011162505.1
OG0002819	XP_008214785.1, XP_003428085.1, XP_008214786.1	XP_039310330.1
OG0002820	NP_001136348.1	XP_011160109.2, XP_011160110.2, XP_025987791.2
OG0002821	XP_001608096.1	XP_011155837.2
OG0002822	XP_008215276.1	XP_011163398.1
OG0002823	XP_003423872.1	XP_011157643.1
OG0002824	XP_008210038.1	XP_011170929.1, XP_011170931.1
OG0002825	XP_016844965.1, XP_016844964.1	XP_039315617.1
OG0002826	XP_008208373.1	XP_011160185.2
OG0002827	NP_001234895.1, XP_008203302.2	XP_025994881.1
OG0002828	XP_031786796.1	XP_011155781.1
OG0002830	XP_008215088.1	XP_011166534.1, XP_025995200.1, XP_039310670.1, XP_039310672.1, XP_039310671.1, XP_025995198.2, XP_039310673.1
OG0002831	XP_031778145.1, XP_001605090.2	XP_011158832.2
OG0002832	XP_031777850.1	XP_011161504.1
OG0002834	XP_031785321.1	XP_025990900.2, XP_039308477.1, XP_025997398.1, XP_039308470.1
OG0002836	XP_008204301.1	XP_011163534.2
OG0002838	XP_031788777.1	XP_011168001.1, XP_039311199.1, XP_039311200.1
OG0002840	XP_031781384.1	XP_025992164.1
OG0002840	XP_016837217.1	XP_025992175.1
OG0002841	XP_003426846.1	XP_011158346.1
OG0002841	XP_001599904.1	XP_011158345.1
OG0002843	XP_003425656.1	XP_039308350.1
OG0002844	XP_032453700.1	XP_025987531.2
OG0002846	XP_031785699.1, XP_031785705.1, XP_031785706.1	XP_039310806.1, XP_011157957.2, XP_039310808.1, XP_039310805.1, XP_039310807.1
OG0002847	XP_031782440.2	XP_011169288.1
OG0002848	XP_008211326.1	XP_011173624.3, XP_039305537.1, XP_039305538.1, XP_039305539.1, XP_039305535.1, XP_039305536.1
OG0002849	XP_031789624.1, XP_032455079.1	XP_011163020.1
OG0002850	XP_003428099.1, XP_008214959.1	XP_011160071.2, XP_039308674.1
OG0002851	XP_031785108.1, XP_031785109.1	XP_039302726.1
OG0002852	XP_016837849.1, XP_031779043.1	XP_039310038.1, XP_039310037.1, XP_039310036.1
OG0002853	XP_031786232.1, XP_031784008.1, XP_032457051.1	XP_039305578.1, XP_039307632.1, XP_039307973.1, XP_039307884.1
OG0002854	XP_031779804.1, XP_031777355.1, XP_031783018.1, XP_031784068.1, XP_031782950.1, XP_031776764.1, XP_031787523.1, XP_031788808.1, XP_031777040.1, XP_031788925.1, XP_031788279.1, XP_031776944.1, XP_031788527.1, XP_031783979.1, XP_008209028.2, XP_031781622.1, XP_031788971.1, XP_031781163.1, XP_031789326.1, XP_031777407.1, XP_031777337.1, XP_031782946.1, XP_031777229.1, XP_031786419.1, XP_031788939.1, XP_031789264.1, XP_031781358.1	XP_039306919.1
OG0002856	XP_001603084.1	XP_011165944.1
OG0002857	XP_001605124.1, XP_032452329.1	XP_011159608.1, XP_011159607.1
OG0002858	XP_001601522.1, XP_032452012.1, XP_032452011.1, XP_032452010.1	NP_001291534.1
OG0002859	NP_001164366.1	XP_011155444.1
OG0002860	XP_001607676.1	XP_011156532.1
OG0002861	XP_008215809.1, XP_031787920.1	XP_011176218.1
OG0002862	XP_031780962.1, NP_001155298.1	XP_011174250.1
OG0002863	XP_001599393.3	XP_011175057.1
OG0002864	XP_001607421.1	XP_011157211.2
OG0002865	XP_001607580.2	XP_011176021.1
OG0002866	XP_031782601.1, XP_001603784.1	XP_011168068.1
OG0002867	NP_001177865.1, XP_031778339.1	XP_011164869.1
OG0002868	XP_001599702.1	XP_011175485.2
OG0002869	XP_003423894.1, XP_032455227.1, XP_031789533.1, XP_016836639.1, XP_031789534.1	XP_011171986.1
OG0002870	XP_016840725.1	XP_011168042.1
OG0002871	XP_001602353.2	XP_011175992.1, XP_011176001.1
OG0002872	XP_001607297.1	XP_025991891.1
OG0002873	XP_031782595.1, XP_001603545.2	XP_011168071.1
OG0002874	XP_001600897.1	XP_039311203.1
OG0002875	XP_031782402.1, XP_001604028.1, XP_032453933.1	XP_011162538.1
OG0002876	XP_008211616.1, XP_008211617.1, XP_032455783.1	XP_011159622.1
OG0002877	XP_032457828.1	XP_025990469.2
OG0002878	XP_016843040.2	XP_025996014.1
OG0002879	XP_008209442.1	XP_011164001.1
OG0002880	XP_031777478.1	XP_011164222.1
OG0002881	XP_001601011.2	XP_011175710.2
OG0002882	XP_008207412.1, XP_031787345.1	XP_011158313.1
OG0002883	XP_016838906.1, XP_001606421.1	XP_011165412.1
OG0002884	XP_001608002.1	XP_011165345.2
OG0002885	XP_032455714.1, XP_032455713.1	XP_011160160.1
OG0002886	XP_031785565.1	XP_011158136.1
OG0002887	XP_031778746.1	XP_025987954.2, XP_025987952.2, XP_011159868.2
OG0002888	XP_031789395.1	XP_011161212.2
OG0002889	XP_008213728.1	XP_011169203.1, XP_025989911.1
OG0002890	XP_008206421.1	XP_011155700.1
OG0002891	NP_001155981.1	XP_011155676.1
OG0002892	XP_003427177.1	XP_011176132.1
OG0002893	XP_001604780.1, XP_003425247.1	XP_039307603.1
OG0002894	XP_001607329.1	XP_011161317.1, XP_011161316.1
OG0002895	XP_001605225.2, XP_008209130.1	XP_011170087.1
OG0002896	XP_008217918.1	XP_039311453.1
OG0002897	XP_001603676.1	XP_011165919.1, XP_011163789.1
OG0002898	XP_016838218.1	XP_011167335.1
OG0002899	XP_001602173.1	XP_011162006.1, XP_039302206.1
OG0002900	XP_031784219.1	XP_011155753.2
OG0002901	XP_001599477.2, XP_001605370.2	XP_011175552.1, XP_011175553.1
OG0002902	XP_032456590.1, XP_031787842.1	XP_011168975.2
OG0002903	XP_003428087.1	XP_011160848.1
OG0002904	NP_001155019.1	XP_025995803.1
OG0002905	XP_001607241.2	XP_011161109.1
OG0002906	XP_001604532.1	XP_011168321.2
OG0002907	XP_003427292.1	XP_025987454.1, XP_025987456.1, XP_025987455.1, XP_011162539.1
OG0002908	XP_008217499.1	XP_039306429.1
OG0002909	XP_001599560.1, XP_008212927.1, XP_001600352.1, XP_008204769.1	XP_011168266.1
OG0002910	XP_001603383.1, XP_001603415.1	XP_025987143.1
OG0002911	XP_008209457.1	XP_011160842.1
OG0002912	XP_031780781.1	XP_039312636.1, XP_011170789.2
OG0002913	XP_031787046.1, XP_031787047.1	XP_011159886.2, XP_011159894.2, XP_011167797.1
OG0002914	XP_001606975.1	XP_011157902.1, XP_011157904.1
OG0002915	XP_003424310.1, XP_016843670.1	XP_011159325.1
OG0002916	XP_031777377.1	XP_011176264.1
OG0002917	XP_001605760.5	XP_039303299.1
OG0002918	XP_001599692.2	XP_039302536.1
OG0002919	XP_032455119.1, XP_031784879.1	XP_011160019.1
OG0002920	XP_001604111.1	XP_011167792.1
OG0002921	XP_031776593.1	XP_039314610.1, XP_039314605.1
OG0002922	XP_001606322.3	XP_011167287.1, XP_039304748.1
OG0002923	XP_016838127.1	XP_011161371.1
OG0002924	XP_001600549.2, XP_016841870.1	XP_011158077.1
OG0002925	XP_008212520.1	XP_025990221.1
OG0002926	XP_001603737.2	XP_039302242.1
OG0002927	XP_001607642.1	XP_011160039.1
OG0002928	XP_016842785.1	XP_025991758.1
OG0002929	XP_008212773.1, XP_008212776.1, XP_008212775.1	XP_039314359.1
OG0002930	XP_016837763.1, XP_001599373.1	XP_039310966.1
OG0002931	XP_008215775.1, XP_032457073.1	XP_039303266.1
OG0002932	XP_001607133.1	XP_025986718.1
OG0002933	XP_001605959.1	XP_011175669.1
OG0002934	XP_031778711.1	XP_039312434.1, XP_011157449.1
OG0002935	XP_001604411.4	XP_011165611.1
OG0002936	XP_001599056.1	XP_011174253.1
OG0002938	XP_031785372.1	XP_039302234.1
OG0002939	XP_031788401.1	XP_011169016.1
OG0002940	XP_001605757.1	XP_025995774.1
OG0002941	XP_001604755.1	XP_011172046.1
OG0002942	XP_001603704.2	XP_011163195.1
OG0002943	XP_001604182.2	XP_011164004.3
OG0002944	XP_008215499.1	XP_011168265.1
OG0002945	XP_001606594.3	XP_011168307.1
OG0002946	XP_031778050.1, NP_001135868.1	XP_011166686.2
OG0002947	XP_001604560.2	XP_011156046.1
OG0002950	XP_001605141.2, XP_032454872.1, XP_032454873.1	XP_011164633.2
OG0002951	XP_001607514.1, XP_008203006.1	XP_011157688.1
OG0002952	XP_001606963.1	XP_011159194.1
OG0002953	XP_016844874.1	XP_025994267.1
OG0002954	XP_008217361.1	XP_011159814.1, XP_025993922.1
OG0002955	XP_008207711.2	XP_011157079.1
OG0002956	XP_031784864.1	XP_011156193.2
OG0002957	XP_016839194.1	XP_011164445.1
OG0002959	XP_001602407.1	XP_039302057.1, XP_039302058.1
OG0002960	XP_001607103.1, XP_031777729.1	XP_011172909.2, XP_039303158.1
OG0002961	XP_003424121.1, XP_031781236.2	XP_011176153.1
OG0002962	XP_032456252.1, XP_032456250.1, XP_032456251.1, XP_032456253.1, XP_008209136.1, XP_032456254.1	XP_011157098.1
OG0002963	XP_008205217.1	XP_039313220.1, XP_039313212.1
OG0002964	XP_031789640.1	XP_011161988.1
OG0002965	XP_003427581.1	XP_011166136.1
OG0002966	XP_008215711.1, XP_001608241.1	XP_039306200.1, XP_011157749.1
OG0002967	XP_001603823.1	XP_011171980.1
OG0002968	XP_001599827.1	XP_039304192.1
OG0002969	NP_001177888.1, XP_031784011.1	XP_011175119.1, XP_011175118.1, XP_039309373.1
OG0002970	XP_001603993.2	XP_039303651.1
OG0002971	XP_031785286.1	XP_039302425.1, XP_011171945.1
OG0002972	XP_016842711.1	XP_011155482.1
OG0002973	XP_001600888.1	XP_025992050.2
OG0002974	XP_008209250.1, XP_032454490.1, XP_032454493.1	XP_011175891.1
OG0002975	XP_031783969.1	XP_025991904.2
OG0002976	XP_008202639.1	XP_039306199.1, XP_039306198.1
OG0002978	XP_031778288.1	XP_011175833.2
OG0002979	XP_001607735.3, XP_032456237.1, XP_016843898.2	XP_025993637.1, XP_011167719.1
OG0002980	XP_031782306.1, XP_001603062.1	XP_025992529.2, XP_011169726.1
OG0002981	XP_031784446.1	XP_039306443.1
OG0002982	XP_031780384.1, XP_031780385.1, XP_031780382.1, XP_031780383.1, XP_031780380.1, XP_031780381.1	XP_039310464.1
OG0002983	XP_031784110.1	XP_025992758.1
OG0002984	XP_008206470.1, XP_008206469.1, XP_001606321.1, XP_008206468.1	XP_011175293.1
OG0002985	XP_003424729.1, XP_001604420.2	XP_011159700.2
OG0002986	XP_001599787.1	XP_011175615.1
OG0002987	XP_031779980.1	XP_011162108.1
OG0002989	XP_001607221.2	XP_011156022.2
OG0002990	XP_031782034.1	XP_039310034.1
OG0002991	XP_031783432.1	XP_025989317.1, XP_025989316.1
OG0002992	XP_003427131.2	XP_025992878.1
OG0002993	XP_008207396.2	XP_039307946.1
