Orthogroup	Nasonia_vitripennis	Bombus_terrestris
OG0003269	XP_008213300.1, NP_001154940.1	XP_003393065.1
OG0003270	NP_001161183.1	XP_003398424.1
OG0003271	XP_031780417.1, XP_031780418.1, XP_031780419.1	XP_012166255.1
OG0003272	XP_001607263.1	XP_003394721.1
OG0003273	XP_008209399.1	XP_003399020.1
OG0003274	XP_001601408.1	XP_003395627.1
OG0003275	XP_001600470.2, XP_001608109.1	XP_012163102.1
OG0003276	XP_031782013.1, XP_032453804.1	XP_020724051.1
OG0003277	XP_008210681.1	XP_012174522.1
OG0003278	XP_001600005.1, XP_032452707.1, XP_031778489.1	XP_003397471.1
OG0003279	XP_008213455.1, XP_008213456.1	XP_003396570.1
OG0003280	XP_032455797.1, XP_016840634.1	XP_003395540.2
OG0003281	XP_001601076.1	XP_003400289.1, XP_020721778.1
OG0003282	XP_031786890.1	XP_012169609.1
OG0003283	XP_003427328.1	XP_003401934.1, XP_003401935.1, XP_012173413.1, XP_012173412.1
OG0003284	XP_031777212.1	XP_012174283.1, XP_003402591.1
OG0003285	XP_008201914.1	XP_012170222.1
OG0003286	XP_008209152.1, XP_001605063.1	XP_003399167.1
OG0003287	XP_032456754.1, XP_032456753.1, XP_001604997.1, XP_031782736.1	XP_003394981.1
OG0003288	XP_001599389.1	XP_003395604.1
OG0003289	NP_001162016.1, XP_008209312.1	XP_003403165.1
OG0003290	XP_001602650.3	XP_012164907.1
OG0003291	XP_001605693.1	XP_012171025.1
OG0003292	XP_031783034.1	XP_012165932.1
OG0003293	XP_032454915.1, XP_032454916.1, XP_032454914.1, XP_016842012.1, XP_016842010.1, XP_016842013.1	XP_012164077.1
OG0003294	XP_001608255.1	XP_003394464.2, XP_012176399.1
OG0003295	XP_001601545.1	XP_012165323.1
OG0003296	NP_001135841.1	XP_003398169.1
OG0003297	XP_016837342.1, XP_001606741.1	XP_012165288.1, XP_012165287.1
OG0003298	XP_001605181.1	XP_020719091.1, XP_020719092.1, XP_012164920.1, XP_012164919.1, XP_003396079.1
OG0003299	XP_001605558.1	XP_012163246.1
OG0003300	XP_001605980.1	XP_003402401.1
OG0003301	XP_001599584.1	XP_003403026.3
OG0003302	XP_016837680.1	XP_020722174.1, XP_003400746.1, XP_012171666.1
OG0003303	XP_008209243.1	XP_012170608.1
OG0003304	XP_008210018.1	XP_012169521.1
OG0003305	XP_008205307.1, XP_001604167.1	XP_003401716.1
OG0003306	XP_016841637.1	XP_012175654.1
OG0003307	XP_001601855.2	XP_003398200.1
OG0003308	XP_016845748.1, XP_032457019.1	XP_003402121.1
OG0003309	XP_001600525.1	XP_012167060.1
OG0003311	XP_031778533.1, XP_032452624.1, XP_032452623.1, XP_032452620.1, XP_032452621.1	XP_003402825.1
OG0003312	XP_003425757.1, XP_008203965.1, XP_001606448.1	XP_003396836.1
OG0003313	XP_003426633.1	XP_003400267.1, XP_003400266.1
OG0003314	XP_003426081.1	XP_003399004.1
OG0003315	XP_001605663.3	XP_020721944.1, XP_012171026.1, XP_003400257.1
OG0003316	XP_032452312.1	XP_003398472.3
OG0003317	XP_016842468.1, XP_001600535.1	XP_003399346.1
OG0003318	XP_031779959.1	XP_012165037.1
OG0003319	NP_001165797.1	XP_003402973.1
OG0003320	XP_001599074.2	XP_012168219.1, XP_003398487.1
OG0003321	XP_008216489.1, XP_003424030.1	XP_003394413.1
OG0003322	XP_001604921.2	XP_012169824.1
OG0003323	XP_001604434.2, XP_008211404.1	XP_003398367.2
OG0003324	XP_001599547.1	XP_003394516.1
OG0003325	XP_032452651.1, XP_003425169.1	XP_003393834.1
OG0003326	XP_032455973.1, NP_001127800.1	XP_003393945.1
OG0003327	XP_001607631.1	XP_003394613.1
OG0003328	XP_001600626.2	XP_012170302.2
OG0003329	XP_003428199.1, XP_031786691.1	XP_003402522.2
OG0003330	XP_016845882.1, XP_008203053.1	XP_020722379.1
OG0003331	XP_031782365.1, XP_031782347.1	XP_012163342.1
OG0003332	XP_001603724.1	XP_003397236.1
OG0003333	XP_008212766.1, XP_008212765.1, XP_016837504.1	XP_012165599.1
OG0003334	XP_008215008.1	XP_012168221.1
OG0003335	XP_001607194.2	XP_003399725.1
OG0003336	XP_016843002.1	XP_012173983.1
OG0003337	NP_001166078.1	XP_003397616.1
OG0003339	XP_001606646.2	XP_003397378.2
OG0003340	XP_001607630.2	XP_020720961.1
OG0003341	XP_031785381.1	XP_012175821.1
OG0003342	XP_001607831.2	XP_012171940.2
OG0003343	XP_001605475.3	XP_020722536.1, XP_012172667.1, XP_020722535.1
OG0003344	NP_001123317.1, XP_032452220.1	XP_003402169.1, XP_012173723.1
OG0003345	XP_001608055.1	XP_003398987.1
OG0003346	XP_031784752.1	XP_020723225.1
OG0003348	XP_016840535.1	XP_012166030.1
OG0003349	XP_008211064.3	XP_012166175.1, XP_020719519.1
OG0003350	XP_001605023.1	XP_003395818.1
OG0003351	XP_008217410.1	XP_003403358.1
OG0003352	XP_031782364.1, XP_001604975.1	XP_012171186.1
OG0003353	XP_031783402.1	XP_012176447.1
OG0003355	XP_031786464.1	XP_012167676.1
OG0003356	XP_031777254.1	XP_003402210.1
OG0003357	XP_016840528.1	XP_012163819.1
OG0003358	XP_001604974.2	XP_012176186.1
OG0003359	XP_031781617.1	XP_003396029.1
OG0003360	XP_008213719.1, XP_032453669.1, XP_008213720.1, XP_016839069.1, XP_032453668.1	XP_012175935.1
OG0003361	NP_001165865.1, XP_008207920.1	XP_003402702.1
OG0003362	XP_031787772.1	XP_012169143.1
OG0003363	XP_016844987.1, XP_016844988.1	XP_003394031.1
OG0003364	XP_001604620.1	XP_003398503.1
OG0003365	XP_008212795.1, XP_001607615.2	XP_003394552.1
OG0003366	XP_008208142.1	XP_003397827.1
OG0003367	XP_016841681.1	XP_003401083.1
OG0003368	XP_001608198.2	XP_020721065.1
OG0003369	XP_016840979.1	XP_012164497.1
OG0003370	NP_001153334.1, XP_031777498.1	XP_012172730.1, XP_012172744.1, XP_012172738.1
OG0003371	NP_001153446.1, NP_001153445.1, XP_008216731.1	XP_012170915.1, XP_003400168.1
OG0003372	XP_031780932.1	XP_003394694.1
OG0003373	XP_031786772.1	XP_012173294.1, XP_003401873.1
OG0003374	XP_032455255.1	XP_003395675.1
OG0003376	XP_001605382.1	XP_003393800.1
OG0003377	XP_031780716.1	XP_020724121.1
OG0003378	XP_032458173.1, XP_031785909.1	XP_003402130.1
OG0003379	XP_031786925.1	XP_012171119.1
OG0003380	XP_031781487.1	XP_012170032.1
OG0003381	XP_001605201.1, XP_008203868.1	XP_012175066.1
OG0003382	XP_016841191.1	XP_003401411.1
OG0003383	XP_001600399.1	XP_003400839.1
OG0003385	XP_032454531.1, XP_001605068.2	XP_003393271.1
OG0003387	XP_001599757.1, XP_032458190.1, XP_003424837.1	XP_012174698.1, XP_003393798.1
OG0003388	XP_003426564.1	XP_012171064.1
OG0003389	XP_008213769.1	XP_012166547.1
OG0003390	XP_003426918.1	XP_012170451.1
OG0003391	XP_008202154.1, XP_008202153.1	XP_012173395.2
OG0003392	XP_016845870.1	XP_020722516.1
OG0003393	XP_001605405.1	XP_003396408.1, XP_012165441.1
OG0003394	XP_001606771.1, XP_031778844.1	XP_003394195.1
OG0003395	XP_001604101.2	XP_012170429.1
OG0003396	XP_001607425.1	XP_003400093.1
OG0003398	XP_001607355.1	XP_012167281.1
OG0003399	XP_001601933.1	XP_003395681.1
OG0003400	XP_003424747.1, XP_032456842.1	XP_003394203.1
OG0003401	XP_001606651.2, XP_016845402.1	XP_012174733.1
OG0003402	XP_001599713.1	XP_003400904.1
OG0003403	XP_001600431.1	XP_003398686.1
OG0003404	XP_031779080.1	XP_012175889.1
OG0003405	XP_008204009.1, XP_008204002.1	XP_003402674.1
OG0003406	XP_031786071.1, XP_031786069.1	XP_020718332.1
OG0003407	XP_003425749.1	XP_012174891.2, XP_012171230.1
OG0003408	XP_003424314.1, XP_003424316.1	XP_012163653.1
OG0003409	XP_016838223.1, XP_031778820.1	XP_003397420.1
OG0003410	XP_031778589.1	XP_003397456.1
OG0003411	XP_031780505.1	XP_003393003.1
OG0003412	XP_001604278.2	XP_012165317.1, XP_020719328.1
OG0003413	XP_001602662.1	XP_003393951.1, XP_012175666.1
OG0003414	XP_031781506.1	XP_003402116.1
OG0003416	XP_001601753.2	XP_003400888.1
OG0003417	XP_016839394.1, XP_016839393.2	XP_012163159.1, XP_003394872.1
OG0003418	XP_016842407.1	XP_012174546.1
OG0003419	XP_008208739.1	XP_003398727.1
OG0003420	XP_001606185.1	XP_003397430.1
OG0003421	XP_031783183.1, XP_032453897.1, XP_001604630.2, XP_031783184.1	XP_003397388.1
OG0003422	XP_001606351.1	XP_020718945.1, XP_020718838.1, XP_020718951.1
OG0003424	XP_001603235.1	XP_003398125.1
OG0003425	XP_016840848.1, XP_031784522.1, XP_031784523.1	XP_003397438.1
OG0003426	XP_008214857.1	XP_012166342.1
OG0003427	XP_008211497.1, XP_008210070.1, XP_016843858.1, XP_016843857.1	XP_012174792.1
OG0003428	XP_032453976.1	XP_012173657.1
OG0003429	XP_016843938.1	XP_012175131.1, XP_020723827.1
OG0003430	XP_032454860.1	XP_020719803.1
OG0003431	XP_016837400.1, XP_031780764.1	XP_003398714.1
OG0003432	XP_003425676.1	XP_012166277.1
OG0003433	XP_003428173.1, XP_031786429.1, XP_031786428.1	XP_020719223.1, XP_012165947.1
OG0003434	XP_008202235.1	XP_020724167.1, XP_003394477.1
OG0003435	XP_001603997.1	XP_003396357.1
OG0003436	XP_008217342.2	XP_003396482.1
OG0003437	XP_032456914.1, XP_031787382.1	XP_020723885.1
OG0003438	XP_003426457.1	XP_020718677.1
OG0003439	XP_008215167.1	XP_020722958.1, XP_020722959.1, XP_012172931.1, XP_012172932.1, XP_020722957.1
OG0003441	XP_031783384.1, XP_031783382.1, XP_031783385.1	XP_003394510.1
OG0003442	XP_031786717.1, XP_008210116.1	XP_003398932.1
OG0003444	XP_031778018.1	XP_012170821.2
OG0003445	XP_001603193.2, XP_031783259.1, XP_031783260.1, XP_032453916.1	XP_003393575.1
OG0003446	XP_016837091.1	XP_003394673.1
OG0003447	XP_003424583.1	XP_003400493.1
OG0003448	XP_008210748.1	XP_020719521.1
OG0003449	XP_031776669.1, XP_008216799.1	XP_012166095.2
OG0003450	XP_001600227.1	XP_003394524.1
OG0003451	XP_008210372.1	XP_012175637.1
OG0003452	XP_001604611.1	XP_012167551.1, XP_003397866.1
OG0003453	XP_001600949.1	XP_012164659.1, XP_003395902.1, XP_012164658.1, XP_020719088.1
OG0003454	NP_001153317.1	XP_003402092.1, XP_012173374.1
OG0003455	XP_001603352.1	XP_012166419.1, XP_012166418.1, XP_012166420.1
OG0003456	XP_001599918.1	XP_003393586.1
OG0003457	XP_031783417.1	XP_003397544.1
OG0003458	XP_001605099.3, XP_016843767.1	XP_020722383.1
OG0003459	XP_001606506.1	XP_003397938.1
OG0003460	NP_001177680.1, NP_001177681.1, NP_001177679.1	XP_003393593.2
OG0003461	XP_016841560.1	XP_020722167.1, XP_020722164.1
OG0003462	XP_031786713.1, XP_031786712.1	XP_012169183.1
OG0003463	XP_008217787.1	XP_003398065.1
OG0003464	XP_001599732.2	XP_003393068.1, XP_012163643.1
OG0003465	XP_016842301.1, XP_008218131.1	XP_012170130.1
OG0003466	XP_003423892.1	XP_003403100.1
OG0003467	XP_032454489.1, XP_008213509.1, XP_008213508.1	XP_003397188.1
OG0003468	XP_003424108.1	XP_012170491.1
OG0003469	XP_001606491.1, XP_008214817.1	XP_003395721.1, XP_020718604.1
OG0003470	XP_031785314.1	XP_003401292.1
OG0003471	XP_001606370.1	XP_012166543.1, XP_003397209.1
OG0003472	XP_008208020.1	XP_020724289.1
OG0003473	XP_001603735.1, XP_032456774.1	XP_003399117.1
OG0003474	XP_001604289.1	XP_003395173.1
OG0003475	XP_016836743.1	XP_012167161.1
OG0003476	XP_031787014.1	XP_012172672.1
OG0003477	XP_001606644.2	XP_012168386.1, XP_012168385.1
OG0003478	NP_001161245.1	XP_012175129.1
OG0003479	XP_016838281.1, XP_001608074.2	XP_003402562.1
OG0003480	XP_008213190.1	XP_020719042.1, XP_020719041.1
OG0003481	XP_001602033.3	XP_020720651.1
OG0003482	XP_008206391.1	XP_012164772.1
OG0003483	XP_001607208.1	XP_003395520.1
OG0003484	XP_031781718.1	XP_012164591.1
OG0003485	XP_001606752.1	XP_012164420.1, XP_020718869.1
OG0003486	XP_031785060.1, XP_001601526.1	XP_003393625.1
OG0003487	XP_001601422.2, XP_008216833.1	XP_003401921.1
OG0003488	XP_032455534.1, XP_031785678.1	XP_003395652.1
OG0003489	XP_008207605.3	XP_003393033.1
OG0003490	XP_008213196.1, XP_008213197.1, XP_016844513.1	XP_003403029.1
OG0003491	XP_016845917.1	XP_020721001.1
OG0003492	XP_001603619.1	XP_003397234.1, XP_012166574.1
OG0003493	XP_008205208.1, XP_001602461.2	XP_003399033.1
OG0003494	XP_016845528.1	XP_003396915.1
OG0003495	XP_008206040.1	XP_003401073.1
OG0003496	XP_001605585.1	XP_003396707.1
OG0003497	XP_016839365.1, XP_016839364.1	XP_012163541.1
OG0003498	XP_031784333.1, XP_032455716.1, XP_001601196.1	XP_003392871.1
OG0003499	XP_008207430.1	XP_012171291.1
OG0003500	XP_016845591.1	XP_012168790.1, XP_012168789.1
OG0003501	XP_001601626.1	XP_003402365.1
OG0003502	XP_031782821.1	XP_003396994.1
OG0003503	XP_031778425.1	XP_003394479.1
OG0003504	XP_016840248.1	XP_003402180.1
OG0003506	XP_008203801.2	XP_012175765.1
OG0003507	NP_001128395.1	XP_020722171.1
OG0003508	XP_001607183.1	XP_003398733.1
OG0003510	XP_003423865.1	XP_003393502.1
OG0003511	NP_001153421.1, XP_031787438.1	XP_003398635.2, XP_020723871.1, XP_003403409.2
OG0003512	XP_001604407.2	XP_012164666.1
OG0003513	XP_031788089.1, XP_031788057.1	XP_012167836.1
OG0003515	XP_031784403.1, XP_031784402.1	XP_020718715.1, XP_012164209.1
OG0003516	XP_001606215.1	XP_012169809.1
OG0003517	XP_031783413.1	XP_003399368.1
OG0003518	XP_031787356.1	XP_003399079.1
OG0003519	XP_031783548.1	XP_012172952.1, XP_012172951.1, XP_003401684.1, XP_012172954.1
OG0003520	XP_016843257.1	XP_003402231.1
OG0003521	XP_008201792.1	XP_012167293.1
OG0003522	XP_001603530.1	XP_012169456.1, XP_003399179.1
OG0003523	XP_008216446.1, XP_008216445.1, XP_032453319.1	XP_012166747.1
OG0003524	XP_031784246.1	XP_020722814.1
OG0003525	XP_031778520.1	XP_003395919.1
OG0003526	XP_008202585.1	XP_012171650.1
OG0003527	XP_031783323.1	XP_020718438.1
OG0003528	XP_001604169.2	XP_003400760.2
OG0003529	XP_001606994.1	XP_020718265.1, XP_012175898.1
OG0003530	XP_016840860.1, XP_032454871.1	XP_020722430.1
OG0003531	NP_001161182.1	XP_012170751.1
OG0003532	XP_008208296.1	XP_003399690.1
OG0003533	XP_008206432.1	XP_003397508.1
OG0003534	XP_032456323.1	XP_012172617.1
OG0003535	XP_001599298.1	XP_003393281.1
OG0003536	XP_032455043.1, XP_032455042.1, XP_031785690.1, XP_031785689.1	XP_003397936.1
OG0003537	XP_031780057.1	XP_020721781.1
OG0003538	XP_031784692.1, XP_008205604.1, XP_008205602.1, XP_001603565.1	XP_003397552.1
OG0003539	XP_032456302.1, XP_008201811.1, XP_008201810.1	XP_003393064.1
OG0003540	XP_031785670.1, XP_016840768.1	XP_012163734.1
OG0003541	XP_001605928.2	XP_003399070.1
OG0003542	XP_001604514.1	XP_003402488.1
OG0003543	XP_001606527.1	XP_020723476.1
OG0003544	XP_001601780.1, XP_003425099.1	XP_003399716.1
OG0003545	XP_016839924.1	XP_020721827.1
OG0003546	XP_016839621.2	XP_003393420.1
OG0003547	XP_016845143.1	XP_012173687.1
OG0003549	XP_032455347.1, XP_032455348.1, XP_001605383.2	XP_003398377.1
OG0003550	XP_008217705.1	XP_020723417.1, XP_012174091.1
OG0003551	XP_008216441.1, XP_032453324.1, XP_032453323.1, XP_001603466.2	XP_003400833.1, XP_012171880.1
OG0003552	XP_008213958.1	XP_012173753.1
OG0003553	XP_031788513.1	XP_003398337.1
OG0003554	XP_001604509.1	XP_003401774.2
OG0003555	XP_031780576.1, XP_031780577.1	XP_003394162.1
OG0003556	XP_031789464.1	XP_003401624.1
OG0003557	XP_001606774.1	XP_003395315.1
OG0003558	NP_001139382.1	XP_003398951.1
OG0003559	XP_031787804.1	XP_020720445.1
OG0003560	XP_031780747.1	XP_020718562.1
OG0003561	XP_001608240.1	XP_020722374.1, XP_003400946.1
OG0003562	XP_032457342.1, XP_031778246.1, XP_008210242.1, XP_008210240.1, XP_008210241.1, XP_032457343.1, XP_016843969.1	XP_012170143.1
OG0003563	XP_001601655.2, XP_016840163.2	XP_012176123.1
OG0003564	XP_008217835.1, XP_031780762.1, XP_032452760.1, XP_032452759.1, XP_032452761.1	XP_012170707.1
OG0003565	XP_016837936.1	XP_003396666.1
OG0003566	XP_003425578.1	XP_012171759.1, XP_003400894.1
OG0003567	XP_016841642.1	XP_020718824.1
OG0003568	XP_032456719.1	XP_012169593.1
OG0003569	XP_031786908.1, XP_031786914.1	XP_012169599.2
OG0003570	XP_016842394.1	XP_020722373.1, XP_012171932.1
OG0003571	XP_001606689.1	XP_003401325.1
OG0003572	XP_008209070.1, XP_008209071.1	XP_012172795.1
OG0003573	XP_016840689.1, XP_032455636.1	XP_012163535.1
OG0003574	XP_031779724.1	XP_003397736.1
OG0003575	XP_031778981.1, XP_003424038.1	XP_012173751.1
OG0003576	XP_001603566.1	XP_012167998.2
OG0003577	XP_008209435.1	XP_012167897.1
OG0003578	XP_001600721.1	XP_003402630.1
OG0003579	XP_031782634.1	XP_012168001.1
OG0003580	XP_001601313.1	XP_003401655.1
OG0003581	XP_031783353.1	XP_003395903.1
OG0003582	XP_008204887.1	XP_003393784.1, XP_020721323.1
OG0003583	XP_001607092.1	XP_012176544.1
OG0003584	XP_032453115.1	XP_003401911.1
OG0003585	XP_001605871.2	XP_003397704.1
OG0003587	XP_008206062.1	XP_012173353.1
OG0003588	XP_031785536.1	XP_020718806.1
OG0003589	XP_016845558.1	XP_003402285.1
OG0003591	XP_001603446.1	XP_012176698.1
OG0003592	XP_016843466.1, XP_016843464.1	XP_012164576.1
OG0003593	XP_031786731.1	XP_012164855.1
OG0003595	XP_031784277.1	XP_020720894.1, XP_003398697.1, XP_012168705.1
OG0003596	XP_001601721.1, XP_032453867.1, XP_032453863.1	XP_003397233.1
OG0003597	XP_031781204.1, XP_031781209.1	XP_012175919.2
OG0003598	XP_031787334.1	XP_012167375.1
OG0003599	XP_031786415.1	XP_012166821.1
OG0003600	XP_008213320.2	XP_020723269.1, XP_020723268.1, XP_012173861.1
OG0003601	XP_001599843.1	XP_003395629.1
OG0003602	XP_001604641.1, XP_008211414.1	XP_012170769.1, XP_003403387.2
OG0003603	XP_001604062.2	XP_003399042.1, XP_012169235.1
OG0003604	XP_016842123.1	XP_012169956.1
OG0003605	XP_016841953.1	XP_012166042.1
OG0003606	XP_001601675.1	XP_020718317.1
OG0003607	XP_008210721.1	XP_012165162.1
OG0003608	XP_016838050.1, XP_008204324.1	XP_012163239.1
OG0003609	XP_032456540.1	XP_012166936.2
OG0003610	XP_003424119.1	XP_003394611.2
OG0003611	XP_031783754.1	XP_003398763.1
OG0003612	XP_016845369.1	XP_012172194.1
OG0003613	XP_031778710.1	XP_003394301.1
OG0003614	NP_001161704.1, XP_032457098.1	XP_003394584.1
OG0003615	XP_016840844.1, XP_031785639.1	XP_003395483.1
OG0003617	XP_031783760.1	XP_020723165.1
OG0003618	XP_003425529.1	XP_003400995.1
OG0003619	XP_008214801.1, XP_032455207.1	XP_003398224.1
OG0003620	XP_008203192.1	XP_020723368.1
OG0003622	XP_031776921.1	XP_020721534.1
OG0003623	XP_008213341.1	XP_020719351.1
OG0003624	XP_001602789.1	XP_012174115.1
OG0003625	XP_008210437.1	XP_012171227.1
OG0003626	XP_031787526.1	XP_012172164.1
OG0003627	XP_008211772.1	XP_012172938.2
OG0003628	XP_031777623.1	XP_003397605.1
OG0003629	XP_031788231.1	XP_003401146.1
OG0003630	XP_031788005.1, XP_031788013.1	XP_012168911.2
OG0003631	XP_003426793.1, XP_001602782.2	XP_012176565.1, XP_012176564.1
OG0003632	XP_016842903.1	XP_020720474.1
OG0003633	XP_008204988.2	XP_003395122.1
OG0003634	XP_031788053.1	XP_003399197.1
OG0003635	XP_008204408.2	XP_012164787.1
OG0003637	XP_031782351.1, XP_016838743.1	XP_012174947.1
OG0003638	XP_016842838.1	XP_012167857.1
OG0003639	XP_016843917.1	XP_003398728.1
OG0003640	XP_031787767.1	XP_020721121.1
OG0003641	XP_016841041.1	XP_020722906.1
OG0003642	XP_008212870.1	XP_012172877.1
OG0003643	XP_016840304.1, NP_001135424.1	XP_020721960.1
OG0003644	XP_001601110.2, XP_031786979.1	XP_012171534.1
OG0003645	XP_031777257.1	XP_012176334.1
OG0003646	XP_016836730.1, XP_016836726.1, XP_032452107.1	XP_003398690.1
OG0003647	XP_008209641.3	XP_012176133.2
OG0003648	XP_008203431.1	XP_020722335.1
OG0003649	XP_001604943.1	XP_012170367.1
OG0003650	XP_032453400.1	XP_020724206.1
OG0003651	XP_008214830.1	XP_003395731.1
OG0003652	XP_016839387.1, XP_031778113.1, XP_031778114.1	XP_003393892.1
OG0003653	XP_001605902.2	XP_003394393.1
OG0003655	XP_001599554.4	XP_003393295.1
OG0003656	XP_001602711.2, XP_008216883.1, XP_032456016.1	XP_012175963.1
OG0003657	XP_008205248.1	XP_012170011.1
OG0003658	XP_001600147.1	XP_012175099.1
OG0003660	XP_031779510.1, XP_031787052.1, XP_001602043.2, XP_008206276.1, XP_031784909.1	XP_020720578.1
OG0003661	XP_001604239.2	XP_012167107.1
OG0003662	XP_001608011.2	XP_020723661.1
OG0003663	XP_031789477.1	XP_012166208.1, XP_012166209.1
OG0003664	XP_016837856.1, XP_001604982.1, XP_008217715.1, XP_032452962.1	XP_012164618.1
OG0003665	XP_008203602.2	XP_012164802.1
OG0003666	XP_008205795.1	XP_003396069.1
OG0003667	XP_031778837.1	XP_012173324.1
OG0003669	XP_032457043.1, XP_031788778.1, XP_031788779.1, XP_032457044.1, XP_032457042.1	XP_003400215.1
OG0003670	XP_001606597.1	XP_003399292.1, XP_020721304.1, XP_020721303.1
OG0003671	XP_031778505.1, XP_032452920.1, XP_031778506.1	XP_003394632.1
OG0003672	XP_032455606.1	XP_003395365.2
OG0003673	XP_001601371.1, XP_008203420.1	XP_020721729.1, XP_012169850.1, XP_012169851.1
OG0003674	XP_031784852.1	XP_012169014.1, XP_012169013.1
OG0003675	XP_001604405.1	XP_003393766.1
OG0003676	XP_001603136.1, XP_008208967.1	XP_012174448.1
OG0003677	XP_008211629.1, XP_031784461.1	XP_012163989.1
OG0003678	XP_031786381.1, XP_031783458.1	XP_012173480.1, XP_012173483.1, XP_012173482.1, XP_012173479.1, XP_012173481.1
OG0003680	XP_016837989.1	XP_020720724.1, XP_020720727.1
OG0003681	XP_016839265.1, XP_016839264.1	XP_003397161.1
OG0003682	XP_008208529.1, XP_031786616.1, XP_008208528.1, XP_001602138.1	XP_012168180.1
OG0003683	XP_001606052.2	XP_020723372.1, XP_003393709.1
OG0003684	XP_003425585.1	XP_003400693.1
OG0003685	XP_003425569.1, NP_001154990.1, XP_031777739.1, NP_001155026.1	XP_012171647.1
OG0003686	XP_008204829.1	XP_020723680.1
OG0003687	XP_016839408.1, XP_016839409.1	XP_012164237.1
OG0003688	XP_001602253.2, XP_031787393.1	XP_020722732.1
OG0003689	XP_008213355.1	XP_020723900.1
OG0003690	XP_003428224.1	XP_003395748.1
OG0003691	XP_031781795.1, XP_031781797.1	XP_012173978.1
OG0003692	XP_001602329.2	XP_020723394.1
OG0003693	XP_003423944.1	XP_020720757.1
OG0003694	XP_031783708.1	XP_003400326.1
OG0003696	XP_031782205.1	XP_020722944.1, XP_012170072.1
OG0003697	XP_031783522.1	XP_012173636.1
OG0003698	XP_001603871.2, XP_032453161.1	XP_012170177.1, XP_003399652.1
OG0003699	XP_003424820.1	XP_012172220.1
OG0003700	XP_032456747.1, XP_016841261.1	XP_012169250.1
OG0003701	XP_016842227.1, XP_016842226.1	XP_020719851.1
OG0003703	XP_016845443.1, XP_032455191.1, XP_032455192.1	XP_003395573.1
OG0003704	XP_031778984.1, XP_031778986.1	XP_020720103.1
OG0003706	XP_031780243.1, XP_001601519.3	XP_020722231.1, XP_003400797.1
OG0003709	XP_008215767.1	XP_003394858.1
OG0003710	XP_008212787.1, XP_001608006.1	XP_012176347.1
OG0003711	NP_001177967.1, XP_031783900.1	XP_003399787.1
OG0003712	XP_032455349.1, XP_001607606.1	XP_003398378.1
OG0003713	XP_032453328.1	XP_012176145.1
OG0003714	XP_008213292.1, NP_001154933.1	XP_003397274.1
OG0003715	XP_008210922.1	XP_012165426.1
OG0003716	XP_031787570.1, XP_031787573.1	XP_012173401.1, XP_012173402.1
OG0003718	XP_001603068.1	XP_012174429.1
OG0003719	XP_001606749.1	XP_003398188.1
OG0003720	XP_016841764.1, XP_008202288.1	XP_012170722.1
OG0003721	XP_001600543.1	XP_012175060.1
OG0003722	XP_032453526.1, XP_001601099.1	XP_003392860.1
OG0003723	XP_008212951.1	XP_003402655.1
OG0003724	XP_001605817.1	XP_003403107.1
OG0003725	XP_031778163.1	XP_012170273.1
OG0003726	XP_001607950.1	XP_012164471.1, XP_012164472.1, XP_003395340.1
OG0003727	XP_001604648.1	XP_003394476.1, XP_012176414.1
OG0003728	XP_032455840.1, XP_032455839.1, XP_016843542.1, XP_032455841.1	XP_012164327.1
OG0003729	NP_001165817.1	XP_003398256.1
OG0003730	XP_031779611.1	XP_003403345.1
OG0003731	NP_001136338.1, XP_032452207.1	XP_003394616.1
OG0003732	XP_001605620.1	XP_003402554.1
OG0003734	XP_003426810.1	XP_003400687.1
OG0003735	XP_001603196.1	XP_003401424.1
OG0003736	XP_016837945.1, XP_008207768.1	XP_012175878.1
OG0003737	XP_001605527.1	XP_003396800.1
OG0003738	XP_031785779.1	XP_003395291.1
OG0003739	XP_001605411.1	XP_003401518.1
OG0003740	XP_001605472.1	XP_003401553.1
OG0003741	XP_001599576.1, XP_032455086.1, XP_032455087.1, XP_032455085.1	XP_003396719.1
OG0003742	XP_016840917.1	XP_012163334.1
OG0003743	XP_001606968.1	XP_012165953.1
OG0003744	XP_032455966.1, NP_001165784.1	XP_003400991.1
OG0003745	NP_001153403.1	XP_003394350.1
OG0003746	XP_001599582.1	XP_012163881.1
OG0003747	XP_032455406.1, XP_001606518.1, XP_032455407.1	XP_020718372.1
OG0003748	XP_003425664.1	XP_012168566.1
OG0003749	XP_003425452.1	XP_003400317.1
OG0003750	XP_031785797.1	XP_012168130.1
OG0003751	NP_001128392.1	XP_012175469.1, XP_012168014.1
OG0003752	NP_001165811.1	XP_012164661.1
OG0003754	XP_031779547.1	XP_012171814.1
OG0003755	XP_001605487.1	XP_003398815.1
OG0003756	XP_001601418.1	XP_003395667.1
OG0003757	XP_032456308.1	XP_003401545.1
OG0003758	XP_031783741.1	XP_003394907.1
OG0003759	XP_001600819.1	XP_003398720.2
OG0003760	XP_001601236.1	XP_003394717.1
OG0003761	XP_001601009.1, XP_003427438.1, XP_032456977.1	XP_012166085.1
OG0003762	XP_031788281.1	XP_003394458.1
OG0003763	XP_003426274.1, XP_001602965.1, XP_008206041.1	XP_003401036.1
OG0003764	XP_016837609.1, XP_001604540.1	XP_020721411.1
OG0003765	XP_001604071.1	XP_003399812.1
OG0003766	XP_016839508.1, XP_032454577.1	XP_003394009.1, XP_012174123.1
