Orthogroup	Nasonia_vitripennis	Polistes_dominula
OG0004337	XP_008211109.1	XP_015179634.1
OG0004338	XP_032458143.1, XP_008202847.1	XP_015181346.1
OG0004339	XP_001601774.2	XP_015175035.1
OG0004340	XP_008209366.1	XP_015178779.1
OG0004341	XP_031779467.1, XP_016838187.1, XP_001604027.1	XP_015172694.1, XP_015172693.1
OG0004342	XP_001606434.1	XP_015186216.1
OG0004343	XP_016841865.1, XP_032456479.1, XP_032456478.1	XP_015177087.1
OG0004344	XP_031780228.1, XP_008204225.1	XP_015185427.1, XP_015185426.1
OG0004345	XP_008213201.1, XP_016844510.1	XP_015179143.1
OG0004346	XP_016841493.1	XP_015184908.1
OG0004347	XP_008202058.1	XP_015177119.1
OG0004348	XP_016840502.1	XP_015176075.1
OG0004349	XP_001600131.1	XP_015186051.1
OG0004350	NP_001135928.1	XP_015183808.1, XP_015183807.1, XP_015183806.1
OG0004351	XP_001604248.1	XP_015188766.1
OG0004352	XP_031780106.1	XP_015191106.1, XP_015191105.1
OG0004353	XP_001599995.1	XP_015172159.1
OG0004354	XP_001601440.1	XP_015184976.1
OG0004355	XP_001607466.1	XP_015181563.1
OG0004356	XP_001608286.1	XP_015190935.1
OG0004357	XP_032453536.1, XP_008202134.1	XP_015177611.1, XP_015177610.1
OG0004358	XP_001607380.1	XP_015176841.1
OG0004359	XP_016838278.1	XP_015180976.1
OG0004360	XP_001599974.1, XP_008212160.1	XP_015173321.1
OG0004361	XP_001607765.1	XP_015171734.1
OG0004362	XP_001601931.1	XP_015173240.1
OG0004363	XP_003426032.1	XP_015185674.1, XP_015185675.1, XP_015185673.1
OG0004364	XP_001606194.1	XP_015179808.1
OG0004365	XP_031788850.1	XP_015179807.1
OG0004366	XP_016838999.1	XP_015177156.1
OG0004367	XP_016842356.1, XP_031787826.1	XP_015190626.1
OG0004368	XP_001604544.1	XP_015176445.1
OG0004369	XP_001602477.1	XP_015185827.1
OG0004370	XP_031778743.1	XP_015179509.1
OG0004371	XP_031778755.1	XP_015176249.1
OG0004372	XP_001607806.1	XP_015178816.1
OG0004373	XP_003425407.1	XP_015182235.1
OG0004374	XP_031784742.1	XP_015173591.1
OG0004375	XP_001606810.1, XP_001605455.1	XP_015179923.1
OG0004376	NP_001165786.1	XP_015176018.1
OG0004377	XP_003427142.1	XP_015185853.1
OG0004378	XP_001605744.1	XP_015176204.1
OG0004379	NP_001129999.1, NP_001123319.1	XP_015180193.1
OG0004380	XP_001607148.2	XP_015176657.1
OG0004381	XP_032456652.1, XP_016844793.1	XP_015181754.1
OG0004382	XP_031787843.1	XP_015191186.1, XP_015191185.1, XP_015191187.1
OG0004383	XP_001601565.2, XP_032453042.1	XP_015191334.1
OG0004384	XP_032455793.1, XP_031784472.1	XP_015175765.1
OG0004385	XP_001604751.2, XP_031779295.1	XP_015187542.1
OG0004386	XP_001603645.1	XP_015181333.1
OG0004387	NP_001165792.1, XP_032453596.1	XP_015173659.1
OG0004388	XP_001607019.1	XP_015175820.1
OG0004390	XP_032453917.1	XP_015183451.1
OG0004391	XP_031789592.1	XP_015184061.1
OG0004392	XP_001606566.1	XP_015181202.1
OG0004393	XP_001601927.1	XP_015180364.1
OG0004394	XP_008214868.1	XP_015172794.1
OG0004395	XP_016839781.1	XP_015186716.1
OG0004396	XP_001599473.1, XP_031777062.1	XP_015186608.1
OG0004397	XP_008209419.1	XP_015179775.1, XP_015179774.1
OG0004398	XP_001602513.2	XP_015184973.1
OG0004399	XP_031786364.1	XP_015181915.1
OG0004400	XP_008217081.1, XP_008217080.1, XP_001605933.1	XP_015183985.1
OG0004401	XP_016840231.1, XP_008213570.1	XP_015178319.1
OG0004402	XP_032455284.1	XP_015181637.1
OG0004403	XP_001600425.2	XP_015191772.1
OG0004404	XP_001600970.1	XP_015178049.1, XP_015178048.1
OG0004405	XP_008216953.1	XP_015186241.1
OG0004407	XP_001603923.2	XP_015175014.1
OG0004408	XP_031783216.1	XP_015186497.1
OG0004409	XP_001603463.2	XP_015174662.1
OG0004410	XP_001603490.1	XP_015171699.1
OG0004411	NP_001165825.1	XP_015172022.1
OG0004412	XP_031784838.1	XP_015189375.1
OG0004413	XP_031779715.1	XP_015191328.1
OG0004414	XP_001603614.1	XP_015175097.1
OG0004416	XP_001599252.1	XP_015180836.1
OG0004417	XP_031782817.1	XP_015189232.1
OG0004418	XP_008213189.1	XP_015186766.1
OG0004419	XP_008208460.1	XP_015180543.1
OG0004420	XP_001605577.1	XP_015180627.1, XP_015180616.1
OG0004421	XP_008211139.1	XP_015172144.1
OG0004422	XP_016840410.1	XP_015181247.1
OG0004423	XP_001600174.3	XP_015182397.1
OG0004424	XP_001601586.1	XP_015183491.1
OG0004425	XP_016837588.1	XP_015172546.1
OG0004426	XP_016838465.1	XP_015175272.1
OG0004427	NP_001239116.1	XP_015174992.1, XP_015174993.1, XP_015174991.1
OG0004428	XP_001607123.1	XP_015179007.1
OG0004429	XP_008210683.1	XP_015191849.1
OG0004430	XP_003426842.1	XP_015179057.1
OG0004431	XP_003426485.1	XP_015177325.1
OG0004432	XP_031787922.1	XP_015172374.1
OG0004433	XP_031778784.1	XP_015177506.1
OG0004434	XP_008209044.1	XP_015172026.1
OG0004435	XP_031785553.1, XP_001604044.1, NP_001165991.1	XP_015179312.1
OG0004436	XP_031778643.1	XP_015185865.1
OG0004437	XP_031777399.1	XP_015189049.1
OG0004438	XP_001605516.1	XP_015172112.1
OG0004439	XP_001605490.2	XP_015178463.1
OG0004440	XP_003423811.1	XP_015172077.1
OG0004441	XP_001601672.2	XP_015185151.1
OG0004442	XP_016838806.1	XP_015186190.1, XP_015186188.1
OG0004443	XP_031784985.1	XP_015172258.1, XP_015172256.1, XP_015172257.1
OG0004444	XP_016844704.1	XP_015174014.1
OG0004445	XP_001607634.2, XP_008212805.1	XP_015185966.1
OG0004446	XP_001604041.1	XP_015171305.1
OG0004448	XP_001606843.2	XP_015172171.1
OG0004449	XP_008202566.1	XP_015189524.1
OG0004450	XP_001599427.2	XP_015182837.1
OG0004451	XP_001605664.2	XP_015185672.1
OG0004452	XP_031784554.1	XP_015175169.1
OG0004453	XP_008217215.1	XP_015182957.1
OG0004454	XP_016841360.1	XP_015179236.1
OG0004455	XP_001604655.2, XP_032455617.1	XP_015187950.1
OG0004456	XP_003424387.1, XP_008216646.1, XP_001606454.1	XP_015184471.1
OG0004457	XP_003424936.1	XP_015181559.1
OG0004458	XP_001600124.2	XP_015189484.1
OG0004459	XP_032452494.1	XP_015176322.1
OG0004460	XP_008204892.1	XP_015176125.1
OG0004461	XP_031787778.1	XP_015180609.1
OG0004462	XP_003427474.2	XP_015181735.1, XP_015181734.1, XP_015181732.1
OG0004463	XP_031788923.1	XP_015184390.1
OG0004466	XP_001603166.1	XP_015176360.1
OG0004467	XP_031779097.1, XP_031779096.1	XP_015181372.1
OG0004468	XP_003427163.1	XP_015178375.1
OG0004469	XP_001602117.1, XP_008209466.1, XP_008209537.1	XP_015178090.1
OG0004470	NP_001135956.1	XP_015173200.1
OG0004471	XP_016845356.1, XP_031786585.1	XP_015186731.1
OG0004472	XP_008203181.1, XP_008203183.1, XP_003425618.1, XP_032457697.1	XP_015184247.1
OG0004473	XP_031784892.1	XP_015190646.1
OG0004474	XP_032457070.1, XP_031788147.1	XP_015184659.1, XP_015184660.1
OG0004475	XP_008206889.1	XP_015174742.1
OG0004476	XP_001606653.1, XP_031787771.1	XP_015178459.1
OG0004477	XP_008214656.1, XP_001604771.1	XP_015175815.1, XP_015175814.1
OG0004478	XP_001605463.2	XP_015176805.1
OG0004479	NP_001164373.1	XP_015179030.1
OG0004480	XP_031784019.1	XP_015181548.1
OG0004481	XP_031780219.1, XP_031780218.1	XP_015185455.1
OG0004482	XP_016840476.1	XP_015175663.1, XP_015175662.1
OG0004483	XP_001602222.2	XP_015183761.1
OG0004484	XP_031780551.1	XP_015185566.1
OG0004485	XP_016839810.1	XP_015189665.1, XP_015186640.1
OG0004486	XP_016839152.1	XP_015190492.1
OG0004487	XP_016842854.1	XP_015186641.1
OG0004489	XP_016842569.1	XP_015175181.1, XP_015175180.1
OG0004490	XP_008208557.1	XP_015190957.1
OG0004491	XP_001601275.1	XP_015180010.1
OG0004492	XP_001603995.1	XP_015176439.1
OG0004493	XP_031788045.1	XP_015190505.1
OG0004494	XP_031785430.1	XP_015178567.1
OG0004495	XP_031788552.1, XP_008202006.1, XP_031788553.1	XP_015182759.1
OG0004496	XP_008210042.1	XP_015174042.1
OG0004497	XP_001607196.1	XP_015185774.1
OG0004498	XP_001605274.1	XP_015174438.1
OG0004499	XP_008207466.1	XP_015190699.1
OG0004500	XP_001606470.2	XP_015181790.1
OG0004501	XP_008205409.1	XP_015181130.1
OG0004502	XP_031788726.1, XP_032458025.1	XP_015181780.1
OG0004503	NP_001153363.1, XP_032452173.1	XP_015184786.1
OG0004504	XP_001605206.3	XP_015172578.1
OG0004505	XP_008209733.1	XP_015176438.1
OG0004506	XP_008207561.1	XP_015178998.1
OG0004507	XP_032457614.1	XP_015178376.1
OG0004508	XP_016843042.1	XP_015185776.1
OG0004509	XP_003427446.1, XP_008210885.1, XP_016844859.1	XP_015171763.1
OG0004510	XP_008209535.1	XP_015181264.1
OG0004511	XP_001605806.1	XP_015183256.1
OG0004512	XP_016842114.1, XP_031784773.1, XP_032451986.1	XP_015180831.1
OG0004513	XP_001605095.2	XP_015190365.1
OG0004514	XP_016842217.1	XP_015180731.1, XP_015180730.1
OG0004515	XP_031778917.1	XP_015177303.1
OG0004516	XP_001608289.1	XP_015171431.1, XP_015171432.1
OG0004517	XP_032452524.1, XP_001603817.1	XP_015186440.1
OG0004518	XP_031777199.1	XP_015174238.1
OG0004519	XP_001607227.3	XP_015180453.1
OG0004520	XP_001606721.1	XP_015177085.1
OG0004521	XP_001606664.1	XP_015185929.1, XP_015185928.1
OG0004522	XP_008210041.1	XP_015181664.1
OG0004524	XP_001607859.2	XP_015183119.1
OG0004525	XP_008213871.1	XP_015182803.1
OG0004526	XP_001607411.1	XP_015172992.1
OG0004527	XP_008210569.1, XP_001604337.2	XP_015173792.1
OG0004528	XP_001604762.1	XP_015191699.1
OG0004529	XP_001607463.4	XP_015190722.1
OG0004530	XP_031780547.1	XP_015181076.1
OG0004531	XP_008212661.1	XP_015191338.1
OG0004532	XP_001604678.1, XP_001604652.2	XP_015172393.1
OG0004533	NP_001165787.1	XP_015178069.1
OG0004534	XP_031779575.1	XP_015176475.1
OG0004535	XP_031779947.1, NP_001135813.1	XP_015183013.1
OG0004536	NP_001177858.1	XP_015190989.1
OG0004538	NP_001135930.1, XP_031784823.1, NP_001135929.1	XP_015178803.1
OG0004539	XP_008206894.1	XP_015175094.1
OG0004540	XP_001603968.2	XP_015179940.1
OG0004542	XP_032456777.1	XP_015176041.1
OG0004543	XP_008211029.1	XP_015184681.1
OG0004544	XP_001600218.2	XP_015173734.1
OG0004545	XP_001603533.1	XP_015183378.1
OG0004546	XP_001607594.1	XP_015179991.1
OG0004547	XP_031786385.1	XP_015171964.1
OG0004548	XP_008212508.1	XP_015185700.1
OG0004549	XP_032455794.1, XP_008211638.1, XP_031784474.1, XP_001607064.1	XP_015171866.1
OG0004550	XP_016845611.1	XP_015188829.1
OG0004551	XP_031788899.1	XP_015183654.1
OG0004552	XP_032456773.1, XP_001604075.1	XP_015174741.1
OG0004553	XP_031786883.1	XP_015181308.1, XP_015181306.1, XP_015181307.1
OG0004554	XP_001602586.2	XP_015176252.1
OG0004555	XP_001600008.1	XP_015184559.1
OG0004556	XP_003427188.3	XP_015183892.1
OG0004558	XP_001599386.1	XP_015179056.1
OG0004559	XP_001603072.2	XP_015183197.1
OG0004560	XP_001604739.2	XP_015190197.1
OG0004561	XP_001605350.2	XP_015173963.1
OG0004562	XP_001607424.1	XP_015188738.1
OG0004563	XP_001603051.1	XP_015174282.1
OG0004564	XP_032455063.1, XP_031785023.1, XP_031785025.1	XP_015171030.1
OG0004566	XP_032455040.1	XP_015181991.1
OG0004567	XP_001602744.1, XP_008202398.1, XP_008202397.1	XP_015183874.1
OG0004568	XP_001601226.2	XP_015180233.1
OG0004569	XP_001607663.1	XP_015180904.1
OG0004570	XP_003424096.3	XP_015183907.1
OG0004571	XP_008207422.1	XP_015182531.1
OG0004572	XP_032452916.1, XP_031778495.1	XP_015181613.1, XP_015181612.1
OG0004573	XP_031786376.1	XP_015184626.1
OG0004574	XP_031781620.1	XP_015185012.1
OG0004575	XP_031788603.2	XP_015177764.1
OG0004576	XP_001606117.1	XP_015176006.1
OG0004577	XP_016841168.1	XP_015178920.1
OG0004578	XP_001606157.2	XP_015181699.1
OG0004579	XP_031780916.1	XP_015185813.1
OG0004580	XP_008204012.1	XP_015182278.1
OG0004581	XP_001604224.1	XP_015189132.1
OG0004582	XP_031785043.1	XP_015183663.1
OG0004583	XP_001605510.1	XP_015182593.1
OG0004584	XP_016841310.1	XP_015191789.1
OG0004585	XP_001604462.2	XP_015183466.1
OG0004586	XP_003427086.1	XP_015182434.1, XP_015182433.1
OG0004587	XP_001604870.1	XP_015182272.1
OG0004588	XP_008204705.1	XP_015173718.1
OG0004589	XP_016843432.1, XP_001600627.1	XP_015171115.1
OG0004590	XP_001606554.1, XP_032454044.1	XP_015178808.1
OG0004591	XP_031783915.1	XP_015171682.1
OG0004592	XP_031784052.1	XP_015186562.1
OG0004593	XP_003425019.1	XP_015179164.1
OG0004594	XP_031785490.1	XP_015171278.1, XP_015171279.1
OG0004595	XP_032454901.1, XP_001600084.1, XP_008205617.1	XP_015184438.1
OG0004596	XP_001606449.1	XP_015188838.1
OG0004597	XP_016840891.1	XP_015178576.1, XP_015178575.1
OG0004598	XP_001604635.1	XP_015183105.1
OG0004599	XP_001606153.1	XP_015183154.1
OG0004600	XP_001606300.1	XP_015181195.1
OG0004601	XP_001606212.1	XP_015184358.1
OG0004602	XP_008214875.1	XP_015178882.1
OG0004603	XP_031784671.1	XP_015176428.1
OG0004604	XP_016845222.1	XP_015187611.1
OG0004605	XP_001606512.1	XP_015174086.1
OG0004606	XP_016837669.1	XP_015184851.1
OG0004607	XP_031778318.1, NP_001161279.1	XP_015172149.1
OG0004608	XP_001600495.1	XP_015188759.1
OG0004609	XP_001604831.2	XP_015178195.1
OG0004610	XP_008207083.2	XP_015185179.1
OG0004611	XP_001602732.1	XP_015190220.1
OG0004612	XP_001604036.1	XP_015184503.1, XP_015184504.1
OG0004613	XP_032453086.1, XP_031779618.1	XP_015174637.1
OG0004614	XP_001605802.1	XP_015171429.1
OG0004615	XP_001604956.1	XP_015191144.1
OG0004616	XP_008202915.1	XP_015178664.1
OG0004617	XP_008201854.1	XP_015190101.1
OG0004618	XP_031788928.1, XP_032458069.1	XP_015190711.1
OG0004619	XP_001600793.1, XP_031786715.1	XP_015189392.1
OG0004620	XP_001600640.1	XP_015182706.1
OG0004621	XP_001603850.1	XP_015172114.1
OG0004622	XP_008210037.1	XP_015172926.1
OG0004623	XP_008217670.1	XP_015182157.1
OG0004624	XP_001607054.2	XP_015185578.1
OG0004625	XP_032454022.1	XP_015183381.1
OG0004626	XP_031781518.1	XP_015191704.1
OG0004627	XP_001604707.1	XP_015190403.1
OG0004628	XP_001605022.1	XP_015188026.1, XP_015188025.1
OG0004629	XP_008211498.1	XP_015182048.1
OG0004630	XP_003428131.1	XP_015187928.1
OG0004631	XP_008205991.1	XP_015180332.1
OG0004632	XP_031789021.1, XP_001602235.1	XP_015180873.1, XP_015180872.1
OG0004633	XP_001600308.4	XP_015184757.1
OG0004634	XP_016840959.1	XP_015180508.1
OG0004635	XP_008217825.1	XP_015188547.1
OG0004636	NP_001177674.1	XP_015176577.1
OG0004637	XP_031778753.1	XP_015176336.1
OG0004638	XP_031778918.1	XP_015177301.1
OG0004639	XP_001604267.2	XP_015180813.1
OG0004640	XP_031778714.1	XP_015189276.1
OG0004643	XP_031784655.1, XP_031784650.1	XP_015188007.1
OG0004644	XP_008210207.1	XP_015190800.1
OG0004645	XP_016841714.2	XP_015188296.1
OG0004646	NP_001153349.1, XP_008215027.1	XP_015186390.1
OG0004647	XP_008207245.1	XP_015186359.1
OG0004648	XP_001605957.1	XP_015179429.1
OG0004649	XP_008214839.1	XP_015188366.1
OG0004650	XP_001600471.1	XP_015186998.1
OG0004651	XP_008205900.1	XP_015185056.1
OG0004653	XP_016845506.1	XP_015186156.1
OG0004654	XP_001608291.1	XP_015181246.1
OG0004655	XP_016845921.1	XP_015171344.1
OG0004656	XP_031788283.1	XP_015187971.1
OG0004657	XP_008216177.1	XP_015186101.1
OG0004659	XP_003425313.2	XP_015187471.1
OG0004660	XP_032451923.1, XP_001606818.1	XP_015185875.1
OG0004661	XP_001606637.2	XP_015191478.1, XP_015191481.1
OG0004662	XP_003426460.1	XP_015171287.1
OG0004663	XP_001608023.1	XP_015177261.1
OG0004664	XP_008206323.1	XP_015174885.1, XP_015174887.1
OG0004665	XP_031788691.1	XP_015179771.1
OG0004666	XP_032455007.1	XP_015187083.1
OG0004667	XP_001600622.1	XP_015180808.1
OG0004668	NP_001123270.1, XP_001604385.2	XP_015177226.1
OG0004669	XP_001600502.1, XP_008208273.1	XP_015191847.1
OG0004670	XP_003425730.1	XP_015174106.1
OG0004671	XP_001604912.1	XP_015179031.1
OG0004672	XP_001605295.1	XP_015174100.1, XP_015174099.1
OG0004674	XP_001605330.1	XP_015176639.1
OG0004675	XP_001599972.1	XP_015187633.1, XP_015187634.1, XP_015187631.1, XP_015187632.1
OG0004676	XP_031779679.1	XP_015179499.1
OG0004677	XP_031782929.1, XP_031782896.1	XP_015184051.1
OG0004678	XP_001607691.1	XP_015175553.1
OG0004679	XP_008214331.2	XP_015171153.1, XP_015171154.1
OG0004680	XP_008207611.1	XP_015186824.1
OG0004681	XP_016838815.1	XP_015186134.1
OG0004682	XP_001607372.1, XP_031778529.1	XP_015171361.1
OG0004683	XP_001599156.1	XP_015185750.1
OG0004684	XP_001604038.1	XP_015173218.1
OG0004686	XP_031778972.1, XP_008216549.1	XP_015191254.1, XP_015191253.1
OG0004687	XP_003425875.1	XP_015191643.1
OG0004688	XP_003425983.1, XP_032453270.1, XP_001605905.1	XP_015179998.1
OG0004689	XP_008202145.1	XP_015186284.1
OG0004690	XP_008202499.1, XP_031784718.1	XP_015181045.1, XP_015181044.1
OG0004691	XP_031780733.1	XP_015172334.1
OG0004692	XP_031780736.1	XP_015172484.1
OG0004693	XP_008213222.1	XP_015190568.1
OG0004694	XP_016838800.1	XP_015183686.1
OG0004695	XP_001603617.1	XP_015185306.1
OG0004696	XP_003426154.1	XP_015174146.1
OG0004697	XP_008207386.1	XP_015186222.1
OG0004698	XP_031782378.1, XP_031782379.1, XP_032453903.1	XP_015189533.1
OG0004699	NP_001127782.1	XP_015190839.1
OG0004700	XP_031788086.2	XP_015177418.1, XP_015177465.1, XP_015177463.1
OG0004701	XP_008203224.1	XP_015177831.1
OG0004702	XP_001605541.1	XP_015182596.1
OG0004703	NP_001164385.1, XP_016837021.1	XP_015182355.1
OG0004704	XP_001606666.2	XP_015183724.1, XP_015183723.1, XP_015183722.1
OG0004705	XP_031781073.1, XP_032457451.1	XP_015190253.1
OG0004706	XP_001602537.1	XP_015176747.1
OG0004707	XP_031778772.1	XP_015172861.1
OG0004708	XP_031784408.1	XP_015180264.1
OG0004709	XP_032455867.1	XP_015185891.1
OG0004710	XP_003426814.1	XP_015174320.1
OG0004711	XP_031788036.1, XP_031788035.1	XP_015189404.1
OG0004712	XP_031778794.1	XP_015186738.1
OG0004713	XP_008207189.1, XP_001606413.1	XP_015176500.1
OG0004714	XP_016836630.1	XP_015180951.1
OG0004715	XP_001603467.1	XP_015175810.1
OG0004716	XP_008208687.1	XP_015181085.1, XP_015181084.1
OG0004717	XP_001599891.3	XP_015182177.1
OG0004718	XP_016839627.1	XP_015190870.1
OG0004719	XP_031779912.1	XP_015175001.1
OG0004720	NP_001123269.1, XP_008205118.1	XP_015184959.1
OG0004721	XP_008205348.3	XP_015185583.1
OG0004722	XP_001600620.1	XP_015188725.1
OG0004723	XP_001604642.2	XP_015177388.1
OG0004724	XP_032451802.1	XP_015176933.1
OG0004726	NP_001154938.1	XP_015177488.1
OG0004728	XP_031781507.1	XP_015176128.1, XP_015176129.1
OG0004729	XP_031780983.1, XP_031780982.1	XP_015185900.1
OG0004730	XP_003425573.1	XP_015186680.1
OG0004731	XP_016838413.1	XP_015178145.1
OG0004732	XP_016841678.1, XP_031788672.1	XP_015175702.1
OG0004733	XP_016842872.1	XP_015183784.1
OG0004734	XP_008201909.1	XP_015190823.1
OG0004735	XP_003427543.1	XP_015179785.1
OG0004736	XP_001600895.2	XP_015183213.1
OG0004737	XP_008215970.1	XP_015188685.1
OG0004738	XP_031781273.1	XP_015183024.1
OG0004739	XP_008213444.1, XP_003424996.1	XP_015188303.1
OG0004740	XP_001603303.2	XP_015171072.1
OG0004741	XP_031783462.1, XP_032453892.1, XP_031783460.1	XP_015180482.1
OG0004742	XP_031782268.1, XP_031782267.1, XP_031782269.1	XP_015187696.1
OG0004743	XP_001605649.1	XP_015173787.1
OG0004744	XP_031779681.1	XP_015175290.1
OG0004745	XP_016837366.2	XP_015181586.1
OG0004746	XP_003425555.1	XP_015190638.1
OG0004747	XP_008207328.1	XP_015179678.1
OG0004748	XP_031786599.1, XP_031786600.1	XP_015183183.1
OG0004751	XP_016837569.1	XP_015187020.1
OG0004752	NP_001123289.2, XP_031786123.1	XP_015181675.1
OG0004753	XP_001601751.1	XP_015184591.1
OG0004754	XP_032457868.1	XP_015183481.1
OG0004755	NP_001154964.1	XP_015189224.1
OG0004756	XP_001602468.2	XP_015190399.1
OG0004757	XP_031779872.1	XP_015186501.1
OG0004758	XP_001606906.1	XP_015175096.1
OG0004759	XP_016839895.1	XP_015177713.1
OG0004760	XP_031788131.1	XP_015174617.1
OG0004761	XP_031787303.1	XP_015174584.1
OG0004762	XP_031776945.1	XP_015182914.1
OG0004763	XP_031786960.1, XP_031782071.1	XP_015171778.1
OG0004764	XP_001603902.2	XP_015175421.1, XP_015175423.1
OG0004765	XP_016842153.1	XP_015185786.1
OG0004766	NP_001122410.2	XP_015173817.1
OG0004767	XP_031780714.1	XP_015184110.1
OG0004768	XP_031781731.1	XP_015177053.1
OG0004769	XP_001601457.2	XP_015176479.1
OG0004770	XP_008215761.1	XP_015189798.1
OG0004771	XP_032453855.1	XP_015182375.1
OG0004772	XP_001605844.1	XP_015181382.1, XP_015181381.1
OG0004773	XP_001599962.1	XP_015185885.1
OG0004774	XP_001607476.1	XP_015184756.1
OG0004775	XP_008208992.1	XP_015174398.1
OG0004776	XP_016840985.1, NP_001123523.1	XP_015183732.1
OG0004777	XP_031780098.1	XP_015173678.1, XP_015173677.1
OG0004778	XP_031782335.1	XP_015172720.1
OG0004779	XP_001604051.2	XP_015187162.1
OG0004780	XP_031789564.1	XP_015181844.1
OG0004781	XP_001600578.1	XP_015190460.1
OG0004782	XP_001600918.1	XP_015172446.1
OG0004783	XP_003426939.1	XP_015182071.1
OG0004784	XP_008203091.1	XP_015184758.1
OG0004785	XP_031787249.1	XP_015172138.1
OG0004786	XP_003424663.1	XP_015173365.1
OG0004787	XP_003426597.1	XP_015174558.1
OG0004788	XP_008218034.1	XP_015179460.1
OG0004789	XP_008216899.1, XP_031787676.1	XP_015191434.1
OG0004790	XP_031780545.1, XP_008204830.2	XP_015183519.1
OG0004791	XP_001606461.2	XP_015179525.1
OG0004792	XP_001604325.1	XP_015186527.1
OG0004793	NP_001154934.1	XP_015178639.1
OG0004794	XP_001602155.3	XP_015184826.1
OG0004795	XP_031777849.1	XP_015183598.1
OG0004796	XP_031783925.1	XP_015171061.1
OG0004797	XP_001602498.2	XP_015183816.1
OG0004799	XP_001599979.2	XP_015181055.1
OG0004800	XP_001607115.2	XP_015176167.1
OG0004801	XP_008213066.1	XP_015190432.1
OG0004803	XP_003426703.2	XP_015186958.1, XP_015189496.1
OG0004804	XP_031786897.1	XP_015182029.1
OG0004805	XP_016841900.1	XP_015191532.1
OG0004806	XP_016839092.1	XP_015182353.1
OG0004808	XP_031777999.1	XP_015188952.1
OG0004809	XP_008214127.1	XP_015174462.1
OG0004810	XP_016839519.1	XP_015179652.1
OG0004811	XP_001602686.2	XP_015185614.1
OG0004812	XP_008209732.1	XP_015175673.1
OG0004813	XP_016837236.1	XP_015183259.1
OG0004814	XP_008209558.1, XP_016837298.1, XP_032453123.1	XP_015177693.1
OG0004816	XP_031789628.1, XP_032451912.1	XP_015174075.1
OG0004817	XP_008211697.3	XP_015182167.1
OG0004818	XP_001599857.1	XP_015185564.1
OG0004819	XP_001604541.2	XP_015188169.1, XP_015188173.1
OG0004820	XP_032455327.1, XP_016840418.1	XP_015176919.1, XP_015176921.1, XP_015176920.1
OG0004821	XP_016840154.1, XP_008216695.1	XP_015177891.1
OG0004822	XP_003424512.1	XP_015190351.1
OG0004823	XP_016845566.1, XP_031785933.1	XP_015187884.1
OG0004824	XP_001607416.1	XP_015183300.1, XP_015183302.1
OG0004826	XP_008208747.1, XP_008208749.1, XP_008208748.1	XP_015188278.1
OG0004827	XP_001602099.1	XP_015172700.1
OG0004829	XP_001602472.1	XP_015186542.1
OG0004830	XP_016843596.1	XP_015180224.1
OG0004831	XP_016842430.1	XP_015174846.1
OG0004832	XP_008208513.1	XP_015177487.1
OG0004833	XP_008215551.1	XP_015181983.1, XP_015181982.1, XP_015181981.1, XP_015181980.1
OG0004834	XP_001601160.1, XP_032456080.1, XP_032456079.1, XP_032456081.1	XP_015190001.1
OG0004835	XP_008202098.2	XP_015171112.1
OG0004836	XP_031785788.1	XP_015184749.1
OG0004837	XP_031783229.1	XP_015190345.1
OG0004838	XP_016838290.1	XP_015185760.1
OG0004839	XP_032453263.1	XP_015190066.1
OG0004841	XP_001606601.2	XP_015179977.1, XP_015179970.1
OG0004842	XP_016837186.1	XP_015177194.1
OG0004843	XP_001608141.2	XP_015187163.1, XP_015187164.1
OG0004844	XP_016844881.1, XP_001605827.2, XP_008217064.1	XP_015190481.1
OG0004845	XP_001607883.2, XP_008215732.1	XP_015175578.1
OG0004846	XP_016844673.1	XP_015183326.1
OG0004847	XP_008209698.1	XP_015185307.1
OG0004848	XP_032456670.1	XP_015175456.1
OG0004849	XP_031787729.1	XP_015190043.1
OG0004851	XP_003425085.1	XP_015191516.1, XP_015191519.1
OG0004852	XP_001606787.1	XP_015182440.1
OG0004853	XP_016844112.2	XP_015174220.1
OG0004854	XP_008209069.1, XP_008209068.1	XP_015176923.1
OG0004855	XP_031785375.1, XP_008211379.1	XP_015171966.1
OG0004856	XP_031778588.1	XP_015178795.1
OG0004857	XP_031776955.1	XP_015183925.1
OG0004858	XP_001600041.2	XP_015182298.1
OG0004859	XP_001602556.1	XP_015173277.1
OG0004861	XP_016842305.1	XP_015190746.1
OG0004862	XP_031781167.1, XP_031781171.1	XP_015188148.1
OG0004866	XP_008216281.1	XP_015191366.1
OG0004867	XP_008212645.1, XP_031779361.1	XP_015186488.1
OG0004868	XP_003424819.2, XP_032456882.1	XP_015187961.1
OG0004869	XP_032455421.1	XP_015186213.1
OG0004870	XP_031786496.1	XP_015188281.1
OG0004871	XP_031786807.1	XP_015173343.1
OG0004872	XP_031779675.1	XP_015181414.1, XP_015181415.1, XP_015181416.1
OG0004873	XP_031776598.1	XP_015188902.1
OG0004874	XP_031780323.1, XP_031780324.1	XP_015184204.1
OG0004875	XP_016845341.1	XP_015171548.1
OG0004876	XP_001599507.2	XP_015187697.1
OG0004878	XP_001604731.1	XP_015187400.1, XP_015187401.1
OG0004880	XP_001600307.1	XP_015179276.1
OG0004883	XP_001605008.2	XP_015188212.1, XP_015188207.1, XP_015185949.1
