Orthogroup	Nasonia_vitripennis	Vespa_mandarinia
OG0003238	XP_008217930.1	XP_035723443.1
OG0003239	XP_001604475.1	XP_035720563.1
OG0003241	XP_016843267.1, XP_001604444.2	XP_035740857.1
OG0003242	XP_031784816.1	XP_035721921.1
OG0003243	XP_031779341.1	XP_035740901.1, XP_035740904.1
OG0003244	XP_016840367.1, XP_031785784.1, XP_031785783.1	XP_035723224.1, XP_035723222.1, XP_035723223.1
OG0003245	XP_008211415.1	XP_035743592.1
OG0003246	XP_032453139.1, XP_032453138.1, XP_032453137.1	XP_035739588.1
OG0003247	XP_001600993.2	XP_035727831.1
OG0003248	XP_008217363.1	XP_035742638.1
OG0003249	XP_032452856.1, XP_008209740.1, XP_016837530.1, XP_016843204.1, XP_008205994.1	XP_035725044.1
OG0003250	XP_008214595.1, XP_032454745.1, XP_008214596.1	XP_035735197.1
OG0003251	XP_016836671.1, XP_032451771.1	XP_035717234.1, XP_035717235.1, XP_035717239.1, XP_035717236.1, XP_035717237.1
OG0003253	XP_016843424.1, XP_001601446.1	XP_035732779.1, XP_035732778.1
OG0003254	XP_001606540.1	XP_035739966.1
OG0003255	XP_008203686.1	XP_035738422.1
OG0003256	XP_001606744.2	XP_035740230.1
OG0003257	XP_001607519.2, XP_016836682.1	XP_035718494.1
OG0003258	XP_003424476.1	XP_035726741.1, XP_035726742.1
OG0003259	XP_016843127.1, XP_016843126.1, XP_008205641.1, XP_008205640.1	XP_035719642.1
OG0003261	XP_032453932.1	XP_035735048.1
OG0003262	XP_001599647.1	XP_035718628.1, XP_035718638.1
OG0003263	XP_001602506.2	XP_035738705.1, XP_035738706.1
OG0003264	NP_001153366.1	XP_035728111.1
OG0003265	XP_032455873.1, XP_008208629.1, XP_032455874.1	XP_035724031.1
OG0003266	XP_016840487.1, XP_003427501.1, XP_008211322.1	XP_035731454.1
OG0003267	NP_001128196.1	XP_035742865.1
OG0003268	XP_016839919.1	XP_035742161.1
OG0003269	XP_008213300.1, NP_001154940.1	XP_035726610.1
OG0003270	NP_001161183.1	XP_035738651.1
OG0003271	XP_031780417.1, XP_031780418.1, XP_031780419.1	XP_035734515.1
OG0003272	XP_001607263.1	XP_035728469.1
OG0003273	XP_008209399.1	XP_035729187.1
OG0003274	XP_001601408.1	XP_035737352.1, XP_035737353.1
OG0003275	XP_001600470.2, XP_001608109.1	XP_035724285.1
OG0003276	XP_031782013.1, XP_032453804.1	XP_035737487.1
OG0003277	XP_008210681.1	XP_035732970.1
OG0003278	XP_001600005.1, XP_032452707.1, XP_031778489.1	XP_035724255.1, XP_035724284.1, XP_035724307.1, XP_035724270.1, XP_035724258.1, XP_035724259.1
OG0003279	XP_008213455.1, XP_008213456.1	XP_035743705.1
OG0003280	XP_032455797.1, XP_016840634.1	XP_035734371.1
OG0003281	XP_001601076.1	XP_035718063.1
OG0003282	XP_031786890.1	XP_035718327.1, XP_035718326.1
OG0003283	XP_003427328.1	XP_035741166.1, XP_035741165.1, XP_035741170.1, XP_035741169.1, XP_035741168.1
OG0003284	XP_031777212.1	XP_035718654.1
OG0003285	XP_008201914.1	XP_035741164.1, XP_035741163.1
OG0003286	XP_008209152.1, XP_001605063.1	XP_035718630.1, XP_035718629.1
OG0003287	XP_032456754.1, XP_032456753.1, XP_001604997.1, XP_031782736.1	XP_035731424.1
OG0003288	XP_001599389.1	XP_035732216.1
OG0003289	NP_001162016.1, XP_008209312.1	XP_035729298.1
OG0003290	XP_001602650.3	XP_035727552.1
OG0003291	XP_001605693.1	XP_035732120.1
OG0003292	XP_031783034.1	XP_035733518.1
OG0003293	XP_032454915.1, XP_032454916.1, XP_032454914.1, XP_016842012.1, XP_016842010.1, XP_016842013.1	XP_035718330.1
OG0003294	XP_001608255.1	XP_035739275.1
OG0003295	XP_001601545.1	XP_035732410.1
OG0003296	NP_001135841.1	XP_035733153.1
OG0003297	XP_016837342.1, XP_001606741.1	XP_035735798.1
OG0003298	XP_001605181.1	XP_035726311.1
OG0003299	XP_001605558.1	XP_035739810.1
OG0003300	XP_001605980.1	XP_035725357.1
OG0003301	XP_001599584.1	XP_035738509.1
OG0003302	XP_016837680.1	XP_035735804.1
OG0003303	XP_008209243.1	XP_035730093.1
OG0003304	XP_008210018.1	XP_035723209.1, XP_035723208.1
OG0003305	XP_008205307.1, XP_001604167.1	XP_035741062.1
OG0003306	XP_016841637.1	XP_035741320.1
OG0003307	XP_001601855.2	XP_035717540.1
OG0003308	XP_016845748.1, XP_032457019.1	XP_035722530.1
OG0003309	XP_001600525.1	XP_035731693.1
OG0003311	XP_031778533.1, XP_032452624.1, XP_032452623.1, XP_032452620.1, XP_032452621.1	XP_035724561.1
OG0003312	XP_003425757.1, XP_008203965.1, XP_001606448.1	XP_035744115.1, XP_035744113.1, XP_035744114.1
OG0003313	XP_003426633.1	XP_035732310.1
OG0003314	XP_003426081.1	XP_035737276.1
OG0003315	XP_001605663.3	XP_035732121.1
OG0003316	XP_032452312.1	XP_035738863.1
OG0003317	XP_016842468.1, XP_001600535.1	XP_035727167.1
OG0003318	XP_031779959.1	XP_035732012.1
OG0003319	NP_001165797.1	XP_035733870.1
OG0003320	XP_001599074.2	XP_035743483.1, XP_035743482.1
OG0003321	XP_008216489.1, XP_003424030.1	XP_035741235.1, XP_035741236.1
OG0003322	XP_001604921.2	XP_035729026.1, XP_035729027.1
OG0003323	XP_001604434.2, XP_008211404.1	XP_035728786.1
OG0003324	XP_001599547.1	XP_035719720.1
OG0003325	XP_032452651.1, XP_003425169.1	XP_035718690.1
OG0003326	XP_032455973.1, NP_001127800.1	XP_035728527.1, XP_035728522.1
OG0003327	XP_001607631.1	XP_035723794.1
OG0003328	XP_001600626.2	XP_035736788.1
OG0003329	XP_003428199.1, XP_031786691.1	XP_035728919.1, XP_035731780.1
OG0003330	XP_016845882.1, XP_008203053.1	XP_035718836.1
OG0003331	XP_031782365.1, XP_031782347.1	XP_035731361.1
OG0003332	XP_001603724.1	XP_035729221.1, XP_035729220.1
OG0003333	XP_008212766.1, XP_008212765.1, XP_016837504.1	XP_035741779.1
OG0003334	XP_008215008.1	XP_035743484.1
OG0003335	XP_001607194.2	XP_035727168.1
OG0003336	XP_016843002.1	XP_035728871.1
OG0003337	NP_001166078.1	XP_035723562.1
OG0003339	XP_001606646.2	XP_035741663.1
OG0003340	XP_001607630.2	XP_035738602.1
OG0003341	XP_031785381.1	XP_035721880.1
OG0003342	XP_001607831.2	XP_035725102.1
OG0003343	XP_001605475.3	XP_035723889.1
OG0003344	NP_001123317.1, XP_032452220.1	XP_035725686.1
OG0003345	XP_001608055.1	XP_035718124.1
OG0003346	XP_031784752.1	XP_035731959.1
OG0003348	XP_016840535.1	XP_035721843.1
OG0003349	XP_008211064.3	XP_035732552.1, XP_035732553.1, XP_035732554.1
OG0003350	XP_001605023.1	XP_035727967.1
OG0003351	XP_008217410.1	XP_035724391.1
OG0003352	XP_031782364.1, XP_001604975.1	XP_035721624.1, XP_035721623.1, XP_035721625.1
OG0003353	XP_031783402.1	XP_035735740.1
OG0003355	XP_031786464.1	XP_035728055.1
OG0003356	XP_031777254.1	XP_035722726.1
OG0003357	XP_016840528.1	XP_035724204.1
OG0003358	XP_001604974.2	XP_035722483.1, XP_035722484.1
OG0003359	XP_031781617.1	XP_035724812.1
OG0003360	XP_008213719.1, XP_032453669.1, XP_008213720.1, XP_016839069.1, XP_032453668.1	XP_035728885.1
OG0003361	NP_001165865.1, XP_008207920.1	XP_035727479.1
OG0003362	XP_031787772.1	XP_035720015.1
OG0003363	XP_016844987.1, XP_016844988.1	XP_035720403.1
OG0003364	XP_001604620.1	XP_035740889.1
OG0003365	XP_008212795.1, XP_001607615.2	XP_035717297.1
OG0003366	XP_008208142.1	XP_035739617.1
OG0003367	XP_016841681.1	XP_035718967.1
OG0003368	XP_001608198.2	XP_035739305.1
OG0003369	XP_016840979.1	XP_035724767.1
OG0003370	NP_001153334.1, XP_031777498.1	XP_035717656.1
OG0003371	NP_001153446.1, NP_001153445.1, XP_008216731.1	XP_035736333.1
OG0003372	XP_031780932.1	XP_035726938.1
OG0003373	XP_031786772.1	XP_035722659.1
OG0003374	XP_032455255.1	XP_035720667.1
OG0003376	XP_001605382.1	XP_035722990.1
OG0003377	XP_031780716.1	XP_035738674.1
OG0003378	XP_032458173.1, XP_031785909.1	XP_035727593.1
OG0003379	XP_031786925.1	XP_035718219.1, XP_035718220.1, XP_035718218.1
OG0003380	XP_031781487.1	XP_035726937.1
OG0003381	XP_001605201.1, XP_008203868.1	XP_035741813.1, XP_035741814.1
OG0003382	XP_016841191.1	XP_035725909.1
OG0003383	XP_001600399.1	XP_035727252.1
OG0003385	XP_032454531.1, XP_001605068.2	XP_035736855.1
OG0003387	XP_001599757.1, XP_032458190.1, XP_003424837.1	XP_035722998.1
OG0003388	XP_003426564.1	XP_035718223.1, XP_035718221.1
OG0003389	XP_008213769.1	XP_035717111.1
OG0003390	XP_003426918.1	XP_035726519.1
OG0003391	XP_008202154.1, XP_008202153.1	XP_035729229.1
OG0003392	XP_016845870.1	XP_035732084.1, XP_035732086.1
OG0003393	XP_001605405.1	XP_035717916.1
OG0003394	XP_001606771.1, XP_031778844.1	XP_035738593.1, XP_035738595.1, XP_035738596.1, XP_035738594.1
OG0003395	XP_001604101.2	XP_035720392.1
OG0003396	XP_001607425.1	XP_035717748.1, XP_035717750.1, XP_035717749.1
OG0003398	XP_001607355.1	XP_035719951.1
OG0003399	XP_001601933.1	XP_035744144.1
OG0003400	XP_003424747.1, XP_032456842.1	XP_035739357.1
OG0003401	XP_001606651.2, XP_016845402.1	XP_035738196.1
OG0003402	XP_001599713.1	XP_035729389.1, XP_035729390.1
OG0003403	XP_001600431.1	XP_035738309.1
OG0003404	XP_031779080.1	XP_035730589.1
OG0003405	XP_008204009.1, XP_008204002.1	XP_035722368.1
OG0003406	XP_031786071.1, XP_031786069.1	XP_035729691.1, XP_035729689.1
OG0003407	XP_003425749.1	XP_035726440.1, XP_035726441.1
OG0003408	XP_003424314.1	XP_035731927.1
OG0003410	XP_031778589.1	XP_035725212.1
OG0003411	XP_031780505.1	XP_035743732.1
OG0003412	XP_001604278.2	XP_035719157.1
OG0003413	XP_001602662.1	XP_035720341.1, XP_035720342.1
OG0003414	XP_031781506.1	XP_035721820.1
OG0003416	XP_001601753.2	XP_035718744.1
OG0003417	XP_016839394.1, XP_016839393.2	XP_035733678.1
OG0003419	XP_008208739.1	XP_035721055.1
OG0003420	XP_001606185.1	XP_035717779.1
OG0003421	XP_031783183.1, XP_032453897.1, XP_001604630.2, XP_031783184.1	XP_035733630.1
OG0003422	XP_001606351.1	XP_035730649.1
OG0003424	XP_001603235.1	XP_035721506.1
OG0003425	XP_016840848.1, XP_031784522.1, XP_031784523.1	XP_035732435.1
OG0003426	XP_008214857.1	XP_035743362.1
OG0003427	XP_008211497.1, XP_008210070.1, XP_016843858.1, XP_016843857.1	XP_035730274.1
OG0003428	XP_032453976.1	XP_035719989.1
OG0003429	XP_016843938.1	XP_035723467.1
OG0003430	XP_032454860.1	XP_035724172.1, XP_035724163.1
OG0003431	XP_016837400.1, XP_031780764.1	XP_035733301.1
OG0003432	XP_003425676.1	XP_035725437.1
OG0003433	XP_003428173.1, XP_031786429.1, XP_031786428.1	XP_035741120.1, XP_035741121.1
OG0003434	XP_008202235.1	XP_035735513.1
OG0003435	XP_001603997.1	XP_035740650.1, XP_035725169.1
OG0003436	XP_008217342.2	XP_035727257.1
OG0003437	XP_032456914.1, XP_031787382.1	XP_035719949.1, XP_035719945.1, XP_035719957.1
OG0003438	XP_003426457.1	XP_035742845.1
OG0003439	XP_008215167.1	XP_035743413.1
OG0003441	XP_031783384.1, XP_031783382.1, XP_031783385.1	XP_035735648.1
OG0003442	XP_031786717.1, XP_008210116.1	XP_035739149.1, XP_035739233.1
OG0003444	XP_031778018.1	XP_035735680.1
OG0003445	XP_001603193.2, XP_031783259.1, XP_031783260.1, XP_032453916.1	XP_035724660.1
OG0003446	XP_016837091.1	XP_035725082.1
OG0003447	XP_003424583.1	XP_035744102.1
OG0003448	XP_008210748.1	XP_035720707.1, XP_035720709.1, XP_035720708.1
OG0003449	XP_031776669.1, XP_008216799.1	XP_035719816.1
OG0003450	XP_001600227.1	XP_035735266.1
OG0003451	XP_008210372.1	XP_035728590.1
OG0003452	XP_001604611.1	XP_035721502.1
OG0003453	XP_001600949.1	XP_035734224.1
OG0003454	NP_001153317.1	XP_035735593.1, XP_035735594.1
OG0003455	XP_001603352.1	XP_035722544.1
OG0003456	XP_001599918.1	XP_035720055.1, XP_035720058.1, XP_035720056.1, XP_035720060.1, XP_035720059.1
OG0003457	XP_031783417.1	XP_035738969.1
OG0003458	XP_001605099.3, XP_016843767.1	XP_035733700.1
OG0003459	XP_001606506.1	XP_035739605.1
OG0003460	NP_001177680.1, NP_001177681.1, NP_001177679.1	XP_035732966.1
OG0003461	XP_016841560.1	XP_035735651.1, XP_035735652.1, XP_035735655.1
OG0003463	XP_008217787.1	XP_035719502.1
OG0003464	XP_001599732.2	XP_035717463.1
OG0003465	XP_016842301.1, XP_008218131.1	XP_035730976.1, XP_035730988.1
OG0003466	XP_003423892.1	XP_035722097.1
OG0003467	XP_032454489.1, XP_008213509.1, XP_008213508.1	XP_035739108.1
OG0003468	XP_003424108.1	XP_035731548.1
OG0003469	XP_001606491.1, XP_008214817.1	XP_035732757.1
OG0003470	XP_031785314.1	XP_035718829.1
OG0003471	XP_001606370.1	XP_035724488.1
OG0003472	XP_008208020.1	XP_035718671.1
OG0003473	XP_001603735.1, XP_032456774.1	XP_035740031.1
OG0003474	XP_001604289.1	XP_035722625.1
OG0003475	XP_016836743.1	XP_035737256.1
OG0003476	XP_031787014.1	XP_035735088.1
OG0003477	XP_001606644.2	XP_035738717.1, XP_035738718.1
OG0003478	NP_001161245.1	XP_035723090.1
OG0003479	XP_016838281.1, XP_001608074.2	XP_035727087.1
OG0003480	XP_008213190.1	XP_035730689.1, XP_035730708.1
OG0003481	XP_001602033.3	XP_035738941.1, XP_035738952.1, XP_035738931.1, XP_035738961.1
OG0003482	XP_008206391.1	XP_035723792.1, XP_035723791.1
OG0003483	XP_001607208.1	XP_035724112.1
OG0003484	XP_031781718.1	XP_035720488.1
OG0003485	XP_001606752.1	XP_035719203.1
OG0003486	XP_031785060.1, XP_001601526.1	XP_035729809.1, XP_035729810.1, XP_035729808.1
OG0003487	XP_001601422.2, XP_008216833.1	XP_035717432.1
OG0003488	XP_032455534.1, XP_031785678.1	XP_035719078.1
OG0003489	XP_008207605.3	XP_035725986.1
OG0003490	XP_008213196.1, XP_008213197.1, XP_016844513.1	XP_035723257.1
OG0003491	XP_016845917.1	XP_035734012.1
OG0003492	XP_001603619.1	XP_035722321.1, XP_035722319.1
OG0003493	XP_008205208.1, XP_001602461.2	XP_035725217.1
OG0003494	XP_016845528.1	XP_035728926.1, XP_035728925.1
OG0003495	XP_008206040.1	XP_035739750.1
OG0003496	XP_001605585.1	XP_035727473.1
OG0003497	XP_016839365.1, XP_016839364.1	XP_035717989.1
OG0003498	XP_031784333.1, XP_032455716.1, XP_001601196.1	XP_035732560.1, XP_035732559.1, XP_035732561.1, XP_035732558.1
OG0003499	XP_008207430.1	XP_035737779.1, XP_035737771.1
OG0003500	XP_016845591.1	XP_035737356.1, XP_035737354.1, XP_035737355.1
OG0003501	XP_001601626.1	XP_035740613.1
OG0003502	XP_031782821.1	XP_035738145.1
OG0003503	XP_031778425.1	XP_035731958.1
OG0003504	XP_016840248.1	XP_035742148.1
OG0003506	XP_008203801.2	XP_035720775.1
OG0003507	NP_001128395.1	XP_035726875.1
OG0003508	XP_001607183.1	XP_035738765.1, XP_035738767.1, XP_035738766.1
OG0003510	XP_003423865.1	XP_035718282.1
OG0003511	NP_001153421.1, XP_031787438.1	XP_035741063.1
OG0003512	XP_001604407.2	XP_035720217.1
OG0003513	XP_031788089.1, XP_031788057.1	XP_035718942.1
OG0003514	XP_016845576.1	XP_035729687.1, XP_035729686.1
OG0003515	XP_031784403.1, XP_031784402.1	XP_035732586.1, XP_035732590.1
OG0003516	XP_001606215.1	XP_035732681.1, XP_035732683.1, XP_035732682.1
OG0003517	XP_031783413.1	XP_035738336.1
OG0003518	XP_031787356.1	XP_035718417.1
OG0003519	XP_031783548.1	XP_035734592.1
OG0003520	XP_016843257.1	XP_035743414.1
OG0003521	XP_008201792.1	XP_035734073.1
OG0003522	XP_001603530.1	XP_035732365.1
OG0003523	XP_008216446.1, XP_008216445.1, XP_032453319.1	XP_035742503.1
OG0003524	XP_031784246.1	XP_035722043.1
OG0003525	XP_031778520.1	XP_035720476.1, XP_035720475.1
OG0003526	XP_008202585.1	XP_035743557.1
OG0003527	XP_031783323.1	XP_035718095.1
OG0003528	XP_001604169.2	XP_035720996.1, XP_035720997.1, XP_035720994.1, XP_035720995.1
OG0003529	XP_001606994.1	XP_035743257.1
OG0003530	XP_016840860.1, XP_032454871.1	XP_035729917.1, XP_035729918.1, XP_035729916.1
OG0003532	XP_008208296.1	XP_035742315.1
OG0003533	XP_008206432.1	XP_035724094.1, XP_035723847.1
OG0003534	XP_032456323.1	XP_035736183.1
OG0003535	XP_001599298.1	XP_035737568.1
OG0003536	XP_032455043.1, XP_032455042.1, XP_031785690.1, XP_031785689.1	XP_035739524.1
OG0003537	XP_031780057.1	XP_035735664.1
OG0003538	XP_031784692.1, XP_008205604.1, XP_008205602.1, XP_001603565.1	XP_035732596.1, XP_035732595.1
OG0003539	XP_032456302.1, XP_008201811.1, XP_008201810.1	XP_035718047.1
OG0003541	XP_001605928.2	XP_035717964.1
OG0003542	XP_001604514.1	XP_035723678.1, XP_035723677.1, XP_035723676.1
OG0003543	XP_001606527.1	XP_035742292.1
OG0003544	XP_001601780.1, XP_003425099.1	XP_035728278.1
OG0003545	XP_016839924.1	XP_035719835.1
OG0003546	XP_016839621.2	XP_035736975.1
OG0003547	XP_016845143.1	XP_035730562.1
OG0003548	XP_016843603.1	XP_035732987.1
OG0003549	XP_032455347.1, XP_032455348.1, XP_001605383.2	XP_035738447.1
OG0003550	XP_008217705.1	XP_035732609.1
OG0003551	XP_008216441.1, XP_032453324.1, XP_032453323.1, XP_001603466.2	XP_035727353.1
OG0003552	XP_008213958.1	XP_035729972.1
OG0003553	XP_031788513.1	XP_035738616.1
OG0003554	XP_001604509.1	XP_035721413.1, XP_035721411.1, XP_035721412.1
OG0003555	XP_031780576.1, XP_031780577.1	XP_035734856.1, XP_035734860.1, XP_035734859.1, XP_035734857.1
OG0003556	XP_031789464.1	XP_035739412.1
OG0003557	XP_001606774.1	XP_035742101.1
OG0003558	NP_001139382.1	XP_035732785.1
OG0003559	XP_031787804.1	XP_035717241.1
OG0003560	XP_031780747.1	XP_035724341.1
OG0003561	XP_001608240.1	XP_035734788.1
OG0003562	XP_032457342.1, XP_031778246.1, XP_008210242.1, XP_008210240.1, XP_008210241.1, XP_032457343.1, XP_016843969.1	XP_035730958.1
OG0003563	XP_001601655.2, XP_016840163.2	XP_035737868.1, XP_035737862.1
OG0003564	XP_008217835.1, XP_031780762.1, XP_032452760.1, XP_032452759.1, XP_032452761.1	XP_035736469.1
OG0003565	XP_016837936.1	XP_035741019.1
OG0003566	XP_003425578.1	XP_035733197.1, XP_035733198.1
OG0003567	XP_016841642.1	XP_035719678.1, XP_035719677.1
OG0003568	XP_032456719.1	XP_035718635.1, XP_035718632.1
OG0003569	XP_031786908.1, XP_031786914.1	XP_035718458.1
OG0003570	XP_016842394.1	XP_035735335.1
OG0003571	XP_001606689.1	XP_035742635.1
OG0003572	XP_008209070.1, XP_008209071.1	XP_035736274.1
OG0003573	XP_016840689.1, XP_032455636.1	XP_035717792.1
OG0003574	XP_031779724.1	XP_035734451.1
OG0003575	XP_031778981.1, XP_003424038.1	XP_035729876.1
OG0003576	XP_001603566.1	XP_035734505.1
OG0003577	XP_008209435.1	XP_035740899.1
OG0003578	XP_001600721.1	XP_035741956.1
OG0003579	XP_032457733.1, XP_031782634.1	XP_035736814.1
OG0003580	XP_001601313.1	XP_035721139.1
OG0003581	XP_031783353.1	XP_035724089.1
OG0003582	XP_008204887.1	XP_035722593.1, XP_035722590.1
OG0003583	XP_001607092.1	XP_035737943.1, XP_035737942.1
OG0003584	XP_032453115.1	XP_035719058.1
OG0003585	XP_001605871.2	XP_035724190.1
OG0003587	XP_008206062.1	XP_035740442.1
OG0003588	XP_031785536.1	XP_035726162.1
OG0003589	XP_016845558.1	XP_035735323.1, XP_035735322.1
OG0003591	XP_001603446.1	XP_035729344.1
OG0003592	XP_016843466.1, XP_016843464.1	XP_035718908.1
OG0003593	XP_031786731.1	XP_035726199.1
OG0003595	XP_031784277.1	XP_035742839.1
OG0003596	XP_001601721.1, XP_032453867.1, XP_032453863.1	XP_035723065.1
OG0003597	XP_031781204.1, XP_031781209.1	XP_035734533.1
OG0003598	XP_031787334.1	XP_035729133.1
OG0003599	XP_031786415.1	XP_035742048.1
OG0003600	XP_008213320.2	XP_035735316.1
OG0003601	XP_001599843.1	XP_035740299.1
OG0003602	XP_001604641.1, XP_008211414.1	XP_035736266.1
OG0003603	XP_001604062.2	XP_035723696.1, XP_035726673.1
OG0003604	XP_016842123.1	XP_035719057.1
OG0003605	XP_016841953.1	XP_035740947.1
OG0003606	XP_001601675.1	XP_035717568.1
OG0003607	XP_008210721.1	XP_035721862.1, XP_035721863.1
OG0003608	XP_016838050.1, XP_008204324.1	XP_035731593.1
OG0003609	XP_032456540.1	XP_035737104.1
OG0003610	XP_003424119.1	XP_035723787.1
OG0003611	XP_031783754.1	XP_035723396.1
OG0003612	XP_016845369.1	XP_035731103.1, XP_035731102.1
OG0003613	XP_031778710.1	XP_035742709.1
OG0003614	NP_001161704.1, XP_032457098.1	XP_035725582.1
OG0003615	XP_016840844.1, XP_031785639.1	XP_035724749.1
OG0003618	XP_003425529.1	XP_035728156.1
OG0003619	XP_008214801.1, XP_032455207.1	XP_035725507.1
OG0003620	XP_008203192.1	XP_035727757.1
OG0003622	XP_031776921.1	XP_035727791.1, XP_035727792.1
OG0003623	XP_008213341.1	XP_035726128.1
OG0003624	XP_001602789.1	XP_035730249.1
OG0003625	XP_008210437.1	XP_035741765.1
OG0003626	XP_031787526.1	XP_035734107.1
OG0003627	XP_008211772.1	XP_035735634.1, XP_035735635.1
OG0003628	XP_031777623.1	XP_035742363.1
OG0003629	XP_031788231.1	XP_035736010.1
OG0003630	XP_031788005.1, XP_031788013.1	XP_035743900.1
OG0003631	XP_003426793.1, XP_001602782.2	XP_035721186.1, XP_035721194.1
OG0003632	XP_016842903.1	XP_035728479.1
OG0003633	XP_008204988.2	XP_035730943.1, XP_035730944.1
OG0003634	XP_031788053.1	XP_035743875.1
OG0003635	XP_008204408.2	XP_035717783.1
OG0003637	XP_031782351.1, XP_016838743.1	XP_035737409.1
OG0003638	XP_016842838.1	XP_035744072.1
OG0003639	XP_016843917.1	XP_035740130.1
OG0003640	XP_031787767.1	XP_035718345.1
OG0003641	XP_016841041.1	XP_035741082.1
OG0003642	XP_008212870.1	XP_035742421.1
OG0003643	XP_016840304.1, NP_001135424.1	XP_035733118.1
OG0003644	XP_001601110.2, XP_031786979.1	XP_035735602.1
OG0003645	XP_031777257.1	XP_035727181.1, XP_035727184.1
OG0003646	XP_016836730.1, XP_016836726.1, XP_032452107.1	XP_035734040.1
OG0003647	XP_008209641.3	XP_035730333.1
OG0003648	XP_008203431.1	XP_035731944.1, XP_035731946.1
OG0003649	XP_031783195.1, XP_001604943.1	XP_035731682.1
OG0003650	XP_032453400.1	XP_035739885.1
OG0003651	XP_008214830.1	XP_035732853.1, XP_035732850.1
OG0003652	XP_016839387.1, XP_031778113.1, XP_031778114.1	XP_035737188.1, XP_035737185.1, XP_035737184.1
OG0003653	XP_001605902.2	XP_035718461.1
OG0003654	XP_016840172.2	XP_035737719.1
OG0003656	XP_001602711.2, XP_008216883.1, XP_032456016.1	XP_035730032.1
OG0003657	XP_008205248.1	XP_035731843.1
OG0003658	XP_001600147.1	XP_035723194.1
OG0003660	XP_031779510.1, XP_031787052.1, XP_001602043.2, XP_008206276.1, XP_031784909.1	XP_035740601.1, XP_035740589.1, XP_035740591.1
OG0003661	XP_001604239.2	XP_035731876.1
OG0003662	XP_001608011.2	XP_035719007.1, XP_035719001.1
OG0003663	XP_031789477.1	XP_035718473.1
OG0003664	XP_016837856.1, XP_001604982.1, XP_008217715.1, XP_032452962.1	XP_035727421.1, XP_035727434.1
OG0003665	XP_008203602.2	XP_035727599.1, XP_035727600.1, XP_035727598.1
OG0003666	XP_008205795.1	XP_035726279.1
OG0003667	XP_031778837.1	XP_035736229.1
OG0003669	XP_032457043.1, XP_031788778.1, XP_031788779.1, XP_032457044.1, XP_032457042.1	XP_035739111.1
OG0003671	XP_031778505.1, XP_032452920.1, XP_031778506.1	XP_035741291.1, XP_035741290.1
OG0003672	XP_032455606.1	XP_035726739.1, XP_035726740.1
OG0003673	XP_001601371.1, XP_008203420.1	XP_035741432.1
OG0003674	XP_031784852.1	XP_035743211.1, XP_035743212.1, XP_035743213.1
OG0003675	XP_001604405.1	XP_035725489.1, XP_035722541.1
OG0003676	XP_001603136.1, XP_008208967.1	XP_035719745.1
OG0003677	XP_008211629.1, XP_031784461.1	XP_035734367.1, XP_035734362.1, XP_035734365.1, XP_035734364.1, XP_035734363.1
OG0003678	XP_031786381.1, XP_031783458.1	XP_035732466.1
OG0003680	XP_016837989.1	XP_035742894.1
OG0003681	XP_016839265.1, XP_016839264.1	XP_035717332.1
OG0003682	XP_008208529.1, XP_031786616.1, XP_008208528.1, XP_001602138.1	XP_035742902.1
OG0003683	XP_001606052.2	XP_035743102.1
OG0003684	XP_003425585.1	XP_035730815.1
OG0003685	XP_003425569.1, NP_001154990.1, XP_031777739.1, NP_001155026.1	XP_035743277.1
OG0003686	XP_008204829.1	XP_035734872.1
OG0003687	XP_016839408.1, XP_016839409.1	XP_035720043.1
OG0003688	XP_031787393.1	XP_035737162.1, XP_035737166.1
OG0003689	XP_008213355.1	XP_035734650.1
OG0003690	XP_003428224.1	XP_035734199.1, XP_035734198.1
OG0003691	XP_031781795.1, XP_031781797.1	XP_035740341.1
OG0003692	XP_001602329.2	XP_035721136.1
OG0003693	XP_003423944.1	XP_035718332.1, XP_035718342.1, XP_035718323.1, XP_035718352.1
OG0003694	XP_031783708.1	XP_035719391.1, XP_035719386.1
OG0003696	XP_031782205.1	XP_035742008.1
OG0003697	XP_031783522.1	XP_035727727.1
OG0003698	XP_001603871.2, XP_032453161.1	XP_035739429.1
OG0003699	XP_003424820.1	XP_035739600.1, XP_035739599.1, XP_035739602.1, XP_035739601.1, XP_035739598.1
OG0003700	XP_032456747.1, XP_016841261.1	XP_035742621.1, XP_035742618.1, XP_035742617.1, XP_035742620.1, XP_035742619.1
OG0003701	XP_016842227.1, XP_016842226.1	XP_035717823.1, XP_035717830.1
OG0003703	XP_016845443.1, XP_032455191.1, XP_032455192.1	XP_035736823.1
OG0003704	XP_031778984.1, XP_031778986.1	XP_035725262.1
OG0003706	XP_031780243.1, XP_001601519.3	XP_035717923.1, XP_035717918.1
OG0003709	XP_008215767.1	XP_035721107.1
OG0003710	XP_008212787.1, XP_001608006.1	XP_035721209.1
OG0003711	NP_001177967.1, XP_031783900.1	XP_035731824.1, XP_035731823.1, XP_035731825.1
OG0003712	XP_032455349.1, XP_001607606.1	XP_035717220.1
OG0003713	XP_032453328.1	XP_035742730.1
OG0003714	XP_008213292.1, NP_001154933.1	XP_035728137.1
OG0003715	XP_008210922.1	XP_035723504.1
OG0003716	XP_031787570.1, XP_031787573.1	XP_035740419.1
OG0003717	XP_016839650.1	XP_035723180.1
