Orthogroup	Nasonia_vitripennis	Habropoda_laboriosa
OG0003755	XP_001605487.1	XP_017789730.1
OG0003756	XP_001601418.1	XP_017788662.1
OG0003757	XP_032456308.1	XP_017794789.1
OG0003758	XP_031783741.1	XP_017798060.1
OG0003759	XP_001600819.1	XP_017787698.1
OG0003760	XP_001601236.1	XP_017791717.1
OG0003761	XP_001601009.1, XP_003427438.1, XP_032456977.1	XP_017787818.1
OG0003762	XP_031788281.1	XP_017788152.1
OG0003763	XP_003426274.1, XP_001602965.1, XP_008206041.1	XP_017796577.1
OG0003764	XP_016837609.1, XP_001604540.1	XP_017791510.1
OG0003765	XP_001604071.1	XP_017794994.1
OG0003766	XP_016839508.1, XP_032454577.1	XP_017788400.1
OG0003767	XP_031778143.1	XP_017795243.1
OG0003768	XP_001604061.2	XP_017795219.1
OG0003769	XP_001607961.1	XP_017795480.1
OG0003770	XP_031783415.1	XP_017791253.1
OG0003771	XP_031780016.1, XP_008209166.1	XP_017791074.1
OG0003772	XP_031780634.1	XP_017790627.1
OG0003773	NP_001123227.2, XP_032452231.1	XP_017794920.1
OG0003774	XP_008206451.1	XP_017788979.1
OG0003776	XP_016842149.1, NP_001122572.1	XP_017794826.1
OG0003777	XP_001604266.2	XP_017797311.1
OG0003778	XP_008213457.1	XP_017799243.1
OG0003779	NP_001193394.1	XP_017788375.1
OG0003780	XP_001601189.1	XP_017797748.1
OG0003781	XP_031777711.1	XP_017788291.1
OG0003782	NP_001165798.1, XP_031776863.1	XP_017790588.1
OG0003783	XP_003424590.1	XP_017792942.1
OG0003784	XP_031784916.1, XP_031784915.1	XP_017788996.1
OG0003785	XP_001601340.1	XP_017791504.1
OG0003786	XP_016840948.1	XP_017791238.1
OG0003787	XP_031787275.1, XP_031787276.1, XP_001600639.1	XP_017794393.1
OG0003788	XP_001607821.1	XP_017794912.1
OG0003789	XP_001601517.1	XP_017788137.1
OG0003790	XP_001603914.1	XP_017798963.1
OG0003791	XP_008213933.1	XP_017793520.1, XP_017797451.1
OG0003792	XP_001605413.2	XP_017797502.1
OG0003793	XP_001602925.1	XP_017799239.1
OG0003794	NP_001153353.1	XP_017795442.1
OG0003795	XP_032456539.1	XP_017791782.1
OG0003796	XP_031783809.1	XP_017791127.1
OG0003797	XP_001602197.2	XP_017793713.1
OG0003798	XP_031783017.1	XP_017788679.1
OG0003799	XP_032457711.1, XP_003424698.1	XP_017796146.1
OG0003800	XP_032452282.1, XP_032452283.1	XP_017797763.1
OG0003801	XP_001599319.1	XP_017787603.1
OG0003802	XP_001604230.2	XP_017789714.1
OG0003803	XP_031788140.1	XP_017797906.1
OG0003804	XP_003426743.1	XP_017798658.1, XP_017798666.1
OG0003805	XP_001607288.1	XP_017789733.1
OG0003806	XP_032456718.1, XP_032456720.1	XP_017787475.1
OG0003807	XP_031778623.1, XP_008216419.1	XP_017798729.1
OG0003808	XP_001606160.1	XP_017792447.1
OG0003809	XP_001607792.1, XP_001606291.2	XP_017787759.1
OG0003810	XP_001604861.1	XP_017797890.1
OG0003811	XP_008207078.1	XP_017795712.1
OG0003812	XP_031783154.1	XP_017788997.1
OG0003813	XP_001606928.1	XP_017789455.1
OG0003814	XP_016841804.1	XP_017798569.1
OG0003815	XP_001602322.2	XP_017793029.1
OG0003816	XP_003428128.1	XP_017793111.1
OG0003817	XP_008214103.1, XP_008214102.1, XP_008214101.1	XP_017793113.1
OG0003818	XP_008206442.3	XP_017792786.1
OG0003819	XP_032454738.1, XP_032454739.1, XP_031786274.1, XP_031786275.1	XP_017787367.1
OG0003820	XP_031787655.1	XP_017792962.1
OG0003821	XP_001601553.2	XP_017788919.1
OG0003823	XP_031778983.1	XP_017797587.1
OG0003824	NP_001153434.1	XP_017799079.1
OG0003826	XP_032451675.1	XP_017798975.1
OG0003827	XP_016841753.1	XP_017787645.1
OG0003828	NP_001153329.1, XP_008211060.1	XP_017787798.1
OG0003829	XP_032456794.1, XP_032456795.1, XP_032456793.1	XP_017790443.1
OG0003830	XP_016837820.1	XP_017790898.1
OG0003831	XP_031779324.1	XP_017798688.1
OG0003832	XP_031778420.1	XP_017797404.1
OG0003833	XP_001600494.1	XP_017794943.1
OG0003834	XP_008212721.1	XP_017796156.1
OG0003835	XP_001599351.1, XP_032454859.1	XP_017788605.1
OG0003836	XP_032456101.1, XP_032457055.1	XP_017798004.1
OG0003837	XP_008214220.1	XP_017797170.1
OG0003838	XP_001606444.1	XP_017789343.1
OG0003839	XP_003423935.1	XP_017794072.1, XP_017794071.1
OG0003840	XP_003427139.1	XP_017798020.1
OG0003841	XP_003425269.1	XP_017790530.1
OG0003842	XP_016844354.1	XP_017791393.1
OG0003843	XP_031787780.1, XP_032456469.1	XP_017789874.1
OG0003844	XP_008202890.1	XP_017789301.1
OG0003845	XP_001601725.1	XP_017789344.1
OG0003846	XP_001607390.1, XP_003424105.1	XP_017788075.1
OG0003847	XP_008212895.1	XP_017792529.1
OG0003848	XP_001604309.1	XP_017790684.1
OG0003849	XP_008207753.1, XP_016839440.1	XP_017788820.1
OG0003850	XP_031777197.1	XP_017790625.1
OG0003851	XP_001599033.2	XP_017791310.1
OG0003852	XP_031781569.1	XP_017797386.1
OG0003853	XP_016845278.2	XP_017788867.1
OG0003854	XP_031778526.1	XP_017787567.1
OG0003855	NP_001177677.1, XP_016836656.1	XP_017799560.1
OG0003856	XP_001604291.1	XP_017794796.1
OG0003857	XP_032457012.1, XP_016845745.1	XP_017793820.1
OG0003858	XP_031788464.1	XP_017796436.1
OG0003859	XP_008206455.1, XP_031783403.1	XP_017789165.1
OG0003860	XP_001607032.1	XP_017790578.1
OG0003861	XP_031785665.1, XP_016840333.2	XP_017794531.1
OG0003862	XP_031783263.1	XP_017794864.1
OG0003863	XP_008207066.1	XP_017793871.1
OG0003864	XP_001605947.2	XP_017789127.1
OG0003865	XP_008218032.1, XP_032457861.1, XP_032457859.1, XP_032457860.1	XP_017791840.1
OG0003866	XP_001600555.1	XP_017795927.1
OG0003867	XP_001605238.1	XP_017795800.1, XP_017795799.1
OG0003868	XP_003425216.1, XP_003425540.1	XP_017791861.1
OG0003869	XP_031781068.1	XP_017797856.1
OG0003870	NP_001153419.1	XP_017796443.1
OG0003871	NP_001153375.1, XP_031784172.1	XP_017791945.1
OG0003872	XP_016837907.1	XP_017791218.1
OG0003873	XP_016841745.1	XP_017787673.1, XP_017787670.1
OG0003874	XP_016840546.1	XP_017790630.1
OG0003875	XP_008211218.1	XP_017790123.1
OG0003876	XP_001604896.4	XP_017797490.1
OG0003877	XP_001601710.2	XP_017788845.1
OG0003878	XP_008208477.1	XP_017793362.1
OG0003879	NP_001161325.1	XP_017799521.1
OG0003880	XP_031780717.1	XP_017791677.1
OG0003882	XP_008212464.1	XP_017789334.1
OG0003883	XP_001605850.1	XP_017787474.1
OG0003884	XP_016845791.1	XP_017796006.1
OG0003885	XP_001605890.1	XP_017791986.1
OG0003886	XP_032456603.1, XP_032456602.1, XP_001606725.1	XP_017798980.1
OG0003887	XP_001602715.1, XP_016838598.1	XP_017788107.1
OG0003888	XP_016842445.2	XP_017787887.1
OG0003889	XP_001605301.2	XP_017789336.1
OG0003890	XP_016844583.1, XP_031777735.1	XP_017791758.1
OG0003891	XP_016843213.1	XP_017796313.1
OG0003892	XP_008217952.1	XP_017798650.1
OG0003893	XP_001601138.1	XP_017787583.1
OG0003894	XP_003425380.1	XP_017793883.1
OG0003895	XP_008212061.1, XP_031779657.1	XP_017797558.1
OG0003896	XP_001604737.1	XP_017790075.1
OG0003897	XP_008210220.1, XP_001603720.2	XP_017793611.1, XP_017793607.1
OG0003898	XP_001599188.1	XP_017795508.1
OG0003899	XP_016843711.1	XP_017794740.1, XP_017794739.1, XP_017794741.1
OG0003900	XP_001608210.1	XP_017789981.1
OG0003901	XP_031785207.1	XP_017799214.1
OG0003902	XP_008215722.2	XP_017795007.1
OG0003903	XP_031784198.1	XP_017788536.1
OG0003904	XP_031779362.1	XP_017788484.1, XP_017795075.1
OG0003905	XP_008204558.1	XP_017795535.1
OG0003906	XP_001602761.1	XP_017798192.1
OG0003908	XP_031780857.1	XP_017789107.1
OG0003909	NP_001135810.2	XP_017798003.1
OG0003910	XP_008203776.1	XP_017792577.1
OG0003911	XP_001604067.1	XP_017798545.1
OG0003912	XP_032457402.1, NP_001136343.1	XP_017787459.1
OG0003913	XP_016840536.1	XP_017790669.1
OG0003914	XP_001603457.2	XP_017787920.1
OG0003915	XP_008212677.1, XP_008212678.1, XP_032452641.1	XP_017795657.1
OG0003916	XP_016838984.1	XP_017794563.1
OG0003917	XP_016840883.2, XP_031784364.1	XP_017790152.1
OG0003918	XP_001602680.2, XP_001606357.1	XP_017789051.1
OG0003919	XP_031788772.1, XP_031788774.1	XP_017791666.1
OG0003920	XP_031784392.1	XP_017791443.1
OG0003921	XP_001603787.2	XP_017797196.1
OG0003922	XP_031783835.1	XP_017794815.1
OG0003923	XP_001607684.1	XP_017797915.1
OG0003924	XP_001603527.1, XP_032455503.1	XP_017795517.1
OG0003925	XP_032453859.1, XP_016839114.1	XP_017788524.1
OG0003926	XP_016844808.1	XP_017792436.1
OG0003927	XP_001607778.2	XP_017795773.1
OG0003928	XP_031788167.1	XP_017795385.1
OG0003929	XP_001599684.2	XP_017797396.1
OG0003930	NP_001180379.1, XP_031783895.1	XP_017793881.1
OG0003931	XP_031781591.2	XP_017789129.1
OG0003932	XP_032456563.1	XP_017795132.1
OG0003933	XP_001604026.2	XP_017797499.1
OG0003934	XP_001602366.1	XP_017793251.1
OG0003935	XP_001599933.1	XP_017790351.1
OG0003936	NP_001166022.1	XP_017789793.1
OG0003937	XP_001603810.1	XP_017797898.1
OG0003939	XP_031784091.1	XP_017796942.1
OG0003941	XP_001604659.1	XP_017796607.1
OG0003942	XP_031788299.1, XP_008201939.1	XP_017796398.1
OG0003943	XP_031778150.1, XP_001607178.1	XP_017792141.1
OG0003944	XP_016842708.1	XP_017792080.1
OG0003945	XP_001607235.2	XP_017789622.1
OG0003946	XP_001604515.2	XP_017794638.1
OG0003947	XP_031784475.1, XP_001606959.2	XP_017789937.1
OG0003948	XP_008205358.1, XP_001599525.2	XP_017793234.1
OG0003951	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1	XP_017787442.1
OG0003952	XP_008213699.1	XP_017793307.1
OG0003953	XP_016842398.1	XP_017797983.1
OG0003954	XP_031782232.1	XP_017790320.1
OG0003955	XP_032457608.1, XP_001600211.1, XP_008207745.1, XP_016839465.1, XP_008207746.1	XP_017795053.1
OG0003956	XP_001603275.1	XP_017797179.1
OG0003957	XP_032456178.1, XP_008207103.1	XP_017788777.1
OG0003958	XP_016841676.1, XP_001605089.1, XP_008203492.1	XP_017796650.1
OG0003959	XP_031789102.1	XP_017792028.1
OG0003960	XP_016840614.1	XP_017795057.1
OG0003961	XP_031777021.1, XP_001602871.1	XP_017791138.1
OG0003962	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1	XP_017790501.1
OG0003963	XP_001599604.1, XP_032455082.1, XP_008204468.1	XP_017790658.1
OG0003964	XP_031789582.1	XP_017791467.1
OG0003965	XP_001600405.1	XP_017794243.1
OG0003966	XP_008215949.1, XP_032456976.1	XP_017794854.1
OG0003967	NP_001180248.1, XP_031789176.1	XP_017788683.1
OG0003968	XP_031780651.1	XP_017790794.1
OG0003969	XP_003424109.1	XP_017796360.1
OG0003970	XP_008215765.1	XP_017795207.1
OG0003971	XP_016841853.1	XP_017788859.1
OG0003972	XP_001607161.1, XP_032455796.1	XP_017790701.1
OG0003973	XP_016839124.1	XP_017790383.1
OG0003974	XP_001606425.1	XP_017797548.1
OG0003975	XP_016838144.1, XP_008209983.1	XP_017789658.1
OG0003976	XP_008209822.1	XP_017788647.1
OG0003977	XP_003424644.1	XP_017790532.1
OG0003978	XP_008217446.1, XP_008217449.1	XP_017791389.1
OG0003979	XP_016839158.1	XP_017790635.1
OG0003980	XP_016841684.1	XP_017793013.1
OG0003981	XP_001605378.1	XP_017796628.1
OG0003982	XP_001604665.2	XP_017790273.1
OG0003983	XP_016840341.1	XP_017791651.1
OG0003984	XP_016838680.1	XP_017792742.1
OG0003985	XP_016843789.1	XP_017791619.1
OG0003986	XP_008212807.1	XP_017790934.1
OG0003988	XP_016840638.1	XP_017795998.1
OG0003989	XP_001600219.1	XP_017791304.1
OG0003990	XP_001600651.4	XP_017796842.1
OG0003991	XP_031781825.1	XP_017789766.1
OG0003992	XP_008216868.1, XP_008216869.1, XP_001602448.1, XP_016844722.1	XP_017798023.1
OG0003993	XP_003427563.1	XP_017793286.1
OG0003994	XP_001606587.2	XP_017796126.1
OG0003995	XP_008202579.1, XP_031782684.1	XP_017789448.1
OG0003996	XP_001599706.1	XP_017790659.1
OG0003997	XP_031787536.1	XP_017792008.1
OG0003998	XP_032457456.1, XP_032457455.1, XP_031781081.1, XP_031781080.1	XP_017797908.1
OG0003999	XP_031784818.1	XP_017791327.1
OG0004000	XP_008208849.1, XP_008208852.1	XP_017788398.1
OG0004002	XP_031780754.1	XP_017789711.1
OG0004003	XP_031778320.1, NP_001128398.1	XP_017797147.1, XP_017789312.1
OG0004004	XP_001605965.2	XP_017790549.1
OG0004006	XP_016841690.1	XP_017788949.1, XP_017788734.1
OG0004007	XP_031778245.1, XP_008210238.1, XP_008210237.1, XP_008210236.1, XP_016843974.1, XP_016843973.1	XP_017798965.1
OG0004008	XP_001599343.1	XP_017787360.1
OG0004009	XP_008214625.2	XP_017787838.1
OG0004010	XP_001604761.1, XP_031787377.1	XP_017792931.1
OG0004011	NP_001128397.1	XP_017791895.1
OG0004013	NP_001123322.2	XP_017787781.1
OG0004014	XP_001604608.1	XP_017787526.1
OG0004016	XP_016840201.1	XP_017793296.1
OG0004018	NP_001153352.1	XP_017793375.1
OG0004019	XP_003428211.1	XP_017795567.1
OG0004020	XP_008205783.1, XP_008205780.1, XP_031787117.1, XP_003424813.1	XP_017794385.1
OG0004021	XP_031788201.1	XP_017790907.1
OG0004022	XP_001602536.2	XP_017791746.1
OG0004023	XP_016840458.1, XP_008211879.1	XP_017794621.1
OG0004024	XP_008215963.3	XP_017787870.1
OG0004025	XP_031780797.1	XP_017798450.1
OG0004026	XP_031785462.1	XP_017796786.1, XP_017793780.1
OG0004027	XP_031788090.1	XP_017796859.1
OG0004028	XP_008208581.2	XP_017789939.1
OG0004029	XP_008203443.1	XP_017794896.1, XP_017792769.1
OG0004030	XP_001605416.2	XP_017797728.1
OG0004031	NP_001127865.1, XP_008215058.1	XP_017795977.1
OG0004032	XP_031789438.1	XP_017799055.1
OG0004033	XP_031778770.1	XP_017789365.1
OG0004034	XP_008202984.2	XP_017797790.1
OG0004035	XP_031777383.1	XP_017794009.1, XP_017794008.1, XP_017794005.1, XP_017794007.1, XP_017794010.1
OG0004036	NP_001154941.1	XP_017790559.1
OG0004037	XP_031782562.1, XP_003425729.1, XP_032453962.1	XP_017791010.1
OG0004038	NP_001177683.1	XP_017791257.1, XP_017791256.1
OG0004040	XP_001603862.2	XP_017787723.1
OG0004041	XP_016845251.2	XP_017797680.1
OG0004042	XP_001604213.2	XP_017797986.1
OG0004043	XP_008206874.1	XP_017790582.1
OG0004044	XP_016838165.1	XP_017797215.1
OG0004045	XP_016836951.1, XP_001606356.3	XP_017787357.1
OG0004046	XP_001603173.2	XP_017789021.1
OG0004047	XP_001600592.2	XP_017789163.1
OG0004048	XP_031777304.1, NP_001177864.1	XP_017789695.1
OG0004049	XP_032452297.1	XP_017788051.1
OG0004050	XP_001603020.2	XP_017794825.1
OG0004051	XP_001608249.1	XP_017798241.1
OG0004052	XP_016845489.1	XP_017796666.1
OG0004053	XP_031778546.1, XP_031778544.1	XP_017792574.1
OG0004054	XP_031784005.1, XP_031784006.1	XP_017794880.1
OG0004055	XP_032455789.1, XP_032455787.1, XP_032455788.1, XP_008211600.1	XP_017789537.1
OG0004056	XP_001603552.2, XP_008204855.1	XP_017790728.1
OG0004058	XP_001606271.1	XP_017796653.1
OG0004059	XP_031785059.1	XP_017794559.1
OG0004060	XP_031785744.1	XP_017791932.1
OG0004061	XP_031787694.1	XP_017795766.1
OG0004062	XP_016841399.2	XP_017794127.1
OG0004064	XP_008216636.1, XP_031783348.1	XP_017790498.1
OG0004065	XP_001606507.1	XP_017793919.1
OG0004067	XP_008211366.1, XP_008211367.1	XP_017796967.1
OG0004068	XP_008203406.1	XP_017793000.1
OG0004069	NP_001128396.1	XP_017792780.1
OG0004070	XP_001601722.2	XP_017792645.1
OG0004071	XP_008217957.1	XP_017797701.1
OG0004072	XP_008203027.1	XP_017797816.1
OG0004074	XP_031782575.1, XP_032453973.1, XP_032453971.1, XP_032453974.1, XP_032453972.1	XP_017788336.1
OG0004075	XP_001604692.2	XP_017798784.1
OG0004076	XP_001604296.2	XP_017793456.1
OG0004077	XP_001601474.2	XP_017793525.1
OG0004078	XP_032451739.1, XP_031780405.1	XP_017794813.1
OG0004079	XP_008206303.2	XP_017790442.1
OG0004080	XP_016838810.1, NP_001135927.1	XP_017788410.1
OG0004082	XP_016842419.1, XP_016842427.1	XP_017794986.1
OG0004083	XP_031781602.1	XP_017797784.1
OG0004084	XP_001606474.1	XP_017795893.1
OG0004085	XP_031780572.1	XP_017793958.1
OG0004086	XP_003424817.2	XP_017796600.1
OG0004087	XP_008208483.1	XP_017790703.1
OG0004088	XP_003424439.1	XP_017796853.1
OG0004089	XP_031788431.1	XP_017795757.1, XP_017796106.1
OG0004090	XP_001600099.2	XP_017789932.1
OG0004091	XP_001605789.2	XP_017797831.1, XP_017797832.1
OG0004092	XP_001605784.1	XP_017798710.1
OG0004093	XP_031788454.1	XP_017792992.1
OG0004094	XP_016845931.1	XP_017794240.1
OG0004095	XP_031788697.1	XP_017799180.1
OG0004096	XP_031787923.1	XP_017794472.1
OG0004097	XP_016843925.1	XP_017792361.1
OG0004098	XP_008204870.1	XP_017798143.1
OG0004099	XP_008205252.1, XP_032453918.1, XP_008205254.1	XP_017797181.1
OG0004101	XP_008208094.1	XP_017793188.1
OG0004102	XP_031778512.1	XP_017791743.1
OG0004103	XP_031778279.1	XP_017794097.1
OG0004104	NP_001161331.1	XP_017797516.1
OG0004106	XP_031782439.1	XP_017790367.1
OG0004107	XP_032457457.1, XP_016837563.1	XP_017799242.1
OG0004110	XP_008211643.1	XP_017793593.1
OG0004111	XP_008213931.1	XP_017797512.1, XP_017797513.1, XP_017797514.1
OG0004112	XP_031778438.1	XP_017790242.1
OG0004113	XP_001607422.1	XP_017796552.1
OG0004114	XP_001605199.1	XP_017793906.1
OG0004116	XP_003427220.1	XP_017797700.1
OG0004119	XP_008206880.1	XP_017790395.1
OG0004120	XP_008206649.1, XP_016840794.1	XP_017793682.1
OG0004122	XP_032452805.1	XP_017795299.1
OG0004123	XP_016841709.1	XP_017794539.1
OG0004124	XP_031787946.1	XP_017794308.1
OG0004125	XP_008213676.1, XP_032453675.1, XP_008213675.1	XP_017790326.1
OG0004126	XP_016840014.1	XP_017797151.1, XP_017798536.1
OG0004127	XP_016844205.1	XP_017792023.1
OG0004128	XP_032452038.1	XP_017790508.1
OG0004129	XP_008215324.1	XP_017794034.1
OG0004131	XP_016836927.1	XP_017787362.1
OG0004132	XP_008211679.1	XP_017793645.1
OG0004133	XP_008210128.1	XP_017795580.1
OG0004135	XP_001600181.2	XP_017792053.1
OG0004137	XP_003426654.1	XP_017791865.1
OG0004138	XP_032452114.1, XP_031776739.2, XP_031776738.1	XP_017794202.1
OG0004139	XP_008210790.1, XP_016844125.1, XP_016844127.1, XP_031786571.1, XP_016844126.1	XP_017797800.1
OG0004140	XP_032453602.1, NP_001161451.1	XP_017799280.1
OG0004141	XP_003426328.1	XP_017794885.1
OG0004142	XP_031778046.1	XP_017796537.1
OG0004143	XP_031784809.1	XP_017789290.1
OG0004144	XP_001602781.1	XP_017797172.1
OG0004145	XP_016837587.3	XP_017790707.1
OG0004146	XP_008206898.1	XP_017791610.1
OG0004147	XP_001605981.2	XP_017797933.1
OG0004148	XP_016840267.1	XP_017792970.1
OG0004149	XP_016843556.1	XP_017789538.1
OG0004150	NP_001153358.1, XP_031779936.1	XP_017789576.1
OG0004151	XP_001604522.2	XP_017790228.1
OG0004153	XP_032455777.1	XP_017790645.1
OG0004155	XP_001605287.1	XP_017788557.1
OG0004156	XP_008207216.1, XP_008207215.1, XP_003426679.1	XP_017795889.1, XP_017795888.1
OG0004157	XP_008212514.1	XP_017789302.1
OG0004158	XP_016845282.1, XP_008214878.1, XP_031786531.1	XP_017789961.1
OG0004160	XP_031784923.1	XP_017789542.1
OG0004161	XP_016841504.1, XP_003426623.2	XP_017795723.1
OG0004162	XP_031779238.1	XP_017790237.1
OG0004163	XP_001607004.3	XP_017796392.1
OG0004164	XP_031777702.1	XP_017792518.1
OG0004166	XP_003424069.1	XP_017789510.1
OG0004167	XP_031788104.1	XP_017797865.1
OG0004168	XP_032457480.1, XP_016842913.1, XP_016842911.1, XP_001599364.2	XP_017788879.1
OG0004169	XP_001602491.2	XP_017789121.1
OG0004170	XP_008202160.1	XP_017790014.1
OG0004171	XP_001602244.1	XP_017789346.1
OG0004172	XP_016840931.1	XP_017796025.1
OG0004173	XP_001600998.4	XP_017787792.1
OG0004174	XP_031785454.1	XP_017788547.1
OG0004175	XP_032454099.1, XP_001605514.1	XP_017787882.1
OG0004177	NP_001123296.1, XP_008212386.1	XP_017789450.1
OG0004178	XP_031779309.1	XP_017790321.1, XP_017790306.1
OG0004179	XP_016845572.1	XP_017794720.1
OG0004180	XP_031778197.1	XP_017795978.1
OG0004181	XP_001601897.1	XP_017795258.1
OG0004182	XP_016843920.1	XP_017792882.1
OG0004183	XP_008210993.1	XP_017792318.1
OG0004184	NP_001154957.1, XP_031784199.1, XP_031784200.1	XP_017792928.1
OG0004185	XP_016843196.1, NP_001123261.1	XP_017791438.1
OG0004186	XP_031777165.1	XP_017799032.1
OG0004187	XP_031783322.1	XP_017798280.1
OG0004188	XP_001608003.2	XP_017789174.1
OG0004190	XP_001600658.1	XP_017787494.1
OG0004191	XP_001606740.2	XP_017795439.1
OG0004192	XP_003425426.1	XP_017788714.1
OG0004193	XP_031777646.1, XP_031781952.1	XP_017795960.1
OG0004195	XP_001599294.1	XP_017796147.1
OG0004196	XP_001602923.1	XP_017793260.1
OG0004197	XP_008213962.2	XP_017791261.1
OG0004198	XP_008202155.1	XP_017787648.1, XP_017787647.1
OG0004201	XP_008214961.1	XP_017791626.1
OG0004202	XP_016839855.1	XP_017792350.1
OG0004203	XP_001602445.1	XP_017795413.1
OG0004204	XP_001607098.1	XP_017787372.1
OG0004205	XP_016841539.1	XP_017799600.1
OG0004206	XP_031785002.1	XP_017788954.1
OG0004207	XP_008205463.2	XP_017796098.1
OG0004209	XP_016845478.1	XP_017798977.1
OG0004210	XP_016837841.1	XP_017791918.1
OG0004211	XP_031787943.1, XP_031787941.1	XP_017795120.1
OG0004212	XP_016836989.1, NP_001162020.1	XP_017792104.1
OG0004213	XP_001608222.3	XP_017790817.1
OG0004214	XP_001601026.2	XP_017791457.1
OG0004215	XP_001606189.2, XP_008217818.1	XP_017789804.1, XP_017789813.1
OG0004216	XP_032451799.1	XP_017798824.1
OG0004217	XP_031781741.1	XP_017797639.1
OG0004218	XP_016841537.1	XP_017798967.1
OG0004219	XP_031782091.1, XP_031782087.1, XP_031782090.1, XP_032455882.1	XP_017792072.1
OG0004220	XP_016837607.1, XP_008204292.1	XP_017791500.1
OG0004222	XP_031778595.1, XP_032453535.1, XP_031778596.1	XP_017787661.1
OG0004224	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1	XP_017788082.1
OG0004225	XP_016839287.1, XP_001605576.2	XP_017798538.1
OG0004227	XP_003424088.1, XP_008212644.1	XP_017788471.1
OG0004228	XP_001607781.1	XP_017792991.1
OG0004229	XP_032454486.1, XP_016839267.1, XP_001605909.1	XP_017798900.1
OG0004230	XP_008212759.1	XP_017798581.1
OG0004231	XP_031777323.1	XP_017791813.1
OG0004232	XP_008214659.1	XP_017799555.1, XP_017799547.1
OG0004233	XP_001600020.1, XP_032453791.1	XP_017799063.1
OG0004235	XP_001606745.4	XP_017796276.1, XP_017796234.1
OG0004236	XP_032452052.1	XP_017789599.1
OG0004237	XP_031777130.1	XP_017799586.1
OG0004238	XP_016842762.1	XP_017797448.1
OG0004239	XP_031778514.1	XP_017791732.1
OG0004240	XP_003424798.1	XP_017789877.1
OG0004241	XP_031786546.1	XP_017797563.1
OG0004242	XP_001602639.2, XP_008210336.1	XP_017798958.1
OG0004243	XP_001605015.1	XP_017790560.1
OG0004244	XP_016844477.1, XP_016844479.1, XP_016844480.1	XP_017788964.1
OG0004245	XP_001601787.1	XP_017790387.1
OG0004247	XP_031786686.1, XP_031786683.1	XP_017795397.1
OG0004248	XP_031782605.1	XP_017794602.1
OG0004250	XP_008216140.1	XP_017790792.1
OG0004251	XP_001603329.2	XP_017790270.1
OG0004253	XP_008207398.1, XP_008207406.1, XP_032456145.1	XP_017799136.1
OG0004256	NP_001166258.1, XP_008208811.1	XP_017792728.1
OG0004258	XP_008209599.2	XP_017797960.1
OG0004259	XP_016836718.1	XP_017798942.1
OG0004260	XP_031782321.1	XP_017790453.1
OG0004261	XP_001601019.1	XP_017788061.1
OG0004262	XP_003426821.1	XP_017791723.1
OG0004264	XP_008204877.1	XP_017798212.1
OG0004265	XP_016836734.1, XP_001603494.1	XP_017796671.1
OG0004266	XP_032454171.1, XP_008206308.1, XP_032454173.1, XP_032454172.1	XP_017797829.1
OG0004267	XP_016844442.1	XP_017787555.1, XP_017787556.1
OG0004268	XP_016842797.1, XP_008203249.2, XP_003425338.1, NP_001275991.1, XP_016842480.1, XP_003425339.1, XP_001600198.2, XP_008214600.1, XP_001603319.1	XP_017795528.1, XP_017795530.1
OG0004269	XP_008216319.1	XP_017799491.1
OG0004275	XP_008212869.1, XP_016836745.1	XP_017789638.1
OG0004276	XP_001607320.1	XP_017799144.1
OG0004277	XP_016840872.2	XP_017790230.1
OG0004278	XP_001599263.1	XP_017790757.1
OG0004279	XP_001599992.1	XP_017798389.1
OG0004280	XP_031782297.1, XP_032454591.1	XP_017789894.1
OG0004281	XP_031786924.1	XP_017799016.1
OG0004282	XP_032453267.1	XP_017796448.1
OG0004283	XP_001599651.1	XP_017788264.1
OG0004284	XP_001601315.1	XP_017792477.1
OG0004285	XP_001599436.1	XP_017791478.1
OG0004286	XP_001604624.2	XP_017790865.1
OG0004287	XP_001599521.1	XP_017787844.1
OG0004288	XP_001601679.2	XP_017797904.1
OG0004290	NP_001165796.1	XP_017798522.1
OG0004291	XP_031785552.1	XP_017796797.1
OG0004292	XP_031786281.1	XP_017789409.1
OG0004293	XP_001604605.1	XP_017798888.1
OG0004294	XP_032457630.1	XP_017794769.1
OG0004296	XP_001600237.1	XP_017789024.1
OG0004297	XP_001604116.2	XP_017790964.1
OG0004298	XP_003424726.1	XP_017795485.1
OG0004299	XP_001600672.1	XP_017794256.1
OG0004300	NP_001177991.1	XP_017795264.1
OG0004301	XP_001608106.1	XP_017795001.1
OG0004302	XP_003425853.1	XP_017791049.1
OG0004303	XP_031780147.1	XP_017798214.1
OG0004304	XP_008214316.1	XP_017789649.1
OG0004305	XP_001600591.1	XP_017799018.1
OG0004306	NP_001164371.1, XP_031789334.1	XP_017798810.1
OG0004307	XP_001607671.1, XP_003426362.1	XP_017798371.1
OG0004308	XP_001599029.1	XP_017798391.1
OG0004309	XP_001607296.1	XP_017792563.1
OG0004310	NP_001165800.1	XP_017797442.1
OG0004311	XP_001608041.1	XP_017792975.1
OG0004312	XP_032458141.1, XP_001606354.1	XP_017798880.1
OG0004313	XP_001602517.1	XP_017797673.1
