Orthogroup	Nasonia_vitripennis	Eufriesea_mexicana
OG0003748	XP_003425664.1	XP_017760847.1
OG0003749	XP_003425452.1	XP_017757777.1
OG0003750	XP_031785797.1	XP_017758067.1
OG0003751	NP_001128392.1	XP_017767319.1
OG0003752	NP_001165811.1	XP_017763722.1
OG0003754	XP_031779547.1	XP_017763200.1
OG0003755	XP_001605487.1	XP_017760018.1
OG0003756	XP_001601418.1	XP_017761364.1
OG0003757	XP_032456308.1	XP_017753833.1
OG0003758	XP_031783741.1	XP_017757182.1
OG0003759	XP_001600819.1	XP_017764609.1
OG0003760	XP_001601236.1	XP_017759502.1
OG0003761	XP_001601009.1, XP_003427438.1, XP_032456977.1	XP_017763766.1
OG0003762	XP_031788281.1	XP_017752363.1
OG0003763	XP_003426274.1, XP_001602965.1, XP_008206041.1	XP_017765090.1
OG0003764	XP_016837609.1, XP_001604540.1	XP_017753430.1
OG0003765	XP_001604071.1	XP_017761010.1
OG0003766	XP_016839508.1, XP_032454577.1	XP_017766488.1
OG0003767	XP_031778143.1	XP_017755636.1
OG0003768	XP_001604061.2	XP_017762353.1
OG0003769	XP_001607961.1	XP_017758452.1
OG0003770	XP_031783415.1	XP_017753558.1
OG0003772	XP_031780634.1	XP_017757491.1
OG0003773	NP_001123227.2, XP_032452231.1	XP_017755664.1
OG0003774	XP_008206451.1	XP_017766819.1
OG0003775	NP_001165855.1	XP_017766095.1
OG0003776	XP_016842149.1, NP_001122572.1	XP_017762083.1
OG0003777	XP_001604266.2	XP_017755772.1
OG0003778	XP_008213457.1	XP_017754193.1
OG0003779	NP_001193394.1	XP_017756315.1
OG0003780	XP_001601189.1	XP_017762880.1
OG0003781	XP_031777711.1	XP_017762603.1
OG0003782	NP_001165798.1, XP_031776863.1	XP_017760287.1
OG0003783	XP_003424590.1	XP_017764951.1
OG0003784	XP_031784916.1, XP_031784915.1	XP_017766793.1
OG0003785	XP_001601340.1	XP_017753442.1
OG0003787	XP_031787275.1, XP_031787276.1, XP_001600639.1	XP_017761823.1
OG0003788	XP_001607821.1	XP_017760024.1
OG0003789	XP_001601517.1	XP_017752353.1
OG0003790	XP_001603914.1	XP_017754080.1
OG0003791	XP_008213933.1	XP_017760664.1, XP_017760330.1
OG0003792	XP_001605413.2	XP_017761725.1
OG0003793	XP_001602925.1	XP_017759140.1
OG0003794	NP_001153353.1	XP_017758387.1
OG0003795	XP_032456539.1	XP_017758041.1
OG0003796	XP_031783809.1	XP_017761653.1, XP_017761652.1
OG0003797	XP_001602197.2	XP_017757517.1
OG0003798	XP_031783017.1	XP_017758257.1
OG0003799	XP_032457711.1, XP_003424698.1	XP_017755356.1, XP_017755379.1
OG0003800	XP_032452282.1, XP_032452283.1	XP_017759364.1
OG0003801	XP_001599319.1	XP_017752922.1
OG0003803	XP_031788140.1	XP_017764936.1
OG0003804	XP_003426743.1	XP_017760230.1, XP_017760229.1
OG0003805	XP_001607288.1	XP_017764272.1
OG0003806	XP_032456718.1, XP_032456720.1	XP_017762467.1
OG0003807	XP_031778623.1, XP_008216419.1	XP_017759407.1
OG0003808	XP_001606160.1	XP_017756115.1
OG0003809	XP_001607792.1, XP_001606291.2	XP_017754726.1
OG0003810	XP_001604861.1	XP_017764929.1
OG0003811	XP_008207078.1	XP_017764084.1
OG0003812	XP_031783154.1	XP_017766850.1
OG0003813	XP_001606928.1	XP_017757325.1
OG0003814	XP_016841804.1	XP_017761551.1
OG0003815	XP_001602322.2	XP_017754434.1
OG0003816	XP_003428128.1	XP_017763405.1
OG0003817	XP_008214103.1, XP_008214102.1, XP_008214101.1	XP_017754345.1
OG0003818	XP_008206442.3	XP_017753586.1
OG0003819	XP_032454738.1, XP_032454739.1, XP_031786274.1, XP_031786275.1	XP_017752853.1
OG0003820	XP_031787655.1	XP_017754371.1
OG0003821	XP_001601553.2	XP_017766721.1
OG0003823	XP_031778983.1	XP_017755072.1
OG0003824	NP_001153434.1	XP_017754030.1
OG0003825	XP_003424194.1	XP_017754255.1
OG0003826	XP_032451675.1	XP_017765107.1
OG0003827	XP_016841753.1	XP_017757637.1
OG0003828	NP_001153329.1, XP_008211060.1	XP_017755011.1, XP_017755012.1
OG0003829	XP_032456794.1, XP_032456795.1, XP_032456793.1	XP_017763149.1
OG0003830	XP_016837820.1	XP_017762234.1
OG0003831	XP_031779324.1	XP_017759874.1
OG0003832	XP_031778420.1	XP_017760225.1
OG0003833	XP_001600494.1	XP_017762088.1
OG0003834	XP_008212721.1	XP_017764833.1
OG0003835	XP_001599351.1, XP_032454859.1	XP_017759552.1, XP_017759478.1
OG0003837	XP_008214220.1	XP_017765870.1
OG0003838	XP_001606444.1	XP_017765305.1
OG0003839	XP_003423935.1	XP_017764315.1
OG0003840	XP_003427139.1	XP_017759554.1
OG0003841	XP_003425269.1	XP_017765682.1
OG0003842	XP_016844354.1	XP_017763735.1
OG0003843	XP_031787780.1, XP_032456469.1	XP_017752227.1
OG0003844	XP_008202890.1	XP_017761181.1
OG0003845	XP_001601725.1	XP_017764779.1
OG0003846	XP_001607390.1, XP_003424105.1	XP_017755364.1
OG0003847	XP_008212895.1	XP_017767310.1
OG0003848	XP_001604309.1	XP_017757513.1
OG0003849	XP_008207753.1, XP_016839440.1	XP_017766559.1
OG0003850	XP_031777197.1	XP_017764739.1
OG0003851	XP_001599033.2	XP_017757751.1
OG0003852	XP_031781569.1	XP_017763712.1
OG0003853	XP_016845278.2	XP_017766652.1
OG0003854	XP_031778526.1	XP_017762631.1, XP_017762630.1, XP_017752907.1
OG0003855	NP_001177677.1, XP_016836656.1	XP_017758828.1
OG0003856	XP_001604291.1	XP_017753843.1
OG0003857	XP_032457012.1, XP_016845745.1	XP_017753951.1
OG0003858	XP_031788464.1	XP_017758094.1
OG0003859	XP_008206455.1, XP_031783403.1	XP_017766113.1
OG0003860	XP_001607032.1	XP_017765726.1
OG0003861	XP_031785665.1, XP_016840333.2	XP_017765644.1
OG0003862	XP_031783263.1	XP_017762203.1, XP_017762202.1, XP_017762204.1
OG0003863	XP_008207066.1	XP_017754241.1
OG0003864	XP_001605947.2	XP_017758926.1
OG0003865	XP_008218032.1, XP_032457861.1, XP_032457859.1, XP_032457860.1	XP_017763006.1
OG0003866	XP_001600555.1	XP_017760297.1
OG0003867	XP_001605238.1	XP_017752169.1, XP_017752168.1
OG0003868	XP_003425216.1, XP_003425540.1	XP_017767368.1, XP_017767367.1
OG0003869	XP_031781068.1	XP_017755561.1, XP_017755562.1
OG0003870	NP_001153419.1	XP_017755482.1
OG0003871	NP_001153375.1, XP_031784172.1	XP_017763465.1
OG0003873	XP_016841745.1	XP_017757645.1
OG0003874	XP_016840546.1	XP_017757474.1
OG0003875	XP_008211218.1	XP_017755920.1
OG0003876	XP_001604896.4	XP_017761706.1
OG0003877	XP_001601710.2	XP_017766858.1, XP_017766859.1
OG0003878	XP_008208477.1	XP_017760932.1
OG0003879	NP_001161325.1	XP_017756893.1
OG0003880	XP_031780717.1	XP_017754343.1
OG0003882	XP_008212464.1	XP_017755635.1
OG0003883	XP_001605850.1	XP_017762378.1
OG0003884	XP_016845791.1	XP_017753659.1
OG0003885	XP_001605890.1	XP_017756616.1
OG0003887	XP_001602715.1, XP_016838598.1	XP_017767019.1
OG0003888	XP_016842445.2	XP_017761280.1
OG0003889	XP_001605301.2	XP_017764848.1
OG0003890	XP_016844583.1, XP_031777735.1	XP_017759172.1
OG0003891	XP_016843213.1	XP_017765782.1
OG0003892	XP_008217952.1	XP_017767160.1
OG0003893	XP_001601138.1	XP_017762118.1
OG0003894	XP_003425380.1	XP_017759492.1
OG0003895	XP_008212061.1, XP_031779657.1	XP_017758278.1, XP_017765625.1
OG0003896	XP_001604737.1	XP_017756527.1
OG0003897	XP_008210220.1, XP_001603720.2	XP_017761220.1
OG0003898	XP_001599188.1	XP_017759099.1
OG0003899	XP_016843711.1	XP_017763211.1
OG0003900	XP_001608210.1	XP_017763483.1
OG0003901	XP_031785207.1	XP_017765980.1
OG0003902	XP_008215722.2	XP_017762193.1
OG0003903	XP_031784198.1	XP_017757879.1
OG0003904	XP_031779362.1	XP_017764814.1
OG0003905	XP_008204558.1	XP_017754791.1
OG0003906	XP_001602761.1	XP_017756110.1
OG0003907	XP_003425125.1, XP_003425126.1, XP_016842128.1	XP_017767473.1
OG0003908	XP_031780857.1	XP_017759427.1, XP_017759396.1
OG0003909	NP_001135810.2	XP_017759485.1
OG0003910	XP_008203776.1	XP_017754752.1
OG0003911	XP_001604067.1	XP_017767234.1
OG0003912	XP_032457402.1, NP_001136343.1	XP_017762515.1
OG0003913	XP_016840536.1	XP_017767392.1
OG0003914	XP_001603457.2	XP_017760988.1
OG0003915	XP_008212677.1, XP_008212678.1, XP_032452641.1	XP_017758200.1
OG0003916	XP_016838984.1	XP_017764292.1
OG0003917	XP_016840883.2, XP_031784364.1	XP_017765341.1, XP_017765844.1
OG0003918	XP_001602680.2, XP_001606357.1	XP_017766139.1
OG0003919	XP_031788772.1, XP_031788774.1	XP_017767383.1
OG0003920	XP_031784392.1	XP_017767587.1
OG0003921	XP_001603787.2	XP_017761687.1, XP_017766317.1
OG0003922	XP_031783835.1	XP_017765638.1, XP_017761025.1
OG0003923	XP_001607684.1	XP_017766357.1
OG0003924	XP_001603527.1, XP_032455503.1	XP_017765478.1
OG0003925	XP_032453859.1, XP_016839114.1	XP_017757958.1
OG0003926	XP_016844808.1	XP_017756214.1
OG0003927	XP_001607778.2	XP_017757804.1
OG0003928	XP_031788167.1	XP_017755654.1
OG0003929	XP_001599684.2	XP_017759079.1
OG0003930	NP_001180379.1, XP_031783895.1	XP_017754246.1
OG0003931	XP_031781591.2	XP_017766104.1
OG0003932	XP_032456563.1	XP_017764069.1
OG0003933	XP_001604026.2	XP_017761726.1
OG0003934	XP_001602366.1	XP_017762436.1
OG0003935	XP_001599933.1	XP_017767371.1
OG0003936	NP_001166022.1	XP_017760627.1
OG0003937	XP_001603810.1	XP_017762855.1
OG0003939	XP_031784091.1	XP_017767622.1
OG0003941	XP_001604659.1	XP_017765209.1
OG0003942	XP_031788299.1, XP_008201939.1	XP_017766382.1
OG0003943	XP_031778150.1, XP_001607178.1	XP_017755241.1
OG0003944	XP_016842708.1	XP_017754380.1
OG0003945	XP_001607235.2	XP_017759987.1
OG0003946	XP_001604515.2	XP_017755457.1
OG0003947	XP_031784475.1, XP_001606959.2	XP_017756541.1
OG0003948	XP_008205358.1, XP_001599525.2	XP_017754023.1
OG0003951	XP_031776935.1, XP_031776941.1, XP_031776943.1, XP_032457233.1	XP_017756015.1
OG0003952	XP_008213699.1	XP_017763931.1
OG0003953	XP_016842398.1	XP_017760429.1
OG0003954	XP_031782232.1	XP_017763066.1
OG0003955	XP_032457608.1, XP_001600211.1, XP_008207745.1, XP_016839465.1, XP_008207746.1	XP_017752944.1
OG0003956	XP_001603275.1	XP_017758558.1
OG0003957	XP_032456178.1, XP_008207103.1	XP_017766598.1
OG0003958	XP_016841676.1, XP_001605089.1, XP_008203492.1	XP_017758104.1
OG0003959	XP_031789102.1	XP_017757010.1
OG0003960	XP_016840614.1	XP_017755682.1
OG0003961	XP_031777021.1, XP_001602871.1	XP_017754467.1
OG0003962	XP_031788410.1, XP_031788409.1, XP_016836609.1, XP_032457017.1	XP_017765720.1
OG0003963	XP_001599604.1, XP_032455082.1, XP_008204468.1	XP_017767506.1
OG0003964	XP_031789582.1	XP_017767486.1
OG0003965	XP_001600405.1	XP_017753217.1
OG0003966	XP_008215949.1, XP_032456976.1	XP_017762105.1
OG0003967	NP_001180248.1, XP_031789176.1	XP_017762898.1
OG0003968	XP_031780651.1	XP_017752811.1, XP_017752803.1
OG0003969	XP_003424109.1	XP_017765006.1
OG0003970	XP_008215765.1	XP_017755680.1
OG0003971	XP_016841853.1	XP_017766639.1
OG0003972	XP_001607161.1, XP_032455796.1	XP_017752659.1
OG0003973	XP_016839124.1	XP_017761766.1
OG0003974	XP_001606425.1	XP_017764371.1
OG0003975	XP_016838144.1, XP_008209983.1	XP_017764268.1
OG0003976	XP_008209822.1	XP_017761353.1
OG0003977	XP_003424644.1	XP_017765711.1
OG0003978	XP_008217446.1, XP_008217449.1	XP_017763932.1
OG0003979	XP_016839158.1	XP_017753532.1
OG0003980	XP_016841684.1	XP_017762255.1
OG0003981	XP_001605378.1	XP_017765230.1
OG0003982	XP_001604665.2	XP_017754919.1
OG0003983	XP_016840341.1	XP_017759660.1
OG0003984	XP_016838680.1	XP_017758951.1
OG0003985	XP_016843789.1	XP_017752711.1
OG0003986	XP_008212807.1	XP_017753624.1
OG0003988	XP_016840638.1	XP_017767715.1
OG0003989	XP_001600219.1	XP_017757800.1
OG0003990	XP_001600651.4	XP_017762674.1
OG0003991	XP_031781825.1	XP_017754888.1
OG0003992	XP_008216868.1, XP_008216869.1, XP_001602448.1, XP_016844722.1	XP_017759513.1
OG0003993	XP_003427563.1	XP_017764433.1
OG0003994	XP_001606587.2	XP_017758251.1
OG0003995	XP_008202579.1, XP_031782684.1	XP_017757259.1
OG0003996	XP_001599706.1	XP_017758736.1
OG0003997	XP_031787536.1	XP_017763845.1
OG0003998	XP_032457456.1, XP_032457455.1, XP_031781081.1, XP_031781080.1	XP_017755565.1
OG0004000	XP_008208849.1, XP_008208852.1	XP_017756306.1
OG0004002	XP_031780754.1	XP_017767544.1
OG0004003	XP_031778320.1, NP_001128398.1	XP_017757339.1
OG0004004	XP_001605965.2	XP_017762535.1
OG0004006	XP_016841690.1	XP_017766823.1
OG0004008	XP_001599343.1	XP_017756868.1
OG0004009	XP_008214625.2	XP_017752180.1
OG0004010	XP_001604761.1, XP_031787377.1	XP_017764960.1
OG0004011	NP_001128397.1	XP_017759612.1
OG0004013	NP_001123322.2	XP_017763781.1
OG0004014	XP_001604608.1	XP_017752872.1
OG0004016	XP_016840201.1	XP_017753986.1, XP_017753987.1
OG0004018	NP_001153352.1	XP_017760710.1, XP_017760709.1
OG0004019	XP_003428211.1	XP_017755582.1
OG0004020	XP_008205783.1, XP_008205780.1, XP_031787117.1, XP_003424813.1	XP_017761818.1
OG0004021	XP_031788201.1	XP_017753611.1
OG0004022	XP_001602536.2	XP_017766201.1, XP_017766202.1, XP_017766200.1
OG0004023	XP_016840458.1, XP_008211879.1	XP_017755468.1
OG0004024	XP_008215963.3	XP_017762718.1
OG0004025	XP_031780797.1	XP_017754444.1
OG0004026	XP_031785462.1	XP_017760477.1, XP_017760489.1
OG0004027	XP_031788090.1	XP_017764802.1
OG0004028	XP_008208581.2	XP_017765361.1
OG0004029	XP_008203443.1	XP_017760155.1, XP_017753568.1
OG0004030	XP_001605416.2	XP_017762893.1
OG0004031	NP_001127865.1, XP_008215058.1	XP_017759738.1
OG0004032	XP_031789438.1	XP_017754169.1
OG0004033	XP_031778770.1	XP_017764803.1
OG0004034	XP_008202984.2	XP_017760611.1
OG0004035	XP_031777383.1	XP_017761634.1
OG0004036	NP_001154941.1	XP_017762526.1
OG0004037	XP_031782562.1, XP_003425729.1, XP_032453962.1	XP_017755534.1
OG0004038	NP_001177683.1	XP_017763661.1
OG0004040	XP_001603862.2	XP_017758294.1
OG0004041	XP_016845251.2	XP_017762884.1
OG0004042	XP_001604213.2	XP_017759590.1
OG0004043	XP_008206874.1	XP_017763152.1
OG0004044	XP_016838165.1	XP_017765880.1
OG0004045	XP_016836951.1, XP_001606356.3	XP_017752793.1
OG0004046	XP_001603173.2	XP_017766116.1
OG0004047	XP_001600592.2	XP_017756867.1
OG0004048	XP_031777304.1, NP_001177864.1	XP_017760041.1
OG0004049	XP_032452297.1	XP_017766996.1
OG0004050	XP_001603020.2	XP_017762085.1
OG0004051	XP_001608249.1	XP_017757223.1
OG0004052	XP_016845489.1	XP_017758076.1
OG0004053	XP_031778546.1, XP_031778544.1	XP_017754705.1, XP_017754707.1
OG0004054	XP_031784005.1, XP_031784006.1	XP_017762102.1, XP_017762103.1
OG0004055	XP_032455789.1, XP_032455787.1, XP_032455788.1, XP_008211600.1	XP_017767339.1
OG0004056	XP_001603552.2, XP_008204855.1	XP_017757460.1
OG0004058	XP_001606271.1	XP_017758103.1
OG0004059	XP_031785059.1	XP_017753346.1
OG0004060	XP_031785744.1	XP_017759451.1
OG0004061	XP_031787694.1	XP_017757769.1
OG0004062	XP_016841399.2	XP_017759257.1
OG0004064	XP_008216636.1, XP_031783348.1	XP_017761744.1
OG0004065	XP_001606507.1	XP_017756603.1
OG0004066	XP_016843304.1	XP_017766592.1
OG0004067	XP_008211366.1, XP_008211367.1	XP_017760055.1
OG0004068	XP_008203406.1	XP_017762303.1
OG0004069	NP_001128396.1	XP_017753575.1
OG0004070	XP_001601722.2	XP_017757989.1
OG0004071	XP_008217957.1	XP_017767752.1, XP_017767753.1, XP_017767750.1, XP_017767751.1
OG0004072	XP_008203027.1	XP_017762873.1
OG0004074	XP_031782575.1, XP_032453973.1, XP_032453971.1, XP_032453974.1, XP_032453972.1	XP_017753059.1
OG0004075	XP_001604692.2	XP_017759904.1
OG0004076	XP_001604296.2	XP_017760848.1
OG0004077	XP_001601474.2	XP_017753740.1
OG0004078	XP_032451739.1, XP_031780405.1	XP_017761017.1
OG0004079	XP_008206303.2	XP_017761749.1
OG0004080	XP_016838810.1, NP_001135927.1	XP_017756322.1
OG0004082	XP_016842419.1, XP_016842427.1	XP_017761006.1
OG0004083	XP_031781602.1	XP_017763175.1
OG0004084	XP_001606474.1	XP_017753901.1, XP_017753902.1
OG0004085	XP_031780572.1	XP_017758591.1
OG0004086	XP_003424817.2	XP_017758119.1, XP_017758120.1
OG0004087	XP_008208483.1	XP_017758714.1
OG0004088	XP_003424439.1	XP_017766358.1
OG0004089	XP_031788431.1	XP_017757809.1, XP_017757734.1, XP_017757735.1
OG0004090	XP_001600099.2	XP_017756536.1
OG0004091	XP_001605789.2	XP_017764501.1
OG0004092	XP_001605784.1	XP_017759295.1
OG0004093	XP_031788454.1	XP_017760365.1, XP_017760367.1
OG0004094	XP_016845931.1	XP_017753187.1, XP_017753186.1
OG0004095	XP_031788697.1	XP_017754029.1, XP_017754028.1
OG0004096	XP_031787923.1	XP_017759741.1
OG0004097	XP_016843925.1	XP_017761300.1
OG0004098	XP_008204870.1	XP_017766329.1
OG0004099	XP_008205252.1, XP_032453918.1, XP_008205254.1	XP_017765873.1
OG0004101	XP_008208094.1	XP_017766287.1
OG0004102	XP_031778512.1	XP_017754344.1
OG0004103	XP_031778279.1	XP_017764579.1
OG0004104	NP_001161331.1	XP_017753667.1
OG0004106	XP_031782439.1	XP_017762741.1
OG0004107	XP_032457457.1, XP_016837563.1	XP_017763572.1
OG0004108	XP_001605857.2	XP_017759203.1
OG0004109	XP_003425769.1	XP_017755701.1
OG0004110	XP_008211643.1	XP_017758221.1
OG0004111	XP_008213931.1	XP_017758957.1, XP_017758956.1
OG0004112	XP_031778438.1	XP_017759642.1
OG0004113	XP_001607422.1	XP_017762723.1
OG0004114	XP_001605199.1	XP_017760676.1
OG0004116	XP_003427220.1	XP_017767747.1
OG0004119	XP_008206880.1	XP_017763147.1
OG0004120	XP_008206649.1, XP_016840794.1	XP_017757403.1
OG0004122	XP_032452805.1	XP_017763900.1
OG0004123	XP_016841709.1	XP_017762038.1
OG0004124	XP_031787946.1	XP_017753247.1
OG0004125	XP_008213676.1, XP_032453675.1, XP_008213675.1	XP_017763389.1, XP_017763398.1
OG0004126	XP_016840014.1	XP_017767246.1
OG0004127	XP_016844205.1	XP_017767457.1
OG0004128	XP_032452038.1	XP_017765364.1
OG0004129	XP_008215324.1	XP_017764308.1
OG0004130	XP_008214637.1	XP_017761891.1
OG0004131	XP_016836927.1	XP_017762646.1
OG0004132	XP_008211679.1	XP_017754518.1
OG0004133	XP_008210128.1	XP_017754824.1
OG0004135	XP_001600181.2	XP_017754388.1, XP_017754389.1
OG0004137	XP_003426654.1	XP_017762989.1
OG0004138	XP_032452114.1, XP_031776739.2, XP_031776738.1	XP_017753190.1
OG0004139	XP_008210790.1, XP_016844125.1, XP_016844127.1, XP_031786571.1, XP_016844126.1	XP_017759398.1
OG0004140	XP_032453602.1, NP_001161451.1	XP_017764673.1
OG0004141	XP_003426328.1	XP_017762110.1
OG0004142	XP_031778046.1	XP_017762731.1
OG0004143	XP_031784809.1	XP_017767321.1
OG0004144	XP_001602781.1	XP_017766318.1
OG0004145	XP_016837587.3	XP_017757438.1
OG0004146	XP_008206898.1	XP_017756488.1
OG0004147	XP_001605981.2	XP_017761861.1
OG0004148	XP_016840267.1	XP_017764773.1
OG0004149	XP_016843556.1	XP_017767340.1
OG0004150	NP_001153358.1, XP_031779936.1	XP_017756227.1
OG0004151	XP_001604522.2	XP_017767452.1
OG0004152	XP_008202124.1	XP_017757686.1
OG0004153	XP_032455777.1	XP_017757421.1
OG0004155	XP_001605287.1	XP_017754466.1
OG0004156	XP_008207216.1, XP_008207215.1, XP_003426679.1	XP_017753881.1, XP_017753878.1
OG0004157	XP_008212514.1	XP_017757303.1
OG0004158	XP_016845282.1, XP_008214878.1, XP_031786531.1	XP_017767381.1
OG0004160	XP_031784923.1	XP_017757847.1
OG0004161	XP_016841504.1, XP_003426623.2	XP_017764098.1
OG0004162	XP_031779238.1	XP_017763976.1
OG0004163	XP_001607004.3	XP_017766390.1
OG0004164	XP_031777702.1	XP_017759106.1
OG0004166	XP_003424069.1	XP_017760348.1
OG0004167	XP_031788104.1	XP_017764220.1
OG0004168	XP_032457480.1, XP_016842913.1, XP_016842911.1, XP_001599364.2	XP_017766714.1
OG0004169	XP_001602491.2	XP_017766101.1
OG0004170	XP_008202160.1	XP_017753913.1
OG0004171	XP_001602244.1	XP_017757277.1
OG0004172	XP_016840931.1	XP_017753705.1
OG0004173	XP_001600998.4	XP_017755019.1
OG0004174	XP_031785454.1	XP_017757976.1
OG0004175	XP_032454099.1, XP_001605514.1	XP_017761285.1
OG0004177	NP_001123296.1, XP_008212386.1	XP_017764742.1
OG0004178	XP_031779309.1	XP_017767467.1
OG0004179	XP_016845572.1	XP_017760206.1
OG0004180	XP_031778197.1	XP_017757057.1
OG0004181	XP_001601897.1	XP_017762931.1, XP_017762930.1
OG0004182	XP_016843920.1	XP_017766990.1
OG0004183	XP_008210993.1	XP_017762799.1
OG0004184	NP_001154957.1, XP_031784199.1, XP_031784200.1	XP_017764973.1
OG0004185	XP_016843196.1, NP_001123261.1	XP_017759605.1
OG0004186	XP_031777165.1	XP_017764839.1
OG0004187	XP_031783322.1	XP_017757242.1, XP_017757244.1, XP_017757245.1, XP_017757241.1
OG0004188	XP_001608003.2	XP_017758919.1
OG0004189	XP_031778818.1	XP_017760438.1
OG0004190	XP_001600658.1	XP_017756021.1
OG0004191	XP_001606740.2	XP_017758411.1
OG0004192	XP_003425426.1	XP_017766502.1
OG0004193	XP_031777646.1, XP_031781952.1	XP_017759722.1, XP_017759724.1
OG0004195	XP_001599294.1	XP_017755382.1
OG0004196	XP_001602923.1	XP_017763824.1
OG0004197	XP_008213962.2	XP_017756851.1
OG0004198	XP_008202155.1	XP_017757639.1
OG0004201	XP_008214961.1	XP_017767380.1
OG0004202	XP_016839855.1	XP_017753343.1
OG0004203	XP_001602445.1	XP_017756423.1
OG0004204	XP_001607098.1	XP_017758792.1
OG0004205	XP_016841539.1	XP_017763247.1
OG0004206	XP_031785002.1	XP_017766753.1
OG0004207	XP_008205463.2	XP_017758597.1
OG0004209	XP_016845478.1	XP_017760433.1
OG0004210	XP_016837841.1	XP_017767322.1
OG0004211	XP_031787943.1, XP_031787941.1	XP_017762051.1
OG0004212	XP_016836989.1, NP_001162020.1	XP_017758447.1
OG0004213	XP_001608222.3	XP_017758737.1
OG0004214	XP_001601026.2	XP_017767610.1
OG0004215	XP_001606189.2, XP_008217818.1	XP_017758375.1, XP_017758376.1
OG0004216	XP_032451799.1	XP_017763499.1
OG0004217	XP_031781741.1	XP_017758299.1
OG0004218	XP_016841537.1	XP_017753995.1
OG0004219	XP_031782091.1, XP_031782087.1, XP_031782090.1, XP_032455882.1	XP_017763862.1
OG0004220	XP_016837607.1, XP_008204292.1	XP_017753419.1
OG0004222	XP_031778595.1, XP_032453535.1, XP_031778596.1	XP_017767425.1
OG0004224	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1	XP_017752321.1
OG0004225	XP_016839287.1, XP_001605576.2	XP_017767242.1
OG0004227	XP_003424088.1, XP_008212644.1	XP_017764816.1
OG0004228	XP_001607781.1	XP_017760349.1, XP_017760347.1
OG0004229	XP_032454486.1, XP_016839267.1, XP_001605909.1	XP_017763516.1
OG0004230	XP_008212759.1	XP_017761606.1
OG0004231	XP_031777323.1	XP_017761838.1
OG0004232	XP_008214659.1	XP_017754427.1
OG0004233	XP_001600020.1, XP_032453791.1	XP_017754175.1
OG0004235	XP_001606745.4	XP_017764108.1, XP_017764106.1
OG0004236	XP_032452052.1	XP_017767120.1
OG0004237	XP_031777130.1	XP_017763132.1
OG0004238	XP_016842762.1	XP_017754890.1
OG0004239	XP_031778514.1	XP_017755954.1
OG0004240	XP_003424798.1	XP_017766673.1
OG0004241	XP_031786546.1	XP_017759077.1
OG0004242	XP_001602639.2, XP_008210336.1	XP_017753992.1
OG0004243	XP_001605015.1	XP_017762521.1
OG0004244	XP_016844477.1, XP_016844479.1, XP_016844480.1	XP_017767046.1
OG0004245	XP_001601787.1	XP_017752684.1
OG0004247	XP_031786686.1, XP_031786683.1	XP_017765440.1
OG0004248	XP_031782605.1	XP_017762095.1
OG0004250	XP_008216140.1	XP_017757408.1
OG0004251	XP_001603329.2	XP_017759017.1, XP_017759022.1
OG0004253	XP_008207398.1, XP_008207406.1, XP_032456145.1	XP_017766051.1
OG0004256	NP_001166258.1, XP_008208811.1	XP_017759820.1
OG0004258	XP_008209599.2	XP_017759461.1
OG0004259	XP_016836718.1	XP_017764852.1, XP_017764851.1
OG0004260	XP_031782321.1	XP_017765702.1
OG0004261	XP_001601019.1	XP_017752343.1
OG0004262	XP_003426821.1	XP_017754334.1, XP_017754335.1, XP_017754336.1
OG0004264	XP_008204877.1	XP_017766332.1
OG0004265	XP_016836734.1, XP_001603494.1	XP_017765058.1, XP_017765057.1
OG0004266	XP_032454171.1, XP_008206308.1, XP_032454173.1, XP_032454172.1	XP_017760256.1
OG0004267	XP_016844442.1	XP_017756245.1
OG0004268	XP_016842797.1, XP_008203249.2, XP_003425338.1, NP_001275991.1, XP_016842480.1, XP_003425339.1, XP_001600198.2, XP_008214600.1, XP_001603319.1	XP_017765646.1
OG0004269	XP_008216319.1	XP_017756635.1
OG0004270	XP_031782940.1	XP_017762581.1, XP_017762569.1, XP_017765325.1, XP_017764602.1
OG0004275	XP_008212869.1, XP_016836745.1	XP_017753975.1
OG0004276	XP_001607320.1	XP_017754056.1
OG0004277	XP_016840872.2	XP_017765340.1, XP_017759890.1
OG0004278	XP_001599263.1	XP_017757496.1
OG0004279	XP_001599992.1	XP_017764421.1
OG0004280	XP_031782297.1, XP_032454591.1	XP_017755911.1
OG0004281	XP_031786924.1	XP_017761175.1, XP_017761176.1
OG0004282	XP_032453267.1	XP_017758572.1
OG0004283	XP_001599651.1	XP_017766364.1
OG0004284	XP_001601315.1	XP_017756130.1
OG0004285	XP_001599436.1	XP_017759836.1
OG0004286	XP_001604624.2	XP_017756058.1
OG0004287	XP_001599521.1	XP_017755002.1
OG0004288	XP_001601679.2	XP_017764224.1
OG0004290	NP_001165796.1	XP_017761545.1
OG0004291	XP_031785552.1	XP_017765829.1
OG0004292	XP_031786281.1	XP_017757357.1
OG0004293	XP_001604605.1	XP_017756761.1
OG0004294	XP_032457630.1	XP_017753787.1
OG0004296	XP_001600237.1	XP_017766082.1
OG0004297	XP_001604116.2	XP_017755740.1
OG0004298	XP_003424726.1	XP_017758442.1, XP_017758126.1
