Orthogroup	Nasonia_vitripennis	Nomia_melanderi
OG0004175	XP_032454099.1, XP_001605514.1	XP_031836284.1
OG0004177	NP_001123296.1, XP_008212386.1	XP_031840812.1
OG0004178	XP_031779309.1	XP_031835809.1
OG0004179	XP_016845572.1	XP_031837904.1, XP_031837919.1, XP_031837912.1
OG0004180	XP_031778197.1	XP_031846319.1
OG0004181	XP_001601897.1	XP_031850390.1
OG0004182	XP_016843920.1	XP_031849791.1
OG0004183	XP_008210993.1	XP_031840608.1, XP_031840607.1, XP_031840610.1, XP_031840609.1
OG0004184	NP_001154957.1, XP_031784199.1, XP_031784200.1	XP_031847500.1
OG0004185	XP_016843196.1, NP_001123261.1	XP_031837735.1
OG0004186	XP_031777165.1	XP_031839140.1
OG0004187	XP_031783322.1	XP_031845406.1
OG0004188	XP_001608003.2	XP_031848204.1
OG0004189	XP_031778818.1	XP_031828918.1, XP_031828916.1, XP_031828920.1
OG0004190	XP_001600658.1	XP_031830267.1, XP_031830265.1
OG0004191	XP_001606740.2	XP_031830399.1
OG0004192	XP_003425426.1	XP_031844438.1, XP_031844440.1, XP_031844441.1
OG0004193	XP_031777646.1, XP_031781952.1	XP_031848682.1
OG0004195	XP_001599294.1	XP_031840883.1
OG0004196	XP_001602923.1	XP_031843587.1
OG0004197	XP_008213962.2	XP_031835278.1
OG0004198	XP_008202155.1	XP_031844019.1, XP_031844018.1
OG0004201	XP_008214961.1	XP_031847818.1
OG0004202	XP_016839855.1	XP_031828289.1
OG0004203	XP_001602445.1	XP_031831146.1
OG0004204	XP_001607098.1	XP_031844024.1
OG0004205	XP_016841539.1	XP_031839672.1, XP_031839662.1, XP_031839666.1, XP_031839654.1
OG0004206	XP_031785002.1	XP_031832334.1
OG0004207	XP_008205463.2	XP_031845093.1
OG0004209	XP_016845478.1	XP_031847366.1
OG0004211	XP_031787943.1, XP_031787941.1	XP_031843229.1
OG0004212	XP_016836989.1, NP_001162020.1	XP_031830793.1
OG0004213	XP_001608222.3	XP_031825489.1
OG0004214	XP_001601026.2	XP_031828613.1
OG0004215	XP_001606189.2, XP_008217818.1	XP_031830494.1
OG0004216	XP_032451799.1	XP_031832164.1
OG0004217	XP_031781741.1	XP_031836555.1
OG0004218	XP_016841537.1	XP_031839217.1
OG0004219	XP_031782091.1, XP_031782087.1, XP_031782090.1, XP_032455882.1	XP_031846765.1
OG0004220	XP_016837607.1, XP_008204292.1	XP_031826535.1
OG0004222	XP_031778595.1, XP_032453535.1, XP_031778596.1	XP_031826050.1
OG0004224	XP_008206368.1, XP_008206370.1, XP_001605471.2, XP_031783422.1	XP_031836810.1, XP_031836814.1
OG0004225	XP_016839287.1, XP_001605576.2	XP_031833096.1
OG0004227	XP_003424088.1, XP_008212644.1	XP_031840990.1, XP_031840989.1
OG0004229	XP_032454486.1, XP_016839267.1, XP_001605909.1	XP_031848982.1
OG0004230	XP_008212759.1	XP_031832892.1, XP_031832875.1
OG0004231	XP_031777323.1	XP_031825776.1
OG0004232	XP_008214659.1	XP_031842951.1
OG0004233	XP_001600020.1, XP_032453791.1	XP_031839418.1
OG0004235	XP_001606745.4	XP_031834528.1
OG0004236	XP_032452052.1	XP_031838110.1
OG0004237	XP_031777130.1	XP_031849218.1, XP_031849666.1
OG0004238	XP_016842762.1	XP_031850109.1
OG0004239	XP_031778514.1	XP_031850312.1
OG0004240	XP_003424798.1	XP_031848772.1, XP_031848904.1
OG0004241	XP_031786546.1	XP_031844033.1
OG0004242	XP_001602639.2, XP_008210336.1	XP_031848567.1
OG0004243	XP_001605015.1	XP_031844950.1, XP_031844949.1, XP_031844948.1, XP_031844947.1, XP_031844946.1, XP_031844951.1
OG0004244	XP_016844477.1, XP_016844479.1, XP_016844480.1	XP_031850382.1
OG0004245	XP_001601787.1	XP_031838403.1
OG0004247	XP_031786686.1, XP_031786683.1	XP_031841793.1
OG0004248	XP_031782605.1	XP_031836299.1, XP_031836302.1
OG0004250	XP_008216140.1	XP_031845680.1
OG0004251	XP_001603329.2	XP_031838450.1
OG0004253	XP_008207398.1, XP_008207406.1, XP_032456145.1	XP_031846907.1
OG0004256	NP_001166258.1, XP_008208811.1	XP_031839525.1, XP_031839524.1
OG0004258	XP_008209599.2	XP_031829838.1
OG0004259	XP_016836718.1	XP_031839471.1
OG0004260	XP_031782321.1	XP_031846342.1
OG0004261	XP_001601019.1	XP_031849664.1
OG0004262	XP_003426821.1	XP_031844686.1
OG0004264	XP_008204877.1	XP_031842280.1
OG0004265	XP_016836734.1, XP_001603494.1	XP_031842722.1
OG0004266	XP_032454171.1, XP_008206308.1, XP_032454173.1, XP_032454172.1	XP_031849134.1
OG0004267	XP_016844442.1	XP_031827643.1
OG0004268	XP_016842797.1, XP_008203249.2, XP_003425338.1, NP_001275991.1, XP_016842480.1, XP_003425339.1, XP_001600198.2, XP_008214600.1, XP_001603319.1	XP_031841031.1
OG0004269	XP_008216319.1	XP_031827348.1
OG0004275	XP_008212869.1, XP_016836745.1	XP_031838235.1
OG0004276	XP_001607320.1	XP_031848477.1
OG0004277	XP_016840872.2	XP_031828483.1
OG0004278	XP_001599263.1	XP_031845668.1
OG0004279	XP_001599992.1	XP_031827056.1
OG0004280	XP_031782297.1, XP_032454591.1	XP_031832134.1
OG0004281	XP_031786924.1	XP_031832515.1
OG0004282	XP_032453267.1	XP_031846138.1
OG0004283	XP_001599651.1	XP_031839999.1
OG0004284	XP_001601315.1	XP_031826036.1
OG0004285	XP_001599436.1	XP_031828209.1
OG0004286	XP_001604624.2	XP_031835228.1
OG0004287	XP_001599521.1	XP_031848909.1
OG0004288	XP_001601679.2	XP_031833906.1
OG0004290	NP_001165796.1	XP_031832922.1
OG0004291	XP_031785552.1	XP_031833835.1
OG0004292	XP_031786281.1	XP_031844191.1
OG0004293	XP_001604605.1	XP_031838363.1
OG0004294	XP_032457630.1	XP_031825800.1
OG0004296	XP_001600237.1	XP_031849068.1
OG0004297	XP_001604116.2	XP_031845913.1, XP_031845902.1
OG0004298	XP_003424726.1	XP_031830627.1
OG0004299	XP_001600672.1	XP_031828035.1
OG0004300	NP_001177991.1	XP_031834441.1, XP_031834442.1, XP_031834443.1, XP_031834440.1
OG0004301	XP_001608106.1	XP_031831664.1, XP_031831663.1
OG0004302	XP_003425853.1	XP_031826350.1
OG0004303	XP_031780147.1	XP_031845237.1
OG0004304	XP_008214316.1	XP_031845632.1
OG0004305	XP_001600591.1	XP_031827300.1, XP_031827297.1, XP_031827298.1
OG0004306	NP_001164371.1, XP_031789334.1	XP_031833157.1
OG0004307	XP_001607671.1, XP_003426362.1	XP_031826914.1
OG0004308	XP_001599029.1	XP_031827055.1
OG0004309	XP_001607296.1	XP_031834645.1
OG0004310	NP_001165800.1	XP_031844021.1
OG0004311	XP_001608041.1	XP_031835531.1
OG0004312	XP_032458141.1, XP_001606354.1	XP_031832087.1
OG0004313	XP_001602517.1	XP_031843851.1
OG0004314	XP_031788134.1, XP_031788135.1	XP_031850012.1
OG0004315	XP_008210868.1, XP_031784270.1, XP_032457040.1	XP_031840298.1
OG0004316	XP_032455884.1, NP_001166224.1	XP_031837137.1
OG0004317	XP_003427491.1	XP_031843324.1
OG0004318	XP_001599931.4	XP_031844185.1
OG0004319	XP_001607405.1	XP_031841535.1, XP_031841537.1, XP_031841536.1
OG0004320	XP_016845182.1	XP_031830689.1
OG0004321	XP_001605340.1	XP_031833994.1
OG0004322	XP_001601986.1	XP_031825907.1, XP_031825908.1
OG0004323	XP_016839905.1	XP_031849174.1, XP_031849175.1
OG0004324	XP_001600581.1	XP_031828951.1
OG0004325	XP_001605669.5	XP_031829380.1
OG0004326	XP_001606816.2	XP_031833485.1
OG0004327	XP_016840702.1	XP_031825391.1, XP_031825390.1
OG0004328	XP_031781845.1	XP_031842449.1
OG0004329	XP_001602423.1	XP_031830721.1
OG0004330	XP_032458022.1, NP_001153396.1	XP_031838338.1
OG0004331	XP_001599142.1	XP_031845502.1
OG0004332	XP_032456228.1, XP_032456229.1	XP_031839656.1
OG0004333	XP_008217199.1, XP_031787639.1	XP_031835626.1
OG0004334	XP_001604232.1	XP_031834898.1, XP_031834891.1
OG0004335	XP_001603320.1	XP_031843563.1, XP_031843564.1
OG0004337	XP_008211109.1	XP_031832665.1
OG0004338	XP_032458143.1, XP_008202847.1	XP_031837238.1
OG0004339	XP_001601774.2	XP_031842137.1
OG0004340	XP_008209366.1	XP_031835898.1
OG0004341	XP_031779467.1, XP_016838187.1, XP_001604027.1	XP_031840767.1
OG0004342	XP_001606434.1	XP_031840543.1
OG0004343	XP_016841865.1, XP_032456479.1, XP_032456478.1	XP_031827703.1
OG0004344	XP_031780228.1, XP_008204225.1	XP_031840792.1
OG0004345	XP_008213201.1, XP_016844510.1	XP_031830030.1
OG0004346	XP_016841493.1	XP_031835201.1
OG0004347	XP_008202058.1	XP_031827721.1
OG0004348	XP_016840502.1	XP_031850528.1
OG0004349	XP_001600131.1	XP_031844026.1
OG0004350	NP_001135928.1	XP_031834185.1
OG0004351	XP_001604248.1	XP_031837471.1, XP_031837472.1
OG0004352	XP_031780106.1	XP_031847970.1
OG0004353	XP_001599995.1	XP_031830577.1, XP_031830576.1
OG0004354	XP_001601440.1	XP_031838931.1
OG0004355	XP_001607466.1	XP_031837696.1
OG0004356	XP_001608286.1	XP_031833990.1, XP_031833991.1
OG0004357	XP_032453536.1, XP_008202134.1	XP_031843565.1
OG0004358	XP_001607380.1	XP_031849863.1
OG0004359	XP_016838278.1	XP_031829528.1, XP_031829529.1
OG0004360	XP_001599974.1, XP_008212160.1	XP_031825421.1
OG0004361	XP_001607765.1	XP_031839015.1
OG0004362	XP_001601931.1	XP_031847466.1
OG0004363	XP_003426032.1	XP_031835576.1
OG0004364	XP_001606194.1	XP_031845442.1, XP_031845441.1
OG0004365	XP_031788850.1	XP_031829553.1
OG0004366	XP_016838999.1	XP_031833750.1
OG0004368	XP_001604544.1	XP_031825392.1
OG0004369	XP_001602477.1	XP_031843659.1
OG0004370	XP_031778743.1	XP_031839657.1
OG0004371	XP_031778755.1	XP_031836763.1
OG0004372	XP_001607806.1	XP_031839766.1
OG0004373	XP_003425407.1	XP_031828999.1
OG0004374	XP_031784742.1	XP_031841092.1
OG0004375	XP_001606810.1, XP_001605455.1	XP_031839024.1
OG0004376	NP_001165786.1	XP_031848308.1
OG0004377	XP_003427142.1	XP_031849532.1
OG0004378	XP_001605744.1	XP_031849014.1
OG0004379	NP_001129999.1, NP_001123319.1	XP_031827563.1
OG0004380	XP_001607148.2	XP_031848617.1
OG0004381	XP_032456652.1, XP_016844793.1	XP_031829075.1
OG0004382	XP_031787843.1	XP_031838479.1
OG0004383	XP_001601565.2, XP_032453042.1	XP_031829837.1
OG0004384	XP_032455793.1, XP_031784472.1	XP_031843373.1
OG0004385	XP_001604751.2, XP_031779295.1	XP_031847487.1
OG0004386	XP_001603645.1	XP_031841078.1
OG0004387	NP_001165792.1, XP_032453596.1	XP_031838079.1
OG0004388	XP_001607019.1	XP_031846944.1
OG0004390	XP_032453917.1	XP_031834527.1
OG0004391	XP_031789592.1	XP_031826520.1
OG0004392	XP_001606566.1	XP_031828213.1
OG0004394	XP_008214868.1	XP_031840655.1
OG0004395	XP_016839781.1	XP_031838878.1
OG0004396	XP_001599473.1, XP_031777062.1	XP_031847757.1
OG0004397	XP_008209419.1	XP_031832679.1
OG0004398	XP_001602513.2	XP_031834361.1
OG0004399	XP_031786364.1	XP_031826347.1, XP_031826261.1
OG0004400	XP_008217081.1, XP_008217080.1, XP_001605933.1	XP_031834854.1
OG0004401	XP_016840231.1, XP_008213570.1	XP_031846814.1
OG0004402	XP_032455284.1	XP_031837935.1
OG0004403	XP_001600425.2	XP_031831299.1
OG0004404	XP_001600970.1	XP_031840211.1, XP_031848881.1
OG0004405	XP_008216953.1	XP_031840828.1
OG0004406	XP_008209811.2	XP_031843478.1
OG0004407	XP_001603923.2	XP_031838570.1
OG0004408	XP_031783216.1	XP_031840214.1
OG0004409	XP_001603463.2	XP_031836448.1
OG0004410	XP_001603490.1	XP_031835918.1
OG0004411	NP_001165825.1	XP_031846570.1
OG0004412	XP_031784838.1	XP_031849383.1, XP_031849382.1, XP_031849381.1
OG0004413	XP_031779715.1	XP_031836918.1
OG0004414	XP_001603614.1	XP_031830992.1
OG0004415	XP_032456579.1	XP_031838866.1
OG0004416	XP_001599252.1	XP_031840153.1
OG0004417	XP_031782817.1	XP_031832460.1
OG0004418	XP_008213189.1	XP_031828444.1, XP_031828445.1
OG0004419	XP_008208460.1	XP_031842040.1
OG0004420	XP_001605577.1	XP_031845019.1
OG0004421	XP_008211139.1	XP_031848196.1
OG0004422	XP_016840410.1	XP_031837897.1
OG0004423	XP_001600174.3	XP_031834844.1
OG0004424	XP_001601586.1	XP_031829417.1
OG0004425	XP_016837588.1	XP_031838953.1
OG0004426	XP_016838465.1	XP_031843355.1
OG0004427	NP_001239116.1	XP_031849660.1
OG0004428	XP_001607123.1	XP_031841244.1
OG0004429	XP_008210683.1	XP_031836522.1
OG0004430	XP_003426842.1	XP_031838323.1
OG0004431	XP_003426485.1	XP_031847531.1
OG0004432	XP_031787922.1	XP_031838039.1
OG0004433	XP_031778784.1	XP_031846611.1
OG0004434	XP_008209044.1	XP_031842753.1
OG0004436	XP_031778643.1	XP_031849554.1
OG0004437	XP_031777399.1	XP_031833339.1
OG0004438	XP_001605516.1	XP_031837296.1
OG0004439	XP_001605490.2	XP_031844953.1
OG0004440	XP_003423811.1	XP_031837295.1
OG0004441	XP_001601672.2	XP_031845087.1
OG0004442	XP_016838806.1	XP_031845121.1
OG0004443	XP_031784985.1	XP_031845085.1
OG0004444	XP_016844704.1	XP_031846883.1
OG0004445	XP_001607634.2, XP_008212805.1	XP_031844272.1
OG0004446	XP_001604041.1	XP_031832278.1
OG0004448	XP_001606843.2	XP_031827194.1
OG0004449	XP_008202566.1	XP_031844901.1
OG0004450	XP_001599427.2	XP_031827006.1
OG0004451	XP_001605664.2	XP_031843782.1
OG0004452	XP_031784554.1	XP_031849991.1
OG0004453	XP_008217215.1	XP_031834526.1
OG0004454	XP_016841360.1	XP_031847873.1, XP_031847875.1, XP_031847874.1
OG0004455	XP_001604655.2, XP_032455617.1	XP_031833547.1
OG0004456	XP_003424387.1, XP_008216646.1, XP_001606454.1	XP_031838994.1, XP_031838993.1, XP_031838992.1, XP_031838990.1
OG0004457	XP_003424936.1	XP_031829042.1
OG0004458	XP_001600124.2	XP_031839053.1
OG0004459	XP_032452494.1	XP_031833300.1
OG0004460	XP_008204892.1	XP_031848568.1
OG0004461	XP_031787778.1	XP_031836340.1
OG0004462	XP_003427474.2	XP_031837794.1
OG0004463	XP_031788923.1	XP_031839168.1
OG0004464	XP_031779051.1	XP_031840453.1, XP_031840455.1
OG0004465	XP_001607418.1	XP_031839215.1
OG0004466	XP_001603166.1	XP_031837288.1
OG0004467	XP_031779097.1, XP_031779096.1	XP_031848346.1
OG0004468	XP_003427163.1	XP_031848296.1
OG0004469	XP_001602117.1, XP_008209466.1, XP_008209537.1	XP_031835501.1
OG0004470	NP_001135956.1	XP_031831998.1
OG0004471	XP_016845356.1, XP_031786585.1	XP_031831521.1
OG0004472	XP_008203181.1, XP_008203183.1, XP_003425618.1, XP_032457697.1	XP_031845443.1
OG0004473	XP_031784892.1	XP_031835870.1, XP_031835871.1, XP_031835872.1
OG0004474	XP_032457070.1, XP_031788147.1	XP_031837493.1, XP_031837503.1, XP_031837513.1
OG0004475	XP_008206889.1	XP_031833982.1
OG0004476	XP_001606653.1, XP_031787771.1	XP_031835763.1, XP_031835770.1
OG0004477	XP_008214656.1, XP_001604771.1	XP_031842533.1
OG0004478	XP_001605463.2	XP_031841907.1
OG0004479	NP_001164373.1	XP_031844177.1
OG0004480	XP_031784019.1	XP_031829377.1, XP_031829376.1
OG0004481	XP_031780219.1, XP_031780218.1	XP_031840707.1
OG0004482	XP_016840476.1	XP_031843369.1
OG0004483	XP_001602222.2	XP_031835459.1
OG0004484	XP_031780551.1	XP_031831586.1
OG0004485	XP_016839810.1	XP_031838630.1
OG0004486	XP_016839152.1	XP_031839386.1
OG0004487	XP_016842854.1	XP_031838268.1
OG0004489	XP_016842569.1	XP_031831375.1
OG0004490	XP_008208557.1	XP_031836112.1
OG0004491	XP_001601275.1	XP_031844296.1
OG0004492	XP_001603995.1	XP_031849160.1, XP_031849169.1
OG0004493	XP_031788045.1	XP_031846540.1
OG0004494	XP_031785430.1	XP_031830401.1
OG0004495	XP_031788552.1, XP_008202006.1, XP_031788553.1	XP_031846401.1
OG0004496	XP_008210042.1	XP_031831632.1
OG0004497	XP_001607196.1	XP_031843454.1
OG0004498	XP_001605274.1	XP_031825861.1
OG0004499	XP_008207466.1	XP_031842213.1
OG0004500	XP_001606470.2	XP_031843052.1
OG0004501	XP_008205409.1	XP_031848715.1
OG0004502	XP_031788726.1, XP_032458025.1	XP_031838356.1
OG0004503	NP_001153363.1, XP_032452173.1	XP_031825334.1
OG0004504	XP_001605206.3	XP_031835746.1
OG0004505	XP_008209733.1	XP_031844148.1
OG0004506	XP_008207561.1	XP_031837658.1
OG0004507	XP_032457614.1	XP_031846902.1
OG0004508	XP_016843042.1	XP_031849941.1
OG0004509	XP_003427446.1, XP_008210885.1, XP_016844859.1	XP_031840378.1
OG0004510	XP_008209535.1	XP_031847442.1
OG0004511	XP_001605806.1	XP_031845389.1
OG0004512	XP_016842114.1, XP_031784773.1, XP_032451986.1	XP_031826703.1
OG0004513	XP_001605095.2	XP_031825849.1
OG0004514	XP_016842217.1	XP_031827887.1
OG0004515	XP_031778917.1	XP_031849552.1
OG0004516	XP_001608289.1	XP_031826581.1
OG0004517	XP_032452524.1, XP_001603817.1	XP_031846176.1
OG0004518	XP_031777199.1	XP_031830281.1
OG0004519	XP_001607227.3	XP_031849917.1
OG0004520	XP_001606721.1	XP_031847748.1
OG0004521	XP_001606664.1	XP_031838634.1
OG0004522	XP_008210041.1	XP_031843161.1, XP_031843256.1, XP_031842987.1, XP_031843071.1, XP_031842897.1
OG0004523	XP_031786243.1	XP_031850287.1
OG0004524	XP_001607859.2	XP_031832978.1
OG0004525	XP_008213871.1	XP_031841642.1
OG0004526	XP_001607411.1	XP_031841315.1
OG0004527	XP_008210569.1, XP_001604337.2	XP_031840837.1
OG0004528	XP_001604762.1	XP_031842482.1
OG0004529	XP_001607463.4	XP_031825686.1
OG0004530	XP_031780547.1	XP_031845570.1
OG0004531	XP_008212661.1	XP_031828675.1
OG0004532	XP_001604678.1, XP_001604652.2	XP_031839791.1
OG0004533	NP_001165787.1	XP_031830105.1
OG0004534	XP_031779575.1	XP_031840951.1
OG0004535	XP_031779947.1, NP_001135813.1	XP_031834483.1
OG0004536	NP_001177858.1	XP_031825911.1
OG0004538	NP_001135930.1, XP_031784823.1, NP_001135929.1	XP_031839897.1
OG0004539	XP_008206894.1	XP_031844485.1
OG0004540	XP_001603968.2	XP_031826973.1, XP_031826972.1
OG0004541	XP_016838706.1, NP_001154985.1	XP_031828177.1
OG0004542	XP_032456777.1	XP_031850457.1
OG0004543	XP_008211029.1	XP_031826480.1
OG0004544	XP_001600218.2	XP_031848741.1
OG0004545	XP_001603533.1	XP_031841561.1, XP_031841555.1
OG0004546	XP_001607594.1	XP_031826563.1
OG0004547	XP_031786385.1	XP_031843328.1
OG0004548	XP_008212508.1	XP_031844149.1
OG0004549	XP_032455794.1, XP_008211638.1, XP_031784474.1, XP_001607064.1	XP_031833688.1
OG0004550	XP_016845611.1	XP_031841762.1
OG0004551	XP_031788899.1	XP_031829257.1
OG0004552	XP_032456773.1, XP_001604075.1	XP_031834264.1
OG0004553	XP_031786883.1	XP_031837677.1
OG0004554	XP_001602586.2	XP_031827673.1
OG0004555	XP_001600008.1	XP_031825440.1
OG0004556	XP_003427188.3	XP_031835015.1
OG0004558	XP_001599386.1	XP_031838263.1
OG0004559	XP_001603072.2	XP_031828837.1
OG0004560	XP_001604739.2	XP_031830238.1
OG0004561	XP_001605350.2	XP_031850286.1
OG0004562	XP_001607424.1	XP_031828838.1, XP_031828839.1
OG0004563	XP_001603051.1	XP_031848433.1, XP_031848432.1
OG0004564	XP_032455063.1, XP_031785023.1, XP_031785025.1	XP_031832295.1
OG0004566	XP_032455040.1	XP_031849799.1
OG0004567	XP_001602744.1, XP_008202398.1, XP_008202397.1	XP_031827375.1
OG0004568	XP_001601226.2	XP_031842470.1
OG0004569	XP_001607663.1	XP_031847890.1
OG0004570	XP_003424096.3	XP_031834643.1
OG0004571	XP_008207422.1	XP_031831093.1
OG0004572	XP_032452916.1, XP_031778495.1	XP_031829245.1
OG0004573	XP_031786376.1	XP_031838374.1
OG0004574	XP_031781620.1	XP_031846960.1
OG0004575	XP_031788603.2	XP_031827677.1
OG0004576	XP_001606117.1	XP_031832330.1
OG0004577	XP_016841168.1	XP_031841348.1
OG0004578	XP_001606157.2	XP_031833432.1
OG0004579	XP_031780916.1	XP_031843567.1
OG0004580	XP_008204012.1	XP_031829047.1
OG0004581	XP_001604224.1	XP_031834288.1
OG0004582	XP_031785043.1	XP_031827415.1
OG0004583	XP_001605510.1	XP_031842759.1
OG0004584	XP_016841310.1	XP_031842935.1
OG0004585	XP_001604462.2	XP_031846722.1
OG0004586	XP_003427086.1	XP_031830688.1
OG0004587	XP_001604870.1	XP_031846431.1
OG0004588	XP_008204705.1	XP_031834738.1, XP_031834737.1
OG0004589	XP_016843432.1, XP_001600627.1	XP_031833728.1
OG0004590	XP_001606554.1, XP_032454044.1	XP_031839898.1
OG0004591	XP_031783915.1	XP_031849269.1
OG0004592	XP_031784052.1	XP_031843009.1
OG0004593	XP_003425019.1	XP_031826468.1
OG0004594	XP_031785490.1	XP_031831736.1
OG0004595	XP_032454901.1, XP_001600084.1, XP_008205617.1	XP_031831762.1
OG0004596	XP_001606449.1	XP_031825732.1
OG0004597	XP_016840891.1	XP_031838508.1
OG0004598	XP_001604635.1	XP_031827767.1, XP_031827758.1
OG0004599	XP_001606153.1	XP_031829973.1, XP_031829972.1
OG0004600	XP_001606300.1	XP_031842251.1
OG0004601	XP_001606212.1	XP_031847969.1
OG0004602	XP_008214875.1	XP_031841260.1
OG0004603	XP_031784671.1	XP_031827695.1
OG0004604	XP_016845222.1	XP_031833438.1, XP_031833400.1
OG0004605	XP_001606512.1	XP_031849459.1, XP_031849458.1
OG0004606	XP_016837669.1	XP_031841126.1
OG0004607	XP_031778318.1, NP_001161279.1	XP_031831023.1
OG0004608	XP_001600495.1	XP_031842224.1
OG0004609	XP_001604831.2	XP_031835494.1
OG0004611	XP_001602732.1	XP_031836947.1
OG0004612	XP_001604036.1	XP_031831242.1
OG0004613	XP_032453086.1, XP_031779618.1	XP_031827922.1
OG0004614	XP_001605802.1	XP_031836880.1, XP_031836881.1
OG0004615	XP_001604956.1	XP_031826243.1, XP_031826242.1
OG0004616	XP_008202915.1	XP_031834750.1, XP_031834751.1
OG0004617	XP_008201854.1	XP_031846458.1
OG0004618	XP_031788928.1, XP_032458069.1	XP_031848473.1
OG0004619	XP_001600793.1, XP_031786715.1	XP_031835296.1, XP_031835295.1
OG0004620	XP_001600640.1	XP_031841008.1
OG0004621	XP_001603850.1	XP_031845520.1
OG0004622	XP_008210037.1	XP_031833742.1, XP_031833743.1, XP_031833741.1
OG0004623	XP_008217670.1	XP_031848704.1
OG0004624	XP_001607054.2	XP_031835579.1
OG0004625	XP_032454022.1	XP_031839693.1
OG0004626	XP_031781518.1	XP_031847039.1, XP_031847037.1, XP_031847038.1
OG0004627	XP_001604707.1	XP_031825845.1
OG0004628	XP_001605022.1	XP_031839819.1
OG0004629	XP_008211498.1	XP_031832352.1
OG0004630	XP_003428131.1	XP_031831028.1
OG0004631	XP_008205991.1	XP_031838214.1
OG0004632	XP_031789021.1, XP_001602235.1	XP_031828157.1
OG0004633	XP_001600308.4	XP_031841975.1
OG0004634	XP_016840959.1	XP_031850196.1
OG0004635	XP_008217825.1	XP_031830424.1, XP_031830425.1, XP_031830426.1, XP_031830423.1
OG0004636	NP_001177674.1	XP_031845474.1
OG0004637	XP_031778753.1	XP_031836699.1
OG0004638	XP_031778918.1	XP_031849475.1
OG0004639	XP_001604267.2	XP_031833327.1, XP_031833330.1, XP_031833329.1, XP_031833331.1
OG0004640	XP_031778714.1	XP_031834309.1, XP_031834307.1
OG0004643	XP_031784655.1, XP_031784650.1	XP_031846000.1
OG0004644	XP_008210207.1	XP_031829441.1
OG0004645	XP_016841714.2	XP_031827346.1
OG0004646	NP_001153349.1, XP_008215027.1	XP_031841279.1
OG0004647	XP_008207245.1	XP_031825803.1
OG0004648	XP_001605957.1	XP_031844057.1
OG0004649	XP_008214839.1	XP_031848566.1
OG0004650	XP_001600471.1	XP_031842045.1
OG0004651	XP_008205900.1	XP_031833551.1
OG0004653	XP_016845506.1	XP_031850476.1
OG0004654	XP_001608291.1	XP_031847351.1
OG0004655	XP_016845921.1	XP_031835589.1
OG0004656	XP_031788283.1	XP_031841158.1
OG0004657	XP_008216177.1	XP_031831543.1
OG0004659	XP_003425313.2	XP_031835083.1, XP_031835084.1, XP_031835085.1
OG0004660	XP_032451923.1, XP_001606818.1	XP_031826339.1
OG0004661	XP_001606637.2	XP_031826426.1
OG0004662	XP_003426460.1	XP_031831734.1
OG0004663	XP_001608023.1	XP_031842969.1
OG0004664	XP_008206323.1	XP_031825764.1
OG0004665	XP_031788691.1	XP_031832641.1
OG0004666	XP_032455007.1	XP_031826536.1
OG0004667	XP_001600622.1	XP_031841303.1
OG0004668	NP_001123270.1, XP_001604385.2	XP_031833170.1
OG0004669	XP_001600502.1, XP_008208273.1	XP_031831558.1
OG0004670	XP_003425730.1	XP_031828116.1, XP_031828115.1
OG0004671	XP_001604912.1	XP_031840641.1
OG0004672	XP_001605295.1	XP_031840158.1
OG0004674	XP_001605330.1	XP_031844841.1
OG0004675	XP_001599972.1	XP_031828759.1
OG0004676	XP_031779679.1	XP_031841457.1
OG0004677	XP_031782929.1, XP_031782896.1	XP_031828370.1
OG0004678	XP_001607691.1	XP_031843477.1
OG0004679	XP_008214331.2	XP_031828220.1
OG0004680	XP_008207611.1	XP_031850140.1
OG0004681	XP_016838815.1	XP_031845390.1
OG0004682	XP_001607372.1, XP_031778529.1	XP_031850578.1
OG0004683	XP_001599156.1	XP_031833460.1
OG0004684	XP_001604038.1	XP_031830398.1
OG0004686	XP_031778972.1, XP_008216549.1	XP_031837965.1
OG0004687	XP_003425875.1	XP_031838605.1
OG0004688	XP_003425983.1, XP_032453270.1, XP_001605905.1	XP_031828494.1
OG0004689	XP_008202145.1	XP_031834998.1
OG0004690	XP_008202499.1, XP_031784718.1	XP_031845415.1, XP_031845416.1, XP_031845417.1, XP_031845419.1
OG0004691	XP_031780733.1	XP_031833012.1
OG0004692	XP_031780736.1	XP_031833013.1
OG0004693	XP_008213222.1	XP_031839189.1
OG0004694	XP_016838800.1	XP_031829743.1
OG0004695	XP_001603617.1	XP_031840315.1
OG0004696	XP_003426154.1	XP_031846206.1
OG0004697	XP_008207386.1	XP_031826231.1, XP_031839275.1
OG0004698	XP_031782378.1, XP_031782379.1, XP_032453903.1	XP_031837548.1
OG0004699	NP_001127782.1	XP_031835887.1
OG0004700	XP_031788086.2	XP_031845654.1
OG0004701	XP_008203224.1	XP_031838564.1
OG0004702	XP_001605541.1	XP_031842746.1, XP_031842745.1
OG0004703	NP_001164385.1, XP_016837021.1	XP_031833758.1, XP_031833761.1, XP_031833764.1, XP_031833765.1, XP_031833762.1, XP_031833763.1, XP_031833760.1, XP_031833759.1
OG0004704	XP_001606666.2	XP_031830916.1
OG0004705	XP_031781073.1, XP_032457451.1	XP_031838265.1
OG0004706	XP_001602537.1	XP_031831631.1, XP_031831630.1
