Orthogroup	Nasonia_vitripennis	Bombyx_mori
OG0003435	XP_001603997.1	NP_001244267.1, XP_012550378.2
OG0003436	XP_008217342.2	XP_004932809.1
OG0003437	XP_032456914.1, XP_031787382.1	XP_037875684.1, XP_037877263.1
OG0003438	XP_003426457.1	XP_004921818.1, XP_012544894.1
OG0003439	XP_008215167.1	XP_037872285.1
OG0003441	XP_031783384.1, XP_031783382.1, XP_031783385.1	XP_004927784.2
OG0003442	XP_031786717.1, XP_008210116.1	XP_037866515.1, XP_037866516.1
OG0003444	XP_031778018.1	NP_001037085.1, XP_021207029.1
OG0003445	XP_001603193.2, XP_031783259.1, XP_031783260.1, XP_032453916.1	XP_037871019.1
OG0003446	XP_016837091.1	NP_001098694.1, NP_001098696.1
OG0003447	XP_003424583.1	NP_001296546.1, XP_004922011.1
OG0003448	XP_008210748.1	XP_004933026.1
OG0003449	XP_031776669.1, XP_008216799.1	XP_021206165.1
OG0003450	XP_001600227.1	NP_001040542.1
OG0003451	XP_008210372.1	XP_004923511.1
OG0003452	XP_001604611.1	XP_021205053.1
OG0003453	XP_001600949.1	XP_012552434.1, XP_012552430.1
OG0003454	NP_001153317.1	NP_001037059.1
OG0003455	XP_001603352.1	XP_037873852.1
OG0003456	XP_001599918.1	XP_004932145.1
OG0003457	XP_031783417.1	NP_001040394.1
OG0003458	XP_001605099.3, XP_016843767.1	XP_012547359.2, XP_012547357.2
OG0003459	XP_001606506.1	XP_012545982.1, NP_001037674.1
OG0003460	NP_001177680.1, NP_001177681.1, NP_001177679.1	XP_004926473.1
OG0003461	XP_016841560.1	XP_004931839.2
OG0003462	XP_031786713.1, XP_031786712.1	XP_037873712.1, XP_021206608.2
OG0003463	XP_008217787.1	XP_004924684.1
OG0003464	XP_001599732.2	NP_001036997.1
OG0003465	XP_016842301.1, XP_008218131.1	XP_004922169.1
OG0003466	XP_003423892.1	XP_004926531.3
OG0003467	XP_032454489.1, XP_008213509.1, XP_008213508.1	XP_004927141.1
OG0003468	XP_003424108.1	XP_037877566.1, XP_021207394.2
OG0003469	XP_001606491.1, XP_008214817.1	XP_004930056.1, XP_012549234.1, XP_012549236.1, XP_012549235.1
OG0003470	XP_031785314.1	XP_004927777.2
OG0003471	XP_001606370.1	XP_004930371.2
OG0003472	XP_008208020.1	XP_037877856.1
OG0003473	XP_001603735.1, XP_032456774.1	XP_037875053.1
OG0003474	XP_001604289.1	XP_037868743.1
OG0003475	XP_016836743.1	XP_004930566.1
OG0003476	XP_031787014.1	XP_012547078.1, XP_004922070.2
OG0003477	XP_001606644.2	NP_001091822.1
OG0003478	NP_001161245.1	XP_004927649.1
OG0003479	XP_016838281.1, XP_001608074.2	XP_021207253.2
OG0003480	XP_008213190.1	XP_004925542.3
OG0003481	XP_001602033.3	XP_012544254.1
OG0003482	XP_008206391.1	XP_037871232.1
OG0003483	XP_001607208.1	NP_001037010.1
OG0003484	XP_031781718.1	XP_037874376.1
OG0003485	XP_001606752.1	XP_021208538.2
OG0003486	XP_031785060.1, XP_001601526.1	XP_004932951.1
OG0003487	XP_001601422.2, XP_008216833.1	NP_001182384.1
OG0003488	XP_032455534.1, XP_031785678.1	XP_004932663.1
OG0003489	XP_008207605.3	NP_001040318.1, XP_037867815.1
OG0003490	XP_008213196.1, XP_008213197.1, XP_016844513.1	XP_037871305.1
OG0003491	XP_016845917.1	XP_012547173.2
OG0003492	XP_001603619.1	XP_021205517.1
OG0003493	XP_008205208.1, XP_001602461.2	XP_037874692.1
OG0003494	XP_016845528.1	XP_012551801.2
OG0003495	XP_008206040.1	XP_004933065.1
OG0003496	XP_001605585.1	NP_001140197.1, XP_037869524.1
OG0003497	XP_016839365.1, XP_016839364.1	XP_012551388.1
OG0003498	XP_031784333.1, XP_032455716.1, XP_001601196.1	NP_001040497.1
OG0003499	XP_008207430.1	XP_037867924.1
OG0003500	XP_016845591.1	XP_004931538.1
OG0003501	XP_001601626.1	XP_012547360.1, XP_004927893.1
OG0003502	XP_031782821.1	XP_004921959.1
OG0003503	XP_031778425.1	XP_021208616.1
OG0003504	XP_016840248.1	XP_021207708.2
OG0003506	XP_008203801.2	XP_004922429.1
OG0003507	NP_001128395.1	XP_037872748.1
OG0003508	XP_001607183.1	XP_004930904.1
OG0003510	XP_003423865.1	XP_037875352.1, XP_037875351.1
OG0003511	NP_001153421.1, XP_031787438.1	XP_004930466.1
OG0003512	XP_001604407.2	XP_004929710.3
OG0003513	XP_031788089.1, XP_031788057.1	XP_021208073.1, XP_021208074.1
OG0003514	XP_016845576.1	NP_001040342.1
OG0003515	XP_031784403.1, XP_031784402.1	XP_021207919.1
OG0003517	XP_031783413.1	XP_012544329.2, XP_037877383.1
OG0003518	XP_031787356.1	NP_001296511.1, XP_037871506.1
OG0003519	XP_031783548.1	XP_037870775.1
OG0003520	XP_016843257.1	XP_037876845.1, XP_037876844.1
OG0003521	XP_008201792.1	XP_004925657.1
OG0003522	XP_001603530.1	XP_004922885.1
OG0003523	XP_008216446.1, XP_008216445.1, XP_032453319.1	XP_004926031.1
OG0003524	XP_031784246.1	NP_001091835.2
OG0003525	XP_031778520.1	XP_012549064.1
OG0003526	XP_008202585.1	XP_004927044.1
OG0003527	XP_031783323.1	XP_037877233.1, XP_037876955.1, XP_037876956.1
OG0003528	XP_001604169.2	XP_037876854.1, XP_037876853.1
OG0003529	XP_001606994.1	NP_001140193.1
OG0003530	XP_016840860.1, XP_032454871.1	XP_021207110.1
OG0003531	NP_001161182.1	XP_037877244.1, NP_001124358.1, XP_037877253.1, NP_001124359.1
OG0003532	XP_008208296.1	XP_021202687.1, XP_012544614.1
OG0003533	XP_008206432.1	XP_037872430.1
OG0003534	XP_032456323.1	XP_037868931.1
OG0003535	XP_001599298.1	XP_037875647.1
OG0003536	XP_032455043.1, XP_032455042.1, XP_031785690.1, XP_031785689.1	XP_004928256.2
OG0003537	XP_031780057.1	XP_012544105.1
OG0003538	XP_031784692.1, XP_008205604.1, XP_008205602.1, XP_001603565.1	XP_012543915.1
OG0003539	XP_032456302.1, XP_008201811.1, XP_008201810.1	XP_004928604.2
OG0003540	XP_031785670.1, XP_016840768.1	XP_012553269.1, NP_001037307.1
OG0003541	XP_001605928.2	XP_004925449.2
OG0003543	XP_001606527.1	XP_012547293.2, XP_012547289.2
OG0003544	XP_001601780.1, XP_003425099.1	XP_004925555.1
OG0003545	XP_016839924.1	XP_004923221.1
OG0003546	XP_016839621.2	XP_004923328.2
OG0003547	XP_016845143.1	XP_012550249.1, XP_021206392.1
OG0003548	XP_016843603.1	XP_012548856.1, XP_012548857.1, XP_004925066.2
OG0003549	XP_032455347.1, XP_032455348.1, XP_001605383.2	XP_004924159.1
OG0003550	XP_008217705.1	XP_004925430.2
OG0003551	XP_008216441.1, XP_032453324.1, XP_032453323.1, XP_001603466.2	XP_021208344.2
OG0003552	XP_008213958.1	XP_021205024.1
OG0003553	XP_031788513.1	XP_012551586.1
OG0003554	XP_001604509.1	XP_037875891.1
OG0003555	XP_031780576.1, XP_031780577.1	XP_004928596.1
OG0003556	XP_031789464.1	XP_037874820.1
OG0003557	XP_001606774.1	XP_004929733.2
OG0003558	NP_001139382.1	XP_037875118.1
OG0003559	XP_031787804.1	XP_037867544.1
OG0003560	XP_031780747.1	XP_021201878.2
OG0003561	XP_001608240.1	NP_001135963.1
OG0003562	XP_032457342.1, XP_031778246.1, XP_008210242.1, XP_008210240.1, XP_008210241.1, XP_032457343.1, XP_016843969.1	XP_021203090.1
OG0003563	XP_001601655.2, XP_016840163.2	XP_037875812.1
OG0003564	XP_008217835.1, XP_031780762.1, XP_032452760.1, XP_032452759.1, XP_032452761.1	XP_037877761.1
OG0003565	XP_016837936.1	XP_037866447.1, XP_004929264.4
OG0003566	XP_003425578.1	XP_004921932.1
OG0003567	XP_016841642.1	XP_004921862.1
OG0003568	XP_032456719.1	XP_012546407.1
OG0003569	XP_031786908.1, XP_031786914.1	XP_021203981.2
OG0003570	XP_016842394.1	XP_037869896.1
OG0003571	XP_001606689.1	XP_037867390.1
OG0003572	XP_008209070.1, XP_008209071.1	XP_004923039.1, XP_004923040.1
OG0003573	XP_016840689.1, XP_032455636.1	XP_037867617.1, XP_021206523.1
OG0003574	XP_031779724.1	XP_004922723.1
OG0003575	XP_031778981.1, XP_003424038.1	NP_001040264.1
OG0003576	XP_001603566.1	XP_037866564.1
OG0003577	XP_008209435.1	XP_004929485.1
OG0003578	XP_001600721.1	XP_004922669.3
OG0003580	XP_001601313.1	XP_037869342.1
OG0003581	XP_031783353.1	XP_004927037.1
OG0003582	XP_008204887.1	XP_004926064.3
OG0003583	XP_001607092.1	XP_004927525.1
OG0003584	XP_032453115.1	XP_037869082.1, XP_037869084.1, XP_037869083.1, XP_037869081.1
OG0003585	XP_001605871.2	XP_021208943.1
OG0003587	XP_008206062.1	XP_037872657.1
OG0003588	XP_031785536.1	XP_004924493.1
OG0003589	XP_016845558.1	XP_012551318.1, NP_001037414.1
OG0003591	XP_001603446.1	NP_001036831.1
OG0003592	XP_016843466.1, XP_016843464.1	XP_012549032.3
OG0003593	XP_031786731.1	XP_004927919.1
OG0003595	XP_031784277.1	XP_012546094.2
OG0003596	XP_001601721.1, XP_032453867.1, XP_032453863.1	XP_012547345.1, XP_004927774.1
OG0003597	XP_031781204.1, XP_031781209.1	XP_037868232.1
OG0003598	XP_031787334.1	NP_001266347.1, XP_037866738.1
OG0003599	XP_031786415.1	XP_037869568.1, NP_001040495.1
OG0003600	XP_008213320.2	XP_037866549.1
OG0003601	XP_001599843.1	XP_021209180.2
OG0003602	XP_001604641.1, XP_008211414.1	XP_037877049.1
OG0003603	XP_001604062.2	XP_004921806.1
OG0003604	XP_016842123.1	XP_004930828.3
OG0003605	XP_016841953.1	XP_037868816.1, XP_012545933.1, XP_012545932.1, XP_037875992.1
OG0003606	XP_001601675.1	NP_001036953.1
OG0003607	XP_008210721.1	XP_004929826.1
OG0003608	XP_016838050.1, XP_008204324.1	XP_004923045.1
OG0003609	XP_032456540.1	XP_004929445.1
OG0003610	XP_032454947.1, XP_003424119.1	XP_012550905.1
OG0003611	XP_031783754.1	XP_004923702.3
OG0003612	XP_016845369.1	NP_001186936.1, XP_037873378.1
OG0003613	XP_031778710.1	XP_037871989.1
OG0003614	NP_001161704.1, XP_032457098.1	NP_001116808.1, XP_012545275.1, NP_001036963.1, XP_012546220.1
OG0003615	XP_016840844.1, XP_031785639.1	XP_021206296.1
OG0003618	XP_003425529.1	XP_037876570.1, XP_037876572.1, XP_037876573.1, XP_037876574.1
OG0003619	XP_008214801.1, XP_032455207.1	XP_037867102.1
OG0003620	XP_008203192.1	XP_012551016.1
OG0003623	XP_008213341.1	XP_037877118.1
OG0003624	XP_001602789.1	XP_037870327.1
OG0003625	XP_008210437.1	XP_037872531.1
OG0003626	XP_031787526.1	XP_021207115.2
OG0003627	XP_008211772.1	NP_001177140.1
OG0003628	XP_031777623.1	XP_037868941.1
OG0003629	XP_031788231.1	XP_004928121.1
OG0003630	XP_031788005.1, XP_031788013.1	XP_037872734.1
OG0003631	XP_003426793.1, XP_001602782.2	XP_004933562.1
OG0003632	XP_016842903.1	XP_021203507.1, XP_004925965.1, XP_004925963.2
OG0003633	XP_008204988.2	XP_004929380.3
OG0003634	XP_031788053.1	XP_004922388.1, NP_001037313.1
OG0003635	XP_008204408.2	XP_021204070.2
OG0003637	XP_031782351.1, XP_016838743.1	XP_037872386.1
OG0003638	XP_016842838.1	XP_037875164.1
OG0003640	XP_031787767.1	XP_021209237.2
OG0003641	XP_016841041.1	XP_037874781.1, XP_037874775.1
OG0003642	XP_008212870.1	XP_021204234.2, XP_037874944.1
OG0003643	XP_016840304.1, NP_001135424.1	XP_037877249.1, XP_037877248.1, XP_012551898.1, XP_004933306.1
OG0003644	XP_001601110.2, XP_031786979.1	XP_004933307.1, XP_037872876.1
OG0003645	XP_031777257.1	XP_012550903.3, XP_037874000.1
OG0003646	XP_016836730.1, XP_016836726.1, XP_032452107.1	NP_001091840.1, XP_012550228.2
OG0003647	XP_008209641.3	XP_004928679.1
OG0003649	XP_031783195.1, XP_001604943.1	XP_037877803.1
OG0003650	XP_032453400.1	XP_037869051.1, NP_001040203.1
OG0003651	XP_008214830.1	XP_004923872.1
OG0003652	XP_016839387.1, XP_031778113.1, XP_031778114.1	XP_037875171.1
OG0003653	XP_001605902.2	XP_037871683.1
OG0003654	XP_016840172.2	XP_004930203.1
OG0003655	XP_001599554.4	XP_037868595.1
OG0003656	XP_001602711.2, XP_008216883.1, XP_032456016.1	NP_001296541.1
OG0003658	XP_001600147.1	XP_037867054.1
OG0003661	XP_001604239.2	NP_001040210.1
OG0003663	XP_031789477.1	XP_037874623.1, XP_037874741.1
OG0003664	XP_016837856.1, XP_001604982.1, XP_008217715.1, XP_032452962.1	XP_004929480.3, XP_037870517.1
OG0003665	XP_008203602.2	XP_012553038.1, NP_001040503.1
OG0003666	XP_008205795.1	XP_004931818.1, XP_037877515.1
OG0003667	XP_031778837.1	NP_001036836.1, NP_001037560.1
OG0003669	XP_032457043.1, XP_031788778.1, XP_031788779.1, XP_032457044.1, XP_032457042.1	XP_004933551.1
OG0003670	XP_001606597.1	XP_004931747.1
OG0003671	XP_031778505.1, XP_032452920.1, XP_031778506.1	XP_037869179.1
OG0003672	XP_032455606.1	XP_012553095.2
OG0003673	XP_001601371.1, XP_008203420.1	XP_037870945.1
OG0003674	XP_031784852.1	XP_012548325.1
OG0003675	XP_001604405.1	XP_004931915.1
OG0003676	XP_001603136.1, XP_008208967.1	XP_004923558.1
OG0003677	XP_008211629.1, XP_031784461.1	XP_037876307.1
OG0003678	XP_031786381.1, XP_031783458.1	XP_012553133.1
OG0003680	XP_016837989.1	XP_037866795.1
OG0003681	XP_016839265.1, XP_016839264.1	XP_004923151.1, XP_004923152.1
OG0003682	XP_008208529.1, XP_031786616.1, XP_008208528.1, XP_001602138.1	XP_004925946.2
OG0003684	XP_003425585.1	XP_012546211.1
OG0003685	XP_003425569.1, NP_001154990.1, XP_031777739.1, NP_001155026.1	NP_001037430.1
OG0003686	XP_008204829.1	XP_037874439.1, XP_037874438.1
OG0003687	XP_016839408.1, XP_016839409.1	XP_004929484.2
OG0003690	XP_003428224.1	XP_004925755.1
OG0003691	XP_031781795.1, XP_031781797.1	XP_037870767.1
OG0003692	XP_001602329.2	XP_037870266.1
OG0003696	XP_031782205.1	XP_021204756.1
OG0003697	XP_031783522.1	XP_037877834.1
OG0003698	XP_001603871.2, XP_032453161.1	XP_004929241.1
OG0003700	XP_032456747.1, XP_016841261.1	XP_004930255.2
OG0003701	XP_016842227.1, XP_016842226.1	XP_037873910.1, XP_004925335.1, XP_021203109.1, XP_004925336.3, XP_004930497.3
OG0003704	XP_031778984.1, XP_031778986.1, XP_032452411.1	XP_021205562.1
OG0003709	XP_008215767.1	NP_001040287.1
OG0003710	XP_008212787.1, XP_001608006.1	XP_012552769.1, NP_001037630.1
OG0003711	NP_001177967.1, XP_031783900.1	XP_004931878.1
OG0003712	XP_032455349.1, XP_001607606.1	NP_001037123.1
OG0003713	XP_032453328.1	NP_001036989.1, XP_012547744.1
OG0003714	XP_008213292.1, NP_001154933.1	NP_001037512.1
OG0003715	XP_008210922.1	NP_001108476.2
OG0003716	XP_031787570.1, XP_031787573.1	XP_037872653.1
OG0003717	XP_016839650.1	NP_001037277.1
OG0003718	XP_001603068.1	XP_004927279.1
OG0003719	XP_001606749.1	XP_021208079.2
OG0003720	XP_016841764.1, XP_008202288.1	NP_001036933.1
OG0003721	XP_001600543.1	NP_001037351.1
OG0003722	XP_032453526.1, XP_001601099.1	NP_001135961.1
OG0003723	XP_008212951.1	XP_004922372.1
OG0003724	XP_001605817.1	NP_001188508.1
OG0003725	XP_031778163.1	XP_004928719.1
OG0003726	XP_001607950.1	NP_001040238.1
OG0003727	XP_001604648.1	XP_004923665.1
OG0003728	XP_032455840.1, XP_032455839.1, XP_016843542.1, XP_032455841.1	XP_037866984.1, XP_037866993.1
OG0003729	NP_001165817.1	NP_001091814.1
OG0003730	XP_031779611.1	XP_004924672.1
OG0003731	NP_001136338.1, XP_032452207.1	XP_004932193.1
OG0003732	XP_001605620.1	NP_001040335.1, XP_004926899.1
OG0003734	XP_003426810.1	NP_001040244.1
OG0003735	XP_001603196.1	XP_004931147.1
OG0003736	XP_016837945.1, XP_008207768.1	XP_012544317.1, XP_004924419.1, XP_037877068.1, XP_037877080.1
OG0003737	XP_001605527.1	NP_001036824.1
OG0003738	XP_031785779.1	XP_037873403.1, NP_001040420.1
OG0003739	XP_001605411.1	XP_012548197.1
OG0003740	XP_001605472.1	XP_004933048.1
OG0003741	XP_001599576.1, XP_032455086.1, XP_032455087.1, XP_032455085.1	XP_004931476.1
OG0003742	XP_016840917.1	XP_012551052.2
OG0003743	XP_001606968.1	XP_012553144.1
OG0003744	XP_032455966.1, NP_001165784.1	NP_001040316.1, XP_004929867.1
OG0003745	NP_001153403.1	XP_004928703.1
OG0003746	XP_001599582.1	XP_004926477.1
OG0003747	XP_032455406.1, XP_001606518.1, XP_032455407.1	NP_001296542.1
OG0003750	XP_031785797.1	XP_012552288.2, NP_001040296.1
OG0003751	NP_001128392.1	XP_004923024.1
OG0003752	NP_001165811.1	NP_001073120.1, XP_021204148.1, XP_004926951.1
OG0003754	XP_031779547.1	XP_037871617.1, XP_037871615.1, XP_037871612.1
OG0003755	XP_001605487.1	NP_001040324.1
OG0003756	XP_001601418.1	NP_001040454.1, XP_037876426.1
OG0003757	XP_032456308.1	XP_012551544.1, NP_001037384.1
OG0003758	XP_031783741.1	XP_037867518.1, XP_037867519.1
OG0003759	XP_001600819.1	XP_037872455.1
OG0003760	XP_001601236.1	XP_004923247.2
OG0003761	XP_001601009.1, XP_003427438.1, XP_032456977.1	XP_004932329.1
OG0003762	XP_031788281.1	XP_004930695.2
OG0003763	XP_003426274.1, XP_001602965.1, XP_008206041.1	NP_001040256.1
OG0003765	XP_001604071.1	XP_004930780.1
OG0003767	XP_031778143.1	NP_001091754.1
OG0003768	XP_001604061.2	NP_001040505.1, XP_021208052.1
OG0003769	XP_001607961.1	XP_004932945.1
OG0003770	XP_031783415.1	XP_004927779.1
OG0003771	XP_031780016.1, XP_008209166.1	XP_004923132.1
OG0003772	XP_031780634.1	XP_004933087.1, NP_001091837.2
OG0003773	NP_001123227.2, XP_032452231.1	NP_001040305.1
OG0003774	XP_008206451.1	NP_001155189.1
OG0003776	XP_016842149.1, NP_001122572.1	XP_037874928.1
OG0003777	XP_001604266.2	XP_037874652.1
OG0003778	XP_008213457.1	XP_004921772.2
OG0003779	NP_001193394.1	XP_012545916.2
OG0003780	XP_001601189.1	NP_001040283.1
OG0003781	XP_031777711.1	NP_001040364.1
OG0003782	NP_001165798.1, XP_031776863.1	XP_004929641.1, XP_004933732.1
OG0003783	XP_003424590.1	NP_001124369.1
OG0003784	XP_031784916.1, XP_031784915.1	XP_012552265.3
OG0003785	XP_001601340.1	XP_004931941.1
OG0003786	XP_016840948.1	XP_004922831.1
OG0003787	XP_031787275.1, XP_031787276.1, XP_001600639.1	NP_001037588.1
OG0003788	XP_001607821.1	NP_001040471.1
OG0003789	XP_001601517.1	XP_004922402.1
OG0003790	XP_001603914.1	XP_004925338.1
OG0003791	XP_008213933.1	NP_001108408.1, XP_037877671.1
OG0003792	XP_001605413.2	NP_001040194.1
OG0003793	XP_001602925.1	XP_037876524.1
OG0003794	NP_001153353.1	XP_037869572.1, NP_001091760.1
OG0003795	XP_032456539.1	XP_004925783.1
OG0003796	XP_031783809.1	XP_021204761.1
OG0003797	XP_001602197.2	XP_004923393.2
OG0003798	XP_031783017.1	NP_001091757.1, XP_012549905.1
OG0003799	XP_032457711.1, XP_003424698.1	XP_004921604.1
OG0003800	XP_032452282.1, XP_032452283.1	XP_012549710.1, NP_001232899.1
OG0003801	XP_001599319.1	XP_004921614.1
OG0003802	XP_001604230.2	XP_021206946.1
OG0003803	XP_031788140.1	XP_004922741.1
OG0003804	XP_003426743.1	XP_037872715.1
OG0003805	XP_001607288.1	XP_037872346.1
OG0003806	XP_032456718.1, XP_032456720.1	XP_004930388.1, XP_037869079.1
OG0003807	XP_031778623.1, XP_008216419.1	XP_004933560.1
OG0003808	XP_001606160.1	XP_004926538.1
OG0003809	XP_001607792.1, XP_001606291.2	XP_021208417.1
OG0003810	XP_001604861.1	XP_004927931.1
OG0003811	XP_008207078.1	XP_037875641.1
OG0003812	XP_031783154.1	NP_001189466.1, XP_012549368.2
OG0003813	XP_001606928.1	XP_004928617.1
OG0003814	XP_016841804.1	XP_004931718.2
OG0003815	XP_001602322.2	XP_037870921.1
OG0003816	XP_003428128.1	XP_004928464.1
OG0003817	XP_008214103.1, XP_008214102.1, XP_008214101.1	XP_021208339.1
OG0003818	XP_008206442.3	NP_001157383.1
OG0003819	XP_032454738.1, XP_032454739.1, XP_031786274.1, XP_031786275.1	XP_004933631.1
OG0003820	XP_031787655.1	NP_001036861.1
OG0003821	XP_001601553.2	XP_037877826.1, XP_037877825.1
OG0003823	XP_031778983.1	XP_012546007.2, XP_037870947.1
OG0003824	NP_001153434.1	XP_012552876.1, NP_001268822.1
OG0003825	XP_003424194.1	XP_037868048.1
OG0003826	XP_032451675.1	XP_037876746.1
OG0003827	XP_016841753.1	NP_001266358.1, XP_012551312.1
OG0003828	NP_001153329.1, XP_008211060.1	NP_001182009.1
OG0003829	XP_032456794.1, XP_032456795.1, XP_032456793.1	XP_004926984.1, XP_012546488.1
OG0003830	XP_016837820.1	XP_037866511.1
OG0003831	XP_031779324.1	XP_021208347.2
OG0003832	XP_031778420.1	XP_004925624.1
OG0003833	XP_001600494.1	XP_004925262.1
OG0003834	XP_008212721.1	XP_037876702.1
OG0003835	XP_001599351.1, XP_032454859.1	XP_004931767.1
OG0003836	XP_032456101.1	XP_037869782.1
OG0003837	XP_008214220.1	XP_012545045.2, XP_004925194.2, XP_004925193.2
OG0003838	XP_001606444.1	XP_004928702.1
OG0003839	XP_003423935.1	XP_012546118.2
OG0003840	XP_003427139.1	XP_021203783.2
OG0003841	XP_003425269.1	XP_004923140.1
OG0003842	XP_016844354.1	XP_037874800.1
OG0003843	XP_031787780.1, XP_032456469.1	NP_001091817.1, XP_021207544.1
OG0003844	XP_008202890.1	XP_004931889.1
OG0003845	XP_001601725.1	XP_004928709.1
OG0003846	XP_001607390.1, XP_003424105.1	XP_004932196.1, NP_001296475.1
OG0003847	XP_008212895.1	XP_012545390.1
OG0003848	XP_001604309.1	XP_004924536.1
OG0003849	XP_008207753.1, XP_016839440.1	XP_004931750.2
OG0003850	XP_031777197.1	XP_004928510.1
OG0003851	XP_001599033.2	XP_004928273.2
OG0003852	XP_031781569.1	XP_037872312.1
OG0003853	XP_016845278.2	XP_004931012.1
OG0003854	XP_031778526.1	XP_037875289.1
OG0003855	NP_001177677.1, XP_016836656.1	XP_037870393.1
OG0003856	XP_001604291.1	XP_004925677.1
OG0003857	XP_032457012.1, XP_016845745.1	XP_004932690.1
OG0003859	XP_008206455.1, XP_031783403.1	XP_004922685.1
OG0003861	XP_031785665.1, XP_016840333.2	NP_001243926.1, XP_012547732.1
OG0003863	XP_008207066.1	XP_037873078.1
OG0003864	XP_001605947.2	XP_037867969.1
OG0003865	XP_008218032.1, XP_032457861.1, XP_032457859.1, XP_032457860.1	XP_004923657.1
OG0003866	XP_001600555.1	NP_001274766.1, XP_004924935.1
OG0003867	XP_001605238.1	XP_012548833.1
OG0003868	XP_003425216.1, XP_003425540.1	XP_037874329.1
OG0003869	XP_031781068.1	XP_021203303.2
OG0003870	NP_001153419.1	XP_004930744.1
OG0003871	NP_001153375.1, XP_031784172.1	XP_037866929.1
OG0003872	XP_016837907.1	XP_004923397.1
OG0003873	XP_016841745.1	XP_012550036.2
OG0003874	XP_016840546.1	XP_004924537.1
OG0003875	XP_008211218.1	XP_004922154.1
OG0003876	XP_001604896.4	XP_021205723.2, XP_037870515.1, XP_037870516.1
OG0003877	XP_001601710.2	XP_037866550.1
OG0003878	XP_008208477.1	XP_037876197.1
OG0003879	NP_001161325.1	XP_004931440.3
OG0003880	XP_031780717.1	XP_012549422.1
OG0003882	XP_008212464.1	XP_012548006.1
OG0003883	XP_001605850.1	XP_004926044.1
OG0003884	XP_016845791.1	XP_021206275.1
OG0003885	XP_001605890.1	XP_004926933.2
OG0003886	XP_032456603.1, XP_032456602.1, XP_001606725.1	NP_001040103.1
OG0003887	XP_001602715.1, XP_016838598.1	NP_001040385.1
OG0003888	XP_016842445.2	NP_001116821.1, XP_004921727.1, XP_004921732.2
OG0003889	XP_001605301.2	XP_037871897.1
OG0003890	XP_016844583.1, XP_031777735.1	XP_021206558.1
OG0003891	XP_016843213.1	XP_037868815.1, XP_021206927.1, XP_037868817.1
OG0003892	XP_008217952.1	XP_012551537.2
OG0003893	XP_001601138.1	XP_012548789.1
OG0003895	XP_008212061.1, XP_031779657.1	XP_021205899.1
OG0003896	XP_001604737.1	NP_001037608.1, XP_012551933.1
OG0003897	XP_008210220.1, XP_001603720.2	XP_037871555.1, NP_001037624.1
OG0003899	XP_016843711.1	XP_004932565.2
OG0003900	XP_001608210.1	XP_012551203.1, NP_001040436.1
OG0003901	XP_031785207.1	XP_004930363.1
OG0003902	XP_008215722.2	XP_021204865.2, XP_037869773.1
OG0003903	XP_031784198.1	XP_012544826.1, XP_021202818.1
OG0003904	XP_031779362.1	XP_037876679.1
OG0003905	XP_008204558.1	XP_004932076.1
OG0003906	XP_001602761.1	XP_037870494.1
OG0003907	XP_003425125.1, XP_003425126.1, XP_016842128.1	XP_004932080.1
OG0003908	XP_031780857.1	NP_001266361.1, XP_021204670.1
OG0003909	NP_001135810.2	NP_001188365.1
OG0003910	XP_008203776.1	XP_012548261.1
OG0003911	XP_001604067.1	XP_037872595.1
OG0003912	XP_032457402.1, NP_001136343.1	XP_004921663.1
OG0003913	XP_016840536.1	XP_004933332.1
OG0003914	XP_001603457.2	XP_004930054.1
OG0003915	XP_008212677.1, XP_008212678.1, XP_032452641.1	XP_004933205.1
OG0003916	XP_016838984.1	XP_037877157.1, XP_037877156.1
OG0003917	XP_016840883.2, XP_031784364.1	NP_001281215.1
OG0003918	XP_001602680.2, XP_001606357.1	NP_001296480.1, XP_037869046.1
OG0003919	XP_031788772.1, XP_031788774.1	XP_037873191.1
OG0003920	XP_031784392.1	XP_021205115.1, XP_037873069.1
OG0003921	XP_001603787.2	XP_004929517.1
OG0003922	XP_031783835.1	XP_037867021.1
OG0003923	XP_001607684.1	XP_037871340.1
OG0003924	XP_001603527.1, XP_032455503.1	XP_004928216.2
OG0003925	XP_032453859.1, XP_016839114.1	XP_037870734.1
OG0003926	XP_016844808.1	XP_012546955.1, XP_037875426.1, XP_004927529.2
OG0003927	XP_001607778.2	XP_012550651.2
OG0003928	XP_031788167.1	XP_004921744.1
OG0003929	XP_001599684.2	XP_004921712.1
OG0003930	NP_001180379.1, XP_031783895.1	XP_012547705.1
OG0003931	XP_031781591.2	XP_004923823.1
OG0003932	XP_032456563.1	XP_004928355.1
OG0003933	XP_001604026.2	XP_004921981.1
OG0003934	XP_001602366.1	XP_004927651.1
OG0003935	XP_001599933.1	NP_001037257.1
OG0003936	NP_001166022.1	XP_037874244.1, NP_001103390.1
OG0003937	XP_001603810.1	NP_001119719.1
OG0003939	XP_031784091.1	XP_021203066.1
OG0003941	XP_001604659.1	XP_004932659.1
OG0003942	XP_031788299.1, XP_008201939.1	XP_004925060.2
OG0003943	XP_031778150.1, XP_001607178.1	XP_004930725.1
OG0003944	XP_016842708.1	XP_037867768.1
OG0003945	XP_001607235.2	XP_004929252.2
OG0003946	XP_001604515.2	XP_037872651.1
OG0003947	XP_031784475.1, XP_001606959.2	XP_004923402.1
