Orthogroup	Nasonia_vitripennis	Apis_mellifera
OG0003387	XP_001599757.1, XP_032458190.1, XP_003424837.1	XP_006569051.1
OG0003388	XP_003426564.1	XP_393319.2
OG0003389	XP_008213769.1	XP_006558979.1
OG0003390	XP_003426918.1	XP_006565318.1
OG0003391	XP_008202154.1, XP_008202153.1	XP_026298451.1
OG0003392	XP_016845870.1	XP_006560707.1
OG0003393	XP_001605405.1	XP_016770793.1
OG0003394	XP_001606771.1, XP_031778844.1	XP_016766931.2
OG0003395	XP_001604101.2	XP_026302288.1
OG0003396	XP_001607425.1	XP_393452.4
OG0003398	XP_001607355.1	XP_006558422.1
OG0003399	XP_001601933.1	XP_624760.2
OG0003400	XP_003424747.1, XP_032456842.1	XP_016766719.1, XP_394432.3
OG0003401	XP_001606651.2, XP_016845402.1	XP_623769.1
OG0003402	XP_001599713.1	XP_006563010.1
OG0003403	XP_001600431.1	XP_623897.1
OG0003404	XP_031779080.1	XP_026295205.1
OG0003405	XP_008204009.1, XP_008204002.1	XP_395638.3
OG0003406	XP_031786071.1, XP_031786069.1	XP_016767278.2
OG0003407	XP_003425749.1	XP_624064.5
OG0003408	XP_003424314.1, XP_003424316.1	XP_026296268.1
OG0003409	XP_016838223.1, XP_031778820.1	XP_624584.4
OG0003410	XP_031778589.1	XP_006561990.1
OG0003411	XP_031780505.1	XP_392830.2
OG0003412	XP_001604278.2	XP_006569601.1
OG0003413	XP_001602662.1	XP_003250740.3
OG0003414	XP_031781506.1	XP_625075.1
OG0003416	XP_001601753.2	XP_393964.2
OG0003417	XP_016839394.1, XP_016839393.2	XP_623301.2
OG0003419	XP_008208739.1	XP_026299401.1, XP_006566662.1, XP_006566661.1, XP_026299402.1
OG0003420	XP_001606185.1	XP_026296989.1
OG0003421	XP_031783183.1, XP_032453897.1, XP_001604630.2, XP_031783184.1	XP_001120720.2
OG0003422	XP_001606351.1	XP_006557288.1
OG0003424	XP_001603235.1	XP_001122976.1
OG0003425	XP_016840848.1, XP_031784522.1, XP_031784523.1	XP_026297070.1, XP_026297078.1
OG0003426	XP_008214857.1	XP_006559668.1
OG0003427	XP_008211497.1, XP_008210070.1, XP_016843858.1, XP_016843857.1	XP_026297050.1
OG0003428	XP_032453976.1	XP_624912.3
OG0003429	XP_016843938.1	XP_006559574.1
OG0003430	XP_032454860.1	XP_026297373.1, XP_026297379.1
OG0003431	XP_016837400.1, XP_031780764.1	XP_393416.2
OG0003432	XP_003425676.1	XP_003250132.2
OG0003433	XP_003428173.1, XP_031786429.1, XP_031786428.1	XP_026299558.1
OG0003434	XP_008202235.1	XP_624978.4, XP_006559788.2
OG0003435	XP_001603997.1	XP_393349.3
OG0003436	XP_008217342.2	XP_026299381.1
OG0003437	XP_032456914.1, XP_031787382.1	XP_006560095.2
OG0003438	XP_003426457.1	XP_624758.3
OG0003439	XP_008215167.1	XP_006568074.2
OG0003441	XP_031783384.1, XP_031783382.1, XP_031783385.1	XP_006569552.2
OG0003442	XP_031786717.1, XP_008210116.1	XP_397107.5
OG0003444	XP_031778018.1	XP_391986.4
OG0003445	XP_001603193.2, XP_031783259.1, XP_031783260.1, XP_032453916.1	XP_392567.4
OG0003446	XP_016837091.1	XP_003251325.2
OG0003447	XP_003424583.1	XP_003249386.1
OG0003448	XP_008210748.1	XP_016766321.2
OG0003449	XP_031776669.1, XP_008216799.1	XP_026297388.1
OG0003450	XP_001600227.1	XP_396295.4
OG0003451	XP_008210372.1	XP_016766353.1
OG0003452	XP_001604611.1	XP_394773.2
OG0003453	XP_001600949.1	XP_623593.1
OG0003454	NP_001153317.1	XP_623088.2
OG0003455	XP_001603352.1	XP_026298031.1
OG0003456	XP_001599918.1	XP_624799.3
OG0003457	XP_031783417.1	XP_001120612.1
OG0003458	XP_001605099.3, XP_016843767.1	XP_026301253.1
OG0003459	XP_001606506.1	XP_001120892.1
OG0003460	NP_001177680.1, NP_001177681.1, NP_001177679.1	XP_396164.7
OG0003461	XP_016841560.1	XP_016771845.1, XP_006564929.1
OG0003462	XP_031786713.1, XP_031786712.1	XP_026299471.1
OG0003463	XP_008217787.1	XP_391829.3
OG0003464	XP_001599732.2	XP_623282.2
OG0003465	XP_016842301.1, XP_008218131.1	XP_006557764.1
OG0003466	XP_003423892.1	XP_393480.5
OG0003467	XP_032454489.1, XP_008213509.1, XP_008213508.1	XP_625110.4
OG0003468	XP_003424108.1	XP_026300247.1
OG0003469	XP_001606491.1, XP_008214817.1	XP_392374.4
OG0003471	XP_001606370.1	XP_392585.4
OG0003472	XP_008208020.1	XP_006559764.1
OG0003473	XP_001603735.1, XP_032456774.1	XP_016770365.1
OG0003474	XP_001604289.1	XP_624906.2
OG0003475	XP_016836743.1	XP_623321.1
OG0003476	XP_031787014.1	XP_026301165.1, XP_026301166.1, XP_016772209.2
OG0003477	XP_001606644.2	XP_393723.2
OG0003478	NP_001161245.1	XP_396785.4
OG0003479	XP_016838281.1, XP_001608074.2	NP_001011605.1
OG0003480	XP_008213190.1	XP_001122793.3
OG0003481	XP_001602033.3	XP_001120972.2
OG0003482	XP_008206391.1	XP_006562508.2
OG0003483	XP_001607208.1	XP_006564273.1
OG0003484	XP_031781718.1	XP_006564183.2
OG0003485	XP_001606752.1	XP_624563.2, XP_006571956.1
OG0003486	XP_031785060.1, XP_001601526.1	XP_026294823.1, XP_026294822.1
OG0003487	XP_001601422.2, XP_008216833.1	XP_394742.1
OG0003488	XP_032455534.1, XP_031785678.1	XP_392396.3
OG0003489	XP_008207605.3	XP_001122067.3
OG0003490	XP_008213196.1, XP_008213197.1, XP_016844513.1	XP_624417.1
OG0003491	XP_016845917.1	XP_026297743.1, XP_396869.4
OG0003492	XP_001603619.1	XP_006559876.1
OG0003493	XP_008205208.1, XP_001602461.2	XP_016770734.1
OG0003494	XP_016845528.1	XP_393769.3
OG0003495	XP_008206040.1	XP_016772029.1
OG0003496	XP_001605585.1	NP_001314895.1
OG0003497	XP_016839365.1, XP_016839364.1	XP_026298659.1
OG0003498	XP_031784333.1, XP_032455716.1, XP_001601196.1	XP_026298566.1
OG0003499	XP_008207430.1	XP_003249448.2
OG0003500	XP_016845591.1	XP_003250388.1, XP_001120796.1
OG0003501	XP_001601626.1	XP_395711.5, XP_006559706.2
OG0003502	XP_031782821.1	XP_003251227.1
OG0003503	XP_031778425.1	XP_026295149.1, XP_026295150.1, XP_006559778.1
OG0003504	XP_016840248.1	XP_001120503.2, XP_026296684.1
OG0003506	XP_008203801.2	XP_001121217.1, XP_006564784.1, XP_026302235.1
OG0003507	NP_001128395.1	NP_001239357.1, XP_006557599.1
OG0003508	XP_001607183.1	XP_393823.1
OG0003510	XP_003423865.1	XP_016771951.1, XP_026300254.1
OG0003511	NP_001153421.1, XP_031787438.1	XP_026297790.1
OG0003512	XP_001604407.2	XP_006572303.1
OG0003513	XP_031788089.1, XP_031788057.1	XP_026298952.1
OG0003514	XP_016845576.1	XP_026297433.1
OG0003515	XP_031784403.1, XP_031784402.1	XP_026296550.1
OG0003516	XP_001606215.1	XP_001121025.1
OG0003517	XP_031783413.1	XP_016770755.1
OG0003518	XP_031787356.1	XP_016770683.1
OG0003519	XP_031783548.1	XP_016769119.1
OG0003520	XP_016843257.1	XP_006558164.2
OG0003521	XP_008201792.1	XP_006558229.1
OG0003522	XP_001603530.1	XP_001120606.1
OG0003523	XP_008216446.1, XP_008216445.1, XP_032453319.1	XP_026297026.1
OG0003524	XP_031784246.1	XP_026298075.1
OG0003525	XP_031778520.1	XP_006571000.1, XP_006571001.1
OG0003526	XP_008202585.1	XP_001120160.2
OG0003527	XP_031783323.1	XP_624136.4
OG0003528	XP_001604169.2	XP_006560271.1
OG0003529	XP_001606994.1	XP_625180.1
OG0003530	XP_016840860.1, XP_032454871.1	XP_001121740.1
OG0003531	NP_001161182.1	XP_006560385.1, XP_003249680.1
OG0003532	XP_008208296.1	XP_016771007.1, XP_006566912.2
OG0003533	XP_008206432.1	XP_006561980.2
OG0003534	XP_032456323.1	XP_026301259.1
OG0003535	XP_001599298.1	XP_026302130.1
OG0003536	XP_032455043.1, XP_032455042.1, XP_031785690.1, XP_031785689.1	XP_392512.3
OG0003538	XP_031784692.1, XP_008205604.1, XP_008205602.1, XP_001603565.1	XP_624036.2
OG0003539	XP_032456302.1, XP_008201811.1, XP_008201810.1	XP_001121879.1
OG0003540	XP_031785670.1, XP_016840768.1	XP_006557391.2, XP_026295903.1
OG0003541	XP_001605928.2	XP_016770422.1
OG0003542	XP_001604514.1	XP_006567287.1
OG0003543	XP_001606527.1	XP_006568885.3
OG0003544	XP_001601780.1, XP_003425099.1	XP_624019.1
OG0003545	XP_016839924.1	XP_001119912.1
OG0003546	XP_016839621.2	NP_001314878.1
OG0003547	XP_016845143.1	XP_016766274.1
OG0003548	XP_016843603.1	XP_016768400.1, XP_016768399.1
OG0003549	XP_032455347.1, XP_032455348.1, XP_001605383.2	XP_624768.1
OG0003550	XP_008217705.1	XP_625220.1
OG0003551	XP_008216441.1, XP_032453324.1, XP_032453323.1, XP_001603466.2	XP_006557614.1
OG0003552	XP_008213958.1	XP_006557684.2
OG0003553	XP_031788513.1	XP_006560166.1
OG0003554	XP_001604509.1	XP_006569773.2
OG0003555	XP_031780576.1, XP_031780577.1	XP_392263.1
OG0003556	XP_031789464.1	NP_001229505.1, XP_026298415.1
OG0003557	XP_001606774.1	XP_001121172.2
OG0003558	NP_001139382.1	XP_016770574.1
OG0003559	XP_031787804.1	XP_006559979.1
OG0003560	XP_031780747.1	XP_006562728.3
OG0003561	XP_001608240.1	XP_026301754.1
OG0003562	XP_032457342.1, XP_031778246.1, XP_008210242.1, XP_008210240.1, XP_008210241.1, XP_032457343.1, XP_016843969.1	XP_006557769.1
OG0003563	XP_001601655.2, XP_016840163.2	XP_026298294.1
OG0003564	XP_008217835.1, XP_031780762.1, XP_032452760.1, XP_032452759.1, XP_032452761.1	XP_393524.3
OG0003565	XP_016837936.1	XP_006568407.1
OG0003566	XP_003425578.1	XP_396520.4
OG0003567	XP_016841642.1	XP_003251076.1
OG0003568	XP_032456719.1	XP_026299671.1
OG0003569	XP_031786908.1, XP_031786914.1	XP_026299489.1
OG0003570	XP_016842394.1	XP_026301738.1, NP_001229508.1
OG0003571	XP_001606689.1	XP_016772335.1
OG0003572	XP_008209070.1, XP_008209071.1	XP_026301294.1
OG0003573	XP_016840689.1, XP_032455636.1	XP_026295782.1
OG0003574	XP_031779724.1	XP_006562002.1
OG0003575	XP_031778981.1, XP_003424038.1	XP_003249441.1
OG0003576	XP_001603566.1	XP_393699.3
OG0003577	XP_008209435.1	XP_623216.3
OG0003578	XP_001600721.1	XP_006568862.1, XP_006568863.1
OG0003579	XP_031782634.1	NP_001091689.1, XP_006571078.1
OG0003580	XP_001601313.1	XP_006568089.1
OG0003581	XP_031783353.1	XP_624721.2
OG0003582	XP_008204887.1	XP_026294996.1, XP_026294994.1
OG0003583	XP_001607092.1	XP_026295519.1
OG0003584	XP_032453115.1	XP_026297931.1
OG0003585	XP_001605871.2	XP_624344.3
OG0003587	XP_008206062.1	XP_026297815.1
OG0003588	XP_031785536.1	XP_026296472.1
OG0003589	XP_016845558.1	XP_026297132.1
OG0003591	XP_001603446.1	XP_006562719.1
OG0003592	XP_016843466.1, XP_016843464.1	XP_016768190.2
OG0003593	XP_031786731.1	XP_392407.6
OG0003595	XP_031784277.1	XP_001120441.2
OG0003596	XP_001601721.1, XP_032453867.1, XP_032453863.1	XP_397270.3
OG0003597	XP_031781204.1, XP_031781209.1	XP_026295523.1
OG0003598	XP_031787334.1	XP_016769385.1, XP_392535.3
OG0003599	XP_031786415.1	XP_006561749.1
OG0003600	XP_008213320.2	XP_006570985.1
OG0003601	XP_001599843.1	XP_395892.2
OG0003602	XP_001604641.1, XP_008211414.1	XP_001120037.2
OG0003603	XP_001604062.2	XP_625092.3
OG0003604	XP_016842123.1	XP_006565223.1
OG0003605	XP_016841953.1	XP_026297691.1
OG0003606	XP_001601675.1	XP_026300416.1, XP_026300415.1
OG0003607	XP_008210721.1	XP_016770111.1
OG0003608	XP_016838050.1, XP_008204324.1	XP_006567242.1
OG0003609	XP_032456540.1	XP_003249988.1
OG0003610	XP_003424119.1	XP_392779.3
OG0003611	XP_031783754.1	XP_026299826.1
OG0003612	XP_016845369.1	XP_392056.5
OG0003613	XP_031778710.1	XP_394878.2
OG0003614	NP_001161704.1, XP_032457098.1	NP_001012980.1
OG0003615	XP_016840844.1, XP_031785639.1	XP_394547.4
OG0003617	XP_031783760.1	XP_016772434.2
OG0003618	XP_003425529.1	XP_016771087.1
OG0003619	XP_008214801.1, XP_032455207.1	XP_026298960.1
OG0003620	XP_008203192.1	XP_016767111.1
OG0003622	XP_031776921.1	XP_003249479.3, XP_026301501.1
OG0003623	XP_008213341.1	XP_016768664.2, XP_016768660.2
OG0003624	XP_001602789.1	XP_026295980.1
OG0003625	XP_008210437.1	XP_026296123.1
OG0003626	XP_031787526.1	XP_006563612.1
OG0003627	XP_008211772.1	XP_016769285.2
OG0003628	XP_031777623.1	XP_006560796.1
OG0003629	XP_031788231.1	XP_393307.3
OG0003630	XP_031788005.1, XP_031788013.1	XP_026299330.1, NP_001314887.1
OG0003631	XP_003426793.1, XP_001602782.2	XP_395400.7
OG0003632	XP_016842903.1	NP_001014983.1, XP_006561567.2
OG0003633	XP_008204988.2	XP_016767443.2
OG0003634	XP_031788053.1	XP_026299689.1
OG0003635	XP_008204408.2	XP_006562493.2
OG0003637	XP_031782351.1, XP_016838743.1	XP_006568274.1
OG0003638	XP_016842838.1	XP_016769858.1
OG0003639	XP_016843917.1	XP_006566456.1
OG0003640	XP_031787767.1	XP_016770576.1
OG0003641	XP_016841041.1	XP_006564650.1, XP_006564642.1
OG0003642	XP_008212870.1	XP_026297980.1, XP_026297977.1
OG0003643	XP_016840304.1, NP_001135424.1	XP_006558600.1
OG0003644	XP_001601110.2, XP_031786979.1	XP_006564948.2
OG0003645	XP_031777257.1	XP_006560534.1
OG0003646	XP_016836730.1, XP_016836726.1, XP_032452107.1	NP_001073674.1, XP_016766315.1
OG0003647	XP_008209641.3	XP_006558467.1
OG0003648	XP_008203431.1	XP_026300952.1
OG0003649	XP_001604943.1	XP_026299954.1
OG0003650	XP_032453400.1	XP_026295443.1
OG0003651	XP_008214830.1	XP_026296567.1, XP_026296569.1
OG0003652	XP_016839387.1, XP_031778113.1, XP_031778114.1	XP_003251317.2
OG0003653	XP_001605902.2	XP_006571882.3
OG0003654	XP_016840172.2	XP_006568995.1, XP_006568993.1, XP_006568992.1
OG0003655	XP_001599554.4	XP_001121032.2
OG0003656	XP_001602711.2, XP_008216883.1, XP_032456016.1	XP_026295176.1
OG0003657	XP_008205248.1	XP_624703.1
OG0003658	XP_001600147.1	XP_624141.3
OG0003661	XP_001604239.2	XP_006561677.1
OG0003662	XP_001608011.2	XP_016768362.2
OG0003663	XP_031789477.1	XP_026297485.1
OG0003664	XP_016837856.1, XP_001604982.1, XP_008217715.1, XP_032452962.1	XP_016768039.1
OG0003665	XP_008203602.2	XP_026297140.1
OG0003666	XP_008205795.1	XP_006564152.1
OG0003667	XP_031778837.1	NP_001157187.1
OG0003669	XP_032457043.1, XP_031788778.1, XP_031788779.1, XP_032457044.1, XP_032457042.1	XP_393590.2
OG0003670	XP_001606597.1	XP_006566552.1
OG0003671	XP_031778505.1, XP_032452920.1, XP_031778506.1	XP_006563978.2
OG0003672	XP_032455606.1	XP_006564853.1, XP_026296716.1
OG0003673	XP_001601371.1, XP_008203420.1	XP_006559462.1
OG0003674	XP_031784852.1	XP_016770777.2
OG0003675	XP_001604405.1	XP_624591.1
OG0003676	XP_001603136.1, XP_008208967.1	XP_026297472.1, XP_026297466.1, XP_026297473.1, XP_001121270.1
OG0003677	XP_008211629.1, XP_031784461.1	XP_006564807.1
OG0003678	XP_031786381.1, XP_031783458.1	XP_006567812.1, XP_006567813.1, XP_016767872.1
OG0003680	XP_016837989.1	XP_006562950.1
OG0003681	XP_016839265.1, XP_016839264.1	XP_006559723.1
OG0003682	XP_008208529.1, XP_031786616.1, XP_008208528.1, XP_001602138.1	XP_006562949.1
OG0003683	XP_001606052.2	XP_001121251.1
OG0003684	XP_003425585.1	XP_001120276.2
OG0003685	XP_003425569.1, NP_001154990.1, XP_031777739.1, NP_001155026.1	XP_006565008.1
OG0003686	XP_008204829.1	XP_006570591.2
OG0003687	XP_016839408.1, XP_016839409.1	XP_006570860.1
OG0003688	XP_001602253.2, XP_031787393.1	XP_006563508.3
OG0003690	XP_003428224.1	XP_026296602.1
OG0003691	XP_031781795.1, XP_031781797.1	XP_016769234.2
OG0003692	XP_001602329.2	XP_623409.3
OG0003693	XP_003423944.1	XP_026299201.1
OG0003694	XP_031783708.1	NP_001035356.1, XP_006558516.1
OG0003696	XP_031782205.1	XP_006561199.2
OG0003697	XP_031783522.1	XP_006561470.2
OG0003698	XP_001603871.2, XP_032453161.1	XP_026301636.1, XP_006563203.1, XP_392108.3
OG0003699	XP_003424820.1	XP_006563554.1, XP_006563555.1
OG0003700	XP_032456747.1, XP_016841261.1	XP_006566737.2
OG0003701	XP_016842227.1, XP_016842226.1	XP_006570844.1
OG0003703	XP_016845443.1, XP_032455191.1, XP_032455192.1	XP_026296711.1, XP_026296710.1
OG0003704	XP_031778984.1, XP_031778986.1	XP_026297049.1
OG0003706	XP_031780243.1, XP_001601519.3	XP_026300926.1, XP_026300924.1
OG0003709	XP_008215767.1	XP_624346.1
OG0003710	XP_008212787.1, XP_001608006.1	XP_026295463.1
OG0003711	NP_001177967.1, XP_031783900.1	XP_624913.1
OG0003712	XP_032455349.1, XP_001607606.1	XP_623106.1
OG0003713	XP_032453328.1	XP_006558475.1
OG0003714	XP_008213292.1, NP_001154933.1	XP_003249456.1
OG0003715	XP_008210922.1	XP_016768510.1, XP_006570153.1
OG0003716	XP_031787570.1, XP_031787573.1	XP_016769562.1
OG0003717	XP_016839650.1	XP_016766508.2, XP_026294884.1
OG0003718	XP_001603068.1	XP_624694.1
OG0003719	XP_001606749.1	XP_006564545.3
OG0003720	XP_016841764.1, XP_008202288.1	XP_006560438.1
OG0003721	XP_001600543.1	XP_392857.2
OG0003722	XP_032453526.1, XP_001601099.1	XP_624693.1
OG0003723	XP_008212951.1	XP_394314.2
OG0003724	XP_001605817.1	NP_001011637.1, XP_006559489.1
OG0003725	XP_031778163.1	XP_003249154.1
OG0003726	XP_001607950.1	NP_001229396.1
OG0003727	XP_001604648.1	XP_026295409.1, XP_026295410.1
OG0003728	XP_032455840.1, XP_032455839.1, XP_016843542.1, XP_032455841.1	XP_006567959.1
OG0003729	NP_001165817.1	XP_001121882.2
OG0003730	XP_031779611.1	XP_624367.3
OG0003731	NP_001136338.1, XP_032452207.1	XP_624918.2
OG0003732	XP_001605620.1	XP_397474.4
OG0003734	XP_003426810.1	XP_001120069.1
OG0003735	XP_001603196.1	XP_006557994.1
OG0003736	XP_016837945.1, XP_008207768.1	XP_623376.5
OG0003737	XP_001605527.1	XP_623269.1
OG0003738	XP_031785779.1	XP_396810.3
OG0003739	XP_001605411.1	XP_006559268.1, XP_026301224.1, XP_026301223.1
OG0003740	XP_001605472.1	XP_624453.1
OG0003741	XP_001599576.1, XP_032455086.1, XP_032455087.1, XP_032455085.1	XP_006559044.1
OG0003742	XP_016840917.1	XP_623206.1
OG0003743	XP_001606968.1	XP_624070.1
OG0003744	XP_032455966.1, NP_001165784.1	XP_623480.1
OG0003745	NP_001153403.1	XP_396838.2
OG0003746	XP_001599582.1	XP_006564233.1
OG0003747	XP_032455406.1, XP_001606518.1, XP_032455407.1	XP_006562040.1
OG0003748	XP_003425664.1	XP_026299728.1
OG0003749	XP_003425452.1	XP_006565109.1
OG0003750	XP_031785797.1	XP_624253.2
OG0003751	NP_001128392.1	NP_001239355.1
OG0003752	NP_001165811.1	XP_006572317.1
OG0003754	XP_031779547.1	XP_003250813.1
OG0003755	XP_001605487.1	XP_026299502.1
OG0003756	XP_001601418.1	XP_001120140.3
OG0003757	XP_032456308.1	NP_001161808.1
OG0003758	XP_031783741.1	XP_395052.1
OG0003759	XP_001600819.1	XP_006565346.1, XP_393244.1
OG0003760	XP_001601236.1	XP_003251153.1
OG0003761	XP_001601009.1, XP_003427438.1, XP_032456977.1	XP_392902.1
OG0003762	XP_031788281.1	XP_392658.2
OG0003763	XP_003426274.1, XP_001602965.1, XP_008206041.1	XP_006563595.1
OG0003764	XP_016837609.1, XP_001604540.1	XP_006562281.1
OG0003765	XP_001604071.1	XP_395092.2
OG0003766	XP_016839508.1, XP_032454577.1	XP_016766389.1
OG0003767	XP_031778143.1	XP_624256.1
OG0003768	XP_001604061.2	XP_006569916.1
OG0003769	XP_001607961.1	XP_026299073.1, XP_026299075.1
OG0003770	XP_031783415.1	XP_006569545.1
OG0003771	XP_031780016.1, XP_008209166.1	XP_026298499.1
OG0003772	XP_031780634.1	XP_003250682.1
OG0003773	NP_001123227.2, XP_032452231.1	XP_026296549.1
OG0003774	XP_008206451.1	XP_026300576.1
OG0003775	NP_001165855.1	XP_001120217.1
OG0003776	XP_016842149.1, NP_001122572.1	XP_006570251.1
OG0003777	XP_001604266.2	XP_026298741.1
OG0003778	XP_008213457.1	XP_003251640.1
OG0003779	NP_001193394.1	NP_001193395.1
OG0003780	XP_001601189.1	XP_393603.1
OG0003781	XP_031777711.1	XP_026295502.1, NP_001171518.1
OG0003782	NP_001165798.1, XP_031776863.1	XP_001120056.1
OG0003783	XP_003424590.1	XP_001119829.1
OG0003784	XP_031784916.1, XP_031784915.1	XP_003249472.1
OG0003785	XP_001601340.1	NP_001129207.1
OG0003786	XP_016840948.1	XP_395779.3, XP_026298542.1
OG0003787	XP_031787275.1, XP_031787276.1, XP_001600639.1	XP_026298623.1
OG0003788	XP_001607821.1	XP_026301507.1
OG0003789	XP_001601517.1	XP_003249557.1
OG0003790	XP_001603914.1	XP_624364.1
OG0003791	XP_008213933.1	XP_026297172.1
OG0003792	XP_001605413.2	XP_006570971.2
OG0003793	XP_001602925.1	XP_003251623.1
OG0003794	NP_001153353.1	XP_623753.4
OG0003795	XP_032456539.1	XP_001122452.2
OG0003796	XP_031783809.1	XP_016769254.1
OG0003797	XP_001602197.2	XP_026296665.1
OG0003798	XP_031783017.1	NP_001155181.1
OG0003799	XP_032457711.1, XP_003424698.1	XP_006564028.1
OG0003800	XP_032452282.1, XP_032452283.1	XP_006563123.1
OG0003801	XP_001599319.1	XP_016771069.1
OG0003802	XP_001604230.2	XP_393179.1
OG0003803	XP_031788140.1	XP_001123127.4
OG0003804	XP_003426743.1	XP_006563301.1
OG0003805	XP_001607288.1	XP_623721.3
OG0003806	XP_032456718.1, XP_032456720.1	XP_001121781.3
OG0003807	XP_031778623.1, XP_008216419.1	XP_397043.2
OG0003808	XP_001606160.1	XP_397281.4
OG0003809	XP_001607792.1, XP_001606291.2	XP_392238.1
OG0003810	XP_001604861.1	XP_395930.3
OG0003811	XP_008207078.1	XP_394964.5
OG0003812	XP_031783154.1	XP_006557910.2, XP_026300470.1
OG0003813	XP_001606928.1	XP_001119919.1
OG0003814	XP_016841804.1	XP_006565648.2, NP_001242961.1
OG0003815	XP_001602322.2	XP_006570358.1
OG0003816	XP_003428128.1	XP_003251562.1
OG0003817	XP_008214103.1, XP_008214102.1, XP_008214101.1	XP_026299800.1
OG0003818	XP_008206442.3	XP_006561461.1
OG0003819	XP_032454738.1, XP_032454739.1, XP_031786274.1, XP_031786275.1	XP_016772254.2
OG0003820	XP_031787655.1	XP_026299805.1
OG0003821	XP_001601553.2	XP_026300350.1
OG0003823	XP_031778983.1	XP_006559962.1
OG0003824	NP_001153434.1	XP_016772970.1
OG0003825	XP_003424194.1	XP_006559218.1
OG0003827	XP_016841753.1	XP_006571572.1, XP_016769063.1
OG0003828	NP_001153329.1, XP_008211060.1	XP_624638.4
OG0003829	XP_032456794.1, XP_032456795.1, XP_032456793.1	XP_395153.3
OG0003830	XP_016837820.1	XP_026296931.1
OG0003831	XP_031779324.1	XP_397232.1
OG0003832	XP_031778420.1	XP_006561360.2
OG0003833	XP_001600494.1	XP_625020.3
OG0003834	XP_008212721.1	XP_006568516.1
OG0003835	XP_001599351.1, XP_032454859.1	XP_001120329.1
OG0003836	XP_032456101.1, XP_032457055.1	XP_026297908.1, XP_026297907.1
OG0003837	XP_008214220.1	XP_006560660.1, XP_026296193.1
OG0003838	XP_001606444.1	XP_026295517.1, XP_001120196.2, XP_016766654.1
OG0003839	XP_003423935.1	XP_006564577.2
OG0003840	XP_003427139.1	XP_003251246.1
OG0003841	XP_003425269.1	XP_394330.4
OG0003842	XP_016844354.1	XP_026299981.1, XP_026299982.1
OG0003843	XP_031787780.1, XP_032456469.1	XP_393949.2
OG0003844	XP_008202890.1	XP_003249738.1
OG0003845	XP_001601725.1	XP_623484.1
OG0003846	XP_001607390.1, XP_003424105.1	XP_624950.1
OG0003847	XP_008212895.1	XP_026297458.1
OG0003848	XP_001604309.1	XP_624984.1
OG0003849	XP_008207753.1, XP_016839440.1	XP_391949.4
OG0003850	XP_031777197.1	XP_006566172.1
OG0003851	XP_001599033.2	XP_016771349.1, XP_001121248.1
OG0003852	XP_031781569.1	XP_395353.1
OG0003853	XP_016845278.2	XP_393926.4
OG0003854	XP_031778526.1	XP_016770906.1
OG0003855	NP_001177677.1, XP_016836656.1	XP_003249923.1
OG0003856	XP_001604291.1	XP_624537.1
OG0003857	XP_032457012.1, XP_016845745.1	XP_001121946.2
OG0003858	XP_031788464.1	XP_394280.3, XP_016773614.1
OG0003859	XP_008206455.1, XP_031783403.1	XP_395938.2
OG0003860	XP_001607032.1	XP_006568215.3
OG0003861	XP_031785665.1, XP_016840333.2	XP_394767.3
OG0003862	XP_031783263.1	XP_395132.2, XP_006570001.1
OG0003863	XP_008207066.1	XP_006572417.1
OG0003864	XP_001605947.2	XP_394619.1
OG0003865	XP_008218032.1, XP_032457861.1, XP_032457859.1, XP_032457860.1	XP_006563431.1, XP_016772130.1
OG0003866	XP_001600555.1	XP_623300.2
OG0003867	XP_001605238.1	XP_394616.1
OG0003868	XP_003425216.1, XP_003425540.1	XP_026299091.1
OG0003869	XP_031781068.1	XP_006559928.1
OG0003870	NP_001153419.1	XP_392194.2
OG0003871	NP_001153375.1, XP_031784172.1	XP_016772927.1
OG0003872	XP_016837907.1	XP_623706.1
OG0003873	XP_016841745.1	XP_016771656.2, XP_006571593.2
OG0003874	XP_016840546.1	XP_624826.3
OG0003875	XP_008211218.1	XP_006559886.1
OG0003876	XP_001604896.4	XP_026297224.1
OG0003877	XP_001601710.2	XP_393936.4
OG0003878	XP_008208477.1	XP_006566652.1
OG0003879	NP_001161325.1	XP_394976.4
OG0003880	XP_031780717.1	XP_006566840.1
OG0003882	XP_008212464.1	XP_026295283.1
OG0003883	XP_001605850.1	XP_394752.3
OG0003884	XP_016845791.1	XP_026296821.1
OG0003885	XP_001605890.1	XP_001122506.2
OG0003886	XP_032456603.1, XP_032456602.1, XP_001606725.1	XP_006571389.1
OG0003887	XP_001602715.1, XP_016838598.1	XP_026295657.1
OG0003888	XP_016842445.2	NP_001013379.1
OG0003889	XP_001605301.2	XP_392296.4
OG0003890	XP_016844583.1, XP_031777735.1	XP_624608.3
OG0003891	XP_016843213.1	XP_001120689.2
OG0003892	XP_008217952.1	XP_395757.3
OG0003893	XP_001601138.1	XP_393850.2
OG0003894	XP_003425380.1	XP_016772854.2
OG0003895	XP_008212061.1, XP_031779657.1	XP_006561304.2
OG0003896	XP_001604737.1	XP_623816.1
OG0003897	XP_008210220.1, XP_001603720.2	XP_624279.3
OG0003898	XP_001599188.1	NP_001229364.1, XP_006571766.1
OG0003899	XP_016843711.1	XP_391994.1
OG0003900	XP_001608210.1	XP_625095.1
