Orthogroup	Osmia_bicornis	Tribolium_castaneum
OG0003720	XP_029051289.1	XP_015837881.1, XP_015837882.1
OG0003721	XP_029034997.1	XP_966517.1
OG0003722	XP_029053961.1	XP_008199299.1
OG0003723	XP_029054817.1	XP_015836676.1
OG0003724	XP_029046805.1	NP_001034496.1
OG0003726	XP_029036552.1	XP_971148.1
OG0003727	XP_029053216.1	XP_971046.2
OG0003728	XP_029052546.1	XP_971145.1
OG0003729	XP_029052113.1	XP_008195395.1, XP_008195396.1
OG0003730	XP_029039730.1	XP_015833603.1
OG0003731	XP_029050078.1	XP_971296.1
OG0003732	XP_029043129.1	XP_001814293.1
OG0003733	XP_029045558.1	XP_008192304.1
OG0003734	XP_029039082.1	XP_973073.2
OG0003735	XP_029034795.1	XP_969459.1
OG0003736	XP_029049902.1	XP_008196776.2
OG0003737	XP_029055386.1	XP_008199529.1, XP_966347.1
OG0003738	XP_029045525.1	XP_973035.1
OG0003739	XP_029045869.1	XP_967263.1
OG0003740	XP_029036732.1, XP_029036733.1	XP_971155.1
OG0003741	XP_029032380.1	XP_972645.1
OG0003742	XP_029044365.1	XP_970923.1
OG0003743	XP_029035376.1	XP_971918.2
OG0003744	XP_029036759.1, XP_029036760.1	NP_001164315.1
OG0003745	XP_029052039.1	XP_975087.1
OG0003746	XP_029043858.1, XP_029043855.1, XP_029043854.1, XP_029043856.1, XP_029043857.1	XP_970133.1
OG0003748	XP_029048905.1	NP_001107798.1, XP_015839662.1
OG0003749	XP_029042601.1	XP_970254.1
OG0003750	XP_029039926.1, XP_029039925.1	XP_967824.1
OG0003751	XP_029033476.1, XP_029033501.1, XP_029033502.1	NP_001038093.1, XP_008193594.1
OG0003752	XP_029048462.1	NP_001164085.1, XP_008195258.1
OG0003753	XP_029051271.1	XP_970929.1
OG0003754	XP_029043483.1	XP_015836702.1
OG0003755	XP_029053940.1, XP_029053941.1, XP_029053939.1	XP_967919.1
OG0003756	XP_029045758.1	XP_968405.1
OG0003757	XP_029045774.1	XP_968271.1
OG0003758	XP_029034588.1	XP_971436.1
OG0003759	XP_029050480.1	XP_008194469.1
OG0003760	XP_029037098.1	XP_015839092.1
OG0003761	XP_029047267.1	XP_966886.1, XP_015835099.1
OG0003762	XP_029052660.1	XP_974293.1
OG0003763	XP_029036802.1	XP_971695.1
OG0003764	XP_029056051.1	XP_008197510.1, XP_975144.1
OG0003765	XP_029038929.1	XP_967519.1
OG0003766	XP_029036295.1	XP_001814264.2
OG0003767	XP_029042781.1	XP_967936.1, XP_972909.1
OG0003768	XP_029032924.1	XP_969121.2
OG0003769	XP_029052457.1	XP_015833490.1
OG0003770	XP_029038857.1	XP_974119.1
OG0003771	XP_029051563.1	XP_971558.1
OG0003772	XP_029046720.1	XP_008193987.2
OG0003773	XP_029042098.1	XP_008193663.1
OG0003774	XP_029044954.1, XP_029044953.1	XP_008195033.1
OG0003776	XP_029045264.1	XP_008198197.1
OG0003777	XP_029047823.1	XP_008194045.1
OG0003778	XP_029050915.1	XP_975075.1
OG0003779	XP_029054812.1, XP_029054806.1	NP_001193392.1
OG0003780	XP_029043405.1	XP_970884.1
OG0003781	XP_029040819.1	XP_967272.1
OG0003782	XP_029053660.1	XP_975169.1
OG0003783	XP_029050055.1	XP_008201233.2, NP_001280497.1
OG0003784	XP_029044538.1, XP_029044536.1, XP_029044537.1	XP_001812198.1
OG0003785	XP_029056092.1, XP_029056124.1	XP_966504.1
OG0003786	XP_029033384.1	XP_966803.1
OG0003787	XP_029044826.1	XP_969863.1
OG0003788	XP_029042384.1	XP_008192173.1, XP_001813051.2
OG0003789	XP_029052708.1	XP_972384.1
OG0003790	XP_029037976.1	XP_976168.1
OG0003791	XP_029038681.1	XP_008191487.1
OG0003792	XP_029048011.1	XP_974895.2
OG0003793	XP_029051701.1	XP_974264.1
OG0003794	XP_029052467.1	XP_975256.1
OG0003795	XP_029040862.1	XP_974439.3
OG0003796	XP_029051551.1	XP_008201695.1
OG0003797	XP_029042076.1	XP_015836878.1
OG0003798	XP_029054518.1	XP_974329.2
OG0003799	XP_029033058.1	XP_967465.1
OG0003800	XP_029043553.1	XP_973301.2
OG0003801	XP_029056188.1, XP_029056232.1	XP_001812473.1
OG0003802	XP_029046003.1	XP_967719.1
OG0003803	XP_029041013.1	XP_969337.1
OG0003804	XP_029036983.1	XP_008199506.1
OG0003805	XP_029044771.1, XP_029045157.1	XP_974201.1
OG0003806	XP_029049623.1	XP_975160.1
OG0003807	XP_029043401.1	XP_968297.1
OG0003808	XP_029040315.1	XP_969424.1
OG0003809	XP_029037768.1	XP_975444.1
OG0003810	XP_029048871.1	XP_008192565.1
OG0003811	XP_029041350.1	XP_968343.1
OG0003812	XP_029052088.1	XP_973170.1
OG0003813	XP_029046194.1	XP_969981.1, XP_967800.1
OG0003814	XP_029050642.1	XP_008197466.1
OG0003815	XP_029046579.1	XP_008191566.1
OG0003816	XP_029051328.1, XP_029051330.1, XP_029051329.1	XP_971339.2
OG0003817	XP_029037485.1, XP_029037486.1, XP_029037487.1	XP_971956.1
OG0003818	XP_029052994.1	XP_972419.2
OG0003819	XP_029045910.1	XP_969571.1
OG0003820	XP_029037459.1	NP_001036067.1, XP_008198138.1
OG0003821	XP_029036160.1	XP_971279.1
OG0003822	XP_029038199.1	XP_015836273.1
OG0003823	XP_029040157.1	XP_015840852.1, XP_015840850.1, XP_015840851.1
OG0003824	XP_029050263.1, XP_029050262.1	XP_008191077.1, XP_015833523.1
OG0003825	XP_029041059.1	XP_008198124.1
OG0003826	XP_029033943.1	XP_015836462.1
OG0003828	XP_029044619.1	XP_974879.1
OG0003829	XP_029045058.1	XP_971218.1
OG0003830	XP_029043159.1	XP_008193710.1
OG0003831	XP_029039085.1, XP_029039083.1, XP_029039084.1	XP_008195757.1
OG0003832	XP_029052482.1	XP_008199507.1, XP_008200908.1
OG0003833	XP_029052220.1	XP_968641.2
OG0003834	XP_029040598.1	XP_015837872.1, XP_973241.1
OG0003835	XP_029056434.1	XP_008195804.1
OG0003836	XP_029050303.1	XP_001808136.2
OG0003837	XP_029035629.1	XP_969666.1
OG0003838	XP_029037261.1	XP_008200791.1
OG0003839	XP_029044186.1	XP_008198228.1
OG0003840	XP_029035108.1	XP_008194449.1
OG0003841	XP_029048296.1	XP_008199155.1
OG0003842	XP_029034632.1	XP_969499.1
OG0003843	XP_029035704.1	XP_971825.1
OG0003844	XP_029053910.1, XP_029053968.1	XP_975229.1
OG0003845	XP_029037029.1	XP_973881.1
OG0003846	XP_029050089.1, XP_029050090.1	XP_970539.1
OG0003847	XP_029035049.1	XP_015840700.1, XP_015840701.1
OG0003848	XP_029036587.1	XP_971496.1
OG0003849	XP_029052097.1	XP_015838194.1, XP_970808.1, XP_008196944.1, XP_008196943.1
OG0003850	XP_029039694.1	XP_971798.1
OG0003851	XP_029048979.1	XP_968440.1
OG0003852	XP_029042737.1	XP_968688.1
OG0003853	XP_029049255.1, XP_029049256.1	XP_971342.1
OG0003854	XP_029049478.1	XP_973443.1
OG0003855	XP_029038420.1	XP_008191837.1
OG0003856	XP_029045891.1	XP_972279.1
OG0003857	XP_029043710.1	XP_008198708.1
OG0003859	XP_029039637.1	XP_015834394.1, XP_015834393.1, XP_974118.3
OG0003860	XP_029043659.1	XP_973280.1, XP_015840621.1
OG0003861	XP_029039208.1	XP_973525.1
OG0003862	XP_029045277.1, XP_029045278.1, XP_029045276.1	XP_008190999.1
OG0003863	XP_029052281.1, XP_029052280.1	XP_015834597.1
OG0003864	XP_029044248.1, XP_029044156.1	XP_015833071.1
OG0003865	XP_029045972.1	XP_001812177.1
OG0003866	XP_029053409.1	XP_967025.1
OG0003867	XP_029042702.1, XP_029043014.1	XP_970705.2
OG0003868	XP_029045667.1	XP_973776.1
OG0003869	XP_029049103.1	XP_015832930.1
OG0003870	XP_029034201.1	XP_970066.1
OG0003871	XP_029038289.1	XP_015838454.1
OG0003872	XP_029046826.1	XP_975022.2
OG0003873	XP_029038046.1	XP_015835685.1
OG0003874	XP_029046055.1, XP_029046056.1, XP_029046054.1	XP_015837379.1, XP_975417.1
OG0003875	XP_029046371.1	XP_975557.1, XP_015837369.1
OG0003876	XP_029048063.1	XP_008197992.1
OG0003877	XP_029049231.1	XP_974842.2
OG0003878	XP_029046611.1	XP_008195459.1
OG0003879	XP_029047776.1	XP_966633.1
OG0003880	XP_029051735.1	XP_970460.1
OG0003881	XP_029045713.1	XP_966933.2
OG0003883	XP_029049610.1	XP_008199828.1
OG0003884	XP_029053050.1	XP_968624.3, XP_968774.1
OG0003885	XP_029034493.1, XP_029034483.1	XP_008197340.1
OG0003886	XP_029037861.1	XP_972673.1
OG0003887	XP_029033893.1	XP_967126.1
OG0003888	XP_029031917.1	XP_972409.1
OG0003889	XP_029046245.1	XP_976189.2
OG0003890	XP_029044073.1	XP_973593.1
OG0003891	XP_029034767.1	XP_969757.1
OG0003892	XP_029041793.1	XP_008199505.1
OG0003893	XP_029056255.1, XP_029056249.1	XP_015835782.1
OG0003894	XP_029040454.1, XP_029040455.1	XP_970377.1
OG0003895	XP_029050282.1	XP_015839580.1
OG0003896	XP_029041216.1	XP_008195445.1
OG0003897	XP_029035620.1	XP_008193928.1
OG0003898	XP_029053977.1	XP_967648.1
OG0003899	XP_029039391.1	XP_974860.1
OG0003900	XP_029051056.1	XP_971106.1
OG0003901	XP_029040758.1	XP_015833779.1
OG0003902	XP_029038932.1, XP_029038942.1	XP_008190947.1
OG0003903	XP_029043387.1	XP_008190604.1
OG0003904	XP_029047616.1, XP_029047617.1	XP_967597.1
OG0003906	XP_029047656.1, XP_029047648.1	XP_970238.1
OG0003907	XP_029045606.1	XP_975330.1
OG0003908	XP_029031944.1, XP_029031877.1	XP_008198904.2
OG0003909	XP_029050304.1	XP_966529.2
OG0003910	XP_029032100.1	XP_008194700.1
OG0003911	XP_029041919.1	XP_008196593.1
OG0003912	XP_029051233.1	XP_008198089.1
OG0003913	XP_029033654.1, XP_029033668.1	XP_015833341.1
OG0003914	XP_029036230.1	XP_973214.1
OG0003915	XP_029048524.1	XP_008190310.1
OG0003916	XP_029040369.1	XP_015836759.1
OG0003918	XP_029048041.1	XP_008199603.1
OG0003919	XP_029045665.1	XP_008192242.1, XP_015834843.1
OG0003920	XP_029043596.1	XP_008193432.1
OG0003921	XP_029033486.1, XP_029033477.1	XP_008192860.1
OG0003922	XP_029040226.1	XP_969270.1
OG0003923	XP_029036309.1, XP_029036307.1	XP_008192619.1
OG0003924	XP_029036535.1	XP_008192100.1
OG0003925	XP_029037541.1	XP_975236.2
OG0003926	XP_029040261.1	XP_966598.1
OG0003927	XP_029049965.1, XP_029049964.1	XP_970461.1
OG0003928	XP_029036433.1	XP_968656.1, XP_967956.1
OG0003929	XP_029040382.1, XP_029040366.1	XP_971431.2
OG0003930	XP_029052273.1	NP_001157646.1, XP_008193597.1
OG0003931	XP_029054154.1, XP_029055507.1, XP_029054104.1, XP_029055516.1	XP_975596.1
OG0003932	XP_029036376.1	XP_008192247.1
OG0003933	XP_029051129.1, XP_029051138.1	XP_971638.1
OG0003934	XP_029037010.1	XP_975180.1
OG0003935	XP_029033538.1	XP_969262.1
OG0003936	XP_029046102.1	NP_001107771.1, NP_001155998.1
OG0003937	XP_029042713.1	XP_970913.2
OG0003938	XP_029043278.1	XP_008199062.1
OG0003939	XP_029035106.1, XP_029035114.1	XP_008195211.1
OG0003940	XP_029045787.1, XP_029045786.1	XP_970021.1
OG0003941	XP_029045859.1, XP_029045860.1	XP_973213.1
OG0003942	XP_029056560.1	XP_968071.1
OG0003943	XP_029045735.1	XP_971663.1
OG0003944	XP_029053106.1	XP_967107.1
OG0003945	XP_029054168.1	XP_971994.1
OG0003946	XP_029041819.1	NP_001036035.1
OG0003947	XP_029041221.1, XP_029041222.1	XP_971869.2
OG0003948	XP_029050646.1	XP_975386.1
OG0003950	XP_029056398.1	XP_967363.1
OG0003951	XP_029051234.1	XP_001810409.1
OG0003952	XP_029044859.1	XP_970265.1
OG0003953	XP_029054435.1	XP_008200828.1
OG0003954	XP_029048420.1	XP_008196812.1
OG0003955	XP_029041948.1	XP_972946.1
OG0003956	XP_029047464.1, XP_029047473.1, XP_029047455.1	XP_969759.2
OG0003957	XP_029044497.1	XP_969043.1
OG0003958	XP_029040931.1	XP_970031.1
OG0003959	XP_029041419.1	XP_973143.1, XP_015833394.1
OG0003960	XP_029036645.1	XP_967119.1
OG0003961	XP_029034967.1	XP_969916.1
OG0003962	XP_029041589.1	XP_967654.1
OG0003963	XP_029033559.1, XP_029033515.1	XP_015840458.1
OG0003964	XP_029045547.1	XP_967085.1
OG0003965	XP_029054031.1	XP_966589.1
OG0003966	XP_029045283.1	XP_971870.2, XP_008195547.1
OG0003967	XP_029043257.1	XP_969882.2
OG0003968	XP_029048173.1	XP_974311.1
OG0003969	XP_029033054.1	XP_008195058.1, XP_015836574.1
OG0003970	XP_029042109.1, XP_029042107.1	XP_008194286.1
OG0003971	XP_029052173.1	XP_001810967.2, XP_015840150.1
OG0003972	XP_029048203.1	XP_974179.1
OG0003973	XP_029046326.1	XP_008192553.1, XP_015834920.1
OG0003974	XP_029044853.1	XP_975249.1
OG0003975	XP_029050116.1	XP_008191775.1
OG0003976	XP_029048240.1, XP_029048241.1, XP_029048239.1	XP_967156.1
OG0003977	XP_029041596.1	XP_970551.1, XP_015836824.1
OG0003978	XP_029041727.1	XP_972024.2
OG0003979	XP_029038843.1	XP_974935.1
OG0003980	XP_029044166.1	XP_973315.1
OG0003981	XP_029045832.1	XP_008200886.1
OG0003982	XP_029038288.1	XP_967495.1
OG0003983	XP_029039682.1	XP_008199886.1
OG0003984	XP_029034286.1	XP_015838220.1
OG0003985	XP_029036828.1	XP_008191229.1
OG0003986	XP_029044694.1	XP_008196788.1, XP_008196789.1, XP_008196790.1
OG0003987	XP_029047360.1	XP_008199167.1, XP_008191281.2
OG0003988	XP_029043865.1	XP_008195928.1
OG0003989	XP_029052348.1	XP_015834581.1
OG0003990	XP_029044339.1	XP_966698.2
OG0003991	XP_029040950.1	XP_008191408.1
OG0003992	XP_029050326.1	XP_008199002.1
OG0003993	XP_029038587.1	NP_001280539.1, XP_008201193.2
OG0003994	XP_029053341.1	XP_008197496.1
OG0003995	XP_029052847.1	XP_973777.1
OG0003996	XP_029045510.1	XP_967605.1
OG0003997	XP_029055677.1	XP_015833280.1
OG0003998	XP_029038562.1	XP_973175.1
OG0003999	XP_029033223.1, XP_029033226.1	XP_008199328.1
OG0004000	XP_029043255.1	XP_974655.2
OG0004001	XP_029050780.1	XP_973078.1
OG0004002	XP_029039581.1, XP_029039583.1, XP_029039582.1	NP_001139385.1
OG0004003	XP_029046271.1	XP_974994.2
OG0004004	XP_029043704.1	XP_008194878.2, XP_008191520.2, XP_008197170.1
OG0004005	XP_029043276.1	XP_008199060.1
OG0004006	XP_029051290.1	XP_008195822.1
OG0004008	XP_029036713.1	XP_008200823.1, XP_001813540.1
OG0004009	XP_029050005.1	XP_972093.1, XP_972042.1
OG0004010	XP_029056452.1, XP_029056451.1	XP_971563.1
OG0004011	XP_029036045.1	XP_008191730.1, NP_001034498.1, XP_008194789.1
OG0004012	XP_029050248.1	XP_015835401.1, XP_971438.1, XP_008200443.1
OG0004013	XP_029048562.1, XP_029048563.1, XP_029048565.1	XP_008195231.1
OG0004014	XP_029056267.1	XP_971231.2
OG0004015	XP_029052245.1, XP_029052246.1	XP_015838354.1, XP_001807518.1, XP_001812199.1
OG0004016	XP_029049422.1	XP_970625.1
OG0004017	XP_029038467.1	XP_015833203.1
OG0004018	XP_029049756.1, XP_029049757.1	XP_972649.1
OG0004020	XP_029039129.1	XP_008199027.1
OG0004021	XP_029051369.1	XP_015838970.1
OG0004022	XP_029049640.1	XP_973740.1
OG0004023	XP_029051887.1	XP_969218.1
OG0004024	XP_029052543.1, XP_029052515.1	XP_008195015.1
OG0004025	XP_029039948.1, XP_029039949.1	XP_973368.1
OG0004026	XP_029042865.1	XP_008196413.1
OG0004027	XP_029035058.1	XP_008191799.1
OG0004028	XP_029045672.1	XP_008193539.1, XP_008193541.1
OG0004029	XP_029042462.1	XP_008191687.1
OG0004030	XP_029045399.1	XP_015838189.1, XP_001810411.2
OG0004031	XP_029031958.1, XP_029031957.1	XP_971311.1
OG0004032	XP_029037972.1, XP_029037971.1	XP_015833719.1, XP_015833722.1
OG0004033	XP_029037028.1	XP_008199088.1
OG0004034	XP_029037441.1	XP_008198714.2
OG0004035	XP_029050839.1	XP_008193230.1
OG0004036	XP_029043572.1	XP_008201142.1
OG0004037	XP_029035196.1	XP_015840646.1
OG0004038	XP_029035037.1	XP_015836539.1
OG0004040	XP_029043576.1, XP_029043435.1	XP_970388.3, XP_971501.1
OG0004041	XP_029043338.1	XP_008191528.1
OG0004042	XP_029050302.1	XP_008195985.1
OG0004043	XP_029045079.1	XP_973667.2
OG0004045	XP_029044384.1	XP_015839256.1
OG0004046	XP_029037278.1, XP_029037279.1	XP_008192282.1
OG0004047	XP_029048635.1	XP_974227.1
OG0004048	XP_029053762.1	XP_967372.1
OG0004049	XP_029032862.1	XP_008197802.1, XP_008197801.1, XP_008197800.1
OG0004050	XP_029045288.1	XP_008195122.1, XP_970868.2
OG0004051	XP_029035830.1	XP_974020.1
OG0004052	XP_029040833.1	XP_008199650.1
OG0004053	XP_029034398.1	XP_974680.2
OG0004054	XP_029045279.1, XP_029045280.1	XP_008192914.1
OG0004055	XP_029039987.1	XP_015833846.1
OG0004056	XP_029036405.1	XP_008195938.1
OG0004058	XP_029036860.1	XP_974520.1
OG0004059	XP_029035787.1	XP_972737.1
OG0004060	XP_029041336.1	XP_008196217.1, NP_001034489.1
OG0004061	XP_029048584.1	XP_008196752.1
OG0004062	XP_029038961.1	XP_015834690.1
OG0004063	XP_029033894.1	XP_001812873.1
OG0004064	XP_029046291.1	XP_973062.1
OG0004065	XP_029048267.1	XP_008192200.1
OG0004067	XP_029039317.1	XP_015840433.1
OG0004068	XP_029042732.1	XP_008190826.2
OG0004069	XP_029048947.1	XP_008201245.1, NP_001034523.1
OG0004070	XP_029052049.1	XP_008199140.1
OG0004071	XP_029032737.1	XP_008197437.1
OG0004072	XP_029045418.1	XP_967828.1
OG0004073	XP_029042907.1	XP_008195023.1
OG0004074	XP_029047359.1	XP_971974.1
OG0004075	XP_029039006.1	XP_974480.1
OG0004076	XP_029049695.1	XP_008197602.1
OG0004077	XP_029045784.1, XP_029045783.1	XP_008200432.1
OG0004078	XP_029040258.1	NP_001171929.1
OG0004079	XP_029053668.1	XP_008193389.1
OG0004080	XP_029043242.1, XP_029043240.1	XP_970851.2
OG0004081	XP_029037352.1, XP_029037348.1	XP_015839808.1, XP_008198788.1, XP_971940.1
OG0004082	XP_029052201.1, XP_029052202.1	XP_008195644.1
OG0004083	XP_029043350.1	XP_970814.1
OG0004084	XP_029047631.1	XP_015835436.1
OG0004085	XP_029040477.1	XP_008192975.1
OG0004086	XP_029040901.1	XP_008198047.1
OG0004087	XP_029036515.1, XP_029036514.1	XP_008201212.1
OG0004088	XP_029032904.1	XP_972897.1
OG0004089	XP_029048577.1	XP_015838276.1
OG0004090	XP_029041189.1	XP_974424.1
OG0004091	XP_029033395.1, XP_029045291.1	XP_971395.1
OG0004092	XP_029054687.1	XP_972402.1
OG0004093	XP_029042649.1	XP_967425.2
OG0004094	XP_029055561.1	XP_967732.1
OG0004095	XP_029050885.1	XP_971366.1
OG0004096	XP_029055973.1	XP_015840766.1
OG0004097	XP_029032591.1	XP_015837446.1
OG0004098	XP_029033779.1	XP_967675.1
OG0004099	XP_029035537.1	XP_008201158.1
OG0004100	XP_029038318.1	XP_972331.1, XP_008193577.1, XP_015835869.1
OG0004101	XP_029052623.1	XP_974387.2
OG0004102	XP_029052057.1, XP_029052055.1	XP_008193880.1
OG0004103	XP_029051237.1	XP_015835369.1
OG0004104	XP_029048106.1	XP_008192945.1
OG0004105	XP_029049193.1	XP_973164.1
OG0004106	XP_029037770.1	XP_008193513.1
OG0004107	XP_029038023.1	XP_008190693.1
OG0004108	XP_029044148.1	XP_008197806.1
OG0004109	XP_029048476.1	XP_008199057.1
OG0004110	XP_029055713.1, XP_029055714.1	XP_015836786.1
OG0004111	XP_029053008.1	XP_970719.1
OG0004112	XP_029040140.1	XP_008198820.1
OG0004113	XP_029034366.1, XP_029034367.1	XP_008199444.1
OG0004114	XP_029040461.1	XP_975196.1
OG0004116	XP_029032720.1	XP_008194085.1
OG0004119	XP_029045053.1	XP_015836298.1
OG0004120	XP_029042121.1	XP_971225.1
OG0004121	XP_029034479.1	XP_974527.1
OG0004122	XP_029033726.1, XP_029033813.1	XP_972254.1
OG0004123	XP_029035760.1	XP_015837500.1
OG0004125	XP_029032641.1	XP_008197369.1, XP_008197368.1
OG0004126	XP_029041862.1	XP_015833114.1
OG0004127	XP_029053556.1	XP_015835835.1, XP_008193893.1
OG0004128	XP_029047342.1	NP_001158279.1, XP_008195076.1
OG0004129	XP_029044185.1	XP_968238.2
OG0004130	XP_029051049.1	XP_015835407.1
OG0004131	XP_029038312.1	XP_015834593.1
OG0004132	XP_029053076.1	XP_008195790.1
OG0004133	XP_029035411.1	XP_008193571.1
OG0004134	XP_029048129.1	XP_966548.1
OG0004135	XP_029053108.1, XP_029053109.1	XP_969395.1
OG0004136	XP_029056043.1, XP_029056045.1, XP_029056008.1, XP_029056009.1	XP_015838557.1, XP_967039.2
OG0004137	XP_029045820.1	XP_972661.2
OG0004138	XP_029047407.1	XP_008199722.1
OG0004139	XP_029043538.1	XP_973779.1, XP_967521.1
OG0004140	XP_029038116.1	XP_971284.1
OG0004141	XP_029045281.1	XP_008195546.1, XP_971815.1
OG0004142	XP_029034340.1	XP_015833163.1, XP_015833173.1
OG0004144	XP_029032918.1	XP_974174.1
OG0004145	XP_029036594.1	XP_966571.1
OG0004146	XP_029039879.1	XP_008193932.1
OG0004147	XP_029039267.1, XP_029039634.1	XP_008199251.1
OG0004148	XP_029042386.1	XP_008191391.1
OG0004149	XP_029039976.1	XP_015833182.1, XP_969301.4
OG0004150	XP_029036738.1	XP_970273.1
OG0004151	XP_029039580.1	XP_008193562.1
OG0004152	XP_029053490.1	XP_015838551.1, XP_015840222.1
OG0004153	XP_029036560.1	XP_008199980.1
OG0004154	XP_029034260.1, XP_029034240.1	XP_975348.1
OG0004155	XP_029033305.1	XP_008199045.1
OG0004157	XP_029050214.1	XP_008200151.1
OG0004158	XP_029033676.1, XP_029033465.1	XP_008194425.1
OG0004160	XP_029034458.1	XP_008199427.1
OG0004161	XP_029041427.1, XP_029041426.1	XP_008195570.1
OG0004162	XP_029042022.1	XP_008196673.1
OG0004163	XP_029031959.1, XP_029031962.1, XP_029031960.1, XP_029031961.1	XP_015835252.1
OG0004164	XP_029035140.1, XP_029035139.1	XP_008201024.2
OG0004165	XP_029046169.1, XP_029046170.1	XP_015838044.1
OG0004166	XP_029037099.1	XP_969892.2
OG0004167	XP_029037305.1, XP_029037306.1	XP_008196156.1
OG0004168	XP_029033899.1	XP_001812912.1
OG0004169	XP_029034624.1	XP_015835091.1, XP_008192376.1
OG0004170	XP_029046344.1	XP_008193690.1
OG0004171	XP_029050224.1, XP_029050225.1	XP_967199.1
OG0004172	XP_029046479.1	XP_015834445.1
OG0004173	XP_029044649.1	XP_968786.2
OG0004174	XP_029043381.1	XP_015837602.1
OG0004175	XP_029034322.1, XP_029034324.1	XP_008193965.1
OG0004176	XP_029048185.1	XP_970249.2
OG0004177	XP_029037201.1	XP_008191243.1
OG0004178	XP_029033550.1, XP_029033504.1, XP_029033549.1	XP_015835999.1
OG0004179	XP_029046864.1	XP_001816025.1
OG0004180	XP_029034404.1	XP_015834995.1
OG0004181	XP_029033881.1	XP_972529.1
OG0004182	XP_029035441.1	XP_001810222.1
OG0004183	XP_029055368.1	XP_970649.1
OG0004184	XP_029049331.1, XP_029049329.1	XP_972898.1
OG0004185	XP_029054192.1, XP_029054107.1	XP_015833808.1
OG0004186	XP_029038070.1, XP_029038071.1	XP_015835671.1
OG0004187	XP_029042905.1	XP_008194310.1
OG0004188	XP_029050440.1	XP_015839343.1
OG0004189	XP_029043112.1	XP_015839172.1, XP_015839173.1
OG0004190	XP_029052956.1	XP_015836315.1
OG0004191	XP_029047514.1	XP_969809.1
OG0004192	XP_029044956.1	XP_972716.1
OG0004193	XP_029034386.1, XP_029034385.1	XP_015837566.1
OG0004194	XP_029054962.1	XP_008192437.1
OG0004195	XP_029033060.1	XP_967373.1
OG0004196	XP_029037027.1	XP_008192634.1
OG0004197	XP_029052916.1	NP_001092318.1, XP_015837050.1
OG0004199	XP_029038242.1	XP_008192661.1
OG0004201	XP_029052122.1	XP_008196254.1, XP_008196255.1
OG0004202	XP_029035300.1	XP_974078.2
OG0004203	XP_029052425.1	XP_008190624.1, XP_973621.2, XP_015832952.1
OG0004204	XP_029038532.1	XP_973451.2
OG0004205	XP_029037118.1	XP_008192300.1, XP_975622.1
OG0004206	XP_029050369.1	XP_008195830.1
OG0004207	XP_029047393.1	XP_973218.1
OG0004209	XP_029049299.1	XP_015839287.1
OG0004210	XP_029045559.1	XP_008196333.1, XP_974885.1
OG0004211	XP_029034782.1	XP_015833688.1
OG0004212	XP_029051144.1, XP_029051145.1, XP_029051143.1	XP_008193851.1
OG0004213	XP_029045515.1, XP_029045516.1	XP_008201519.1
OG0004214	XP_029043601.1	XP_008195745.1
OG0004218	XP_029037926.1, XP_029037925.1	XP_008198657.1
OG0004219	XP_029055671.1, XP_029055670.1	XP_971270.1
OG0004220	XP_029056117.1, XP_029056120.1	XP_015840558.1
OG0004222	XP_029033139.1	XP_969545.1
OG0004223	XP_029042174.1	XP_966506.1, XP_008195125.1, XP_008195126.1
OG0004224	XP_029037126.1	XP_008194757.1
OG0004225	XP_029041801.1	XP_001812890.2
OG0004226	XP_029055150.1	XP_008195242.1
OG0004229	XP_029051805.1	XP_015833830.1
OG0004230	XP_029037668.1	XP_008195350.1
OG0004231	XP_029039478.1	XP_969823.3
OG0004232	XP_029044449.1	XP_008197867.1, XP_972446.1
OG0004234	XP_029055775.1	XP_971060.1
OG0004235	XP_029039327.1	XP_015840768.1
OG0004236	XP_029056415.1	XP_015839515.1, XP_015839514.1
OG0004237	XP_029044309.1	XP_972411.1
OG0004238	XP_029049185.1	NP_001139341.1
OG0004239	XP_029040626.1, XP_029040627.1	XP_008193832.2
OG0004240	XP_029049254.1	XP_966462.1
OG0004241	XP_029037820.1	XP_015835603.1
OG0004242	XP_029033932.1	XP_008190689.1, NP_001034513.1
OG0004243	XP_029043674.1	XP_001809395.1
OG0004244	XP_029038610.1	XP_008190816.1
OG0004245	XP_029045052.1	XP_015832939.1
OG0004247	XP_029036411.1	XP_008192323.1
OG0004248	XP_029054796.1	XP_008191550.1
OG0004249	XP_029046721.1	XP_967213.1
OG0004251	XP_029052475.1	XP_008191695.1
OG0004252	XP_029048138.1	XP_008200798.2, XP_015839628.1
OG0004253	XP_029033926.1	NP_001107838.1, XP_008193910.1
OG0004254	XP_029035785.1, XP_029035786.1	XP_001814021.1
OG0004256	XP_029034142.1	XP_973942.1, NP_001161275.1
OG0004257	XP_029053382.1, XP_029046076.1	XP_975524.1, XP_015836662.1, XP_970452.2
OG0004258	XP_029035109.1	XP_974160.2
OG0004261	XP_029037172.1	XP_015833632.1, XP_015833634.1, XP_015833633.1, XP_015833631.1
OG0004262	XP_029052059.1, XP_029052058.1	XP_008200054.1, XP_008191569.1
OG0004264	XP_029048503.1	XP_973435.1
OG0004266	XP_029046031.1	XP_008192549.1
OG0004267	XP_029056140.1, XP_029056142.1	XP_968461.1, XP_968542.1, XP_968377.1
OG0004269	XP_029033284.1	XP_008191491.1, XP_001807780.1
OG0004272	XP_029055123.1	XP_008198234.1
