Orthogroup	Osmia_bicornis	Polistes_dominula
OG0002799	XP_029042755.1	XP_015185482.1
OG0002800	XP_029048540.1, XP_029048557.1	XP_015183366.1, XP_015183434.1
OG0002801	XP_029037511.1	XP_015177940.1
OG0002802	XP_029043398.1	XP_015179574.1, XP_015179575.1, XP_015179573.1
OG0002803	XP_029034918.1, XP_029034909.1	XP_015187618.1, XP_015187617.1
OG0002804	XP_029036511.1, XP_029036510.1	XP_015188392.1
OG0002805	XP_029048056.1	XP_015174187.1
OG0002806	XP_029047544.1	XP_015175822.1
OG0002807	XP_029047721.1	XP_015174543.1
OG0002809	XP_029042825.1, XP_029042821.1	XP_015180255.1
OG0002810	XP_029049975.1	XP_015176241.1
OG0002812	XP_029040443.1	XP_015190051.1, XP_015190050.1
OG0002813	XP_029045688.1	XP_015175650.1
OG0002814	XP_029048873.1, XP_029048874.1	XP_015191262.1
OG0002815	XP_029048051.1	XP_015180830.1, XP_015180828.1, XP_015180829.1
OG0002816	XP_029044836.1	XP_015180642.1
OG0002817	XP_029042989.1	XP_015188186.1
OG0002818	XP_029055892.1, XP_029055888.1	XP_015178661.1
OG0002819	XP_029045778.1	XP_015184914.1
OG0002820	XP_029047467.1, XP_029047465.1, XP_029047466.1	XP_015176180.1
OG0002821	XP_029034273.1	XP_015180877.1
OG0002822	XP_029042690.1, XP_029042692.1, XP_029042691.1	XP_015182736.1, XP_015182737.1
OG0002823	XP_029044659.1	XP_015183940.1
OG0002824	XP_029050070.1	XP_015171837.1
OG0002825	XP_029040235.1	XP_015171423.1, XP_015171421.1
OG0002826	XP_029043884.1	XP_015185029.1
OG0002827	XP_029037515.1	XP_015182220.1
OG0002828	XP_029046351.1	XP_015172815.1
OG0002829	XP_029037529.1	XP_015186598.1
OG0002830	XP_029042092.1	XP_015181487.1, XP_015181485.1, XP_015181486.1, XP_015181491.1
OG0002831	XP_029043672.1	XP_015187879.1
OG0002832	XP_029044575.1, XP_029044574.1	XP_015175220.1, XP_015175222.1
OG0002833	XP_029032461.1	XP_015178166.1
OG0002834	XP_029056425.1	XP_015178524.1
OG0002835	XP_029048371.1	XP_015175486.1, XP_015175484.1
OG0002836	XP_029039996.1	XP_015177692.1
OG0002837	XP_029050167.1, XP_029050168.1	XP_015190335.1
OG0002838	XP_029044973.1	XP_015176346.1
OG0002840	XP_029037168.1	XP_015173614.1
OG0002840	XP_029038684.1	XP_015173633.1
OG0002841	XP_029037217.1, XP_029037202.1	XP_015173616.1
OG0002843	XP_029032963.1	XP_015182171.1, XP_015182181.1, XP_015182190.1
OG0002844	XP_029047219.1, XP_029047227.1	XP_015176464.1
OG0002845	XP_029033075.1	XP_015190048.1, XP_015190047.1, XP_015190049.1
OG0002846	XP_029036113.1	XP_015190473.1, XP_015190468.1
OG0002847	XP_029048404.1, XP_029048398.1	XP_015178465.1
OG0002848	XP_029047882.1	XP_015172828.1, XP_015172826.1
OG0002849	XP_029055339.1, XP_029055337.1, XP_029055340.1, XP_029055336.1	XP_015187108.1, XP_015187106.1
OG0002850	XP_029047681.1, XP_029046962.1	XP_015189024.1
OG0002851	XP_029034124.1, XP_029034122.1, XP_029034123.1	XP_015182376.1, XP_015182377.1
OG0002852	XP_029055920.1, XP_029055921.1	XP_015188991.1
OG0002856	XP_029052136.1	XP_015183394.1
OG0002857	XP_029055658.1, XP_029055774.1	XP_015175374.1
OG0002858	XP_029046605.1	XP_015185162.1
OG0002859	XP_029035243.1	XP_015173728.1
OG0002860	XP_029052121.1	XP_015190045.1
OG0002861	XP_029043329.1	XP_015185540.1
OG0002863	XP_029048631.1	XP_015185210.1, XP_015185209.1
OG0002864	XP_029052140.1	XP_015175030.1
OG0002865	XP_029040557.1, XP_029040556.1	XP_015183697.1
OG0002866	XP_029049444.1	XP_015183499.1
OG0002867	XP_029034584.1	XP_015183146.1
OG0002868	XP_029049122.1	XP_015190510.1, XP_015190458.1
OG0002869	XP_029040300.1	XP_015181900.1
OG0002870	XP_029049798.1	XP_015183797.1
OG0002871	XP_029053118.1	XP_015177881.1
OG0002872	XP_029047696.1	XP_015174089.1
OG0002873	XP_029054463.1, XP_029054462.1	XP_015183501.1
OG0002874	XP_029050366.1, XP_029050365.1, XP_029050367.1	XP_015187444.1
OG0002875	XP_029040757.1	XP_015172737.1, XP_015172729.1
OG0002876	XP_029036409.1, XP_029036410.1	XP_015186328.1
OG0002877	XP_029039644.1	XP_015171683.1
OG0002878	XP_029043472.1	XP_015189430.1
OG0002879	XP_029051411.1, XP_029051410.1	XP_015184328.1
OG0002880	XP_029051741.1	XP_015187327.1
OG0002881	XP_029033282.1	XP_015176580.1, XP_015176581.1, XP_015176582.1
OG0002882	XP_029041429.1	XP_015174894.1, XP_015174891.1, XP_015174893.1
OG0002883	XP_029051538.1	XP_015173877.1
OG0002884	XP_029049526.1	XP_015174018.1
OG0002885	XP_029056064.1, XP_029056074.1	XP_015187073.1
OG0002886	XP_029044366.1	XP_015178970.1
OG0002887	XP_029049906.1, XP_029049904.1, XP_029049905.1	XP_015174286.1, XP_015174285.1
OG0002888	XP_029043433.1, XP_029043434.1	XP_015190097.1
OG0002889	XP_029040742.1, XP_029040741.1	XP_015191431.1
OG0002890	XP_029038844.1	XP_015183742.1
OG0002891	XP_029051543.1, XP_029051544.1	XP_015190208.1
OG0002892	XP_029050229.1	XP_015179624.1
OG0002893	XP_029037338.1	XP_015191188.1
OG0002894	XP_029043314.1, XP_029043313.1	XP_015179707.1
OG0002895	XP_029036933.1	XP_015187972.1, XP_015187973.1
OG0002896	XP_029033008.1	XP_015174957.1
OG0002897	XP_029039923.1	XP_015175321.1
OG0002898	XP_029048485.1	XP_015176217.1
OG0002899	XP_029037507.1	XP_015190503.1
OG0002900	XP_029045938.1	XP_015179456.1
OG0002901	XP_029032921.1	XP_015189278.1
OG0002902	XP_029037467.1	XP_015191163.1
OG0002903	XP_029040420.1	XP_015188149.1
OG0002904	XP_029036633.1	XP_015181875.1, XP_015187016.1
OG0002905	XP_029049992.1	XP_015190806.1, XP_015190805.1
OG0002906	XP_029044972.1	XP_015186760.1
OG0002907	XP_029040755.1	XP_015172715.1
OG0002908	XP_029041432.1	XP_015176255.1, XP_015176310.1
OG0002909	XP_029042925.1	XP_015181042.1
OG0002910	XP_029037039.1, XP_029037040.1	XP_015171844.1
OG0002911	XP_029037688.1	XP_015183084.1
OG0002912	XP_029047540.1	XP_015178551.1
OG0002913	XP_029047807.1	XP_015190522.1
OG0002914	XP_029047609.1, XP_029047610.1	XP_015191237.1, XP_015191238.1
OG0002915	XP_029047614.1	XP_015177170.1
OG0002916	XP_029039525.1	XP_015177265.1
OG0002917	XP_029042111.1	XP_015171405.1
OG0002918	XP_029041581.1, XP_029041860.1	XP_015186813.1
OG0002919	XP_029052284.1, XP_029052285.1	XP_015171814.1
OG0002920	XP_029052943.1, XP_029038295.1	XP_015189253.1
OG0002921	XP_029044209.1	XP_015176887.1
OG0002922	XP_029036994.1	XP_015181712.1
OG0002923	XP_029050451.1	XP_015187404.1
OG0002924	XP_029037569.1	XP_015191333.1
OG0002925	XP_029041195.1	XP_015180210.1
OG0002926	XP_029046021.1	XP_015182883.1
OG0002927	XP_029035136.1	XP_015188948.1
OG0002928	XP_029041444.1	XP_015185278.1, XP_015185280.1
OG0002929	XP_029055491.1	XP_015171726.1
OG0002930	XP_029033783.1	XP_015191166.1
OG0002931	XP_029056556.1	XP_015173623.1
OG0002932	XP_029041649.1, XP_029041650.1, XP_029041651.1	XP_015179506.1
OG0002933	XP_029042078.1	XP_015187085.1
OG0002934	XP_029042783.1	XP_015184500.1
OG0002935	XP_029042928.1, XP_029042927.1	XP_015179747.1
OG0002936	XP_029036726.1	XP_015179952.1
OG0002938	XP_029044102.1, XP_029044946.1	XP_015184581.1
OG0002940	XP_029048375.1, XP_029048376.1	XP_015191304.1
OG0002941	XP_029050452.1	XP_015187403.1
OG0002942	XP_029046030.1	XP_015182879.1
OG0002943	XP_029045616.1, XP_029045615.1, XP_029045614.1	XP_015189255.1
OG0002944	XP_029045609.1, XP_029045610.1, XP_029045607.1, XP_029045608.1	XP_015183905.1
OG0002945	XP_029048246.1	XP_015181599.1
OG0002946	XP_029041445.1, XP_029040855.1	XP_015186923.1
OG0002947	XP_029048560.1	XP_015175490.1
OG0002948	XP_029037054.1	XP_015180100.1
OG0002949	XP_029044573.1, XP_029044572.1	XP_015175214.1
OG0002950	XP_029036950.1	XP_015175651.1
OG0002951	XP_029037392.1	XP_015175959.1
OG0002952	XP_029045794.1, XP_029045792.1	XP_015184915.1
OG0002953	XP_029046595.1, XP_029046596.1	XP_015191169.1
OG0002955	XP_029050823.1	XP_015191146.1
OG0002956	XP_029053094.1	XP_015178823.1
OG0002957	XP_029036072.1, XP_029036078.1, XP_029036076.1	XP_015187549.1
OG0002958	XP_029048955.1	XP_015178100.1
OG0002959	XP_029037277.1	XP_015176827.1
OG0002960	XP_029043209.1	XP_015184813.1, XP_015184812.1
OG0002961	XP_029039952.1	XP_015188452.1
OG0002962	XP_029038819.1	XP_015175583.1
OG0002963	XP_029048094.1, XP_029048095.1	XP_015186047.1
OG0002964	XP_029054590.1	XP_015176795.1
OG0002965	XP_029036569.1	XP_015182612.1
OG0002966	XP_029041933.1	XP_015172785.1
OG0002967	XP_029047127.1	XP_015182197.1
OG0002968	XP_029047911.1	XP_015187562.1
OG0002969	XP_029051578.1	XP_015171506.1
OG0002970	XP_029034768.1	XP_015187114.1
OG0002971	XP_029050846.1	XP_015188939.1
OG0002972	XP_029046531.1	XP_015182102.1
OG0002973	XP_029055652.1	XP_015185109.1
OG0002974	XP_029052308.1	XP_015173159.1
OG0002975	XP_029044571.1	XP_015175160.1
OG0002976	XP_029041276.1, XP_029041278.1, XP_029041277.1	XP_015172461.1
OG0002977	XP_029051170.1	XP_015185372.1
OG0002979	XP_029032166.1	XP_015183676.1
OG0002980	XP_029055096.1	XP_015178852.1
OG0002981	XP_029053056.1	XP_015175671.1, XP_015175670.1
OG0002982	XP_029040079.1	XP_015179302.1
OG0002983	XP_029039784.1	XP_015171568.1, XP_015171567.1
OG0002984	XP_029054274.1	XP_015177677.1
OG0002985	XP_029045094.1	XP_015186094.1, XP_015186093.1
OG0002986	XP_029046261.1	XP_015179621.1, XP_015179622.1
OG0002987	XP_029046693.1	XP_015181017.1
OG0002988	XP_029040974.1	XP_015176719.1
OG0002989	XP_029034382.1	XP_015177527.1
OG0002990	XP_029039182.1, XP_029039180.1, XP_029039178.1, XP_029039179.1	XP_015172712.1
OG0002991	XP_029045214.1	XP_015188131.1, XP_015188130.1
OG0002992	XP_029052950.1	XP_015176861.1
OG0002993	XP_029033924.1, XP_029033922.1	XP_015190854.1
OG0002994	XP_029047068.1	XP_015171572.1, XP_015171574.1, XP_015171573.1
OG0002995	XP_029047639.1	XP_015179528.1
OG0002996	XP_029049612.1	XP_015189243.1
OG0002997	XP_029037362.1	XP_015191283.1
OG0002998	XP_029039799.1, XP_029039797.1, XP_029039798.1	XP_015178216.1
OG0002999	XP_029040516.1, XP_029040513.1	XP_015183404.1, XP_015183401.1
OG0003000	XP_029044721.1	XP_015182616.1
OG0003001	XP_029042414.1	XP_015184884.1
OG0003002	XP_029041420.1	XP_015175130.1, XP_015175132.1
OG0003003	XP_029054426.1	XP_015174102.1, XP_015174110.1
OG0003004	XP_029038962.1	XP_015182424.1
OG0003005	XP_029048694.1	XP_015184550.1
OG0003006	XP_029041875.1	XP_015173534.1
OG0003007	XP_029055105.1	XP_015188849.1
OG0003008	XP_029042167.1	XP_015178184.1
OG0003009	XP_029050779.1	XP_015185504.1
OG0003010	XP_029047057.1	XP_015182169.1, XP_015182170.1
OG0003011	XP_029055829.1	XP_015190838.1, XP_015190837.1
OG0003012	XP_029045349.1	XP_015186470.1
OG0003013	XP_029047239.1	XP_015178359.1, XP_015178360.1, XP_015178358.1
OG0003014	XP_029054155.1	XP_015172773.1
OG0003015	XP_029043836.1	XP_015189357.1
OG0003016	XP_029032416.1	XP_015183262.1
OG0003017	XP_029042341.1	XP_015191438.1
OG0003018	XP_029046277.1	XP_015174990.1
OG0003019	XP_029046752.1, XP_029046751.1	XP_015180033.1
OG0003020	XP_029050076.1	XP_015191202.1
OG0003021	XP_029055847.1	XP_015185368.1
OG0003022	XP_029041194.1, XP_029041193.1	XP_015187763.1
OG0003023	XP_029041774.1	XP_015172807.1
OG0003024	XP_029050680.1	XP_015172780.1
OG0003025	XP_029047611.1	XP_015177163.1, XP_015177164.1
OG0003026	XP_029039944.1	XP_015172225.1, XP_015172226.1
OG0003027	XP_029044258.1	XP_015186145.1
OG0003028	XP_029048195.1	XP_015180288.1
OG0003029	XP_029038081.1	XP_015186055.1, XP_015188859.1
OG0003030	XP_029042554.1	XP_015183835.1
OG0003031	XP_029045388.1	XP_015187312.1
OG0003032	XP_029034676.1	XP_015186339.1, XP_015186347.1
OG0003033	XP_029047268.1	XP_015175499.1
OG0003034	XP_029051693.1, XP_029051692.1	XP_015184357.1
OG0003035	XP_029040316.1	XP_015184070.1
OG0003036	XP_029045404.1	XP_015191043.1
OG0003037	XP_029052665.1	XP_015173505.1
OG0003038	XP_029049262.1	XP_015177810.1
OG0003039	XP_029040345.1, XP_029040344.1	XP_015171234.1
OG0003040	XP_029051758.1	XP_015183449.1
OG0003041	XP_029051944.1	XP_015175775.1
OG0003042	XP_029042293.1	XP_015174410.1
OG0003043	XP_029034861.1	XP_015182665.1
OG0003044	XP_029047394.1, XP_029047392.1	XP_015182608.1
OG0003045	XP_029044491.1, XP_029044493.1	XP_015180741.1
OG0003046	XP_029055497.1	XP_015171504.1
OG0003047	XP_029032374.1	XP_015182070.1
OG0003048	XP_029032006.1, XP_029056369.1	XP_015191428.1
OG0003049	XP_029035271.1, XP_029035272.1, XP_029035273.1, XP_029035270.1	XP_015172671.1
OG0003050	XP_029038774.1	XP_015180143.1
OG0003051	XP_029035944.1, XP_029035945.1	XP_015173498.1
OG0003052	XP_029047741.1	XP_015174765.1
OG0003053	XP_029053630.1	XP_015187509.1
OG0003054	XP_029053614.1	XP_015172944.1
OG0003055	XP_029032969.1	XP_015177299.1
OG0003056	XP_029055513.1	XP_015175916.1
OG0003057	XP_029033777.1, XP_029033776.1	XP_015191645.1
OG0003058	XP_029036882.1	XP_015186476.1, XP_015186475.1
OG0003059	XP_029036523.1	XP_015188116.1
OG0003060	XP_029041790.1	XP_015191432.1
OG0003061	XP_029049893.1	XP_015177671.1
OG0003062	XP_029035268.1	XP_015187426.1
OG0003063	XP_029035740.1	XP_015191626.1
OG0003064	XP_029040193.1	XP_015180874.1
OG0003065	XP_029037175.1	XP_015175201.1
OG0003066	XP_029055655.1	XP_015174225.1
OG0003067	XP_029048448.1	XP_015182205.1
OG0003068	XP_029056470.1	XP_015191543.1
OG0003069	XP_029049181.1	XP_015191200.1, XP_015191201.1
OG0003070	XP_029053044.1, XP_029053047.1, XP_029053046.1, XP_029053045.1	XP_015178068.1
OG0003071	XP_029037853.1	XP_015184840.1
OG0003072	XP_029040896.1	XP_015190305.1
OG0003073	XP_029050045.1, XP_029050044.1	XP_015174672.1
OG0003074	XP_029032560.1	XP_015173780.1
OG0003075	XP_029051995.1, XP_029051998.1	XP_015190121.1
OG0003076	XP_029039279.1	XP_015189293.1
OG0003077	XP_029053003.1	XP_015174945.1
OG0003078	XP_029050959.1, XP_029050957.1, XP_029050956.1, XP_029050958.1	XP_015180442.1
OG0003079	XP_029045340.1	XP_015184802.1
OG0003080	XP_029043135.1	XP_015179767.1
OG0003081	XP_029038041.1	XP_015186601.1, XP_015186609.1
OG0003082	XP_029037194.1	XP_015189412.1
OG0003083	XP_029038673.1	XP_015191579.1
OG0003084	XP_029038988.1	XP_015181451.1
OG0003085	XP_029046024.1	XP_015176207.1
OG0003086	XP_029045464.1	XP_015189475.1, XP_015183360.1, XP_015183358.1, XP_015183359.1, XP_015183357.1
OG0003087	XP_029038258.1, XP_029038257.1, XP_029038256.1	XP_015176254.1
OG0003088	XP_029048242.1	XP_015178130.1
OG0003089	XP_029039411.1	XP_015181889.1
OG0003090	XP_029039226.1	XP_015182283.1
OG0003091	XP_029042594.1	XP_015176690.1
OG0003092	XP_029053723.1	XP_015179859.1
OG0003093	XP_029047167.1	XP_015178696.1
OG0003094	XP_029036466.1	XP_015179109.1, XP_015179110.1, XP_015179111.1
OG0003095	XP_029048006.1, XP_029048009.1	XP_015174390.1
OG0003096	XP_029035030.1, XP_029035031.1	XP_015176279.1
OG0003097	XP_029050827.1	XP_015184835.1
OG0003098	XP_029045513.1, XP_029045514.1	XP_015179966.1
OG0003099	XP_029041002.1, XP_029041003.1	XP_015182621.1
OG0003100	XP_029052025.1	XP_015187097.1, XP_015186857.1
OG0003101	XP_029046294.1	XP_015175941.1
OG0003102	XP_029048988.1	XP_015182475.1
OG0003103	XP_029032655.1	XP_015174492.1
OG0003104	XP_029038999.1	XP_015184584.1
OG0003105	XP_029040932.1, XP_029040934.1	XP_015179291.1
OG0003106	XP_029038228.1	XP_015186342.1, XP_015186341.1
OG0003107	XP_029038338.1, XP_029038339.1	XP_015189167.1, XP_015189166.1
OG0003108	XP_029049344.1	XP_015174853.1
OG0003109	XP_029050717.1	XP_015189009.1
OG0003110	XP_029032616.1	XP_015180213.1, XP_015180214.1
OG0003111	XP_029052459.1	XP_015182062.1, XP_015182061.1, XP_015182060.1
OG0003112	XP_029035024.1, XP_029035025.1	XP_015182512.1
OG0003113	XP_029040172.1, XP_029040191.1, XP_029040199.1, XP_029040181.1	XP_015172624.1
OG0003114	XP_029038362.1	XP_015187843.1
OG0003115	XP_029032158.1	XP_015172262.1
OG0003116	XP_029040524.1	XP_015174905.1
OG0003118	XP_029037475.1, XP_029037474.1	XP_015189189.1
OG0003119	XP_029044698.1	XP_015182637.1
OG0003120	XP_029031859.1, XP_029031854.1	XP_015184293.1
OG0003121	XP_029040884.1	XP_015182598.1
OG0003122	XP_029033109.1	XP_015189161.1
OG0003123	XP_029051007.1	XP_015174949.1
OG0003124	XP_029050347.1, XP_029050339.1	XP_015182712.1
OG0003125	XP_029051421.1, XP_029051422.1	XP_015176609.1
OG0003126	XP_029050881.1	XP_015173208.1, XP_015173199.1
OG0003127	XP_029048208.1	XP_015178275.1
OG0003128	XP_029038056.1	XP_015186539.1
OG0003129	XP_029052473.1	XP_015182000.1
OG0003130	XP_029055045.1	XP_015171422.1
OG0003131	XP_029045506.1	XP_015179931.1
OG0003132	XP_029034914.1	XP_015176261.1, XP_015176260.1, XP_015176259.1
OG0003133	XP_029041719.1	XP_015173779.1
OG0003134	XP_029056650.1	XP_015187630.1
OG0003135	XP_029047038.1, XP_029051651.1, XP_029051649.1	XP_015183810.1
OG0003136	XP_029050704.1	XP_015172205.1
OG0003137	XP_029037723.1	XP_015185845.1
OG0003138	XP_029049867.1	XP_015176465.1
OG0003139	XP_029031853.1	XP_015187808.1
OG0003140	XP_029035778.1	XP_015190332.1
OG0003141	XP_029031990.1, XP_029031993.1	XP_015173717.1, XP_015173716.1, XP_015173715.1
OG0003142	XP_029053878.1	XP_015188107.1
OG0003143	XP_029040982.1	XP_015187685.1
OG0003144	XP_029039735.1, XP_029039736.1	XP_015182431.1
OG0003146	XP_029035646.1	XP_015174245.1
OG0003147	XP_029051204.1	XP_015185446.1
OG0003148	XP_029051473.1	XP_015177845.1
OG0003149	XP_029050252.1	XP_015184441.1, XP_015184440.1
OG0003150	XP_029045532.1	XP_015187854.1, XP_015187853.1, XP_015187855.1
OG0003151	XP_029046439.1	XP_015180985.1
OG0003152	XP_029032262.1	XP_015178886.1
OG0003153	XP_029045240.1, XP_029045239.1	XP_015177948.1
OG0003154	XP_029032972.1	XP_015188206.1
OG0003155	XP_029052521.1	XP_015178197.1
OG0003156	XP_029047046.1	XP_015172614.1
OG0003157	XP_029044208.1, XP_029044207.1, XP_029044206.1	XP_015177197.1
OG0003158	XP_029048018.1, XP_029048017.1	XP_015184207.1
OG0003159	XP_029050913.1	XP_015171686.1
OG0003160	XP_029037642.1	XP_015175964.1, XP_015175963.1
OG0003161	XP_029049876.1, XP_029049875.1	XP_015174278.1, XP_015174279.1
OG0003162	XP_029049885.1, XP_029049884.1	XP_015174414.1, XP_015174412.1, XP_015174413.1
OG0003163	XP_029033956.1	XP_015190622.1
OG0003164	XP_029047250.1	XP_015176415.1
OG0003165	XP_029053229.1	XP_015191074.1
OG0003166	XP_029050135.1, XP_029050136.1	XP_015174570.1, XP_015174569.1, XP_015174568.1
OG0003167	XP_029047522.1	XP_015191470.1
OG0003168	XP_029045660.1	XP_015189246.1
OG0003169	XP_029055967.1	XP_015182981.1
OG0003170	XP_029038111.1	XP_015190938.1
OG0003171	XP_029032597.1	XP_015174123.1
OG0003172	XP_029037023.1	XP_015186769.1
OG0003173	XP_029037551.1	XP_015177553.1
OG0003174	XP_029043233.1	XP_015171628.1, XP_015171627.1
OG0003175	XP_029048342.1, XP_029048341.1	XP_015191303.1
OG0003176	XP_029046871.1, XP_029046870.1	XP_015178251.1
OG0003177	XP_029031900.1, XP_029031901.1	XP_015187693.1
OG0003178	XP_029042647.1, XP_029042646.1	XP_015191248.1
OG0003179	XP_029055364.1	XP_015185155.1
OG0003180	XP_029032159.1	XP_015184412.1, XP_015184411.1, XP_015184413.1
OG0003181	XP_029041296.1	XP_015180822.1
OG0003182	XP_029040774.1	XP_015172626.1
OG0003183	XP_029056059.1	XP_015179209.1
OG0003184	XP_029051212.1	XP_015179794.1
OG0003185	XP_029043765.1, XP_029043764.1, XP_029043763.1, XP_029043762.1, XP_029043761.1, XP_029043767.1	XP_015173354.1
OG0003186	XP_029041384.1	XP_015172668.1
OG0003187	XP_029041484.1	XP_015180688.1, XP_015180687.1
OG0003188	XP_029051459.1	XP_015186528.1
OG0003189	XP_029044496.1	XP_015187605.1, XP_015187604.1
OG0003190	XP_029038599.1	XP_015172075.1
OG0003191	XP_029056542.1	XP_015189422.1
OG0003193	XP_029052446.1, XP_029052435.1	XP_015176753.1
OG0003194	XP_029045706.1, XP_029045707.1, XP_029045704.1, XP_029045705.1	XP_015180475.1
OG0003195	XP_029053242.1	XP_015174876.1
OG0003197	XP_029053613.1	XP_015172936.1
OG0003198	XP_029031906.1	XP_015187947.1
OG0003199	XP_029034506.1	XP_015190385.1
OG0003201	XP_029048525.1	XP_015184633.1
OG0003202	XP_029055882.1	XP_015175559.1, XP_015175556.1
OG0003203	XP_029036355.1	XP_015172467.1
OG0003204	XP_029051700.1	XP_015178733.1, XP_015178734.1
OG0003205	XP_029045021.1	XP_015181172.1
OG0003206	XP_029034691.1	XP_015182035.1
OG0003207	XP_029044137.1	XP_015189835.1
OG0003208	XP_029031967.1	XP_015182954.1
OG0003209	XP_029042368.1	XP_015176641.1, XP_015176589.1
OG0003210	XP_029047352.1, XP_029047353.1	XP_015189990.1
OG0003211	XP_029038725.1, XP_029038724.1	XP_015185161.1
OG0003212	XP_029048280.1	XP_015186954.1
OG0003213	XP_029051295.1	XP_015180557.1
OG0003214	XP_029048311.1	XP_015182199.1
OG0003215	XP_029049794.1	XP_015180795.1
OG0003217	XP_029052379.1, XP_029049961.1, XP_029050043.1, XP_029052294.1	XP_015181224.1
OG0003218	XP_029052309.1, XP_029052310.1	XP_015175243.1
OG0003219	XP_029050349.1	XP_015182015.1
OG0003220	XP_029050196.1	XP_015188336.1
OG0003221	XP_029056573.1, XP_029056572.1	XP_015175039.1
OG0003222	XP_029038502.1	XP_015177460.1
OG0003223	XP_029044494.1	XP_015187699.1
OG0003224	XP_029032320.1	XP_015182489.1, XP_015182490.1, XP_015182491.1
OG0003225	XP_029045498.1, XP_029045497.1, XP_029045496.1, XP_029045495.1	XP_015179841.1
OG0003226	XP_029045451.1, XP_029045449.1, XP_029045450.1	XP_015189474.1
OG0003227	XP_029037593.1	XP_015180493.1, XP_015180490.1, XP_015180491.1
OG0003228	XP_029035128.1	XP_015186380.1
OG0003229	XP_029051005.1	XP_015175410.1
OG0003230	XP_029051424.1	XP_015184361.1
OG0003231	XP_029039372.1	XP_015180115.1, XP_015180119.1
OG0003232	XP_029046559.1, XP_029046560.1	XP_015181923.1
OG0003234	XP_029036048.1	XP_015187354.1
OG0003236	XP_029033940.1, XP_029033939.1, XP_029033937.1, XP_029033942.1, XP_029033936.1, XP_029033941.1	XP_015186081.1
OG0003237	XP_029039319.1, XP_029039318.1, XP_029039320.1	XP_015188897.1
OG0003238	XP_029033076.1	XP_015187070.1, XP_015187068.1
OG0003239	XP_029052151.1	XP_015172154.1, XP_015172155.1
OG0003240	XP_029039119.1	XP_015189432.1
OG0003241	XP_029034172.1, XP_029034170.1, XP_029034171.1	XP_015188124.1
OG0003242	XP_029033244.1	XP_015173551.1, XP_015173550.1, XP_015173552.1
OG0003243	XP_029039837.1	XP_015188134.1, XP_015188136.1
OG0003244	XP_029040759.1	XP_015180244.1
OG0003245	XP_029038291.1	XP_015191221.1
OG0003246	XP_029033143.1	XP_015179093.1
OG0003247	XP_029043793.1, XP_029043788.1, XP_029043787.1, XP_029043790.1, XP_029043786.1, XP_029043791.1	XP_015177111.1
OG0003248	XP_029037439.1	XP_015187754.1
OG0003249	XP_029052520.1	XP_015178192.1
OG0003250	XP_029047646.1, XP_029047645.1	XP_015175613.1
OG0003251	XP_029048284.1, XP_029048287.1	XP_015173068.1, XP_015173069.1, XP_015173067.1
OG0003252	XP_029037353.1	XP_015191279.1, XP_015191280.1
OG0003254	XP_029035417.1	XP_015173892.1, XP_015173893.1
OG0003255	XP_029047718.1	XP_015173889.1
OG0003256	XP_029051895.1	XP_015174135.1
OG0003257	XP_029038093.1	XP_015178370.1
OG0003261	XP_029048332.1, XP_029048333.1, XP_029048334.1	XP_015179397.1
OG0003262	XP_029035374.1	XP_015174605.1
OG0003263	XP_029054423.1	XP_015174256.1
OG0003264	XP_029045347.1	XP_015176975.1
OG0003265	XP_029039951.1	XP_015185890.1
OG0003266	XP_029046470.1	XP_015171934.1
OG0003267	XP_029046714.1	XP_015171790.1
OG0003268	XP_029048629.1	XP_015171926.1, XP_015181220.1
OG0003269	XP_029050920.1, XP_029050919.1	XP_015188503.1
OG0003270	XP_029037692.1	XP_015174370.1
OG0003271	XP_029038145.1	XP_015175802.1
OG0003272	XP_029040648.1	XP_015175460.1
OG0003273	XP_029042610.1	XP_015186611.1
OG0003274	XP_029041322.1	XP_015175687.1
OG0003275	XP_029052812.1	XP_015174709.1
OG0003276	XP_029054506.1	XP_015181499.1
OG0003277	XP_029054757.1	XP_015190768.1, XP_015190770.1
OG0003278	XP_029044702.1	XP_015182542.1
OG0003279	XP_029055244.1	XP_015188857.1
OG0003280	XP_029046450.1	XP_015171870.1
OG0003281	XP_029036171.1	XP_015180726.1, XP_015180727.1
OG0003282	XP_029035415.1	XP_015188811.1
OG0003283	XP_029037548.1	XP_015173584.1
OG0003284	XP_029032193.1	XP_015180745.1
OG0003285	XP_029031846.1	XP_015172337.1, XP_015172325.1
OG0003286	XP_029041147.1, XP_029041148.1	XP_015185800.1
OG0003287	XP_029032547.1	XP_015172520.1
OG0003288	XP_029046057.1	XP_015191656.1
OG0003289	XP_029044281.1, XP_029044280.1	XP_015185298.1
OG0003290	XP_029048082.1	XP_015182865.1
OG0003291	XP_029052841.1, XP_029052840.1	XP_015179786.1
OG0003292	XP_029035285.1	XP_015184103.1
OG0003293	XP_029052560.1	XP_015183532.1
OG0003294	XP_029053223.1	XP_015176029.1
OG0003295	XP_029032302.1	XP_015171611.1, XP_015171613.1, XP_015171614.1, XP_015171615.1
OG0003296	XP_029051095.1	XP_015178530.1
OG0003297	XP_029035216.1	XP_015177865.1
OG0003298	XP_029053000.1, XP_029052794.1	XP_015186616.1
OG0003299	XP_029034601.1	XP_015182677.1
