Orthogroup	Osmia_bicornis	Bombyx_mori
OG0003377	XP_029050104.1, XP_029050105.1, XP_029050103.1	XP_004925437.2
OG0003378	XP_029042285.1	XP_012547388.2, XP_004933172.1
OG0003379	XP_029036150.1	XP_012551872.2
OG0003380	XP_029042313.1	XP_012544283.1
OG0003381	XP_029041619.1	XP_012547403.1
OG0003382	XP_029034722.1	XP_004932650.2
OG0003383	XP_029043499.1	XP_012551292.2
OG0003384	XP_029049954.1	NP_001040345.1
OG0003385	XP_029054431.1, XP_029054430.1	XP_004922392.1
OG0003386	XP_029039139.1, XP_029039138.1	XP_037872968.1, XP_037872960.1, XP_021208393.1
OG0003387	XP_029048290.1, XP_029048291.1	XP_004923819.1
OG0003388	XP_029036165.1	XP_004926778.1
OG0003389	XP_029051039.1	XP_012547904.2, XP_037872099.1, XP_004930096.1
OG0003390	XP_029049410.1	XP_004924554.1
OG0003391	XP_029043496.1	NP_001037005.2
OG0003392	XP_029044440.1	XP_037876583.1
OG0003393	XP_029049037.1	NP_001296498.1
OG0003394	XP_029037115.1	XP_037872831.1
OG0003395	XP_029053530.1	XP_004927977.1
OG0003396	XP_029036114.1	NP_001166784.1
OG0003397	XP_029033195.1, XP_029033196.1, XP_029033198.1	XP_004924567.1, XP_004933905.1
OG0003398	XP_029038578.1	NP_001093319.1
OG0003399	XP_029046707.1, XP_029046708.1	XP_012550017.1
OG0003400	XP_029049576.1, XP_029049578.1	XP_037869265.1
OG0003401	XP_029042661.1, XP_029042975.1	XP_004929674.1
OG0003402	XP_029045389.1	XP_004923164.1
OG0003403	XP_029042641.1	XP_021209096.2, XP_021209089.2
OG0003404	XP_029040631.1	XP_037874486.1
OG0003405	XP_029056612.1	XP_037871358.1
OG0003406	XP_029042933.1	XP_037867643.1, XP_037867631.1
OG0003407	XP_029039187.1	XP_004922649.1
OG0003408	XP_029046668.1	XP_037868876.1, XP_037868877.1
OG0003409	XP_029043123.1, XP_029043124.1, XP_029043121.1	XP_004930345.1
OG0003410	XP_029056641.1	XP_004925830.1
OG0003411	XP_029037879.1	XP_004922409.2
OG0003412	XP_029032286.1	XP_021204256.2
OG0003413	XP_029031964.1	XP_004925345.1
OG0003414	XP_029045129.1	NP_001093305.1
OG0003415	XP_029050165.1, XP_029050164.1	XP_037873667.1
OG0003416	XP_029037591.1	XP_004928023.1
OG0003417	XP_029046999.1	XP_004931696.1
OG0003419	XP_029046573.1	XP_004929717.2
OG0003420	XP_029043138.1	XP_012545519.1, XP_004925780.1, XP_012545518.1
OG0003421	XP_029044588.1	XP_004933417.1
OG0003422	XP_029055854.1	XP_004930225.1
OG0003423	XP_029047612.1	XP_004924881.1
OG0003424	XP_029053563.1	XP_004928483.1
OG0003425	XP_029042007.1, XP_029042151.1	XP_004932658.2
OG0003426	XP_029045305.1	XP_021203256.2, XP_021203255.2
OG0003427	XP_029040077.1	XP_037874488.1
OG0003428	XP_029049838.1	XP_037871417.1
OG0003429	XP_029046753.1	XP_037868100.1
OG0003430	XP_029038129.1	XP_012551357.1
OG0003431	XP_029050497.1	NP_001036922.1, XP_037874254.1
OG0003432	XP_029047036.1, XP_029047037.1	XP_012547178.1
OG0003433	XP_029038360.1	XP_037873527.1, XP_037873528.1
OG0003434	XP_029053207.1	XP_004924847.1
OG0003435	XP_029032618.1	NP_001244267.1, XP_012550378.2
OG0003436	XP_029042305.1, XP_029042306.1, XP_029042307.1	XP_004932809.1
OG0003437	XP_029038276.1	XP_037875684.1, XP_037877263.1
OG0003438	XP_029042089.1	XP_004921818.1, XP_012544894.1
OG0003439	XP_029044304.1	XP_037872285.1
OG0003441	XP_029038842.1	XP_004927784.2
OG0003442	XP_029035401.1	XP_037866515.1, XP_037866516.1
OG0003444	XP_029042597.1	NP_001037085.1, XP_021207029.1
OG0003445	XP_029056667.1, XP_029056668.1, XP_029056665.1	XP_037871019.1
OG0003446	XP_029043021.1	NP_001098694.1, NP_001098696.1
OG0003447	XP_029041836.1	NP_001296546.1, XP_004922011.1
OG0003448	XP_029048490.1	XP_004933026.1
OG0003449	XP_029032207.1	XP_021206165.1
OG0003450	XP_029047164.1	NP_001040542.1
OG0003451	XP_029056659.1, XP_029056658.1	XP_004923511.1
OG0003452	XP_029041410.1	XP_021205053.1
OG0003453	XP_029048340.1	XP_012552434.1, XP_012552430.1
OG0003454	XP_029043389.1	NP_001037059.1
OG0003455	XP_029053172.1	XP_037873852.1
OG0003456	XP_029056647.1	XP_004932145.1
OG0003457	XP_029043744.1, XP_029043753.1, XP_029043792.1, XP_029043800.1	NP_001040394.1
OG0003458	XP_029045887.1	XP_012547359.2, XP_012547357.2
OG0003459	XP_029036685.1	XP_012545982.1, NP_001037674.1
OG0003460	XP_029043069.1	XP_004926473.1
OG0003461	XP_029039230.1	XP_004931839.2
OG0003462	XP_029037318.1	XP_037873712.1, XP_021206608.2
OG0003463	XP_029051132.1	XP_004924684.1
OG0003464	XP_029050921.1	NP_001036997.1
OG0003465	XP_029050962.1	XP_004922169.1
OG0003466	XP_029050760.1	XP_004926531.3
OG0003467	XP_029040971.1	XP_004927141.1
OG0003468	XP_029033250.1	XP_037877566.1, XP_021207394.2
OG0003469	XP_029036400.1, XP_029036399.1	XP_004930056.1, XP_012549234.1, XP_012549236.1, XP_012549235.1
OG0003470	XP_029036740.1	XP_004927777.2
OG0003471	XP_029051817.1	XP_004930371.2
OG0003472	XP_029052695.1, XP_029052694.1	XP_037877856.1
OG0003473	XP_029037455.1	XP_037875053.1
OG0003474	XP_029034533.1, XP_029034532.1	XP_037868743.1
OG0003475	XP_029051935.1, XP_029051934.1	XP_004930566.1
OG0003476	XP_029037011.1	XP_012547078.1, XP_004922070.2
OG0003477	XP_029044568.1	NP_001091822.1
OG0003478	XP_029051529.1, XP_029051528.1	XP_004927649.1
OG0003479	XP_029052454.1	XP_021207253.2
OG0003480	XP_029032427.1	XP_004925542.3
OG0003481	XP_029033541.1, XP_029033587.1	XP_012544254.1
OG0003482	XP_029039590.1	XP_037871232.1
OG0003483	XP_029042094.1, XP_029042095.1	NP_001037010.1
OG0003484	XP_029044592.1, XP_029044434.1	XP_037874376.1
OG0003485	XP_029036663.1	XP_021208538.2
OG0003486	XP_029052035.1	XP_004932951.1
OG0003487	XP_029047146.1, XP_029047145.1, XP_029047144.1	NP_001182384.1
OG0003488	XP_029048676.1	XP_004932663.1
OG0003489	XP_029038073.1	NP_001040318.1, XP_037867815.1
OG0003490	XP_029051539.1	XP_037871305.1
OG0003491	XP_029036010.1	XP_012547173.2
OG0003492	XP_029051632.1	XP_021205517.1
OG0003493	XP_029049059.1	XP_037874692.1
OG0003494	XP_029055627.1	XP_012551801.2
OG0003495	XP_029036729.1	XP_004933065.1
OG0003496	XP_029055472.1	NP_001140197.1, XP_037869524.1
OG0003497	XP_029050947.1	XP_012551388.1
OG0003498	XP_029037893.1	NP_001040497.1
OG0003499	XP_029031928.1, XP_029031924.1	XP_037867924.1
OG0003500	XP_029044902.1	XP_004931538.1
OG0003501	XP_029044584.1	XP_012547360.1, XP_004927893.1
OG0003502	XP_029032336.1, XP_029032335.1	XP_004921959.1
OG0003503	XP_029037270.1	XP_021208616.1
OG0003504	XP_029045154.1, XP_029045152.1, XP_029045153.1	XP_021207708.2
OG0003506	XP_029032145.1, XP_029032144.1	XP_004922429.1
OG0003507	XP_029043320.1	XP_037872748.1
OG0003508	XP_029042677.1	XP_004930904.1
OG0003509	XP_029054957.1	XP_012543864.1
OG0003510	XP_029038078.1	XP_037875352.1, XP_037875351.1
OG0003511	XP_029048378.1	XP_004930466.1
OG0003512	XP_029048458.1	XP_004929710.3
OG0003513	XP_029050542.1	XP_021208073.1, XP_021208074.1
OG0003514	XP_029038280.1	NP_001040342.1
OG0003515	XP_029045469.1	XP_021207919.1
OG0003517	XP_029050194.1, XP_029050195.1	XP_012544329.2, XP_037877383.1
OG0003518	XP_029049745.1	NP_001296511.1, XP_037871506.1
OG0003519	XP_029033420.1, XP_029033422.1, XP_029033421.1	XP_037870775.1
OG0003520	XP_029040591.1, XP_029040592.1	XP_037876845.1, XP_037876844.1
OG0003521	XP_029044152.1	XP_004925657.1
OG0003522	XP_029041082.1	XP_004922885.1
OG0003523	XP_029043140.1	XP_004926031.1
OG0003524	XP_029047088.1	NP_001091835.2
OG0003525	XP_029050675.1	XP_012549064.1
OG0003526	XP_029043342.1	XP_004927044.1
OG0003527	XP_029035651.1	XP_037877233.1, XP_037876955.1, XP_037876956.1
OG0003528	XP_029039168.1, XP_029039165.1, XP_029039167.1	XP_037876854.1, XP_037876853.1
OG0003529	XP_029047615.1	NP_001140193.1
OG0003530	XP_029045974.1	XP_021207110.1
OG0003531	XP_029049212.1, XP_029049213.1, XP_029049214.1	XP_037877244.1, NP_001124358.1, XP_037877253.1, NP_001124359.1
OG0003532	XP_029033200.1	XP_021202687.1, XP_012544614.1
OG0003533	XP_029044696.1	XP_037872430.1
OG0003534	XP_029034796.1	XP_037868931.1
OG0003535	XP_029053576.1	XP_037875647.1
OG0003536	XP_029039227.1	XP_004928256.2
OG0003537	XP_029042582.1	XP_012544105.1
OG0003538	XP_029038714.1	XP_012543915.1
OG0003539	XP_029050922.1	XP_004928604.2
OG0003540	XP_029039326.1	XP_012553269.1, NP_001037307.1
OG0003541	XP_029049663.1	XP_004925449.2
OG0003543	XP_029053894.1	XP_012547293.2, XP_012547289.2
OG0003544	XP_029056166.1	XP_004925555.1
OG0003545	XP_029045000.1	XP_004923221.1
OG0003546	XP_029048475.1	XP_004923328.2
OG0003547	XP_029041583.1	XP_012550249.1, XP_021206392.1
OG0003548	XP_029055350.1	XP_012548856.1, XP_012548857.1, XP_004925066.2
OG0003549	XP_029040522.1	XP_004924159.1
OG0003550	XP_029046808.1	XP_004925430.2
OG0003551	XP_029039107.1	XP_021208344.2
OG0003552	XP_029052043.1	XP_021205024.1
OG0003553	XP_029047687.1	XP_012551586.1
OG0003554	XP_029035150.1	XP_037875891.1
OG0003555	XP_029051744.1	XP_004928596.1
OG0003556	XP_029033379.1, XP_029033381.1, XP_029033380.1	XP_037874820.1
OG0003557	XP_029043815.1	XP_004929733.2
OG0003558	XP_029049115.1	XP_037875118.1
OG0003559	XP_029054242.1	XP_037867544.1
OG0003560	XP_029044371.1, XP_029044373.1, XP_029044372.1	XP_021201878.2
OG0003561	XP_029049845.1	NP_001135963.1
OG0003562	XP_029050981.1	XP_021203090.1
OG0003563	XP_029050862.1	XP_037875812.1
OG0003564	XP_029049257.1	XP_037877761.1
OG0003565	XP_029053084.1	XP_037866447.1, XP_004929264.4
OG0003566	XP_029037639.1	XP_004921932.1
OG0003567	XP_029053030.1	XP_004921862.1
OG0003568	XP_029035465.1	XP_012546407.1
OG0003569	XP_029035484.1	XP_021203981.2
OG0003570	XP_029037502.1	XP_037869896.1
OG0003571	XP_029034698.1	XP_037867390.1
OG0003572	XP_029036929.1	XP_004923039.1, XP_004923040.1
OG0003573	XP_029045591.1	XP_037867617.1, XP_021206523.1
OG0003574	XP_029043232.1	XP_004922723.1
OG0003575	XP_029052249.1	NP_001040264.1
OG0003576	XP_029033531.1	XP_037866564.1
OG0003577	XP_029040474.1, XP_029040475.1	XP_004929485.1
OG0003578	XP_029032092.1, XP_029032091.1	XP_004922669.3
OG0003580	XP_029051265.1	XP_037869342.1
OG0003581	XP_029052703.1, XP_029052912.1, XP_029052922.1, XP_029052693.1	XP_004927037.1
OG0003582	XP_029036310.1	XP_004926064.3
OG0003583	XP_029033066.1	XP_004927525.1
OG0003584	XP_029047047.1	XP_037869082.1, XP_037869084.1, XP_037869083.1, XP_037869081.1
OG0003585	XP_029044158.1	XP_021208943.1
OG0003586	XP_029035524.1, XP_029035523.1, XP_029035525.1	XP_004922918.2
OG0003587	XP_029039212.1	XP_037872657.1
OG0003588	XP_029055824.1	XP_004924493.1
OG0003589	XP_029040951.1	XP_012551318.1, NP_001037414.1
OG0003591	XP_029033068.1	NP_001036831.1
OG0003592	XP_029043985.1	XP_012549032.3
OG0003593	XP_029056066.1	XP_004927919.1
OG0003595	XP_029056349.1, XP_029056350.1, XP_029056351.1	XP_012546094.2
OG0003596	XP_029041095.1	XP_012547345.1, XP_004927774.1
OG0003597	XP_029032907.1	XP_037868232.1
OG0003598	XP_029038696.1	NP_001266347.1, XP_037866738.1
OG0003599	XP_029052931.1	XP_037869568.1, NP_001040495.1
OG0003600	XP_029055607.1	XP_037866549.1
OG0003601	XP_029048739.1, XP_029048740.1, XP_029048741.1	XP_021209180.2
OG0003602	XP_029044539.1	XP_037877049.1
OG0003603	XP_029049784.1, XP_029049783.1, XP_029049785.1	XP_004921806.1
OG0003604	XP_029040234.1	XP_004930828.3
OG0003605	XP_029046902.1	XP_037868816.1, XP_012545933.1, XP_012545932.1, XP_037875992.1
OG0003606	XP_029039741.1	NP_001036953.1
OG0003607	XP_029047478.1	XP_004929826.1
OG0003608	XP_029035906.1	XP_004923045.1
OG0003609	XP_029041846.1, XP_029041569.1, XP_029041559.1, XP_029041838.1	XP_004929445.1
OG0003610	XP_029052676.1	XP_012550905.1
OG0003611	XP_029048850.1	XP_004923702.3
OG0003612	XP_029036874.1	NP_001186936.1, XP_037873378.1
OG0003613	XP_029046130.1, XP_029046129.1	XP_037871989.1
OG0003614	XP_029033772.1	NP_001116808.1, XP_012545275.1, NP_001036963.1, XP_012546220.1
OG0003615	XP_029042200.1	XP_021206296.1
OG0003616	XP_029044884.1	XP_021203436.1
OG0003618	XP_029049323.1	XP_037876570.1, XP_037876572.1, XP_037876573.1, XP_037876574.1
OG0003619	XP_029039834.1	XP_037867102.1
OG0003620	XP_029034042.1	XP_012551016.1
OG0003621	XP_029051490.1	XP_012550805.2
OG0003623	XP_029032666.1	XP_037877118.1
OG0003624	XP_029047684.1	XP_037870327.1
OG0003625	XP_029045419.1	XP_037872531.1
OG0003626	XP_029052789.1	XP_021207115.2
OG0003627	XP_029044216.1	NP_001177140.1
OG0003628	XP_029051667.1	XP_037868941.1
OG0003629	XP_029039549.1	XP_004928121.1
OG0003630	XP_029042207.1, XP_029042213.1	XP_037872734.1
OG0003631	XP_029052685.1	XP_004933562.1
OG0003632	XP_029037867.1	XP_021203507.1, XP_004925965.1, XP_004925963.2
OG0003633	XP_029046939.1, XP_029046942.1, XP_029046931.1, XP_029046952.1	XP_004929380.3
OG0003634	XP_029054210.1	XP_004922388.1, NP_001037313.1
OG0003635	XP_029050430.1, XP_029050427.1	XP_021204070.2
OG0003636	XP_029049263.1	XP_037866579.1
OG0003637	XP_029041602.1	XP_037872386.1
OG0003638	XP_029034461.1	XP_037875164.1
OG0003640	XP_029049160.1	XP_021209237.2
OG0003641	XP_029052304.1, XP_029052298.1	XP_037874781.1, XP_037874775.1
OG0003642	XP_029033432.1, XP_029033438.1	XP_021204234.2, XP_037874944.1
OG0003643	XP_029050373.1	XP_037877249.1, XP_037877248.1, XP_012551898.1, XP_004933306.1
OG0003644	XP_029039222.1	XP_004933307.1, XP_037872876.1
OG0003645	XP_029047174.1	XP_012550903.3, XP_037874000.1
OG0003646	XP_029037749.1	NP_001091840.1, XP_012550228.2
OG0003647	XP_029039438.1	XP_004928679.1
OG0003649	XP_029052228.1	XP_037877803.1
OG0003651	XP_029036425.1	XP_004923872.1
OG0003652	XP_029054464.1	XP_037875171.1
OG0003653	XP_029050212.1	XP_037871683.1
OG0003654	XP_029054720.1	XP_004930203.1
OG0003656	XP_029033884.1, XP_029033883.1	NP_001296541.1
OG0003658	XP_029051922.1	XP_037867054.1
OG0003661	XP_029047840.1, XP_029047839.1, XP_029047837.1, XP_029047838.1	NP_001040210.1
OG0003663	XP_029047237.1	XP_037874623.1, XP_037874741.1
OG0003664	XP_029048070.1	XP_004929480.3, XP_037870517.1
OG0003665	XP_029048052.1	XP_012553038.1, NP_001040503.1
OG0003666	XP_029053222.1, XP_029053268.1	XP_004931818.1, XP_037877515.1
OG0003667	XP_029038415.1	NP_001036836.1, NP_001037560.1
OG0003668	XP_029037358.1, XP_029037357.1	XP_021202571.1, XP_021202570.1
OG0003669	XP_029050363.1	XP_004933551.1
OG0003670	XP_029035491.1	XP_004931747.1
OG0003671	XP_029033033.1	XP_037869179.1
OG0003673	XP_029048647.1	XP_037870945.1
OG0003674	XP_029048862.1	XP_012548325.1
OG0003675	XP_029054743.1	XP_004931915.1
OG0003676	XP_029053351.1	XP_004923558.1
OG0003677	XP_029046464.1	XP_037876307.1
OG0003678	XP_029053070.1	XP_012553133.1
OG0003679	XP_029046896.1	XP_004931643.2, XP_012550428.1, XP_012550431.1, XP_021207201.1
OG0003680	XP_029039740.1	XP_037866795.1
OG0003681	XP_029051791.1	XP_004923151.1, XP_004923152.1
OG0003682	XP_029051407.1	XP_004925946.2
OG0003684	XP_029043337.1, XP_029043336.1	XP_012546211.1
OG0003685	XP_029043400.1	NP_001037430.1
OG0003686	XP_029053875.1	XP_037874439.1, XP_037874438.1
OG0003687	XP_029051985.1	XP_004929484.2
OG0003690	XP_029055855.1	XP_004925755.1
OG0003691	XP_029044581.1, XP_029044578.1	XP_037870767.1
OG0003692	XP_029046010.1	XP_037870266.1
OG0003695	XP_029032901.1, XP_029032900.1, XP_029032902.1	XP_012550989.1
OG0003696	XP_029054614.1, XP_029054589.1, XP_029054613.1, XP_029054600.1	XP_021204756.1
OG0003697	XP_029049584.1	XP_037877834.1
OG0003698	XP_029043272.1, XP_029043274.1	XP_004929241.1
OG0003700	XP_029049819.1	XP_004930255.2
OG0003701	XP_029037965.1	XP_037873910.1, XP_004925335.1, XP_021203109.1, XP_004925336.3, XP_004930497.3
OG0003704	XP_029043102.1, XP_029043104.1, XP_029043103.1	XP_021205562.1
OG0003709	XP_029035954.1	NP_001040287.1
OG0003710	XP_029032888.1, XP_029032887.1	XP_012552769.1, NP_001037630.1
OG0003711	XP_029045256.1	XP_004931878.1
OG0003712	XP_029040523.1	NP_001037123.1
OG0003713	XP_029046145.1	NP_001036989.1, XP_012547744.1
OG0003714	XP_029051648.1	NP_001037512.1
OG0003715	XP_029035250.1	NP_001108476.2
OG0003716	XP_029037543.1	XP_037872653.1
OG0003717	XP_029056541.1	NP_001037277.1
OG0003718	XP_029047524.1, XP_029047523.1	XP_004927279.1
OG0003719	XP_029050575.1	XP_021208079.2
OG0003720	XP_029051289.1	NP_001036933.1
OG0003721	XP_029034997.1	NP_001037351.1
OG0003722	XP_029053961.1	NP_001135961.1
OG0003723	XP_029054817.1	XP_004922372.1
OG0003724	XP_029046805.1	NP_001188508.1
OG0003725	XP_029049830.1	XP_004928719.1
OG0003726	XP_029036552.1	NP_001040238.1
OG0003727	XP_029053216.1	XP_004923665.1
OG0003728	XP_029052546.1	XP_037866984.1, XP_037866993.1
OG0003729	XP_029052113.1	NP_001091814.1
OG0003730	XP_029039730.1	XP_004924672.1
OG0003731	XP_029050078.1	XP_004932193.1
OG0003732	XP_029043129.1	NP_001040335.1, XP_004926899.1
OG0003733	XP_029045558.1	NP_001040115.1, XP_037873022.1
OG0003734	XP_029039082.1	NP_001040244.1
OG0003735	XP_029034795.1	XP_004931147.1
OG0003736	XP_029049902.1	XP_012544317.1, XP_004924419.1, XP_037877068.1, XP_037877080.1
OG0003737	XP_029055386.1	NP_001036824.1
OG0003738	XP_029045525.1	XP_037873403.1, NP_001040420.1
OG0003739	XP_029045869.1	XP_012548197.1
OG0003740	XP_029036732.1, XP_029036733.1	XP_004933048.1
OG0003741	XP_029032380.1	XP_004931476.1
OG0003742	XP_029044365.1	XP_012551052.2
OG0003743	XP_029035376.1	XP_012553144.1
OG0003744	XP_029036759.1, XP_029036760.1	NP_001040316.1, XP_004929867.1
OG0003745	XP_029052039.1	XP_004928703.1
OG0003746	XP_029043858.1, XP_029043855.1, XP_029043854.1, XP_029043856.1, XP_029043857.1	XP_004926477.1
OG0003747	XP_029047301.1	NP_001296542.1
OG0003750	XP_029039926.1, XP_029039925.1	XP_012552288.2, NP_001040296.1
OG0003751	XP_029033476.1, XP_029033501.1, XP_029033502.1	XP_004923024.1
OG0003752	XP_029048462.1	NP_001073120.1, XP_021204148.1, XP_004926951.1
OG0003753	XP_029051271.1	XP_004932147.1
OG0003754	XP_029043483.1	XP_037871617.1, XP_037871615.1, XP_037871612.1
OG0003755	XP_029053940.1, XP_029053941.1, XP_029053939.1	NP_001040324.1
OG0003756	XP_029045758.1	NP_001040454.1, XP_037876426.1
OG0003757	XP_029045774.1	XP_012551544.1, NP_001037384.1
OG0003758	XP_029034588.1	XP_037867518.1, XP_037867519.1
OG0003759	XP_029050480.1	XP_037872455.1
OG0003760	XP_029037098.1	XP_004923247.2
OG0003761	XP_029047267.1	XP_004932329.1
OG0003762	XP_029052660.1	XP_004930695.2
OG0003763	XP_029036802.1	NP_001040256.1
OG0003765	XP_029038929.1	XP_004930780.1
OG0003767	XP_029042781.1	NP_001091754.1
OG0003768	XP_029032924.1	NP_001040505.1, XP_021208052.1
OG0003769	XP_029052457.1	XP_004932945.1
OG0003770	XP_029038857.1	XP_004927779.1
OG0003771	XP_029051563.1	XP_004923132.1
OG0003772	XP_029046720.1	XP_004933087.1, NP_001091837.2
OG0003773	XP_029042098.1	NP_001040305.1
OG0003774	XP_029044954.1, XP_029044953.1	NP_001155189.1
OG0003776	XP_029045264.1	XP_037874928.1
OG0003777	XP_029047823.1	XP_037874652.1
OG0003778	XP_029050915.1	XP_004921772.2
OG0003779	XP_029054812.1, XP_029054806.1	XP_012545916.2
OG0003780	XP_029043405.1	NP_001040283.1
OG0003781	XP_029040819.1	NP_001040364.1
OG0003782	XP_029053660.1	XP_004929641.1, XP_004933732.1
OG0003783	XP_029050055.1	NP_001124369.1
OG0003784	XP_029044538.1, XP_029044536.1, XP_029044537.1	XP_012552265.3
OG0003785	XP_029056092.1, XP_029056124.1	XP_004931941.1
OG0003786	XP_029033384.1	XP_004922831.1
OG0003787	XP_029044826.1	NP_001037588.1
OG0003788	XP_029042384.1	NP_001040471.1
OG0003789	XP_029052708.1	XP_004922402.1
OG0003790	XP_029037976.1	XP_004925338.1
OG0003791	XP_029038681.1	NP_001108408.1, XP_037877671.1
OG0003792	XP_029048011.1	NP_001040194.1
OG0003793	XP_029051701.1	XP_037876524.1
OG0003794	XP_029052467.1	XP_037869572.1, NP_001091760.1
OG0003795	XP_029040862.1	XP_004925783.1
OG0003796	XP_029051551.1	XP_021204761.1
OG0003797	XP_029042076.1	XP_004923393.2
OG0003798	XP_029054518.1	NP_001091757.1, XP_012549905.1
OG0003799	XP_029033058.1	XP_004921604.1
OG0003800	XP_029043553.1	XP_012549710.1, NP_001232899.1
OG0003801	XP_029056188.1, XP_029056232.1	XP_004921614.1
OG0003802	XP_029046003.1	XP_021206946.1
OG0003803	XP_029041013.1	XP_004922741.1
OG0003804	XP_029036983.1	XP_037872715.1
OG0003805	XP_029044771.1, XP_029045157.1	XP_037872346.1
OG0003806	XP_029049623.1	XP_004930388.1, XP_037869079.1
OG0003807	XP_029043401.1	XP_004933560.1
OG0003808	XP_029040315.1	XP_004926538.1
OG0003809	XP_029037768.1	XP_021208417.1
OG0003810	XP_029048871.1	XP_004927931.1
OG0003811	XP_029041350.1	XP_037875641.1
OG0003812	XP_029052088.1	NP_001189466.1, XP_012549368.2
OG0003813	XP_029046194.1	XP_004928617.1
OG0003814	XP_029050642.1	XP_004931718.2
OG0003815	XP_029046579.1	XP_037870921.1
OG0003816	XP_029051328.1, XP_029051330.1, XP_029051329.1	XP_004928464.1
OG0003817	XP_029037485.1, XP_029037486.1, XP_029037487.1	XP_021208339.1
OG0003818	XP_029052994.1	NP_001157383.1
OG0003819	XP_029045910.1	XP_004933631.1
OG0003820	XP_029037459.1	NP_001036861.1
OG0003821	XP_029036160.1	XP_037877826.1, XP_037877825.1
OG0003822	XP_029038199.1	XP_037872163.1
OG0003823	XP_029040157.1	XP_012546007.2, XP_037870947.1
OG0003824	XP_029050263.1, XP_029050262.1	XP_012552876.1, NP_001268822.1
OG0003825	XP_029041059.1	XP_037868048.1
OG0003826	XP_029033943.1	XP_037876746.1
OG0003827	XP_029037831.1, XP_029037832.1	NP_001266358.1, XP_012551312.1
OG0003828	XP_029044619.1	NP_001182009.1
OG0003829	XP_029045058.1	XP_004926984.1, XP_012546488.1
OG0003830	XP_029043159.1	XP_037866511.1
OG0003831	XP_029039085.1, XP_029039083.1, XP_029039084.1	XP_021208347.2
OG0003832	XP_029052482.1	XP_004925624.1
OG0003833	XP_029052220.1	XP_004925262.1
OG0003834	XP_029040598.1	XP_037876702.1
OG0003835	XP_029056434.1	XP_004931767.1
OG0003836	XP_029050303.1	XP_037869782.1
OG0003837	XP_029035629.1	XP_012545045.2, XP_004925194.2, XP_004925193.2
OG0003838	XP_029037261.1	XP_004928702.1
OG0003839	XP_029044186.1	XP_012546118.2
OG0003840	XP_029035108.1	XP_021203783.2
OG0003841	XP_029048296.1	XP_004923140.1
OG0003842	XP_029034632.1	XP_037874800.1
OG0003843	XP_029035704.1	NP_001091817.1, XP_021207544.1
OG0003844	XP_029053910.1, XP_029053968.1	XP_004931889.1
OG0003845	XP_029037029.1	XP_004928709.1
OG0003846	XP_029050089.1, XP_029050090.1	XP_004932196.1, NP_001296475.1
OG0003847	XP_029035049.1	XP_012545390.1
OG0003848	XP_029036587.1	XP_004924536.1
OG0003849	XP_029052097.1	XP_004931750.2
OG0003850	XP_029039694.1	XP_004928510.1
OG0003851	XP_029048979.1	XP_004928273.2
OG0003852	XP_029042737.1	XP_037872312.1
OG0003853	XP_029049255.1, XP_029049256.1	XP_004931012.1
OG0003854	XP_029049478.1	XP_037875289.1
OG0003855	XP_029038420.1	XP_037870393.1
OG0003856	XP_029045891.1	XP_004925677.1
OG0003857	XP_029043710.1	XP_004932690.1
OG0003859	XP_029039637.1	XP_004922685.1
OG0003861	XP_029039208.1	NP_001243926.1, XP_012547732.1
OG0003863	XP_029052281.1, XP_029052280.1	XP_037873078.1
OG0003864	XP_029044248.1, XP_029044156.1	XP_037867969.1
OG0003865	XP_029045972.1	XP_004923657.1
OG0003866	XP_029053409.1	NP_001274766.1, XP_004924935.1
OG0003867	XP_029042702.1, XP_029043014.1	XP_012548833.1
OG0003868	XP_029045667.1	XP_037874329.1
OG0003869	XP_029049103.1	XP_021203303.2
OG0003870	XP_029034201.1	XP_004930744.1
OG0003871	XP_029038289.1	XP_037866929.1
OG0003872	XP_029046826.1	XP_004923397.1
OG0003873	XP_029038046.1	XP_012550036.2
OG0003874	XP_029046055.1, XP_029046056.1, XP_029046054.1	XP_004924537.1
OG0003875	XP_029046371.1	XP_004922154.1
OG0003876	XP_029048063.1	XP_021205723.2, XP_037870515.1, XP_037870516.1
OG0003877	XP_029049231.1	XP_037866550.1
OG0003878	XP_029046611.1	XP_037876197.1
OG0003879	XP_029047776.1	XP_004931440.3
OG0003880	XP_029051735.1	XP_012549422.1
OG0003881	XP_029045713.1	XP_004930195.2
OG0003882	XP_029037183.1	XP_012548006.1
OG0003883	XP_029049610.1	XP_004926044.1
OG0003884	XP_029053050.1	XP_021206275.1
OG0003885	XP_029034493.1, XP_029034483.1	XP_004926933.2
OG0003886	XP_029037861.1	NP_001040103.1
OG0003887	XP_029033893.1	NP_001040385.1
OG0003888	XP_029031917.1	NP_001116821.1, XP_004921727.1, XP_004921732.2
OG0003889	XP_029046245.1	XP_037871897.1
OG0003890	XP_029044073.1	XP_021206558.1
OG0003891	XP_029034767.1	XP_037868815.1, XP_021206927.1, XP_037868817.1
OG0003892	XP_029041793.1	XP_012551537.2
OG0003893	XP_029056255.1, XP_029056249.1	XP_012548789.1
OG0003895	XP_029050282.1	XP_021205899.1
OG0003896	XP_029041216.1	NP_001037608.1, XP_012551933.1
OG0003897	XP_029035620.1	XP_037871555.1, NP_001037624.1
OG0003899	XP_029039391.1	XP_004932565.2
