Orthogroup	Osmia_bicornis	Drosophila_melanogaster
OG0002857	XP_029055658.1, XP_029055774.1	NP_729866.1
OG0002858	XP_029046605.1	NP_733339.1
OG0002859	XP_029035243.1	NP_611940.1
OG0002860	XP_029052121.1	NP_001285505.1
OG0002861	XP_029043329.1	NP_572337.1
OG0002863	XP_029048631.1	NP_610315.1
OG0002864	XP_029052140.1	NP_001246977.1, NP_001285916.1, NP_001097143.1, NP_001262612.1
OG0002865	XP_029040557.1, XP_029040556.1	NP_001259971.1
OG0002866	XP_029049444.1	NP_730035.1
OG0002867	XP_029034584.1	NP_001287356.1
OG0002868	XP_029049122.1	NP_511073.1
OG0002869	XP_029040300.1	NP_727265.1
OG0002870	XP_029049798.1	NP_001246192.1, NP_001245531.1
OG0002871	XP_029053118.1	NP_730051.1
OG0002872	XP_029047696.1	NP_001286940.1
OG0002873	XP_029054463.1, XP_029054462.1	NP_001245591.1
OG0002874	XP_029050366.1, XP_029050365.1, XP_029050367.1	NP_536793.1
OG0002875	XP_029040757.1	NP_610797.1
OG0002876	XP_029036409.1, XP_029036410.1	NP_524826.1
OG0002877	XP_029039644.1	NP_001036701.1
OG0002878	XP_029043472.1	NP_001188753.1, NP_001284863.1
OG0002879	XP_029051411.1, XP_029051410.1	NP_572882.1
OG0002880	XP_029051741.1	NP_001188585.1, NP_731510.1
OG0002881	XP_029033282.1	NP_649857.1
OG0002882	XP_029041429.1	NP_650916.1
OG0002883	XP_029051538.1	NP_001285570.1
OG0002884	XP_029049526.1	NP_650406.2, NP_001247111.1
OG0002885	XP_029056064.1, XP_029056074.1	NP_649585.1
OG0002886	XP_029044366.1	NP_524355.2
OG0002887	XP_029049906.1, XP_029049904.1, XP_029049905.1	NP_609376.1
OG0002888	XP_029043433.1, XP_029043434.1	NP_611383.1
OG0002889	XP_029040742.1, XP_029040741.1	NP_650794.1
OG0002890	XP_029038844.1	NP_001285353.1
OG0002891	XP_029051543.1, XP_029051544.1	NP_649333.1
OG0002892	XP_029050229.1	NP_001262365.1
OG0002894	XP_029043314.1, XP_029043313.1	NP_001033891.1
OG0002895	XP_029036933.1	NP_001303427.1
OG0002896	XP_029033008.1	NP_477315.1
OG0002897	XP_029039923.1	NP_477228.1
OG0002898	XP_029048485.1	NP_650809.1, NP_001189044.1
OG0002899	XP_029037507.1	NP_511117.1
OG0002900	XP_029045938.1	NP_001260418.1, NP_001036775.1
OG0002901	XP_029032921.1	NP_524023.1
OG0002902	XP_029037467.1	NP_608464.1
OG0002903	XP_029040420.1	NP_001247097.1
OG0002904	XP_029036633.1	NP_648289.2
OG0002905	XP_029049992.1	NP_001287602.1
OG0002906	XP_029044972.1	NP_001285775.1, NP_723450.1
OG0002907	XP_029040755.1	NP_001097616.1
OG0002908	XP_029041432.1	NP_724495.2
OG0002909	XP_029042925.1	NP_648094.1
OG0002910	XP_029037039.1, XP_029037040.1	NP_001188892.1
OG0002911	XP_029037688.1	NP_611553.1
OG0002912	XP_029047540.1	NP_001260872.1
OG0002913	XP_029047807.1	NP_650441.1
OG0002914	XP_029047609.1, XP_029047610.1	NP_608905.1
OG0002915	XP_029047614.1	NP_001246149.1
OG0002916	XP_029039525.1	NP_651596.1
OG0002917	XP_029042111.1	NP_610908.1
OG0002918	XP_029041581.1, XP_029041860.1	NP_609066.1
OG0002919	XP_029052284.1, XP_029052285.1	NP_524305.2
OG0002920	XP_029052943.1, XP_029038295.1	NP_001247362.1
OG0002921	XP_029044209.1	NP_729916.1
OG0002922	XP_029036994.1	NP_001261276.1
OG0002923	XP_029050451.1	NP_608569.1
OG0002924	XP_029037569.1	NP_611545.1
OG0002926	XP_029046021.1	NP_608682.3
OG0002927	XP_029035136.1	NP_651185.1
OG0002928	XP_029041444.1	NP_001287524.1
OG0002929	XP_029055491.1	NP_609060.1
OG0002930	XP_029033783.1	NP_001036410.1
OG0002931	XP_029056556.1	NP_651439.2
OG0002932	XP_029041649.1, XP_029041650.1, XP_029041651.1	NP_001261727.1
OG0002933	XP_029042078.1	NP_001260557.1
OG0002934	XP_029042783.1	NP_001036428.1
OG0002935	XP_029042928.1, XP_029042927.1	NP_609735.1
OG0002936	XP_029036726.1	NP_611177.1
OG0002937	XP_029052384.1	NP_001097235.2
OG0002938	XP_029044102.1, XP_029044946.1	NP_536731.1, NP_001260268.1
OG0002939	XP_029049786.1	NP_608500.1
OG0002940	XP_029048375.1, XP_029048376.1	NP_001245654.1
OG0002941	XP_029050452.1	NP_609536.1
OG0002942	XP_029046030.1	NP_001245848.1
OG0002943	XP_029045616.1, XP_029045615.1, XP_029045614.1	NP_649847.1
OG0002944	XP_029045609.1, XP_029045610.1, XP_029045607.1, XP_029045608.1	NP_001262112.1
OG0002945	XP_029048246.1	NP_001189048.2
OG0002946	XP_029041445.1, XP_029040855.1	NP_001261181.1
OG0002947	XP_029048560.1	NP_001287009.1
OG0002950	XP_029036950.1	NP_572246.1
OG0002951	XP_029037392.1	NP_524379.2
OG0002952	XP_029045794.1, XP_029045792.1	NP_525111.1
OG0002953	XP_029046595.1, XP_029046596.1	NP_572574.2
OG0002954	XP_029038797.1	NP_001189169.1
OG0002955	XP_029050823.1	NP_001285718.1, NP_788074.1
OG0002956	XP_029053094.1	NP_001369087.1
OG0002957	XP_029036072.1, XP_029036078.1, XP_029036076.1	NP_001137707.1
OG0002958	XP_029048955.1	NP_001285381.1
OG0002959	XP_029037277.1	NP_649197.1
OG0002960	XP_029043209.1	NP_611084.2
OG0002961	XP_029039952.1	NP_647966.1, NP_647927.3, NP_728449.1
OG0002962	XP_029038819.1	NP_001163614.1
OG0002963	XP_029048094.1, XP_029048095.1	NP_573221.2
OG0002965	XP_029036569.1	NP_001163722.1
OG0002966	XP_029041933.1	NP_649588.1
OG0002967	XP_029047127.1	NP_001285661.1
OG0002968	XP_029047911.1	NP_001036426.1
OG0002969	XP_029051578.1	NP_611207.1
OG0002970	XP_029034768.1	NP_649973.1
OG0002971	XP_029050846.1	NP_001262332.1
OG0002972	XP_029046531.1	NP_001262380.1
OG0002973	XP_029055652.1	NP_647730.1, NP_001189035.1
OG0002974	XP_029052308.1	NP_651395.1
OG0002975	XP_029044571.1	NP_610942.2
OG0002976	XP_029041276.1, XP_029041278.1, XP_029041277.1	NP_611884.1
OG0002977	XP_029051170.1	NP_612084.1
OG0002979	XP_029032166.1	NP_524715.2, NP_001286066.1
OG0002981	XP_029053056.1	NP_001137679.1
OG0002982	XP_029040079.1	NP_609611.1
OG0002983	XP_029039784.1	NP_001260883.1
OG0002984	XP_029054274.1	NP_001261683.1
OG0002985	XP_029045094.1	NP_001263031.1
OG0002986	XP_029046261.1	NP_001245503.1
OG0002987	XP_029046693.1	NP_609537.1
OG0002988	XP_029040974.1	NP_611846.1
OG0002989	XP_029034382.1	NP_001188790.1
OG0002990	XP_029039182.1, XP_029039180.1, XP_029039178.1, XP_029039179.1	NP_001034055.1
OG0002991	XP_029045214.1	NP_650434.1
OG0002992	XP_029052950.1	NP_001246127.1
OG0002993	XP_029033924.1, XP_029033922.1	NP_609834.2
OG0002994	XP_029047068.1	NP_648429.2
OG0002995	XP_029047639.1	NP_001246797.1
OG0002996	XP_029049612.1	NP_477365.1
OG0002997	XP_029037362.1	NP_725374.1
OG0002998	XP_029039799.1, XP_029039797.1, XP_029039798.1	NP_610361.1
OG0002999	XP_029040516.1, XP_029040513.1	NP_001033870.1
OG0003000	XP_029044721.1	NP_525084.1
OG0003001	XP_029042414.1	NP_651807.1
OG0003002	XP_029041420.1	NP_001260844.1
OG0003003	XP_029054426.1	NP_730291.1
OG0003004	XP_029038962.1	NP_608635.1
OG0003005	XP_029048694.1	NP_001262722.1
OG0003006	XP_029041875.1	NP_610712.1
OG0003007	XP_029055105.1	NP_729732.1
OG0003008	XP_029042167.1	NP_477159.1, NP_651656.2
OG0003009	XP_029050779.1	NP_524836.2
OG0003010	XP_029047057.1	NP_001097406.1
OG0003011	XP_029055829.1	NP_788632.1
OG0003012	XP_029045349.1	NP_524427.1
OG0003013	XP_029047239.1	NP_525001.2
OG0003014	XP_029054155.1	NP_572779.2
OG0003015	XP_029043836.1	NP_001262884.1
OG0003016	XP_029032416.1	NP_524901.2
OG0003017	XP_029042341.1	NP_649792.3
OG0003018	XP_029046277.1	NP_609205.1
OG0003019	XP_029046752.1, XP_029046751.1	NP_001262561.1
OG0003020	XP_029050076.1	NP_001163156.1
OG0003021	XP_029055847.1	NP_001287506.1
OG0003023	XP_029041774.1	NP_610045.1
OG0003024	XP_029050680.1	NP_648065.1
OG0003025	XP_029047611.1	NP_001246151.1
OG0003026	XP_029039944.1	NP_001014665.1
OG0003027	XP_029044258.1	NP_001261819.1
OG0003028	XP_029048195.1	NP_001188873.1
OG0003029	XP_029038081.1	NP_001287369.1
OG0003030	XP_029042554.1	NP_001189313.1
OG0003031	XP_029045388.1	NP_001036355.1
OG0003032	XP_029034676.1	NP_651002.3, NP_648632.1
OG0003033	XP_029047268.1	NP_001189131.1
OG0003034	XP_029051693.1, XP_029051692.1	NP_648990.1
OG0003035	XP_029040316.1	NP_610535.1
OG0003036	XP_029045404.1	NP_001246993.1
OG0003037	XP_029052665.1	NP_730940.1
OG0003038	XP_029049262.1	NP_723378.2
OG0003039	XP_029040345.1, XP_029040344.1	NP_523429.1
OG0003040	XP_029051758.1	NP_001262834.1
OG0003041	XP_029051944.1	NP_523943.1
OG0003042	XP_029042293.1	NP_001260960.1
OG0003043	XP_029034861.1	NP_001285048.1
OG0003044	XP_029047394.1, XP_029047392.1	NP_001287396.1
OG0003045	XP_029044491.1, XP_029044493.1	NP_001260583.1, NP_001260584.1, NP_609973.1
OG0003046	XP_029055497.1	NP_649009.1
OG0003047	XP_029032374.1	NP_001287032.1, NP_788550.1
OG0003048	XP_029032006.1, XP_029056369.1	NP_001285297.1
OG0003049	XP_029035271.1, XP_029035272.1, XP_029035273.1, XP_029035270.1	NP_611070.1
OG0003050	XP_029038774.1	NP_651766.1
OG0003051	XP_029035944.1, XP_029035945.1	NP_726208.1
OG0003052	XP_029047741.1	NP_788768.1
OG0003053	XP_029053630.1	NP_572448.1
OG0003054	XP_029053614.1	NP_001261753.1
OG0003055	XP_029032969.1	NP_001261065.1
OG0003056	XP_029055513.1	NP_572495.1
OG0003057	XP_029033777.1, XP_029033776.1	NP_609616.1
OG0003058	XP_029036882.1	NP_608497.1
OG0003059	XP_029036523.1	NP_001356940.1
OG0003060	XP_029041790.1	NP_524470.4
OG0003061	XP_029049893.1	NP_524354.1
OG0003062	XP_029035268.1	NP_569952.2
OG0003063	XP_029035740.1	NP_648288.2
OG0003064	XP_029040193.1	NP_001285024.1
OG0003065	XP_029037175.1	NP_001015122.1
OG0003066	XP_029055655.1	NP_648149.1
OG0003067	XP_029048448.1	NP_001247070.1
OG0003068	XP_029056470.1	NP_523828.1
OG0003069	XP_029049181.1	NP_648416.1
OG0003070	XP_029053044.1, XP_029053047.1, XP_029053046.1, XP_029053045.1	NP_649337.2
OG0003071	XP_029037853.1	NP_001260085.1
OG0003072	XP_029040896.1	NP_001027575.1
OG0003073	XP_029050045.1, XP_029050044.1	NP_001285697.1
OG0003074	XP_029032560.1	NP_001287471.1
OG0003075	XP_029051995.1, XP_029051998.1	NP_648224.1
OG0003076	XP_029039279.1	NP_001261872.1
OG0003077	XP_029053003.1	NP_001245765.1
OG0003078	XP_029050959.1, XP_029050957.1, XP_029050956.1, XP_029050958.1	NP_611297.3
OG0003079	XP_029045340.1	NP_724479.1
OG0003080	XP_029043135.1	NP_001284978.1
OG0003081	XP_029038041.1	NP_611528.1
OG0003082	XP_029037194.1	NP_001259405.1
OG0003084	XP_029038988.1	NP_001284890.1
OG0003085	XP_029046024.1	NP_001285551.1
OG0003086	XP_029045464.1	NP_611412.1
OG0003087	XP_029038258.1, XP_029038257.1, XP_029038256.1	NP_001137621.1
OG0003088	XP_029048242.1	NP_651621.2
OG0003089	XP_029039411.1	NP_651035.1
OG0003090	XP_029039226.1	NP_610829.1
OG0003091	XP_029042594.1	NP_001287413.1
OG0003092	XP_029053723.1	NP_723996.1
OG0003093	XP_029047167.1	NP_524648.3
OG0003094	XP_029036466.1	NP_001259125.1
OG0003095	XP_029048006.1, XP_029048009.1	NP_651031.1
OG0003097	XP_029050827.1	NP_610910.1
OG0003098	XP_029045513.1, XP_029045514.1	NP_001286131.1
OG0003099	XP_029041002.1, XP_029041003.1	NP_001096993.1
OG0003100	XP_029052025.1	NP_001286981.1, NP_001262327.1
OG0003101	XP_029046294.1	NP_001262478.1
OG0003102	XP_029048988.1	NP_001262135.1
OG0003103	XP_029032655.1	NP_001189017.1
OG0003104	XP_029038999.1	NP_610837.1
OG0003105	XP_029040932.1, XP_029040934.1	NP_650996.1
OG0003107	XP_029038338.1, XP_029038339.1	NP_648757.1
OG0003108	XP_029049344.1	NP_609688.3, NP_609690.1
OG0003109	XP_029050717.1	NP_572699.2
OG0003110	XP_029032616.1	NP_001259226.1
OG0003111	XP_029052459.1	NP_573118.2
OG0003112	XP_029035024.1, XP_029035025.1	NP_001260797.1
OG0003113	XP_029040172.1, XP_029040191.1, XP_029040199.1, XP_029040181.1	NP_001034051.1
OG0003114	XP_029038362.1	NP_001137645.1
OG0003115	XP_029032158.1	NP_523791.2
OG0003116	XP_029040524.1	NP_651944.1
OG0003118	XP_029037475.1, XP_029037474.1	NP_648722.2
OG0003119	XP_029044698.1	NP_610400.1
OG0003120	XP_029031859.1, XP_029031854.1	NP_730500.1
OG0003121	XP_029040884.1	NP_524373.1
OG0003122	XP_029033109.1	NP_001097179.1
OG0003123	XP_029051007.1	NP_511115.2, NP_608948.2, NP_609656.1, NP_524925.1
OG0003124	XP_029050347.1, XP_029050339.1	NP_609900.1
OG0003125	XP_029051421.1, XP_029051422.1	NP_477118.1
OG0003126	XP_029050881.1	NP_001259859.1, NP_608583.5
OG0003127	XP_029048208.1	NP_650433.1
OG0003128	XP_029038056.1	NP_524780.1
OG0003129	XP_029052473.1	NP_001261690.1
OG0003130	XP_029055045.1	NP_001285955.1, NP_611635.1, NP_611634.1, NP_611633.2
OG0003131	XP_029045506.1	NP_001260127.1
OG0003132	XP_029034914.1	NP_001036254.1
OG0003133	XP_029041719.1	NP_648431.3
OG0003134	XP_029056650.1	NP_001287060.1
OG0003136	XP_029050704.1	NP_001259537.2
OG0003137	XP_029037723.1	NP_001261632.1, NP_572781.1
OG0003138	XP_029049867.1	NP_001245614.1
OG0003139	XP_029031853.1	NP_572438.1
OG0003140	XP_029035778.1	NP_001287529.1
OG0003141	XP_029031990.1, XP_029031993.1	NP_722663.1
OG0003142	XP_029053878.1	NP_788363.1
OG0003143	XP_029040982.1	NP_001137907.1
OG0003144	XP_029039735.1, XP_029039736.1	NP_001097725.2
OG0003145	XP_029038958.1, XP_029038957.1	NP_733196.1
OG0003146	XP_029035646.1	NP_523849.3
OG0003147	XP_029051204.1	NP_001036451.1
OG0003148	XP_029051473.1	NP_572788.2, NP_001036767.1, NP_573131.1
OG0003149	XP_029050252.1	NP_611503.1
OG0003150	XP_029045532.1	NP_648806.1
OG0003151	XP_029046439.1	NP_611271.3
OG0003152	XP_029032262.1	NP_001334685.1
OG0003153	XP_029045240.1, XP_029045239.1	NP_511124.1
OG0003154	XP_029032972.1	NP_727440.3, NP_001285376.1
OG0003155	XP_029052521.1	NP_001262413.1
OG0003156	XP_029047046.1	NP_001287375.1, NP_650613.2
OG0003157	XP_029044208.1, XP_029044207.1, XP_029044206.1	NP_001097754.1
OG0003158	XP_029048018.1, XP_029048017.1	NP_610795.1
OG0003159	XP_029050913.1	NP_001356948.1
OG0003160	XP_029037642.1	NP_572341.1
OG0003162	XP_029049885.1, XP_029049884.1	NP_608376.1, NP_730740.1
OG0003163	XP_029033956.1	NP_647746.1
OG0003164	XP_029047250.1	NP_001262575.1
OG0003165	XP_029053229.1	NP_001033971.2
OG0003166	XP_029050135.1, XP_029050136.1	NP_569961.2
OG0003167	XP_029047522.1	NP_651630.3, NP_608773.2
OG0003168	XP_029045660.1	NP_001247197.1
OG0003169	XP_029055967.1	NP_650198.1
OG0003170	XP_029038111.1	NP_001162994.1, NP_572537.1
OG0003171	XP_029032597.1	NP_651912.3
OG0003172	XP_029037023.1	NP_996433.1
OG0003173	XP_029037551.1	NP_001188899.1
OG0003174	XP_029043233.1	NP_609632.1
OG0003175	XP_029048342.1, XP_029048341.1	NP_996246.1
OG0003176	XP_029046871.1, XP_029046870.1	NP_001036269.2
OG0003177	XP_029031900.1, XP_029031901.1	NP_573032.1
OG0003178	XP_029042647.1, XP_029042646.1	NP_001261814.1
OG0003179	XP_029055364.1	NP_477415.1
OG0003180	XP_029032159.1	NP_608470.1
OG0003181	XP_029041296.1	NP_649789.1
OG0003182	XP_029040774.1	NP_001261125.2
OG0003183	XP_029056059.1	NP_001262663.1
OG0003184	XP_029051212.1	NP_001262343.1
OG0003185	XP_029043765.1, XP_029043764.1, XP_029043763.1, XP_029043762.1, XP_029043761.1, XP_029043767.1	NP_651854.2, NP_651855.1
OG0003187	XP_029041484.1	NP_001285957.1
OG0003188	XP_029051459.1	NP_001189143.1
OG0003189	XP_029044496.1	NP_001262113.1
OG0003190	XP_029038599.1	NP_729905.2
OG0003191	XP_029056542.1	NP_729954.2
OG0003192	XP_029034249.1	NP_523728.1
OG0003193	XP_029052446.1, XP_029052435.1	NP_001189037.1
OG0003194	XP_029045706.1, XP_029045707.1, XP_029045704.1, XP_029045705.1	NP_572176.2
OG0003195	XP_029053242.1	NP_610423.3, NP_001303490.1
OG0003196	XP_029032759.1	NP_001286645.1
OG0003197	XP_029053613.1	NP_001261066.1
OG0003198	XP_029031906.1	NP_611071.1
OG0003199	XP_029034506.1	NP_001033991.1, NP_729124.1, NP_001261458.1
OG0003201	XP_029048525.1	NP_610097.2
OG0003202	XP_029055882.1	NP_001259230.1
OG0003203	XP_029036355.1	NP_610599.3
OG0003206	XP_029034691.1	NP_001262774.1
OG0003207	XP_029044137.1	NP_001262924.1
OG0003209	XP_029042368.1	NP_001286264.1, NP_611197.1
OG0003210	XP_029047352.1, XP_029047353.1	NP_652462.3
OG0003211	XP_029038725.1, XP_029038724.1	NP_001036685.2
OG0003212	XP_029048280.1	NP_001245505.1, NP_001284835.1
OG0003213	XP_029051295.1	NP_612000.3, NP_001097472.3
OG0003214	XP_029048311.1	NP_001036316.1
OG0003215	XP_029049794.1	NP_477336.1
OG0003217	XP_029052379.1, XP_029049961.1, XP_029050043.1, XP_029052294.1	NP_726113.1, NP_647846.2
OG0003218	XP_029052309.1, XP_029052310.1	NP_524111.3
OG0003219	XP_029050349.1	NP_611952.1, NP_651869.1
OG0003220	XP_029050196.1	NP_001189021.1
OG0003221	XP_029056573.1, XP_029056572.1	NP_001027416.2
OG0003222	XP_029038502.1	NP_001137809.1
OG0003223	XP_029044494.1	NP_649230.1
OG0003225	XP_029045498.1, XP_029045497.1, XP_029045496.1, XP_029045495.1	NP_610305.1
OG0003226	XP_029045451.1, XP_029045449.1, XP_029045450.1	NP_650499.1
OG0003227	XP_029037593.1	NP_001189121.1
OG0003228	XP_029035128.1	NP_001287267.1
OG0003229	XP_029051005.1	NP_001260538.1
OG0003230	XP_029051424.1	NP_001027087.1
OG0003231	XP_029039372.1	NP_001027082.1
OG0003232	XP_029046559.1, XP_029046560.1	NP_609806.1
OG0003234	XP_029036048.1	NP_001247011.1
OG0003236	XP_029033940.1, XP_029033939.1, XP_029033937.1, XP_029033942.1, XP_029033936.1, XP_029033941.1	NP_609406.2
OG0003237	XP_029039319.1, XP_029039318.1, XP_029039320.1	NP_001368945.1
OG0003238	XP_029033076.1	NP_610049.1
OG0003239	XP_029052151.1	NP_729143.2
OG0003240	XP_029039119.1	NP_523985.1
OG0003241	XP_029034172.1, XP_029034170.1, XP_029034171.1	NP_001245436.1
OG0003242	XP_029033244.1	NP_001246866.1
OG0003243	XP_029039837.1	NP_723827.1
OG0003246	XP_029033143.1	NP_608901.1, NP_001033874.2
OG0003247	XP_029043793.1, XP_029043788.1, XP_029043787.1, XP_029043790.1, XP_029043786.1, XP_029043791.1	NP_609813.1
OG0003248	XP_029037439.1	NP_001369039.1
OG0003250	XP_029047646.1, XP_029047645.1	NP_001247041.1, NP_001259169.1
OG0003252	XP_029037353.1	NP_001259076.1
OG0003257	XP_029038093.1	NP_651928.1
OG0003259	XP_029047129.1	NP_608581.2
OG0003262	XP_029035374.1	NP_001303312.1
OG0003263	XP_029054423.1	NP_001285724.1
OG0003264	XP_029045347.1	NP_648836.2, NP_001259081.1
OG0003265	XP_029039951.1	NP_001259363.1
OG0003266	XP_029046470.1	NP_523794.1
OG0003267	XP_029046714.1	NP_001027396.1
OG0003268	XP_029048629.1	NP_001097664.2
OG0003269	XP_029050920.1, XP_029050919.1	NP_477501.1
OG0003270	XP_029037692.1	NP_650427.1, NP_524954.2
OG0003271	XP_029038145.1	NP_001284779.1
OG0003272	XP_029040648.1	NP_610616.1, NP_001162738.1
OG0003273	XP_029042610.1	NP_649579.2
OG0003274	XP_029041322.1	NP_001189301.1, NP_001303547.1
OG0003275	XP_029052812.1	NP_524396.1
OG0003276	XP_029054506.1	NP_727383.1
OG0003277	XP_029054757.1	NP_573209.1
OG0003279	XP_029055244.1	NP_001261720.1
OG0003280	XP_029046450.1	NP_649768.2
OG0003281	XP_029036171.1	NP_725401.2
OG0003282	XP_029035415.1	NP_609040.1
OG0003284	XP_029032193.1	NP_001163336.1
OG0003285	XP_029031846.1	NP_001261501.1
OG0003286	XP_029041147.1, XP_029041148.1	NP_610805.1
OG0003287	XP_029032547.1	NP_609445.1, NP_001261393.1
OG0003288	XP_029046057.1	NP_001097729.1
OG0003289	XP_029044281.1, XP_029044280.1	NP_001260199.1
OG0003290	XP_029048082.1	NP_523526.1, NP_001284881.1, NP_001284882.1, NP_648717.1
OG0003291	XP_029052841.1, XP_029052840.1	NP_726501.1
OG0003292	XP_029035285.1	NP_523478.1
OG0003293	XP_029052560.1	NP_650896.2
OG0003294	XP_029053223.1	NP_649840.1
OG0003295	XP_029032302.1	NP_572408.2, NP_001246525.1
OG0003296	XP_029051095.1	NP_001285745.1
OG0003297	XP_029035216.1	NP_001137813.1
OG0003298	XP_029053000.1, XP_029052794.1	NP_001260279.1
OG0003299	XP_029034601.1	NP_651752.1
OG0003300	XP_029047910.1	NP_609178.1
OG0003301	XP_029037785.1	NP_609038.1
OG0003302	XP_029039151.1	NP_569965.1
OG0003303	XP_029034634.1	NP_001259194.1
OG0003304	XP_029036018.1	NP_477204.1
OG0003305	XP_029052320.1	NP_001262820.1
OG0003306	XP_029032028.1, XP_029032030.1, XP_029032029.1	NP_649096.1
OG0003307	XP_029034485.1, XP_029034484.1	NP_001246770.1
OG0003308	XP_029045175.1	NP_001259857.1
OG0003309	XP_029044808.1	NP_609361.1
OG0003311	XP_029040595.1	NP_001163707.1
OG0003312	XP_029035200.1, XP_029035199.1	NP_723847.1
OG0003313	XP_029044498.1	NP_608890.1
OG0003314	XP_029048944.1, XP_029048945.1	NP_001097432.1
OG0003315	XP_029044488.1	NP_001286864.1
OG0003318	XP_029038653.1	NP_651363.1
OG0003319	XP_029050448.1	NP_001259991.1
OG0003320	XP_029033496.1, XP_029033717.1	NP_001261719.1
OG0003321	XP_029050230.1	NP_647661.1
OG0003322	XP_029052261.1	NP_001163303.1
OG0003323	XP_029051429.1	NP_649996.1
OG0003324	XP_029038826.1	NP_001163253.1
OG0003325	XP_029041517.1, XP_029041516.1	NP_650947.1, NP_650590.1
OG0003326	XP_029056574.1, XP_029056577.1	NP_001097318.1
OG0003327	XP_029050085.1	NP_001245509.1
OG0003328	XP_029041663.1	NP_001303425.1
OG0003329	XP_029044788.1	NP_649906.1
OG0003330	XP_029036803.1	NP_001262171.2
OG0003331	XP_029033364.1	NP_477153.1
OG0003332	XP_029046348.1	NP_524439.1
OG0003333	XP_029055496.1, XP_029055495.1	NP_001033857.1
OG0003334	XP_029033543.1, XP_029033589.1	NP_001189058.1
OG0003335	XP_029056186.1, XP_029056228.1	NP_610223.1
OG0003336	XP_029042215.1	NP_001259465.1
OG0003337	XP_029050587.1	NP_611611.1, NP_995920.1, NP_652645.1
OG0003339	XP_029042220.1	NP_001284851.1
OG0003340	XP_029037316.1	NP_610249.2
OG0003341	XP_029038966.1	NP_608833.1
OG0003342	XP_029050676.1	NP_001097839.1
OG0003343	XP_029034663.1	NP_001034065.1
OG0003344	XP_029043012.1	NP_001260981.1
OG0003345	XP_029035391.1	NP_608447.1
OG0003346	XP_029049067.1	NP_001303472.1
OG0003347	XP_029035569.1	NP_650199.1, NP_001263016.2
OG0003349	XP_029032389.1	NP_001285787.1
OG0003350	XP_029036585.1	NP_650064.1
OG0003351	XP_029039916.1	NP_648781.1
OG0003352	XP_029041802.1	NP_729565.2
OG0003353	XP_029038858.1	NP_001138203.1
OG0003354	XP_029051451.1, XP_029051452.1	NP_569973.1
OG0003355	XP_029047904.1	NP_001260531.1
OG0003356	XP_029042332.1	NP_651883.1
OG0003357	XP_029042160.1, XP_029042159.1, XP_029042161.1	NP_996198.2
OG0003358	XP_029037192.1	NP_524408.1
OG0003360	XP_029040736.1	NP_001246623.1
OG0003361	XP_029046037.1	NP_523460.2
OG0003362	XP_029046598.1	NP_651309.2, NP_476590.1
OG0003363	XP_029055965.1	NP_001260793.1
OG0003364	XP_029033667.1, XP_029033653.1	NP_727320.1
OG0003365	XP_029032875.1	NP_001162923.1
OG0003366	XP_029038911.1	NP_001284772.1
OG0003367	XP_029040856.1	NP_524610.1
OG0003368	XP_029044894.1, XP_029044895.1	NP_728961.2
OG0003371	XP_029052395.1	NP_725412.2
OG0003372	XP_029050084.1	NP_609404.2
OG0003374	XP_029045729.1	NP_733206.3
OG0003376	XP_029056600.1	NP_611176.1
OG0003377	XP_029050104.1, XP_029050105.1, XP_029050103.1	NP_649759.1
OG0003378	XP_029042285.1	NP_477131.1
OG0003379	XP_029036150.1	NP_001246213.1
OG0003380	XP_029042313.1	NP_001260886.1
OG0003381	XP_029041619.1	NP_610355.1
OG0003382	XP_029034722.1	NP_733151.2, NP_788744.1, NP_524674.1, NP_524848.1
OG0003383	XP_029043499.1	NP_524192.2
OG0003385	XP_029054431.1, XP_029054430.1	NP_001284784.1
OG0003386	XP_029039139.1, XP_029039138.1	NP_610439.1, NP_610441.2
OG0003387	XP_029048290.1, XP_029048291.1	NP_001162894.1
OG0003388	XP_029036165.1	NP_001097271.1
OG0003389	XP_029051039.1	NP_001286225.1, NP_650641.2
OG0003390	XP_029049410.1	NP_608885.1
OG0003391	XP_029043496.1	NP_477494.2, NP_649430.1, NP_001245959.1
OG0003392	XP_029044440.1	NP_001262566.1
OG0003393	XP_029049037.1	NP_477441.1
OG0003394	XP_029037115.1	NP_001262459.1
OG0003395	XP_029053530.1	NP_001262351.1
OG0003396	XP_029036114.1	NP_651892.1
OG0003397	XP_029033195.1, XP_029033196.1, XP_029033198.1	NP_477360.2
OG0003399	XP_029046707.1, XP_029046708.1	NP_001260176.1
OG0003400	XP_029049576.1, XP_029049578.1	NP_001356976.1
OG0003401	XP_029042661.1, XP_029042975.1	NP_524784.1
OG0003402	XP_029045389.1	NP_001286639.1
OG0003403	XP_029042641.1	NP_001262770.1
OG0003404	XP_029040631.1	NP_722615.1
OG0003405	XP_029056612.1	NP_523776.1
OG0003406	XP_029042933.1	NP_001247280.1
OG0003407	XP_029039187.1	NP_650488.1
OG0003408	XP_029046668.1	NP_727408.2, NP_733331.1
OG0003409	XP_029043123.1, XP_029043124.1, XP_029043121.1	NP_001285650.1
OG0003410	XP_029056641.1	NP_001259845.1
OG0003411	XP_029037879.1	NP_001286978.1
OG0003412	XP_029032286.1	NP_649538.1
OG0003413	XP_029031964.1	NP_572216.1
