Orthogroup	Osmia_bicornis	Aedes_aegypti
OG0002969	XP_029051578.1	XP_021699838.1
OG0002970	XP_029034768.1	XP_001650321.1, XP_001650319.2
OG0002971	XP_029050846.1	XP_021709087.1
OG0002972	XP_029046531.1	XP_001652819.2
OG0002973	XP_029055652.1	XP_021697895.1
OG0002974	XP_029052308.1	XP_021709691.1
OG0002975	XP_029044571.1	XP_001664275.2
OG0002976	XP_029041276.1, XP_029041278.1, XP_029041277.1	XP_021704796.1
OG0002977	XP_029051170.1	XP_021705094.1
OG0002979	XP_029032166.1	XP_001662127.2
OG0002981	XP_029053056.1	XP_021695402.1
OG0002982	XP_029040079.1	XP_001661964.1
OG0002983	XP_029039784.1	XP_021696008.1
OG0002984	XP_029054274.1	XP_001648596.1
OG0002985	XP_029045094.1	XP_001649413.2
OG0002986	XP_029046261.1	XP_001662893.1
OG0002987	XP_029046693.1	XP_001652998.2
OG0002988	XP_029040974.1	XP_021704304.1
OG0002990	XP_029039182.1, XP_029039180.1, XP_029039178.1, XP_029039179.1	XP_021692999.1, XP_021692995.1, XP_021693009.1
OG0002991	XP_029045214.1	XP_021704596.1
OG0002992	XP_029052950.1	XP_021700251.1, XP_021700248.1
OG0002993	XP_029033924.1, XP_029033922.1	XP_021702020.1, XP_021702016.1, XP_021702017.1
OG0002994	XP_029047068.1	XP_001659697.2
OG0002995	XP_029047639.1	XP_001652267.1
OG0002996	XP_029049612.1	XP_001661654.2
OG0002997	XP_029037362.1	XP_001653469.1
OG0002998	XP_029039799.1, XP_029039797.1, XP_029039798.1	XP_001650499.1
OG0002999	XP_029040516.1, XP_029040513.1	XP_021700502.1
OG0003000	XP_029044721.1	XP_021704144.1
OG0003001	XP_029042414.1	XP_001658089.1
OG0003002	XP_029041420.1	XP_021699672.1
OG0003003	XP_029054426.1	XP_021695580.1, XP_001657712.2, XP_021695579.1, XP_021695578.1
OG0003004	XP_029038962.1	XP_001655157.2
OG0003005	XP_029048694.1	XP_001657342.1
OG0003006	XP_029041875.1	XP_001663675.1, XP_021695959.1, XP_021695958.1
OG0003007	XP_029055105.1	XP_021704778.1, XP_021704777.1
OG0003008	XP_029042167.1	XP_001649961.1, XP_001649960.1, XP_001657568.1
OG0003009	XP_029050779.1	XP_021710034.1
OG0003010	XP_029047057.1	XP_021708078.1, XP_021708074.1
OG0003011	XP_029055829.1	XP_001657398.1
OG0003012	XP_029045349.1	XP_001655239.2
OG0003013	XP_029047239.1	XP_001655514.1
OG0003014	XP_029054155.1	XP_021702261.1, XP_021702258.1, XP_021702256.1, XP_021702259.1, XP_021702260.1, XP_021702257.1
OG0003015	XP_029043836.1	XP_021707890.1
OG0003016	XP_029032416.1	XP_021700099.1, XP_001661425.2
OG0003017	XP_029042341.1	XP_021709597.1
OG0003018	XP_029046277.1	XP_021702143.1
OG0003019	XP_029046752.1, XP_029046751.1	XP_001662950.2
OG0003020	XP_029050076.1	XP_001660022.2
OG0003021	XP_029055847.1	XP_021713226.1, XP_001663157.1, XP_021713227.1
OG0003022	XP_029041194.1, XP_029041193.1	XP_021704773.1, XP_021704771.1, XP_021704774.1
OG0003023	XP_029041774.1	XP_001654970.1
OG0003024	XP_029050680.1	XP_001653637.1
OG0003025	XP_029047611.1	XP_001656861.1
OG0003026	XP_029039944.1	XP_001649617.2
OG0003027	XP_029044258.1	XP_021711641.1
OG0003028	XP_029048195.1	XP_001650482.1
OG0003029	XP_029038081.1	XP_021701567.1, XP_021711714.1, XP_001650812.2, XP_021700541.1, XP_021700540.1
OG0003030	XP_029042554.1	XP_021713167.1
OG0003031	XP_029045388.1	XP_001657555.2
OG0003032	XP_029034676.1	XP_021706801.1, XP_021706802.1
OG0003033	XP_029047268.1	XP_001656285.1
OG0003034	XP_029051693.1, XP_029051692.1	XP_021712000.1, XP_001660556.1
OG0003035	XP_029040316.1	XP_021699692.1, XP_001663834.1
OG0003036	XP_029045404.1	XP_021710813.1, XP_021710814.1
OG0003037	XP_029052665.1	XP_021705513.1, XP_021705514.1, XP_021711859.1
OG0003038	XP_029049262.1	XP_001652939.1
OG0003039	XP_029040345.1, XP_029040344.1	XP_001654109.2
OG0003040	XP_029051758.1	XP_001654178.2
OG0003041	XP_029051944.1	XP_011493398.1, XP_001652914.1, XP_021712917.1, XP_021712918.1
OG0003042	XP_029042293.1	XP_001651507.1
OG0003043	XP_029034861.1	XP_021710721.1
OG0003044	XP_029047394.1, XP_029047392.1	XP_021701984.1, XP_021702001.1, XP_021701993.1
OG0003045	XP_029044491.1, XP_029044493.1	XP_001664294.2
OG0003046	XP_029055497.1	XP_001663141.2
OG0003047	XP_029032374.1	XP_001661052.1
OG0003048	XP_029032006.1, XP_029056369.1	XP_001661930.2
OG0003050	XP_029038774.1	XP_021705483.1, XP_001657866.1
OG0003051	XP_029035944.1, XP_029035945.1	XP_021708868.1, XP_021712747.1
OG0003052	XP_029047741.1	XP_021710984.1, XP_021694277.1
OG0003053	XP_029053630.1	XP_001656084.1, XP_011493203.2, XP_021706410.1, XP_021712571.1
OG0003054	XP_029053614.1	XP_021699458.1, XP_021699459.1, XP_021699460.1, XP_021699461.1, XP_021699462.1, XP_001653179.2
OG0003055	XP_029032969.1	XP_001652904.2
OG0003056	XP_029055513.1	XP_021710918.1
OG0003057	XP_029033777.1, XP_029033776.1	XP_001657135.1
OG0003058	XP_029036882.1	XP_021706925.1, XP_021712243.1
OG0003059	XP_029036523.1	XP_001653775.1
OG0003060	XP_029041790.1	XP_001660862.1
OG0003061	XP_029049893.1	XP_001654080.1, XP_001654079.1
OG0003062	XP_029035268.1	XP_021697867.1, XP_021697866.1, XP_021697865.1, XP_021697864.1, XP_021697863.1
OG0003063	XP_029035740.1	XP_001653721.2
OG0003064	XP_029040193.1	XP_001650360.2
OG0003065	XP_029037175.1	XP_021702009.1, XP_021702013.1
OG0003066	XP_029055655.1	XP_001648811.1
OG0003067	XP_029048448.1	XP_021699835.1
OG0003068	XP_029056470.1	XP_001662911.1, XP_021713094.1
OG0003069	XP_029049181.1	XP_021697067.1, XP_001652201.1
OG0003070	XP_029053044.1, XP_029053047.1, XP_029053046.1, XP_029053045.1	XP_021705785.1
OG0003071	XP_029037853.1	XP_021705142.1
OG0003072	XP_029040896.1	XP_021693629.1, XP_001648534.2, XP_021693628.1, XP_021693627.1, XP_021693630.1
OG0003073	XP_029050045.1, XP_029050044.1	XP_001663577.1
OG0003074	XP_029032560.1	XP_021700801.1
OG0003075	XP_029051995.1, XP_029051998.1	XP_021696817.1
OG0003076	XP_029039279.1	XP_001661902.2
OG0003077	XP_029053003.1	XP_001649414.2
OG0003078	XP_029050959.1, XP_029050957.1, XP_029050956.1, XP_029050958.1	XP_021693122.1
OG0003079	XP_029045340.1	XP_021709596.1
OG0003080	XP_029043135.1	XP_001658918.2
OG0003081	XP_029038041.1	XP_011492962.1
OG0003083	XP_029038673.1	XP_021704911.1, XP_021704899.1
OG0003084	XP_029038988.1	XP_001661437.2
OG0003085	XP_029046024.1	XP_021703848.1, XP_021703847.1
OG0003086	XP_029045464.1	XP_001661772.2
OG0003087	XP_029038258.1, XP_029038257.1, XP_029038256.1	XP_021708844.1
OG0003088	XP_029048242.1	XP_001656471.2
OG0003089	XP_029039411.1	XP_001654180.1
OG0003090	XP_029039226.1	XP_021699042.1, XP_021699045.1, XP_021699044.1, XP_021699047.1, XP_021699043.1, XP_021699046.1
OG0003091	XP_029042594.1	XP_021708950.1, XP_021708951.1, XP_021708952.1, XP_001664208.1
OG0003092	XP_029053723.1	XP_001653748.2
OG0003094	XP_029036466.1	XP_021709182.1, XP_001660056.1
OG0003095	XP_029048006.1, XP_029048009.1	XP_021712379.1, XP_001664217.2
OG0003097	XP_029050827.1	XP_001648219.1
OG0003098	XP_029045513.1, XP_029045514.1	XP_001663730.1
OG0003099	XP_029041002.1, XP_029041003.1	XP_021710115.1
OG0003100	XP_029052025.1	XP_001650674.2
OG0003101	XP_029046294.1	XP_001657869.2
OG0003102	XP_029048988.1	XP_021697770.1
OG0003103	XP_029032655.1	XP_001655135.2, XP_021699621.1, XP_021699622.1, XP_021699623.1, XP_021699624.1, XP_021699625.1
OG0003104	XP_029038999.1	XP_021697514.1
OG0003105	XP_029040932.1, XP_029040934.1	XP_021713325.1
OG0003106	XP_029038228.1	XP_021709502.1, XP_021709501.1, XP_021709500.1, XP_021709499.1, XP_021709498.1, XP_021709497.1
OG0003107	XP_029038338.1, XP_029038339.1	XP_001653245.1
OG0003108	XP_029049344.1	XP_021703474.1, XP_021703475.1, XP_021703473.1
OG0003109	XP_029050717.1	XP_021705763.1, XP_021701162.1, XP_021701163.1
OG0003110	XP_029032616.1	XP_021705270.1
OG0003111	XP_029052459.1	XP_021705886.1, XP_001656836.1, XP_021705885.1, XP_021705884.1
OG0003112	XP_029035024.1, XP_029035025.1	XP_001651861.1
OG0003113	XP_029040172.1, XP_029040191.1, XP_029040199.1, XP_029040181.1	XP_001649950.2
OG0003114	XP_029038362.1	XP_021699654.1
OG0003115	XP_029032158.1	XP_021712430.1, XP_021708814.1
OG0003116	XP_029040524.1	XP_011493309.1, XP_021707230.1
OG0003118	XP_029037475.1, XP_029037474.1	XP_021709995.1
OG0003119	XP_029044698.1	XP_001654472.1
OG0003120	XP_029031859.1, XP_029031854.1	XP_021704197.1, XP_021704189.1, XP_021704194.1
OG0003121	XP_029040884.1	XP_021711937.1, XP_021710334.1
OG0003122	XP_029033109.1	XP_021702962.1
OG0003123	XP_029051007.1	XP_001661764.1
OG0003124	XP_029050347.1, XP_029050339.1	XP_001652156.1
OG0003125	XP_029051421.1, XP_029051422.1	XP_001653815.1
OG0003126	XP_029050881.1	XP_021700881.1
OG0003127	XP_029048208.1	XP_021701923.1, XP_021701924.1, XP_021701928.1, XP_021710811.1
OG0003128	XP_029038056.1	XP_021695478.1
OG0003129	XP_029052473.1	XP_021701462.1, XP_021701461.1
OG0003130	XP_029055045.1	XP_021704243.1
OG0003131	XP_029045506.1	XP_021702884.1
OG0003132	XP_029034914.1	XP_021710481.1
OG0003133	XP_029041719.1	XP_021702613.1
OG0003134	XP_029056650.1	XP_001661906.1
OG0003135	XP_029047038.1, XP_029051651.1, XP_029051649.1	XP_021709994.1
OG0003136	XP_029050704.1	XP_021695249.1
OG0003137	XP_029037723.1	XP_001655068.1, XP_011493570.1
OG0003138	XP_029049867.1	XP_021709304.1, XP_001651515.2, XP_021712754.1
OG0003139	XP_029031853.1	XP_021693199.1, XP_021693219.1, XP_021693208.1, XP_021693213.1, XP_021693207.1
OG0003140	XP_029035778.1	XP_021709430.1
OG0003142	XP_029053878.1	XP_021699177.1
OG0003143	XP_029040982.1	XP_021698784.1
OG0003144	XP_029039735.1, XP_029039736.1	XP_021704577.1
OG0003145	XP_029038958.1, XP_029038957.1	XP_021712979.1
OG0003146	XP_029035646.1	XP_001656515.2
OG0003147	XP_029051204.1	XP_021711895.1, XP_021703191.1
OG0003148	XP_029051473.1	XP_021700145.1
OG0003149	XP_029050252.1	XP_001654230.1
OG0003150	XP_029045532.1	XP_001652881.1
OG0003151	XP_029046439.1	XP_021698374.1, XP_021698373.1
OG0003152	XP_029032262.1	XP_021694662.1
OG0003153	XP_029045240.1, XP_029045239.1	XP_011493480.1, XP_021701209.1
OG0003154	XP_029032972.1	XP_021711955.1, XP_021700332.1, XP_021694752.1, XP_021694754.1
OG0003155	XP_029052521.1	XP_021693763.1
OG0003156	XP_029047046.1	XP_021693658.1, XP_021693085.1, XP_021693084.1
OG0003157	XP_029044208.1, XP_029044207.1, XP_029044206.1	XP_021704525.1
OG0003158	XP_029048018.1, XP_029048017.1	XP_001651370.2
OG0003159	XP_029050913.1	XP_001660477.2
OG0003160	XP_029037642.1	XP_001651369.1
OG0003162	XP_029049885.1, XP_029049884.1	XP_001661213.2
OG0003163	XP_029033956.1	XP_001651051.1
OG0003164	XP_029047250.1	XP_021692950.1, XP_021692954.1, XP_021692944.1
OG0003165	XP_029053229.1	XP_001659733.2
OG0003166	XP_029050135.1, XP_029050136.1	XP_021701100.1
OG0003167	XP_029047522.1	XP_001654672.2, XP_021693954.1, XP_021700118.1
OG0003168	XP_029045660.1	XP_021705431.1, XP_021712048.1
OG0003169	XP_029055967.1	XP_001647884.1
OG0003171	XP_029032597.1	XP_021696762.1
OG0003172	XP_029037023.1	XP_001658550.2
OG0003173	XP_029037551.1	XP_001650495.1
OG0003174	XP_029043233.1	XP_001659882.2
OG0003175	XP_029048342.1, XP_029048341.1	XP_021709481.1
OG0003176	XP_029046871.1, XP_029046870.1	XP_001661658.2, XP_021699842.1, XP_021699843.1
OG0003177	XP_029031900.1, XP_029031901.1	XP_021713352.1, XP_001653897.2
OG0003178	XP_029042647.1, XP_029042646.1	XP_021710084.1
OG0003179	XP_029055364.1	XP_021713408.1
OG0003180	XP_029032159.1	XP_001648485.2
OG0003181	XP_029041296.1	XP_021712515.1
OG0003182	XP_029040774.1	XP_021707793.1, XP_001661094.2
OG0003183	XP_029056059.1	XP_021709444.1
OG0003184	XP_029051212.1	XP_021707166.1
OG0003185	XP_029043765.1, XP_029043764.1, XP_029043763.1, XP_029043762.1, XP_029043761.1, XP_029043767.1	XP_021694887.1
OG0003186	XP_029041384.1	XP_021712397.1
OG0003187	XP_029041484.1	XP_001650263.1
OG0003188	XP_029051459.1	XP_021696110.1, XP_021696108.1
OG0003189	XP_029044496.1	XP_001656813.2
OG0003190	XP_029038599.1	XP_021704722.1
OG0003191	XP_029056542.1	XP_021709646.1, XP_021709645.1, XP_021709647.1, XP_021709642.1, XP_021709644.1, XP_021709643.1
OG0003192	XP_029034249.1	XP_001648319.1
OG0003193	XP_029052446.1, XP_029052435.1	XP_021698787.1, XP_021698792.1
OG0003194	XP_029045706.1, XP_029045707.1, XP_029045704.1, XP_029045705.1	XP_001649120.1
OG0003195	XP_029053242.1	XP_021707680.1
OG0003196	XP_029032759.1	XP_021700718.1, XP_021700719.1, XP_021700717.1, XP_021700720.1, XP_021700721.1, XP_021697174.1, XP_021697173.1, XP_021697172.1
OG0003197	XP_029053613.1	XP_021698462.1, XP_021698463.1
OG0003199	XP_029034506.1	XP_021696884.1, XP_001650013.1, XP_001660590.2
OG0003201	XP_029048525.1	XP_001648853.2, XP_021700846.1, XP_021711840.1, XP_021711841.1
OG0003202	XP_029055882.1	XP_021701420.1
OG0003203	XP_029036355.1	XP_001660508.1
OG0003206	XP_029034691.1	XP_021695040.1
OG0003207	XP_029044137.1	XP_021693144.1
OG0003208	XP_029031967.1	XP_021707547.1, XP_001656425.2, XP_001651933.1, XP_021710627.1, XP_001651935.1
OG0003209	XP_029042368.1	XP_021697678.1
OG0003210	XP_029047352.1, XP_029047353.1	XP_021697024.1, XP_021697022.1
OG0003211	XP_029038725.1, XP_029038724.1	XP_021705914.1
OG0003212	XP_029048280.1	XP_021703710.1, XP_021703689.1
OG0003213	XP_029051295.1	XP_021704041.1, XP_021695181.1
OG0003214	XP_029048311.1	XP_001660127.1
OG0003215	XP_029049794.1	XP_001657974.1
OG0003217	XP_029052379.1, XP_029049961.1, XP_029050043.1, XP_029052294.1	XP_001649918.2
OG0003218	XP_029052309.1, XP_029052310.1	XP_001651793.1
OG0003219	XP_029050349.1	XP_001653279.1, XP_011492951.1, XP_021709200.1
OG0003220	XP_029050196.1	XP_001654632.1
OG0003221	XP_029056573.1, XP_029056572.1	XP_001655338.2
OG0003222	XP_029038502.1	XP_001656130.2, XP_021701742.1, XP_001656134.1, XP_001656132.1, XP_011493673.1
OG0003223	XP_029044494.1	XP_001656812.2
OG0003224	XP_029032320.1	XP_021701655.1, XP_021699448.1, XP_021699446.1, XP_001657700.2
OG0003225	XP_029045498.1, XP_029045497.1, XP_029045496.1, XP_029045495.1	XP_001658286.1
OG0003226	XP_029045451.1, XP_029045449.1, XP_029045450.1	XP_001659469.1
OG0003227	XP_029037593.1	XP_001659857.1
OG0003228	XP_029035128.1	XP_001659934.2, XP_021709524.1
OG0003229	XP_029051005.1	XP_001660384.1
OG0003230	XP_029051424.1	XP_021704533.1, XP_021704536.1, XP_021704535.1, XP_021704534.1, XP_001661442.2
OG0003231	XP_029039372.1	XP_001662901.1
OG0003232	XP_029046559.1, XP_029046560.1	XP_001663269.2
OG0003234	XP_029036048.1	XP_021694489.1
OG0003235	XP_029053554.1	XP_021694883.1
OG0003236	XP_029033940.1, XP_029033939.1, XP_029033937.1, XP_029033942.1, XP_029033936.1, XP_029033941.1	XP_021695288.1
OG0003237	XP_029039319.1, XP_029039318.1, XP_029039320.1	XP_021695492.1
OG0003238	XP_029033076.1	XP_021695716.1
OG0003239	XP_029052151.1	XP_021696264.1
OG0003240	XP_029039119.1	XP_021698445.1, XP_021698443.1, XP_021698444.1, XP_021698440.1, XP_021698441.1, XP_021698442.1
OG0003241	XP_029034172.1, XP_029034170.1, XP_029034171.1	XP_021698481.1
OG0003242	XP_029033244.1	XP_021699228.1
OG0003243	XP_029039837.1	XP_021700220.1, XP_021712523.1
OG0003244	XP_029040759.1	XP_021700639.1
OG0003245	XP_029038291.1	XP_021701692.1
OG0003246	XP_029033143.1	XP_021702005.1
OG0003247	XP_029043793.1, XP_029043788.1, XP_029043787.1, XP_029043790.1, XP_029043786.1, XP_029043791.1	XP_021703034.1, XP_021703033.1, XP_021703032.1
OG0003248	XP_029037439.1	XP_021705381.1, XP_021708886.1
OG0003249	XP_029052520.1	XP_021710976.1
OG0003262	XP_029035374.1	XP_001650445.1
OG0003263	XP_029054423.1	XP_021700500.1, XP_021700499.1, XP_001663281.1
OG0003264	XP_029045347.1	XP_001656737.2, XP_001655991.1
OG0003265	XP_029039951.1	XP_021694723.1
OG0003266	XP_029046470.1	XP_001649556.1, XP_021705653.1
OG0003267	XP_029046714.1	XP_021699636.1
OG0003268	XP_029048629.1	XP_021698485.1
OG0003269	XP_029050920.1, XP_029050919.1	XP_021703649.1
OG0003270	XP_029037692.1	XP_021704939.1
OG0003271	XP_029038145.1	XP_021710265.1
OG0003272	XP_029040648.1	XP_001653696.1
OG0003273	XP_029042610.1	XP_001653924.1
OG0003274	XP_029041322.1	XP_001658021.2
OG0003275	XP_029052812.1	XP_001657521.1
OG0003276	XP_029054506.1	XP_021697118.1
OG0003277	XP_029054757.1	XP_001661207.1
OG0003279	XP_029055244.1	XP_001661998.1
OG0003280	XP_029046450.1	XP_001658236.2
OG0003281	XP_029036171.1	XP_001658991.1
OG0003282	XP_029035415.1	XP_001649622.2
OG0003284	XP_029032193.1	XP_021696322.1, XP_021696321.1
OG0003285	XP_029031846.1	XP_001659268.1
OG0003286	XP_029041147.1, XP_029041148.1	XP_001660163.1
OG0003288	XP_029046057.1	XP_001649677.1
OG0003289	XP_029044281.1, XP_029044280.1	XP_021700858.1
OG0003290	XP_029048082.1	XP_001654878.1
OG0003291	XP_029052841.1, XP_029052840.1	XP_021701696.1
OG0003292	XP_029035285.1	XP_001656392.1
OG0003293	XP_029052560.1	XP_001658168.2
OG0003294	XP_029053223.1	XP_001648357.1
OG0003295	XP_029032302.1	XP_001650362.2
OG0003296	XP_029051095.1	XP_021702141.1, XP_021702142.1, XP_021702139.1
OG0003297	XP_029035216.1	XP_001653843.1
OG0003298	XP_029053000.1, XP_029052794.1	XP_001655165.1
OG0003299	XP_029034601.1	XP_001654378.1
OG0003300	XP_029047910.1	XP_001653954.1
OG0003301	XP_029037785.1	XP_001657126.1
OG0003302	XP_029039151.1	XP_001653777.1, XP_001653778.1, XP_021705202.1
OG0003303	XP_029034634.1	XP_021710526.1
OG0003305	XP_029052320.1	XP_001649157.2
OG0003306	XP_029032028.1, XP_029032030.1, XP_029032029.1	XP_001652612.1, XP_001652611.1
OG0003307	XP_029034485.1, XP_029034484.1	XP_001663581.2
OG0003308	XP_029045175.1	XP_001653915.2
OG0003309	XP_029044808.1	XP_021712709.1
OG0003310	XP_029048797.1	XP_021707384.1
OG0003311	XP_029040595.1	XP_001653925.1
OG0003312	XP_029035200.1, XP_029035199.1	XP_001651727.2
OG0003313	XP_029044498.1	XP_001653334.1
OG0003314	XP_029048944.1, XP_029048945.1	XP_001654754.1
OG0003316	XP_029053558.1	XP_001654809.1
OG0003317	XP_029035363.1	XP_001654973.1
OG0003318	XP_029038653.1	XP_001657877.2
OG0003319	XP_029050448.1	XP_001651717.1
OG0003320	XP_029033496.1, XP_029033717.1	XP_001660206.1
OG0003321	XP_029050230.1	XP_001660444.2
OG0003322	XP_029052261.1	XP_001652563.1
OG0003323	XP_029051429.1	XP_001663683.2
OG0003324	XP_029038826.1	XP_001660631.2
OG0003325	XP_029041517.1, XP_029041516.1	XP_001658956.1
OG0003327	XP_029050085.1	XP_001661986.1
OG0003328	XP_029041663.1	XP_021704754.1, XP_021704755.1
OG0003329	XP_029044788.1	XP_021705032.1
OG0003330	XP_029036803.1	XP_021706500.1
OG0003331	XP_029033364.1	XP_021701904.1
OG0003332	XP_029046348.1	XP_001660857.1
OG0003333	XP_029055496.1, XP_029055495.1	XP_001653626.2
OG0003334	XP_029033543.1, XP_029033589.1	XP_021699166.1, XP_021699167.1, XP_021699162.1, XP_021699163.1, XP_021699164.1
OG0003335	XP_029056186.1, XP_029056228.1	XP_001650006.1
OG0003336	XP_029042215.1	XP_021712014.1, XP_001655672.2
OG0003337	XP_029050587.1	XP_001649042.2, XP_021712585.1
OG0003339	XP_029042220.1	XP_001652367.1
OG0003340	XP_029037316.1	XP_001650002.2
OG0003341	XP_029038966.1	XP_001657799.1
OG0003342	XP_029050676.1	XP_021710632.1
OG0003343	XP_029034663.1	XP_021712124.1, XP_001657979.2
OG0003344	XP_029043012.1	XP_021707463.1
OG0003345	XP_029035391.1	XP_001649429.1
OG0003346	XP_029049067.1	XP_021694184.1
OG0003347	XP_029035569.1	XP_001656544.2, XP_021711205.1
OG0003348	XP_029040050.1	XP_001650004.2
OG0003349	XP_029032389.1	XP_001657302.2
OG0003350	XP_029036585.1	XP_001655940.2, XP_011493660.2
OG0003351	XP_029039916.1	XP_001659444.2
OG0003352	XP_029041802.1	XP_021697528.1
OG0003353	XP_029038858.1	XP_021694839.1, XP_021694841.1, XP_021694843.1, XP_021694842.1, XP_021694840.1
OG0003354	XP_029051451.1, XP_029051452.1	XP_021709575.1, XP_021709574.1
OG0003355	XP_029047904.1	XP_021700590.1, XP_001650055.2, XP_021700594.1, XP_021700593.1, XP_021700591.1, XP_021700592.1
OG0003356	XP_029042332.1	XP_001648071.1
OG0003357	XP_029042160.1, XP_029042159.1, XP_029042161.1	XP_021693013.1
OG0003358	XP_029037192.1	XP_001652642.1
OG0003360	XP_029040736.1	XP_001648287.1
OG0003361	XP_029046037.1	XP_001650262.2
OG0003362	XP_029046598.1	XP_021693650.1
OG0003363	XP_029055965.1	XP_001656427.1, XP_021711836.1, XP_021707574.1
OG0003364	XP_029033667.1, XP_029033653.1	XP_021694038.1
OG0003365	XP_029032875.1	XP_021701035.1
OG0003366	XP_029038911.1	XP_001659575.2
OG0003367	XP_029040856.1	XP_021710318.1
OG0003368	XP_029044894.1, XP_029044895.1	XP_021704844.1
OG0003369	XP_029048230.1	XP_021700575.1
OG0003370	XP_029043219.1	XP_021705076.1
OG0003371	XP_029052395.1	XP_011493668.1
OG0003372	XP_029050084.1	XP_001656211.1
OG0003374	XP_029045729.1	XP_021695253.1, XP_021695330.1, XP_021695285.1, XP_021713040.1
OG0003376	XP_029056600.1	XP_001661824.1
OG0003377	XP_029050104.1, XP_029050105.1, XP_029050103.1	XP_001662233.1, XP_021705327.1
OG0003378	XP_029042285.1	XP_001659363.2
OG0003379	XP_029036150.1	XP_001660121.2, XP_021702117.1
OG0003380	XP_029042313.1	XP_021696042.1
OG0003381	XP_029041619.1	XP_021700932.1, XP_001651179.1
OG0003382	XP_029034722.1	XP_021706883.1
OG0003383	XP_029043499.1	XP_021697536.1
OG0003384	XP_029049954.1	XP_001650813.1
OG0003385	XP_029054431.1, XP_029054430.1	XP_021700187.1
OG0003386	XP_029039139.1, XP_029039138.1	XP_021702111.1, XP_001660118.2, XP_021702107.1
OG0003387	XP_029048290.1, XP_029048291.1	XP_021700800.1
OG0003388	XP_029036165.1	XP_021701053.1, XP_021701054.1
OG0003389	XP_029051039.1	XP_021700040.1, XP_001651259.2
OG0003390	XP_029049410.1	XP_001658447.1
OG0003391	XP_029043496.1	XP_001654317.2, XP_021705665.1
OG0003392	XP_029044440.1	XP_021693393.1
OG0003393	XP_029049037.1	XP_001656145.1
OG0003394	XP_029037115.1	XP_021705938.1, XP_021705930.1
OG0003395	XP_029053530.1	XP_021705169.1, XP_001664040.1
OG0003396	XP_029036114.1	XP_011493008.1
OG0003397	XP_029033195.1, XP_029033196.1, XP_029033198.1	XP_001662676.2
OG0003399	XP_029046707.1, XP_029046708.1	XP_021701868.1
OG0003400	XP_029049576.1, XP_029049578.1	XP_021698320.1
OG0003401	XP_029042661.1, XP_029042975.1	XP_021706701.1
OG0003402	XP_029045389.1	XP_001661872.2
OG0003403	XP_029042641.1	XP_001662660.2, XP_021700440.1, XP_021700427.1
OG0003404	XP_029040631.1	XP_021700429.1
OG0003405	XP_029056612.1	XP_021710455.1, XP_021710454.1, XP_021710453.1, XP_021710452.1
OG0003406	XP_029042933.1	XP_021694133.1
OG0003407	XP_029039187.1	XP_001647891.2
OG0003408	XP_029046668.1	XP_021694851.1
OG0003409	XP_029043123.1, XP_029043124.1, XP_029043121.1	XP_021702362.1
OG0003410	XP_029056641.1	XP_021700406.1, XP_021700409.1
OG0003411	XP_029037879.1	XP_021699680.1
OG0003412	XP_029032286.1	XP_001648070.2
OG0003413	XP_029031964.1	XP_021696036.1, XP_021696037.1
OG0003414	XP_029045129.1	XP_021711683.1
OG0003416	XP_029037591.1	XP_021708247.1, XP_021708246.1, XP_021708249.1, XP_021708248.1, XP_021708250.1
OG0003417	XP_029046999.1	XP_001658908.2
OG0003418	XP_029049565.1, XP_029033852.1	XP_021703619.1, XP_021703618.1
OG0003419	XP_029046573.1	XP_001660456.1
OG0003420	XP_029043138.1	XP_021708394.1
OG0003421	XP_029044588.1	XP_001648755.2
OG0003422	XP_029055854.1	XP_001656800.1, XP_001656798.1, XP_021705650.1
OG0003423	XP_029047612.1	XP_021695646.1, XP_021695645.1, XP_021695647.1
OG0003424	XP_029053563.1	XP_001650523.1
OG0003425	XP_029042007.1, XP_029042151.1	XP_001653134.2
OG0003426	XP_029045305.1	XP_021705984.1, XP_021712512.1
OG0003427	XP_029040077.1	XP_001648286.1
OG0003428	XP_029049838.1	XP_001647965.1
OG0003429	XP_029046753.1	XP_021696706.1, XP_021696705.1
OG0003430	XP_029038129.1	XP_021710717.1
OG0003431	XP_029050497.1	XP_021704453.1, XP_001662837.1
OG0003432	XP_029047036.1, XP_029047037.1	XP_021710913.1
OG0003433	XP_029038360.1	XP_021700193.1
OG0003435	XP_029032618.1	XP_021697365.1
OG0003436	XP_029042305.1, XP_029042306.1, XP_029042307.1	XP_021694249.1
OG0003437	XP_029038276.1	XP_001649939.1
OG0003438	XP_029042089.1	XP_021697959.1
OG0003439	XP_029044304.1	XP_021704207.1
OG0003441	XP_029038842.1	XP_021708276.1
OG0003442	XP_029035401.1	XP_021704572.1
OG0003444	XP_029042597.1	XP_001657164.2
OG0003445	XP_029056667.1, XP_029056668.1, XP_029056665.1	XP_001653709.2
OG0003446	XP_029043021.1	XP_001658067.2
OG0003447	XP_029041836.1	XP_001648069.1
OG0003449	XP_029032207.1	XP_021695718.1, XP_021695722.1
OG0003450	XP_029047164.1	XP_001647935.2, XP_001647937.2, XP_001647936.2
OG0003451	XP_029056659.1, XP_029056658.1	XP_021713405.1
OG0003452	XP_029041410.1	XP_021705078.1, XP_021705079.1, XP_021705080.1
OG0003453	XP_029048340.1	XP_001654273.2
OG0003454	XP_029043389.1	XP_001662432.1
