Orthogroup	Osmia_bicornis	Bombus_terrestris
OG0002969	XP_029051578.1	XP_003400197.1
OG0002970	XP_029034768.1	XP_003401395.3
OG0002971	XP_029050846.1	XP_012174977.1
OG0002972	XP_029046531.1	XP_003398787.1
OG0002973	XP_029055652.1	XP_003396964.1
OG0002974	XP_029052308.1	XP_003401708.1
OG0002975	XP_029044571.1	XP_003398586.1
OG0002976	XP_029041276.1, XP_029041278.1, XP_029041277.1	XP_012169457.1
OG0002977	XP_029051170.1	XP_020719837.1, XP_020719834.1, XP_003397147.1, XP_020719835.1, XP_020719836.1
OG0002979	XP_029032166.1	XP_003396579.1
OG0002980	XP_029055096.1	XP_020719383.1
OG0002981	XP_029053056.1	XP_020718831.1
OG0002982	XP_029040079.1	XP_003393227.2
OG0002983	XP_029039784.1	XP_012176693.1
OG0002984	XP_029054274.1	XP_003397467.1
OG0002985	XP_029045094.1	XP_020723318.1
OG0002986	XP_029046261.1	XP_003394370.1
OG0002987	XP_029046693.1	XP_020723409.1, XP_003402491.1, XP_012174097.1, XP_012174095.1
OG0002988	XP_029040974.1	XP_003398844.2
OG0002989	XP_029034382.1	XP_003393721.2
OG0002990	XP_029039182.1, XP_029039180.1, XP_029039178.1, XP_029039179.1	XP_020722122.1
OG0002991	XP_029045214.1	XP_012170308.1, XP_003399755.1, XP_020721630.1
OG0002992	XP_029052950.1	XP_020723005.1, XP_020723001.1
OG0002993	XP_029033924.1	XP_012166118.1
OG0002993	XP_029033922.1	XP_012166113.1
OG0002994	XP_029047068.1	XP_003395130.1, XP_012163575.1
OG0002995	XP_029047639.1	XP_003402520.1
OG0002996	XP_029049612.1	XP_020723006.1, XP_012173239.1
OG0002997	XP_029037362.1	XP_003399460.2
OG0002998	XP_029039799.1, XP_029039797.1, XP_029039798.1	XP_003398405.1
OG0002999	XP_029040513.1	XP_012168095.1
OG0003000	XP_029044721.1	XP_012166762.1
OG0003001	XP_029042414.1	XP_003399558.1
OG0003002	XP_029041420.1	XP_003397872.1
OG0003003	XP_029054426.1	XP_003393778.1
OG0003004	XP_029038962.1	XP_012175823.1
OG0003005	XP_029048694.1	XP_020718888.1
OG0003006	XP_029041875.1	XP_003400388.1
OG0003007	XP_029055105.1	XP_003396554.1
OG0003008	XP_029042167.1	XP_012163822.1
OG0003009	XP_029050779.1	XP_020723780.1
OG0003010	XP_029047057.1	XP_003401698.1
OG0003011	XP_029055829.1	XP_012164281.1
OG0003012	XP_029045349.1	XP_020722313.1, XP_012174843.1
OG0003013	XP_029047239.1	XP_003396909.1
OG0003014	XP_029054155.1	XP_012168851.1
OG0003015	XP_029043836.1	XP_012163887.1, XP_012163884.1, XP_012163886.1, XP_012163885.1
OG0003016	XP_029032416.1	XP_012163072.1
OG0003017	XP_029042341.1	XP_012169750.1
OG0003018	XP_029046277.1	XP_003402816.1, XP_012174653.1
OG0003019	XP_029046752.1, XP_029046751.1	XP_003403033.1
OG0003020	XP_029050076.1	XP_003394620.1
OG0003021	XP_029055847.1	XP_012164268.1
OG0003022	XP_029041194.1, XP_029041193.1	XP_020719753.1, XP_012166333.1
OG0003023	XP_029041774.1	XP_020722032.1, XP_012171377.1, XP_012171376.1
OG0003024	XP_029050680.1	XP_003400924.1
OG0003025	XP_029047611.1	XP_003394230.2
OG0003026	XP_029039944.1	XP_003398461.1
OG0003027	XP_029044258.1	XP_012173107.1
OG0003028	XP_029048195.1	XP_012163944.1
OG0003029	XP_029038081.1	XP_012176628.1
OG0003030	XP_029042554.1	XP_012172870.1
OG0003031	XP_029045388.1	XP_003400893.1
OG0003032	XP_029034676.1	XP_003401298.1
OG0003033	XP_029047268.1	XP_003396389.1
OG0003034	XP_029051693.1, XP_029051692.1	XP_003392963.1
OG0003036	XP_029045404.1	XP_003400722.1, XP_012171638.1
OG0003037	XP_029052665.1	XP_012176397.1
OG0003038	XP_029049262.1	XP_003400089.1
OG0003039	XP_029040345.1, XP_029040344.1	XP_003399535.1
OG0003040	XP_029051758.1	XP_012163391.2
OG0003041	XP_029051944.1	XP_012164476.1
OG0003042	XP_029042293.1	XP_003402127.1
OG0003043	XP_029034861.1	XP_012175004.1
OG0003044	XP_029047394.1, XP_029047392.1	XP_003393287.1
OG0003045	XP_029044491.1, XP_029044493.1	XP_012171052.1
OG0003046	XP_029055497.1	XP_012165224.1, XP_012165225.1, XP_012165222.1, XP_012165223.1, XP_012165221.1
OG0003047	XP_029032374.1	XP_012165799.1
OG0003048	XP_029032006.1, XP_029056369.1	XP_003402894.2
OG0003049	XP_029035271.1, XP_029035272.1, XP_029035273.1, XP_029035270.1	XP_020719210.1, XP_012165919.1
OG0003050	XP_029038774.1	XP_012166917.1
OG0003051	XP_029035944.1, XP_029035945.1	XP_012163063.1
OG0003052	XP_029047741.1	XP_003401572.1
OG0003053	XP_029053630.1	XP_003402687.1
OG0003054	XP_029053614.1	XP_012168855.1
OG0003055	XP_029032969.1	XP_003394352.1
OG0003056	XP_029055513.1	XP_003395990.1
OG0003057	XP_029033777.1, XP_029033776.1	XP_003394585.1
OG0003058	XP_029036882.1	XP_003401054.1
OG0003059	XP_029036523.1	XP_020724234.1, XP_003395691.1
OG0003060	XP_029041790.1	XP_003400396.1
OG0003061	XP_029049893.1	XP_003394115.1
OG0003062	XP_029035268.1	XP_003396791.1
OG0003063	XP_029035740.1	XP_003394859.1
OG0003064	XP_029040193.1	XP_012169523.1, XP_003399319.1
OG0003065	XP_029037175.1	XP_003394197.1
OG0003066	XP_029055655.1	XP_012165634.1
OG0003067	XP_029048448.1	XP_012169408.1, XP_020721086.1, XP_012169404.1, XP_003399138.1
OG0003068	XP_029056470.1	XP_012172373.1
OG0003069	XP_029049181.1	XP_003398923.1
OG0003070	XP_029053044.1, XP_029053047.1, XP_029053046.1, XP_029053045.1	XP_003395416.3
OG0003071	XP_029037853.1	XP_012167070.1, XP_012167069.1, XP_012167071.1, XP_012167072.1
OG0003072	XP_029040896.1	XP_003401079.1
OG0003073	XP_029050045.1, XP_029050044.1	XP_003401439.1
OG0003074	XP_029032560.1	XP_012165403.1
OG0003075	XP_029051995.1, XP_029051998.1	XP_003393104.1
OG0003076	XP_029039279.1	XP_020718402.1
OG0003077	XP_029053003.1	XP_012170159.1
OG0003078	XP_029050959.1, XP_029050957.1, XP_029050956.1, XP_029050958.1	XP_012170144.1
OG0003079	XP_029045340.1	XP_003400612.1
OG0003080	XP_029043135.1	XP_003402552.1
OG0003081	XP_029038041.1	XP_012176317.1
OG0003082	XP_029037194.1	XP_020724191.1, XP_012176184.1
OG0003083	XP_029038673.1	XP_020719174.1
OG0003084	XP_029038988.1	XP_003402692.1, XP_020723497.1
OG0003085	XP_029046024.1	XP_020723393.1
OG0003086	XP_029045464.1	XP_020722251.1
OG0003087	XP_029038258.1, XP_029038257.1, XP_029038256.1	XP_003403296.2
OG0003088	XP_029048242.1	XP_003395481.3
OG0003089	XP_029039411.1	XP_012171591.1
OG0003090	XP_029039226.1	XP_003400918.1
OG0003091	XP_029042594.1	XP_012174721.1
OG0003092	XP_029053723.1	XP_003397482.2
OG0003093	XP_029047167.1	XP_003394493.2
OG0003094	XP_029036466.1	XP_003397937.1
OG0003095	XP_029048006.1, XP_029048009.1	XP_020718978.1
OG0003096	XP_029035030.1, XP_029035031.1	XP_012175080.1
OG0003097	XP_029050827.1	XP_012174974.1
OG0003098	XP_029045513.1, XP_029045514.1	XP_003395699.1
OG0003099	XP_029041002.1, XP_029041003.1	XP_012174189.1
OG0003100	XP_029052025.1	XP_020724016.1
OG0003101	XP_029046294.1	XP_012166396.1
OG0003102	XP_029048988.1	XP_012169981.1
OG0003103	XP_029032655.1	XP_020719339.1
OG0003105	XP_029040932.1, XP_029040934.1	XP_012172223.1, XP_020722679.1, XP_003401100.1
OG0003106	XP_029038228.1	XP_012166629.1
OG0003107	XP_029038338.1, XP_029038339.1	XP_003399203.1
OG0003108	XP_029049344.1	XP_020722551.1
OG0003109	XP_029050717.1	XP_020719157.1
OG0003110	XP_029032616.1	XP_003396358.1, XP_020719271.1, XP_012165342.1, XP_012165341.1
OG0003111	XP_029052459.1	XP_012165661.1, XP_012165660.1
OG0003112	XP_029035024.1, XP_029035025.1	XP_012175062.1
OG0003113	XP_029040172.1, XP_029040191.1, XP_029040199.1, XP_029040181.1	XP_003396750.1
OG0003114	XP_029038362.1	XP_012166789.1
OG0003115	XP_029032158.1	XP_012163341.1
OG0003116	XP_029040524.1	XP_003398381.1, XP_012168101.1, XP_012168100.1, XP_012168099.1
OG0003118	XP_029037475.1, XP_029037474.1	XP_003399123.1
OG0003119	XP_029044698.1	XP_012166972.1, XP_012166974.1, XP_012166973.1, XP_012166975.1
OG0003120	XP_029031859.1, XP_029031854.1	XP_003402633.1
OG0003121	XP_029040884.1	XP_012172171.1, XP_012172170.1
OG0003122	XP_029033109.1	XP_012174572.1
OG0003123	XP_029051007.1	XP_003399629.1
OG0003124	XP_029050347.1, XP_029050339.1	XP_003394189.1, XP_012175968.1, XP_020724189.1
OG0003125	XP_029051421.1, XP_029051422.1	XP_012175372.1
OG0003126	XP_029050881.1	XP_012166055.1
OG0003127	XP_029048208.1	XP_003395513.1
OG0003128	XP_029038056.1	XP_012168807.1, XP_012168921.1, XP_003392885.1
OG0003129	XP_029052473.1	XP_020719319.1, XP_020719320.1
OG0003130	XP_029055045.1	XP_003393558.1
OG0003131	XP_029045506.1	XP_003395711.1
OG0003132	XP_029034914.1	XP_020723785.1
OG0003133	XP_029041719.1	XP_003399751.2
OG0003134	XP_029056650.1	XP_020724054.1
OG0003135	XP_029047038.1, XP_029051651.1, XP_029051649.1	XP_012166489.1
OG0003136	XP_029050704.1	XP_012171268.1
OG0003137	XP_029037723.1	XP_003398753.1
OG0003138	XP_029049867.1	XP_012175849.2
OG0003139	XP_029031853.1	XP_012175769.1
OG0003140	XP_029035778.1	XP_003393316.1
OG0003141	XP_029031990.1, XP_029031993.1	XP_003393931.1
OG0003142	XP_029053878.1	XP_012163945.1
OG0003143	XP_029040982.1	XP_012166532.1
OG0003144	XP_029039735.1, XP_029039736.1	XP_020723911.1
OG0003145	XP_029038958.1, XP_029038957.1	XP_003394305.1
OG0003146	XP_029035646.1	XP_003395087.1
OG0003147	XP_029051204.1	XP_003397289.2
OG0003148	XP_029051473.1	XP_012174993.1
OG0003149	XP_029050252.1	XP_020720694.1
OG0003150	XP_029045532.1	XP_003395583.1
OG0003151	XP_029046439.1	XP_020718638.1
OG0003152	XP_029032262.1	XP_012165388.1
OG0003153	XP_029045240.1, XP_029045239.1	XP_003399779.1
OG0003154	XP_029032972.1	XP_012171817.1
OG0003155	XP_029052521.1	XP_003395610.1
OG0003156	XP_029047046.1	XP_020720106.1
OG0003157	XP_029044208.1, XP_029044207.1, XP_029044206.1	XP_003403175.1
OG0003158	XP_029048018.1, XP_029048017.1	XP_012173863.1
OG0003159	XP_029050913.1	XP_003393062.1
OG0003160	XP_029037642.1	XP_012171757.1, XP_020722280.1
OG0003161	XP_029049876.1, XP_029049875.1	XP_012175868.1
OG0003162	XP_029049885.1, XP_029049884.1	XP_020724227.1
OG0003163	XP_029033956.1	XP_003393197.1
OG0003164	XP_029047250.1	XP_003395098.1, XP_012163531.1
OG0003165	XP_029053229.1	XP_003394554.3
OG0003166	XP_029050135.1, XP_029050136.1	XP_020718393.1, XP_012176761.1, XP_003394848.1
OG0003167	XP_029047522.1	XP_003394942.1
OG0003168	XP_029045660.1	XP_003398261.1
OG0003169	XP_029055967.1	XP_003394029.1
OG0003170	XP_029038111.1	XP_012176639.1
OG0003171	XP_029032597.1	XP_012165782.1, XP_020719235.1
OG0003172	XP_029037023.1	XP_003402703.1
OG0003173	XP_029037551.1	XP_003401927.1, XP_003402101.1, XP_012173400.1
OG0003174	XP_029043233.1	XP_012171061.1, XP_012171050.1
OG0003175	XP_029048342.1, XP_029048341.1	XP_003402300.1
OG0003176	XP_029046870.1	XP_020721991.1
OG0003177	XP_029031900.1, XP_029031901.1	XP_003393551.1, XP_012170409.1
OG0003178	XP_029042647.1, XP_029042646.1	XP_003398916.1, XP_020721317.1
OG0003179	XP_029055364.1	XP_012165532.1
OG0003180	XP_029032159.1	XP_012165456.1, XP_012165455.1
OG0003181	XP_029041296.1	XP_012164782.1
OG0003182	XP_029040774.1	XP_003393150.1
OG0003183	XP_029056059.1	XP_012170448.1
OG0003184	XP_029051212.1	XP_003400667.1
OG0003185	XP_029043765.1, XP_029043764.1, XP_029043763.1, XP_029043762.1, XP_029043761.1, XP_029043767.1	XP_003397346.1
OG0003186	XP_029041384.1	XP_020720116.1
OG0003187	XP_029041484.1	XP_003397890.1
OG0003188	XP_029051459.1	XP_003398479.2
OG0003189	XP_029044496.1	XP_020721986.1, XP_020721987.1
OG0003190	XP_029038599.1	XP_020724135.1
OG0003191	XP_029056542.1	XP_012174582.1
OG0003192	XP_029034249.1	XP_012172198.1, XP_012172190.1, XP_012172177.1, XP_020724038.1, XP_012172215.1
OG0003193	XP_029052446.1, XP_029052435.1	XP_012168066.1
OG0003194	XP_029045706.1, XP_029045707.1, XP_029045704.1, XP_029045705.1	XP_012167923.1
OG0003195	XP_029053242.1	XP_003401207.1
OG0003196	XP_029032759.1	XP_012171928.1
OG0003197	XP_029053613.1	XP_012168859.1
OG0003198	XP_029031906.1	XP_012175802.1
OG0003199	XP_029034506.1	XP_012163427.1
OG0003201	XP_029048525.1	XP_020719548.1
OG0003202	XP_029055882.1	XP_020722436.1
OG0003203	XP_029036355.1	XP_020718870.1
OG0003204	XP_029051700.1	XP_012173555.1
OG0003205	XP_029045021.1	XP_020721967.1, XP_003400228.1
OG0003206	XP_029034691.1	XP_012172321.1
OG0003207	XP_029044137.1	XP_020720394.1
OG0003208	XP_029031967.1	XP_003394032.1
OG0003209	XP_029042368.1	XP_012173683.1
OG0003210	XP_029047352.1, XP_029047353.1	XP_003393282.1, XP_012166843.1
OG0003211	XP_029038725.1, XP_029038724.1	XP_012167383.1
OG0003212	XP_029048280.1	XP_012175311.1
OG0003213	XP_029051295.1	XP_012171117.1
OG0003214	XP_029048311.1	XP_012169509.1
OG0003215	XP_029049794.1	XP_003399045.1
OG0003217	XP_029052379.1, XP_029049961.1, XP_029050043.1, XP_029052294.1	XP_012164565.1
OG0003218	XP_029052309.1, XP_029052310.1	XP_003401718.1
OG0003219	XP_029050349.1	XP_003400241.1
OG0003220	XP_029050196.1	XP_003399377.1, XP_012169758.1
OG0003221	XP_029056573.1, XP_029056572.1	XP_012166942.1, XP_003397454.1
OG0003222	XP_029038502.1	XP_012173316.1, XP_003403389.2
OG0003223	XP_029044494.1	XP_003400270.1
OG0003224	XP_029032320.1	XP_012166157.1, XP_003396998.1, XP_020719468.1
OG0003225	XP_029045498.1, XP_029045497.1, XP_029045496.1, XP_029045495.1	XP_003395707.1
OG0003226	XP_029045451.1, XP_029045449.1, XP_029045450.1	XP_020722064.1
OG0003227	XP_029037593.1	XP_020722194.1
OG0003228	XP_029035128.1	XP_012168474.1
OG0003229	XP_029051005.1	XP_003399948.1
OG0003230	XP_029051424.1	XP_012168183.1
OG0003231	XP_029039372.1	XP_003400916.1
OG0003232	XP_029046559.1, XP_029046560.1	XP_012169730.1
OG0003234	XP_029036048.1	XP_012170688.1, XP_003400076.2
OG0003235	XP_029053554.1	XP_020720842.1
OG0003236	XP_029033940.1, XP_029033939.1, XP_029033937.1, XP_029033942.1, XP_029033936.1, XP_029033941.1	XP_003393190.1
OG0003237	XP_029039319.1, XP_029039318.1, XP_029039320.1	XP_012163641.1
OG0003238	XP_029033076.1	XP_020723630.1
OG0003239	XP_029052151.1	XP_012171331.1
OG0003240	XP_029039119.1	XP_020723041.1, XP_012173345.1, XP_012173338.1, XP_012173342.1, XP_020723042.1
OG0003241	XP_029034170.1, XP_029034171.1	XP_012172510.1
OG0003242	XP_029033244.1	XP_003399683.1
OG0003243	XP_029039837.1	XP_012167873.1
OG0003244	XP_029040759.1	XP_020720806.1
OG0003245	XP_029038291.1	XP_012169030.1
OG0003246	XP_029033143.1	XP_020721711.1
OG0003247	XP_029043793.1, XP_029043788.1, XP_029043787.1, XP_029043790.1, XP_029043786.1, XP_029043791.1	XP_003400037.3
OG0003248	XP_029037439.1	XP_020720004.1, XP_020720003.1
OG0003249	XP_029052520.1	XP_012164068.1
OG0003250	XP_029047646.1, XP_029047645.1	XP_003401476.1
OG0003251	XP_029048284.1, XP_029048287.1	XP_012175335.1, XP_003393855.1, XP_012175339.1
OG0003252	XP_029037353.1	XP_003399281.1, XP_020721078.1, XP_020721079.1, XP_020721080.1, XP_012169585.1, XP_012169587.1, XP_020721081.1
OG0003254	XP_029035417.1	XP_020721294.1
OG0003255	XP_029047718.1	XP_012168041.1, XP_012168042.1
OG0003256	XP_029051895.1	XP_012172989.1, XP_003401913.1
OG0003257	XP_029038093.1	XP_012176591.1
OG0003259	XP_029047129.1	XP_003401923.1
OG0003261	XP_029048332.1, XP_029048333.1, XP_029048334.1	XP_003396410.1, XP_012165445.1
OG0003262	XP_029035374.1	XP_003396975.1
OG0003263	XP_029054423.1	XP_003394796.1
OG0003264	XP_029045347.1	XP_003400614.1
OG0003265	XP_029039951.1	XP_003396232.1
OG0003266	XP_029046470.1	XP_003402411.1
OG0003267	XP_029046714.1	XP_003395308.1
OG0003268	XP_029048629.1	XP_003395962.1
OG0003269	XP_029050920.1, XP_029050919.1	XP_003393065.1
OG0003270	XP_029037692.1	XP_003398424.1
OG0003271	XP_029038145.1	XP_012166255.1
OG0003272	XP_029040648.1	XP_003394721.1
OG0003273	XP_029042610.1	XP_003399020.1
OG0003274	XP_029041322.1	XP_003395627.1
OG0003275	XP_029052812.1	XP_012163102.1
OG0003276	XP_029054506.1	XP_020724051.1
OG0003277	XP_029054757.1	XP_012174522.1
OG0003278	XP_029044702.1	XP_003397471.1
OG0003279	XP_029055244.1	XP_003396570.1
OG0003280	XP_029046450.1	XP_003395540.2
OG0003281	XP_029036171.1	XP_003400289.1, XP_020721778.1
OG0003282	XP_029035415.1	XP_012169609.1
OG0003283	XP_029037548.1	XP_003401934.1, XP_003401935.1, XP_012173413.1, XP_012173412.1
OG0003284	XP_029032193.1	XP_012174283.1, XP_003402591.1
OG0003285	XP_029031846.1	XP_012170222.1
OG0003286	XP_029041147.1, XP_029041148.1	XP_003399167.1
OG0003287	XP_029032547.1	XP_003394981.1
OG0003288	XP_029046057.1	XP_003395604.1
OG0003289	XP_029044281.1, XP_029044280.1	XP_003403165.1
OG0003290	XP_029048082.1	XP_012164907.1
OG0003291	XP_029052841.1, XP_029052840.1	XP_012171025.1
OG0003292	XP_029035285.1	XP_012165932.1
OG0003293	XP_029052560.1	XP_012164077.1
OG0003294	XP_029053223.1	XP_003394464.2, XP_012176399.1
OG0003295	XP_029032302.1	XP_012165323.1
OG0003296	XP_029051095.1	XP_003398169.1
OG0003297	XP_029035216.1	XP_012165288.1, XP_012165287.1
OG0003298	XP_029053000.1, XP_029052794.1	XP_020719091.1, XP_020719092.1, XP_012164920.1, XP_012164919.1, XP_003396079.1
OG0003299	XP_029034601.1	XP_012163246.1
OG0003300	XP_029047910.1	XP_003402401.1
OG0003301	XP_029037785.1	XP_003403026.3
OG0003302	XP_029039151.1	XP_020722174.1, XP_003400746.1, XP_012171666.1
OG0003303	XP_029034634.1	XP_012170608.1
OG0003304	XP_029036018.1	XP_012169521.1
OG0003305	XP_029052320.1	XP_003401716.1
OG0003306	XP_029032028.1, XP_029032030.1, XP_029032029.1	XP_012175654.1
OG0003307	XP_029034485.1, XP_029034484.1	XP_003398200.1
OG0003308	XP_029045175.1	XP_003402121.1
OG0003309	XP_029044808.1	XP_012167060.1
OG0003311	XP_029040595.1	XP_003402825.1
OG0003312	XP_029035200.1, XP_029035199.1	XP_003396836.1
OG0003313	XP_029044498.1	XP_003400267.1, XP_003400266.1
OG0003314	XP_029048944.1, XP_029048945.1	XP_003399004.1
OG0003315	XP_029044488.1	XP_020721944.1, XP_012171026.1, XP_003400257.1
OG0003316	XP_029053558.1	XP_003398472.3
OG0003317	XP_029035363.1	XP_003399346.1
OG0003318	XP_029038653.1	XP_012165037.1
OG0003319	XP_029050448.1	XP_003402973.1
OG0003320	XP_029033496.1, XP_029033717.1	XP_012168219.1, XP_003398487.1
OG0003321	XP_029050230.1	XP_003394413.1
OG0003322	XP_029052261.1	XP_012169824.1
OG0003323	XP_029051429.1	XP_003398367.2
OG0003324	XP_029038826.1	XP_003394516.1
OG0003325	XP_029041517.1, XP_029041516.1	XP_003393834.1
OG0003326	XP_029056574.1, XP_029056577.1	XP_003393945.1
OG0003327	XP_029050085.1	XP_003394613.1
OG0003328	XP_029041663.1	XP_012170302.2
OG0003329	XP_029044788.1	XP_003402522.2
OG0003330	XP_029036803.1	XP_020722379.1
OG0003331	XP_029033364.1	XP_012163342.1
OG0003332	XP_029046348.1	XP_003397236.1
OG0003333	XP_029055496.1, XP_029055495.1	XP_012165599.1
OG0003334	XP_029033543.1, XP_029033589.1	XP_012168221.1
OG0003335	XP_029056186.1, XP_029056228.1	XP_003399725.1
OG0003336	XP_029042215.1	XP_012173983.1
OG0003337	XP_029050587.1	XP_003397616.1
OG0003339	XP_029042220.1	XP_003397378.2
OG0003340	XP_029037316.1	XP_020720961.1
OG0003341	XP_029038966.1	XP_012175821.1
OG0003342	XP_029050676.1	XP_012171940.2
OG0003343	XP_029034663.1	XP_020722536.1, XP_012172667.1, XP_020722535.1
OG0003344	XP_029043012.1	XP_003402169.1, XP_012173723.1
OG0003345	XP_029035391.1	XP_003398987.1
OG0003346	XP_029049067.1	XP_020723225.1
OG0003347	XP_029035569.1	XP_012163635.1
OG0003348	XP_029040050.1	XP_012166030.1
OG0003349	XP_029032389.1	XP_012166175.1, XP_020719519.1
OG0003350	XP_029036585.1	XP_003395818.1
OG0003351	XP_029039916.1	XP_003403358.1
OG0003352	XP_029041802.1	XP_012171186.1
OG0003353	XP_029038858.1	XP_012176447.1
OG0003354	XP_029051451.1, XP_029051452.1	XP_012168185.1
OG0003355	XP_029047904.1	XP_012167676.1
OG0003356	XP_029042332.1	XP_003402210.1
OG0003357	XP_029042160.1, XP_029042159.1, XP_029042161.1	XP_012163819.1
OG0003358	XP_029037192.1	XP_012176186.1
OG0003359	XP_029046813.1	XP_003396029.1
OG0003360	XP_029040736.1	XP_012175935.1
OG0003361	XP_029046037.1	XP_003402702.1
OG0003362	XP_029046598.1	XP_012169143.1
OG0003363	XP_029055965.1	XP_003394031.1
OG0003364	XP_029033667.1, XP_029033653.1	XP_003398503.1
OG0003365	XP_029032875.1	XP_003394552.1
OG0003366	XP_029038911.1	XP_003397827.1
OG0003367	XP_029040856.1	XP_003401083.1
OG0003368	XP_029044894.1, XP_029044895.1	XP_020721065.1
OG0003369	XP_029048230.1	XP_012164497.1
OG0003370	XP_029043219.1	XP_012172730.1, XP_012172744.1, XP_012172738.1
OG0003371	XP_029052395.1	XP_012170915.1, XP_003400168.1
OG0003372	XP_029050084.1	XP_003394694.1
OG0003374	XP_029045729.1	XP_003395675.1
OG0003376	XP_029056600.1	XP_003393800.1
OG0003377	XP_029050104.1, XP_029050105.1, XP_029050103.1	XP_020724121.1
OG0003378	XP_029042285.1	XP_003402130.1
OG0003379	XP_029036150.1	XP_012171119.1
OG0003380	XP_029042313.1	XP_012170032.1
OG0003381	XP_029041619.1	XP_012175066.1
OG0003382	XP_029034722.1	XP_003401411.1
OG0003383	XP_029043499.1	XP_003400839.1
OG0003384	XP_029049954.1	XP_003400187.1, XP_012170937.1
OG0003385	XP_029054431.1, XP_029054430.1	XP_003393271.1
OG0003386	XP_029039139.1	XP_020722228.1
OG0003386	XP_029039138.1	XP_003400574.1
OG0003387	XP_029048290.1, XP_029048291.1	XP_012174698.1, XP_003393798.1
OG0003388	XP_029036165.1	XP_012171064.1
OG0003389	XP_029051039.1	XP_012166547.1
OG0003390	XP_029049410.1	XP_012170451.1
OG0003391	XP_029043496.1	XP_012173395.2
OG0003392	XP_029044440.1	XP_020722516.1
OG0003393	XP_029049037.1	XP_003396408.1, XP_012165441.1
OG0003394	XP_029037115.1	XP_003394195.1
OG0003395	XP_029053530.1	XP_012170429.1
OG0003396	XP_029036114.1	XP_003400093.1
OG0003397	XP_029033195.1, XP_029033196.1, XP_029033198.1	XP_012170199.1
OG0003398	XP_029038578.1	XP_012167281.1
OG0003399	XP_029046707.1, XP_029046708.1	XP_003395681.1
OG0003400	XP_029049578.1	XP_003394203.1
OG0003401	XP_029042661.1, XP_029042975.1	XP_012174733.1
OG0003402	XP_029045389.1	XP_003400904.1
OG0003403	XP_029042641.1	XP_003398686.1
OG0003404	XP_029040631.1	XP_012175889.1
OG0003405	XP_029056612.1	XP_003402674.1
OG0003406	XP_029042933.1	XP_020718332.1
OG0003407	XP_029039187.1	XP_012174891.2, XP_012171230.1
OG0003408	XP_029046668.1	XP_012163653.1
OG0003409	XP_029043123.1, XP_029043124.1, XP_029043121.1	XP_003397420.1
OG0003410	XP_029056641.1	XP_003397456.1
OG0003411	XP_029037879.1	XP_003393003.1
OG0003412	XP_029032286.1	XP_012165317.1, XP_020719328.1
OG0003413	XP_029031964.1	XP_003393951.1, XP_012175666.1
OG0003414	XP_029045129.1	XP_003402116.1
OG0003415	XP_029050165.1, XP_029050164.1	XP_020723273.1, XP_003402321.1
OG0003416	XP_029037591.1	XP_003400888.1
OG0003417	XP_029046999.1	XP_012163159.1, XP_003394872.1
OG0003418	XP_029049565.1, XP_029033852.1	XP_012174546.1
OG0003419	XP_029046573.1	XP_003398727.1
OG0003420	XP_029043138.1	XP_003397430.1
OG0003421	XP_029044588.1	XP_003397388.1
OG0003422	XP_029055854.1	XP_020718945.1, XP_020718838.1, XP_020718951.1
OG0003423	XP_029047612.1	XP_003394231.1
OG0003424	XP_029053563.1	XP_003398125.1
OG0003425	XP_029042007.1, XP_029042151.1	XP_003397438.1
OG0003426	XP_029045305.1	XP_012166342.1
OG0003427	XP_029040077.1	XP_012174792.1
OG0003428	XP_029049838.1	XP_012173657.1
OG0003429	XP_029046753.1	XP_020723827.1
OG0003430	XP_029038129.1	XP_020719803.1
OG0003431	XP_029050497.1	XP_003398714.1
OG0003432	XP_029047036.1, XP_029047037.1	XP_012166277.1
OG0003433	XP_029038360.1	XP_020719223.1, XP_012165947.1
OG0003434	XP_029053207.1	XP_020724167.1, XP_003394477.1
OG0003435	XP_029032618.1	XP_003396357.1
OG0003436	XP_029042305.1, XP_029042306.1, XP_029042307.1	XP_003396482.1
OG0003437	XP_029038276.1	XP_020723885.1
OG0003438	XP_029042089.1	XP_020718677.1
OG0003439	XP_029044304.1	XP_020722958.1, XP_020722959.1, XP_012172931.1, XP_012172932.1, XP_020722957.1
OG0003441	XP_029038842.1	XP_003394510.1
OG0003442	XP_029035401.1	XP_003398932.1
OG0003444	XP_029042597.1	XP_012170821.2
OG0003445	XP_029056667.1, XP_029056668.1, XP_029056665.1	XP_003393575.1
OG0003446	XP_029043021.1	XP_003394673.1
OG0003447	XP_029041836.1	XP_003400493.1
OG0003448	XP_029048490.1	XP_020719521.1
OG0003449	XP_029032207.1	XP_012166095.2
OG0003450	XP_029047164.1	XP_003394524.1
OG0003451	XP_029056659.1, XP_029056658.1	XP_012175637.1
OG0003452	XP_029041410.1	XP_012167551.1, XP_003397866.1
OG0003453	XP_029048340.1	XP_012164659.1, XP_003395902.1, XP_012164658.1, XP_020719088.1
OG0003454	XP_029043389.1	XP_003402092.1, XP_012173374.1
OG0003455	XP_029053172.1	XP_012166419.1, XP_012166418.1, XP_012166420.1
OG0003456	XP_029056647.1	XP_003393586.1
OG0003457	XP_029043744.1, XP_029043753.1, XP_029043792.1, XP_029043800.1	XP_003397544.1
OG0003458	XP_029045887.1	XP_020722383.1
