Orthogroup	Acyrthosiphon_pisum	Megachile_rotundata
OG0002943	XP_001944048.2	XP_012149073.1, XP_003706849.1
OG0002944	XP_001944112.1, XP_003244403.1	XP_003706843.1
OG0002945	XP_001944145.2, XP_003247376.1, XP_029343186.1	XP_003707363.1
OG0002946	XP_001944249.2	XP_012140785.1
OG0002947	XP_001944333.2	XP_012143717.1, XP_012143716.1, XP_003704626.2
OG0002948	XP_016657472.1, XP_001944364.1	XP_003706119.1
OG0002949	XP_001944379.2, XP_029344124.1	XP_003699749.1
OG0002950	XP_001944399.2	XP_003699655.1
OG0002951	XP_029348696.1, XP_029348697.1, XP_001944403.2	XP_003708084.1
OG0002952	XP_016663556.2, XP_001944536.2	XP_012146869.1
OG0002953	XP_001944754.1, XP_008187460.1	XP_012138686.1
OG0002954	XP_001944892.2, XP_008182820.1	XP_012151986.1
OG0002955	XP_001944972.1, XP_008181317.1	XP_003701112.1
OG0002956	XP_008187424.1	XP_012137955.1
OG0002957	XP_001944980.2	XP_012142974.1
OG0002958	XP_001945039.2, XP_008181932.1	XP_012148125.1
OG0002959	XP_008178684.1, XP_001945167.1	XP_012140725.1
OG0002960	XP_001945272.1	XP_012136430.1
OG0002961	XP_001945290.2, XP_008184601.2, XP_003247506.1	XP_003702137.1
OG0002962	XP_001945318.2	XP_003704584.1
OG0002963	XP_008183598.1, XP_001945351.2	XP_012146691.1
OG0002964	XP_001945373.2	XP_012150513.1
OG0002965	XP_001945404.1, XP_029346253.1	XP_012139133.1
OG0002966	XP_001945478.1	XP_003699804.1, XP_012144650.1
OG0002967	XP_001945483.1	XP_003701267.1, XP_012135645.1, XP_012135646.1
OG0002968	XP_001945492.1, XP_016663308.1, XP_008187044.1, XP_001950928.1	XP_003704832.1
OG0002969	XP_008185989.1, XP_008185987.1, XP_029345635.1, XP_001945556.2	XP_003705318.1
OG0002970	XP_001947686.1, XP_001945575.1	XP_003705930.1
OG0002971	XP_008182663.1, XP_003244249.1, XP_001945700.4, XP_003248669.3	XP_012135686.1
OG0002972	XP_003243447.1, XP_016658624.1, XP_001945702.2, XP_029346260.1	XP_012147797.1
OG0002973	XP_001945711.2	XP_003702161.1
OG0002974	XP_001945812.1, XP_029347160.1	XP_012135946.1
OG0002975	XP_001945863.1	XP_012143651.1
OG0002976	XP_001945968.1	XP_012145941.1, XP_012145942.1
OG0002977	XP_001946008.2	XP_012141045.1
OG0002978	XP_001946070.2	XP_003701171.1
OG0002979	XP_001946100.1	XP_012140170.1
OG0002980	XP_029345546.1, XP_003245467.1, XP_001946166.2, XP_029345545.1	XP_003702178.1
OG0002981	XP_008181338.1, XP_001946227.1	XP_012137369.1, XP_012137366.1, XP_012137367.1, XP_012137368.1
OG0002982	XP_001946268.1	XP_012147038.1
OG0002983	XP_003246717.1, XP_001946372.1	XP_012135447.1
OG0002984	XP_001949267.1, XP_001946419.2	XP_003705541.1
OG0002985	XP_016659448.1, XP_029345264.1, XP_001946451.2, XP_029344842.1	XP_003703545.1
OG0002986	XP_001946552.2, XP_029345867.1	XP_003708155.1
OG0002987	XP_001946628.1, XP_029341228.1	XP_003708455.1
OG0002988	XP_008178581.1, XP_016658529.1, XP_016658505.1, XP_001946698.1	XP_012138504.1, XP_012138503.1, XP_012152446.1
OG0002989	XP_001946851.1	XP_003708257.1
OG0002990	XP_001946853.2	XP_012149555.1
OG0002991	XP_008180055.1, XP_001946880.1	XP_003704126.1
OG0002992	XP_008189858.1, XP_008189859.1, XP_001947099.2	XP_012135823.1
OG0002993	XP_001947101.2	XP_003707985.2, XP_012151418.1
OG0002994	XP_001947133.2	XP_012134954.1
OG0002995	XP_001947143.1	XP_003708554.1
OG0002996	XP_001947240.2	XP_012135864.1
OG0002997	XP_001947297.1	XP_003705739.1
OG0002998	XP_001947384.1	XP_012148947.1, XP_012148946.1
OG0002999	XP_001947404.1	XP_003706893.1
OG0003000	XP_001947411.2	XP_012146085.1
OG0003001	XP_001947473.1	XP_012151394.1
OG0003002	XP_001949916.1, XP_001947556.1	XP_012150480.1
OG0003003	XP_001947592.1	XP_003702258.1
OG0003004	XP_001947624.3	XP_012134904.1, XP_003700686.1
OG0003005	XP_001947637.4, XP_008189574.2	XP_012150001.1
OG0003006	XP_001947659.2, XP_003245300.2	XP_003702752.1
OG0003007	XP_001947671.1	XP_003702063.1
OG0003008	XP_001947674.2	XP_012145207.1
OG0003009	XP_001947746.1	XP_003702482.1
OG0003010	XP_001947758.1, XP_008179265.1	XP_003701269.1, XP_012135652.1
OG0003011	XP_001947856.1	XP_012153620.1, XP_012153621.1
OG0003012	XP_008189070.2, XP_001947885.1	XP_012152645.1
OG0003013	XP_001947936.1	XP_012144068.1, XP_003704800.1
OG0003014	XP_001948017.2	XP_003707543.1
OG0003015	XP_001948018.4	XP_003705432.1
OG0003016	XP_001948054.2	XP_012142032.1, XP_003703936.1, XP_012142033.1
OG0003017	XP_001948100.1	XP_003699324.1
OG0003018	XP_016664296.1, XP_001950099.1, XP_001948323.1	XP_003708161.2
OG0003019	XP_001948378.1	XP_003701257.1
OG0003020	XP_001948397.1, XP_008182960.1	XP_012142319.1
OG0003021	XP_003243551.1, XP_003243550.1, XP_029344484.1, XP_001948755.2	XP_012144987.1
OG0003022	XP_001948814.1	XP_003705322.1
OG0003023	XP_008181645.1, XP_001948831.1	XP_003701972.1
OG0003024	XP_001948904.2	XP_012144805.1
OG0003025	XP_001948941.2	XP_003699864.2
OG0003026	XP_001949031.1	XP_003706950.1
OG0003027	XP_029345154.1, XP_029345155.1, XP_029345156.1, XP_001949142.2, XP_016660537.1	XP_012135915.1
OG0003028	XP_001949163.2, XP_029342794.1, XP_008180956.1, XP_016658214.1, XP_016658215.1, XP_029342795.1	XP_012153972.1
OG0003029	XP_001949177.2	XP_003707961.1
OG0003030	XP_008189817.1, XP_003240901.1, XP_001949211.1	XP_012141704.1
OG0003031	XP_001949338.2	XP_003708333.1
OG0003032	XP_001949600.1	XP_003701389.1
OG0003033	XP_001949614.1, XP_016663938.1, XP_008188094.1, XP_008188093.1, XP_008188092.1	XP_003706603.1
OG0003034	XP_001949663.1	XP_003703816.1
OG0003036	XP_001949859.1	XP_012152639.1
OG0003037	XP_001949860.2	XP_012147213.1
OG0003038	XP_001950002.1	XP_003704374.1
OG0003039	XP_001950413.2	XP_012151378.1
OG0003040	XP_008181300.1, XP_001950421.2	XP_003704994.1
OG0003041	XP_001950480.2, XP_029346781.1	XP_012151681.1
OG0003042	XP_001950668.1	XP_012145553.1, XP_003705397.1
OG0003043	XP_001950673.2, XP_029347150.1	XP_003705071.1
OG0003044	XP_001950728.2	XP_003703788.1
OG0003045	XP_001950833.2	XP_012142752.1
OG0003046	XP_001950933.1	XP_003703115.1
OG0003047	XP_001950967.1	XP_003708502.2
OG0003048	XP_001951005.1	XP_003703244.1
OG0003049	XP_001951006.1	XP_003705622.1, XP_012146223.1
OG0003050	XP_001951181.1	XP_012150689.1
OG0003051	XP_003246742.1, XP_001951292.2	XP_012147444.1
OG0003052	XP_001951361.2	XP_012153327.1, XP_012153326.1
OG0003053	XP_029345288.1, XP_001951445.1	XP_012140939.1, XP_012140938.1, XP_003703578.1
OG0003054	XP_001951479.2	XP_012137707.1, XP_012152163.1
OG0003055	XP_001951558.1, XP_003248266.1, XP_008188593.1, XP_001951524.1, XP_001951544.1, XP_008188594.1	XP_003708227.1
OG0003056	XP_001951570.1	XP_012140528.1, XP_012140527.1, XP_003703334.2
OG0003057	XP_001951572.2, XP_003240332.1	XP_003704028.2, XP_012142199.1
OG0003058	XP_001951578.2	XP_003705939.1
OG0003059	XP_001951660.1	XP_012150170.1, XP_003707320.1
OG0003060	XP_001951708.1	XP_003702746.1
OG0003061	XP_001951777.1	XP_012152259.1
OG0003062	XP_001951897.1, XP_029345270.1	XP_012146224.1
OG0003063	XP_001951968.4	XP_012144574.1
OG0003064	XP_001951992.1, XP_029346914.1	XP_003703061.1
OG0003065	XP_001952106.1, XP_029346949.1	XP_012146581.1
OG0003066	XP_001952123.1, XP_016661733.1	XP_012138163.1, XP_003702202.1
OG0003067	XP_001952166.1	XP_003707742.1
OG0003068	XP_001952231.1	XP_003708598.1
OG0003069	XP_001952395.1, XP_008183534.1	XP_003700991.1
OG0003070	XP_001952397.1	XP_003701890.1
OG0003071	XP_001952497.2	XP_012149721.1, XP_012149731.1, XP_012152184.1
OG0003072	XP_001952686.2	XP_003701399.1
OG0003073	XP_001952689.3	XP_003701353.1
OG0003074	XP_001952697.1	XP_003702082.1
OG0003075	XP_001952704.2	XP_012151745.1
OG0003076	XP_029345297.1, XP_003242420.1, XP_008179944.2, XP_001952748.2, XP_029346711.1	XP_012148355.1
OG0003077	XP_001952811.2	XP_003700542.1
OG0003078	XP_001952820.1	XP_003700478.1, XP_012154157.1
OG0003079	XP_003240054.1, XP_016659307.1	XP_012139390.1
OG0003080	XP_003240135.1	XP_003699393.1
OG0003081	XP_008179260.1, XP_003240231.1, XP_003240232.1	XP_003706439.1
OG0003082	XP_029347444.1, XP_029347442.1, XP_029347443.1, XP_029347441.1, XP_029347445.1, XP_003240293.1	XP_012147048.1
OG0003083	XP_003241547.1, XP_003241546.1	XP_003703296.1, XP_012140749.1
OG0003084	XP_008185652.1, XP_003241597.1	XP_003704963.1, XP_012144490.1
OG0003085	XP_003241675.1	XP_012147456.1
OG0003086	XP_003241690.1	XP_012139884.1
OG0003087	XP_029343738.1, XP_003242553.1	XP_012149747.1, XP_012149746.1
OG0003088	XP_016657943.1, XP_003242882.1, XP_003248812.2	XP_012145228.1
OG0003089	XP_003242898.1	XP_012152677.1
OG0003090	XP_003243130.1	XP_012137438.1
OG0003091	XP_003243358.1	XP_003703267.1
OG0003092	XP_003243363.1, XP_003248901.4	XP_003704537.1, XP_012143478.1, XP_012143477.1, XP_012143476.1
OG0003093	XP_003243515.1	XP_012147615.1
OG0003094	XP_003243558.1	XP_003707645.1
OG0003095	XP_016658790.1, XP_003243604.3	XP_012146742.1
OG0003096	XP_003243790.1, XP_008181941.1	XP_003705129.1, XP_012144857.1, XP_012144856.1
OG0003097	XP_003243793.1	XP_012135710.1, XP_012135711.1, XP_012135712.1, XP_003701108.1
OG0003098	XP_003244289.2	XP_003707316.2
OG0003099	XP_003244459.1	XP_003706348.1
OG0003100	XP_016655704.1, XP_003244630.1	XP_012138482.1
OG0003101	XP_003244759.1	XP_012140907.1
OG0003102	XP_003244764.1, XP_016660151.1	XP_012142531.1
OG0003103	XP_003244827.1	XP_012137885.1
OG0003104	XP_016660632.1, XP_003245153.1	XP_012144483.1, XP_012144482.1, XP_012144481.1, XP_012144484.1
OG0003105	XP_003245463.1	XP_003704761.1, XP_012143900.1
OG0003106	XP_003245575.1	XP_012141195.1
OG0003107	XP_003245725.1	XP_012151170.1
OG0003108	XP_003245949.2	XP_003708654.1
OG0003109	XP_003245969.1, XP_029342741.1	XP_012147160.1
OG0003110	XP_003246092.1	XP_003702091.1, XP_012138129.1
OG0003111	XP_003246125.1	XP_012138537.1
OG0003113	XP_003246903.1	XP_003705653.1
OG0003114	XP_003246914.1	XP_012151319.1
OG0003115	XP_003247024.1	XP_003699434.1
OG0003116	XP_003247108.1, XP_008180838.1, XP_029345362.1	XP_003707052.1
OG0003118	XP_008187076.1, XP_008187075.1, XP_003247266.1	XP_003700623.1
OG0003119	XP_003248018.1, XP_029343749.1	XP_012147579.1
OG0003120	XP_003248604.1	XP_012136632.1
OG0003121	XP_008187071.1	XP_012146907.1
OG0003122	XP_008178433.1	XP_012147694.1, XP_012147692.1
OG0003123	XP_008178869.1	XP_003700538.1
OG0003124	XP_008179548.1	XP_003705016.1, XP_012144609.1, XP_012144611.1
OG0003125	XP_008180034.1	XP_003707024.1
OG0003126	XP_008180279.1, XP_029344272.1, XP_008180280.1	XP_012151582.1
OG0003127	XP_008180306.1	XP_003705260.1
OG0003128	XP_008180347.1	XP_012141645.1, XP_012141647.1, XP_012141648.1, XP_012141646.1
OG0003129	XP_008180495.1, XP_008180496.1	XP_012143827.1
OG0003130	XP_008180620.1, XP_008180619.1, XP_008187642.2	XP_003701663.1
OG0003131	XP_008180781.1	XP_012153959.1
OG0003132	XP_008180785.1	XP_012144848.1
OG0003133	XP_008180863.1	XP_012144475.1
OG0003134	XP_008181382.1, XP_029344505.1	XP_003700897.1
OG0003135	XP_008181632.1	XP_003703611.1, XP_003703508.1, XP_012141349.1
OG0003136	XP_008181791.1	XP_003702780.1
OG0003137	XP_016659037.1, XP_016659036.1, XP_008181946.1, XP_008181947.1	XP_003705680.1, XP_012146276.1
OG0003138	XP_008181958.1	XP_012152204.1
OG0003139	XP_008181964.1	XP_012148676.1
OG0003140	XP_008182077.1	XP_003706420.1
OG0003141	XP_008182567.1, XP_008182568.1	XP_012138426.1
OG0003142	XP_008182741.1	XP_012153968.1, XP_012153966.1
OG0003143	XP_029342065.1, XP_029342064.1, XP_008183226.1	XP_012141284.1
OG0003144	XP_008183451.1	XP_003704605.1
OG0003145	XP_008183540.1, XP_008183541.1	XP_012136009.1
OG0003146	XP_008187333.1, XP_008183751.2	XP_012139941.1
OG0003147	XP_008183755.1	XP_012141430.1, XP_003703539.2
OG0003148	XP_008184036.1, XP_008184035.1	XP_012144730.1
OG0003149	XP_008184506.1	XP_012151701.1
OG0003150	XP_008184799.1, XP_008189348.1	XP_003705213.1
OG0003151	XP_008185860.1	XP_003701880.2
OG0003152	XP_008186705.1	XP_003702075.1, XP_012138058.1
OG0003153	XP_008186710.1, XP_008186711.1, XP_008187680.1	XP_003704136.1
OG0003154	XP_008186815.1, XP_008186819.1	XP_012138490.1
OG0003155	XP_008186965.1	XP_003702629.1
OG0003156	XP_008187199.2	XP_012144187.1
OG0003157	XP_008187206.1	XP_012138858.1, XP_012138859.1
OG0003158	XP_008187263.1	XP_003706643.1
OG0003159	XP_008187469.1	XP_012151439.1
OG0003160	XP_008187545.1, XP_016663550.1	XP_012152025.1
OG0003161	XP_008187658.1, XP_008187656.1	XP_003708139.1
OG0003163	XP_008188171.1	XP_012151614.1, XP_012151612.1
OG0003164	XP_008188281.1	XP_012142011.1
OG0003165	XP_008188555.1, XP_008188560.1, XP_008188557.1, XP_008188556.1, XP_008188559.1, XP_008188558.1	XP_012147321.1
OG0003166	XP_008189816.1	XP_003700330.1
OG0003167	XP_029345674.1, XP_008190043.1	XP_003699412.1
OG0003168	XP_016655932.1	XP_003706999.1
OG0003169	XP_016656529.1, XP_029344324.1, XP_016656531.1, XP_016656530.1, XP_016656533.1, XP_016656532.1	XP_003700860.1
OG0003170	XP_016656759.2	XP_012151547.1, XP_012151546.1
OG0003171	XP_016656928.1	XP_003708507.2
OG0003172	XP_016657813.1	XP_012143749.1
OG0003173	XP_016657843.1	XP_012143358.1
OG0003174	XP_016658636.1	XP_012147659.1, XP_012147660.1, XP_012147655.1
OG0003175	XP_016659143.1, XP_016659144.1	XP_003701839.2
OG0003176	XP_016660302.1	XP_012145744.1
OG0003177	XP_016660598.1, XP_016660599.1, XP_029345197.1	XP_003700893.1
OG0003178	XP_016660780.1	XP_003699985.1
OG0003179	XP_016662476.1	XP_012138011.1, XP_012138012.1, XP_012138014.1, XP_012138015.1
OG0003180	XP_016663129.1	XP_012145974.1, XP_003705575.1
OG0003181	XP_016663210.1	XP_003703361.1
OG0003182	XP_016663470.1	XP_003703849.1
OG0003183	XP_016663637.1	XP_012152439.1, XP_003708245.1
OG0003184	XP_016663835.1	XP_012139370.1
OG0003185	XP_016663914.1	XP_012141215.1
OG0003186	XP_029347619.1	XP_012151823.1
OG0003187	XP_029341626.1	XP_003707580.1
OG0003188	XP_029341673.1, XP_029341672.1	XP_012143254.1
OG0003189	XP_029341798.1	XP_012142748.1
OG0003190	XP_029342603.1, XP_029342602.1	XP_012148117.1
OG0003191	XP_029342618.1	XP_012143363.1
OG0003192	XP_029343088.1	XP_012137296.1
OG0003193	XP_029343501.1	XP_012143139.1, XP_012143145.1
OG0003194	XP_029344191.1	XP_003706985.1
OG0003195	XP_029344542.1	XP_003705909.1
OG0003196	XP_029344559.1	XP_012137457.1
OG0003197	XP_029344863.1	XP_012152165.1
OG0003199	XP_029344896.1	XP_012148365.1
OG0003200	XP_029344949.1, XP_029344904.1	XP_012140470.1
OG0003201	XP_029344999.1	XP_003702007.1
OG0003202	XP_029345095.1, XP_029345096.1	XP_012140005.1
OG0003203	XP_029345224.1	XP_003707270.1
OG0003204	XP_029345226.1	XP_012141722.1, XP_012141721.1, XP_003703811.1
OG0003205	XP_029345237.1	XP_003704335.2
OG0003206	XP_029345312.1, XP_029345314.1, XP_029345311.1, XP_029345313.1	XP_012136296.1
OG0003207	XP_029345608.1	XP_012140303.1
OG0003208	XP_029345978.1	XP_012148709.1
OG0003209	XP_029346256.1	XP_012145568.1, XP_012145562.1
OG0003210	XP_029346272.1	XP_012141927.1, XP_003703791.1
OG0003212	XP_029346962.1	XP_012138240.1
OG0003213	XP_029346987.1, XP_029346988.1	XP_012140476.1
OG0003214	XP_029347199.1	XP_003707780.1
OG0003215	XP_029347548.1	XP_003699315.1
OG0003262	NP_001119632.1	XP_003702168.1
OG0003263	NP_001119644.1, XP_008182973.1	XP_012134918.1, XP_003700689.1
OG0003264	NP_001119645.2	XP_003702837.1
OG0003265	NP_001119665.1	XP_003701035.1
OG0003266	NP_001119680.1, NP_001155410.1	XP_003708454.1
OG0003267	NP_001128191.1, NP_001128192.1, XP_029342004.1	XP_003705266.1
OG0003268	XP_029346907.1, NP_001129372.1	XP_003703407.1
OG0003269	NP_001135925.1, XP_008179390.1	XP_003707890.1
OG0003270	NP_001153315.1, XP_029343900.1	XP_003706706.1
OG0003271	XP_008179119.1, NP_001153316.1	XP_012141057.1
OG0003272	NP_001155405.1	XP_003704037.1
OG0003273	XP_001952060.1, XP_016657380.1, NP_001155438.1, XP_008187191.1, XP_008187189.1	XP_003699319.1
OG0003274	XP_008184524.1, NP_001155459.1	XP_003701905.1
OG0003275	NP_001155469.1, NP_001155582.1, XP_008184835.1	XP_003700782.1
OG0003276	XP_016663063.1, NP_001155470.1, XP_003248822.2	XP_003702245.1
OG0003277	NP_001155472.1	XP_003708131.1, XP_012152110.1, XP_012152111.1
OG0003278	XP_008182152.1, NP_001155473.1	XP_003706262.1, XP_012147578.1
OG0003279	NP_001155474.1, XP_029341888.1	XP_003702067.2
OG0003280	NP_001155506.1	XP_012150097.1, XP_012150098.1
OG0003281	NP_001155551.1	XP_003704242.1, XP_012142979.1
OG0003282	NP_001155567.1	XP_012146370.1
OG0003283	NP_001155600.1, XP_003245083.1	XP_003704500.1
OG0003284	NP_001155658.1	XP_003708521.1
OG0003285	NP_001155681.1	XP_012150433.1
OG0003286	NP_001155743.1	XP_003703564.1
OG0003287	XP_003247472.1, NP_001155789.1	XP_012136856.1
OG0003288	NP_001155793.1, XP_003248623.2	XP_003702631.1
OG0003289	NP_001155798.1	XP_003702499.2
OG0003290	NP_001155809.1	XP_003705823.1
OG0003291	XP_029344575.1, NP_001155928.1	XP_003704325.1, XP_012142795.1
OG0003292	NP_001156064.1, NP_001280295.1	XP_003707661.1
OG0003293	NP_001156068.1	XP_003702691.1
OG0003294	NP_001156087.1	XP_012147212.1, XP_003706073.1, XP_012147211.1, XP_012147210.1
OG0003295	NP_001156097.1, XP_008179602.1	XP_003702037.1
OG0003296	NP_001156099.1	XP_012135378.1
OG0003297	NP_001156183.1	XP_003703102.1
OG0003298	NP_001156222.1	XP_003705894.1
OG0003299	NP_001156233.1, XP_008184366.1	XP_003706168.1
OG0003300	NP_001156292.1	XP_003708450.1
OG0003301	NP_001156297.1	XP_003701008.1, XP_012135327.1, XP_012135328.1
OG0003302	NP_001157402.1	XP_003702806.1
OG0003303	NP_001164576.1, XP_029344821.1	XP_012134864.1
OG0003304	XP_016663680.1, NP_001191852.1	XP_003704458.1, XP_012143210.1
OG0003305	NP_001191906.1	XP_012135961.1
OG0003306	NP_001232939.1	XP_003700872.1
OG0003307	NP_001232956.1, XP_008181268.1	XP_003706800.1, XP_012148903.1
OG0003308	NP_001232959.1	XP_003705367.1
OG0003309	NP_001233006.1, XP_008187646.1	XP_012149781.1
OG0003311	NP_001233054.1	XP_003704080.1
OG0003312	NP_001233061.1	XP_003707190.1
OG0003313	NP_001233079.1	XP_003704176.1, XP_012142756.1
OG0003314	XP_008188881.1, NP_001233100.1	XP_003700587.2
OG0003315	XP_008190004.1, NP_001233121.1	XP_003704182.1, XP_012142799.1
OG0003316	NP_001280375.1, XP_008184944.1	XP_003706864.1
OG0003317	NP_001280390.1, XP_016656478.1	XP_012136363.1
OG0003318	XP_001945578.1, NP_001280440.1	XP_003703294.1
OG0003319	NP_001280461.1	XP_012140674.1, XP_012140675.1, XP_012140676.1
OG0003320	NP_001280478.1, XP_008185427.1	XP_003699191.1
OG0003321	NP_001313568.1	XP_012152244.1
OG0003322	XP_016657749.1, NP_001313575.1	XP_003701711.1
OG0003323	NP_001313577.1	XP_003706958.1
OG0003324	NP_001313582.1	XP_003700730.1
OG0003325	NP_001313603.1	XP_003702339.1
OG0003326	XP_001942619.2	XP_012135220.1
OG0003327	XP_001942770.2, XP_003244217.2	XP_003704052.1
OG0003328	XP_001942781.1	XP_003700645.1
OG0003329	XP_001942784.1	XP_003700057.1
OG0003330	XP_016660940.1, XP_029345963.1, XP_001942786.1, XP_008184329.1	XP_012136308.1
OG0003331	XP_001942791.2	XP_003699431.2
OG0003332	XP_003242762.1, XP_016657834.1, XP_001942824.1	XP_003703448.1
OG0003333	XP_001942923.1	XP_003703076.1
OG0003334	XP_001943118.1	XP_003699200.1
OG0003335	XP_001943119.2	XP_003700743.1
OG0003336	XP_016664033.1, XP_001943186.1	XP_012137618.1
OG0003337	XP_001943273.1	XP_003704850.2
OG0003339	XP_008185744.1, XP_001943568.2	XP_003706529.1, XP_003706538.1, XP_012148174.1, XP_012148175.1
OG0003340	XP_016663659.1, XP_001943637.2	XP_012138682.1
OG0003341	XP_001943662.1	XP_012134905.1
OG0003342	XP_008179196.1, XP_001943673.1	XP_012144714.1
OG0003343	XP_029346930.1, XP_001943707.1	XP_003704167.2
OG0003344	XP_001945321.1, XP_016657038.2, XP_001946711.1, XP_001943734.1, XP_003249016.2	XP_003700183.1
OG0003345	XP_001943740.1	XP_003702455.1
OG0003346	XP_016659707.1, XP_001943771.2	XP_012154367.1
OG0003347	XP_001943800.2	XP_012147591.1
OG0003348	XP_001943847.2	XP_012137835.1, XP_012137832.1
OG0003349	XP_001943944.2	XP_012153073.1
OG0003350	XP_001944020.2	XP_012150307.1
OG0003351	XP_008186526.1, XP_001944030.1	XP_012149194.1
OG0003352	XP_001944054.1	XP_003702751.1
OG0003353	XP_001944154.1	XP_012143545.1
OG0003354	XP_001944166.2	XP_012149161.1, XP_012149162.1
OG0003355	XP_001944232.2	XP_003704833.1
OG0003356	XP_029346245.1, XP_029345797.1, XP_003245691.1, XP_001944413.3, XP_003241781.1	XP_003700406.1
OG0003357	XP_001944513.1	XP_003705196.1
OG0003358	XP_001944605.1	XP_003699854.1
OG0003359	XP_001944635.1, XP_029345548.1, XP_029345549.1, XP_003240926.1	XP_003703316.1
OG0003360	XP_001944636.1	XP_012148461.1
OG0003361	XP_001944713.1	XP_003705769.2
OG0003362	XP_001944740.2	XP_012138687.1
OG0003363	XP_001944833.1	XP_003700856.1
OG0003364	XP_001944849.2	XP_003707058.1, XP_012149239.1, XP_012149240.1
OG0003365	XP_008185024.1, XP_001944857.2	XP_003706124.1
OG0003366	XP_001944878.1	XP_012152226.1
OG0003367	XP_016660683.2, XP_029346071.1, XP_001949672.2, XP_001946643.2, XP_001944884.3	XP_003704766.1
OG0003368	XP_001945022.2	XP_012135289.1
OG0003369	XP_008181399.1	XP_003707422.2
OG0003370	XP_001945119.2	XP_003701589.1
OG0003371	XP_001945137.1	XP_003704201.1
OG0003372	XP_001945221.1	XP_003703967.1
OG0003373	XP_001945270.2, XP_016658990.1	XP_012135844.1, XP_012135845.1, XP_012135842.1, XP_012135843.1
OG0003374	XP_001945319.1, XP_016656412.1	XP_003707369.1
OG0003375	XP_001945364.1, XP_029346690.1, XP_008181883.1, XP_016660354.1, XP_029341059.1	XP_003705131.1, XP_012144872.1
OG0003376	XP_016661812.1, XP_001945425.2	XP_003702320.2
OG0003377	XP_001945461.1	XP_012142241.1
OG0003378	XP_001945487.2, XP_029344171.1	XP_003705376.1
OG0003379	XP_001945513.4, XP_008185599.1, XP_008180419.1	XP_012142990.1
OG0003380	XP_001945568.2	XP_012142484.1, XP_003704106.2
OG0003381	XP_001945577.1	XP_003702330.1
OG0003382	XP_003242238.1, XP_001945605.1, XP_001952412.1	XP_003705924.1
OG0003383	XP_001945721.2, XP_029347247.1	XP_003702985.2
OG0003384	XP_001945770.2	XP_003704305.2
OG0003385	XP_001945853.1	XP_003703741.1
OG0003386	XP_001945864.2	XP_012139703.1
OG0003387	XP_001945876.1	XP_012136758.1
OG0003388	XP_001945889.2, XP_008178614.1	XP_003704245.1
OG0003389	XP_001945896.1	XP_012140977.1
OG0003390	XP_001945905.1	XP_012134834.1, XP_012134832.1, XP_012134833.1, XP_012134835.1
OG0003391	XP_001945906.2, XP_016661859.1	XP_012143301.1
OG0003392	XP_001945926.2	XP_003701397.1
OG0003393	XP_016660179.1, XP_001945950.2	XP_012138952.1
OG0003394	XP_001946048.4	XP_003705800.1
OG0003395	XP_001946117.2	XP_012135045.1
OG0003396	XP_001946123.1	XP_012143119.1
OG0003397	XP_008185937.1, XP_001946216.2	XP_003707176.1
OG0003398	XP_016656728.1, XP_001946219.1	XP_012140266.1
OG0003399	XP_016657973.1, XP_001946261.1	XP_003707365.2
OG0003400	XP_001946339.1	XP_012136913.1
OG0003401	XP_001946495.2, XP_029347566.1	XP_012140574.1
OG0003402	XP_001946561.2	XP_003708285.1
OG0003403	XP_001946655.2, XP_003247032.1	XP_003699276.1
OG0003404	XP_029346329.1, XP_001946747.2	XP_012142391.1, XP_012142396.1
OG0003405	XP_001946794.1	XP_003701464.1
OG0003406	XP_008185012.1, XP_001946819.2	XP_012135009.1
OG0003407	XP_001946852.1	XP_012149573.1, XP_012149574.1, XP_012149572.1, XP_003707147.1
OG0003408	XP_001946858.2	XP_003706285.2
OG0003409	XP_001946987.1	XP_003702592.1
OG0003410	XP_016656491.1, XP_001947020.1	XP_012136384.1, XP_003699399.2, XP_012136380.1
OG0003411	XP_001947052.2	XP_003703747.1, XP_012141786.1, XP_012141785.1
OG0003412	XP_016664104.1, XP_001947061.2	XP_012137915.1
OG0003413	XP_001947112.2	XP_012135195.1, XP_003700962.2, XP_012135196.1
OG0003414	XP_001947167.2, XP_001947293.1, XP_003241077.1, XP_008190099.1	XP_003705360.1
OG0003415	XP_001947232.2	XP_003707217.2
OG0003416	XP_001947340.2	XP_003707150.1
OG0003417	XP_001947348.4, XP_029346570.1	XP_003706581.1
OG0003418	XP_016663240.1, XP_016663241.1, XP_001947412.2	XP_012142165.1
OG0003419	XP_001947457.2, XP_029347785.1	XP_003699951.1
OG0003420	XP_001947467.1	XP_003702613.1
OG0003421	XP_001947620.2	XP_003703551.1
OG0003422	XP_001947696.1	XP_003705145.1
OG0003423	XP_001947741.1	XP_003699866.1
OG0003424	XP_016659524.1, XP_003245455.1, XP_001947743.1, XP_003240268.1, XP_003243480.2	XP_003706830.1
OG0003425	XP_001947752.2	XP_012146107.1, XP_003705614.1
OG0003426	XP_001947902.2	XP_012141482.1, XP_012141481.1
OG0003427	XP_001952385.2, XP_001947924.2, XP_001947908.2	XP_003705470.1
OG0003428	XP_001948130.1	XP_003700413.2
OG0003429	XP_001948239.2	XP_012135768.1
OG0003430	XP_001948242.1	XP_012141231.1
OG0003431	XP_001948295.1	XP_012153885.1
