Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti
OG0003042	XP_001950668.1	XP_001651507.1
OG0003043	XP_001950673.2, XP_029347150.1	XP_021710721.1
OG0003044	XP_001950728.2	XP_021701984.1, XP_021702001.1, XP_021701993.1
OG0003045	XP_001950833.2	XP_001664294.2
OG0003046	XP_001950933.1	XP_001663141.2
OG0003047	XP_001950967.1	XP_001661052.1, XP_001662292.2
OG0003048	XP_001951005.1	XP_001661930.2
OG0003050	XP_001951181.1	XP_021705483.1, XP_001657866.1
OG0003051	XP_003246742.1, XP_001951292.2	XP_021708868.1, XP_021712747.1
OG0003052	XP_001951361.2	XP_021710984.1, XP_021694277.1
OG0003053	XP_029345288.1, XP_001951445.1	XP_001656084.1, XP_011493203.2, XP_021706410.1, XP_021712571.1
OG0003054	XP_001951479.2	XP_021699458.1, XP_021699459.1, XP_021699460.1, XP_021699461.1, XP_021699462.1, XP_001653179.2
OG0003055	XP_001951558.1, XP_003248266.1, XP_008188593.1, XP_001951524.1, XP_001951544.1, XP_008188594.1	XP_001652904.2
OG0003056	XP_001951570.1	XP_021710918.1
OG0003057	XP_001951572.2, XP_003240332.1	XP_001657135.1
OG0003058	XP_001951578.2	XP_021706925.1, XP_021712243.1
OG0003059	XP_001951660.1	XP_001653775.1
OG0003060	XP_001951708.1	XP_001660862.1
OG0003061	XP_001951777.1	XP_001654080.1, XP_001654079.1
OG0003062	XP_001951897.1, XP_029345270.1	XP_021697867.1, XP_021697866.1, XP_021697865.1, XP_021697864.1, XP_021697863.1
OG0003063	XP_001951968.4	XP_001653721.2
OG0003064	XP_001951992.1, XP_029346914.1	XP_001650360.2
OG0003065	XP_001952106.1, XP_029346949.1	XP_021702009.1, XP_021702013.1
OG0003066	XP_001952123.1, XP_016661733.1	XP_001648811.1
OG0003067	XP_001952166.1	XP_021699835.1
OG0003068	XP_001952231.1	XP_001662911.1, XP_021713094.1
OG0003069	XP_001952395.1, XP_008183534.1	XP_021697067.1, XP_001652201.1
OG0003070	XP_001952397.1	XP_021705785.1
OG0003071	XP_001952497.2	XP_021705142.1
OG0003072	XP_001952686.2	XP_021693629.1, XP_001648534.2, XP_021693628.1, XP_021693627.1, XP_021693630.1
OG0003073	XP_001952689.3	XP_001663577.1
OG0003074	XP_001952697.1	XP_021700801.1
OG0003075	XP_001952704.2	XP_021696817.1
OG0003076	XP_029345297.1, XP_003242420.1, XP_008179944.2, XP_001952748.2, XP_029346711.1	XP_001661902.2
OG0003077	XP_001952811.2	XP_001649414.2
OG0003078	XP_001952820.1	XP_021693122.1
OG0003079	XP_003240054.1, XP_016659307.1	XP_021709596.1
OG0003080	XP_003240135.1	XP_001658918.2
OG0003081	XP_008179260.1, XP_003240231.1, XP_003240232.1	XP_011492962.1
OG0003083	XP_003241547.1, XP_003241546.1	XP_021704911.1, XP_021704899.1
OG0003084	XP_008185652.1, XP_003241597.1	XP_001661437.2
OG0003085	XP_003241675.1	XP_021703848.1, XP_021703847.1
OG0003086	XP_003241690.1	XP_001661772.2
OG0003087	XP_029343738.1, XP_003242553.1	XP_021708844.1
OG0003088	XP_016657943.1, XP_003242882.1, XP_003248812.2	XP_001656471.2
OG0003089	XP_003242898.1	XP_001654180.1
OG0003090	XP_003243130.1	XP_021699042.1, XP_021699045.1, XP_021699044.1, XP_021699047.1, XP_021699043.1, XP_021699046.1
OG0003091	XP_003243358.1	XP_021708950.1, XP_021708951.1, XP_021708952.1, XP_001664208.1
OG0003092	XP_003243363.1, XP_003248901.4	XP_001653748.2
OG0003094	XP_003243558.1	XP_021709182.1, XP_001660056.1
OG0003095	XP_016658790.1, XP_003243604.3	XP_021712379.1, XP_001664217.2
OG0003097	XP_003243793.1	XP_001648219.1
OG0003098	XP_003244289.2	XP_001663730.1
OG0003099	XP_003244459.1	XP_021710115.1
OG0003100	XP_016655704.1	XP_001650674.2
OG0003101	XP_003244759.1	XP_001657869.2
OG0003102	XP_003244764.1, XP_016660151.1	XP_021697770.1
OG0003103	XP_003244827.1	XP_001655135.2, XP_021699621.1, XP_021699622.1, XP_021699623.1, XP_021699624.1, XP_021699625.1
OG0003104	XP_016660632.1, XP_003245153.1	XP_021697514.1
OG0003105	XP_003245463.1	XP_021713325.1
OG0003106	XP_003245575.1	XP_021709502.1, XP_021709501.1, XP_021709500.1, XP_021709499.1, XP_021709498.1, XP_021709497.1
OG0003107	XP_003245725.1	XP_001653245.1
OG0003108	XP_003245949.2	XP_021703474.1, XP_021703475.1, XP_021703473.1
OG0003109	XP_003245969.1, XP_029342741.1	XP_021705763.1, XP_021701162.1, XP_021701163.1
OG0003110	XP_003246092.1	XP_021705270.1
OG0003111	XP_003246125.1	XP_021705886.1, XP_001656836.1, XP_021705885.1, XP_021705884.1
OG0003112	XP_003246325.1	XP_001651861.1
OG0003113	XP_003246903.1	XP_001649950.2
OG0003114	XP_003246914.1	XP_021699654.1
OG0003115	XP_003247024.1	XP_021712430.1, XP_021708814.1
OG0003116	XP_003247108.1, XP_008180838.1, XP_029345362.1	XP_011493309.1, XP_021707230.1
OG0003118	XP_008187076.1, XP_008187075.1, XP_003247266.1	XP_021709995.1
OG0003119	XP_003248018.1, XP_029343749.1	XP_001654472.1
OG0003120	XP_003248604.1	XP_021704197.1, XP_021704189.1, XP_021704194.1
OG0003121	XP_003248858.2	XP_021711936.1
OG0003121	XP_008187071.1	XP_021711937.1, XP_021710334.1
OG0003122	XP_008178433.1	XP_021702962.1
OG0003123	XP_008178869.1	XP_001661764.1
OG0003124	XP_008179548.1	XP_001652156.1
OG0003125	XP_008180034.1	XP_001653815.1
OG0003126	XP_008180279.1, XP_029344272.1, XP_008180280.1	XP_021700881.1
OG0003127	XP_008180306.1	XP_021701923.1, XP_021701924.1, XP_021701928.1, XP_021710811.1
OG0003128	XP_008180347.1	XP_021695478.1
OG0003129	XP_008180495.1, XP_008180496.1	XP_021701462.1, XP_021701461.1
OG0003130	XP_008180620.1, XP_008180619.1, XP_008187642.2	XP_021704243.1
OG0003131	XP_008180781.1	XP_021702884.1
OG0003132	XP_008180785.1	XP_021710481.1
OG0003133	XP_008180863.1	XP_021702613.1
OG0003134	XP_008181382.1, XP_029344505.1	XP_001661906.1
OG0003135	XP_008181632.1	XP_021709994.1
OG0003136	XP_008181791.1	XP_021695249.1
OG0003137	XP_016659037.1, XP_016659036.1, XP_008181946.1, XP_008181947.1	XP_001655068.1, XP_011493570.1
OG0003138	XP_008181958.1	XP_021709304.1, XP_001651515.2, XP_021712754.1
OG0003139	XP_008181964.1	XP_021693199.1, XP_021693219.1, XP_021693208.1, XP_021693213.1, XP_021693207.1
OG0003140	XP_008182077.1	XP_021709430.1
OG0003142	XP_008182741.1	XP_021699177.1
OG0003143	XP_029342065.1, XP_029342064.1, XP_008183226.1	XP_021698784.1
OG0003144	XP_008183451.1	XP_021704577.1
OG0003145	XP_008183540.1, XP_008183541.1	XP_021712979.1
OG0003146	XP_008187333.1, XP_008183751.2	XP_001656515.2
OG0003147	XP_008183755.1	XP_021711895.1, XP_021703191.1
OG0003148	XP_008184036.1, XP_008184035.1	XP_021700145.1
OG0003149	XP_008184506.1	XP_001654230.1
OG0003150	XP_008184799.1, XP_008189348.1	XP_001652881.1
OG0003151	XP_008185860.1	XP_021698374.1, XP_021698373.1
OG0003152	XP_008186705.1	XP_021694662.1
OG0003153	XP_008186710.1, XP_008186711.1, XP_008187680.1	XP_011493480.1, XP_021701209.1
OG0003154	XP_008186815.1, XP_008186819.1	XP_021711955.1, XP_021700332.1, XP_021694752.1, XP_021694754.1
OG0003155	XP_008186965.1	XP_021693763.1
OG0003156	XP_008187199.2	XP_021693658.1, XP_021693085.1, XP_021693084.1
OG0003157	XP_008187206.1	XP_021704525.1
OG0003158	XP_008187263.1	XP_001651370.2
OG0003159	XP_008187469.1	XP_001660477.2
OG0003160	XP_008187545.1, XP_016663550.1	XP_001651369.1
OG0003162	XP_008187942.1	XP_001661213.2
OG0003163	XP_008188171.1	XP_001651051.1
OG0003164	XP_008188281.1	XP_021692950.1, XP_021692954.1, XP_021692944.1
OG0003165	XP_008188555.1, XP_008188560.1, XP_008188557.1, XP_008188556.1, XP_008188559.1, XP_008188558.1	XP_001659733.2
OG0003166	XP_008189816.1	XP_021701100.1
OG0003167	XP_029345674.1, XP_008190043.1	XP_001654672.2, XP_021693954.1, XP_021700118.1
OG0003168	XP_016655932.1	XP_021705431.1, XP_021712048.1
OG0003169	XP_016656529.1, XP_029344324.1, XP_016656531.1, XP_016656530.1, XP_016656533.1, XP_016656532.1	XP_001647884.1
OG0003171	XP_016656928.1	XP_021696762.1
OG0003172	XP_016657813.1	XP_001658550.2
OG0003173	XP_016657843.1	XP_001650495.1
OG0003174	XP_016658636.1	XP_001659882.2
OG0003175	XP_016659143.1, XP_016659144.1	XP_021709481.1
OG0003176	XP_016660302.1	XP_001661658.2, XP_021699842.1, XP_021699843.1
OG0003177	XP_016660598.1, XP_016660599.1, XP_029345197.1	XP_021713352.1, XP_001653897.2
OG0003178	XP_016660780.1	XP_021710084.1
OG0003179	XP_016662476.1	XP_021713408.1
OG0003180	XP_016663129.1	XP_001648485.2
OG0003181	XP_016663210.1	XP_021712515.1
OG0003182	XP_016663470.1	XP_021707793.1, XP_001661094.2
OG0003183	XP_016663637.1	XP_021709444.1
OG0003184	XP_016663835.1	XP_021707166.1, XP_021705041.1
OG0003185	XP_016663914.1	XP_021694887.1
OG0003186	XP_029347619.1	XP_021712397.1
OG0003186	XP_029341148.1	XP_021693585.1
OG0003187	XP_029341626.1	XP_001650263.1
OG0003188	XP_029341673.1, XP_029341672.1	XP_021696110.1, XP_021696108.1
OG0003189	XP_029341798.1	XP_001656813.2
OG0003190	XP_029342603.1, XP_029342602.1	XP_021704722.1
OG0003191	XP_029342618.1	XP_021709646.1, XP_021709645.1, XP_021709647.1, XP_021709642.1, XP_021709644.1, XP_021709643.1
OG0003192	XP_029343088.1	XP_001648319.1
OG0003193	XP_029343501.1	XP_021698787.1, XP_021698792.1
OG0003194	XP_029344191.1	XP_001649120.1
OG0003195	XP_029344542.1	XP_021707680.1
OG0003196	XP_029344559.1	XP_021700718.1, XP_021700719.1, XP_021700717.1, XP_021700720.1, XP_021700721.1, XP_021697174.1, XP_021697173.1, XP_021697172.1
OG0003197	XP_029344863.1	XP_021698462.1, XP_021698463.1
OG0003199	XP_029344896.1	XP_021696884.1, XP_001650013.1, XP_001660590.2
OG0003200	XP_029344949.1, XP_029344904.1	XP_021701228.1
OG0003201	XP_029344999.1	XP_001648853.2, XP_021700846.1, XP_021711840.1, XP_021711841.1
OG0003202	XP_029345095.1, XP_029345096.1	XP_021701420.1
OG0003203	XP_029345224.1	XP_001660508.1
OG0003206	XP_029345312.1, XP_029345314.1, XP_029345311.1, XP_029345313.1	XP_021695040.1
OG0003207	XP_029345608.1	XP_021693144.1
OG0003208	XP_029345978.1	XP_021707547.1, XP_001656425.2, XP_001651933.1, XP_021710627.1, XP_001651935.1
OG0003209	XP_029346256.1	XP_021697678.1
OG0003210	XP_029346272.1	XP_021697024.1, XP_021697022.1
OG0003211	XP_029346377.1, XP_029346378.1, XP_029346376.1	XP_021705914.1
OG0003212	XP_029346962.1	XP_021703710.1, XP_021703689.1
OG0003213	XP_029346987.1, XP_029346988.1	XP_021704041.1, XP_021695181.1
OG0003214	XP_029347199.1	XP_021694526.1, XP_001660127.1
OG0003215	XP_029347548.1	XP_001657974.1
OG0003262	NP_001119632.1	XP_001650445.1
OG0003263	NP_001119644.1, XP_008182973.1	XP_021700500.1, XP_021700499.1, XP_001663281.1
OG0003264	NP_001119645.2	XP_001656737.2, XP_001655991.1
OG0003265	NP_001119665.1	XP_021694723.1
OG0003266	NP_001119680.1, NP_001155410.1	XP_001649556.1, XP_021705653.1
OG0003267	NP_001128191.1, NP_001128192.1, XP_029342004.1	XP_021699636.1
OG0003268	XP_029346907.1, NP_001129372.1	XP_021698485.1
OG0003269	NP_001135925.1, XP_008179390.1	XP_021703649.1
OG0003270	NP_001153315.1, XP_029343900.1	XP_021704939.1
OG0003271	XP_008179119.1, NP_001153316.1	XP_021710265.1
OG0003272	NP_001155405.1	XP_001653696.1
OG0003273	XP_001952060.1, XP_016657380.1, NP_001155438.1, XP_008187191.1, XP_008187189.1	XP_001653924.1
OG0003274	XP_008184524.1, NP_001155459.1	XP_001658021.2
OG0003275	NP_001155469.1, NP_001155582.1, XP_008184835.1	XP_001657521.1
OG0003276	XP_016663063.1, NP_001155470.1, XP_003248822.2	XP_021697118.1
OG0003277	NP_001155472.1	XP_001661207.1
OG0003279	NP_001155474.1, XP_029341888.1	XP_001661998.1
OG0003280	NP_001155506.1	XP_001658236.2
OG0003281	NP_001155551.1	XP_001658991.1
OG0003282	NP_001155567.1	XP_001649622.2
OG0003284	NP_001155658.1	XP_021696322.1, XP_021696321.1
OG0003285	NP_001155681.1	XP_001659268.1
OG0003286	NP_001155743.1	XP_001660163.1
OG0003288	NP_001155793.1, XP_003248623.2	XP_001649677.1
OG0003289	NP_001155798.1	XP_021700858.1
OG0003290	NP_001155809.1	XP_001654878.1
OG0003291	XP_029344575.1, NP_001155928.1	XP_021701696.1
OG0003292	NP_001156064.1, NP_001280295.1	XP_001656392.1
OG0003293	NP_001156068.1	XP_001658168.2
OG0003294	NP_001156087.1	XP_001648357.1
OG0003295	NP_001156097.1, XP_008179602.1	XP_001650362.2
OG0003296	NP_001156099.1	XP_021702141.1, XP_021702142.1, XP_021702139.1
OG0003297	NP_001156183.1	XP_001653843.1
OG0003298	NP_001156222.1	XP_001655165.1
OG0003299	NP_001156233.1, XP_008184366.1	XP_001654378.1
OG0003300	NP_001156292.1	XP_001653954.1
OG0003301	NP_001156297.1	XP_001657126.1
OG0003302	NP_001157402.1	XP_001653777.1, XP_001653778.1, XP_021705202.1
OG0003303	NP_001164576.1, XP_029344821.1	XP_021710526.1
OG0003305	NP_001191906.1	XP_001649157.2
OG0003306	NP_001232939.1	XP_001652612.1, XP_001652611.1
OG0003307	NP_001232956.1, XP_008181268.1	XP_001663581.2
OG0003308	NP_001232959.1	XP_001653915.2
OG0003309	NP_001233006.1, XP_008187646.1	XP_021712709.1
OG0003310	NP_001233022.1	XP_021707371.1, XP_021707384.1
OG0003311	NP_001233054.1	XP_001653925.1
OG0003312	NP_001233061.1	XP_001651727.2
OG0003313	NP_001233079.1	XP_001653334.1
OG0003314	XP_008188881.1, NP_001233100.1	XP_001654754.1
OG0003316	NP_001280375.1, XP_008184944.1	XP_001654809.1
OG0003317	NP_001280390.1, XP_016656478.1	XP_001654973.1
OG0003318	XP_001945578.1, NP_001280440.1	XP_001657877.2
OG0003319	NP_001280461.1	XP_001651717.1
OG0003320	NP_001280478.1, XP_008185427.1	XP_001660206.1
OG0003321	NP_001313568.1	XP_001660444.2
OG0003322	XP_016657749.1, NP_001313575.1	XP_001652563.1
OG0003323	NP_001313577.1	XP_001663683.2
OG0003324	NP_001313582.1	XP_001660631.2
OG0003325	NP_001313603.1	XP_001658956.1
OG0003327	XP_001942770.2, XP_003244217.2	XP_001661986.1
OG0003328	XP_001942781.1	XP_021704754.1, XP_021704755.1
OG0003329	XP_001942784.1	XP_021705032.1
OG0003330	XP_016660940.1, XP_029345963.1, XP_001942786.1, XP_008184329.1	XP_021706500.1
OG0003331	XP_001942791.2	XP_021701904.1
OG0003332	XP_003242762.1, XP_016657834.1, XP_001942824.1	XP_001660857.1
OG0003333	XP_001942923.1	XP_001653626.2
OG0003334	XP_001943118.1	XP_021699166.1, XP_021699167.1, XP_021699162.1, XP_021699163.1, XP_021699164.1
OG0003335	XP_001943119.2	XP_001650006.1
OG0003336	XP_016664033.1, XP_001943186.1	XP_021712014.1, XP_001655672.2
OG0003337	XP_001943273.1	XP_001649042.2, XP_021712585.1
OG0003339	XP_008185744.1, XP_001943568.2	XP_001652367.1
OG0003340	XP_016663659.1, XP_001943637.2	XP_001650002.2
OG0003341	XP_001943662.1	XP_001657799.1
OG0003342	XP_008179196.1, XP_001943673.1	XP_021710632.1
OG0003343	XP_029346930.1, XP_001943707.1	XP_021712124.1, XP_001657979.2
OG0003344	XP_001945321.1, XP_016657038.2, XP_001946711.1, XP_001943734.1, XP_003249016.2	XP_021707463.1
OG0003345	XP_001943740.1	XP_001649429.1
OG0003346	XP_016659707.1, XP_001943771.2	XP_021694184.1
OG0003347	XP_001943800.2	XP_001656544.2, XP_021711205.1
OG0003348	XP_001943847.2	XP_001650004.2
OG0003349	XP_001943944.2	XP_001657302.2
OG0003350	XP_001944020.2	XP_001655940.2, XP_011493660.2
OG0003351	XP_008186526.1, XP_001944030.1	XP_001659444.2
OG0003352	XP_001944054.1	XP_021697528.1
OG0003353	XP_001944154.1	XP_021694839.1, XP_021694841.1, XP_021694843.1, XP_021694842.1, XP_021694840.1
OG0003354	XP_001944166.2	XP_021709575.1, XP_021709574.1
OG0003355	XP_001944232.2	XP_021700590.1, XP_001650055.2, XP_021700594.1, XP_021700593.1, XP_021700591.1, XP_021700592.1
OG0003356	XP_029346245.1, XP_029345797.1, XP_003245691.1, XP_001944413.3, XP_003241781.1	XP_001648071.1
OG0003357	XP_001944513.1	XP_021693013.1
OG0003358	XP_001944605.1	XP_001652642.1
OG0003360	XP_001944636.1	XP_001648287.1
OG0003361	XP_001944713.1	XP_001650262.2
OG0003362	XP_001944740.2	XP_021693650.1
OG0003363	XP_001944833.1	XP_001656427.1, XP_021711836.1, XP_021707574.1
OG0003364	XP_001944849.2	XP_021694038.1
OG0003365	XP_008185024.1, XP_001944857.2	XP_021701035.1
OG0003366	XP_001944878.1	XP_001659575.2
OG0003367	XP_016660683.2, XP_029346071.1, XP_001949672.2, XP_001946643.2, XP_001944884.3	XP_021710318.1
OG0003368	XP_001945022.2	XP_021704844.1
OG0003369	XP_001945043.2	XP_001660627.2, XP_021699394.1, XP_021699393.1
OG0003369	XP_008181399.1	XP_021700575.1
OG0003370	XP_001945119.2	XP_021705076.1
OG0003371	XP_001945137.1	XP_011493668.1
OG0003372	XP_001945221.1	XP_001656211.1
OG0003373	XP_001945270.2, XP_016658990.1	XP_021713250.1
OG0003374	XP_001945319.1, XP_016656412.1	XP_021695253.1, XP_021695330.1, XP_021695285.1, XP_021713040.1
OG0003375	XP_001945364.1, XP_029346690.1, XP_008181883.1, XP_016660354.1, XP_029341059.1	XP_001655655.1
OG0003376	XP_016661812.1, XP_001945425.2	XP_001661824.1
OG0003377	XP_001945461.1	XP_001662233.1, XP_021705327.1
OG0003378	XP_001945487.2, XP_029344171.1	XP_001659363.2
OG0003379	XP_001945513.4, XP_008185599.1, XP_008180419.1	XP_001660121.2, XP_021702117.1
OG0003380	XP_001945568.2	XP_021696042.1
OG0003381	XP_001945577.1	XP_021700932.1, XP_001651179.1
OG0003382	XP_003242238.1, XP_001945605.1, XP_001952412.1	XP_021706883.1
OG0003383	XP_001945721.2, XP_029347247.1	XP_021697536.1
OG0003384	XP_001945770.2	XP_001650813.1
OG0003385	XP_001945853.1	XP_021700187.1
OG0003386	XP_001945864.2	XP_021702111.1, XP_001660118.2, XP_021702107.1
OG0003387	XP_001945876.1	XP_021700800.1
OG0003388	XP_001945889.2, XP_008178614.1	XP_021701053.1, XP_021701054.1
OG0003389	XP_001945896.1	XP_021700040.1, XP_001651259.2
OG0003390	XP_001945905.1	XP_001658447.1
OG0003391	XP_001945906.2, XP_016661859.1	XP_001654317.2, XP_021705665.1
OG0003392	XP_001945926.2	XP_021693393.1
OG0003393	XP_016660179.1, XP_001945950.2	XP_001656145.1
OG0003394	XP_001946048.4	XP_021705938.1, XP_021705930.1
OG0003395	XP_001946117.2	XP_021705169.1, XP_001664040.1
OG0003396	XP_001946123.1	XP_011493008.1, XP_001648074.1, XP_001651742.1
OG0003397	XP_008185937.1, XP_001946216.2	XP_001662676.2
OG0003398	XP_001951661.1	XP_021712996.1
OG0003399	XP_016657973.1, XP_001946261.1	XP_021701868.1
OG0003400	XP_001946339.1	XP_021698320.1
OG0003401	XP_001946495.2, XP_029347566.1	XP_021706701.1
OG0003402	XP_001946561.2	XP_001661872.2
OG0003403	XP_001946655.2, XP_003247032.1	XP_001662660.2, XP_021700440.1, XP_021700427.1
OG0003404	XP_029346329.1, XP_001946747.2	XP_021700429.1
OG0003405	XP_001946794.1	XP_021710455.1, XP_021710454.1, XP_021710453.1, XP_021710452.1
OG0003406	XP_008185012.1, XP_001946819.2	XP_021694133.1
OG0003407	XP_001946852.1	XP_001647891.2
OG0003408	XP_001946858.2	XP_021694851.1
OG0003409	XP_001946987.1	XP_021702362.1
OG0003410	XP_016656491.1, XP_001947020.1	XP_021700406.1, XP_021700409.1
OG0003411	XP_001947052.2	XP_021699680.1
OG0003412	XP_016664104.1, XP_001947061.2	XP_001648070.2
OG0003413	XP_001947112.2	XP_021696036.1, XP_021696037.1
OG0003414	XP_001947167.2, XP_001947293.1, XP_003241077.1, XP_008190099.1	XP_021711683.1
OG0003416	XP_001947340.2	XP_021708247.1, XP_021708246.1, XP_021708249.1, XP_021708248.1, XP_021708250.1
OG0003417	XP_001947348.4, XP_029346570.1	XP_001658908.2
OG0003418	XP_016663240.1, XP_016663241.1, XP_001947412.2	XP_021703640.1, XP_021703619.1, XP_021703618.1
OG0003419	XP_001947457.2, XP_029347785.1	XP_001660456.1
OG0003420	XP_001947467.1	XP_021708394.1
OG0003421	XP_001947620.2	XP_001648755.2
OG0003422	XP_001947696.1	XP_001656800.1, XP_001656798.1, XP_021705650.1
OG0003423	XP_001947741.1	XP_021695646.1, XP_021695645.1, XP_021695647.1
OG0003424	XP_016659524.1, XP_003245455.1, XP_001947743.1, XP_003240268.1, XP_003243480.2	XP_001650523.1
OG0003425	XP_001947752.2	XP_001653134.2
OG0003426	XP_001947902.2	XP_021705984.1, XP_021712512.1
OG0003427	XP_001952385.2, XP_001947924.2, XP_001947908.2	XP_001648286.1
OG0003428	XP_001948130.1	XP_001647965.1
OG0003429	XP_001948239.2	XP_021696706.1, XP_021696705.1
OG0003430	XP_001948242.1	XP_021710717.1
OG0003431	XP_001948295.1	XP_021704453.1, XP_001662837.1
OG0003432	XP_001948312.1	XP_021710913.1
OG0003433	XP_001948385.2	XP_021700193.1
OG0003435	XP_001948429.2, XP_008179249.1, XP_029343840.1, XP_029342584.1	XP_021697365.1
OG0003436	XP_001948504.2	XP_021694249.1
OG0003437	XP_001948597.3	XP_001649939.1
OG0003438	XP_029343995.1, XP_001948646.1, XP_016663633.1, XP_008187682.1	XP_021697959.1
OG0003439	XP_001948678.2	XP_021704207.1
OG0003441	XP_029346557.1, XP_001948873.1, XP_016659482.1	XP_021708276.1
OG0003442	XP_001948878.2	XP_021704572.1
OG0003443	XP_001948942.1	XP_021705165.1, XP_021706176.1, XP_001654768.2
OG0003444	XP_008184847.1, XP_001948995.2, XP_001949035.2	XP_001657164.2
OG0003445	XP_001949068.2	XP_001653709.2
OG0003446	XP_001949172.2	XP_001658067.2
OG0003447	XP_001949175.1, XP_008188157.1, XP_003247963.1	XP_001648069.1
OG0003449	XP_001949300.2	XP_021695718.1, XP_021695722.1
OG0003450	XP_029347434.1, XP_001949386.1	XP_001647935.2, XP_001647937.2, XP_001647936.2
OG0003451	XP_001949443.1, XP_008182268.1	XP_021713405.1
OG0003452	XP_001949579.2	XP_021705078.1, XP_021705079.1, XP_021705080.1
OG0003453	XP_001949581.1	XP_001654273.2
OG0003454	XP_001949590.1	XP_001662432.1
OG0003455	XP_001949601.1	XP_001657756.2
OG0003456	XP_001949728.1	XP_001648651.1
OG0003457	XP_001949847.3	XP_001661208.1
OG0003458	XP_001949938.1	XP_001652791.2
OG0003459	XP_003246026.1, XP_001949988.2	XP_001650928.1
OG0003460	XP_001950150.1, XP_016659321.1, XP_008187444.1	XP_001661200.1, XP_021712284.1
OG0003461	XP_001950219.2	XP_021702974.1, XP_021702992.1
OG0003462	XP_001950312.3, XP_001952645.2, XP_016662209.1	XP_021712659.1, XP_021697265.1
OG0003463	XP_001950362.2	XP_001649212.2
OG0003464	XP_001950406.1	XP_001659196.2
OG0003465	XP_003242582.1, XP_001950487.1	XP_001650323.1
OG0003466	XP_001950497.2	XP_001650815.2
OG0003467	XP_001950565.1	XP_001656428.1
OG0003468	XP_001950656.2	XP_021706135.1, XP_021712256.1
OG0003470	XP_029341385.1	XP_021697599.1, XP_021697600.1, XP_021697598.1, XP_021697596.1
OG0003471	XP_001951022.1	XP_001664029.1, XP_021694734.1
OG0003472	XP_001951071.2	XP_021709179.1
OG0003473	XP_001951088.1	XP_001663844.1
OG0003474	XP_001951216.1	XP_001660095.2, XP_021712864.1
OG0003475	XP_008185936.1, XP_016662274.1, XP_001951232.1	XP_001664044.1
OG0003476	XP_001951345.2	XP_021704549.1, XP_021704550.1
OG0003477	XP_001951463.1	XP_011493555.1
OG0003478	XP_001951473.1	XP_021704956.1, XP_021704957.1, XP_001663120.1
OG0003479	XP_001951613.2, XP_001951588.1	XP_021698798.1
OG0003480	XP_001951654.1, XP_003243111.1	XP_001653389.1
OG0003481	XP_001951672.1	XP_021698973.1
OG0003482	XP_001951686.1	XP_021707584.1
OG0003483	XP_008182013.1, XP_001951763.1	XP_001650303.1
OG0003484	XP_001951769.1	XP_001656451.2
OG0003485	XP_008187413.1, XP_003248591.3, XP_001951824.1	XP_021693874.1
OG0003486	XP_001951912.1	XP_001660583.2
OG0003487	XP_001952144.2	XP_021694695.1
OG0003488	XP_001952182.2	XP_021705877.1, XP_001652210.1
OG0003489	XP_001952220.2	XP_021698111.1, XP_001648011.1, XP_001651232.2
OG0003491	XP_016661005.1, XP_001952370.2	XP_001656061.1
OG0003493	XP_001952446.1	XP_001648225.1, XP_001648224.1
OG0003494	XP_001952473.1	XP_001657669.2
OG0003495	XP_001952501.1	XP_021693960.1, XP_021693959.1, XP_021693958.1, XP_021693957.1, XP_021693956.1, XP_021693955.1
OG0003496	XP_029341064.1, XP_001952620.1, XP_016665155.1	XP_021697821.1
OG0003497	XP_001952647.1, XP_008185303.1	XP_021707132.1, XP_021712764.1, XP_021705146.1
OG0003498	XP_001952675.1	XP_001651510.2
OG0003499	XP_001952681.2	XP_021711565.1
OG0003500	XP_001952759.1	XP_021698173.1
OG0003501	XP_003240049.1, XP_016658932.1	XP_021708648.1, XP_021708649.1, XP_001660026.1
OG0003502	XP_003240230.1	XP_001661830.1
OG0003503	XP_003240263.1, XP_029342193.1	XP_021704432.1
OG0003504	XP_003240303.1	XP_021712713.1, XP_001650890.2
OG0003506	XP_003241120.1	XP_001660737.2
OG0003507	XP_003241192.1, XP_016655970.1	XP_001652711.2
OG0003508	XP_003241234.1, XP_003241233.1	XP_021694125.1
OG0003509	XP_003241236.1	XP_021700503.1
OG0003510	XP_003241246.1	XP_021705802.1
OG0003511	XP_003241376.1	XP_021704391.1, XP_021704392.1
OG0003512	XP_008179169.1, XP_003241811.2	XP_021710188.1
OG0003513	XP_003241912.1	XP_021696112.1
OG0003514	XP_003242055.1	XP_021712069.1, XP_001654201.1
OG0003515	XP_003242169.1	XP_021705993.1
OG0003516	XP_003242256.1	XP_001655445.1
OG0003517	XP_003242428.1	XP_001658626.2
OG0003518	XP_029343551.1, XP_003242563.1, XP_008182183.1	XP_001663586.1
OG0003519	XP_003242937.1	XP_021706584.1
OG0003520	XP_003243058.1	XP_021709532.1, XP_021709534.1, XP_021709536.1
OG0003521	XP_003243849.1	XP_021693355.1, XP_021693358.1, XP_021693352.1
OG0003523	XP_003243991.1, XP_008182922.2	XP_001661656.2
OG0003524	XP_003244035.1	XP_001664284.1
OG0003525	XP_016659508.2, XP_003244215.1	XP_021696876.1, XP_021696874.1, XP_021696875.1
OG0003527	XP_003244330.1, XP_003244329.1, XP_008182798.1	XP_021713117.1
