Orthogroup	Acyrthosiphon_pisum	Tribolium_castaneum
OG0003859	XP_001945207.2	XP_015834394.1, XP_015834393.1, XP_974118.3
OG0003860	XP_001951861.2, XP_029347656.1, XP_001945243.1, XP_029341380.1	XP_973280.1, XP_015840621.1
OG0003861	XP_001945258.1	XP_973525.1
OG0003862	XP_001945273.1	XP_008190999.1
OG0003863	XP_001945307.2, XP_016663223.1	XP_015834597.1
OG0003864	XP_001945341.1	XP_015833071.1
OG0003865	XP_001945587.2	XP_001812177.1
OG0003866	XP_001945589.1	XP_967025.1
OG0003867	XP_001945644.2	XP_970705.2
OG0003868	XP_029347890.1, XP_001945758.1, XP_003244583.1	XP_973776.1
OG0003869	XP_001945969.1, XP_029343747.1, XP_029343748.1, XP_008184637.1	XP_015832930.1
OG0003870	XP_001946018.2, XP_029344724.1, XP_029344725.1	XP_970066.1
OG0003871	XP_001946053.3, XP_008178793.1	XP_015838454.1
OG0003872	XP_003240388.2, XP_029341196.1, XP_001946108.2	XP_975022.2
OG0003873	XP_001946132.1	XP_015835685.1
OG0003874	XP_001946140.1	XP_015837379.1, XP_975417.1
OG0003875	XP_001946199.1	XP_975557.1, XP_015837369.1
OG0003876	XP_001946205.5	XP_008197992.1
OG0003877	XP_001946225.1, XP_008179331.1	XP_974842.2
OG0003878	XP_001946282.3	XP_008195459.1
OG0003879	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1	XP_966633.1
OG0003880	XP_001946327.2	XP_970460.1
OG0003881	XP_001946547.1, XP_008189573.1	XP_966933.2
OG0003883	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1	XP_008199828.1
OG0003884	XP_001946729.2	XP_968624.3, XP_968774.1
OG0003885	XP_001946730.1	XP_008197340.1
OG0003886	XP_001946793.1	XP_972673.1
OG0003887	XP_001946898.1	XP_967126.1
OG0003888	XP_001946943.2	XP_972409.1
OG0003889	XP_001947064.1, XP_001950350.1	XP_976189.2
OG0003890	XP_001947073.1	XP_973593.1
OG0003891	XP_001947218.2	XP_969757.1
OG0003892	XP_003246046.1, XP_003240667.1, XP_001947246.1	XP_008199505.1
OG0003893	XP_001947253.1	XP_015835782.1
OG0003894	XP_003242316.1, XP_029348614.1, XP_001947347.2	XP_970377.1
OG0003895	XP_001947487.1	XP_015839580.1
OG0003896	XP_003244016.1, XP_001950659.1, XP_001947545.2	XP_008195445.1
OG0003897	XP_001947564.2	XP_008193928.1
OG0003898	XP_001947588.2	XP_967648.1
OG0003899	XP_001947595.2	XP_974860.1
OG0003900	XP_016657440.1, XP_001947713.3	XP_971106.1
OG0003901	XP_001947756.1	XP_015833779.1
OG0003902	XP_001947769.2	XP_008190947.1
OG0003903	XP_001947783.3	XP_008190604.1
OG0003904	XP_001947910.1	XP_967597.1
OG0003906	XP_001948005.1	XP_970238.1
OG0003907	XP_001948184.2	XP_975330.1
OG0003908	XP_001948190.2	XP_008198904.2
OG0003909	XP_008188131.1, XP_001948205.2, XP_029346791.1	XP_966529.2
OG0003910	XP_001948398.2	XP_008194700.1
OG0003911	XP_001948475.2	XP_008196593.1
OG0003912	XP_001948509.2	XP_008198089.1
OG0003913	XP_008189865.1, XP_001948669.2	XP_015833341.1
OG0003914	XP_001948813.1	XP_973214.1
OG0003915	XP_001948850.2, XP_016664457.1	XP_008190310.1
OG0003916	XP_001948870.2	XP_015836759.1
OG0003918	XP_001948892.2, XP_029342874.1, XP_029342875.1	XP_008199603.1
OG0003919	XP_001948898.1	XP_008192242.1, XP_015834843.1
OG0003920	XP_001948976.1	XP_008193432.1
OG0003921	XP_001948985.1	XP_008192860.1
OG0003922	XP_001949071.2	XP_969270.1
OG0003923	XP_001949183.2	XP_008192619.1
OG0003924	XP_001949258.2	XP_008192100.1
OG0003925	XP_001949278.1	XP_975236.2
OG0003926	XP_008178997.1, XP_001949288.2	XP_966598.1
OG0003927	XP_001949298.1	XP_970461.1
OG0003928	XP_003246652.1, XP_001949388.2, XP_008186215.1	XP_968656.1, XP_967956.1
OG0003929	XP_001949455.1	XP_971431.2
OG0003930	XP_003248224.1, XP_001949484.2	NP_001157646.1, XP_008193597.1
OG0003931	XP_001949495.1	XP_975596.1
OG0003932	XP_001949508.2	XP_008192247.1
OG0003933	XP_001949541.1	XP_971638.1
OG0003934	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1	XP_975180.1
OG0003935	XP_001949785.1	XP_969262.1
OG0003936	XP_001950018.1	NP_001107771.1, NP_001155998.1
OG0003937	XP_001950019.2	XP_970913.2
OG0003938	XP_001950061.2	XP_008199062.1
OG0003939	XP_001950067.2	XP_008195211.1
OG0003940	XP_001950086.2	XP_970021.1
OG0003941	XP_001950247.1	XP_973213.1
OG0003942	XP_001950298.2	XP_968071.1
OG0003943	XP_001950368.3	XP_971663.1
OG0003944	XP_029342219.1, XP_001950375.1, XP_029344247.1	XP_967107.1
OG0003945	XP_016656392.1, XP_001950376.1, XP_016656393.1	XP_971994.1
OG0003946	XP_001950380.1	NP_001036035.1
OG0003947	XP_001950488.2	XP_971869.2
OG0003948	XP_001950499.3	XP_975386.1
OG0003950	XP_001950597.1	XP_967363.1
OG0003951	XP_001950703.1	XP_001810409.1
OG0003952	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1	XP_970265.1
OG0003953	XP_001950785.1	XP_008200828.1
OG0003954	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1	XP_008196812.1
OG0003955	XP_001950884.1	XP_972946.1
OG0003956	XP_001950982.1	XP_969759.2
OG0003957	XP_001950987.1	XP_969043.1
OG0003958	XP_008187611.1, XP_001951009.2	XP_970031.1
OG0003959	XP_001951019.2	XP_973143.1, XP_015833394.1
OG0003960	XP_001951100.1, XP_008182492.1	XP_967119.1
OG0003961	XP_001951227.2	XP_969916.1
OG0003962	XP_001951372.2	XP_967654.1
OG0003963	XP_001951429.1	XP_015840458.1
OG0003964	XP_001951601.1	XP_967085.1
OG0003965	XP_001951710.1, XP_016662434.1, XP_008186106.1	XP_966589.1
OG0003966	XP_001951807.1	XP_971870.2, XP_008195547.1
OG0003967	XP_001951859.1	XP_969882.2
OG0003968	XP_001952043.1	XP_974311.1
OG0003969	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2	XP_008195058.1, XP_015836574.1
OG0003970	XP_001952292.1	XP_008194286.1
OG0003971	XP_001952327.2	XP_001810967.2, XP_015840150.1
OG0003972	XP_029348232.1, XP_001952345.1	XP_974179.1
OG0003973	XP_001952355.1	XP_008192553.1, XP_015834920.1
OG0003974	XP_001952405.1	XP_975249.1
OG0003975	XP_029342158.1, XP_001952469.1	XP_008191775.1
OG0003976	XP_001952484.1, XP_029345704.1, XP_029344829.1	XP_967156.1
OG0003977	XP_001952504.1	XP_970551.1, XP_015836824.1
OG0003978	XP_001952564.1	XP_972024.2
OG0003979	XP_001952579.3	XP_974935.1
OG0003980	XP_001952581.1	XP_973315.1
OG0003981	XP_001952625.2	XP_008200886.1
OG0003982	XP_003245839.1, XP_001952627.2	XP_967495.1
OG0003983	XP_001952666.2	XP_008199886.1
OG0003984	XP_001952756.2, XP_003244750.1, XP_008183410.1	XP_015838220.1
OG0003985	XP_001952858.2	XP_008191229.1
OG0003986	XP_001952875.2, XP_008182754.1, XP_008182755.1	XP_008196788.1, XP_008196789.1, XP_008196790.1
OG0003987	XP_003240357.1	XP_008199167.1, XP_008191281.2
OG0003988	XP_003240647.1	XP_008195928.1
OG0003989	XP_003240969.1	XP_015834581.1
OG0003990	XP_003241069.3, XP_003249006.2	XP_008200880.1
OG0003990	XP_003242527.1	XP_966698.2
OG0003991	XP_003241415.1	XP_008191408.1
OG0003992	XP_003241580.1	XP_008199002.1
OG0003993	XP_008178727.1, XP_003241610.1	NP_001280539.1, XP_008201193.2
OG0003994	XP_003241685.1, XP_008178832.1	XP_008197496.1
OG0003995	XP_003241698.3, XP_029347519.1, XP_016656548.1	XP_973777.1
OG0003996	XP_003242191.1	XP_967605.1
OG0003997	XP_003242276.1, XP_003247927.1	XP_015833280.1
OG0003998	XP_003242376.1	XP_973175.1
OG0003999	XP_003242605.1	XP_008199328.1
OG0004000	XP_008183189.1, XP_029342808.1, XP_003242619.1	XP_974655.2
OG0004001	XP_003242784.1	XP_973078.1
OG0004002	XP_003242837.1	NP_001139385.1
OG0004003	XP_003242877.1	XP_974994.2
OG0004004	XP_003242949.1	XP_008194878.2, XP_008191520.2, XP_008197170.1
OG0004005	XP_003243356.1	XP_008199060.1
OG0004006	XP_003243499.1	XP_008195822.1
OG0004008	XP_003243801.2	XP_008200823.1, XP_001813540.1
OG0004009	XP_003244002.1, XP_003244010.1	XP_972093.1, XP_972042.1
OG0004010	XP_003244233.1	XP_971563.1
OG0004011	XP_003244402.1	XP_008191730.1, NP_001034498.1, XP_008194789.1
OG0004012	XP_003245275.1	XP_015835401.1, XP_971438.1, XP_008200443.1
OG0004013	XP_003245365.1	XP_008195231.1
OG0004014	XP_029344034.1, XP_003245369.1	XP_971231.2
OG0004015	XP_016663354.1	XP_015838354.1
OG0004015	XP_029343300.1, XP_029342121.1	XP_001807518.1
OG0004015	XP_003245777.1	XP_001812199.1
OG0004016	XP_029342325.1	XP_970625.1
OG0004017	XP_003246135.1	XP_015833203.1
OG0004018	XP_003246201.1	XP_972649.1
OG0004019	XP_003246415.1, XP_029342049.1	XP_008193009.1
OG0004020	XP_003246485.2	XP_008199027.1
OG0004021	XP_003246496.1	XP_015838970.1
OG0004022	XP_003246762.1	XP_973740.1
OG0004023	XP_003246871.2, XP_008186541.1	XP_969218.1
OG0004024	XP_029347323.1, XP_016662784.1, XP_003246874.1, XP_003246873.1	XP_008195015.1
OG0004025	XP_003246983.1	XP_973368.1
OG0004026	XP_003247003.1	XP_008196413.1
OG0004027	XP_003247146.1	XP_008191799.1
OG0004028	XP_003247231.1	XP_008193539.1, XP_008193541.1
OG0004029	XP_003247295.1	XP_008191687.1
OG0004030	XP_003247407.1	XP_015838189.1, XP_001810411.2
OG0004031	XP_003247630.1	XP_971311.1
OG0004032	XP_003247672.1, XP_008187693.1, XP_003248934.3	XP_015833719.1, XP_015833722.1
OG0004033	XP_003247913.1	XP_008199088.1
OG0004034	XP_003248165.1	XP_008198714.2
OG0004035	XP_003248194.1	XP_008193230.1
OG0004036	XP_003248254.1	XP_008201142.1
OG0004037	XP_003248335.1	XP_015840646.1
OG0004038	XP_003248689.1, XP_029343673.1	XP_015836539.1
OG0004040	XP_008178620.1	XP_970388.3, XP_971501.1
OG0004041	XP_008178679.1	XP_008191528.1
OG0004042	XP_008178680.1, XP_008178681.1, XP_016656432.1	XP_008195985.1
OG0004043	XP_008178865.1, XP_029346647.1	XP_973667.2
OG0004044	XP_029341758.1, XP_008178965.1	XP_008198875.1
OG0004045	XP_008178980.2	XP_015839256.1
OG0004046	XP_008179028.1	XP_008192282.1
OG0004047	XP_008179453.1, XP_008179452.1, XP_016656998.1	XP_974227.1
OG0004048	XP_008188917.1, XP_008179528.1	XP_967372.1
OG0004049	XP_008179642.1	XP_008197802.1, XP_008197801.1, XP_008197800.1
OG0004050	XP_008179692.1	XP_008195122.1, XP_970868.2
OG0004051	XP_008180014.1	XP_974020.1
OG0004052	XP_008180268.1	XP_008199650.1
OG0004053	XP_008180418.1	XP_974680.2
OG0004054	XP_008180420.1	XP_008192914.1
OG0004055	XP_008180435.1	XP_015833846.1
OG0004056	XP_008180588.1	XP_008195938.1
OG0004058	XP_008180684.1	XP_974520.1
OG0004059	XP_008181328.1	XP_972737.1
OG0004060	XP_008181545.1	XP_008196217.1, NP_001034489.1
OG0004061	XP_029345940.1, XP_029345941.1, XP_008181672.1, XP_016658831.1	XP_008196752.1
OG0004062	XP_008181730.1	XP_015834690.1
OG0004063	XP_008181930.1	XP_001812873.1
OG0004064	XP_008181977.1, XP_029342434.1, XP_008188948.2	XP_973062.1
OG0004065	XP_008181995.1	XP_008192200.1
OG0004066	XP_008182047.1	XP_972292.1
OG0004067	XP_008182186.2	XP_015840433.1
OG0004068	XP_008182193.1, XP_008182195.1	XP_008190826.2
OG0004069	XP_008182528.1	XP_008201245.1, NP_001034523.1
OG0004070	XP_008183001.1	XP_008199140.1
OG0004071	XP_008183264.1	XP_008197437.1
OG0004072	XP_029345811.1, XP_008183519.1	XP_967828.1
OG0004073	XP_016660272.1, XP_016660273.1, XP_016660271.1, XP_008183569.1	XP_008195023.1
OG0004074	XP_008183932.1	XP_971974.1
OG0004075	XP_008184012.1	XP_974480.1
OG0004076	XP_008184022.1, XP_016660688.1	XP_008197602.1
OG0004077	XP_008184230.1	XP_008200432.1
OG0004078	XP_029341311.1, XP_008184314.1	NP_001171929.1
OG0004079	XP_008184399.1, XP_008184398.1	XP_008193389.1
OG0004080	XP_008184464.1	XP_970851.2
OG0004081	XP_008184572.1	XP_015839808.1, XP_008198788.1, XP_971940.1
OG0004082	XP_008184682.1	XP_008195644.1
OG0004083	XP_016661276.1, XP_008184685.1, XP_008184687.1, XP_008184686.1, XP_008184688.1	XP_970814.1
OG0004084	XP_008184763.1, XP_008184762.1	XP_015835436.1
OG0004085	XP_008185211.1	XP_008192975.1
OG0004086	XP_008185337.1	XP_008198047.1
OG0004087	XP_008185477.1	XP_008201212.1
OG0004088	XP_008185509.1, XP_008185510.1	XP_972897.1
OG0004089	XP_008185580.2	XP_015838276.1
OG0004090	XP_008185774.1	XP_974424.1
OG0004091	XP_008185869.1	XP_971395.1
OG0004092	XP_008185914.1, XP_008185915.1, XP_008185911.1, XP_008185912.1	XP_972402.1
OG0004093	XP_008185942.1	XP_967425.2
OG0004094	XP_008186104.1	XP_967732.1
OG0004095	XP_008186144.1	XP_971366.1
OG0004096	XP_008186216.1, XP_016662530.1	XP_015840766.1
OG0004097	XP_008186301.1	XP_015837446.1
OG0004098	XP_008186356.1	XP_967675.1
OG0004099	XP_008186674.2, XP_029342134.1	XP_008201158.1
OG0004100	XP_008186784.1	XP_972331.1, XP_008193577.1, XP_015835869.1
OG0004101	XP_008186841.3	XP_974387.2
OG0004102	XP_008186987.1	XP_008193880.1
OG0004103	XP_008187264.1	XP_015835369.1
OG0004104	XP_008187276.1	XP_008192945.1
OG0004105	XP_029342366.1, XP_016663422.1, XP_008187402.1, XP_008189494.1	XP_973164.1
OG0004106	XP_008187471.2	XP_008193513.1
OG0004107	XP_008187818.1	XP_008190693.1
OG0004108	XP_008188019.1	XP_008197806.1
OG0004109	XP_008188046.1	XP_008199057.1
OG0004110	XP_008188174.1	XP_015836786.1
OG0004111	XP_008188458.1	XP_970719.1
OG0004112	XP_008188705.1, XP_029344888.1, XP_016664397.1, XP_016664396.1	XP_008198820.1
OG0004113	XP_008189347.1	XP_008199444.1
OG0004114	XP_008189922.1	XP_975196.1
OG0004116	XP_008190066.1, XP_008190060.1	XP_008194085.1
OG0004117	XP_008190109.1	XP_008190520.2
OG0004119	XP_016656390.1	XP_015836298.1
OG0004120	XP_016656621.1	XP_971225.1
OG0004121	XP_016657144.1	XP_974527.1
OG0004122	XP_016657495.1	XP_972254.1
OG0004123	XP_016657568.1	XP_015837500.1
OG0004124	XP_016657918.1	XP_001813052.2
OG0004125	XP_016658011.1	XP_008197369.1, XP_008197368.1
OG0004126	XP_016658066.2, XP_029346841.1	XP_015833114.1
OG0004127	XP_016658291.2	XP_015835835.1, XP_008193893.1
OG0004128	XP_016658616.1	NP_001158279.1, XP_008195076.1
OG0004129	XP_016658659.1	XP_968238.2
OG0004130	XP_016658715.1, XP_016664816.2	XP_015835407.1
OG0004131	XP_016658986.1	XP_015834593.1
OG0004132	XP_016659474.1	XP_008195790.1
OG0004133	XP_016659528.1, XP_029346876.1, XP_029346875.1	XP_008193571.1
OG0004134	XP_016660001.1, XP_029342773.1	XP_966548.1
OG0004135	XP_016660899.1	XP_969395.1
OG0004136	XP_016660932.1	XP_015838557.1, XP_967039.2
OG0004137	XP_016661121.1	XP_972661.2
OG0004138	XP_029346179.1, XP_016661925.1, XP_029346175.1	XP_008199722.1
OG0004139	XP_029341281.1, XP_016662172.1	XP_973779.1, XP_967521.1
OG0004140	XP_016662222.1	XP_971284.1
OG0004141	XP_016662254.1	XP_008195546.1, XP_971815.1
OG0004142	XP_016662508.1	XP_015833163.1, XP_015833173.1
OG0004143	XP_016662795.1	XP_015835654.1
OG0004144	XP_016662974.1, XP_029347110.1	XP_974174.1
OG0004145	XP_016662981.1	XP_966571.1
OG0004146	XP_016663028.1	XP_008193932.1
OG0004147	XP_016663111.1	XP_008199251.1
OG0004148	XP_016663378.1, XP_029343202.1	XP_008191391.1
OG0004149	XP_016663551.1	XP_015833182.1, XP_969301.4
OG0004150	XP_016663581.1	XP_970273.1
OG0004151	XP_016664428.2	XP_008193562.1
OG0004152	XP_029341078.1	XP_015838551.1, XP_015840222.1
OG0004153	XP_029342218.1, XP_029342690.1, XP_029341112.1	XP_008199980.1
OG0004154	XP_029342092.1, XP_029341636.1, XP_029341319.1	XP_975348.1
OG0004155	XP_029341322.1, XP_029346747.1	XP_008199045.1
OG0004157	XP_029343043.1, XP_029342091.1	XP_008200151.1
OG0004158	XP_029342204.1	XP_008194425.1
OG0004160	XP_029342691.1, XP_029342301.1	XP_008199427.1
OG0004161	XP_029342448.1	XP_008195570.1
OG0004162	XP_029342837.1	XP_008196673.1
OG0004163	XP_029342878.1	XP_015835252.1
OG0004164	XP_029343021.1	XP_008201024.2
OG0004165	XP_029343076.1	XP_015838044.1
OG0004166	XP_029343121.1	XP_969892.2
OG0004167	XP_029343235.1	XP_008196156.1
OG0004168	XP_029343310.1	XP_001812912.1
OG0004169	XP_029343407.1	XP_015835091.1, XP_008192376.1
OG0004170	XP_029343522.1	XP_008193690.1
OG0004171	XP_029343676.1	XP_967199.1
OG0004172	XP_029343776.1	XP_015834445.1
OG0004173	XP_029343802.1	XP_968786.2
OG0004174	XP_029343807.1	XP_015837602.1
OG0004175	XP_029348508.1, XP_029343944.1	XP_008193965.1
OG0004176	XP_029344143.1	XP_970249.2
OG0004177	XP_029344209.1	XP_008191243.1
OG0004178	XP_029344308.1	XP_015835999.1
OG0004179	XP_029344504.1	XP_001816025.1
OG0004180	XP_029344585.1	XP_015834995.1
OG0004181	XP_029345230.1	XP_972529.1
OG0004182	XP_029345607.1	XP_001810222.1
OG0004183	XP_029345661.1	XP_970649.1
OG0004184	XP_029345863.1	XP_972898.1
OG0004185	XP_029346652.1, XP_029346840.1	XP_015833808.1
OG0004186	XP_029346787.1	XP_015835671.1
OG0004187	XP_029346864.1	XP_008194310.1
OG0004188	XP_029346923.1	XP_015839343.1
OG0004189	XP_029347172.1	XP_015839172.1, XP_015839173.1
OG0004190	XP_029347231.1	XP_015836315.1
OG0004191	XP_029347281.1	XP_969809.1
OG0004192	XP_029347357.1	XP_972716.1
OG0004193	XP_029347372.1	XP_015837566.1
OG0004194	XP_029347499.1, XP_029347497.1, XP_029347498.1, XP_029347495.1, XP_029347496.1	XP_008192437.1
OG0004195	XP_029348100.1	XP_967373.1
OG0004275	NP_001119626.1, NP_001129462.1	XP_008201172.1
OG0004276	NP_001119646.1	XP_972907.1
OG0004277	NP_001119657.1	XP_969696.1
OG0004278	NP_001119663.1, NP_001119662.1	XP_975170.2
OG0004279	NP_001119666.1, XP_003245465.1	XP_975179.2
OG0004280	NP_001119675.1	XP_973533.1
OG0004281	NP_001123921.1, XP_008188986.1	XP_008195224.1
OG0004282	NP_001129370.1	XP_974347.1
OG0004283	NP_001129413.1	XP_008192466.1, NP_001165863.1
OG0004284	NP_001129593.1	XP_968064.1
OG0004285	NP_001153870.1, XP_008186968.1	XP_970899.1
OG0004286	NP_001155369.1	XP_968001.1
OG0004287	NP_001155370.1	XP_966498.1
OG0004288	XP_008185319.1, NP_001155384.1	XP_969265.1
OG0004289	NP_001155415.1	XP_008197558.1, XP_015838760.1
OG0004290	NP_001155423.1, XP_016660884.1	XP_971885.1
OG0004291	NP_001155441.1, XP_008179388.1	XP_968374.1
OG0004292	NP_001155465.1	XP_015837941.1
OG0004293	NP_001155480.1, XP_029341890.1	XP_972261.1
OG0004294	XP_003241876.1, NP_001155483.1	XP_974435.1
OG0004295	NP_001155521.1, XP_008185893.1	XP_971412.1
OG0004296	NP_001155531.1	XP_967959.1
OG0004297	NP_001155558.1	XP_966358.1
OG0004298	NP_001155571.1	XP_015834541.1
OG0004299	NP_001155591.1	XP_973645.1
OG0004300	NP_001155595.1	XP_008197771.1
OG0004301	NP_001155605.1	XP_972630.1
OG0004302	NP_001155613.1	XP_971610.1
OG0004303	XP_008189671.2, NP_001155616.1, XP_003248238.1, XP_001944808.1	XP_974854.1
OG0004304	XP_008181535.1, NP_001155617.1	XP_008190996.1
OG0004305	NP_001155670.1, XP_008183760.1	XP_967790.1
OG0004306	NP_001155673.1	XP_972464.1, XP_972413.1
OG0004307	NP_001155698.1	XP_015834916.1
OG0004308	NP_001155704.1	XP_975195.1
OG0004309	NP_001155716.1	XP_969903.1
OG0004310	NP_001155728.1	XP_969714.1
OG0004311	NP_001155739.1	XP_969723.1
OG0004312	NP_001155750.1	XP_969605.1
OG0004313	NP_001155761.1	XP_969250.1
OG0004314	XP_016664301.1, NP_001155778.1	XP_968017.1
OG0004315	XP_001948896.1, NP_001155788.1	XP_015833545.1
OG0004316	NP_001155797.1	XP_967058.1
OG0004317	NP_001155817.1	XP_970777.1
OG0004318	NP_001155818.1	XP_973769.1
OG0004319	NP_001155824.1	XP_008201675.1
OG0004320	NP_001155919.1	XP_008199303.1
OG0004321	NP_001155926.1, NP_001155925.1, XP_016662234.1	XP_971796.1
OG0004322	XP_008178254.1, NP_001156062.1	XP_008195533.1
OG0004323	NP_001156066.1, XP_008185270.1	XP_971760.1
OG0004324	NP_001156067.1	XP_973351.1
OG0004325	NP_001156081.1	NP_001128383.1
OG0004326	NP_001156083.1, XP_008179689.1	XP_001813029.1
OG0004327	NP_001156085.1	XP_015835634.1
OG0004328	XP_001950162.1, XP_001945150.1, NP_001156106.1	XP_969972.1
OG0004329	XP_001949539.1, NP_001156127.1, XP_001948464.1	XP_972456.1
OG0004330	XP_001943288.1, NP_001156150.1, XP_016664124.1	XP_966880.1
OG0004331	NP_001156159.1	XP_967746.1
OG0004332	NP_001156166.1	XP_008192042.1, XP_970786.1
OG0004333	NP_001156179.1	XP_971805.1
OG0004334	NP_001156180.1	XP_970161.2
OG0004335	NP_001156214.1	XP_008195989.1
OG0004336	NP_001156225.1	XP_971226.2
OG0004337	NP_001156248.1	XP_008194680.2
OG0004338	NP_001156273.1, XP_008182807.1	XP_971269.1
OG0004339	XP_016660093.1, NP_001156282.1	XP_968192.1
OG0004340	NP_001156293.1, XP_008182896.1	XP_972358.1
OG0004342	NP_001156298.1, XP_008188552.1	XP_971983.1
OG0004343	NP_001156302.1	XP_975131.1
OG0004344	NP_001156317.1	XP_967314.1
OG0004345	XP_029346854.1, NP_001156581.1	XP_970655.1
OG0004346	NP_001156584.1	XP_974710.1
OG0004347	NP_001156680.1	XP_972970.1
OG0004348	NP_001156824.1, XP_029344173.1	XP_970769.1
OG0004349	NP_001156840.1	XP_971370.1
OG0004350	XP_001952462.1, NP_001162110.1	XP_970528.1
OG0004351	XP_016659609.1, NP_001162111.1	XP_008196327.1, XP_972027.1
OG0004352	NP_001162146.1	XP_968697.1
OG0004353	XP_001946329.1, NP_001165433.1	XP_972343.1
OG0004354	NP_001191881.1, NP_001191880.1, XP_008181799.1	XP_008201302.1
OG0004355	NP_001232933.1	XP_975028.1
OG0004356	NP_001232946.1, XP_008181957.1	XP_968339.1
OG0004357	NP_001232948.1	XP_971110.1
OG0004358	NP_001232977.1	XP_972440.1
OG0004359	XP_008179668.1, NP_001232981.1	XP_008199086.1
OG0004360	NP_001233002.1	XP_974891.1
OG0004361	NP_001233005.1, XP_008182399.1	XP_970915.2
OG0004362	XP_008182477.1, NP_001233009.1	XP_967452.2
OG0004363	NP_001233011.1	XP_001814270.1
OG0004364	XP_008186748.1, NP_001233039.1, XP_003245528.1	XP_968539.1
OG0004365	NP_001233068.1	XP_008195871.1
OG0004366	NP_001233069.1	XP_974948.1
OG0004367	XP_008184711.2, NP_001233074.1	XP_968873.1
OG0004368	NP_001233080.1	XP_971553.2
OG0004369	XP_008180360.1, NP_001233086.1	XP_975322.1
OG0004370	XP_008186743.1, NP_001233108.1, XP_003244935.1	XP_967583.3
OG0004371	XP_016656763.1, NP_001233118.1	XP_008191479.1
OG0004372	XP_008189554.1, NP_001233119.1	XP_008196107.1
OG0004373	NP_001280257.1	XP_008197488.1
OG0004374	XP_008189941.1, NP_001280267.1	XP_966555.1
OG0004375	NP_001280276.1	XP_975428.1
OG0004376	NP_001280280.2	XP_966588.1
OG0004377	NP_001280292.1	XP_008190408.2
OG0004378	NP_001280293.1	XP_001815752.1
OG0004379	XP_008184941.1, NP_001280303.1	XP_008197126.1
OG0004380	XP_001951121.2, NP_001280305.1	XP_008201282.1
OG0004381	XP_008186861.1, NP_001280306.1	XP_008198837.1
OG0004382	NP_001280307.1, XP_016658111.1	XP_008198502.1
OG0004383	NP_001280311.1	XP_001811897.1, XP_008193872.1
OG0004384	NP_001280313.1	XP_967198.1
OG0004385	NP_001280324.1	XP_001814757.1
OG0004386	NP_001280359.1, XP_016659217.1	XP_968136.1
OG0004387	NP_001280371.1, XP_001945195.1	XP_973540.1
OG0004388	XP_029341939.1, NP_001280385.1	XP_970062.1
OG0004389	NP_001280387.1	XP_008190586.1, XP_974322.1
OG0004390	NP_001280416.1	XP_008198783.1
OG0004391	NP_001280457.1	XP_972110.1
OG0004392	XP_016661080.1, NP_001306891.1	NP_001076793.1
OG0004393	NP_001313566.1	XP_008198968.1
OG0004394	NP_001313573.1	XP_008193615.1
OG0004395	XP_001942582.1, NP_001313581.1	XP_015836706.1, XP_008200618.1
OG0004396	NP_001313594.1	XP_967054.1
OG0004397	XP_001942562.1	XP_973270.1
OG0004398	XP_001942631.1	XP_973691.3, NP_001071091.1
OG0004399	XP_001942682.1	XP_966636.1
OG0004400	XP_001942719.1	XP_008194873.1
OG0004401	XP_001942738.2	XP_015833917.1, XP_015833918.1
OG0004402	XP_001942800.2, XP_016662605.1, XP_001946709.1	XP_015839832.1
OG0004403	XP_001942801.2	XP_974795.3
OG0004404	XP_001942828.2	XP_973343.1, XP_972623.1
OG0004405	XP_001942849.3	XP_973483.1
OG0004406	XP_001942859.2	XP_015838960.1
OG0004407	XP_001942878.2	XP_008193688.1
OG0004408	XP_001942883.2, XP_029342951.1, XP_029341050.1	XP_008192574.1, XP_972707.2
OG0004409	XP_001942888.2	XP_971897.2
OG0004410	XP_001942892.2	XP_008200035.1, XP_008195992.1
OG0004411	XP_001942986.1	XP_974546.1
OG0004412	XP_001942989.1	XP_008197181.1
OG0004413	XP_029343312.1, XP_001943077.1, XP_008180725.1, XP_003242941.1	XP_972151.1
OG0004414	XP_001943160.2	XP_974522.1
OG0004415	XP_001943213.1	XP_015840578.1, XP_015839944.1
OG0004416	XP_001943233.4	XP_967938.1
OG0004417	XP_001943396.2	XP_008191367.2
OG0004418	XP_001943475.2	XP_967755.1
OG0004419	XP_001943478.2	XP_015837300.1, XP_008195801.1
OG0004420	XP_001943508.1	XP_974700.2
OG0004421	XP_001943509.2	XP_008201446.1
OG0004422	XP_001943554.1, XP_008186319.1	XP_008192303.1
OG0004423	XP_001943587.5	XP_015835652.1, XP_008199577.1
OG0004424	XP_029340954.1, XP_001943599.2	XP_966793.1
OG0004425	XP_001945523.1, XP_001944221.1, XP_001943616.1	XP_975776.2
OG0004426	XP_003245197.1, XP_008184049.1, XP_001943642.1	XP_971988.1
OG0004427	XP_001943645.1	XP_975024.1
