Orthogroup	Acyrthosiphon_pisum	Osmia_bicornis
OG0003761	NP_001156212.1	XP_029047267.1
OG0003762	NP_001156216.1, XP_008185420.1	XP_029052660.1
OG0003763	NP_001156220.1	XP_029036802.1
OG0003764	NP_001156253.1, XP_029344793.1	XP_029056051.1
OG0003765	NP_001156258.1	XP_029038929.1
OG0003766	NP_001191874.1, XP_003242557.2, NP_001156259.1, NP_001280425.1	XP_029036295.1
OG0003767	NP_001156277.1	XP_029042781.1
OG0003768	XP_003248729.1, NP_001156296.1	XP_029032924.1
OG0003769	NP_001156303.1	XP_029052457.1
OG0003770	NP_001156311.1, XP_008183465.1, XP_003243979.1, XP_001949619.1, XP_001948832.1	XP_029038857.1
OG0003771	NP_001156512.1	XP_029051563.1
OG0003772	NP_001156572.1	XP_029046720.1
OG0003773	NP_001156607.1, XP_008182462.1, XP_016659173.1, NP_001280275.1	XP_029042098.1
OG0003774	NP_001156691.1, XP_008185739.1, XP_001946255.2	XP_029044954.1, XP_029044953.1
OG0003775	NP_001156724.1	XP_029033736.1
OG0003776	NP_001192084.1, XP_008182094.1	XP_029045264.1
OG0003777	NP_001192099.1	XP_029047823.1
OG0003778	XP_016660588.1, NP_001192103.1	XP_029050915.1
OG0003779	NP_001193397.1	XP_029054812.1, XP_029054806.1
OG0003780	NP_001232945.1	XP_029043405.1
OG0003781	XP_008186668.1, NP_001232951.1	XP_029040819.1
OG0003782	NP_001233014.1	XP_029053660.1
OG0003783	NP_001233028.1, XP_008187725.1	XP_029050055.1
OG0003784	NP_001233036.1, XP_029344824.1	XP_029044538.1, XP_029044536.1, XP_029044537.1
OG0003785	XP_029341884.1, NP_001233062.1	XP_029056092.1, XP_029056124.1
OG0003786	XP_008179925.1, NP_001233077.1	XP_029033384.1
OG0003787	NP_001233084.1	XP_029044826.1
OG0003788	XP_016662916.1, NP_001233105.1	XP_029042384.1
OG0003789	NP_001280252.1, XP_008187610.1	XP_029052708.1
OG0003790	NP_001280263.1, XP_029341965.1	XP_029037976.1
OG0003791	NP_001280273.1	XP_029038681.1
OG0003792	XP_001951780.2, NP_001280289.1	XP_029048011.1
OG0003793	XP_003246322.1, XP_029346034.1, XP_003242228.1, NP_001280304.1, XP_001947170.1	XP_029051701.1
OG0003794	NP_001280344.1	XP_029052467.1
OG0003795	NP_001280367.1	XP_029040862.1
OG0003796	NP_001280377.1, XP_001946840.1	XP_029051551.1
OG0003797	NP_001280389.1, XP_008186072.1	XP_029042076.1
OG0003798	NP_001280391.1, XP_029341184.1	XP_029054518.1
OG0003799	NP_001280402.1	XP_029033058.1
OG0003800	XP_016658816.1, NP_001280405.1	XP_029043553.1
OG0003801	NP_001280408.1	XP_029056188.1, XP_029056232.1
OG0003802	XP_008185982.1, NP_001280410.1	XP_029046003.1
OG0003803	XP_008187539.1, NP_001280415.1	XP_029041013.1
OG0003804	XP_029341998.1, NP_001280423.1	XP_029036983.1
OG0003805	NP_001280424.1	XP_029044771.1, XP_029045157.1
OG0003806	NP_001280451.1	XP_029049623.1
OG0003807	NP_001280460.1	XP_029043401.1
OG0003808	XP_001950331.3, NP_001313552.1	XP_029040315.1
OG0003809	NP_001313558.1	XP_029037768.1
OG0003810	XP_016663668.1, XP_003247689.1, NP_001313559.1	XP_029048871.1
OG0003811	NP_001313587.1	XP_029041350.1
OG0003812	XP_001942516.1	XP_029052088.1
OG0003813	XP_001942529.1	XP_029046194.1
OG0003814	XP_001942581.2	XP_029050642.1
OG0003815	XP_001942587.2	XP_029046579.1
OG0003816	XP_001942659.2	XP_029051328.1, XP_029051330.1, XP_029051329.1
OG0003817	XP_001942949.2	XP_029037485.1, XP_029037486.1, XP_029037487.1
OG0003818	XP_001943236.2	XP_029052994.1
OG0003819	XP_001943025.1	XP_029045910.1
OG0003820	XP_001943038.2	XP_029037459.1
OG0003821	XP_001943062.1	XP_029036160.1
OG0003822	XP_008180230.1, XP_008180228.1, XP_008180229.1, XP_001943247.2	XP_029038199.1
OG0003823	XP_001943258.2	XP_029040157.1
OG0003824	XP_001943284.1	XP_029050263.1, XP_029050262.1
OG0003825	XP_001943304.2	XP_029041059.1
OG0003826	XP_001943326.3	XP_029033943.1
OG0003827	XP_001943330.2	XP_029037831.1, XP_029037832.1
OG0003828	XP_001943357.1	XP_029044619.1
OG0003829	XP_001943381.2	XP_029045058.1
OG0003830	XP_001943388.2	XP_029043159.1
OG0003831	XP_001943455.1	XP_029039085.1, XP_029039083.1, XP_029039084.1
OG0003832	XP_001943486.1	XP_029052482.1
OG0003833	XP_001943692.1, XP_016663218.1	XP_029052220.1
OG0003834	XP_001943697.1, XP_016658916.1	XP_029040598.1
OG0003835	XP_001943742.1	XP_029056434.1
OG0003836	XP_001943750.1	XP_029050303.1
OG0003837	XP_001943759.2	XP_029035629.1
OG0003838	XP_001943900.1, XP_016665102.1	XP_029037261.1
OG0003839	XP_001943978.1	XP_029044186.1
OG0003840	XP_001949223.2, XP_001944018.1	XP_029035108.1
OG0003841	XP_001946480.1, XP_001944026.1	XP_029048296.1
OG0003842	XP_001944141.1	XP_029034632.1
OG0003843	XP_001944151.1	XP_029035704.1
OG0003844	XP_016663934.1, XP_001944167.2, XP_008188086.1, XP_008188087.1	XP_029053910.1, XP_029053968.1
OG0003845	XP_016656589.1, XP_016656588.1, XP_016656587.1, XP_001944222.1	XP_029037029.1
OG0003846	XP_001944514.2, XP_029342616.1	XP_029050089.1, XP_029050090.1
OG0003847	XP_001944548.2	XP_029035049.1
OG0003848	XP_001944559.1	XP_029036587.1
OG0003849	XP_001944574.2	XP_029052097.1
OG0003850	XP_001944577.1	XP_029039694.1
OG0003851	XP_001944657.2	XP_029048979.1
OG0003852	XP_001944765.1	XP_029042737.1
OG0003853	XP_001944785.3	XP_029049255.1, XP_029049256.1
OG0003854	XP_001944817.2	XP_029049478.1
OG0003855	XP_001944835.2, XP_029348623.1, XP_029348618.1	XP_029038420.1
OG0003856	XP_001944890.1	XP_029045891.1
OG0003857	XP_001944974.2, XP_008185306.2	XP_029043710.1
OG0003858	XP_001945183.2	XP_029034160.1
OG0003859	XP_001945207.2	XP_029039637.1
OG0003860	XP_001951861.2, XP_029347656.1, XP_001945243.1, XP_029341380.1	XP_029043659.1
OG0003861	XP_001945258.1	XP_029039208.1
OG0003862	XP_001945273.1	XP_029045277.1, XP_029045278.1, XP_029045276.1
OG0003863	XP_001945307.2, XP_016663223.1	XP_029052281.1, XP_029052280.1
OG0003864	XP_001945341.1	XP_029044248.1, XP_029044156.1
OG0003865	XP_001945587.2	XP_029045972.1
OG0003866	XP_001945589.1	XP_029053409.1
OG0003867	XP_001945644.2	XP_029042702.1, XP_029043014.1
OG0003868	XP_029347890.1, XP_001945758.1, XP_003244583.1	XP_029045667.1
OG0003869	XP_001945969.1, XP_029343747.1, XP_029343748.1, XP_008184637.1	XP_029049103.1
OG0003870	XP_001946018.2, XP_029344724.1, XP_029344725.1	XP_029034201.1
OG0003871	XP_001946053.3, XP_008178793.1	XP_029038289.1
OG0003872	XP_003240388.2, XP_029341196.1, XP_001946108.2	XP_029046826.1
OG0003873	XP_001946132.1	XP_029038046.1
OG0003874	XP_001946140.1	XP_029046055.1, XP_029046056.1, XP_029046054.1
OG0003875	XP_001946199.1	XP_029046371.1
OG0003876	XP_001946205.5	XP_029048063.1
OG0003877	XP_001946225.1, XP_008179331.1	XP_029049231.1
OG0003878	XP_001946282.3	XP_029046611.1
OG0003879	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1	XP_029047776.1
OG0003880	XP_001946327.2	XP_029051735.1
OG0003881	XP_001946547.1, XP_008189573.1	XP_029045713.1
OG0003882	XP_001946627.2	XP_029037183.1
OG0003883	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1	XP_029049610.1
OG0003884	XP_001946729.2	XP_029053050.1
OG0003885	XP_001946730.1	XP_029034493.1, XP_029034483.1
OG0003886	XP_001946793.1	XP_029037861.1
OG0003887	XP_001946898.1	XP_029033893.1
OG0003888	XP_001946943.2	XP_029031917.1
OG0003889	XP_001947064.1, XP_001950350.1	XP_029046245.1
OG0003890	XP_001947073.1	XP_029044073.1
OG0003891	XP_001947218.2	XP_029034767.1
OG0003892	XP_003246046.1, XP_003240667.1, XP_001947246.1	XP_029041793.1
OG0003893	XP_001947253.1	XP_029056255.1, XP_029056249.1
OG0003894	XP_003242316.1, XP_029348614.1, XP_001947347.2	XP_029040454.1, XP_029040455.1
OG0003895	XP_001947487.1	XP_029050282.1
OG0003896	XP_003244016.1, XP_001950659.1, XP_001947545.2	XP_029041216.1
OG0003897	XP_001947564.2	XP_029035620.1
OG0003898	XP_001947588.2	XP_029053977.1
OG0003899	XP_001947595.2	XP_029039391.1
OG0003900	XP_016657440.1, XP_001947713.3	XP_029051056.1
OG0003901	XP_001947756.1	XP_029040758.1
OG0003902	XP_001947769.2	XP_029038932.1, XP_029038942.1
OG0003903	XP_001947783.3	XP_029043387.1
OG0003904	XP_001947910.1	XP_029047616.1, XP_029047617.1
OG0003905	XP_001947991.1	XP_029035384.1
OG0003906	XP_001948005.1	XP_029047656.1, XP_029047648.1
OG0003907	XP_001948184.2	XP_029045606.1
OG0003908	XP_001948190.2	XP_029031944.1, XP_029031877.1
OG0003909	XP_008188131.1, XP_001948205.2, XP_029346791.1	XP_029050304.1
OG0003910	XP_001948398.2	XP_029032100.1
OG0003911	XP_001948475.2	XP_029041919.1
OG0003912	XP_001948509.2	XP_029051233.1
OG0003913	XP_008189865.1, XP_001948669.2	XP_029033654.1, XP_029033668.1
OG0003914	XP_001948813.1	XP_029036230.1
OG0003915	XP_001948850.2, XP_016664457.1	XP_029048524.1
OG0003916	XP_001948870.2	XP_029040369.1
OG0003917	XP_001948879.2	XP_029041629.1, XP_029041900.1
OG0003918	XP_001948892.2, XP_029342874.1, XP_029342875.1	XP_029048041.1
OG0003919	XP_001948898.1	XP_029045665.1
OG0003920	XP_001948976.1	XP_029043596.1
OG0003921	XP_001948985.1	XP_029033486.1, XP_029033477.1
OG0003922	XP_001949071.2	XP_029040226.1
OG0003923	XP_001949183.2	XP_029036309.1, XP_029036307.1
OG0003924	XP_001949258.2	XP_029036535.1
OG0003925	XP_001949278.1	XP_029037541.1
OG0003926	XP_008178997.1, XP_001949288.2	XP_029040261.1
OG0003927	XP_001949298.1	XP_029049965.1, XP_029049964.1
OG0003928	XP_003246652.1, XP_001949388.2, XP_008186215.1	XP_029036433.1
OG0003929	XP_001949455.1	XP_029040382.1, XP_029040366.1
OG0003930	XP_003248224.1, XP_001949484.2	XP_029052273.1
OG0003931	XP_001949495.1	XP_029054154.1, XP_029055507.1, XP_029054104.1, XP_029055516.1
OG0003932	XP_001949508.2	XP_029036376.1
OG0003933	XP_001949541.1	XP_029051129.1, XP_029051138.1
OG0003934	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1	XP_029037010.1
OG0003935	XP_001949785.1	XP_029033538.1
OG0003936	XP_001950018.1	XP_029046102.1
OG0003937	XP_001950019.2	XP_029042713.1
OG0003938	XP_001950061.2	XP_029043278.1
OG0003939	XP_001950067.2	XP_029035106.1, XP_029035114.1
OG0003940	XP_001950086.2	XP_029045787.1, XP_029045786.1
OG0003941	XP_001950247.1	XP_029045859.1, XP_029045860.1
OG0003942	XP_001950298.2	XP_029056560.1
OG0003943	XP_001950368.3	XP_029045735.1
OG0003944	XP_029342219.1, XP_001950375.1, XP_029344247.1	XP_029053106.1
OG0003945	XP_016656392.1, XP_001950376.1, XP_016656393.1	XP_029054168.1
OG0003946	XP_001950380.1	XP_029041819.1
OG0003947	XP_001950488.2	XP_029041221.1, XP_029041222.1
OG0003948	XP_001950499.3	XP_029050646.1
OG0003950	XP_001950597.1	XP_029056398.1
OG0003951	XP_001950703.1	XP_029051234.1
OG0003952	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1	XP_029044859.1
OG0003953	XP_001950785.1	XP_029054435.1
OG0003954	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1	XP_029048420.1
OG0003955	XP_001950884.1	XP_029041948.1
OG0003956	XP_001950982.1	XP_029047464.1, XP_029047473.1, XP_029047455.1
OG0003957	XP_001950987.1	XP_029044497.1
OG0003958	XP_008187611.1, XP_001951009.2	XP_029040931.1
OG0003959	XP_001951019.2	XP_029041419.1
OG0003960	XP_001951100.1, XP_008182492.1	XP_029036645.1
OG0003961	XP_001951227.2	XP_029034967.1
OG0003962	XP_001951372.2	XP_029041589.1
OG0003963	XP_001951429.1	XP_029033559.1, XP_029033515.1
OG0003964	XP_001951601.1	XP_029045547.1
OG0003965	XP_001951710.1, XP_016662434.1, XP_008186106.1	XP_029054031.1
OG0003966	XP_001951807.1	XP_029045283.1
OG0003967	XP_001951859.1	XP_029043257.1
OG0003968	XP_001952043.1	XP_029048173.1
OG0003969	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2	XP_029033054.1
OG0003970	XP_001952292.1	XP_029042109.1, XP_029042107.1
OG0003971	XP_001952327.2	XP_029052173.1
OG0003972	XP_029348232.1, XP_001952345.1	XP_029048203.1
OG0003973	XP_001952355.1	XP_029046326.1
OG0003974	XP_001952405.1	XP_029044853.1
OG0003975	XP_029342158.1, XP_001952469.1	XP_029050116.1
OG0003976	XP_001952484.1, XP_029345704.1, XP_029344829.1	XP_029048240.1, XP_029048241.1, XP_029048239.1
OG0003977	XP_001952504.1	XP_029041596.1
OG0003978	XP_001952564.1	XP_029041727.1
OG0003979	XP_001952579.3	XP_029038843.1
OG0003980	XP_001952581.1	XP_029044166.1
OG0003981	XP_001952625.2	XP_029045832.1
OG0003982	XP_003245839.1, XP_001952627.2	XP_029038288.1
OG0003983	XP_001952666.2	XP_029039682.1
OG0003984	XP_001952756.2, XP_003244750.1, XP_008183410.1	XP_029034286.1
OG0003985	XP_001952858.2	XP_029036828.1
OG0003986	XP_001952875.2, XP_008182754.1, XP_008182755.1	XP_029044694.1
OG0003987	XP_003240357.1	XP_029047360.1
OG0003988	XP_003240647.1	XP_029043865.1
OG0003989	XP_003240969.1	XP_029052348.1
OG0003990	XP_003242527.1	XP_029044339.1
OG0003991	XP_003241415.1	XP_029040950.1
OG0003992	XP_003241580.1	XP_029050326.1
OG0003993	XP_008178727.1, XP_003241610.1	XP_029038587.1
OG0003994	XP_003241685.1, XP_008178832.1	XP_029053341.1
OG0003995	XP_003241698.3, XP_029347519.1, XP_016656548.1	XP_029052847.1
OG0003996	XP_003242191.1	XP_029045510.1
OG0003997	XP_003242276.1, XP_003247927.1	XP_029055677.1
OG0003998	XP_003242376.1	XP_029038562.1
OG0003999	XP_003242605.1	XP_029033223.1, XP_029033226.1
OG0004000	XP_008183189.1, XP_029342808.1, XP_003242619.1	XP_029043255.1
OG0004001	XP_003242784.1	XP_029050780.1
OG0004002	XP_003242837.1	XP_029039581.1, XP_029039583.1, XP_029039582.1
OG0004003	XP_003242877.1	XP_029046271.1
OG0004004	XP_003242949.1	XP_029043704.1
OG0004005	XP_003243356.1	XP_029043276.1
OG0004006	XP_003243499.1	XP_029051290.1
OG0004008	XP_003243801.2	XP_029036713.1
OG0004009	XP_003244002.1, XP_003244010.1	XP_029050005.1
OG0004010	XP_003244233.1	XP_029056452.1, XP_029056451.1
OG0004011	XP_003244402.1	XP_029036045.1
OG0004012	XP_003245275.1	XP_029050248.1
OG0004013	XP_003245365.1	XP_029048562.1, XP_029048563.1, XP_029048565.1
OG0004014	XP_029344034.1, XP_003245369.1	XP_029056267.1
OG0004015	XP_016663354.1, XP_029343300.1, XP_029342121.1, XP_003245777.1	XP_029052245.1, XP_029052246.1
OG0004016	XP_029342325.1	XP_029049422.1
OG0004017	XP_003246135.1	XP_029038467.1
OG0004018	XP_003246201.1	XP_029049756.1, XP_029049757.1
OG0004019	XP_003246415.1, XP_029342049.1	XP_029042144.1
OG0004020	XP_003246485.2	XP_029039129.1
OG0004021	XP_003246496.1	XP_029051369.1
OG0004022	XP_003246762.1	XP_029049640.1
OG0004023	XP_003246871.2, XP_008186541.1	XP_029051887.1
OG0004024	XP_029347323.1, XP_016662784.1, XP_003246874.1, XP_003246873.1	XP_029052543.1, XP_029052515.1
OG0004025	XP_003246983.1	XP_029039948.1, XP_029039949.1
OG0004026	XP_003247003.1	XP_029042865.1
OG0004027	XP_003247146.1	XP_029035058.1
OG0004028	XP_003247231.1	XP_029045672.1
OG0004029	XP_003247295.1	XP_029042462.1
OG0004030	XP_003247407.1	XP_029045399.1
OG0004031	XP_003247630.1	XP_029031958.1, XP_029031957.1
OG0004032	XP_003247672.1, XP_008187693.1, XP_003248934.3	XP_029037972.1, XP_029037971.1
OG0004033	XP_003247913.1	XP_029037028.1
OG0004034	XP_003248165.1	XP_029037441.1
OG0004035	XP_003248194.1	XP_029050839.1
OG0004036	XP_003248254.1	XP_029043572.1
OG0004037	XP_003248335.1	XP_029035196.1
OG0004038	XP_003248689.1, XP_029343673.1	XP_029035037.1
OG0004039	XP_029347694.1	XP_029054795.1
OG0004039	XP_029341044.1, XP_029343578.1, XP_029345737.1, XP_008181097.1, XP_029348018.1, XP_029345082.1, XP_008180124.1, XP_029341005.1, XP_008180264.1, XP_008189980.1, XP_008188846.1, XP_029342229.1, XP_016656699.1, XP_029341361.1, XP_029341081.1, XP_008180130.1, XP_008178456.1, XP_008179993.1, XP_008189338.1, XP_008181867.1, XP_008186837.1	XP_029054721.1
OG0004040	XP_008178620.1	XP_029043576.1, XP_029043435.1
OG0004041	XP_008178679.1	XP_029043338.1
OG0004042	XP_008178680.1, XP_008178681.1, XP_016656432.1	XP_029050302.1
OG0004043	XP_008178865.1, XP_029346647.1	XP_029045079.1
OG0004045	XP_008178980.2	XP_029044384.1
OG0004046	XP_008179028.1	XP_029037278.1, XP_029037279.1
OG0004047	XP_008179453.1, XP_008179452.1, XP_016656998.1	XP_029048635.1
OG0004048	XP_008188917.1, XP_008179528.1	XP_029053762.1
OG0004049	XP_008179642.1	XP_029032862.1
OG0004050	XP_008179692.1	XP_029045288.1
OG0004051	XP_008180014.1	XP_029035830.1
OG0004052	XP_008180268.1	XP_029040833.1
OG0004053	XP_008180418.1	XP_029034398.1
OG0004054	XP_008180420.1	XP_029045279.1, XP_029045280.1
OG0004055	XP_008180435.1	XP_029039987.1
OG0004056	XP_008180588.1	XP_029036405.1
OG0004058	XP_008180684.1	XP_029036860.1
OG0004059	XP_008181328.1	XP_029035787.1
OG0004060	XP_008181545.1	XP_029041336.1
OG0004061	XP_029345940.1, XP_029345941.1, XP_008181672.1, XP_016658831.1	XP_029048584.1
OG0004062	XP_008181730.1	XP_029038961.1
OG0004063	XP_008181930.1	XP_029033894.1
OG0004064	XP_008181977.1, XP_029342434.1, XP_008188948.2	XP_029046291.1
OG0004065	XP_008181995.1	XP_029048267.1
OG0004067	XP_008182186.2	XP_029039317.1
OG0004068	XP_008182193.1, XP_008182195.1	XP_029042732.1
OG0004069	XP_008182528.1	XP_029048947.1
OG0004070	XP_008183001.1	XP_029052049.1
OG0004071	XP_008183264.1	XP_029032737.1
OG0004072	XP_029345811.1, XP_008183519.1	XP_029045418.1
OG0004073	XP_016660272.1, XP_016660273.1, XP_016660271.1, XP_008183569.1	XP_029042907.1
OG0004074	XP_008183932.1	XP_029047359.1
OG0004075	XP_008184012.1	XP_029039006.1
OG0004076	XP_008184022.1, XP_016660688.1	XP_029049695.1
OG0004077	XP_008184230.1	XP_029045784.1, XP_029045783.1
OG0004078	XP_029341311.1, XP_008184314.1	XP_029040258.1
OG0004079	XP_008184399.1, XP_008184398.1	XP_029053668.1
OG0004080	XP_008184464.1	XP_029043242.1, XP_029043240.1
OG0004081	XP_008184572.1	XP_029037352.1, XP_029037348.1
OG0004082	XP_008184682.1	XP_029052201.1, XP_029052202.1
OG0004083	XP_016661276.1, XP_008184685.1, XP_008184687.1, XP_008184686.1, XP_008184688.1	XP_029043350.1
OG0004084	XP_008184763.1, XP_008184762.1	XP_029047631.1
OG0004085	XP_008185211.1	XP_029040477.1
OG0004086	XP_008185337.1	XP_029040901.1
OG0004087	XP_008185477.1	XP_029036515.1, XP_029036514.1
OG0004088	XP_008185509.1, XP_008185510.1	XP_029032904.1
OG0004089	XP_008185580.2	XP_029048577.1
OG0004090	XP_008185774.1	XP_029041189.1
OG0004091	XP_008185869.1	XP_029033395.1, XP_029045291.1
OG0004092	XP_008185914.1, XP_008185915.1, XP_008185911.1, XP_008185912.1	XP_029054687.1
OG0004093	XP_008185942.1	XP_029042649.1
OG0004094	XP_008186104.1	XP_029055561.1
OG0004095	XP_008186144.1	XP_029050885.1
OG0004096	XP_008186216.1, XP_016662530.1	XP_029055973.1
OG0004097	XP_008186301.1	XP_029032591.1
OG0004098	XP_008186356.1	XP_029033779.1
OG0004099	XP_008186674.2, XP_029342134.1	XP_029035537.1
OG0004100	XP_008186784.1	XP_029038318.1
OG0004101	XP_008186841.3	XP_029052623.1
OG0004102	XP_008186987.1	XP_029052057.1, XP_029052055.1
OG0004103	XP_008187264.1	XP_029051237.1
OG0004104	XP_008187276.1	XP_029048106.1
OG0004105	XP_029342366.1, XP_016663422.1, XP_008187402.1, XP_008189494.1	XP_029049193.1
OG0004106	XP_008187471.2	XP_029037770.1
OG0004107	XP_008187818.1	XP_029038023.1
OG0004108	XP_008188019.1, XP_029348485.1	XP_029044148.1
OG0004109	XP_008188046.1	XP_029048476.1
OG0004110	XP_008188174.1	XP_029055713.1, XP_029055714.1
OG0004111	XP_008188458.1	XP_029053008.1
OG0004112	XP_008188705.1, XP_029344888.1, XP_016664397.1, XP_016664396.1	XP_029040140.1
OG0004113	XP_008189347.1	XP_029034366.1, XP_029034367.1
OG0004114	XP_008189922.1	XP_029040461.1
OG0004115	XP_029345810.1, XP_029347960.1, XP_016657194.1, XP_029348209.1, XP_029348468.1, XP_008189983.1, XP_029348313.1, XP_029342465.1, XP_016660162.1, XP_029348208.1, XP_029348385.1	XP_029053851.1, XP_029054535.1
OG0004115	XP_016659054.1, XP_029346689.1, XP_016664902.2, XP_029341115.1	XP_029055073.1
OG0004116	XP_008190066.1, XP_008190060.1	XP_029032720.1
OG0004118	XP_016665180.1, XP_029346464.1, XP_016662627.1, XP_016663589.1, XP_029347904.1, XP_016659725.1, XP_016655904.1	XP_029053545.1
OG0004119	XP_016656390.1	XP_029045053.1
OG0004120	XP_016656621.1	XP_029042121.1
OG0004121	XP_016657144.1	XP_029034479.1
OG0004122	XP_016657495.1	XP_029033726.1, XP_029033813.1
OG0004123	XP_016657568.1	XP_029035760.1
OG0004125	XP_016658011.1	XP_029032641.1
OG0004126	XP_016658066.2, XP_029346841.1	XP_029041862.1
OG0004127	XP_016658291.2	XP_029053556.1
OG0004128	XP_016658616.1	XP_029047342.1
OG0004129	XP_016658659.1	XP_029044185.1
OG0004130	XP_016658715.1, XP_016664816.2	XP_029051049.1
OG0004131	XP_016658986.1	XP_029038312.1
OG0004132	XP_016659474.1	XP_029053076.1
OG0004133	XP_016659528.1, XP_029346876.1, XP_029346875.1	XP_029035411.1
OG0004134	XP_016660001.1, XP_029342773.1	XP_029048129.1
OG0004135	XP_016660899.1	XP_029053108.1, XP_029053109.1
OG0004136	XP_016660932.1	XP_029056043.1, XP_029056045.1, XP_029056008.1, XP_029056009.1
OG0004137	XP_016661121.1	XP_029045820.1
OG0004138	XP_029346179.1, XP_016661925.1, XP_029346175.1	XP_029047407.1
OG0004139	XP_029341281.1, XP_016662172.1	XP_029043538.1
OG0004140	XP_016662222.1	XP_029038116.1
OG0004141	XP_016662254.1	XP_029045281.1
OG0004142	XP_016662508.1	XP_029034340.1
OG0004143	XP_016662795.1	XP_029033521.1
OG0004144	XP_016662974.1, XP_029347110.1	XP_029032918.1
OG0004145	XP_016662981.1	XP_029036594.1
OG0004146	XP_016663028.1	XP_029039879.1
OG0004147	XP_016663111.1	XP_029039267.1, XP_029039634.1
OG0004148	XP_016663378.1, XP_029343202.1	XP_029042386.1
OG0004149	XP_016663551.1	XP_029039976.1
OG0004150	XP_016663581.1	XP_029036738.1
OG0004151	XP_016664428.2	XP_029039580.1
OG0004152	XP_029341078.1	XP_029053490.1
OG0004153	XP_029342218.1, XP_029342690.1, XP_029341112.1	XP_029036560.1
OG0004154	XP_029342092.1, XP_029341636.1, XP_029341319.1	XP_029034260.1, XP_029034240.1
OG0004155	XP_029341322.1, XP_029346747.1	XP_029033305.1
OG0004156	XP_029342052.1, XP_029344956.1, XP_029342053.1	XP_029036819.1, XP_029036821.1
OG0004157	XP_029343043.1, XP_029342091.1	XP_029050214.1
OG0004158	XP_029342204.1	XP_029033676.1, XP_029033465.1
OG0004159	XP_029342205.1	XP_029037308.1, XP_029037299.1
OG0004160	XP_029342691.1, XP_029342301.1	XP_029034458.1
OG0004161	XP_029342448.1	XP_029041427.1, XP_029041426.1
OG0004162	XP_029342837.1	XP_029042022.1
OG0004163	XP_029342878.1	XP_029031959.1, XP_029031962.1, XP_029031960.1, XP_029031961.1
OG0004164	XP_029343021.1	XP_029035140.1, XP_029035139.1
OG0004165	XP_029343076.1	XP_029046169.1, XP_029046170.1
OG0004166	XP_029343121.1	XP_029037099.1
OG0004167	XP_029343235.1	XP_029037305.1, XP_029037306.1
OG0004168	XP_029343310.1	XP_029033899.1
OG0004169	XP_029343407.1	XP_029034624.1
OG0004170	XP_029343522.1	XP_029046344.1
OG0004171	XP_029343676.1	XP_029050224.1, XP_029050225.1
OG0004172	XP_029343776.1	XP_029046479.1
OG0004173	XP_029343802.1	XP_029044649.1
OG0004174	XP_029343807.1	XP_029043381.1
OG0004175	XP_029348508.1, XP_029343944.1	XP_029034322.1, XP_029034324.1
OG0004176	XP_029344143.1	XP_029048185.1
OG0004177	XP_029344209.1	XP_029037201.1
OG0004178	XP_029344308.1	XP_029033550.1, XP_029033504.1, XP_029033549.1
OG0004179	XP_029344504.1	XP_029046864.1
OG0004180	XP_029344585.1	XP_029034404.1
OG0004181	XP_029345230.1	XP_029033881.1
OG0004182	XP_029345607.1	XP_029035441.1
OG0004183	XP_029345661.1	XP_029055368.1
OG0004184	XP_029345863.1	XP_029049331.1, XP_029049329.1
OG0004185	XP_029346652.1, XP_029346840.1	XP_029054192.1, XP_029054107.1
OG0004186	XP_029346787.1	XP_029038070.1, XP_029038071.1
OG0004187	XP_029346864.1	XP_029042905.1
OG0004188	XP_029346923.1	XP_029050440.1
OG0004189	XP_029347172.1	XP_029043112.1
OG0004190	XP_029347231.1	XP_029052956.1
OG0004191	XP_029347281.1	XP_029047514.1
OG0004192	XP_029347357.1	XP_029044956.1
OG0004193	XP_029347372.1	XP_029034386.1, XP_029034385.1
OG0004194	XP_029347499.1, XP_029347497.1, XP_029347498.1, XP_029347495.1, XP_029347496.1	XP_029054962.1
OG0004195	XP_029348100.1	XP_029033060.1
OG0004275	NP_001119626.1, NP_001129462.1	XP_029056413.1
OG0004276	NP_001119646.1	XP_029050945.1
OG0004277	NP_001119657.1	XP_029041914.1, XP_029041644.1
OG0004278	NP_001119663.1, NP_001119662.1	XP_029045536.1
OG0004279	NP_001119666.1, XP_003245465.1	XP_029051038.1
OG0004280	NP_001119675.1	XP_029046372.1
OG0004281	NP_001123921.1, XP_008188986.1	XP_029052592.1
OG0004282	NP_001129370.1	XP_029035549.1
OG0004283	NP_001129413.1	XP_029048292.1
OG0004284	NP_001129593.1	XP_029040324.1
OG0004285	NP_001153870.1, XP_008186968.1	XP_029048526.1
OG0004286	NP_001155369.1	XP_029053520.1
OG0004287	NP_001155370.1	XP_029044626.1
OG0004288	XP_008185319.1, NP_001155384.1	XP_029037334.1
OG0004289	NP_001155415.1	XP_029045237.1
OG0004290	NP_001155423.1, XP_016660884.1	XP_029050624.1
