Orthogroup	Acyrthosiphon_pisum	Apis_mellifera
OG0003479	XP_001951613.2, XP_001951588.1	NP_001011605.1
OG0003480	XP_001951654.1, XP_003243111.1	XP_001122793.3
OG0003481	XP_001951672.1	XP_001120972.2
OG0003482	XP_001951686.1	XP_006562508.2
OG0003483	XP_008182013.1, XP_001951763.1	XP_006564273.1
OG0003484	XP_001951769.1	XP_006564183.2
OG0003485	XP_008187413.1, XP_003248591.3, XP_001951824.1	XP_624563.2, XP_006571956.1
OG0003486	XP_001951912.1	XP_026294823.1, XP_026294822.1
OG0003487	XP_001952144.2	XP_394742.1
OG0003488	XP_001952182.2	XP_392396.3
OG0003489	XP_001952220.2	XP_001122067.3
OG0003490	XP_001952358.1	XP_624417.1
OG0003491	XP_016661005.1, XP_001952370.2	XP_026297743.1, XP_396869.4
OG0003492	XP_029347505.1, XP_029347504.1, XP_029347503.1, XP_029347502.1, XP_029347501.1, XP_001952386.2, XP_008184407.1	XP_006559876.1
OG0003493	XP_001952446.1	XP_016770734.1
OG0003494	XP_001952473.1	XP_393769.3
OG0003495	XP_001952501.1	XP_016772029.1
OG0003496	XP_029341064.1, XP_001952620.1, XP_016665155.1	NP_001314895.1
OG0003497	XP_001952647.1, XP_008185303.1	XP_026298659.1
OG0003498	XP_001952675.1	XP_026298566.1
OG0003499	XP_001952681.2	XP_003249448.2
OG0003500	XP_001952759.1	XP_003250388.1, XP_001120796.1
OG0003501	XP_003240049.1, XP_016658932.1	XP_395711.5, XP_006559706.2
OG0003502	XP_003240230.1	XP_003251227.1
OG0003503	XP_003240263.1, XP_029342193.1	XP_026295149.1, XP_026295150.1, XP_006559778.1
OG0003504	XP_003240303.1	XP_001120503.2, XP_026296684.1
OG0003506	XP_003241120.1	XP_001121217.1, XP_006564784.1, XP_026302235.1
OG0003507	XP_003241192.1, XP_016655970.1	NP_001239357.1, XP_006557599.1
OG0003508	XP_003241234.1, XP_003241233.1	XP_393823.1
OG0003509	XP_003241236.1	XP_026302272.1, XP_026302271.1
OG0003510	XP_003241246.1	XP_016771951.1, XP_026300254.1
OG0003511	XP_003241376.1	XP_026297790.1
OG0003512	XP_008179169.1, XP_003241811.2	XP_006572303.1
OG0003513	XP_003241912.1	XP_026298952.1
OG0003514	XP_003242055.1	XP_026297433.1
OG0003515	XP_003242169.1	XP_026296550.1
OG0003516	XP_003242256.1	XP_001121025.1
OG0003517	XP_003242428.1	XP_016770755.1
OG0003518	XP_029343551.1, XP_003242563.1, XP_008182183.1	XP_016770683.1
OG0003519	XP_003242937.1	XP_016769119.1
OG0003520	XP_003243058.1	XP_006558164.2
OG0003521	XP_003243849.1	XP_006558229.1
OG0003522	XP_003243938.1	XP_001120606.1
OG0003523	XP_003243991.1, XP_008182922.2	XP_026297026.1
OG0003524	XP_003244035.1	XP_026298075.1
OG0003525	XP_016659508.2, XP_003244215.1	XP_006571000.1, XP_006571001.1
OG0003526	XP_003244247.1	XP_001120160.2
OG0003527	XP_003244330.1, XP_003244329.1, XP_008182798.1	XP_624136.4
OG0003528	XP_003244950.3	XP_006560271.1
OG0003529	XP_003245180.1, XP_029344844.1	XP_625180.1
OG0003530	XP_029343408.1, XP_003245260.3	XP_001121740.1
OG0003531	XP_003245357.1	XP_006560385.1, XP_003249680.1
OG0003532	XP_003245398.1	XP_016771007.1, XP_006566912.2
OG0003533	XP_003245424.1, XP_008184388.1	XP_006561980.2
OG0003534	XP_003245446.2	XP_026301259.1
OG0003535	XP_003245515.1	XP_026302130.1
OG0003536	XP_003245836.1	XP_392512.3
OG0003538	XP_003246197.1	XP_624036.2
OG0003539	XP_003246293.1	XP_001121879.1
OG0003540	XP_003246439.1, XP_003246438.1, XP_016662241.1	XP_006557391.2, XP_026295903.1
OG0003541	XP_003246627.1	XP_016770422.1
OG0003542	XP_003247061.1	XP_006567287.1
OG0003543	XP_003247092.1, XP_008184075.1, XP_029340952.1	XP_006568885.3
OG0003544	XP_003247589.1, XP_008187546.1	XP_624019.1
OG0003545	XP_003247865.1	XP_001119912.1
OG0003546	XP_003247891.1	NP_001314878.1
OG0003547	XP_003247900.3, XP_029342452.1, XP_029342451.1	XP_016766274.1
OG0003548	XP_003248023.1	XP_016768400.1, XP_016768399.1
OG0003549	XP_029346010.1, XP_003248864.4	XP_624768.1
OG0003550	XP_008187570.1, XP_003249066.3	XP_625220.1
OG0003551	XP_008178332.1	XP_006557614.1
OG0003552	XP_008178771.1	XP_006557684.2
OG0003553	XP_008179250.1	XP_006560166.1
OG0003554	XP_008179589.1	XP_006569773.2
OG0003555	XP_008180060.1	XP_392263.1
OG0003556	XP_008180277.1	NP_001229505.1, XP_026298415.1
OG0003557	XP_008180489.1	XP_001121172.2
OG0003558	XP_008180549.2	XP_016770574.1
OG0003559	XP_008180807.1	XP_006559979.1
OG0003560	XP_008181116.1, XP_029345017.1	XP_006562728.3
OG0003561	XP_008181363.1	XP_026301754.1
OG0003562	XP_008181496.1, XP_008181497.1	XP_006557769.1
OG0003563	XP_008181684.1	XP_026298294.1
OG0003564	XP_008182177.1	XP_393524.3
OG0003565	XP_008182222.1	XP_006568407.1
OG0003566	XP_029344327.1, XP_016659230.1, XP_008182236.1	XP_396520.4
OG0003567	XP_008182468.1	XP_003251076.1
OG0003568	XP_008182565.1	XP_026299671.1
OG0003569	XP_008182773.1, XP_008182772.1	XP_026299489.1
OG0003570	XP_008183142.1	XP_026301738.1, NP_001229508.1
OG0003571	XP_008183420.1	XP_016772335.1
OG0003572	XP_008183814.1, XP_016660476.1	XP_026301294.1
OG0003573	XP_008184346.1, XP_008184343.1	XP_026295782.1
OG0003574	XP_016660999.1, XP_029346935.1, XP_008184404.1	XP_006562002.1
OG0003575	XP_008184513.1	XP_003249441.1
OG0003576	XP_008184569.1	XP_393699.3
OG0003577	XP_008184684.1	XP_623216.3
OG0003578	XP_008185383.2	XP_006568862.1, XP_006568863.1
OG0003579	XP_008185408.2	NP_001091689.1, XP_006571078.1
OG0003580	XP_008185743.1	XP_006568089.1
OG0003581	XP_008186177.1, XP_016662504.1	XP_624721.2
OG0003582	XP_008186400.2	XP_026294996.1, XP_026294994.1
OG0003583	XP_008186708.1	XP_026295519.1
OG0003584	XP_008186709.1	XP_026297931.1
OG0003585	XP_008186918.1	XP_624344.3
OG0003586	XP_008186925.1	XP_003249383.1
OG0003587	XP_008186963.1	XP_026297815.1
OG0003588	XP_029347312.1, XP_008186998.1	XP_026296472.1
OG0003589	XP_008187340.1	XP_026297132.1
OG0003591	XP_029341206.1, XP_008187613.1	XP_006562719.1
OG0003592	XP_008187788.1	XP_016768190.2
OG0003593	XP_029348567.1, XP_008187811.1	XP_392407.6
OG0003595	XP_029347712.1	XP_001120441.2
OG0003596	XP_008188502.1, XP_008188501.1	XP_397270.3
OG0003597	XP_008188583.1	XP_026295523.1
OG0003598	XP_008188697.1	XP_016769385.1, XP_392535.3
OG0003599	XP_008189074.1, XP_029347043.1	XP_006561749.1
OG0003600	XP_008190191.2	XP_006570985.1
OG0003601	XP_016656463.1, XP_016656462.1	XP_395892.2
OG0003602	XP_029341756.1, XP_016657266.1	XP_001120037.2
OG0003603	XP_016657618.1	XP_625092.3
OG0003604	XP_016657691.1	XP_006565223.1
OG0003605	XP_016657955.1	XP_026297691.1
OG0003606	XP_016664837.1, XP_029342548.1, XP_016658422.1	XP_026300416.1, XP_026300415.1
OG0003607	XP_016661016.1	XP_016770111.1
OG0003608	XP_016661412.1	XP_006567242.1
OG0003609	XP_016661625.1	XP_003249988.1
OG0003610	XP_016662052.1, XP_029347557.1	XP_392779.3
OG0003611	XP_016663109.1	XP_026299826.1
OG0003612	XP_016663793.1, XP_029345112.1, XP_029345113.1	XP_392056.5
OG0003613	XP_016663845.1, XP_016663844.1	XP_394878.2
OG0003614	XP_016663972.1	NP_001012980.1
OG0003615	XP_029340916.1, XP_029341110.1, XP_029345850.1	XP_394547.4
OG0003617	XP_029341973.1	XP_016772434.2
OG0003618	XP_029342058.1, XP_029342718.1	XP_016771087.1
OG0003619	XP_029342566.1	XP_026298960.1
OG0003620	XP_029343734.1, XP_029343399.1, XP_029343291.1, XP_029342750.1	XP_016767111.1
OG0003621	XP_029342785.1, XP_029342786.1	XP_026296342.1, XP_026296341.1, XP_026296340.1
OG0003622	XP_029342813.1	XP_003249479.3, XP_026301501.1
OG0003623	XP_029343014.1	XP_016768664.2, XP_016768660.2
OG0003624	XP_029343039.1, XP_029343038.1	XP_026295980.1
OG0003625	XP_029343152.1	XP_026296123.1
OG0003626	XP_029343232.1	XP_006563612.1
OG0003627	XP_029343423.1	XP_016769285.2
OG0003628	XP_029343562.1	XP_006560796.1
OG0003629	XP_029343862.1	XP_393307.3
OG0003630	XP_029344127.1, XP_029344126.1	XP_026299330.1, NP_001314887.1
OG0003631	XP_029344332.1	XP_395400.7
OG0003632	XP_029344447.1	NP_001014983.1, XP_006561567.2
OG0003633	XP_029344530.1, XP_029344527.1	XP_016767443.2
OG0003634	XP_029345023.1	XP_026299689.1
OG0003635	XP_029345202.1	XP_006562493.2
OG0003636	XP_029345431.1	XP_026300438.1
OG0003637	XP_029345551.1	XP_006568274.1
OG0003638	XP_029345612.1, XP_029345613.1	XP_016769858.1
OG0003639	XP_029345632.1	XP_006566456.1
OG0003640	XP_029345922.1	XP_016770576.1
OG0003641	XP_029345975.1	XP_006564650.1, XP_006564642.1
OG0003642	XP_029346189.1	XP_026297980.1, XP_026297977.1
OG0003643	XP_029346289.1, XP_029346288.1	XP_006558600.1
OG0003644	XP_029346338.1	XP_006564948.2
OG0003645	XP_029346575.1	XP_006560534.1
OG0003646	XP_029347070.1	NP_001073674.1, XP_016766315.1
OG0003647	XP_029347187.1, XP_029347181.1	XP_006558467.1
OG0003648	XP_029347313.1	XP_026300952.1
OG0003649	XP_029347352.1	XP_026299954.1
OG0003650	XP_029347460.1	XP_026295443.1
OG0003651	XP_029347573.1	XP_026296567.1, XP_026296569.1
OG0003652	XP_029347608.1, XP_029347609.1	XP_003251317.2
OG0003653	XP_029347634.1	XP_006571882.3
OG0003709	NP_001119628.1, XP_029341421.1, XP_003245642.1	XP_624346.1
OG0003710	NP_001119647.1	XP_026295463.1
OG0003711	NP_001119655.1, XP_029345874.1	XP_624913.1
OG0003712	NP_001119687.1	XP_623106.1
OG0003713	XP_016656538.1, NP_001119697.1	XP_006558475.1
OG0003714	NP_001128362.1, XP_001951857.1, XP_016663039.1, XP_001951975.1	XP_003249456.1
OG0003715	NP_001128376.1	XP_016768510.1, XP_006570153.1
OG0003716	NP_001129195.1, NP_001232975.1	XP_016769562.1
OG0003717	NP_001129417.1, XP_008180321.1, NP_001129418.1	XP_016766508.2, XP_026294884.1
OG0003718	NP_001153820.1	XP_624694.1
OG0003719	XP_003247607.2, NP_001153853.1	XP_006564545.3
OG0003720	NP_001153859.1	XP_006560438.1
OG0003721	NP_001153867.2	XP_392857.2
OG0003722	NP_001153868.1, XP_029346874.1, XP_001949218.2	XP_624693.1
OG0003723	NP_001155411.1	XP_394314.2
OG0003724	NP_001155424.1	NP_001011637.1, XP_006559489.1
OG0003725	NP_001155425.1	XP_003249154.1
OG0003726	NP_001155437.1	NP_001229396.1
OG0003727	NP_001155456.1	XP_026295409.1, XP_026295410.1
OG0003728	NP_001155486.1	XP_006567959.1
OG0003729	NP_001155503.1	XP_001121882.2
OG0003730	NP_001155512.1	XP_624367.3
OG0003731	NP_001155541.1, XP_008180569.1	XP_624918.2
OG0003732	NP_001155563.1	XP_397474.4
OG0003733	NP_001155569.1, XP_029341920.1	XP_026299155.1
OG0003734	NP_001155581.1	XP_001120069.1
OG0003735	NP_001155583.1, XP_008187337.1	XP_006557994.1
OG0003736	NP_001155624.1	XP_623376.5
OG0003737	NP_001155637.1, XP_008182979.1	XP_623269.1
OG0003738	XP_029341947.1, NP_001155661.1	XP_396810.3
OG0003739	NP_001155687.1	XP_006559268.1, XP_026301224.1, XP_026301223.1
OG0003740	NP_001155702.1	XP_624453.1
OG0003741	NP_001155714.1	XP_006559044.1
OG0003742	XP_016656605.1, XP_029345721.1, XP_016662292.1, NP_001155720.1	XP_623206.1
OG0003743	NP_001155782.1, XP_008187973.1	XP_624070.1
OG0003744	NP_001155795.1	XP_623480.1
OG0003745	NP_001155802.1	XP_396838.2
OG0003746	NP_001155816.1	XP_006564233.1
OG0003747	NP_001155822.1	XP_006562040.1
OG0003748	NP_001155946.1, NP_001232995.1	XP_026299728.1
OG0003749	NP_001155952.1	XP_006565109.1
OG0003750	NP_001155953.1	XP_624253.2
OG0003751	XP_008182763.1, NP_001155982.1	NP_001239355.1
OG0003752	NP_001156047.1	XP_006572317.1
OG0003753	NP_001156048.1	XP_624085.1
OG0003754	XP_029341866.1, NP_001156056.1	XP_003250813.1
OG0003755	NP_001156120.1	XP_026299502.1
OG0003756	NP_001156126.1	XP_001120140.3
OG0003757	NP_001156146.1	NP_001161808.1
OG0003758	XP_008179871.1, NP_001156157.1	XP_395052.1
OG0003759	NP_001156175.1, XP_008187121.1	XP_006565346.1, XP_393244.1
OG0003760	NP_001156202.1	XP_003251153.1
OG0003761	NP_001156212.1	XP_392902.1
OG0003762	NP_001156216.1, XP_008185420.1	XP_392658.2
OG0003763	NP_001156220.1	XP_006563595.1
OG0003764	NP_001156253.1, XP_029344793.1	XP_006562281.1
OG0003765	NP_001156258.1	XP_395092.2
OG0003766	NP_001191874.1, XP_003242557.2, NP_001156259.1, NP_001280425.1	XP_016766389.1
OG0003767	NP_001156277.1	XP_624256.1
OG0003768	XP_003248729.1, NP_001156296.1	XP_006569916.1
OG0003769	NP_001156303.1	XP_026299073.1, XP_026299075.1
OG0003770	NP_001156311.1, XP_008183465.1, XP_003243979.1, XP_001949619.1, XP_001948832.1	XP_006569545.1
OG0003771	NP_001156512.1	XP_026298499.1
OG0003772	NP_001156572.1	XP_003250682.1
OG0003773	NP_001156607.1, XP_008182462.1, XP_016659173.1, NP_001280275.1	XP_026296549.1
OG0003774	NP_001156691.1, XP_008185739.1, XP_001946255.2	XP_026300576.1
OG0003775	NP_001156724.1	XP_001120217.1
OG0003776	NP_001192084.1, XP_008182094.1	XP_006570251.1
OG0003777	NP_001192099.1	XP_026298741.1
OG0003778	XP_016660588.1, NP_001192103.1	XP_003251640.1
OG0003779	NP_001193397.1	NP_001193395.1
OG0003780	NP_001232945.1	XP_393603.1
OG0003781	XP_008186668.1, NP_001232951.1	XP_026295502.1, NP_001171518.1
OG0003782	NP_001233014.1	XP_001120056.1
OG0003783	NP_001233028.1, XP_008187725.1	XP_001119829.1
OG0003784	NP_001233036.1, XP_029344824.1	XP_003249472.1
OG0003785	XP_029341884.1, NP_001233062.1	NP_001129207.1
OG0003786	XP_008179925.1, NP_001233077.1	XP_395779.3, XP_026298542.1
OG0003787	NP_001233084.1	XP_026298623.1
OG0003788	XP_016662916.1, NP_001233105.1	XP_026301507.1
OG0003789	NP_001280252.1, XP_008187610.1	XP_003249557.1
OG0003790	NP_001280263.1, XP_029341965.1	XP_624364.1
OG0003791	NP_001280273.1	XP_026297172.1
OG0003792	XP_001951780.2, NP_001280289.1	XP_006570971.2
OG0003793	XP_003246322.1, XP_029346034.1, XP_003242228.1, NP_001280304.1, XP_001947170.1	XP_003251623.1
OG0003794	NP_001280344.1	XP_623753.4
OG0003795	NP_001280367.1	XP_001122452.2
OG0003796	NP_001280377.1, XP_001946840.1	XP_016769254.1
OG0003797	NP_001280389.1, XP_008186072.1	XP_026296665.1
OG0003798	NP_001280391.1, XP_029341184.1	NP_001155181.1
OG0003799	NP_001280402.1	XP_006564028.1
OG0003800	XP_016658816.1, NP_001280405.1	XP_006563123.1
OG0003801	NP_001280408.1	XP_016771069.1
OG0003802	XP_008185982.1, NP_001280410.1	XP_393179.1
OG0003803	XP_008187539.1, NP_001280415.1	XP_001123127.4
OG0003804	XP_029341998.1, NP_001280423.1	XP_006563301.1
OG0003805	NP_001280424.1	XP_623721.3
OG0003806	NP_001280451.1	XP_001121781.3
OG0003807	NP_001280460.1	XP_397043.2
OG0003808	XP_001950331.3, NP_001313552.1	XP_397281.4
OG0003809	NP_001313558.1	XP_392238.1
OG0003810	XP_016663668.1, XP_003247689.1, NP_001313559.1	XP_395930.3
OG0003811	NP_001313587.1	XP_394964.5
OG0003812	XP_001942516.1	XP_006557910.2, XP_026300470.1
OG0003813	XP_001942529.1	XP_001119919.1
OG0003814	XP_001942581.2	XP_006565648.2, NP_001242961.1
OG0003815	XP_001942587.2	XP_006570358.1
OG0003816	XP_001942659.2	XP_003251562.1
OG0003817	XP_001942949.2	XP_026299800.1
OG0003818	XP_001943236.2	XP_006561461.1
OG0003819	XP_001943025.1	XP_016772254.2
OG0003820	XP_001943038.2	XP_026299805.1
OG0003821	XP_001943062.1	XP_026300350.1
OG0003822	XP_008180230.1, XP_008180228.1, XP_008180229.1, XP_001943247.2	XP_016768644.1
OG0003823	XP_001943258.2	XP_016768288.1, XP_006559962.1
OG0003824	XP_001943284.1	XP_016772970.1
OG0003825	XP_001943304.2	XP_006559218.1
OG0003826	XP_001943326.3	XP_624040.4
OG0003827	XP_001943330.2	XP_006571572.1, XP_016769063.1
OG0003828	XP_001943357.1	XP_624638.4
OG0003829	XP_001943381.2	XP_395153.3
OG0003830	XP_001943388.2	XP_026296931.1
OG0003831	XP_001943455.1	XP_397232.1
OG0003832	XP_001943486.1	XP_006561360.2
OG0003833	XP_001943692.1, XP_016663218.1	XP_625020.3
OG0003834	XP_001943697.1, XP_016658916.1	XP_006568516.1
OG0003835	XP_001943742.1	XP_001120329.1
OG0003836	XP_001943750.1	XP_026297908.1, XP_026297907.1
OG0003837	XP_001943759.2	XP_006560660.1, XP_026296193.1
OG0003838	XP_001943900.1, XP_016665102.1	XP_026295517.1, XP_001120196.2, XP_016766654.1
OG0003839	XP_001943978.1	XP_006564577.2
OG0003840	XP_001949223.2, XP_001944018.1	XP_003251246.1
OG0003841	XP_001946480.1, XP_001944026.1	XP_394330.4
OG0003842	XP_001944141.1	XP_026299981.1, XP_026299982.1
OG0003843	XP_001944151.1	XP_393949.2
OG0003844	XP_016663934.1, XP_001944167.2, XP_008188086.1, XP_008188087.1	XP_003249738.1
OG0003845	XP_016656589.1, XP_016656588.1, XP_016656587.1, XP_001944222.1	XP_623484.1
OG0003846	XP_001944514.2, XP_029342616.1	XP_624950.1
OG0003847	XP_001944548.2	XP_026297458.1
OG0003848	XP_001944559.1	XP_624984.1
OG0003849	XP_001944574.2	XP_391949.4
OG0003850	XP_001944577.1	XP_006566172.1
OG0003851	XP_001944657.2	XP_016771349.1, XP_001121248.1
OG0003852	XP_001944765.1	XP_395353.1
OG0003853	XP_001944785.3	XP_393926.4
OG0003854	XP_001944817.2	XP_016770906.1
OG0003855	XP_001944835.2, XP_029348623.1, XP_029348618.1	XP_003249923.1
OG0003856	XP_001944890.1	XP_624537.1
OG0003857	XP_001944974.2, XP_008185306.2	XP_001121946.2
OG0003858	XP_001945183.2	XP_394280.3, XP_016773614.1
OG0003859	XP_001945207.2	XP_395938.2
OG0003860	XP_001951861.2, XP_029347656.1, XP_001945243.1, XP_029341380.1	XP_006568215.3
OG0003861	XP_001945258.1	XP_394767.3
OG0003862	XP_001945273.1	XP_395132.2, XP_006570001.1
OG0003863	XP_001945307.2, XP_016663223.1	XP_006572417.1
OG0003864	XP_001945341.1	XP_394619.1
OG0003865	XP_001945587.2	XP_006563431.1, XP_016772130.1
OG0003866	XP_001945589.1	XP_623300.2
OG0003867	XP_001945644.2	XP_394616.1
OG0003868	XP_029347890.1, XP_001945758.1, XP_003244583.1	XP_026299091.1
OG0003869	XP_001945969.1, XP_029343747.1, XP_029343748.1, XP_008184637.1	XP_006559928.1
OG0003870	XP_001946018.2, XP_029344724.1, XP_029344725.1	XP_392194.2
OG0003871	XP_001946053.3, XP_008178793.1	XP_016772927.1
OG0003872	XP_003240388.2, XP_029341196.1, XP_001946108.2	XP_623706.1
OG0003873	XP_001946132.1	XP_016771656.2, XP_006571593.2
OG0003874	XP_001946140.1	XP_624826.3
OG0003875	XP_001946199.1	XP_006559886.1
OG0003876	XP_001946205.5	XP_026297224.1
OG0003877	XP_001946225.1, XP_008179331.1	XP_393936.4
OG0003878	XP_001946282.3	XP_006566652.1
OG0003879	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1	XP_394976.4
OG0003880	XP_001946327.2	XP_006566840.1
OG0003881	XP_001946547.1, XP_008189573.1	XP_016767737.2
OG0003882	XP_001946627.2	XP_026295283.1
OG0003883	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1	XP_394752.3
OG0003884	XP_001946729.2	XP_026296821.1
OG0003885	XP_001946730.1	XP_001122506.2
OG0003886	XP_001946793.1	XP_006571389.1
OG0003887	XP_001946898.1	XP_026295657.1
OG0003888	XP_001946943.2	NP_001013379.1
OG0003889	XP_001947064.1, XP_001950350.1	XP_392296.4
OG0003890	XP_001947073.1	XP_624608.3
OG0003891	XP_001947218.2	XP_001120689.2
OG0003892	XP_003246046.1, XP_003240667.1, XP_001947246.1	XP_395757.3
OG0003893	XP_001947253.1	XP_393850.2
OG0003894	XP_003242316.1, XP_029348614.1, XP_001947347.2	XP_016772854.2
OG0003895	XP_001947487.1	XP_006561304.2
OG0003896	XP_003244016.1, XP_001950659.1, XP_001947545.2	XP_623816.1
OG0003897	XP_001947564.2	XP_624279.3
OG0003898	XP_001947588.2	NP_001229364.1, XP_006571766.1
OG0003899	XP_001947595.2	XP_391994.1
OG0003900	XP_016657440.1, XP_001947713.3	XP_625095.1
OG0003901	XP_001947756.1	XP_001122939.2
OG0003902	XP_001947769.2	XP_026300039.1
OG0003903	XP_001947783.3	XP_016772804.1, XP_006572010.1
OG0003904	XP_001947910.1	XP_623919.1
OG0003905	XP_001947991.1	XP_623724.3
OG0003906	XP_001948005.1	XP_026295801.1
OG0003907	XP_001948184.2	XP_026299247.1
OG0003908	XP_001948190.2	XP_623366.2
OG0003909	XP_008188131.1, XP_001948205.2, XP_029346791.1	XP_001121788.2
OG0003910	XP_001948398.2	XP_397392.5
OG0003911	XP_001948475.2	XP_006565670.1
OG0003912	XP_001948509.2	XP_016769191.1, XP_006564718.1
OG0003913	XP_008189865.1, XP_001948669.2	XP_006566101.1
OG0003914	XP_001948813.1	XP_396724.2
OG0003915	XP_001948850.2, XP_016664457.1	XP_006568346.2
OG0003916	XP_001948870.2	XP_396999.5, XP_006571077.2
OG0003917	XP_001948879.2	XP_006561985.2
OG0003918	XP_001948892.2, XP_029342874.1, XP_029342875.1	XP_623795.2
OG0003919	XP_001948898.1	XP_392644.3
OG0003920	XP_001948976.1	XP_026297002.1
OG0003921	XP_001948985.1	XP_006567209.1
OG0003922	XP_001949071.2	XP_001120842.5
OG0003923	XP_001949183.2	XP_006569041.1
OG0003924	XP_001949258.2	XP_003251071.2
OG0003925	XP_001949278.1	XP_006557271.1, XP_392926.1
OG0003926	XP_008178997.1, XP_001949288.2	XP_001120669.2
OG0003927	XP_001949298.1	XP_026300356.1, XP_395996.1
OG0003928	XP_003246652.1, XP_001949388.2, XP_008186215.1	XP_623864.3
OG0003929	XP_001949455.1	XP_006571697.2
OG0003931	XP_001949495.1	XP_006565397.1
OG0003932	XP_001949508.2	XP_003251065.2
OG0003933	XP_001949541.1	XP_625023.1
OG0003934	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1	XP_395260.2
OG0003935	XP_001949785.1	XP_623050.1
OG0003936	XP_001950018.1	NP_001011575.1, XP_026296304.1
OG0003937	XP_001950019.2	XP_026302113.1
OG0003938	XP_001950061.2	XP_016772502.2
OG0003939	XP_001950067.2	XP_026296207.1, XP_624867.2
OG0003940	XP_001950086.2	XP_016772141.2, XP_003249733.2
OG0003941	XP_001950247.1	XP_001122466.1
OG0003942	XP_001950298.2	XP_016773505.1
OG0003943	XP_001950368.3	XP_396003.4
OG0003944	XP_029342219.1, XP_001950375.1, XP_029344247.1	XP_001122977.1
OG0003945	XP_016656392.1, XP_001950376.1, XP_016656393.1	XP_026299501.1
OG0003946	XP_001950380.1	XP_396925.4
OG0003947	XP_001950488.2	XP_006569738.2
OG0003948	XP_001950499.3	NP_001153520.1
OG0003950	XP_001950597.1	XP_006563707.1
OG0003951	XP_001950703.1	XP_026298008.1
OG0003952	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1	XP_006564407.1
OG0003953	XP_001950785.1	XP_395069.2
OG0003954	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1	XP_623055.1
OG0003955	XP_001950884.1	XP_026300272.1
OG0003956	XP_001950982.1	XP_623316.3
OG0003957	XP_001950987.1	XP_391960.2
OG0003958	XP_008187611.1, XP_001951009.2	XP_003250270.2
OG0003959	XP_001951019.2	XP_026299487.1
OG0003960	XP_001951100.1, XP_008182492.1	XP_026296448.1
OG0003961	XP_001951227.2	XP_026298140.1
OG0003962	XP_001951372.2	XP_006568235.1
OG0003963	XP_001951429.1	XP_393688.2
OG0003964	XP_001951601.1	XP_026298966.1
OG0003965	XP_001951710.1, XP_016662434.1, XP_008186106.1	XP_016773035.2
OG0003966	XP_001951807.1	XP_624988.3
OG0003967	XP_001951859.1	XP_394614.1
OG0003968	XP_001952043.1	XP_395839.1
OG0003969	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2	XP_393560.4
OG0003970	XP_001952292.1	XP_026296881.1
OG0003971	XP_001952327.2	XP_003249677.2
OG0003972	XP_029348232.1, XP_001952345.1	XP_006562207.1
OG0003973	XP_001952355.1	XP_006559685.1
OG0003974	XP_001952405.1	XP_003250386.3
OG0003975	XP_029342158.1, XP_001952469.1	XP_392161.2
OG0003976	XP_001952484.1, XP_029345704.1, XP_029344829.1	XP_624702.2
OG0003977	XP_001952504.1	XP_001121344.2
OG0003978	XP_001952564.1	XP_392894.1
OG0003979	XP_001952579.3	XP_395117.4
OG0003980	XP_001952581.1	XP_006570470.2
OG0003981	XP_001952625.2	XP_016772168.2
OG0003982	XP_003245839.1, XP_001952627.2	XP_393800.5
OG0003983	XP_001952666.2	XP_016768590.1
OG0003984	XP_001952756.2, XP_003244750.1, XP_008183410.1	XP_003249151.1
OG0003985	XP_001952858.2	XP_392051.1
OG0003986	XP_001952875.2, XP_008182754.1, XP_008182755.1	XP_016769188.1
OG0003987	XP_003240357.1	XP_016771049.1
OG0003988	XP_003240647.1	XP_026296755.1
OG0003989	XP_003240969.1	XP_006568106.1
OG0003990	XP_003242527.1	XP_006565999.1
OG0003991	XP_003241415.1	XP_016770501.2
OG0003992	XP_003241580.1	XP_624277.2
OG0003993	XP_008178727.1, XP_003241610.1	XP_006564083.2, XP_006564081.2, XP_026299691.1, XP_006564084.2
OG0003994	XP_003241685.1, XP_008178832.1	XP_026296912.1
OG0003995	XP_003241698.3, XP_029347519.1, XP_016656548.1	XP_001120885.2
OG0003996	XP_003242191.1	XP_392378.2
OG0003997	XP_003242276.1, XP_003247927.1	XP_026302088.1
OG0003998	XP_003242376.1	XP_026299563.1
OG0003999	XP_003242605.1	XP_001122002.2
OG0004000	XP_008183189.1, XP_029342808.1, XP_003242619.1	XP_625125.2
OG0004001	XP_003242784.1	XP_026298571.1
OG0004002	XP_003242837.1	XP_026299236.1
OG0004003	XP_003242877.1	NP_001155985.1, XP_026295122.1
OG0004004	XP_003242949.1	XP_016773628.1
OG0004006	XP_003243499.1	XP_026300561.1
OG0004008	XP_003243801.2	XP_006561936.1
OG0004009	XP_003244002.1, XP_003244010.1	XP_006561064.1
OG0004010	XP_003244233.1	XP_394099.4
OG0004011	XP_003244402.1	NP_001239359.1
OG0004012	XP_003245275.1	XP_026301955.1, XP_026301956.1, XP_026301957.1
