Orthogroup	Acyrthosiphon_pisum	Drosophila_melanogaster
OG0003534	XP_003245446.2	NP_726773.2
OG0003535	XP_003245515.1	NP_648818.3
OG0003536	XP_003245836.1	NP_001334682.1
OG0003537	XP_008181783.1	NP_725599.2
OG0003538	XP_003246197.1	NP_001286840.1
OG0003539	XP_003246293.1	NP_001259679.1
OG0003540	XP_003246439.1, XP_003246438.1, XP_016662241.1	NP_001262668.1
OG0003541	XP_003246627.1	NP_001285144.1, NP_001262829.1
OG0003542	XP_003247061.1	NP_608745.1
OG0003543	XP_003247092.1, XP_008184075.1, XP_029340952.1	NP_572639.2
OG0003544	XP_003247589.1, XP_008187546.1	NP_001260220.1
OG0003545	XP_003247865.1	NP_611861.1, NP_511100.1, NP_001262902.1
OG0003546	XP_003247891.1	NP_652335.1
OG0003547	XP_003247900.3, XP_029342452.1, XP_029342451.1	NP_788434.1
OG0003548	XP_003248023.1	NP_001285168.1
OG0003549	XP_029346010.1, XP_003248864.4	NP_610842.1
OG0003550	XP_008187570.1, XP_003249066.3	NP_608792.1
OG0003551	XP_008178332.1	NP_001287595.1
OG0003552	XP_008178771.1	NP_001245771.1
OG0003553	XP_008179250.1	NP_001286937.1
OG0003554	XP_008179589.1	NP_610421.1
OG0003555	XP_008180060.1	NP_569948.3
OG0003556	XP_008180277.1	NP_572286.1
OG0003557	XP_008180489.1	NP_652054.1
OG0003558	XP_008180549.2	NP_001286837.1
OG0003559	XP_008180807.1	NP_001262811.1
OG0003560	XP_008181116.1, XP_029345017.1	NP_649937.1
OG0003561	XP_008181363.1	NP_648551.3
OG0003562	XP_008181496.1, XP_008181497.1	NP_726776.1
OG0003563	XP_008181684.1	NP_524340.2
OG0003564	XP_008182177.1	NP_001260401.1, NP_609533.1
OG0003565	XP_008182222.1	NP_611962.2
OG0003566	XP_029344327.1, XP_016659230.1, XP_008182236.1	NP_610798.1
OG0003567	XP_008182468.1	NP_524351.1
OG0003568	XP_008182565.1	NP_001036444.1
OG0003569	XP_008182773.1, XP_008182772.1	NP_001259065.1
OG0003570	XP_008183142.1	NP_650256.2
OG0003571	XP_008183420.1	NP_609641.1
OG0003572	XP_008183814.1, XP_016660476.1	NP_725534.1
OG0003573	XP_008184346.1, XP_008184343.1	NP_001163746.1
OG0003574	XP_016660999.1, XP_029346935.1, XP_008184404.1	NP_649699.1
OG0003575	XP_008184513.1	NP_001261871.1
OG0003576	XP_008184569.1	NP_001162879.1
OG0003577	XP_008184684.1	NP_001245936.1
OG0003578	XP_008185383.2	NP_650054.2
OG0003579	XP_008185408.2	NP_733115.1, NP_001285192.1
OG0003580	XP_008185743.1	NP_511143.2
OG0003581	XP_008186177.1, XP_016662504.1	NP_001286265.1
OG0003582	XP_008186400.2	NP_569947.2
OG0003583	XP_008186708.1	NP_652189.1
OG0003584	XP_008186709.1	NP_001246145.1
OG0003585	XP_008186918.1	NP_733027.2
OG0003586	XP_008186925.1	NP_649134.3
OG0003587	XP_008186963.1	NP_724916.1
OG0003588	XP_029347312.1, XP_008186998.1	NP_001014614.1
OG0003589	XP_008187340.1	NP_996132.1
OG0003591	XP_029341206.1, XP_008187613.1	NP_524597.1
OG0003592	XP_008187788.1	NP_524652.1
OG0003593	XP_029348567.1, XP_008187811.1	NP_001286401.1
OG0003594	XP_008187815.1, XP_029343243.1, XP_029343242.1	NP_610243.4, NP_650495.1
OG0003596	XP_008188502.1, XP_008188501.1	NP_648348.1
OG0003597	XP_008188583.1	NP_001261943.1
OG0003598	XP_008188697.1	NP_001247400.1
OG0003599	XP_008189074.1, XP_029347043.1	NP_610813.3
OG0003600	XP_008190191.2	NP_652069.2
OG0003601	XP_016656463.1, XP_016656462.1	NP_001247153.1
OG0003602	XP_029341756.1, XP_016657266.1	NP_996141.2
OG0003603	XP_016657618.1	NP_524366.1
OG0003604	XP_016657691.1	NP_647677.2
OG0003605	XP_016657955.1	NP_612073.2
OG0003606	XP_016664837.1, XP_029342548.1, XP_016658422.1	NP_524810.2
OG0003607	XP_016661016.1	NP_649008.2
OG0003608	XP_016661412.1	NP_609634.1
OG0003609	XP_016661625.1	NP_608886.1
OG0003610	XP_016662052.1, XP_029347557.1	NP_651726.1
OG0003611	XP_016663109.1	NP_523583.2
OG0003612	XP_016663793.1, XP_029345112.1, XP_029345113.1	NP_477303.1
OG0003613	XP_016663845.1, XP_016663844.1	NP_570069.1
OG0003614	XP_016663972.1	NP_523541.2
OG0003615	XP_029340916.1, XP_029341110.1, XP_029345850.1	NP_611687.1
OG0003616	XP_029341087.1	NP_001262982.1
OG0003617	XP_029341973.1, XP_029344157.1	NP_001260440.1
OG0003618	XP_029342058.1, XP_029342718.1	NP_511065.1
OG0003619	XP_029342566.1	NP_523898.1
OG0003620	XP_029343734.1, XP_029343399.1, XP_029343291.1, XP_029342750.1	NP_611053.1
OG0003621	XP_029342785.1, XP_029342786.1	NP_725799.1
OG0003623	XP_029343014.1	NP_001261078.1
OG0003624	XP_029343039.1, XP_029343038.1	NP_001260192.1
OG0003625	XP_029343152.1	NP_732109.2
OG0003626	XP_029343232.1	NP_476722.1
OG0003627	XP_029343423.1	NP_725451.1
OG0003628	XP_029343562.1	NP_001247372.1
OG0003629	XP_029343862.1	NP_649520.1
OG0003630	XP_029344127.1, XP_029344126.1	NP_001259267.1
OG0003631	XP_029344332.1	NP_611946.2
OG0003632	XP_029344447.1	NP_001014758.2
OG0003633	XP_029344530.1, XP_029344527.1	NP_648604.2
OG0003634	XP_029345023.1	NP_608349.1
OG0003635	XP_029345202.1	NP_608498.3
OG0003636	XP_029345431.1	NP_477119.1
OG0003637	XP_029345551.1	NP_477440.1
OG0003638	XP_029345612.1, XP_029345613.1	NP_649194.1
OG0003639	XP_029345632.1	NP_001262035.1
OG0003640	XP_029345922.1	NP_001097136.2
OG0003641	XP_029345975.1	NP_001247023.2
OG0003642	XP_029346189.1	NP_001247399.1
OG0003643	XP_029346289.1, XP_029346288.1	NP_611345.1
OG0003644	XP_029346338.1	NP_610446.1, NP_610447.2
OG0003645	XP_029346575.1	NP_001014722.1
OG0003646	XP_029347070.1	NP_001285636.1
OG0003647	XP_029347187.1, XP_029347181.1	NP_572814.1, NP_722953.1
OG0003648	XP_029347313.1	NP_649176.1
OG0003649	XP_029347352.1	NP_001096981.2
OG0003650	XP_029347460.1	NP_001260032.1
OG0003653	XP_029347634.1	NP_572704.1
OG0003709	NP_001119628.1, XP_029341421.1, XP_003245642.1	NP_001287407.1
OG0003710	NP_001119647.1	NP_476636.1
OG0003711	NP_001119655.1, XP_029345874.1	NP_001260887.1
OG0003712	NP_001119687.1	NP_001262202.1
OG0003713	XP_016656538.1, NP_001119697.1	NP_477407.1, NP_996415.1
OG0003714	NP_001128362.1, XP_001951857.1, XP_016663039.1, XP_001951975.1	NP_476797.1
OG0003715	NP_001128376.1	NP_001261198.1, NP_001261197.1
OG0003716	NP_001129195.1, NP_001232975.1	NP_001262080.1
OG0003717	XP_008180321.1, NP_001129418.1	NP_001247301.1
OG0003719	XP_003247607.2, NP_001153853.1	NP_647949.1
OG0003720	NP_001153859.1	NP_572259.1, NP_572260.2, NP_572262.1
OG0003721	NP_001153867.2	NP_001334713.1, NP_610961.1
OG0003722	NP_001153868.1, XP_029346874.1, XP_001949218.2	NP_649059.1
OG0003723	NP_001155411.1	NP_648783.4
OG0003724	NP_001155424.1	NP_001033967.1
OG0003726	NP_001155437.1	NP_001287108.1
OG0003727	NP_001155456.1	NP_611407.1
OG0003728	NP_001155486.1	NP_001097742.1
OG0003729	NP_001155503.1	NP_001247264.1, NP_647942.1
OG0003730	NP_001155512.1	NP_001189310.1
OG0003731	NP_001155541.1, XP_008180569.1	NP_001259630.1
OG0003732	NP_001155563.1	NP_001188553.1, NP_001262481.1
OG0003733	NP_001155569.1, XP_029341920.1	NP_731777.1, NP_523840.1
OG0003734	NP_001155581.1	NP_001303480.1, NP_727447.1
OG0003735	NP_001155583.1, XP_008187337.1	NP_651684.1
OG0003736	NP_001155624.1	NP_649702.2
OG0003737	NP_001155637.1, XP_008182979.1	NP_001261952.1
OG0003738	XP_029341947.1, NP_001155661.1	NP_610343.1
OG0003739	NP_001155687.1	NP_001247139.1
OG0003740	NP_001155702.1	NP_609492.1
OG0003741	NP_001155714.1	NP_647961.1
OG0003742	XP_016656605.1, XP_029345721.1, XP_016662292.1, NP_001155720.1	NP_610417.1
OG0003743	NP_001155782.1, XP_008187973.1	NP_001188928.1, NP_001287533.1
OG0003744	NP_001155795.1	NP_524719.1
OG0003745	NP_001155802.1	NP_001259103.1
OG0003746	NP_001155816.1	NP_649352.1
OG0003747	NP_001155822.1	NP_001260028.1
OG0003748	NP_001155946.1, NP_001232995.1	NP_611632.3
OG0003749	NP_001155952.1	NP_732419.1, NP_609366.2
OG0003750	NP_001155953.1	NP_726111.1
OG0003751	XP_008182763.1, NP_001155982.1	NP_731267.1
OG0003752	NP_001156047.1	NP_610168.1, NP_001260612.1
OG0003753	NP_001156048.1	NP_572396.1, NP_651724.1, NP_001261261.1
OG0003754	XP_029341866.1, NP_001156056.1	NP_001285266.1, NP_649161.1
OG0003755	NP_001156120.1	NP_001137699.1
OG0003756	NP_001156126.1	NP_650331.1
OG0003757	NP_001156146.1	NP_511045.1
OG0003758	XP_008179871.1, NP_001156157.1	NP_650784.3
OG0003759	NP_001156175.1, XP_008187121.1	NP_001246908.1
OG0003760	NP_001156202.1	NP_609878.1, NP_001259750.1
OG0003761	NP_001156212.1	NP_001188681.1
OG0003762	NP_001156216.1, XP_008185420.1	NP_650214.1
OG0003763	NP_001156220.1	NP_001287349.1
OG0003764	NP_001156253.1, XP_029344793.1	NP_649241.1
OG0003765	NP_001156258.1	NP_001284709.1
OG0003766	NP_001191874.1, XP_003242557.2, NP_001156259.1, NP_001280425.1	NP_523407.1
OG0003767	NP_001156277.1	NP_001033885.1
OG0003768	XP_003248729.1, NP_001156296.1	NP_608575.1
OG0003769	NP_001156303.1	NP_608619.1
OG0003770	NP_001156311.1, XP_008183465.1, XP_003243979.1, XP_001949619.1, XP_001948832.1	NP_001285352.1
OG0003771	NP_001156512.1	NP_651296.1
OG0003772	NP_001156572.1	NP_609822.1, NP_650473.1
OG0003773	NP_001156607.1, XP_008182462.1, XP_016659173.1, NP_001280275.1	NP_001259808.1
OG0003774	NP_001156691.1, XP_008185739.1, XP_001946255.2	NP_569980.1
OG0003775	NP_001156724.1	NP_001245778.1, NP_648527.1
OG0003776	NP_001192084.1, XP_008182094.1	NP_649048.1
OG0003777	NP_001192099.1	NP_001260520.2
OG0003778	XP_016660588.1, NP_001192103.1	NP_788548.1
OG0003779	NP_001193397.1	NP_609918.1
OG0003780	NP_001232945.1	NP_611446.3, NP_647716.1
OG0003781	XP_008186668.1, NP_001232951.1	NP_001261879.1
OG0003782	NP_001233014.1	NP_649399.1, NP_001284805.1
OG0003783	NP_001233028.1, XP_008187725.1	NP_001262846.1
OG0003784	NP_001233036.1, XP_029344824.1	NP_733061.1
OG0003785	XP_029341884.1, NP_001233062.1	NP_610974.1, NP_001285320.1
OG0003786	XP_008179925.1, NP_001233077.1	NP_001097074.1
OG0003787	NP_001233084.1	NP_648037.1
OG0003788	XP_016662916.1, NP_001233105.1	NP_511106.1
OG0003789	NP_001280252.1, XP_008187610.1	NP_732338.1
OG0003790	NP_001280263.1, XP_029341965.1	NP_001262023.1
OG0003791	NP_001280273.1	NP_001246448.1
OG0003792	XP_001951780.2, NP_001280289.1	NP_001188815.1
OG0003793	XP_003246322.1, XP_029346034.1, XP_003242228.1, NP_001280304.1, XP_001947170.1	NP_650317.3
OG0003794	NP_001280344.1	NP_001285058.1
OG0003795	NP_001280367.1	NP_524134.1
OG0003796	NP_001280377.1, XP_001946840.1	NP_001285371.1
OG0003797	NP_001280389.1, XP_008186072.1	NP_651340.1
OG0003798	NP_001280391.1, XP_029341184.1	NP_001188780.1
OG0003799	NP_001280402.1	NP_610451.1
OG0003800	XP_016658816.1, NP_001280405.1	NP_651825.4, NP_610916.1
OG0003801	NP_001280408.1	NP_572526.1
OG0003802	XP_008185982.1, NP_001280410.1	NP_001262901.1, NP_611191.1
OG0003803	XP_008187539.1, NP_001280415.1	NP_648168.1
OG0003804	XP_029341998.1, NP_001280423.1	NP_648144.3
OG0003805	NP_001280424.1	NP_649541.1
OG0003806	NP_001280451.1	NP_524537.1
OG0003807	NP_001280460.1	NP_001286908.1
OG0003808	XP_001950331.3, NP_001313552.1	NP_001259814.1
OG0003809	NP_001313558.1	NP_001286673.1
OG0003810	XP_016663668.1, XP_003247689.1, NP_001313559.1	NP_001260063.1
OG0003811	NP_001313587.1	NP_649212.2
OG0003812	XP_001942516.1	NP_001162723.1
OG0003813	XP_001942529.1	NP_525073.1
OG0003814	XP_001942581.2	NP_001261853.1
OG0003815	XP_001942587.2	NP_649455.1
OG0003817	XP_001942949.2	NP_001350858.1
OG0003818	XP_001943236.2	NP_650328.1
OG0003818	XP_001943005.2	NP_001260752.1
OG0003819	XP_001943025.1	NP_001263095.1
OG0003820	XP_001943038.2	NP_001036422.1
OG0003821	XP_001943062.1	NP_609946.1
OG0003822	XP_008180230.1, XP_008180228.1, XP_008180229.1, XP_001943247.2	NP_001036633.2
OG0003824	XP_001943284.1	NP_652145.1
OG0003825	XP_001943304.2	NP_001262701.1
OG0003826	XP_001943326.3	NP_001247206.1
OG0003827	XP_001943330.2	NP_611986.2
OG0003828	XP_001943357.1	NP_001261195.1
OG0003829	XP_001943381.2	NP_001245409.1
OG0003830	XP_001943388.2	NP_001245983.1, NP_723670.2
OG0003831	XP_001943455.1	NP_001260897.1
OG0003832	XP_001943486.1	NP_001137905.1, NP_001261534.1
OG0003833	XP_001943692.1, XP_016663218.1	NP_511048.2
OG0003834	XP_001943697.1, XP_016658916.1	NP_001260368.1
OG0003835	XP_001943742.1	NP_001262920.1
OG0003836	XP_001943750.1	NP_001260135.1
OG0003837	XP_001943759.2	NP_610913.1
OG0003838	XP_001943900.1, XP_016665102.1	NP_610522.1
OG0003839	XP_001943978.1	NP_001262031.1
OG0003840	XP_001944018.1	NP_650660.2
OG0003841	XP_001946480.1, XP_001944026.1	NP_570012.1
OG0003842	XP_001944141.1	NP_573371.1
OG0003843	XP_001944151.1	NP_001261596.1
OG0003844	XP_016663934.1, XP_001944167.2, XP_008188086.1, XP_008188087.1	NP_476904.1
OG0003845	XP_016656589.1, XP_016656588.1, XP_016656587.1, XP_001944222.1	NP_610201.1
OG0003846	XP_001944514.2, XP_029342616.1	NP_001163433.1
OG0003847	XP_001944548.2	NP_732393.1
OG0003848	XP_001944559.1	NP_001247237.1
OG0003849	XP_001944574.2	NP_610044.2
OG0003850	XP_001944577.1	NP_609358.1
OG0003851	XP_001944657.2	NP_001259490.1
OG0003852	XP_001944765.1	NP_001259707.1
OG0003853	XP_001944785.3	NP_609495.1
OG0003854	XP_001944817.2	NP_608657.1
OG0003855	XP_001944835.2, XP_029348623.1, XP_029348618.1	NP_001260765.1
OG0003856	XP_001944890.1	NP_647660.1
OG0003857	XP_001944974.2, XP_008185306.2	NP_788641.1
OG0003859	XP_001945207.2	NP_611549.2
OG0003860	XP_001951861.2, XP_029347656.1, XP_001945243.1, XP_029341380.1	NP_612094.2
OG0003861	XP_001945258.1	NP_001259663.1
OG0003862	XP_001945273.1	NP_001286393.1
OG0003863	XP_001945307.2, XP_016663223.1	NP_569972.1
OG0003864	XP_001945341.1	NP_650951.1, NP_650952.2, NP_001260990.1
OG0003866	XP_001945589.1	NP_001261542.1
OG0003867	XP_001945644.2	NP_609864.1, NP_573096.1
OG0003868	XP_029347890.1, XP_001945758.1, XP_003244583.1	NP_610357.1
OG0003869	XP_001945969.1, XP_029343747.1, XP_029343748.1, XP_008184637.1	NP_788357.1
OG0003870	XP_001946018.2, XP_029344724.1, XP_029344725.1	NP_001368936.1
OG0003871	XP_001946053.3, XP_008178793.1	NP_611535.1
OG0003872	XP_003240388.2, XP_029341196.1, XP_001946108.2	NP_610876.1
OG0003873	XP_001946132.1	NP_001334735.1
OG0003874	XP_001946140.1	NP_001163577.1
OG0003875	XP_001946199.1	NP_572532.1
OG0003876	XP_001946205.5	NP_001259823.1
OG0003877	XP_001946225.1, XP_008179331.1	NP_001285642.1
OG0003878	XP_001946282.3	NP_001097890.1
OG0003879	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1	NP_647918.2
OG0003880	XP_001946327.2	NP_572535.1
OG0003881	XP_001946547.1, XP_008189573.1	NP_001260585.1
OG0003882	XP_001946627.2	NP_001162627.1
OG0003883	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1	NP_573251.1
OG0003884	XP_001946729.2	NP_572907.1
OG0003886	XP_001946793.1	NP_724244.1
OG0003887	XP_001946898.1	NP_476982.1
OG0003888	XP_001946943.2	NP_523797.1, NP_476814.1
OG0003889	XP_001947064.1, XP_001950350.1	NP_610732.1
OG0003890	XP_001947073.1	NP_649876.1
OG0003891	XP_001947218.2	NP_001263108.1
OG0003892	XP_003246046.1, XP_003240667.1, XP_001947246.1	NP_001262069.1
OG0003893	XP_001947253.1	NP_647757.2, NP_001259177.1
OG0003894	XP_003242316.1, XP_029348614.1, XP_001947347.2	NP_001246498.1
OG0003895	XP_001947487.1	NP_001259484.1
OG0003896	XP_003244016.1, XP_001950659.1, XP_001947545.2	NP_608837.2
OG0003897	XP_001947564.2	NP_001261947.1
OG0003898	XP_001947588.2	NP_647707.1
OG0003899	XP_001947595.2	NP_001097186.2, NP_650042.2
OG0003900	XP_016657440.1, XP_001947713.3	NP_651578.1
OG0003901	XP_001947756.1	NP_572401.2
OG0003902	XP_001947769.2	NP_001246118.1
OG0003903	XP_001947783.3	NP_001261922.1
OG0003904	XP_001947910.1	NP_001262697.1
OG0003905	XP_001947991.1	NP_729888.1
OG0003906	XP_001948005.1	NP_001259961.1, NP_611200.2
OG0003907	XP_001948184.2	NP_569906.1
OG0003908	XP_001948190.2	NP_001260726.1
OG0003909	XP_008188131.1, XP_001948205.2, XP_029346791.1	NP_001247006.1
OG0003910	XP_001948398.2	NP_001246673.1
OG0003911	XP_001948475.2	NP_001261606.1
OG0003912	XP_001948509.2	NP_001097238.1
OG0003913	XP_008189865.1, XP_001948669.2	NP_648549.1
OG0003914	XP_001948813.1	NP_001356926.1
OG0003915	XP_016664457.1	NP_001286055.1
OG0003916	XP_001948870.2	NP_611032.2
OG0003917	XP_001948879.2	NP_524287.1
OG0003918	XP_001948892.2, XP_029342874.1, XP_029342875.1	NP_524099.2
OG0003919	XP_001948898.1	NP_001188671.1
OG0003920	XP_001948976.1	NP_001287306.1
OG0003921	XP_001948985.1	NP_001356957.1
OG0003922	XP_001949071.2	NP_609238.1
OG0003923	XP_001949183.2	NP_001263054.1
OG0003924	XP_001949258.2	NP_001245549.1
OG0003925	XP_001949278.1	NP_573225.1
OG0003926	XP_008178997.1, XP_001949288.2	NP_723576.1
OG0003927	XP_001949298.1	NP_649067.2
OG0003928	XP_003246652.1, XP_001949388.2, XP_008186215.1	NP_611175.1
OG0003929	XP_001949455.1	NP_001261060.1
OG0003930	XP_003248224.1, XP_001949484.2	NP_726473.2
OG0003931	XP_001949495.1	NP_524417.1, NP_651961.1
OG0003932	XP_001949508.2	NP_001036655.1
OG0003933	XP_001949541.1	NP_477445.1
OG0003934	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1	NP_648581.1
OG0003935	XP_001949785.1	NP_001287055.1
OG0003936	XP_001950018.1	NP_524483.1
OG0003937	XP_001950019.2	NP_611251.2
OG0003938	XP_001950061.2	NP_001262741.1
OG0003939	XP_001950067.2	NP_001259461.1
OG0003940	XP_001950086.2	NP_650512.1
OG0003941	XP_001950247.1	NP_001259608.1
OG0003942	XP_001950298.2	NP_650530.2
OG0003943	XP_001950368.3	NP_649905.1
OG0003944	XP_029342219.1, XP_001950375.1, XP_029344247.1	NP_001261149.1
OG0003945	XP_016656392.1, XP_001950376.1, XP_016656393.1	NP_608585.1
OG0003946	XP_001950380.1	NP_647768.3
OG0003947	XP_001950488.2	NP_651180.3
OG0003948	XP_001950499.3	NP_001286414.1
OG0003950	XP_001950597.1	NP_731494.1, NP_731495.1
OG0003951	XP_001950703.1	NP_996299.1
OG0003952	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1	NP_649594.1
OG0003953	XP_001950785.1	NP_001188991.1, NP_001162855.1, NP_733175.1
OG0003954	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1	NP_611769.2, NP_001245708.1
OG0003955	XP_001950884.1	NP_001247152.1
OG0003956	XP_001950982.1	NP_477397.1
OG0003957	XP_001950987.1	NP_001261167.1
OG0003958	XP_008187611.1, XP_001951009.2	NP_477224.1
OG0003959	XP_001951019.2	NP_001261183.1
OG0003960	XP_001951100.1, XP_008182492.1	NP_001097394.1
OG0003961	XP_001951227.2	NP_610107.1
OG0003962	XP_001951372.2	NP_523811.1
OG0003963	XP_001951429.1	NP_611832.1
OG0003964	XP_001951601.1	NP_723527.1, NP_001261710.1, NP_727109.2, NP_572339.1
OG0003965	XP_001951710.1, XP_016662434.1, XP_008186106.1	NP_648590.1
OG0003966	XP_001951807.1	NP_001286169.1
OG0003967	XP_001951859.1	NP_649099.1
OG0003968	XP_001952043.1	NP_610398.1
OG0003969	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2	NP_569880.1
OG0003970	XP_001952292.1	NP_001262490.1, NP_731657.2
OG0003971	XP_001952327.2	NP_001285692.1
OG0003972	XP_029348232.1, XP_001952345.1	NP_611539.1
OG0003973	XP_001952355.1	NP_001286341.1, NP_725128.2, NP_610757.1
OG0003974	XP_001952405.1	NP_651278.2
OG0003975	XP_029342158.1, XP_001952469.1	NP_649552.1
OG0003976	XP_001952484.1, XP_029345704.1, XP_029344829.1	NP_001246589.1
OG0003977	XP_001952504.1	NP_570081.2
OG0003978	XP_001952564.1	NP_001285330.1, NP_001263122.1
OG0003979	XP_001952579.3	NP_611690.2
OG0003980	XP_001952581.1	NP_572722.2
OG0003981	XP_001952625.2	NP_610429.2
OG0003982	XP_003245839.1, XP_001952627.2	NP_609079.2
OG0003983	XP_001952666.2	NP_001137958.1
OG0003984	XP_001952756.2, XP_003244750.1, XP_008183410.1	NP_611900.1
OG0003985	XP_001952858.2	NP_572747.1
OG0003986	XP_001952875.2, XP_008182754.1, XP_008182755.1	NP_511064.2
OG0003987	XP_003240357.1	NP_001286391.1
OG0003988	XP_003240647.1	NP_001163748.1
OG0003989	XP_003240969.1	NP_001163103.1
OG0003990	XP_003241069.3, XP_003249006.2	NP_608713.2
OG0003990	XP_003242527.1	NP_524448.3
OG0003991	XP_003241415.1	NP_524623.2
OG0003992	XP_003241580.1	NP_573116.2
OG0003993	XP_008178727.1, XP_003241610.1	NP_001287552.1
OG0003994	XP_003241685.1, XP_008178832.1	NP_001286707.1
OG0003995	XP_003241698.3, XP_029347519.1, XP_016656548.1	NP_001284866.1
OG0003996	XP_003242191.1	NP_001259362.1, NP_650489.1
OG0003997	XP_003242276.1, XP_003247927.1	NP_001246522.1, NP_722917.2, NP_608787.1
OG0003998	XP_003242376.1	NP_001162829.1
OG0003999	XP_003242605.1	NP_523723.1
OG0004000	XP_008183189.1, XP_029342808.1, XP_003242619.1	NP_001246063.1
OG0004002	XP_003242837.1	NP_001303384.1
OG0004003	XP_003242877.1	NP_001162933.1
OG0004004	XP_003242949.1	NP_609954.1, NP_001286084.1
OG0004005	XP_003243356.1	NP_732452.1
OG0004006	XP_003243499.1	NP_724569.1
OG0004008	XP_003243801.2	NP_001097360.1
OG0004009	XP_003244002.1, XP_003244010.1	NP_731065.1
OG0004010	XP_003244233.1	NP_572391.1
OG0004011	XP_003244402.1	NP_001260641.1
OG0004012	XP_003245275.1	NP_001096948.2
OG0004014	XP_029344034.1, XP_003245369.1	NP_572951.1
OG0004015	XP_016663354.1, XP_029343300.1, XP_029342121.1, XP_003245777.1	NP_001138211.1
OG0004016	XP_029342325.1	NP_001189283.1
OG0004017	XP_003246135.1	NP_001286893.1
OG0004018	XP_003246201.1	NP_728546.1
OG0004019	XP_003246415.1, XP_029342049.1	NP_001097548.1
OG0004020	XP_003246485.2	NP_001287463.1
OG0004021	XP_003246496.1	NP_001259691.1
OG0004022	XP_003246762.1	NP_001285276.1
OG0004023	XP_003246871.2, XP_008186541.1	NP_001285665.1
OG0004024	XP_029347323.1, XP_016662784.1, XP_003246874.1, XP_003246873.1	NP_001263051.1
OG0004026	XP_003247003.1	NP_524473.2
OG0004027	XP_003247146.1	NP_648926.3
OG0004028	XP_003247231.1	NP_001097560.1
OG0004029	XP_003247295.1	NP_001097121.1
OG0004030	XP_003247407.1	NP_001262385.1, NP_001189194.1
OG0004031	XP_003247630.1	NP_524815.1
OG0004033	XP_003247913.1	NP_477436.1
OG0004034	XP_003248165.1	NP_609890.2
OG0004035	XP_003248194.1	NP_001285328.1
OG0004036	XP_003248254.1	NP_649324.1
OG0004037	XP_003248335.1	NP_001262772.1
OG0004038	XP_003248689.1, XP_029343673.1	NP_001245836.1
OG0004040	XP_008178620.1	NP_001285092.1, NP_572658.2
OG0004041	XP_008178679.1	NP_647718.1
OG0004042	XP_008178680.1, XP_008178681.1, XP_016656432.1	NP_523917.2
OG0004043	XP_008178865.1, XP_029346647.1	NP_001259062.1
OG0004044	XP_029341758.1, XP_008178965.1	NP_572373.1
OG0004045	XP_008178980.2	NP_523806.2, NP_524607.1
OG0004046	XP_008179028.1	NP_001189212.1
OG0004047	XP_008179453.1, XP_008179452.1, XP_016656998.1	NP_649701.2
OG0004048	XP_008188917.1, XP_008179528.1	NP_001097680.1
OG0004049	XP_008179642.1	NP_610466.2
OG0004050	XP_008179692.1	NP_573088.1
OG0004051	XP_008180014.1	NP_573193.1, NP_650498.3
OG0004052	XP_008180268.1	NP_001262451.1
OG0004053	XP_008180418.1	NP_001260958.1
OG0004054	XP_008180420.1	NP_001260969.1
OG0004055	XP_008180435.1	NP_649411.1
OG0004056	XP_008180588.1	NP_001259979.1
OG0004058	XP_008180684.1	NP_477114.1
OG0004059	XP_008181328.1	NP_001261609.1
OG0004060	XP_008181545.1	NP_476576.1
OG0004061	XP_029345940.1, XP_029345941.1, XP_008181672.1, XP_016658831.1	NP_001285590.1
OG0004062	XP_008181730.1	NP_001245607.1
OG0004063	XP_008181930.1	NP_001162975.1
OG0004064	XP_008188948.2	NP_001259152.1
OG0004065	XP_008181995.1	NP_001286823.1, NP_001259234.1
OG0004066	XP_008182047.1	NP_573146.1
OG0004067	XP_008182186.2	NP_001261227.1
OG0004068	XP_008182193.1, XP_008182195.1	NP_725626.1, NP_476863.1
OG0004069	XP_008182528.1	NP_001368995.1
OG0004070	XP_008183001.1	NP_001162753.1, NP_001285243.1
OG0004071	XP_008183264.1	NP_996010.2
OG0004072	XP_029345811.1, XP_008183519.1	NP_572759.1
OG0004073	XP_016660272.1, XP_016660273.1, XP_016660271.1, XP_008183569.1	NP_648318.2
OG0004074	XP_008183932.1	NP_001286846.1
OG0004075	XP_008184012.1	NP_788639.1
OG0004076	XP_008184022.1, XP_016660688.1	NP_608550.1
OG0004077	XP_008184230.1	NP_650693.1
OG0004078	XP_029341311.1, XP_008184314.1	NP_649890.1
OG0004079	XP_008184399.1, XP_008184398.1	NP_001137777.1
OG0004080	XP_008184464.1	NP_523890.2
OG0004081	XP_008184572.1	NP_001188938.1
OG0004082	XP_008184682.1	NP_001260586.1
OG0004083	XP_016661276.1, XP_008184685.1, XP_008184687.1, XP_008184686.1, XP_008184688.1	NP_569978.1
OG0004084	XP_008184763.1, XP_008184762.1	NP_001163332.2
OG0004085	XP_008185211.1	NP_001246647.1
