Orthogroup	Acyrthosiphon_pisum	Solenopsis_invicta
OG0003446	XP_001949172.2	XP_011155390.1
OG0003447	XP_001949175.1, XP_008188157.1, XP_003247963.1	XP_039306897.1, XP_011172830.1
OG0003448	XP_001951973.1, XP_001949244.1	XP_011168417.2, XP_039309237.1
OG0003449	XP_001949300.2	XP_011160159.1
OG0003450	XP_029347434.1, XP_001949386.1	XP_011155610.2
OG0003451	XP_001949443.1, XP_008182268.1	XP_011172134.1
OG0003452	XP_001949579.2	XP_011156026.1
OG0003453	XP_001949581.1	XP_039315183.1
OG0003454	XP_001949590.1	XP_025989605.1, XP_039302364.1, XP_011172810.1
OG0003455	XP_001949601.1	XP_011168917.1
OG0003456	XP_001949728.1	XP_011162716.1
OG0003457	XP_001949847.3	XP_011166944.1
OG0003458	XP_001949938.1	XP_025995460.1
OG0003459	XP_003246026.1, XP_001949988.2	XP_011161898.1
OG0003460	XP_001950150.1, XP_016659321.1, XP_008187444.1	XP_011162632.1
OG0003461	XP_001950219.2	XP_025991213.1
OG0003462	XP_001950312.3, XP_001952645.2, XP_016662209.1	XP_025993799.2
OG0003463	XP_001950362.2	XP_011160595.1
OG0003464	XP_001950406.1	XP_011165321.1
OG0003465	XP_003242582.1, XP_001950487.1	XP_011173159.1
OG0003466	XP_001950497.2	XP_011172223.1
OG0003467	XP_001950565.1	XP_025987392.1
OG0003468	XP_001950656.2	XP_011165989.2, XP_011165988.2, XP_011165986.2
OG0003469	XP_001950926.2	XP_039303845.1, XP_039303963.1, XP_039304734.1, XP_011165856.1
OG0003470	XP_029341385.1, XP_001950966.1, XP_008181619.1	XP_025990345.2, XP_039308816.1
OG0003471	XP_001951022.1	XP_039308449.1
OG0003472	XP_001951071.2	XP_025995638.1
OG0003473	XP_001951088.1	XP_011162299.1
OG0003474	XP_001951216.1	XP_011167328.1
OG0003475	XP_008185936.1, XP_016662274.1, XP_001951232.1	XP_011166400.1
OG0003476	XP_001951345.2	XP_025991918.2
OG0003477	XP_001951463.1	XP_011161639.1
OG0003478	XP_001951473.1	XP_039301857.1
OG0003479	XP_001951613.2, XP_001951588.1	XP_039304625.1
OG0003480	XP_001951654.1, XP_003243111.1	XP_011163009.2
OG0003481	XP_001951672.1	XP_011168227.1
OG0003482	XP_001951686.1	XP_039308503.1
OG0003483	XP_008182013.1, XP_001951763.1	XP_011167627.1
OG0003484	XP_001951769.1	XP_011175536.1
OG0003485	XP_008187413.1, XP_003248591.3, XP_001951824.1	XP_011160665.1
OG0003486	XP_001951912.1	XP_011176014.1
OG0003487	XP_001952144.2	XP_039312962.1
OG0003488	XP_001952182.2	XP_011172280.1, XP_011172281.1
OG0003489	XP_001952220.2	XP_011171151.1
OG0003490	XP_001952358.1	XP_011157908.1
OG0003491	XP_016661005.1, XP_001952370.2	XP_025988848.1
OG0003492	XP_029347505.1, XP_029347504.1, XP_029347503.1, XP_029347502.1, XP_029347501.1, XP_001952386.2, XP_008184407.1	XP_011162771.1
OG0003493	XP_001952446.1	XP_011168044.1
OG0003494	XP_001952473.1	XP_039309299.1, XP_039309208.1
OG0003495	XP_001952501.1	XP_011174335.1
OG0003496	XP_029341064.1, XP_001952620.1, XP_016665155.1	XP_025993632.2
OG0003497	XP_001952647.1, XP_008185303.1	XP_011156399.1
OG0003498	XP_001952675.1	XP_011165874.1
OG0003499	XP_001952681.2	XP_039310463.1
OG0003500	XP_001952759.1	XP_039305410.1
OG0003501	XP_003240049.1, XP_016658932.1	XP_011160315.1
OG0003502	XP_003240230.1	XP_011173216.1
OG0003503	XP_003240263.1, XP_029342193.1	XP_011158197.1
OG0003504	XP_003240303.1	XP_039305633.1
OG0003506	XP_003241120.1	XP_011161084.2
OG0003507	XP_003241192.1, XP_016655970.1	XP_011161240.1
OG0003508	XP_003241234.1, XP_003241233.1	XP_011161847.2
OG0003509	XP_003241236.1	XP_011158892.1, XP_039304838.1
OG0003510	XP_003241246.1	XP_039307343.1, XP_039307345.1, XP_039307346.1
OG0003511	XP_003241376.1	XP_011159681.1, XP_011159682.1
OG0003512	XP_008179169.1, XP_003241811.2	XP_011163532.1, XP_039302069.1, XP_039302070.1
OG0003513	XP_003241912.1	XP_025993404.1
OG0003514	XP_003242055.1	XP_011172359.1
OG0003515	XP_003242169.1	XP_025994886.1
OG0003516	XP_003242256.1	XP_011157782.1
OG0003517	XP_003242428.1	XP_011157243.1
OG0003518	XP_029343551.1, XP_003242563.1, XP_008182183.1	XP_025993845.1
OG0003519	XP_003242937.1	XP_011157485.2
OG0003520	XP_003243058.1	XP_025987458.1
OG0003521	XP_003243849.1	XP_025994590.1
OG0003522	XP_003243938.1	XP_011170188.1
OG0003523	XP_003243991.1, XP_008182922.2	XP_011159133.3
OG0003524	XP_003244035.1	XP_011159594.2
OG0003525	XP_016659508.2, XP_003244215.1	XP_011157508.1
OG0003526	XP_003244247.1	XP_025994120.1, XP_011176200.1
OG0003527	XP_003244330.1, XP_003244329.1, XP_008182798.1	XP_011164994.2
OG0003528	XP_003244950.3	XP_025994598.1
OG0003529	XP_003245180.1, XP_029344844.1	XP_011157905.1
OG0003530	XP_029343408.1, XP_003245260.3	XP_011164666.1
OG0003531	XP_003245357.1	XP_011158045.1, XP_011158046.1
OG0003532	XP_003245398.1	XP_011175391.1
OG0003533	XP_003245424.1, XP_008184388.1	XP_011166923.1, XP_039315583.1, XP_011166924.1
OG0003534	XP_029342043.1, XP_003245446.2	XP_025993470.2
OG0003535	XP_003245515.1	XP_025996198.1
OG0003536	XP_003245836.1	XP_011161902.1
OG0003537	XP_003246162.1, XP_003246884.1, XP_029344117.1, XP_008181783.1	XP_039309256.1
OG0003538	XP_003246197.1	XP_011168937.1
OG0003539	XP_003246293.1	XP_039308016.1
OG0003540	XP_003246439.1, XP_003246438.1, XP_016662241.1	XP_011170944.1
OG0003541	XP_003246627.1	XP_025989874.2, XP_025989876.2
OG0003542	XP_003247061.1	XP_011165946.1, XP_039311669.1
OG0003543	XP_003247092.1, XP_008184075.1, XP_029340952.1	XP_011158692.1
OG0003544	XP_003247589.1, XP_008187546.1	XP_011169534.1, XP_025992037.1
OG0003545	XP_003247865.1	XP_025990427.1
OG0003546	XP_003247891.1	XP_025993446.1
OG0003547	XP_003247900.3, XP_029342452.1, XP_029342451.1	XP_011158646.1
OG0003548	XP_003248023.1	XP_025988074.1
OG0003549	XP_029346010.1, XP_003248864.4	XP_011169642.1, XP_025986961.1
OG0003550	XP_008187570.1, XP_003249066.3	XP_011162120.1, XP_011162121.1
OG0003551	XP_008178332.1	XP_039301798.1
OG0003552	XP_008178771.1	XP_039308343.1, XP_039308344.1, XP_039308345.1, XP_025993493.2
OG0003553	XP_008179250.1	XP_011161755.2
OG0003554	XP_008179589.1	XP_039308532.1
OG0003555	XP_008180060.1	XP_025995357.2
OG0003556	XP_008180277.1	XP_025993106.2
OG0003557	XP_008180489.1	XP_011164774.2
OG0003558	XP_008180549.2	XP_039309560.1, XP_025994962.2
OG0003559	XP_008180807.1	XP_025986435.1
OG0003560	XP_008181116.1, XP_029345017.1	XP_025988610.2
OG0003561	XP_008181363.1	XP_011160851.1, XP_011160852.1
OG0003562	XP_008181496.1, XP_008181497.1	XP_011155379.1
OG0003563	XP_008181684.1	XP_039310060.1
OG0003564	XP_008182177.1	XP_011167702.1
OG0003565	XP_008182222.1	XP_011156156.1
OG0003566	XP_029344327.1, XP_016659230.1, XP_008182236.1	XP_039315677.1
OG0003567	XP_008182468.1	XP_011172274.1
OG0003568	XP_008182565.1	XP_039312274.1
OG0003569	XP_008182773.1, XP_008182772.1	XP_039312335.1
OG0003570	XP_008183142.1	XP_025991364.2
OG0003571	XP_008183420.1	XP_011164706.1
OG0003572	XP_008183814.1, XP_016660476.1	XP_011166886.1
OG0003573	XP_008184346.1, XP_008184343.1	XP_025994936.2
OG0003574	XP_016660999.1, XP_029346935.1, XP_008184404.1	XP_011156360.1
OG0003575	XP_008184513.1	XP_011168569.1, XP_039308668.1
OG0003576	XP_008184569.1	XP_011168218.1
OG0003577	XP_008184684.1	XP_011160828.1
OG0003578	XP_008185383.2	XP_011164006.1
OG0003579	XP_008185408.2	XP_011158500.2
OG0003580	XP_008185743.1	XP_025996659.1
OG0003581	XP_008186177.1, XP_016662504.1	XP_025992672.1
OG0003582	XP_008186400.2	XP_025986840.2
OG0003583	XP_008186708.1	XP_011170583.1
OG0003584	XP_008186709.1	XP_011164677.1
OG0003585	XP_008186918.1	XP_039312321.1, XP_039312320.1, XP_039312319.1
OG0003586	XP_008186925.1	XP_011158129.1
OG0003587	XP_008186963.1	XP_011169932.2
OG0003588	XP_029347312.1, XP_008186998.1	XP_011159472.1
OG0003589	XP_008187340.1	XP_025989716.1
OG0003590	XP_008187431.1	XP_025997445.2, XP_039302120.1, XP_039312424.1, XP_039305385.1, XP_039305387.1, XP_039305388.1, XP_039311141.1, XP_039312997.1, XP_039313511.1, XP_039312384.1, XP_039305165.1, XP_039311976.1, XP_039313521.1, XP_039311292.1, XP_039315429.1, XP_039303961.1
OG0003591	XP_029341206.1, XP_008187613.1	XP_011161385.1
OG0003592	XP_008187788.1	XP_025996466.1
OG0003593	XP_029348567.1, XP_008187811.1	XP_039301872.1
OG0003595	XP_029347712.1	XP_011169380.1
OG0003596	XP_008188502.1, XP_008188501.1	XP_025992260.1
OG0003597	XP_008188583.1	XP_025991864.1
OG0003598	XP_008188697.1	XP_011165034.1, XP_025992827.1
OG0003599	XP_008189074.1, XP_029347043.1	XP_011161508.1
OG0003600	XP_008190191.2	XP_025993030.2
OG0003601	XP_016656463.1, XP_016656462.1	XP_011172202.1
OG0003602	XP_029341756.1, XP_016657266.1	XP_025994604.1
OG0003603	XP_016657618.1	XP_011169059.2
OG0003604	XP_016657691.1	XP_039315300.1, XP_011161130.2
OG0003605	XP_016657955.1	XP_039306480.1
OG0003606	XP_016664837.1, XP_029342548.1, XP_016658422.1	XP_011155340.1
OG0003607	XP_016661016.1	XP_039314608.1
OG0003608	XP_016661412.1	XP_039305257.1
OG0003609	XP_016661625.1	XP_039303759.1, XP_011159275.2
OG0003610	XP_016662052.1, XP_029347557.1	XP_011175415.1
OG0003611	XP_016663109.1	XP_011174238.1
OG0003613	XP_016663845.1, XP_016663844.1	XP_011168513.1
OG0003614	XP_016663972.1	XP_011165980.2
OG0003615	XP_029340916.1, XP_029341110.1, XP_029345850.1	XP_011155661.1
OG0003616	XP_029341087.1	XP_011173105.1, XP_039303022.1
OG0003617	XP_029341973.1	XP_039308360.1
OG0003618	XP_029342058.1, XP_029342718.1	XP_011167752.1
OG0003619	XP_029342566.1	XP_025996652.1
OG0003620	XP_029343734.1, XP_029343399.1, XP_029343291.1, XP_029342750.1	XP_011173558.2
OG0003621	XP_029342785.1, XP_029342786.1	XP_011167271.2
OG0003622	XP_029342813.1	XP_025993016.2
OG0003623	XP_029343014.1	XP_011166561.2
OG0003624	XP_029343039.1, XP_029343038.1	XP_011173629.1
OG0003625	XP_029343152.1	XP_039310576.1
OG0003626	XP_029343232.1	XP_039314948.1
OG0003627	XP_029343423.1	XP_011163417.2
OG0003628	XP_029343562.1	XP_011166426.1
OG0003629	XP_029343862.1	XP_011166897.1, XP_011166898.1
OG0003630	XP_029344127.1, XP_029344126.1	XP_025986522.1
OG0003631	XP_029344332.1	XP_011157082.3
OG0003632	XP_029344447.1	XP_025992165.2
OG0003633	XP_029344530.1, XP_029344527.1	XP_025987589.2
OG0003634	XP_029345023.1	XP_011175272.2, XP_039306541.1, XP_011175269.2
OG0003635	XP_029345202.1	XP_039314897.1
OG0003636	XP_029345431.1	XP_025986658.2
OG0003637	XP_029345551.1	XP_039305221.1
OG0003638	XP_029345612.1, XP_029345613.1	XP_025985884.1
OG0003639	XP_029345632.1	XP_011167928.1
OG0003640	XP_029345922.1	XP_025992343.1, XP_011168055.1, XP_025992344.1, XP_025992342.1
OG0003641	XP_029345975.1	XP_025988954.1
OG0003642	XP_029346189.1	XP_039313749.1
OG0003643	XP_029346289.1, XP_029346288.1	XP_011157048.2
OG0003644	XP_029346338.1	XP_011161160.1
OG0003645	XP_029346575.1	XP_039312324.1
OG0003646	XP_029347070.1	XP_039305230.1
OG0003647	XP_029347187.1, XP_029347181.1	XP_025996645.2
OG0003648	XP_029347313.1	XP_011166759.1
OG0003649	XP_029347352.1	XP_011170244.1, XP_011170222.1
OG0003650	XP_029347460.1	XP_039312443.1
OG0003651	XP_029347573.1	XP_025987105.1, XP_039311020.1, XP_011158182.1, XP_011158183.1, XP_011158180.1
OG0003652	XP_029347608.1, XP_029347609.1	XP_011158767.1
OG0003653	XP_029347634.1	XP_011167346.2
OG0003709	NP_001119628.1, XP_029341421.1, XP_003245642.1	XP_011163619.1
OG0003710	NP_001119647.1	XP_011168792.1
OG0003711	NP_001119655.1, XP_029345874.1	XP_011172335.1
OG0003712	NP_001119687.1	XP_011157010.1
OG0003713	XP_016656538.1, NP_001119697.1	XP_011168517.1
OG0003714	NP_001128362.1, XP_001951857.1, XP_016663039.1, XP_001951975.1	XP_011162592.1
OG0003715	NP_001128376.1	XP_039313058.1
OG0003716	NP_001129195.1, NP_001232975.1	XP_025995556.1
OG0003717	NP_001129417.1, XP_008180321.1, NP_001129418.1	XP_011170723.1
OG0003718	NP_001153820.1	XP_025988831.1
OG0003719	XP_003247607.2, NP_001153853.1	XP_025993392.1
OG0003720	NP_001153859.1	XP_011158067.1
OG0003721	NP_001153867.2	XP_025989283.1
OG0003722	NP_001153868.1, XP_029346874.1, XP_001949218.2	XP_011175703.1
OG0003723	NP_001155411.1	XP_011158661.1
OG0003724	NP_001155424.1	XP_011158968.1
OG0003725	NP_001155425.1	XP_025993111.1
OG0003726	NP_001155437.1	XP_025996015.1
OG0003727	NP_001155456.1	XP_011170912.1, XP_011170914.1, XP_011170913.1
OG0003728	NP_001155486.1	XP_011169739.1
OG0003729	NP_001155503.1	XP_011165154.1
OG0003730	NP_001155512.1	XP_011165842.1
OG0003731	NP_001155541.1, XP_008180569.1	XP_011164522.1
OG0003732	NP_001155563.1	XP_011156365.1
OG0003733	NP_001155569.1, XP_029341920.1	XP_011163524.2
OG0003734	NP_001155581.1	XP_039307129.1, XP_025994362.1
OG0003735	NP_001155583.1, XP_008187337.1	XP_011161972.1
OG0003736	NP_001155624.1	XP_011169470.1
OG0003737	NP_001155637.1, XP_008182979.1	XP_011157966.1
OG0003738	XP_029341947.1, NP_001155661.1	XP_011169742.1
OG0003739	NP_001155687.1	XP_011164693.1
OG0003740	NP_001155702.1	XP_025991922.1
OG0003741	NP_001155714.1	XP_011174019.1
OG0003742	XP_016656605.1, XP_029345721.1, XP_016662292.1, NP_001155720.1	XP_011161409.1
OG0003743	NP_001155782.1, XP_008187973.1	XP_011172362.1
OG0003744	NP_001155795.1	XP_011172220.1
OG0003745	NP_001155802.1	XP_011171823.1
OG0003746	NP_001155816.1	XP_039304457.1
OG0003747	NP_001155822.1	XP_011167369.2, XP_025988608.1
OG0003748	NP_001155946.1, NP_001232995.1	XP_011166657.1, XP_011166656.1
OG0003749	NP_001155952.1	XP_025987674.1, XP_039305506.1
OG0003750	NP_001155953.1	XP_025990237.1
OG0003751	XP_008182763.1, NP_001155982.1	XP_011169970.2
OG0003752	NP_001156047.1	XP_011158636.1
OG0003753	NP_001156048.1	XP_011163442.1
OG0003754	XP_029341866.1, NP_001156056.1	XP_039301810.1
OG0003755	NP_001156120.1	XP_011156923.1
OG0003756	NP_001156126.1	XP_011170763.1
OG0003757	NP_001156146.1	XP_039303967.1, XP_025986167.1, XP_039303968.1
OG0003758	XP_008179871.1, NP_001156157.1	XP_039305719.1
OG0003759	NP_001156175.1, XP_008187121.1	XP_011161012.1
OG0003760	NP_001156202.1	XP_011164546.1
OG0003761	NP_001156212.1	XP_011160215.1
OG0003762	NP_001156216.1, XP_008185420.1	XP_025995354.1
OG0003763	NP_001156220.1	XP_011165219.2
OG0003764	NP_001156253.1, XP_029344793.1	XP_011158594.1, XP_011158597.1
OG0003765	NP_001156258.1	XP_011162102.1
OG0003766	NP_001191874.1, XP_003242557.2, NP_001156259.1, NP_001280425.1	XP_011167172.1
OG0003767	NP_001156277.1	XP_011172039.1
OG0003768	XP_003248729.1, NP_001156296.1	XP_011175554.1
OG0003769	NP_001156303.1	XP_039304039.1, XP_011159751.1
OG0003770	NP_001156311.1, XP_008183465.1, XP_003243979.1, XP_001949619.1, XP_001948832.1	XP_011157095.1
OG0003771	NP_001156512.1	XP_011155616.1
OG0003772	NP_001156572.1	XP_011159503.1
OG0003773	NP_001156607.1, XP_008182462.1, XP_016659173.1, NP_001280275.1	XP_011160541.1, XP_011160542.1
OG0003774	NP_001156691.1, XP_008185739.1, XP_001946255.2	XP_011168322.1
OG0003775	NP_001156724.1	XP_025995362.1
OG0003776	NP_001192084.1, XP_008182094.1	XP_011157495.1
OG0003777	NP_001192099.1	XP_011170496.1, XP_039304323.1, XP_039304325.1, XP_039304322.1, XP_039304324.1
OG0003778	XP_016660588.1, NP_001192103.1	XP_025991477.2
OG0003779	NP_001193397.1	XP_011161043.1
OG0003780	NP_001232945.1	XP_011176195.1, XP_011176197.1, XP_011176196.1
OG0003781	XP_008186668.1, NP_001232951.1	XP_011164009.1
OG0003782	NP_001233014.1	XP_011163386.1
OG0003783	NP_001233028.1, XP_008187725.1	XP_011157971.1
OG0003784	NP_001233036.1, XP_029344824.1	XP_011160258.1
OG0003785	XP_029341884.1, NP_001233062.1	XP_011159536.3
OG0003786	XP_008179925.1, NP_001233077.1	XP_011159396.1, XP_011159398.1
OG0003787	NP_001233084.1	XP_039307174.1, XP_011171028.1
OG0003788	XP_016662916.1, NP_001233105.1	XP_011155430.1
OG0003789	NP_001280252.1, XP_008187610.1	XP_011169655.1
OG0003790	NP_001280263.1, XP_029341965.1	XP_011165359.1
OG0003791	NP_001280273.1	XP_011156116.1
OG0003792	XP_001951780.2, NP_001280289.1	XP_025995656.1
OG0003793	XP_003246322.1, XP_029346034.1, XP_003242228.1, NP_001280304.1, XP_001947170.1	XP_011165565.3
OG0003794	NP_001280344.1	XP_039303676.1
OG0003795	NP_001280367.1	XP_011160027.1, XP_011160029.1
OG0003796	NP_001280377.1, XP_001946840.1	XP_011155673.1
OG0003797	NP_001280389.1, XP_008186072.1	XP_039312805.1
OG0003798	NP_001280391.1, XP_029341184.1	XP_025992665.1
OG0003799	NP_001280402.1	XP_011170585.1
OG0003800	XP_016658816.1, NP_001280405.1	XP_011157261.1
OG0003801	NP_001280408.1	XP_039307025.1
OG0003802	XP_008185982.1, NP_001280410.1	XP_011156805.1
OG0003803	XP_008187539.1, NP_001280415.1	XP_011159601.1
OG0003804	XP_029341998.1, NP_001280423.1	XP_011172646.1
OG0003805	NP_001280424.1	XP_011167839.2
OG0003806	NP_001280451.1	XP_011173111.1
OG0003807	NP_001280460.1	XP_039301827.1, XP_011156481.1
OG0003808	XP_001950331.3, NP_001313552.1	XP_011171944.1, XP_011173566.1
OG0003809	NP_001313558.1	XP_011161045.1
OG0003810	XP_016663668.1, XP_003247689.1, NP_001313559.1	XP_011157488.1
OG0003811	NP_001313587.1	XP_025997391.1, XP_039309573.1, XP_039309189.1, XP_025991926.2, XP_011172503.1
OG0003812	XP_001942516.1	XP_025992553.1
OG0003813	XP_001942529.1	XP_011159958.2
OG0003814	XP_001942581.2	XP_011157373.2, XP_039306706.1
OG0003815	XP_001942587.2	XP_039307396.1, XP_025992666.1
OG0003816	XP_001942659.2	XP_039312757.1
OG0003817	XP_001942949.2	XP_011172618.1
OG0003818	XP_001943236.2	XP_011175934.1
OG0003819	XP_001943025.1	XP_011170017.1
OG0003820	XP_001943038.2	XP_011156382.3, XP_039307591.1
OG0003821	XP_001943062.1	XP_011164448.1
OG0003822	XP_008180230.1, XP_008180228.1, XP_008180229.1, XP_001943247.2	XP_011162673.2
OG0003823	XP_001943258.2	XP_011166802.1
OG0003824	XP_001943284.1	XP_011163209.2
OG0003825	XP_001943304.2	XP_039310079.1
OG0003826	XP_001943326.3	XP_039310283.1
OG0003827	XP_001943330.2	XP_011160989.2
OG0003828	XP_001943357.1	XP_011171352.1
OG0003829	XP_001943381.2	XP_039310615.1
OG0003830	XP_001943388.2	XP_025989979.2, XP_025989980.2
OG0003831	XP_001943455.1	XP_025994355.1
OG0003832	XP_001943486.1	XP_011164209.2
OG0003833	XP_001943692.1, XP_016663218.1	XP_011170251.1
OG0003834	XP_001943697.1, XP_016658916.1	XP_011163864.1
OG0003835	XP_001943742.1	XP_011159619.1
OG0003836	XP_001943750.1	XP_039309063.1
OG0003837	XP_001943759.2	XP_011173345.1
OG0003838	XP_001943900.1, XP_016665102.1	XP_011166072.1
OG0003839	XP_001943978.1	XP_011162047.1
OG0003841	XP_001946480.1, XP_001944026.1	XP_011157791.1, XP_011157790.1
OG0003842	XP_001944141.1	XP_039303012.1
OG0003843	XP_001944151.1	XP_011166255.1, XP_039311219.1
OG0003844	XP_016663934.1, XP_001944167.2, XP_008188086.1, XP_008188087.1	XP_011166427.2
OG0003845	XP_016656589.1, XP_016656588.1, XP_016656587.1, XP_001944222.1	XP_039307489.1, XP_011166904.1
OG0003846	XP_001944514.2, XP_029342616.1	XP_011175418.1
OG0003847	XP_001944548.2	XP_011160048.1
OG0003848	XP_001944559.1	XP_011163364.1
OG0003849	XP_001944574.2	XP_011167690.1
OG0003850	XP_001944577.1	XP_011171263.1, XP_011171265.1, XP_011171266.1, XP_039306341.1
OG0003851	XP_001944657.2	XP_011155312.1
OG0003852	XP_001944765.1	XP_011164192.1
OG0003853	XP_001944785.3	XP_011167699.1
OG0003854	XP_001944817.2	XP_011170457.1, XP_011170455.2
OG0003855	XP_001944835.2, XP_029348623.1, XP_029348618.1	XP_025990166.1
OG0003856	XP_001944890.1	XP_039315036.1
OG0003857	XP_001944974.2, XP_008185306.2	XP_025989275.1
OG0003858	XP_001945183.2	XP_011176128.2, XP_039305046.1, XP_011176134.1
OG0003859	XP_001945207.2	XP_011175511.1
OG0003860	XP_001951861.2, XP_029347656.1, XP_001945243.1, XP_029341380.1	XP_011158866.1
OG0003861	XP_001945258.1	XP_011161907.1
OG0003862	XP_001945273.1	XP_039308821.1
OG0003863	XP_001945307.2, XP_016663223.1	XP_039308430.1
OG0003864	XP_001945341.1	XP_011164251.2
OG0003865	XP_001945587.2	XP_011155759.1, XP_011155758.1
OG0003866	XP_001945589.1	XP_011176060.1
OG0003867	XP_001945644.2	XP_011164324.1
OG0003868	XP_029347890.1, XP_001945758.1, XP_003244583.1	XP_011155641.1
OG0003869	XP_001945969.1, XP_029343747.1, XP_029343748.1, XP_008184637.1	XP_025988131.1
OG0003870	XP_001946018.2, XP_029344724.1, XP_029344725.1	XP_025995031.1
OG0003871	XP_001946053.3, XP_008178793.1	XP_039311707.1
OG0003872	XP_003240388.2, XP_029341196.1, XP_001946108.2	XP_039309105.1, XP_011162350.1
OG0003873	XP_001946132.1	XP_025987503.2
OG0003874	XP_001946140.1	XP_011170285.1
OG0003875	XP_001946199.1	XP_025994624.1
OG0003876	XP_001946205.5	XP_011164283.1
OG0003877	XP_001946225.1, XP_008179331.1	XP_011158035.1
OG0003878	XP_001946282.3	XP_011169851.1
OG0003879	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1	XP_025988582.1, XP_011158304.1
OG0003880	XP_001946327.2	XP_011157017.1
OG0003881	XP_001946547.1, XP_008189573.1	XP_011170189.2
OG0003882	XP_001946627.2	XP_011170992.1
OG0003883	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1	XP_011171998.1
OG0003884	XP_001946729.2	XP_039307182.1
OG0003885	XP_001946730.1	XP_011173400.1
OG0003886	XP_001946793.1	XP_011169022.1, XP_011169023.1, XP_011169024.1, XP_039307643.1
OG0003887	XP_001946898.1	XP_011158236.2
OG0003888	XP_001946943.2	XP_011162753.2
OG0003889	XP_001947064.1, XP_001950350.1	XP_011168777.1
OG0003890	XP_001947073.1	XP_039312581.1, XP_039312579.1
OG0003891	XP_001947218.2	XP_011161971.1
OG0003892	XP_003246046.1, XP_003240667.1, XP_001947246.1	XP_011160869.1
OG0003893	XP_001947253.1	XP_025986847.1, NP_001291512.1
OG0003894	XP_003242316.1, XP_029348614.1, XP_001947347.2	XP_011160767.2, XP_011160760.1
OG0003895	XP_001947487.1	XP_025986022.2
OG0003896	XP_003244016.1, XP_001950659.1, XP_001947545.2	XP_011162347.1
OG0003897	XP_001947564.2	XP_025992844.1
OG0003898	XP_001947588.2	XP_011176008.1, XP_039314612.1
OG0003899	XP_001947595.2	XP_011170319.1
OG0003900	XP_016657440.1, XP_001947713.3	XP_011172738.1
OG0003901	XP_001947756.1	XP_039304811.1, XP_025996432.1
OG0003902	XP_001947769.2	XP_025989407.2
OG0003903	XP_001947783.3	XP_039308253.1, XP_039308250.1
OG0003904	XP_001947910.1	XP_011163090.3
OG0003905	XP_001947991.1	XP_011159771.1
OG0003906	XP_001948005.1	XP_025987578.1
OG0003907	XP_001948184.2	XP_011168229.1, XP_039311815.1, XP_039311814.1
OG0003908	XP_001948190.2	XP_039313976.1, XP_011166693.1
OG0003909	XP_008188131.1, XP_001948205.2, XP_029346791.1	XP_011168602.2
OG0003910	XP_001948398.2	XP_039302447.1, XP_039302448.1, XP_011170735.1, XP_039302449.1
OG0003911	XP_001948475.2	XP_011167267.1
OG0003912	XP_001948509.2	XP_011163003.1
OG0003913	XP_008189865.1, XP_001948669.2	XP_011171472.1
OG0003914	XP_001948813.1	XP_011170975.2
OG0003915	XP_001948850.2, XP_016664457.1	XP_025993626.2
OG0003916	XP_001948870.2	XP_025996319.1
OG0003917	XP_001948879.2	XP_011159616.2
OG0003918	XP_001948892.2, XP_029342874.1, XP_029342875.1	XP_011163143.2
OG0003919	XP_001948898.1	XP_011168236.1, XP_011168238.1
OG0003920	XP_001948976.1	XP_011173008.2
OG0003921	XP_001948985.1	XP_011173457.1
OG0003922	XP_001949071.2	XP_011163814.1
OG0003923	XP_001949183.2	XP_011158933.2, XP_039305216.1
OG0003924	XP_001949258.2	XP_011155904.1, XP_011155896.1, XP_025991279.1
OG0003925	XP_001949278.1	XP_011170768.1
OG0003926	XP_008178997.1, XP_001949288.2	XP_039313898.1
OG0003927	XP_001949298.1	XP_011173519.1, XP_011173521.1
OG0003928	XP_003246652.1, XP_001949388.2, XP_008186215.1	XP_011175799.1
OG0003929	XP_001949455.1	XP_039310561.1, XP_011172972.2
OG0003930	XP_003248224.1, XP_001949484.2	XP_011163266.2
OG0003931	XP_001949495.1	XP_011160703.1
OG0003932	XP_001949508.2	XP_011175956.1
OG0003933	XP_001949541.1	XP_011164334.1
OG0003934	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1	XP_039315643.1, XP_039315644.1
OG0003935	XP_001949785.1	XP_011169572.1
OG0003936	XP_001950018.1	XP_025990001.1
OG0003937	XP_001950019.2	XP_039305588.1, XP_039305589.1, XP_039305590.1
OG0003938	XP_001950061.2	XP_011161817.1
OG0003939	XP_001950067.2	XP_011168128.1
OG0003940	XP_001950086.2	XP_039314809.1
OG0003941	XP_001950247.1	XP_011166197.1
OG0003942	XP_001950298.2	XP_011157768.2, XP_039302384.1, XP_039302385.1
OG0003943	XP_001950368.3	XP_011162640.2
OG0003944	XP_029342219.1, XP_001950375.1, XP_029344247.1	XP_011172391.2
OG0003945	XP_016656392.1, XP_001950376.1, XP_016656393.1	XP_025986377.1
OG0003946	XP_001950380.1	XP_025986400.1
OG0003947	XP_001950488.2	XP_011159662.1, XP_025991662.1
OG0003948	XP_001950499.3	XP_011158015.1
OG0003950	XP_001950597.1	XP_011170040.1
OG0003951	XP_001950703.1	XP_011172015.2
