Orthogroup	Acyrthosiphon_pisum	Osmia_lignaria
OG0003616	XP_029341087.1	XP_034175207.1
OG0003618	XP_029342058.1, XP_029342718.1	XP_034179132.1
OG0003619	XP_029342566.1	XP_034190018.1
OG0003620	XP_029343734.1, XP_029343399.1, XP_029343291.1, XP_029342750.1	XP_034174360.1
OG0003621	XP_029342785.1, XP_029342786.1	XP_034184684.1
OG0003622	XP_029342813.1	XP_034186714.1
OG0003623	XP_029343014.1	XP_034178110.1
OG0003624	XP_029343039.1, XP_029343038.1	XP_034174244.1
OG0003625	XP_029343152.1	XP_034180417.1
OG0003626	XP_029343232.1	XP_034179895.1
OG0003627	XP_029343423.1	XP_034184680.1
OG0003628	XP_029343562.1	XP_034184153.1
OG0003629	XP_029343862.1	XP_034179764.1
OG0003630	XP_029344127.1, XP_029344126.1	XP_034187861.1
OG0003631	XP_029344332.1	XP_034188479.1, XP_034188480.1
OG0003632	XP_029344447.1	XP_034171727.1
OG0003633	XP_029344530.1, XP_029344527.1	XP_034187247.1, XP_034187248.1
OG0003634	XP_029345023.1	XP_034192431.1
OG0003635	XP_029345202.1	XP_034195470.1, XP_034195468.1
OG0003636	XP_029345431.1	XP_034178480.1, XP_034178478.1
OG0003637	XP_029345551.1	XP_034171208.1
OG0003638	XP_029345612.1, XP_029345613.1	XP_034183572.1
OG0003639	XP_029345632.1	XP_034174971.1
OG0003640	XP_029345922.1	XP_034175707.1
OG0003641	XP_029345975.1	XP_034185448.1
OG0003642	XP_029346189.1	XP_034185200.1, XP_034185201.1
OG0003643	XP_029346289.1, XP_029346288.1	XP_034178259.1, XP_034178260.1
OG0003644	XP_029346338.1	XP_034191601.1
OG0003645	XP_029346575.1	XP_034188161.1
OG0003646	XP_029347070.1	XP_034185965.1, XP_034185964.1
OG0003647	XP_029347187.1, XP_029347181.1	XP_034194267.1, XP_034194098.1
OG0003648	XP_029347313.1	XP_034191723.1, XP_034191722.1, XP_034191724.1
OG0003649	XP_029347352.1	XP_034187217.1
OG0003650	XP_029347460.1	XP_034194718.1
OG0003651	XP_029347573.1	XP_034192794.1
OG0003652	XP_029347608.1, XP_029347609.1	XP_034196571.1, XP_034196572.1, XP_034196570.1
OG0003653	XP_029347634.1	XP_034194504.1, XP_034194503.1
OG0003709	NP_001119628.1, XP_029341421.1, XP_003245642.1	XP_034187483.1
OG0003710	NP_001119647.1	XP_034182824.1, XP_034182825.1
OG0003711	NP_001119655.1, XP_029345874.1	XP_034191236.1
OG0003712	NP_001119687.1	XP_034183704.1
OG0003713	XP_016656538.1, NP_001119697.1	XP_034194287.1
OG0003714	NP_001128362.1, XP_001951857.1, XP_016663039.1, XP_001951975.1	XP_034192509.1
OG0003715	NP_001128376.1	XP_034172154.1
OG0003716	NP_001129195.1, NP_001232975.1	XP_034191704.1
OG0003717	NP_001129417.1, XP_008180321.1, NP_001129418.1	XP_034189141.1
OG0003718	NP_001153820.1	XP_034183627.1, XP_034183628.1
OG0003719	XP_003247607.2, NP_001153853.1	XP_034185921.1, XP_034185919.1, XP_034185920.1
OG0003720	NP_001153859.1	XP_034178426.1
OG0003721	NP_001153867.2	XP_034185157.1
OG0003722	NP_001153868.1, XP_029346874.1, XP_001949218.2	XP_034172524.1
OG0003723	NP_001155411.1	XP_034171580.1, XP_034171578.1, XP_034171579.1
OG0003724	NP_001155424.1	XP_034190299.1
OG0003725	NP_001155425.1	XP_034187045.1
OG0003726	NP_001155437.1	XP_034192866.1, XP_034192865.1
OG0003728	NP_001155486.1	XP_034177554.1
OG0003729	NP_001155503.1	XP_034189673.1
OG0003730	NP_001155512.1	XP_034189985.1
OG0003731	NP_001155541.1, XP_008180569.1	XP_034188513.1
OG0003732	NP_001155563.1	XP_034188801.1
OG0003733	NP_001155569.1, XP_029341920.1	XP_034189761.1
OG0003734	NP_001155581.1	XP_034192053.1
OG0003735	NP_001155583.1, XP_008187337.1	XP_034179375.1
OG0003736	NP_001155624.1	XP_034194394.1
OG0003737	NP_001155637.1, XP_008182979.1	XP_034173101.1
OG0003738	XP_029341947.1, NP_001155661.1	XP_034177164.1
OG0003739	NP_001155687.1	XP_034193917.1, XP_034193918.1
OG0003740	NP_001155702.1	XP_034193726.1, XP_034193728.1, XP_034193727.1
OG0003741	NP_001155714.1	XP_034188960.1
OG0003742	XP_016656605.1, XP_029345721.1, XP_016662292.1, NP_001155720.1	XP_034174856.1
OG0003743	NP_001155782.1, XP_008187973.1	XP_034173831.1
OG0003744	NP_001155795.1	XP_034193534.1
OG0003745	NP_001155802.1	XP_034182618.1
OG0003746	NP_001155816.1	XP_034177022.1
OG0003747	NP_001155822.1	XP_034173890.1
OG0003748	NP_001155946.1, NP_001232995.1	XP_034176691.1
OG0003749	NP_001155952.1	XP_034178165.1
OG0003750	NP_001155953.1	XP_034189973.1
OG0003751	XP_008182763.1, NP_001155982.1	XP_034186063.1
OG0003752	NP_001156047.1	XP_034176329.1
OG0003753	NP_001156048.1	XP_034185492.1
OG0003754	XP_029341866.1, NP_001156056.1	XP_034192065.1
OG0003755	NP_001156120.1	XP_034192220.1, XP_034192219.1
OG0003756	NP_001156126.1	XP_034177720.1
OG0003757	NP_001156146.1	XP_034193734.1
OG0003758	XP_008179871.1, NP_001156157.1	XP_034173785.1
OG0003759	NP_001156175.1, XP_008187121.1	XP_034187349.1
OG0003760	NP_001156202.1	XP_034182248.1
OG0003761	NP_001156212.1	XP_034175695.1
OG0003762	NP_001156216.1, XP_008185420.1	XP_034188498.1, XP_034188495.1, XP_034188497.1
OG0003763	NP_001156220.1	XP_034193564.1, XP_034193565.1
OG0003764	NP_001156253.1, XP_029344793.1	XP_034186801.1
OG0003765	NP_001156258.1	XP_034186944.1
OG0003766	NP_001191874.1, XP_003242557.2, NP_001156259.1, NP_001280425.1	XP_034171235.1
OG0003767	NP_001156277.1	XP_034193006.1
OG0003768	XP_003248729.1, NP_001156296.1	XP_034182049.1
OG0003769	NP_001156303.1	XP_034183552.1
OG0003770	NP_001156311.1, XP_008183465.1, XP_003243979.1, XP_001949619.1, XP_001948832.1	XP_034182966.1
OG0003771	NP_001156512.1	XP_034184807.1
OG0003772	NP_001156572.1	XP_034176864.1
OG0003773	NP_001156607.1, XP_008182462.1, XP_016659173.1, NP_001280275.1	XP_034177786.1
OG0003774	NP_001156691.1, XP_008185739.1, XP_001946255.2	XP_034177959.1
OG0003775	NP_001156724.1	XP_034194748.1
OG0003776	NP_001192084.1, XP_008182094.1	XP_034191049.1, XP_034191050.1
OG0003777	NP_001192099.1	XP_034184366.1
OG0003778	XP_016660588.1, NP_001192103.1	XP_034172113.1
OG0003779	NP_001193397.1	XP_034171564.1, XP_034171563.1
OG0003780	NP_001232945.1	XP_034195264.1
OG0003781	XP_008186668.1, NP_001232951.1	XP_034173564.1
OG0003782	NP_001233014.1	XP_034192536.1
OG0003783	NP_001233028.1, XP_008187725.1	XP_034179103.1
OG0003784	NP_001233036.1, XP_029344824.1	XP_034178024.1
OG0003785	XP_029341884.1, NP_001233062.1	XP_034190927.1
OG0003786	XP_008179925.1, NP_001233077.1	XP_034185598.1
OG0003787	NP_001233084.1	XP_034186518.1
OG0003788	XP_016662916.1, NP_001233105.1	XP_034191393.1
OG0003789	NP_001280252.1, XP_008187610.1	XP_034188600.1
OG0003790	NP_001280263.1, XP_029341965.1	XP_034173364.1
OG0003791	NP_001280273.1	XP_034195995.1
OG0003792	XP_001951780.2, NP_001280289.1	XP_034196405.1
OG0003793	XP_003246322.1, XP_029346034.1, XP_003242228.1, NP_001280304.1, XP_001947170.1	XP_034172345.1
OG0003794	NP_001280344.1	XP_034183888.1, XP_034183887.1
OG0003795	NP_001280367.1	XP_034178996.1
OG0003796	NP_001280377.1, XP_001946840.1	XP_034184793.1
OG0003797	NP_001280389.1, XP_008186072.1	XP_034177389.1
OG0003798	NP_001280391.1, XP_029341184.1	XP_034184207.1
OG0003799	NP_001280402.1	XP_034182655.1
OG0003800	XP_016658816.1, NP_001280405.1	XP_034180743.1
OG0003801	NP_001280408.1	XP_034186550.1
OG0003802	XP_008185982.1, NP_001280410.1	XP_034179930.1
OG0003803	XP_008187539.1, NP_001280415.1	XP_034181564.1
OG0003804	XP_029341998.1, NP_001280423.1	XP_034190073.1
OG0003805	NP_001280424.1	XP_034195648.1
OG0003806	NP_001280451.1	XP_034184880.1
OG0003807	NP_001280460.1	XP_034191492.1
OG0003808	XP_001950331.3, NP_001313552.1	XP_034187135.1
OG0003809	NP_001313558.1	XP_034171149.1
OG0003810	XP_016663668.1, XP_003247689.1, NP_001313559.1	XP_034174916.1
OG0003811	NP_001313587.1	XP_034172635.1
OG0003812	XP_001942516.1	XP_034178306.1
OG0003813	XP_001942529.1	XP_034194344.1
OG0003814	XP_001942581.2	XP_034191798.1
OG0003815	XP_001942587.2	XP_034176602.1
OG0003816	XP_001942659.2	XP_034175493.1
OG0003817	XP_001942949.2	XP_034193432.1
OG0003818	XP_001943236.2	XP_034186703.1
OG0003819	XP_001943025.1	XP_034193999.1
OG0003820	XP_001943038.2	XP_034193395.1
OG0003821	XP_001943062.1	XP_034178494.1
OG0003822	XP_008180230.1, XP_008180228.1, XP_008180229.1, XP_001943247.2	XP_034181114.1
OG0003823	XP_001943258.2	XP_034196252.1
OG0003824	XP_001943284.1	XP_034173391.1
OG0003825	XP_001943304.2	XP_034181446.1, XP_034181448.1
OG0003826	XP_001943326.3	XP_034172733.1
OG0003827	XP_001943330.2	XP_034173218.1
OG0003828	XP_001943357.1	XP_034190557.1
OG0003829	XP_001943381.2	XP_034187971.1
OG0003830	XP_001943388.2	XP_034188708.1
OG0003831	XP_001943455.1	XP_034191997.1, XP_034191996.1
OG0003832	XP_001943486.1	XP_034176712.1
OG0003833	XP_001943692.1, XP_016663218.1	XP_034187211.1
OG0003834	XP_001943697.1, XP_016658916.1	XP_034188409.1
OG0003835	XP_001943742.1	XP_034179128.1
OG0003836	XP_001943750.1	XP_034190387.1, XP_034190388.1
OG0003837	XP_001943759.2	XP_034173797.1
OG0003838	XP_001943900.1, XP_016665102.1	XP_034182311.1
OG0003839	XP_001943978.1	XP_034184641.1
OG0003840	XP_001949223.2, XP_001944018.1	XP_034185635.1
OG0003841	XP_001946480.1, XP_001944026.1	XP_034171986.1
OG0003842	XP_001944141.1	XP_034182919.1
OG0003843	XP_001944151.1	XP_034178469.1
OG0003844	XP_016663934.1, XP_001944167.2, XP_008188086.1, XP_008188087.1	XP_034184069.1
OG0003845	XP_016656589.1, XP_016656588.1, XP_016656587.1, XP_001944222.1	XP_034182310.1
OG0003846	XP_001944514.2, XP_029342616.1	XP_034188622.1
OG0003847	XP_001944548.2	XP_034185600.1
OG0003848	XP_001944559.1	XP_034176868.1
OG0003849	XP_001944574.2	XP_034178106.1
OG0003850	XP_001944577.1	XP_034185730.1
OG0003851	XP_001944657.2	XP_034178591.1
OG0003852	XP_001944765.1	XP_034176223.1
OG0003853	XP_001944785.3	XP_034178041.1
OG0003854	XP_001944817.2	XP_034183199.1
OG0003855	XP_001944835.2, XP_029348623.1, XP_029348618.1	XP_034184536.1
OG0003856	XP_001944890.1	XP_034193544.1
OG0003857	XP_001944974.2, XP_008185306.2	XP_034181044.1
OG0003858	XP_001945183.2	XP_034189173.1
OG0003859	XP_001945207.2	XP_034195266.1, XP_034195260.1
OG0003860	XP_001951861.2, XP_029347656.1, XP_001945243.1, XP_029341380.1	XP_034172041.1
OG0003861	XP_001945258.1	XP_034184509.1
OG0003862	XP_001945273.1	XP_034191255.1, XP_034191256.1
OG0003863	XP_001945307.2, XP_016663223.1	XP_034189674.1
OG0003864	XP_001945341.1	XP_034196130.1
OG0003865	XP_001945587.2	XP_034193904.1
OG0003866	XP_001945589.1	XP_034181658.1
OG0003867	XP_001945644.2	XP_034192225.1
OG0003868	XP_029347890.1, XP_001945758.1, XP_003244583.1	XP_034189939.1
OG0003869	XP_001945969.1, XP_029343747.1, XP_029343748.1, XP_008184637.1	XP_034176418.1
OG0003870	XP_001946018.2, XP_029344724.1, XP_029344725.1	XP_034189222.1
OG0003871	XP_001946053.3, XP_008178793.1	XP_034175536.1
OG0003872	XP_003240388.2, XP_029341196.1, XP_001946108.2	XP_034190254.1
OG0003873	XP_001946132.1	XP_034173214.1
OG0003874	XP_001946140.1	XP_034177660.1
OG0003875	XP_001946199.1	XP_034181285.1
OG0003876	XP_001946205.5	XP_034196001.1
OG0003877	XP_001946225.1, XP_008179331.1	XP_034178216.1
OG0003878	XP_001946282.3	XP_034175894.1
OG0003879	XP_001946595.2, XP_001946324.2, XP_029341656.1, XP_029348658.1	XP_034184396.1
OG0003880	XP_001946327.2	XP_034188661.1
OG0003881	XP_001946547.1, XP_008189573.1	XP_034177161.1, XP_034177160.1
OG0003882	XP_001946627.2	XP_034182252.1
OG0003883	XP_029346499.1, XP_029346500.1, XP_003242089.1, XP_001946706.1	XP_034184870.1
OG0003884	XP_001946729.2	XP_034177240.1
OG0003885	XP_001946730.1	XP_034174480.1
OG0003886	XP_001946793.1	XP_034172577.1
OG0003887	XP_001946898.1	XP_034194768.1
OG0003888	XP_001946943.2	XP_034171886.1
OG0003889	XP_001947064.1, XP_001950350.1	XP_034194239.1
OG0003890	XP_001947073.1	XP_034175080.1, XP_034175081.1
OG0003891	XP_001947218.2	XP_034179350.1, XP_034179349.1
OG0003892	XP_003246046.1, XP_003240667.1, XP_001947246.1	XP_034180038.1
OG0003893	XP_001947253.1	XP_034191222.1
OG0003894	XP_003242316.1, XP_029348614.1, XP_001947347.2	XP_034183469.1, XP_034183470.1
OG0003895	XP_001947487.1	XP_034195375.1
OG0003896	XP_003244016.1, XP_001950659.1, XP_001947545.2	XP_034181325.1
OG0003897	XP_001947564.2	XP_034173789.1
OG0003898	XP_001947588.2	XP_034181836.1
OG0003899	XP_001947595.2	XP_034180750.1
OG0003900	XP_016657440.1, XP_001947713.3	XP_034188152.1
OG0003901	XP_001947756.1	XP_034172476.1, XP_034172479.1, XP_034172478.1
OG0003902	XP_001947769.2	XP_034186627.1, XP_034186615.1
OG0003903	XP_001947783.3	XP_034180911.1
OG0003904	XP_001947910.1	XP_034182528.1
OG0003905	XP_001947991.1	XP_034175826.1
OG0003906	XP_001948005.1	XP_034174236.1, XP_034174235.1
OG0003907	XP_001948184.2	XP_034189805.1
OG0003908	XP_001948190.2	XP_034195563.1
OG0003909	XP_008188131.1, XP_001948205.2, XP_029346791.1	XP_034190419.1
OG0003910	XP_001948398.2	XP_034189114.1
OG0003911	XP_001948475.2	XP_034180834.1
OG0003912	XP_001948509.2	XP_034185484.1, XP_034185485.1
OG0003913	XP_008189865.1, XP_001948669.2	XP_034189593.1
OG0003914	XP_001948813.1	XP_034170883.1
OG0003915	XP_001948850.2, XP_016664457.1	XP_034181766.1
OG0003916	XP_001948870.2	XP_034172611.1
OG0003917	XP_001948879.2	XP_034195800.1
OG0003918	XP_001948892.2, XP_029342874.1, XP_029342875.1	XP_034194927.1
OG0003919	XP_001948898.1	XP_034189696.1
OG0003920	XP_001948976.1	XP_034171115.1
OG0003921	XP_001948985.1	XP_034174453.1, XP_034174454.1
OG0003922	XP_001949071.2	XP_034187185.1
OG0003923	XP_001949183.2	XP_034171511.1
OG0003924	XP_001949258.2	XP_034184193.1
OG0003925	XP_001949278.1	XP_034191767.1
OG0003926	XP_008178997.1, XP_001949288.2	XP_034186430.1
OG0003927	XP_001949298.1	XP_034178381.1
OG0003928	XP_003246652.1, XP_001949388.2, XP_008186215.1	XP_034192659.1
OG0003929	XP_001949455.1	XP_034196045.1
OG0003930	XP_003248224.1, XP_001949484.2	XP_034189423.1
OG0003931	XP_001949495.1	XP_034195751.1
OG0003932	XP_001949508.2	XP_034183973.1
OG0003933	XP_001949541.1	XP_034194468.1
OG0003934	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1	XP_034189900.1
OG0003935	XP_001949785.1	XP_034186086.1
OG0003936	XP_001950018.1	XP_034177832.1
OG0003937	XP_001950019.2	XP_034175243.1
OG0003938	XP_001950061.2	XP_034190745.1
OG0003939	XP_001950067.2	XP_034174791.1, XP_034174790.1
OG0003940	XP_001950086.2	XP_034193952.1, XP_034193954.1, XP_034193955.1
OG0003941	XP_001950247.1	XP_034193769.1
OG0003942	XP_001950298.2	XP_034171311.1
OG0003943	XP_001950368.3	XP_034177692.1, XP_034177694.1
OG0003944	XP_029342219.1, XP_001950375.1, XP_029344247.1	XP_034190656.1
OG0003945	XP_016656392.1, XP_001950376.1, XP_016656393.1	XP_034192296.1
OG0003946	XP_001950380.1	XP_034180453.1
OG0003947	XP_001950488.2	XP_034181407.1
OG0003948	XP_001950499.3	XP_034194015.1
OG0003950	XP_001950597.1	XP_034178972.1
OG0003951	XP_001950703.1	XP_034184652.1
OG0003952	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1	XP_034175280.1
OG0003954	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1	XP_034193421.1
OG0003955	XP_001950884.1	XP_034186344.1
OG0003956	XP_001950982.1	XP_034173871.1
OG0003957	XP_001950987.1	XP_034178648.1
OG0003958	XP_008187611.1, XP_001951009.2	XP_034179213.1
OG0003959	XP_001951019.2	XP_034179495.1
OG0003960	XP_001951100.1, XP_008182492.1	XP_034192833.1, XP_034192834.1
OG0003962	XP_001951372.2	XP_034196679.1
OG0003963	XP_001951429.1	XP_034186070.1
OG0003964	XP_001951601.1	XP_034189747.1
OG0003965	XP_001951710.1, XP_016662434.1, XP_008186106.1	XP_034190828.1
OG0003966	XP_001951807.1	XP_034191053.1
OG0003967	XP_001951859.1	XP_034189285.1
OG0003968	XP_001952043.1	XP_034177461.1
OG0003969	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2	XP_034182053.1
OG0003970	XP_001952292.1	XP_034177773.1
OG0003971	XP_001952327.2	XP_034178175.1
OG0003972	XP_029348232.1, XP_001952345.1	XP_034177455.1
OG0003973	XP_001952355.1	XP_034181880.1
OG0003974	XP_001952405.1	XP_034176086.1
OG0003975	XP_029342158.1, XP_001952469.1	XP_034195537.1
OG0003976	XP_001952484.1, XP_029345704.1, XP_029344829.1	XP_034176888.1
OG0003977	XP_001952504.1	XP_034171821.1
OG0003978	XP_001952564.1	XP_034183254.1
OG0003979	XP_001952579.3	XP_034182953.1
OG0003980	XP_001952581.1	XP_034175522.1
OG0003981	XP_001952625.2	XP_034193736.1
OG0003982	XP_003245839.1, XP_001952627.2	XP_034175531.1, XP_034175529.1, XP_034175532.1
OG0003983	XP_001952666.2	XP_034190737.1
OG0003984	XP_001952756.2, XP_003244750.1, XP_008183410.1	XP_034188746.1
OG0003985	XP_001952858.2	XP_034194012.1
OG0003987	XP_003240357.1	XP_034173433.1
OG0003988	XP_003240647.1	XP_034177173.1
OG0003989	XP_003240969.1	XP_034178667.1
OG0003990	XP_003242527.1	XP_034174761.1
OG0003991	XP_003241415.1	XP_034176068.1
OG0003992	XP_003241580.1	XP_034190390.1
OG0003993	XP_008178727.1, XP_003241610.1	XP_034176471.1
OG0003994	XP_003241685.1, XP_008178832.1	XP_034184032.1
OG0003995	XP_003241698.3, XP_029347519.1, XP_016656548.1	XP_034182040.1
OG0003996	XP_003242191.1	XP_034177143.1
OG0003997	XP_003242276.1, XP_003247927.1	XP_034172400.1
OG0003998	XP_003242376.1	XP_034175293.1
OG0003999	XP_003242605.1	XP_034190732.1, XP_034190735.1
OG0004000	XP_008183189.1, XP_029342808.1, XP_003242619.1	XP_034189007.1
OG0004001	XP_003242784.1	XP_034190412.1
OG0004002	XP_003242837.1	XP_034186308.1
OG0004003	XP_003242877.1	XP_034194448.1
OG0004004	XP_003242949.1	XP_034171604.1, XP_034171606.1
OG0004005	XP_003243356.1	XP_034190728.1, XP_034194158.1
OG0004006	XP_003243499.1	XP_034177929.1
OG0004008	XP_003243801.2	XP_034186698.1
OG0004009	XP_003244002.1, XP_003244010.1	XP_034179324.1
OG0004010	XP_003244233.1	XP_034179476.1, XP_034179475.1
OG0004011	XP_003244402.1	XP_034187565.1
OG0004012	XP_003245275.1	XP_034172316.1
OG0004013	XP_003245365.1	XP_034189318.1
OG0004014	XP_029344034.1, XP_003245369.1	XP_034186512.1
OG0004015	XP_016663354.1, XP_029343300.1, XP_029342121.1, XP_003245777.1	XP_034171101.1
OG0004016	XP_029342325.1	XP_034176165.1
OG0004017	XP_003246135.1	XP_034180615.1
OG0004018	XP_003246201.1	XP_034193269.1
OG0004019	XP_003246415.1, XP_029342049.1	XP_034177799.1
OG0004020	XP_003246485.2	XP_034185649.1
OG0004021	XP_003246496.1	XP_034171839.1
OG0004022	XP_003246762.1	XP_034182691.1
OG0004023	XP_003246871.2, XP_008186541.1	XP_034194039.1
OG0004024	XP_029347323.1, XP_016662784.1, XP_003246874.1, XP_003246873.1	XP_034184491.1, XP_034184141.1
OG0004025	XP_003246983.1	XP_034190127.1, XP_034190128.1
OG0004026	XP_003247003.1	XP_034192595.1
OG0004027	XP_003247146.1	XP_034185361.1
OG0004028	XP_003247231.1	XP_034189469.1
OG0004029	XP_003247295.1	XP_034191197.1
OG0004030	XP_003247407.1	XP_034180475.1
OG0004031	XP_003247630.1	XP_034172055.1
OG0004032	XP_003247672.1, XP_008187693.1, XP_003248934.3	XP_034173353.1, XP_034173354.1, XP_034173351.1
OG0004033	XP_003247913.1	XP_034182301.1, XP_034182302.1
OG0004034	XP_003248165.1	XP_034191552.1
OG0004035	XP_003248194.1	XP_034190559.1
OG0004036	XP_003248254.1	XP_034196457.1
OG0004037	XP_003248335.1	XP_034173219.1
OG0004038	XP_003248689.1, XP_029343673.1	XP_034185194.1
OG0004039	XP_029341044.1, XP_029343578.1, XP_029345737.1, XP_008181097.1, XP_029348018.1, XP_029345082.1, XP_008180124.1, XP_029341005.1, XP_008180264.1, XP_008189980.1, XP_008188846.1, XP_029342229.1, XP_016656699.1, XP_029341361.1, XP_029341081.1, XP_008180130.1, XP_008178456.1, XP_008179993.1, XP_008189338.1, XP_008181867.1, XP_008186837.1	XP_034194915.1
OG0004040	XP_008178620.1	XP_034196220.1
OG0004042	XP_008178680.1, XP_008178681.1, XP_016656432.1	XP_034190490.1
OG0004043	XP_008178865.1, XP_029346647.1	XP_034187957.1
OG0004044	XP_029341758.1, XP_008178965.1	XP_034174193.1
OG0004045	XP_008178980.2	XP_034179866.1
OG0004046	XP_008179028.1	XP_034195815.1
OG0004047	XP_008179453.1, XP_008179452.1, XP_016656998.1	XP_034191065.1
OG0004048	XP_008188917.1, XP_008179528.1	XP_034192300.1
OG0004049	XP_008179642.1	XP_034182187.1
OG0004050	XP_008179692.1	XP_034191060.1
OG0004051	XP_008180014.1	XP_034187648.1
OG0004052	XP_008180268.1	XP_034178878.1, XP_034178879.1
OG0004053	XP_008180418.1	XP_034196573.1
OG0004054	XP_008180420.1	XP_034191033.1
OG0004055	XP_008180435.1	XP_034190129.1
OG0004056	XP_008180588.1	XP_034192615.1, XP_034192613.1
OG0004058	XP_008180684.1	XP_034193598.1, XP_034193597.1
OG0004059	XP_008181328.1	XP_034172974.1
OG0004060	XP_008181545.1	XP_034177265.1
OG0004061	XP_029345940.1, XP_029345941.1, XP_008181672.1, XP_016658831.1	XP_034178093.1
OG0004062	XP_008181730.1	XP_034187766.1, XP_034187774.1
OG0004063	XP_008181930.1	XP_034188530.1
OG0004064	XP_008181977.1, XP_029342434.1, XP_008188948.2	XP_034181135.1
OG0004065	XP_008181995.1	XP_034185774.1
OG0004067	XP_008182186.2	XP_034174302.1
OG0004068	XP_008182193.1, XP_008182195.1	XP_034176215.1
OG0004069	XP_008182528.1	XP_034182849.1
OG0004070	XP_008183001.1	XP_034182574.1
OG0004071	XP_008183264.1	XP_034180321.1
OG0004072	XP_029345811.1, XP_008183519.1	XP_034180627.1
OG0004073	XP_016660272.1, XP_016660273.1, XP_016660271.1, XP_008183569.1	XP_034187425.1
OG0004074	XP_008183932.1	XP_034173432.1
OG0004075	XP_008184012.1	XP_034191980.1
OG0004076	XP_008184022.1, XP_016660688.1	XP_034193349.1
OG0004077	XP_008184230.1	XP_034193502.1, XP_034193501.1
OG0004078	XP_029341311.1, XP_008184314.1	XP_034187160.1
OG0004079	XP_008184399.1, XP_008184398.1	XP_034192398.1
OG0004080	XP_008184464.1	XP_034188995.1
OG0004081	XP_008184572.1	XP_034175455.1
OG0004082	XP_008184682.1	XP_034186651.1
OG0004083	XP_016661276.1, XP_008184685.1, XP_008184687.1, XP_008184686.1, XP_008184688.1	XP_034191884.1
OG0004084	XP_008184763.1, XP_008184762.1	XP_034179654.1
OG0004085	XP_008185211.1	XP_034183737.1
OG0004086	XP_008185337.1	XP_034179183.1
OG0004087	XP_008185477.1	XP_034192939.1
OG0004088	XP_008185509.1, XP_008185510.1	XP_034182051.1
OG0004089	XP_008185580.2	XP_034178120.1
OG0004090	XP_008185774.1	XP_034181297.1
OG0004091	XP_008185869.1	XP_034185442.1, XP_034181193.1
OG0004092	XP_008185914.1, XP_008185915.1, XP_008185911.1, XP_008185912.1	XP_034184588.1
OG0004093	XP_008185942.1	XP_034175642.1
OG0004094	XP_008186104.1	XP_034175192.1
OG0004095	XP_008186144.1	XP_034172127.1, XP_034172128.1, XP_034172126.1
OG0004096	XP_008186216.1, XP_016662530.1	XP_034196564.1
OG0004097	XP_008186301.1	XP_034191509.1
OG0004098	XP_008186356.1	XP_034174617.1
OG0004099	XP_008186674.2, XP_029342134.1	XP_034174091.1
OG0004100	XP_008186784.1	XP_034175758.1
OG0004101	XP_008186841.3	XP_034183719.1
OG0004102	XP_008186987.1	XP_034188221.1, XP_034188218.1
OG0004103	XP_008187264.1	XP_034185287.1
OG0004104	XP_008187276.1	XP_034195656.1
OG0004105	XP_029342366.1, XP_016663422.1, XP_008187402.1, XP_008189494.1	XP_034182838.1
OG0004106	XP_008187471.2	XP_034171308.1
OG0004107	XP_008187818.1	XP_034173191.1
OG0004108	XP_008188019.1, XP_029348485.1	XP_034175075.1
OG0004109	XP_008188046.1	XP_034172461.1
OG0004110	XP_008188174.1	XP_034177744.1
OG0004111	XP_008188458.1	XP_034195571.1
OG0004113	XP_008189347.1	XP_034188919.1
OG0004114	XP_008189922.1	XP_034183600.1
OG0004115	XP_016659054.1, XP_029346689.1, XP_016664902.2, XP_029341115.1	XP_034194788.1
OG0004116	XP_008190066.1, XP_008190060.1	XP_034180194.1
OG0004119	XP_016656390.1	XP_034187968.1
OG0004120	XP_016656621.1	XP_034177302.1
OG0004121	XP_016657144.1	XP_034183569.1
OG0004122	XP_016657495.1	XP_034188285.1, XP_034188286.1
OG0004123	XP_016657568.1	XP_034173274.1
OG0004125	XP_016658011.1	XP_034193175.1
OG0004126	XP_016658066.2, XP_029346841.1	XP_034180763.1
OG0004127	XP_016658291.2	XP_034185855.1
OG0004128	XP_016658616.1	XP_034181244.1, XP_034181243.1
OG0004129	XP_016658659.1	XP_034184640.1
OG0004130	XP_016658715.1, XP_016664816.2	XP_034196372.1
OG0004131	XP_016658986.1	XP_034171866.1
OG0004132	XP_016659474.1	XP_034174632.1
OG0004133	XP_016659528.1, XP_029346876.1, XP_029346875.1	XP_034175275.1
OG0004134	XP_016660001.1, XP_029342773.1	XP_034195659.1
OG0004135	XP_016660899.1	XP_034190669.1
OG0004136	XP_016660932.1	XP_034191010.1
OG0004137	XP_016661121.1	XP_034193950.1
OG0004138	XP_029346179.1, XP_016661925.1, XP_029346175.1	XP_034179377.1
OG0004139	XP_029341281.1, XP_016662172.1	XP_034180729.1
OG0004140	XP_016662222.1	XP_034173056.1
OG0004141	XP_016662254.1	XP_034191035.1
OG0004142	XP_016662508.1	XP_034188892.1
OG0004143	XP_016662795.1	XP_034185998.1
