Orthogroup	Acyrthosiphon_pisum	Nasonia_vitripennis
OG0002709	XP_003245749.1	XP_016840616.1
OG0002710	XP_003245943.1	XP_001606431.1
OG0002711	XP_003246199.1	XP_003425457.1, XP_016836956.1
OG0002712	XP_003246275.1	XP_031781406.1, XP_031781405.1, XP_031781404.1
OG0002713	XP_003246361.1, XP_029344286.1, XP_016664551.1, XP_029344287.1, XP_008185819.1, XP_016662158.1	XP_008204848.1
OG0002714	XP_003246364.1	XP_001602104.1
OG0002715	XP_003246668.1	XP_032455612.1
OG0002716	XP_003247344.1	XP_003424825.1
OG0002717	XP_008178746.1, XP_003247444.1	XP_032453211.1
OG0002719	XP_008185170.1, XP_016661642.1, XP_003248825.1	XP_016841323.1
OG0002720	XP_003248936.3, XP_016658203.1	XP_001601645.2
OG0002721	XP_008178260.1	NP_001135884.1, XP_031787493.1
OG0002722	XP_029345199.1, XP_008178362.1	XP_016838566.1
OG0002723	XP_008179147.1	XP_016837222.1, XP_001605156.1, XP_032452868.1, XP_032452867.1
OG0002724	XP_008179151.1	XP_001599808.1
OG0002725	XP_008179282.1	XP_032453898.1
OG0002726	XP_008179550.1, XP_008184491.1	XP_008210902.1
OG0002728	XP_008179745.1	XP_031783624.1
OG0002729	XP_008179929.1	XP_031785550.1, XP_032455645.1
OG0002730	XP_029341346.1, XP_008179941.1	NP_001166018.1
OG0002731	XP_008180214.1	XP_008209692.1
OG0002732	XP_008180639.2	XP_016842126.1, NP_001234885.1
OG0002733	XP_008180868.1	XP_031784273.1, XP_031784297.1
OG0002734	XP_008181304.1, XP_029343417.1	XP_003425623.2
OG0002735	XP_008181443.1	XP_031783347.1, XP_008216637.1, XP_008216638.1, XP_008216639.1
OG0002736	XP_008181682.1	XP_031787618.1
OG0002737	XP_008181818.1	XP_003427660.1, XP_016840756.1
OG0002738	XP_008182002.1	XP_031777047.1
OG0002739	XP_008182337.1	XP_016836773.1
OG0002740	XP_008182579.1	XP_016838717.1, NP_001123086.2
OG0002741	XP_008182895.1	XP_031784555.1
OG0002742	XP_008182957.1	XP_001607450.1
OG0002743	XP_008183165.1	XP_001605359.1
OG0002744	XP_008183244.1	XP_016839638.2, XP_016839639.2
OG0002746	XP_008183333.1, XP_029345143.1	XP_031776659.1, XP_032456353.1
OG0002747	XP_008183536.1	XP_031780248.1, XP_001602398.1
OG0002748	XP_008183609.1	XP_031788096.1
OG0002749	XP_008183724.1, XP_008187463.1	XP_001607451.1, XP_016845167.1, XP_016845165.1
OG0002750	XP_008184105.1	XP_031785608.1
OG0002751	XP_008184262.1	XP_001605679.1
OG0002752	XP_008184915.1	XP_003427698.1
OG0002753	XP_008184974.1	XP_016840758.1
OG0002754	XP_008185261.1	XP_031780596.1
OG0002755	XP_008186018.1	XP_001607506.1
OG0002756	XP_008186241.1	XP_016844630.1
OG0002757	XP_029343806.1, XP_016662651.1, XP_016662652.1, XP_008186388.1, XP_008186387.1, XP_008186389.1, XP_029345305.1	XP_003424602.1
OG0002758	XP_016662949.1, XP_008186746.1	XP_031783084.1, XP_032453711.1, XP_031783081.1, XP_031783085.1, XP_031783083.1
OG0002759	XP_008186752.1	XP_001601268.1
OG0002760	XP_029342069.1, XP_008186811.1	XP_031789330.1, NP_001136337.1
OG0002761	XP_029341551.1, XP_016663114.1, XP_008186986.1	XP_001605567.1
OG0002762	XP_016663146.1, XP_008187028.1	XP_031783352.1, XP_032453643.1
OG0002763	XP_029343525.1, XP_008187238.1	XP_016840978.1
OG0002764	XP_016663500.1, XP_008187491.1, XP_008187488.1	XP_031782698.1
OG0002765	XP_008187574.1	XP_031782261.1
OG0002766	XP_008187804.2	XP_016838583.1
OG0002767	XP_008188779.1	NP_001165931.1
OG0002769	XP_008189879.2	XP_032455822.1, XP_001601592.1
OG0002770	XP_016655752.1	XP_001604846.2
OG0002771	XP_016656433.1	XP_016836797.1
OG0002772	XP_016663379.1, XP_016657272.1	XP_001603926.2
OG0002773	XP_016660396.1, XP_016657757.1	XP_016839605.1, XP_008205158.1
OG0002774	XP_016657812.1	XP_001600452.1
OG0002775	XP_016659666.1	XP_031782832.1, XP_031782826.1
OG0002776	XP_016659675.1, XP_029347396.1, XP_029347398.1, XP_029347400.1	XP_031782254.1
OG0002777	XP_016659998.1	XP_031788902.1, XP_032458044.1
OG0002778	XP_016660100.1	XP_016844925.1
OG0002779	XP_016661064.1	XP_031786663.1
OG0002780	XP_016661082.1	XP_016837506.1, XP_016837507.1
OG0002781	XP_016661853.2	XP_001604819.1
OG0002782	XP_016664578.1	XP_008211395.1
OG0002783	XP_029341052.1, XP_029341340.1	XP_032457649.1
OG0002784	XP_029341216.1	XP_031785910.1
OG0002785	XP_029343661.1, XP_029342148.1, XP_029343663.1	XP_031777600.1
OG0002786	XP_029342747.1	XP_031783187.1
OG0002787	XP_029342758.1	XP_031784872.1, XP_016844215.1
OG0002788	XP_029342823.1, XP_029342841.1, XP_029342842.1	XP_016837635.1, XP_008209617.1
OG0002789	XP_029342857.1	XP_008213941.1, NP_001122752.1
OG0002790	XP_029342931.1, XP_029342930.1	XP_031784908.1
OG0002791	XP_029343163.1	XP_003425760.1, XP_032454053.1
OG0002793	XP_029343426.1	XP_008208912.1, XP_001599172.1
OG0002794	XP_029343581.1	XP_001605281.2
OG0002795	XP_029343700.1	XP_008211528.1
OG0002796	XP_029344097.1	XP_008214082.1
OG0002797	XP_029344321.1	XP_031777873.1
OG0002798	XP_029344653.1, XP_029344654.1, XP_029344655.1	XP_031779464.1, XP_003425068.1
OG0002799	XP_029344779.1	XP_016839192.1
OG0002800	XP_029345599.1	XP_031783934.1
OG0002801	XP_029346226.1, XP_029346656.1	XP_001607230.2
OG0002802	XP_029346649.1	XP_008215226.1, XP_031777193.1, XP_031777192.1
OG0002803	XP_029346812.1	XP_031785942.1
OG0002804	XP_029347071.1	XP_008214812.1
OG0002805	XP_029347446.1	XP_031779979.1
OG0002806	XP_029347462.1, XP_029347464.1	XP_031781670.1
OG0002856	NP_001119622.1	XP_001603084.1
OG0002857	NP_001119659.1	XP_001605124.1, XP_032452329.1
OG0002858	NP_001119682.1	XP_001601522.1, XP_032452012.1, XP_032452011.1, XP_032452010.1
OG0002859	NP_001119683.1, XP_003240133.1	NP_001164366.1
OG0002860	XP_008179545.1, NP_001128325.1	XP_001607676.1
OG0002861	NP_001129197.1	XP_008215809.1, XP_031787920.1
OG0002862	NP_001155302.1	XP_031780962.1, NP_001155298.1
OG0002863	XP_008178922.1, NP_001155389.1	XP_001599393.3
OG0002864	NP_001155440.1, XP_008180490.1	XP_001607421.1
OG0002865	NP_001155443.1, XP_008185524.1	XP_001607580.2
OG0002866	NP_001155498.1, XP_029341895.1	XP_031782601.1, XP_001603784.1
OG0002867	NP_001155499.1, XP_029341896.1	NP_001177865.1, XP_031778339.1
OG0002868	NP_001155518.1	XP_001599702.1
OG0002869	NP_001155526.1	XP_003423894.1, XP_032455227.1, XP_031789533.1, XP_016836639.1, XP_031789534.1
OG0002870	XP_008185525.1, NP_001155538.1	XP_016840725.1
OG0002871	XP_008183869.1, NP_001155550.1	XP_001602353.2
OG0002872	XP_008185746.1, NP_001155562.1	XP_001607297.1
OG0002873	NP_001155572.1	XP_031782595.1, XP_001603545.2
OG0002874	NP_001155597.1, XP_003248915.1	XP_001600897.1
OG0002875	NP_001155598.1	XP_031782402.1, XP_001604028.1, XP_032453933.1
OG0002876	NP_001155620.1	XP_008211616.1, XP_008211617.1, XP_032455783.1
OG0002877	XP_029344774.1, NP_001155621.1	XP_032457828.1
OG0002878	XP_003244323.1, NP_001155626.1	XP_016843040.2
OG0002879	NP_001155633.1	XP_008209442.1
OG0002880	XP_029341943.1, NP_001155652.1, NP_001156211.1, XP_008178320.1	XP_031777478.1
OG0002881	NP_001155657.1	XP_001601011.2
OG0002882	NP_001155660.1	XP_008207412.1, XP_031787345.1
OG0002883	NP_001155666.1	XP_016838906.1, XP_001606421.1
OG0002884	NP_001155679.1	XP_001608002.1
OG0002885	NP_001155727.1	XP_032455714.1, XP_032455713.1
OG0002886	NP_001155731.1	XP_031785565.1
OG0002887	NP_001155796.1	XP_031778746.1
OG0002888	NP_001155813.1, XP_029344814.1	XP_031789395.1
OG0002889	NP_001155819.1	XP_008213728.1
OG0002890	NP_001155833.1	XP_008206421.1
OG0002891	NP_001155980.1	NP_001155981.1
OG0002892	NP_001156076.1, XP_016659720.1	XP_003427177.1
OG0002893	XP_008190005.1, NP_001156122.1	XP_001604780.1, XP_003425247.1
OG0002894	NP_001156206.1, XP_008187640.1	XP_001607329.1
OG0002895	XP_029341999.1, NP_001156309.1	XP_001605225.2, XP_008209130.1
OG0002896	NP_001156443.1	XP_008217918.1
OG0002897	NP_001156513.1, XP_001946154.2	XP_001603676.1
OG0002898	NP_001156571.1	XP_016838218.1
OG0002899	NP_001161425.1, XP_001946798.1	XP_001602173.1
OG0002900	NP_001162140.1	XP_031784219.1
OG0002901	XP_001945441.1, NP_001191887.1, XP_008188414.1	XP_001599477.2, XP_001605370.2
OG0002902	XP_003246729.1, NP_001280413.1, XP_016663408.1, NP_001191914.1	XP_032456590.1, XP_031787842.1
OG0002903	NP_001191915.1, XP_008184588.1	XP_003428087.1
OG0002904	NP_001232950.1, XP_003240897.1	NP_001155019.1
OG0002905	XP_016660735.1, NP_001233040.1	XP_001607241.2
OG0002906	NP_001233058.1, XP_029344753.1	XP_001604532.1
OG0002907	XP_008185182.1, NP_001233096.1	XP_003427292.1
OG0002908	XP_008180491.1, NP_001233102.1	XP_008217499.1
OG0002909	NP_001280271.1, XP_016656540.1	XP_001599560.1, XP_008212927.1, XP_001600352.1, XP_008204769.1
OG0002910	NP_001280283.1, XP_003245621.1	XP_001603383.1, XP_001603415.1
OG0002911	XP_029344048.1, XP_029343340.1, NP_001280298.1	XP_008209457.1
OG0002912	XP_029341991.1, NP_001280330.1	XP_031780781.1
OG0002913	NP_001280336.1	XP_031787046.1, XP_031787047.1
OG0002914	NP_001280351.1	XP_001606975.1
OG0002915	NP_001280365.1, XP_008179253.1	XP_003424310.1, XP_016843670.1
OG0002916	NP_001280388.1, XP_003247827.1, XP_001946421.1	XP_031777377.1
OG0002917	XP_003244314.3, NP_001280450.1	XP_001605760.5
OG0002918	XP_029345892.1, XP_016664897.1, XP_029346586.1, NP_001280458.1	XP_001599692.2
OG0002919	XP_029341964.1, NP_001280482.1	XP_032455119.1, XP_031784879.1
OG0002920	NP_001313547.1, XP_008186029.1	XP_001604111.1
OG0002921	NP_001313561.1, XP_008178551.1	XP_031776593.1
OG0002922	XP_029346296.1, XP_001942552.2, XP_016663913.1	XP_001606322.3
OG0002923	XP_016663733.1, XP_016663732.1, XP_008187801.1, XP_001942556.2	XP_016838127.1
OG0002924	XP_001942655.2	XP_001600549.2, XP_016841870.1
OG0002925	XP_003243381.1, XP_001942750.2	XP_008212520.1
OG0002926	XP_016664149.1, XP_001942756.2	XP_001603737.2
OG0002927	XP_029343298.1, XP_016659991.1, XP_016659988.1, XP_008183057.1, XP_008183045.1, XP_008183062.1, XP_001942822.1	XP_001607642.1
OG0002928	XP_001942850.2, XP_029347017.1	XP_016842785.1
OG0002929	XP_001942873.2	XP_008212773.1, XP_008212776.1, XP_008212775.1
OG0002930	XP_001942881.1, XP_003245280.1	XP_016837763.1, XP_001599373.1
OG0002931	XP_003242790.1, XP_001943023.1	XP_008215775.1, XP_032457073.1
OG0002932	XP_001943220.1	XP_001607133.1
OG0002933	XP_001943276.1	XP_001605959.1
OG0002934	XP_001943301.1	XP_031778711.1
OG0002935	XP_001943424.1	XP_001604411.4, XP_031780109.1
OG0002936	XP_001943542.1	XP_001599056.1
OG0002938	XP_001943641.1	XP_031785372.1
OG0002939	XP_016664713.1, XP_001943738.1	XP_031788401.1
OG0002940	XP_001943801.2	XP_001605757.1
OG0002941	XP_001943918.1	XP_001604755.1
OG0002942	XP_008188609.1, XP_008188351.1, XP_001943932.2	XP_001603704.2
OG0002943	XP_001944048.2	XP_001604182.2
OG0002944	XP_001944112.1, XP_003244403.1	XP_008215499.1
OG0002945	XP_001944145.2, XP_003247376.1, XP_029343186.1	XP_001606594.3
OG0002946	XP_001944249.2	XP_031778050.1, NP_001135868.1
OG0002947	XP_001944333.2	XP_001604560.2
OG0002948	XP_016657472.1, XP_001944364.1	XP_003427554.1
OG0002950	XP_001944399.2	XP_001605141.2, XP_032454872.1, XP_032454873.1
OG0002951	XP_029348696.1, XP_029348697.1, XP_001944403.2	XP_001607514.1, XP_008203006.1
OG0002952	XP_016663556.2, XP_001944536.2	XP_001606963.1
OG0002953	XP_001944754.1, XP_008187460.1	XP_016844874.1
OG0002954	XP_001944892.2, XP_008182820.1	XP_008217361.1
OG0002955	XP_001944972.1, XP_008181317.1	XP_008207711.2
OG0002956	XP_008187424.1	XP_031784864.1
OG0002957	XP_001944980.2	XP_016839194.1
OG0002959	XP_008178684.1, XP_001945167.1	XP_001602407.1
OG0002960	XP_001945272.1	XP_001607103.1, XP_031777729.1
OG0002961	XP_001945290.2, XP_008184601.2, XP_003247506.1	XP_003424121.1, XP_031781236.2
OG0002962	XP_001945318.2	XP_032456252.1, XP_032456250.1, XP_032456251.1, XP_032456253.1, XP_008209136.1, XP_032456254.1
OG0002963	XP_008183598.1, XP_001945351.2	XP_008205217.1
OG0002964	XP_001945373.2	XP_031789640.1
OG0002965	XP_001945404.1, XP_029346253.1	XP_003427581.1
OG0002966	XP_001945478.1	XP_008215711.1, XP_001608241.1
OG0002967	XP_001945483.1	XP_001603823.1
OG0002968	XP_001945492.1, XP_016663308.1, XP_008187044.1, XP_001950928.1	XP_001599827.1
OG0002969	XP_008185989.1, XP_008185987.1, XP_029345635.1, XP_001945556.2	NP_001177888.1, XP_031784011.1
OG0002970	XP_001947686.1, XP_001945575.1	XP_001603993.2
OG0002971	XP_008182663.1, XP_003244249.1, XP_001945700.4, XP_003248669.3	XP_031785286.1
OG0002972	XP_003243447.1, XP_016658624.1, XP_001945702.2, XP_029346260.1	XP_016842711.1
OG0002973	XP_001945711.2	XP_001600888.1
OG0002974	XP_001945812.1, XP_029347160.1	XP_008209250.1, XP_032454490.1, XP_032454493.1
OG0002975	XP_001945863.1	XP_031783969.1
OG0002976	XP_001945968.1	XP_008202639.1
OG0002978	XP_001946070.2	XP_031778288.1
OG0002979	XP_001946100.1	XP_001607735.3, XP_032456237.1, XP_016843898.2
OG0002980	XP_029345546.1, XP_003245467.1, XP_001946166.2, XP_029345545.1	XP_031782306.1, XP_001603062.1
OG0002981	XP_008181338.1, XP_001946227.1	XP_031784446.1
OG0002982	XP_001946268.1	XP_031780384.1, XP_031780385.1, XP_031780382.1, XP_031780383.1, XP_031780380.1, XP_031780381.1
OG0002983	XP_003246717.1, XP_001946372.1	XP_031784110.1
OG0002984	XP_001949267.1, XP_001946419.2	XP_008206470.1, XP_008206469.1, XP_001606321.1, XP_008206468.1
OG0002985	XP_016659448.1, XP_029345264.1, XP_001946451.2, XP_029344842.1	XP_003424729.1, XP_001604420.2
OG0002986	XP_001946552.2, XP_029345867.1	XP_001599787.1
OG0002987	XP_001946628.1, XP_029341228.1	XP_031779980.1
OG0002989	XP_001946851.1	XP_001607221.2
OG0002990	XP_001946853.2	XP_031782034.1
OG0002991	XP_008180055.1, XP_001946880.1	XP_031783432.1
OG0002992	XP_008189858.1, XP_008189859.1, XP_001947099.2	XP_003427131.2
OG0002993	XP_001947101.2	XP_008207396.2
OG0002994	XP_001947133.2	XP_008204989.1
OG0002995	XP_001947143.1	XP_001599688.1
OG0002996	XP_001947240.2	XP_031776589.1, NP_001164375.1
OG0002997	XP_001947297.1	XP_032455023.1, XP_032455020.1, XP_032455021.1, XP_032455022.1, XP_031785081.1, XP_031785084.1, XP_031785083.1
OG0002998	XP_001947384.1	XP_001601765.2
OG0002999	XP_001947404.1	XP_031784846.1, XP_016840526.1, XP_008211453.1
OG0003000	XP_001947411.2	XP_031783405.1, XP_031783406.1
OG0003001	XP_001947473.1	XP_031783827.1
OG0003002	XP_001949916.1, XP_001947556.1	XP_003427246.1
OG0003003	XP_001947592.1	XP_001602038.1
OG0003004	XP_001947624.3	XP_001607067.1
OG0003006	XP_001947659.2, XP_003245300.2	XP_001604374.2
OG0003008	XP_001947674.2	XP_001605615.1, XP_032455615.1
OG0003009	XP_001947746.1	XP_001603000.2
OG0003010	XP_001947758.1, XP_008179265.1	XP_031787974.1
OG0003011	XP_001947856.1	XP_008205434.1, XP_008205430.1, XP_008205435.1
OG0003012	XP_008189070.2, XP_001947885.1	XP_001607108.1
OG0003013	XP_001947936.1	XP_001608305.1
OG0003014	XP_001948017.2	XP_032457106.1, NP_001177866.1
OG0003015	XP_001948018.4	XP_031780626.1
OG0003016	XP_001948054.2	XP_001605971.1
OG0003017	XP_001948100.1	XP_016837662.1
OG0003018	XP_016664296.1, XP_001950099.1, XP_001948323.1	XP_016837467.1
OG0003019	XP_001948378.1	NP_001127864.1
OG0003020	XP_001948397.1, XP_008182960.1	XP_031778528.1
OG0003021	XP_003243551.1, XP_003243550.1, XP_029344484.1, XP_001948755.2	XP_008214921.1
OG0003022	XP_001948814.1	XP_008208031.1
OG0003023	XP_008181645.1, XP_001948831.1	XP_031776829.1, XP_008208278.1
OG0003024	XP_001948904.2	XP_001607842.2
OG0003025	XP_001948941.2	XP_016844551.1, XP_008213799.1, XP_008213797.1, XP_008213796.1, XP_001599193.1, XP_032457503.1
OG0003026	XP_001949031.1	XP_003426097.1, XP_031788898.1
OG0003027	XP_029345154.1, XP_029345155.1, XP_029345156.1, XP_001949142.2, XP_016660537.1	XP_031778265.1, XP_031778264.1
OG0003028	XP_001949163.2, XP_029342794.1, XP_008180956.1, XP_016658214.1, XP_016658215.1, XP_029342795.1	XP_031785425.1
OG0003029	XP_001949177.2	XP_031777208.1
OG0003030	XP_008189817.1, XP_003240901.1, XP_001949211.1	XP_008211551.1
OG0003031	XP_001949338.2	XP_001602026.3
OG0003032	XP_001949600.1	XP_001608058.2
OG0003033	XP_001949614.1, XP_016663938.1, XP_008188094.1, XP_008188093.1, XP_008188092.1	XP_001607223.1
OG0003034	XP_001949663.1	XP_001605877.1
OG0003035	XP_001949683.2	XP_001601970.1, XP_031789407.1
OG0003036	XP_001949859.1	XP_001605451.1, XP_016843245.1
OG0003037	XP_001949860.2	XP_031789256.1
OG0003038	XP_001950002.1	XP_001605512.1
OG0003039	XP_001950413.2	XP_016842100.1, XP_001599242.1, XP_008217423.1
OG0003040	XP_008181300.1, XP_001950421.2	XP_008204920.1
OG0003041	XP_001950480.2, XP_029346781.1	XP_031779688.1
OG0003042	XP_001950668.1	XP_001601244.1
OG0003043	XP_001950673.2, XP_029347150.1	XP_001608293.2, XP_008215959.1, XP_008215960.1, XP_032456975.1
OG0003044	XP_001950728.2	XP_031783126.1, XP_031783128.1, XP_031783129.1, XP_031783130.1
OG0003045	XP_001950833.2	XP_031788614.1
OG0003046	XP_001950933.1	XP_001607535.2
OG0003047	XP_001950967.1	XP_001604164.2
OG0003048	XP_001951005.1	XP_016837802.1, XP_032453398.1, XP_032453397.1, XP_031780591.1, XP_031780590.1
OG0003049	XP_001951006.1	XP_008213861.1
OG0003050	XP_001951181.1	XP_016840791.1, XP_016840790.1, XP_016840793.1, XP_016840792.1
OG0003052	XP_001951361.2	XP_001607251.2
OG0003053	XP_029345288.1, XP_001951445.1	XP_001608262.1
OG0003054	XP_001951479.2	XP_032457291.1
OG0003055	XP_001951558.1, XP_003248266.1, XP_008188593.1, XP_001951524.1, XP_001951544.1, XP_008188594.1	XP_008212487.1, XP_032453592.1
OG0003056	XP_001951570.1	XP_001599881.2
OG0003057	XP_001951572.2, XP_003240332.1	XP_031779316.1
OG0003058	XP_001951578.2	XP_001607670.2
OG0003059	XP_001951660.1	XP_031785384.1, XP_031785383.1, XP_031785382.1
OG0003060	XP_001951708.1	XP_001607265.1
OG0003061	XP_001951777.1	XP_001602921.1
OG0003062	XP_001951897.1, XP_029345270.1	XP_031778161.1
OG0003063	XP_001951968.4	XP_031783436.1
OG0003064	XP_001951992.1, XP_029346914.1	XP_001603353.1
OG0003065	XP_001952106.1, XP_029346949.1	XP_031779068.1
OG0003066	XP_001952123.1, XP_016661733.1	XP_032455855.1, XP_001599017.1
OG0003067	XP_001952166.1	XP_031784499.1
OG0003068	XP_001952231.1	XP_032456653.1, XP_031787979.1, XP_001605426.1
OG0003069	XP_001952395.1, XP_008183534.1	XP_001603819.1
OG0003070	XP_001952397.1	XP_031784434.1
OG0003071	XP_001952497.2	XP_008204438.1
OG0003072	XP_001952686.2	XP_031787102.1
OG0003073	XP_001952689.3	XP_031784869.1, XP_016844211.1
OG0003074	XP_001952697.1	XP_031780672.1, XP_031780673.1
OG0003075	XP_001952704.2	XP_031782515.1
OG0003076	XP_029345297.1, XP_003242420.1, XP_008179944.2, XP_001952748.2, XP_029346711.1	XP_016840949.1
OG0003077	XP_001952811.2	XP_001602676.1
OG0003078	XP_001952820.1	XP_001599126.2
OG0003079	XP_003240054.1, XP_016659307.1	XP_016837124.1
OG0003080	XP_003240135.1	XP_016837495.1, XP_032453587.1
OG0003081	XP_008179260.1, XP_003240231.1, XP_003240232.1	XP_001606104.1
OG0003082	XP_029347444.1, XP_029347442.1, XP_029347443.1, XP_029347441.1, XP_029347445.1, XP_003240293.1	XP_031779742.1
OG0003083	XP_003241547.1, XP_003241546.1	XP_016842572.1, XP_031779212.1
OG0003084	XP_008185652.1, XP_003241597.1	XP_001607172.1
OG0003085	XP_003241675.1	XP_008217905.1
OG0003086	XP_003241690.1	XP_008216860.1
OG0003087	XP_029343738.1, XP_003242553.1	XP_008218002.1
OG0003088	XP_016657943.1, XP_003242882.1, XP_003248812.2	XP_001600208.1, XP_016840947.1
OG0003089	XP_003242898.1	XP_016840693.1, XP_031778214.1, XP_016840687.1
OG0003091	XP_003243358.1	XP_001605256.2
OG0003092	XP_003243363.1, XP_003248901.4	XP_003424024.1
OG0003093	XP_003243515.1	XP_016838635.1, XP_008210592.1
OG0003094	XP_003243558.1	XP_008210563.1
OG0003095	XP_016658790.1, XP_003243604.3	XP_016838192.1
OG0003096	XP_003243790.1, XP_008181941.1	XP_008215157.1, XP_003423889.1, XP_001602594.1, XP_003423888.1, XP_016845625.1
OG0003097	XP_003243793.1	XP_031777728.1
OG0003098	XP_003244289.2	XP_001607256.2, XP_008203829.2
OG0003099	XP_003244459.1	XP_001607995.1
OG0003100	XP_016655704.1, XP_003244630.1	XP_031781966.1, XP_008211725.2
OG0003101	XP_003244759.1	XP_032454487.1, XP_016839870.1
OG0003102	XP_003244764.1, XP_016660151.1	XP_031785264.1, XP_008203337.1
OG0003103	XP_003244827.1	XP_016837993.1
OG0003104	XP_016660632.1, XP_003245153.1	XP_008204952.1
OG0003105	XP_003245463.1	XP_031787100.1, XP_003426495.1
OG0003106	XP_003245575.1	XP_031787592.1, XP_031787585.1, XP_008217484.1
OG0003107	XP_003245725.1	XP_008204448.1
OG0003108	XP_003245949.2	NP_001166860.1
OG0003109	XP_003245969.1, XP_029342741.1	XP_031777103.1
OG0003111	XP_003246125.1	XP_031787413.1
OG0003112	XP_003246325.1	NP_001161261.1, XP_031787499.1
OG0003113	XP_003246903.1	XP_001608296.1
OG0003114	XP_003246914.1	XP_031776772.1
OG0003115	XP_003247024.1	XP_003426127.1
OG0003116	XP_003247108.1, XP_008180838.1, XP_029345362.1	XP_001607629.1
OG0003117	XP_003247183.1, XP_029341547.1	XP_016845058.1, XP_016845059.1, XP_032451726.1
OG0003117	XP_029341748.1	XP_031784033.1
OG0003119	XP_003248018.1, XP_029343749.1	XP_031778487.1
OG0003120	XP_003248604.1	XP_008210443.1
OG0003121	XP_008187071.1	XP_008201767.1
OG0003122	XP_008178433.1	XP_008210374.1, XP_008210386.1, XP_003424890.1
OG0003123	XP_008178869.1	XP_003427933.1, XP_001600045.1
OG0003125	XP_008180034.1	XP_001605480.1
OG0003126	XP_008180279.1, XP_029344272.1, XP_008180280.1	XP_008209555.1, XP_008209554.1, XP_008209557.1
OG0003127	XP_008180306.1	XP_001600334.1
OG0003128	XP_008180347.1	XP_031784105.1
OG0003129	XP_008180495.1, XP_008180496.1	XP_003427782.1, XP_008212922.1
OG0003130	XP_008180620.1, XP_008180619.1, XP_008187642.2	XP_001604677.1
OG0003131	XP_008180781.1	XP_031785754.1
OG0003132	XP_008180785.1	XP_003423890.1
OG0003133	XP_008180863.1	XP_001603251.1
OG0003134	XP_008181382.1, XP_029344505.1	XP_008208757.1, XP_016837414.1, XP_032452281.1
OG0003135	XP_008181632.1	XP_001600276.1
OG0003136	XP_008181791.1	XP_001600966.1
OG0003137	XP_016659037.1, XP_016659036.1, XP_008181946.1, XP_008181947.1	XP_001607168.1
OG0003138	XP_008181958.1	XP_016837396.1, XP_016837380.1
OG0003139	XP_008181964.1	XP_001602213.1, XP_016839928.1, XP_016839927.1, XP_008203795.1
OG0003140	XP_008182077.1	XP_003424173.1, XP_001604860.1
OG0003141	XP_008182567.1, XP_008182568.1	XP_031782721.1
OG0003142	XP_008182741.1	XP_008211248.1
OG0003143	XP_029342065.1, XP_029342064.1, XP_008183226.1	XP_031782382.1
OG0003144	XP_008183451.1	XP_003425320.1, XP_016842337.1
OG0003145	XP_008183540.1, XP_008183541.1	XP_001601670.1
OG0003146	XP_008187333.1, XP_008183751.2	XP_031780906.1
OG0003147	XP_008183755.1	XP_016839309.1
OG0003148	XP_008184036.1, XP_008184035.1	XP_031788353.1
OG0003149	XP_008184506.1	XP_003425537.1
OG0003150	XP_008184799.1, XP_008189348.1	XP_032455476.1, XP_032455474.1, XP_032455475.1
OG0003151	XP_008185860.1	XP_031785749.1
OG0003152	XP_008186705.1	XP_032455913.1
OG0003153	XP_008186710.1, XP_008186711.1, XP_008187680.1	XP_003425653.2
OG0003155	XP_008186965.1	XP_008216155.1, XP_001601023.1
OG0003156	XP_008187199.2	XP_016843232.1
OG0003157	XP_008187206.1	XP_016836707.1, XP_008205688.1
OG0003159	XP_008187469.1	XP_001605782.2
OG0003160	XP_008187545.1, XP_016663550.1	XP_031778014.1, XP_031778015.1, XP_031778013.1
OG0003161	XP_008187658.1, XP_008187656.1	XP_008209753.1, XP_008209752.1, XP_001605792.1
OG0003162	XP_008187942.1	XP_016837531.1
OG0003163	XP_008188171.1	XP_008202747.1
OG0003164	XP_008188281.1	XP_001603863.1, XP_016839185.1
OG0003165	XP_008188555.1, XP_008188560.1, XP_008188557.1, XP_008188556.1, XP_008188559.1, XP_008188558.1	XP_001606329.1
OG0003166	XP_008189816.1	XP_001608184.1
OG0003167	XP_029345674.1, XP_008190043.1	XP_003425959.1
OG0003168	XP_016655932.1	XP_001604203.2
OG0003169	XP_016656529.1, XP_029344324.1, XP_016656531.1, XP_016656530.1, XP_016656533.1, XP_016656532.1	XP_001607101.1
OG0003170	XP_016656759.2	XP_008215589.1
OG0003171	XP_016656928.1	NP_001153394.1, XP_031781918.1
OG0003172	XP_016657813.1	XP_031780788.1
OG0003173	XP_016657843.1	XP_032456543.1
OG0003174	XP_016658636.1	XP_031787625.1
OG0003175	XP_016659143.1, XP_016659144.1	XP_016839778.1
OG0003176	XP_016660302.1	XP_016845569.1
OG0003177	XP_016660598.1, XP_016660599.1, XP_029345197.1	XP_001606077.2
OG0003178	XP_016660780.1	XP_001604867.2, XP_008211420.1
OG0003179	XP_016662476.1	XP_016839841.1
OG0003180	XP_016663129.1	XP_032453784.1
OG0003181	XP_016663210.1	XP_008216589.1
OG0003182	XP_016663470.1	XP_031782387.1, XP_031782388.1, XP_031782386.1, XP_016840274.1
OG0003183	XP_016663637.1	XP_031786593.1, XP_003428230.1, XP_008214938.1
OG0003185	XP_016663914.1	XP_031788099.1
OG0003186	XP_029341148.1	XP_031785681.1
