Orthogroup	Nomia_melanderi	Eufriesea_mexicana
OG0004492	XP_031846680.1	XP_017755023.1
OG0004493	XP_031826323.1	XP_017759658.1
OG0004494	XP_031835878.1	XP_017767511.1
OG0004495	XP_031845661.1	XP_017757497.1
OG0004496	XP_031845668.1	XP_017757496.1
OG0004497	XP_031833012.1	XP_017767174.1
OG0004498	XP_031845883.1	XP_017767176.1
OG0004499	XP_031834686.1	XP_017759741.1
OG0004500	XP_031834526.1	XP_017758656.1
OG0004501	XP_031834575.1	XP_017759789.1
OG0004502	XP_031836750.1	XP_017763204.1
OG0004503	XP_031837380.1	XP_017763235.1
OG0004504	XP_031845489.1	XP_017767479.1
OG0004505	XP_031848273.1	XP_017765395.1
OG0004506	XP_031847799.1	XP_017765373.1
OG0004507	XP_031847754.1	XP_017764728.1
OG0004508	XP_031830829.1	XP_017758545.1
OG0004509	XP_031830696.1	XP_017758439.1
OG0004510	XP_031836853.1	XP_017763174.1
OG0004511	XP_031849903.1	XP_017754824.1
OG0004512	XP_031850228.1	XP_017761907.1
OG0004513	XP_031850107.1	XP_017761917.1
OG0004513	XP_031850105.1	XP_017761919.1
OG0004514	XP_031835327.1	XP_017761465.1
OG0004515	XP_031849198.1	XP_017760952.1
OG0004516	XP_031849311.1	XP_017760857.1
OG0004517	XP_031849429.1	XP_017760673.1
OG0004518	XP_031835599.1	XP_017760792.1
OG0004519	XP_031835397.1	XP_017760946.1
OG0004520	XP_031835629.1	XP_017760677.1
OG0004521	XP_031827409.1	XP_017764214.1
OG0004522	XP_031845531.1	XP_017760071.1
OG0004523	XP_031845332.1	XP_017757208.1
OG0004524	XP_031845022.1	XP_017757192.1
OG0004525	XP_031843096.1	XP_017765633.1
OG0004526	XP_031843072.1	XP_017765502.1
OG0004527	XP_031841519.1, XP_031841510.1	XP_017764081.1
OG0004528	XP_031840338.1	XP_017764061.1, XP_017764060.1
OG0004529	XP_031841836.1	XP_017753184.1
OG0004530	XP_031833430.1	XP_017761356.1
OG0004531	XP_031833852.1	XP_017761226.1
OG0004532	XP_031825310.1	XP_017757428.1
OG0004533	XP_031833962.1, XP_031833963.1	XP_017757503.1
OG0004534	XP_031833754.1	XP_017757438.1
OG0004535	XP_031833910.1	XP_017757520.1
OG0004536	XP_031843361.1, XP_031843360.1	XP_017757508.1
OG0004537	XP_031833448.1	XP_017757594.1
OG0004538	XP_031836108.1	XP_017757772.1
OG0004539	XP_031836291.1	XP_017757800.1
OG0004540	XP_031828699.1	XP_017765553.1
OG0004542	XP_031839594.1, XP_031839593.1	XP_017765720.1
OG0004543	XP_031834427.1	XP_017758676.1
OG0004544	XP_031838729.1	XP_017759564.1
OG0004545	XP_031826691.1	XP_017762131.1
OG0004546	XP_031830380.1	XP_017756649.1
OG0004547	XP_031826269.1	XP_017757101.1
OG0004549	XP_031836880.1, XP_031836881.1	XP_017764829.1
OG0004550	XP_031844229.1	XP_017757281.1
OG0004551	XP_031840464.1	XP_017753355.1
OG0004553	XP_031840379.1	XP_017753345.1
OG0004554	XP_031826516.1	XP_017764359.1
OG0004555	XP_031832580.1	XP_017755130.1
OG0004556	XP_031833498.1	XP_017762722.1
OG0004557	XP_031844898.1	XP_017756418.1
OG0004558	XP_031839876.1	XP_017756378.1
OG0004560	XP_031834741.1	XP_017754715.1
OG0004561	XP_031839679.1	XP_017766451.1
OG0004562	XP_031834631.1, XP_031834637.1	XP_017762547.1, XP_017762520.1
OG0004563	XP_031830819.1	XP_017756472.1
OG0004564	XP_031830445.1	XP_017758348.1
OG0004565	XP_031840910.1	XP_017765008.1, XP_017765007.1
OG0004566	XP_031827846.1	XP_017759796.1
OG0004567	XP_031825991.1, XP_031825990.1	XP_017764383.1
OG0004568	XP_031826065.1	XP_017753277.1
OG0004569	XP_031840612.1	XP_017762793.1
OG0004570	XP_031845254.1	XP_017753529.1
OG0004571	XP_031835975.1	XP_017753547.1
OG0004572	XP_031827290.1	XP_017761795.1, XP_017759665.1
OG0004573	XP_031826081.1	XP_017753220.1
OG0004574	XP_031826452.1	XP_017753210.1
OG0004575	XP_031828171.1	XP_017753218.1
OG0004576	XP_031847024.1	XP_017756550.1
OG0004577	XP_031846971.1	XP_017756541.1
OG0004579	XP_031834320.1	XP_017762353.1
OG0004580	XP_031834314.1	XP_017762348.1
OG0004581	XP_031834332.1	XP_017762335.1
OG0004582	XP_031827536.1	XP_017758694.1
OG0004583	XP_031825439.1	XP_017762149.1
OG0004584	XP_031827370.1	XP_017762116.1
OG0004585	XP_031827357.1	XP_017762146.1
OG0004586	XP_031828213.1	XP_017764895.1
OG0004587	XP_031828054.1	XP_017764914.1
OG0004588	XP_031828181.1	XP_017753492.1
OG0004590	XP_031826709.1	XP_017762083.1
OG0004591	XP_031826833.1, XP_031826834.1	XP_017762163.1
OG0004592	XP_031849385.1	XP_017754434.1
OG0004593	XP_031850079.1	XP_017763392.1, XP_017763393.1
OG0004594	XP_031850151.1	XP_017763407.1
OG0004595	XP_031850275.1	XP_017763385.1
OG0004596	XP_031835659.1	XP_017764801.1
OG0004597	XP_031835443.1, XP_031835444.1	XP_017764775.1
OG0004598	XP_031848478.1	XP_017756579.1
OG0004599	XP_031846873.1	XP_017754211.1
OG0004600	XP_031846823.1	XP_017759223.1
OG0004601	XP_031827371.1	XP_017762056.1
OG0004602	XP_031827341.1	XP_017762038.1
OG0004603	XP_031829204.1	XP_017758275.1
OG0004604	XP_031829245.1	XP_017758247.1
OG0004605	XP_031838660.1	XP_017761725.1
OG0004606	XP_031838723.1	XP_017753577.1
OG0004607	XP_031837428.1	XP_017764292.1
OG0004608	XP_031839270.1	XP_017760980.1
OG0004609	XP_031827297.1, XP_031827300.1, XP_031827298.1	XP_017761146.1
OG0004610	XP_031846907.1	XP_017766051.1
OG0004611	XP_031847562.1	XP_017754021.1
OG0004612	XP_031847149.1	XP_017754074.1
OG0004613	XP_031832440.1, XP_031832433.1	XP_017753728.1
OG0004614	XP_031832567.1	XP_017753067.1
OG0004615	XP_031827304.1	XP_017753070.1
OG0004616	XP_031827327.1, XP_031827326.1	XP_017753215.1
OG0004617	XP_031841943.1	XP_017765425.1
OG0004618	XP_031837617.1	XP_017753522.1
OG0004619	XP_031841972.1	XP_017761861.1
OG0004620	XP_031841165.1, XP_031841164.1	XP_017755893.1
OG0004621	XP_031841100.1	XP_017755903.1
OG0004622	XP_031847684.1	XP_017761865.1
OG0004623	XP_031847153.1	XP_017766260.1
OG0004624	XP_031847218.1	XP_017766274.1
OG0004625	XP_031828758.1	XP_017761061.1
OG0004626	XP_031843740.1	XP_017764724.1
OG0004627	XP_031844110.1	XP_017757380.1
OG0004628	XP_031849371.1	XP_017757694.1
OG0004629	XP_031829668.1	XP_017755098.1
OG0004630	XP_031848418.1	XP_017757373.1
OG0004631	XP_031831201.1	XP_017755604.1
OG0004632	XP_031837876.1	XP_017757879.1
OG0004633	XP_031837888.1	XP_017757976.1
OG0004634	XP_031838163.1	XP_017763539.1
OG0004635	XP_031831642.1	XP_017755618.1
OG0004636	XP_031831665.1	XP_017755642.1
OG0004637	XP_031841521.1	XP_017761002.1
OG0004638	XP_031825865.1	XP_017759610.1
OG0004639	XP_031849339.1	XP_017754369.1
OG0004640	XP_031846725.1	XP_017763770.1
OG0004641	XP_031844940.1	XP_017753394.1
OG0004642	XP_031846735.1	XP_017763776.1, XP_017763737.1
OG0004643	XP_031846690.1	XP_017763804.1, XP_017763798.1
OG0004644	XP_031846499.1	XP_017759985.1
OG0004645	XP_031830510.1	XP_017758539.1
OG0004646	XP_031833840.1	XP_017757684.1
OG0004647	XP_031846532.1	XP_017765749.1
OG0004648	XP_031846542.1	XP_017765757.1, XP_017765758.1
OG0004649	XP_031836607.1	XP_017763720.1
OG0004650	XP_031844106.1, XP_031844102.1	XP_017757273.1
OG0004651	XP_031839145.1	XP_017764849.1
OG0004652	XP_031846421.1	XP_017759986.1
OG0004653	XP_031831375.1	XP_017755598.1
OG0004654	XP_031831386.1	XP_017755586.1
OG0004655	XP_031831502.1	XP_017755579.1
OG0004657	XP_031833416.1	XP_017754639.1
OG0004658	XP_031844878.1	XP_017762543.1
OG0004659	XP_031835745.1	XP_017759767.1
OG0004660	XP_031834592.1	XP_017766488.1
OG0004661	XP_031836998.1	XP_017763961.1
OG0004662	XP_031836229.1	XP_017755987.1
OG0004663	XP_031834571.1	XP_017754733.1
OG0004664	XP_031850378.1, XP_031850379.1	XP_017753094.1
OG0004665	XP_031848870.1, XP_031848871.1	XP_017757331.1
OG0004666	XP_031840884.1	XP_017755393.1
OG0004667	XP_031850461.1	XP_017759551.1
OG0004668	XP_031850495.1	XP_017764810.1
OG0004669	XP_031848294.1	XP_017752375.1
OG0004670	XP_031850562.1, XP_031850558.1	XP_017754524.1
OG0004671	XP_031849679.1	XP_017762371.1
OG0004672	XP_031840984.1	XP_017766993.1
OG0004673	XP_031842271.1	XP_017755215.1
OG0004674	XP_031842294.1	XP_017755213.1
OG0004675	XP_031839426.1, XP_031839425.1	XP_017766018.1
OG0004676	XP_031834379.1	XP_017752664.1
OG0004677	XP_031845565.1	XP_017755890.1
OG0004679	XP_031845088.1	XP_017767146.1
OG0004680	XP_031837547.1	XP_017762586.1
OG0004681	XP_031845089.1	XP_017758593.1
OG0004682	XP_031834471.1	XP_017762664.1
OG0004683	XP_031845520.1	XP_017757184.1
OG0004684	XP_031844698.1, XP_031844699.1, XP_031844697.1	XP_017766012.1
OG0004685	XP_031833543.1	XP_017757580.1
OG0004686	XP_031826943.1	XP_017759882.1
OG0004687	XP_031831605.1	XP_017752694.1
OG0004688	XP_031831695.1	XP_017757421.1
OG0004689	XP_031836449.1, XP_031836537.1	XP_017765605.1
OG0004690	XP_031833615.1	XP_017757462.1
OG0004691	XP_031825496.1	XP_017758735.1
OG0004692	XP_031841657.1, XP_031841658.1	XP_017762161.1
OG0004693	XP_031831494.1	XP_017765750.1
OG0004695	XP_031840176.1	XP_017761710.1
OG0004696	XP_031838892.1	XP_017758277.1
OG0004697	XP_031840145.1	XP_017757067.1
OG0004698	XP_031828607.1	XP_017760441.1
OG0004699	XP_031828830.1	XP_017760440.1
OG0004700	XP_031847909.1	XP_017760180.1
OG0004701	XP_031848357.1	XP_017766088.1
OG0004702	XP_031838694.1	XP_017758276.1
OG0004703	XP_031826388.1	XP_017759670.1
OG0004704	XP_031834170.1	XP_017763163.1
OG0004705	XP_031826339.1	XP_017762695.1
OG0004706	XP_031826509.1	XP_017759674.1
OG0004707	XP_031845767.1	XP_017763050.1, XP_017763049.1
OG0004708	XP_031844090.1, XP_031844182.1	XP_017761308.1
OG0004709	XP_031832312.1, XP_031832311.1	XP_017752258.1
OG0004710	XP_031848048.1	XP_017757974.1, XP_017757971.1
OG0004711	XP_031829863.1	XP_017756253.1
OG0004712	XP_031829710.1	XP_017764180.1
OG0004713	XP_031838422.1	XP_017753950.1
OG0004714	XP_031829923.1	XP_017761256.1
OG0004715	XP_031832080.1	XP_017763519.1
OG0004716	XP_031829351.1	XP_017754982.1
OG0004717	XP_031832002.1, XP_031832003.1	XP_017763524.1
OG0004718	XP_031848127.1	XP_017759416.1
OG0004719	XP_031830185.1	XP_017764576.1
OG0004720	XP_031842672.1	XP_017756246.1
OG0004721	XP_031837644.1	XP_017755058.1
OG0004722	XP_031844675.1	XP_017755711.1
OG0004723	XP_031843300.1	XP_017759256.1
OG0004724	XP_031838263.1	XP_017763249.1
OG0004725	XP_031837674.1	XP_017759153.1
OG0004726	XP_031843438.1	XP_017766287.1
OG0004727	XP_031835015.1	XP_017756804.1
OG0004728	XP_031839161.1	XP_017764551.1
OG0004729	XP_031843517.1	XP_017756913.1
OG0004730	XP_031841550.1	XP_017764052.1
OG0004731	XP_031830714.1	XP_017757854.1
OG0004732	XP_031848277.1	XP_017765377.1
OG0004733	XP_031847923.1	XP_017767416.1
OG0004734	XP_031847787.1	XP_017764770.1
OG0004735	XP_031830850.1	XP_017763555.1
OG0004736	XP_031846803.1	XP_017764258.1, XP_017765632.1
OG0004737	XP_031844450.1	XP_017764726.1
OG0004738	XP_031835927.1	XP_017767411.1
OG0004739	XP_031830874.1	XP_017766167.1
OG0004740	XP_031846967.1	XP_017756539.1
OG0004741	XP_031830743.1	XP_017756457.1
OG0004742	XP_031830916.1	XP_017757576.1, XP_017758362.1
OG0004743	XP_031835512.1	XP_017762263.1
OG0004744	XP_031849977.1, XP_031849980.1	XP_017754833.1
OG0004745	XP_031838519.1	XP_017761900.1
OG0004746	XP_031835401.1	XP_017760834.1
OG0004747	XP_031835532.1	XP_017760827.1
OG0004748	XP_031829093.1, XP_031829089.1	XP_017754842.1
OG0004749	XP_031850180.1	XP_017761943.1
OG0004750	XP_031829048.1	XP_017764497.1
OG0004752	XP_031850014.1, XP_031850013.1	XP_017761483.1
OG0004753	XP_031841543.1	XP_017752911.1
OG0004754	XP_031845712.1	XP_017756126.1
OG0004755	XP_031827532.1	XP_017757778.1
OG0004756	XP_031850540.1	XP_017752936.1
OG0004757	XP_031829403.1	XP_017762013.1
OG0004758	XP_031850368.1	XP_017760998.1
OG0004759	XP_031836799.1, XP_031836798.1	XP_017753965.1
OG0004760	XP_031826468.1	XP_017761070.1
OG0004761	XP_031844443.1	XP_017766820.1
OG0004762	XP_031827819.1	XP_017766763.1
OG0004763	XP_031835966.1	XP_017766651.1
OG0004764	XP_031825450.1	XP_017766667.1
OG0004765	XP_031847643.1	XP_017764638.1
OG0004766	XP_031847627.1	XP_017764640.1
OG0004767	XP_031844039.1	XP_017753390.1
OG0004768	XP_031837528.1	XP_017763179.1
OG0004769	XP_031832632.1	XP_017761567.1
OG0004770	XP_031845861.1	XP_017767150.1
OG0004771	XP_031833131.1	XP_017767281.1, XP_017765626.1
OG0004772	XP_031833088.1	XP_017767159.1
OG0004773	XP_031832977.1	XP_017760630.1
OG0004774	XP_031829558.1	XP_017759294.1
OG0004775	XP_031832684.1	XP_017759852.1
OG0004776	XP_031841911.1	XP_017765428.1
OG0004777	XP_031825821.1	XP_017761190.1
OG0004778	XP_031843090.1, XP_031843089.1	XP_017758146.1
OG0004779	XP_031847380.1	XP_017758098.1
OG0004780	XP_031847354.1	XP_017765245.1
OG0004781	XP_031842854.1	XP_017758047.1
OG0004782	XP_031842859.1	XP_017758170.1
OG0004783	XP_031842542.1, XP_031842541.1	XP_017753864.1
OG0004784	XP_031825724.1	XP_017752850.1
OG0004785	XP_031837920.1	XP_017760507.1
OG0004786	XP_031827261.1	XP_017764429.1, XP_017764430.1
OG0004787	XP_031826775.1	XP_017760143.1
OG0004788	XP_031849964.1	XP_017752766.1
OG0004789	XP_031841721.1	XP_017766904.1
OG0004790	XP_031828153.1	XP_017753194.1, XP_017753193.1
OG0004791	XP_031826203.1	XP_017763752.1, XP_017763751.1
OG0004792	XP_031826520.1	XP_017763773.1, XP_017763771.1
OG0004793	XP_031839343.1	XP_017754030.1
OG0004794	XP_031845892.1, XP_031845891.1	XP_017767251.1
OG0004795	XP_031828321.1	XP_017753217.1
OG0004796	XP_031828033.1	XP_017756973.1
OG0004797	XP_031840436.1, XP_031840439.1	XP_017753229.1
OG0004798	XP_031846176.1	XP_017763709.1
OG0004799	XP_031828221.1	XP_017764908.1
OG0004801	XP_031839189.1	XP_017754075.1
OG0004802	XP_031833038.1	XP_017764230.1
OG0004803	XP_031844233.1	XP_017757327.1
OG0004804	XP_031839723.1	XP_017766382.1
OG0004805	XP_031839875.1	XP_017766344.1, XP_017765635.1, XP_017765597.1
OG0004806	XP_031848682.1	XP_017759724.1, XP_017759722.1
OG0004807	XP_031839872.1	XP_017766348.1
OG0004808	XP_031834901.1	XP_017755484.1
OG0004809	XP_031834713.1, XP_031834712.1	XP_017755187.1
OG0004810	XP_031839553.1	XP_017756305.1
OG0004811	XP_031839535.1	XP_017759817.1
OG0004813	XP_031834079.1	XP_017756383.1
OG0004814	XP_031839898.1	XP_017756287.1
OG0004816	XP_031831531.1	XP_017754697.1, XP_017754685.1
OG0004817	XP_031835918.1	XP_017754736.1
OG0004818	XP_031848651.1	XP_017758949.1
OG0004820	XP_031834851.1, XP_031834849.1	XP_017762544.1
OG0004821	XP_031834594.1, XP_031834595.1	XP_017762518.1
OG0004822	XP_031848160.1	XP_017759100.1
OG0004824	XP_031840908.1	XP_017767038.1
OG0004825	XP_031840707.1	XP_017753097.1, XP_017765636.1
OG0004826	XP_031841947.1	XP_017765422.1
OG0004827	XP_031840852.1	XP_017759527.1
OG0004828	XP_031843768.1	XP_017764704.1
OG0004829	XP_031844557.1	XP_017752317.1
OG0004830	XP_031844310.1	XP_017767106.1
OG0004831	XP_031850456.1	XP_017756780.1
OG0004832	XP_031849675.1, XP_031849676.1	XP_017762369.1
OG0004833	XP_031850457.1	XP_017754472.1
OG0004834	XP_031848384.1	XP_017757301.1
OG0004835	XP_031848397.1, XP_031848398.1	XP_017757390.1
OG0004836	XP_031844148.1	XP_017757338.1
OG0004837	XP_031850567.1, XP_031850569.1	XP_017766031.1
OG0004838	XP_031840725.1	XP_017753081.1
OG0004839	XP_031844478.1	XP_017762388.1, XP_017760972.1
OG0004841	XP_031849555.1	XP_017765244.1
OG0004842	XP_031843623.1	XP_017763823.1
OG0004843	XP_031848444.1	XP_017752312.1
OG0004844	XP_031845588.1	XP_017756606.1
OG0004845	XP_031845027.1	XP_017758624.1
OG0004846	XP_031845305.1	XP_017767655.1
OG0004847	XP_031834419.1	XP_017753098.1
OG0004848	XP_031833285.1	XP_017767619.1
OG0004849	XP_031845189.1	XP_017765837.1
OG0004850	XP_031846144.1	XP_017758557.1
OG0004852	XP_031845410.1	XP_017757163.1
OG0004853	XP_031829346.1	XP_017760096.1
OG0004855	XP_031845021.1, XP_031845020.1	XP_017757185.1
OG0004856	XP_031842329.1	XP_017766338.1
OG0004857	XP_031842322.1	XP_017755218.1
OG0004858	XP_031845126.1	XP_017757226.1
OG0004859	XP_031844993.1	XP_017765856.1
OG0004860	XP_031836997.1	XP_017755515.1
OG0004862	XP_031832410.1	XP_017761128.1
OG0004863	XP_031845654.1	XP_017761363.1
OG0004864	XP_031831535.1	XP_017757626.1
OG0004865	XP_031825283.1, XP_031825280.1	XP_017755303.1
OG0004866	XP_031827289.1	XP_017761785.1, XP_017759859.1
OG0004867	XP_031831389.1	XP_017755682.1
OG0004868	XP_031833643.1	XP_017767671.1
OG0004869	XP_031833642.1	XP_017767696.1
OG0004870	XP_031831383.1	XP_017755631.1
OG0004871	XP_031826886.1	XP_017762199.1
OG0004872	XP_031831503.1	XP_017755589.1
OG0004873	XP_031831865.1	XP_017752585.1
OG0004874	XP_031839494.1	XP_017753996.1
OG0004875	XP_031827782.1	XP_017759260.1
OG0004876	XP_031825516.1	XP_017758760.1, XP_017758761.1
OG0004877	XP_031833844.1	XP_017757583.1
OG0004878	XP_031845663.1	XP_017761374.1
OG0004879	XP_031833784.1	XP_017758742.1
OG0004880	XP_031831707.1	XP_017758222.1
OG0004881	XP_031825479.1	XP_017758714.1
OG0004882	XP_031831558.1	XP_017755594.1
OG0004883	XP_031825513.1	XP_017755301.1
OG0004884	XP_031846614.1	XP_017755270.1
OG0004886	XP_031831198.1	XP_017758021.1, XP_017765604.1
OG0004887	XP_031833704.1	XP_017757548.1
OG0004888	XP_031843334.1	XP_017757423.1
OG0004889	XP_031850583.1	XP_017767654.1
OG0004890	XP_031825313.1	XP_017757427.1
OG0004891	XP_031828499.1	XP_017758251.1
OG0004892	XP_031836647.1	XP_017763984.1
OG0004893	XP_031843529.1	XP_017762234.1
OG0004894	XP_031849135.1	XP_017752140.1
OG0004895	XP_031849141.1	XP_017756585.1
OG0004896	XP_031829151.1	XP_017760461.1
OG0004897	XP_031836562.1	XP_017758291.1
OG0004898	XP_031840209.1	XP_017753536.1
OG0004899	XP_031838943.1	XP_017764036.1
OG0004900	XP_031838988.1	XP_017762238.1
OG0004901	XP_031838817.1	XP_017767768.1
OG0004902	XP_031836778.1	XP_017754945.1
OG0004903	XP_031836640.1	XP_017761777.1
OG0004904	XP_031832447.1	XP_017763573.1
OG0004905	XP_031828934.1	XP_017767564.1
OG0004906	XP_031826079.1	XP_017753182.1
OG0004907	XP_031838661.1	XP_017762247.1
OG0004908	XP_031838900.1	XP_017767754.1
OG0004909	XP_031843415.1	XP_017761963.1
OG0004910	XP_031838634.1	XP_017761681.1
OG0004911	XP_031828990.1	XP_017758262.1
OG0004912	XP_031838953.1	XP_017752465.1
OG0004913	XP_031838964.1	XP_017752463.1
OG0004914	XP_031826159.1	XP_017759651.1
OG0004915	XP_031838771.1	XP_017752461.1
OG0004916	XP_031840175.1	XP_017761721.1
OG0004917	XP_031849109.1	XP_017764337.1
OG0004918	XP_031844209.1	XP_017760660.1
OG0004919	XP_031834011.1	XP_017765346.1
OG0004920	XP_031838603.1	XP_017759142.1
OG0004921	XP_031848775.1, XP_031832304.1	XP_017752284.1
OG0004922	XP_031846676.1	XP_017754993.1
OG0004923	XP_031826376.1	XP_017759667.1
OG0004924	XP_031844223.1	XP_017759136.1
OG0004925	XP_031834076.1, XP_031834081.1	XP_017765392.1
OG0004926	XP_031841158.1	XP_017764632.1
OG0004927	XP_031832006.1, XP_031832005.1, XP_031832004.1	XP_017754302.1
OG0004928	XP_031826237.1	XP_017764380.1
OG0004929	XP_031826271.1	XP_017755014.1
OG0004930	XP_031826023.1	XP_017763742.1
OG0004931	XP_031830014.1	XP_017764304.1
OG0004932	XP_031829756.1	XP_017759487.1
OG0004933	XP_031837452.1	XP_017764287.1
OG0004934	XP_031831952.1	XP_017763044.1
OG0004935	XP_031827732.1	XP_017756637.1
OG0004936	XP_031841163.1	XP_017759695.1
OG0004937	XP_031830340.1	XP_017754479.1
OG0004938	XP_031846553.1, XP_031846552.1	XP_017763659.1
OG0004939	XP_031834227.1	XP_017753110.1
OG0004940	XP_031835224.1	XP_017753652.1
OG0004941	XP_031839092.1	XP_017753941.1
OG0004942	XP_031830019.1	XP_017756009.1
OG0004943	XP_031829940.1	XP_017756015.1
OG0004944	XP_031838374.1	XP_017756746.1
OG0004945	XP_031832164.1	XP_017763499.1
OG0004946	XP_031848238.1	XP_017757985.1
OG0004947	XP_031848185.1	XP_017757902.1
OG0004949	XP_031832065.1	XP_017763439.1
OG0004950	XP_031842069.1	XP_017761864.1
OG0004951	XP_031838126.1	XP_017757882.1
OG0004952	XP_031838342.1	XP_017753935.1
OG0004953	XP_031841812.1	XP_017760285.1
OG0004954	XP_031830208.1, XP_031830178.1	XP_017755866.1
OG0004955	XP_031848043.1	XP_017757885.1, XP_017757884.1
OG0004956	XP_031830195.1	XP_017756000.1
OG0004957	XP_031832000.1	XP_017763525.1, XP_017763527.1
OG0004958	XP_031841889.1	XP_017760300.1
OG0004959	XP_031828776.1, XP_031828783.1	XP_017765790.1
OG0004960	XP_031829888.1	XP_017754952.1
OG0004961	XP_031832136.1	XP_017763523.1
OG0004962	XP_031830379.1	XP_017764162.1
OG0004963	XP_031830062.1	XP_017758992.1
OG0004964	XP_031830202.1	XP_017758965.1
OG0004965	XP_031838363.1	XP_017756761.1
OG0004966	XP_031838557.1	XP_017762642.1
OG0004967	XP_031840655.1	XP_017755778.1
OG0004968	XP_031842216.1	XP_017755832.1
OG0004971	XP_031840226.1	XP_017755762.1
OG0004972	XP_031837899.1	XP_017755838.1
OG0004975	XP_031837759.1	XP_017756946.1
OG0004976	XP_031837898.1	XP_017758833.1
OG0004978	XP_031838345.1	XP_017762652.1
OG0004979	XP_031839700.1	XP_017761823.1
OG0004980	XP_031828856.1	XP_017763359.1, XP_017763361.1
OG0004981	XP_031846896.1	XP_017753999.1
OG0004982	XP_031838866.1	XP_017759436.1
OG0004983	XP_031831640.1, XP_031831641.1	XP_017755590.1
OG0004984	XP_031839819.1	XP_017764076.1
OG0004985	XP_031841979.1	XP_017761885.1
OG0004986	XP_031835200.1	XP_017756927.1
OG0004987	XP_031837735.1	XP_017759605.1
OG0004988	XP_031838021.1	XP_017757951.1
OG0004989	XP_031830618.1	XP_017759973.1
OG0004990	XP_031830444.1	XP_017762936.1
OG0004991	XP_031830840.1	XP_017758487.1
OG0004992	XP_031830615.1	XP_017756458.1
OG0004993	XP_031825927.1	XP_017767528.1
OG0004994	XP_031835909.1	XP_017767522.1
OG0004995	XP_031847751.1, XP_031847750.1	XP_017764763.1
OG0004996	XP_031830614.1, XP_031830603.1	XP_017756459.1
OG0004997	XP_031831136.1	XP_017756422.1
OG0004998	XP_031830579.1	XP_017756460.1
OG0004999	XP_031843783.1, XP_031843784.1	XP_017766217.1
OG0005000	XP_031830750.1	XP_017756455.1
OG0005001	XP_031844131.1, XP_031844133.1	XP_017757316.1
OG0005002	XP_031825942.1	XP_017767337.1
OG0005003	XP_031835914.1	XP_017767434.1
OG0005004	XP_031845491.1, XP_031845492.1	XP_017767321.1
OG0005005	XP_031835890.1	XP_017767320.1
OG0005006	XP_031830545.1, XP_031830544.1	XP_017758503.1
OG0005007	XP_031831051.1	XP_017758516.1
OG0005008	XP_031835846.1	XP_017767492.1
OG0005009	XP_031828443.1	XP_017755564.1
OG0005010	XP_031849157.1	XP_017760406.1
OG0005011	XP_031829782.1	XP_017755147.1
OG0005012	XP_031828311.1	XP_017753133.1
OG0005013	XP_031843733.1	XP_017760949.1
OG0005014	XP_031831801.1	XP_017762393.1
OG0005015	XP_031829780.1	XP_017755100.1
OG0005016	XP_031835664.1	XP_017762317.1
OG0005017	XP_031831767.1, XP_031831765.1	XP_017763036.1
OG0005018	XP_031828401.1	XP_017755205.1
OG0005019	XP_031827946.1, XP_031827947.1	XP_017755181.1
OG0005020	XP_031838562.1	XP_017761901.1
OG0005022	XP_031849941.1	XP_017754779.1
OG0005023	XP_031829709.1, XP_031829708.1	XP_017755109.1
OG0005024	XP_031845604.1	XP_017759999.1
OG0005025	XP_031828731.1	XP_017765746.1
OG0005026	XP_031829255.1, XP_031829258.1	XP_017763372.1
OG0005027	XP_031849252.1	XP_017754371.1
OG0005028	XP_031835730.1	XP_017762327.1
OG0005029	XP_031838521.1	XP_017754787.1
OG0005030	XP_031829819.1	XP_017755075.1
OG0005031	XP_031837794.1	XP_017756492.1
OG0005032	XP_031838283.1	XP_017765773.1
OG0005033	XP_031836448.1	XP_017766941.1
OG0005034	XP_031843473.1	XP_017752874.1
OG0005035	XP_031827379.1	XP_017755823.1
OG0005037	XP_031841484.1	XP_017761011.1
OG0005038	XP_031841375.1	XP_017753403.1
OG0005040	XP_031827496.1, XP_031827494.1	XP_017761406.1
OG0005041	XP_031826832.1	XP_017753414.1
OG0005042	XP_031847605.1	XP_017764641.1
OG0005043	XP_031836240.1	XP_017754360.1
OG0005044	XP_031844362.1	XP_017766819.1
OG0005045	XP_031827652.1	XP_017766575.1
OG0005046	XP_031827697.1	XP_017766633.1
OG0005047	XP_031832725.1	XP_017759374.1
OG0005048	XP_031832429.1	XP_017766496.1
OG0005049	XP_031833002.1, XP_031833003.1	XP_017759307.1
OG0005050	XP_031832938.1	XP_017767137.1
OG0005051	XP_031833013.1	XP_017767175.1
OG0005053	XP_031832678.1	XP_017759853.1
OG0005054	XP_031832665.1	XP_017759933.1
OG0005055	XP_031836282.1	XP_017763182.1
OG0005056	XP_031837243.1, XP_031837242.1	XP_017763402.1
OG0005057	XP_031832827.1	XP_017762885.1
OG0005058	XP_031825693.1, XP_031825694.1	XP_017753899.1
OG0005059	XP_031827346.1	XP_017762010.1, XP_017762017.1
OG0005060	XP_031825743.1	XP_017752806.1
OG0005061	XP_031843261.1	XP_017753882.1
OG0005062	XP_031846527.1	XP_017759468.1
OG0005063	XP_031842490.1	XP_017758163.1
OG0005064	XP_031842969.1	XP_017758063.1
OG0005066	XP_031825718.1	XP_017753736.1
OG0005067	XP_031843079.1	XP_017764950.1
