Orthogroup	Eufriesea_mexicana	Aedes_aegypti
OG0003060	XP_017767151.1	XP_001660862.1
OG0003061	XP_017757302.1	XP_001654080.1, XP_001654079.1
OG0003062	XP_017753471.1	XP_021697867.1, XP_021697866.1, XP_021697865.1, XP_021697864.1, XP_021697863.1
OG0003063	XP_017752542.1, XP_017752573.1	XP_001653721.2
OG0003064	XP_017767605.1	XP_001650360.2
OG0003065	XP_017762372.1	XP_021702009.1, XP_021702013.1
OG0003066	XP_017763855.1	XP_001648811.1
OG0003067	XP_017763401.1, XP_017763381.1	XP_021699835.1
OG0003068	XP_017764950.1	XP_001662911.1, XP_021713094.1
OG0003069	XP_017754896.1	XP_021697067.1, XP_001652201.1
OG0003070	XP_017753671.1	XP_021705785.1
OG0003071	XP_017758827.1	XP_021705142.1
OG0003072	XP_017758146.1	XP_021693629.1, XP_001648534.2, XP_021693628.1, XP_021693627.1, XP_021693630.1
OG0003073	XP_017766943.1	XP_001663577.1
OG0003074	XP_017761312.1	XP_021700801.1
OG0003075	XP_017754197.1	XP_021696817.1
OG0003076	XP_017762673.1	XP_001661902.2
OG0003077	XP_017754596.1, XP_017754597.1	XP_001649414.2
OG0003078	XP_017764431.1	XP_021693122.1
OG0003079	XP_017756798.1	XP_021709596.1
OG0003080	XP_017765745.1	XP_001658918.2
OG0003081	XP_017763566.1, XP_017763565.1	XP_011492962.1
OG0003083	XP_017761185.1	XP_021704911.1, XP_021704899.1
OG0003084	XP_017752728.1	XP_001661437.2
OG0003085	XP_017760064.1	XP_021703848.1, XP_021703847.1
OG0003086	XP_017759846.1	XP_001661772.2
OG0003087	XP_017761970.1, XP_017758595.1	XP_021708844.1
OG0003088	XP_017767659.1	XP_001656471.2
OG0003089	XP_017759355.1	XP_001654180.1
OG0003090	XP_017757829.1	XP_021699042.1, XP_021699045.1, XP_021699044.1, XP_021699047.1, XP_021699043.1, XP_021699046.1
OG0003091	XP_017752164.1	XP_021708950.1, XP_021708951.1, XP_021708952.1, XP_001664208.1
OG0003092	XP_017753655.1	XP_001653748.2
OG0003094	XP_017765513.1	XP_021709182.1, XP_001660056.1
OG0003095	XP_017761704.1	XP_021712379.1, XP_001664217.2
OG0003097	XP_017761643.1, XP_017761642.1	XP_001648219.1
OG0003098	XP_017758718.1, XP_017758717.1	XP_001663730.1
OG0003099	XP_017764937.1	XP_021710115.1
OG0003100	XP_017765300.1	XP_001650674.2
OG0003101	XP_017763479.1	XP_001657869.2
OG0003102	XP_017753444.1	XP_021697770.1
OG0003103	XP_017763790.1	XP_001655135.2, XP_021699621.1, XP_021699622.1, XP_021699623.1, XP_021699624.1, XP_021699625.1
OG0003104	XP_017762495.1	XP_021697514.1
OG0003105	XP_017758086.1	XP_021713325.1
OG0003106	XP_017752978.1	XP_021709502.1, XP_021709501.1, XP_021709500.1, XP_021709499.1, XP_021709498.1, XP_021709497.1
OG0003107	XP_017766974.1, XP_017766973.1	XP_001653245.1
OG0003108	XP_017764997.1	XP_021703474.1, XP_021703475.1, XP_021703473.1
OG0003109	XP_017761091.1	XP_021705763.1, XP_021701162.1, XP_021701163.1
OG0003110	XP_017761209.1	XP_021705270.1
OG0003111	XP_017759658.1	XP_021705886.1, XP_001656836.1, XP_021705885.1, XP_021705884.1
OG0003112	XP_017754516.1	XP_001651861.1
OG0003113	XP_017754373.1	XP_001649950.2
OG0003114	XP_017758840.1	XP_021699654.1
OG0003115	XP_017767655.1	XP_021712430.1, XP_021708814.1
OG0003116	XP_017757625.1	XP_011493309.1, XP_021707230.1
OG0003118	XP_017754383.1	XP_021709995.1
OG0003119	XP_017753615.1	XP_001654472.1
OG0003120	XP_017756416.1	XP_021704197.1, XP_021704189.1, XP_021704194.1
OG0003121	XP_017765080.1	XP_021711937.1, XP_021710334.1
OG0003122	XP_017762338.1	XP_021702962.1
OG0003123	XP_017764401.1	XP_001661764.1
OG0003124	XP_017762375.1	XP_001652156.1
OG0003125	XP_017758417.1, XP_017757880.1	XP_001653815.1
OG0003126	XP_017766075.1	XP_021700881.1
OG0003127	XP_017767657.1	XP_021701923.1, XP_021701924.1, XP_021701928.1, XP_021710811.1
OG0003128	XP_017765985.1	XP_021695478.1
OG0003129	XP_017759651.1	XP_021701462.1, XP_021701461.1
OG0003130	XP_017762692.1	XP_021704243.1
OG0003131	XP_017758726.1, XP_017758725.1, XP_017758727.1	XP_021702884.1
OG0003132	XP_017754525.1	XP_021710481.1
OG0003134	XP_017765474.1	XP_001661906.1
OG0003135	XP_017754274.1	XP_021709994.1
OG0003136	XP_017761620.1	XP_021695249.1
OG0003137	XP_017762451.1	XP_001655068.1, XP_011493570.1
OG0003138	XP_017757342.1	XP_021709304.1, XP_001651515.2, XP_021712754.1
OG0003139	XP_017762980.1	XP_021693199.1, XP_021693219.1, XP_021693208.1, XP_021693213.1, XP_021693207.1
OG0003140	XP_017753513.1	XP_021709430.1
OG0003142	XP_017752953.1	XP_021699177.1
OG0003143	XP_017763041.1	XP_021698784.1
OG0003144	XP_017756460.1	XP_021704577.1
OG0003145	XP_017752730.1	XP_021712979.1
OG0003146	XP_017765858.1	XP_001656515.2
OG0003147	XP_017763093.1	XP_021711895.1, XP_021703191.1
OG0003148	XP_017763612.1	XP_021700145.1
OG0003149	XP_017754068.1	XP_001654230.1
OG0003150	XP_017757540.1	XP_001652881.1
OG0003151	XP_017753710.1	XP_021698374.1, XP_021698373.1
OG0003152	XP_017760965.1	XP_021694662.1
OG0003153	XP_017762153.1	XP_011493480.1, XP_021701209.1
OG0003154	XP_017765321.1	XP_021711955.1, XP_021700332.1, XP_021694752.1, XP_021694754.1
OG0003155	XP_017757443.1	XP_021693763.1
OG0003156	XP_017759434.1	XP_021693658.1, XP_021693085.1, XP_021693084.1
OG0003157	XP_017755879.1	XP_021704525.1
OG0003158	XP_017753609.1	XP_001651370.2
OG0003159	XP_017753998.1	XP_001660477.2
OG0003160	XP_017760609.1	XP_001651369.1
OG0003162	XP_017757337.1	XP_001661213.2
OG0003163	XP_017765108.1	XP_001651051.1
OG0003164	XP_017758580.1	XP_021692950.1, XP_021692954.1, XP_021692944.1
OG0003165	XP_017752306.1	XP_001659733.2
OG0003166	XP_017764234.1	XP_021701100.1
OG0003167	XP_017765869.1	XP_001654672.2, XP_021693954.1, XP_021700118.1
OG0003168	XP_017767475.1, XP_017767477.1, XP_017767476.1, XP_017767478.1	XP_021705431.1, XP_021712048.1
OG0003169	XP_017758674.1	XP_001647884.1
OG0003171	XP_017755162.1	XP_021696762.1
OG0003172	XP_017763823.1	XP_001658550.2
OG0003173	XP_017757911.1	XP_001650495.1
OG0003174	XP_017761273.1	XP_001659882.2
OG0003175	XP_017763713.1	XP_021709481.1
OG0003176	XP_017752567.1	XP_001661658.2, XP_021699842.1, XP_021699843.1
OG0003177	XP_017765477.1	XP_021713352.1, XP_001653897.2
OG0003178	XP_017761951.1	XP_021710084.1
OG0003179	XP_017762780.1	XP_021713408.1
OG0003180	XP_017763202.1	XP_001648485.2
OG0003181	XP_017766092.1	XP_021712515.1
OG0003182	XP_017764252.1, XP_017753048.1	XP_021707793.1, XP_001661094.2
OG0003183	XP_017752903.1	XP_021709444.1
OG0003184	XP_017759409.1	XP_021707166.1
OG0003185	XP_017753922.1	XP_021694887.1
OG0003186	XP_017753434.1	XP_021712397.1
OG0003187	XP_017758816.1	XP_001650263.1
OG0003188	XP_017758428.1	XP_021696110.1, XP_021696108.1
OG0003189	XP_017766651.1	XP_001656813.2
OG0003190	XP_017767017.1	XP_021704722.1
OG0003191	XP_017762359.1	XP_021709646.1, XP_021709645.1, XP_021709647.1, XP_021709642.1, XP_021709644.1, XP_021709643.1
OG0003192	XP_017760779.1	XP_001648319.1
OG0003193	XP_017758457.1	XP_021698787.1, XP_021698792.1
OG0003194	XP_017767454.1	XP_001649120.1
OG0003195	XP_017765219.1	XP_021707680.1
OG0003196	XP_017757077.1	XP_021700718.1, XP_021700719.1, XP_021700717.1, XP_021700720.1, XP_021700721.1, XP_021697174.1, XP_021697173.1, XP_021697172.1
OG0003197	XP_017759996.1	XP_021698462.1, XP_021698463.1
OG0003199	XP_017752662.1	XP_021696884.1, XP_001650013.1, XP_001660590.2
OG0003201	XP_017758203.1	XP_001648853.2, XP_021700846.1, XP_021711840.1, XP_021711841.1
OG0003202	XP_017756558.1, XP_017760681.1	XP_021701420.1
OG0003203	XP_017761366.1, XP_017761367.1	XP_001660508.1
OG0003206	XP_017752849.1	XP_021695040.1
OG0003207	XP_017759188.1	XP_021693144.1
OG0003208	XP_017758671.1	XP_021707547.1, XP_001656425.2, XP_001651933.1, XP_021710627.1, XP_001651935.1
OG0003209	XP_017759786.1	XP_021697678.1
OG0003210	XP_017762573.1	XP_021697024.1, XP_021697022.1
OG0003211	XP_017755031.1	XP_021705914.1
OG0003212	XP_017765709.1	XP_021703710.1, XP_021703689.1
OG0003213	XP_017766518.1	XP_021704041.1, XP_021695181.1
OG0003214	XP_017763383.1	XP_001660127.1
OG0003215	XP_017760838.1	XP_001657974.1
OG0003217	XP_017763980.1	XP_001649918.2
OG0003218	XP_017752514.1	XP_001651793.1
OG0003219	XP_017766797.1	XP_001653279.1, XP_011492951.1, XP_021709200.1
OG0003220	XP_017764800.1, XP_017764799.1	XP_001654632.1
OG0003221	XP_017762208.1	XP_001655338.2
OG0003222	XP_017757985.1	XP_001656130.2, XP_021701742.1, XP_001656134.1, XP_001656132.1, XP_011493673.1
OG0003223	XP_017766656.1	XP_001656812.2
OG0003224	XP_017765148.1	XP_021701655.1, XP_021699448.1, XP_021699446.1, XP_001657700.2
OG0003225	XP_017758745.1	XP_001658286.1
OG0003226	XP_017759863.1	XP_001659469.1
OG0003227	XP_017760563.1	XP_001659857.1
OG0003228	XP_017759134.1	XP_001659934.2, XP_021709524.1
OG0003229	XP_017764456.1	XP_001660384.1
OG0003230	XP_017757932.1	XP_021704533.1, XP_021704536.1, XP_021704535.1, XP_021704534.1, XP_001661442.2
OG0003231	XP_017753744.1	XP_001662901.1
OG0003232	XP_017762270.1	XP_001663269.2
OG0003234	XP_017766828.1	XP_021694489.1
OG0003235	XP_017760315.1	XP_021694883.1
OG0003236	XP_017763261.1, XP_017763263.1, XP_017763262.1	XP_021695288.1
OG0003237	XP_017761110.1	XP_021695492.1
OG0003238	XP_017762361.1	XP_021695716.1
OG0003239	XP_017761515.1	XP_021696264.1
OG0003240	XP_017757955.1	XP_021698445.1, XP_021698443.1, XP_021698444.1, XP_021698440.1, XP_021698441.1, XP_021698442.1
OG0003241	XP_017758135.1	XP_021698481.1
OG0003242	XP_017762859.1	XP_021699228.1
OG0003243	XP_017766219.1	XP_021700220.1, XP_021712523.1
OG0003244	XP_017765979.1, XP_017765991.1	XP_021700639.1
OG0003245	XP_017754909.1, XP_017754908.1, XP_017754903.1, XP_017754904.1, XP_017754905.1, XP_017754906.1, XP_017754907.1	XP_021701692.1
OG0003246	XP_017766311.1	XP_021702005.1
OG0003247	XP_017766835.1	XP_021703034.1, XP_021703033.1, XP_021703032.1
OG0003248	XP_017759248.1	XP_021705381.1, XP_021708886.1
OG0003249	XP_017757618.1	XP_021710976.1
OG0003262	XP_017765168.1, XP_017765167.1, XP_017765166.1	XP_001650445.1
OG0003263	XP_017758232.1	XP_021700500.1, XP_021700499.1, XP_001663281.1
OG0003264	XP_017759856.1	XP_001656737.2, XP_001655991.1
OG0003265	XP_017754443.1	XP_021694723.1
OG0003266	XP_017765585.1	XP_001649556.1, XP_021705653.1
OG0003267	XP_017752837.1	XP_021699636.1
OG0003268	XP_017763982.1	XP_021698485.1
OG0003269	XP_017754194.1	XP_021703649.1
OG0003270	XP_017758336.1	XP_021704939.1
OG0003271	XP_017763476.1	XP_021710265.1
OG0003272	XP_017759498.1	XP_001653696.1
OG0003273	XP_017754786.1	XP_001653924.1
OG0003274	XP_017759459.1	XP_001658021.2
OG0003275	XP_017758229.1	XP_001657521.1
OG0003276	XP_017766466.1	XP_021697118.1
OG0003277	XP_017762762.1, XP_017762761.1	XP_001661207.1
OG0003279	XP_017764364.1	XP_001661998.1
OG0003280	XP_017757580.1	XP_001658236.2
OG0003281	XP_017766577.1	XP_001658991.1
OG0003282	XP_017760725.1	XP_001649622.2
OG0003284	XP_017755185.1	XP_021696322.1, XP_021696321.1
OG0003285	XP_017761054.1	XP_001659268.1
OG0003286	XP_017755126.1	XP_001660163.1
OG0003288	XP_017757516.1	XP_001649677.1
OG0003289	XP_017764166.1, XP_017764165.1	XP_021700858.1
OG0003290	XP_017761736.1	XP_001654878.1
OG0003291	XP_017766837.1, XP_017766838.1	XP_021701696.1
OG0003292	XP_017764903.1	XP_001656392.1
OG0003293	XP_017757542.1	XP_001658168.2
OG0003294	XP_017752391.1	XP_001648357.1
OG0003295	XP_017761337.1	XP_001650362.2
OG0003296	XP_017758549.1	XP_021702141.1, XP_021702142.1, XP_021702139.1
OG0003297	XP_017753144.1	XP_001653843.1
OG0003298	XP_017761729.1	XP_001655165.1
OG0003299	XP_017757220.1	XP_001654378.1
OG0003300	XP_017756223.1	XP_001653954.1
OG0003301	XP_017760654.1	XP_001657126.1
OG0003302	XP_017759854.1	XP_001653777.1, XP_001653778.1, XP_021705202.1
OG0003303	XP_017763818.1	XP_021710526.1
OG0003305	XP_017752539.1	XP_001649157.2
OG0003306	XP_017759753.1	XP_001652612.1, XP_001652611.1
OG0003307	XP_017757857.1	XP_001663581.2
OG0003308	XP_017762116.1	XP_001653915.2
OG0003309	XP_017761810.1	XP_021712709.1
OG0003310	XP_017761149.1	XP_021707371.1
OG0003310	XP_017761155.1	XP_021707384.1
OG0003311	XP_017764821.1	XP_001653925.1
OG0003312	XP_017755520.1	XP_001651727.2
OG0003313	XP_017766599.1	XP_001653334.1
OG0003314	XP_017754832.1	XP_001654754.1
OG0003316	XP_017758466.1	XP_001654809.1
OG0003317	XP_017767615.1	XP_001654973.1
OG0003318	XP_017761188.1, XP_017761187.1	XP_001657877.2
OG0003319	XP_017758932.1	XP_001651717.1
OG0003320	XP_017767359.1	XP_001660206.1
OG0003321	XP_017757322.1	XP_001660444.2
OG0003322	XP_017763956.1	XP_001652563.1
OG0003323	XP_017761477.1	XP_001663683.2
OG0003324	XP_017753560.1	XP_001660631.2
OG0003325	XP_017765718.1	XP_001658956.1
OG0003327	XP_017755421.1	XP_001661986.1
OG0003328	XP_017763755.1, XP_017763772.1, XP_017763764.1	XP_021704754.1, XP_021704755.1
OG0003329	XP_017759228.1	XP_021705032.1
OG0003330	XP_017753864.1	XP_021706500.1
OG0003331	XP_017767456.1	XP_021701904.1
OG0003332	XP_017753940.1	XP_001660857.1
OG0003333	XP_017753216.1	XP_001653626.2
OG0003334	XP_017767360.1	XP_021699166.1, XP_021699167.1, XP_021699162.1, XP_021699163.1, XP_021699164.1
OG0003335	XP_017752932.1	XP_001650006.1
OG0003336	XP_017752678.1	XP_021712014.1, XP_001655672.2
OG0003337	XP_017759429.1	XP_001649042.2, XP_021712585.1
OG0003339	XP_017760281.1	XP_001652367.1
OG0003340	XP_017763936.1	XP_001650002.2
OG0003341	XP_017752745.1	XP_001657799.1
OG0003342	XP_017767226.1	XP_021710632.1
OG0003343	XP_017762048.1	XP_021712124.1, XP_001657979.2
OG0003344	XP_017765276.1	XP_021707463.1
OG0003345	XP_017758741.1	XP_001649429.1
OG0003346	XP_017753580.1	XP_021694184.1
OG0003347	XP_017763689.1	XP_001656544.2, XP_021711205.1
OG0003348	XP_017754995.1	XP_001650004.2
OG0003349	XP_017755156.1	XP_001657302.2
OG0003350	XP_017757464.1	XP_001655940.2, XP_011493660.2
OG0003351	XP_017756470.1	XP_001659444.2
OG0003352	XP_017767240.1, XP_017767241.1	XP_021697528.1
OG0003353	XP_017753537.1	XP_021694839.1, XP_021694841.1, XP_021694843.1, XP_021694842.1, XP_021694840.1
OG0003354	XP_017758443.1, XP_017758101.1	XP_021709575.1, XP_021709574.1
OG0003355	XP_017755791.1	XP_021700590.1, XP_001650055.2, XP_021700594.1, XP_021700593.1, XP_021700591.1, XP_021700592.1
OG0003356	XP_017754653.1	XP_001648071.1
OG0003357	XP_017767724.1	XP_021693013.1
OG0003358	XP_017755576.1	XP_001652642.1
OG0003360	XP_017753065.1	XP_001648287.1
OG0003361	XP_017763705.1	XP_001650262.2
OG0003362	XP_017758990.1	XP_021693650.1
OG0003363	XP_017758673.1	XP_001656427.1, XP_021711836.1, XP_021707574.1
OG0003364	XP_017767317.1	XP_021694038.1
OG0003365	XP_017752402.1	XP_021701035.1
OG0003366	XP_017762652.1	XP_001659575.2
OG0003367	XP_017758064.1	XP_021710318.1
OG0003369	XP_017758711.1	XP_021700575.1
OG0003370	XP_017755211.1	XP_021705076.1
OG0003371	XP_017764637.1	XP_011493668.1
OG0003372	XP_017754326.1	XP_001656211.1
OG0003373	XP_017755998.1	XP_021713250.1
OG0003374	XP_017761342.1	XP_021695253.1, XP_021695330.1, XP_021695285.1, XP_021713040.1
OG0003375	XP_017764529.1	XP_001655655.1
OG0003376	XP_017766389.1	XP_001661824.1
OG0003377	XP_017754324.1	XP_001662233.1, XP_021705327.1
OG0003378	XP_017759721.1	XP_001659363.2
OG0003379	XP_017766588.1	XP_001660121.2, XP_021702117.1
OG0003380	XP_017761783.1, XP_017759822.1	XP_021696042.1
OG0003381	XP_017765712.1	XP_021700932.1, XP_001651179.1
OG0003382	XP_017762058.1	XP_021706883.1
OG0003383	XP_017752586.1	XP_021697536.1
OG0003384	XP_017766642.1	XP_001650813.1
OG0003385	XP_017766020.1	XP_021700187.1
OG0003386	XP_017759869.1	XP_021702111.1, XP_001660118.2, XP_021702107.1
OG0003387	XP_017766380.1	XP_021700800.1
OG0003388	XP_017766544.1	XP_021701053.1, XP_021701054.1
OG0003389	XP_017763540.1	XP_021700040.1, XP_001651259.2
OG0003390	XP_017752937.1	XP_001658447.1
OG0003391	XP_017757967.1	XP_001654317.2, XP_021705665.1
OG0003392	XP_017752800.1	XP_021693393.1
OG0003393	XP_017763287.1, XP_017763271.1, XP_017763294.1, XP_017763279.1	XP_001656145.1
OG0003394	XP_017762371.1	XP_021705938.1, XP_021705930.1
OG0003395	XP_017765480.1	XP_021705169.1, XP_001664040.1
OG0003396	XP_017766669.1	XP_011493008.1
OG0003397	XP_017767126.1	XP_001662676.2
OG0003399	XP_017761373.1	XP_021701868.1
OG0003400	XP_017756794.1	XP_021698320.1
OG0003401	XP_017767773.1	XP_021706701.1
OG0003402	XP_017759346.1	XP_001661872.2
OG0003403	XP_017760413.1	XP_001662660.2, XP_021700440.1, XP_021700427.1
OG0003404	XP_017764828.1	XP_021700429.1
OG0003405	XP_017756399.1	XP_021710455.1, XP_021710454.1, XP_021710453.1, XP_021710452.1
OG0003406	XP_017757206.1	XP_021694133.1
OG0003407	XP_017756676.1	XP_001647891.2
OG0003408	XP_017761104.1	XP_021694851.1
OG0003409	XP_017760459.1	XP_021702362.1
OG0003410	XP_017752120.1	XP_021700406.1, XP_021700409.1
OG0003411	XP_017763269.1	XP_021699680.1
OG0003412	XP_017760943.1	XP_001648070.2
OG0003413	XP_017759742.1	XP_021696036.1, XP_021696037.1
OG0003414	XP_017762096.1	XP_021711683.1
OG0003416	XP_017760560.1	XP_021708247.1, XP_021708246.1, XP_021708249.1, XP_021708248.1, XP_021708250.1
OG0003417	XP_017764503.1	XP_001658908.2
OG0003418	XP_017759489.1	XP_021703619.1, XP_021703618.1
OG0003419	XP_017760791.1	XP_001660456.1
OG0003420	XP_017760460.1	XP_021708394.1
OG0003421	XP_017756759.1	XP_001648755.2
OG0003422	XP_017762027.1	XP_001656800.1, XP_001656798.1, XP_021705650.1
OG0003423	XP_017767051.1	XP_021695646.1, XP_021695645.1, XP_021695647.1
OG0003424	XP_017767462.1	XP_001650523.1
OG0003425	XP_017755560.1	XP_001653134.2
OG0003426	XP_017753118.1	XP_021705984.1, XP_021712512.1
OG0003428	XP_017754616.1	XP_001647965.1
OG0003429	XP_017759012.1	XP_021696706.1, XP_021696705.1
OG0003430	XP_017762616.1	XP_021710717.1
OG0003431	XP_017765532.1	XP_021704453.1, XP_001662837.1
OG0003432	XP_017756764.1	XP_021710913.1
OG0003433	XP_017763090.1	XP_021700193.1
OG0003435	XP_017761184.1	XP_021697365.1
OG0003436	XP_017759091.1	XP_021694249.1
OG0003437	XP_017758607.1, XP_017761969.1	XP_001649939.1
OG0003438	XP_017757471.1	XP_021697959.1
OG0003439	XP_017763126.1	XP_021704207.1
OG0003441	XP_017753529.1	XP_021708276.1
OG0003442	XP_017754802.1	XP_021704572.1
OG0003443	XP_017756596.1	XP_021705165.1, XP_021706176.1, XP_001654768.2
OG0003444	XP_017757766.1	XP_001657164.2
OG0003445	XP_017761072.1	XP_001653709.2
OG0003446	XP_017755348.1	XP_001658067.2
OG0003447	XP_017755473.1	XP_001648069.1
OG0003449	XP_017763792.1	XP_021695718.1, XP_021695722.1
OG0003450	XP_017752384.1	XP_001647935.2, XP_001647937.2, XP_001647936.2
OG0003451	XP_017759767.1	XP_021713405.1
OG0003452	XP_017753309.1	XP_021705078.1, XP_021705079.1, XP_021705080.1
OG0003453	XP_017763728.1	XP_001654273.2
OG0003454	XP_017757900.1	XP_001662432.1
OG0003455	XP_017763450.1	XP_001657756.2
OG0003456	XP_017765473.1	XP_001648651.1
OG0003457	XP_017764267.1	XP_001661208.1
OG0003458	XP_017753806.1	XP_001652791.2
OG0003459	XP_017765613.1, XP_017765606.1	XP_001650928.1
OG0003460	XP_017761269.1	XP_001661200.1, XP_021712284.1
OG0003461	XP_017759900.1	XP_021702974.1, XP_021702992.1
OG0003462	XP_017754837.1	XP_021712659.1, XP_021697265.1
OG0003463	XP_017759044.1	XP_001649212.2
OG0003464	XP_017754025.1	XP_001659196.2
OG0003465	XP_017764416.1	XP_001650323.1
OG0003466	XP_017764558.1	XP_001650815.2
OG0003467	XP_017763064.1	XP_001656428.1
OG0003468	XP_017761411.1	XP_021706135.1, XP_021712256.1
OG0003471	XP_017763466.1	XP_001664029.1, XP_021694734.1
OG0003472	XP_017752341.1	XP_021709179.1
OG0003473	XP_017754407.1	XP_001663844.1
OG0003474	XP_017763677.1	XP_001660095.2, XP_021712864.1
OG0003475	XP_017755729.1	XP_001664044.1
OG0003476	XP_017753876.1	XP_021704549.1, XP_021704550.1
OG0003477	XP_017766168.1	XP_011493555.1
OG0003478	XP_017758983.1	XP_021704956.1, XP_021704957.1, XP_001663120.1
OG0003479	XP_017758468.1	XP_021698798.1
OG0003480	XP_017754439.1	XP_001653389.1
OG0003481	XP_017767532.1	XP_021698973.1
OG0003482	XP_017766093.1	XP_021707584.1
OG0003483	XP_017767731.1	XP_001650303.1
OG0003484	XP_017758331.1	XP_001656451.2
OG0003485	XP_017755641.1	XP_021693874.1
OG0003486	XP_017765303.1	XP_001660583.2
OG0003487	XP_017756279.1	XP_021694695.1
OG0003488	XP_017755235.1	XP_021705877.1, XP_001652210.1
OG0003489	XP_017764656.1	XP_021698111.1, XP_001648011.1, XP_001651232.2
OG0003491	XP_017759615.1	XP_001656061.1
OG0003493	XP_017760802.1	XP_001648225.1, XP_001648224.1
OG0003494	XP_017762774.1	XP_001657669.2
OG0003495	XP_017758173.1	XP_021693960.1, XP_021693959.1, XP_021693958.1, XP_021693957.1, XP_021693956.1, XP_021693955.1
OG0003496	XP_017762815.1	XP_021697821.1
OG0003497	XP_017753999.1	XP_021707132.1, XP_021712764.1, XP_021705146.1
OG0003498	XP_017753359.1	XP_001651510.2
OG0003499	XP_017761290.1	XP_021711565.1
OG0003500	XP_017764511.1	XP_021698173.1
OG0003501	XP_017752679.1	XP_021708648.1, XP_021708649.1, XP_001660026.1
OG0003502	XP_017765149.1	XP_001661830.1
OG0003503	XP_017752420.1	XP_021704432.1
OG0003504	XP_017762092.1	XP_021712713.1, XP_001650890.2
OG0003506	XP_017762970.1	XP_001660737.2
OG0003507	XP_017763206.1	XP_001652711.2
OG0003508	XP_017761504.1	XP_021694125.1
OG0003509	XP_017766374.1	XP_021700503.1
OG0003510	XP_017764858.1	XP_021705802.1
OG0003511	XP_017759146.1	XP_021704391.1, XP_021704392.1
OG0003512	XP_017763718.1	XP_021710188.1
OG0003513	XP_017767528.1	XP_021696112.1
OG0003514	XP_017764604.1	XP_021712069.1, XP_001654201.1
OG0003515	XP_017758760.1, XP_017758761.1	XP_021705993.1
OG0003516	XP_017762845.1, XP_017762843.1, XP_017762844.1	XP_001655445.1
OG0003517	XP_017762320.1, XP_017762319.1	XP_001658626.2
OG0003518	XP_017760839.1	XP_001663586.1
OG0003519	XP_017752501.1	XP_021706584.1
OG0003520	XP_017758004.1	XP_021709532.1, XP_021709534.1, XP_021709536.1
OG0003521	XP_017759204.1	XP_021693355.1, XP_021693358.1, XP_021693352.1
OG0003523	XP_017760461.1	XP_001661656.2
OG0003524	XP_017752549.1	XP_001664284.1
OG0003525	XP_017760534.1	XP_021696876.1, XP_021696874.1, XP_021696875.1
OG0003527	XP_017758577.1	XP_021713117.1
OG0003529	XP_017764341.1	XP_001652025.1
OG0003530	XP_017763011.1	XP_001664302.1
OG0003531	XP_017766676.1	XP_001654051.1
OG0003532	XP_017759274.1	XP_021693046.1
OG0003533	XP_017764265.1	XP_001653936.2
OG0003534	XP_017765784.1	XP_021708256.1, XP_021708252.1
OG0003535	XP_017759104.1, XP_017759105.1	XP_021708213.1, XP_021712044.1
OG0003536	XP_017765645.1	XP_021697461.1
OG0003538	XP_017758788.1	XP_001651650.2
OG0003539	XP_017754086.1	XP_021699864.1
OG0003540	XP_017760061.1	XP_001652203.1, XP_001661508.2, XP_001647653.1
OG0003541	XP_017760834.1	XP_021708654.1, XP_021708653.1
OG0003542	XP_017756240.1	XP_021702739.1, XP_001660639.1
OG0003543	XP_017756351.1	XP_001653099.1
OG0003544	XP_017752935.1, XP_017752934.1	XP_001659424.1
OG0003546	XP_017755686.1	XP_001654726.1
OG0003547	XP_017754639.1	XP_021697339.1
OG0003548	XP_017760185.1	XP_021704490.1, XP_001658837.1
OG0003549	XP_017758182.1	XP_001660943.1
OG0003550	XP_017756215.1	XP_001659134.1
OG0003551	XP_017752579.1	XP_021697730.1
OG0003552	XP_017758003.1	XP_021710310.1
OG0003553	XP_017764120.1	XP_001649447.2, XP_021696172.1, XP_021696171.1, XP_021696173.1
OG0003554	XP_017759510.1	XP_001648132.1
OG0003555	XP_017766250.1	XP_001661240.1
OG0003557	XP_017755596.1	XP_021705403.1, XP_001647925.2, XP_021705404.1
OG0003559	XP_017759443.1	XP_021693231.1
OG0003560	XP_017764676.1, XP_017764677.1	XP_001650296.2
OG0003561	XP_017767172.1	XP_001659704.1
OG0003562	XP_017764435.1	XP_021695151.1
OG0003563	XP_017753721.1	XP_021695568.1
OG0003564	XP_017766555.1	XP_021702976.1
OG0003565	XP_017762701.1	XP_021701986.1, XP_021701985.1, XP_021701988.1, XP_021701987.1, XP_021701989.1
OG0003566	XP_017760595.1	XP_021695732.1
OG0003567	XP_017761370.1	XP_021708971.1, XP_001650452.1
OG0003568	XP_017760927.1	XP_021708942.1, XP_021708941.1, XP_021708940.1, XP_021708944.1, XP_021708943.1
OG0003569	XP_017760949.1	XP_021694582.1
OG0003570	XP_017767161.1, XP_017767168.1	XP_001654322.2
OG0003571	XP_017752821.1	XP_001656530.1
OG0003572	XP_017753793.1, XP_017753792.1	XP_001662725.1
OG0003573	XP_017758624.1	XP_021694624.1, XP_021694599.1
OG0003574	XP_017764235.1	XP_001655116.1
OG0003575	XP_017755977.1	XP_001661904.1
OG0003576	XP_017767396.1	XP_001649063.1, XP_021700853.1
OG0003577	XP_017766220.1	XP_021700382.1
OG0003578	XP_017756409.1, XP_017756410.1	XP_001653802.1
OG0003579	XP_017759603.1	XP_021706674.1
