Orthogroup	Eufriesea_mexicana	Apis_mellifera
OG0004143	XP_017767321.1	XP_026299156.1
OG0004144	XP_017766318.1	XP_625031.3
OG0004145	XP_017757438.1	XP_006567879.1
OG0004146	XP_017756488.1	NP_001314892.1, XP_026298872.1
OG0004147	XP_017761861.1	XP_006571749.1
OG0004148	XP_017764773.1	XP_026299383.1
OG0004149	XP_017767340.1	XP_003250476.1
OG0004150	XP_017756227.1	XP_003250308.1
OG0004151	XP_017767452.1	XP_016769727.2
OG0004152	XP_017757686.1	XP_026302049.1
OG0004153	XP_017757421.1	XP_016767832.1
OG0004155	XP_017754466.1	XP_016767546.1, NP_001116485.2
OG0004156	XP_017753881.1, XP_017753878.1	XP_026301150.1
OG0004157	XP_017757303.1	XP_026295560.1, XP_026295561.1
OG0004159	XP_017765584.1, XP_017765589.1, XP_017765587.1	XP_006567446.1
OG0004160	XP_017757847.1	XP_016770007.2
OG0004161	XP_017764098.1	XP_003251033.1
OG0004162	XP_017763976.1	XP_026298929.1
OG0004163	XP_017766390.1	XP_001121567.1
OG0004164	XP_017759106.1	XP_391890.3
OG0004165	XP_017757264.1	XP_026295465.1
OG0004166	XP_017760348.1	XP_006558505.1
OG0004167	XP_017764220.1	XP_006558679.2
OG0004168	XP_017766714.1	XP_026295327.1
OG0004169	XP_017766101.1	NP_001011650.1
OG0004170	XP_017753913.1	XP_006559888.1
OG0004171	XP_017757277.1	XP_001121552.2
OG0004172	XP_017753705.1	XP_006562175.1
OG0004173	XP_017755019.1	XP_006565171.1
OG0004174	XP_017757976.1	XP_006572013.2
OG0004175	XP_017761285.1	XP_006559175.1
OG0004176	XP_017752857.1	XP_026296733.1
OG0004177	XP_017764742.1	XP_026295613.1
OG0004179	XP_017760206.1	XP_001119882.2, XP_006560243.1, XP_006560242.1, XP_006560241.1
OG0004180	XP_017757057.1	XP_006565974.1
OG0004181	XP_017762931.1, XP_017762930.1	XP_624334.2
OG0004182	XP_017766990.1	XP_006566310.1, NP_001071276.1
OG0004183	XP_017762799.1	XP_395378.4
OG0004184	XP_017764973.1	XP_001120100.2
OG0004185	XP_017759605.1	XP_026298737.1
OG0004186	XP_017764839.1	XP_016772979.2
OG0004187	XP_017757242.1, XP_017757244.1, XP_017757245.1, XP_017757241.1	XP_624574.2
OG0004188	XP_017758919.1	XP_397338.3
OG0004189	XP_017760438.1	XP_016768334.1, XP_016768333.1
OG0004190	XP_017756021.1	XP_006559637.1
OG0004191	XP_017758411.1	XP_026298906.1, XP_026298907.1
OG0004192	XP_017766502.1	XP_006558585.2
OG0004193	XP_017759722.1, XP_017759724.1	XP_016773545.1
OG0004194	XP_017766371.1	XP_003251298.1
OG0004195	XP_017755382.1	XP_392813.2
OG0004196	XP_017763824.1	XP_026302050.1
OG0004197	XP_017756851.1	XP_003249914.1
OG0004198	XP_017757639.1	XP_006571571.1, XP_026300047.1, XP_026300038.1
OG0004199	XP_017763062.1	XP_006559866.1, XP_016768667.1
OG0004201	XP_017767380.1	XP_396024.6
OG0004202	XP_017753343.1	XP_392132.1
OG0004203	XP_017756423.1	XP_623770.2
OG0004204	XP_017758792.1	XP_006561817.2
OG0004205	XP_017763247.1	XP_624310.2
OG0004206	XP_017766753.1	XP_006558549.2
OG0004207	XP_017758597.1	XP_006558776.1
OG0004209	XP_017760433.1	XP_006561071.2
OG0004210	XP_017767322.1	XP_003250831.1
OG0004211	XP_017762051.1	XP_001121683.2
OG0004212	XP_017758447.1	XP_006566196.1, XP_026299084.1
OG0004213	XP_017758737.1	XP_624484.1
OG0004214	XP_017767610.1	XP_001121751.2
OG0004216	XP_017763499.1	XP_026298030.1
OG0004217	XP_017758299.1	XP_395437.4
OG0004218	XP_017753995.1	XP_026299413.1
OG0004219	XP_017763862.1	XP_394142.4
OG0004220	XP_017753419.1	XP_026299971.1, XP_026299970.1
OG0004222	XP_017767425.1	XP_006563169.1, XP_006563172.1, XP_016772480.1
OG0004223	XP_017767727.1	XP_026296454.1, XP_003250433.1
OG0004224	XP_017752321.1	XP_006559746.1
OG0004225	XP_017767242.1	XP_001123003.1
OG0004227	XP_017764816.1	XP_393566.3
OG0004228	XP_017760349.1, XP_017760347.1	XP_001120846.1
OG0004229	XP_017763516.1	XP_006559721.1
OG0004231	XP_017761838.1	NP_001091684.1, XP_006563390.1
OG0004232	XP_017754427.1	XP_006560763.1
OG0004233	XP_017754175.1	XP_395659.1
OG0004234	XP_017757506.1	XP_016767840.1, XP_006564840.1
OG0004235	XP_017764108.1, XP_017764106.1	XP_026295973.1
OG0004237	XP_017763132.1	XP_006568082.2
OG0004238	XP_017754890.1	XP_026299523.1
OG0004239	XP_017755954.1	XP_026295255.1
OG0004240	XP_017766673.1	XP_393944.1
OG0004241	XP_017759077.1	XP_016772013.2
OG0004242	XP_017753992.1	XP_026301946.1
OG0004243	XP_017762521.1	XP_001120674.3
OG0004244	XP_017767046.1	XP_003249778.1
OG0004245	XP_017752684.1	XP_006559708.2
OG0004246	XP_017767600.1	XP_026296300.1
OG0004247	XP_017765440.1	XP_394772.3
OG0004248	XP_017762095.1	XP_006561196.1
OG0004249	XP_017757485.1	XP_394564.1
OG0004250	XP_017757407.1, XP_017757408.1	XP_006565642.2
OG0004251	XP_017759017.1, XP_017759022.1	XP_026299700.1, XP_026299701.1
OG0004253	XP_017766051.1	XP_006571219.1
OG0004254	XP_017753180.1	XP_001121473.2
OG0004255	XP_017765508.1	XP_006560292.1, XP_006560293.1, XP_003249657.1, XP_016771898.1
OG0004256	XP_017759820.1	XP_006558404.1, XP_006558402.1, XP_006558403.1, XP_006558401.1
OG0004257	XP_017762961.1	XP_006561133.1
OG0004258	XP_017759461.1	XP_006569889.2
OG0004259	XP_017764852.1, XP_017764851.1	XP_006570705.1
OG0004260	XP_017765702.1	XP_016766286.1
OG0004261	XP_017752343.1	XP_396942.4, XP_016766685.1
OG0004262	XP_017754334.1, XP_017754335.1, XP_017754336.1	XP_016766731.1
OG0004263	XP_017767674.1, XP_017767666.1	XP_016767150.1
OG0004264	XP_017766332.1	XP_016767483.1, XP_392445.3
OG0004265	XP_017765058.1, XP_017765057.1	XP_016772196.2
OG0004266	XP_017760256.1	XP_026296941.1, XP_026296943.1
OG0004267	XP_017756245.1	XP_393651.3
OG0004275	XP_017753975.1	XP_006558909.1
OG0004276	XP_017754056.1	XP_393322.1
OG0004277	XP_017765340.1, XP_017759890.1	XP_006561989.1
OG0004278	XP_017757496.1	XP_006565645.2
OG0004279	XP_017764421.1	XP_624910.1
OG0004280	XP_017755911.1	XP_392478.2
OG0004281	XP_017761175.1, XP_017761176.1	XP_006571600.1
OG0004282	XP_017758572.1	XP_016767446.1
OG0004283	XP_017766364.1	XP_623731.1
OG0004284	XP_017756130.1	XP_006565264.1
OG0004285	XP_017759836.1	XP_393779.1
OG0004286	XP_017756058.1	XP_026301403.1
OG0004287	XP_017755002.1	XP_393426.1
OG0004288	XP_017764224.1	XP_001121467.2
OG0004289	XP_017752209.1	XP_016772473.2
OG0004290	XP_017761545.1	XP_392023.1
OG0004291	XP_017765829.1	XP_003249561.2
OG0004292	XP_017757357.1	XP_393161.3
OG0004293	XP_017756761.1	XP_026298362.1
OG0004294	XP_017753787.1	XP_001121076.4
OG0004295	XP_017753713.1	XP_001121051.2
OG0004296	XP_017766082.1	NP_001011570.1
OG0004297	XP_017755740.1	XP_016769531.2, XP_624763.2
OG0004298	XP_017758442.1, XP_017758126.1	XP_001119998.2
OG0004299	XP_017753221.1	XP_395804.2, XP_026299006.1, XP_016768715.1
OG0004300	XP_017761093.1	XP_006562042.1
OG0004301	XP_017755659.1	XP_396701.3
OG0004302	XP_017757108.1	XP_001122509.1
OG0004303	XP_017757169.1	XP_006569404.2
OG0004304	XP_017760027.1	XP_006562448.1
OG0004305	XP_017761146.1	XP_006571179.1
OG0004306	XP_017759893.1	XP_006564913.1
OG0004307	XP_017763308.1	XP_624696.1, XP_006559465.1
OG0004308	XP_017764426.1	XP_393443.1
OG0004309	XP_017754704.1	XP_001120413.1
OG0004310	XP_017759068.1	XP_026298579.1
OG0004311	XP_017762272.1	XP_003251537.1
OG0004312	XP_017763482.1	XP_624642.1
OG0004313	XP_017759435.1	XP_392555.1
OG0004314	XP_017761467.1	XP_625093.1
OG0004315	XP_017755768.1	XP_006561629.1
OG0004316	XP_017757844.1	XP_026300991.1
OG0004317	XP_017753674.1	XP_001122174.1
OG0004318	XP_017757356.1	XP_625027.1
OG0004319	XP_017761414.1	XP_016770927.1, XP_006565292.1
OG0004320	XP_017756434.1	XP_003251332.1
OG0004321	XP_017761761.1	XP_396635.2
OG0004322	XP_017767422.1	XP_624182.1
OG0004323	XP_017760849.1	XP_001122944.1
OG0004324	XP_017767588.1	XP_624651.2
OG0004325	XP_017757670.1	XP_001120018.1
OG0004326	XP_017757538.1	XP_003251125.1
OG0004327	XP_017755341.1	XP_396012.1
OG0004328	XP_017765593.1	XP_392518.1
OG0004329	XP_017758425.1	NP_001172073.1
OG0004330	XP_017753930.1	XP_392912.1
OG0004331	XP_017767446.1	XP_006566060.1
OG0004332	XP_017757056.1	XP_006568282.1
OG0004333	XP_017760814.1	XP_397261.2
OG0004334	XP_017759731.1	XP_396637.3
OG0004335	XP_017757705.1	XP_001120086.2
OG0004336	XP_017767671.1	XP_026296449.1
OG0004337	XP_017759933.1	XP_026300895.1
OG0004338	XP_017762754.1	XP_026301743.1
OG0004339	XP_017756236.1	XP_026301245.1, XP_026301244.1
OG0004340	XP_017767429.1	XP_624372.2
OG0004341	XP_017766727.1	XP_001121809.2
OG0004342	XP_017756998.1	XP_001120666.1
OG0004343	XP_017766580.1	XP_624733.1
OG0004344	XP_017753076.1, XP_017753077.1	XP_394400.1
OG0004345	XP_017761659.1	XP_001121573.2
OG0004346	XP_017756846.1	XP_006567399.1
OG0004347	XP_017766640.1	XP_393939.3
OG0004348	XP_017752186.1	NP_001156935.1
OG0004349	XP_017759081.1	XP_006571696.1
OG0004350	XP_017755923.1	XP_623797.2
OG0004351	XP_017753062.1	XP_623556.1
OG0004352	XP_017767412.1	XP_006566065.1
OG0004353	XP_017756428.1	XP_003251342.1
OG0004354	XP_017764034.1	XP_396639.1
OG0004355	XP_017757978.1	XP_026298491.1
OG0004356	XP_017754480.1	XP_006567761.1, XP_006567762.1
OG0004357	XP_017757706.1	XP_026296490.1
OG0004358	XP_017754816.1	NP_001171519.1
OG0004359	XP_017762008.1	XP_006559323.1
OG0004360	XP_017755294.1	XP_625225.1
OG0004361	XP_017755811.1	XP_393103.2
OG0004362	XP_017752421.1	XP_001121482.1, XP_026301196.1
OG0004363	XP_017760759.1	XP_001120746.2
OG0004364	XP_017756390.1	XP_001122278.1
OG0004365	XP_017759310.1	XP_001120579.2
OG0004366	XP_017756348.1, XP_017754702.1	XP_392212.2
OG0004367	XP_017757669.1	XP_006563705.1
OG0004368	XP_017755298.1	XP_001122727.1, XP_026296406.1
OG0004369	XP_017759646.1	XP_624500.2
OG0004370	XP_017757055.1	XP_016766228.1
OG0004371	XP_017758295.1	XP_006565450.2
OG0004372	XP_017756339.1	XP_624564.1
OG0004373	XP_017758268.1	XP_395826.2
OG0004374	XP_017765800.1	XP_624616.1
OG0004375	XP_017760249.1	XP_006563277.1, XP_624360.1
OG0004376	XP_017755027.1, XP_017752348.1	XP_394885.1
OG0004377	XP_017764897.1, XP_017764905.1	XP_393563.1
OG0004378	XP_017763503.1	XP_001120599.1
OG0004379	XP_017758697.1	XP_003251471.2
OG0004380	XP_017764682.1	XP_026295983.1
OG0004381	XP_017764420.1	XP_026299779.1
OG0004382	XP_017754825.1	XP_393037.2
OG0004383	XP_017759508.1	XP_623774.2
OG0004384	XP_017753675.1	XP_006562157.1
OG0004385	XP_017760490.1, XP_017764968.1	XP_396009.2
OG0004386	XP_017765792.1	XP_026298265.1
OG0004387	XP_017757965.1	XP_393089.1
OG0004388	XP_017764672.1	XP_001120572.3
OG0004389	XP_017752938.1	XP_392359.2
OG0004390	XP_017764115.1	XP_003250159.1
OG0004391	XP_017763771.1, XP_017763773.1	XP_016772828.1
OG0004392	XP_017764895.1	XP_026301799.1, XP_006570143.1
OG0004394	XP_017755778.1	XP_026298463.1
OG0004395	XP_017766109.1	XP_006562497.2
OG0004396	XP_017764762.1	XP_393683.4
OG0004397	XP_017759894.1	XP_006564997.2
OG0004398	XP_017767589.1	XP_003251005.1
OG0004399	XP_017756647.1	XP_006568121.2
OG0004400	XP_017762514.1	XP_016773624.1
OG0004401	XP_017754130.1	XP_001120698.3
OG0004402	XP_017765563.1	XP_006564331.1
OG0004403	XP_017760476.1	XP_006559849.1
OG0004404	XP_017757033.1	XP_006565424.1
OG0004405	XP_017754341.1	XP_006566841.1, XP_006566842.1, XP_006566843.1
OG0004406	XP_017765731.1, XP_017765733.1	XP_026297848.1
OG0004407	XP_017762478.1	XP_026301553.1
OG0004408	XP_017756823.1	XP_006565417.2
OG0004409	XP_017766941.1	XP_026300082.1
OG0004410	XP_017754736.1	XP_026294851.1
OG0004411	XP_017763634.1	XP_392983.1
OG0004412	XP_017760675.1	XP_006566679.1
OG0004413	XP_017752400.1	XP_003249558.1
OG0004414	XP_017766178.1	XP_003249595.1
OG0004415	XP_017759436.1	XP_026298714.1, XP_026298715.1
OG0004416	XP_017757086.1	XP_624220.2
OG0004417	XP_017761129.1	XP_026296323.1
OG0004418	XP_017755567.1	XP_395573.3
OG0004419	XP_017765424.1	XP_006571527.1
OG0004420	XP_017757176.1	XP_006567240.1
OG0004421	XP_017761514.1	XP_003250695.1
OG0004422	XP_017758805.1	XP_001120836.2
OG0004423	XP_017763550.1	XP_003251860.1
OG0004424	XP_017762066.1	XP_393383.3
OG0004425	XP_017752465.1	XP_026297278.1
OG0004426	XP_017757608.1	XP_001122405.2
OG0004427	XP_017757285.1	XP_395325.3
OG0004428	XP_017765383.1	XP_006566117.2
OG0004430	XP_017763244.1	NP_001229928.1
OG0004431	XP_017758130.1	XP_026301356.1, XP_392068.2
OG0004432	XP_017757892.1	XP_623951.1
OG0004433	XP_017755329.1	XP_006570273.1
OG0004434	XP_017765030.1	XP_006563616.1
OG0004436	XP_017765324.1	XP_623853.1
OG0004437	XP_017759482.1, XP_017759483.1	XP_026298520.1
OG0004438	XP_017763181.1	XP_397318.4
OG0004439	XP_017753384.1	XP_026294788.1
OG0004440	XP_017763180.1	XP_393588.2
OG0004441	XP_017755797.1	XP_001121900.1
OG0004442	XP_017765851.1	XP_003249710.1
OG0004443	XP_017767316.1	NP_001229315.1
OG0004444	XP_017754223.1	XP_006570761.2
OG0004445	XP_017755420.1	XP_395360.3
OG0004446	XP_017752278.1	XP_001120765.2
OG0004447	XP_017762900.1	XP_001121896.2
OG0004448	XP_017764399.1	XP_395047.5
OG0004449	XP_017753399.1	XP_026302274.1
OG0004450	XP_017752187.1	XP_006557827.2
OG0004451	XP_017766218.1	XP_026298959.1
OG0004452	XP_017753584.1	XP_016772643.1
OG0004453	XP_017758656.1	XP_006565976.1
OG0004454	XP_017764740.1	XP_016769783.2
OG0004455	XP_017757445.1	XP_623527.1
OG0004456	XP_017766299.1	XP_396791.3
OG0004457	XP_017756670.1	XP_623755.3
OG0004458	XP_017764143.1	XP_623283.1
OG0004459	XP_017767641.1, XP_017767637.1	XP_016767413.2
OG0004460	XP_017767292.1	XP_395109.3
OG0004461	XP_017752231.1	XP_006564114.1
OG0004462	XP_017756492.1	XP_026299959.1
OG0004463	XP_017764552.1	XP_001120347.3
OG0004464	XP_017753370.1	XP_006568624.2
OG0004465	XP_017754066.1	XP_395864.3
OG0004466	XP_017761239.1	XP_026300803.1
OG0004467	XP_017752379.1, XP_017752311.1	XP_006559772.2
OG0004468	XP_017752407.1	XP_006559768.1
OG0004469	XP_017761486.1	XP_397436.4
OG0004470	XP_017754278.1	XP_623623.2
OG0004471	XP_017755645.1	XP_016767900.1
OG0004472	XP_017756381.1	XP_016767114.1
OG0004473	XP_017767372.1	XP_026299077.1
OG0004474	XP_017763207.1	XP_006560258.1, XP_006560257.1, XP_016771574.1
OG0004475	XP_017763151.1	XP_003249146.1
OG0004477	XP_017752824.1	XP_393237.4
OG0004478	XP_017765458.1	XP_016771939.1
OG0004479	XP_017757275.1	XP_026295413.1
OG0004480	XP_017758578.1	XP_396117.2
OG0004481	XP_017753097.1, XP_017765636.1	XP_026295269.1
OG0004482	XP_017753658.1	XP_625118.2
OG0004483	XP_017764783.1	XP_395618.4
OG0004484	XP_017761113.1	XP_026296856.1, XP_026296857.1
OG0004485	XP_017766144.1	XP_001120391.3
OG0004486	XP_017754174.1	XP_395658.5
OG0004487	XP_017761328.1, XP_017761329.1	XP_006561346.1
OG0004488	XP_017754869.1	XP_003250904.3, XP_026299688.1
OG0004489	XP_017755598.1	XP_006572385.1
OG0004490	XP_017755990.1	XP_395476.1
OG0004491	XP_017755354.1	XP_026295182.1
OG0004492	XP_017755519.1	XP_026301837.1
OG0004493	XP_017765756.1	XP_397168.3
OG0004494	XP_017758448.1	XP_026298908.1
OG0004495	XP_017758907.1	XP_393549.3
OG0004496	XP_017759114.1	XP_392586.4
OG0004497	XP_017764871.1, XP_017756016.1	XP_397138.5
OG0004498	XP_017760442.1	XP_001122971.2
OG0004499	XP_017766911.1	XP_006558396.1
OG0004500	XP_017758085.1	XP_396448.1
OG0004501	XP_017764488.1	XP_026300382.1
OG0004502	XP_017753921.1	XP_026298019.1
OG0004503	XP_017755258.1, XP_017755257.1	XP_026296542.1
OG0004504	XP_017762253.1	XP_003251540.1
OG0004505	XP_017757338.1	XP_026295520.1
OG0004506	XP_017757917.1	XP_006557279.1
OG0004507	XP_017766041.1	XP_624711.1
OG0004508	XP_017754779.1	XP_026299653.1
OG0004509	XP_017753126.1	XP_001119963.2
OG0004510	XP_017765258.1	XP_006563652.1
OG0004511	XP_017765853.1	XP_394516.2
OG0004512	XP_017753578.1	XP_624102.1
OG0004513	XP_017767435.1	XP_001120188.1
OG0004514	XP_017752638.1	XP_006559075.1
OG0004515	XP_017755516.1, XP_017755539.1, XP_017755744.1	XP_623255.1
OG0004516	XP_017758199.1	XP_395011.2
OG0004517	XP_017763709.1	XP_016773380.1
OG0004519	XP_017759027.1	XP_394838.3
OG0004520	XP_017764712.1	XP_016769851.1
OG0004521	XP_017761681.1	XP_026297233.1
OG0004522	XP_017765181.1	XP_006565519.1
OG0004523	XP_017763414.1	XP_003251558.1
OG0004524	XP_017760607.1	XP_026300671.1, NP_001229386.1
OG0004525	XP_017762090.1, XP_017762091.1	XP_003251908.1
OG0004526	XP_017756142.1	XP_016771036.1
OG0004527	XP_017752422.1, XP_017752423.1	XP_006559828.2, XP_006559827.2
OG0004528	XP_017765265.1	XP_393112.2
OG0004529	XP_017752469.1	XP_396227.5
OG0004530	XP_017756557.1	XP_625214.3
OG0004531	XP_017760464.1	XP_026300359.1, XP_026300358.1, XP_026300357.1
OG0004532	XP_017766407.1	XP_392205.1
OG0004533	XP_017763618.1	XP_006558931.1
OG0004534	XP_017767013.1	XP_006563951.2
OG0004535	XP_017758665.1, XP_017758666.1	XP_624261.3
OG0004536	XP_017761720.1	XP_026298935.1, XP_016770018.1, XP_003250168.1
OG0004537	XP_017756367.1	XP_026296057.1
OG0004538	XP_017756285.1	XP_026294818.1
OG0004539	XP_017762377.1, XP_017765492.1	XP_006560502.2
OG0004540	XP_017754634.1	XP_395421.4
OG0004541	XP_017755161.1, XP_017755149.1	XP_006559008.1, XP_003249426.1
OG0004542	XP_017754472.1	XP_026295484.1
OG0004543	XP_017763782.1	XP_006557490.2
OG0004544	XP_017757617.1	XP_392849.4
OG0004545	XP_017761005.1	XP_392671.2
OG0004546	XP_017760658.1	XP_624339.2
OG0004547	XP_017757466.1	XP_394578.4
OG0004548	XP_017757343.1	XP_026295467.1
OG0004549	XP_017757400.1	XP_006564808.1
OG0004550	XP_017764339.1	XP_006566937.1
OG0004551	XP_017764568.1	XP_393483.2
OG0004552	XP_017763144.1	XP_395151.3
OG0004553	XP_017758844.1	XP_394812.3
OG0004554	XP_017766579.1	XP_001122133.3, XP_016771273.2
OG0004555	XP_017763888.1	XP_026296402.1
OG0004556	XP_017756804.1	XP_016769595.2
OG0004557	XP_017766444.1	XP_026294901.1
OG0004558	XP_017763249.1	XP_016769513.1, XP_016769512.1
OG0004559	XP_017763939.1	XP_001120854.3
OG0004560	XP_017752527.1	XP_016769257.1
OG0004561	XP_017761913.1	XP_393806.2
OG0004562	XP_017763937.1	XP_026299659.1
OG0004563	XP_017757324.1	XP_026295501.1
OG0004564	XP_017752276.1	XP_006560910.1
OG0004565	XP_017761266.1	XP_623670.3
OG0004566	XP_017766984.1	XP_393821.3
OG0004567	XP_017759122.1	XP_397116.4
OG0004568	XP_017758888.1	XP_006561795.1
OG0004569	XP_017764716.1	XP_006566171.1
OG0004570	XP_017754722.1, XP_017754729.1	XP_623808.1
OG0004571	XP_017762939.1	NP_001229394.1
OG0004572	XP_017758247.1	XP_006570961.1
OG0004573	XP_017756746.1	XP_026298017.1
OG0004574	XP_017766115.1	XP_396624.2
OG0004575	XP_017766542.1	XP_391975.4
OG0004576	XP_017753534.1	XP_395283.4, XP_006561380.1
OG0004577	XP_017756098.1	XP_006562329.1
OG0004578	XP_017761377.1	XP_006567717.1
OG0004579	XP_017759650.1	XP_016767336.2, XP_026301798.1
OG0004580	XP_017763930.1	XP_006563365.1
OG0004581	XP_017762356.1	XP_026295438.1
OG0004582	XP_017764350.1	XP_393545.2
OG0004583	XP_017765099.1	XP_006563601.1
OG0004584	XP_017763004.1	XP_623915.2
OG0004585	XP_017763757.1	XP_624226.2
OG0004586	XP_017756433.1	XP_393667.1
OG0004587	XP_017759997.1, XP_017759998.1	XP_624536.2
OG0004588	XP_017759732.1	XP_623198.1
OG0004589	XP_017757417.1	XP_624292.1
OG0004590	XP_017756287.1	XP_026294799.1
OG0004591	XP_017756510.1	XP_395039.6
OG0004592	XP_017752786.1, XP_017752787.1	XP_623834.1
OG0004593	XP_017761070.1	XP_016771171.1
OG0004594	XP_017755639.1	XP_003251828.1
OG0004595	XP_017763145.1	XP_006557527.1
OG0004596	XP_017752812.1	XP_016772183.1
OG0004597	XP_017761933.1	XP_001122321.2
OG0004598	XP_017752871.1	XP_006567053.2
OG0004599	XP_017764181.1	XP_395238.2
OG0004600	XP_017758812.1	XP_006561797.1
OG0004601	XP_017767364.1	XP_391843.1
OG0004602	XP_017765409.1	XP_006566118.2
OG0004603	XP_017766750.1	XP_006560478.1
OG0004604	XP_017761346.1	XP_026296843.1
OG0004605	XP_017761460.1	XP_006566542.1
OG0004606	XP_017759484.1	XP_016772312.2
OG0004607	XP_017756474.1	XP_624172.1
OG0004608	XP_017763675.1	XP_396145.2
OG0004609	XP_017761433.1	XP_006566523.1
OG0004610	XP_017764089.1	XP_006572697.1, XP_016773228.1
OG0004611	XP_017765177.1	XP_395416.4
OG0004612	XP_017755611.1	XP_016772763.1
OG0004613	XP_017755157.1	XP_001123012.2
OG0004614	XP_017764829.1	XP_006568530.1
OG0004615	XP_017764360.1	XP_624553.4
OG0004616	XP_017754761.1	XP_623199.2, XP_006561225.1
OG0004617	XP_017755113.1	XP_393332.1, XP_006571914.1, XP_006571915.1
OG0004618	XP_017766045.1	XP_624549.4
OG0004619	XP_017756911.1	XP_624779.1
OG0004620	XP_017767020.1	XP_624529.2
OG0004621	XP_017757184.1	XP_016767518.2
OG0004622	XP_017759108.1	XP_026299482.1
OG0004623	XP_017760170.1	XP_016768218.1
OG0004624	XP_017762278.1	XP_393258.3
OG0004625	XP_017756293.1	XP_006568849.1
OG0004626	XP_017764938.1	XP_006559914.2
OG0004627	XP_017767382.1	XP_393055.5
OG0004628	XP_017764076.1	XP_026298722.1
OG0004629	XP_017766572.1	XP_006558545.1
OG0004630	XP_017757398.1	XP_026299144.1
OG0004631	XP_017762452.1	XP_006565049.1
OG0004632	XP_017753311.1	XP_016773404.1
OG0004633	XP_017761895.1	XP_623637.3
OG0004634	XP_017760763.1	XP_006566806.1
OG0004635	XP_017758402.1	XP_006566264.1
OG0004636	XP_017765822.1	XP_006560650.1
OG0004637	XP_017758283.1	XP_396527.6
OG0004638	XP_017755554.1	XP_624406.2
OG0004639	XP_017765875.1	XP_624307.2
OG0004640	XP_017762352.1	XP_003251445.2
OG0004641	XP_017758991.1	XP_396720.2
OG0004642	XP_017763441.1	XP_001119929.2
OG0004643	XP_017765760.1	XP_006562706.1
OG0004644	XP_017762047.1	XP_624348.3
OG0004645	XP_017762010.1, XP_017762017.1	XP_026301051.1
OG0004646	XP_017756112.1	XP_006562316.1
OG0004647	XP_017761909.1	XP_006560038.1
OG0004648	XP_017759061.1	XP_026302106.1
OG0004649	XP_017757587.1	XP_625183.2
OG0004650	XP_017765448.1	XP_392174.1
OG0004651	XP_017766964.1	XP_006562250.1
OG0004652	XP_017759351.1	XP_001119914.2
OG0004653	XP_017757068.1	XP_006569939.1
OG0004654	XP_017765257.1	XP_624787.1
OG0004655	XP_017760684.1	XP_016770639.2
OG0004656	XP_017764632.1	XP_026297531.1, XP_026297532.1
OG0004657	XP_017762040.1	XP_001119836.2
OG0004658	XP_017762402.1	XP_026301577.1
OG0004659	XP_017753106.1	XP_016771539.2
OG0004660	XP_017762695.1	XP_016768618.1
OG0004661	XP_017765133.1	XP_001122551.2
OG0004662	XP_017755593.1	XP_006571948.2
OG0004663	XP_017758063.1	XP_026301184.1
OG0004664	XP_017753610.1	XP_016772437.2
OG0004665	XP_017759876.1	XP_006564999.1
OG0004665	XP_017759877.1	XP_392797.3
OG0004666	XP_017759666.1	XP_026297471.1
OG0004667	XP_017753416.1	XP_397101.4
OG0004668	XP_017767598.1	XP_026296288.1
OG0004669	XP_017755594.1	XP_026296627.1
OG0004670	XP_017755166.1	XP_393418.3
OG0004671	XP_017766025.1, XP_017766024.1, XP_017766023.1	XP_001120479.1
OG0004672	XP_017756793.1	XP_006565482.2
OG0004673	XP_017757775.1	XP_001120670.2
OG0004674	XP_017762050.1	XP_006557652.2
OG0004676	XP_017761424.1	XP_026300142.1
OG0004677	XP_017764901.1	XP_016768475.1, XP_006570156.1
OG0004678	XP_017752919.1	XP_393868.4
OG0004679	XP_017756969.1	XP_026299570.1
OG0004680	XP_017760860.1	XP_006566574.1
OG0004681	XP_017765941.1	XP_003249707.1
OG0004682	XP_017764818.1	XP_006568521.2
OG0004683	XP_017767706.1	XP_001120653.1
OG0004684	XP_017757851.1	XP_001122185.1
OG0004685	XP_017754930.1	XP_016769212.2
OG0004686	XP_017757935.1	XP_623840.1
OG0004687	XP_017752456.1	XP_397235.3
OG0004688	XP_017758698.1	XP_001121522.1
OG0004689	XP_017753308.1	XP_624297.2
OG0004690	XP_017757188.1	XP_006569396.1
OG0004691	XP_017767174.1	XP_006565697.1
OG0004692	XP_017767175.1	XP_026300787.1
OG0004693	XP_017754075.1	XP_016773403.2
OG0004694	XP_017764203.1	XP_001120227.2
OG0004695	XP_017753032.1	XP_624722.1
OG0004696	XP_017755848.1	XP_006561670.1
OG0004697	XP_017760982.1	XP_394179.4
OG0004698	XP_017755692.1	XP_003251630.1, NP_001314877.1
OG0004699	XP_017767366.1	XP_016770071.2
OG0004700	XP_017761363.1	XP_392383.6, XP_026296366.1
OG0004701	XP_017752756.1	XP_006567671.1
OG0004702	XP_017765025.1	XP_026301084.1
OG0004703	XP_017755948.1	XP_397125.5
OG0004704	XP_017757576.1, XP_017758362.1	XP_016770008.1
OG0004705	XP_017761961.1	XP_001121418.2
OG0004706	XP_017762399.1, XP_017762398.1	XP_006558096.1
OG0004707	XP_017755331.1	XP_026296317.1, NP_001229361.1
OG0004708	XP_017752823.1	XP_006562194.1
OG0004709	XP_017754437.1	XP_001119847.1
OG0004710	XP_017755586.1	XP_006572388.1
