Orthogroup	Eufriesea_mexicana	Bombyx_mori
OG0003164	XP_017758580.1	XP_037867437.1
OG0003165	XP_017752306.1	XP_004930387.2
OG0003166	XP_017764234.1	XP_004927856.1
OG0003167	XP_017765869.1	XP_037870379.1
OG0003168	XP_017767475.1, XP_017767477.1, XP_017767476.1, XP_017767478.1	XP_012552852.2, XP_021209007.2
OG0003169	XP_017758674.1	NP_001040485.1
OG0003171	XP_017755162.1	NP_001296547.1, XP_037872560.1, XP_012545562.1, NP_001266377.1
OG0003172	XP_017763823.1	NP_001184180.1, XP_037873785.1
OG0003173	XP_017757911.1	XP_004932362.1
OG0003174	XP_017761273.1	XP_004924908.2
OG0003175	XP_017763713.1	NP_001233147.1
OG0003176	XP_017752567.1	XP_037872956.1
OG0003177	XP_017765477.1	XP_004929411.1
OG0003178	XP_017761951.1	XP_012550047.1
OG0003179	XP_017762780.1	XP_037871470.1
OG0003180	XP_017763202.1	XP_021208635.1, XP_021208636.1, XP_004933707.3, XP_037872789.1
OG0003181	XP_017766092.1	XP_037869874.1, XP_037869873.1
OG0003182	XP_017764252.1, XP_017753048.1	XP_037875843.1
OG0003183	XP_017752903.1	XP_012544289.1, NP_001040171.1
OG0003185	XP_017753922.1	XP_037869005.1
OG0003187	XP_017758816.1	XP_037870642.1
OG0003188	XP_017758428.1	XP_012545834.1
OG0003189	XP_017766651.1	XP_037866448.1, XP_037866449.1, XP_004929212.4
OG0003190	XP_017767017.1	XP_037869394.1
OG0003191	XP_017762359.1	XP_004923649.1
OG0003192	XP_017760779.1	XP_037875971.1, XP_037875962.1
OG0003193	XP_017758457.1	XP_004931651.2
OG0003194	XP_017767454.1	XP_012547552.1
OG0003195	XP_017765219.1	XP_037876321.1
OG0003197	XP_017759996.1	XP_037872723.1
OG0003198	XP_017754688.1, XP_017754742.1	XP_012550321.1, XP_004922413.1
OG0003199	XP_017752662.1	XP_021208969.1
OG0003200	XP_017752218.1	XP_037868437.1
OG0003201	XP_017758203.1	XP_037875274.1
OG0003202	XP_017756558.1, XP_017760681.1	XP_012553001.2
OG0003203	XP_017761366.1, XP_017761367.1	XP_012552965.2
OG0003204	XP_017759048.1	XP_004933010.1
OG0003205	XP_017766854.1	XP_021201981.2
OG0003206	XP_017752849.1	NP_001091748.1, XP_037876464.1
OG0003207	XP_017759188.1	XP_037868891.1
OG0003208	XP_017758671.1	XP_004930698.1, XP_004927786.2
OG0003209	XP_017759786.1	XP_037867919.1, XP_021207101.1
OG0003210	XP_017762573.1	XP_037873748.1
OG0003211	XP_017755031.1	XP_021202515.1
OG0003212	XP_017765709.1	XP_037875814.1, XP_004924921.1, XP_021202786.1, XP_021202787.1
OG0003213	XP_017766518.1	XP_037876624.1
OG0003214	XP_017763383.1	XP_004928450.1
OG0003215	XP_017760838.1	NP_001274773.1
OG0003217	XP_017763980.1	XP_012545219.1
OG0003218	XP_017752514.1	XP_004931278.1, XP_037873301.1
OG0003219	XP_017766797.1	NP_001040541.1
OG0003221	XP_017762208.1	XP_012546851.2
OG0003222	XP_017757985.1	XP_004921630.1
OG0003223	XP_017766656.1	NP_001037542.1
OG0003225	XP_017758745.1	XP_021208482.1
OG0003226	XP_017759863.1	XP_037874021.1
OG0003227	XP_017760563.1	XP_004927921.2
OG0003228	XP_017759134.1	XP_037867781.1, XP_012545108.1
OG0003229	XP_017764456.1	XP_004929933.1, XP_004929932.1
OG0003230	XP_017757932.1	XP_004925966.1
OG0003231	XP_017753744.1	XP_037872753.1
OG0003232	XP_017762270.1	XP_004931841.2
OG0003234	XP_017766828.1	XP_012553247.1
OG0003235	XP_017760315.1	XP_037866600.1, XP_012548327.1
OG0003237	XP_017761110.1	XP_021202220.2
OG0003238	XP_017762361.1	XP_004923243.1
OG0003239	XP_017761515.1	XP_012550748.2
OG0003241	XP_017758135.1	XP_037876875.1, XP_037877386.1
OG0003242	XP_017762859.1	XP_004924799.1
OG0003243	XP_017766219.1	XP_004929265.1
OG0003244	XP_017765979.1, XP_017765991.1	XP_012548587.1
OG0003245	XP_017754909.1, XP_017754908.1, XP_017754903.1, XP_017754904.1, XP_017754905.1, XP_017754906.1, XP_017754907.1	XP_037866474.1
OG0003246	XP_017766311.1	XP_021203780.1
OG0003247	XP_017766835.1	XP_004927020.1
OG0003248	XP_017759248.1	NP_001037353.1
OG0003249	XP_017757618.1	XP_037876144.1
OG0003256	XP_017764578.1	XP_004932479.1
OG0003257	XP_017764674.1	XP_004930864.4
OG0003258	XP_017752558.1, XP_017752556.1, XP_017752557.1	XP_004929627.1
OG0003259	XP_017756247.1	XP_004926019.1
OG0003261	XP_017763029.1	XP_037872702.1, XP_037872953.1
OG0003262	XP_017765168.1, XP_017765167.1, XP_017765166.1	NP_001037410.1
OG0003263	XP_017758232.1	XP_004926298.1
OG0003264	XP_017759856.1	XP_037875942.1, NP_001040450.1, XP_037868917.1
OG0003265	XP_017754443.1	XP_004930738.1
OG0003266	XP_017765585.1	NP_001040412.1, XP_021206931.1
OG0003267	XP_017752837.1	NP_001128193.1
OG0003268	XP_017763982.1	XP_004922824.1
OG0003269	XP_017754194.1	XP_004921737.1
OG0003270	XP_017758336.1	XP_012547703.1, NP_001103823.1
OG0003271	XP_017763476.1	XP_004932931.1
OG0003272	XP_017759498.1	XP_037869057.1, NP_001037570.1
OG0003273	XP_017754786.1	NP_001040540.1
OG0003274	XP_017759459.1	XP_037876158.1
OG0003275	XP_017758229.1	NP_001037598.1
OG0003276	XP_017766466.1	XP_037867933.1, XP_037867936.1
OG0003277	XP_017762762.1, XP_017762761.1	XP_004928493.1
OG0003278	XP_017753656.1	XP_037868226.1
OG0003279	XP_017764364.1	XP_037870022.1
OG0003280	XP_017757580.1	XP_037874925.1, XP_037874926.1
OG0003281	XP_017766577.1	NP_001040126.1
OG0003282	XP_017760725.1	XP_004932115.2
OG0003283	XP_017757973.1	XP_004926038.1
OG0003284	XP_017755185.1	NP_001037237.1
OG0003285	XP_017761054.1	NP_001037217.1
OG0003286	XP_017755126.1	XP_004922012.1
OG0003287	XP_017767348.1	XP_004926809.1
OG0003288	XP_017757516.1	XP_037876243.1, XP_037876244.1
OG0003289	XP_017764166.1, XP_017764165.1	XP_012548296.1, NP_001165397.1
OG0003290	XP_017761736.1	NP_001091804.1, XP_012543761.1
OG0003291	XP_017766837.1, XP_017766838.1	XP_037871215.1
OG0003292	XP_017764903.1	NP_001040433.1
OG0003293	XP_017757542.1	NP_001091775.1
OG0003294	XP_017752391.1	XP_004932696.1
OG0003295	XP_017761337.1	NP_001036860.1
OG0003296	XP_017758549.1	XP_004924411.2, XP_012544310.2
OG0003297	XP_017753144.1	XP_004921555.1, XP_004921554.1, XP_037869464.1
OG0003298	XP_017761729.1	XP_004930918.1
OG0003299	XP_017757220.1	NP_001037648.1
OG0003300	XP_017756223.1	XP_004929399.1, XP_004929401.1, XP_012548547.1, XP_004929400.1
OG0003301	XP_017760654.1	NP_001091825.1
OG0003302	XP_017759854.1	XP_004933264.1
OG0003303	XP_017763818.1	XP_037872563.1, NP_001036975.1
OG0003304	XP_017767558.1	XP_037868694.1, XP_037868657.1
OG0003305	XP_017752539.1	XP_004926448.2
OG0003306	XP_017759753.1	NP_001040395.1
OG0003307	XP_017757857.1	NP_001040153.1
OG0003308	XP_017762116.1	XP_004932689.1
OG0003309	XP_017761810.1	NP_001036853.1, XP_012549118.1
OG0003311	XP_017764821.1	NP_001040418.1
OG0003312	XP_017755520.1	NP_001091803.1
OG0003313	XP_017766599.1	XP_037877667.1, NP_001040500.1
OG0003314	XP_017754832.1	XP_037873514.1, XP_004932772.1
OG0003315	XP_017766648.1, XP_017766650.1	XP_037873035.1
OG0003316	XP_017758466.1	XP_004927158.2
OG0003317	XP_017767615.1	NP_001040179.1
OG0003318	XP_017761188.1, XP_017761187.1	XP_004932635.1
OG0003319	XP_017758932.1	XP_037870283.1
OG0003320	XP_017767359.1	NP_001040255.1
OG0003321	XP_017757322.1	XP_012548733.1
OG0003322	XP_017763956.1	XP_012545885.1, XP_012545884.1, XP_012545886.1
OG0003323	XP_017761477.1	XP_004931515.1
OG0003324	XP_017753560.1	XP_004932002.1
OG0003325	XP_017765718.1	NP_001040360.3, XP_021207540.1
OG0003327	XP_017755421.1	XP_021207615.1
OG0003328	XP_017763755.1, XP_017763772.1, XP_017763764.1	XP_004926897.2
OG0003329	XP_017759228.1	XP_004923800.1
OG0003330	XP_017753864.1	XP_037876943.1
OG0003331	XP_017767456.1	XP_021205727.1
OG0003332	XP_017753940.1	NP_001037548.1, XP_012553271.1
OG0003333	XP_017753216.1	XP_012553403.1
OG0003334	XP_017767360.1	NP_001243977.1
OG0003335	XP_017752932.1	XP_004921565.1
OG0003336	XP_017752678.1	XP_004930603.1
OG0003337	XP_017759429.1	NP_001128675.1, XP_037867296.1
OG0003339	XP_017760281.1	XP_037868284.1, XP_037868285.1
OG0003340	XP_017763936.1	XP_012552772.1
OG0003341	XP_017752745.1	XP_012552031.1
OG0003342	XP_017767226.1	XP_037872627.1
OG0003343	XP_017762048.1	XP_004925213.1
OG0003345	XP_017758741.1	XP_004926152.1
OG0003346	XP_017753580.1	XP_012549559.1
OG0003347	XP_017763689.1	XP_004922585.1
OG0003348	XP_017754995.1	XP_004931522.1
OG0003349	XP_017755156.1	XP_004925131.1
OG0003350	XP_017757464.1	XP_037876025.1, XP_037876024.1
OG0003351	XP_017756470.1	XP_037872765.1, XP_037872766.1, XP_004921990.1
OG0003352	XP_017767240.1, XP_017767241.1	XP_004931589.2
OG0003353	XP_017753537.1	NP_001243929.1, XP_037870655.1
OG0003354	XP_017758443.1, XP_017758101.1	XP_012547657.1
OG0003355	XP_017755791.1	XP_037873750.1
OG0003356	XP_017754653.1	XP_004926336.1
OG0003357	XP_017767724.1	XP_004924579.1
OG0003358	XP_017755576.1	XP_004928555.2
OG0003359	XP_017759457.1	XP_037871218.1
OG0003360	XP_017753065.1	XP_004927854.1
OG0003361	XP_017763705.1	XP_012548532.1, NP_001153672.1
OG0003362	XP_017758990.1	NP_001116822.2
OG0003363	XP_017758673.1	XP_004930699.2
OG0003364	XP_017767317.1	XP_004932559.2
OG0003365	XP_017752402.1	XP_004923647.1
OG0003366	XP_017762652.1	XP_037873300.1, XP_012545316.1, XP_004925606.1
OG0003367	XP_017758064.1	XP_021207078.1
OG0003369	XP_017758711.1	XP_012551184.1
OG0003370	XP_017755211.1	XP_012549068.1
OG0003371	XP_017764637.1	XP_012545023.1, XP_004925184.1
OG0003372	XP_017754326.1	XP_012549195.3
OG0003373	XP_017755998.1	XP_004928972.1
OG0003374	XP_017761342.1	XP_004921855.1
OG0003376	XP_017766389.1	XP_012543835.2
OG0003377	XP_017754324.1	XP_004925437.2
OG0003378	XP_017759721.1	XP_012547388.2, XP_004933172.1
OG0003379	XP_017766588.1	XP_012551872.2
OG0003380	XP_017761783.1, XP_017759822.1	XP_012544283.1
OG0003381	XP_017765712.1	XP_012547403.1
OG0003382	XP_017762058.1	XP_004932650.2
OG0003383	XP_017752586.1	XP_012551292.2
OG0003384	XP_017766642.1	NP_001040345.1
OG0003385	XP_017766020.1	XP_004922392.1
OG0003386	XP_017759869.1	XP_037872968.1, XP_037872960.1, XP_021208393.1
OG0003387	XP_017766380.1	XP_004923819.1
OG0003388	XP_017766544.1	XP_004926778.1
OG0003389	XP_017763540.1	XP_012547904.2, XP_037872099.1, XP_004930096.1
OG0003390	XP_017752937.1	XP_004924554.1
OG0003391	XP_017757967.1	NP_001037005.2
OG0003392	XP_017752800.1	XP_037876583.1
OG0003393	XP_017763287.1, XP_017763271.1, XP_017763294.1, XP_017763279.1	NP_001296498.1
OG0003394	XP_017762371.1	XP_037872831.1
OG0003395	XP_017765480.1	XP_004927977.1
OG0003396	XP_017766669.1	NP_001166784.1
OG0003397	XP_017767126.1	XP_004924567.1, XP_004933905.1
OG0003398	XP_017759164.1	NP_001093319.1
OG0003399	XP_017761373.1	XP_012550017.1
OG0003400	XP_017756794.1	XP_037869265.1
OG0003401	XP_017767773.1	XP_004929674.1
OG0003402	XP_017759346.1	XP_004923164.1
OG0003403	XP_017760413.1	XP_021209096.2, XP_021209089.2
OG0003404	XP_017764828.1	XP_037874486.1
OG0003405	XP_017756399.1	XP_037871358.1
OG0003406	XP_017757206.1	XP_037867643.1, XP_037867631.1
OG0003407	XP_017756676.1	XP_004922649.1
OG0003408	XP_017761104.1	XP_037868876.1, XP_037868877.1
OG0003409	XP_017760459.1	XP_004930345.1
OG0003410	XP_017752120.1	XP_004925830.1
OG0003411	XP_017763269.1	XP_004922409.2
OG0003412	XP_017760943.1	XP_021204256.2
OG0003413	XP_017759742.1	XP_004925345.1
OG0003414	XP_017762096.1	NP_001093305.1
OG0003415	XP_017761962.1	XP_037873667.1
OG0003416	XP_017760560.1	XP_004928023.1
OG0003417	XP_017764503.1	XP_004931696.1
OG0003419	XP_017760791.1	XP_004929717.2
OG0003420	XP_017760460.1	XP_012545519.1, XP_004925780.1, XP_012545518.1
OG0003421	XP_017756759.1	XP_004933417.1
OG0003422	XP_017762027.1	XP_004930225.1
OG0003423	XP_017767051.1	XP_004924881.1
OG0003424	XP_017767462.1	XP_004928483.1
OG0003425	XP_017755560.1	XP_004932658.2
OG0003426	XP_017753118.1	XP_021203256.2, XP_021203255.2
OG0003428	XP_017754616.1	XP_037871417.1
OG0003429	XP_017759012.1	XP_037868100.1
OG0003430	XP_017762616.1	XP_012551357.1
OG0003431	XP_017765532.1	NP_001036922.1, XP_037874254.1
OG0003432	XP_017756764.1	XP_012547178.1
OG0003433	XP_017763090.1	XP_037873527.1, XP_037873528.1
OG0003434	XP_017752360.1	XP_004924847.1
OG0003435	XP_017761184.1	NP_001244267.1, XP_012550378.2
OG0003436	XP_017759091.1	XP_004932809.1
OG0003437	XP_017758607.1, XP_017761969.1	XP_037875684.1, XP_037877263.1
OG0003438	XP_017757471.1	XP_004921818.1, XP_012544894.1
OG0003439	XP_017763126.1	XP_037872285.1
OG0003441	XP_017753529.1	XP_004927784.2
OG0003442	XP_017754802.1	XP_037866515.1, XP_037866516.1
OG0003443	XP_017756596.1	XP_021204365.1, XP_021204367.1, XP_021204366.1, XP_021204368.1
OG0003444	XP_017757766.1	NP_001037085.1, XP_021207029.1
OG0003445	XP_017761072.1	XP_037871019.1
OG0003446	XP_017755348.1	NP_001098694.1, NP_001098696.1
OG0003447	XP_017755473.1	NP_001296546.1, XP_004922011.1
OG0003448	XP_017763853.1	XP_004933026.1
OG0003449	XP_017763792.1	XP_021206165.1
OG0003450	XP_017752384.1	NP_001040542.1
OG0003451	XP_017759767.1	XP_004923511.1
OG0003452	XP_017753309.1	XP_021205053.1
OG0003453	XP_017763728.1	XP_012552434.1, XP_012552430.1
OG0003454	XP_017757900.1	NP_001037059.1
OG0003455	XP_017763450.1	XP_037873852.1
OG0003456	XP_017765473.1	XP_004932145.1
OG0003457	XP_017764267.1	NP_001040394.1
OG0003458	XP_017753806.1	XP_012547359.2, XP_012547357.2
OG0003459	XP_017765613.1, XP_017765606.1	XP_012545982.1, NP_001037674.1
OG0003460	XP_017761269.1	XP_004926473.1
OG0003461	XP_017759900.1	XP_004931839.2
OG0003462	XP_017754837.1	XP_037873712.1, XP_021206608.2
OG0003463	XP_017759044.1	XP_004924684.1
OG0003464	XP_017754025.1	NP_001036997.1
OG0003465	XP_017764416.1	XP_004922169.1
OG0003466	XP_017764558.1	XP_004926531.3
OG0003467	XP_017763064.1	XP_004927141.1
OG0003468	XP_017761411.1	XP_037877566.1, XP_021207394.2
OG0003469	XP_017757486.1	XP_004930056.1, XP_012549234.1, XP_012549236.1, XP_012549235.1
OG0003471	XP_017763466.1	XP_004930371.2
OG0003472	XP_017752341.1	XP_037877856.1
OG0003473	XP_017754407.1	XP_037875053.1
OG0003474	XP_017763677.1	XP_037868743.1
OG0003475	XP_017755729.1	XP_004930566.1
OG0003476	XP_017753876.1	XP_012547078.1, XP_004922070.2
OG0003477	XP_017766168.1	NP_001091822.1
OG0003478	XP_017758983.1	XP_004927649.1
OG0003479	XP_017758468.1	XP_021207253.2
OG0003480	XP_017754439.1	XP_004925542.3
OG0003481	XP_017767532.1	XP_012544254.1
OG0003482	XP_017766093.1	XP_037871232.1
OG0003483	XP_017767731.1	NP_001037010.1
OG0003484	XP_017758331.1	XP_037874376.1
OG0003485	XP_017755641.1	XP_021208538.2
OG0003486	XP_017765303.1	XP_004932951.1
OG0003487	XP_017756279.1	NP_001182384.1
OG0003488	XP_017755235.1	XP_004932663.1
OG0003489	XP_017764656.1	NP_001040318.1, XP_037867815.1
OG0003490	XP_017761651.1	XP_037871305.1
OG0003491	XP_017759615.1	XP_012547173.2
OG0003492	XP_017755942.1	XP_021205517.1
OG0003493	XP_017760802.1	XP_037874692.1
OG0003494	XP_017762774.1	XP_012551801.2
OG0003495	XP_017758173.1	XP_004933065.1
OG0003496	XP_017762815.1	NP_001140197.1, XP_037869524.1
OG0003497	XP_017753999.1	XP_012551388.1
OG0003498	XP_017753359.1	NP_001040497.1
OG0003499	XP_017761290.1	XP_037867924.1
OG0003500	XP_017764511.1	XP_004931538.1
OG0003501	XP_017752679.1	XP_012547360.1, XP_004927893.1
OG0003502	XP_017765149.1	XP_004921959.1
OG0003503	XP_017752420.1	XP_021208616.1
OG0003504	XP_017762092.1	XP_021207708.2
OG0003506	XP_017762970.1	XP_004922429.1
OG0003507	XP_017763206.1	XP_037872748.1
OG0003508	XP_017761504.1	XP_004930904.1
OG0003509	XP_017766374.1	XP_012543864.1
OG0003510	XP_017764858.1	XP_037875352.1, XP_037875351.1
OG0003511	XP_017759146.1	XP_004930466.1
OG0003512	XP_017763718.1	XP_004929710.3
OG0003513	XP_017767528.1	XP_021208073.1, XP_021208074.1
OG0003514	XP_017764604.1	NP_001040342.1
OG0003515	XP_017758760.1, XP_017758761.1	XP_021207919.1
OG0003517	XP_017762320.1, XP_017762319.1	XP_012544329.2, XP_037877383.1
OG0003518	XP_017760839.1	NP_001296511.1, XP_037871506.1
OG0003519	XP_017752501.1	XP_037870775.1
OG0003520	XP_017758004.1	XP_037876845.1, XP_037876844.1
OG0003521	XP_017759204.1	XP_004925657.1
OG0003522	XP_017755110.1	XP_004922885.1
OG0003523	XP_017760461.1	XP_004926031.1
OG0003524	XP_017752549.1	NP_001091835.2
OG0003525	XP_017760534.1	XP_012549064.1
OG0003526	XP_017762870.1	XP_004927044.1
OG0003527	XP_017758577.1	XP_037877233.1, XP_037876955.1, XP_037876956.1
OG0003528	XP_017760604.1	XP_037876854.1, XP_037876853.1
OG0003529	XP_017764341.1	NP_001140193.1
OG0003530	XP_017763011.1	XP_021207110.1
OG0003531	XP_017766676.1	XP_037877244.1, NP_001124358.1, XP_037877253.1, NP_001124359.1
OG0003532	XP_017759274.1	XP_021202687.1, XP_012544614.1
OG0003533	XP_017764265.1	XP_037872430.1
OG0003534	XP_017765784.1	XP_037868931.1
OG0003535	XP_017759104.1, XP_017759105.1	XP_037875647.1
OG0003536	XP_017765645.1	XP_004928256.2
OG0003538	XP_017758788.1	XP_012543915.1
OG0003539	XP_017754086.1	XP_004928604.2
OG0003540	XP_017760061.1	XP_012553269.1, NP_001037307.1
OG0003541	XP_017760834.1	XP_004925449.2
OG0003543	XP_017756351.1	XP_012547293.2, XP_012547289.2
OG0003544	XP_017752935.1, XP_017752934.1	XP_004925555.1
OG0003545	XP_017766567.1	XP_004923221.1
OG0003546	XP_017755686.1	XP_004923328.2
OG0003547	XP_017754639.1	XP_012550249.1, XP_021206392.1
OG0003548	XP_017760185.1	XP_012548856.1, XP_012548857.1, XP_004925066.2
OG0003549	XP_017758182.1	XP_004924159.1
OG0003550	XP_017756215.1	XP_004925430.2
OG0003551	XP_017752579.1	XP_021208344.2
OG0003552	XP_017758003.1	XP_021205024.1
OG0003553	XP_017764120.1	XP_012551586.1
OG0003554	XP_017759510.1	XP_037875891.1
OG0003555	XP_017766250.1	XP_004928596.1
OG0003557	XP_017755596.1	XP_004929733.2
OG0003558	XP_017759023.1	XP_037875118.1
OG0003559	XP_017758215.1, XP_017759443.1	XP_037867544.1
OG0003560	XP_017764676.1, XP_017764677.1	XP_021201878.2
OG0003561	XP_017767172.1	NP_001135963.1
OG0003562	XP_017764435.1	XP_021203090.1
OG0003563	XP_017753721.1	XP_037875812.1
OG0003564	XP_017766555.1	XP_037877761.1
OG0003565	XP_017762701.1	XP_037866447.1, XP_004929264.4
OG0003566	XP_017760595.1	XP_004921932.1
OG0003567	XP_017761370.1	XP_004921862.1
OG0003568	XP_017760927.1	XP_012546407.1
OG0003569	XP_017760949.1	XP_021203981.2
OG0003570	XP_017767161.1, XP_017767168.1	XP_037869896.1
OG0003571	XP_017752821.1	XP_037867390.1
OG0003572	XP_017753793.1, XP_017753792.1	XP_004923039.1, XP_004923040.1
OG0003573	XP_017758624.1	XP_037867617.1, XP_021206523.1
OG0003574	XP_017764235.1	XP_004922723.1
OG0003575	XP_017755977.1	NP_001040264.1
OG0003576	XP_017767396.1	XP_037866564.1
OG0003577	XP_017766220.1	XP_004929485.1
OG0003578	XP_017756409.1, XP_017756410.1	XP_004922669.3
OG0003580	XP_017752487.1	XP_037869342.1
OG0003581	XP_017764024.1, XP_017764025.1	XP_004927037.1
OG0003582	XP_017766356.1	XP_004926064.3
OG0003583	XP_017755380.1, XP_017755377.1	XP_004927525.1
OG0003584	XP_017764306.1	XP_037869082.1, XP_037869084.1, XP_037869083.1, XP_037869081.1
OG0003585	XP_017759213.1	XP_021208943.1
OG0003586	XP_017758600.1	XP_004922918.2
OG0003587	XP_017757931.1	XP_037872657.1
OG0003588	XP_017765913.1, XP_017765902.1, XP_017765884.1, XP_017765893.1	XP_004924493.1
OG0003589	XP_017753620.1	XP_012551318.1, NP_001037414.1
OG0003591	XP_017763343.1	NP_001036831.1
OG0003592	XP_017758332.1	XP_012549032.3
OG0003593	XP_017759505.1	XP_004927919.1
OG0003595	XP_017759470.1	XP_012546094.2
OG0003596	XP_017754252.1	XP_012547345.1, XP_004927774.1
OG0003597	XP_017766450.1	XP_037868232.1
OG0003598	XP_017755058.1	NP_001266347.1, XP_037866738.1
OG0003599	XP_017756907.1	XP_037869568.1, NP_001040495.1
OG0003600	XP_017753632.1	XP_037866549.1
OG0003601	XP_017755238.1	XP_021209180.2
OG0003602	XP_017753000.1	XP_037877049.1
OG0003603	XP_017760846.1	XP_004921806.1
OG0003604	XP_017756149.1	XP_004930828.3
OG0003605	XP_017755014.1	XP_037868816.1, XP_012545933.1, XP_012545932.1, XP_037875992.1
OG0003606	XP_017757682.1	NP_001036953.1
OG0003607	XP_017753162.1, XP_017753163.1, XP_017753164.1, XP_017753165.1	XP_004929826.1
OG0003608	XP_017757138.1	XP_004923045.1
OG0003609	XP_017765338.1, XP_017758776.1	XP_004929445.1
OG0003610	XP_017755375.1	XP_012550905.1
OG0003611	XP_017762327.1	XP_004923702.3
OG0003612	XP_017765037.1	NP_001186936.1, XP_037873378.1
OG0003613	XP_017764872.1	XP_037871989.1
OG0003614	XP_017756078.1	NP_001116808.1, XP_012545275.1, NP_001036963.1, XP_012546220.1
OG0003615	XP_017758738.1	XP_021206296.1
OG0003616	XP_017761474.1	XP_021203436.1
OG0003618	XP_017753965.1	XP_037876570.1, XP_037876572.1, XP_037876573.1, XP_037876574.1
OG0003619	XP_017766241.1	XP_037867102.1
OG0003620	XP_017756204.1	XP_012551016.1
OG0003621	XP_017765803.1	XP_012550805.2
OG0003623	XP_017764370.1, XP_017764369.1, XP_017764368.1	XP_037877118.1
OG0003624	XP_017756532.1	XP_037870327.1
OG0003625	XP_017755477.1, XP_017756683.1	XP_037872531.1
OG0003626	XP_017765076.1	XP_021207115.2
OG0003627	XP_017752495.1	NP_001177140.1
OG0003628	XP_017755747.1	XP_037868941.1
OG0003629	XP_017761847.1	XP_004928121.1
OG0003630	XP_017755080.1	XP_037872734.1
OG0003631	XP_017755387.1	XP_004933562.1
OG0003632	XP_017756894.1	XP_021203507.1, XP_004925965.1, XP_004925963.2
OG0003633	XP_017758571.1	XP_004929380.3
OG0003634	XP_017755109.1	XP_004922388.1, NP_001037313.1
OG0003635	XP_017766094.1	XP_021204070.2
OG0003636	XP_017766600.1	XP_037866579.1
OG0003637	XP_017757059.1	XP_037872386.1
OG0003638	XP_017757850.1	XP_037875164.1
OG0003640	XP_017760885.1	XP_021209237.2
OG0003641	XP_017752517.1	XP_037874781.1, XP_037874775.1
OG0003642	XP_017756629.1	XP_021204234.2, XP_037874944.1
OG0003643	XP_017766759.1	XP_037877249.1, XP_037877248.1, XP_012551898.1, XP_004933306.1
OG0003644	XP_017759865.1	XP_004933307.1, XP_037872876.1
OG0003645	XP_017752409.1	XP_012550903.3, XP_037874000.1
OG0003646	XP_017764953.1	NP_001091840.1, XP_012550228.2
OG0003647	XP_017764966.1	XP_004928679.1
OG0003649	XP_017762198.1	XP_037877803.1
OG0003651	XP_017757504.1	XP_004923872.1
OG0003652	XP_017766391.1	XP_037875171.1
OG0003653	XP_017757380.1	XP_037871683.1
OG0003654	XP_017766351.1	XP_004930203.1
OG0003655	XP_017762562.1	XP_037868595.1
OG0003656	XP_017762928.1	NP_001296541.1
OG0003658	XP_017760495.1	XP_037867054.1
OG0003661	XP_017755810.1	NP_001040210.1
OG0003663	XP_017755001.1	XP_037874623.1, XP_037874741.1
OG0003664	XP_017761740.1, XP_017761742.1	XP_004929480.3, XP_037870517.1
OG0003665	XP_017766111.1	XP_012553038.1, NP_001040503.1
OG0003666	XP_017761701.1	XP_004931818.1, XP_037877515.1
OG0003667	XP_017757928.1	NP_001036836.1, NP_001037560.1
OG0003668	XP_017760799.1	XP_021202571.1, XP_021202570.1
OG0003669	XP_017766654.1	XP_004933551.1
OG0003670	XP_017761440.1	XP_004931747.1
OG0003671	XP_017755434.1	XP_037869179.1
OG0003672	XP_017757544.1	XP_012553095.2
OG0003673	XP_017763290.1	XP_037870945.1
OG0003674	XP_017761911.1	XP_012548325.1
OG0003675	XP_017766418.1	XP_004931915.1
OG0003676	XP_017766293.1	XP_004923558.1
OG0003677	XP_017757467.1	XP_037876307.1
OG0003678	XP_017761237.1	XP_012553133.1
OG0003679	XP_017754402.1	XP_004931643.2, XP_012550428.1, XP_012550431.1, XP_021207201.1
OG0003680	XP_017758404.1, XP_017758429.1	XP_037866795.1
OG0003681	XP_017763510.1	XP_004923151.1, XP_004923152.1
OG0003682	XP_017758544.1, XP_017758562.1	XP_004925946.2
OG0003684	XP_017762866.1	XP_012546211.1
OG0003685	XP_017762888.1	NP_001037430.1
OG0003686	XP_017752181.1	XP_037874439.1, XP_037874438.1
OG0003687	XP_017754079.1	XP_004929484.2
OG0003690	XP_017762030.1	XP_004925755.1
OG0003691	XP_017752671.1, XP_017752673.1	XP_037870767.1
OG0003692	XP_017760069.1	XP_037870266.1
OG0003695	XP_017766425.1, XP_017766043.1	XP_012550989.1
OG0003696	XP_017758020.1	XP_021204756.1
OG0003697	XP_017753570.1	XP_037877834.1
OG0003698	XP_017766876.1	XP_004929241.1
OG0003700	XP_017760955.1	XP_004930255.2
OG0003701	XP_017754036.1	XP_037873910.1, XP_004925335.1, XP_021203109.1, XP_004925336.3, XP_004930497.3
OG0003704	XP_017760454.1	XP_021205562.1
OG0003709	XP_017760082.1	NP_001040287.1
OG0003710	XP_017752431.1	XP_012552769.1, NP_001037630.1
OG0003711	XP_017762145.1	XP_004931878.1
OG0003712	XP_017757638.1, XP_017757646.1	NP_001037123.1
OG0003713	XP_017764813.1	NP_001036989.1, XP_012547744.1
OG0003714	XP_017754283.1	NP_001037512.1
OG0003715	XP_017764914.1	NP_001108476.2
OG0003717	XP_017754733.1	NP_001037277.1
OG0003718	XP_017763836.1	XP_004927279.1
