Orthogroup	Eufriesea_mexicana	Polistes_dominula
OG0003474	XP_017763677.1	XP_015185878.1, XP_015185867.1, XP_015189344.1
OG0003475	XP_017755729.1	XP_015187335.1, XP_015187334.1
OG0003476	XP_017753876.1	XP_015179493.1
OG0003477	XP_017766168.1	XP_015175105.1
OG0003478	XP_017758983.1	XP_015189473.1
OG0003479	XP_017758468.1	XP_015176771.1
OG0003480	XP_017754439.1	XP_015176804.1
OG0003481	XP_017767532.1	XP_015191112.1
OG0003482	XP_017766093.1	XP_015185984.1, XP_015175980.1
OG0003483	XP_017767731.1	XP_015178273.1
OG0003484	XP_017758331.1	XP_015182992.1
OG0003485	XP_017755641.1	XP_015184543.1
OG0003486	XP_017765303.1	XP_015183580.1
OG0003487	XP_017756279.1	XP_015180045.1
OG0003488	XP_017755235.1	XP_015171174.1, XP_015171175.1
OG0003489	XP_017764656.1	XP_015190926.1
OG0003490	XP_017761651.1	XP_015172585.1
OG0003491	XP_017759615.1	XP_015174483.1
OG0003492	XP_017755942.1	XP_015178946.1
OG0003493	XP_017760802.1	XP_015185682.1
OG0003494	XP_017762774.1	XP_015191496.1
OG0003495	XP_017758173.1	XP_015179271.1
OG0003496	XP_017762815.1	XP_015182877.1
OG0003497	XP_017753999.1	XP_015178395.1
OG0003498	XP_017753359.1	XP_015180366.1
OG0003499	XP_017761290.1	XP_015187045.1
OG0003500	XP_017764511.1	XP_015175688.1
OG0003501	XP_017752679.1	XP_015187507.1
OG0003502	XP_017765149.1	XP_015182437.1
OG0003503	XP_017752420.1	XP_015178224.1
OG0003504	XP_017762092.1	XP_015181287.1
OG0003506	XP_017762970.1	XP_015187805.1
OG0003507	XP_017763206.1	XP_015183125.1
OG0003508	XP_017761504.1	XP_015182730.1
OG0003509	XP_017766374.1	XP_015188894.1, XP_015188815.1
OG0003510	XP_017764858.1	XP_015178538.1
OG0003511	XP_017759146.1	XP_015173707.1
OG0003512	XP_017763718.1	XP_015182308.1
OG0003513	XP_017767528.1	XP_015171042.1, XP_015171033.1
OG0003514	XP_017764604.1	XP_015187464.1
OG0003515	XP_017758760.1, XP_017758761.1	XP_015179821.1
OG0003516	XP_017762845.1, XP_017762843.1, XP_017762844.1	XP_015179947.1
OG0003517	XP_017762320.1, XP_017762319.1	XP_015181891.1
OG0003518	XP_017760839.1	XP_015186872.1
OG0003519	XP_017752501.1	XP_015180953.1
OG0003520	XP_017758004.1	XP_015191223.1
OG0003521	XP_017759204.1	XP_015171947.1, XP_015171951.1
OG0003522	XP_017755110.1	XP_015172152.1
OG0003523	XP_017760461.1	XP_015179610.1
OG0003524	XP_017752549.1	XP_015177277.1
OG0003525	XP_017760534.1	XP_015183377.1
OG0003526	XP_017762870.1	XP_015187151.1
OG0003527	XP_017758577.1	XP_015185808.1, XP_015185807.1
OG0003528	XP_017760604.1	XP_015188628.1
OG0003529	XP_017764341.1	XP_015191239.1
OG0003530	XP_017763011.1	XP_015179818.1, XP_015179820.1
OG0003532	XP_017759274.1	XP_015172052.1
OG0003533	XP_017764265.1	XP_015182620.1
OG0003534	XP_017765784.1	XP_015177420.1
OG0003535	XP_017759104.1, XP_017759105.1	XP_015186009.1, XP_015186007.1, XP_015186008.1
OG0003536	XP_017765645.1	XP_015179061.1
OG0003537	XP_017752240.1, XP_017752239.1	XP_015187014.1
OG0003538	XP_017758788.1	XP_015188192.1
OG0003539	XP_017754086.1	XP_015175944.1, XP_015175943.1
OG0003541	XP_017760834.1	XP_015186859.1
OG0003542	XP_017756240.1	XP_015173150.1
OG0003543	XP_017756351.1	XP_015178806.1, XP_015178805.1, XP_015178807.1
OG0003544	XP_017752935.1, XP_017752934.1	XP_015178624.1
OG0003546	XP_017755686.1	XP_015189535.1
OG0003547	XP_017754639.1	XP_015177190.1, XP_015177195.1
OG0003548	XP_017760185.1	XP_015171009.1, XP_015171015.1, XP_015191858.1
OG0003549	XP_017758182.1	XP_015183420.1
OG0003550	XP_017756215.1	XP_015188185.1
OG0003551	XP_017752579.1	XP_015183277.1
OG0003552	XP_017758003.1	XP_015182252.1
OG0003553	XP_017764120.1	XP_015174078.1
OG0003554	XP_017759510.1	XP_015184773.1, XP_015177949.1, XP_015177947.1, XP_015177946.1
OG0003555	XP_017766250.1	XP_015187325.1, XP_015187326.1
OG0003557	XP_017755596.1	XP_015181228.1
OG0003558	XP_017759023.1	XP_015180452.1
OG0003559	XP_017758215.1	XP_015184593.1
OG0003559	XP_017759443.1	XP_015173153.1
OG0003560	XP_017764676.1, XP_017764677.1	XP_015182654.1, XP_015182653.1
OG0003561	XP_017767172.1	XP_015172783.1
OG0003562	XP_017764435.1	XP_015180449.1
OG0003563	XP_017753721.1	XP_015183895.1
OG0003564	XP_017766555.1	XP_015177807.1
OG0003565	XP_017762701.1	XP_015173219.1
OG0003566	XP_017760595.1	XP_015175894.1
OG0003567	XP_017761370.1	XP_015171222.1
OG0003568	XP_017760927.1	XP_015186846.1
OG0003569	XP_017760949.1	XP_015188810.1
OG0003570	XP_017767161.1, XP_017767168.1	XP_015184850.1
OG0003571	XP_017752821.1	XP_015188842.1
OG0003572	XP_017753793.1, XP_017753792.1	XP_015180359.1
OG0003573	XP_017758624.1	XP_015176395.1
OG0003574	XP_017764235.1	XP_015180199.1
OG0003575	XP_017755977.1	XP_015189242.1, XP_015189244.1
OG0003576	XP_017767396.1	XP_015191153.1
OG0003577	XP_017766220.1	XP_015188140.1, XP_015188138.1
OG0003578	XP_017756409.1, XP_017756410.1	XP_015185296.1
OG0003579	XP_017759603.1	XP_015189667.1, XP_015189666.1
OG0003580	XP_017752487.1	XP_015176659.1
OG0003581	XP_017764024.1, XP_017764025.1	XP_015178236.1
OG0003582	XP_017766356.1	XP_015171166.1
OG0003583	XP_017755380.1, XP_017755377.1	XP_015187963.1
OG0003584	XP_017764306.1	XP_015171417.1, XP_015171418.1
OG0003585	XP_017759213.1	XP_015182635.1
OG0003586	XP_017758600.1	XP_015179128.1
OG0003587	XP_017757931.1	XP_015188861.1
OG0003588	XP_017765913.1, XP_017765902.1, XP_017765884.1, XP_017765893.1	XP_015190836.1
OG0003589	XP_017753620.1	XP_015183139.1
OG0003591	XP_017763343.1	XP_015186079.1
OG0003592	XP_017758332.1	XP_015184566.1, XP_015184564.1
OG0003593	XP_017759505.1	XP_015173292.1
OG0003595	XP_017759470.1	XP_015172110.1
OG0003596	XP_017754252.1	XP_015190501.1, XP_015190500.1
OG0003597	XP_017766450.1	XP_015178764.1, XP_015178759.1
OG0003598	XP_017755058.1	XP_015185114.1, XP_015185115.1
OG0003599	XP_017756907.1	XP_015189391.1
OG0003600	XP_017753632.1	XP_015183212.1, XP_015183210.1
OG0003601	XP_017755238.1	XP_015174424.1
OG0003602	XP_017753000.1	XP_015177763.1
OG0003603	XP_017760846.1	XP_015174559.1
OG0003604	XP_017756149.1	XP_015171376.1
OG0003605	XP_017755014.1	XP_015189917.1
OG0003606	XP_017757682.1	XP_015180047.1
OG0003607	XP_017753162.1, XP_017753163.1, XP_017753164.1, XP_017753165.1	XP_015173581.1
OG0003608	XP_017757138.1	XP_015178046.1
OG0003609	XP_017765338.1, XP_017758776.1	XP_015189110.1
OG0003610	XP_017755375.1	XP_015185969.1
OG0003611	XP_017762327.1	XP_015172531.1
OG0003612	XP_017765037.1	XP_015187487.1
OG0003613	XP_017764872.1	XP_015179196.1
OG0003614	XP_017756078.1	XP_015186250.1
OG0003615	XP_017758738.1	XP_015188101.1
OG0003616	XP_017761474.1	XP_015181795.1
OG0003618	XP_017753965.1	XP_015184949.1
OG0003619	XP_017766241.1	XP_015185689.1, XP_015185691.1
OG0003620	XP_017756204.1	XP_015184239.1
OG0003621	XP_017765803.1	XP_015191757.1
OG0003622	XP_017754601.1	XP_015182792.1
OG0003623	XP_017764370.1, XP_017764369.1, XP_017764368.1	XP_015190811.1
OG0003624	XP_017756532.1	XP_015186504.1
OG0003625	XP_017756683.1	XP_015172702.1
OG0003626	XP_017765076.1	XP_015171997.1
OG0003627	XP_017752495.1	XP_015175417.1
OG0003628	XP_017755747.1	XP_015175737.1, XP_015175739.1
OG0003629	XP_017761847.1	XP_015188174.1
OG0003630	XP_017755080.1	XP_015190004.1
OG0003631	XP_017755387.1	XP_015174755.1
OG0003632	XP_017756894.1	XP_015173819.1
OG0003633	XP_017758571.1	XP_015180525.1
OG0003634	XP_017755109.1	XP_015187862.1
OG0003635	XP_017766094.1	XP_015187377.1
OG0003636	XP_017766600.1	XP_015177875.1
OG0003637	XP_017757059.1	XP_015179482.1
OG0003638	XP_017757850.1	XP_015173026.1
OG0003639	XP_017766969.1	XP_015174107.1
OG0003640	XP_017760885.1	XP_015178454.1
OG0003641	XP_017752517.1	XP_015190285.1
OG0003642	XP_017756629.1	XP_015174291.1
OG0003643	XP_017766759.1	XP_015185184.1
OG0003644	XP_017759865.1	XP_015191807.1
OG0003645	XP_017752409.1	XP_015183115.1, XP_015183114.1
OG0003646	XP_017764953.1	XP_015187736.1
OG0003647	XP_017764966.1	XP_015185852.1, XP_015185851.1
OG0003648	XP_017760596.1	XP_015176369.1
OG0003649	XP_017762198.1	XP_015186217.1
OG0003650	XP_017767003.1, XP_017767002.1, XP_017767054.1	XP_015182693.1
OG0003651	XP_017757504.1	XP_015188397.1
OG0003652	XP_017766391.1	XP_015179532.1, XP_015179531.1
OG0003653	XP_017757380.1	XP_015189124.1, XP_015189125.1, XP_015189127.1, XP_015189123.1
OG0003654	XP_017766351.1	XP_015181506.1
OG0003656	XP_017762928.1	XP_015179863.1
OG0003657	XP_017762134.1	XP_015186329.1
OG0003658	XP_017760495.1	XP_015189260.1
OG0003661	XP_017755810.1	XP_015177326.1
OG0003662	XP_017758929.1	XP_015184494.1, XP_015184520.1
OG0003663	XP_017755001.1	XP_015178350.1
OG0003664	XP_017761740.1, XP_017761742.1	XP_015182868.1
OG0003665	XP_017766111.1	XP_015184180.1
OG0003666	XP_017761701.1	XP_015186617.1
OG0003667	XP_017757928.1	XP_015177417.1
OG0003668	XP_017760799.1	XP_015191282.1
OG0003669	XP_017766654.1	XP_015187439.1
OG0003670	XP_017761440.1	XP_015191499.1
OG0003671	XP_017755434.1	XP_015173632.1, XP_015173630.1
OG0003672	XP_017757544.1	XP_015182168.1
OG0003673	XP_017763290.1	XP_015172847.1
OG0003674	XP_017761911.1	XP_015191449.1
OG0003675	XP_017766418.1	XP_015173065.1, XP_015184637.1
OG0003676	XP_017766293.1	XP_015184460.1
OG0003677	XP_017757467.1	XP_015171868.1
OG0003678	XP_017761237.1	XP_015183770.1, XP_015183769.1
OG0003679	XP_017754402.1	XP_015177682.1
OG0003680	XP_017758404.1, XP_017758429.1	XP_015184326.1, XP_015184324.1
OG0003681	XP_017763510.1	XP_015188376.1
OG0003682	XP_017758544.1, XP_017758562.1	XP_015184329.1
OG0003683	XP_017756332.1	XP_015171642.1, XP_015171643.1, XP_015189958.1
OG0003684	XP_017762866.1	XP_015180499.1
OG0003685	XP_017762888.1	XP_015187113.1
OG0003686	XP_017752181.1	XP_015187265.1, XP_015187266.1
OG0003687	XP_017754079.1	XP_015187834.1
OG0003688	XP_017758044.1	XP_015175694.1
OG0003689	XP_017758354.1	XP_015172636.1
OG0003690	XP_017762030.1	XP_015185367.1
OG0003691	XP_017752671.1, XP_017752673.1	XP_015187503.1
OG0003692	XP_017760069.1	XP_015184777.1, XP_015184775.1
OG0003693	XP_017758190.1, XP_017758449.1	XP_015176844.1, XP_015176845.1, XP_015176842.1, XP_015176843.1, XP_015176846.1, XP_015176840.1
OG0003694	XP_017766543.1	XP_015171267.1
OG0003695	XP_017766425.1, XP_017766043.1	XP_015179486.1, XP_015179479.1, XP_015180835.1
OG0003696	XP_017758020.1	XP_015186073.1
OG0003697	XP_017753570.1	XP_015174536.1
OG0003698	XP_017766876.1	XP_015175020.1
OG0003699	XP_017758099.1	XP_015179294.1
OG0003700	XP_017760955.1	XP_015189156.1
OG0003701	XP_017754036.1	XP_015190154.1
OG0003702	XP_017753526.1, XP_017759616.1	XP_015181318.1, XP_015181319.1
OG0003703	XP_017757515.1	XP_015183459.1, XP_015183461.1, XP_015183458.1, XP_015183462.1, XP_015183460.1
OG0003704	XP_017760454.1	XP_015185650.1, XP_015185585.1, XP_015185584.1
OG0003705	XP_017761644.1	XP_015188935.1, XP_015188937.1, XP_015188936.1
OG0003706	XP_017763172.1	XP_015180051.1
OG0003706	XP_017763240.1	XP_015180053.1
OG0003709	XP_017760082.1	XP_015173532.1
OG0003710	XP_017752431.1	XP_015176218.1
OG0003711	XP_017762145.1	XP_015186331.1
OG0003712	XP_017757638.1, XP_017757646.1	XP_015180180.1, XP_015180181.1
OG0003713	XP_017764813.1	XP_015179134.1
OG0003714	XP_017754283.1	XP_015183809.1
OG0003715	XP_017764914.1	XP_015190210.1
OG0003717	XP_017754733.1	XP_015190092.1, XP_015190091.1
OG0003718	XP_017763836.1	XP_015181987.1
OG0003719	XP_017767338.1	XP_015171019.1
OG0003720	XP_017766540.1	XP_015176245.1
OG0003721	XP_017763660.1	XP_015178907.1
OG0003722	XP_017765432.1	XP_015174348.1
OG0003723	XP_017756365.1	XP_015180112.1
OG0003724	XP_017758966.1	XP_015177003.1
OG0003725	XP_017754629.1, XP_017754628.1	XP_015171328.1
OG0003726	XP_017755653.1	XP_015181489.1, XP_015181490.1
OG0003727	XP_017752317.1	XP_015177612.1
OG0003728	XP_017757545.1	XP_015179876.1
OG0003729	XP_017767373.1	XP_015190645.1
OG0003730	XP_017756479.1	XP_015174154.1, XP_015174155.1, XP_015174153.1, XP_015174152.1
OG0003731	XP_017755386.1	XP_015191213.1
OG0003732	XP_017765537.1	XP_015179754.1
OG0003733	XP_017767434.1	XP_015176936.1
OG0003734	XP_017759873.1	XP_015179650.1
OG0003735	XP_017765777.1, XP_017765778.1	XP_015177433.1
OG0003736	XP_017757321.1	XP_015177526.1
OG0003737	XP_017762801.1	XP_015173696.1
OG0003738	XP_017752723.1	XP_015186822.1
OG0003739	XP_017753815.1	XP_015172957.1
OG0003740	XP_017753825.1	XP_015184823.1, XP_015184822.1
OG0003741	XP_017756997.1	XP_015177543.1
OG0003742	XP_017767369.1	XP_015172764.1, XP_015172765.1
OG0003743	XP_017764573.1	XP_015171467.1
OG0003744	XP_017756233.1	XP_015179632.1
OG0003745	XP_017755566.1	XP_015177298.1
OG0003746	XP_017767711.1	XP_015174963.1
OG0003747	XP_017761100.1	XP_015180916.1
OG0003748	XP_017760847.1	XP_015189373.1
OG0003749	XP_017757777.1	XP_015183750.1, XP_015183749.1
OG0003750	XP_017758067.1	XP_015176785.1
OG0003752	XP_017763722.1	XP_015187984.1
OG0003753	XP_017754939.1	XP_015182951.1
OG0003754	XP_017763200.1	XP_015183116.1
OG0003755	XP_017760018.1	XP_015189093.1, XP_015189091.1
OG0003756	XP_017761364.1	XP_015171541.1
OG0003757	XP_017753833.1	XP_015174113.1
OG0003758	XP_017757182.1	XP_015182777.1
OG0003759	XP_017764609.1	XP_015184466.1
OG0003760	XP_017759502.1	XP_015174719.1
OG0003761	XP_017763766.1	XP_015190519.1
OG0003762	XP_017752363.1	XP_015173510.1
OG0003763	XP_017765090.1	XP_015187181.1
OG0003764	XP_017753430.1	XP_015174657.1, XP_015174656.1
OG0003765	XP_017761010.1	XP_015183368.1
OG0003766	XP_017766488.1	XP_015185303.1
OG0003767	XP_017755636.1	XP_015184820.1
OG0003768	XP_017762353.1	XP_015189277.1
OG0003769	XP_017758452.1	XP_015172851.1
OG0003770	XP_017753558.1	XP_015183795.1
OG0003772	XP_017757491.1	XP_015179985.1
OG0003773	XP_017755664.1	XP_015183792.1
OG0003774	XP_017766819.1	XP_015181167.1
OG0003775	XP_017766095.1	XP_015187323.1
OG0003776	XP_017762083.1	XP_015171436.1
OG0003777	XP_017755772.1	XP_015179040.1
OG0003778	XP_017754193.1	XP_015188502.1
OG0003779	XP_017756315.1	XP_015180110.1
OG0003780	XP_017762880.1	XP_015187159.1
OG0003781	XP_017762603.1	XP_015175988.1
OG0003782	XP_017760287.1	XP_015180130.1
OG0003783	XP_017764951.1	XP_015183435.1
OG0003784	XP_017766793.1	XP_015179669.1
OG0003785	XP_017753442.1	XP_015176815.1
OG0003787	XP_017761823.1	XP_015175131.1
OG0003788	XP_017760024.1	XP_015176660.1
OG0003789	XP_017752353.1	XP_015175517.1, XP_015175518.1
OG0003790	XP_017754080.1	XP_015190159.1, XP_015190160.1, XP_015190158.1
OG0003791	XP_017760664.1, XP_017760330.1	XP_015185362.1
OG0003792	XP_017761725.1	XP_015174189.1
OG0003793	XP_017759140.1	XP_015183909.1
OG0003794	XP_017758387.1	XP_015176948.1
OG0003795	XP_017758041.1	XP_015187599.1
OG0003796	XP_017761653.1, XP_017761652.1	XP_015184118.1
OG0003797	XP_017757517.1	XP_015171240.1
OG0003798	XP_017758257.1	XP_015188416.1
OG0003799	XP_017755356.1, XP_017755379.1	XP_015187960.1
OG0003800	XP_017759364.1	XP_015186243.1
OG0003801	XP_017752922.1	XP_015183039.1
OG0003803	XP_017764936.1	XP_015182552.1
OG0003804	XP_017760230.1, XP_017760229.1	XP_015171066.1
OG0003805	XP_017764272.1	XP_015182666.1
OG0003806	XP_017762467.1	XP_015189254.1
OG0003807	XP_017759407.1	XP_015179639.1
OG0003808	XP_017756115.1	XP_015180008.1
OG0003809	XP_017754726.1	XP_015171756.1
OG0003810	XP_017764929.1	XP_015171996.1
OG0003811	XP_017764084.1	XP_015190894.1
OG0003812	XP_017766850.1	XP_015172466.1
OG0003813	XP_017757325.1	XP_015179203.1
OG0003814	XP_017761551.1	XP_015172369.1
OG0003815	XP_017754434.1	XP_015172209.1, XP_015172210.1
OG0003816	XP_017763405.1	XP_015181644.1
OG0003817	XP_017754345.1	XP_015171672.1
OG0003818	XP_017753586.1	XP_015188004.1
OG0003819	XP_017752853.1	XP_015179449.1, XP_015179450.1
OG0003820	XP_017754371.1	XP_015190192.1
OG0003821	XP_017766721.1	XP_015180689.1
OG0003822	XP_017763049.1, XP_017763050.1	XP_015185443.1
OG0003823	XP_017755072.1	XP_015186419.1
OG0003824	XP_017754030.1	XP_015184433.1
OG0003825	XP_017754255.1	XP_015178745.1
OG0003826	XP_017765107.1	XP_015190791.1
OG0003827	XP_017757637.1	XP_015189198.1, XP_015189197.1
OG0003828	XP_017755011.1, XP_017755012.1	XP_015178908.1
OG0003829	XP_017763149.1	XP_015174901.1
OG0003830	XP_017762234.1	XP_015182262.1
OG0003831	XP_017759874.1	XP_015179782.1
OG0003832	XP_017760225.1	XP_015185403.1
OG0003833	XP_017762088.1	XP_015186218.1
OG0003834	XP_017764833.1	XP_015184254.1
OG0003835	XP_017759552.1, XP_017759478.1	XP_015182810.1
OG0003837	XP_017765870.1	XP_015179423.1
OG0003838	XP_017765305.1	XP_015182676.1
OG0003839	XP_017764315.1	XP_015180223.1
OG0003840	XP_017759554.1	XP_015183859.1, XP_015183860.1, XP_015183858.1
OG0003841	XP_017765682.1	XP_015189810.1
OG0003842	XP_017763735.1	XP_015189227.1
OG0003843	XP_017752227.1	XP_015180612.1
OG0003844	XP_017761181.1	XP_015175735.1
OG0003845	XP_017764779.1	XP_015182750.1
OG0003846	XP_017755364.1	XP_015191205.1
OG0003847	XP_017767310.1	XP_015187712.1
OG0003848	XP_017757513.1	XP_015187951.1
OG0003849	XP_017766559.1	XP_015188757.1
OG0003850	XP_017764739.1	XP_015179239.1
OG0003851	XP_017757751.1	XP_015171678.1
OG0003852	XP_017763712.1	XP_015182590.1, XP_015182589.1
OG0003853	XP_017766652.1	XP_015186918.1, XP_015186920.1, XP_015186919.1
OG0003854	XP_017762631.1, XP_017762630.1, XP_017752907.1	XP_015175346.1
OG0003855	XP_017758828.1	XP_015188067.1, XP_015188068.1
OG0003856	XP_017753843.1	XP_015174036.1
OG0003857	XP_017753951.1	XP_015180302.1
OG0003858	XP_017758094.1	XP_015186991.1
OG0003859	XP_017766113.1	XP_015185008.1
OG0003860	XP_017765726.1	XP_015173030.1
OG0003861	XP_017765644.1	XP_015182763.1, XP_015182764.1
OG0003862	XP_017762203.1, XP_017762202.1, XP_017762204.1	XP_015186271.1, XP_015186272.1
OG0003863	XP_017754241.1	XP_015171925.1, XP_015171915.1
OG0003864	XP_017758926.1	XP_015186663.1
OG0003865	XP_017763006.1	XP_015179461.1
OG0003866	XP_017760297.1	XP_015191594.1
OG0003867	XP_017752169.1, XP_017752168.1	XP_015176696.1
OG0003869	XP_017755561.1, XP_017755562.1	XP_015190256.1
OG0003870	XP_017755482.1	XP_015188129.1
OG0003871	XP_017763465.1	XP_015175350.1
OG0003873	XP_017757645.1	XP_015189200.1
OG0003874	XP_017757474.1	XP_015173727.1
OG0003875	XP_017755920.1	XP_015190606.1
OG0003876	XP_017761706.1	XP_015174174.1
OG0003877	XP_017766858.1, XP_017766859.1	XP_015177052.1
OG0003878	XP_017760932.1	XP_015172511.1
OG0003879	XP_017756893.1	XP_015190423.1
OG0003880	XP_017754343.1	XP_015184793.1
OG0003881	XP_017755297.1	XP_015176444.1
OG0003882	XP_017755635.1	XP_015189010.1
OG0003883	XP_017762378.1	XP_015184816.1
OG0003884	XP_017753659.1	XP_015178038.1, XP_015178067.1
OG0003885	XP_017756616.1	XP_015183701.1, XP_015183702.1, XP_015183703.1
OG0003887	XP_017767019.1	XP_015174435.1
OG0003888	XP_017761280.1	XP_015187059.1
OG0003889	XP_017764848.1	XP_015181006.1
OG0003890	XP_017759172.1	XP_015171801.1
OG0003891	XP_017765782.1	XP_015177431.1
OG0003892	XP_017767160.1	XP_015177759.1
OG0003893	XP_017762118.1	XP_015187989.1
OG0003894	XP_017759492.1	XP_015174222.1
OG0003895	XP_017758278.1, XP_017765625.1	XP_015182152.1
OG0003896	XP_017756527.1	XP_015185567.1, XP_015185568.1
OG0003897	XP_017761220.1	XP_015182364.1
OG0003898	XP_017759099.1	XP_015183619.1
OG0003899	XP_017763211.1	XP_015184667.1
OG0003900	XP_017763483.1	XP_015178278.1
OG0003901	XP_017765980.1	XP_015176385.1
OG0003902	XP_017762193.1	XP_015189056.1
OG0003903	XP_017757879.1	XP_015185771.1
OG0003904	XP_017764814.1	XP_015186503.1
OG0003905	XP_017754791.1	XP_015175617.1, XP_015175618.1, XP_015175616.1
OG0003906	XP_017756110.1	XP_015186483.1
OG0003907	XP_017767473.1	XP_015184805.1, XP_015176229.1
OG0003908	XP_017759427.1, XP_017759396.1	XP_015173361.1
OG0003909	XP_017759485.1	XP_015191271.1
OG0003910	XP_017754752.1	XP_015184281.1
OG0003911	XP_017767234.1	XP_015185630.1, XP_015185631.1, XP_015185628.1, XP_015185629.1
OG0003912	XP_017762515.1	XP_015182946.1
OG0003913	XP_017767392.1	XP_015184261.1
OG0003914	XP_017760988.1	XP_015186068.1
OG0003915	XP_017758200.1	XP_015175075.1
OG0003916	XP_017764292.1	XP_015181429.1, XP_015181430.1
OG0003917	XP_017765341.1, XP_017765844.1	XP_015191779.1
OG0003918	XP_017766139.1	XP_015184223.1
OG0003919	XP_017767383.1	XP_015176605.1
OG0003920	XP_017767587.1	XP_015186478.1
OG0003921	XP_017761687.1, XP_017766317.1	XP_015177797.1, XP_015177796.1
OG0003922	XP_017765638.1, XP_017761025.1	XP_015190521.1
OG0003923	XP_017766357.1	XP_015171117.1, XP_015171124.1
OG0003924	XP_017765478.1	XP_015182758.1
OG0003925	XP_017757958.1	XP_015182962.1
OG0003926	XP_017756214.1	XP_015181798.1
OG0003927	XP_017757804.1	XP_015186939.1
OG0003928	XP_017755654.1	XP_015191812.1
OG0003929	XP_017759079.1	XP_015186045.1
OG0003930	XP_017754246.1	XP_015175314.1
OG0003931	XP_017766104.1	XP_015179434.1
OG0003932	XP_017764069.1	XP_015183051.1
OG0003933	XP_017761726.1	XP_015174139.1
OG0003934	XP_017762436.1	XP_015185833.1
OG0003935	XP_017767371.1	XP_015178777.1
OG0003936	XP_017760627.1	XP_015181374.1
OG0003937	XP_017762855.1	XP_015188003.1
OG0003938	XP_017766904.1	XP_015185910.1
OG0003939	XP_017767622.1	XP_015182573.1
OG0003940	XP_017752847.1	XP_015176999.1
OG0003941	XP_017765209.1	XP_015191702.1
OG0003942	XP_017766382.1	XP_015190766.1
OG0003943	XP_017755241.1	XP_015176455.1
OG0003944	XP_017754380.1	XP_015177805.1
OG0003945	XP_017759987.1	XP_015183165.1
OG0003946	XP_017755457.1	XP_015187495.1
OG0003947	XP_017756541.1	XP_015185637.1
OG0003948	XP_017754023.1	XP_015176916.1, XP_015176917.1
OG0003950	XP_017757676.1	XP_015178732.1, XP_015178731.1, XP_015178728.1, XP_015178729.1, XP_015178727.1
OG0003951	XP_017756015.1	XP_015183700.1
OG0003952	XP_017763931.1	XP_015171971.1
OG0003953	XP_017760429.1	XP_015174381.1
OG0003954	XP_017763066.1	XP_015179401.1
OG0003955	XP_017752944.1	XP_015189075.1
OG0003956	XP_017758558.1	XP_015191809.1
OG0003957	XP_017766598.1	XP_015187610.1, XP_015187609.1, XP_015187608.1, XP_015187607.1
OG0003958	XP_017758104.1	XP_015174191.1
OG0003959	XP_017757010.1	XP_015184862.1
OG0003960	XP_017755682.1	XP_015174780.1
OG0003961	XP_017754467.1	XP_015176361.1
OG0003962	XP_017765720.1	XP_015178536.1
OG0003963	XP_017767506.1	XP_015182047.1
OG0003964	XP_017767486.1	XP_015176829.1
OG0003965	XP_017753217.1	XP_015183672.1, XP_015183673.1
OG0003966	XP_017762105.1	XP_015171981.1
OG0003967	XP_017762898.1	XP_015191446.1
OG0003968	XP_017752811.1, XP_017752803.1	XP_015180277.1
OG0003969	XP_017765006.1	XP_015191535.1
OG0003970	XP_017755680.1	XP_015177959.1
OG0003971	XP_017766639.1	XP_015187239.1
OG0003972	XP_017752659.1	XP_015180298.1
OG0003973	XP_017761766.1	XP_015180148.1
OG0003974	XP_017764371.1	XP_015181752.1
OG0003975	XP_017764268.1	XP_015175402.1
OG0003976	XP_017761353.1	XP_015183906.1
OG0003977	XP_017765711.1	XP_015190572.1, XP_015190569.1, XP_015190570.1
OG0003978	XP_017763932.1	XP_015174165.1
OG0003979	XP_017753532.1	XP_015181533.1, XP_015181535.1, XP_015181534.1
OG0003980	XP_017762255.1	XP_015179105.1
OG0003981	XP_017765230.1	XP_015179337.1
OG0003982	XP_017754919.1	XP_015171669.1
OG0003983	XP_017759660.1	XP_015177993.1
OG0003984	XP_017758951.1	XP_015178448.1
OG0003985	XP_017752711.1	XP_015180923.1
OG0003986	XP_017753624.1	XP_015182657.1
OG0003987	XP_017762556.1	XP_015180174.1, XP_015180171.1
OG0003988	XP_017767715.1	XP_015178187.1
OG0003989	XP_017757800.1	XP_015171575.1
OG0003990	XP_017762674.1	XP_015188978.1
OG0003991	XP_017754888.1	XP_015177782.1
OG0003992	XP_017759513.1	XP_015176116.1
OG0003993	XP_017764433.1	XP_015181677.1
OG0003994	XP_017758251.1	XP_015181594.1, XP_015181593.1
OG0003995	XP_017757259.1	XP_015172117.1
OG0003996	XP_017758736.1	XP_015179812.1, XP_015179973.1
OG0003997	XP_017763845.1	XP_015191115.1
OG0003998	XP_017755565.1	XP_015190272.1
OG0004000	XP_017756306.1	XP_015183976.1
OG0004002	XP_017767544.1	XP_015180994.1
OG0004003	XP_017757339.1	XP_015174985.1
OG0004004	XP_017762535.1	XP_015183989.1, XP_015183988.1
OG0004005	XP_017766867.1	XP_015185905.1
OG0004006	XP_017766823.1	XP_015183941.1
OG0004008	XP_017756868.1	XP_015173879.1
OG0004009	XP_017752180.1	XP_015173384.1
OG0004010	XP_017764960.1	XP_015173285.1
OG0004012	XP_017764862.1	XP_015188802.1
OG0004013	XP_017763781.1	XP_015184624.1
OG0004014	XP_017752872.1	XP_015183104.1
