Orthogroup	Eufriesea_mexicana	Megachile_rotundata
OG0004320	XP_017756434.1	XP_003704591.2
OG0004321	XP_017761761.1	XP_003704813.1
OG0004322	XP_017767422.1	XP_003699180.1
OG0004323	XP_017760849.1	XP_003699246.1
OG0004324	XP_017767588.1	XP_003703056.1
OG0004325	XP_017757670.1	XP_012142606.1
OG0004326	XP_017757538.1	XP_003707344.1
OG0004327	XP_017755341.1	XP_012139101.1
OG0004328	XP_017765593.1	XP_003700015.1
OG0004329	XP_017758425.1	XP_003701088.1
OG0004330	XP_017753930.1	XP_003703477.1
OG0004331	XP_017767446.1	XP_003704602.1
OG0004332	XP_017757056.1	XP_012138198.1
OG0004333	XP_017760814.1	XP_012154539.1
OG0004334	XP_017759731.1	XP_003700864.1
OG0004335	XP_017757705.1	XP_003702554.1
OG0004336	XP_017767671.1	XP_003705200.1
OG0004337	XP_017759933.1	XP_012139692.1
OG0004338	XP_017762754.1	XP_012135313.1
OG0004339	XP_017756236.1	XP_003701385.1
OG0004340	XP_017767429.1	XP_012149267.1
OG0004341	XP_017766727.1	XP_003708081.1
OG0004342	XP_017756998.1	XP_003708462.1
OG0004343	XP_017766580.1	XP_003704258.1
OG0004344	XP_017753076.1, XP_017753077.1	XP_012145028.1
OG0004345	XP_017761659.1	XP_003701182.1
OG0004346	XP_017756846.1	XP_012150845.1
OG0004347	XP_017766640.1	XP_012143022.1
OG0004348	XP_017752186.1	XP_003700433.1
OG0004349	XP_017759081.1	XP_012147063.1
OG0004350	XP_017755923.1	XP_003703457.1
OG0004351	XP_017753062.1	XP_003705056.1
OG0004352	XP_017767412.1	XP_003704604.1, XP_012143608.1
OG0004353	XP_017756428.1	XP_003706883.1
OG0004354	XP_017764034.1	XP_003701759.1
OG0004355	XP_017757978.1	XP_003701968.2
OG0004356	XP_017754480.1	XP_003699541.1
OG0004357	XP_017757706.1	XP_012138906.1
OG0004358	XP_017754816.1	XP_003701001.1
OG0004359	XP_017762008.1	XP_012148529.1
OG0004360	XP_017755294.1	XP_012139125.1, XP_003702667.2
OG0004361	XP_017755811.1	XP_003699588.1
OG0004362	XP_017752421.1	XP_003705516.1
OG0004363	XP_017760759.1	XP_003699968.1
OG0004364	XP_017756390.1	XP_003700820.2
OG0004365	XP_017759310.1	XP_003708311.2
OG0004366	XP_017756348.1, XP_017754702.1	XP_003701451.1
OG0004367	XP_017757669.1	XP_012142604.1
OG0004368	XP_017755298.1	XP_012139109.1
OG0004369	XP_017759646.1	XP_012149902.1, XP_003707250.1
OG0004370	XP_017757055.1	XP_012138197.1
OG0004371	XP_017758295.1	XP_003705705.1
OG0004372	XP_017756339.1	XP_003701466.1
OG0004373	XP_017758268.1	XP_012137002.1, XP_003701722.1
OG0004374	XP_017765800.1	XP_003707509.1
OG0004375	XP_017760249.1	XP_003706461.1
OG0004376	XP_017755027.1, XP_017752348.1	XP_003706071.1
OG0004377	XP_017764897.1, XP_017764905.1	XP_003699931.1
OG0004378	XP_017763503.1	XP_003703436.1
OG0004379	XP_017758697.1	XP_003706094.1
OG0004380	XP_017764682.1	XP_003705004.2
OG0004381	XP_017764420.1	XP_003700993.1
OG0004382	XP_017754825.1	XP_003699251.1
OG0004383	XP_017759508.1	XP_003705532.2
OG0004384	XP_017753675.1	XP_003701891.1
OG0004385	XP_017760490.1, XP_017764968.1	XP_003705905.1
OG0004386	XP_017765792.1	XP_003701184.1
OG0004387	XP_017757965.1	XP_003707102.1
OG0004388	XP_017764672.1	XP_003708020.1
OG0004389	XP_017752938.1	XP_012153971.1
OG0004391	XP_017763771.1, XP_017763773.1	XP_012137865.1
OG0004392	XP_017764895.1	XP_003706597.1
OG0004394	XP_017755778.1	XP_012140394.1
OG0004395	XP_017766109.1	XP_003703260.1
OG0004396	XP_017764762.1	XP_003707080.1
OG0004397	XP_017759894.1	XP_003702807.1
OG0004398	XP_017767589.1	XP_003706042.1
OG0004399	XP_017756647.1	XP_003702732.2
OG0004400	XP_017762514.1	XP_003702221.1
OG0004401	XP_017754130.1	XP_012151474.1
OG0004402	XP_017765563.1	XP_003701796.1
OG0004403	XP_017760476.1	XP_012153637.1, XP_003700212.1
OG0004404	XP_017757033.1	XP_012146700.1
OG0004405	XP_017754341.1	XP_012142250.1
OG0004406	XP_017765731.1, XP_017765733.1	XP_012139037.1
OG0004407	XP_017762478.1	XP_003700343.1
OG0004408	XP_017756823.1	XP_012146682.1
OG0004409	XP_017766941.1	XP_003701355.1
OG0004410	XP_017754736.1	XP_012136771.1
OG0004411	XP_017763634.1	XP_003705076.1
OG0004412	XP_017760675.1	XP_012154379.1
OG0004413	XP_017752400.1	XP_012147319.1
OG0004414	XP_017766178.1	XP_003699717.1
OG0004415	XP_017759436.1	XP_003704883.1
OG0004416	XP_017757086.1	XP_003705833.1
OG0004417	XP_017761129.1	XP_012147831.1, XP_012147834.1
OG0004418	XP_017755567.1	XP_003703070.1
OG0004419	XP_017765424.1	XP_012144629.1
OG0004420	XP_017757176.1	XP_003706207.1
OG0004421	XP_017761514.1	XP_012139538.1
OG0004422	XP_017758805.1	XP_012150622.1, XP_012150621.1
OG0004423	XP_017763550.1	XP_012153838.1
OG0004424	XP_017762066.1	XP_012142579.1
OG0004425	XP_017752465.1	XP_012138593.1, XP_003702415.2
OG0004426	XP_017757608.1	XP_003707339.1
OG0004427	XP_017757285.1	XP_003708159.1
OG0004428	XP_017765383.1	XP_003707089.2
OG0004429	XP_017759125.1	XP_003705879.1
OG0004430	XP_017763244.1	XP_012150034.1
OG0004431	XP_017758130.1	XP_003704738.1
OG0004432	XP_017757892.1	XP_003704525.1
OG0004433	XP_017755329.1	XP_003707469.1
OG0004434	XP_017765030.1	XP_012146914.1
OG0004436	XP_017765324.1	XP_003699927.1
OG0004437	XP_017759482.1, XP_017759483.1	XP_012145845.1
OG0004438	XP_017763181.1	XP_003702863.1
OG0004439	XP_017753384.1	XP_003701855.1
OG0004440	XP_017763180.1	XP_003702862.1, XP_012139854.1, XP_012139853.1
OG0004441	XP_017755797.1	XP_003704853.1
OG0004443	XP_017767316.1	XP_003699433.1
OG0004444	XP_017754223.1	XP_012151465.1
OG0004445	XP_017755420.1	XP_003704053.1
OG0004446	XP_017752278.1	XP_012141308.1
OG0004447	XP_017762900.1	XP_012139003.1, XP_012138998.1
OG0004448	XP_017764399.1	XP_003700438.1, XP_012154087.1
OG0004449	XP_017753399.1	XP_003707245.1
OG0004450	XP_017752187.1	XP_003700449.2
OG0004451	XP_017766218.1	XP_003707011.1
OG0004452	XP_017753584.1	XP_012154368.1
OG0004454	XP_017764740.1	XP_012149314.1
OG0004455	XP_017757445.1	XP_012150316.1
OG0004456	XP_017766299.1	XP_012146514.1, XP_012146513.1
OG0004457	XP_017756670.1	XP_003704491.2
OG0004458	XP_017764143.1	XP_012137037.1
OG0004459	XP_017767641.1, XP_017767637.1	XP_012139978.1
OG0004460	XP_017767292.1	XP_012152928.1, XP_012152929.1
OG0004461	XP_017752231.1	XP_012140462.1
OG0004462	XP_017756492.1	XP_012144354.1
OG0004463	XP_017764552.1	XP_003703736.1
OG0004464	XP_017753370.1	XP_012148269.1
OG0004465	XP_017754066.1	XP_003703807.1
OG0004466	XP_017761239.1	XP_003701935.1
OG0004467	XP_017752379.1, XP_017752311.1	XP_012147227.1
OG0004468	XP_017752407.1	XP_003703980.2
OG0004469	XP_017761486.1	XP_012150929.1
OG0004470	XP_017754278.1	XP_003703527.1
OG0004471	XP_017755645.1	XP_003705185.1
OG0004472	XP_017756381.1	XP_003700819.1
OG0004473	XP_017767372.1	XP_003707004.1
OG0004474	XP_017763207.1	XP_012145762.1
OG0004475	XP_017763151.1	XP_003706568.1
OG0004476	XP_017760880.1	XP_012148809.1
OG0004477	XP_017752824.1	XP_003708567.1
OG0004478	XP_017765458.1	XP_003703828.2
OG0004479	XP_017757275.1	XP_003708190.1
OG0004480	XP_017758578.1	XP_003699475.1
OG0004481	XP_017753097.1, XP_017765636.1	XP_012145027.1
OG0004482	XP_017753658.1	XP_003701892.1
OG0004483	XP_017764783.1	XP_003699258.2
OG0004484	XP_017761113.1	XP_003705160.1, XP_012144937.1
OG0004485	XP_017766144.1	XP_003703258.1
OG0004486	XP_017754174.1	XP_003708008.1
OG0004487	XP_017761328.1, XP_017761329.1	XP_012149812.1
OG0004488	XP_017754869.1	XP_003707730.2
OG0004489	XP_017755598.1	XP_003705233.1
OG0004490	XP_017755990.1	XP_003701820.1
OG0004491	XP_017755354.1	XP_003706083.1
OG0004492	XP_017755519.1	XP_003707189.1
OG0004493	XP_017765756.1	XP_003704443.1
OG0004494	XP_017758448.1	XP_003699733.1
OG0004495	XP_017758907.1	XP_003700146.1
OG0004496	XP_017759114.1	XP_003703226.1
OG0004497	XP_017764871.1, XP_017756016.1	XP_003708675.1
OG0004498	XP_017760442.1	XP_003706945.1
OG0004499	XP_017766911.1	XP_012136168.1
OG0004500	XP_017758085.1	XP_012143916.1
OG0004501	XP_017764488.1	XP_012143109.1
OG0004502	XP_017753921.1	XP_003703479.1
OG0004503	XP_017755258.1, XP_017755257.1	XP_012150000.1
OG0004504	XP_017762253.1	XP_003699235.1
OG0004505	XP_017757338.1	XP_012152188.1
OG0004506	XP_017757917.1	XP_003704493.1
OG0004507	XP_017766041.1	XP_012151666.1
OG0004508	XP_017754779.1	XP_012143722.1
OG0004509	XP_017753126.1	XP_003703114.1
OG0004510	XP_017765258.1	XP_003705980.1
OG0004511	XP_017765853.1	XP_003699442.1
OG0004512	XP_017753578.1	XP_003700429.1
OG0004513	XP_017767435.1	XP_012149103.1
OG0004514	XP_017752638.1	XP_003708517.1
OG0004515	XP_017755516.1, XP_017755539.1, XP_017755744.1	XP_003699860.1
OG0004516	XP_017758199.1	XP_012137778.1
OG0004517	XP_017763709.1	XP_003705768.1
OG0004519	XP_017759027.1	XP_003699375.1
OG0004520	XP_017764712.1	XP_003706923.1
OG0004521	XP_017761681.1	XP_003705876.1
OG0004522	XP_017765181.1	XP_003701811.1
OG0004523	XP_017763414.1	XP_003707737.1
OG0004524	XP_017760607.1	XP_003699813.2
OG0004525	XP_017762090.1, XP_017762091.1	XP_003704967.1
OG0004526	XP_017756142.1	XP_012134614.1
OG0004527	XP_017752422.1, XP_017752423.1	XP_003708080.1
OG0004528	XP_017765265.1	XP_012153246.1
OG0004529	XP_017752469.1	XP_012153484.1
OG0004530	XP_017756557.1	XP_012152788.1
OG0004531	XP_017760464.1	XP_003702624.1
OG0004532	XP_017766407.1	XP_012138389.1
OG0004533	XP_017763618.1	XP_003705114.1
OG0004534	XP_017767013.1	XP_012145877.1, XP_012145867.1
OG0004535	XP_017758665.1, XP_017758666.1	XP_003706769.1
OG0004536	XP_017761720.1	XP_012148778.1, XP_012148776.1
OG0004537	XP_017756367.1	XP_012134991.1
OG0004538	XP_017756285.1	XP_003701570.1
OG0004539	XP_017762377.1, XP_017765492.1	XP_003705811.1
OG0004540	XP_017754634.1	XP_003705406.1
OG0004541	XP_017755161.1, XP_017755149.1	XP_003708509.1
OG0004542	XP_017754472.1	XP_012143407.1
OG0004543	XP_017763782.1	XP_012143727.1
OG0004544	XP_017757617.1	XP_012139193.1
OG0004545	XP_017761005.1	XP_003708051.1
OG0004546	XP_017760658.1	XP_003701009.1
OG0004547	XP_017757466.1	XP_003702683.2
OG0004548	XP_017757343.1	XP_012152218.1
OG0004549	XP_017757400.1	XP_003707412.1
OG0004550	XP_017764339.1	XP_012144472.1
OG0004551	XP_017764568.1	XP_003702477.1
OG0004552	XP_017763144.1	XP_003706570.2
OG0004553	XP_017758844.1	XP_003707631.1
OG0004554	XP_017766579.1	XP_012140432.1, XP_012140433.1
OG0004555	XP_017763888.1	XP_012150024.1
OG0004556	XP_017756804.1	XP_012150866.1
OG0004557	XP_017766444.1	XP_012136707.1
OG0004558	XP_017763249.1	XP_003700075.1
OG0004559	XP_017763939.1	XP_003702474.1
OG0004560	XP_017752527.1	XP_012135956.1
OG0004561	XP_017761913.1	XP_012151205.1
OG0004562	XP_017763937.1	XP_003702450.1, XP_012138642.1, XP_012138641.1, XP_012138640.1
OG0004563	XP_017757324.1	XP_012152233.1
OG0004564	XP_017752276.1	XP_003703495.1
OG0004565	XP_017761266.1	XP_003706326.1
OG0004566	XP_017766984.1	XP_003707796.1
OG0004567	XP_017759122.1	XP_003703721.1
OG0004568	XP_017758888.1	XP_003707587.1
OG0004569	XP_017764716.1	XP_012149458.1
OG0004570	XP_017754722.1, XP_017754729.1	XP_003700973.1
OG0004571	XP_017762939.1	XP_012137027.1
OG0004572	XP_017758247.1	XP_003700784.1
OG0004573	XP_017756746.1	XP_012141152.1
OG0004574	XP_017766115.1	XP_003703263.1
OG0004575	XP_017766542.1	XP_003703212.2
OG0004576	XP_017753534.1	XP_012151343.1
OG0004577	XP_017756098.1	XP_012134626.1
OG0004578	XP_017761377.1	XP_003707277.1
OG0004579	XP_017759650.1	XP_003704666.1
OG0004580	XP_017763930.1	XP_012138626.1
OG0004581	XP_017762356.1	XP_012144339.1
OG0004582	XP_017764350.1	XP_003700777.1
OG0004583	XP_017765099.1	XP_003705957.1
OG0004584	XP_017763004.1	XP_012153358.1
OG0004585	XP_017763757.1	XP_003704641.1
OG0004586	XP_017756433.1	XP_003704599.1, XP_012143567.1
OG0004587	XP_017759997.1, XP_017759998.1	XP_012153758.1
OG0004588	XP_017759732.1	XP_003700869.1
OG0004589	XP_017757417.1	XP_003707458.1, XP_012150296.1
OG0004590	XP_017756287.1	XP_003701463.1
OG0004591	XP_017756510.1	XP_012135362.1
OG0004592	XP_017752786.1, XP_017752787.1	XP_012141212.1, XP_003699624.1
OG0004593	XP_017761070.1	XP_003702035.1
OG0004594	XP_017755639.1	XP_003700364.1
OG0004595	XP_017763145.1	XP_012145972.1
OG0004596	XP_017752812.1	XP_003701409.1
OG0004597	XP_017761933.1	XP_012148566.1
OG0004598	XP_017752871.1	XP_003700735.1
OG0004599	XP_017764181.1	XP_012138826.1, XP_003702496.2
OG0004600	XP_017758812.1	XP_012150656.1
OG0004601	XP_017767364.1	XP_012149244.1
OG0004602	XP_017765409.1	XP_003706937.2
OG0004603	XP_017766750.1	XP_012142865.1, XP_012142862.1
OG0004604	XP_017761346.1	XP_003707274.1
OG0004605	XP_017761460.1	XP_003700554.1
OG0004606	XP_017759484.1	XP_012148255.1
OG0004607	XP_017756474.1	XP_012149200.1, XP_003706888.1
OG0004608	XP_017763675.1	XP_003703026.1
OG0004609	XP_017761433.1	XP_012147945.1
OG0004610	XP_017764089.1	XP_003700045.1
OG0004611	XP_017765177.1	XP_003702115.1
OG0004612	XP_017755611.1	XP_003700379.1
OG0004613	XP_017755157.1	XP_003708487.1
OG0004614	XP_017764829.1	XP_003704082.1
OG0004615	XP_017764360.1	XP_012140179.1, XP_012140180.1
OG0004616	XP_017754761.1	XP_003702344.1
OG0004617	XP_017755113.1	XP_012147507.1
OG0004618	XP_017766045.1	XP_012151422.1
OG0004619	XP_017756911.1	XP_003707557.1
OG0004620	XP_017767020.1	XP_003699876.2
OG0004621	XP_017757184.1	XP_012147431.1
OG0004622	XP_017759108.1	XP_012145289.1
OG0004623	XP_017760170.1	XP_012140642.1, XP_012140643.1
OG0004624	XP_017762278.1	XP_003699229.1
OG0004625	XP_017756293.1	XP_003701581.1
OG0004626	XP_017764938.1	XP_012148238.1
OG0004627	XP_017767382.1	XP_003706856.1
OG0004628	XP_017764076.1	XP_012150603.1, XP_012150601.1
OG0004629	XP_017766572.1	XP_012142789.1
OG0004630	XP_017757398.1	XP_012148909.1, XP_012148908.1, XP_012148910.1
OG0004631	XP_017762452.1	XP_012146266.1
OG0004632	XP_017753311.1	XP_003706586.1
OG0004633	XP_017761895.1	XP_012147150.1
OG0004634	XP_017760763.1	XP_003700605.1
OG0004635	XP_017758402.1	XP_003707694.1
OG0004636	XP_017765822.1	XP_003699436.1
OG0004637	XP_017758283.1	XP_012140854.1
OG0004638	XP_017755554.1	XP_003699862.1
OG0004639	XP_017765875.1	XP_003699444.1
OG0004640	XP_017762352.1	XP_003706330.1
OG0004641	XP_017758991.1	XP_003701119.1
OG0004642	XP_017763441.1	XP_003703442.2, XP_012141061.1
OG0004643	XP_017765760.1	XP_003705008.1
OG0004644	XP_017762047.1	XP_012142575.1, XP_003704166.1
OG0004645	XP_017762010.1, XP_017762017.1	XP_012147986.1
OG0004646	XP_017756112.1	XP_003701317.1
OG0004647	XP_017761909.1	XP_012136301.1
OG0004648	XP_017759061.1	XP_012147035.1
OG0004649	XP_017757587.1	XP_012150209.1
OG0004650	XP_017765448.1	XP_012141801.1, XP_003703766.1
OG0004651	XP_017766964.1	XP_012137341.1
OG0004652	XP_017759351.1	XP_003702877.2
OG0004653	XP_017757068.1	XP_012143522.1
OG0004654	XP_017765257.1	XP_003705910.1
OG0004655	XP_017760684.1	XP_012135444.1
OG0004656	XP_017764632.1	XP_012145676.1
OG0004657	XP_017762040.1	XP_012144944.1
OG0004658	XP_017762402.1	XP_003705670.1
OG0004659	XP_017753106.1	XP_012143255.1
OG0004660	XP_017762695.1	XP_003702031.1
OG0004661	XP_017765133.1	XP_003702032.1
OG0004662	XP_017755593.1	XP_003700398.2
OG0004663	XP_017758063.1	XP_003704774.1
OG0004664	XP_017753610.1	XP_003700443.2
OG0004665	XP_017759877.1	XP_003702808.1
OG0004666	XP_017759666.1	XP_003704715.1
OG0004667	XP_017753416.1	XP_003700188.1
OG0004668	XP_017767598.1	XP_012143102.1
OG0004669	XP_017755594.1	XP_003700400.1
OG0004670	XP_017755166.1	XP_003703090.1
OG0004671	XP_017766025.1, XP_017766024.1, XP_017766023.1	XP_003703752.1
OG0004672	XP_017756793.1	XP_012146671.1
OG0004673	XP_017757775.1	XP_012143055.1
OG0004674	XP_017762050.1	XP_012146989.1
OG0004675	XP_017761052.1	XP_012148618.1
OG0004677	XP_017764901.1	XP_012150907.1, XP_012150903.1
OG0004678	XP_017752919.1	XP_012136134.1
OG0004679	XP_017756969.1	XP_012153148.1
OG0004681	XP_017765941.1	XP_012137987.1
OG0004682	XP_017764818.1	XP_003704061.2
OG0004683	XP_017767706.1	XP_012145212.1
OG0004684	XP_017757851.1	XP_003706974.1
OG0004685	XP_017754930.1	XP_003701245.1, XP_012135914.1
OG0004686	XP_017757935.1	XP_003704562.2
OG0004687	XP_017752456.1	XP_012138592.1, XP_003702412.1
OG0004688	XP_017758698.1	XP_003706093.1
OG0004689	XP_017753308.1	XP_012136351.1
OG0004690	XP_017757188.1	XP_012152948.1
OG0004691	XP_017767174.1	XP_012139871.1
OG0004692	XP_017767175.1	XP_012139416.1
OG0004693	XP_017754075.1	XP_003703810.2
OG0004694	XP_017764203.1	XP_003702492.1
OG0004695	XP_017753032.1	XP_003707243.1
OG0004696	XP_017755848.1	XP_003704886.1, XP_012144198.1
OG0004697	XP_017760982.1	XP_012144656.1, XP_012144657.1
OG0004698	XP_017755692.1	XP_003706361.1
OG0004699	XP_017767366.1	XP_003707000.2
OG0004700	XP_017761363.1	XP_012150068.1
OG0004701	XP_017752756.1	XP_012147761.1
OG0004702	XP_017765025.1	XP_012146908.1
OG0004703	XP_017755948.1	XP_012145444.1
OG0004704	XP_017757576.1, XP_017758362.1	XP_003699729.2
OG0004705	XP_017761961.1	XP_003707213.1
OG0004706	XP_017762399.1, XP_017762398.1	XP_003705571.1, XP_012145988.1
OG0004707	XP_017755331.1	XP_012149987.1
OG0004708	XP_017752823.1	XP_012153983.1
OG0004709	XP_017754437.1	XP_003701036.1
OG0004710	XP_017755586.1	XP_003705180.1, XP_012145148.1
OG0004711	XP_017765754.1	XP_003704462.1
OG0004712	XP_017753630.1	XP_003706242.1
OG0004713	XP_017752261.1	XP_012141312.1
OG0004714	XP_017767333.1	XP_012134489.1, XP_012138256.1
OG0004715	XP_017752777.1	XP_003708570.2
OG0004716	XP_017757487.1	XP_012139203.1
OG0004717	XP_017755905.1	XP_003705863.1
OG0004718	XP_017753751.1	XP_012136319.1
OG0004719	XP_017762388.1	XP_012136922.1
OG0004720	XP_017765767.1	XP_012144572.1
OG0004721	XP_017760677.1	XP_003699989.1
OG0004722	XP_017763672.1	XP_003706278.1
OG0004723	XP_017755733.1	XP_012147216.1, XP_003699858.1
OG0004724	XP_017763487.1	XP_012141564.1
OG0004726	XP_017765444.1, XP_017765445.1	XP_003705048.1
OG0004727	XP_017759010.1, XP_017759009.1, XP_017759008.1, XP_017759007.1, XP_017759006.1, XP_017759011.1	XP_012135714.1
OG0004728	XP_017762094.1	XP_003705361.1
OG0004729	XP_017755580.1	XP_012145171.1
OG0004730	XP_017759374.1	XP_012152650.1
OG0004731	XP_017767700.1	XP_003705249.1
OG0004732	XP_017758048.1	XP_003704769.1
OG0004733	XP_017761232.1, XP_017761233.1	XP_003699533.1
OG0004734	XP_017761058.1	XP_003707825.1
OG0004735	XP_017766766.1, XP_017766767.1	XP_012142776.1
OG0004736	XP_017765926.1	XP_012142029.1
OG0004737	XP_017753210.1	XP_012140100.1
OG0004739	XP_017765346.1	XP_012144083.1
OG0004740	XP_017755976.1	XP_003706314.2
OG0004741	XP_017763332.1	XP_012145466.1
OG0004742	XP_017758677.1	XP_003700956.1
OG0004743	XP_017752424.1	XP_003708075.1
OG0004744	XP_017755540.1	XP_012138943.1
OG0004745	XP_017758255.1	XP_012134725.1
OG0004746	XP_017755507.1	XP_003700235.1
OG0004747	XP_017759365.1	XP_012152545.1
OG0004748	XP_017763194.1	XP_012139855.1
OG0004749	XP_017762883.1, XP_017762882.1	XP_012152624.1, XP_012152626.1, XP_012152625.1
OG0004750	XP_017761964.1	XP_003706250.1
OG0004751	XP_017752237.1	XP_012143240.1
OG0004752	XP_017760140.1	XP_003701096.1, XP_012135530.1, XP_012135529.1
OG0004753	XP_017754940.1	XP_003701154.1
OG0004754	XP_017762067.1	XP_003704149.2
OG0004755	XP_017761174.1	XP_012147848.1, XP_012147847.1
OG0004756	XP_017758662.1	XP_003700854.1, XP_012135154.1
OG0004757	XP_017757915.1	XP_003704504.1, XP_012143292.1
OG0004758	XP_017762143.1	XP_012142506.1
OG0004759	XP_017764109.1	XP_003707819.2
OG0004760	XP_017758877.1	XP_003707654.1
OG0004761	XP_017762069.1	XP_003705929.1
OG0004762	XP_017767492.1	XP_012149033.1
OG0004763	XP_017757299.1	XP_012148497.1
OG0004764	XP_017765821.1	XP_003699486.1
OG0004765	XP_017754947.1	XP_003701153.1
OG0004766	XP_017762960.1	XP_003701874.1
OG0004767	XP_017756420.1	XP_012136578.1, XP_003701461.1
OG0004768	XP_017756012.1	XP_012135021.1
OG0004769	XP_017767099.1	XP_003699884.1
OG0004770	XP_017762393.1	XP_012140339.1
OG0004771	XP_017756292.1	XP_012136659.1
OG0004772	XP_017767564.1	XP_003705616.2
OG0004773	XP_017754438.1	XP_003701034.1
OG0004774	XP_017758692.1	XP_003706095.1
OG0004775	XP_017758559.1	XP_003703039.1
OG0004776	XP_017764096.1	XP_003707594.1
OG0004777	XP_017757226.1	XP_012135002.1
OG0004778	XP_017758114.1	XP_003701525.1
OG0004779	XP_017753129.1	XP_012148278.1
OG0004780	XP_017756195.1	XP_003704974.1
OG0004781	XP_017756927.1	XP_003707549.1
OG0004782	XP_017761518.1	XP_012139532.1
OG0004783	XP_017755590.1	XP_012154012.1
OG0004784	XP_017758695.1	XP_003706096.1
OG0004785	XP_017755796.1	XP_012144305.1
OG0004786	XP_017759474.1	XP_012140823.1
OG0004787	XP_017762041.1	XP_012147002.1
OG0004788	XP_017763032.1	XP_012153355.1
OG0004789	XP_017755575.1	XP_012153801.1
OG0004790	XP_017765392.1	XP_012144103.1
OG0004791	XP_017753802.1	XP_003708551.1
OG0004792	XP_017758420.1	XP_012143270.1
OG0004793	XP_017753964.1	XP_012136197.1
OG0004794	XP_017755424.1	XP_012136439.1
OG0004795	XP_017753935.1	XP_012141224.1
OG0004796	XP_017760406.1	XP_012134782.1
OG0004797	XP_017754270.1	XP_003703509.1
OG0004799	XP_017752124.1, XP_017752125.1	XP_012140576.1
OG0004800	XP_017753616.1	XP_003704536.1
OG0004801	XP_017754258.1	XP_012141377.1
OG0004802	XP_017756691.1	XP_012134755.1
OG0004803	XP_017760200.1	XP_012141815.1
OG0004804	XP_017753413.1	XP_003704703.1
OG0004805	XP_017753145.1	XP_003703124.1
OG0004806	XP_017762649.1	XP_012150130.1
OG0004807	XP_017756123.1	XP_003700194.1
OG0004808	XP_017759116.1	XP_012145282.1
OG0004809	XP_017754893.1	XP_003707809.1
OG0004811	XP_017767025.1	XP_003699879.2
OG0004812	XP_017766199.1	XP_003703978.1
OG0004813	XP_017765871.1	XP_003699443.1
OG0004814	XP_017766011.1	XP_012151590.1
OG0004815	XP_017758986.1	XP_012135753.1
OG0004816	XP_017756605.1	XP_012143576.1
OG0004817	XP_017757406.1	XP_012145077.1
OG0004818	XP_017759686.1	XP_012151388.1
OG0004819	XP_017761832.1	XP_012153529.1
OG0004820	XP_017757940.1	XP_003701969.1
OG0004821	XP_017753102.1	XP_003703904.1
OG0004822	XP_017754070.1	XP_003700580.1
OG0004823	XP_017766467.1	XP_003702321.1
OG0004824	XP_017762722.1	XP_003701619.1
OG0004825	XP_017763570.1	XP_012147864.1, XP_003706440.1, XP_012147865.1
OG0004826	XP_017760857.1	XP_012147646.1
OG0004827	XP_017755244.1, XP_017755243.1	XP_003707391.1
OG0004828	XP_017763539.1	XP_012153858.1
OG0004829	XP_017756422.1	XP_012149170.1, XP_003707028.1
OG0004830	XP_017758139.1	XP_003706813.1
OG0004831	XP_017763014.1	XP_012153336.1
OG0004832	XP_017758191.1, XP_017767560.1	XP_012147719.1
OG0004833	XP_017756139.1	XP_003704937.2
OG0004834	XP_017755148.1	XP_003705312.1
OG0004835	XP_017752936.1	XP_012134783.1
OG0004836	XP_017765388.1	XP_003706926.2
OG0004837	XP_017765807.1	XP_012141500.1
OG0004838	XP_017755964.1	XP_012151084.1, XP_012151085.1, XP_012151086.1
OG0004839	XP_017765819.1	XP_012138378.1
OG0004840	XP_017763682.1	XP_012144542.1
OG0004841	XP_017763926.1	XP_003701780.1
OG0004842	XP_017755360.1	XP_012142192.1
OG0004843	XP_017753355.1	XP_003706615.1
OG0004844	XP_017760727.1	XP_003705731.1
OG0004845	XP_017765752.1	XP_003704460.1
OG0004846	XP_017760529.1	XP_012138603.1
OG0004847	XP_017754290.1	XP_003703680.1
OG0004848	XP_017759566.1	XP_003704039.1
OG0004850	XP_017760866.1	XP_012138112.1
OG0004851	XP_017754410.1	XP_012146159.1
OG0004852	XP_017765134.1	XP_012137806.1
OG0004853	XP_017763865.1	XP_012138173.1
OG0004854	XP_017755723.1	XP_012144162.1
OG0004855	XP_017757128.1	XP_003706186.2
OG0004856	XP_017763492.1	XP_012141011.1
OG0004857	XP_017767470.1	XP_012149014.1
OG0004858	XP_017757599.1	XP_003705238.1
OG0004859	XP_017760432.1	XP_003705501.1
OG0004860	XP_017765429.1	XP_003700126.1, XP_012150869.1
OG0004861	XP_017766454.1	XP_012136691.1
OG0004862	XP_017763893.1	XP_012139106.1
OG0004863	XP_017762680.1	XP_012151074.1
OG0004864	XP_017756805.1	XP_012150864.1, XP_012150865.1
OG0004865	XP_017764154.1	XP_003701768.1
OG0004866	XP_017767479.1	XP_012136606.1
OG0004867	XP_017764815.1	XP_012142390.1
OG0004868	XP_017761801.1	XP_012152209.1
OG0004869	XP_017757352.1	XP_012152210.1
OG0004870	XP_017753977.1	XP_003701358.2
OG0004871	XP_017764959.1	XP_012146787.1, XP_012146786.1, XP_012146780.1
OG0004872	XP_017757948.1	XP_003704547.1
OG0004873	XP_017763551.1	XP_012140894.1
OG0004874	XP_017755968.1	XP_012134976.1
OG0004875	XP_017760679.1	XP_012154518.1, XP_012154519.1, XP_012154520.1
