Orthogroup	Eufriesea_mexicana	Acyrthosiphon_pisum
OG0003909	XP_017759485.1	XP_008188131.1, XP_001948205.2, XP_029346791.1
OG0003910	XP_017754752.1	XP_001948398.2
OG0003911	XP_017767234.1	XP_001948475.2
OG0003912	XP_017762515.1	XP_001948509.2
OG0003913	XP_017767392.1	XP_008189865.1, XP_001948669.2
OG0003914	XP_017760988.1	XP_001948813.1
OG0003915	XP_017758200.1	XP_001948850.2, XP_016664457.1
OG0003916	XP_017764292.1	XP_001948870.2
OG0003917	XP_017765341.1, XP_017765844.1	XP_001948879.2
OG0003918	XP_017766139.1	XP_001948892.2, XP_029342874.1, XP_029342875.1
OG0003919	XP_017767383.1	XP_001948898.1
OG0003920	XP_017767587.1	XP_001948976.1
OG0003921	XP_017761687.1, XP_017766317.1	XP_001948985.1
OG0003922	XP_017765638.1, XP_017761025.1	XP_001949071.2
OG0003923	XP_017766357.1	XP_001949183.2
OG0003924	XP_017765478.1	XP_001949258.2
OG0003925	XP_017757958.1	XP_001949278.1
OG0003926	XP_017756214.1	XP_008178997.1, XP_001949288.2
OG0003927	XP_017757804.1	XP_001949298.1
OG0003928	XP_017755654.1	XP_003246652.1, XP_001949388.2, XP_008186215.1
OG0003929	XP_017759079.1	XP_001949455.1
OG0003930	XP_017754246.1	XP_003248224.1, XP_001949484.2
OG0003931	XP_017766104.1	XP_001949495.1
OG0003932	XP_017764069.1	XP_001949508.2
OG0003933	XP_017761726.1	XP_001949541.1
OG0003934	XP_017762436.1	XP_001950920.2, XP_001949592.2, XP_029343888.1, XP_029342436.1
OG0003935	XP_017767371.1	XP_001949785.1
OG0003936	XP_017760627.1	XP_001950018.1
OG0003937	XP_017762855.1	XP_001950019.2
OG0003938	XP_017766904.1	XP_001950061.2
OG0003939	XP_017767622.1	XP_001950067.2
OG0003940	XP_017752847.1	XP_001950086.2
OG0003941	XP_017765209.1	XP_001950247.1
OG0003942	XP_017766382.1	XP_001950298.2
OG0003943	XP_017755241.1	XP_001950368.3
OG0003944	XP_017754380.1	XP_029342219.1, XP_001950375.1, XP_029344247.1
OG0003945	XP_017759987.1	XP_016656392.1, XP_001950376.1, XP_016656393.1
OG0003946	XP_017755457.1	XP_001950380.1
OG0003947	XP_017756541.1	XP_001950488.2
OG0003948	XP_017754023.1	XP_001950499.3
OG0003950	XP_017757676.1	XP_001950597.1
OG0003951	XP_017756015.1	XP_001950703.1
OG0003952	XP_017763931.1	XP_029348172.1, XP_016660810.1, XP_001950767.2, XP_029341293.1, XP_029348171.1
OG0003953	XP_017760429.1	XP_001950785.1
OG0003954	XP_017763066.1	XP_008187234.1, XP_008187235.1, XP_008187236.1, XP_008187237.1, XP_001950852.1
OG0003955	XP_017752944.1	XP_001950884.1
OG0003956	XP_017758558.1	XP_001950982.1
OG0003957	XP_017766598.1	XP_001950987.1
OG0003958	XP_017758104.1	XP_008187611.1, XP_001951009.2
OG0003959	XP_017757010.1	XP_001951019.2
OG0003960	XP_017755682.1	XP_001951100.1, XP_008182492.1
OG0003961	XP_017754467.1	XP_001951227.2
OG0003962	XP_017765720.1	XP_001951372.2
OG0003963	XP_017767506.1	XP_001951429.1
OG0003964	XP_017767486.1	XP_001951601.1
OG0003965	XP_017753217.1	XP_001951710.1, XP_016662434.1, XP_008186106.1
OG0003966	XP_017762105.1	XP_001951807.1
OG0003967	XP_017762898.1	XP_001951859.1
OG0003968	XP_017752811.1, XP_017752803.1	XP_001952043.1
OG0003969	XP_017765006.1	XP_016660998.1, XP_001952289.1, XP_029347568.1, XP_008189366.2
OG0003970	XP_017755680.1	XP_001952292.1
OG0003971	XP_017766639.1	XP_001952327.2
OG0003972	XP_017752659.1	XP_029348232.1, XP_001952345.1
OG0003973	XP_017761766.1	XP_001952355.1
OG0003974	XP_017764371.1	XP_001952405.1
OG0003975	XP_017764268.1	XP_029342158.1, XP_001952469.1
OG0003976	XP_017761353.1	XP_001952484.1, XP_029345704.1, XP_029344829.1
OG0003977	XP_017765711.1	XP_001952504.1
OG0003978	XP_017763932.1	XP_001952564.1
OG0003979	XP_017753532.1	XP_001952579.3
OG0003980	XP_017762255.1	XP_001952581.1
OG0003981	XP_017765230.1	XP_001952625.2
OG0003982	XP_017754919.1	XP_003245839.1, XP_001952627.2
OG0003983	XP_017759660.1	XP_001952666.2
OG0003984	XP_017758951.1	XP_001952756.2, XP_003244750.1, XP_008183410.1
OG0003985	XP_017752711.1	XP_001952858.2
OG0003986	XP_017753624.1	XP_001952875.2, XP_008182754.1, XP_008182755.1
OG0003987	XP_017762556.1	XP_003240357.1
OG0003988	XP_017767715.1	XP_003240647.1
OG0003989	XP_017757800.1	XP_003240969.1
OG0003990	XP_017762674.1	XP_003242527.1
OG0003991	XP_017754888.1	XP_003241415.1
OG0003992	XP_017759513.1	XP_003241580.1
OG0003993	XP_017764433.1	XP_008178727.1, XP_003241610.1
OG0003994	XP_017758251.1	XP_003241685.1, XP_008178832.1
OG0003995	XP_017757259.1	XP_003241698.3, XP_029347519.1, XP_016656548.1
OG0003996	XP_017758736.1	XP_003242191.1
OG0003997	XP_017763845.1	XP_003242276.1, XP_003247927.1
OG0003998	XP_017755565.1	XP_003242376.1
OG0003999	XP_017762828.1	XP_003242605.1
OG0004000	XP_017756306.1	XP_008183189.1, XP_029342808.1, XP_003242619.1
OG0004002	XP_017767544.1	XP_003242837.1
OG0004003	XP_017757339.1	XP_003242877.1
OG0004004	XP_017762535.1	XP_003242949.1
OG0004005	XP_017766867.1	XP_003243356.1
OG0004006	XP_017766823.1	XP_003243499.1
OG0004008	XP_017756868.1	XP_003243801.2
OG0004009	XP_017752180.1	XP_003244002.1, XP_003244010.1
OG0004010	XP_017764960.1	XP_003244233.1
OG0004011	XP_017759612.1	XP_003244402.1
OG0004012	XP_017764862.1	XP_003245275.1
OG0004013	XP_017763781.1	XP_003245365.1
OG0004014	XP_017752872.1	XP_029344034.1, XP_003245369.1
OG0004015	XP_017765313.1	XP_016663354.1, XP_029343300.1, XP_029342121.1, XP_003245777.1
OG0004016	XP_017753986.1, XP_017753987.1	XP_029342325.1
OG0004017	XP_017757832.1	XP_003246135.1
OG0004018	XP_017760710.1, XP_017760709.1	XP_003246201.1
OG0004019	XP_017755582.1	XP_003246415.1, XP_029342049.1
OG0004020	XP_017761818.1	XP_003246485.2
OG0004021	XP_017753611.1	XP_003246496.1
OG0004022	XP_017766201.1, XP_017766202.1, XP_017766200.1	XP_003246762.1
OG0004023	XP_017755468.1	XP_003246871.2, XP_008186541.1
OG0004024	XP_017762718.1	XP_029347323.1, XP_016662784.1, XP_003246874.1, XP_003246873.1
OG0004025	XP_017754444.1	XP_003246983.1
OG0004026	XP_017760477.1, XP_017760489.1	XP_003247003.1
OG0004027	XP_017764802.1	XP_003247146.1
OG0004028	XP_017765361.1	XP_003247231.1
OG0004029	XP_017760155.1, XP_017753568.1	XP_003247295.1
OG0004030	XP_017762893.1	XP_003247407.1
OG0004031	XP_017759738.1	XP_003247630.1
OG0004032	XP_017754169.1	XP_003247672.1, XP_008187693.1, XP_003248934.3
OG0004033	XP_017764803.1	XP_003247913.1
OG0004034	XP_017760611.1	XP_003248165.1
OG0004035	XP_017761634.1	XP_003248194.1
OG0004036	XP_017762526.1	XP_003248254.1
OG0004037	XP_017755534.1	XP_003248335.1
OG0004038	XP_017763661.1	XP_003248689.1, XP_029343673.1
OG0004040	XP_017758294.1	XP_008178620.1
OG0004041	XP_017762884.1	XP_008178679.1
OG0004042	XP_017759590.1	XP_008178680.1, XP_008178681.1, XP_016656432.1
OG0004043	XP_017763152.1	XP_008178865.1, XP_029346647.1
OG0004044	XP_017765880.1	XP_029341758.1, XP_008178965.1
OG0004045	XP_017752793.1	XP_008178980.2
OG0004046	XP_017766116.1	XP_008179028.1
OG0004047	XP_017756867.1	XP_008179453.1, XP_008179452.1, XP_016656998.1
OG0004048	XP_017760041.1	XP_008188917.1, XP_008179528.1
OG0004049	XP_017766996.1	XP_008179642.1
OG0004050	XP_017762085.1	XP_008179692.1
OG0004051	XP_017757223.1	XP_008180014.1
OG0004052	XP_017758076.1	XP_008180268.1
OG0004053	XP_017754705.1, XP_017754707.1	XP_008180418.1
OG0004054	XP_017762102.1, XP_017762103.1	XP_008180420.1
OG0004055	XP_017767339.1	XP_008180435.1
OG0004056	XP_017757460.1	XP_008180588.1
OG0004058	XP_017758103.1	XP_008180684.1
OG0004059	XP_017753346.1	XP_008181328.1
OG0004060	XP_017759451.1	XP_008181545.1
OG0004061	XP_017757769.1	XP_029345940.1, XP_029345941.1, XP_008181672.1, XP_016658831.1
OG0004062	XP_017759257.1	XP_008181730.1
OG0004063	XP_017767092.1, XP_017766992.1	XP_008181930.1
OG0004064	XP_017761744.1	XP_008181977.1, XP_029342434.1, XP_008188948.2
OG0004065	XP_017756603.1	XP_008181995.1
OG0004066	XP_017766592.1	XP_008182047.1
OG0004067	XP_017760055.1	XP_008182186.2
OG0004068	XP_017762303.1	XP_008182193.1, XP_008182195.1
OG0004069	XP_017753575.1	XP_008182528.1
OG0004070	XP_017757989.1	XP_008183001.1
OG0004071	XP_017767752.1, XP_017767753.1, XP_017767750.1, XP_017767751.1	XP_008183264.1
OG0004072	XP_017762873.1	XP_029345811.1, XP_008183519.1
OG0004073	XP_017757163.1	XP_016660272.1, XP_016660273.1, XP_016660271.1, XP_008183569.1
OG0004074	XP_017753059.1	XP_008183932.1
OG0004075	XP_017759904.1	XP_008184012.1
OG0004076	XP_017760848.1	XP_008184022.1, XP_016660688.1
OG0004077	XP_017753740.1	XP_008184230.1
OG0004078	XP_017761017.1	XP_029341311.1, XP_008184314.1
OG0004079	XP_017761749.1	XP_008184399.1, XP_008184398.1
OG0004080	XP_017756322.1	XP_008184464.1
OG0004081	XP_017760789.1	XP_008184572.1
OG0004082	XP_017761006.1	XP_008184682.1
OG0004083	XP_017763175.1	XP_016661276.1, XP_008184685.1, XP_008184687.1, XP_008184686.1, XP_008184688.1
OG0004084	XP_017753901.1, XP_017753902.1	XP_008184763.1, XP_008184762.1
OG0004085	XP_017758591.1	XP_008185211.1
OG0004086	XP_017758119.1, XP_017758120.1	XP_008185337.1
OG0004087	XP_017758714.1	XP_008185477.1
OG0004088	XP_017766358.1	XP_008185509.1, XP_008185510.1
OG0004089	XP_017757809.1, XP_017757734.1, XP_017757735.1	XP_008185580.2
OG0004090	XP_017756536.1	XP_008185774.1
OG0004091	XP_017764501.1	XP_008185869.1
OG0004092	XP_017759295.1	XP_008185914.1, XP_008185915.1, XP_008185911.1, XP_008185912.1
OG0004093	XP_017760365.1, XP_017760367.1	XP_008185942.1
OG0004094	XP_017753187.1, XP_017753186.1	XP_008186104.1
OG0004095	XP_017754029.1, XP_017754028.1	XP_008186144.1
OG0004096	XP_017759741.1	XP_008186216.1, XP_016662530.1
OG0004097	XP_017761300.1	XP_008186301.1
OG0004098	XP_017766329.1	XP_008186356.1
OG0004099	XP_017765873.1	XP_008186674.2, XP_029342134.1
OG0004100	XP_017761925.1, XP_017761924.1	XP_008186784.1
OG0004101	XP_017766287.1	XP_008186841.3
OG0004102	XP_017754344.1	XP_008186987.1
OG0004103	XP_017764579.1	XP_008187264.1
OG0004104	XP_017753667.1	XP_008187276.1
OG0004105	XP_017752182.1	XP_029342366.1, XP_016663422.1, XP_008187402.1, XP_008189494.1
OG0004106	XP_017762741.1	XP_008187471.2
OG0004107	XP_017763572.1	XP_008187818.1
OG0004108	XP_017759203.1	XP_008188019.1
OG0004108	XP_017759154.1	XP_029348485.1
OG0004109	XP_017755701.1	XP_008188046.1
OG0004110	XP_017758221.1	XP_008188174.1
OG0004111	XP_017758957.1, XP_017758956.1	XP_008188458.1
OG0004112	XP_017759642.1	XP_008188705.1, XP_029344888.1, XP_016664397.1, XP_016664396.1
OG0004113	XP_017762723.1	XP_008189347.1
OG0004114	XP_017760676.1	XP_008189922.1
OG0004116	XP_017767747.1	XP_008190066.1, XP_008190060.1
OG0004117	XP_017752476.1	XP_008190109.1
OG0004119	XP_017763147.1	XP_016656390.1
OG0004120	XP_017757403.1	XP_016656621.1
OG0004122	XP_017763900.1	XP_016657495.1
OG0004123	XP_017762038.1	XP_016657568.1
OG0004124	XP_017753247.1	XP_016657918.1
OG0004125	XP_017763389.1, XP_017763398.1	XP_016658011.1
OG0004126	XP_017767246.1	XP_016658066.2, XP_029346841.1
OG0004127	XP_017767457.1	XP_016658291.2
OG0004128	XP_017765364.1	XP_016658616.1
OG0004129	XP_017764308.1	XP_016658659.1
OG0004130	XP_017761891.1	XP_016658715.1, XP_016664816.2
OG0004131	XP_017762646.1	XP_016658986.1
OG0004132	XP_017754518.1	XP_016659474.1
OG0004133	XP_017754824.1	XP_016659528.1, XP_029346876.1, XP_029346875.1
OG0004134	XP_017753692.1, XP_017753703.1	XP_016660001.1, XP_029342773.1
OG0004135	XP_017754388.1, XP_017754389.1	XP_016660899.1
OG0004136	XP_017762156.1	XP_016660932.1
OG0004137	XP_017762989.1	XP_016661121.1
OG0004138	XP_017753190.1	XP_029346179.1, XP_016661925.1, XP_029346175.1
OG0004139	XP_017759398.1	XP_029341281.1, XP_016662172.1
OG0004140	XP_017764673.1	XP_016662222.1
OG0004141	XP_017762110.1	XP_016662254.1
OG0004142	XP_017762731.1	XP_016662508.1
OG0004143	XP_017767321.1, XP_017767413.1	XP_016662795.1
OG0004144	XP_017766318.1	XP_016662974.1, XP_029347110.1
OG0004145	XP_017757438.1	XP_016662981.1
OG0004146	XP_017756488.1	XP_016663028.1
OG0004147	XP_017761861.1	XP_016663111.1
OG0004148	XP_017764773.1	XP_016663378.1, XP_029343202.1
OG0004149	XP_017767340.1	XP_016663551.1
OG0004150	XP_017756227.1	XP_016663581.1
OG0004151	XP_017767452.1	XP_016664428.2
OG0004152	XP_017757686.1	XP_029341078.1
OG0004153	XP_017757421.1	XP_029342218.1, XP_029342690.1, XP_029341112.1
OG0004154	XP_017756300.1	XP_029342092.1, XP_029341636.1, XP_029341319.1
OG0004155	XP_017754466.1	XP_029341322.1, XP_029346747.1
OG0004156	XP_017753881.1, XP_017753878.1	XP_029342052.1, XP_029344956.1, XP_029342053.1
OG0004157	XP_017757303.1	XP_029343043.1, XP_029342091.1
OG0004158	XP_017767381.1	XP_029342204.1
OG0004159	XP_017765584.1, XP_017765589.1, XP_017765587.1	XP_029342205.1
OG0004160	XP_017757847.1	XP_029342691.1, XP_029342301.1
OG0004161	XP_017764098.1	XP_029342448.1
OG0004162	XP_017763976.1	XP_029342837.1
OG0004163	XP_017766390.1	XP_029342878.1
OG0004164	XP_017759106.1	XP_029343021.1
OG0004165	XP_017757263.1, XP_017757264.1	XP_029343076.1
OG0004166	XP_017760348.1	XP_029343121.1
OG0004167	XP_017764220.1	XP_029343235.1
OG0004168	XP_017766714.1	XP_029343310.1
OG0004169	XP_017766101.1	XP_029343407.1
OG0004170	XP_017753913.1	XP_029343522.1
OG0004171	XP_017757277.1	XP_029343676.1
OG0004172	XP_017753705.1	XP_029343776.1
OG0004173	XP_017755019.1	XP_029343802.1
OG0004174	XP_017757976.1	XP_029343807.1
OG0004175	XP_017761285.1	XP_029348508.1, XP_029343944.1
OG0004176	XP_017752857.1, XP_017752848.1	XP_029344143.1
OG0004177	XP_017764742.1	XP_029344209.1
OG0004178	XP_017767467.1	XP_029344308.1
OG0004179	XP_017760206.1	XP_029344504.1
OG0004180	XP_017757057.1	XP_029344585.1
OG0004181	XP_017762931.1, XP_017762930.1	XP_029345230.1
OG0004182	XP_017766990.1	XP_029345607.1
OG0004183	XP_017762799.1	XP_029345661.1
OG0004184	XP_017764973.1	XP_029345863.1
OG0004185	XP_017759605.1	XP_029346652.1, XP_029346840.1
OG0004186	XP_017764839.1	XP_029346787.1
OG0004187	XP_017757242.1, XP_017757244.1, XP_017757245.1, XP_017757241.1	XP_029346864.1
OG0004188	XP_017758919.1	XP_029346923.1
OG0004189	XP_017760438.1	XP_029347172.1
OG0004190	XP_017756021.1	XP_029347231.1
OG0004191	XP_017758411.1	XP_029347281.1
OG0004192	XP_017766502.1	XP_029347357.1
OG0004193	XP_017759722.1, XP_017759724.1	XP_029347372.1
OG0004194	XP_017766371.1	XP_029347499.1, XP_029347497.1, XP_029347498.1, XP_029347495.1, XP_029347496.1
OG0004195	XP_017755382.1	XP_029348100.1
OG0004275	XP_017753975.1	NP_001119626.1, NP_001129462.1
OG0004276	XP_017754056.1	NP_001119646.1
OG0004277	XP_017765340.1, XP_017759890.1	NP_001119657.1
OG0004278	XP_017757496.1	NP_001119663.1, NP_001119662.1
OG0004279	XP_017764421.1	NP_001119666.1, XP_003245465.1
OG0004280	XP_017755911.1	NP_001119675.1
OG0004281	XP_017761175.1, XP_017761176.1	NP_001123921.1, XP_008188986.1
OG0004282	XP_017758572.1	NP_001129370.1
OG0004283	XP_017766364.1	NP_001129413.1
OG0004284	XP_017756130.1	NP_001129593.1
OG0004285	XP_017759836.1	NP_001153870.1, XP_008186968.1
OG0004286	XP_017756058.1	NP_001155369.1
OG0004287	XP_017755002.1	NP_001155370.1
OG0004288	XP_017764224.1	XP_008185319.1, NP_001155384.1
OG0004289	XP_017752209.1	NP_001155415.1
OG0004290	XP_017761545.1	NP_001155423.1, XP_016660884.1
OG0004291	XP_017765829.1	NP_001155441.1, XP_008179388.1
OG0004292	XP_017757357.1	NP_001155465.1
OG0004293	XP_017756761.1	NP_001155480.1, XP_029341890.1
OG0004294	XP_017753787.1	XP_003241876.1, NP_001155483.1
OG0004295	XP_017753713.1	NP_001155521.1, XP_008185893.1
OG0004296	XP_017766082.1	NP_001155531.1
OG0004297	XP_017755740.1	NP_001155558.1
OG0004298	XP_017758442.1, XP_017758126.1	NP_001155571.1
OG0004299	XP_017753221.1	NP_001155591.1
OG0004300	XP_017761093.1	NP_001155595.1
OG0004301	XP_017755659.1	NP_001155605.1
OG0004302	XP_017757108.1	NP_001155613.1
OG0004303	XP_017757169.1	XP_008189671.2, NP_001155616.1, XP_003248238.1, XP_001944808.1
OG0004304	XP_017760027.1	XP_008181535.1, NP_001155617.1
OG0004305	XP_017761146.1	NP_001155670.1, XP_008183760.1
OG0004306	XP_017759893.1	NP_001155673.1
OG0004307	XP_017763308.1	NP_001155698.1
OG0004308	XP_017764426.1	NP_001155704.1
OG0004309	XP_017754704.1	NP_001155716.1
OG0004310	XP_017759068.1	NP_001155728.1
OG0004311	XP_017762272.1	NP_001155739.1
OG0004312	XP_017763482.1	NP_001155750.1
OG0004313	XP_017759435.1	NP_001155761.1
OG0004314	XP_017761467.1	XP_016664301.1, NP_001155778.1
OG0004315	XP_017755768.1	XP_001948896.1, NP_001155788.1
OG0004316	XP_017757844.1	NP_001155797.1
OG0004317	XP_017753674.1	NP_001155817.1
OG0004318	XP_017757356.1	NP_001155818.1
OG0004319	XP_017761414.1	NP_001155824.1
OG0004320	XP_017756434.1	NP_001155919.1
OG0004321	XP_017761761.1	NP_001155926.1, NP_001155925.1, XP_016662234.1
OG0004322	XP_017767422.1	XP_008178254.1, NP_001156062.1
OG0004323	XP_017760849.1	NP_001156066.1, XP_008185270.1
OG0004324	XP_017767588.1	NP_001156067.1
OG0004325	XP_017757670.1	NP_001156081.1
OG0004326	XP_017757538.1	NP_001156083.1, XP_008179689.1
OG0004327	XP_017755341.1	NP_001156085.1
OG0004328	XP_017765593.1	XP_001950162.1, XP_001945150.1, NP_001156106.1
OG0004329	XP_017758425.1	XP_001949539.1, NP_001156127.1, XP_001948464.1
OG0004330	XP_017753930.1	XP_001943288.1, NP_001156150.1, XP_016664124.1
OG0004331	XP_017767446.1	NP_001156159.1
OG0004332	XP_017757056.1	NP_001156166.1
OG0004333	XP_017760814.1	NP_001156179.1
OG0004334	XP_017759731.1	NP_001156180.1
OG0004335	XP_017757705.1	NP_001156214.1
OG0004336	XP_017767671.1	NP_001156225.1
OG0004337	XP_017759933.1	NP_001156248.1
OG0004338	XP_017762754.1	NP_001156273.1, XP_008182807.1
OG0004339	XP_017756236.1	XP_016660093.1, NP_001156282.1
OG0004340	XP_017767429.1	NP_001156293.1, XP_008182896.1
OG0004341	XP_017766727.1	NP_001156295.1
OG0004342	XP_017756998.1	NP_001156298.1, XP_008188552.1
OG0004343	XP_017766580.1	NP_001156302.1
OG0004344	XP_017753076.1, XP_017753077.1	NP_001156317.1
OG0004345	XP_017761659.1	XP_029346854.1, NP_001156581.1
OG0004346	XP_017756846.1	NP_001156584.1
OG0004347	XP_017766640.1	NP_001156680.1
OG0004348	XP_017752186.1	NP_001156824.1, XP_029344173.1
OG0004349	XP_017759081.1	NP_001156840.1
OG0004350	XP_017755923.1	XP_001952462.1, NP_001162110.1
OG0004351	XP_017753062.1	XP_016659609.1, NP_001162111.1
OG0004352	XP_017767412.1	NP_001162146.1
OG0004353	XP_017756428.1	XP_001946329.1, NP_001165433.1
OG0004354	XP_017764034.1	NP_001191881.1, NP_001191880.1, XP_008181799.1
OG0004355	XP_017757978.1	NP_001232933.1
OG0004356	XP_017754480.1	NP_001232946.1, XP_008181957.1
OG0004357	XP_017757706.1	NP_001232948.1
OG0004358	XP_017754816.1	NP_001232977.1
OG0004359	XP_017762008.1	XP_008179668.1, NP_001232981.1
OG0004360	XP_017755294.1	NP_001233002.1
OG0004361	XP_017755811.1	NP_001233005.1, XP_008182399.1
OG0004362	XP_017752421.1	XP_008182477.1, NP_001233009.1
OG0004363	XP_017760759.1	NP_001233011.1
OG0004364	XP_017756390.1	XP_008186748.1, NP_001233039.1, XP_003245528.1
OG0004365	XP_017759310.1	NP_001233068.1
OG0004366	XP_017756348.1, XP_017754702.1	NP_001233069.1
OG0004367	XP_017757669.1	XP_008184711.2, NP_001233074.1
OG0004368	XP_017755298.1	NP_001233080.1
OG0004369	XP_017759646.1	XP_008180360.1, NP_001233086.1
OG0004370	XP_017757055.1	XP_008186743.1, NP_001233108.1, XP_003244935.1
OG0004371	XP_017758295.1	XP_016656763.1, NP_001233118.1
OG0004372	XP_017756339.1	XP_008189554.1, NP_001233119.1
OG0004373	XP_017758268.1	NP_001280257.1
OG0004374	XP_017765800.1	XP_008189941.1, NP_001280267.1
OG0004375	XP_017760249.1	NP_001280276.1
OG0004376	XP_017755027.1, XP_017752348.1	NP_001280280.2
OG0004377	XP_017764897.1, XP_017764905.1	NP_001280292.1
OG0004378	XP_017763503.1	NP_001280293.1
OG0004379	XP_017758697.1	XP_008184941.1, NP_001280303.1
OG0004380	XP_017764682.1	XP_001951121.2, NP_001280305.1
OG0004381	XP_017764420.1	XP_008186861.1, NP_001280306.1
OG0004382	XP_017754825.1	NP_001280307.1, XP_016658111.1
OG0004383	XP_017759508.1	NP_001280311.1
OG0004384	XP_017753675.1	NP_001280313.1
OG0004385	XP_017760490.1, XP_017764968.1	NP_001280324.1
OG0004386	XP_017765792.1	NP_001280359.1, XP_016659217.1
OG0004387	XP_017757965.1	NP_001280371.1, XP_001945195.1
OG0004388	XP_017764672.1	XP_029341939.1, NP_001280385.1
OG0004389	XP_017752938.1	NP_001280387.1
OG0004390	XP_017764115.1	NP_001280416.1
OG0004391	XP_017763771.1, XP_017763773.1	NP_001280457.1
OG0004392	XP_017764895.1	XP_016661080.1, NP_001306891.1
OG0004394	XP_017755778.1	NP_001313573.1
OG0004395	XP_017766109.1	XP_001942582.1, NP_001313581.1
OG0004396	XP_017764762.1	NP_001313594.1
OG0004397	XP_017759894.1	XP_001942562.1
OG0004398	XP_017767589.1	XP_001942631.1
OG0004399	XP_017756647.1	XP_001942682.1
OG0004400	XP_017762516.1, XP_017762514.1	XP_001942719.1
OG0004401	XP_017754130.1	XP_001942738.2
OG0004402	XP_017765563.1	XP_001942800.2, XP_016662605.1, XP_001946709.1
OG0004403	XP_017760476.1	XP_001942801.2
OG0004404	XP_017757033.1	XP_001942828.2
OG0004405	XP_017754341.1	XP_001942849.3
OG0004406	XP_017765731.1, XP_017765733.1	XP_001942859.2
OG0004407	XP_017762478.1	XP_001942878.2
OG0004408	XP_017756823.1	XP_001942883.2, XP_029342951.1, XP_029341050.1
OG0004409	XP_017766941.1	XP_001942888.2
OG0004410	XP_017754736.1	XP_001942892.2
OG0004411	XP_017763634.1	XP_001942986.1
OG0004412	XP_017760675.1	XP_001942989.1
OG0004413	XP_017752400.1	XP_029343312.1, XP_001943077.1, XP_008180725.1, XP_003242941.1
OG0004414	XP_017766178.1	XP_001943160.2
OG0004415	XP_017759436.1	XP_001943213.1
OG0004416	XP_017757086.1	XP_001943233.4
OG0004417	XP_017761129.1	XP_001943396.2
OG0004418	XP_017755567.1	XP_001943475.2
OG0004419	XP_017765424.1	XP_001943478.2
OG0004420	XP_017757176.1	XP_001943508.1
OG0004421	XP_017761514.1	XP_001943509.2
OG0004422	XP_017758805.1	XP_001943554.1, XP_008186319.1
OG0004423	XP_017763550.1	XP_001943587.5
OG0004424	XP_017762066.1	XP_029340954.1, XP_001943599.2
OG0004425	XP_017752465.1	XP_001945523.1, XP_001944221.1, XP_001943616.1
OG0004426	XP_017757608.1	XP_003245197.1, XP_008184049.1, XP_001943642.1
OG0004427	XP_017757285.1	XP_001943645.1
OG0004428	XP_017765383.1	XP_008181198.1, XP_008181202.1, XP_001951793.2, XP_001943671.1
OG0004429	XP_017759125.1	XP_001943718.2
OG0004430	XP_017763244.1	XP_001943735.2
OG0004431	XP_017758130.1	XP_001943793.2
OG0004432	XP_017757892.1	XP_001943865.1
OG0004433	XP_017755329.1	XP_001943879.1
OG0004434	XP_017765030.1	XP_016663093.1, XP_001943914.1, XP_008186950.1
OG0004436	XP_017765324.1	XP_001943937.1
OG0004437	XP_017759482.1, XP_017759483.1	XP_029348693.1, XP_001943962.1
OG0004438	XP_017763181.1	XP_029343495.1, XP_001943964.1
OG0004439	XP_017753384.1	XP_001944027.1
OG0004440	XP_017763180.1	XP_001944064.2
OG0004441	XP_017755797.1	XP_001944082.2, XP_029345734.1
OG0004442	XP_017765851.1	XP_001944089.1
OG0004443	XP_017767316.1	XP_001944118.2
OG0004444	XP_017754223.1	XP_029341716.1
OG0004445	XP_017755420.1	XP_001944183.2
OG0004446	XP_017752278.1	XP_001944292.2
OG0004447	XP_017762900.1	XP_001944300.1
OG0004448	XP_017764399.1	XP_001944310.1
OG0004449	XP_017753399.1	XP_016659859.2, XP_001944313.3
OG0004450	XP_017752187.1	XP_001944556.1
OG0004451	XP_017766218.1	XP_001944606.2
OG0004452	XP_017753584.1	XP_001944629.2
OG0004453	XP_017758656.1	XP_001944662.2
OG0004454	XP_017764740.1	XP_016661451.1, XP_001944699.1
OG0004455	XP_017757445.1	XP_001948523.1, XP_001944737.2
OG0004456	XP_017766299.1	XP_001944774.2
OG0004457	XP_017756670.1	XP_001944802.2
OG0004458	XP_017764143.1	XP_001944870.2
OG0004459	XP_017767641.1, XP_017767637.1	XP_001944872.2
OG0004460	XP_017767292.1	XP_001944886.1
OG0004461	XP_017752231.1	XP_016656729.1, XP_001944925.1
OG0004462	XP_017756492.1	XP_001944996.2
OG0004463	XP_017764552.1	XP_001945032.2
OG0004464	XP_017753370.1	XP_001945033.2
OG0004465	XP_017754066.1	XP_001945049.1
OG0004466	XP_017761239.1	XP_008189854.1, XP_001945051.1
OG0004467	XP_017752379.1, XP_017752311.1	XP_001945056.2
OG0004468	XP_017752407.1	XP_001945090.2
OG0004469	XP_017761486.1	XP_001945261.1
OG0004470	XP_017754278.1	XP_001945274.1, XP_029341042.1, XP_029342514.1, XP_003248987.2
OG0004471	XP_017755645.1	XP_001945383.1
OG0004472	XP_017756381.1	XP_001945447.1
OG0004473	XP_017767372.1	XP_001945457.2
OG0004474	XP_017763207.1	XP_001945470.2
OG0004475	XP_017763151.1	XP_001945482.1, XP_008189702.1, XP_001947050.2
OG0004476	XP_017760880.1	XP_001945544.2, XP_001950823.1
