Orthogroup	Eufriesea_mexicana	Habropoda_laboriosa
OG0004636	XP_017765822.1	XP_017797165.1
OG0004637	XP_017758290.1	XP_017793732.1
OG0004637	XP_017758283.1	XP_017787721.1
OG0004638	XP_017755554.1	XP_017789427.1
OG0004639	XP_017765875.1	XP_017796390.1
OG0004640	XP_017762352.1	XP_017795259.1
OG0004641	XP_017758991.1	XP_017791212.1
OG0004642	XP_017763441.1	XP_017798902.1, XP_017794419.1
OG0004643	XP_017765760.1	XP_017796267.1
OG0004644	XP_017762047.1	XP_017796291.1
OG0004645	XP_017762010.1, XP_017762017.1	XP_017794540.1
OG0004646	XP_017756112.1	XP_017791374.1
OG0004647	XP_017761909.1	XP_017794770.1
OG0004648	XP_017759061.1	XP_017797326.1
OG0004649	XP_017757587.1	XP_017790737.1
OG0004650	XP_017765448.1	XP_017797305.1
OG0004651	XP_017766964.1	XP_017791939.1
OG0004652	XP_017759351.1	XP_017788027.1
OG0004653	XP_017757068.1	XP_017798024.1
OG0004654	XP_017765257.1	XP_017796639.1
OG0004655	XP_017760684.1	XP_017793376.1
OG0004656	XP_017764632.1	XP_017791050.1
OG0004657	XP_017762040.1	XP_017793605.1, XP_017793606.1
OG0004658	XP_017762402.1	XP_017788256.1
OG0004659	XP_017753106.1	XP_017794538.1
OG0004660	XP_017762695.1	XP_017787801.1
OG0004661	XP_017765133.1	XP_017795649.1
OG0004662	XP_017755593.1	XP_017795034.1
OG0004663	XP_017758063.1	XP_017791812.1
OG0004664	XP_017753610.1	XP_017792797.1
OG0004665	XP_017759876.1	XP_017798709.1
OG0004666	XP_017759666.1	XP_017791656.1
OG0004667	XP_017753416.1	XP_017791505.1
OG0004668	XP_017767598.1	XP_017796888.1
OG0004669	XP_017755594.1	XP_017795415.1
OG0004670	XP_017755166.1	XP_017795169.1
OG0004671	XP_017766025.1, XP_017766024.1, XP_017766023.1	XP_017798994.1
OG0004672	XP_017756793.1	XP_017789093.1
OG0004673	XP_017757775.1	XP_017795768.1
OG0004674	XP_017762050.1	XP_017795122.1
OG0004676	XP_017761424.1	XP_017787546.1
OG0004677	XP_017764901.1	XP_017788219.1
OG0004678	XP_017752919.1	XP_017795055.1
OG0004679	XP_017756969.1	XP_017795144.1
OG0004680	XP_017760860.1	XP_017793319.1
OG0004681	XP_017765941.1	XP_017796887.1
OG0004682	XP_017764818.1	XP_017796187.1
OG0004683	XP_017767706.1	XP_017796066.1
OG0004684	XP_017757851.1	XP_017789543.1
OG0004685	XP_017754930.1	XP_017787483.1
OG0004686	XP_017757935.1	XP_017788591.1
OG0004687	XP_017752456.1	XP_017797626.1
OG0004688	XP_017758698.1	XP_017796743.1
OG0004689	XP_017753308.1	XP_017790931.1
OG0004690	XP_017757188.1	XP_017798282.1
OG0004691	XP_017767174.1	XP_017798540.1
OG0004692	XP_017767175.1	XP_017798705.1, XP_017798946.1
OG0004693	XP_017754075.1	XP_017799265.1
OG0004694	XP_017764203.1	XP_017799550.1
OG0004695	XP_017753032.1	XP_017792651.1
OG0004696	XP_017755848.1	XP_017797375.1
OG0004697	XP_017760982.1	XP_017799089.1
OG0004698	XP_017755692.1	XP_017794576.1
OG0004699	XP_017767366.1	XP_017791826.1
OG0004700	XP_017761363.1	XP_017788650.1
OG0004701	XP_017752756.1	XP_017789990.1
OG0004702	XP_017765025.1	XP_017796576.1
OG0004703	XP_017755948.1	XP_017793582.1
OG0004704	XP_017757576.1, XP_017758362.1	XP_017795432.1
OG0004705	XP_017761961.1	XP_017797432.1
OG0004706	XP_017762399.1, XP_017762398.1	XP_017792547.1
OG0004707	XP_017755331.1	XP_017792163.1
OG0004708	XP_017752823.1	XP_017790828.1
OG0004709	XP_017754437.1	XP_017798359.1
OG0004710	XP_017755586.1	XP_017794967.1
OG0004711	XP_017765754.1	XP_017792715.1
OG0004712	XP_017753630.1	XP_017790974.1
OG0004713	XP_017752261.1	XP_017793451.1
OG0004714	XP_017767333.1	XP_017791083.1, XP_017791073.1
OG0004715	XP_017752777.1	XP_017799247.1
OG0004716	XP_017757487.1	XP_017790771.1
OG0004717	XP_017755905.1	XP_017796772.1
OG0004718	XP_017753751.1	XP_017794802.1
OG0004719	XP_017762388.1	XP_017789252.1
OG0004720	XP_017765767.1	XP_017796268.1
OG0004721	XP_017760677.1	XP_017793418.1, XP_017793417.1
OG0004722	XP_017763672.1	XP_017795954.1
OG0004723	XP_017755733.1	XP_017789390.1
OG0004724	XP_017763487.1	XP_017798829.1
OG0004725	XP_017766165.1	XP_017793963.1, XP_017793962.1
OG0004726	XP_017765444.1, XP_017765445.1	XP_017797608.1
OG0004727	XP_017759010.1, XP_017759009.1, XP_017759008.1, XP_017759007.1, XP_017759006.1, XP_017759011.1	XP_017791137.1
OG0004728	XP_017762094.1	XP_017794946.1
OG0004729	XP_017755580.1	XP_017795513.1
OG0004730	XP_017759374.1	XP_017797718.1
OG0004731	XP_017767700.1	XP_017796051.1
OG0004732	XP_017758048.1	XP_017791858.1
OG0004733	XP_017761232.1, XP_017761233.1	XP_017793617.1
OG0004734	XP_017761058.1	XP_017794735.1, XP_017794726.1
OG0004735	XP_017766766.1, XP_017766767.1	XP_017788803.1
OG0004736	XP_017765926.1	XP_017796155.1
OG0004737	XP_017753210.1	XP_017792349.1
OG0004738	XP_017752355.1	XP_017788063.1
OG0004739	XP_017765346.1	XP_017790382.1
OG0004740	XP_017755976.1	XP_017787916.1
OG0004741	XP_017763332.1	XP_017798365.1
OG0004742	XP_017758677.1	XP_017794430.1
OG0004743	XP_017752424.1	XP_017788132.1
OG0004744	XP_017755540.1	XP_017793824.1
OG0004745	XP_017758255.1	XP_017796125.1
OG0004746	XP_017755507.1	XP_017793575.1
OG0004747	XP_017759365.1	XP_017798504.1
OG0004748	XP_017763194.1	XP_017797751.1
OG0004749	XP_017762883.1, XP_017762882.1	XP_017797818.1
OG0004750	XP_017761964.1	XP_017794488.1
OG0004751	XP_017752237.1	XP_017788494.1
OG0004752	XP_017760140.1	XP_017798938.1
OG0004753	XP_017754940.1	XP_017787473.1
OG0004754	XP_017762067.1	XP_017796308.1
OG0004755	XP_017761174.1	XP_017799020.1
OG0004756	XP_017758662.1	XP_017794458.1
OG0004757	XP_017757915.1	XP_017788569.1
OG0004758	XP_017762143.1	XP_017794940.1
OG0004759	XP_017764109.1	XP_017796263.1
OG0004760	XP_017758877.1	XP_017794347.1
OG0004761	XP_017762069.1	XP_017795110.1
OG0004762	XP_017767492.1	XP_017791234.1
OG0004763	XP_017757299.1	XP_017789954.1
OG0004764	XP_017765821.1	XP_017796134.1
OG0004765	XP_017754947.1	XP_017787487.1
OG0004766	XP_017762960.1	XP_017789774.1
OG0004767	XP_017756420.1	XP_017788372.1
OG0004768	XP_017756012.1	XP_017796301.1
OG0004769	XP_017767099.1	XP_017789443.1
OG0004770	XP_017762393.1	XP_017792523.1
OG0004771	XP_017756292.1	XP_017796520.1
OG0004772	XP_017767564.1	XP_017790162.1
OG0004773	XP_017754438.1	XP_017798427.1
OG0004774	XP_017758692.1	XP_017796747.1
OG0004775	XP_017758559.1	XP_017797155.1
OG0004776	XP_017764096.1	XP_017795751.1
OG0004777	XP_017757226.1	XP_017798055.1
OG0004778	XP_017758114.1	XP_017796530.1
OG0004779	XP_017753129.1	XP_017794153.1
OG0004780	XP_017756195.1	XP_017792439.1
OG0004781	XP_017756927.1	XP_017799576.1
OG0004782	XP_017761518.1	XP_017798734.1
OG0004783	XP_017755590.1	XP_017795185.1
OG0004784	XP_017758695.1	XP_017796754.1
OG0004785	XP_017755796.1	XP_017797350.1
OG0004786	XP_017759474.1	XP_017789137.1
OG0004787	XP_017762041.1	XP_017795107.1
OG0004788	XP_017763032.1	XP_017791800.1
OG0004789	XP_017755575.1	XP_017797892.1
OG0004790	XP_017765392.1	XP_017790475.1
OG0004791	XP_017753802.1	XP_017795891.1
OG0004792	XP_017758420.1	XP_017795475.1
OG0004793	XP_017753964.1	XP_017789664.1
OG0004794	XP_017755424.1	XP_017796548.1
OG0004795	XP_017753935.1	XP_017794101.1
OG0004796	XP_017760406.1	XP_017793152.1
OG0004797	XP_017754270.1	XP_017790064.1
OG0004799	XP_017752124.1, XP_017752125.1	XP_017795801.1
OG0004800	XP_017753616.1	XP_017790918.1
OG0004801	XP_017754258.1	XP_017790050.1
OG0004802	XP_017756691.1	XP_017792609.1
OG0004803	XP_017760200.1	XP_017787638.1
OG0004804	XP_017753413.1	XP_017791667.1
OG0004805	XP_017753145.1	XP_017794218.1
OG0004806	XP_017762649.1	XP_017787361.1
OG0004807	XP_017756123.1	XP_017791369.1
OG0004808	XP_017759116.1	XP_017792554.1
OG0004809	XP_017754893.1	XP_017792887.1
OG0004810	XP_017759350.1	XP_017798743.1
OG0004811	XP_017767025.1	XP_017788836.1
OG0004812	XP_017766199.1	XP_017791745.1
OG0004813	XP_017765871.1	XP_017797182.1
OG0004814	XP_017766011.1	XP_017799156.1
OG0004815	XP_017758986.1	XP_017791096.1
OG0004816	XP_017756605.1	XP_017793925.1
OG0004817	XP_017757406.1	XP_017793711.1
OG0004818	XP_017759686.1	XP_017794903.1
OG0004819	XP_017761832.1	XP_017791792.1
OG0004820	XP_017757940.1	XP_017788528.1
OG0004821	XP_017753102.1	XP_017796761.1
OG0004822	XP_017754070.1	XP_017793051.1
OG0004823	XP_017766467.1	XP_017788262.1
OG0004824	XP_017762722.1	XP_017796429.1
OG0004825	XP_017763570.1	XP_017799285.1
OG0004826	XP_017760857.1	XP_017793468.1
OG0004827	XP_017755244.1, XP_017755243.1	XP_017792210.1, XP_017792211.1
OG0004828	XP_017763539.1	XP_017791950.1
OG0004829	XP_017756422.1	XP_017795412.1
OG0004830	XP_017758139.1	XP_017789966.1
OG0004831	XP_017763014.1	XP_017791879.1
OG0004832	XP_017758191.1, XP_017767560.1	XP_017791435.1
OG0004833	XP_017756139.1	XP_017792430.1
OG0004834	XP_017755148.1	XP_017792717.1
OG0004835	XP_017752936.1	XP_017787530.1
OG0004836	XP_017765388.1	XP_017790729.1
OG0004837	XP_017765807.1	XP_017798851.1
OG0004838	XP_017755964.1	XP_017791695.1
OG0004839	XP_017765819.1	XP_017797277.1
OG0004840	XP_017763682.1	XP_017791315.1
OG0004841	XP_017763926.1	XP_017793303.1
OG0004842	XP_017755360.1	XP_017796152.1
OG0004843	XP_017753355.1	XP_017794226.1
OG0004844	XP_017760727.1	XP_017793321.1
OG0004845	XP_017765752.1	XP_017792723.1
OG0004846	XP_017760529.1	XP_017793515.1
OG0004847	XP_017754290.1	XP_017790221.1
OG0004849	XP_017767501.1	XP_017797063.1
OG0004851	XP_017754410.1	XP_017792052.1
OG0004852	XP_017765134.1	XP_017795665.1
OG0004853	XP_017763865.1	XP_017792091.1
OG0004854	XP_017755723.1	XP_017790877.1
OG0004855	XP_017757128.1	XP_017798112.1
OG0004856	XP_017763492.1	XP_017798827.1
OG0004857	XP_017767470.1	XP_017791313.1
OG0004858	XP_017757599.1	XP_017793699.1
OG0004859	XP_017760432.1	XP_017787827.1
OG0004860	XP_017765429.1	XP_017795129.1
OG0004861	XP_017766454.1	XP_017790407.1
OG0004862	XP_017763893.1	XP_017792151.1
OG0004863	XP_017762680.1	XP_017791712.1
OG0004864	XP_017756805.1	XP_017791246.1
OG0004865	XP_017764154.1	XP_017797505.1
OG0004866	XP_017767479.1	XP_017789654.1
OG0004867	XP_017764815.1	XP_017788469.1
OG0004868	XP_017761801.1	XP_017794388.1
OG0004869	XP_017757352.1	XP_017789407.1
OG0004870	XP_017753977.1	XP_017789618.1
OG0004871	XP_017764959.1	XP_017792932.1
OG0004872	XP_017757948.1	XP_017788581.1
OG0004873	XP_017763551.1	XP_017798935.1
OG0004874	XP_017755968.1	XP_017791970.1
OG0004875	XP_017760679.1	XP_017793481.1
OG0004876	XP_017765465.1	XP_017794483.1
OG0004877	XP_017764490.1	XP_017797834.1
OG0004878	XP_017766086.1	XP_017789065.1
OG0004879	XP_017765275.1	XP_017789376.1
OG0004880	XP_017763475.1	XP_017798867.1
OG0004881	XP_017765623.1, XP_017762648.1	XP_017787405.1
OG0004883	XP_017766461.1	XP_017798325.1
OG0004884	XP_017754696.1	XP_017792571.1
OG0004887	XP_017765244.1	XP_017789485.1
OG0004888	XP_017752451.1	XP_017797562.1
OG0004889	XP_017764629.1	XP_017788761.1
OG0004890	XP_017753207.1	XP_017792339.1
OG0004891	XP_017757497.1	XP_017790801.1
OG0004892	XP_017765688.1	XP_017790355.1
OG0004894	XP_017753518.1	XP_017788356.1
OG0004896	XP_017763989.1	XP_017796108.1
OG0004897	XP_017758228.1	XP_017791446.1
OG0004899	XP_017759517.1	XP_017798021.1
OG0004900	XP_017758949.1	XP_017792629.1
OG0004901	XP_017757462.1	XP_017790731.1
OG0004902	XP_017764842.1	XP_017799129.1
OG0004903	XP_017767211.1	XP_017798716.1
OG0004904	XP_017758148.1	XP_017796440.1
OG0004905	XP_017766376.1	XP_017788265.1
OG0004906	XP_017763580.1	XP_017795796.1
OG0004907	XP_017765310.1	XP_017792640.1
OG0004908	XP_017755663.1	XP_017793635.1
OG0004909	XP_017759535.1	XP_017793151.1
OG0004910	XP_017756657.1	XP_017794683.1
OG0004911	XP_017756483.1	XP_017787588.1
OG0004912	XP_017763204.1	XP_017797767.1
OG0004913	XP_017761975.1	XP_017787924.1
OG0004914	XP_017765857.1	XP_017797272.1
OG0004915	XP_017757651.1, XP_017757652.1	XP_017787620.1
OG0004916	XP_017764675.1	XP_017799113.1
OG0004917	XP_017752765.1	XP_017791530.1
OG0004918	XP_017761374.1	XP_017788652.1
OG0004919	XP_017753917.1	XP_017794125.1
OG0004920	XP_017755259.1	XP_017792168.1
OG0004921	XP_017753504.1	XP_017787969.1
OG0004922	XP_017762935.1	XP_017790122.1
OG0004923	XP_017757882.1	XP_017788542.1
OG0004924	XP_017752543.1	XP_017794082.1
OG0004925	XP_017767483.1	XP_017791363.1
OG0004926	XP_017761145.1	XP_017799200.1
OG0004927	XP_017766597.1	XP_017788718.1
OG0004928	XP_017755289.1	XP_017792184.1
OG0004929	XP_017763235.1	XP_017797781.1
OG0004930	XP_017759345.1	XP_017798511.1
OG0004931	XP_017767284.1, XP_017767285.1	XP_017798586.1
OG0004932	XP_017766179.1	XP_017793857.1
OG0004933	XP_017752593.1	XP_017794168.1
OG0004934	XP_017766764.1	XP_017788999.1
OG0004935	XP_017762746.1, XP_017762755.1, XP_017762743.1	XP_017789923.1
OG0004936	XP_017758277.1	XP_017797557.1
OG0004937	XP_017754085.1	XP_017799257.1
OG0004938	XP_017757723.1	XP_017790047.1
OG0004939	XP_017761503.1	XP_017789265.1
OG0004940	XP_017757752.1	XP_017795761.1
OG0004941	XP_017756361.1	XP_017796426.1
OG0004942	XP_017766295.1	XP_017793253.1
OG0004943	XP_017756203.1	XP_017792470.1
OG0004944	XP_017759823.1, XP_017762593.1	XP_017792494.1
OG0004945	XP_017752784.1	XP_017787613.1
OG0004946	XP_017760137.1	XP_017798160.1
OG0004947	XP_017767701.1	XP_017796064.1
OG0004948	XP_017763040.1	XP_017790193.1
OG0004949	XP_017761614.1	XP_017798653.1
OG0004950	XP_017755187.1	XP_017796491.1
OG0004951	XP_017753736.1	XP_017793552.1
OG0004952	XP_017761356.1	XP_017788649.1
OG0004954	XP_017762832.1	XP_017792089.1
OG0004955	XP_017759792.1	XP_017795925.1
OG0004956	XP_017763254.1	XP_017799423.1
OG0004956	XP_017763243.1	XP_017799609.1
OG0004957	XP_017760625.1	XP_017788026.1
OG0004958	XP_017766054.1	XP_017798970.1
OG0004959	XP_017763874.1, XP_017763873.1	XP_017792032.1
OG0004960	XP_017767428.1	XP_017789535.1
OG0004961	XP_017762969.1	XP_017794465.1
OG0004962	XP_017767770.1	XP_017795802.1
OG0004963	XP_017756609.1	XP_017793181.1
OG0004963	XP_017756622.1	XP_017793952.1
OG0004964	XP_017764248.1	XP_017797845.1
OG0004965	XP_017753746.1	XP_017795885.1
OG0004966	XP_017765249.1	XP_017796565.1
OG0004967	XP_017762485.1	XP_017791210.1
OG0004968	XP_017757987.1	XP_017792895.1
OG0004969	XP_017762406.1, XP_017762407.1	XP_017793193.1
OG0004976	XP_017754240.1	XP_017793844.1
OG0004977	XP_017759758.1	XP_017794958.1
OG0004978	XP_017754927.1	XP_017787447.1
OG0004979	XP_017753767.1	XP_017795884.1
OG0004980	XP_017762919.1	XP_017795233.1
OG0004981	XP_017754384.1	XP_017792057.1
OG0004982	XP_017765538.1	XP_017794516.1
OG0004983	XP_017759878.1	XP_017798661.1
OG0004984	XP_017759066.1	XP_017796228.1
OG0004985	XP_017752508.1	XP_017787381.1
OG0004986	XP_017759591.1	XP_017798043.1
OG0004987	XP_017759145.1	XP_017794501.1
OG0004988	XP_017758025.1	XP_017790132.1
OG0004989	XP_017766361.1, XP_017766362.1	XP_017797918.1
OG0004990	XP_017759265.1	XP_017791404.1
OG0004991	XP_017767039.1	XP_017788847.1
OG0004992	XP_017762435.1, XP_017762433.1, XP_017762434.1	XP_017793250.1
OG0004993	XP_017761722.1, XP_017761723.1	XP_017795210.1
OG0004994	XP_017767418.1	XP_017791884.1
OG0004995	XP_017766016.1	XP_017799227.1
OG0004996	XP_017755633.1	XP_017794990.1
OG0004997	XP_017756675.1	XP_017795414.1
OG0004998	XP_017755924.1, XP_017755925.1	XP_017790232.1
OG0004999	XP_017759941.1	XP_017798721.1
OG0005000	XP_017763641.1	XP_017791109.1
OG0005001	XP_017765509.1	XP_017787982.1
OG0005002	XP_017757419.1	XP_017790750.1
OG0005003	XP_017763720.1	XP_017797433.1
OG0005004	XP_017757280.1, XP_017757279.1, XP_017757278.1	XP_017789513.1
OG0005005	XP_017756718.1	XP_017793807.1
OG0005006	XP_017752274.1	XP_017793715.1
OG0005007	XP_017759814.1	XP_017792729.1
OG0005008	XP_017758839.1	XP_017794361.1
OG0005009	XP_017753213.1	XP_017794244.1
OG0005010	XP_017765571.1	XP_017795403.1
OG0005011	XP_017753614.1, XP_017753629.1	XP_017790965.1
OG0005012	XP_017760350.1	XP_017793078.1
OG0005013	XP_017752312.1	XP_017788056.1
OG0005014	XP_017763839.1	XP_017793272.1
OG0005015	XP_017754727.1	XP_017788422.1
OG0005016	XP_017754731.1	XP_017787757.1
OG0005017	XP_017760828.1	XP_017793352.1, XP_017793351.1
OG0005018	XP_017764167.1	XP_017799562.1
OG0005019	XP_017764236.1	XP_017790962.1
OG0005020	XP_017762874.1	XP_017797759.1
OG0005021	XP_017760840.1	XP_017793341.1
OG0005022	XP_017755269.1	XP_017792146.1
OG0005023	XP_017766623.1	XP_017788821.1
OG0005024	XP_017765878.1	XP_017796272.1
OG0005025	XP_017766334.1	XP_017798177.1
OG0005026	XP_017757310.1	XP_017789421.1
OG0005027	XP_017763557.1	XP_017799027.1
OG0005028	XP_017753191.1	XP_017794155.1
OG0005029	XP_017754076.1	XP_017799030.1
OG0005030	XP_017754321.1	XP_017798208.1
OG0005031	XP_017756496.1	XP_017795048.1
OG0005032	XP_017764188.1	XP_017799563.1
OG0005033	XP_017763863.1	XP_017792077.1
OG0005034	XP_017761946.1	XP_017792830.1
OG0005035	XP_017759187.1	XP_017795336.1
OG0005036	XP_017764976.1	XP_017792933.1
OG0005037	XP_017760182.1	XP_017789167.1
OG0005038	XP_017762489.1	XP_017791536.1
OG0005039	XP_017757522.1, XP_017757523.1, XP_017757524.1	XP_017790813.1
OG0005040	XP_017757396.1	XP_017789402.1
OG0005041	XP_017760606.1	XP_017797775.1
OG0005042	XP_017757536.1	XP_017790742.1
OG0005043	XP_017752809.1	XP_017787480.1
OG0005044	XP_017761921.1	XP_017792842.1
OG0005046	XP_017754920.1	XP_017787411.1
OG0005047	XP_017753820.1	XP_017793559.1
OG0005048	XP_017755510.1	XP_017791047.1
OG0005049	XP_017767045.1	XP_017788016.1
OG0005050	XP_017765494.1	XP_017790503.1
OG0005051	XP_017755296.1	XP_017792193.1
OG0005053	XP_017764643.1	XP_017788951.1
OG0005054	XP_017760469.1	XP_017790164.1
OG0005055	XP_017760853.1	XP_017793476.1
OG0005056	XP_017754713.1, XP_017754716.1, XP_017754714.1, XP_017754717.1	XP_017796873.1
OG0005057	XP_017753741.1	XP_017793543.1
OG0005058	XP_017756069.1	XP_017798226.1
OG0005059	XP_017759861.1	XP_017798559.1
OG0005060	XP_017761287.1	XP_017787927.1
OG0005061	XP_017757473.1	XP_017790836.1
OG0005062	XP_017755738.1	XP_017790959.1
OG0005063	XP_017764097.1	XP_017791407.1
OG0005064	XP_017755808.1	XP_017797321.1
OG0005065	XP_017761748.1	XP_017790485.1
OG0005066	XP_017757112.1	XP_017791061.1
OG0005067	XP_017763960.1	XP_017787902.1
OG0005068	XP_017756179.1	XP_017792459.1
OG0005070	XP_017766026.1	XP_017799286.1
OG0005071	XP_017754352.1	XP_017795137.1
OG0005072	XP_017764969.1	XP_017792948.1
OG0005073	XP_017762012.1	XP_017796321.1
OG0005074	XP_017764346.1	XP_017795327.1
OG0005075	XP_017764344.1	XP_017795335.1
OG0005076	XP_017752704.1	XP_017791591.1
OG0005077	XP_017761716.1	XP_017797489.1
OG0005078	XP_017761884.1, XP_017761883.1	XP_017797937.1
OG0005079	XP_017753052.1	XP_017788310.1
OG0005080	XP_017762397.1	XP_017792541.1
OG0005081	XP_017766975.1	XP_017792885.1
OG0005082	XP_017752758.1	XP_017789993.1
OG0005083	XP_017752810.1	XP_017787578.1
OG0005084	XP_017765081.1	XP_017789481.1
OG0005085	XP_017762769.1	XP_017792223.1
OG0005086	XP_017765842.1, XP_017765843.1	XP_017796167.1
OG0005087	XP_017758846.1	XP_017799598.1
OG0005089	XP_017765481.1	XP_017794493.1
OG0005090	XP_017754658.1	XP_017798440.1
OG0005091	XP_017760592.1	XP_017798684.1
OG0005092	XP_017758105.1	XP_017796705.1
OG0005093	XP_017767030.1	XP_017788694.1
OG0005094	XP_017762702.1	XP_017787837.1
OG0005095	XP_017762804.1	XP_017792073.1
OG0005096	XP_017755112.1	XP_017792741.1
OG0005097	XP_017757768.1	XP_017795760.1
OG0005098	XP_017762863.1	XP_017797681.1
OG0005099	XP_017753682.1	XP_017796007.1
OG0005100	XP_017754735.1	XP_017792581.1
OG0005101	XP_017762454.1	XP_017798558.1
OG0005102	XP_017757661.1	XP_017795427.1
OG0005103	XP_017752286.1	XP_017793898.1
OG0005104	XP_017764083.1	XP_017791398.1
OG0005105	XP_017757197.1	XP_017798245.1
OG0005106	XP_017763298.1	XP_017798404.1
OG0005107	XP_017765978.1	XP_017798996.1
OG0005108	XP_017756627.1	XP_017793646.1, XP_017793723.1
OG0005109	XP_017758279.1	XP_017794500.1
OG0005110	XP_017765428.1	XP_017795481.1
OG0005111	XP_017760623.1	XP_017797740.1
OG0005112	XP_017755895.1	XP_017792485.1
OG0005114	XP_017756161.1	XP_017791409.1
OG0005115	XP_017763318.1	XP_017798362.1
OG0005116	XP_017758438.1	XP_017792111.1
OG0005117	XP_017756051.1	XP_017796140.1
OG0005119	XP_017763317.1	XP_017798363.1
OG0005120	XP_017752942.1	XP_017787535.1
OG0005121	XP_017763691.1	XP_017797205.1
OG0005122	XP_017752789.1	XP_017799511.1
OG0005123	XP_017752948.1	XP_017796282.1
OG0005124	XP_017757276.1	XP_017789389.1
OG0005125	XP_017756165.1	XP_017792454.1
OG0005126	XP_017762036.1	XP_017793622.1
OG0005127	XP_017767698.1	XP_017796045.1
OG0005128	XP_017753372.1	XP_017792654.1
OG0005129	XP_017765958.1, XP_017765960.1, XP_017765961.1, XP_017765959.1	XP_017796875.1
OG0005130	XP_017757919.1	XP_017790120.1
OG0005131	XP_017758118.1	XP_017796690.1
OG0005132	XP_017759403.1	XP_017798681.1
OG0005133	XP_017753677.1	XP_017796057.1
OG0005134	XP_017758982.1	XP_017791207.1
OG0005135	XP_017767416.1	XP_017789447.1
OG0005136	XP_017754515.1	XP_017791229.1
OG0005137	XP_017757939.1	XP_017788530.1
OG0005138	XP_017759229.1	XP_017791774.1
OG0005139	XP_017762247.1	XP_017793518.1
OG0005140	XP_017760836.1	XP_017793466.1
OG0005141	XP_017765561.1	XP_017798690.1
OG0005142	XP_017752780.1	XP_017799303.1
OG0005143	XP_017763568.1	XP_017799028.1
OG0005145	XP_017762154.1	XP_017794952.1
OG0005146	XP_017759521.1	XP_017792682.1
OG0005147	XP_017753502.1	XP_017797508.1
OG0005148	XP_017756100.1	XP_017791417.1
OG0005149	XP_017764309.1	XP_017793971.1
OG0005150	XP_017765331.1	XP_017793579.1
OG0005151	XP_017756169.1	XP_017792431.1
OG0005152	XP_017752464.1	XP_017797655.1
OG0005153	XP_017764567.1	XP_017793988.1
OG0005154	XP_017760829.1	XP_017793443.1
OG0005155	XP_017753823.1	XP_017794667.1
OG0005156	XP_017761249.1	XP_017792244.1
OG0005157	XP_017767075.1	XP_017789020.1
OG0005158	XP_017763490.1	XP_017798885.1
OG0005159	XP_017764652.1	XP_017799102.1
OG0005160	XP_017758296.1	XP_017789114.1
OG0005161	XP_017754926.1	XP_017787446.1
OG0005162	XP_017766539.1	XP_017788767.1
OG0005163	XP_017765785.1	XP_017796302.1
OG0005164	XP_017764319.1	XP_017794090.1
OG0005165	XP_017764801.1	XP_017793009.1
OG0005166	XP_017756168.1	XP_017792428.1
OG0005167	XP_017760768.1	XP_017792626.1
OG0005168	XP_017765939.1	XP_017796793.1
OG0005169	XP_017761319.1	XP_017797430.1
OG0005170	XP_017755754.1	XP_017793771.1
OG0005171	XP_017764162.1	XP_017799577.1
OG0005172	XP_017766514.1	XP_017788726.1
OG0005173	XP_017757372.1	XP_017789968.1
OG0005174	XP_017755652.1	XP_017795426.1
OG0005175	XP_017754481.1	XP_017788517.1
OG0005176	XP_017757020.1	XP_017789162.1
OG0005177	XP_017757219.1	XP_017798061.1
OG0005178	XP_017752782.1	XP_017799343.1
OG0005179	XP_017756155.1	XP_017791341.1
OG0005180	XP_017761678.1	XP_017797631.1
OG0005181	XP_017764205.1, XP_017764204.1, XP_017764206.1	XP_017787384.1
OG0005182	XP_017761476.1	XP_017789268.1
OG0005183	XP_017753786.1	XP_017794786.1
OG0005184	XP_017756307.1, XP_017756309.1	XP_017796454.1
OG0005185	XP_017765783.1	XP_017796277.1
OG0005186	XP_017764119.1	XP_017793886.1
OG0005187	XP_017767669.1	XP_017796062.1
OG0005188	XP_017767612.1	XP_017797156.1
OG0005189	XP_017754948.1	XP_017787482.1
OG0005190	XP_017763633.1	XP_017791155.1
OG0005191	XP_017752911.1	XP_017787585.1
OG0005192	XP_017756499.1, XP_017756537.1	XP_017795044.1
OG0005193	XP_017757503.1	XP_017790759.1
OG0005194	XP_017761372.1	XP_017792377.1
OG0005195	XP_017761777.1	XP_017797619.1
OG0005196	XP_017762163.1	XP_017794928.1
OG0005197	XP_017758280.1	XP_017790042.1
OG0005199	XP_017760179.1	XP_017789041.1
OG0005200	XP_017754506.1	XP_017791107.1
OG0005201	XP_017765469.1	XP_017794647.1
OG0005202	XP_017765387.1	XP_017789493.1
OG0005203	XP_017752251.1	XP_017793390.1
OG0005204	XP_017767643.1	XP_017790043.1
OG0005205	XP_017763667.1	XP_017797222.1
OG0005206	XP_017754222.1	XP_017798948.1
OG0005207	XP_017754458.1	XP_017797947.1
OG0005208	XP_017765868.1	XP_017797146.1
OG0005209	XP_017757929.1	XP_017788582.1
OG0005211	XP_017757208.1	XP_017798066.1
OG0005212	XP_017767489.1	XP_017789674.1
OG0005213	XP_017767035.1	XP_017789451.1
OG0005214	XP_017764565.1, XP_017764566.1	XP_017793989.1
OG0005215	XP_017756001.1	XP_017787486.1
OG0005216	XP_017766243.1	XP_017793873.1
OG0005217	XP_017766885.1	XP_017792614.1
OG0005218	XP_017760942.1	XP_017793514.1
