Orthogroup	Eufriesea_mexicana	Tribolium_castaneum
OG0004063	XP_017767092.1, XP_017766992.1	XP_001812873.1
OG0004064	XP_017761744.1	XP_973062.1
OG0004065	XP_017756603.1	XP_008192200.1
OG0004066	XP_017766592.1	XP_972292.1
OG0004067	XP_017760055.1	XP_015840433.1
OG0004068	XP_017762303.1	XP_008190826.2
OG0004069	XP_017753575.1	XP_008201245.1, NP_001034523.1
OG0004070	XP_017757989.1	XP_008199140.1
OG0004071	XP_017767752.1, XP_017767753.1, XP_017767750.1, XP_017767751.1	XP_008197437.1
OG0004072	XP_017762873.1	XP_967828.1
OG0004073	XP_017757163.1	XP_008195023.1
OG0004074	XP_017753059.1	XP_971974.1
OG0004075	XP_017759904.1	XP_974480.1
OG0004076	XP_017760848.1	XP_008197602.1
OG0004077	XP_017753740.1	XP_008200432.1
OG0004078	XP_017761017.1	NP_001171929.1
OG0004079	XP_017761749.1	XP_008193389.1
OG0004080	XP_017756322.1	XP_970851.2
OG0004081	XP_017760789.1	XP_015839808.1, XP_008198788.1, XP_971940.1
OG0004082	XP_017761006.1	XP_008195644.1
OG0004083	XP_017763175.1	XP_970814.1
OG0004084	XP_017753901.1, XP_017753902.1	XP_015835436.1
OG0004085	XP_017758591.1	XP_008192975.1
OG0004086	XP_017758119.1, XP_017758120.1	XP_008198047.1
OG0004087	XP_017758714.1	XP_008201212.1
OG0004088	XP_017766358.1	XP_972897.1
OG0004089	XP_017757809.1, XP_017757734.1, XP_017757735.1	XP_015838276.1
OG0004090	XP_017756536.1	XP_974424.1
OG0004091	XP_017764501.1	XP_971395.1
OG0004092	XP_017759295.1	XP_972402.1
OG0004093	XP_017760365.1, XP_017760367.1	XP_967425.2
OG0004094	XP_017753187.1, XP_017753186.1	XP_967732.1
OG0004095	XP_017754029.1, XP_017754028.1	XP_971366.1
OG0004096	XP_017759741.1	XP_015840766.1
OG0004097	XP_017761300.1	XP_015837446.1
OG0004098	XP_017766329.1	XP_967675.1
OG0004099	XP_017765873.1	XP_008201158.1
OG0004100	XP_017761925.1, XP_017761924.1	XP_972331.1, XP_008193577.1, XP_015835869.1
OG0004101	XP_017766287.1	XP_974387.2
OG0004102	XP_017754344.1	XP_008193880.1
OG0004103	XP_017764579.1	XP_015835369.1
OG0004104	XP_017753667.1	XP_008192945.1
OG0004105	XP_017752182.1	XP_973164.1
OG0004106	XP_017762741.1	XP_008193513.1
OG0004107	XP_017763572.1	XP_008190693.1
OG0004108	XP_017759203.1	XP_008197806.1
OG0004109	XP_017755701.1	XP_008199057.1
OG0004110	XP_017758221.1	XP_015836786.1
OG0004111	XP_017758957.1, XP_017758956.1	XP_970719.1
OG0004112	XP_017759642.1	XP_008198820.1
OG0004113	XP_017762723.1	XP_008199444.1
OG0004114	XP_017760676.1	XP_975196.1
OG0004116	XP_017767747.1	XP_008194085.1
OG0004117	XP_017752476.1	XP_008190520.2
OG0004119	XP_017763147.1	XP_015836298.1
OG0004120	XP_017757403.1	XP_971225.1
OG0004122	XP_017763900.1	XP_972254.1
OG0004123	XP_017762038.1	XP_015837500.1
OG0004124	XP_017753247.1	XP_001813052.2
OG0004125	XP_017763389.1, XP_017763398.1	XP_008197369.1, XP_008197368.1
OG0004126	XP_017767246.1	XP_015833114.1
OG0004127	XP_017767457.1	XP_015835835.1, XP_008193893.1
OG0004128	XP_017765364.1	NP_001158279.1, XP_008195076.1
OG0004129	XP_017764308.1	XP_968238.2
OG0004130	XP_017761891.1	XP_015835407.1
OG0004131	XP_017762646.1	XP_015834593.1
OG0004132	XP_017754518.1	XP_008195790.1
OG0004133	XP_017754824.1	XP_008193571.1
OG0004134	XP_017753692.1, XP_017753703.1	XP_966548.1
OG0004135	XP_017754388.1, XP_017754389.1	XP_969395.1
OG0004136	XP_017762156.1	XP_015838557.1, XP_967039.2
OG0004137	XP_017762989.1	XP_972661.2
OG0004138	XP_017753190.1	XP_008199722.1
OG0004139	XP_017759398.1	XP_973779.1, XP_967521.1
OG0004140	XP_017764673.1	XP_971284.1
OG0004141	XP_017762110.1	XP_008195546.1, XP_971815.1
OG0004142	XP_017762731.1	XP_015833163.1, XP_015833173.1
OG0004143	XP_017767413.1	XP_015835654.1
OG0004144	XP_017766318.1	XP_974174.1
OG0004145	XP_017757438.1	XP_966571.1
OG0004146	XP_017756488.1	XP_008193932.1
OG0004147	XP_017761861.1	XP_008199251.1
OG0004148	XP_017764773.1	XP_008191391.1
OG0004149	XP_017767340.1	XP_015833182.1, XP_969301.4
OG0004150	XP_017756227.1	XP_970273.1
OG0004151	XP_017767452.1	XP_008193562.1
OG0004152	XP_017757686.1	XP_015838551.1, XP_015840222.1
OG0004153	XP_017757421.1	XP_008199980.1
OG0004154	XP_017756300.1	XP_975348.1
OG0004155	XP_017754466.1	XP_008199045.1
OG0004157	XP_017757303.1	XP_008200151.1
OG0004158	XP_017767381.1	XP_008194425.1
OG0004160	XP_017757847.1	XP_008199427.1
OG0004161	XP_017764098.1	XP_008195570.1
OG0004162	XP_017763976.1	XP_008196673.1
OG0004163	XP_017766390.1	XP_015835252.1
OG0004164	XP_017759106.1	XP_008201024.2
OG0004165	XP_017757263.1, XP_017757264.1	XP_015838044.1
OG0004166	XP_017760348.1	XP_969892.2
OG0004167	XP_017764220.1	XP_008196156.1
OG0004168	XP_017766714.1	XP_001812912.1
OG0004169	XP_017766101.1	XP_015835091.1, XP_008192376.1
OG0004170	XP_017753913.1	XP_008193690.1
OG0004171	XP_017757277.1	XP_967199.1
OG0004172	XP_017753705.1	XP_015834445.1
OG0004173	XP_017755019.1	XP_968786.2
OG0004174	XP_017757976.1	XP_015837602.1
OG0004175	XP_017761285.1	XP_008193965.1
OG0004176	XP_017752857.1, XP_017752848.1	XP_970249.2
OG0004177	XP_017764742.1	XP_008191243.1
OG0004178	XP_017767467.1	XP_015835999.1
OG0004179	XP_017760206.1	XP_001816025.1
OG0004180	XP_017757057.1	XP_015834995.1
OG0004181	XP_017762931.1, XP_017762930.1	XP_972529.1
OG0004182	XP_017766990.1	XP_001810222.1
OG0004183	XP_017762799.1	XP_970649.1
OG0004184	XP_017764973.1	XP_972898.1
OG0004185	XP_017759605.1	XP_015833808.1
OG0004186	XP_017764839.1	XP_015835671.1
OG0004187	XP_017757242.1, XP_017757244.1, XP_017757245.1, XP_017757241.1	XP_008194310.1
OG0004188	XP_017758919.1	XP_015839343.1
OG0004189	XP_017760438.1	XP_015839172.1, XP_015839173.1
OG0004190	XP_017756021.1	XP_015836315.1
OG0004191	XP_017758411.1	XP_969809.1
OG0004192	XP_017766502.1	XP_972716.1
OG0004193	XP_017759722.1, XP_017759724.1	XP_015837566.1
OG0004194	XP_017766371.1	XP_008192437.1
OG0004195	XP_017755382.1	XP_967373.1
OG0004196	XP_017763824.1	XP_008192634.1
OG0004197	XP_017756851.1	NP_001092318.1, XP_015837050.1
OG0004199	XP_017763062.1	XP_008192661.1
OG0004201	XP_017767380.1	XP_008196254.1, XP_008196255.1
OG0004202	XP_017753343.1	XP_974078.2
OG0004203	XP_017756423.1	XP_008190624.1, XP_973621.2, XP_015832952.1
OG0004204	XP_017758792.1	XP_973451.2
OG0004205	XP_017763247.1	XP_008192300.1, XP_975622.1
OG0004206	XP_017766753.1	XP_008195830.1
OG0004207	XP_017758597.1	XP_973218.1
OG0004209	XP_017760433.1	XP_015839287.1
OG0004210	XP_017767322.1	XP_008196333.1, XP_974885.1
OG0004211	XP_017762051.1	XP_015833688.1
OG0004212	XP_017758447.1	XP_008193851.1
OG0004213	XP_017758737.1	XP_008201519.1
OG0004214	XP_017767610.1	XP_008195745.1
OG0004218	XP_017753995.1	XP_008198657.1
OG0004219	XP_017763862.1	XP_971270.1
OG0004220	XP_017753419.1	XP_015840558.1
OG0004222	XP_017767425.1	XP_969545.1
OG0004223	XP_017767727.1	XP_966506.1, XP_008195125.1, XP_008195126.1
OG0004224	XP_017752321.1	XP_008194757.1
OG0004225	XP_017767242.1	XP_001812890.2
OG0004226	XP_017754887.1	XP_008195242.1
OG0004229	XP_017763516.1	XP_015833830.1
OG0004230	XP_017761606.1	XP_008195350.1
OG0004231	XP_017761838.1	XP_969823.3
OG0004232	XP_017754427.1	XP_008197867.1, XP_972446.1
OG0004234	XP_017757506.1	XP_971060.1
OG0004235	XP_017764108.1, XP_017764106.1	XP_015840768.1
OG0004236	XP_017767120.1	XP_015839515.1, XP_015839514.1
OG0004237	XP_017763132.1	XP_972411.1
OG0004238	XP_017754890.1	NP_001139341.1
OG0004239	XP_017755954.1	XP_008193832.2
OG0004240	XP_017766673.1	XP_966462.1
OG0004241	XP_017759077.1	XP_015835603.1
OG0004242	XP_017753992.1	XP_008190689.1, NP_001034513.1
OG0004243	XP_017762521.1	XP_001809395.1
OG0004244	XP_017767046.1	XP_008190816.1
OG0004245	XP_017752684.1	XP_015832939.1
OG0004246	XP_017767600.1	XP_975048.1
OG0004247	XP_017765440.1	XP_008192323.1
OG0004248	XP_017762095.1	XP_008191550.1
OG0004249	XP_017757485.1	XP_967213.1
OG0004251	XP_017759017.1, XP_017759022.1	XP_008191695.1
OG0004253	XP_017766051.1	NP_001107838.1, XP_008193910.1
OG0004254	XP_017753180.1	XP_001814021.1
OG0004256	XP_017759820.1	XP_973942.1, NP_001161275.1
OG0004257	XP_017762961.1	XP_975524.1, XP_015836662.1, XP_970452.2
OG0004258	XP_017759461.1	XP_974160.2
OG0004261	XP_017752343.1, XP_017752316.1	XP_015833632.1, XP_015833634.1, XP_015833633.1, XP_015833631.1
OG0004262	XP_017754334.1, XP_017754335.1, XP_017754336.1	XP_008200054.1, XP_008191569.1
OG0004264	XP_017766332.1	XP_973435.1
OG0004266	XP_017760256.1	XP_008192549.1
OG0004267	XP_017756245.1	XP_968461.1, XP_968542.1, XP_968377.1
OG0004269	XP_017756635.1	XP_008191491.1, XP_001807780.1
OG0004275	XP_017753975.1	XP_008201172.1
OG0004276	XP_017754056.1	XP_972907.1
OG0004277	XP_017765340.1, XP_017759890.1	XP_969696.1
OG0004278	XP_017757496.1	XP_975170.2
OG0004279	XP_017764421.1	XP_975179.2
OG0004280	XP_017755911.1	XP_973533.1
OG0004281	XP_017761175.1, XP_017761176.1	XP_008195224.1
OG0004282	XP_017758572.1	XP_974347.1
OG0004283	XP_017766364.1	XP_008192466.1, NP_001165863.1
OG0004284	XP_017756130.1	XP_968064.1
OG0004285	XP_017759836.1	XP_970899.1
OG0004286	XP_017756058.1	XP_968001.1
OG0004287	XP_017755002.1	XP_966498.1
OG0004288	XP_017764224.1	XP_969265.1
OG0004289	XP_017752209.1	XP_008197558.1, XP_015838760.1
OG0004290	XP_017761545.1	XP_971885.1
OG0004291	XP_017765829.1	XP_968374.1
OG0004292	XP_017757357.1	XP_015837941.1
OG0004293	XP_017756761.1	XP_972261.1
OG0004294	XP_017753787.1	XP_974435.1
OG0004295	XP_017753713.1	XP_971412.1
OG0004296	XP_017766082.1	XP_967959.1
OG0004297	XP_017755740.1	XP_966358.1
OG0004298	XP_017758442.1, XP_017758126.1	XP_015834541.1
OG0004299	XP_017753221.1	XP_973645.1
OG0004300	XP_017761093.1	XP_008197771.1
OG0004301	XP_017755659.1	XP_972630.1
OG0004302	XP_017757108.1	XP_971610.1
OG0004303	XP_017757169.1	XP_974854.1
OG0004304	XP_017760027.1	XP_008190996.1
OG0004305	XP_017761146.1	XP_967790.1
OG0004306	XP_017759893.1	XP_972464.1, XP_972413.1
OG0004307	XP_017763308.1	XP_015834916.1
OG0004308	XP_017764426.1	XP_975195.1
OG0004309	XP_017754704.1	XP_969903.1
OG0004310	XP_017759068.1	XP_969714.1
OG0004311	XP_017762272.1	XP_969723.1
OG0004312	XP_017763482.1	XP_969605.1
OG0004313	XP_017759435.1	XP_969250.1
OG0004314	XP_017761467.1	XP_968017.1
OG0004315	XP_017755768.1	XP_015833545.1
OG0004316	XP_017757844.1	XP_967058.1
OG0004317	XP_017753674.1	XP_970777.1
OG0004318	XP_017757356.1	XP_973769.1
OG0004319	XP_017761414.1	XP_008201675.1
OG0004320	XP_017756434.1	XP_008199303.1
OG0004321	XP_017761761.1	XP_971796.1
OG0004322	XP_017767422.1	XP_008195533.1
OG0004323	XP_017760849.1	XP_971760.1
OG0004324	XP_017767588.1	XP_973351.1
OG0004325	XP_017757670.1	NP_001128383.1
OG0004326	XP_017757538.1	XP_001813029.1
OG0004327	XP_017755341.1	XP_015835634.1
OG0004328	XP_017765593.1	XP_969972.1
OG0004329	XP_017758425.1	XP_972456.1
OG0004330	XP_017753930.1	XP_966880.1
OG0004331	XP_017767446.1	XP_967746.1
OG0004332	XP_017757056.1	XP_008192042.1, XP_970786.1
OG0004333	XP_017760814.1	XP_971805.1
OG0004334	XP_017759731.1	XP_970161.2
OG0004335	XP_017757705.1	XP_008195989.1
OG0004336	XP_017767671.1	XP_971226.2
OG0004337	XP_017759933.1	XP_008194680.2
OG0004338	XP_017762754.1	XP_971269.1
OG0004339	XP_017756236.1	XP_968192.1
OG0004340	XP_017767429.1	XP_972358.1
OG0004342	XP_017756998.1	XP_971983.1
OG0004343	XP_017766580.1	XP_975131.1
OG0004344	XP_017753076.1, XP_017753077.1	XP_967314.1
OG0004345	XP_017761659.1	XP_970655.1
OG0004346	XP_017756846.1	XP_974710.1
OG0004347	XP_017766640.1	XP_972970.1
OG0004348	XP_017752186.1	XP_970769.1
OG0004349	XP_017759081.1	XP_971370.1
OG0004350	XP_017755923.1	XP_970528.1
OG0004351	XP_017753062.1	XP_008196327.1, XP_972027.1
OG0004352	XP_017767412.1	XP_968697.1
OG0004353	XP_017756428.1	XP_972343.1
OG0004354	XP_017764034.1	XP_008201302.1
OG0004355	XP_017757978.1	XP_975028.1
OG0004356	XP_017754480.1	XP_968339.1
OG0004357	XP_017757706.1	XP_971110.1
OG0004358	XP_017754816.1	XP_972440.1
OG0004359	XP_017762008.1	XP_008199086.1
OG0004360	XP_017755294.1	XP_974891.1
OG0004361	XP_017755811.1	XP_970915.2
OG0004362	XP_017752421.1	XP_967452.2
OG0004363	XP_017760759.1	XP_001814270.1
OG0004364	XP_017756390.1	XP_968539.1
OG0004365	XP_017759310.1	XP_008195871.1
OG0004366	XP_017756348.1, XP_017754702.1	XP_974948.1
OG0004367	XP_017757669.1	XP_968873.1
OG0004368	XP_017755298.1	XP_971553.2
OG0004369	XP_017759646.1	XP_975322.1
OG0004370	XP_017757055.1	XP_967583.3
OG0004371	XP_017758295.1	XP_008191479.1
OG0004372	XP_017756339.1	XP_008196107.1
OG0004373	XP_017758268.1	XP_008197488.1
OG0004374	XP_017765800.1	XP_966555.1
OG0004375	XP_017760249.1	XP_975428.1
OG0004377	XP_017764897.1, XP_017764905.1	XP_008190408.2
OG0004378	XP_017763503.1	XP_001815752.1
OG0004379	XP_017758697.1	XP_008197126.1
OG0004380	XP_017764682.1	XP_008201282.1
OG0004381	XP_017764420.1	XP_008198837.1
OG0004382	XP_017754825.1	XP_008198502.1
OG0004383	XP_017759508.1	XP_001811897.1, XP_008193872.1
OG0004384	XP_017753675.1	XP_967198.1
OG0004385	XP_017760490.1, XP_017764968.1	XP_001814757.1
OG0004386	XP_017765792.1	XP_968136.1
OG0004387	XP_017757965.1	XP_973540.1
OG0004388	XP_017764672.1	XP_970062.1
OG0004389	XP_017752938.1	XP_008190586.1, XP_974322.1
OG0004390	XP_017764115.1	XP_008198783.1
OG0004391	XP_017763771.1, XP_017763773.1	XP_972110.1
OG0004392	XP_017764895.1	NP_001076793.1
OG0004394	XP_017755778.1	XP_008193615.1
OG0004395	XP_017766109.1	XP_015836706.1, XP_008200618.1
OG0004396	XP_017764762.1	XP_967054.1
OG0004397	XP_017759894.1	XP_973270.1
OG0004398	XP_017767589.1	XP_973691.3, NP_001071091.1
OG0004399	XP_017756647.1	XP_966636.1
OG0004400	XP_017762516.1, XP_017762514.1	XP_008194873.1
OG0004401	XP_017754130.1	XP_015833917.1, XP_015833918.1
OG0004402	XP_017765563.1	XP_015839832.1
OG0004403	XP_017760476.1	XP_974795.3
OG0004404	XP_017757033.1	XP_973343.1, XP_972623.1
OG0004405	XP_017754341.1	XP_973483.1
OG0004406	XP_017765731.1, XP_017765733.1	XP_015838960.1
OG0004407	XP_017762478.1	XP_008193688.1
OG0004408	XP_017756823.1	XP_008192574.1, XP_972707.2
OG0004409	XP_017766941.1	XP_971897.2
OG0004410	XP_017754736.1	XP_008195992.1
OG0004411	XP_017763634.1	XP_974546.1
OG0004412	XP_017760675.1	XP_008197181.1
OG0004413	XP_017752400.1	XP_972151.1
OG0004414	XP_017766178.1	XP_974522.1
OG0004415	XP_017759436.1	XP_015840578.1, XP_015839944.1
OG0004416	XP_017757086.1	XP_967938.1
OG0004417	XP_017761129.1	XP_008191367.2
OG0004418	XP_017755567.1	XP_967755.1
OG0004419	XP_017765424.1	XP_015837300.1, XP_008195801.1
OG0004420	XP_017757176.1	XP_974700.2
OG0004421	XP_017761514.1	XP_008201446.1
OG0004422	XP_017758805.1	XP_008192303.1
OG0004423	XP_017763550.1	XP_015835652.1, XP_008199577.1
OG0004424	XP_017762066.1	XP_966793.1
OG0004425	XP_017752465.1	XP_975776.2
OG0004426	XP_017757608.1	XP_971988.1
OG0004427	XP_017757285.1	XP_975024.1
OG0004428	XP_017765383.1	XP_008193101.1
OG0004429	XP_017759125.1	NP_001137201.1, XP_015839494.1
OG0004430	XP_017763244.1	XP_001812942.1
OG0004431	XP_017758130.1	XP_008198316.1
OG0004432	XP_017757892.1	XP_968397.1
OG0004433	XP_017755329.1	XP_969112.1
OG0004434	XP_017765030.1	XP_967394.1
OG0004436	XP_017765324.1	XP_967237.1, XP_008198811.1
OG0004437	XP_017759482.1, XP_017759483.1	XP_971007.1
OG0004438	XP_017763181.1	XP_974054.1, XP_015838263.1, XP_015838262.1
OG0004439	XP_017753384.1	XP_008192095.1
OG0004440	XP_017763180.1	XP_972849.1
OG0004441	XP_017755797.1	XP_015839666.1, XP_970319.1
OG0004442	XP_017765851.1	XP_968337.1
OG0004443	XP_017767316.1	XP_971224.1
OG0004444	XP_017754223.1	XP_008193636.1
OG0004445	XP_017755420.1	XP_008193656.1
OG0004446	XP_017752278.1	XP_968186.1
OG0004447	XP_017762900.1	XP_008196875.1
OG0004448	XP_017764399.1	XP_968140.1
OG0004449	XP_017753399.1	XP_968648.1, XP_015834343.1
OG0004450	XP_017752187.1	XP_008197685.1
OG0004451	XP_017766218.1	XP_001813375.1, XP_015835910.1
OG0004452	XP_017753584.1	NP_001034518.1, XP_008201243.1
OG0004453	XP_017758656.1	XP_008197856.1
OG0004454	XP_017764740.1	XP_015835986.1
OG0004455	XP_017757445.1	XP_974859.1
OG0004456	XP_017766299.1	XP_008194455.1
OG0004457	XP_017756670.1	XP_008194516.1
OG0004458	XP_017764143.1	XP_973234.1
OG0004459	XP_017767641.1, XP_017767637.1	XP_008201155.1, XP_015840642.1
OG0004460	XP_017767292.1	XP_015839542.1
OG0004461	XP_017752231.1	XP_008198493.1
OG0004462	XP_017756492.1	XP_008201181.1
OG0004463	XP_017764552.1	XP_008193392.1
OG0004464	XP_017753370.1	XP_015833887.1, XP_008194021.1
OG0004465	XP_017754066.1	XP_966481.1
OG0004466	XP_017761239.1	XP_015837577.1
OG0004467	XP_017752379.1, XP_017752311.1	XP_967843.1
OG0004468	XP_017752407.1	XP_969039.1
OG0004469	XP_017761486.1	XP_972171.1
OG0004470	XP_017754278.1	XP_971504.1
OG0004471	XP_017755645.1	XP_973117.1, XP_008196349.1
OG0004472	XP_017756381.1	XP_974024.1
OG0004473	XP_017767372.1	XP_015836862.1, XP_015836861.1
OG0004474	XP_017763207.1	XP_008197064.1
OG0004475	XP_017763151.1	XP_015838870.1, NP_001034508.1
OG0004478	XP_017765458.1	XP_975527.1
OG0004479	XP_017757275.1	XP_971071.1
OG0004480	XP_017758578.1	XP_008201326.1
OG0004481	XP_017753097.1, XP_017765636.1	XP_974320.3
OG0004482	XP_017753658.1	XP_008199962.1
OG0004483	XP_017764783.1	XP_971989.2, XP_008198950.1
OG0004484	XP_017761113.1	XP_966953.1
OG0004485	XP_017766144.1	XP_008193405.1
OG0004486	XP_017754174.1	XP_972731.1
OG0004487	XP_017761328.1, XP_017761329.1	XP_015838841.1
OG0004488	XP_017754869.1	XP_008201364.1
OG0004489	XP_017755598.1	XP_969524.1
OG0004490	XP_017755990.1	XP_008200172.1, XP_971121.1
OG0004491	XP_017755354.1	XP_966917.2
OG0004492	XP_017755519.1	XP_972141.2
OG0004493	XP_017765756.1	XP_970342.1
OG0004494	XP_017758448.1	XP_972668.2
OG0004495	XP_017758907.1	XP_974708.1
OG0004496	XP_017759114.1	XP_008200974.1
OG0004497	XP_017764871.1, XP_017756016.1	XP_970200.1
OG0004498	XP_017760442.1	XP_968062.1
OG0004499	XP_017766911.1	XP_008198302.1
OG0004500	XP_017758085.1	XP_966935.2
OG0004501	XP_017764488.1	XP_008197624.1, NP_001034504.1, XP_008197420.2
OG0004502	XP_017753921.1	XP_008201594.1
OG0004503	XP_017755258.1, XP_017755257.1	XP_008193900.1
OG0004504	XP_017762253.1	XP_971712.2
OG0004505	XP_017757338.1	XP_015839540.1
OG0004506	XP_017757917.1	XP_974651.2
OG0004507	XP_017766041.1	XP_008195560.1
OG0004508	XP_017754779.1	XP_967772.1
OG0004509	XP_017753126.1	XP_967885.1
OG0004510	XP_017765258.1	XP_008195623.1
OG0004511	XP_017765853.1	XP_015834663.1
OG0004512	XP_017753578.1	XP_969306.1
OG0004513	XP_017767435.1	XP_015840997.1
OG0004514	XP_017752638.1	XP_967303.1
OG0004515	XP_017755516.1, XP_017755539.1, XP_017755744.1	XP_971562.1
OG0004516	XP_017758199.1	XP_008199814.1
OG0004517	XP_017763709.1	XP_008192854.1
OG0004519	XP_017759027.1	XP_970192.2
OG0004520	XP_017764712.1	XP_967626.1
OG0004521	XP_017761681.1	XP_966717.1
OG0004522	XP_017765181.1	XP_968657.2
OG0004523	XP_017763414.1	XP_966596.1
OG0004524	XP_017760607.1	XP_975254.2
OG0004525	XP_017762090.1, XP_017762091.1	XP_001814158.1
OG0004526	XP_017756142.1	XP_015835575.1
OG0004527	XP_017752422.1, XP_017752423.1	XP_008196861.1
OG0004528	XP_017765265.1	XP_008198942.1
OG0004529	XP_017752469.1	XP_015840796.1, XP_969523.1
OG0004530	XP_017756557.1	XP_008192807.1
OG0004531	XP_017760464.1	XP_008198806.1
OG0004532	XP_017766407.1	XP_008191977.1
OG0004533	XP_017763618.1	XP_975235.1
OG0004534	XP_017767013.1	XP_015837847.1
OG0004535	XP_017758665.1, XP_017758666.1	XP_967479.1
OG0004536	XP_017761720.1	XP_969779.1
OG0004537	XP_017756367.1	XP_008199753.1
OG0004538	XP_017756285.1	XP_008194447.1
OG0004539	XP_017762377.1, XP_017765492.1	XP_008190563.1, XP_015833001.1
OG0004540	XP_017754634.1	XP_974431.1
OG0004541	XP_017755161.1, XP_017755149.1	NP_001161779.1, XP_015837741.1
OG0004542	XP_017754472.1	XP_015833850.1
OG0004543	XP_017763782.1	XP_008199358.1, XP_015834274.1, XP_015834275.1, XP_015834276.1
OG0004544	XP_017757617.1	XP_967831.2
OG0004545	XP_017761005.1	XP_972841.1
OG0004546	XP_017760658.1	XP_008191529.1
OG0004547	XP_017757466.1	XP_973795.3
OG0004548	XP_017757343.1	XP_008194167.1
OG0004549	XP_017757400.1	XP_975544.1
OG0004550	XP_017764339.1	XP_968425.2
OG0004551	XP_017764568.1	XP_008196143.1
OG0004552	XP_017763144.1	XP_966605.1
OG0004553	XP_017758844.1	XP_015835217.1
OG0004556	XP_017756804.1	XP_015834234.1
OG0004557	XP_017766444.1	XP_015835653.1
OG0004558	XP_017763249.1	XP_970509.1
OG0004559	XP_017763939.1	XP_008191113.1
OG0004560	XP_017752527.1	XP_969585.1
OG0004561	XP_017761913.1	XP_973530.1
OG0004562	XP_017763937.1	XP_969491.1
OG0004563	XP_017757324.1	XP_974107.1
OG0004564	XP_017752276.1	XP_967545.1
OG0004565	XP_017761266.1	XP_971305.1, XP_008196679.1, XP_008196678.1, XP_972807.1
OG0004566	XP_017766984.1	XP_975011.1
OG0004567	XP_017759122.1	XP_969501.1
OG0004568	XP_017758888.1	XP_966406.1
OG0004569	XP_017764716.1	XP_971024.1
OG0004570	XP_017754722.1, XP_017754729.1	XP_008190477.2
OG0004571	XP_017762939.1	XP_966419.1
OG0004572	XP_017758247.1	XP_008193653.1
OG0004573	XP_017756746.1	XP_015840900.1
OG0004574	XP_017766115.1	XP_008199514.1, XP_015833543.1
OG0004575	XP_017766542.1	XP_015836016.1
OG0004576	XP_017753534.1	XP_968528.1
OG0004577	XP_017756098.1	XP_008196227.1
OG0004578	XP_017761377.1	XP_015837256.1
OG0004579	XP_017759650.1	XP_015838708.1
OG0004580	XP_017763930.1	XP_968154.2
OG0004581	XP_017762356.1	XP_967342.1, XP_973682.1
OG0004582	XP_017764350.1	XP_008194035.1, XP_970124.1
OG0004583	XP_017765099.1	XP_971242.2
OG0004584	XP_017763004.1	NP_001164208.1, XP_008201001.1
OG0004585	XP_017763757.1	XP_008191121.1
OG0004586	XP_017756433.1	XP_008191139.1
OG0004587	XP_017759997.1, XP_017759998.1	XP_967043.1, XP_976065.1
OG0004588	XP_017759732.1	XP_967472.1
OG0004589	XP_017757417.1	XP_015836849.1
OG0004590	XP_017756287.1	XP_015834749.1
OG0004591	XP_017756510.1	XP_974397.2
OG0004592	XP_017752786.1, XP_017752787.1	XP_015839668.1
OG0004593	XP_017761070.1	XP_001811057.1
OG0004594	XP_017755639.1	XP_969067.1
OG0004595	XP_017763145.1	XP_008196620.1
OG0004596	XP_017752812.1	XP_972191.1
OG0004597	XP_017761933.1	XP_974793.1
OG0004598	XP_017752871.1	XP_972549.2
OG0004599	XP_017764181.1	NP_001096055.1
OG0004600	XP_017758812.1	XP_015837407.1
OG0004601	XP_017767364.1	XP_968373.1
OG0004602	XP_017765409.1	XP_972953.1
OG0004603	XP_017766750.1	XP_008199077.1
OG0004604	XP_017761346.1	XP_970329.1
OG0004605	XP_017761460.1	XP_967701.1
OG0004606	XP_017759484.1	XP_015838055.1
OG0004607	XP_017756474.1	XP_001809949.1, XP_008196929.1
OG0004608	XP_017763675.1	XP_967795.1
OG0004609	XP_017761433.1	XP_008200198.1
OG0004610	XP_017764089.1	XP_008191579.1
OG0004611	XP_017765177.1	XP_008201393.1, XP_001816040.2
OG0004612	XP_017755611.1	XP_970932.1
OG0004613	XP_017755157.1	XP_972782.1
OG0004614	XP_017764829.1	NP_001164247.1
OG0004615	XP_017764360.1	XP_970821.2
OG0004616	XP_017754761.1	XP_008191928.1
OG0004617	XP_017755113.1	XP_970927.1, XP_008196487.1
OG0004618	XP_017766045.1	XP_969029.3
OG0004619	XP_017756911.1	XP_969834.1
OG0004620	XP_017767020.1	XP_968306.2
OG0004621	XP_017757184.1	XP_969038.3
OG0004622	XP_017759108.1	XP_976419.1
OG0004623	XP_017760170.1	XP_008201104.1
OG0004624	XP_017762278.1	XP_975041.1
OG0004625	XP_017756293.1	XP_008201004.2
OG0004626	XP_017764938.1	XP_008192253.1
OG0004627	XP_017767382.1	XP_966974.1
OG0004628	XP_017764076.1	XP_970761.1
OG0004629	XP_017766572.1	XP_973669.1
OG0004630	XP_017757398.1	XP_008197176.1
OG0004631	XP_017762452.1	XP_008191971.1
OG0004632	XP_017753311.1	XP_015837611.1
OG0004633	XP_017761895.1	XP_969967.1
OG0004634	XP_017760763.1	XP_008192347.1
OG0004635	XP_017758402.1	XP_968007.2
OG0004636	XP_017765822.1	XP_970426.1
OG0004637	XP_017758290.1, XP_017758283.1	XP_015834061.1
OG0004639	XP_017765875.1	XP_975277.1
OG0004640	XP_017762352.1	XP_008194883.1
