Orthogroup	Bombyx_mori	Ceratina_calcarata
OG0003636	XP_037866579.1	XP_026674397.1
OG0003637	XP_037872386.1	XP_017891219.1
OG0003638	XP_037875164.1	XP_017876650.1
OG0003640	XP_021209237.2	XP_017878423.1
OG0003641	XP_037874781.1, XP_037874775.1	XP_026666545.1, XP_026666543.1
OG0003642	XP_021204234.2, XP_037874944.1	XP_026667494.1
OG0003643	XP_037877249.1, XP_037877248.1, XP_012551898.1, XP_004933306.1	XP_026666754.1, XP_026666755.1, XP_017893345.1
OG0003644	XP_004933307.1, XP_037872876.1	XP_026667155.1
OG0003645	XP_012550903.3, XP_037874000.1	XP_017880669.1
OG0003646	NP_001091840.1, XP_012550228.2	XP_017891697.1
OG0003647	XP_004928679.1	XP_017880746.1
OG0003649	XP_037877803.1	XP_026672772.1
OG0003651	XP_004923872.1	XP_017890255.1, XP_017890254.1
OG0003652	XP_037875171.1	XP_017875927.2, XP_017876872.1
OG0003653	XP_037871683.1	XP_017887031.1
OG0003654	XP_004930203.1	XP_026671405.1
OG0003655	XP_037868595.1	XP_017876160.1
OG0003656	NP_001296541.1	XP_026672394.1, XP_026672393.1, XP_026672395.1
OG0003658	XP_037867054.1	XP_017883375.1
OG0003661	NP_001040210.1	XP_017885462.1
OG0003663	XP_037874623.1, XP_037874741.1	XP_026670518.1, XP_026670517.1
OG0003664	XP_004929480.3, XP_037870517.1	XP_017883355.1
OG0003665	XP_012553038.1, NP_001040503.1	XP_017879775.1, XP_026671298.1
OG0003666	XP_004931818.1, XP_037877515.1	XP_017880611.1
OG0003667	NP_001036836.1, NP_001037560.1	XP_017891749.1, XP_017893679.1
OG0003668	XP_021202571.1, XP_021202570.1	XP_017876845.1, XP_026667761.1
OG0003669	XP_004933551.1	XP_017887808.1, XP_026666947.1, XP_026666948.1
OG0003670	XP_004931747.1	XP_017881108.1, XP_026669832.1, XP_026669833.1
OG0003671	XP_037869179.1	XP_017884065.1
OG0003672	XP_012553095.2	XP_017877836.1, XP_026668308.1
OG0003673	XP_037870945.1	XP_017888708.1
OG0003674	XP_012548325.1	XP_017888295.1
OG0003675	XP_004931915.1	XP_017883996.1
OG0003676	XP_004923558.1	XP_017890976.1
OG0003677	XP_037876307.1	XP_017883140.1
OG0003678	XP_012553133.1	XP_017891954.1
OG0003679	XP_004931643.2, XP_012550428.1, XP_012550431.1, XP_021207201.1	XP_017887992.1
OG0003680	XP_037866795.1	XP_017876624.1
OG0003681	XP_004923151.1, XP_004923152.1	XP_017893256.1
OG0003682	XP_004925946.2	XP_017876678.1, XP_017876677.1
OG0003684	XP_012546211.1	XP_017882730.2, XP_017881625.1
OG0003685	NP_001037430.1	XP_017875534.1
OG0003686	XP_037874439.1, XP_037874438.1	XP_017883290.1, XP_026670951.1
OG0003687	XP_004929484.2	XP_017888227.1
OG0003689	XP_004930231.1	XP_026674991.1
OG0003690	XP_004925755.1	XP_017878230.1
OG0003691	XP_037870767.1	XP_017883206.1
OG0003692	XP_037870266.1	XP_017879122.1
OG0003695	XP_012550989.1	XP_026675191.1, XP_017891820.1
OG0003696	XP_021204756.1	XP_026672609.1
OG0003697	XP_037877834.1	XP_026667084.1, XP_026667087.1, XP_026667086.1, XP_026667081.1, XP_026667083.1, XP_026667085.1, XP_026667082.1, XP_026667089.1, XP_026667088.1, XP_017875365.1
OG0003698	XP_004929241.1	XP_017886848.1, XP_017886850.1, XP_017886849.1
OG0003700	XP_004930255.2	XP_026674537.1, XP_026674535.1, XP_017890420.1
OG0003701	XP_037873910.1, XP_004925335.1, XP_021203109.1, XP_004925336.3, XP_004930497.3	XP_017875768.1
OG0003704	XP_021205562.1	XP_026674079.1, XP_026675562.1
OG0003709	NP_001040287.1	XP_017891660.1
OG0003710	XP_012552769.1, NP_001037630.1	XP_017880612.1
OG0003711	XP_004931878.1	XP_017886689.1
OG0003712	NP_001037123.1	XP_017882021.1
OG0003713	NP_001036989.1, XP_012547744.1	XP_017880773.1
OG0003714	NP_001037512.1	XP_017886348.1
OG0003715	NP_001108476.2	XP_017887657.1
OG0003716	XP_037872653.1	XP_026675259.1
OG0003717	NP_001037277.1	XP_026674885.1, XP_017890852.1
OG0003718	XP_004927279.1	XP_017877088.1
OG0003719	XP_021208079.2	XP_017876526.1
OG0003720	NP_001036933.1	XP_026675212.1
OG0003721	NP_001037351.1	XP_017881513.1
OG0003722	NP_001135961.1	XP_017889421.1
OG0003723	XP_004922372.1	XP_017879325.1
OG0003724	NP_001188508.1	XP_026666539.1
OG0003725	XP_004928719.1	XP_017886726.1
OG0003726	NP_001040238.1	XP_017883514.1
OG0003727	XP_004923665.1	XP_026670582.1
OG0003728	XP_037866984.1, XP_037866993.1	XP_017883084.1
OG0003729	NP_001091814.1	XP_017892121.1
OG0003730	XP_004924672.1	XP_017877395.1
OG0003731	XP_004932193.1	XP_017880619.1
OG0003732	NP_001040335.1, XP_004926899.1	XP_017891207.1
OG0003733	NP_001040115.1, XP_037873022.1	XP_017883868.1
OG0003734	NP_001040244.1	XP_017875442.1
OG0003735	XP_004931147.1	XP_017882918.1
OG0003736	XP_012544317.1, XP_004924419.1, XP_037877068.1, XP_037877080.1	XP_017886048.1
OG0003737	NP_001036824.1	XP_017885254.1
OG0003738	XP_037873403.1, NP_001040420.1	XP_026670885.1
OG0003739	XP_012548197.1	XP_017889791.1
OG0003740	XP_004933048.1	XP_017889751.1
OG0003741	XP_004931476.1	XP_017887551.1
OG0003742	XP_012551052.2	XP_017881701.1
OG0003743	XP_012553144.1	XP_017891855.1
OG0003744	NP_001040316.1, XP_004929867.1	XP_017889896.1
OG0003745	XP_004928703.1	XP_017887303.1
OG0003746	XP_004926477.1	XP_017891325.1
OG0003747	NP_001296542.1	XP_026675094.1, XP_017891711.1, XP_017891712.1
OG0003750	XP_012552288.2, NP_001040296.1	XP_017882070.2
OG0003751	XP_004923024.1	XP_017883791.1
OG0003752	NP_001073120.1, XP_021204148.1, XP_004926951.1	XP_026673794.1
OG0003753	XP_004932147.1	XP_017888900.1
OG0003754	XP_037871617.1, XP_037871615.1, XP_037871612.1	XP_026671673.1
OG0003755	NP_001040324.1	XP_017890460.1
OG0003756	NP_001040454.1, XP_037876426.1	XP_017883515.1
OG0003757	XP_012551544.1, NP_001037384.1	XP_017889657.1
OG0003758	XP_037867518.1, XP_037867519.1	XP_017885351.1
OG0003759	XP_037872455.1	XP_026673552.1
OG0003760	XP_004923247.2	XP_017887340.1, XP_017880817.1
OG0003761	XP_004932329.1	XP_017893671.1, XP_017882693.1
OG0003762	XP_004930695.2	XP_017884041.1
OG0003763	NP_001040256.1	XP_017886443.1
OG0003765	XP_004930780.1	XP_017877210.1
OG0003767	NP_001091754.1	XP_017883512.1
OG0003768	NP_001040505.1, XP_021208052.1	XP_017880702.1, XP_017881656.1
OG0003769	XP_004932945.1	XP_017882131.1
OG0003770	XP_004927779.1	XP_017874997.1
OG0003771	XP_004923132.1	XP_017888616.1
OG0003772	XP_004933087.1, NP_001091837.2	XP_017882378.1
OG0003773	NP_001040305.1	XP_017883115.1
OG0003774	NP_001155189.1	XP_017893372.1
OG0003776	XP_037874928.1	XP_017886946.1
OG0003777	XP_037874652.1	XP_017885472.1
OG0003778	XP_004921772.2	XP_017889125.1
OG0003779	XP_012545916.2	XP_017879320.1
OG0003780	NP_001040283.1	XP_017881605.1
OG0003781	NP_001040364.1	XP_026675279.1
OG0003782	XP_004929641.1, XP_004933732.1	XP_017876370.1
OG0003783	NP_001124369.1	XP_017889434.2
OG0003784	XP_012552265.3	XP_017887076.1
OG0003785	XP_004931941.1	XP_017882987.1, XP_017888461.1
OG0003786	XP_004922831.1	XP_017892940.1, XP_026666550.1, XP_017892934.1
OG0003787	NP_001037588.1	XP_017881322.1
OG0003788	NP_001040471.1	XP_017877273.1
OG0003789	XP_004922402.1	XP_017885942.1
OG0003790	XP_004925338.1	XP_017883742.1, XP_017883741.1
OG0003791	NP_001108408.1, XP_037877671.1	XP_017892710.1
OG0003792	NP_001040194.1	XP_017876976.1
OG0003793	XP_037876524.1	XP_017881054.1
OG0003794	XP_037869572.1, NP_001091760.1	XP_017882292.1
OG0003795	XP_004925783.1	XP_017882691.1, XP_026674228.1
OG0003796	XP_021204761.1	XP_017883461.1
OG0003797	XP_004923393.2	XP_017883019.1
OG0003798	NP_001091757.1, XP_012549905.1	XP_017890726.1
OG0003799	XP_004921604.1	XP_017886085.1, XP_017886084.1
OG0003800	XP_012549710.1, NP_001232899.1	XP_017884796.1
OG0003801	XP_004921614.1	XP_017886709.1
OG0003802	XP_021206946.1	XP_017878152.1
OG0003803	XP_004922741.1	XP_026674703.1, XP_017890875.1
OG0003804	XP_037872715.1	XP_017881146.1
OG0003805	XP_037872346.1	XP_017884892.1
OG0003806	XP_004930388.1, XP_037869079.1	XP_017888791.1
OG0003807	XP_004933560.1	XP_017888132.1
OG0003808	XP_004926538.1	XP_017888388.1
OG0003810	XP_004927931.1	XP_017884700.1
OG0003811	XP_037875641.1	XP_017880798.1
OG0003812	NP_001189466.1, XP_012549368.2	XP_017886186.1
OG0003813	XP_004928617.1	XP_017886353.1
OG0003814	XP_004931718.2	XP_017884747.1
OG0003815	XP_037870921.1	XP_017877589.1
OG0003816	XP_004928464.1	XP_017887473.1
OG0003817	XP_021208339.1	XP_017879032.1
OG0003818	NP_001157383.1	XP_017886741.1
OG0003819	XP_004933631.1	XP_017886449.1
OG0003820	NP_001036861.1	XP_026668802.1
OG0003821	XP_037877826.1, XP_037877825.1	XP_017883536.1
OG0003823	XP_012546007.2, XP_037870947.1	XP_017875045.1
OG0003824	XP_012552876.1, NP_001268822.1	XP_017888199.1
OG0003825	XP_037868048.1	XP_017884744.1, XP_017884830.1
OG0003826	XP_037876746.1	XP_026673435.1
OG0003827	NP_001266358.1, XP_012551312.1	XP_017891394.1
OG0003828	NP_001182009.1	XP_017885218.1
OG0003829	XP_004926984.1, XP_012546488.1	XP_017881616.1
OG0003830	XP_037866511.1	XP_017889060.1, XP_017889078.1
OG0003831	XP_021208347.2	XP_017875454.1
OG0003832	XP_004925624.1	XP_017877092.1
OG0003833	XP_004925262.1	XP_026672768.1
OG0003834	XP_037876702.1	XP_017887135.1
OG0003835	XP_004931767.1	XP_017882275.1
OG0003836	XP_037869782.1	XP_017880088.1
OG0003838	XP_004928702.1	XP_017886020.1
OG0003839	XP_012546118.2	XP_017880056.1
OG0003840	XP_021203783.2	XP_017888853.1
OG0003841	XP_004923140.1	XP_017884364.1
OG0003842	XP_037874800.1	XP_026669224.1
OG0003843	NP_001091817.1, XP_021207544.1	XP_017886201.2
OG0003844	XP_004931889.1	XP_017877417.1, XP_017877423.1
OG0003845	XP_004928709.1	XP_017877533.1
OG0003846	XP_004932196.1, NP_001296475.1	XP_017887308.1
OG0003847	XP_012545390.1	XP_017881631.2, XP_017882404.1
OG0003848	XP_004924536.1	XP_017891634.1
OG0003849	XP_004931750.2	XP_017892134.1
OG0003850	XP_004928510.1	XP_017891949.1
OG0003851	XP_004928273.2	XP_017891450.1
OG0003852	XP_037872312.1	XP_017877001.1
OG0003853	XP_004931012.1	XP_017890347.1
OG0003854	XP_037875289.1	XP_017880176.1
OG0003855	XP_037870393.1	XP_026675402.1
OG0003856	XP_004925677.1	XP_017889495.1
OG0003857	XP_004932690.1	XP_026672124.1, XP_017885612.1
OG0003859	XP_004922685.1	XP_017891227.1
OG0003861	NP_001243926.1, XP_012547732.1	XP_017889303.1
OG0003863	XP_037873078.1	XP_017876671.1
OG0003864	XP_037867969.1	XP_017893019.1
OG0003865	XP_004923657.1	XP_017889547.1, XP_017889546.1
OG0003866	NP_001274766.1, XP_004924935.1	XP_017875865.1
OG0003867	XP_012548833.1	XP_017890915.1
OG0003868	XP_037874329.1	XP_017892080.1
OG0003869	XP_021203303.2	XP_026671857.1
OG0003870	XP_004930744.1	XP_017879312.1
OG0003871	XP_037866929.1	XP_026670987.1
OG0003872	XP_004923397.1	XP_017877260.1
OG0003873	XP_012550036.2	XP_026674931.1, XP_026674936.1
OG0003874	XP_004924537.1	XP_017890092.1
OG0003875	XP_004922154.1	XP_017885592.1, XP_017885591.1, XP_017885590.1, XP_017885593.1
OG0003876	XP_021205723.2, XP_037870515.1, XP_037870516.1	XP_026670980.1
OG0003877	XP_037866550.1	XP_017891918.1
OG0003878	XP_037876197.1	XP_017878398.1
OG0003879	XP_004931440.3	XP_017881206.1
OG0003880	XP_012549422.1	XP_026668089.1
OG0003881	XP_004930195.2	XP_017879567.1
OG0003882	XP_012548006.1	XP_026670545.1, XP_026670546.1
OG0003883	XP_004926044.1	XP_017888789.1
OG0003884	XP_021206275.1	XP_026675158.1
OG0003887	NP_001040385.1	XP_017886315.1
OG0003888	NP_001116821.1, XP_004921727.1, XP_004921732.2	XP_017880512.1
OG0003889	XP_037871897.1	XP_017880892.1
OG0003890	XP_021206558.1	XP_017889256.1
OG0003891	XP_037868815.1, XP_021206927.1, XP_037868817.1	XP_017882830.1
OG0003892	XP_012551537.2	XP_026671788.1
OG0003893	XP_012548789.1	XP_017884120.1
OG0003895	XP_021205899.1	XP_017890388.1, XP_026673551.1
OG0003896	NP_001037608.1, XP_012551933.1	XP_017876770.1
OG0003897	XP_037871555.1, NP_001037624.1	XP_017891305.1
OG0003898	XP_012550453.2	XP_017877830.1
OG0003899	XP_004932565.2	XP_017882288.1
OG0003900	XP_012551203.1, NP_001040436.1	XP_017878768.1
OG0003901	XP_004930363.1	XP_017879693.1
OG0003902	XP_021204865.2, XP_037869773.1	XP_017886729.1
OG0003903	XP_012544826.1, XP_021202818.1	XP_017892230.1
OG0003904	XP_037876679.1	XP_017893544.1
OG0003905	XP_004932076.1	XP_017877631.1
OG0003906	XP_037870494.1	XP_026668325.1
OG0003907	XP_004932080.1	XP_017891935.1
OG0003908	NP_001266361.1, XP_021204670.1	XP_017881598.1
OG0003909	NP_001188365.1	XP_017886951.1
OG0003910	XP_012548261.1	XP_026675120.1
OG0003911	XP_037872595.1	XP_017884606.1, XP_026671598.1
OG0003912	XP_004921663.1	XP_017882766.2, XP_026673667.1
OG0003913	XP_004933332.1	XP_017875700.1
OG0003914	XP_004930054.1	XP_017883940.1
OG0003915	XP_004933205.1	XP_017887631.1
OG0003916	XP_037877157.1, XP_037877156.1	XP_017875298.1
OG0003917	NP_001281215.1	XP_026667275.1
OG0003918	NP_001296480.1, XP_037869046.1	XP_017879759.1
OG0003919	XP_037873191.1	XP_017892014.1
OG0003920	XP_021205115.1, XP_037873069.1	XP_017884511.1
OG0003921	XP_004929517.1	XP_026668721.1
OG0003922	XP_037867021.1	XP_017877183.1
OG0003923	XP_037871340.1	XP_017876891.1
OG0003924	XP_004928216.2	XP_026672034.1
OG0003925	XP_037870734.1	XP_017879653.1
OG0003926	XP_012546955.1, XP_037875426.1, XP_004927529.2	XP_026673875.1
OG0003927	XP_012550651.2	XP_026674417.1
OG0003928	XP_004921744.1	XP_017890247.1
OG0003929	XP_004921712.1	XP_017890259.1, XP_017888251.1
OG0003930	XP_012547705.1	XP_017885754.1
OG0003931	XP_004923823.1	XP_017892577.2
OG0003932	XP_004928355.1	XP_026674237.1, XP_026674235.1
OG0003933	XP_004921981.1	XP_017880634.1
OG0003934	XP_004927651.1	XP_017891002.1
OG0003935	NP_001037257.1	XP_017875652.1
OG0003936	XP_037874244.1, NP_001103390.1	XP_017883494.1
OG0003937	NP_001119719.1	XP_017889170.1
OG0003938	XP_037867819.1, XP_037867818.1	XP_017886900.2
OG0003939	XP_021203066.1	XP_017881972.1
OG0003940	XP_037868013.1	XP_017886508.1
OG0003941	XP_004932659.1	XP_017886429.1
OG0003942	XP_004925060.2	XP_017876904.1, XP_026667809.1
OG0003943	XP_004930725.1	XP_017879569.1
OG0003944	XP_037867768.1	XP_017885994.1
OG0003945	XP_004929252.2	XP_017878928.1
OG0003946	XP_037872651.1	XP_017893236.1
OG0003947	XP_004923402.1	XP_026673846.1
OG0003948	NP_001296515.1	XP_017875606.1
OG0003950	XP_004931209.1	XP_017882896.1
OG0003951	XP_004928878.1	XP_017888869.1
OG0003952	XP_021208067.1	XP_017881072.1
OG0003953	XP_004925516.1	XP_017882935.1
OG0003954	NP_001040494.1	XP_017887582.1
OG0003955	XP_004930569.1, XP_004930570.1	XP_017877559.1
OG0003956	XP_037867435.1	XP_017885501.1, XP_017885502.1
OG0003957	NP_001040543.1	XP_017875257.1
OG0003958	XP_004924203.1, XP_021202374.1	XP_017889503.1
OG0003959	XP_004931453.1	XP_026673263.1
OG0003960	XP_021203205.2	XP_017890159.1
OG0003961	XP_037872304.1	XP_017883385.1, XP_017883386.1
OG0003962	XP_004926248.1	XP_017884363.1
OG0003963	XP_004926026.1	XP_017875698.1
OG0003964	XP_037873074.1	XP_017883814.1
OG0003965	XP_004923059.2	XP_017892382.1
OG0003966	XP_004927228.1	XP_017886785.1, XP_017886783.1
OG0003967	XP_004930408.1	XP_017884690.1
OG0003968	XP_004926264.1	XP_017883580.1
OG0003969	XP_004929112.1	XP_017890355.1
OG0003970	XP_004931345.1	XP_026674910.1
OG0003971	XP_004929344.1	XP_017890293.1
OG0003972	XP_004926999.1	XP_017890248.1
OG0003974	XP_037868812.1	XP_026666974.1, XP_017883951.1
OG0003975	XP_037870480.1, XP_037870481.1	XP_017885228.1
OG0003976	XP_004927122.1	XP_017890085.1
OG0003977	XP_037867045.1	XP_017890930.2
OG0003978	NP_001037660.1	XP_017879900.1
OG0003979	XP_004927746.2	XP_017880229.1
OG0003980	NP_001138805.1, XP_037866730.1	XP_017887465.1
OG0003981	NP_001233148.1, XP_012545487.1	XP_026674074.1, XP_026674076.1
OG0003982	XP_037866437.1	XP_017876281.1
OG0003983	XP_021202823.1	XP_017877832.1, XP_017879449.1, XP_017882698.1, XP_026669985.1
OG0003984	XP_037877129.1	XP_017892829.2
OG0003985	XP_004923535.1	XP_026668402.1
OG0003986	XP_037868586.1	XP_017876375.1
OG0003987	XP_012543788.2, XP_012543787.2	XP_017892356.1
OG0003988	XP_021202849.2	XP_026674895.1, XP_017891331.1
OG0003989	XP_012547596.2	XP_026666834.1, XP_026668283.1, XP_017892699.1
OG0003990	NP_001355172.1	XP_017893497.1
OG0003991	XP_004932958.2	XP_026669815.1
OG0003993	NP_001127720.1, NP_001127717.1, XP_037868611.1	XP_017892896.2
OG0003994	XP_004933641.2	XP_017883319.1
OG0003995	XP_004928599.1	XP_026669591.1
OG0003996	XP_004927389.1	XP_026672073.1, XP_017885369.1
OG0003997	XP_021206096.2, XP_037867865.1	XP_026669478.1
OG0003998	XP_021203310.2, XP_021203309.2	XP_026671865.1
OG0003999	XP_012545611.1, XP_037875014.1	XP_026667993.1, XP_017881065.2
OG0004000	NP_001296497.1	XP_017879297.1, XP_026668980.1
OG0004001	XP_004927390.2	XP_017877816.1
OG0004002	NP_001037456.2	XP_017876653.1
OG0004003	XP_037876448.1	XP_017885324.1
OG0004004	XP_004922729.1	XP_017884313.1
OG0004005	XP_037867825.1, XP_037867823.1, XP_037867824.1	XP_026672680.1
OG0004006	XP_037871169.1	XP_026669742.1
OG0004008	XP_037871650.1	XP_017881272.1
OG0004009	XP_004926137.1, XP_004926138.2	XP_017891462.1
OG0004010	XP_004921711.1	XP_017887409.1
OG0004011	NP_001037514.1, XP_012547123.1	XP_017888050.1
OG0004012	XP_012548993.2	XP_017877063.1
OG0004013	XP_021206266.2	XP_026671963.1, XP_017885151.1
OG0004014	XP_004924136.1	XP_017877109.1
OG0004015	XP_037874668.1	XP_017876298.1
OG0004016	XP_037869870.1	XP_017881076.1, XP_017881069.1
OG0004017	XP_021207252.1	XP_026671934.1, XP_017885128.1
OG0004018	XP_004933635.2	XP_026668172.1
OG0004019	XP_004926459.1	XP_017883053.1
OG0004020	XP_037866796.1	XP_017887832.1
OG0004021	XP_037869295.1	XP_026666661.1
OG0004022	XP_021207600.1	XP_017882419.1
OG0004023	XP_037873199.1	XP_017876357.1
OG0004026	XP_037876311.1	XP_026670568.1
OG0004027	XP_004923893.1	XP_017889798.1
OG0004028	XP_012544241.1	XP_017876730.1
OG0004029	XP_037870693.1	XP_017886871.1
OG0004030	XP_037872866.1, XP_037872867.1	XP_017888147.1
OG0004031	XP_004923757.1	XP_026667808.1, XP_017876836.1
OG0004032	XP_021205979.2, NP_001188364.1	XP_017888240.1
OG0004033	XP_012547603.2	XP_017877530.1
OG0004034	XP_004923392.2	XP_017885006.1, XP_026671509.1
OG0004035	NP_001040314.1, XP_012551725.1	XP_017877295.1
OG0004036	XP_012544726.2, XP_021202738.2, XP_021202739.2, XP_004924821.2, XP_012544727.2, XP_037869512.1	XP_017876757.1
OG0004037	XP_037875629.1	XP_017885653.1
OG0004038	XP_004929014.1	XP_017881453.1
OG0004040	XP_004928222.1	XP_017888273.1
OG0004041	NP_001136226.1	XP_017881603.1
OG0004042	XP_037867811.1, NP_001036993.1	XP_017891809.1
OG0004043	XP_012553204.1, XP_021201806.1	XP_017879056.2
OG0004045	XP_004933047.1	XP_017889391.1, XP_026673984.1
OG0004046	XP_004925413.1	XP_017892612.2
OG0004047	XP_004933797.2	XP_017889123.1
OG0004048	XP_004925882.2	XP_017881119.1
OG0004049	XP_004921635.1	XP_017884628.1
OG0004050	XP_004933431.1	XP_017886645.2
OG0004051	NP_001041679.1	XP_017893582.1
OG0004052	XP_037876514.1	XP_026674207.1
OG0004053	XP_012550083.2	XP_017892789.1
OG0004054	XP_004929361.2	XP_017886788.1
OG0004055	XP_037869808.1	XP_017885791.1
OG0004056	XP_004923357.2	XP_017890696.1
OG0004058	XP_004930619.1	XP_017889712.1
OG0004059	XP_037868054.1	XP_017881330.1
OG0004060	NP_001296493.1	XP_017879853.1
OG0004061	XP_021207327.1	XP_026674505.1
OG0004062	XP_004928244.1	XP_017881438.1
OG0004063	XP_037869504.1	XP_017880652.1
OG0004064	XP_037870738.1	XP_017877355.1
OG0004065	XP_004928297.1	XP_017879141.1
OG0004066	XP_004924862.1	XP_017891867.1
OG0004067	XP_012544048.3	XP_026666548.1, XP_017893114.1, XP_026666547.1, XP_026666549.1
OG0004068	XP_012545011.2, NP_001036978.1	XP_017886234.1
OG0004069	NP_001037339.1	XP_017890683.1
OG0004070	XP_012544142.1, XP_012544143.1	XP_026675386.1
OG0004072	XP_012545691.1, XP_004925991.1	XP_017888128.1
OG0004073	XP_004921583.1	XP_017878264.1
OG0004074	XP_004922411.1	XP_017883327.1
OG0004075	XP_021204167.1	XP_017875447.1
OG0004076	XP_004923876.1	XP_017878695.1
OG0004077	XP_004928512.1, XP_004928484.2	XP_017889805.1
OG0004078	XP_004927166.1	XP_017877189.1, XP_017877188.1
OG0004079	XP_037868019.1	XP_026675420.1
OG0004080	XP_012549094.1	XP_026668914.1
OG0004081	XP_037868944.1, XP_037868436.1	XP_017876749.2
OG0004082	XP_012549767.2	XP_017877205.1
OG0004083	NP_001040444.1	XP_017884977.1
OG0004084	XP_012546600.1	XP_026675503.1
OG0004085	XP_004931989.1	XP_017876585.1
OG0004086	XP_012545779.1	XP_017892581.1
OG0004087	NP_001189457.1, XP_012553185.1	XP_017877845.1
OG0004088	XP_037868298.1	XP_017886011.1, XP_017891844.2
OG0004089	XP_037874462.1	XP_017891006.2, XP_017876437.1
OG0004090	XP_004933421.1	XP_026668057.1, XP_026668053.1
OG0004091	XP_037870891.1	XP_017875460.1
OG0004092	XP_004932361.1, XP_021207711.1	XP_017884969.1
OG0004093	XP_037868377.1	XP_017879934.1
OG0004094	XP_037870639.1	XP_026666910.1, XP_017893238.1, XP_017893248.1
OG0004095	XP_004930179.1	XP_017879915.1, XP_017879906.1
OG0004096	NP_001186937.1, XP_012553167.2	XP_017884242.1
OG0004097	XP_037873438.1, XP_037873439.1	XP_017893142.1
OG0004098	XP_037874111.1	XP_017878771.2
OG0004099	XP_004930594.1	XP_017881782.1
OG0004100	XP_021205578.2	XP_017878980.1, XP_017878981.1, XP_017878983.1
OG0004101	XP_037873940.1	XP_017887968.1
OG0004102	XP_004924707.1	XP_017880869.1
OG0004103	XP_037874307.1	XP_026667401.1, XP_026667400.1, XP_026667403.1
OG0004104	XP_037877656.1	XP_017890860.1
OG0004105	XP_012552106.1, NP_001036873.1	XP_017883711.1
OG0004106	XP_004931162.2	XP_017890879.1, XP_017890877.1, XP_017877438.1
OG0004107	XP_004926250.2	XP_017889118.1
OG0004108	XP_037868744.1	XP_017889255.1
OG0004109	XP_012553048.1	XP_017888013.1
OG0004110	XP_004933483.1	XP_026674921.1
OG0004111	NP_001124374.1	XP_017892715.1
OG0004112	XP_021205236.2	XP_017892708.1
OG0004113	XP_004923504.1, XP_037877285.1	XP_017879191.1
OG0004114	NP_001036825.1, XP_012544207.1	XP_017888685.1, XP_017876691.1
OG0004116	XP_004925881.2	XP_017882303.1
OG0004117	XP_004930200.1, XP_021206199.1	XP_017893044.1, XP_017893046.1
OG0004120	XP_004924498.1	XP_017883066.1
OG0004121	XP_012547852.1, XP_012547851.1	XP_026667639.1, XP_017876503.1, XP_017876502.1, XP_017876504.1, XP_017876501.1
OG0004122	XP_037871974.1	XP_026672956.1, XP_026672957.1
OG0004123	XP_037871593.1	XP_017881210.1
OG0004125	XP_004922019.1	XP_017887625.1
OG0004126	XP_004932926.1	XP_017884547.1
OG0004127	XP_021205335.1, XP_037871713.1, XP_037871714.1, XP_037871712.1	XP_017891921.1
OG0004128	XP_037877065.1	XP_026670906.1, XP_017883270.1, XP_026670907.1
OG0004129	XP_004931987.1	XP_017880052.1
OG0004130	XP_012547988.1, XP_012547984.1	XP_026667857.1
OG0004131	XP_012547588.1	XP_017887836.1
OG0004132	XP_012545443.1, XP_004925721.1	XP_017887421.1
OG0004135	NP_001272895.1	XP_017885971.1
OG0004137	XP_004929005.1	XP_017889721.1
OG0004138	XP_021204369.1	XP_017882753.1
OG0004140	XP_004928840.1	XP_026673845.1
OG0004141	XP_004933432.2	XP_026672712.1
OG0004142	XP_037876778.1	XP_026668921.1
OG0004143	XP_004925912.2	XP_017883879.1
OG0004144	XP_012546358.1, XP_012546359.1, XP_004926797.1	XP_017878809.1
OG0004145	XP_037868374.1, XP_037868371.1	XP_017890243.1, XP_026674302.1
OG0004146	XP_004931521.1	XP_017877375.1
OG0004147	XP_037867032.1	XP_026673868.1
OG0004148	XP_037868227.1	XP_026668174.1, XP_026671885.1
OG0004149	XP_004931529.2	XP_017875738.1
OG0004150	XP_037872399.1	XP_017889562.1
OG0004151	XP_004924322.2	XP_026672271.1, XP_017876451.1
OG0004153	XP_037876188.1	XP_026674293.1
OG0004154	XP_004929679.1	XP_017879258.2
OG0004155	XP_037869731.1	XP_017892073.1
OG0004158	XP_021204928.2, XP_004931898.3	XP_017883832.1
OG0004160	XP_021202139.2	XP_017876695.1
OG0004162	XP_037875455.1	XP_017889997.1
OG0004163	XP_012549158.1	XP_017880497.1
OG0004164	XP_012545388.1	XP_017889618.1
OG0004165	XP_021203754.2	XP_026672082.1, XP_026672745.1
OG0004166	XP_021205160.1	XP_017882476.1
OG0004167	XP_012552466.1	XP_017890945.1
OG0004168	XP_004924837.1	XP_017880675.1
OG0004169	NP_001233204.1, XP_012551167.2	XP_017878622.1
OG0004170	XP_037870866.1	XP_017885601.1
OG0004171	XP_012547802.3	XP_017887300.1, XP_017887301.1
OG0004172	XP_012549305.2	XP_017879848.1
OG0004173	XP_037869322.1, XP_012549091.2	XP_017877809.2
OG0004174	NP_001245290.1, XP_037873382.1	XP_017892196.1
OG0004175	XP_004924258.1	XP_017892906.1
OG0004176	XP_037866857.1	XP_026674368.1, XP_026674316.1
OG0004177	XP_021205230.1	XP_026670522.1
OG0004178	XP_037874863.1	XP_026667211.1, XP_026667216.1
