Orthogroup	Bombyx_mori	Habropoda_laboriosa
OG0003428	XP_037871417.1	XP_017798376.1
OG0003430	XP_012551357.1	XP_017793741.1
OG0003431	NP_001036922.1, XP_037874254.1	XP_017787704.1
OG0003432	XP_012547178.1	XP_017798872.1
OG0003433	XP_037873527.1, XP_037873528.1	XP_017790305.1
OG0003434	XP_004924847.1	XP_017788155.1
OG0003435	NP_001244267.1, XP_012550378.2	XP_017792263.1
OG0003436	XP_004932809.1	XP_017790315.1
OG0003437	XP_037875684.1, XP_037877263.1	XP_017797398.1
OG0003438	XP_004921818.1, XP_012544894.1	XP_017793681.1
OG0003439	XP_037872285.1	XP_017799540.1
OG0003441	XP_004927784.2	XP_017791927.1
OG0003442	XP_037866515.1, XP_037866516.1	XP_017795564.1
OG0003443	XP_021204365.1, XP_021204367.1, XP_021204366.1, XP_021204368.1	XP_017791983.1
OG0003444	NP_001037085.1, XP_021207029.1	XP_017795763.1
OG0003445	XP_037871019.1	XP_017794816.1
OG0003446	NP_001098694.1, NP_001098696.1	XP_017790194.1
OG0003447	NP_001296546.1, XP_004922011.1	XP_017794715.1
OG0003448	XP_004933026.1	XP_017792056.1
OG0003449	XP_021206165.1	XP_017787805.1
OG0003450	NP_001040542.1	XP_017788064.1
OG0003451	XP_004923511.1	XP_017795951.1
OG0003452	XP_021205053.1	XP_017795731.1
OG0003453	XP_012552434.1, XP_012552430.1	XP_017797435.1
OG0003454	NP_001037059.1	XP_017788570.1
OG0003455	XP_037873852.1	XP_017798830.1
OG0003456	XP_004932145.1	XP_017794613.1
OG0003457	NP_001040394.1	XP_017789662.1
OG0003458	XP_012547359.2, XP_012547357.2	XP_017794751.1
OG0003459	XP_012545982.1, NP_001037674.1	XP_017794519.1
OG0003460	XP_004926473.1	XP_017787896.1
OG0003461	XP_004931839.2	XP_017798754.1
OG0003462	XP_037873712.1, XP_021206608.2	XP_017795538.1
OG0003463	XP_004924684.1	XP_017791580.1
OG0003464	NP_001036997.1	XP_017799077.1
OG0003465	XP_004922169.1	XP_017798401.1
OG0003466	XP_004926531.3	XP_017794045.1
OG0003467	XP_004927141.1	XP_017790107.1
OG0003468	XP_037877566.1, XP_021207394.2	XP_017787597.1
OG0003469	XP_004930056.1, XP_012549234.1, XP_012549236.1, XP_012549235.1	XP_017790654.1
OG0003470	XP_004927777.2	XP_017789699.1
OG0003471	XP_004930371.2	XP_017790104.1
OG0003472	XP_037877856.1	XP_017788054.1
OG0003473	XP_037875053.1	XP_017793049.1
OG0003474	XP_037868743.1	XP_017796960.1
OG0003475	XP_004930566.1	XP_017795085.1
OG0003476	XP_012547078.1, XP_004922070.2	XP_017795895.1
OG0003477	NP_001091822.1	XP_017793953.1, XP_017793951.1
OG0003478	XP_004927649.1	XP_017799569.1
OG0003479	XP_021207253.2	XP_017795491.1
OG0003480	XP_004925542.3	XP_017798393.1
OG0003481	XP_012544254.1	XP_017790114.1
OG0003482	XP_037871232.1	XP_017789130.1
OG0003483	NP_001037010.1	XP_017796022.1, XP_017796021.1
OG0003484	XP_037874376.1	XP_017797622.1
OG0003485	XP_021208538.2	XP_017795377.1
OG0003486	XP_004932951.1	XP_017792686.1
OG0003487	NP_001182384.1	XP_017794076.1
OG0003488	XP_004932663.1	XP_017792124.1
OG0003489	NP_001040318.1, XP_037867815.1	XP_017798944.1
OG0003490	XP_037871305.1	XP_017791182.1
OG0003491	XP_012547173.2	XP_017792048.1
OG0003492	XP_021205517.1	XP_017790116.1
OG0003493	XP_037874692.1	XP_017793401.1
OG0003494	XP_012551801.2	XP_017792036.1
OG0003495	XP_004933065.1	XP_017796624.1
OG0003496	NP_001140197.1, XP_037869524.1	XP_017792069.1
OG0003497	XP_012551388.1	XP_017799151.1
OG0003498	NP_001040497.1	XP_017796017.1
OG0003499	XP_037867924.1	XP_017787932.1
OG0003500	XP_004931538.1	XP_017797555.1
OG0003501	XP_012547360.1, XP_004927893.1	XP_017790410.1
OG0003502	XP_004921959.1	XP_017795678.1
OG0003503	XP_021208616.1	XP_017788163.1
OG0003504	XP_021207708.2	XP_017794861.1
OG0003506	XP_004922429.1	XP_017794477.1
OG0003507	XP_037872748.1	XP_017797779.1
OG0003508	XP_004930904.1	XP_017789276.1
OG0003509	XP_012543864.1	XP_017787815.1
OG0003510	XP_037875352.1, XP_037875351.1	XP_017799249.1
OG0003511	XP_004930466.1	XP_017795697.1
OG0003512	XP_004929710.3	XP_017797422.1
OG0003513	XP_021208073.1, XP_021208074.1	XP_017789621.1
OG0003514	NP_001040342.1	XP_017791058.1
OG0003515	XP_021207919.1	XP_017790849.1
OG0003517	XP_012544329.2, XP_037877383.1	XP_017792974.1
OG0003518	NP_001296511.1, XP_037871506.1	XP_017793465.1
OG0003519	XP_037870775.1	XP_017799607.1
OG0003520	XP_037876845.1, XP_037876844.1	XP_017797134.1, XP_017792648.1
OG0003521	XP_004925657.1	XP_017791759.1, XP_017791756.1
OG0003522	XP_004922885.1	XP_017792743.1
OG0003523	XP_004926031.1	XP_017796940.1
OG0003524	NP_001091835.2	XP_017793984.1
OG0003525	XP_012549064.1	XP_017797416.1
OG0003526	XP_004927044.1	XP_017797771.1
OG0003527	XP_037877233.1, XP_037876955.1, XP_037876956.1	XP_017797073.1
OG0003528	XP_037876854.1, XP_037876853.1	XP_017788010.1
OG0003529	NP_001140193.1	XP_017796368.1, XP_017796369.1
OG0003530	XP_021207110.1	XP_017791870.1
OG0003531	XP_037877244.1, NP_001124358.1, XP_037877253.1, NP_001124359.1	XP_017788875.1
OG0003532	XP_021202687.1, XP_012544614.1	XP_017791378.1
OG0003533	XP_037872430.1	XP_017789697.1
OG0003534	XP_037868931.1	XP_017796338.1
OG0003535	XP_037875647.1	XP_017795507.1
OG0003536	XP_004928256.2	XP_017794520.1
OG0003537	XP_012544105.1	XP_017788502.1
OG0003538	XP_012543915.1	XP_017794337.1
OG0003539	XP_004928604.2	XP_017799287.1
OG0003540	XP_012553269.1, NP_001037307.1	XP_017796972.1
OG0003541	XP_004925449.2	XP_017793446.1
OG0003543	XP_012547293.2, XP_012547289.2	XP_017796516.1
OG0003544	XP_004925555.1	XP_017787531.1
OG0003545	XP_004923221.1	XP_017788911.1
OG0003546	XP_004923328.2	XP_017794575.1
OG0003547	XP_012550249.1, XP_021206392.1	XP_017788418.1
OG0003548	XP_012548856.1, XP_012548857.1, XP_004925066.2	XP_017789170.1
OG0003549	XP_004924159.1	XP_017790138.1
OG0003550	XP_004925430.2	XP_017791984.1
OG0003551	XP_021208344.2	XP_017797765.1
OG0003552	XP_021205024.1	XP_017792681.1, XP_017792679.1, XP_017792680.1
OG0003553	XP_012551586.1	XP_017793904.1
OG0003554	XP_037875891.1	XP_017797957.1
OG0003556	XP_037874820.1	XP_017791171.1
OG0003557	XP_004929733.2	XP_017795196.1
OG0003558	XP_037875118.1	XP_017790263.1
OG0003559	XP_037867544.1	XP_017797674.1
OG0003560	XP_021201878.2	XP_017796231.1
OG0003561	NP_001135963.1	XP_017798605.1
OG0003562	XP_021203090.1	XP_017798420.1
OG0003563	XP_037875812.1	XP_017788284.1
OG0003564	XP_037877761.1	XP_017788793.1
OG0003565	XP_037866447.1, XP_004929264.4	XP_017787823.1
OG0003566	XP_004921932.1	XP_017797738.1
OG0003567	XP_004921862.1	XP_017788638.1
OG0003568	XP_012546407.1	XP_017793492.1
OG0003569	XP_021203981.2	XP_017793411.1
OG0003570	XP_037869896.1	XP_017798646.1
OG0003571	XP_037867390.1	XP_017799439.1, XP_017799445.1
OG0003572	XP_004923039.1, XP_004923040.1	XP_017794779.1, XP_017794778.1
OG0003573	XP_037867617.1, XP_021206523.1	XP_017797262.1
OG0003574	XP_004922723.1	XP_017790861.1
OG0003575	NP_001040264.1	XP_017787923.1
OG0003576	XP_037866564.1	XP_017792082.1
OG0003577	XP_004929485.1	XP_017792328.1, XP_017792336.1
OG0003578	XP_004922669.3	XP_017796417.1
OG0003580	XP_037869342.1	XP_017799553.1, XP_017799557.1, XP_017799556.1, XP_017799554.1
OG0003581	XP_004927037.1	XP_017796111.1
OG0003582	XP_004926064.3	XP_017797916.1
OG0003583	XP_004927525.1	XP_017796172.1
OG0003584	XP_037869082.1, XP_037869084.1, XP_037869083.1, XP_037869081.1	XP_017794121.1
OG0003585	XP_021208943.1	XP_017791762.1
OG0003586	XP_004922918.2	XP_017797223.1
OG0003587	XP_037872657.1	XP_017788539.1
OG0003588	XP_004924493.1	XP_017796800.1
OG0003589	XP_012551318.1, NP_001037414.1	XP_017797456.1
OG0003591	NP_001036831.1	XP_017796230.1
OG0003592	XP_012549032.3	XP_017787728.1, XP_017787732.1
OG0003593	XP_004927919.1	XP_017789016.1, XP_017789095.1
OG0003595	XP_012546094.2	XP_017792705.1
OG0003596	XP_012547345.1, XP_004927774.1	XP_017790106.1
OG0003597	XP_037868232.1	XP_017796371.1
OG0003598	NP_001266347.1, XP_037866738.1	XP_017795291.1
OG0003599	XP_037869568.1, NP_001040495.1	XP_017791085.1
OG0003600	XP_037866549.1	XP_017797496.1
OG0003601	XP_021209180.2	XP_017792131.1
OG0003602	XP_037877049.1	XP_017789860.1
OG0003603	XP_004921806.1	XP_017793431.1
OG0003604	XP_004930828.3	XP_017792460.1
OG0003605	XP_037868816.1, XP_012545933.1, XP_012545932.1, XP_037875992.1	XP_017787843.1
OG0003606	NP_001036953.1	XP_017795062.1
OG0003607	XP_004929826.1	XP_017794180.1
OG0003608	XP_004923045.1	XP_017798106.1
OG0003609	XP_004929445.1	XP_017789920.1
OG0003610	XP_012550905.1	XP_017788145.1
OG0003611	XP_004923702.3	XP_017793037.1
OG0003612	NP_001186936.1, XP_037873378.1	XP_017796585.1
OG0003613	XP_037871989.1	XP_017789449.1
OG0003614	NP_001116808.1, XP_012545275.1, NP_001036963.1, XP_012546220.1	XP_017788473.1
OG0003615	XP_021206296.1	XP_017790716.1
OG0003616	XP_021203436.1	XP_017789288.1
OG0003618	XP_037876570.1, XP_037876572.1, XP_037876573.1, XP_037876574.1	XP_017789709.1
OG0003619	XP_037867102.1	XP_017792190.1
OG0003620	XP_012551016.1	XP_017796323.1
OG0003621	XP_012550805.2	XP_017797968.1
OG0003623	XP_037877118.1	XP_017792227.1
OG0003624	XP_037870327.1	XP_017798102.1
OG0003625	XP_037872531.1	XP_017795418.1, XP_017794632.1
OG0003626	XP_021207115.2	XP_017796698.1
OG0003627	NP_001177140.1	XP_017799490.1
OG0003628	XP_037868941.1	XP_017793753.1
OG0003629	XP_004928121.1	XP_017791869.1
OG0003630	XP_037872734.1	XP_017787433.1
OG0003631	XP_004933562.1	XP_017796143.1
OG0003632	XP_021203507.1, XP_004925965.1, XP_004925963.2	XP_017799583.1
OG0003633	XP_004929380.3	XP_017796041.1
OG0003634	XP_004922388.1, NP_001037313.1	XP_017792660.1
OG0003635	XP_021204070.2	XP_017789096.1
OG0003636	XP_037866579.1	XP_017788830.1
OG0003637	XP_037872386.1	XP_017790528.1
OG0003638	XP_037875164.1	XP_017789631.1
OG0003640	XP_021209237.2	XP_017793504.1
OG0003641	XP_037874781.1, XP_037874775.1	XP_017793964.1
OG0003642	XP_021204234.2, XP_037874944.1	XP_017793415.1
OG0003643	XP_037877249.1, XP_037877248.1, XP_012551898.1, XP_004933306.1	XP_017788721.1
OG0003644	XP_004933307.1, XP_037872876.1	XP_017798492.1
OG0003645	XP_012550903.3, XP_037874000.1	XP_017788081.1
OG0003646	NP_001091840.1, XP_012550228.2	XP_017798476.1
OG0003647	XP_004928679.1	XP_017789342.1
OG0003649	XP_037877803.1	XP_017794821.1
OG0003651	XP_004923872.1	XP_017790800.1
OG0003652	XP_037875171.1	XP_017790542.1
OG0003653	XP_037871683.1	XP_017789523.1
OG0003654	XP_004930203.1	XP_017798557.1
OG0003655	XP_037868595.1	XP_017788293.1
OG0003656	NP_001296541.1	XP_017795254.1
OG0003658	XP_037867054.1	XP_017791226.1
OG0003661	NP_001040210.1	XP_017797331.1
OG0003663	XP_037874623.1, XP_037874741.1	XP_017787812.1
OG0003664	XP_004929480.3, XP_037870517.1	XP_017797485.1
OG0003665	XP_012553038.1, NP_001040503.1	XP_017789157.1
OG0003666	XP_004931818.1, XP_037877515.1	XP_017797476.1
OG0003667	NP_001036836.1, NP_001037560.1	XP_017795337.1
OG0003668	XP_021202571.1, XP_021202570.1	XP_017793445.1
OG0003669	XP_004933551.1	XP_017788837.1
OG0003670	XP_004931747.1	XP_017789219.1
OG0003671	XP_037869179.1	XP_017788151.1
OG0003672	XP_012553095.2	XP_017793659.1
OG0003673	XP_037870945.1	XP_017798385.1
OG0003674	XP_012548325.1	XP_017792855.1
OG0003675	XP_004931915.1	XP_017789526.1
OG0003676	XP_004923558.1	XP_017793239.1
OG0003677	XP_037876307.1	XP_017793671.1
OG0003678	XP_012553133.1	XP_017793600.1
OG0003679	XP_004931643.2, XP_012550428.1, XP_012550431.1, XP_021207201.1	XP_017795176.1
OG0003680	XP_037866795.1	XP_017795438.1
OG0003681	XP_004923151.1, XP_004923152.1	XP_017798921.1
OG0003682	XP_004925946.2	XP_017795467.1
OG0003684	XP_012546211.1	XP_017797752.1
OG0003685	NP_001037430.1	XP_017797812.1
OG0003686	XP_037874439.1, XP_037874438.1	XP_017789152.1
OG0003687	XP_004929484.2	XP_017799255.1
OG0003690	XP_004925755.1	XP_017793640.1
OG0003691	XP_037870767.1	XP_017790448.1
OG0003692	XP_037870266.1	XP_017798100.1
OG0003695	XP_012550989.1	XP_017796851.1
OG0003696	XP_021204756.1	XP_017794566.1
OG0003697	XP_037877834.1	XP_017792805.1
OG0003698	XP_004929241.1	XP_017792602.1
OG0003700	XP_004930255.2	XP_017793353.1
OG0003701	XP_037873910.1, XP_004925335.1, XP_021203109.1, XP_004925336.3, XP_004930497.3	XP_017799096.1
OG0003704	XP_021205562.1	XP_017796895.1
OG0003709	NP_001040287.1	XP_017798152.1
OG0003710	XP_012552769.1, NP_001037630.1	XP_017788146.1
OG0003711	XP_004931878.1	XP_017794961.1
OG0003712	NP_001037123.1	XP_017789970.1
OG0003713	NP_001036989.1, XP_012547744.1	XP_017789367.1
OG0003714	NP_001037512.1	XP_017790124.1
OG0003715	NP_001108476.2	XP_017788227.1
OG0003716	XP_037872653.1	XP_017788585.1
OG0003717	NP_001037277.1	XP_017792568.1
OG0003718	XP_004927279.1	XP_017793270.1, XP_017793271.1
OG0003719	XP_021208079.2	XP_017789534.1
OG0003720	NP_001036933.1	XP_017788938.1
OG0003721	NP_001037351.1	XP_017791255.1
OG0003722	NP_001135961.1	XP_017797372.1
OG0003723	XP_004922372.1	XP_017788390.1
OG0003724	NP_001188508.1	XP_017791220.1
OG0003725	XP_004928719.1	XP_017798412.1
OG0003726	NP_001040238.1	XP_017795437.1
OG0003727	XP_004923665.1	XP_017788150.1
OG0003728	XP_037866984.1, XP_037866993.1	XP_017790638.1
OG0003729	NP_001091814.1	XP_017791547.1
OG0003730	XP_004924672.1	XP_017791621.1, XP_017791545.1
OG0003731	XP_004932193.1	XP_017788138.1
OG0003732	NP_001040335.1, XP_004926899.1	XP_017790896.1
OG0003733	NP_001040115.1, XP_037873022.1	XP_017790910.1
OG0003734	NP_001040244.1	XP_017798635.1
OG0003735	XP_004931147.1	XP_017796324.1
OG0003736	XP_012544317.1, XP_004924419.1, XP_037877068.1, XP_037877080.1	XP_017789309.1
OG0003737	NP_001036824.1	XP_017792357.1
OG0003738	XP_037873403.1, NP_001040420.1	XP_017790793.1
OG0003739	XP_012548197.1	XP_017793547.1
OG0003740	XP_004933048.1	XP_017794791.1
OG0003741	XP_004931476.1	XP_017795148.1
OG0003742	XP_012551052.2	XP_017798133.1
OG0003743	XP_012553144.1	XP_017791042.1
OG0003744	NP_001040316.1, XP_004929867.1	XP_017789655.1
OG0003745	XP_004928703.1	XP_017789330.1
OG0003746	XP_004926477.1	XP_017796090.1
OG0003747	NP_001296542.1	XP_017795273.1
OG0003750	XP_012552288.2, NP_001040296.1	XP_017790158.1, XP_017790160.1
OG0003751	XP_004923024.1	XP_017789338.1
OG0003752	NP_001073120.1, XP_021204148.1, XP_004926951.1	XP_017797382.1
OG0003753	XP_004932147.1	XP_017787469.1
OG0003754	XP_037871617.1, XP_037871615.1, XP_037871612.1	XP_017797776.1
OG0003755	NP_001040324.1	XP_017789730.1
OG0003756	NP_001040454.1, XP_037876426.1	XP_017788662.1
OG0003757	XP_012551544.1, NP_001037384.1	XP_017794789.1
OG0003758	XP_037867518.1, XP_037867519.1	XP_017798060.1
OG0003759	XP_037872455.1	XP_017787698.1
OG0003760	XP_004923247.2	XP_017791717.1
OG0003761	XP_004932329.1	XP_017787818.1
OG0003762	XP_004930695.2	XP_017788152.1
OG0003763	NP_001040256.1	XP_017796577.1
OG0003765	XP_004930780.1	XP_017794994.1
OG0003767	NP_001091754.1	XP_017795243.1
OG0003768	NP_001040505.1, XP_021208052.1	XP_017795219.1
OG0003769	XP_004932945.1	XP_017795480.1
OG0003770	XP_004927779.1	XP_017791253.1
OG0003771	XP_004923132.1	XP_017791074.1
OG0003772	XP_004933087.1, NP_001091837.2	XP_017790627.1
OG0003773	NP_001040305.1	XP_017794920.1
OG0003774	NP_001155189.1	XP_017788979.1
OG0003776	XP_037874928.1	XP_017794826.1
OG0003777	XP_037874652.1	XP_017797311.1
OG0003778	XP_004921772.2	XP_017799243.1
OG0003779	XP_012545916.2	XP_017788375.1
OG0003780	NP_001040283.1	XP_017797748.1
OG0003781	NP_001040364.1	XP_017788291.1
OG0003782	XP_004929641.1, XP_004933732.1	XP_017790588.1
OG0003783	NP_001124369.1	XP_017792942.1
OG0003784	XP_012552265.3	XP_017788996.1
OG0003785	XP_004931941.1	XP_017791504.1
OG0003786	XP_004922831.1	XP_017791238.1
OG0003787	NP_001037588.1	XP_017794393.1
OG0003788	NP_001040471.1	XP_017794912.1
OG0003789	XP_004922402.1	XP_017788137.1
OG0003790	XP_004925338.1	XP_017798963.1
OG0003791	NP_001108408.1, XP_037877671.1	XP_017793520.1, XP_017797451.1
OG0003792	NP_001040194.1	XP_017797502.1
OG0003793	XP_037876524.1	XP_017799239.1
OG0003794	XP_037869572.1, NP_001091760.1	XP_017795442.1
OG0003795	XP_004925783.1	XP_017791782.1
OG0003796	XP_021204761.1	XP_017791127.1
OG0003797	XP_004923393.2	XP_017793713.1
OG0003798	NP_001091757.1, XP_012549905.1	XP_017788679.1
OG0003799	XP_004921604.1	XP_017796146.1
OG0003800	XP_012549710.1, NP_001232899.1	XP_017797763.1
OG0003801	XP_004921614.1	XP_017787603.1
OG0003802	XP_021206946.1	XP_017789714.1
OG0003803	XP_004922741.1	XP_017797906.1
OG0003804	XP_037872715.1	XP_017798658.1, XP_017798666.1
OG0003805	XP_037872346.1	XP_017789733.1
OG0003806	XP_004930388.1, XP_037869079.1	XP_017787475.1
OG0003807	XP_004933560.1	XP_017798729.1
OG0003808	XP_004926538.1	XP_017792447.1
OG0003809	XP_021208417.1	XP_017787759.1
OG0003810	XP_004927931.1	XP_017797890.1
OG0003811	XP_037875641.1	XP_017795712.1
OG0003812	NP_001189466.1, XP_012549368.2	XP_017788997.1
OG0003813	XP_004928617.1	XP_017789455.1
OG0003814	XP_004931718.2	XP_017798569.1
OG0003815	XP_037870921.1	XP_017793029.1
OG0003816	XP_004928464.1	XP_017793111.1
OG0003817	XP_021208339.1	XP_017793113.1
OG0003818	NP_001157383.1	XP_017792786.1
OG0003819	XP_004933631.1	XP_017787367.1
OG0003820	NP_001036861.1	XP_017792962.1
OG0003821	XP_037877826.1, XP_037877825.1	XP_017788919.1
OG0003822	XP_037872163.1	XP_017790027.1
OG0003823	XP_012546007.2, XP_037870947.1	XP_017797657.1, XP_017797587.1
OG0003824	XP_012552876.1, NP_001268822.1	XP_017799079.1
OG0003826	XP_037876746.1	XP_017798975.1
OG0003827	NP_001266358.1, XP_012551312.1	XP_017787645.1
OG0003828	NP_001182009.1	XP_017787798.1
OG0003829	XP_004926984.1, XP_012546488.1	XP_017790443.1
OG0003830	XP_037866511.1	XP_017790898.1
OG0003831	XP_021208347.2	XP_017798688.1
OG0003832	XP_004925624.1	XP_017797404.1
OG0003833	XP_004925262.1	XP_017794943.1
OG0003834	XP_037876702.1	XP_017796156.1
OG0003835	XP_004931767.1	XP_017788605.1
OG0003836	XP_037869782.1	XP_017798004.1
OG0003837	XP_012545045.2, XP_004925194.2, XP_004925193.2	XP_017797170.1
OG0003838	XP_004928702.1	XP_017789343.1
OG0003839	XP_012546118.2	XP_017794072.1, XP_017794071.1
OG0003840	XP_021203783.2	XP_017798020.1
OG0003841	XP_004923140.1	XP_017790530.1
OG0003842	XP_037874800.1	XP_017791393.1
OG0003843	NP_001091817.1, XP_021207544.1	XP_017789874.1
OG0003844	XP_004931889.1	XP_017789301.1
OG0003845	XP_004928709.1	XP_017789344.1
OG0003846	XP_004932196.1, NP_001296475.1	XP_017788075.1
OG0003847	XP_012545390.1	XP_017792529.1
OG0003848	XP_004924536.1	XP_017790684.1
OG0003849	XP_004931750.2	XP_017788820.1
OG0003850	XP_004928510.1	XP_017790625.1
OG0003851	XP_004928273.2	XP_017791310.1
OG0003852	XP_037872312.1	XP_017797386.1
OG0003853	XP_004931012.1	XP_017788867.1
OG0003854	XP_037875289.1	XP_017787567.1
OG0003855	XP_037870393.1	XP_017799560.1
OG0003856	XP_004925677.1	XP_017794796.1
OG0003857	XP_004932690.1	XP_017793820.1
OG0003859	XP_004922685.1	XP_017789165.1
OG0003861	NP_001243926.1, XP_012547732.1	XP_017794531.1
OG0003863	XP_037873078.1	XP_017793871.1
OG0003864	XP_037867969.1	XP_017789127.1
OG0003865	XP_004923657.1	XP_017791840.1
OG0003866	NP_001274766.1, XP_004924935.1	XP_017795927.1
OG0003867	XP_012548833.1	XP_017795800.1, XP_017795799.1
OG0003868	XP_037874329.1	XP_017791861.1
OG0003869	XP_021203303.2	XP_017797856.1
OG0003870	XP_004930744.1	XP_017796443.1
OG0003871	XP_037866929.1	XP_017791945.1
OG0003872	XP_004923397.1	XP_017791218.1
OG0003873	XP_012550036.2	XP_017787673.1, XP_017787670.1
OG0003874	XP_004924537.1	XP_017790630.1
OG0003875	XP_004922154.1	XP_017790123.1
OG0003876	XP_021205723.2, XP_037870515.1, XP_037870516.1	XP_017797490.1
OG0003877	XP_037866550.1	XP_017788845.1
OG0003878	XP_037876197.1	XP_017793362.1
OG0003879	XP_004931440.3	XP_017799521.1
OG0003880	XP_012549422.1	XP_017791677.1
OG0003881	XP_004930195.2	XP_017792215.1
OG0003882	XP_012548006.1	XP_017789334.1
OG0003883	XP_004926044.1	XP_017787474.1
OG0003884	XP_021206275.1	XP_017796006.1
OG0003885	XP_004926933.2	XP_017791986.1
OG0003886	NP_001040103.1	XP_017798980.1
OG0003887	NP_001040385.1	XP_017788107.1
OG0003888	NP_001116821.1, XP_004921727.1, XP_004921732.2	XP_017787887.1
OG0003889	XP_037871897.1	XP_017789336.1
OG0003890	XP_021206558.1	XP_017791758.1
OG0003891	XP_037868815.1, XP_021206927.1, XP_037868817.1	XP_017796313.1
OG0003892	XP_012551537.2	XP_017798650.1
OG0003893	XP_012548789.1	XP_017787583.1
OG0003895	XP_021205899.1	XP_017797558.1
OG0003896	NP_001037608.1, XP_012551933.1	XP_017790075.1
OG0003897	XP_037871555.1, NP_001037624.1	XP_017793611.1, XP_017793607.1
OG0003899	XP_004932565.2	XP_017794740.1, XP_017794739.1, XP_017794741.1
OG0003900	XP_012551203.1, NP_001040436.1	XP_017789981.1
OG0003901	XP_004930363.1	XP_017799214.1
OG0003902	XP_021204865.2, XP_037869773.1	XP_017795007.1
OG0003903	XP_012544826.1, XP_021202818.1	XP_017788536.1
OG0003904	XP_037876679.1	XP_017788484.1, XP_017795075.1
OG0003905	XP_004932076.1	XP_017795535.1
OG0003906	XP_037870494.1	XP_017798192.1
OG0003908	NP_001266361.1, XP_021204670.1	XP_017789107.1
OG0003909	NP_001188365.1	XP_017798003.1
OG0003910	XP_012548261.1	XP_017792577.1
OG0003911	XP_037872595.1	XP_017798545.1
OG0003912	XP_004921663.1	XP_017787459.1
OG0003913	XP_004933332.1	XP_017790669.1
OG0003914	XP_004930054.1	XP_017787920.1
OG0003915	XP_004933205.1	XP_017795657.1
OG0003916	XP_037877157.1, XP_037877156.1	XP_017794563.1
OG0003917	NP_001281215.1	XP_017790152.1
OG0003918	NP_001296480.1, XP_037869046.1	XP_017789051.1
OG0003919	XP_037873191.1	XP_017791666.1
OG0003920	XP_021205115.1, XP_037873069.1	XP_017791443.1
OG0003921	XP_004929517.1	XP_017797196.1
OG0003922	XP_037867021.1	XP_017794815.1
OG0003923	XP_037871340.1	XP_017797915.1
OG0003924	XP_004928216.2	XP_017795517.1
OG0003925	XP_037870734.1	XP_017788524.1
OG0003926	XP_012546955.1, XP_037875426.1, XP_004927529.2	XP_017792436.1
OG0003927	XP_012550651.2	XP_017795773.1
OG0003928	XP_004921744.1	XP_017795385.1
OG0003929	XP_004921712.1	XP_017797396.1
OG0003930	XP_012547705.1	XP_017793881.1
OG0003931	XP_004923823.1	XP_017789129.1
OG0003932	XP_004928355.1	XP_017795132.1
OG0003933	XP_004921981.1	XP_017797499.1
OG0003934	XP_004927651.1	XP_017793251.1
OG0003935	NP_001037257.1	XP_017790351.1
OG0003936	XP_037874244.1, NP_001103390.1	XP_017789793.1
OG0003937	NP_001119719.1	XP_017797898.1
OG0003938	XP_037867819.1, XP_037867818.1	XP_017792608.1
OG0003939	XP_021203066.1	XP_017796942.1
OG0003940	XP_037868013.1	XP_017787591.1
OG0003941	XP_004932659.1	XP_017796607.1
OG0003942	XP_004925060.2	XP_017796398.1
OG0003943	XP_004930725.1	XP_017792141.1
OG0003944	XP_037867768.1	XP_017792080.1
OG0003945	XP_004929252.2	XP_017789622.1
OG0003946	XP_037872651.1	XP_017794638.1
OG0003947	XP_004923402.1	XP_017789937.1
OG0003948	NP_001296515.1	XP_017793234.1
OG0003950	XP_004931209.1	XP_017789551.1
OG0003951	XP_004928878.1	XP_017787442.1
OG0003952	XP_021208067.1	XP_017793307.1
OG0003953	XP_004925516.1	XP_017797983.1
OG0003954	NP_001040494.1	XP_017790320.1
OG0003955	XP_004930569.1, XP_004930570.1	XP_017795053.1
OG0003956	XP_037867435.1	XP_017797179.1
OG0003957	NP_001040543.1	XP_017788777.1
OG0003958	XP_004924203.1, XP_021202374.1	XP_017796650.1
OG0003959	XP_004931453.1	XP_017792028.1
OG0003960	XP_021203205.2	XP_017795057.1
OG0003961	XP_037872304.1	XP_017791138.1
OG0003962	XP_004926248.1	XP_017790501.1
OG0003963	XP_004926026.1	XP_017790658.1
OG0003964	XP_037873074.1	XP_017791467.1
OG0003965	XP_004923059.2	XP_017794243.1
OG0003966	XP_004927228.1	XP_017794854.1
OG0003967	XP_004930408.1	XP_017788683.1
OG0003968	XP_004926264.1	XP_017790794.1
OG0003969	XP_004929112.1	XP_017796360.1
OG0003970	XP_004931345.1	XP_017795207.1
OG0003971	XP_004929344.1	XP_017788859.1
OG0003972	XP_004926999.1	XP_017790701.1
OG0003974	XP_037868812.1	XP_017797548.1
OG0003975	XP_037870480.1, XP_037870481.1	XP_017789658.1
OG0003976	XP_004927122.1	XP_017788647.1
OG0003977	XP_037867045.1	XP_017790532.1
OG0003978	NP_001037660.1	XP_017791389.1
OG0003979	XP_004927746.2	XP_017790635.1
OG0003980	NP_001138805.1, XP_037866730.1	XP_017793013.1
OG0003981	NP_001233148.1, XP_012545487.1	XP_017796628.1
OG0003982	XP_037866437.1	XP_017790273.1
OG0003983	XP_021202823.1	XP_017791651.1
OG0003984	XP_037877129.1	XP_017792742.1
OG0003985	XP_004923535.1	XP_017791619.1
OG0003986	XP_037868586.1	XP_017790934.1
